Gene Symbol	Rank	Gene Name	P-Value	Q-Value
ZNF658	441	3206317_ZNF658	0.000246953	0.010442478
CCNE1	442	3828112_CCNE1	0.000246953	0.010442478
PKMYT1	443	3677315_PKMYT1	0.000247488	0.010442478
CKS1B	444	2360452_CKS1B	0.000249091	0.010442478
CEL	445	3192693_CEL	0.000249091	0.010442478
TACC3	446	2714955_TACC3	0.000249626	0.010442478
RRM1	447	3318009_RRM1	0.00025016	0.010442478
ZNF429	448	3826656_ZNF429	0.00025016	0.010442478
IFRD2	449	2675088_IFRD2	0.000251229	0.010442478
C14orf133	450	3573078_C14orf133	0.000251229	0.010442478
CENPM	451	3962165_CENPM	0.000251764	0.010442478
SF1	452	3377044_SF1	0.000252299	0.010442478
HIST1H4F	453	2899243_HIST1H4F	0.00025604	0.010573951
MECR	454	2403793_MECR	0.000259247	0.010679825
CEBPG	455	3829313_CEBPG	0.000260316	0.010679825
ACTA2	456	3299504_ACTA2	0.000260316	0.010679825
MAML2	457	3387537_MAML2	0.000262989	0.010765864
TTC18	458	3294361_TTC18	0.000264593	0.01080786
PLXNC1	459	3426502_PLXNC1	0.000267265	0.010889371
RABGGTA	460	3558071_RABGGTA	0.0002678	0.010889371
C12orf5	461	3401756_C12orf5	0.000268334	0.010889371
PLEKHF1	462	3828067_PLEKHF1	0.000271007	0.010974026
RANBP1	463	3937228_RANBP1	0.000272611	0.011015119
DHX33	464	3742727_DHX33	0.000276887	0.011163793
TTYH3	465	2987632_TTYH3	0.000279025	0.011225807
HIST1H4A	466	2899095_HIST1H4A	0.000281163	0.011260684
PRKY	467	4029152_PRKY	0.000281163	0.011260684
STS	468	3967689_STS	0.000281698	0.011260684
SQLE	469	3114832_SQLE	0.000283836	0.011319149
PYCR1	470	3774436_PYCR1	0.00028437	0.011319149
SH3GL1	471	3846742_SH3GL1	0.000295061	0.011716102
GOLGA1	472	3225224_GOLGA1	0.000295596	0.011716102
UMPS	473	2639874_UMPS	0.000299872	0.011835443
CYB5D1	474	3709213_CYB5D1	0.000299872	0.011835443
NCAPG	475	2720251_NCAPG	0.000301475	0.011873684
RBM28	476	3071636_RBM28	0.000304148	0.011953782
PPP5C	477	3836760_PPP5C	0.000305752	0.011991614
YPEL2	478	3729052_YPEL2	0.000310028	0.012079002
BUD13	479	3392840_BUD13	0.000310562	0.012079002
ISG20L1	480	3607232_ISG20L1	0.000310562	0.012079002
ATF3	481	2379132_ATF3	0.000310562	0.012079002
NUDC	482	2326799_NUDC	0.000314304	0.01219917
MAGOHB	483	3444195_MAGOHB	0.000319649	0.012380952
THOC6	484	3645565_THOC6	0.000320718	0.012391753
FDXR	485	3770457_FDXR	0.000321253	0.012391753
SORD	486	3592109_SORD	0.000327667	0.012613169
tcag7.1177	487	3063856_tcag7.1177	0.000333013	0.012792608
SIDT2	488	3350775_SIDT2	0.000335151	0.012822086
CENPP	489	3179359_CENPP	0.000335151	0.012822086
RPL27A	490	3319613_RPL27A	0.000339962	0.012979592
NUP153	491	2943808_NUP153	0.00034691	0.013191057
HIRIP3	492	3687342_HIRIP3	0.00034691	0.013191057
EIF1AX	493	2398540_EIF1AX	0.000348514	0.013218624
RAD23B	494	3183757_RAD23B	0.000349049	0.013218624
RPS6KB1	495	3729294_RPS6KB1	0.000350652	0.013252525
CES2	496	3664982_CES2	0.000358136	0.013501006
FANCI	497	3607537_FANCI	0.00035867	0.013501006
MRPS16	498	3294348_MRPS16	0.000360808	0.013527054
PACSIN2	499	3962678_PACSIN2	0.000360808	0.013527054
TYK2	500	3850278_TYK2	0.000364015	0.013612775
HAAO	501	2550339_HAAO	0.00036455	0.013612775
KIF24	502	3203962_KIF24	0.000368292	0.013690476
CCDC109B	503	2739160_CCDC109B	0.000368292	0.013690476
RPP30	504	3257559_RPP30	0.000368826	0.013690476
LATS2	505	3504526_LATS2	0.000374172	0.013806706
NLRX1	506	3352002_NLRX1	0.000374172	0.013806706
E2F7	507	3463112_E2F7	0.000374172	0.013806706
RAD51C	508	3728776_RAD51C	0.000375241	0.013818898
AKNA	509	3221916_AKNA	0.00038112	0.014007859
RAB43	510	3689880_RAB43	0.000384862	0.014026718
BBS1	511	3336277_BBS1	0.000384862	0.014026718
RPL12	512	2573786_RPL12	0.000385397	0.014026718
RAD1	513	2852989_RAD1	0.000385931	0.014026718
DHTKD1	514	3235373_DHTKD1	0.000387535	0.014026718
ING5	515	4046447_ING5	0.000389138	0.014026718
IQGAP3	516	2438282_IQGAP3	0.000389138	0.014026718
NEK2	517	2454444_NEK2	0.000389673	0.014026718
CCNE2	518	3145107_CCNE2	0.000390742	0.014026718
CDC20	519	2333136_CDC20	0.000390742	0.014026718
MYO19	520	3754227_MYO19	0.000392346	0.014026718
MIRHG1	521	3496366_MIRHG1	0.000392346	0.014026718
VAPA	522	3778601_VAPA	0.000392346	0.014026718
DNAJC9	523	3294280_DNAJC9	0.000392346	0.014026718
EBNA1BP2	524	2409220_EBNA1BP2	0.00039288	0.014026718
FANCI	525	3607510_FANCI	0.000396087	0.014060721
PHF2	526	3179975_PHF2	0.000396087	0.014060721
HNRNPR	527	2401275_HNRNPR	0.000396087	0.014060721
CAPN3	528	3590853_CAPN3	0.000400364	0.014177694
EIF2S1	529	3541137_EIF2S1	0.000400898	0.014177694
SCPEP1	530	3728037_SCPEP1	0.000402502	0.014207547
HIST1H4E	531	2899216_HIST1H4E	0.000403571	0.014218456
NUP155	532	2853768_NUP155	0.000408381	0.014336449
GPN1	533	2474681_GPN1	0.000409451	0.014336449
TMEM168	534	3068476_TMEM168	0.000409985	0.014336449
ABI3	535	3725602_ABI3	0.000409985	0.014336449
CARD8	536	3866958_CARD8	0.000413727	0.014440299
MND1	537	2748163_MND1	0.00041533	0.014469274
HAT1	538	2515369_HAT1	0.000422279	0.014602588
SLC35D1	539	2417095_SLC35D1	0.000422279	0.014602588
NCAPH	540	2494484_NCAPH	0.000422279	0.014602588
ASNS	541	3062576_ASNS	0.000422279	0.014602588
RNF26	542	3352130_RNF26	0.000430297	0.014852399
PPP3CC	543	3089401_PPP3CC	0.00043885	0.015119266
AGA	544	2794902_AGA	0.000439919	0.015119266
PXDNL	545	3134922_PXDNL	0.000440453	0.015119266
TMEM175	546	2714376_TMEM175	0.000442591	0.015137112
TNFRSF10B	547	3127703_TNFRSF10B	0.000442591	0.015137112
KLHL28	548	3562671_KLHL28	0.000447402	0.01522686
DAK	549	3332838_DAK	0.000447937	0.01522686
IER3IP1	550	3806711_IER3IP1	0.000447937	0.01522686
TRIM68	551	3360189_TRIM68	0.000448471	0.01522686
KIAA0748	552	3456955_KIAA0748	0.000454886	0.015416667
CDCA7L	553	3040897_CDCA7L	0.000457558	0.015479204
FLJ11286	554	3820310_FLJ11286	0.000464507	0.015685921
PGAP1	555	2593407_PGAP1	0.000467714	0.015755396
POLD1	556	3839305_POLD1	0.000468249	0.015755396
CBLN3	557	3558270_CBLN3	0.000473594	0.015878136
CDCA8	558	2330773_CDCA8	0.000473594	0.015878136
TMEM97	559	3715489_TMEM97	0.000476801	0.015946429
CNTROB	560	3709327_CNTROB	0.000477336	0.015946429
RIC8B	561	3430331_RIC8B	0.000480543	0.015996441
ZNF786	562	3078478_ZNF786	0.000480543	0.015996441
TUBA1C	563	3413787_TUBA1C	0.000483216	0.016007067
SMPD3	564	3696317_SMPD3	0.00048375	0.016007067
CHAC1	565	3590275_CHAC1	0.00048375	0.016007067
GUSB	566	3053691_GUSB	0.000484285	0.016007067
BRWD3	567	4013730_BRWD3	0.000488027	0.016102293
LOC494141	568	3322669_LOC494141	0.000489096	0.016109155
E2F6	569	2540578_E2F6	0.000490699	0.016133568
KIAA0247	570	3542145_KIAA0247	0.000492837	0.016171329
TMEM106A	571	3722479_TMEM106A	0.000494441	0.016171329
FH	572	2463425_FH	0.000494441	0.016171329
TUBGCP5	573	3583577_TUBGCP5	0.000498183	0.016265271
HIPK3	574	3325907_HIPK3	0.000504597	0.016445993
RABGGTB	575	2342624_RABGGTB	0.000530254	0.017227036
H2AFX	576	3394183_H2AFX	0.000531324	0.017227036
ASF1B	577	3852565_ASF1B	0.000531324	0.017227036
GALNT10	578	2836518_GALNT10	0.000536134	0.017340242
C14orf148	579	3573051_C14orf148	0.000536669	0.017340242
KIAA0082	580	2905512_KIAA0082	0.000542549	0.0175
HIST1H2BE	581	2899194_HIST1H2BE	0.000560188	0.018037866
TROAP	582	3413875_TROAP	0.000570879	0.018350516
PRMT1	583	3838809_PRMT1	0.000574086	0.018407534
EIF4G1	584	2655688_EIF4G1	0.000574621	0.018407534
ASCC3	585	2966636_ASCC3	0.000578897	0.018498294
RABL2A	586	2501618_RABL2A	0.000579431	0.018498294
TNRC6B	587	3946192_TNRC6B	0.000584777	0.018637138
TUBA4B	588	2528407_TUBA4B	0.000589053	0.018709677
KCNN3	589	2436826_KCNN3	0.000589053	0.018709677
C10orf46	590	3309124_C10orf46	0.000590656	0.018728814
BCL2L12	591	3838795_BCL2L12	0.000596002	0.018851351
RP4-692D3.1	592	2332583_RP4-692D3.1	0.000596536	0.018851351
ZNF506	593	3855968_ZNF506	0.000598674	0.018887015
ATP1A1	594	2353477_ATP1A1	0.000601882	0.018956229
PSMG1	595	3932131_PSMG1	0.00060402	0.018991597
OSGEP	596	3555461_OSGEP	0.000606692	0.019043624
HMGB1	597	3508060_HMGB1	0.000621659	0.019464883
THOC4	598	4041422_THOC4	0.000622194	0.019464883
MKI67	599	3312490_MKI67	0.000623797	0.019482471
GATAD2A	600	3825713_GATAD2A	0.000625935	0.019516667
DCAKD	601	3759540_DCAKD	0.000630746	0.01961794
YTHDF2	602	2327630_YTHDF2	0.000631281	0.01961794
CYCS	603	3042001_CYCS	0.000637161	0.019719934
TLL2	604	3301800_TLL2	0.00063823	0.019719934
ZNF367	605	3216319_ZNF367	0.000639299	0.019719934
LAS1L	606	4010860_LAS1L	0.000639833	0.019719934
FAM98C	607	3832435_FAM98C	0.000639833	0.019719934
FN3KRP	608	3739108_FN3KRP	0.000640902	0.019720395
INCENP	609	3333358_INCENP	0.00064304	0.019753695
NECAP2	610	2322389_NECAP2	0.000645179	0.019770867
SP2	611	3724931_SP2	0.000645713	0.019770867
CCDC90B	612	3384471_CCDC90B	0.000649989	0.019836868
DGKA	613	3417075_DGKA	0.000649989	0.019836868
SLC25A3	614	3427820_SLC25A3	0.000651058	0.019837134
TMLHE	615	4027828_TMLHE	0.000667629	0.020308442
C6orf136	616	2901879_C6orf136	0.000668698	0.020308442
LTV1	617	2929036_LTV1	0.000670302	0.020324149
SFRS6	618	3886050_SFRS6	0.000674578	0.020420712
ATP1B3	619	2645764_ATP1B3	0.000677785	0.020451613
TIMM23	620	3289031_TIMM23	0.000677785	0.020451613
NIT1	621	2363389_NIT1	0.000679923	0.020483092
SAAL1	622	3365249_SAAL1	0.000685268	0.020593901
HOMEZ	623	3557268_HOMEZ	0.000685803	0.020593901
XYLB	624	2617687_XYLB	0.000696494	0.02088141
PRC1	625	3639031_PRC1	0.000701304	0.020992
ROD1	626	3220977_ROD1	0.000703977	0.021038339
PPIL5	627	3534785_PPIL5	0.000706115	0.021050955
LSM3	628	2611818_LSM3	0.00070665	0.021050955
ERH	629	3570049_ERH	0.00072322	0.021476191
ISCU	630	3430776_ISCU	0.00072322	0.021476191
TRIM45	631	2430126_TRIM45	0.000728031	0.021563981
CLUAP1	632	3645947_CLUAP1	0.000729634	0.021563981
LGALS9	633	3713397_LGALS9	0.000729634	0.021563981
C10orf2	634	3260937_C10orf2	0.000731238	0.021574803
C8orf33	635	3121023_C8orf33	0.000732307	0.021574803
ILF2	636	2436132_ILF2	0.000736583	0.021666667
APTX	637	3203311_APTX	0.00074567	0.02184375
CTNND1	638	3331487_CTNND1	0.000747274	0.02184375
RECQL4	639	3158767_RECQL4	0.000747274	0.02184375
PCNX	640	3542689_PCNX	0.000747274	0.02184375
TRAF3IP1	641	2534810_TRAF3IP1	0.000748878	0.021856474
TCP11L1	642	3325839_TCP11L1	0.000752619	0.021931464
PPP1R8	643	2327259_PPP1R8	0.000755826	0.021990669
CPSF4	644	3014764_CPSF4	0.000759568	0.022065217
EIF2AK4	645	3589570_EIF2AK4	0.000764379	0.022170543
NRF1	646	3023565_NRF1	0.000768121	0.022244582
PANK1	647	3299705_PANK1	0.000772931	0.022349305
JAG1	648	3897505_JAG1	0.000777208	0.022438272
PHLDA3	649	2450855_PHLDA3	0.000779346	0.022465331
GOLPH3	650	2852237_GOLPH3	0.000784691	0.022549923
TYMS	651	3775842_TYMS	0.000784691	0.022549923
CDC2	652	3248289_CDC2	0.000786829	0.022568389
INTS3	653	2359817_INTS3	0.00079164	0.022568389
TSPAN14	654	3254521_TSPAN14	0.000792175	0.022568389
EFCAB4B	655	3440921_EFCAB4B	0.000793244	0.022568389
ZNF436	656	2401333_ZNF436	0.000793244	0.022568389
H2AFZ	657	2779486_H2AFZ	0.000793778	0.022568389
DSE	658	2922631_DSE	0.000793778	0.022568389
MGC29506	659	2877893_MGC29506	0.000795916	0.022594841
SLC44A2	660	3820612_SLC44A2	0.000798589	0.022636364
HIST1H4J	661	2900062_HIST1H4J	0.000801796	0.02269289
ITPKC	662	3833728_ITPKC	0.0008034	0.022703928
RPN1	663	2694397_RPN1	0.000805003	0.022710843
RP11-345P4.4	664	4044637_RP11-345P4.4	0.000806072	0.022710843
CLGN	665	2787005_CLGN	0.000816228	0.022962406
RPS6KA1	666	2326561_RPS6KA1	0.000822108	0.023093093
OK/SW-CL.58	667	3507766_OK/SW-CL.58	0.000824781	0.023133433
ANP32C	668	3630912_ANP32C	0.000826919	0.023153961
ODF2	669	3190463_ODF2	0.000827988	0.023153961
SLC1A5	670	3866276_SLC1A5	0.000841351	0.023492537
CIT	671	3474104_CIT	0.000843489	0.023517139
ZNF248	672	3285552_ZNF248	0.000848835	0.023590505
CCNL1	673	2702307_CCNL1	0.000849369	0.023590505
ZC3H15	674	2519140_ZC3H15	0.000849904	0.023590505
GIT2	675	3471005_GIT2	0.000852576	0.023609468
WDR90	676	3643196_WDR90	0.000853111	0.023609468
SARS	677	2350551_SARS	0.000869147	0.024017725
KIAA0430	678	3681956_KIAA0430	0.000875027	0.024144543
KIAA1602	679	3454092_KIAA1602	0.000878234	0.024197349
SHMT2	680	3418007_SHMT2	0.00088251	0.024279412
HSPD1	681	2593733_HSPD1	0.000898012	0.024669604
CCDC34	682	3367036_CCDC34	0.000901753	0.02473607
C1orf38	683	2327283_C1orf38	0.000907633	0.024860908
COG4	684	3697125_COG4	0.00091084	0.02490511
HIST2H4A	685	2357891_HIST2H4A	0.000911909	0.02490511
PATL1	686	3374746_PATL1	0.000924204	0.025204082
ABHD11	687	3056264_ABHD11	0.00093917	0.025574964
KIF24	688	3203935_KIF24	0.000945585	0.025643994
THOC4	689	3774331_THOC4	0.000947188	0.025643994
TERF2IP	690	3669092_TERF2IP	0.000947188	0.025643994
C9orf103	691	3176933_C9orf103	0.000947188	0.025643994
OIP5	692	3619945_OIP5	0.000954672	0.025809249
C1orf63	693	2402111_C1orf63	0.000961086	0.025911047
WDR91	694	3074260_WDR91	0.000965362	0.025911047
CHD8	695	3555882_CHD8	0.000965362	0.025911047
CSNK1G2	696	3816153_CSNK1G2	0.000965362	0.025911047
COG1	697	3733938_COG1	0.000965362	0.025911047
PGF	698	3572209_PGF	0.000967501	0.025931232
MYST1	699	3656855_MYST1	0.000980864	0.026210826
SLC12A6	700	3617312_SLC12A6	0.000980864	0.026210826
TMEM39B	701	2328633_TMEM39B	0.000983537	0.026210826
FBN1	702	3623031_FBN1	0.000983537	0.026210826
TOMM40	703	3835855_TOMM40	0.000989951	0.026344239
BMPR1A	704	3256074_BMPR1A	0.000992624	0.026377841
MX2	705	3922037_MX2	0.000999572	0.026506365
SBDS	706	3054165_SBDS	0.001001176	0.026506365
ITFG1	707	3690193_ITFG1	0.00100171	0.026506365
ZNF397	708	3784468_ZNF397	0.001007056	0.02661017
NUP37	709	3468261_NUP37	0.001012401	0.026713681
ICMT	710	2394588_ICMT	0.001022557	0.026943662
EIF2B3	711	2409904_EIF2B3	0.001026299	0.027004219
PDE4B	712	2340529_PDE4B	0.001028972	0.027036517
ATAD3A	713	2315951_ATAD3A	0.001032179	0.027072829
C14orf94	714	3556966_C14orf94	0.001033248	0.027072829
RRS1	715	3101622_RRS1	0.001034851	0.027076923
GRB2	716	3770743_GRB2	0.001038059	0.027122905
RAC2	717	3960061_RAC2	0.001045007	0.027266388
NPM1	718	2840616_NPM1	0.001049284	0.027339833
VPRBP	719	2675628_VPRBP	0.001064785	0.027705146
ZFYVE26	720	3569441_ZFYVE26	0.001067992	0.02775
HNRNPUL1	721	3834089_HNRNPUL1	0.001069596	0.027753121
BAX	722	3838067_BAX	0.001080287	0.027931035
PRKD2	723	3866135_PRKD2	0.001081356	0.027931035
C3orf23	724	2620018_C3orf23	0.001082425	0.027931035
ARHGAP19	725	3302177_ARHGAP19	0.001082425	0.027931035
EPSTI1	726	3511698_EPSTI1	0.001089908	0.028074278
UQCC	727	3903889_UQCC	0.001090977	0.028074278
LIF	728	3957160_LIF	0.001095788	0.028159341
PA2G4	729	3417309_PA2G4	0.001104875	0.02835391
MRPL46	730	3638048_MRPL46	0.001107013	0.028369863
CCT6A	731	3003193_CCT6A	0.001117169	0.028590971
KIAA1618	732	3737274_KIAA1618	0.001120376	0.02863388
HIST1H2BC	733	2946268_HIST1H2BC	0.001126256	0.028707483
PAFAH1B3	734	3863576_PAFAH1B3	0.00112786	0.028707483
NUF2	735	2364438_NUF2	0.00112786	0.028707483
KLHDC1	736	3534886_KLHDC1	0.001129463	0.028709239
PAX5	737	3205293_PAX5	0.001133205	0.028765265
ZNF767	738	3078656_ZNF767	0.001137481	0.02879567
RCP9	739	3005332_RCP9	0.001137481	0.02879567
KIAA1219	740	3884640_KIAA1219	0.001143361	0.028905405
PSEN2	741	2383312_PSEN2	0.00115031	0.029041835
TSR1	742	3740998_TSR1	0.001154586	0.02909825
NSUN2	743	2847292_NSUN2	0.001155655	0.02909825
PEX7	744	2927255_PEX7	0.00116795	0.02936828
GNAI3	745	2350840_GNAI3	0.001171157	0.029409396
RAN	746	3438027_RAN	0.001174898	0.029437751
SUOX	747	3417184_SUOX	0.001175433	0.029437751
ISOC1	748	2827709_ISOC1	0.001203229	0.030093583
ZNF792	749	3859622_ZNF792	0.001211247	0.030253672
ABCC5	750	2708287_ABCC5	0.001213919	0.03028
RUVBL1	751	2694123_RUVBL1	0.001240646	0.03087766
SLC25A10	752	3738224_SLC25A10	0.00124118	0.03087766
GTPBP4	753	3231774_GTPBP4	0.001243853	0.030903054
SNRPB	754	3894995_SNRPB	0.001251871	0.031061008
MAN2B1	755	3851545_MAN2B1	0.001255078	0.031099338
TPP1	756	3361041_TPP1	0.001274321	0.031534392
UTRN	757	2929168_UTRN	0.00128127	0.031664465
POLA1	758	3972093_POLA1	0.001286615	0.031754617
ZNF616	759	3869455_ZNF616	0.001291961	0.031844532
PSMD7	760	3668617_PSMD7	0.001304255	0.032089356
CYP1B1	761	2548699_CYP1B1	0.001305324	0.032089356
EI24	762	3354731_EI24	0.001307997	0.032112861
ARL6IP5	763	2628682_ARL6IP5	0.001310669	0.032136304
MAZ	764	3655665_MAZ	0.001316015	0.03220915
KIAA0515	765	3192062_KIAA0515	0.001317084	0.03220915
SMAD5	766	2830010_SMAD5	0.001320825	0.032258486
TRIM28	767	3844238_TRIM28	0.001324567	0.032307692
WDR62	768	3831062_WDR62	0.001328309	0.032356771
GEMIN4	769	3739812_GEMIN4	0.001336861	0.032522757
MYADM	770	3841076_MYADM	0.001340603	0.032571429
SMC3	771	3263790_SMC3	0.001343276	0.032594034
CNBP	772	2694644_CNBP	0.001347552	0.03265544
HNRNPA2B1	773	3042421_HNRNPA2B1	0.00136626	0.033049096
PSAP	774	3293762_PSAP	0.001367329	0.033049096
DNTTIP2	775	2423597_DNTTIP2	0.001374278	0.033174194
C18orf24	776	3788049_C18orf24	0.001380158	0.033273196
RABIF	777	2451419_RABIF	0.001390849	0.033487774
SLC38A5	778	4007437_SLC38A5	0.001397263	0.033598972
RSPRY1	779	3662612_RSPRY1	0.001399936	0.033620026
SLC5A3	780	3919033_SLC5A3	0.001414903	0.033935897
ARSA	781	3966143_ARSA	0.001421317	0.034046095
FKBP11	782	3453405_FKBP11	0.00142987	0.034140127
UBE2W	783	3140763_UBE2W	0.001430404	0.034140127
FBXO21	784	3473480_FBXO21	0.001431473	0.034140127
C9orf126	785	3225292_C9orf126	0.001432542	0.034140127
CASP2	786	3029030_CASP2	0.001441095	0.034300255
ABCA7	787	3815416_ABCA7	0.001457665	0.034650572
MFNG	788	3960110_MFNG	0.001475839	0.035038071
CENPF	789	2379863_CENPF	0.00149829	0.035525982
GPR141	790	2997789_GPR141	0.001511653	0.035797468
CCM2	791	3000167_CCM2	0.001515929	0.035825977
XTP3TPA	792	3687789_XTP3TPA	0.001518067	0.035825977
SMN2	793	2860898_SMN2	0.001518602	0.035825977
PREB	794	2545509_PREB	0.001535707	0.036183879
---	795	3857329_---	0.001542656	0.036301887
SLC43A3	796	3373845_SLC43A3	0.001566175	0.036809045
CPXM1	797	3895118_CPXM1	0.001575262	0.03689612
C2orf25	798	2580635_C2orf25	0.001575796	0.03689612
PHYHIP	799	3127385_PHYHIP	0.001575796	0.03689612
C7orf30	800	2992863_C7orf30	0.001585953	0.036993789
MARK2	801	3334025_MARK2	0.001586487	0.036993789
RABGAP1	802	3188299_RABGAP1	0.001588625	0.036993789
MAT2A	803	2491615_MAT2A	0.001590763	0.036993789
ZNF616	804	3869461_ZNF616	0.001590763	0.036993789
PLCG1	805	3885537_PLCG1	0.001591832	0.036993789
CDCA3	806	3442322_CDCA3	0.001597712	0.037063197
FAS	807	3257098_FAS	0.001598781	0.037063197
FCER2	808	3848492_FCER2	0.001608403	0.037218789
MRPS2	809	3193900_MRPS2	0.001609472	0.037218789
AP1GBP1	810	3754677_AP1GBP1	0.001616421	0.037333333
BCS1L	811	2527939_BCS1L	0.001619093	0.037348952
NANS	812	3181460_NANS	0.001631922	0.037598522
PFAS	813	3709540_PFAS	0.001636733	0.037662977
PRPF19	814	3375049_PRPF19	0.001644751	0.037800983
MAGOH	815	2413180_MAGOH	0.001646889	0.037803681
NDE1	816	3649811_NDE1	0.001664529	0.038161765
DNPEP	817	2600155_DNPEP	0.001671477	0.038264059
AKAP1	818	3728097_AKAP1	0.001673081	0.038264059
GRIK4	819	3352618_GRIK4	0.001681099	0.038400488
HSD17B7	820	3243262_HSD17B7	0.001688048	0.038501827
RAB8B	821	3597476_RAB8B	0.001689651	0.038501827
CD226	822	3812385_CD226	0.001707826	0.038868613
CASC5	823	3590014_CASC5	0.001726534	0.039246659
PMS2L11	824	3009722_PMS2L11	0.001731345	0.039308252
RRP9	825	2675763_RRP9	0.001733483	0.039309091
MRPL35	826	2492015_MRPL35	0.001743105	0.039479419
PRPF4	827	3185558_PRPF4	0.001745243	0.039480048
TPM3	828	2436526_TPM3	0.001748984	0.039516908
C1RL	829	3442514_C1RL	0.001755399	0.039613993
STX16	830	3891006_STX16	0.001763951	0.039759036
PSMC3	831	3372209_PSMC3	0.001767158	0.039783394
UBA7	832	2674762_UBA7	0.001770366	0.039807692
BRMS1L	833	3532560_BRMS1L	0.001789609	0.040155875
ANKFY1	834	3741997_ANKFY1	0.001790143	0.040155875
HTATIP	835	3335517_HTATIP	0.001796558	0.040251196
PWP2	836	3923498_PWP2	0.001798696	0.040251196
SLC25A45	837	3377569_SLC25A45	0.001818473	0.040645161
WARS2	838	2430762_WARS2	0.001821146	0.040656325
C1orf123	839	2413153_C1orf123	0.001832906	0.040870083
TTBK2	840	3620799_TTBK2	0.001856425	0.041345238
FANCE	841	2904663_FANCE	0.001866047	0.041510107
XRCC3	842	3580832_XRCC3	0.00187941	0.04175772
HIST1H1C	843	2946232_HIST1H1C	0.001882083	0.041767497
ODC1	844	2540157_ODC1	0.001893842	0.041978673
TOMM20	845	2461717_TOMM20	0.001916827	0.04243787
ZRF1	846	3065638_ZRF1	0.001920569	0.04244392
TTC26	847	3026834_TTC26	0.001921638	0.04244392
ASPM	848	2449559_ASPM	0.001933932	0.042573443
HYLS1	849	3354879_HYLS1	0.001935536	0.042573443
KHK	850	2474240_KHK	0.001936605	0.042573443
GABPB2	851	3623683_GABPB2	0.001936605	0.042573443
C2orf13	852	2486851_C2orf13	0.001944088	0.042687793
CCDC86	853	3332548_CCDC86	0.00195371	0.042848769
SNX1	854	3597857_SNX1	0.001983643	0.043403509
ZNF440	855	3821410_ZNF440	0.001983643	0.043403509
DTL	856	2378937_DTL	0.001999679	0.043703271
C1orf128	857	2325274_C1orf128	0.002010904	0.043897316
C19orf40	858	3829160_C19orf40	0.002017853	0.043997669
VPS11	859	3351806_VPS11	0.002057409	0.044755814
SIAE	860	3396003_SIAE	0.002057409	0.044755814
VRK1	861	3550485_VRK1	0.002071841	0.044947856
DNMT3A	862	2544662_DNMT3A	0.002072375	0.044947856
APOBEC3D	863	3945585_APOBEC3D	0.002073445	0.044947856
CCDC12	864	2672467_CCDC12	0.002091619	0.045289352
ING3	865	3021123_ING3	0.00209536	0.045317919
LMAN2L	866	2565484_LMAN2L	0.002099637	0.045350978
SOCS1	867	3680213_SOCS1	0.002101775	0.045350978
R3HDM2	868	3458451_R3HDM2	0.002106051	0.045350978
MBP	869	3814063_MBP	0.002106585	0.045350978
PRMT7	870	3666189_PRMT7	0.002128501	0.045770115
DDX21	871	3250055_DDX21	0.002134381	0.045843858
NCKAP1L	872	3416577_NCKAP1L	0.002139192	0.045864834
FTSJ2	873	3035682_FTSJ2	0.002140261	0.045864834
C11orf54	874	3344861_C11orf54	0.002144537	0.04590389
S100A12	875	2435981_S100A12	0.002149348	0.045954286
LDLR	876	3821015_LDLR	0.002153624	0.045993151
PTS	877	3349014_PTS	0.00218142	0.046533637
PCMT1	878	2930863_PCMT1	0.002193179	0.04672355
UHRF1BP1	879	2904270_UHRF1BP1	0.002195318	0.04672355
CSTF3	880	3368520_CSTF3	0.002200128	0.046742338
C16orf53	881	3655708_C16orf53	0.002201197	0.046742338
TLN1	882	3204744_TLN1	0.002216164	0.047006803
CCDC137	883	3738110_CCDC137	0.002222579	0.047016949
UNC84B	884	3960827_UNC84B	0.002223648	0.047016949
ANKRD46	885	3146661_ANKRD46	0.002224182	0.047016949
SEMA4B	886	3607927_SEMA4B	0.002253047	0.047531003
EID2B	887	3862068_EID2B	0.002253581	0.047531003
PSMD12	888	3768103_PSMD12	0.002278704	0.047964005
CAPRIN2	889	3449368_CAPRIN2	0.002279239	0.047964005
AP4B1	890	2428855_AP4B1	0.002290999	0.048105381
PUF60	891	3157817_PUF60	0.002293671	0.048105381
ZNF828	892	3503119_ZNF828	0.002293671	0.048105381
CDC5L	893	2908572_CDC5L	0.002298482	0.04810962
BIRC5	894	3736290_BIRC5	0.002299016	0.04810962
COQ3	895	2966232_COQ3	0.002308638	0.048256983
CLSTN3	896	3403244_CLSTN3	0.002315052	0.048337054
POLL	897	3303870_POLL	0.002318794	0.048361204
ATG3	898	2688759_ATG3	0.002326278	0.048463252
HIST2H3A	899	2357938_HIST2H3A	0.00234659	0.048832036
ZNF30	900	3829964_ZNF30	0.002353539	0.048922222
RPS2	901	2331679_RPS2	0.002368505	0.04917869
HNRNPM	902	3819543_HNRNPM	0.002380265	0.049368071
FNTB	903	3540398_FNTB	0.002384007	0.049381216
CENPH	904	2813442_CENPH	0.002387749	0.049381216
UCHL5IP	905	4026487_UCHL5IP	0.002388818	0.049381216
MRPS22	906	2644822_MRPS22	0.002398974	0.049481808
DTYMK	907	2607373_DTYMK	0.002398974	0.049481808
HIST1H3D	908	2946324_HIST1H3D	0.00240325	0.049515419
