Probeset_ID	Distance	Symbol	Description
213655_at	22.35634339	YWHAE	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide
213048_s_at	22.38700954	NA	NA
214011_s_at	22.4210114	NOP16	NOP16 nucleolar protein homolog (yeast)
243363_at	22.43639486	LOC641518	hypothetical protein LOC641518
214745_at	22.49027874	PLCH1	phospholipase C, eta 1
220485_s_at	22.49231558	SIRPG	signal-regulatory protein gamma
206478_at	22.51527782	KIAA0125	KIAA0125
243362_s_at	22.5155117	LOC641518	hypothetical protein LOC641518
200908_s_at	22.64754999	RPLP2	ribosomal protein, large, P2
202769_at	22.65078623	CCNG2	cyclin G2
204174_at	22.7366199	ALOX5AP	arachidonate 5-lipoxygenase-activating protein
202695_s_at	22.79572894	STK17A	serine/threonine kinase 17a
221750_at	22.84323164	HMGCS1	3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1 (soluble)
224221_s_at	22.88982159	VAV3	vav 3 guanine nucleotide exchange factor
202156_s_at	22.92550821	CUGBP2	CUG triplet repeat, RNA binding protein 2
206099_at	22.9931369	PRKCH	protein kinase C, eta
207906_at	22.99477367	IL3	interleukin 3 (colony-stimulating factor, multiple)
218806_s_at	23.10049377	VAV3	vav 3 guanine nucleotide exchange factor
221558_s_at	23.12632096	LEF1	lymphoid enhancer-binding factor 1
218764_at	23.1291963	PRKCH	protein kinase C, eta
1554340_a_at	23.15052947	C1orf187	chromosome 1 open reading frame 187
230252_at	23.17386223	LPAR5	lysophosphatidic acid receptor 5
239231_at	23.17448421	NA	NA
230383_x_at	23.19963445	NA	NA
202934_at	23.23847976	HK2	hexokinase 2
208018_s_at	23.35904753	HCK	hemopoietic cell kinase
217147_s_at	23.43992671	TRAT1	T cell receptor associated transmembrane adaptor 1
212105_s_at	23.46910543	DHX9	DEAH (Asp-Glu-Ala-His) box polypeptide 9
232231_at	23.53165694	RUNX2	runt-related transcription factor 2
218807_at	23.53426138	VAV3	vav 3 guanine nucleotide exchange factor
236280_at	23.5751543	NA	NA
212099_at	23.69364659	RHOB	ras homolog gene family, member B
219563_at	23.8735259	C14orf139	chromosome 14 open reading frame 139
218856_at	23.96634012	TNFRSF21	tumor necrosis factor receptor superfamily, member 21
210201_x_at	24.01338997	BIN1	bridging integrator 1
219243_at	24.02403527	GIMAP4	GTPase, IMAP family member 4
202931_x_at	24.06608272	BIN1	bridging integrator 1
203913_s_at	24.06626641	HPGD	hydroxyprostaglandin dehydrogenase 15-(NAD)
33323_r_at	24.24780605	SFN	stratifin
222557_at	24.25106469	STMN3	stathmin-like 3
235182_at	24.42104671	ISM1	isthmin 1 homolog (zebrafish)
226549_at	24.43757014	SBK1	SH3-binding domain kinase 1
227178_at	24.45405879	CUGBP2	CUG triplet repeat, RNA binding protein 2
218032_at	24.49121069	SNN	stannin
208982_at	24.49757896	PECAM1	platelet/endothelial cell adhesion molecule
201012_at	24.51888244	ANXA1	annexin A1
224606_at	24.55977151	KLF6	Kruppel-like factor 6
228737_at	24.57418612	TOX2	TOX high mobility group box family member 2
214439_x_at	24.69235718	BIN1	bridging integrator 1
229280_s_at	24.74792372	FLJ22536	hypothetical locus LOC401237
1559067_a_at	24.75037928	NA	NA
202743_at	24.75339714	PIK3R3	phosphoinositide-3-kinase, regulatory subunit 3 (gamma)
1555832_s_at	24.79336851	KLF6	Kruppel-like factor 6
207992_s_at	24.80241189	AMPD3	adenosine monophosphate deaminase (isoform E)
225962_at	24.80718689	ZNRF1	zinc and ring finger 1
202245_at	24.93891925	LSS	lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase)
1555797_a_at	24.95505904	ARPC5	actin related protein 2/3 complex, subunit 5, 16kDa
222394_at	24.97315111	PDCD6IP	programmed cell death 6 interacting protein
208981_at	25.01422603	PECAM1	platelet/endothelial cell adhesion molecule
209608_s_at	25.01690845	ACAT2	acetyl-Coenzyme A acetyltransferase 2
201193_at	25.02947586	IDH1	isocitrate dehydrogenase 1 (NADP+), soluble
202431_s_at	25.04851981	MYC	v-myc myelocytomatosis viral oncogene homolog (avian)
206749_at	25.05710444	CD1B	CD1b molecule
206662_at	25.21090398	GLRX	glutaredoxin (thioltransferase)
236295_s_at	25.23599329	NLRC3	NLR family, CARD domain containing 3
224862_at	25.23622046	GNAQ	guanine nucleotide binding protein (G protein), q polypeptide
211548_s_at	25.29179654	HPGD	hydroxyprostaglandin dehydrogenase 15-(NAD)
1555037_a_at	25.31067402	IDH1	isocitrate dehydrogenase 1 (NADP+), soluble
208983_s_at	25.36371398	PECAM1	platelet/endothelial cell adhesion molecule
208986_at	25.37109077	TCF12	transcription factor 12
206283_s_at	25.39387269	TAL1	T-cell acute lymphocytic leukemia 1
228771_at	25.43603643	ADRBK2	adrenergic, beta, receptor kinase 2
203744_at	25.44861509	HMGB3	high-mobility group box 3
229838_at	25.46107985	NUCB2	nucleobindin 2
225045_at	25.48399086	CCDC88A	coiled-coil domain containing 88A
210432_s_at	25.56171195	SCN3A	sodium channel, voltage-gated, type III, alpha subunit
225136_at	25.58902728	PLEKHA2	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 2
235816_s_at	25.60468066	RGL4	ral guanine nucleotide dissociation stimulator-like 4
226157_at	25.6391498	TFDP2	transcription factor Dp-2 (E2F dimerization partner 2)
227687_at	25.67957232	HYLS1	hydrolethalus syndrome 1
219740_at	25.72826951	VASH2	vasohibin 2
210758_at	25.72989898	PSIP1	PC4 and SFRS1 interacting protein 1
1558972_s_at	25.7356377	C6orf190	chromosome 6 open reading frame 190
208592_s_at	25.76362796	CD1E	CD1e molecule
211795_s_at	25.77589612	FYB	FYN binding protein (FYB-120/130)
223685_s_at	25.81093057	PRPF18	PRP18 pre-mRNA processing factor 18 homolog (S. cerevisiae)
224150_s_at	25.84103646	CEP70	centrosomal protein 70kDa
219502_at	25.84117646	NEIL3	nei endonuclease VIII-like 3 (E. coli)
209790_s_at	25.84864036	CASP6	caspase 6, apoptosis-related cysteine peptidase
219132_at	25.87621793	PELI2	pellino homolog 2 (Drosophila)
203911_at	25.87761926	RAP1GAP	RAP1 GTPase activating protein
228033_at	25.91570181	E2F7	E2F transcription factor 7
209574_s_at	25.93063799	C18orf1	chromosome 18 open reading frame 1
218585_s_at	25.93961456	DTL	denticleless homolog (Drosophila)
229686_at	25.94675977	P2RY8	purinergic receptor P2Y, G-protein coupled, 8
205034_at	25.99198963	CCNE2	cyclin E2
1554489_a_at	25.99264504	CEP70	centrosomal protein 70kDa
224983_at	26.02200262	SCARB2	scavenger receptor class B, member 2
211211_x_at	26.02658207	SH2D1A	SH2 domain protein 1A
220449_at	26.03382157	MGC5566	hypothetical protein MGC5566
205677_s_at	26.04632343	DLEU1	deleted in lymphocytic leukemia 1 (non-protein coding)
235609_at	26.05598029	NA	NA
211919_s_at	26.0560739	CXCR4	chemokine (C-X-C motif) receptor 4
227266_s_at	26.05929934	FYB	FYN binding protein (FYB-120/130)
238041_at	26.08485967	NA	NA
209201_x_at	26.11123443	CXCR4	chemokine (C-X-C motif) receptor 4
205700_at	26.11201416	HSD17B6	hydroxysteroid (17-beta) dehydrogenase 6 homolog (mouse)
210221_at	26.15161937	CHRNA3	cholinergic receptor, nicotinic, alpha 3
204040_at	26.15207962	RNF144A	ring finger protein 144A
207015_s_at	26.18658415	ALDH1A2	aldehyde dehydrogenase 1 family, member A2
201842_s_at	26.19291765	EFEMP1	EGF-containing fibulin-like extracellular matrix protein 1
228773_at	26.20250024	NA	NA
209276_s_at	26.20258291	GLRX	glutaredoxin (thioltransferase)
224861_at	26.21298181	GNAQ	guanine nucleotide binding protein (G protein), q polypeptide
202369_s_at	26.27249206	TRAM2	translocation associated membrane protein 2
221107_at	26.29894453	CHRNA9	cholinergic receptor, nicotinic, alpha 9
203680_at	26.30647457	PRKAR2B	protein kinase, cAMP-dependent, regulatory, type II, beta
211210_x_at	26.34563811	SH2D1A	SH2 domain protein 1A
210116_at	26.37003643	SH2D1A	SH2 domain protein 1A
223775_at	26.37152397	HHIP	hedgehog interacting protein
203914_x_at	26.37921905	HPGD	hydroxyprostaglandin dehydrogenase 15-(NAD)
219330_at	26.3889321	VANGL1	vang-like 1 (van gogh, Drosophila)
205285_s_at	26.39028717	FYB	FYN binding protein (FYB-120/130)
223168_at	26.39517743	RHOU	ras homolog gene family, member U
213060_s_at	26.49379867	CHI3L2	chitinase 3-like 2
210416_s_at	26.51820557	CHEK2	CHK2 checkpoint homolog (S. pombe)
211209_x_at	26.52031953	SH2D1A	SH2 domain protein 1A
200965_s_at	26.54332511	ABLIM1	actin binding LIM protein 1
210347_s_at	26.56059408	BCL11A	B-cell CLL/lymphoma 11A (zinc finger protein)
205804_s_at	26.56817411	TRAF3IP3	TRAF3 interacting protein 3
204759_at	26.58252172	RCBTB2	regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2
200762_at	26.588899	DPYSL2	dihydropyrimidinase-like 2
201811_x_at	26.64481776	SH3BP5	SH3-domain binding protein 5 (BTK-associated)
210325_at	26.69006906	CD1A	CD1a molecule
219036_at	26.7049962	CEP70	centrosomal protein 70kDa
207016_s_at	26.71453338	ALDH1A2	aldehyde dehydrogenase 1 family, member A2
200832_s_at	26.71658999	SCD	stearoyl-CoA desaturase (delta-9-desaturase)
228176_at	26.75258551	C9orf47	chromosome 9 open reading frame 47
203474_at	26.75844932	IQGAP2	IQ motif containing GTPase activating protein 2
213288_at	26.77188476	MBOAT2	membrane bound O-acyltransferase domain containing 2
1556599_s_at	26.79724541	ARPP-21	cyclic AMP-regulated phosphoprotein, 21 kD
230135_at	26.87307395	NA	NA
226039_at	26.92278473	MGAT4A	mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme A
215411_s_at	26.9922342	TRAF3IP2	TRAF3 interacting protein 2
227197_at	26.99367985	SGEF	Src homology 3 domain-containing guanine nucleotide exchange factor
215784_at	27.01149467	CD1E	CD1e molecule
228361_at	27.01638903	E2F2	E2F transcription factor 2
207996_s_at	27.03934623	C18orf1	chromosome 18 open reading frame 1
226134_s_at	27.06423247	NA	NA
209360_s_at	27.07286221	RUNX1	runt-related transcription factor 1
224445_s_at	27.09319335	ZFYVE21	zinc finger, FYVE domain containing 21
211814_s_at	27.13541692	CCNE2	cyclin E2
205882_x_at	27.14140921	ADD3	adducin 3 (gamma)
231283_at	27.14221966	MGAT4A	mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme A
201034_at	27.17336903	ADD3	adducin 3 (gamma)
201752_s_at	27.22533468	ADD3	adducin 3 (gamma)
210487_at	27.23940285	DNTT	deoxynucleotidyltransferase, terminal
205590_at	27.24382328	RASGRP1	RAS guanyl releasing protein 1 (calcium and DAG-regulated)
225355_at	27.30320735	NEURL1B	neuralized homolog 1B (Drosophila)
238520_at	27.31147503	TRERF1	transcriptional regulating factor 1
204226_at	27.32608787	STAU2	staufen, RNA binding protein, homolog 2 (Drosophila)
201310_s_at	27.40176702	C5orf13	chromosome 5 open reading frame 13
209829_at	27.40216274	FAM65B	family with sequence similarity 65, member B
229402_at	27.40486986	SAMD13	sterile alpha motif domain containing 13
201753_s_at	27.41025326	ADD3	adducin 3 (gamma)
225266_at	27.44249834	ZNF652	zinc finger protein 652
203787_at	27.44268517	SSBP2	single-stranded DNA binding protein 2
235577_at	27.45927039	ZNF652	zinc finger protein 652
219489_s_at	27.4635762	RHBDL2	rhomboid, veinlet-like 2 (Drosophila)
213888_s_at	27.52033158	LOC100133233	hypothetical protein LOC100133233
222283_at	27.5582307	ZNF480	zinc finger protein 480
1566363_at	27.5677815	DNTT	deoxynucleotidyltransferase, terminal
210829_s_at	27.62631584	SSBP2	single-stranded DNA binding protein 2
223839_s_at	27.63878494	SCD	stearoyl-CoA desaturase (delta-9-desaturase)
201309_x_at	27.65132089	C5orf13	chromosome 5 open reading frame 13
225330_at	27.65398623	IGF1R	insulin-like growth factor 1 receptor
212135_s_at	27.71191334	ATP2B4	ATPase, Ca++ transporting, plasma membrane 4
229492_at	27.76091083	VANGL1	vang-like 1 (van gogh, Drosophila)
244076_at	27.80866056	KIAA2022	KIAA2022
238484_s_at	27.86512162	NA	NA
205698_s_at	27.87438411	MAP2K6	mitogen-activated protein kinase kinase 6
221213_s_at	27.89057993	ZNF280D	zinc finger protein 280D
218718_at	27.96213425	PDGFC	platelet derived growth factor C
214183_s_at	27.99092906	TKTL1	transketolase-like 1
212136_at	28.05901786	ATP2B4	ATPase, Ca++ transporting, plasma membrane 4
227970_at	28.0894845	GPR157	G protein-coupled receptor 157
227052_at	28.11578983	NA	NA
212812_at	28.22158141	NA	NA
231579_s_at	28.35244943	TIMP2	TIMP metallopeptidase inhibitor 2
219528_s_at	28.36292854	BCL11B	B-cell CLL/lymphoma 11B (zinc finger protein)
222895_s_at	28.44619046	BCL11B	B-cell CLL/lymphoma 11B (zinc finger protein)
206727_at	28.53829227	C9	complement component 9
239572_at	28.55610217	GJA3	gap junction protein, alpha 3, 46kDa
222449_at	28.69710073	PMEPA1	prostate transmembrane protein, androgen induced 1
213280_at	28.74064324	GARNL4	GTPase activating Rap/RanGAP domain-like 4
215117_at	28.76571124	RAG2	recombination activating gene 2
215043_s_at	28.78747768	SMA5	glucuronidase, beta pseudogene
215332_s_at	28.82257103	CD8B	CD8b molecule
219371_s_at	28.86583309	KLF2	Kruppel-like factor 2 (lung)
213933_at	28.94065552	PTGER3	prostaglandin E receptor 3 (subtype EP3)
206404_at	29.01426435	FGF9	fibroblast growth factor 9 (glia-activating factor)
225133_at	29.47972909	KLF3	Kruppel-like factor 3 (basic)
1558604_a_at	29.50856135	NA	NA
231935_at	29.60811423	ARPP-21	cyclic AMP-regulated phosphoprotein, 21 kD
238861_at	29.97064097	NA	NA
210055_at	31.2092566	TSHR	thyroid stimulating hormone receptor
222450_at	31.7820085	PMEPA1	prostate transmembrane protein, androgen induced 1
