EntrezID	Symbol	Description	Location	Type	EnsemblID	log2 | Resting Teff RPKM	log2 | Activated Teff RPKM	log2 | Resting Treg RPKM	log2 | Activated Treg RPKM	LR rest | CD25 vs CD4	LR act | CD25 vs CD4	LR CD4 | act vs rest	LR CD25 | act vs rest
51474	LIMA1	LIM domain and actin binding 1	Cytoplasm	other	ENSG00000050405	3.507811027	4.629266113	4.507027942	6.434637733	0.999216915	1.80537162	1.121455086	1.92760979
114882	OSBPL8	oxysterol binding protein-like 8	Cytoplasm	other	ENSG00000091039	7.450427461	6.0211368	7.610521915	5.684022981	0.160094454	-0.337113819	-1.429290661	-1.926498934
3067	HDC	histidine decarboxylase	Cytoplasm	enzyme	ENSG00000140287	1.196391542	0.969762318	6.091739113	4.165451783	4.895347571	3.195689465	-0.226629224	-1.92628733
149628	PYHIN1	pyrin and HIN domain family, member 1	Nucleus	other	ENSG00000163564	3.471039041	5.276120494	4.728305177	2.802638082	1.257266135	-2.473482412	1.805081453	-1.925667095
6322	SCML1	sex comb on midleg-like 1 (Drosophila)	Nucleus	transcription regulator	ENSG00000047634	4.544368607	2.978873575	3.698635964	1.773655422	-0.845732642	-1.205218153	-1.565495031	-1.924980542
2288	FKBP4	FK506 binding protein 4, 59kDa	Nucleus	enzyme	ENSG00000004478	4.536907712	5.255167521	4.515048575	6.439568522	-0.021859137	1.184401002	0.718259808	1.924519947
730394	GTF2H2D	general transcription factor IIH, polypeptide 2D	unknown	other	ENSG00000183474	1.044627438	3.283749754	2.495041789	4.419208698	1.450414351	1.135458945	2.239122316	1.924166909
2058	EPRS	glutamyl-prolyl-tRNA synthetase	Cytoplasm	enzyme	ENSG00000136628	5.646458125	6.918349745	5.696699586	7.616354263	0.050241461	0.698004518	1.27189162	1.919654677
4215	MAP3K3	mitogen-activated protein kinase kinase kinase 3	Cytoplasm	kinase	ENSG00000198909	4.676633334	3.605862209	4.34453665	2.424914823	-0.332096684	-1.180947386	-1.070771125	-1.919621827
91289	LMF2	lipase maturation factor 2	unknown	other	ENSG00000100258	4.171580723	2.652484867	3.644884248	1.72598074	-0.526696475	-0.926504127	-1.519095856	-1.918903508
23492	CBX7	chromobox homolog 7	Nucleus	other	ENSG00000100307	4.300465518	3.951018596	4.607495107	2.689539493	0.307029589	-1.261479102	-0.349446922	-1.917955613
57146	TMEM159	transmembrane protein 159	unknown	other	ENSG00000011638	2.891739763	2.718486557	3.530125008	1.616556995	0.638385245	-1.101929563	-0.173253205	-1.913568013
489	ATP2A3	ATPase, Ca++ transporting, ubiquitous	Cytoplasm	transporter	ENSG00000074370	5.040051594	3.029245464	4.666631049	2.755423	-0.373420546	-0.273822463	-2.010806131	-1.911208048
51599	LSR	lipolysis stimulated lipoprotein receptor	Nucleus	transcription regulator	ENSG00000105699	4.279130539	1.801183668	3.424017011	1.514801058	-0.855113529	-0.28638261	-2.477946871	-1.909215953
87178	PNPT1	polyribonucleotide nucleotidyltransferase 1	Cytoplasm	enzyme	ENSG00000138035	3.291609002	5.000499369	4.007091631	5.916062629	0.715482629	0.91556326	1.708890367	1.908970998
165918	RNF168	ring finger protein 168	unknown	other	ENSG00000163961	4.522289719	3.307186749	3.917252795	2.008756511	-0.605036924	-1.298430238	-1.21510297	-1.908496285
7132	TNFRSF1A	tumor necrosis factor receptor superfamily, member 1A	Plasma Membrane	transmembrane receptor	ENSG00000067182	4.240052587	2.616889185	3.901887429	1.996234945	-0.338165158	-0.62065424	-1.623163402	-1.905652484
9744	ACAP1	ArfGAP with coiled-coil, ankyrin repeat and PH domains 1	Nucleus	other	ENSG00000072818	5.895851984	4.157509242	5.304711404	3.402205475	-0.59114058	-0.755303767	-1.738342742	-1.902505929
79731	NARS2	asparaginyl-tRNA synthetase 2, mitochondrial (putative)	unknown	other	ENSG00000137513	2.666239243	3.930808684	2.403978529	4.305337427	-0.262260714	0.374528744	1.264569441	1.901358898
94241	TP53INP1	tumor protein p53 inducible nuclear protein 1	Nucleus	other	ENSG00000164938	4.433173138	4.705665011	5.354244887	3.453247048	0.921071749	-1.252417963	0.272491873	-1.900997839
1535	CYBA	cytochrome b-245, alpha polypeptide	Cytoplasm	enzyme	ENSG00000051523	5.137416385	2.861877561	4.256324414	2.355394341	-0.881091971	-0.50648322	-2.275538824	-1.900930074
177	AGER	advanced glycosylation end product-specific receptor	Plasma Membrane	transmembrane receptor	ENSG00000204305	2.959153537	1.827205566	3.061187748	1.160257674	0.102034211	-0.666947892	-1.131947971	-1.900930074
55340	GIMAP5	GTPase, IMAP family member 5	Cytoplasm	other	ENSG00000196329	7.505432599	6.581067694	6.92130344	5.021998216	-0.584129158	-1.559069478	-0.924364904	-1.899305224
10106	CTDSP2	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 2	Cytoplasm	phosphatase	ENSG00000175215	6.55480692	5.827507125	6.204625299	4.306829277	-0.350181621	-1.520677848	-0.727299795	-1.897796022
51491	NOP16	NOP16 nucleolar protein homolog (yeast)	Nucleus	other	ENSG00000048162	3.679048791	4.381367084	3.885618394	5.783158782	0.206569603	1.401791698	0.702318293	1.897540388
5589	PRKCSH	protein kinase C substrate 80K-H	Cytoplasm	enzyme	ENSG00000130175	5.685939004	4.451802576	5.351203989	3.453800673	-0.334735015	-0.998001903	-1.234136428	-1.897403316
708	C1QBP	complement component 1, q subcomponent binding protein	Cytoplasm	other	ENSG00000108561	5.872824318	7.137258783	6.104072992	8.000412409	0.231248673	0.863153627	1.264434464	1.896339418
200186	CRTC2	CREB regulated transcription coactivator 2	Nucleus	other	ENSG00000160741	5.266410169	3.550082851	4.791667007	2.89539011	-0.474743161	-0.654692741	-1.716327318	-1.896276897
29851	ICOS	inducible T-cell co-stimulator	Plasma Membrane	other	ENSG00000163600	6.407985119	7.629373948	6.416307781	8.310839919	0.008322662	0.681465971	1.221388829	1.894532138
84236	RHBDD1	rhomboid domain containing 1	Extracellular Space	other	ENSG00000144468	2.827555458	4.157568119	2.399809552	4.292598805	-0.427745906	0.135030685	1.330012661	1.892789253
150472	CBWD2	COBW domain containing 2	unknown	other	ENSG00000136682	2.593400925	3.856448589	2.878985126	4.770719372	0.285584201	0.914270783	1.263047663	1.891734246
10257	ABCC4	ATP-binding cassette, sub-family C (CFTR/MRP), member 4	Plasma Membrane	transporter	ENSG00000125257	1.421057877	2.460874494	1.612299223	3.503559674	0.191241346	1.04268518	1.039816617	1.891260451
65008	MRPL1	mitochondrial ribosomal protein L1	unknown	other	ENSG00000169288	2.517985718	4.392194013	3.484781156	5.375967538	0.966795438	0.983773525	1.874208295	1.891186382
54540	FAM193B	family with sequence similarity 193, member B	unknown	other	ENSG00000146067	3.999837837	2.8923516	3.728766028	1.838812896	-0.271071809	-1.053538704	-1.107486237	-1.889953132
5471	PPAT	phosphoribosyl pyrophosphate amidotransferase	Cytoplasm	enzyme	ENSG00000128059	2.779398945	4.042847193	3.079446378	4.969196153	0.300047432	0.92634896	1.263448248	1.889749775
3029	HAGH	hydroxyacylglutathione hydrolase	Cytoplasm	enzyme	ENSG00000063854	3.097882149	1.975589586	3.019360425	1.130304452	-0.078521724	-0.845285134	-1.122292564	-1.889055974
51645	PPIL1	peptidylprolyl isomerase (cyclophilin)-like 1	Plasma Membrane	enzyme	ENSG00000137168	3.941853008	4.509028687	3.757294367	5.645586241	-0.184558641	1.136557555	0.567175679	1.888291874
2592	GALT	galactose-1-phosphate uridylyltransferase	Cytoplasm	enzyme	ENSG00000213930	4.36101803	3.540109838	4.332290295	2.444066405	-0.028727735	-1.096043433	-0.820908192	-1.88822389
6875	TAF4B	TAF4b RNA polymerase II, TATA box binding protein (TBP)-associated factor, 105kDa	Nucleus	transcription regulator	ENSG00000141384	3.63719976	4.433965199	2.719858955	4.604216022	-0.917340806	0.170250823	0.796765439	1.884357068
4694	NDUFA1	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 1, 7.5kDa	Cytoplasm	enzyme	ENSG00000125356	4.870497473	5.623141282	4.211788344	6.093696913	-0.658709129	0.470555631	0.752643809	1.881908569
23560	GTPBP4	GTP binding protein 4	Nucleus	enzyme	ENSG00000107937	4.863126649	5.662636496	4.891094763	6.77195318	0.027968113	1.109316684	0.799509847	1.880858418
2000	ELF4	E74-like factor 4 (ets domain transcription factor)	Nucleus	transcription regulator	ENSG00000102034	4.857810236	2.50454504	4.631909688	2.754826356	-0.225900547	0.250281316	-2.353265196	-1.877083332
9170	LPAR2	lysophosphatidic acid receptor 2	Plasma Membrane	G-protein coupled receptor	ENSG00000064547	4.100661437	2.066130712	3.589288693	1.712205362	-0.511372744	-0.353925351	-2.034530725	-1.877083332
10645	CAMKK2	calcium/calmodulin-dependent protein kinase kinase 2, beta	Cytoplasm	kinase	ENSG00000110931	1.243020201	2.679115681	1.31158814	3.187194755	0.068567939	0.508079074	1.43609548	1.875606615
64333	ARHGAP9	Rho GTPase activating protein 9	unknown	other	ENSG00000123329	5.680731318	4.099113646	5.364531521	3.491112685	-0.316199797	-0.608000961	-1.581617672	-1.873418836
5359	PLSCR1	phospholipid scramblase 1	Plasma Membrane	enzyme	ENSG00000188313	1.131582988	4.126376888	1.858456496	3.731663484	0.726873508	-0.394713405	2.9947939	1.873206988
25879	DCAF13	DDB1 and CUL4 associated factor 13	Nucleus	other	ENSG00000164934	4.484909699	5.312752028	4.466698162	6.338918759	-0.018211537	1.026166731	0.827842329	1.872220597
10560	SLC19A2	solute carrier family 19 (thiamine transporter), member 2	Plasma Membrane	transporter	ENSG00000117479	1.769665957	1.880185565	1.551652156	3.423030057	-0.218013801	1.542844492	0.110519608	1.871377901
2316	FLNA	filamin A, alpha	Cytoplasm	other	ENSG00000196924	6.709320975	4.814836885	6.304301821	4.433420842	-0.405019155	-0.381416044	-1.89448409	-1.870880979
54541	DDIT4	DNA-damage-inducible transcript 4	Cytoplasm	other	ENSG00000168209	4.606223369	3.256683963	5.147393815	7.01823583	0.541170446	3.761551867	-1.349539406	1.870842015
7019	TFAM	transcription factor A, mitochondrial	Cytoplasm	transcription regulator	ENSG00000108064	4.783893194	5.660754501	4.588735074	6.458936909	-0.19515812	0.798182408	0.876861307	1.870201835
26100	WIPI2	WD repeat domain, phosphoinositide interacting 2	Cytoplasm	other	ENSG00000157954	5.016371711	3.702639315	4.828307174	2.958210273	-0.188064536	-0.744429043	-1.313732395	-1.870096902
26229	B3GAT3	beta-1,3-glucuronyltransferase 3 (glucuronosyltransferase I)	Cytoplasm	enzyme	ENSG00000149541	3.829262119	2.793189229	3.533023151	1.665217632	-0.296238968	-1.127971597	-1.036072889	-1.867805518
4033	LRMP	lymphoid-restricted membrane protein	Cytoplasm	other	ENSG00000118308	4.11974645	4.00997886	4.018406781	2.151471742	-0.101339669	-1.858507118	-0.10976759	-1.866935039
1622	DBI	diazepam binding inhibitor (GABA receptor modulator, acyl-Coenzyme A binding protein)	Cytoplasm	other	ENSG00000155368	3.2143582	4.778211774	3.817767327	5.683972749	0.603409127	0.905760976	1.563853574	1.866205422
51501	C11ORF73	chromosome 11 open reading frame 73	unknown	other	ENSG00000149196	2.643443829	4.975743831	3.603261054	5.469458338	0.959817225	0.493714507	2.332300002	1.866197285
84259	DCUN1D5	DCN1, defective in cullin neddylation 1, domain containing 5 (S. cerevisiae)	unknown	other	ENSG00000137692	3.621677021	4.720533712	4.115402838	5.979585238	0.493725817	1.259051526	1.098856691	1.8641824
27040	LAT	linker for activation of T cells	Plasma Membrane	other	ENSG00000213658	5.94182581	4.568344428	5.864689132	4.000544856	-0.077136678	-0.567799572	-1.373481382	-1.864144276
4121	MAN1A1	mannosidase, alpha, class 1A, member 1	Cytoplasm	enzyme	ENSG00000111885	2.940324973	4.891049135	3.560057982	5.422766288	0.619733009	0.531717154	1.950724161	1.862708306
23710	GABARAPL1	GABA(A) receptor-associated protein like 1	Cytoplasm	other	ENSG00000139112	5.327911063	2.947870821	5.274877499	3.412623536	-0.053033564	0.464752715	-2.380040242	-1.862253963
10957	PNRC1	proline-rich nuclear receptor coactivator 1	Nucleus	other	ENSG00000146278	7.56959044	7.317054478	7.473185804	5.611052814	-0.096404636	-1.706001665	-0.252535962	-1.86213299
79693	YRDC	yrdC domain containing (E. coli)	unknown	other	ENSG00000196449	3.498484968	4.130137307	3.548738194	5.410549105	0.050253226	1.280411798	0.631652338	1.861810911
30815	ST6GALNAC6	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6	Cytoplasm	enzyme	ENSG00000160408	4.383253242	2.578652462	4.205341456	2.344164515	-0.177911786	-0.234487947	-1.80460078	-1.861176941
29902	C12ORF24	chromosome 12 open reading frame 24	unknown	other	ENSG00000204856	2.623143629	3.487472572	2.063735911	3.92486134	-0.559407718	0.437388767	0.864328943	1.861125429
10327	AKR1A1	aldo-keto reductase family 1, member A1 (aldehyde reductase)	Cytoplasm	enzyme	ENSG00000117448	3.499154572	5.099314018	3.677996906	5.536327865	0.178842333	0.437013847	1.600159446	1.858330959
6428	SFRS3	splicing factor, arginine/serine-rich 3	Nucleus	other	ENSG00000112081	6.394606897	7.696874557	6.783275597	8.640922493	0.388668701	0.944047935	1.30226766	1.857646895
8556	CDC14A	CDC14 cell division cycle 14 homolog A (S. cerevisiae)	Nucleus	phosphatase	ENSG00000079335	5.913481022	5.031237222	5.428504986	3.572335532	-0.484976036	-1.458901689	-0.8822438	-1.856169453
3430	IFI35	interferon-induced protein 35	Nucleus	other	ENSG00000068079	1.907155811	4.014945627	2.238543326	4.094176115	0.331387515	0.079230489	2.107789815	1.855632789
7979	SHFM1	split hand/foot malformation (ectrodactyly) type 1	Nucleus	peptidase	ENSG00000127922	3.623862667	4.783429069	4.062941649	5.917977278	0.439078981	1.134548209	1.159566401	1.855035629
25932	CLIC4	chloride intracellular channel 4	Cytoplasm	ion channel	ENSG00000169504	2.100277498	3.818093085	3.154332116	5.007520533	1.054054619	1.189427449	1.717815587	1.853188417
22948	CCT5	chaperonin containing TCP1, subunit 5 (epsilon)	Cytoplasm	other	ENSG00000150753	5.304675377	6.352420265	5.563494635	7.414069072	0.258819257	1.061648806	1.047744888	1.850574437
10801	9-Sep	septin 9	Cytoplasm	enzyme	ENSG00000184640	6.120976614	5.119391555	5.82919814	3.980780358	-0.291778474	-1.138611197	-1.001585059	-1.848417783
63940	GPSM3	G-protein signaling modulator 3 (AGS3-like, C. elegans)	Cytoplasm	other	ENSG00000213654	6.195394513	5.620778299	5.624004965	3.776207194	-0.571389549	-1.844571105	-0.574616214	-1.84779777
57217	TTC7A	tetratricopeptide repeat domain 7A	Plasma Membrane	other	ENSG00000068724	4.734697787	2.833184159	4.64904959	2.80139468	-0.085648196	-0.031789479	-1.901513628	-1.84765491
144699	FBXL14	F-box and leucine-rich repeat protein 14	unknown	other	ENSG00000171823	3.912219239	1.614985343	3.306638924	1.45899937	-0.605580314	-0.155985973	-2.297233895	-1.847639554
8565	YARS	tyrosyl-tRNA synthetase	Cytoplasm	enzyme	ENSG00000134684	4.787166764	5.715466564	4.845200205	6.691681165	0.058033441	0.976214602	0.928299799	1.84648096
127262	TPRG1L	tumor protein p63 regulated 1-like	unknown	other	ENSG00000158109	5.960959669	5.100570011	5.748561548	3.902149912	-0.212398121	-1.198420099	-0.860389658	-1.846411636
7392	USF2	upstream transcription factor 2, c-fos interacting	Nucleus	transcription regulator	ENSG00000105698	5.62108285	4.649468886	5.222704978	3.376907336	-0.398377871	-1.27256155	-0.971613964	-1.845797643
57140	RNPEPL1	arginyl aminopeptidase (aminopeptidase B)-like 1	unknown	peptidase	ENSG00000142327	5.438720655	3.810718643	5.145325042	3.299557251	-0.293395613	-0.511161392	-1.628002012	-1.845767791
4214	MAP3K1	mitogen-activated protein kinase kinase kinase 1	Cytoplasm	kinase	ENSG00000095015	5.97272105	5.857595344	6.200949101	4.355293429	0.228228051	-1.502301915	-0.115125706	-1.845655672
4067	LYN	v-yes-1 Yamaguchi sarcoma viral related oncogene homolog	Cytoplasm	kinase	ENSG00000147507	0.074460434	0.705812206	3.204517143	1.359142671	3.130056709	0.653330465	0.631351771	-1.845374472
5127	PCTK1	PCTAIRE protein kinase 1	Cytoplasm	kinase	ENSG00000102225	3.980604658	1.616871485	3.393218705	1.549112695	-0.587385953	-0.06775879	-2.363733173	-1.844106009
222223	KIAA1324L	KIAA1324-like	unknown	other	ENSG00000164659	3.3012891	3.384436921	3.218916079	1.374999611	-0.082373021	-2.00943731	0.083147821	-1.843916468
1408	CRY2	cryptochrome 2 (photolyase-like)	Nucleus	enzyme	ENSG00000121671	5.081173343	2.553326519	3.918085752	2.075412451	-1.16308759	-0.477914068	-2.527846823	-1.842673301
6880	TAF9	TAF9 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 32kDa	Nucleus	transcription regulator	ENSG00000185057	3.494892019	4.825059818	4.058054793	5.898320077	0.563162773	1.07326026	1.330167798	1.840265285
116985	ARAP1	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1	Cytoplasm	other	ENSG00000186635	3.002753695	2.483929726	3.501709931	1.661592926	0.498956236	-0.822336801	-0.518823969	-1.840117006
5682	PSMA1	proteasome (prosome, macropain) subunit, alpha type, 1	Cytoplasm	peptidase	ENSG00000129084	6.404814867	7.404609866	6.67814355	8.517793523	0.273328683	1.113183657	0.999794999	1.839649973
79626	TNFAIP8L2	tumor necrosis factor, alpha-induced protein 8-like 2	unknown	other	ENSG00000163154	3.079350931	3.113066397	3.263276447	1.425433712	0.183925516	-1.687632685	0.033715467	-1.837842735
3603	IL16	interleukin 16 (lymphocyte chemoattractant factor)	Extracellular Space	cytokine	ENSG00000172349	4.552520204	4.479711078	4.594326488	2.757251635	0.041806284	-1.722459444	-0.072809126	-1.837074853
6609	SMPD1	sphingomyelin phosphodiesterase 1, acid lysosomal	Cytoplasm	enzyme	ENSG00000166311	3.715299703	1.93439106	3.327381749	1.493002868	-0.387917954	-0.441388192	-1.780908643	-1.834378881
10979	FERMT2	fermitin family homolog 2 (Drosophila)	Cytoplasm	other	ENSG00000073712	0.716988502	1.490359278	1.580690447	3.414746722	0.863701945	1.924387443	0.773370776	1.834056275
50861	STMN3	stathmin-like 3	Nucleus	other	ENSG00000197457	3.946377036	2.36709776	3.00573304	1.174212297	-0.940643996	-1.192885462	-1.579279276	-1.831520743
84300	C6ORF125	chromosome 6 open reading frame 125	unknown	other	ENSG00000137288	2.491126258	3.573139438	2.574114713	4.405376297	0.082988455	0.832236859	1.08201318	1.831261584
2805	GOT1	glutamic-oxaloacetic transaminase 1, soluble (aspartate aminotransferase 1)	Cytoplasm	enzyme	ENSG00000120053	4.095112863	3.982612655	3.745289117	5.575964201	-0.349823746	1.593351546	-0.112500208	1.830675083
27198	GPR81	G protein-coupled receptor 81	Plasma Membrane	G-protein coupled receptor	ENSG00000196917	3.670218134	2.521454339	3.213680501	1.384433659	-0.456537632	-1.137020681	-1.148763794	-1.829246843
6142	RPL18A	ribosomal protein L18a	Cytoplasm	other	ENSG00000105640	8.501676662	6.603247669	7.591529039	5.762435054	-0.910147622	-0.840812614	-1.898428993	-1.829093985
23731	C9ORF5	chromosome 9 open reading frame 5	unknown	other	ENSG00000106771	6.31971135	5.739014046	6.537878816	4.709496074	0.218167466	-1.029517972	-0.580697304	-1.828382742
79712	GTDC1	glycosyltransferase-like domain containing 1	unknown	other	ENSG00000121964	1.06703684	2.856650695	1.388964025	3.215237895	0.321927185	0.3585872	1.789613855	1.82627387
7029	TFDP2	transcription factor Dp-2 (E2F dimerization partner 2)	Nucleus	transcription regulator	ENSG00000114126	3.586422802	2.701710316	3.187230427	1.363101073	-0.399192376	-1.338609243	-0.884712487	-1.824129353
84275	SLC25A33	solute carrier family 25, member 33	unknown	other	ENSG00000171612	2.597524907	4.052863559	2.972428819	4.794588911	0.374903912	0.741725353	1.455338652	1.822160092
3033	HADH	hydroxyacyl-Coenzyme A dehydrogenase	Cytoplasm	enzyme	ENSG00000138796	2.264335264	3.716981149	2.169749802	3.991799991	-0.094585462	0.274818842	1.452645884	1.822050189
55818	KDM3A	lysine (K)-specific demethylase 3A	unknown	other	ENSG00000115548	6.366850728	5.463442767	6.044578221	4.223354083	-0.322272506	-1.240088685	-0.90340796	-1.821224139
1662	DDX10	DEAD (Asp-Glu-Ala-Asp) box polypeptide 10	Nucleus	enzyme	ENSG00000178105	2.675732836	4.397234815	3.189510173	5.009654612	0.513777337	0.612419797	1.721501979	1.820144438
3695	ITGB7	integrin, beta 7	Plasma Membrane	transmembrane receptor	ENSG00000139626	5.668848225	5.571307703	5.943570678	4.126292115	0.274722453	-1.445015588	-0.097540522	-1.817278563
23102	TBC1D2B	TBC1 domain family, member 2B	unknown	other	ENSG00000167202	4.571489865	4.040930319	4.719571362	2.903162204	0.148081497	-1.137768115	-0.530559546	-1.816409159
345757	FAM174A	family with sequence similarity 174, member A	Extracellular Space	other	ENSG00000174132	1.9035343	2.667336367	1.385618711	3.202022336	-0.517915589	0.534685969	0.763802067	1.816403626
63935	PCIF1	PDX1 C-terminal inhibiting factor 1	Nucleus	other	ENSG00000100982	5.172760953	3.476543656	4.69957967	2.883348802	-0.473181283	-0.593194853	-1.696217297	-1.816230868
6711	SPTBN1	spectrin, beta, non-erythrocytic 1	Plasma Membrane	other	ENSG00000115306	4.383892003	2.970786753	3.843471981	2.027373851	-0.540420022	-0.943412902	-1.41310525	-1.816098131
57489	ODF2L	outer dense fiber of sperm tails 2-like	unknown	other	ENSG00000122417	3.323521093	3.30533523	3.817494338	2.001577398	0.493973245	-1.303757832	-0.018185862	-1.81591694
26747	NUFIP1	nuclear fragile X mental retardation protein interacting protein 1	Nucleus	other	ENSG00000083635	1.594678074	2.71097517	1.624942862	3.438123056	0.030264788	0.727147886	1.116297096	1.813180195
51388	NIP7	nuclear import 7 homolog (S. cerevisiae)	Nucleus	other	ENSG00000132603	4.524035352	5.079990726	4.315285625	6.127858941	-0.208749726	1.047868215	0.555955374	1.812573315
10653	SPINT2	serine peptidase inhibitor, Kunitz type, 2	Extracellular Space	other	ENSG00000167642	4.316044549	5.30257174	3.657635164	5.46874449	-0.658409385	0.16617275	0.986527191	1.811109326
55229	PANK4	pantothenate kinase 4	Cytoplasm	kinase	ENSG00000157881	3.900254204	2.240557193	3.110259069	1.299671149	-0.789995135	-0.940886044	-1.659697011	-1.81058792
7347	UCHL3	ubiquitin carboxyl-terminal esterase L3 (ubiquitin thiolesterase)	Cytoplasm	peptidase	ENSG00000118939	3.22703004	3.77091897	2.965947517	4.775924874	-0.261082523	1.005005903	0.54388893	1.809977356
286336	FAM78A	family with sequence similarity 78, member A	unknown	other	ENSG00000126882	4.553449168	3.184800939	4.269601969	2.459972131	-0.283847199	-0.724828809	-1.368648229	-1.809629838
953	ENTPD1	ectonucleoside triphosphate diphosphohydrolase 1	Plasma Membrane	enzyme	ENSG00000138185	0.257609316	2.464728458	1.544225618	3.352689869	1.286616302	0.887961412	2.207119142	1.808464252
51110	LACTB2	lactamase, beta 2	Cytoplasm	other	ENSG00000147592	2.031176337	4.374869915	3.11019589	4.916020109	1.079019553	0.541150194	2.343693579	1.805824219
9750	FAM65B	family with sequence similarity 65, member B	unknown	other	ENSG00000111913	5.798645263	6.686155203	6.512160032	4.706969618	0.713514768	-1.979185585	0.887509939	-1.805190413
60526	C2ORF43	chromosome 2 open reading frame 43	unknown	enzyme	ENSG00000118961	0.606545824	2.931794468	1.632344449	3.437392277	1.025798625	0.505597809	2.325248644	1.805047828
146705	C17ORF56	chromosome 17 open reading frame 56	unknown	other	ENSG00000167302	3.441324039	2.719609203	3.555511038	1.751889868	0.114186999	-0.967719336	-0.721714835	-1.80362117
390916	NUDT19	nudix (nucleoside diphosphate linked moiety X)-type motif 19	Cytoplasm	other	ENSG00000213965	2.172477707	3.211131383	2.348814737	4.152148342	0.17633703	0.94101696	1.038653676	1.803333605
6793	STK10	serine/threonine kinase 10	Cytoplasm	kinase	ENSG00000072786	5.442849234	4.734708293	5.562848081	3.760305428	0.119998847	-0.974402865	-0.708140941	-1.802542653
6095	RORA	RAR-related orphan receptor A	Nucleus	ligand-dependent nuclear receptor	ENSG00000069667	5.861023689	4.584484685	5.787901585	3.987097653	-0.073122104	-0.597387033	-1.276539004	-1.800803932
9665	KIAA0430	KIAA0430	unknown	other	ENSG00000166783	5.35513991	4.788674476	5.289918252	3.489201061	-0.065221657	-1.299473415	-0.566465434	-1.800717191
203328	SUSD3	sushi domain containing 3	unknown	other	ENSG00000157303	4.939622399	3.512080481	4.43829227	2.645601125	-0.501330129	-0.866479356	-1.427541918	-1.792691145
92558	CCDC64	coiled-coil domain containing 64	unknown	other	ENSG00000135127	6.431782045	4.698315672	5.723115461	3.931832106	-0.708666584	-0.766483566	-1.733466372	-1.791283354
90007	MIDN	midnolin	Nucleus	other	ENSG00000167470	3.794829949	0.702155182	3.445972617	1.656352127	-0.348857332	0.954196945	-3.092674767	-1.789620491
127253	TYW3	tRNA-yW synthesizing protein 3 homolog (S. cerevisiae)	unknown	other	ENSG00000162623	3.916537417	4.657792183	3.461186905	5.249315298	-0.455350512	0.591523115	0.741254766	1.788128393
6282	S100A11	S100 calcium binding protein A11	Cytoplasm	other	ENSG00000163191	8.08232113	6.366725361	7.897238301	6.110892113	-0.185082829	-0.255833248	-1.715595769	-1.786346188
5686	PSMA5	proteasome (prosome, macropain) subunit, alpha type, 5	Cytoplasm	peptidase	ENSG00000143106	6.03045553	7.286637185	6.325558927	8.111542389	0.295103397	0.824905204	1.256181655	1.785983462
9807	IP6K1	inositol hexakisphosphate kinase 1	Cytoplasm	kinase	ENSG00000176095	4.856501002	3.061852225	4.510036268	2.724536487	-0.346464734	-0.337315738	-1.794648778	-1.785499782
1781	DYNC1I2	dynein, cytoplasmic 1, intermediate chain 2	Cytoplasm	other	ENSG00000077380	3.423568961	5.634975805	3.946368494	5.731527936	0.522799533	0.096552131	2.211406844	1.785159442
29916	SNX11	sorting nexin 11	unknown	transporter	ENSG00000002919	2.381602921	3.826541568	2.73890145	4.522232848	0.35729853	0.69569128	1.444938647	1.783331397
274	BIN1	bridging integrator 1	Nucleus	other	ENSG00000136717	4.494677758	2.881505938	3.923798961	2.140557464	-0.570878797	-0.740948474	-1.61317182	-1.783241497
54776	PPP1R12C	protein phosphatase 1, regulatory (inhibitor) subunit 12C	Cytoplasm	phosphatase	ENSG00000125503	4.297662758	2.924245285	3.895224386	2.114817073	-0.402438372	-0.809428212	-1.373417473	-1.780407312
29940	DSE	dermatan sulfate epimerase	Cytoplasm	enzyme	ENSG00000111817	3.255558658	1.229078443	3.705473268	1.925546102	0.449914611	0.696467659	-2.026480214	-1.779927167
10014	HDAC5	histone deacetylase 5	Nucleus	transcription regulator	ENSG00000108840	4.129238771	2.751784646	3.06328659	1.283651598	-1.065952181	-1.468133047	-1.377454126	-1.779634992
11260	XPOT	exportin, tRNA (nuclear export receptor for tRNAs)	Nucleus	other	ENSG00000184575	5.00692736	6.627489337	5.509895218	7.288272262	0.502967858	0.660782926	1.620561976	1.778377045
22934	RPIA	ribose 5-phosphate isomerase A	Cytoplasm	enzyme	ENSG00000153574	3.935904679	5.429265447	3.975064632	5.751280931	0.039159954	0.322015484	1.493360768	1.776216299
51466	EVL	Enah/Vasp-like	Cytoplasm	other	ENSG00000196405	5.829803159	5.933196598	5.712678435	3.936830398	-0.117124725	-1.996366201	0.103393439	-1.775848037
51118	UTP11L	UTP11-like, U3 small nucleolar ribonucleoprotein, (yeast)	Nucleus	other	ENSG00000183520	4.116284084	5.022258236	4.46008912	6.235712895	0.343805036	1.21345466	0.905974152	1.775623775
