Entrez ID	Gene symbol	Fold change: Sox17_CD48+LSK vs. BM_CD48+LSK	Fold change: BM_HSC vs. BM_CD48+LSK	Fold change: FL_HSC vs. BM_HSC	Gene set enrichment of BM HSC vs. CD48+LSK (p<0.05, fold>2): UP	Gene set enrichment of BM HSC vs. CD48+LSK (p<0.05, fold>2): DOWN	Gene set enrichment of FL HSC vs. BM HSC (p<0.05, fold>2): UP	Gene set enrichment of FL HSC vs. BM HSC (p<0.05, fold>2): DOWN
75914	Exoc6b	2.308570835	2.340797283	0.698984967	TRUE	FALSE	FALSE	FALSE
232334	Vgll4	2.3000523	1.498653299	0.882499072	FALSE	FALSE	FALSE	FALSE
319197	Gpr4	2.294744186	1.192233376	1.341952246	FALSE	FALSE	FALSE	FALSE
22138	Ttn	2.284164679	0.963261894	1.047536127	FALSE	FALSE	FALSE	FALSE
67182	Pdzk1ip1	2.26943526	2.852051435	0.950878775	TRUE	FALSE	FALSE	FALSE
18576	Pde3b	2.266291335	1.105475205	2.091686542	FALSE	FALSE	TRUE	FALSE
211550	Tifa	2.264721005	1.343813877	0.925518243	FALSE	FALSE	FALSE	FALSE
330450	Far2	2.260016544	1.216441269	0.942348978	FALSE	FALSE	FALSE	FALSE
76022	Gon4l	2.259494429	1.122202734	1.073012339	FALSE	FALSE	FALSE	FALSE
94242	Tinagl1	2.254279915	2.057653416	0.915310625	TRUE	FALSE	FALSE	FALSE
16402	Itga5	2.246999806	1.690363281	0.8962667	FALSE	FALSE	FALSE	FALSE
16468	Jarid2	2.245442844	1.222075428	1.186462635	FALSE	FALSE	FALSE	FALSE
76267	Fads1	2.242332156	1.400556321	1.198309021	FALSE	FALSE	FALSE	FALSE
59024	Med12	2.240778428	1.707635429	1.020304659	FALSE	FALSE	FALSE	FALSE
77619	Prelid2	2.229417273	1.205807828	0.916368645	FALSE	FALSE	FALSE	FALSE
545428	2610301F02Rik	2.221704075	1.257013375	0.711531731	FALSE	FALSE	FALSE	FALSE
109904	Mcf2	2.208397694	1.296539956	0.999768978	FALSE	FALSE	FALSE	FALSE
497106	Rnase12	2.204828844	0.791502969	4.480521517	FALSE	FALSE	TRUE	FALSE
71790	Anxa9	2.199740488	2.044384653	0.564743109	TRUE	FALSE	FALSE	FALSE
69398	1700021K14Rik	2.199740488	2.402161808	1.216441269	TRUE	FALSE	FALSE	FALSE
12752	Cln3	2.198724227	1.683736836	0.91488776	FALSE	FALSE	FALSE	FALSE
100038482	Gm10726	2.198724227	1.509077257	1.014428137	FALSE	FALSE	FALSE	FALSE
69849	2010007H06Rik	2.196185628	1.364463056	1.143402487	FALSE	FALSE	FALSE	FALSE
108689	Obfc1	2.19567826	0.894404902	1.418467733	FALSE	FALSE	FALSE	FALSE
83431	Ndel1	2.195171009	1.578987773	0.655802512	FALSE	FALSE	FALSE	FALSE
20715	Serpina3g	2.195171009	1.854032671	0.734414611	FALSE	FALSE	FALSE	FALSE
108735	Sft2d2	2.194156859	1.148167666	1.386390173	FALSE	FALSE	FALSE	FALSE
228788	BC020535	2.192636512	1.449946833	1.53900722	FALSE	FALSE	FALSE	FALSE
50932	Mink1	2.174474313	1.656724063	0.891722464	FALSE	FALSE	FALSE	FALSE
269587		2.173469725	2.082524305	1.073508291	TRUE	FALSE	FALSE	FALSE
109978	Art4	2.169957319	3.113059893	0.430872621	TRUE	FALSE	FALSE	TRUE
226419	Dyrk3	2.16645059	1.386069886	0.672683604	FALSE	FALSE	FALSE	FALSE
11820	App	2.165449708	1.649467097	0.615429996	FALSE	FALSE	FALSE	FALSE
66151	Prr13	2.152977636	1.455653183	0.941478465	FALSE	FALSE	FALSE	FALSE
12296	Cacnb2	2.150491854	1.648705058	0.971980988	FALSE	FALSE	FALSE	FALSE
402747	D630004N19Rik	2.149995043	1.109056861	0.975806276	FALSE	FALSE	FALSE	FALSE
56375	B4galt4	2.149995043	1.436276323	1.159631692	FALSE	FALSE	FALSE	FALSE
18596	Pdgfrb	2.148008943	0.531816336	0.792417877	FALSE	FALSE	FALSE	FALSE
14600	Ghr	2.144042247	3.641837794	0.48801588	TRUE	FALSE	FALSE	TRUE
20848	Stat3	2.140577397	1.293846678	0.941260962	FALSE	FALSE	FALSE	FALSE
217333	Trim47	2.140577397	1.689192016	0.869947353	FALSE	FALSE	FALSE	FALSE
15896	Icam2	2.134157524	1.06338695	1.178267139	FALSE	FALSE	FALSE	FALSE
20908	Stx3	2.128740365	0.688247801	0.806455407	FALSE	FALSE	FALSE	FALSE
100038425	Gm10691	2.126282568	1.682181452	0.397952092	FALSE	FALSE	FALSE	TRUE
16403	Itga6	2.11696879	2.062413101	0.499653546	TRUE	FALSE	FALSE	TRUE
68024	Hist1h2bc	2.116479723	1.024556823	1.798756624	FALSE	FALSE	FALSE	FALSE
15205	Hes1	2.116479723	0.924663278	1.163120042	FALSE	FALSE	FALSE	FALSE
19274	Ptprm	2.108669997	0.917851927	1.834855774	FALSE	FALSE	FALSE	FALSE
21838	Thy1	2.106722072	1.216160243	1.631651935	FALSE	FALSE	FALSE	FALSE
20393	Sgk1	2.105748784	1.012320885	1.048020303	FALSE	FALSE	FALSE	FALSE
105841	Dennd3	2.099918495	1.281944082	0.927444807	FALSE	FALSE	FALSE	FALSE
68571	1110002L01Rik	2.096524951	1.727477197	0.900834093	FALSE	FALSE	FALSE	FALSE
12335	Capn3	2.096040607	1.307067216	0.943656257	FALSE	FALSE	FALSE	FALSE
106074	AW557046	2.094588246	2.295274445	0.987600861	TRUE	FALSE	FALSE	FALSE
94190	Ophn1	2.089271526	2.241296218	0.734075318	TRUE	FALSE	FALSE	FALSE
237010	Klhl4	2.087823855	2.984867036	0.853817714	TRUE	FALSE	FALSE	FALSE
18613	Pecam1	2.082043195	0.607799194	1.468829222	FALSE	FALSE	FALSE	FALSE
269608	Plekhg5	2.081081309	1.028589026	1.200526015	FALSE	FALSE	FALSE	FALSE
13992	Khdrbs3	2.07915887	1.188657712	0.864137823	FALSE	FALSE	FALSE	FALSE
258405	Olfr1420	2.07915887	2.283109414	0.809255217	TRUE	FALSE	FALSE	FALSE
236915	Arhgef9	2.077718207	2.412172921	1.263711085	TRUE	FALSE	FALSE	FALSE
78771	Mctp1	2.077718207	1.938579634	0.570645491	FALSE	FALSE	FALSE	FALSE
68178	Cgnl1	2.077238207	0.965044027	1.281351835	FALSE	FALSE	FALSE	FALSE
108705	Pttg1ip	2.073881315	1.601769625	0.856584019	FALSE	FALSE	FALSE	FALSE
12854	Cort	2.065274196	0.978967814	1.00556058	FALSE	FALSE	FALSE	FALSE
14659	Glrp1	2.061936638	1.165002728	0.624598063	FALSE	FALSE	FALSE	FALSE
68312	Gstm7	2.060031884	1.665166762	1.08422687	FALSE	FALSE	FALSE	FALSE
52588	Tspan14	2.059080167	1.169047325	2.273108686	FALSE	FALSE	TRUE	FALSE
68420	Ankrd13a	2.055277694	1.109313137	0.919762532	FALSE	FALSE	FALSE	FALSE
14270	Srgap2	2.054802879	0.953078312	1.051901779	FALSE	FALSE	FALSE	FALSE
67844	Rab32	2.051008305	1.612538195	0.755934602	FALSE	FALSE	FALSE	FALSE
18260	Ocln	2.041552498	1.38991822	1.34474566	FALSE	FALSE	FALSE	FALSE
14226	Fkbp1b	2.039195366	1.136816973	0.998614666	FALSE	FALSE	FALSE	FALSE
19122	Prnp	2.037782393	1.539718557	0.917851927	FALSE	FALSE	FALSE	FALSE
240034	Zfp760	2.034489263	1.204415628	2.16645059	FALSE	FALSE	TRUE	FALSE
57436	Gabarapl1	2.033079551	1.894302414	0.838374456	FALSE	FALSE	FALSE	FALSE
26949	Vat1	2.030263057	1.265756594	1.212512819	FALSE	FALSE	FALSE	FALSE
14256	Flt3l	2.023706402	1.521330215	0.873774757	FALSE	FALSE	FALSE	FALSE
21391	Tbxas1	2.023238881	3.376823248	0.812440088	TRUE	FALSE	FALSE	FALSE
12822	Col18a1	2.022771467	0.977159968	1.289966262	FALSE	FALSE	FALSE	FALSE
21817	Tgm2	2.022304162	2.474264957	0.70514898	TRUE	FALSE	FALSE	FALSE
434179	Gm5595	2.019969253	1.356290922	0.986688546	FALSE	FALSE	FALSE	FALSE
52076	Tmem38b	2.019969253	1.268098373	0.867538687	FALSE	FALSE	FALSE	FALSE
12527	Cd9	2.018569602	1.717130873	0.657775267	FALSE	FALSE	FALSE	FALSE
72461	Prcp	2.016239006	1.091263877	0.790223871	FALSE	FALSE	FALSE	FALSE
20444	St3gal2	2.012980691	0.990571716	1.031206551	FALSE	FALSE	FALSE	FALSE
208820	Gm11818	2.008335086	2.744100526	0.756458758	TRUE	FALSE	FALSE	FALSE
209462	Hace1	2.005552872	1.659789171	0.917215941	FALSE	FALSE	FALSE	FALSE
109042	Prkcdbp	2.001849247	1.784681546	0.856584019	FALSE	FALSE	FALSE	FALSE
381921	Taok2	2.000462152	1.227735684	1.091768265	FALSE	FALSE	FALSE	FALSE
