Gene Symbol	Probeset ID	p-value	Fold-Change
	238670_at	1.54E-07	-2.3325
HMGB3L1	216548_x_at	0.00111243	-2.33326
TSPAN12	230625_s_at	7.69E-09	-2.33463
DHFR	202533_s_at	0.00225796	-2.33895
HEATR2	218460_at	7.14E-05	-2.3431
LANCL2	218219_s_at	1.76E-05	-2.34854
POLA2	204441_s_at	0.00012112	-2.35014
PDSS1	220865_s_at	3.27E-08	-2.35066
TUG1	228397_at	6.56E-05	-2.3509
STMN1	200783_s_at	1.16E-05	-2.35226
ABCD3	1554878_a_at	0.000999193	-2.35755
ILF2	200052_s_at	0.00117764	-2.36259
PSMA5	201274_at	4.67E-06	-2.36488
ANP32A /// LOC100128146	201043_s_at	0.0011383	-2.36573
	236312_at	0.00127505	-2.36805
ADFP	209122_at	0.00178973	-2.36857
RAD18	224200_s_at	9.24E-05	-2.36922
NUP160	214962_s_at	0.000333333	-2.37077
WDR51A	226355_at	0.000127032	-2.37141
CSE1L	210766_s_at	0.00121922	-2.37357
MCM4	222036_s_at	0.00169177	-2.378
MERTK	211913_s_at	5.57E-05	-2.38213
NASP	201970_s_at	0.000424626	-2.38313
CSE1L	201112_s_at	0.00108228	-2.38416
MCTS1	218163_at	9.10E-06	-2.38812
BCL11A	222891_s_at	5.30E-08	-2.38948
LOC731424	1559777_at	7.28E-12	-2.39067
C9orf46	218992_at	2.03E-05	-2.40062
	229267_at	1.45E-07	-2.40241
GLB1L3	1569886_a_at	3.10E-06	-2.40387
SKP2	210567_s_at	0.00171719	-2.40494
PRDM7	224228_s_at	0.00157313	-2.40588
PHB	200659_s_at	3.48E-07	-2.40654
PSME4	212220_at	9.30E-05	-2.40903
	1568817_at	1.79E-06	-2.42017
WDR76	205519_at	0.000150428	-2.42336
FH	214170_x_at	0.000824016	-2.43285
LSM3	202209_at	1.44E-08	-2.43371
	242486_at	1.43E-06	-2.4341
SUV39H2	219262_at	3.60E-10	-2.43479
PHACTR2	204048_s_at	0.00166762	-2.43617
MCM3	201555_at	0.00108433	-2.43669
	240214_at	5.06E-06	-2.43835
NUP155	206550_s_at	4.70E-06	-2.43952
HAUS6	218602_s_at	0.00104192	-2.44391
PRDX1	208680_at	1.07E-08	-2.44481
CENPI	207590_s_at	0.00230842	-2.44914
FHL1	201540_at	0.00159143	-2.44942
SPATA5	229075_at	0.00164644	-2.45017
MYBL2	201710_at	0.00135797	-2.4534
	229157_at	0.000267455	-2.4597
ZNF347	238819_at	5.00E-08	-2.46213
C9orf100	230521_at	0.000199025	-2.46529
SCLT1	1569190_at	8.52E-05	-2.46907
LOC283352	1561757_a_at	3.84E-07	-2.47062
MCF2	217004_s_at	0.00022783	-2.47492
SNAPC3	210465_s_at	3.14E-06	-2.48393
	232681_at	0.000152158	-2.49204
UBR7	218108_at	1.97E-07	-2.50663
HNRPLL	225386_s_at	1.35E-07	-2.50823
	1561017_at	2.38E-05	-2.51777
HNRNPL	35201_at	0.000738234	-2.5195
MTCH2	217772_s_at	1.06E-09	-2.51951
INSR	213792_s_at	1.92E-05	-2.52073
TFDP1	204147_s_at	0.000631118	-2.52093
FAF1	222511_x_at	0.000362758	-2.52187
COPS3	202078_at	6.24E-10	-2.52206
E2F2	228361_at	1.19E-05	-2.52238
THOC4	226320_at	0.000366511	-2.53013
PATL1	235235_s_at	0.0011473	-2.53818
GNL3L	205010_at	0.000331538	-2.53944
PPA1	217848_s_at	0.000112739	-2.54747
FAH	202862_at	2.89E-05	-2.55509
DHX9	212107_s_at	0.000451404	-2.5565
EIF2AK1	217735_s_at	2.18E-06	-2.57219
	227432_s_at	8.56E-06	-2.57552
RTTN	227072_at	5.99E-05	-2.57797
C1orf151	228096_at	9.40E-06	-2.58902
NR5A2	208337_s_at	1.01E-11	-2.58908
FH	203033_x_at	0.000378707	-2.58957
MLF1IP	229304_s_at	0.0013362	-2.5914
SPATA5	242251_at	2.99E-05	-2.59517
MCM4	212141_at	0.00115158	-2.60083
MTAP	211363_s_at	0.00160669	-2.61664
MCM7	208795_s_at	0.00142955	-2.61926
FOXP1	224838_at	0.000304406	-2.62985
	231274_s_at	0.000175398	-2.63315
VARS	201797_s_at	0.000107546	-2.63554
FGFR1OP	205588_s_at	9.13E-05	-2.63698
HEATR2	1554761_a_at	8.25E-05	-2.64048
	220915_s_at	1.92E-07	-2.64892
DAB2	1559370_at	0.000378015	-2.65232
NDUFA9	208969_at	1.17E-07	-2.6658
	239410_at	3.10E-07	-2.66969
HIPK2	225368_at	0.00133261	-2.68539
LOC100128191	227578_at	1.04E-06	-2.68718
	238704_at	2.42E-05	-2.69325
HNRNPL	202072_at	0.00146234	-2.6955
KIAA1524	1553810_a_at	1.56E-05	-2.69722
AGXT2L1	221008_s_at	9.51E-05	-2.70608
TUBB	211714_x_at	5.04E-06	-2.70629
MCC	206132_at	1.83E-05	-2.72681
FOXP1	224837_at	0.000300553	-2.73054
KIAA0101	211713_x_at	5.14E-07	-2.75415
MERTK	206028_s_at	0.000156841	-2.75508
TUBA1B	211058_x_at	9.75E-08	-2.76772
NR5A2	208343_s_at	2.27E-13	-2.78105
TUBA1C	209251_x_at	5.52E-07	-2.78213
BCCIP	227896_at	0.00038564	-2.78985
TUBA1B	211072_x_at	5.22E-08	-2.80346
MCF2	1555313_a_at	1.02E-05	-2.80809
RFC2	1053_at	3.76E-07	-2.80988
MCM4	222037_at	0.000280874	-2.82048
	232535_at	8.70E-05	-2.83042
NFIB	209290_s_at	0.00020527	-2.83198
TUBA1C	211750_x_at	5.06E-07	-2.83439
PURB	227718_at	1.80E-07	-2.83749
TUBA1B	212639_x_at	3.98E-08	-2.83895
	221200_at	9.31E-12	-2.84038
IP6K2	223165_s_at	0.000560876	-2.84434
RRM1	201476_s_at	0.000588002	-2.85011
TFF3	204623_at	0.0011813	-2.86062
NFIB	209289_at	6.90E-05	-2.86779
FBXO5	234863_x_at	0.00169663	-2.87913
THOC4	226319_s_at	0.000619215	-2.88874
TUBB	212320_at	2.61E-07	-2.89393
GRB14	206204_at	2.62E-08	-2.90641
TUBB	209026_x_at	2.81E-06	-2.90776
TUBA1B	213646_x_at	2.43E-07	-2.92035
ENO1	217294_s_at	0.00102696	-2.92623
ARMC8	219094_at	1.17E-05	-2.92783
WTAP	203137_at	0.000263664	-2.95612
RFPL1S /// RFPL3S	214408_s_at	2.82E-11	-2.96042
ARMC8	1555279_at	0.000316387	-2.97148
ARMC8	1555281_x_at	0.000756215	-2.9807
C1orf112	220840_s_at	0.000456394	-2.98085
PIK3R3	211580_s_at	0.0018878	-2.99
UQCRC1	201903_at	7.59E-10	-2.9908
MCF2	208017_s_at	0.000479967	-2.99421
MNS1	219703_at	0.000444485	-3.00586
	242890_at	0.000293774	-3.02088
TUBA1B	201090_x_at	1.22E-07	-3.02477
CA5BP	239106_at	8.34E-05	-3.02949
MCM7	210983_s_at	0.00162586	-3.04511
ESCO2	235588_at	6.69E-06	-3.05289
TBC1D16	228488_at	0.0007125	-3.06984
ZDHHC2	222731_at	0.00184624	-3.08527
KIAA1524	231855_at	0.000194178	-3.08887
PSIP1	210758_at	0.000159857	-3.09429
LOC389895	240312_at	2.61E-12	-3.10508
PHACTR2	227947_at	0.000470005	-3.1079
C9orf100	230522_s_at	3.10E-05	-3.1163
ISL1	206104_at	9.10E-05	-3.12352
IMPDH2	201892_s_at	8.75E-09	-3.12425
RFC2	203696_s_at	2.00E-07	-3.1579
GUCY1B3	211555_s_at	2.24E-05	-3.15794
DHX9	212105_s_at	0.00207997	-3.16115
LOC285812	230179_at	0.000552132	-3.17153
PAICS	201014_s_at	0.000254193	-3.20573
FH	203032_s_at	0.000193919	-3.20961
TFRC	207332_s_at	0.00174546	-3.21122
TKT	228205_at	0.000670253	-3.21779
AK2	212173_at	4.11E-09	-3.2777
MCC	226225_at	0.00141749	-3.28932
E2F8	219990_at	4.41E-05	-3.3076
C19orf28	220178_at	2.53E-05	-3.30812
DDX46	202462_s_at	1.99E-10	-3.31009
LRRC34	236917_at	0.000572488	-3.33143
LOC100129386	238216_at	5.35E-14	-3.3383
HAUS6	233655_s_at	9.22E-05	-3.34007
C1orf43	1555225_at	6.57E-05	-3.34225
TYMS	1554696_s_at	0.000960678	-3.43855
FANCI	223785_at	0.000634366	-3.52567
CST1	206224_at	0.00213733	-3.54313
CXorf56	235442_at	0.000353361	-3.5552
DYNC1I1	205348_s_at	0.000884619	-3.56502
MAP2K6	205698_s_at	0.000207604	-3.56656
ID1	208937_s_at	0.0017925	-3.5747
TSPAN12	219274_at	7.20E-07	-3.58215
TUB	228882_at	0.00182209	-3.59227
SOX9	202936_s_at	0.000500844	-3.68677
	229333_at	2.75E-08	-3.72939
PHKA2	1560358_at	4.25E-17	-3.73685
LONRF2	225996_at	0.00169696	-3.74852
DENND2A	221885_at	5.50E-08	-3.74895
GPC4	204983_s_at	0.00187074	-3.78715
CDC6	203968_s_at	0.00161222	-3.86987
PHACTR3	227949_at	2.01E-15	-3.88484
ENY2	226775_at	1.45E-09	-3.98115
	1561531_at	0.000690794	-3.99641
MLF1IP	229305_at	0.00108058	-4.04158
SLC39A8	219869_s_at	0.000107043	-4.05784
	227193_at	4.78E-09	-4.06279
GPC4	204984_at	0.00146881	-4.11813
TSPAN12	230626_at	6.73E-13	-4.15337
TUBA1A	209118_s_at	0.000163351	-4.22783
POLE2	205909_at	0.000635977	-4.23211
CDC25A	1555772_a_at	1.64E-06	-4.33212
SLC39A8	209267_s_at	0.00103781	-4.40504
STOX2	231969_at	0.00220313	-4.49626
DENND2A	53991_at	4.99E-08	-4.49796
C6orf114	1554486_a_at	3.51E-05	-4.55066
ZIC2	223642_at	0.000256923	-4.58652
	239887_at	5.15E-15	-4.96723
SPC25	209891_at	0.000702191	-4.97674
PLXNC1	213241_at	0.000558664	-5.0662
GUCY1B3	203817_at	0.000181103	-5.09572
LOC283352	1569454_a_at	9.46E-07	-5.41787
SPEF2	1552716_at	7.38E-07	-5.48101
NDN	209550_at	2.84E-05	-5.74586
LOC100129386	1557177_at	9.81E-15	-5.81669
EVL	217838_s_at	1.71E-06	-6.03894
CCNE2	205034_at	0.000152382	-6.82455
ID3	207826_s_at	0.000302349	-7.14544
PCLO	210650_s_at	0.000184309	-7.14997
CCNE2	211814_s_at	1.09E-05	-7.89095
CDCA7L	225081_s_at	0.000890282	-8.23662
SPP1	209875_s_at	0.000656568	-8.48717
RRM2	209773_s_at	0.000717077	-11.0083
