FDR	Chr	Start	End	Ensembl Id	Gene Biotype	External gene Id	Strand	Start position	End Position	Relative peak position	Distance to TSR	Shortest distance	BL41 CHiP	Blue1 ChIP	CA46 ChIP
5.4661E-09	chr19	35786944	35787244	ENSG00000105695	protein_coding	MAG	+	35783028	35804707	inside	3916	3916	36	35	12
5.46994E-09	chr16	4588778	4589078	ENSG00000089486	protein_coding	C16orf5	-	4560676	4588816	overlapStart	38	38	32	55	15
5.59027E-09	chr20	54967486	54967786	ENSG00000101138	protein_coding	CSTF1	+	54967427	54979582	inside	59	59	66	23	10
5.63727E-09	chr11	3400224	3400524	ENSG00000005801	protein_coding	ZNF195	-	3379157	3400448	overlapStart	224	76	43	18	11
5.63727E-09	chr7	65447012	65447312	ENSG00000169919	protein_coding	GUSB	-	65425671	65447301	overlapStart	289	11	58	8	8
5.75249E-09	chr22	45559428	45559728	ENSG00000226328	processed_transcript	CTA-217C2.1	-	45529710	45559662	overlapStart	234	66	71	14	10
5.76434E-09	chr8	97273707	97274007	ENSG00000156469	protein_coding	MTERFD1	-	97251663	97273817	overlapStart	110	110	52	22	4
5.76434E-09	chr15	90808838	90809138	ENSG00000182768	protein_coding	NGRN	+	90808891	90816463	overlapStart	-53	53	57	13	7
5.77169E-09	chr13	30982586	30982886	ENSG00000225039	processed_transcript	RP11-223E19.2	-	30993656	30996374	downstream	13788	10770	50	20	13
5.78256E-09	chr20	60912565	60912865	ENSG00000228812	processed_transcript	RP11-157P1.5	+	60928066	60931536	upstream	-15501	15201	45	22	5
5.87402E-09	chr14	35342631	35342931	ENSG00000198604	protein_coding	BAZ1A	-	35221938	35344853	inside	2222	1922	52	20	17
5.91338E-09	chr15	72523413	72523713	ENSG00000067225	protein_coding	PKM2	-	72491370	72523684	overlapStart	271	29	98	11	10
5.96386E-09	chr8	37593995	37594295	ENSG00000147475	protein_coding	ERLIN2	+	37594097	37615316	overlapStart	-102	102	43	18	7
6.00174E-09	chr17	655053	655353	ENSG00000179409	protein_coding	GEMIN4	-	647661	655501	inside	448	148	52	24	13
6.00174E-09	chr15	68570211	68570511	ENSG00000169018	protein_coding	FEM1B	+	68570141	68588203	inside	70	70	55	19	9
6.01166E-09	chr6	43238956	43239256	ENSG00000137204	protein_coding	SLC22A7	+	43263432	43273276	upstream	-24476	24176	44	35	5
6.01751E-09	chr8	86102290	86102590	ENSG00000133740	protein_coding	E2F5	+	86089619	86126751	inside	12671	12671	37	15	16
6.04074E-09	chr5	149110421	149110721	ENSG00000155846	protein_coding	PPARGC1B	+	149109815	149234585	inside	606	606	50	27	9
6.09364E-09	chr1	153483447	153483747	ENSG00000238279	processed_transcript	BX470102.3	+	153506079	153507591	upstream	-22632	22332	42	8	15
6.11187E-09	chr21	34914170	34914470	ENSG00000159140	protein_coding	SON	+	34914924	34949812	upstream	-754	454	33	17	13
6.16323E-09	chr20	43589012	43589312	ENSG00000025772	protein_coding	TOMM34	-	43570771	43589127	overlapStart	115	115	42	18	8
6.18299E-09	chr17	1496235	1496535	ENSG00000243704	scRNA_pseudogene	AC_130343.2	-	1507669	1507965	downstream	11730	11134	25	27	13
6.18299E-09	chr19	46853926	46854226	ENSG00000011485	protein_coding	PPP5C	+	46850294	46896238	inside	3632	3632	32	5	11
6.18902E-09	chr18	29523359	29523659	ENSG00000153339	protein_coding	KIAA1012	-	29409136	29523091	upstream	-268	268	38	27	10
6.2277E-09	chr17	7738872	7739172	ENSG00000132510	protein_coding	KDM6B	+	7743222	7758106	upstream	-4350	4050	41	20	15
6.30857E-09	chr1	35331903	35332203	ENSG00000163866	processed_transcript	C1orf212	-	35178338	35325417	upstream	-6486	6486	49	17	21
6.3501E-09	chr1	11119333	11119633	ENSG00000116649	protein_coding	SRM	-	11114641	11120081	inside	748	448	42	9	10
6.37737E-09	chr5	154317652	154317952	ENSG00000082516	protein_coding	GEMIN5	-	154266976	154317769	overlapStart	117	117	28	14	20
6.4571E-09	chr14	64970602	64970902	ENSG00000126804	protein_coding	ZBTB1	+	64971292	65000408	upstream	-690	390	46	15	11
6.46799E-09	chr3	184081047	184081347	ENSG00000163882	protein_coding	POLR2H	+	184079506	184086384	inside	1541	1541	72	14	15
6.52714E-09	chr10	74008564	74008864	ENSG00000168209	protein_coding	DDIT4	+	74033678	74035794	upstream	-25114	24814	42	10	14
6.56604E-09	chr15	78730105	78730405	ENSG00000136381	protein_coding	IREB2	+	78730531	78793795	upstream	-426	126	62	12	16
6.59295E-09	chr12	57619175	57619475	ENSG00000202067	misc_RNA	Y_RNA	+	57621757	57621880	upstream	-2582	2282	42	8	16
6.67521E-09	chr22	37595483	37595783	ENSG00000133466	protein_coding	C1QTNF6	-	37576207	37595425	upstream	-58	58	42	8	14
6.68427E-09	chr18	48724381	48724681	ENSG00000176624	protein_coding	MEX3C	-	48700920	48723690	upstream	-691	691	39	14	10
6.73936E-09	chr19	38539958	38540258	ENSG00000221258	miRNA	AC_011465.1	-	38544518	38544605	downstream	4647	4260	89	31	18
6.77627E-09	chr1	115300286	115300586	ENSG00000009307	protein_coding	CSDE1	-	115259534	115300671	inside	385	85	31	10	10
6.90337E-09	chr17	62492962	62493262	ENSG00000136480	protein_coding	POLG2	-	62473904	62493169	overlapStart	207	93	50	16	7
6.94289E-09	chr13	31248302	31248602	ENSG00000132952	protein_coding	USPL1	+	31191830	31233686	downstream	56472	14616	50	0	13
6.98523E-09	chr2	170681240	170681540	ENSG00000138382	protein_coding	METTL5	-	170666591	170681441	overlapStart	201	99	56	10	12
6.99492E-09	chr7	99818646	99818946	ENSG00000222482	miRNA	AC_005071.1	-	99817650	99817743	upstream	-903	903	41	6	24
7.07535E-09	chr4	83295095	83295395	ENSG00000138668	protein_coding	HNRNPD	-	83273651	83295656	inside	561	261	48	14	13
7.07535E-09	chr1	8021689	8021989	ENSG00000116288	protein_coding	PARK7	+	8014351	8045565	inside	7338	7338	41	12	9
7.08983E-09	chr2	131100417	131100717	ENSG00000136710	protein_coding	CCDC115	-	131095814	131099922	upstream	-495	495	62	14	14
7.17174E-09	chr14	21851690	21851990	ENSG00000092201	protein_coding	SUPT16H	-	21819631	21852425	inside	735	435	53	14	16
7.20294E-09	chr16	69373552	69373852	ENSG00000213380	protein_coding	COG8	-	69360816	69373513	upstream	-39	39	72	19	10
7.34306E-09	chr17	27899879	27900179	ENSG00000167543	protein_coding	TP53I13	+	27895662	27900175	overlapEnd	4217	4	105	0	9
7.3571E-09	chr2	60778479	60778779	ENSG00000119866	protein_coding	BCL11A	-	60678302	60780768	inside	2289	1989	38	10	12
7.35868E-09	chr3	185216637	185216937	ENSG00000163900	protein_coding	TMEM41A	-	185194284	185216845	overlapStart	208	92	79	9	13
7.3719E-09	chr20	42310695	42310995	ENSG00000101057	protein_coding	MYBL2	+	42295797	42345136	inside	14898	14898	47	20	8
7.46369E-09	chr7	128045467	128045767	ENSG00000106348	protein_coding	IMPDH1	-	128032331	128050306	inside	4839	4539	43	7	13
7.51878E-09	chr2	219757469	219757769	ENSG00000135925	protein_coding	WNT10A	+	219745085	219764303	inside	12384	6534	51	14	7
7.52986E-09	chr2	3622768	3623068	ENSG00000171863	protein_coding	RPS7	+	3622795	3628509	overlapStart	-27	27	56	12	13
7.55211E-09	chr6	28891150	28891450	ENSG00000204713	protein_coding	TRIM27	-	28870779	28891768	inside	618	318	50	19	21
7.56507E-09	chr14	67955053	67955353	ENSG00000198133	protein_coding	TMEM229B	-	67913801	67982202	inside	27149	26849	42	21	11
7.60853E-09	chr17	74732627	74732927	ENSG00000207556	miRNA	hsa-mir-636	-	74732532	74732630	overlapStart	3	3	39	11	11
7.63021E-09	chr1	153643274	153643574	ENSG00000143621	protein_coding	ILF2	-	153634512	153643524	overlapStart	250	50	75	14	27
7.65009E-09	chr19	50000483	50000783	ENSG00000200530	snoRNA	SNORD35	+	50000977	50001063	upstream	-494	194	52	19	10
7.68204E-09	chr22	25843817	25844117	ENSG00000100058	processed_transcript	CRYBB2P1	+	25844072	25907595	overlapStart	-255	45	36	8	15
7.68249E-09	chr6	157342712	157343012	ENSG00000218596	pseudogene	RP11-2J18.1	+	157297428	157298203	downstream	45284	44509	35	15	8
7.7121E-09	chr22	39795575	39795875	ENSG00000100324	protein_coding	MAP3K7IP1	+	39795746	39913596	overlapStart	-171	129	58	17	5
7.73841E-09	chr17	58469610	58469910	ENSG00000141371	protein_coding	C17orf64	+	58469790	58508786	overlapStart	-180	120	67	6	8
7.7572E-09	chr10	64564480	64564780	ENSG00000181915	protein_coding	ADO	+	64564516	64568238	overlapStart	-36	36	49	8	13
8.03213E-09	chr15	66586749	66587049	ENSG00000166938	protein_coding	DIS3L	+	66585555	66626236	inside	1194	1194	55	15	11
8.03213E-09	chr9	136215017	136215317	ENSG00000148303	protein_coding	RPL7A	+	136215069	136218281	overlapStart	-52	52	51	10	24
8.04583E-09	chr22	46518367	46518667	ENSG00000207875	miRNA	hsa-let-7b	+	46509566	46509648	downstream	8801	8719	34	9	9
8.04964E-09	chr16	78133343	78133643	ENSG00000186153	protein_coding	WWOX	+	78133551	79246031	overlapStart	-208	92	49	17	9
8.0897E-09	chr19	55972847	55973147	ENSG00000063241	protein_coding	ISOC2	-	55964345	55973049	overlapStart	202	98	36	18	16
8.17366E-09	chr10	72237555	72237855	ENSG00000107719	protein_coding	KIAA1274	+	72238564	72328205	upstream	-1009	709	30	26	4
8.21466E-09	chr14	50359296	50359596	ENSG00000165527	protein_coding	ARF6	+	50359810	50361490	upstream	-514	214	50	9	19
8.2541E-09	chr10	7514054	7514354	ENSG00000232591	processed_transcript	RP5-1031D4.2	-	7487520	7513904	upstream	-150	150	43	17	15
8.26026E-09	chr2	227700547	227700847	ENSG00000144468	protein_coding	RHBDD1	+	227700297	227863931	inside	250	250	54	21	5
8.26273E-09	chr17	56084535	56084835	ENSG00000136450	protein_coding	SFRS1	-	56078284	56084707	overlapStart	172	128	38	22	12
8.32264E-09	chr11	65658047	65658347	ENSG00000175602	protein_coding	CCDC85B	+	65657875	65659105	inside	172	172	76	16	5
8.34976E-09	chr9	71650582	71650882	ENSG00000165060	protein_coding	FXN	+	71650175	71689129	inside	407	407	69	9	10
8.53054E-09	chr17	56409774	56410074	ENSG00000207567	miRNA	hsa-mir-142	-	56408593	56408679	upstream	-1095	1095	48	11	4
8.623E-09	chr6	34725131	34725431	ENSG00000124562	protein_coding	SNRPC	+	34725183	34741571	overlapStart	-52	52	44	10	9
8.65515E-09	chr1	70671176	70671476	ENSG00000066557	protein_coding	LRRC40	-	70610488	70671303	overlapStart	127	127	40	17	10
8.70915E-09	chr16	2390836	2391136	ENSG00000167972	protein_coding	ABCA3	-	2325877	2390747	upstream	-89	89	44	8	8
8.71784E-09	chr7	96746897	96747197	ENSG00000196636	protein_coding	ACN9	+	96745902	96811075	inside	995	995	78	4	13
8.72445E-09	chr15	75335318	75335618	ENSG00000138621	protein_coding	PPCDC	+	75315896	75343067	inside	19422	7449	47	10	8
8.726E-09	chr7	77326264	77326564	ENSG00000187257	protein_coding	RSBN1L	+	77325760	77409008	inside	504	504	63	7	28
8.72653E-09	chr7	5258235	5258535	ENSG00000248535	protein_coding	AC_093376.3	+	5254132	5270578	inside	4103	4103	80	14	16
8.73794E-09	chr19	42970028	42970328	ENSG00000253048	snRNA	U4	+	42977027	42977161	upstream	-6999	6699	34	20	12
8.74574E-09	chr10	74079572	74079872	ENSG00000148719	protein_coding	DNAJB12	-	74092588	74114988	downstream	35416	12716	41	13	8
8.74574E-09	chr22	42665654	42665954	ENSG00000182057	processed_transcript	Z83851.3	+	42665759	42671202	overlapStart	-105	105	48	11	8
8.78767E-09	chr5	176739137	176739437	ENSG00000213347	protein_coding	MXD3	-	176728462	176739758	inside	621	321	46	10	9
8.80063E-09	chr17	76339742	76340042	ENSG00000184557	protein_coding	SOCS3	-	76352864	76356158	downstream	16416	12822	55	16	16
8.82428E-09	chr14	55493816	55494116	ENSG00000198554	protein_coding	WDHD1	-	55405668	55493823	overlapStart	7	7	41	8	8
8.8698E-09	chr19	39893156	39893456	ENSG00000128016	protein_coding	ZFP36	+	39897453	39900013	upstream	-4297	3997	44	23	12
8.88674E-09	chr16	89181670	89181970	ENSG00000176715	protein_coding	ACSF3	+	89160217	89222171	inside	21453	21453	60	30	7
9.03116E-09	chr14	23770655	23770955	ENSG00000235194	protein_coding	AL049829.1	-	23767508	23770149	upstream	-506	506	51	20	1
9.03116E-09	chr16	89787454	89787754	ENSG00000075399	protein_coding	C16orf7	-	89773541	89787394	upstream	-60	60	56	3	9
9.03116E-09	chr5	191758	192058	ENSG00000185028	protein_coding	LRRC14B	+	191626	195468	inside	132	132	39	20	9
9.03116E-09	chr4	25235506	25235806	ENSG00000038210	protein_coding	PI4K2B	+	25162263	25280714	inside	73243	44908	46	8	6
9.04684E-09	chr17	20946495	20946795	ENSG00000124422	protein_coding	USP22	-	20902906	20946369	upstream	-126	126	139	7	2
9.06045E-09	chrX	102942123	102942423	ENSG00000231154	processed_transcript	RP5-1055C14.7	+	102942212	102946700	overlapStart	-89	89	34	13	14
9.11635E-09	chr11	102323199	102323499	ENSG00000152558	protein_coding	TMEM123	-	102267058	102323775	inside	576	276	33	15	6
9.13016E-09	chr5	72861458	72861758	ENSG00000164331	protein_coding	ANKRA2	-	72848160	72861511	overlapStart	53	53	41	13	12
9.17803E-09	chr2	9563438	9563738	ENSG00000119185	protein_coding	ITGB1BP1	-	9543604	9563676	overlapStart	238	62	43	12	14
9.28111E-09	chr15	69745359	69745659	ENSG00000137818	protein_coding	RPLP1	+	69745123	69748172	inside	236	236	67	10	8
9.5178E-09	chr5	115177143	115177443	ENSG00000177879	protein_coding	AP3S1	+	115177178	115274332	overlapStart	-35	35	48	17	5
9.51884E-09	chr12	54673882	54674182	ENSG00000094916	protein_coding	CBX5	-	54624733	54673915	overlapStart	33	33	83	14	6
9.57784E-09	chr1	9687068	9687368	ENSG00000171608	protein_coding	PIK3CD	+	9711803	9788977	upstream	-24735	24435	54	12	9
9.63076E-09	chr20	361476	361776	ENSG00000101255	protein_coding	TRIB3	+	361261	378203	inside	215	215	42	28	6
9.69334E-09	chr12	56511823	56512123	ENSG00000135482	protein_coding	ZC3H10	+	56512030	56516278	overlapStart	-207	93	67	17	5
9.69334E-09	chr6	101328927	101329227	ENSG00000112249	protein_coding	ASCC3	-	100956070	101329240	inside	313	13	30	18	9
9.69454E-09	chr19	16740136	16740436	ENSG00000105085	protein_coding	MED26	-	16685718	16739015	upstream	-1121	1121	36	19	16
9.8855E-09	chr2	122494271	122494571	ENSG00000155438	protein_coding	MKI67IP	-	122484521	122494499	overlapStart	228	72	67	14	11
9.92356E-09	chr20	37075181	37075481	ENSG00000174365	processed_transcript	SNHG11	+	37075221	37079564	overlapStart	-40	40	56	24	14
9.9294E-09	chr1	40426377	40426677	ENSG00000228477	pseudogene	RP3-342P20.2	+	40428352	40429076	upstream	-1975	1675	60	26	12
9.98131E-09	chr16	127967	128267	ENSG00000103152	protein_coding	MPG	+	127006	135852	inside	961	961	46	18	10
1.00254E-08	chr20	5986620	5986920	ENSG00000088766	protein_coding	CRLS1	+	5986736	6020699	overlapStart	-116	116	29	17	12
1.00262E-08	chr4	103422950	103423250	ENSG00000109320	protein_coding	NFKB1	+	103422486	103538459	inside	464	464	41	25	8
1.00523E-08	chr16	25269421	25269721	ENSG00000155592	protein_coding	ZKSCAN2	-	25247326	25268855	upstream	-566	566	43	17	14
1.00919E-08	chr1	178995378	178995678	ENSG00000116199	protein_coding	FAM20B	+	178994939	179045697	inside	439	439	20	14	20
1.01287E-08	chr19	10138439	10138739	ENSG00000167798	processed_transcript	C3P1	+	10148479	10184811	upstream	-10040	9740	58	28	10
1.0175E-08	chr18	29672684	29672984	ENSG00000134758	protein_coding	RNF138	+	29671828	29711524	inside	856	856	48	9	7
1.02204E-08	chr1	222638843	222639143	ENSG00000234419	pseudogene	CICP13	+	222641436	222644224	upstream	-2593	2293	63	11	9
1.02259E-08	chr1	31628208	31628508	ENSG00000225142	pseudogene	RP11-490K7.1	-	31580995	31581469	upstream	-46739	46739	53	3	12
1.05163E-08	chr14	96968296	96968596	ENSG00000090060	protein_coding	PAPOLA	+	96968718	97033425	upstream	-422	122	65	20	8
1.05163E-08	chr1	212208514	212208814	ENSG00000143493	protein_coding	INTS7	-	212113741	212208884	inside	370	70	62	17	7
1.06622E-08	chr19	18972116	18972416	ENSG00000228313	protein_coding	AC_005197.4	+	18992057	18993201	upstream	-19941	19641	44	11	27
1.06735E-08	chr8	145735073	145735373	ENSG00000167700	protein_coding	MFSD3	+	145734463	145736579	inside	610	610	83	7	5
1.07414E-08	chr16	58163318	58163618	ENSG00000070761	protein_coding	C16orf80	-	58147492	58163325	overlapStart	7	7	59	20	7
1.08418E-08	chr2	3606110	3606410	ENSG00000171865	protein_coding	RNASEH1	-	3592383	3606206	overlapStart	96	96	44	10	13
1.09688E-08	chr7	148844297	148844597	ENSG00000204947	protein_coding	ZNF425	-	148799876	148823438	upstream	-20859	20859	72	9	9
1.10393E-08	chr16	67678842	67679142	ENSG00000159753	protein_coding	RLTPR	+	67679030	67691456	overlapStart	-188	112	52	19	4
1.1051E-08	chr1	150459601	150459901	ENSG00000143374	protein_coding	TARS2	+	150459890	150480078	overlapStart	-289	11	66	15	16
1.10544E-08	chr6	150944670	150944970	ENSG00000224029	processed_transcript	RP11-136K14.2	+	150945813	150947222	upstream	-1143	843	46	14	14
1.11397E-08	chr1	150946488	150946788	ENSG00000143418	protein_coding	LASS2	-	150933059	150947479	inside	991	691	64	11	12
1.12538E-08	chr19	15529495	15529795	ENSG00000011243	protein_coding	AKAP8L	-	15490859	15529833	inside	338	38	50	15	15
1.13112E-08	chr5	71604165	71604465	ENSG00000244748	scRNA_pseudogene	AC_026406.1	-	71610224	71610510	downstream	6345	5759	58	14	7
1.13114E-08	chr11	61062078	61062378	ENSG00000167992	protein_coding	VWCE	-	61025758	61062788	inside	710	410	66	20	14
1.13114E-08	chr2	172290801	172291101	ENSG00000115827	protein_coding	DCAF17	+	172290727	172341562	inside	74	74	50	12	4
1.13114E-08	chr12	122516271	122516571	ENSG00000175727	protein_coding	MLXIP	+	122516652	122628963	upstream	-381	81	38	14	7
1.13684E-08	chr17	42976606	42976906	ENSG00000108883	protein_coding	EFTUD2	-	42927655	42976993	inside	387	87	38	20	14
1.138E-08	chr9	100881221	100881521	ENSG00000106785	protein_coding	TRIM14	-	100831557	100881494	overlapStart	273	27	69	15	14
1.13839E-08	chr6	160209974	160210274	ENSG00000120438	protein_coding	TCP1	-	160199530	160210741	inside	767	467	39	12	10
1.14185E-08	chr12	133613843	133614143	ENSG00000198040	protein_coding	ZNF84	+	133613878	133639884	overlapStart	-35	35	67	12	13
1.14859E-08	chr19	10989872	10990172	ENSG00000142453	protein_coding	CARM1	+	10982253	11033448	inside	7619	7619	59	24	12
1.15086E-08	chr1	45187697	45187997	ENSG00000199377	snRNA	U5	-	45187458	45187574	upstream	-123	123	37	35	12
1.15475E-08	chr1	110880985	110881285	ENSG00000227963	processed_transcript	RP5-1074L1.1	-	110828997	110881793	inside	808	508	72	13	15
1.18053E-08	chr6	3259850	3260150	ENSG00000137285	protein_coding	TUBB2B	-	3224517	3231964	upstream	-27886	27886	33	19	16
1.18352E-08	chr17	7476798	7477098	ENSG00000161960	protein_coding	EIF4A1	+	7476024	7482324	inside	774	774	26	25	28
1.18777E-08	chr19	5622676	5622976	ENSG00000130254	protein_coding	SAFB2	-	5587011	5622938	overlapStart	262	38	35	18	6
1.18844E-08	chr22	30787118	30787418	ENSG00000100003	protein_coding	SEC14L2	+	30792846	30824977	upstream	-5728	5428	28	18	20
1.21254E-08	chr11	122932268	122932568	ENSG00000109971	protein_coding	HSPA8	-	122928203	122932844	inside	576	276	52	17	8
1.22307E-08	chr12	93861339	93861639	ENSG00000198015	protein_coding	MRPL42	+	93861270	93896432	inside	69	69	67	21	24
1.22426E-08	chr15	66678870	66679170	ENSG00000169032	protein_coding	MAP2K1	+	66679155	66783882	overlapStart	-285	15	78	13	5
1.22467E-08	chr7	65579806	65580106	ENSG00000241258	protein_coding	CRCP	+	65578906	65619555	inside	900	900	59	10	15
1.22467E-08	chr22	45705717	45706017	ENSG00000100376	protein_coding	FAM118A	+	45704849	45737836	inside	868	868	45	7	6
1.22467E-08	chr17	47022116	47022416	ENSG00000159210	protein_coding	SNF8	-	47006678	47022479	inside	363	63	29	8	11
1.2263E-08	chr22	24143227	24143527	ENSG00000099956	protein_coding	SMARCB1	+	24129150	24176703	inside	14077	14077	47	12	19
1.23034E-08	chr2	43361532	43361832	ENSG00000230587	processed_transcript	AC_093609.1	-	43324884	43329829	upstream	-31703	31703	37	25	5
1.23055E-08	chr14	39644814	39645114	ENSG00000100941	protein_coding	PNN	+	39644425	39652422	inside	389	389	53	16	15
1.23891E-08	chr3	15901497	15901797	ENSG00000206560	protein_coding	ANKRD28	-	15708743	15901278	upstream	-219	219	45	17	16
1.23908E-08	chrX	54208912	54209212	ENSG00000184083	protein_coding	FAM120C	-	54094757	54209714	inside	802	502	44	10	8
1.25455E-08	chr4	166033471	166033771	ENSG00000197042	protein_coding	TRIM75	+	165980300	165981706	downstream	53171	51765	69	20	15
1.25784E-08	chr9	139886928	139887228	ENSG00000148362	protein_coding	C9orf142	+	139886870	139888436	inside	58	58	35	16	8
1.26636E-08	chr1	63988851	63989151	ENSG00000203965	protein_coding	EFCAB7	+	63989013	64038364	overlapStart	-162	138	78	6	11
1.26851E-08	chr16	70415071	70415371	ENSG00000168872	protein_coding	DDX19A	+	70380732	70407284	downstream	34339	7787	53	28	10
1.28082E-08	chr12	111020491	111020791	ENSG00000196850	protein_coding	PPTC7	-	110972237	111021064	inside	573	273	43	12	12
1.28184E-08	chr2	53995154	53995454	ENSG00000143942	protein_coding	CHAC2	+	53994929	54002333	inside	225	225	42	9	17
1.2904E-08	chr5	892574	892874	ENSG00000071539	protein_coding	TRIP13	+	892758	919472	overlapStart	-184	116	45	16	6
1.30259E-08	chr1	44412092	44412392	ENSG00000237950	processed_transcript	RP11-7O11.3	-	44410042	44412223	overlapStart	131	131	62	18	7
1.3097E-08	chr22	23284695	23284995	ENSG00000211685	IG_C_gene	IGLC7	+	23264766	23265085	downstream	19929	19610	40	7	18
1.31382E-08	chr19	56320813	56321113	ENSG00000160505	protein_coding	NLRP4	+	56347944	56393218	upstream	-27131	26831	49	25	10
1.3145E-08	chr7	150924095	150924395	ENSG00000033050	protein_coding	ABCF2	-	150904923	150924316	overlapStart	221	79	71	11	10
1.31725E-08	chr1	182808524	182808824	ENSG00000247330	lincRNA	AL355999.1	-	182806325	182808726	overlapStart	202	98	49	7	12
1.32293E-08	chr14	24740641	24740941	ENSG00000100949	protein_coding	RABGGTA	-	24734746	24740803	overlapStart	162	138	64	15	13
1.32321E-08	chr17	47492355	47492655	ENSG00000167085	protein_coding	PHB	-	47481414	47492246	upstream	-109	109	26	6	13
1.34326E-08	chr22	38004562	38004862	ENSG00000248512	protein_coding	AL035496.1	+	38004868	38013070	upstream	-306	6	71	17	11
1.34326E-08	chr19	13266650	13266950	ENSG00000213253	pseudogene	CTC-250I14.1	-	13268773	13269683	downstream	3033	1823	26	14	13
1.36618E-08	chr17	46969957	46970257	ENSG00000159199	protein_coding	ATP5G1	+	46970127	46973233	overlapStart	-170	130	56	7	13
1.38517E-08	chr7	2681030	2681330	ENSG00000136295	protein_coding	TTYH3	+	2671585	2704436	inside	9445	9445	45	26	10
1.38517E-08	chr1	31227505	31227805	ENSG00000162511	protein_coding	LAPTM5	-	31205316	31230683	inside	3178	2878	27	20	4
1.40014E-08	chr20	57556273	57556573	ENSG00000101158	protein_coding	TH1L	+	57556296	57570188	overlapStart	-23	23	75	14	6
1.41281E-08	chr11	65264898	65265198	ENSG00000251562	lincRNA	MALAT1	+	65269807	65271080	upstream	-4909	4609	70	8	9
1.41289E-08	chr13	77900191	77900491	ENSG00000005810	protein_coding	MYCBP2	-	77618792	77901185	inside	994	694	32	13	18
1.4206E-08	chr14	21924143	21924443	ENSG00000100888	protein_coding	CHD8	-	21853358	21905404	upstream	-18739	18739	37	12	10
1.42252E-08	chr6	13814367	13814667	ENSG00000050393	protein_coding	CCDC90A	-	13791020	13814800	inside	433	133	50	14	13
1.42304E-08	chr12	31477176	31477476	ENSG00000177340	protein_coding	AC_024940.1	+	31477423	31478632	overlapStart	-247	53	58	17	10
1.42613E-08	chr11	74460290	74460590	ENSG00000166439	protein_coding	RNF169	+	74459913	74553457	inside	377	377	49	16	7
1.4287E-08	chr14	61944612	61944912	ENSG00000250548	lincRNA	AL355916.1	-	62023038	62037371	downstream	92759	78126	24	16	11
1.42876E-08	chr8	48872519	48872819	ENSG00000121031	protein_coding	PRKDC	-	48685669	48872743	overlapStart	224	76	61	11	13
1.43187E-08	chr17	48450344	48450644	ENSG00000108826	protein_coding	MRPL27	-	48445218	48450575	overlapStart	231	69	35	11	12
1.43906E-08	chr14	64108230	64108530	ENSG00000140006	protein_coding	WDR89	-	64063757	64108125	upstream	-105	105	60	16	19
1.43966E-08	chr12	69633702	69634002	ENSG00000111605	protein_coding	CPSF6	+	69633317	69668132	inside	385	385	53	12	14
1.44251E-08	chr15	74907778	74908078	ENSG00000179335	protein_coding	CLK3	+	74900713	74922542	inside	7065	7065	61	5	3
1.44969E-08	chr1	218458496	218458796	ENSG00000067533	protein_coding	RRP15	+	218458629	218511325	overlapStart	-133	133	43	13	18
1.45924E-08	chr16	11348678	11348978	ENSG00000228152	protein_coding	AC_009121.3	-	11349337	11350010	downstream	1332	359	37	30	11
1.4619E-08	chr3	143691270	143691570	ENSG00000181744	protein_coding	C3orf58	+	143690640	143767561	inside	630	630	41	5	7
1.47527E-08	chr12	49523967	49524267	ENSG00000123416	protein_coding	TUBA1B	-	49521569	49525304	inside	1337	1037	60	8	11
1.47527E-08	chr12	57082199	57082499	ENSG00000110958	protein_coding	PTGES3	-	57057127	57082078	upstream	-121	121	63	21	16
1.47527E-08	chr2	224822000	224822300	ENSG00000135900	protein_coding	MRPL44	+	224822121	224832431	overlapStart	-121	121	50	14	16
1.48186E-08	chr3	13089051	13089351	ENSG00000231362	pseudogene	RP11-715I4.1	-	13094467	13094622	downstream	5571	5116	31	11	23
1.48528E-08	chr10	42596783	42597083	ENSG00000229485	pseudogene	AL031601.3	-	42644758	42644997	downstream	48214	47675	2	1	93
1.51138E-08	chr1	174968538	174968838	ENSG00000116161	protein_coding	CACYBP	+	174968300	174980851	inside	238	238	95	7	18
1.51346E-08	chr19	47852348	47852648	ENSG00000134815	protein_coding	DHX34	+	47852538	47889887	overlapStart	-190	110	30	12	6
1.51402E-08	chr19	42806730	42807030	ENSG00000079462	protein_coding	PAFAH1B3	-	42801185	42806723	upstream	-7	7	33	22	11
1.51659E-08	chr3	149530515	149530815	ENSG00000082996	protein_coding	RNF13	+	149530495	149679926	inside	20	20	49	9	14
1.52395E-08	chr6	158981097	158981397	ENSG00000146433	protein_coding	TMEM181	+	158957276	159056460	inside	23821	23821	37	8	6
1.52463E-08	chr3	48723063	48723363	ENSG00000213672	protein_coding	NCKIPSD	-	48701364	48723797	inside	734	434	44	17	10
1.52715E-08	chr10	120840160	120840460	ENSG00000107581	protein_coding	EIF3A	-	120794356	120840396	overlapStart	236	64	70	12	6
1.54907E-08	chr5	134181600	134181900	ENSG00000181904	protein_coding	C5orf24	+	134181370	134195427	inside	230	230	69	15	7
1.55612E-08	chr19	47221663	47221963	ENSG00000105287	protein_coding	PRKD2	-	47177574	47220384	upstream	-1279	1279	41	26	11
1.56762E-08	chr19	14530048	14530348	ENSG00000123136	protein_coding	DDX39	-	14519633	14530171	overlapStart	123	123	31	13	11
