AffyID	Gene Title	Gene Symbol	Alignments	Length
208756_at	eukaryotic translation initiation factor 3, subunit I	EIF3I	chr1:32460600-32469679 (+)	9079
212716_s_at	eukaryotic translation initiation factor 3, subunit K	EIF3K	chr19:43801723-43819432 (+)	17709
221494_x_at	eukaryotic translation initiation factor 3, subunit K	EIF3K	chr19:43801576-43819433 (+)	17857
202231_at	eukaryotic translation initiation factor 3, subunit M	EIF3M	chr11:32561959-32580587 (+)	18628
202232_s_at	eukaryotic translation initiation factor 3, subunit M	EIF3M	chr11:32561959-32580587 (+)	18628
200004_at	eukaryotic translation initiation factor 4 gamma, 2	EIF4G2	chr11:10775177-10787047 (-)	11870
217607_x_at	eukaryotic translation initiation factor 4 gamma, 2	EIF4G2	chr11:10785196-10785457 (-)	261
201935_s_at	eukaryotic translation initiation factor 4 gamma, 3	EIF4G3	chr1:21005371-21250076 (-)	244705
201530_x_at	eukaryotic translation initiation factor 4A, isoform 1	EIF4A1	chr12:51833308-51835071 (+)	1763
211787_s_at	eukaryotic translation initiation factor 4A, isoform 1	EIF4A1	chr12:51833317-51834681 (+)	1364
200912_s_at	eukaryotic translation initiation factor 4A, isoform 2	EIF4A2	chr3:187984078-187990377 (+)	6299
201303_at	eukaryotic translation initiation factor 4A, isoform 3	EIF4A3	chr17:75723651-75735533 (-)	11882
211937_at	eukaryotic translation initiation factor 4B	EIF4B	chr12:51686522-51721353 (+)	34831
211938_at	eukaryotic translation initiation factor 4B	EIF4B	chr12:51720452-51722260 (+)	1808
208769_at	eukaryotic translation initiation factor 4E binding protein 2	EIF4EBP2	chr10:71833887-71855027 (+)	21140
209393_s_at	eukaryotic translation initiation factor 4E family member 2	EIF4E2	chr2:233123649-233142163 (+)	18514
206621_s_at	eukaryotic translation initiation factor 4H	EIF4H	chr7:73226641-73249365 (+)	22724
208290_s_at	eukaryotic translation initiation factor 5	EIF5	chr14:102870327-102877441 (+)	7114
208705_s_at	eukaryotic translation initiation factor 5	EIF5	chr14:102870115-102881115 (+)	11000
208707_at	eukaryotic translation initiation factor 5	EIF5	chr14:102870115-102881115 (+)	11000
208708_x_at	eukaryotic translation initiation factor 5	EIF5	chr14:102870291-102877446 (+)	7155
201123_s_at	eukaryotic translation initiation factor 5A	EIF5A	chr10:80942383-80942926 (+)	543
201573_s_at	eukaryotic translation termination factor 1	ETF1	chr5:137871013-137906527 (-)	35514
201574_at	eukaryotic translation termination factor 1	ETF1	chr5:137869686-137906802 (-)	37116
202414_at	excision repair cross-complementing rodent repair deficiency, complementation group 5 (xeroderma pigmentosum, complementation group G (Cockayne syndrome))	ERCC5	chr13:102296420-102326346 (+)	29926
218748_s_at	exocyst complex component 5	EXOC5	chr14:56745058-56805307 (-)	60249
214507_s_at	exosome component 2	EXOSC2	chr9:132558981-132569048 (+)	10067
212627_s_at	exosome component 7	EXOSC7	chr3:44992725-45027967 (+)	35242
205061_s_at	exosome component 9	EXOSC9	chr4:122942197-122957516 (+)	15319
208775_at	exportin 1 (CRM1 homolog, yeast)	XPO1	chr2:61558604-61614543 (-)	55939
212166_at	exportin 7	XPO7	chr8:21833143-21920042 (+)	86899
221664_s_at	F11 receptor	F11R	chr1:159234514-159257549 (-)	23035
207547_s_at	family with sequence similarity 107, member A	FAM107A	chr3:58524886-58538531 (-)	13645
212979_s_at	family with sequence similarity 115, member A	FAM115A	chr7:143016296-143017781 (+)	1485
210529_s_at	family with sequence similarity 115, member A /// family with sequence similarity 115, member B	FAM115A /// FAM115B	chr7:143005251-143015027 (+)	9776
217966_s_at	family with sequence similarity 129, member A	FAM129A	chr1:183029674-183210267 (-)	180593
217967_s_at	family with sequence similarity 129, member A	FAM129A	chr1:183026790-183210305 (-)	183515
202972_s_at	family with sequence similarity 13, member A1	FAM13A1	chr4:89866133-89963404 (-)	97271
202973_x_at	family with sequence similarity 13, member A1	FAM13A1	chr4:89866533-89963404 (-)	96871
217047_s_at	family with sequence similarity 13, member A1	FAM13A1	chr4:89866651-89963375 (-)	96724
219602_s_at	family with sequence similarity 38, member B	FAM38B	chr18:10660863-10687814 (-)	26951
221766_s_at	family with sequence similarity 46, member A	FAM46A	chr6:82512165-82519210 (-)	7045
220306_at	family with sequence similarity 46, member C	FAM46C	chr1:117950194-117968929 (+)	18735
218549_s_at	family with sequence similarity 82, member B	FAM82B	chr8:87555453-87590037 (-)	34584
201275_at	farnesyl diphosphate synthase (farnesyl pyrophosphate synthetase, dimethylallyltranstransferase, geranyltranstransferase)	FDPS	chr1:153545378-153557080 (+)	11702
210950_s_at	farnesyl-diphosphate farnesyltransferase 1	FDFT1	chr8:11697681-11733585 (+)	35904
204781_s_at	Fas (TNF receptor superfamily, member 6)	FAS	chr10:90740393-90765510 (+)	25117
215719_x_at	Fas (TNF receptor superfamily, member 6)	FAS	chr10:90740588-90764321 (+)	23733
216252_x_at	Fas (TNF receptor superfamily, member 6)	FAS	chr10:90740821-90764187 (+)	23366
218080_x_at	Fas (TNFRSF6) associated factor 1	FAF1	chr1:50679532-51198120 (-)	518588
214285_at	fatty acid binding protein 3, muscle and heart (mammary-derived growth inhibitor)	FABP3	chr1:31610893-31618510 (-)	7617
203980_at	fatty acid binding protein 4, adipocyte	FABP4	chr8:82553480-82558004 (-)	4524
202345_s_at	fatty acid binding protein 5 (psoriasis-associated) /// similar to Fatty acid-binding protein, epidermal (E-FABP) (Psoriasis-associated fatty acid-binding protein homolog) (PA-FABP)	FABP5 /// LOC728641 /// LOC729163	chr13:51438833-51439477 (+)	644
208989_s_at	F-box and leucine-rich repeat protein 11	FBXL11	chr11:66772359-66781717 (+)	9358
209455_at	F-box and WD repeat domain containing 11	FBXW11	chr5:171221158-171366249 (-)	145091
209456_s_at	F-box and WD repeat domain containing 11	FBXW11	chr5:171223229-171366249 (-)	143020
218941_at	F-box and WD repeat domain containing 2	FBXW2	chr9:122566271-122595350 (-)	29079
218751_s_at	F-box and WD repeat domain containing 7	FBXW7	chr4:153463420-153493184 (-)	29764
222119_s_at	F-box protein 11	FBXO11	chr2:47887565-47899664 (-)	12099
218432_at	F-box protein 3	FBXO3	chr11:33719067-33752638 (-)	33571
210638_s_at	F-box protein 9	FBXO9	chr6:53043729-53070660 (+)	26931
212987_at	F-box protein 9	FBXO9	chr6:53038172-53072360 (+)	34188
203561_at	Fc fragment of IgG, low affinity IIa, receptor (CD32)	FCGR2A	chr1:159741884-159755891 (+)	14007
212367_at	fem-1 homolog b (C. elegans)	FEM1B	chr15:66357809-66375256 (+)	17447
212373_at	fem-1 homolog b (C. elegans)	FEM1B	chr15:66357809-66375256 (+)	17447
212374_at	fem-1 homolog b (C. elegans)	FEM1B	chr15:66357809-66375256 (+)	17447
201798_s_at	fer-1-like 3, myoferlin (C. elegans)	FER1L3	chr10:95056176-95232029 (-)	175853
216134_at	FERM domain containing 4B	FRMD4B	chr3:69307615-69445360 (+)	137745
201910_at	FERM, RhoGEF (ARHGEF) and pleckstrin domain protein 1 (chondrocyte-derived)	FARP1	chr13:97592838-97900024 (+)	307186
203647_s_at	ferredoxin 1	FDX1	chr11:109806031-109838647 (+)	32616
200748_s_at	ferritin, heavy polypeptide 1 /// ferritin, heavy polypeptide-like 11 /// ferritin, heavy polypeptide-like 16	FTH1 /// FTHL11 /// FTHL16	chr3:73060801-73061548 (+)	747
211628_x_at	ferritin, heavy polypeptide pseudogene 1	FTHP1	chr6:50987989-50989636 (-)	1647
211623_s_at	fibrillarin	FBL	chr19:45016937-45028830 (-)	11893
206404_at	fibroblast growth factor 9 (glia-activating factor)	FGF9	chr13:21143874-21174184 (+)	30310
203638_s_at	fibroblast growth factor receptor 2 (bacteria-expressed kinase, keratinocyte growth factor receptor, craniofacial dysostosis 1, Crouzon syndrome, Pfeiffer syndrome, Jackson-Weiss syndrome)	FGFR2	chr10:123227845-123347907 (-)	120062
203639_s_at	fibroblast growth factor receptor 2 (bacteria-expressed kinase, keratinocyte growth factor receptor, craniofacial dysostosis 1, Crouzon syndrome, Pfeiffer syndrome, Jackson-Weiss syndrome)	FGFR2	chr10:123229141-123347740 (-)	118599
208228_s_at	fibroblast growth factor receptor 2 (bacteria-expressed kinase, keratinocyte growth factor receptor, craniofacial dysostosis 1, Crouzon syndrome, Pfeiffer syndrome, Jackson-Weiss syndrome)	FGFR2	chr10:123228721-123347802 (-)	119081
211401_s_at	fibroblast growth factor receptor 2 (bacteria-expressed kinase, keratinocyte growth factor receptor, craniofacial dysostosis 1, Crouzon syndrome, Pfeiffer syndrome, Jackson-Weiss syndrome)	FGFR2	chr10:123233201-123347740 (-)	114539
210495_x_at	fibronectin 1	FN1	chr2:215933833-215948660 (-)	14827
211719_x_at	fibronectin 1	FN1	chrX:80824065-80824699 (+)	634
212464_s_at	fibronectin 1	FN1	chr2:215933832-216008690 (-)	74858
214701_s_at	fibronectin 1	FN1	chr2:215987628-216008897 (-)	21269
216442_x_at	fibronectin 1	FN1	chr2:215933833-215936012 (-)	2179
202304_at	fibronectin type III domain containing 3A	FNDC3A	chr13:48640641-48681729 (+)	41088
218618_s_at	fibronectin type III domain containing 3B	FNDC3B	chr3:173541594-173598160 (+)	56566
202994_s_at	fibulin 1	FBLN1	chr22:44277519-44375679 (+)	98160
203088_at	fibulin 5	FBLN5	chr14:91405820-91483494 (-)	77674
208614_s_at	filamin B, beta (actin binding protein 278)	FLNB	chr3:58129222-58132937 (+)	3715
200019_s_at	Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed	FAU	chr11:64644678-64646185 (-)	1507
219117_s_at	FK506 binding protein 11, 19 kDa	FKBP11	chr12:47602009-47605542 (-)	3533
210186_s_at	FK506 binding protein 1A, 12kDa	FKBP1A	chr20:1300425-1321673 (-)	21248
218003_s_at	FK506 binding protein 3, 25kDa	FKBP3	chr14:44654885-44673431 (-)	18546
204560_at	FK506 binding protein 5	FKBP5	chr6:35651422-35764692 (-)	113270
212169_at	FK506 binding protein 9, 63 kDa	FKBP9	chr7:32963582-33013064 (+)	49482
215300_s_at	flavin containing monooxygenase 5	FMO5	chr1:145146611-145163844 (-)	17233
219616_at	FLJ21963 protein	FLJ21963	chr12:79995988-80172990 (+)	177002
202419_at	follicular lymphoma variant translocation 1	FVT1	chr18:59148812-59185438 (-)	36626
208782_at	follistatin-like 1	FSTL1	chr3:121595816-121652515 (-)	56699
203734_at	forkhead box J2	FOXJ2	chr12:8077222-8099350 (+)	22128
205022_s_at	forkhead box N3	FOXN3	chr14:88697460-89155209 (-)	457749
202724_s_at	forkhead box O1	FOXO1	chr13:40027816-40138734 (-)	110918
204131_s_at	forkhead box O3	FOXO3	chr6:108988180-109108661 (+)	120481
204132_s_at	forkhead box O3	FOXO3	chr6:108988180-109107925 (+)	119745
215017_s_at	formin binding protein 1-like	FNBP1L	chr1:93789276-93792909 (+)	3633
212232_at	formin binding protein 4	FNBP4	chr11:47694648-47745454 (-)	50806
201539_s_at	four and a half LIM domains 1	FHL1	chrX:135116236-135119952 (+)	3716
210298_x_at	four and a half LIM domains 1	FHL1	chrX:135079778-135119850 (+)	40072
201635_s_at	fragile X mental retardation, autosomal homolog 1	FXR1	chr3:182113149-182177635 (+)	64486
204451_at	frizzled homolog 1 (Drosophila)	FZD1	chr7:90731718-90736068 (+)	4350
218665_at	frizzled homolog 4 (Drosophila)	FZD4	chr11:86334369-86344081 (-)	9712
221245_s_at	frizzled homolog 5 (Drosophila)	FZD5	chr2:208335580-208337660 (-)	2080
203705_s_at	frizzled homolog 7 (Drosophila)	FZD7	chr2:202607554-202611409 (+)	3855
209696_at	fructose-1,6-bisphosphatase 1	FBP1	chr9:96405455-96441419 (-)	35964
212546_s_at	FRY-like	FRYL	chr4:48194136-48241653 (-)	47517
204145_at	FSHD region gene 1	FRG1	chr20:28225517-28247671 (+)	22154
205324_s_at	FtsJ homolog 1 (E. coli)	FTSJ1	chrX:48219515-48229635 (+)	10120
202838_at	fucosidase, alpha-L- 1, tissue	FUCA1	chr1:24044188-24067360 (-)	23172
213594_x_at	FUS interacting protein (serine/arginine-rich) 1 /// similar to FUS interacting protein (serine-arginine rich) 1 /// similar to FUS-interacting serine-arginine-rich protein 1 (TLS-associated protein with Ser-Arg repeats) (TLS-associated protein with SR re	FUSIP1 /// LOC642558 /// LOC727922	chr1:24169453-24174108 (-)	4655
210178_x_at	FUS interacting protein (serine/arginine-rich) 1 /// similar to FUS-interacting serine-arginine-rich protein 1 (TLS-associated protein with Ser-Arg repeats) (TLS-associated protein with SR repeats) (TASR) (TLS-associated serine-arginine protein) (TLS-asso	FUSIP1 /// LOC727922	chr1:24166699-24179361 (-)	12662
200959_at	fusion (involved in t(12;16) in malignant liposarcoma)	FUS	chr16:31098959-31110424 (+)	11465
218204_s_at	FYVE and coiled-coil domain containing 1	FYCO1	chr3:45934399-46012304 (-)	77905
219901_at	FYVE, RhoGEF and PH domain containing 6	FGD6	chr12:93998913-94052735 (-)	53822
211979_at	G protein-coupled receptor 107	GPR107	chr9:131855872-131942264 (+)	86392
221814_at	G protein-coupled receptor 124	GPR124	chr8:37807397-37821375 (+)	13978
204137_at	G protein-coupled receptor 137B	GPR137B	chr1:234372496-234438829 (+)	66333
204982_at	G protein-coupled receptor kinase interactor 2	GIT2	chr12:108870251-108918524 (-)	48273
201912_s_at	G1 to S phase transition 1	GSPT1	chr16:11874039-11917309 (-)	43270
214430_at	galactosidase, alpha	GLA	chrX:100539446-100549607 (-)	10161
204417_at	galactosylceramidase	GALC	chr14:87469112-87529596 (-)	60484
211810_s_at	galactosylceramidase	GALC	chr14:87499412-87529251 (-)	29839
219998_at	galectin-related protein	HSPC159	chr2:64535165-64539296 (+)	4131
201667_at	gap junction protein, alpha 1, 43kDa	GJA1	chr6:121798486-121812571 (+)	14085
208460_at	gap junction protein, alpha 7, 45kDa	GJA7	chr17:40237520-40238711 (-)	1191
200008_s_at	GDP dissociation inhibitor 2	GDI2	chr1:72512821-72513419 (+)	598
200009_at	GDP dissociation inhibitor 2	GDI2	chr10:5847191-5895379 (-)	48188
200696_s_at	gelsolin (amyloidosis, Finnish type)	GSN	chr9:123101945-123134941 (+)	32996
213685_at	Gene from PAC 886K2, chromosome 1	---	chr1:23959368-23971507 (-)	12139
201065_s_at	general transcription factor II, i /// general transcription factor II, i, pseudogene 1 /// similar to general transcription factor II, i isoform 1 /// general transcription factor II, i, pseudogene	GTF2I /// GTF2IP1 /// LOC100093631 /// LOC732437	chr7:73741392-73812225 (+)	70833
208066_s_at	general transcription factor IIB	GTF2B	chr1:89091204-89129808 (-)	38604
201338_x_at	general transcription factor IIIA	GTF3A	chr13:26896680-26907823 (+)	11143
215091_s_at	general transcription factor IIIA	GTF3A	chr13:26896759-26907832 (+)	11073
219970_at	GIPC PDZ domain containing family, member 2	GIPC2	chr1:78318957-78375514 (+)	56557
204222_s_at	GLI pathogenesis-related 1 (glioma)	GLIPR1	chr12:74160800-74179158 (+)	18358
202543_s_at	glia maturation factor, beta	GMFB	chr14:54013613-54025448 (-)	11835
204220_at	glia maturation factor, gamma	GMFG	chr19:44510841-44518460 (-)	7619
202046_s_at	glucocorticoid receptor DNA binding factor 1	GRLF1	chr19:52114899-52195639 (+)	80740
202605_at	glucuronidase, beta	GUSB	chr7:65063109-65084631 (-)	21522
206565_x_at	glucuronidase, beta pseudogene	SMA4	chr5:69206736-69247838 (+)	41102
215043_s_at	glucuronidase, beta pseudogene	SMA4 /// SMA5	chr5:69206736-70122889 (+)	916153
200946_x_at	glutamate dehydrogenase 1	GLUD1	chrX:120009013-120012140 (+)	3127
200947_s_at	glutamate dehydrogenase 1	GLUD1	chrX:120009122-120012140 (+)	3018
215794_x_at	glutamate dehydrogenase 2	GLUD2	chrX:120009219-120010896 (+)	1677
212244_at	glutamate receptor, ionotropic, N-methyl D-aspartate-like 1A /// GRINL1A combined protein	Gcom1 /// GRINL1A	chr15:55786202-55796988 (+)	10786
200648_s_at	glutamate-ammonia ligase (glutamine synthetase)	GLUL	chr1:180620038-180627473 (-)	7435
217202_s_at	glutamate-ammonia ligase (glutamine synthetase)	GLUL	chr9:34907171-34908072 (+)	901
200708_at	glutamic-oxaloacetic transaminase 2, mitochondrial (aspartate aminotransferase 2)	GOT2	chr16:57298537-57325641 (-)	27104
203157_s_at	glutaminase	GLS	chr2:191453805-191537895 (+)	84090
203158_s_at	glutaminase	GLS	chr2:191493964-191536218 (+)	42254
202721_s_at	glutamine-fructose-6-phosphate transaminase 1	GFPT1	chr2:69405588-69467829 (-)	62241
209174_s_at	glutamine-rich 1	QRICH1	chr3:49042196-49089371 (-)	47175
217846_at	glutaminyl-tRNA synthetase	QARS	chr3:49108369-49117175 (-)	8806
204845_s_at	glutamyl aminopeptidase (aminopeptidase A)	ENPEP	chr4:111616935-111702206 (+)	85271
200842_s_at	glutamyl-prolyl-tRNA synthetase	EPRS	chr1:218208564-218286495 (-)	77931
202967_at	glutathione S-transferase A4	GSTA4	chr6:52950709-52968058 (-)	17349
201470_at	glutathione S-transferase omega 1	GSTO1	chr10:106004667-106017199 (+)	12532
200824_at	glutathione S-transferase pi	GSTP1	chr11:67107861-67110699 (+)	2838
215975_x_at	glycerol kinase	GK	chr4:166418706-166420019 (+)	1313
215977_x_at	glycerol kinase	GK	chrX:30596125-30652196 (+)	56071
212510_at	glycerol-3-phosphate dehydrogenase 1-like	GPD1L	chr3:32123026-32185205 (+)	62179
210007_s_at	glycerol-3-phosphate dehydrogenase 2 (mitochondrial)	GPD2	chr2:157000467-157148018 (+)	147551
201956_s_at	glyceronephosphate O-acyltransferase	GNPAT	chr1:229443604-229480157 (+)	36553
213133_s_at	glycine cleavage system protein H (aminomethyl carrier) /// similar to Glycine cleavage system H protein, mitochondrial precursor	GCSH /// LOC730107	chr5:26706346-26706971 (+)	625
201141_at	glycoprotein (transmembrane) nmb	GPNMB	chr7:23252910-23281250 (+)	28340
218147_s_at	glycosyltransferase 8 domain containing 1	GLT8D1	chr3:52703544-52714584 (-)	11040
208693_s_at	glycyl-tRNA synthetase	GARS	chr7:30601038-30640040 (+)	39002
209092_s_at	glyoxalase domain containing 4	GLOD4	chr17:609443-632265 (-)	22822
200681_at	glyoxalase I	GLO1	chr6:38751697-38778895 (-)	27198
209220_at	glypican 3	GPC3	chrX:132497577-132947293 (-)	449716
204983_s_at	glypican 4	GPC4	chrX:132264421-132376776 (-)	112355
204984_at	glypican 4	GPC4	chrX:132262729-132376871 (-)	114142
212737_at	GM2 ganglioside activator	GM2A	chr5:150627933-150629711 (+)	1778
35820_at	GM2 ganglioside activator	GM2A	chr5:150612880-150628997 (+)	16117
200780_x_at	GNAS complex locus	GNAS	chr20:56900129-56919640 (+)	19511
200981_x_at	GNAS complex locus	GNAS	chr20:56848189-56919640 (+)	71451
211858_x_at	GNAS complex locus	GNAS	chr20:56900176-56919279 (+)	19103
212273_x_at	GNAS complex locus	GNAS	chr20:56918137-56919642 (+)	1505
214548_x_at	GNAS complex locus	GNAS	chr20:56900176-56919455 (+)	19279
214730_s_at	golgi apparatus protein 1	GLG1	chr16:73043356-73095146 (-)	51790
208913_at	golgi associated, gamma adaptin ear containing, ARF binding protein 2	GGA2	chr16:23382871-23429299 (-)	46428
213772_s_at	golgi associated, gamma adaptin ear containing, ARF binding protein 2	GGA2	chr16:23385156-23386055 (-)	899
214190_x_at	golgi associated, gamma adaptin ear containing, ARF binding protein 2	GGA2	chr16:23410497-23429259 (-)	18762
202106_at	golgi autoantigen, golgin subfamily a, 3	GOLGA3	chr12:131855571-131915071 (-)	59500
201567_s_at	golgi autoantigen, golgin subfamily a, 4	GOLGA4	chr3:37259777-37383240 (+)	123463
204324_s_at	golgi integral membrane protein 4	GOLIM4	chr3:169210347-169295780 (-)	85433
217771_at	golgi membrane protein 1	GOLM1	chr9:87830881-87904271 (-)	73390
208842_s_at	golgi reassembly stacking protein 2, 55kDa	GORASP2	chr2:171493956-171531891 (+)	37935
221922_at	G-protein signaling modulator 2 (AGS3-like, C. elegans)	GPSM2	chr1:109273883-109274737 (+)	854
201501_s_at	G-rich RNA sequence binding factor 1	GRSF1	chr4:71904113-71924461 (-)	20348
201520_s_at	G-rich RNA sequence binding factor 1	GRSF1	chr4:71904115-71924461 (-)	20346
209304_x_at	growth arrest and DNA-damage-inducible, beta	GADD45B	chr19:2427134-2429257 (+)	2123
209248_at	growth hormone inducible transmembrane protein	GHITM	chr10:85889254-85902907 (+)	13653
212432_at	GrpE-like 1, mitochondrial (E. coli)	GRPEL1	chr4:7111524-7120709 (-)	9185
218239_s_at	GTP binding protein 4	GTPBP4	chr10:1024396-1053629 (+)	29233
204472_at	GTP binding protein overexpressed in skeletal muscle	GEM	chr8:95330661-95343697 (-)	13036
206383_s_at	GTPase activating protein (SH3 domain) binding protein 2	G3BP2	chr4:76789349-76817583 (-)	28234
208841_s_at	GTPase activating protein (SH3 domain) binding protein 2	G3BP2	chr4:76786994-76817322 (-)	30328
212802_s_at	GTPase activating protein and VPS9 domains 1	GAPVD1	chr9:127123617-127167106 (+)	43489
220577_at	GTPase, very large interferon inducible 1	GVIN1	chr11:6692146-6694271 (-)	2125
214431_at	guanine monphosphate synthetase	GMPS	chr3:157071080-157138196 (+)	67116
200745_s_at	guanine nucleotide binding protein (G protein), beta polypeptide 1	GNB1	chr1:1706584-1812384 (-)	105800
200651_at	guanine nucleotide binding protein (G protein), beta polypeptide 2-like 1	GNB2L1	chr5:180596556-180603502 (-)	6946
204115_at	guanine nucleotide binding protein (G protein), gamma 11	GNG11	chr7:93389294-93393757 (+)	4463
211426_x_at	guanine nucleotide binding protein (G protein), q polypeptide	GNAQ	chr2:131896083-131898950 (-)	2867
217850_at	guanine nucleotide binding protein-like 3 (nucleolar)	GNL3	chr3:52694975-52703548 (+)	8573
217990_at	guanosine monophosphate reductase 2	GMPR2	chr14:23772291-23778149 (+)	5858
202269_x_at	guanylate binding protein 1, interferon-inducible, 67kDa	GBP1	chr1:89291466-89303631 (-)	12165
221942_s_at	guanylate cyclase 1, soluble, alpha 3	GUCY1A3	chr4:156857818-156872180 (+)	14362
211555_s_at	guanylate cyclase 1, soluble, beta 3	GUCY1B3	chr4:156899691-156947150 (+)	47459
202487_s_at	H2A histone family, member V	H2AFV	chr15:91077873-91078449 (-)	576
212206_s_at	H2A histone family, member V	H2AFV	chr7:44832912-44837336 (-)	4424
200853_at	H2A histone family, member Z	H2AFZ	chr4:101088265-101090454 (-)	2189
208755_x_at	H3 histone, family 3A /// H3 histone, family 3A pseudogene	H3F3A /// LOC440926	chr1:224317041-224326326 (+)	9285
211940_x_at	H3 histone, family 3A /// H3 histone, family 3A pseudogene /// similar to H3 histone, family 3B	H3F3A /// LOC440926 /// LOC644914 /// LOC730740	chr1:224317050-224326325 (+)	9275
213828_x_at	H3 histone, family 3A /// H3 histone, family 3A pseudogene /// similar to H3 histone, family 3B	H3F3A /// LOC440926 /// LOC644914 /// LOC730740	chr1:224317053-224325835 (+)	8782
209069_s_at	H3 histone, family 3B (H3.3B)	H3F3B	chr12:31835615-31836484 (-)	869
211997_x_at	H3 histone, family 3B (H3.3B)	H3F3B	chr12:31834802-31836462 (-)	1660
211998_at	H3 histone, family 3B (H3.3B)	H3F3B	chr12:31834802-31836462 (-)	1660
211999_at	H3 histone, family 3B (H3.3B)	H3F3B	chr12:31834802-31836462 (-)	1660
209315_at	HBS1-like (S. cerevisiae)	HBS1L	chr6:135323940-135418041 (-)	94101
201145_at	HCLS1 associated protein X-1	HAX1	chr1:152511662-152514973 (+)	3311
203259_s_at	HD domain containing 2	HDDC2	chr6:125638730-125664916 (-)	26186
218603_at	headcase homolog (Drosophila)	HECA	chr6:139497941-139543630 (+)	45689
206976_s_at	heat shock 105kDa/110kDa protein 1	HSPH1	chr13:30608764-30634032 (-)	25268
208744_x_at	heat shock 105kDa/110kDa protein 1	HSPH1	chr13:30608761-30634116 (-)	25355
205133_s_at	heat shock 10kDa protein 1 (chaperonin 10)	HSPE1	chr15:88978920-88979453 (+)	533
200806_s_at	heat shock 60kDa protein 1 (chaperonin)	HSPD1	chr12:55190991-55193241 (+)	2250
200807_s_at	heat shock 60kDa protein 1 (chaperonin)	HSPD1	chr12:55191027-55193230 (+)	2203
219212_at	heat shock 70kDa protein 14	HSPA14	chr10:14920345-14953744 (+)	33399
200800_s_at	heat shock 70kDa protein 1A /// heat shock 70kDa protein 1B	HSPA1A /// HSPA1B	chr6:31891315-31893702 (+)	2387
208815_x_at	heat shock 70kDa protein 4	HSPA4	chr5:132415568-132468065 (+)	52497
211015_s_at	heat shock 70kDa protein 4	HSPA4	chr5:132415774-132467533 (+)	51759
211936_at	heat shock 70kDa protein 5 (glucose-regulated protein, 78kDa)	HSPA5	chr9:127038344-127043444 (-)	5100
208687_x_at	heat shock 70kDa protein 8 /// similar to heat shock protein 8	HSPA8 /// LOC402143	chr12:4076841-4079030 (+)	2189
210338_s_at	heat shock 70kDa protein 8 /// similar to heat shock protein 8	HSPA8 /// LOC402143	chr12:4076841-4078962 (+)	2121
221891_x_at	heat shock 70kDa protein 8 /// similar to heat shock protein 8	HSPA8 /// LOC402143	chr7:10459207-10459645 (+)	438
200691_s_at	heat shock 70kDa protein 9 (mortalin)	HSPA9	chr2:222534659-222537411 (+)	2752
200692_s_at	heat shock 70kDa protein 9 (mortalin)	HSPA9	chr2:222534672-222536793 (+)	2121
200942_s_at	heat shock factor binding protein 1	HSBP1	chr16:82399128-82402773 (+)	3645
210211_s_at	heat shock protein 90kDa alpha (cytosolic), class A member 1	HSP90AA1	chr11:27866300-27868487 (-)	2187
211968_s_at	heat shock protein 90kDa alpha (cytosolic), class A member 1	HSP90AA1	chr11:27866278-27869215 (-)	2937
211969_at	heat shock protein 90kDa alpha (cytosolic), class A member 1	HSP90AA1	chr11:27866278-27869215 (-)	2937
200064_at	heat shock protein 90kDa alpha (cytosolic), class B member 1	HSP90AB1	chr4:89032294-89034297 (+)	2003
214359_s_at	heat shock protein 90kDa alpha (cytosolic), class B member 1	HSP90AB1	chr6:44327296-44329600 (+)	2304
200598_s_at	heat shock protein 90kDa beta (Grp94), member 1	HSP90B1	chr12:102848289-102865834 (+)	17545
200599_s_at	heat shock protein 90kDa beta (Grp94), member 1	HSP90B1	chr12:102848318-102865833 (+)	17515
218306_s_at	hect (homologous to the E6-AP (UBE3A) carboxyl terminus) domain and RCC1 (CHC1)-like domain (RLD) 1	HERC1	chr15:61687870-61913141 (-)	225271
219352_at	hect domain and RLD 6	HERC6	chr4:89564050-89583271 (+)	19221
208598_s_at	HECT, UBA and WWE domain containing 1	HUWE1	chrX:53576994-53580274 (-)	3280
212822_at	HEG homolog 1 (zebrafish)	HEG1	chr3:126169010-126215101 (-)	46091
213069_at	HEG homolog 1 (zebrafish)	HEG1	chr3:126167245-126168948 (-)	1703
216031_x_at	hematological and neurological expressed 1-like	HN1L	chr16:1668305-1687863 (+)	19558
218450_at	heme binding protein 1	HEBP1	chr12:13019077-13044393 (-)	25316
209116_x_at	hemoglobin, beta	HBB	chr11:5203379-5204807 (-)	1428
211696_x_at	hemoglobin, beta	HBB	chr11:5203301-5204862 (-)	1561
217232_x_at	hemoglobin, beta	HBB	chr11:5203403-5204853 (-)	1450
38037_at	heparin-binding EGF-like growth factor	HBEGF	chr5:139692611-139706317 (-)	13706
204753_s_at	hepatic leukemia factor	HLF	chr17:50697398-50757424 (+)	60026
204755_x_at	hepatic leukemia factor	HLF	chr17:50697525-50755887 (+)	58362
202299_s_at	hepatitis B virus x interacting protein	HBXIP	chr1:110745401-110751820 (-)	6419
202300_at	hepatitis B virus x interacting protein	HBXIP	chr1:110745401-110751820 (-)	6419
209961_s_at	hepatocyte growth factor (hepapoietin A; scatter factor)	HGF	chr7:81169785-81237295 (-)	67510
