ProbeName	p-value	FCAbsolute	regulation	[Control](raw)	[DMH](raw)	[Control](normalized)	[DMH](normalized)	GenbankAccession	GenomicCoordinates	GeneSymbol	Description	UniGeneID	EntrezGeneID	EnsemblID	TIGRID
A_51_P472829	0.000130885	6.2493396	up	33.022404	418.09232	-0.1967063	2.4469974	NM_145144	chr2:31828806-31828865	Aif1l	Mus musculus allograft inflammatory factor 1-like (Aif1l), mRNA [NM_145144]	Mm.24838	108897	ENSMUST00000001920	TC1575594
A_51_P455897	0.000169892	3.9293277	up	60.385647	480.56726	0.67285043	2.6471329	NM_144526	chr11:71860513-71860572	Fam64a	Mus musculus family with sequence similarity 64, member A (Fam64a), mRNA [NM_144526]	Mm.33118	109212	ENSMUST00000021164	TC1575743
A_51_P255365	0.001647738	3.6995792	up	42.8977	324.3138	0.19386928	2.0812304	NM_007709	chrX:99442948-99442889	Cited1	Mus musculus Cbp/p300-interacting transactivator with Glu/Asp-rich carboxy-terminal domain 1 (Cited1), mRNA [NM_007709]	Mm.2390	12705	ENSMUST00000101336	TC1591415
A_52_P233342	0.032498885	2.1194	up	288.52307	1246.5631	2.9210215	4.0046773	NM_001024134	chr17:36997849-36997790	Trim15	Mus musculus tripartite motif-containing 15 (Trim15), transcript variant 2, mRNA [NM_001024134]	Mm.307027	69097	ENSMUST00000025329	NP_745917
A_51_P429308	0.023297003	2.3552368	up	44.69815	211.58485	0.2278115	1.4636835	NM_001081324	chr8:88161567-88161508	Neto2	Mus musculus neuropilin (NRP) and tolloid (TLL)-like 2 (Neto2), mRNA [NM_001081324]	Mm.126079	74513	ENSMUST00000109686	TC1597832
A_51_P331841	0.007699544	1.6980009	down	27.206255	32.575596	-0.4749713	-1.2388085	NM_175369	chr14:77492685-77511264	Ccdc122	Mus musculus coiled-coil domain containing 122 (Ccdc122), mRNA [NM_175369]	Mm.102168	108811	ENSMUST00000048208	TC1588058
A_52_P670978	0.029491257	2.836561	up	38.82113	202.36891	-0.10617129	1.3979716	NM_025998	chr4:130169072-130169131	Nkain1	Mus musculus Na+/K+ transporting ATPase interacting 1 (Nkain1), mRNA [NM_025998]	Mm.458193	67149		TC1700968
A_51_P137433	0.06170451	1.9232728	up	301.06873	1159.797	2.9727726	3.916336	XM_001472966	chr17:34012796-34012737		Kinesin-like protein KIFC1  [Source:UniProtKB/Swiss-Prot;Acc:Q9QWT9] [ENSMUST00000114364]	Mm.335713		ENSMUST00000114364	NP_378915
A_51_P273667	0.000267114	4.194588	up	112.5106	952.67554	1.56485	3.633379	NM_011441	chr1:4481949-4481890	Sox17	Mus musculus SRY-box containing gene 17 (Sox17), mRNA [NM_011441]	Mm.279103	20671	ENSMUST00000116652	TC1595463
A_52_P499499	0.002041283	3.723667	up	21.137709	154.52406	-0.88543916	1.0112848	NM_029021	chr2:165221118-165221059	4833422F24Rik	Mus musculus RIKEN cDNA 4833422F24 gene (4833422F24Rik), mRNA [NM_029021]	Mm.72179	74614	ENSMUST00000029213	TC1587370
A_52_P302433	4.20E-05	17.20137	up	24.88133	883.26166	-0.5801808	3.5242708	NM_008873	chr14:21662242-21662301	Plau	Mus musculus plasminogen activator, urokinase (Plau), mRNA [NM_008873]	Mm.4183	18792	ENSMUST00000022368	TC1587755
A_51_P421418	0.0510387	2.0720294	down	73.6809	71.07966	0.9386824	-0.112362064	NM_008293	chr3:98656389-98656330	Hsd3b1	Mus musculus hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1 (Hsd3b1), mRNA [NM_008293]	Mm.140811	15492	ENSMUST00000107016	TC1578530
A_51_P282930	0.000631661	4.074764	down	2312.8445	1142.8668	5.9210362	3.8943198	NM_011281	chr3:94201609-94201668	Rorc	Mus musculus RAR-related orphan receptor gamma (Rorc), mRNA [NM_011281]	Mm.4372	19885	ENSMUST00000029795	TC1582154
A_52_P631015	0.005187707	1.9058412	up	83.72473	322.76453	1.1408762	2.071304	NM_023794	chr16:22382436-22382377	Etv5	Mus musculus ets variant gene 5 (Etv5), mRNA [NM_023794]	Mm.155708	104156	ENSMUST00000062640	TC1635304
A_52_P508991	0.001044683	3.1251767	down	168.85393	108.18573	2.1405303	0.49659267	NM_010231	chr1:164760096-164760037	Fmo1	Mus musculus flavin containing monooxygenase 1 (Fmo1), mRNA [NM_010231]	Mm.976	14261	ENSMUST00000046049	TC1577214
A_52_P707683	0.04545873	2.591563	down	58.728565	45.56923	0.59115154	-0.782671	AK087612	chr3:24440310-24440251		Mus musculus 2 days pregnant adult female oviduct cDNA, RIKEN full-length enriched library, clone:E230024J12 product:unclassifiable, full insert sequence. [AK087612]
A_51_P402225	0.019677283	3.055355	up	174.4366	988.72296	2.0779407	3.6892807	NM_001081169	chr12:113364874-113364933	Aspg	Mus musculus asparaginase homolog (S. cerevisiae) (Aspg), mRNA [NM_001081169]	Mm.77133	104816	ENSMUST00000079400	TC1602274
A_51_P111492	0.000148313	4.5122843	up	59.38289	553.29156	0.6744315	2.8482895	NM_017373	chr13:53062928-53062869	Nfil3	Mus musculus nuclear factor, interleukin 3, regulated (Nfil3), mRNA [NM_017373]	Mm.136604	18030	ENSMUST00000071065	TC1582388
A_51_P494655	0.02283722	2.3379812	up	62.549397	280.75217	0.64652556	1.871789	NM_001080940	chr9:21641539-21641598	Gm6484	Mus musculus predicted gene 6484 (Gm6484), mRNA [NM_001080940]	Mm.440264	624219	ENSMUST00000058777	TC1601966
A_52_P131548	0.002336221	3.9251406	up	47.952908	367.58237	0.2872418	2.2599862	NM_010590	chr14:55186871-55186812	Jub	Mus musculus ajuba (Jub), mRNA [NM_010590]	Mm.100253	16475	ENSMUST00000054487	TC1593184
A_52_P392229	0.0281789	2.5382502	down	81.09531	65.26033	1.0835466	-0.2602876	AK039635	chr1:107253433-107253492	Rnf152	Mus musculus adult male spinal cord cDNA, RIKEN full-length enriched library, clone:A330076C18 product:unclassifiable, full insert sequence. [AK039635]	Mm.321153	320311
A_51_P461902	0.055762198	7.934259	up	532.16	5445.15	3.162142	6.1502376	L22886			Mus musculus rearranged IgH mRNA, V-region, cell line Cyd-1. [L22886]	Mm.474964			NP_058619
A_52_P538084	0.05343809	3.107124	up	37.432243	221.03912	-0.18897851	1.4466013	Z25442	chr6:67560270-67560329		M.musculus immunoglobulin kappa light chain (DBA/1) gene, v region. [Z25442]	Mm.333124		ENSMUST00000103303	NP_052023
A_52_P565106	0.062920906	8.7825365	up	429.136	4565.1626	2.7568595	5.891497		chr12:117158532-117158473
A_51_P442889	0.0739289	3.3191783	up	228.6787	1232.8071	2.2746441	4.0054703	XM_916675	chr12:116481122-116481063	LOC639988	PREDICTED: Mus musculus similar to immunoglobulin gamma-chain (LOC639988), mRNA [XM_916675]	Mm.474964	639988		NP_058966
A_51_P415395	0.00438181	2.8616953	up	428.34207	2437.0847	3.4704418	4.987312	NM_001081314	chr9:67608565-67608624	C2cd4b	Mus musculus C2 calcium-dependent domain containing 4B (C2cd4b), mRNA [NM_001081314]	Mm.105353	75697	ENSMUST00000068526	TC1584156
A_52_P376574	0.009483668	3.3015015	up	406.63095	2564.912	3.3328664	5.055989	NM_011048	chr7:73195129-73195188	Pcsk6	Mus musculus proprotein convertase subtilisin/kexin type 6 (Pcsk6), mRNA [NM_011048]	Mm.294007	18553	ENSMUST00000055576	TC1598112
A_51_P331059	0.003836253	2.0012374	up	87.6936	364.7632	1.2443439	2.2452362	NM_031374	chr8:34692726-34692785	Tex15	Mus musculus testis expressed gene 15 (Tex15), mRNA [NM_031374]	Mm.280624	104271	ENSMUST00000009772	TC1619305
A_51_P108923	0.078188084	1.820686	down	42.06401	46.985493	0.14350764	-0.72097445	AK035046	chr16:52424882-52424823		Mus musculus 12 days embryo embryonic body between diaphragm region and neck cDNA, RIKEN full-length enriched library, clone:9430078N17 product:unclassifiable, full insert sequence. [AK035046]
A_52_P471282	0.002430482	10.132142	down	416.92563	91.07897	3.4619725	0.121105194	NM_144878	chr1:164724168-164724109	Fmo4	Mus musculus flavin containing monooxygenase 4 (Fmo4), mRNA [NM_144878]	Mm.155164	226564	ENSMUST00000111525	TC1590838
A_51_P203148	0.040173024	10.026625	up	244.95032	3193.1191	2.0523987	5.378163	AB017433	chr12:117107033-117106984		Mus musculus mRNA for anti-IL-18 IgG heavy chain, clone 125-2H, partial cds. [AB017433]	Mm.474964			NP_165221
A_51_P205209	0.001591285	2.0616605	up	76.29839	324.29587	1.0285144	2.0723212	NM_018729	chr1:173513231-173513290	Cd244	Mus musculus CD244 natural killer cell receptor 2B4 (Cd244), mRNA [NM_018729]	Mm.2299	18106	ENSMUST00000004829	NP_714008
A_52_P496956	1.15E-05	3.8501556	up	68.63471	544.0538	0.87975883	2.8246756	NM_053178	chr9:54453069-54453010	Acsbg1	Mus musculus acyl-CoA synthetase bubblegum family member 1 (Acsbg1), mRNA [NM_053178]	Mm.20592	94180	ENSMUST00000034822	TC1572411
A_51_P319917	6.44E-05	5.224871	up	163.87723	1746.9471	2.1214123	4.506808	NM_007403	chr7:147164987-147164928	Adam8	Mus musculus a disintegrin and metallopeptidase domain 8 (Adam8), mRNA [NM_007403]	Mm.15969	11501	ENSMUST00000106070	TC1573387
A_51_P429212	0.05156872	2.3235974	up	28.601952	121.45388	-0.5533045	0.6630557	NM_028749	chr1:155356265-155350652	Npl	Mus musculus N-acetylneuraminate pyruvate lyase (Npl), mRNA [NM_028749]	Mm.24887	74091	ENSMUST00000041874	TC1578705
A_51_P252157	0.000278504	4.576376	up	68.5731	642.7853	0.8596657	3.0538712	NM_011623	chr11:98858058-98857244	Top2a	Mus musculus topoisomerase (DNA) II alpha (Top2a), mRNA [NM_011623]	Mm.4237	21973	ENSMUST00000068031	TC1573332
A_52_P500027	0.004486132	1.99105	up	93.33197	389.29312	1.3356825	2.329212	NM_017373	chr13:53062644-53062585	Nfil3	Mus musculus nuclear factor, interleukin 3, regulated (Nfil3), mRNA [NM_017373]	Mm.136604	18030	ENSMUST00000071065	TC1582388
A_52_P1020291	0.002114627	4.5985293	down	182.30516	83.27535	2.286245	0.08507252	AK037633	chrX:83012449-83012390	Gyk	Mus musculus 16 days neonate thymus cDNA, RIKEN full-length enriched library, clone:A130030N17 product:unclassifiable, full insert sequence. [AK037633]	Mm.246682	14933
A_51_P474459	0.019404305	2.1604002	up	929.44965	3949.081	4.573405	5.6847034	NM_007707	chr11:117827539-117827480	Socs3	Mus musculus suppressor of cytokine signaling 3 (Socs3), mRNA [NM_007707]	Mm.3468	12702	ENSMUST00000054002	TC1768013
A_51_P110455	0.008546272	2.1519034	up	2503.687	11085.503	6.0692086	7.174822	NM_013559	chr5:150419485-150419426	Hsph1	Mus musculus heat shock 105kDa/110kDa protein 1 (Hsph1), mRNA [NM_013559]	Mm.270681	15505	ENSMUST00000110499	TC1595034
A_51_P470475	0.03822337	2.6602337	up	128.75485	664.22455	1.700751	3.112304	NR_029414	chr15:63756833-63756892	Gsdmcl-ps	Mus musculus gasdermin C-like, pseudogene (Gsdmcl-ps), non-coding RNA [NR_029414]	Mm.390801	74460		TC1600140
A_52_P250865	0.020977277	1.5303886	up	201.34209	630.036	2.4168808	3.030779	CJ243128	chr14:29340427-29340486	Wnt5a	wingless-related MMTV integration site 5A Gene [Source:MGI Symbol;Acc:MGI:98958] [ENSMUST00000063465]	Mm.417479	22418	ENSMUST00000063465
A_51_P249777	0.003555141	3.2648797	up	19.699846	126.03403	-0.99202603	0.7150038	NM_033509	chr1:173934809-173934750	Vangl2	Mus musculus vang-like 2 (van gogh, Drosophila) (Vangl2), mRNA [NM_033509]	Mm.36148	93840	ENSMUST00000111264	TC1581684
A_51_P231820	0.023291178	1.8910844	up	37.727345	143.45306	-0.030928453	0.88828534	NM_175219	chr1:85243367-85243308	C130026I21Rik	Mus musculus RIKEN cDNA C130026I21 gene (C130026I21Rik), transcript variant 1, mRNA [NM_175219]	Mm.458470	620078	ENSMUST00000093506	TC1592629
A_52_P520466	0.001758666	2.3828852	up	35.839226	178.82953	-0.04569435	1.2070152	NM_197959	chr11:102767305-102767246	Kif18b	Mus musculus kinesin family member 18B (Kif18b), mRNA [NM_197959]	Mm.32084	70218	ENSMUST00000021311	TC1578930
A_52_P493925	2.05E-05	10.6978245	up	55.399067	1214.7045	0.567157	3.9864025	NM_027280	chr8:91116416-91116475	Nkd1	Mus musculus naked cuticle 1 homolog (Drosophila) (Nkd1), transcript variant 1, mRNA [NM_027280]	Mm.30219	93960		TC1617928
A_51_P407053	8.56E-05	6.098845	up	24.828257	306.1125	-0.61203986	1.9964962	NM_009851	chr2:102674479-102674420	Cd44	Mus musculus CD44 antigen (Cd44), transcript variant 1, mRNA [NM_009851]	Mm.423621	12505	ENSMUST00000111189	TC1660204
A_51_P131315	0.04709807	2.1103516	down	127.77988	114.81246	1.6571422	0.5796587	NM_027997	chr12:105235210-105235151	Serpina9	Mus musculus serine (or cysteine) peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 9 (Serpina9), mRNA [NM_027997]	Mm.326723	71907	ENSMUST00000058464	TC1589032
A_51_P123630	0.011535197	2.666871	up	39.4984	212.76591	0.048047066	1.4631952	L38281	chr14:103455191-103455251	Irg1	Mus musculus immune-responsive gene 1 (Irg1) mRNA, 3 end of cds. [L38281]	Mm.4662	16365
A_51_P493234	0.007378961	4.8361773	up	103.24006	918.37494	1.3061768	3.580044	NM_007752	chr3:19889075-19889134	Cp	Mus musculus ceruloplasmin (Cp), transcript variant 2, mRNA [NM_007752]	Mm.13787	12870	ENSMUST00000108327	TC1709404
A_51_P328333	4.06E-05	5.970486	up	34.268116	416.1146	-0.13800557	2.439843	NM_007634	chr17:24360856-24360797	Ccnf	Mus musculus cyclin F (Ccnf), mRNA [NM_007634]	Mm.77695	12449	ENSMUST00000115390	TC1595326
A_51_P203182	0.000120934	5.472043	up	46.444653	511.99252	0.28742728	2.7395067	NM_138310	chr7:133732372-133732431	Apob48r	Mus musculus apolipoprotein B48 receptor (Apob48r), mRNA [NM_138310]	Mm.170665	171504	ENSMUST00000039522	TC1582093
A_52_P171197	0.054725792	1.6027831	down	512.83685	664.07666	3.7658222	3.085243	AB041809	chr2:130865607-130865548		glial cell line derived neurotrophic factor family receptor alpha 4 Gene [Source:MGI Symbol;Acc:MGI:1341873] [ENSMUST00000074855]	Mm.198399		ENSMUST00000074855	TC1595869
A_52_P380195	0.000271021	3.393341	up	29.073832	201.65338	-0.37362447	1.389082	NM_177305	chr1:90595398-90595339	Arl4c	Mus musculus ADP-ribosylation factor-like 4C (Arl4c), mRNA [NM_177305]	Mm.27968	320982		TC1577933
A_51_P518051	0.002682395	1.709371	up	48.123325	170.91252	0.3802023	1.1536678	NM_176933	chr8:35882045-35882104	Dusp4	Mus musculus dual specificity phosphatase 4 (Dusp4), mRNA [NM_176933]	Mm.170276	319520	ENSMUST00000033930	TC1582437
A_51_P457244	0.06420833	2.1785111	up	254.64052	1071.7823	2.6504009	3.7737434	NM_021365	chrX:70467736-70467792	Xlr4b	Mus musculus X-linked lymphocyte-regulated 4B (Xlr4b), mRNA [NM_021365]	Mm.104764	27083	ENSMUST00000068551	TC1590754
A_52_P238159	0.003216277	2.6394844	up	190.33943	1034.2523	2.351469	3.7517252	BC042188	chr11:86392211-86392152		Mus musculus, clone IMAGE:4484963, mRNA. [BC042188]	Mm.347746			TC1590067
A_52_P111031	0.001054543	3.8003151	down	80.89282	43.876408	1.1192282	-0.8068908	NM_001013753	chr14:84933861-84933920	Pcdh17	Mus musculus protocadherin 17 (Pcdh17), mRNA [NM_001013753]	Mm.153643	219228	ENSMUST00000071370	NP_1275298
A_52_P540855	0.002944832	2.731513	down	13025.383	9558.103	8.405393	6.9556923	NM_007453	chr1:163177461-163177402	Prdx6	Mus musculus peroxiredoxin 6 (Prdx6), mRNA [NM_007453]	Mm.186185	11758	ENSMUST00000051925	TC1716339
A_51_P124345	0.000835573	4.089103	up	170.78227	1386.5791	2.1447673	4.176552	NM_153166	chr17:29294933-29294874	Cpne5	Mus musculus copine V (Cpne5), mRNA [NM_153166]	Mm.39905	240058	ENSMUST00000024805	TC1584582
A_52_P527775	0.074852996	1.8314497	down	467.866	486.66586	3.5379956	2.6650095	NM_010005	chr15:82235666-82234977	Cyp2d10	Mus musculus cytochrome P450, family 2, subfamily d, polypeptide 10 (Cyp2d10), mRNA [NM_010005]	Mm.174372	13101	ENSMUST00000100382	TC1601930
A_52_P595663	0.000551691	3.989854	up	27.970236	225.62663	-0.44250044	1.5538355	NM_026412	chr2:118640213-118643643	D2Ertd750e	Mus musculus DNA segment, Chr 2, ERATO Doi 750, expressed (D2Ertd750e), mRNA [NM_026412]	Mm.252695	51944	ENSMUST00000126045	TC1618039
A_51_P402378	0.021592528	1.5719138	down	513.6507	676.78235	3.7802188	3.1276968	NM_025404	chr11:101528917-101528976	Arl4d	Mus musculus ADP-ribosylation factor-like 4D (Arl4d), mRNA [NM_025404]	Mm.266840	80981	ENSMUST00000039388	TC1583199
A_52_P121942	0.09827805	2.3630471	up	152.69939	627.0728	1.7901407	3.0307891		chr6:70592738-70592797
A_52_P538390	0.011013262	2.3552473	down	71.21981	62.28938	0.9281861	-0.30769238	NM_146466	chr16:19407466-19407407	Olfr165	Mus musculus olfactory receptor 165 (Olfr165), mRNA [NM_146466]	Mm.377512	258458	ENSMUST00000052516	TC1599943
A_51_P257496	2.63E-06	5.359593	down	804.4887	311.05603	4.442739	2.0206156	NM_027286	chrX:160625488-160625547	Ace2	Mus musculus angiotensin I converting enzyme (peptidyl-dipeptidase A) 2 (Ace2), transcript variant 2, mRNA [NM_027286]	Mm.13451	70008	ENSMUST00000112271	TC1644033
A_51_P364250	0.011607692	2.0660102	down	1536.0048	1476.4248	5.3141236	4.2672763	NM_172471	chr2:10173240-10173299	Itih5	Mus musculus inter-alpha (globulin) inhibitor H5 (Itih5), mRNA [NM_172471]	Mm.313876	209378	ENSMUST00000026886	TC1578490
A_52_P272348	0.0490486	2.4734273	up	43.6958	198.20107	0.06007719	1.3665887		chr17:8520950-8521009		BC031479 Als2 protein {Mus musculus} (exp=-1; wgp=0; cg=0), partial (5%) [TC1639906]				TC1639906
A_52_P255489	0.00092639	4.3518295	down	265.12918	122.96137	2.788681	0.66705894	NM_198092	chr9:43903036-43903095	Usp2	Mus musculus ubiquitin specific peptidase 2 (Usp2), transcript variant 3, mRNA [NM_198092]	Mm.272770	53376	ENSMUST00000034508	TC1598825
A_51_P248819	0.004789054	2.1032014	up	619.76056	2621.3489	4.019831	5.092418	NM_026505	chr18:3512455-3512514	Bambi	Mus musculus BMP and activin membrane-bound inhibitor, homolog (Xenopus laevis) (Bambi), mRNA [NM_026505]	Mm.284863	68010	ENSMUST00000025075	TC1577865
A_52_P271528	0.003645949	4.4744883	up	115.84048	990.03564	1.5268265	3.6885493	NM_019976	chr3:108190530-108190589	Psrc1	Mus musculus proline/serine-rich coiled-coil 1 (Psrc1), mRNA [NM_019976]	Mm.389499	56742	ENSMUST00000102630	TC1576836
A_51_P503757	0.082101464	3.148455	up	821.3056	4195.551	4.1182523	5.7728963	AK008094	chr16:19085165-19063348	Igl-V1	Mus musculus adult male small intestine cDNA, RIKEN full-length enriched library, clone:2010004G10 product:immunoglobulin lambda chain, variable 1, full insert sequence. [AK008094]	Mm.326349	16142		NP_238059
A_52_P88007	0.000824576	1.8921891	down	68.461784	75.07844	0.88936615	-0.030690193	NM_201353	chr18:61155434-61155375	Slc6a7	Mus musculus solute carrier family 6 (neurotransmitter transporter, L-proline), member 7 (Slc6a7), mRNA [NM_201353]	Mm.39846	240332	ENSMUST00000025520	NP_661029
A_51_P496023	0.000650947	3.3295314	down	48345.457	29985.328	10.346581	8.611262	NM_007453	chr1:163171393-163171334	Prdx6	Mus musculus peroxiredoxin 6 (Prdx6), mRNA [NM_007453]	Mm.186185	11758	ENSMUST00000028025	TC1589460
A_51_P330580	0.00033896	2.4467447	up	132.26619	666.19794	1.8283869	3.1192505	D87834	chr8:72691181-72691240	Mef2b	Mus musculus mRNA for myocyte enhancer factor 2B type B-3, complete cds. [D87834]	Mm.432505	17259		NP_047209
A_52_P465129	0.001123047	4.3023105	up	19.684998	168.28853	-0.9773128	1.1277987	XM_001473647	chr3:015847047-015846988	LOC100045212	PREDICTED: Mus musculus similar to SIRP beta 1 like 1 protein (LOC100045212), mRNA [XM_001473647]		100045212		TC1660463
A_51_P335000	0.002436859	3.013614	down	32620.242	22179.12	9.76698	8.175486	NM_001077361	chrX:54046422-54046481	Fhl1	Mus musculus four and a half LIM domains 1 (Fhl1), transcript variant 1, mRNA [NM_001077361]	Mm.3126	14199	ENSMUST00000114769	TC1598378
A_52_P190647	1.29E-05	2.606606	up	77.237206	416.89148	1.0613775	2.44355	NM_016662	chr13:55427059-55427000	Mxd3	Mus musculus Max dimerization protein 3 (Mxd3), mRNA [NM_016662]	Mm.20350	17121	ENSMUST00000021941	TC1582037
A_52_P21486	0.003728667	2.7900565	down	283.374	208.3503	2.9209921	1.4406978	NM_183257	chr7:31707579-31707520	Hamp2	Mus musculus hepcidin antimicrobial peptide 2 (Hamp2), mRNA [NM_183257]	Mm.389860	66438	ENSMUST00000074671	TC1585557
A_52_P401504	0.001346438	1.7511849	down	12415.737	14514.823	8.372411	7.5640793	NM_011582	chr13:93521624-93521565	Thbs4	Mus musculus thrombospondin 4 (Thbs4), mRNA [NM_011582]	Mm.20865	21828	ENSMUST00000022213	TC1580565
A_52_P14453	2.77E-07	3.0149717	down	170.45863	116.60241	2.1976602	0.60551566	NM_009124	chr13:45651048-45650989	Atxn1	Mus musculus ataxin 1 (Atxn1), mRNA [NM_009124]	Mm.476983	20238	ENSMUST00000091628	TC1582797
A_52_P184544	0.059078746	1.8377569	up	46.828903	173.53874	0.29878107	1.1767269	NM_029835	chr7:86842331-86842390	5730590G19Rik	Mus musculus RIKEN cDNA 5730590G19 gene (5730590G19Rik), mRNA [NM_029835]	Mm.28132	77011	ENSMUST00000035977	TC1581550
A_51_P451151	0.01718038	1.508919	up	1786.704	5583.6763	5.5927186	6.186234	NM_026785	chr2:164598016-164598075	Ube2c	Mus musculus ubiquitin-conjugating enzyme E2C (Ube2c), mRNA [NM_026785]	Mm.89830	68612	ENSMUST00000088248	TC1764668
A_51_P249259	4.12E-06	9.5200615	up	2998.4724	58975.996	6.333397	9.584368	BC071254	chr17:39980565-39980624		Mus musculus cDNA clone IMAGE:5010343, partial cds. [BC071254]				TC1735759
A_51_P143528	0.001978744	3.4952204	up	11.195136	79.71848	-1.7509631	0.05442031	NM_183014	chr13:22052211-22052270	Zfp184	Mus musculus zinc finger protein 184 (Kruppel-like) (Zfp184), mRNA [NM_183014]	Mm.187446	193452	ENSMUST00000006903	TC1586162
A_52_P607128	0.00765883	1.7965207	up	44.156452	163.44391	0.23971479	1.0849204	NM_031195	chr8:40689217-40689158	Msr1	Mus musculus macrophage scavenger receptor 1 (Msr1), transcript variant 1, mRNA [NM_031195]	Mm.239291	20288		TC1577205
A_52_P388359	0.001115091	4.785648	down	202.48299	82.89886	2.3718684	0.113154255	NM_007453	chr1:163170772-163170713	Prdx6	Mus musculus peroxiredoxin 6 (Prdx6), mRNA [NM_007453]	Mm.186185	11758	ENSMUST00000071718	TC1573936
A_52_P652459	0.009520194	4.0023875	down	133.4833	65.737915	1.7731886	-0.22767226	AK038775	chr4:58843759-58843700		Proteasome-associated protein ECM29 homolog (Ecm29) [Source:UniProtKB/Swiss-Prot;Acc:Q6PDI5] [ENSMUST00000107557]	Mm.234801		ENSMUST00000107557	TC1590608
A_51_P385099	0.000383878	7.6771345	up	25.303223	383.63144	-0.6183195	2.3222485	NM_013693	chr17:35336854-35336795	Tnf	Mus musculus tumor necrosis factor (Tnf), mRNA [NM_013693]	Mm.1293	21926	ENSMUST00000025263	TC1579092
A_51_P294161	0.008714882	2.832633	up	28.944336	166.18823	-0.38790402	1.1142397	NM_197997	chr3:127319307-127319366	4930422G04Rik	Mus musculus RIKEN cDNA 4930422G04 gene (4930422G04Rik), mRNA [NM_197997]	Mm.274884	71643	ENSMUST00000043108	TC1616882
A_52_P156314	4.55E-05	3.3001163	down	44.264755	27.658392	0.24926043	-1.4732565	NM_207707	chr12:77222370-77222311	Esr2	Mus musculus estrogen receptor 2 (beta) (Esr2), transcript variant 1, mRNA [NM_207707]	Mm.2561	13983	ENSMUST00000076634	NP_723042
A_52_P372062	4.23E-05	2.2313945	down	466.80954	433.22476	3.6539223	2.4959767	NR_003552	chr15:82467277-82467218	Cyp2d13	Mus musculus cytochrome P450, family 2, subfamily d, polypeptide 13 (Cyp2d13), non-coding RNA [NR_003552]	Mm.443212	68444	ENSMUST00000014525	TC1588115
A_51_P323583	0.001398424	3.9460573	up	104.22601	812.21094	1.4229342	3.403346	NM_134111	chr16:36793998-36793939	Eaf2	Mus musculus ELL associated factor 2 (Eaf2), transcript variant 1, mRNA [NM_134111]	Mm.432078	106389	ENSMUST00000023537	NP_812117
A_51_P277431	0.002943682	2.8621356	up	28.75158	166.09892	-0.40469074	1.1124014	NM_028804	chr2:5150942-5151001	Ccdc3	Mus musculus coiled-coil domain containing 3 (Ccdc3), mRNA [NM_028804]	Mm.274715	74186	ENSMUST00000027988	TC1581990
A_52_P363039	3.18E-06	5.7010875	up	38.037857	447.8733	0.035129707	2.546367	NM_144818	chr2:126934341-126934282	Ncaph	Mus musculus non-SMC condensin I complex, subunit H (Ncaph), mRNA [NM_144818]	Mm.29786	215387	ENSMUST00000037712	TC1624646
A_51_P496795	0.000203231	4.6861157	up	54.187443	512.1626	0.511878	2.7402706	NM_145555	chr4:134926026-134925967	A330049M08Rik	Mus musculus RIKEN cDNA A330049M08 gene (A330049M08Rik), transcript variant 1, mRNA [NM_145555]	Mm.35548	230822	ENSMUST00000064481	TC1594739
A_51_P499551	0.000711631	5.2386026	up	36.322086	374.72897	-0.099660076	2.289522	NM_133983	chr9:58372150-58372107	Cd276	Mus musculus CD276 antigen (Cd276), mRNA [NM_133983]	Mm.5356	102657	ENSMUST00000039788	TC1579025
A_52_P343293	0.000813584	4.4137115	up	596.67786	5218.4897	3.9458606	6.087853	NR_033563	chr7:107413190-107413252	Gpx2-ps1	Mus musculus glutathione peroxidase 2, pseudogene 1 (Gpx2-ps1), non-coding RNA [NR_033563]		14777
A_52_P97889	0.000201532	9.4998255	up	16.09686	302.04782	-1.27138	1.9765209	NM_177897	chr7:148257556-148257615	B4galnt4	Mus musculus beta-1,4-N-acetyl-galactosaminyl transferase 4 (B4galnt4), mRNA [NM_177897]	Mm.133741	330671	ENSMUST00000048002	TC1601086
A_52_P980224	0.002215102	3.2222342	down	39.44731	25.153997	0.07866303	-1.6093984	AK084027	chr9:59763904-59763963		Mus musculus 12 days embryo spinal ganglion cDNA, RIKEN full-length enriched library, clone:D130077D15 product:unclassifiable, full insert sequence. [AK084027]				TC1606975
A_51_P373142	4.71E-05	3.8468826	down	5670.9844	3014.1956	7.239067	5.2953773	NR_027236	chr6:48583621-48583680	AI854703	Mus musculus expressed sequence AI854703 (AI854703), non-coding RNA [NR_027236]	Mm.26678	243373	ENSMUST00000095938	TC1582949
A_51_P328613	0.012065048	2.94877	up	145.21283	816.01996	1.8489994	3.4091127	M14215	chr1:172981722-172981647	Fcgr3	Mouse Fc gamma receptor (IgG 2.4G2 receptor mRNA, complete cds. [M14215]	Mm.22119	14131		TC1581981
A_52_P644114	0.021988105	1.9810053	up	28.143103	116.53669	-0.40131631	0.5849164	NM_028481	chr5:108657977-108658036	Ccdc18	Mus musculus coiled-coil domain containing 18 (Ccdc18), mRNA [NM_028481]	Mm.441231	73254	ENSMUST00000047677	TC1585160
