ID	Gene Symbol	Gene Title	logFC	t	P.Value	adj.P.Val	B	Pathway	go biological process term	go molecular function term	go cellular component term
201868_s_at	TBL1X	transducin (beta)-like 1X-linked	-1.942939369	-5.086315768	0.004037292	0.035942181	-2.113291162	---	transcription /// regulation of transcription, DNA-dependent /// signal transduction /// visual perception /// sensory perception of sound /// sensory perception of sound	---	nucleus
200629_at	WARS	tryptophanyl-tRNA synthetase	-1.941207009	-15.44876141	0.0000241	0.003102046	3.624867073	---	translation /// translation /// tRNA aminoacylation for protein translation /// tryptophanyl-tRNA aminoacylation /// tryptophanyl-tRNA aminoacylation /// negative regulation of cell proliferation	nucleotide binding /// aminoacyl-tRNA ligase activity /// tryptophan-tRNA ligase activity /// ATP binding /// ligase activity	soluble fraction /// cytoplasm /// cytoplasm
232722_at	RNASET2	ribonuclease T2	-1.925103354	-3.599021031	0.016106182	0.085225719	-3.69561971	---	RNA catabolic process	RNA binding /// nuclease activity /// endonuclease activity /// endoribonuclease activity /// ribonuclease activity /// hydrolase activity	extracellular region /// extracellular region
239319_at	LOC728342	Hypothetical protein LOC728342	-1.925029599	-15.95908452	0.0000206	0.002947444	3.787127274	---	---	---	---
202843_at	DNAJB9	DnaJ (Hsp40) homolog, subfamily B, member 9	-1.919492977	-5.080016433	0.004058503	0.036055254	-2.119320517	---	protein folding	chaperone regulator activity /// chaperone regulator activity /// heat shock protein binding /// unfolded protein binding	nucleus /// nucleolus /// nucleolus /// cytoplasm /// cytoplasm /// endoplasmic reticulum
214152_at	CCPG1	cell cycle progression 1	-1.918788074	-5.54419782	0.002792591	0.028761888	-1.688924013	---	cell cycle	---	membrane /// integral to membrane
219475_at	OSGIN1	oxidative stress induced growth inhibitor 1	-1.917801716	-6.061505572	0.001892035	0.022992055	-1.240532393	---	regulation of cell growth /// multicellular organismal development /// cell differentiation /// negative regulation of cell growth	growth factor activity	---
224835_at	RP5-1022P6.2	hypothetical protein KIAA1434	-1.916856327	-9.372501301	0.000259496	0.008883668	1.030452923	---	carbohydrate metabolic process /// glycerol metabolic process	catalytic activity /// glycerophosphodiester phosphodiesterase activity /// hydrolase activity /// carbohydrate binding	---
1553992_s_at	NBR2	neighbor of BRCA1 gene 2	-1.914317927	-6.753745947	0.001169321	0.017730472	-0.686834567	---	---	GTP binding	---
219014_at	PLAC8	placenta-specific 8	-1.91197767	-2.978099304	0.031648085	0.127798988	-4.454360631	---	---	---	---
235146_at	TMCC3	transmembrane and coiled-coil domain family 3	-1.911657924	-8.185298032	0.000486976	0.011772167	0.316314467	---	---	---	membrane /// integral to membrane
219117_s_at	FKBP11	FK506 binding protein 11, 19 kDa	-1.910764603	-21.7913973	0.00000456	0.001559754	5.26626092	---	protein folding	peptidyl-prolyl cis-trans isomerase activity /// isomerase activity	membrane /// integral to membrane
202557_at	HSPA13	heat shock protein 70kDa family, member 13	-1.910412656	-13.02098998	0.0000547	0.004558275	2.753940695	---	---	nucleotide binding /// ATP binding	endoplasmic reticulum /// microsome /// microsome
233325_at	SLC35D2	solute carrier family 35, member D2	-1.910063037	-10.0625318	0.000185929	0.007615629	1.405387197	---	transport /// carbohydrate transport	nucleotide-sugar transmembrane transporter activity /// sugar:hydrogen symporter activity	Golgi membrane /// Golgi apparatus /// membrane /// integral to membrane
1554807_a_at	SPIRE1	spire homolog 1 (Drosophila)	-1.90974791	-5.324866232	0.003321994	0.031976429	-1.888831819	---	transport	actin binding /// zinc ion binding	cytoplasm /// cytoskeleton
220892_s_at	PSAT1	phosphoserine aminotransferase 1	-1.908892698	-10.87503659	0.000128873	0.006438482	1.814356164	---	L-serine biosynthetic process /// L-serine biosynthetic process /// metabolic process /// pyridoxine biosynthetic process /// amino acid biosynthetic process	catalytic activity /// phosphoserine transaminase activity /// phosphoserine transaminase activity /// transaminase activity /// transferase activity /// pyridoxal phosphate binding	---
227755_at	---	---	-1.908642817	-9.53039779	0.000239972	0.008576739	1.118653364	---	---	---	---
1556211_a_at	---	---	-1.900232767	-13.36900157	0.0000482	0.004338637	2.889939545	---	---	---	---
218804_at	ANO1	anoctamin 1, calcium activated chloride channel	-1.897540356	-3.061456767	0.028801448	0.121319748	-4.349349998	---	---	---	cytoplasm /// plasma membrane /// membrane /// integral to membrane
204341_at	TRIM16	tripartite motif-containing 16	-1.891044992	-12.44036726	0.000068	0.004821981	2.517602073	---	---	zinc ion binding /// metal ion binding	intracellular /// cytoplasm /// cytoplasm
223062_s_at	PSAT1	phosphoserine aminotransferase 1	-1.885418518	-15.55426972	0.0000233	0.003055714	3.658948817	---	L-serine biosynthetic process /// L-serine biosynthetic process /// metabolic process /// pyridoxine biosynthetic process /// amino acid biosynthetic process	catalytic activity /// phosphoserine transaminase activity /// phosphoserine transaminase activity /// transaminase activity /// transferase activity /// pyridoxal phosphate binding	---
235736_at	---	---	-1.883663238	-19.15609258	0.00000851	0.002096726	4.673016876	---	---	---	---
230435_at	LOC375190	hypothetical LOC375190	-1.875436505	-6.642000027	0.001260203	0.018270163	-0.772878853	---	---	---	---
221210_s_at	NPL	N-acetylneuraminate pyruvate lyase (dihydrodipicolinate synthase)	-1.870254028	-5.907908533	0.002117901	0.024368786	-1.37040442	---	carbohydrate metabolic process /// metabolic process	catalytic activity /// N-acetylneuraminate lyase activity /// lyase activity	cytoplasm
238576_at	---	---	-1.870081711	-13.16778901	0.0000518	0.004493099	2.81180848	---	---	---	---
216080_s_at	FADS3	fatty acid desaturase 3	-1.867139116	-11.57607447	0.0000958	0.005735511	2.142062147	---	lipid metabolic process /// fatty acid biosynthetic process /// unsaturated fatty acid biosynthetic process /// unsaturated fatty acid biosynthetic process /// unsaturated fatty acid biosynthetic process /// transport /// cell-cell signaling /// lipid bio	C-5 sterol desaturase activity /// iron ion binding /// protein binding /// oxidoreductase activity /// oxidoreductase activity /// oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecula	membrane fraction /// endoplasmic reticulum /// endoplasmic reticulum membrane /// microsome /// membrane /// integral to membrane /// integral to membrane /// integral to membrane
223185_s_at	BHLHB3	basic helix-loop-helix domain containing, class B, 3	-1.866006395	-3.491575852	0.018023948	0.091310559	-3.822873462	---	transcription /// regulation of transcription, DNA-dependent /// regulation of transcription, DNA-dependent /// cell proliferation /// organ morphogenesis /// cell differentiation /// regulation of transcription	DNA binding /// transcription factor activity /// transcription regulator activity	nucleus /// nucleus
209610_s_at	SLC1A4	solute carrier family 1 (glutamate/neutral amino acid transporter), member 4	-1.865391191	-13.96013497	0.0000392	0.00397545	3.111857319	---	transport /// dicarboxylic acid transport /// L-alanine transport /// L-cystine transport /// proline transport /// L-serine transport /// threonine transport /// synaptic transmission, glutamatergic /// cognition	chloride channel activity /// L-alanine transmembrane transporter activity /// L-cystine transmembrane transporter activity /// L-proline transmembrane transporter activity /// L-serine transmembrane transporter activity /// L-threonine transmembrane tran	intermediate filament /// integral to plasma membrane /// membrane /// integral to membrane /// integral to membrane /// melanosome
236898_at	---	---	-1.865009989	-10.87756132	0.000128731	0.006438482	1.815576438	---	---	---	---
240549_at	---	---	-1.862591298	-8.507303099	0.000407397	0.010868907	0.519449839	---	---	---	---
221539_at	EIF4EBP1	eukaryotic translation initiation factor 4E binding protein 1	-1.86222787	-13.3584076	0.0000484	0.004338637	2.885859606	<a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:Hypertrophy_model>Hypertrophy_model</a> /// <a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:Translation_Factors>Translation_Facto	regulation of translation /// insulin receptor signaling pathway /// negative regulation of translation /// negative regulation of translational initiation	translation initiation factor activity /// protein binding /// protein binding /// eukaryotic initiation factor 4E binding	cytosol
205239_at	AREG /// AREGB	amphiregulin /// amphiregulin B	-1.861326088	-11.24696681	0.000109889	0.006036229	1.99094758	---	cell-cell signaling /// cell proliferation	cytokine activity /// growth factor activity /// growth factor activity	extracellular space /// extracellular space /// membrane /// integral to membrane
218182_s_at	CLDN1	claudin 1	-1.860168311	-2.904885264	0.034410636	0.133498771	-4.547322855	---	cell adhesion /// calcium-independent cell-cell adhesion /// calcium-independent cell-cell adhesion /// interspecies interaction between organisms	structural molecule activity /// protein binding /// identical protein binding /// identical protein binding	plasma membrane /// integral to plasma membrane /// tight junction /// tight junction /// tight junction /// membrane /// integral to membrane /// integral to membrane /// cell junction
205047_s_at	ASNS	asparagine synthetase	-1.855580813	-24.89314417	0.00000239	0.001303951	5.844360954	---	asparagine biosynthetic process /// asparagine biosynthetic process /// asparagine biosynthetic process /// glutamine metabolic process /// metabolic process /// amino acid biosynthetic process /// cellular response to glucose starvation /// negative regu	asparagine synthase (glutamine-hydrolyzing) activity /// asparagine synthase (glutamine-hydrolyzing) activity /// asparagine synthase (glutamine-hydrolyzing) activity /// ligase activity	soluble fraction /// cytosol
203329_at	PTPRM	protein tyrosine phosphatase, receptor type, M	-1.849209733	-7.747655295	0.000626985	0.013297726	0.027808509	---	protein amino acid dephosphorylation /// protein amino acid dephosphorylation /// cell adhesion /// dephosphorylation	phosphoprotein phosphatase activity /// protein tyrosine phosphatase activity /// receptor activity /// transmembrane receptor protein tyrosine phosphatase activity /// protein binding /// hydrolase activity /// phosphatase activity	integral to plasma membrane /// membrane /// integral to membrane
209611_s_at	SLC1A4	solute carrier family 1 (glutamate/neutral amino acid transporter), member 4	-1.84826437	-6.117255083	0.001817179	0.022436368	-1.194050762	---	transport /// dicarboxylic acid transport /// L-alanine transport /// L-cystine transport /// proline transport /// L-serine transport /// threonine transport /// synaptic transmission, glutamatergic /// cognition	chloride channel activity /// L-alanine transmembrane transporter activity /// L-cystine transmembrane transporter activity /// L-proline transmembrane transporter activity /// L-serine transmembrane transporter activity /// L-threonine transmembrane tran	intermediate filament /// integral to plasma membrane /// membrane /// integral to membrane /// integral to membrane /// melanosome
210513_s_at	VEGFA	vascular endothelial growth factor A	-1.847776348	-5.991281271	0.001991577	0.0235936	-1.299577533	<a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:Hypertrophy_model>Hypertrophy_model</a>	angiogenesis /// angiogenesis /// angiogenesis /// vasculogenesis /// response to hypoxia /// signal transduction /// multicellular organismal development /// nervous system development /// cell proliferation /// positive regulation of cell proliferation	platelet-derived growth factor receptor binding /// vascular endothelial growth factor receptor binding /// protein binding /// growth factor activity /// growth factor activity /// heparin binding /// heparin binding /// protein homodimerization activity	extracellular region /// extracellular region /// proteinaceous extracellular matrix /// extracellular space /// extracellular space /// cell surface /// membrane /// platelet alpha granule lumen
201926_s_at	CD55	CD55 molecule, decay accelerating factor for complement (Cromer blood group)	-1.847179303	-6.962126652	0.001019764	0.016656311	-0.529615081	<a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:Complement_Activation_Classical>Complement_Activation_Classical</a>	immune response /// complement activation, classical pathway /// elevation of cytosolic calcium ion concentration /// innate immune response /// respiratory burst	---	soluble fraction /// plasma membrane /// integral to plasma membrane /// membrane /// anchored to membrane /// membrane raft
200628_s_at	WARS	tryptophanyl-tRNA synthetase	-1.829841395	-13.42965985	0.0000472	0.004338637	2.913228873	---	translation /// translation /// tRNA aminoacylation for protein translation /// tryptophanyl-tRNA aminoacylation /// tryptophanyl-tRNA aminoacylation /// negative regulation of cell proliferation	nucleotide binding /// aminoacyl-tRNA ligase activity /// tryptophan-tRNA ligase activity /// ATP binding /// ligase activity	soluble fraction /// cytoplasm /// cytoplasm
232406_at	---	---	-1.826948843	-19.46582163	0.00000788	0.001977806	4.748439089	---	---	---	---
213672_at	MARS	methionyl-tRNA synthetase	-1.818960514	-5.341847342	0.003277017	0.031687492	-1.873136659	---	translation /// tRNA aminoacylation for protein translation /// methionyl-tRNA aminoacylation	tRNA binding /// nucleotide binding /// RNA binding /// aminoacyl-tRNA ligase activity /// methionine-tRNA ligase activity /// methionine-tRNA ligase activity /// protein binding /// ATP binding /// ligase activity	cytoplasm
229920_at	---	---	-1.817500743	-8.920052934	0.000326913	0.00983119	0.769282326	---	---	---	---
239331_at	---	---	-1.816332228	-5.15185948	0.003824129	0.034793929	-2.050871483	---	---	---	---
203518_at	LYST	lysosomal trafficking regulator	-1.815587788	-7.543271709	0.000708563	0.014019045	-0.112131902	---	transport /// protein transport /// leukocyte chemotaxis /// melanosome organization and biogenesis /// endosome to lysosome transport via multivesicular body sorting pathway /// mast cell secretory granule organization and biogenesis /// natural killer c	protein binding	cytoplasm /// microtubule cytoskeleton
226207_at	RILPL1	Rab interacting lysosomal protein-like 1	-1.812935445	-8.9249904	0.000326072	0.009826732	0.772202299	---	---	---	cytoplasm
221551_x_at	ST6GALNAC4	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 4	-1.810516411	-7.455945868	0.000747234	0.014375486	-0.172981325	---	protein amino acid glycosylation /// glycolipid metabolic process	sialyltransferase activity /// sialyltransferase activity /// transferase activity /// transferase activity, transferring glycosyl groups /// (alpha-N-acetylneuraminyl-2,3-beta-galactosyl-1,3)-N-acetyl-galactosaminide 6-alpha-sialyltransferase activity	Golgi membrane /// soluble fraction /// Golgi apparatus /// membrane /// integral to membrane /// integral to Golgi membrane
1555950_a_at	CD55	CD55 molecule, decay accelerating factor for complement (Cromer blood group)	-1.80594213	-7.648724898	0.000664992	0.013698699	-0.039500694	<a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:Complement_Activation_Classical>Complement_Activation_Classical</a>	immune response /// complement activation, classical pathway /// elevation of cytosolic calcium ion concentration /// innate immune response /// respiratory burst	---	soluble fraction /// plasma membrane /// integral to plasma membrane /// membrane /// anchored to membrane /// membrane raft
203151_at	MAP1A	microtubule-associated protein 1A	-1.804531169	-5.512685004	0.002862187	0.029069595	-1.717274731	---	---	structural molecule activity /// protein binding	microtubule /// microtubule associated complex
214088_s_at	FUT3	fucosyltransferase 3 (galactoside 3(4)-L-fucosyltransferase, Lewis blood group)	-1.803702911	-4.742522949	0.005412341	0.043090216	-2.450289913	---	carbohydrate metabolic process /// protein amino acid glycosylation /// protein amino acid glycosylation /// L-fucose catabolic process	fucosyltransferase activity /// fucosyltransferase activity /// transferase activity /// transferase activity, transferring glycosyl groups /// 3-galactosyl-N-acetylglucosaminide 4-alpha-L-fucosyltransferase activity /// alpha(1,3)-fucosyltransferase acti	membrane fraction /// Golgi apparatus /// Golgi apparatus /// membrane /// integral to membrane
221142_s_at	PECR	peroxisomal trans-2-enoyl-CoA reductase	-1.803534971	-6.099853185	0.001840163	0.022593128	-1.208522666	<a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:Mitochondrial_fatty_acid_betaoxidation>Mitochondrial_fatty_acid_betaoxidation</a>	fatty acid metabolic process /// fatty acid biosynthetic process /// metabolic process /// lipid biosynthetic process /// regulation of apoptosis /// oxidation reduction	catalytic activity /// binding /// oxidoreductase activity /// trans-2-enoyl-CoA reductase (NADPH) activity	mitochondrion /// peroxisome /// peroxisome
234759_at	---	---	-1.799861627	-21.50041686	0.00000486	0.001588027	5.205826013	---	---	---	membrane /// integral to membrane
203925_at	GCLM	glutamate-cysteine ligase, modifier subunit	-1.799107071	-11.55919624	0.0000965	0.005735511	2.13442583	---	cysteine metabolic process /// glutamate metabolic process /// glutathione biosynthetic process /// glutathione biosynthetic process /// glutathione biosynthetic process /// response to oxidative stress /// positive regulation of glutamate-cysteine ligase	glutamate-cysteine ligase activity /// glutamate-cysteine ligase activity /// protein binding /// oxidoreductase activity /// ligase activity /// glutamate-cysteine ligase catalytic subunit binding /// protein heterodimerization activity	soluble fraction /// cytosol /// glutamate-cysteine ligase complex
222061_at	CD58	CD58 molecule	-1.789562674	-7.385301543	0.000780364	0.014621562	-0.222681168	---	cell adhesion /// cell-cell adhesion	protein binding	plasma membrane /// integral to plasma membrane /// membrane /// integral to membrane /// anchored to membrane
229310_at	KLHL29	kelch-like 29 (Drosophila)	-1.787540178	-8.901910216	0.000330027	0.00989306	0.758539275	---	---	protein binding	---
235745_at	ERN1	endoplasmic reticulum to nucleus signaling 1	-1.786494986	-11.95540823	0.0000822	0.005264346	2.310557395	---	transcription /// regulation of transcription, DNA-dependent /// mRNA processing /// protein modification process /// protein amino acid phosphorylation /// protein amino acid phosphorylation /// apoptosis /// induction of apoptosis /// response to unfold	nucleotide binding /// magnesium ion binding /// magnesium ion binding /// catalytic activity /// endoribonuclease activity /// protein kinase activity /// protein kinase activity /// protein serine/threonine kinase activity /// protein serine/threonine k	endoplasmic reticulum /// endoplasmic reticulum membrane /// endoplasmic reticulum membrane /// membrane /// integral to membrane /// integral to endoplasmic reticulum membrane
223285_s_at	ST6GALNAC4	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 4	-1.785739648	-4.252148075	0.008443406	0.056868824	-2.960176384	---	protein amino acid glycosylation /// glycolipid metabolic process	sialyltransferase activity /// sialyltransferase activity /// transferase activity /// transferase activity, transferring glycosyl groups /// (alpha-N-acetylneuraminyl-2,3-beta-galactosyl-1,3)-N-acetyl-galactosaminide 6-alpha-sialyltransferase activity	Golgi membrane /// soluble fraction /// Golgi apparatus /// membrane /// integral to membrane /// integral to Golgi membrane
203234_at	UPP1	uridine phosphorylase 1	-1.785689433	-24.6948624	0.00000248	0.001314544	5.810710629	---	nucleobase, nucleoside, nucleotide and nucleic acid metabolic process /// nucleoside metabolic process /// nucleotide catabolic process	catalytic activity /// uridine phosphorylase activity /// uridine phosphorylase activity /// uridine phosphorylase activity /// transferase activity /// transferase activity, transferring glycosyl groups	cytoplasm /// cytosol
203961_at	NEBL	nebulette	-1.785335968	-7.35534797	0.000794937	0.014721544	-0.243883772	---	regulation of actin filament length	actin binding /// zinc ion binding /// structural constituent of muscle /// metal ion binding	---
1559433_at	LOC149773	Hypothetical protein LOC149773	-1.782034446	-11.72270529	0.0000903	0.005551826	2.207898447	---	---	---	---
207713_s_at	RBCK1	RanBP-type and C3HC4-type zinc finger containing 1	-1.780678569	-13.80377237	0.0000414	0.004042385	3.054233239	---	protein modification process /// interspecies interaction between organisms	protein binding /// zinc ion binding /// ligase activity /// metal ion binding	intracellular
207383_s_at	RHBDL1	rhomboid, veinlet-like 1 (Drosophila)	-1.774142056	-2.846707005	0.036798796	0.138529911	-4.621657567	---	signal transduction /// signal transduction	serine-type endopeptidase activity /// peptidase activity /// hydrolase activity	membrane fraction /// integral to plasma membrane /// membrane /// integral to membrane
207469_s_at	PIR	pirin (iron-binding nuclear protein)	-1.772265665	-15.60891531	0.0000229	0.003055714	3.676489632	---	transcription from RNA polymerase II promoter	transcription cofactor activity /// iron ion binding /// metal ion binding	nucleus /// nucleus
225520_at	MTHFD1L	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like	-1.771031667	-38.32522454	0.000000291	0.000786578	7.417305334	---	one-carbon compound metabolic process /// metabolic process /// folic acid and derivative biosynthetic process	nucleotide binding /// catalytic activity /// formate-tetrahydrofolate ligase activity /// methenyltetrahydrofolate cyclohydrolase activity /// methylenetetrahydrofolate dehydrogenase (NADP+) activity /// binding /// protein binding /// ATP binding /// li	mitochondrion
228716_at	THRB	thyroid hormone receptor, beta (erythroblastic leukemia viral (v-erb-a) oncogene homolog 2, avian)	-1.770912456	-6.284788865	0.001612418	0.020919067	-1.056421527	<a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:Nuclear_Receptors>Nuclear_Receptors</a>	transcription /// transcription, DNA-dependent /// regulation of transcription, DNA-dependent /// sensory perception of sound	DNA binding /// DNA binding /// transcription factor activity /// transcription factor activity /// steroid hormone receptor activity /// transcription corepressor activity /// receptor activity /// ligand-dependent nuclear receptor activity /// thyroid h	nucleus /// nucleus
221827_at	RBCK1	RanBP-type and C3HC4-type zinc finger containing 1	-1.762005847	-41.44616745	0.000000198	0.000786578	7.646883893	---	protein modification process /// interspecies interaction between organisms	protein binding /// zinc ion binding /// ligase activity /// metal ion binding	intracellular
223196_s_at	SESN2	sestrin 2	-1.757386196	-14.80053719	0.0000296	0.003457748	3.409077671	---	cell cycle arrest	---	nucleus /// cytoplasm
209992_at	PFKFB2	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2	-1.755772321	-10.55276772	0.000148571	0.006940841	1.656090097	---	fructose metabolic process /// fructose metabolic process /// fructose 2,6-bisphosphate metabolic process /// metabolic process	nucleotide binding /// catalytic activity /// 6-phosphofructo-2-kinase activity /// 6-phosphofructo-2-kinase activity /// 6-phosphofructo-2-kinase activity /// fructose-2,6-bisphosphate 2-phosphatase activity /// ATP binding /// kinase activity /// transf	cytosol
223195_s_at	SESN2	sestrin 2	-1.754931116	-20.84648967	0.00000565	0.00164247	5.065653256	---	cell cycle arrest	---	nucleus /// cytoplasm
220353_at	FAM86C	family with sequence similarity 86, member C	-1.754316409	-5.043941571	0.004182526	0.036713124	-2.15395213	---	---	---	---
226670_s_at	PABPC1L	poly(A) binding protein, cytoplasmic 1-like	-1.753160479	-14.84809744	0.0000291	0.003440402	3.42529466	---	---	nucleotide binding /// nucleic acid binding /// RNA binding	---
200690_at	HSPA9	heat shock 70kDa protein 9 (mortalin)	-1.75274046	-10.70961322	0.000138565	0.006707	1.733743063	---	protein folding /// protein export from nucleus /// anti-apoptosis /// response to stress	nucleotide binding /// ATP binding /// unfolded protein binding /// unfolded protein binding	cytoplasm /// mitochondrion /// mitochondrion /// cell surface
203962_s_at	NEBL	nebulette	-1.749552342	-7.887953961	0.000577423	0.012796309	0.121916314	---	regulation of actin filament length	actin binding /// zinc ion binding /// structural constituent of muscle /// metal ion binding	---
204971_at	CSTA	cystatin A (stefin A)	-1.745949026	-3.585407648	0.016335756	0.086037521	-3.711645717	---	peptide cross-linking /// keratinocyte differentiation	endopeptidase inhibitor activity /// cysteine protease inhibitor activity /// structural molecule activity /// protein binding, bridging	cornified envelope /// intracellular /// cytoplasm
206561_s_at	AKR1B10	aldo-keto reductase family 1, member B10 (aldose reductase)	-1.744869724	-20.60425138	0.00000598	0.001661295	5.01214241	---	cellular aldehyde metabolic process /// digestion /// steroid metabolic process /// oxidation reduction	aldo-keto reductase activity /// protein binding /// oxidoreductase activity	cytoplasm
1557146_a_at	FLJ32252	hypothetical protein FLJ32252	-1.744575157	-3.060890348	0.028819793	0.121366852	-4.350060474	---	---	---	---
239595_at	GPX2	glutathione peroxidase 2 (gastrointestinal)	-1.738333935	-7.683627467	0.000651278	0.013547716	-0.015663204	---	response to oxidative stress /// oxidation reduction	peroxidase activity /// glutathione peroxidase activity /// glutathione peroxidase activity /// selenium binding /// electron carrier activity /// oxidoreductase activity	cytoplasm /// cytoplasm
210512_s_at	VEGFA	vascular endothelial growth factor A	-1.738007575	-18.95543804	0.00000896	0.002169202	4.623270903	<a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:Hypertrophy_model>Hypertrophy_model</a>	angiogenesis /// angiogenesis /// angiogenesis /// vasculogenesis /// response to hypoxia /// signal transduction /// multicellular organismal development /// nervous system development /// cell proliferation /// positive regulation of cell proliferation	platelet-derived growth factor receptor binding /// vascular endothelial growth factor receptor binding /// protein binding /// growth factor activity /// growth factor activity /// heparin binding /// heparin binding /// protein homodimerization activity	extracellular region /// extracellular region /// proteinaceous extracellular matrix /// extracellular space /// extracellular space /// cell surface /// membrane /// platelet alpha granule lumen
202558_s_at	HSPA13	heat shock protein 70kDa family, member 13	-1.737181467	-5.046495112	0.004173603	0.036685719	-2.151494975	---	---	nucleotide binding /// ATP binding	endoplasmic reticulum /// microsome /// microsome
201925_s_at	CD55	CD55 molecule, decay accelerating factor for complement (Cromer blood group)	-1.735665753	-13.36576454	0.0000483	0.004338637	2.888693298	<a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:Complement_Activation_Classical>Complement_Activation_Classical</a>	immune response /// complement activation, classical pathway /// elevation of cytosolic calcium ion concentration /// innate immune response /// respiratory burst	---	soluble fraction /// plasma membrane /// integral to plasma membrane /// membrane /// anchored to membrane /// membrane raft
1559517_a_at	SPIRE1	spire homolog 1 (Drosophila)	-1.728640383	-3.11151259	0.027231064	0.117643752	-4.286733566	---	transport	actin binding /// zinc ion binding	cytoplasm /// cytoskeleton
224724_at	SULF2	sulfatase 2	-1.723757234	-26.59865441	0.00000173	0.001202654	6.117459756	---	metabolic process /// heparan sulfate proteoglycan metabolic process	catalytic activity /// arylsulfatase activity /// calcium ion binding /// sulfuric ester hydrolase activity /// hydrolase activity /// metal ion binding	extracellular space /// endoplasmic reticulum /// Golgi apparatus /// cell surface /// cell surface
1554314_at	C6orf141	chromosome 6 open reading frame 141	-1.718458326	-4.1055396	0.009706854	0.06201408	-3.119572191	---	---	---	---
223405_at	NPL	N-acetylneuraminate pyruvate lyase (dihydrodipicolinate synthase)	-1.714990342	-7.472889634	0.000739538	0.014306303	-0.161124363	---	carbohydrate metabolic process /// metabolic process	catalytic activity /// N-acetylneuraminate lyase activity /// lyase activity	cytoplasm
235428_at	---	---	-1.709050582	-5.917618846	0.002102711	0.02431934	-1.362114348	---	---	---	---
212811_x_at	SLC1A4	solute carrier family 1 (glutamate/neutral amino acid transporter), member 4	-1.708490801	-15.74192208	0.000022	0.003027235	3.718870632	---	transport /// dicarboxylic acid transport /// L-alanine transport /// L-cystine transport /// proline transport /// L-serine transport /// threonine transport /// synaptic transmission, glutamatergic /// cognition	chloride channel activity /// L-alanine transmembrane transporter activity /// L-cystine transmembrane transporter activity /// L-proline transmembrane transporter activity /// L-serine transmembrane transporter activity /// L-threonine transmembrane tran	intermediate filament /// integral to plasma membrane /// membrane /// integral to membrane /// integral to membrane /// melanosome
234976_x_at	SLC4A5	Solute carrier family 4, sodium bicarbonate cotransporter, member 5	-1.70623774	-5.6465082	0.00257999	0.027370294	-1.597721734	---	transport /// ion transport /// sodium ion transport /// anion transport	transporter activity /// inorganic anion exchanger activity /// anion transmembrane transporter activity /// anion exchanger activity /// sodium ion binding	membrane /// integral to membrane
210999_s_at	GRB10	growth factor receptor-bound protein 10	-1.703522142	-8.046479444	0.000526925	0.012172168	0.226395671	---	signal transduction /// cell-cell signaling /// insulin receptor signaling pathway	receptor activity /// SH3/SH2 adaptor activity /// protein binding /// protein binding	cytoplasm /// plasma membrane
224480_s_at	AGPAT9	1-acylglycerol-3-phosphate O-acyltransferase 9	-1.702649966	-17.28774865	0.000014	0.002588061	4.180882337	---	metabolic process /// phospholipid biosynthetic process	1-acylglycerol-3-phosphate O-acyltransferase activity /// acyltransferase activity /// transferase activity	endoplasmic reticulum /// endoplasmic reticulum membrane /// membrane /// integral to membrane
217388_s_at	KYNU	kynureninase (L-kynurenine hydrolase)	-1.701236668	-9.551507128	0.000237496	0.008535769	1.130333662	---	tryptophan catabolic process /// tryptophan catabolic process /// metabolic process /// NAD biosynthetic process /// pyridine nucleotide biosynthetic process /// quinolinate biosynthetic process /// response to interferon-gamma /// response to vitamin B6	catalytic activity /// hydrolase activity /// pyridoxal phosphate binding /// kynureninase activity /// kynureninase activity /// kynureninase activity /// kynureninase activity /// protein homodimerization activity	soluble fraction /// cytoplasm /// mitochondrion /// cytosol /// cytosol
229657_at	THRB	thyroid hormone receptor, beta (erythroblastic leukemia viral (v-erb-a) oncogene homolog 2, avian)	-1.701155832	-7.067907277	0.000952579	0.016207227	-0.451372067	<a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:Nuclear_Receptors>Nuclear_Receptors</a>	transcription /// transcription, DNA-dependent /// regulation of transcription, DNA-dependent /// sensory perception of sound	DNA binding /// DNA binding /// transcription factor activity /// transcription factor activity /// steroid hormone receptor activity /// transcription corepressor activity /// receptor activity /// ligand-dependent nuclear receptor activity /// thyroid h	nucleus /// nucleus
