Entrez Gene	Gene Symbol	Gene Name	Chromosome	RefSeq	ENSEMBL	logFC (TamR v.s. TamS)	AveExpr	t	P.Value	adj.P.Val
9419	CRIPT	cysteine-rich PDZ-binding protein	2	NM_014171, NP_054890	ENSG00000119878	0.18971513	5.56168104	3.181596987	0.00172577	0.033651874
5471	PPAT	phosphoribosyl pyrophosphate amidotransferase	4	NM_002703, NP_002694	ENSG00000128059	0.18012842	6.040507098	3.195094483	0.001651225	0.032715557
10564	ARFGEF2	ADP-ribosylation factor guanine nucleotide-exchange factor 2 (brefeldin A-inhibited)	20	NM_006420, NP_006411	ENSG00000124198	0.178229013	5.740413222	2.965235733	0.003435285	0.043759503
60487	TRMT11	tRNA methyltransferase 11 homolog (S. cerevisiae)	6	NM_001031712, NP_001026882	ENSG00000066651	0.177172737	4.794578954	3.160800609	0.001846757	0.033960421
26271	FBXO5	F-box protein 5	6	NM_001142522, NM_012177, NP_001135994, NP_036309	ENSG00000112029	0.176265225	3.86696583	3.673754503	0.000315215	0.01470173
8706	B3GALNT1	beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group)	3	NM_001038628, NM_003781, NM_033167, NM_033168, NM_033169, NP_001033717, NP_003772, NP_149357, NP_149358, NP_149359	ENSG00000169255	0.171097604	4.151692407	3.0852106	0.002355798	0.038791642
55327	LIN7C	lin-7 homolog C (C. elegans)	11	NM_018362, NP_060832	ENSG00000148943	0.168394707	4.957381539	3.072234682	0.002455233	0.038891356
55957	LIN37	lin-37 homolog (C. elegans)	19	NM_019104, NP_061977	ENSG00000188223	0.164605265	4.973312571	2.942290528	0.00368752	0.045316292
81579	PLA2G12A	phospholipase A2, group XIIA	4	NM_030821, NP_110448	ENSG00000123739	0.163585169	5.426056749	3.162295349	0.001837805	0.033960421
5534	PPP3R1	protein phosphatase 3 (formerly 2B), regulatory subunit B, alpha isoform	2	NM_000945, NP_000936	ENSG00000115953, ENSG00000221823	0.163065008	4.385925037	3.783053938	0.000210813	0.012215193
60559	SPCS3	signal peptidase complex subunit 3 homolog (S. cerevisiae)	4	NM_021928, NP_068747	ENSG00000129128	0.161011974	4.730416014	3.281191691	0.001241772	0.028449451
79959	CEP76	centrosomal protein 76kDa	18	NM_024899, NP_079175	ENSG00000101624	0.160183236	4.745442629	2.897568596	0.004228556	0.048529174
80006	C5orf44	chromosome 5 open reading frame 44	5	NM_001093755, NM_001093756, NM_024941, NP_001087224, NP_001087225, NP_079217, NR_003545	ENSG00000113597	0.155115561	4.098368257	3.214562312	0.001548955	0.031502267
79738	BBS10	Bardet-Biedl syndrome 10	12	NM_024685, NP_078961	ENSG00000179941	0.154297169	4.581013037	3.071489059	0.002461063	0.038891356
60558	GUF1	GUF1 GTPase homolog (S. cerevisiae)	4	NM_021927, NP_068746	ENSG00000151806	0.14776746	4.316639707	3.480992067	0.000627066	0.021687332
8089	YEATS4	YEATS domain containing 4	12	NM_006530, NP_006521	ENSG00000127337	0.14523114	4.018737172	3.245505609	0.001398434	0.02982355
5723	PSPH	phosphoserine phosphatase	7	NM_004577, NP_004568	ENSG00000146733	0.137398262	3.738888205	2.957248157	0.003521237	0.044114265
51018	RRP15	ribosomal RNA processing 15 homolog (S. cerevisiae)	1	NM_016052, NP_057136	ENSG00000067533	0.137321862	4.623457331	3.121252251	0.002098783	0.036830636
3339	HSPG2	heparan sulfate proteoglycan 2	1	NM_005529, NP_005520	ENSG00000142798	-0.171578652	6.339278616	-2.888535875	0.00434628	0.048930157
274	BIN1	bridging integrator 1	2	NM_004305, NM_139343, NM_139344, NM_139345, NM_139346, NM_139347, NM_139348, NM_139349, NM_139350, NM_139351, NP_004296, NP_647593, NP_647594, NP_647595, NP_647596, NP_647597, NP_647598, NP_647599, NP_647600, NP_647601	ENSG00000136717	-0.174093186	5.698449777	-3.274102195	0.00127153	0.028449451
4542	MYO1F	myosin IF	19	NM_012335, NP_036467	ENSG00000142347	-0.189955029	6.76443471	-2.96670763	0.003419657	0.043759503
9497	SLC4A7	solute carrier family 4, sodium bicarbonate cotransporter, member 7	3	NM_003615, NP_003606	ENSG00000033867	-0.20175264	4.485380954	-3.084566471	0.002360645	0.038791642
10659	CUGBP2	CUG triplet repeat, RNA binding protein 2	10	NM_001025076, NM_001025077, NM_001083591, NM_006561, NP_001020247, NP_001020248, NP_001077060, NP_006552	ENSG00000048740	-0.204417425	6.394520609	-3.178746815	0.001741906	0.033651874
51279	C1RL	complement component 1, r subcomponent-like	12	NM_016546, NP_057630	ENSG00000139178	-0.206277326	5.439418042	-3.856108434	0.000160323	0.011216778
2534	FYN	FYN oncogene related to SRC, FGR, YES	6	NM_002037, NM_153047, NM_153048, NP_002028, NP_694592, NP_694593	ENSG00000010810	-0.206762013	6.15033024	-2.976181424	0.003320626	0.043073327
51177	PLEKHO1	pleckstrin homology domain containing, family O member 1	1	NM_016274, NP_057358	ENSG00000023902	-0.210642879	6.660356396	-2.905665731	0.004125512	0.047990334
1643	DDB2	damage-specific DNA binding protein 2, 48kDa	11	NM_000107, NP_000098	ENSG00000134574	-0.212491799	6.678468784	-3.380965366	0.000886175	0.025918499
6314	ATXN7	ataxin 7	3	NM_000333, NM_001128149, NP_000324, NP_001121621	ENSG00000163635	-0.214315237	5.883089864	-3.43636882	0.000732369	0.023428187
4005	LMO2	LIM domain only 2 (rhombotin-like 1)	11	NM_001142315, NM_001142316, NM_005574, NP_001135787, NP_001135788, NP_005565	ENSG00000135363	-0.215016709	7.335959594	-3.164034806	0.001827439	0.033960421
57124	CD248	CD248 molecule, endosialin	11	NM_020404, NP_065137	ENSG00000174807	-0.220692191	7.495858975	-3.096038086	0.002275685	0.038611214
4035	LRP1	low density lipoprotein-related protein 1 (alpha-2-macroglobulin receptor)	12	NM_002332, NP_002323	ENSG00000123384	-0.223014912	6.553723901	-2.978306846	0.003298774	0.043073327
64780	MICAL1	microtubule associated monoxygenase, calponin and LIM domain containing 1	6	NM_001159291, NM_022765, NP_001152763, NP_073602	ENSG00000135596	-0.224643115	6.322239243	-3.003187279	0.003052606	0.042407023
7059	THBS3	thrombospondin 3	1	NM_007112, NP_009043	ENSG00000169231	-0.225928281	7.501848132	-2.991253419	0.003168492	0.043008278
50509	COL5A3	collagen, type V, alpha 3	19	NM_015719, NP_056534	ENSG00000080573	-0.22611492	7.016106795	-2.888276739	0.004349701	0.048930157
30008	EFEMP2	EGF-containing fibulin-like extracellular matrix protein 2	11	NM_016938, NP_058634	ENSG00000172638	-0.228058795	7.445977029	-3.00506302	0.00303475	0.042362357
7106	TSPAN4	tetraspanin 4	11	NM_001025234, NM_001025235, NM_001025236, NM_001025237, NM_001025238, NM_001025239, NM_003271, NP_001020405, NP_001020406, NP_001020407, NP_001020408, NP_001020409, NP_001020410, NP_003262	ENSG00000214063	-0.230643303	7.104294487	-3.06698766	0.00249653	0.038891356
7318	UBA7	ubiquitin-like modifier activating enzyme 7	3	NM_003335, NP_003326	ENSG00000182179	-0.234140723	7.60040741	-3.420368881	0.000774004	0.02418677
23371	TENC1	tensin like C1 domain containing phosphatase (tensin 2)	12	NM_015319, NM_170754, NM_198316, NP_056134, NP_736610, NP_938072	ENSG00000111077	-0.236463464	7.31851128	-3.260633401	0.001329903	0.0287615
1291	COL6A1	collagen, type VI, alpha 1	21	NM_001848, NP_001839	ENSG00000142156	-0.236807836	6.797412083	-3.642069838	0.000353618	0.015513726
26118	WSB1	WD repeat and SOCS box-containing 1	17	NM_015626, NM_134265, NP_056441, NP_599027	ENSG00000109046	-0.2381566	8.195920711	-3.152591431	0.001896642	0.034262288
55268	ECHDC2	enoyl Coenzyme A hydratase domain containing 2	1	NM_018281, NP_060751	ENSG00000121310	-0.240375187	8.521195186	-2.888907815	0.004341374	0.048930157
79776	ZFHX4	zinc finger homeobox 4	8	NM_024721, NP_078997	ENSG00000091656	-0.241993384	6.481371707	-3.091505139	0.002308913	0.038791642
6764	ST5	suppression of tumorigenicity 5	11	NM_005418, NM_139157, NM_213618, NP_005409, NP_631896, NP_998783	ENSG00000166444	-0.245739182	7.318250714	-3.034385615	0.00276782	0.040284236
284119	PTRF	polymerase I and transcript release factor	17	NM_012232, NP_036364	ENSG00000177469	-0.247872198	7.73744821	-2.999649194	0.00308655	0.042407023
10062	NR1H3	nuclear receptor subfamily 1, group H, member 3	11	NM_001130101, NM_001130102, NM_005693, NP_001123573, NP_001123574, NP_005684	ENSG00000025434	-0.254449867	6.362761516	-3.381134764	0.000885661	0.025918499
3587	IL10RA	interleukin 10 receptor, alpha	11	NM_001558, NP_001549, NR_026691	ENSG00000110324	-0.256119484	6.820023863	-2.897064886	0.004235044	0.048529174
2621	GAS6	growth arrest-specific 6	13	NM_000820, NM_001143945, NM_001143946, NP_000811, NP_001137417, NP_001137418	ENSG00000183087	-0.257871415	8.335485641	-2.942155813	0.00368905	0.045316292
9881	LBA1	lupus brain antigen 1	3	NM_014831, NP_055646	ENSG00000168016	-0.260160857	6.384407143	-4.300934494	2.78654E-05	0.00611248
951	CD37	CD37 molecule	19	NM_001040031, NM_001774, NP_001035120, NP_001765	ENSG00000104894	-0.261970936	5.892298274	-3.207973583	0.00158289	0.031980632
2014	EMP3	epithelial membrane protein 3	19	NM_001425, NP_001416	ENSG00000142227	-0.263184608	7.795187897	-3.087988296	0.002335001	0.038791642
90627	STARD13	StAR-related lipid transfer (START) domain containing 13	13	NM_052851, NM_178006, NM_178007, NP_443083, NP_821074, NP_821075	ENSG00000133121	-0.268531865	6.838035845	-2.895424578	0.004256232	0.048590667
55970	GNG12	guanine nucleotide binding protein (G protein), gamma 12	1	NM_018841, NP_061329	ENSG00000172380	-0.269188299	8.725227744	-3.271255713	0.001283664	0.028449451
604	BCL6	B-cell CLL/lymphoma 6	3	NM_001130845, NM_001134738, NM_001706, NP_001124317, NP_001128210, NP_001697	ENSG00000113916	-0.269514298	7.653226339	-3.816718209	0.000185916	0.011622493
4054	LTBP3	latent transforming growth factor beta binding protein 3	11	NM_001130144, NM_001164266, NM_021070, NP_001123616, NP_001157738, NP_066548	ENSG00000168056	-0.270376053	7.698971089	-3.058522052	0.002564513	0.039213992
3913	LAMB2	laminin, beta 2 (laminin S)	3	NM_002292, NP_002283	ENSG00000172037	-0.273982999	7.857616563	-2.965379004	0.003433761	0.043759503
1843	DUSP1	dual specificity phosphatase 1	5	NM_004417, NP_004408	ENSG00000120129	-0.27813925	7.857700161	-3.065609177	0.002507486	0.038891356
3908	LAMA2	laminin, alpha 2	6	NM_000426, NM_001079823, NP_000417, NP_001073291	ENSG00000196569	-0.29936651	6.100849176	-2.929055977	0.003840619	0.0462531
9935	MAFB	v-maf musculoaponeurotic fibrosarcoma oncogene homolog B (avian)	20	NM_005461, NP_005452	ENSG00000204103	-0.299368649	9.659110822	-2.964012353	0.003448323	0.043759503
7450	VWF	von Willebrand factor	12	NM_000552, NP_000543	ENSG00000110799	-0.30002433	9.134505021	-2.879169526	0.00447151	0.04993457
10365	KLF2	Kruppel-like factor 2 (lung)	19	NM_016270, NP_057354	ENSG00000127528	-0.313299063	7.851792174	-3.395454667	0.000843269	0.025311153
219654	ZCCHC24	zinc finger, CCHC domain containing 24	10	NM_153367, NP_699198	ENSG00000165424	-0.314222404	7.872858421	-3.173214239	0.001773626	0.033651874
9314	KLF4	Kruppel-like factor 4 (gut)	9	NM_004235, NP_004226	ENSG00000136826	-0.318853067	6.334378954	-3.011765237	0.002971731	0.042056154
57088	PLSCR4	phospholipid scramblase 4	3	NM_001128304, NM_001128305, NM_001128306, NM_020353, NP_001121776, NP_001121777, NP_001121778, NP_065086	ENSG00000114698	-0.31912403	6.853579638	-3.255416584	0.001353175	0.029060146
6304	SATB1	SATB homeobox 1	3	NM_001131010, NM_002971, NP_001124482, NP_002962	ENSG00000182568	-0.321727749	7.054703253	-3.023007064	0.002868724	0.040808435
57035	C1orf63	chromosome 1 open reading frame 63	1	NM_020317, NP_064713	ENSG00000117616	-0.324258077	8.234010579	-3.412753111	0.00079459	0.024401858
678	ZFP36L2	zinc finger protein 36, C3H type-like 2	2	NM_006887, NP_008818	ENSG00000152518	-0.326685221	6.434689583	-3.693248407	0.000293581	0.014310889
26137	ZBTB20	zinc finger and BTB domain containing 20	3	NM_015642, NP_056457	ENSG00000181722	-0.327269185	8.423359364	-3.798814387	0.000198787	0.011970116
56920	SEMA3G	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3G	3	NM_020163, NP_064548	ENSG00000010319	-0.327630724	6.404362041	-3.703194042	0.000283091	0.014022134
1436	CSF1R	colony stimulating factor 1 receptor	5	NM_005211, NP_005202	ENSG00000182578	-0.333410819	7.941165416	-4.127008492	5.61632E-05	0.007739814
3059	HCLS1	hematopoietic cell-specific Lyn substrate 1	3	NM_005335, NP_005326	ENSG00000180353	-0.337914236	6.832297825	-3.545103572	0.000500391	0.020219741
1293	COL6A3	collagen, type VI, alpha 3	2	NM_004369, NM_057164, NM_057165, NM_057166, NM_057167, NP_004360, NP_476505, NP_476506, NP_476507, NP_476508	ENSG00000163359	-0.338355247	11.21514728	-2.917851362	0.003974763	0.047129337
1281	COL3A1	collagen, type III, alpha 1	2	NM_000090, NP_000081	ENSG00000168542	-0.342831448	11.57267745	-3.073415277	0.002446029	0.038891356
1307	COL16A1	collagen, type XVI, alpha 1	1	NM_001856, NP_001847	ENSG00000084636	-0.344124806	7.661639305	-3.037731108	0.00273878	0.040051395
10346	TRIM22	tripartite motif-containing 22	11	NM_006074, NP_006065	ENSG00000132274	-0.34475095	8.238866507	-3.053838441	0.002602853	0.039268981
3115	HLA-DPB1	major histocompatibility complex, class II, DP beta 1	6	NM_002121, NP_002112	ENSG00000168383, ENSG00000223865	-0.356572836	10.74335317	-3.04085519	0.002711916	0.039848294
53827	FXYD5	FXYD domain containing ion transport regulator 5	19	NM_014164, NM_144779, NP_054883, NP_659003	ENSG00000089327	-0.356885499	8.535632052	-3.37567943	0.000902329	0.026142008
23541	SEC14L2	SEC14-like 2 (S. cerevisiae)	22	NM_012429, NM_033382, NP_036561, NP_203740	ENSG00000100003	-0.358746322	5.983498906	-2.930796694	0.003820155	0.0462531
6446	SGK1	serum/glucocorticoid regulated kinase 1	6	NM_001143676, NM_001143677, NM_001143678, NM_005627, NP_001137148, NP_001137149, NP_001137150, NP_005618	ENSG00000118515	-0.365340767	8.329827772	-3.481108883	0.00062681	0.021687332
11167	FSTL1	follistatin-like 1	3	NM_007085, NP_009016	ENSG00000163430	-0.366253026	10.15243423	-3.242541695	0.00141224	0.029910269
165	AEBP1	AE binding protein 1	7	NM_001129, NP_001120	ENSG00000106624	-0.366756035	9.439331664	-2.959266089	0.003499338	0.044042901
5654	HTRA1	HtrA serine peptidase 1	10	NM_002775, NP_002766	ENSG00000166033	-0.370434848	9.784807343	-3.283504444	0.001232205	0.028449451
10581	IFITM2	interferon induced transmembrane protein 2 (1-8D)	11	NM_006435, NP_006426	ENSG00000185201	-0.373973837	9.572250568	-3.886831341	0.000142721	0.010707014
25903	OLFML2B	olfactomedin-like 2B	1	NM_015441, NP_056256	ENSG00000162745	-0.37540893	7.311753259	-3.309653054	0.001128711	0.028219777
3489	IGFBP6	insulin-like growth factor binding protein 6	12	NM_002178, NP_002169	ENSG00000167779	-0.377140853	7.152279699	-3.518874112	0.000548994	0.020560499
3119	HLA-DQB1	major histocompatibility complex, class II, DQ beta 1	6	NM_002123, NP_002114	ENSG00000179344	-0.38492663	8.646527275	-2.98050313	0.003276332	0.043073327
5376	PMP22	peripheral myelin protein 22	17	NM_000304, NM_153321, NM_153322, NP_000295, NP_696996, NP_696997	ENSG00000109099	-0.385621921	9.985613043	-3.44954787	0.000699661	0.022858061
3479	IGF1	insulin-like growth factor 1 (somatomedin C)	12	NM_000618, NM_001111283, NM_001111284, NM_001111285, NP_000609, NP_001104753, NP_001104754, NP_001104755	ENSG00000017427	-0.398616827	6.768460084	-3.296827384	0.001178417	0.028219777
3726	JUNB	jun B proto-oncogene	19	NM_002229, NP_002220	ENSG00000171223	-0.402733959	8.014061492	-4.190697544	4.35569E-05	0.007739814
5209	PFKFB3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3	10	NM_001145443, NM_004566, NP_001138915, NP_004557	ENSG00000170525	-0.403413618	7.799838663	-3.072909332	0.002449969	0.038891356
6387	CXCL12	chemokine (C-X-C motif) ligand 12 (stromal cell-derived factor 1)	10	NM_000609, NM_001033886, NM_199168, NP_000600, NP_001029058, NP_954637	ENSG00000107562	-0.40384075	8.32668596	-3.758693019	0.000230764	0.012218544
3113	HLA-DPA1	major histocompatibility complex, class II, DP alpha 1	6	NM_033554, NP_291032	ENSG00000168384, ENSG00000231389	-0.414209009	10.38090427	-3.665380741	0.000324962	0.01470173
51466	EVL	Enah/Vasp-like	14	NM_016337, NP_057421	ENSG00000196405	-0.418356886	8.9619711	-2.931598335	0.003810764	0.0462531
5176	SERPINF1	serpin peptidase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member 1	17	NM_002615, NP_002606	ENSG00000132386	-0.418380205	9.756030907	-3.818253483	0.00018485	0.011622493
1277	COL1A1	collagen, type I, alpha 1	17	NM_000088, NP_000079	ENSG00000108821	-0.423329522	9.754496057	-3.05826605	0.002566595	0.039213992
7538	ZFP36	zinc finger protein 36, C3H type, homolog (mouse)	19	NM_003407, NP_003398	ENSG00000128016	-0.424003435	8.535116174	-3.66861709	0.000321162	0.01470173
3914	LAMB3	laminin, beta 3	1	NM_000228, NM_001017402, NM_001127641, NP_000219, NP_001017402, NP_001121113	ENSG00000196878	-0.424843797	5.959699022	-2.990185627	0.003179055	0.043008278
83716	CRISPLD2	cysteine-rich secretory protein LCCL domain containing 2	16	NM_031476, NP_113664	ENSG00000103196	-0.4300519	8.051980418	-3.372130442	0.000913329	0.026213405
5157	PDGFRL	platelet-derived growth factor receptor-like	8	NM_006207, NP_006198	ENSG00000104213	-0.432534297	6.415385502	-3.041038819	0.002710344	0.039848294
4313	MMP2	matrix metallopeptidase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)	16	NM_001127891, NM_004530, NP_001121363, NP_004521	ENSG00000087245	-0.439050806	9.637486563	-3.06828133	0.002486289	0.038891356
3487	IGFBP4	insulin-like growth factor binding protein 4	17	NM_001552, NP_001543	ENSG00000141753	-0.439569486	9.932509963	-4.12608506	5.63694E-05	0.007739814
1292	COL6A2	collagen, type VI, alpha 2	21	NM_001849, NM_058174, NM_058175, NP_001840, NP_478054, NP_478055	ENSG00000142173	-0.441746407	9.320943697	-3.528646426	0.00053039	0.020560499
972	CD74	CD74 molecule, major histocompatibility complex, class II invariant chain	5	NM_001025158, NM_001025159, NM_004355, NP_001020329, NP_001020330, NP_004346	ENSG00000019582	-0.445373925	11.22814095	-3.937420721	0.000117671	0.010037975
716	C1S	complement component 1, s subcomponent	12	NM_001734, NM_201442, NP_001725, NP_958850	ENSG00000182326	-0.448975951	9.599649767	-3.418238918	0.00077971	0.02418677
11031	RAB31	RAB31, member RAS oncogene family	18	NM_006868, NP_006859	ENSG00000168461	-0.452512734	9.464314574	-3.355189475	0.000967586	0.026513779
715	C1R	complement component 1, r subcomponent	12	NM_001733, NP_001724	ENSG00000159403	-0.462726992	8.760651179	-4.518666731	1.12521E-05	0.004168448
4016	LOXL1	lysyl oxidase-like 1	15	NM_005576, NP_005567	ENSG00000129038	-0.463837333	8.808695829	-3.53868916	0.000511888	0.020276258
2878	GPX3	glutathione peroxidase 3 (plasma)	5	NM_002084, NP_002075	ENSG00000211445	-0.466330681	8.303382918	-3.134187156	0.00201305	0.035529179
710	SERPING1	serpin peptidase inhibitor, clade G (C1 inhibitor), member 1	11	NM_000062, NM_001032295, NP_000053, NP_001027466	ENSG00000149131	-0.505782317	8.813380669	-4.10349591	6.16443E-05	0.007739814
1958	EGR1	early growth response 1	5	NM_001964, NP_001955	ENSG00000120738	-0.519996214	8.25884528	-3.273147108	0.00127559	0.028449451
1960	EGR3	early growth response 3	8	NM_004430, NP_004421	ENSG00000179388	-0.532781717	5.749141738	-3.985245009	9.78801E-05	0.009108777
5327	PLAT	plasminogen activator, tissue	8	NM_000930, NM_033011, NP_000921, NP_127509	ENSG00000104368	-0.533154954	8.293815107	-2.91908704	0.003959762	0.047129337
1675	CFD	complement factor D (adipsin)	19	NM_001928, NP_001919	ENSG00000197766	-0.570691156	7.872366203	-3.199252823	0.001628868	0.03248216
1524	CX3CR1	chemokine (C-X3-C motif) receptor 1	3	NM_001337, NP_001328	ENSG00000168329	-0.573780582	7.386697143	-3.268168439	0.001296947	0.028449451
6363	CCL19	chemokine (C-C motif) ligand 19	9	NM_006274, NP_006265	ENSG00000172724	-0.60053866	7.113126512	-3.067134026	0.00249537	0.038891356
718	C3	complement component 3	19	NM_000064, NP_000055	ENSG00000125730	-0.605339917	10.09828312	-5.026136862	1.20317E-06	0.002159293
8483	CILP	cartilage intermediate layer protein, nucleotide pyrophosphohydrolase	15	NM_003613, NP_003604	ENSG00000138615	-0.676071934	8.913000445	-3.912649871	0.000129363	0.010485562
57758	SCUBE2	signal peptide, CUB domain, EGF-like 2	11	NM_020974, NP_066025	ENSG00000175356	-0.738208548	9.624311989	-2.9060569	0.004120593	0.047990334
3866	KRT15	keratin 15	17	NM_002275, NP_002266	ENSG00000171346	-0.884694465	7.520261591	-3.171055724	0.001786146	0.033651874
2353	FOS	FBJ murine osteosarcoma viral oncogene homolog	14	NM_005252, NP_005243	ENSG00000170345	-0.942932609	8.899949206	-4.902172948	2.10937E-06	0.002159293
4057	LTF	lactotransferrin	3	NM_002343, NP_002334	ENSG00000012223	-1.153542957	9.004004741	-3.270112343	0.001288569	0.028449451
