Probeset_ID	Distance	Symbol	Description
204079_at	26.10531504	TPST2	tyrosylprotein sulfotransferase 2
201666_at	26.16690045	TIMP1	TIMP metallopeptidase inhibitor 1
214453_s_at	26.18085378	IFI44	interferon-induced protein 44
204179_at	26.2076656	MB	myoglobin
234994_at	26.31786634	TMEM200A	transmembrane protein 200A
1552316_a_at	26.32232772	GIMAP1	GTPase, IMAP family member 1
1559067_a_at	26.49469757	NA	NA
212099_at	26.51858874	RHOB	ras homolog gene family, member B
210201_x_at	26.60128108	BIN1	bridging integrator 1
219563_at	26.66536393	C14orf139	chromosome 14 open reading frame 139
203997_at	26.6833325	PTPN3	protein tyrosine phosphatase, non-receptor type 3
205987_at	26.72896221	CD1C	CD1c molecule
202931_x_at	26.77940811	BIN1	bridging integrator 1
221602_s_at	26.85033327	FAIM3	Fas apoptotic inhibitory molecule 3
210347_s_at	26.96777761	BCL11A	B-cell CLL/lymphoma 11A (zinc finger protein)
229716_at	26.97249807	NA	NA
229934_at	27.0112877	NA	NA
220485_s_at	27.03781552	SIRPG	signal-regulatory protein gamma
214745_at	27.05007997	PLCH1	phospholipase C, eta 1
202695_s_at	27.10716977	STK17A	serine/threonine kinase 17a
239231_at	27.11605407	NA	NA
33323_r_at	27.2974571	SFN	stratifin
218806_s_at	27.37191872	VAV3	vav 3 guanine nucleotide exchange factor
202156_s_at	27.38463747	CUGBP2	CUG triplet repeat, RNA binding protein 2
221558_s_at	27.43138731	LEF1	lymphoid enhancer-binding factor 1
235056_at	27.43307405	ETV6	ets variant 6
202245_at	27.43498994	LSS	lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase)
243363_at	27.44976746	LOC641518	hypothetical protein LOC641518
243362_s_at	27.45143325	LOC641518	hypothetical protein LOC641518
224221_s_at	27.45563985	VAV3	vav 3 guanine nucleotide exchange factor
228771_at	27.49192342	ADRBK2	adrenergic, beta, receptor kinase 2
222394_at	27.51876914	PDCD6IP	programmed cell death 6 interacting protein
232231_at	27.53423535	RUNX2	runt-related transcription factor 2
218807_at	27.55867817	VAV3	vav 3 guanine nucleotide exchange factor
201012_at	27.59886095	ANXA1	annexin A1
206749_at	27.61093552	CD1B	CD1b molecule
214439_x_at	27.61938649	BIN1	bridging integrator 1
206478_at	27.63777075	KIAA0125	KIAA0125
202770_s_at	27.64460106	CCNG2	cyclin G2
1555797_a_at	27.67492808	ARPC5	actin related protein 2/3 complex, subunit 5, 16kDa
218032_at	27.71587965	SNN	stannin
227687_at	27.72704447	HYLS1	hydrolethalus syndrome 1
224606_at	27.75563954	KLF6	Kruppel-like factor 6
205467_at	27.84906828	CASP10	caspase 10, apoptosis-related cysteine peptidase
208986_at	27.85280559	TCF12	transcription factor 12
226549_at	27.85310066	SBK1	SH3-binding domain kinase 1
225045_at	27.85734759	CCDC88A	coiled-coil domain containing 88A
203911_at	27.87066185	RAP1GAP	RAP1 GTPase activating protein
201842_s_at	27.89792582	EFEMP1	EGF-containing fibulin-like extracellular matrix protein 1
208018_s_at	27.92185157	HCK	hemopoietic cell kinase
221750_at	27.93947262	HMGCS1	3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1 (soluble)
222557_at	27.94201573	STMN3	stathmin-like 3
202743_at	27.99148973	PIK3R3	phosphoinositide-3-kinase, regulatory subunit 3 (gamma)
210758_at	28.02958519	PSIP1	PC4 and SFRS1 interacting protein 1
224150_s_at	28.0510348	CEP70	centrosomal protein 70kDa
1554489_a_at	28.05522792	CEP70	centrosomal protein 70kDa
225962_at	28.0628655	ZNRF1	zinc and ring finger 1
230252_at	28.07052533	LPAR5	lysophosphatidic acid receptor 5
211559_s_at	28.07573313	CCNG2	cyclin G2
219502_at	28.07671859	NEIL3	nei endonuclease VIII-like 3 (E. coli)
201193_at	28.0923336	IDH1	isocitrate dehydrogenase 1 (NADP+), soluble
235816_s_at	28.10040823	RGL4	ral guanine nucleotide dissociation stimulator-like 4
229838_at	28.11035801	NUCB2	nucleobindin 2
224862_at	28.11114014	GNAQ	guanine nucleotide binding protein (G protein), q polypeptide
1554340_a_at	28.11610598	C1orf187	chromosome 1 open reading frame 187
209933_s_at	28.13163869	CD300A	CD300a molecule
205590_at	28.13772436	RASGRP1	RAS guanyl releasing protein 1 (calcium and DAG-regulated)
221601_s_at	28.14633036	FAIM3	Fas apoptotic inhibitory molecule 3
228176_at	28.16457191	C9orf47	chromosome 9 open reading frame 47
202369_s_at	28.17357125	TRAM2	translocation associated membrane protein 2
223685_s_at	28.20069725	PRPF18	PRP18 pre-mRNA processing factor 18 homolog (S. cerevisiae)
1555832_s_at	28.20390349	KLF6	Kruppel-like factor 6
208592_s_at	28.23021813	CD1E	CD1e molecule
1555037_a_at	28.26771571	IDH1	isocitrate dehydrogenase 1 (NADP+), soluble
226157_at	28.26811573	TFDP2	transcription factor Dp-2 (E2F dimerization partner 2)
238041_at	28.2695728	NA	NA
203680_at	28.28364053	PRKAR2B	protein kinase, cAMP-dependent, regulatory, type II, beta
203913_s_at	28.30087183	HPGD	hydroxyprostaglandin dehydrogenase 15-(NAD)
217147_s_at	28.30622432	TRAT1	T cell receptor associated transmembrane adaptor 1
205700_at	28.31153907	HSD17B6	hydroxysteroid (17-beta) dehydrogenase 6 homolog (mouse)
204040_at	28.33977766	RNF144A	ring finger protein 144A
202769_at	28.36002927	CCNG2	cyclin G2
203744_at	28.38609787	HMGB3	high-mobility group box 3
219243_at	28.38953841	GIMAP4	GTPase, IMAP family member 4
224445_s_at	28.41645096	ZFYVE21	zinc finger, FYVE domain containing 21
229686_at	28.47553031	P2RY8	purinergic receptor P2Y, G-protein coupled, 8
244076_at	28.54810578	KIAA2022	KIAA2022
227178_at	28.60693112	CUGBP2	CUG triplet repeat, RNA binding protein 2
223168_at	28.60896274	RHOU	ras homolog gene family, member U
222283_at	28.62689135	ZNF480	zinc finger protein 480
225136_at	28.64815381	PLEKHA2	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 2
236280_at	28.67087866	NA	NA
211919_s_at	28.70628919	CXCR4	chemokine (C-X-C motif) receptor 4
208982_at	28.71282717	PECAM1	platelet/endothelial cell adhesion molecule
219036_at	28.71804405	CEP70	centrosomal protein 70kDa
226134_s_at	28.75131978	NA	NA
209201_x_at	28.76281609	CXCR4	chemokine (C-X-C motif) receptor 4
228773_at	28.77441887	NA	NA
209608_s_at	28.78142162	ACAT2	acetyl-Coenzyme A acetyltransferase 2
229280_s_at	28.79291158	FLJ22536	hypothetical locus LOC401237
204174_at	28.80632617	ALOX5AP	arachidonate 5-lipoxygenase-activating protein
228033_at	28.82255511	E2F7	E2F transcription factor 7
218585_s_at	28.83292175	DTL	denticleless homolog (Drosophila)
206662_at	28.84311003	GLRX	glutaredoxin (thioltransferase)
201811_x_at	28.86742047	SH3BP5	SH3-domain binding protein 5 (BTK-associated)
211211_x_at	28.89185339	SH2D1A	SH2 domain protein 1A
206727_at	28.89835746	C9	complement component 9
214183_s_at	28.90673185	TKTL1	transketolase-like 1
219489_s_at	28.91467124	RHBDL2	rhomboid, veinlet-like 2 (Drosophila)
223775_at	28.91696017	HHIP	hedgehog interacting protein
209574_s_at	28.93777499	C18orf1	chromosome 18 open reading frame 1
235609_at	28.94022131	NA	NA
210829_s_at	28.95271001	SSBP2	single-stranded DNA binding protein 2
203787_at	28.96233482	SSBP2	single-stranded DNA binding protein 2
1556599_s_at	28.98066047	ARPP-21	cyclic AMP-regulated phosphoprotein, 21 kD
205034_at	28.98664614	CCNE2	cyclin E2
220449_at	28.99492754	MGC5566	hypothetical protein MGC5566
219132_at	29.02930756	PELI2	pellino homolog 2 (Drosophila)
207015_s_at	29.04248923	ALDH1A2	aldehyde dehydrogenase 1 family, member A2
207992_s_at	29.04679474	AMPD3	adenosine monophosphate deaminase (isoform E)
213288_at	29.05028494	MBOAT2	membrane bound O-acyltransferase domain containing 2
211795_s_at	29.05763595	FYB	FYN binding protein (FYB-120/130)
224861_at	29.06393702	GNAQ	guanine nucleotide binding protein (G protein), q polypeptide
238484_s_at	29.07429507	NA	NA
209360_s_at	29.09803083	RUNX1	runt-related transcription factor 1
211210_x_at	29.09963823	SH2D1A	SH2 domain protein 1A
230383_x_at	29.11318372	NA	NA
239572_at	29.17600921	GJA3	gap junction protein, alpha 3, 46kDa
210487_at	29.18612876	DNTT	deoxynucleotidyltransferase, terminal
210116_at	29.19524218	SH2D1A	SH2 domain protein 1A
215411_s_at	29.21719125	TRAF3IP2	TRAF3 interacting protein 2
1558972_s_at	29.23851792	C6orf190	chromosome 6 open reading frame 190
218718_at	29.24846552	PDGFC	platelet derived growth factor C
228361_at	29.26161281	E2F2	E2F transcription factor 2
1566363_at	29.26307942	DNTT	deoxynucleotidyltransferase, terminal
224983_at	29.26488584	SCARB2	scavenger receptor class B, member 2
225355_at	29.26729533	NEURL1B	neuralized homolog 1B (Drosophila)
205698_s_at	29.2747137	MAP2K6	mitogen-activated protein kinase kinase 6
210416_s_at	29.28865082	CHEK2	CHK2 checkpoint homolog (S. pombe)
209790_s_at	29.34405402	CASP6	caspase 6, apoptosis-related cysteine peptidase
236295_s_at	29.34984004	NLRC3	NLR family, CARD domain containing 3
227197_at	29.35993122	SGEF	Src homology 3 domain-containing guanine nucleotide exchange factor
230135_at	29.36118288	NA	NA
215117_at	29.36340801	RAG2	recombination activating gene 2
208981_at	29.36387698	PECAM1	platelet/endothelial cell adhesion molecule
225330_at	29.39652628	IGF1R	insulin-like growth factor 1 receptor
229402_at	29.40177061	SAMD13	sterile alpha motif domain containing 13
206283_s_at	29.40704722	TAL1	T-cell acute lymphocytic leukemia 1
221107_at	29.43035495	CHRNA9	cholinergic receptor, nicotinic, alpha 9
200965_s_at	29.47641783	ABLIM1	actin binding LIM protein 1
221213_s_at	29.49012101	ZNF280D	zinc finger protein 280D
227970_at	29.50441401	GPR157	G protein-coupled receptor 157
222449_at	29.51273055	PMEPA1	prostate transmembrane protein, androgen induced 1
205804_s_at	29.51374352	TRAF3IP3	TRAF3 interacting protein 3
226039_at	29.52234679	MGAT4A	mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme A
211209_x_at	29.53973852	SH2D1A	SH2 domain protein 1A
227266_s_at	29.5441715	FYB	FYN binding protein (FYB-120/130)
205285_s_at	29.55398068	FYB	FYN binding protein (FYB-120/130)
200832_s_at	29.5614295	SCD	stearoyl-CoA desaturase (delta-9-desaturase)
219740_at	29.57996857	VASH2	vasohibin 2
207996_s_at	29.65181775	C18orf1	chromosome 18 open reading frame 1
231579_s_at	29.66163712	TIMP2	TIMP metallopeptidase inhibitor 2
219330_at	29.69483284	VANGL1	vang-like 1 (van gogh, Drosophila)
208983_s_at	29.70509937	PECAM1	platelet/endothelial cell adhesion molecule
204226_at	29.75589677	STAU2	staufen, RNA binding protein, homolog 2 (Drosophila)
209276_s_at	29.7669812	GLRX	glutaredoxin (thioltransferase)
238520_at	29.79630508	TRERF1	transcriptional regulating factor 1
200762_at	29.80400834	DPYSL2	dihydropyrimidinase-like 2
231283_at	29.85666913	MGAT4A	mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme A
207016_s_at	29.86959057	ALDH1A2	aldehyde dehydrogenase 1 family, member A2
223839_s_at	29.87991645	SCD	stearoyl-CoA desaturase (delta-9-desaturase)
210432_s_at	29.94162233	SCN3A	sodium channel, voltage-gated, type III, alpha subunit
235577_at	29.94665252	ZNF652	zinc finger protein 652
215332_s_at	29.98394527	CD8B	CD8b molecule
212812_at	29.9929845	NA	NA
213933_at	29.99405898	PTGER3	prostaglandin E receptor 3 (subtype EP3)
201309_x_at	30.00357814	C5orf13	chromosome 5 open reading frame 13
201310_s_at	30.02502791	C5orf13	chromosome 5 open reading frame 13
225266_at	30.05769128	ZNF652	zinc finger protein 652
211548_s_at	30.07921877	HPGD	hydroxyprostaglandin dehydrogenase 15-(NAD)
213280_at	30.08893836	GARNL4	GTPase activating Rap/RanGAP domain-like 4
228737_at	30.10733663	TOX2	TOX high mobility group box family member 2
225133_at	30.15238666	KLF3	Kruppel-like factor 3 (basic)
211814_s_at	30.15291694	CCNE2	cyclin E2
203474_at	30.18339765	IQGAP2	IQ motif containing GTPase activating protein 2
210325_at	30.20540295	CD1A	CD1a molecule
213060_s_at	30.23390121	CHI3L2	chitinase 3-like 2
215784_at	30.35521333	CD1E	CD1e molecule
210221_at	30.35924142	CHRNA3	cholinergic receptor, nicotinic, alpha 3
209829_at	30.44378647	FAM65B	family with sequence similarity 65, member B
229492_at	30.47898764	VANGL1	vang-like 1 (van gogh, Drosophila)
213888_s_at	30.58427022	LOC100133233	hypothetical protein LOC100133233
1558604_a_at	30.66545397	NA	NA
206404_at	30.68270189	FGF9	fibroblast growth factor 9 (glia-activating factor)
205882_x_at	30.8118498	ADD3	adducin 3 (gamma)
201752_s_at	30.81828173	ADD3	adducin 3 (gamma)
201034_at	30.83346741	ADD3	adducin 3 (gamma)
215043_s_at	30.84931427	SMA5	glucuronidase, beta pseudogene
219528_s_at	30.9656258	BCL11B	B-cell CLL/lymphoma 11B (zinc finger protein)
201753_s_at	31.04844167	ADD3	adducin 3 (gamma)
219371_s_at	31.22221284	KLF2	Kruppel-like factor 2 (lung)
222895_s_at	31.26009263	BCL11B	B-cell CLL/lymphoma 11B (zinc finger protein)
203914_x_at	31.29084294	HPGD	hydroxyprostaglandin dehydrogenase 15-(NAD)
238861_at	31.34905694	NA	NA
212135_s_at	31.35386908	ATP2B4	ATPase, Ca++ transporting, plasma membrane 4
204759_at	31.3564906	RCBTB2	regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2
212136_at	31.70416308	ATP2B4	ATPase, Ca++ transporting, plasma membrane 4
227052_at	32.07692176	NA	NA
231935_at	32.28604646	ARPP-21	cyclic AMP-regulated phosphoprotein, 21 kD
222450_at	32.49054802	PMEPA1	prostate transmembrane protein, androgen induced 1
210055_at	32.70419307	TSHR	thyroid stimulating hormone receptor
