Probe Set ID	Unigene(Avadis)	Gene Title	Gene Symbol	Fold change	p-value
214414_x_at	Hs.398636	hemoglobin, alpha 2 /// hemoglobin, alpha 2	HBA2	2.7404072	0.027736293
211161_s_at	Hs.443625	collagen, type III, alpha 1 (Ehlers-Danlos syndrome type IV, autosomal dominant)	COL3A1	2.7402215	0.025743509
205193_at	Hs.517617	v-maf musculoaponeurotic fibrosarcoma oncogene homolog F (avian)	MAFF	2.7353077	0.005570115
226411_at	Hs.26870	ecotropic viral integration site 5-like	EVI5L	2.7319143	0.02902933
240702_at	Hs.210385	hect (homologous to the E6-AP (UBE3A) carboxyl terminus) domain and RCC1 (CHC1)-like domain (RLD) 1	HERC1	2.7297244	0.034526143
242319_at	Hs.171499	Diacylglycerol kinase, gamma 90kDa	DGKG	2.728287	0.01924923
230574_at	Hs.369911	hypothetical LOC388480	LOC388480	2.72602	0.031091355
207455_at	Hs.2411	purinergic receptor P2Y, G-protein coupled, 1	P2RY1	2.725969	0.0391813
1562892_at	Hs.375707	Coiled-coil-helix-coiled-coil-helix domain containing 5	CHCHD5	2.7234128	0.001187244
203706_s_at	Hs.173859	frizzled homolog 7 (Drosophila)	FZD7	2.7207537	0.043705642
207718_x_at	Hs.439056	cytochrome P450, family 2, subfamily A, polypeptide 6 /// cytochrome P450, family 2, subfamily A, polypeptide 7 /// cytochrome P450, family 2, subfamily A, polypeptide 13	CYP2A6 /// CYP2A7 /// CYP2A13	2.7196498	0.01788334
211431_s_at	Hs.381282	TYRO3 protein tyrosine kinase	TYRO3	2.7162538	0.014313323
204975_at	Hs.531561	epithelial membrane protein 2	EMP2	2.714923	0.043663498
242963_at	Hs.48343	hypothetical protein MGC26963	MGC26963	2.713894	0.032459166
216474_x_at	Hs.405479	tryptase alpha/beta 1 /// tryptase beta 2	TPSAB1 /// TPSB2	2.7122715	0.04414327
1556627_at	Hs.159291	Dystrophin related protein 2	DRP2	2.7121913	0.007952929
229459_at	Hs.436854	family with sequence similarity 19 (chemokine (C-C motif)-like), member A5	FAM19A5	2.7007945	0.024788093
233679_at	Hs.507681	Mitogen-activated protein kinase kinase kinase 7 interacting protein 1	MAP3K7IP1	2.6946979	0.037208937
1557384_at	Hs.97845	Zinc finger protein 131 (clone pHZ-10)	ZNF131	2.694108	0.020735592
203986_at	Hs.109590	genethonin 1	GENX-3414	2.6903589	0.013108899
203045_at	Hs.494457	ninjurin 1	NINJ1	2.690235	0.001372664
211506_s_at	Hs.624	interleukin 8	IL8	2.6864982	0.049939353
204472_at	Hs.345139	GTP binding protein overexpressed in skeletal muscle	GEM	2.6818554	0.04096368
227568_at	Hs.66378	HECT domain containing 2	HECTD2	2.6814785	0.011633932
244394_at	Hs.146591	B lymphoid tyrosine kinase	BLK	2.6804402	0.03546715
206034_at	Hs.368077	serine (or cysteine) proteinase inhibitor, clade B (ovalbumin), member 8	SERPINB8	2.678308	0.028638717
206432_at	Hs.159226	hyaluronan synthase 2	HAS2	2.6721244	0.003528147
237589_at	Hs.203772	FSHD region gene 1	FRG1	2.6637735	0.024357779
224739_at	Hs.530381	pim-3 oncogene	PIM3	2.6610968	0.02460624
208286_x_at	Hs.249184	POU domain, class 5, transcription factor 1	POU5F1	2.6578019	0.037561912
201465_s_at	Hs.525704	v-jun sarcoma virus 17 oncogene homolog (avian)	JUN	2.654171	0.010754072
238633_at	Hs.167805	Enhancer of polycomb homolog 1 (Drosophila)	EPC1	2.6521666	0.02436598
204667_at	Hs.163484	forkhead box A1	FOXA1	2.6461184	0.01432
209772_s_at	Hs.375108	CD24 antigen (small cell lung carcinoma cluster 4 antigen)	CD24	2.6448562	0.011589528
232494_at	Hs.447793	cytochrome P450, family 8, subfamily B, polypeptide 1	CYP8B1	2.640157	0.034257095
227023_at	Hs.400533	GLI-Kruppel family member GLI4	GLI4	2.636451	0.014717292
230204_at	Hs.2799	Hyaluronan and proteoglycan link protein 1	HAPLN1	2.6363204	0.010370293
237664_at	Hs.114062	Protein tyrosine phosphatase-like (proline instead of catalytic arginine), member a	PTPLA	2.6350896	0.033784367
202071_at	Hs.252189	syndecan 4 (amphiglycan, ryudocan)	SDC4	2.6330209	0.030984236
237701_at	Hs.98202	hypothetical protein MGC35033	MGC35033	2.6295156	0.042194925
230081_at	Hs.145404	phosphatidylinositol-specific phospholipase C, X domain containing 3	PLCXD3	2.6276784	0.042461544
212960_at	Hs.480819	KIAA0882 protein	KIAA0882	2.625384	0.01475621
216099_at		serotonin-7 receptor pseudogene	LOC93164	2.62149	0.039822206
207406_at	Hs.1644	cytochrome P450, family 7, subfamily A, polypeptide 1	CYP7A1	2.6139762	0.028233476
1563800_at	Hs.534219	hypothetical protein LOC283140	LOC283140	2.6137507	0.000264973
239991_at	Hs.446240	Protein kinase C binding protein 1	PRKCBP1	2.6136982	0.03231935
209133_s_at	Hs.351327	COMM domain containing 4	COMMD4	2.6130319	0.002315759
207422_at	Hs.177984	a disintegrin and metalloproteinase domain 20	ADAM20	2.610877	0.008629528
230594_at	Hs.368084	Leucine-rich PPR-motif containing	LRPPRC	2.6099284	0.019732295
210285_x_at	Hs.446091	Wilms tumor 1 associated protein	WTAP	2.6090252	0.003590371
204237_at	Hs.470887	GULP, engulfment adaptor PTB domain containing 1	GULP1	2.6052895	0.04506009
226057_at	Hs.477278	KIAA1204 protein	CDGAP	2.604321	0.013371364
204420_at	Hs.283565	FOS-like antigen 1	FOSL1	2.6032827	0.010072362
207739_s_at	Hs.278606	G antigen 1 /// G antigen 2 /// G antigen 3 /// G antigen 4 /// G antigen 5 /// G antigen 6 /// G antigen 7 /// G antigen 7B /// G antigen 8	GAGE1 /// GAGE2 /// GAGE3 /// GAGE4 /// GAGE5 /// GAGE6 /// GAGE7 /// GAGE7B /// GAGE8	2.6030066	0.003692046
216651_s_at	Hs.231829	glutamate decarboxylase 2 (pancreatic islets and brain, 65kDa)	GAD2	2.6003788	0.039604098
209545_s_at	Hs.103755	receptor-interacting serine-threonine kinase 2	RIPK2	2.5987298	0.04394726
224534_at	Hs.229335	kringle containing transmembrane protein 1 /// kringle containing transmembrane protein 1	KREMEN1	2.5936234	0.03695315
223877_at	Hs.153714	C1q and tumor necrosis factor related protein 7	C1QTNF7	2.5882506	0.003486004
221376_at	Hs.248192	fibroblast growth factor 17	FGF17	2.5879967	0.014717864
242071_x_at	Hs.171311	integrin, alpha 8	ITGA8	2.5829272	0.04155269
207489_at	Hs.287515	hypothetical protein FLJ12331	FLJ12331	2.5814216	0.011997806
239193_at		hypothetical protein LOC158301	LOC158301	2.577504	0.036965188
1553376_a_at	Hs.496400	hypothetical protein FLJ32940	DKFZp686H1423	2.5687206	0.04750357
203325_s_at	Hs.210283	collagen, type V, alpha 1	COL5A1	2.5657234	0.026659414
235929_s_at	Hs.534598	Chromosome 10 open reading frame 41	C10orf41	2.5600994	0.010075068
208557_at	Hs.520724	homeo box A6	HOXA6	2.5588403	0.039994653
1553585_a_at	Hs.546265	melanoma antigen family A, 5	MAGEA5	2.5574307	0.011864199
240249_at	Hs.400556	Breast carcinoma amplified sequence 1	BCAS1	2.5549605	0.039171025
234131_at	Hs.172028	A disintegrin and metalloproteinase domain 10	ADAM10	2.5490692	0.014972375
207249_s_at	Hs.367833	solute carrier family 28 (sodium-coupled nucleoside transporter), member 2	SLC28A2	2.5490115	0.027431678
242988_at	Hs.97341	hypothetical protein FLJ32934	FLJ32934	2.5487294	0.010886872
230985_at	Hs.148250	hypothetical protein MGC41945	MGC41945	2.5472443	0.010370488
210773_s_at	Hs.99855	formyl peptide receptor-like 1 /// formyl peptide receptor-like 1	FPRL1	2.5393305	0.02591891
230082_at	Hs.475319	Leucine rich repeat (in FLII) interacting protein 2	LRRFIP2	2.5342166	0.010821258
213247_at	Hs.385887	chromosome 9 open reading frame 13	C9orf13	2.5338368	0.03688736
1553457_at	Hs.376729	hypothetical gene supported by NM_173697	LOC439943	2.5297115	0.04660383
1563472_at	Hs.522817	B-cell receptor-associated protein 31	BCAP31	2.5296345	0.01153176
1556459_at	Hs.435063	Rho GTPase activating protein 22	ARHGAP22	2.5286748	0.018237624
211306_s_at	Hs.193122	Fc fragment of IgA, receptor for	FCAR	2.5231025	0.0316615
238933_at	Hs.471508	Insulin receptor substrate 1	IRS1	2.5215783	0.042482737
234257_at	Hs.520814	Tensin-like SH2 domain containing 1	TENS1	2.5095809	0.043257978
201430_s_at	Hs.519659	dihydropyrimidinase-like 3	DPYSL3	2.50759	0.014218175
242018_at	Hs.278733	Son of sevenless homolog 1 (Drosophila)	SOS1	2.5055015	0.037143793
205236_x_at	Hs.2420	superoxide dismutase 3, extracellular	SOD3	2.50468	0.011591678
215348_at	Hs.192215	adenylate cyclase 1 (brain)	ADCY1	2.5036323	0.028779687
1555516_at	Hs.282787	forkhead box P2	FOXP2	2.50141	0.015444919
200706_s_at	Hs.459940	lipopolysaccharide-induced TNF factor	LITAF	2.4991113	0.0154929
1553364_at	Hs.407002	patatin-like phospholipase domain containing 1	PNPLA1	2.4983127	0.009320016
204660_at	Hs.27184	growth factor, augmenter of liver regeneration (ERV1 homolog, S. cerevisiae)	GFER	2.4981697	0.040201895
202581_at	Hs.274402	heat shock 70kDa protein 1B	HSPA1B	2.496899	0.038362596
202068_s_at	Hs.213289	low density lipoprotein receptor (familial hypercholesterolemia)	LDLR	2.4958565	0.03433034
223770_x_at	Hs.439370	hypothetical protein MGC3207	MGC3207	2.4955018	0.018750895
235899_at	Hs.127189	carbonic anhydrase XIII	CA13	2.4930394	0.014209078
211403_x_at	Hs.278906	variable charge, Y-linked /// variable charge, X-linked /// variable charge, X-linked 2 /// variable charge, X-linked 3A /// variably charged X-C	VCY /// VCX /// VCX2 /// VCX3A /// VCX-C	2.488155	0.049174298
235257_at	Hs.531314	endothelial cell growth factor 1 (platelet-derived) /// similar to MGC52679 protein	ECGF1 /// LOC440836	2.4866438	0.001384949
1554800_at	Hs.354906	RAB39, member RAS oncogene family	RAB39	2.4820158	0.013115016
223920_s_at	Hs.160953	p53-regulated apoptosis-inducing protein 1	P53AIP1	2.480221	0.03600715
1562664_at		hypothetical protein LOC286009	LOC286009	2.4785922	0.027163565
240850_at	Hs.368240	Dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1A	DYRK1A	2.470516	0.03756927
240179_at	Hs.434424	Hypothetical protein LOC339862	LOC339862	2.4653852	0.015287522
231907_at	Hs.159472	V-abl Abelson murine leukemia viral oncogene homolog 2 (arg, Abelson-related gene)	ABL2	2.4640172	0.012573634
210244_at	Hs.51120	cathelicidin antimicrobial peptide	CAMP	2.4632578	0.028968498
206749_at	Hs.1310	CD1B antigen, b polypeptide /// CD1B antigen, b polypeptide	CD1B	2.4628446	0.030382173
235727_at	Hs.174682	BTB (POZ) domain containing 5	BTBD5	2.4626327	0.000537603
1556899_at	Hs.367854	SKB1 homolog (S. pombe)	SKB1	2.4621878	0.025162015
1553042_a_at	Hs.466531	T-cell activation NFKB-like protein	TA-NFKBH	2.4579487	0.049388647
225013_at	Hs.523221	leucine zipper, putative tumor suppressor 2	LZTS2	2.4555542	0.014140996
208105_at	Hs.251412	gastric inhibitory polypeptide receptor	GIPR	2.4533157	0.029021468
241030_at	Hs.129598	Fibrous sheath interacting protein 1	FSIP1	2.4523635	0.01945618
211253_x_at	Hs.169249	peptide YY	PYY	2.4503329	0.043398622
224836_at	Hs.516994	tumor protein p53 inducible nuclear protein 2	TP53INP2	2.4489186	0.000486093
221180_at	Hs.503776	hypothetical protein FLJ23074	FLJ23074	2.448777	0.037721574
223264_at	Hs.513071	mesoderm development candidate 1	MESDC1	2.4469597	0.022154415
209220_at	Hs.435036	glypican 3	GPC3	2.4379177	0.000625911
244072_at	Hs.416436	FK506 binding protein 6, 36kDa	FKBP6	2.435928	0.043242104
209924_at	Hs.143961	chemokine (C-C motif) ligand 18 (pulmonary and activation-regulated)	CCL18	2.4290512	0.013835771
1561211_at	Hs.73828	T-cell acute lymphocytic leukemia 1	TAL1	2.427672	0.026323015
243997_x_at	Hs.213198	Paraspeckle component 1	PSPC1	2.427312	0.024904447
219436_s_at	Hs.152913	endomucin	EMCN	2.425758	0.010169387
1554584_at	Hs.528889	hypothetical protein DKFZp586M1120	DKFZP586M1120	2.4183912	0.006360968
243766_s_at	Hs.515534	TEA domain family member 2	TEAD2	2.4180655	0.049086954
1554068_s_at	Hs.505871	hypothetical protein FLJ32549	FLJ32549	2.4135287	0.017165884
1570032_at	Hs.199593	adaptor-related protein complex 3, beta 2 subunit	AP3B2	2.4101133	0.04556495
205205_at	Hs.307905	v-rel reticuloendotheliosis viral oncogene homolog B, nuclear factor of kappa light polypeptide gene enhancer in B-cells 3 (avian)	RELB	2.4059794	0.019671623
218627_at	Hs.525634	hypothetical protein FLJ11259	FLJ11259	2.4003942	0.001214855
211350_s_at	Hs.225962	chromosome 6 open reading frame 54	C6orf54	2.3984487	0.024530822
237268_at	Hs.397800	Down syndrome cell adhesion molecule	DSCAM	2.398298	0.01487854
208457_at	Hs.113882	gamma-aminobutyric acid (GABA) A receptor, delta	GABRD	2.3981228	0.014257203
1559105_at		hypothetical protein LOC152084	LOC152084	2.3961127	0.04323015
208224_at	Hs.99992	homeo box B1	HOXB1	2.3899465	0.034183107
216276_s_at	Hs.98848	a disintegrin and metalloproteinase domain 3a (cyritestin 1)	ADAM3A	2.3899372	0.003892527
206295_at	Hs.83077	interleukin 18 (interferon-gamma-inducing factor)	IL18	2.389819	0.006177491
1562678_at	Hs.483773	5-hydroxytryptamine (serotonin) receptor 4	HTR4	2.3888292	0.01246148
237305_at	Hs.464829	Cadherin 2, type 1, N-cadherin (neuronal)	CDH2	2.387598	0.044632968
208282_x_at	Hs.70936	deleted in azoospermia 1 /// deleted in azoospermia 3 /// deleted in azoospermia 2 /// deleted in azoospermia 4	DAZ1 /// DAZ3 /// DAZ2 /// DAZ4	2.3839197	0.035017136
209125_at	Hs.446417	keratin 6A /// keratin 6C /// keratin 6E	KRT6A /// KRT6C /// KRT6E	2.380418	0.049865164
221399_at	Hs.302017	ectodysplasin A2 receptor	EDA2R	2.3795605	0.03326413
1553025_at	Hs.318894	G protein-coupled receptor 126	GPR126	2.3777692	0.021947857
1563947_a_at	Hs.400431	RAB6 interacting protein 2	RAB6IP2	2.3750644	0.02191317
204909_at	Hs.408461	DEAD (Asp-Glu-Ala-Asp) box polypeptide 6	DDX6	2.3746643	0.008687126
204969_s_at	Hs.263671	radixin	RDX	2.3741603	0.010679546
238225_at	Hs.406790	Hypothetical protein LOC285628	LOC285628	2.3740304	0.023494521
1562608_at	Hs.176227	Hypothetical protein FLJ11155	FLJ11155	2.3711386	0.01321064
1557641_at	Hs.287827	ATP-binding cassette, sub-family B (MDR/TAP), member 4	ABCB4	2.3705702	0.04141124
240463_at	Hs.501252	Transforming, acidic coiled-coil containing protein 2	TACC2	2.3614187	0.032246213
1559239_s_at	Hs.232375	Acetyl-Coenzyme A acetyltransferase 1 (acetoacetyl Coenzyme A thiolase)	ACAT1	2.3594453	0.013279291
230147_at	Hs.42502	coagulation factor II (thrombin) receptor-like 2	F2RL2	2.3584495	0.01999208
216057_at	Hs.254983	rab3 GTPase-activating protein, non-catalytic subunit (150kD)	RAB3-GAP150	2.3546743	0.02135158
1553254_at	Hs.356869	melanoma antigen family E, 2	MAGEE2	2.3546727	0.000409043
205103_at	Hs.380027	transcriptional activator of the c-fos promoter	CROC4	2.3535368	0.031543285
226534_at	Hs.1048	KIT ligand	KITLG	2.3532932	0.049176794
1561144_at	Hs.55847	Mitochondrial ribosomal protein L51	MRPL51	2.3510592	0.01814838
219852_s_at	Hs.461945	hypothetical protein FLJ13941	FLJ13941	2.3492985	0.024862107
1566959_at	Hs.429434	GRB2-associated binding protein 2	GAB2	2.347982	0.000904506
233593_at	Hs.119316	PET112-like (yeast)	PET112L	2.345058	0.033279624
221484_at	Hs.370487	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 5	B4GALT5	2.344897	0.043913238
227243_s_at	Hs.205433	early B-cell factor 3	DKFZp667B0210	2.3418045	0.04953727
234345_at	Hs.531926	Hypothetical protein MGC45491	MGC45491	2.33965	0.035529125
39548_at	Hs.156832	neuronal PAS domain protein 2	NPAS2	2.3389397	0.029214537
1562762_at	Hs.232768	FLJ40141 protein	FLJ40141	2.3357153	0.010015576
208292_at	Hs.158317	bone morphogenetic protein 10	BMP10	2.334895	0.030185407
207275_s_at	Hs.406678	acyl-CoA synthetase long-chain family member 1	ACSL1	2.3327796	0.014586748
1564840_at	Hs.221436	RNA binding motif, single stranded interacting protein	RBMS3	2.330747	0.004018021
1566513_a_at		hypothetical protein LOC200169	LOC200169	2.3300674	0.03333339
212923_s_at	Hs.484500	chromosome 6 open reading frame 145	C6orf145	2.3211994	0.008369548
1565775_at	Hs.293907	Family with sequence similarity 38, member B	FAM38B	2.3204668	0.048323404
1555110_a_at	Hs.434434	kelch-like 3 (Drosophila)	KLHL3	2.3195448	0.022032954
230123_at	Hs.437385	hypothetical protein FLJ10420	FLJ10420	2.3134522	0.032643903
207230_at	Hs.530804	cell adhesion molecule-related/down-regulated by oncogenes	CDON	2.3133023	0.015238614
1556895_a_at	Hs.84753	Hypothetical protein FLJ12442	FLJ12442	2.3131523	0.00598371
238165_at	Hs.434900	PDZ domain containing RING finger 3	PDZRN3	2.3090818	0.03586146
1555139_a_at	Hs.98322	zinc finger, A20 domain containing 1	ZA20D1	2.3072214	0.019844566
242800_at	Hs.201623	Nance-Horan syndrome (congenital cataracts and dental anomalies)	NHS	2.3042316	0.03485509
235699_at	Hs.444911	hypothetical protein FLJ38964	FLJ38964	2.303461	0.03578298
215271_at	Hs.156369	tenascin N	TNN	2.3029387	0.020918643
1563754_at	Hs.98262	glutamate receptor, ionotropic, kainate 2	GRIK2	2.3015742	0.031383406
205899_at	Hs.417050	cyclin A1	CCNA1	2.2967012	0.04173541
1553992_s_at	Hs.437549	neighbor of BRCA1 gene 2	NBR2	2.2959971	0.04123886
223449_at	Hs.156967	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A	SEMA6A	2.2958975	0.040353917
244150_at	Hs.211602	SMC1 structural maintenance of chromosomes 1-like 1 (yeast)	SMC1L1	2.2937498	0.04622051
212445_s_at	Hs.185677	neural precursor cell expressed, developmentally down-regulated 4-like	NEDD4L	2.2937057	5.72049E-05
227794_at	Hs.38085	similar to RIKEN cDNA 0610008P16 gene	MGC15937	2.293546	0.015117464
1555682_at	Hs.278815	OTU domain, ubiquitin aldehyde binding 2	OTUB2	2.2929363	0.04549676
207456_at	Hs.241529	hepatocyte nuclear factor 4, gamma	HNF4G	2.2923012	0.04709418
1567664_at	Hs.243326	Hypothetical protein FLJ33979	FLJ33979	2.2914476	0.038223438
232915_at	Hs.143187	DEAD (Asp-Glu-Ala-Asp) box polypeptide 49	DDX49	2.2902565	0.025141684
242508_at	Hs.439631	Similar to K06A9.1b.p	KIAA2018	2.2898338	8.8036E-05
207667_s_at	Hs.514012	mitogen-activated protein kinase kinase 3	MAP2K3	2.2897542	0.017176317
201843_s_at	Hs.76224	EGF-containing fibulin-like extracellular matrix protein 1	EFEMP1	2.287957	0.026893364
233429_at	Hs.298863	KPL2 protein	FLJ23577	2.2871225	0.01367208
220764_at	Hs.431092	protein phosphatase 4, regulatory subunit 2	PPP4R2	2.2843997	0.012484553
1561430_s_at	Hs.341906	chromosome 3 open reading frame 15	C3orf15	2.2843175	0.03483721
207442_at	Hs.2233	colony stimulating factor 3 (granulocyte)	CSF3	2.2795434	0.000576705
237016_at	Hs.520101	chromosome 6 open reading frame 128	C6orf128	2.2785945	0.009021903
220785_at	Hs.162200	urotensin 2	UTS2	2.276043	0.028164746
1557705_a_at	Hs.435767	Phosphate cytidylyltransferase 1, choline, alpha isoform	PCYT1A	2.2756279	0.033075273
242807_at	Hs.132230	similar to fibronectin type 3 and SPRY domain-containing protein	MGC45564	2.272732	0.031091768
218647_s_at	Hs.301564	ischemia/reperfusion inducible protein	YRDC	2.270211	0.000732451
224274_at	Hs.307086	chromosome 14 open reading frame 155	C14orf155	2.2690723	0.008618018
1560874_at		hypothetical gene supported by AK057608	LOC440074	2.2679157	0.001549806
223992_x_at	Hs.105191	zinc finger, CW type with PWWP domain 1	ZCWPW1	2.265912	0.03292448
230469_at	Hs.58559	pleckstrin homology domain containing, family K member 1	PLEKHK1	2.2609453	0.026609235
1553641_a_at	Hs.145223	testis specific, 13	TSGA13	2.2593439	0.000985358
238889_at	Hs.138207	hypothetical protein FLJ21839	FLJ21839	2.2572954	0.03258412
212942_s_at	Hs.459088	KIAA1199	KIAA1199	2.2563632	0.010311267
1556163_a_at	Hs.171057	immunoglobulin superfamily, member 3	IGSF3	2.2494948	0.028750386
214478_at	Hs.444488	secreted phosphoprotein 2, 24kDa	SPP2	2.24846	0.02471598
232755_at	Hs.529420	ubiquitin-conjugating enzyme E2G 2 (UBC7 homolog, yeast)	UBE2G2	2.243648	0.04800324
1569542_at	Hs.99195	G protein-coupled receptor 125	GPR125	2.2416792	0.011773687
222168_at	Hs.459538	Aldehyde dehydrogenase 1 family, member A3	ALDH1A3	2.239615	0.030185323
227561_at	Hs.275757	Discoidin domain receptor family, member 2	DDR2	2.2380805	0.003697091
48659_at	Hs.8595	hypothetical protein FLJ12438	FLJ12438	2.235051	0.014901004
1552373_s_at	Hs.533190	hypothetical protein LOC132321	LOC132321	2.233398	0.043512043
235871_at	Hs.68864	lipase, member H	LIPH	2.232596	0.01456064
211019_s_at	Hs.517366	lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase)	LSS	2.2325258	0.025101649
220407_s_at	Hs.133379	transforming growth factor, beta 2	TGFB2	2.2325156	0.017724419
235312_s_at	Hs.268788	nebulin-related anchoring protein	NRAP	2.2297869	0.001469331
204845_s_at	Hs.435765	glutamyl aminopeptidase (aminopeptidase A)	ENPEP	2.226192	0.024503864
203556_at	Hs.377090	zinc fingers and homeoboxes 2	ZHX2	2.2248442	0.0077018
1559128_at	Hs.59486	hydroxysteroid dehydrogenase like 2	HSDL2	2.2215266	0.04989652
1568748_at	Hs.462323	Nuclear receptor co-repressor 1	NCOR1	2.2214875	0.027111722
233332_at	Hs.35090	Hypothetical protein LOC121952	LOC121952	2.2205112	0.028107803
243184_at	Hs.510833	Tight junction protein 1 (zona occludens 1)	TJP1	2.2202542	0.040872402
1553888_at	Hs.196580	lactate dehydrogenase A-like 6A	LDHAL6A	2.2180574	0.042372197
202948_at	Hs.516249	interleukin 1 receptor, type I	IL1R1	2.2161205	0.000506446
209857_s_at	Hs.528006	sphingosine kinase 2	SPHK2	2.214903	0.017691007
240716_at	Hs.513195	hypothetical protein FLJ12572	FLJ12572	2.2126436	0.04591034
210148_at	Hs.201918	homeodomain interacting protein kinase 3	HIPK3	2.212277	0.023309996
1552415_a_at	Hs.249828	WAP four-disulfide core domain 9	WFDC9	2.206808	0.016752126
204322_at	Hs.143600	golgi phosphoprotein 4	GOLPH4	2.2066479	0.04979927
207437_at	Hs.211225	neuro-oncological ventral antigen 1	NOVA1	2.2012482	0.017484823
219199_at	Hs.519313	ALL1 fused gene from 5q31	AF5Q31	2.200983	0.007140538
205972_at	Hs.76460	solute carrier family 38, member 3	SLC38A3	2.197716	0.039907914
235209_at	Hs.439040	RPE-spondin	RPESP	2.193014	0.040931582
236516_at	Hs.189119	CXXC finger 5	CXXC5	2.188762	0.001684947
215843_s_at	Hs.154296	tolloid-like 2	TLL2	2.186337	0.03920416
206643_at	Hs.190783	histidine ammonia-lyase	HAL	2.1850617	0.036724325
233781_s_at	Hs.536537	Telomere-associated protein RIF1 homolog	Rif1	2.1825676	0.04478167
214839_at	Hs.12513	hypothetical protein LOC157627	LOC157627	2.1772423	0.013830452
218645_at	Hs.489722	zinc finger protein (C2H2 type) 277	ZNF277	2.1714678	0.03692842
210025_s_at	Hs.57973	caspase recruitment domain family, member 10	CARD10	2.1683967	0.03184006
241971_at	Hs.187284	Pappalysin 2	PAPPA2	2.1666093	0.01903472
235248_at	Hs.116233	BTB (POZ) domain containing 9	BTBD9	2.1656399	0.025674578
215732_s_at	Hs.187058	deltex homolog 2 (Drosophila)	DTX2	2.1633282	0.003711691
222934_s_at	Hs.236516	C-type lectin domain family 4, member E	CLEC4E	2.1630137	0.02079487
226961_at	Hs.91109	hypothetical protein LOC222171	LOC222171	2.1626005	0.016062284
242392_at	Hs.388746	hypothetical protein MGC35130	MGC35130	2.1579895	0.018624706
240188_at	Hs.482390	Transforming growth factor, beta receptor III (betaglycan, 300kDa)	TGFBR3	2.1564698	0.02112851
1566425_at	Hs.501879	Guanine nucleotide binding protein (G protein), gamma 10	GNG10	2.1541061	0.00261622
233144_s_at	Hs.528693	RAS protein activator like 1 (GAP1 like)	RASAL1	2.1533668	0.015491842
221062_at	Hs.48384	heparan sulfate (glucosamine) 3-O-sulfotransferase 3B1	HS3ST3B1	2.1499429	0.040210333
1559942_at	Hs.546385	I-mfa domain-containing protein	HIC	2.1478891	0.044703465
1562628_at	Hs.146635	type I hair keratin KA36	KA36	2.146119	0.034488402
228580_at	Hs.479119	HtrA serine peptidase 3	HTRA3	2.1451592	0.034385774
230609_at	Hs.132853	enthoprotin	ENTH	2.144638	0.041537583
238340_at	Hs.492236	WD repeat domain 42A	WDR42A	2.1437616	0.001669551
221236_s_at	Hs.201058	stathmin-like 4 /// stathmin-like 4	STMN4	2.1431441	0.00810935
1569487_at	Hs.104019	transforming, acidic coiled-coil containing protein 3	TACC3	2.1430013	0.013064945
205724_at	Hs.497350	plakophilin 1 (ectodermal dysplasia/skin fragility syndrome)	PKP1	2.1416843	0.018899957
1569999_at	Hs.4900	cytokine induced apoptosis inhibitor 1	CIAPIN1	2.141608	0.000340816
220995_at	Hs.508958	syntaxin binding protein 6 (amisyn)	STXBP6	2.1409214	0.023902265
230525_at	Hs.104977	hypothetical LOC388206	LOC388206	2.1392834	0.04525034
209878_s_at	Hs.502875	v-rel reticuloendotheliosis viral oncogene homolog A, nuclear factor of kappa light polypeptide gene enhancer in B-cells 3, p65 (avian)	RELA	2.1376922	0.017318089
1561002_at	Hs.116935	Zinc finger protein 521	ZNF521	2.1370754	0.03720313
210095_s_at	Hs.450230	insulin-like growth factor binding protein 3	IGFBP3	2.133647	0.042156193
238946_at	Hs.8360	PTD012 protein	PTD012	2.1291635	0.022426408
239492_at	Hs.517541	SEC14-like 4 (S. cerevisiae)	SEC14L4	2.127817	0.006774957
205537_s_at	Hs.369921	vav 2 oncogene	VAV2	2.127127	0.020196138
225147_at	Hs.487479	pleckstrin homology, Sec7 and coiled-coil domains 3	PSCD3	2.1269743	0.04799017
209327_s_at	Hs.529475	hypothetical protein HSPC111	HSPC111	2.126346	0.03865541
227773_at	Hs.27189	sterile alpha motif domain containing 10	SAMD10	2.1248832	0.006406478
206879_s_at	Hs.408515	neuregulin 2	NRG2	2.1235366	0.023108957
210151_s_at	Hs.164267	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 3	DYRK3	2.1190207	0.016082985
243779_at	Hs.470277	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 13 (GalNAc-T13)	GALNT13	2.1179852	0.025136089
233834_at	Hs.446678	Nuclear receptor coactivator 2	NCOA2	2.115547	0.014086081
219464_at	Hs.528988	carbonic anhydrase XIV	CA14	2.1131926	0.04285489
218790_s_at	Hs.133321	trimethyllysine hydroxylase, epsilon	TMLHE	2.1102786	0.044371232
229550_at	Hs.126561	KIAA1409	KIAA1409	2.1100283	0.03743943
1559856_s_at	Hs.258855	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)	MLL	2.1076639	0.018297777
