ProbeName	p-value	FCAbsolute	regulation	[Control](raw)	[DMH](raw)	[Control](normalized)	[DMH](normalized)	GenbankAccession	GenomicCoordinates	GeneSymbol	Description	UniGeneID	EntrezGeneID	EnsemblID	TIGRID
A_52_P153929	0.033258133	2.1005533	down	135.3293	129.79903	1.8293372	0.758568	NM_178309	chr11:85871827-85871768	Brip1	Mus musculus BRCA1 interacting protein C-terminal helicase 1 (Brip1), mRNA [NM_178309]	Mm.186143	237911	ENSMUST00000044423
A_51_P419971	0.001350025	1.7981386	down	2825.9949	3253.9473	6.2536864	5.407182	NM_027992	chr6:13038955-13039014	Tmem106b	Mus musculus transmembrane protein 106B (Tmem106b), mRNA [NM_027992]	Mm.27742	71900	ENSMUST00000031556	TC1659471
A_52_P638903	9.67E-05	2.402134	down	2069.9001	1789.7627	5.8059525	4.541636	AK037098	chr13:74830255-74830196	Cast	Mus musculus adult female vagina cDNA, RIKEN full-length enriched library, clone:9930114B02 product:inferred: calpastatin, full insert sequence. [AK037098]	Mm.29163	12380
A_52_P229924	0.002152884	3.9628508	down	93.48489	46.88101	1.2774273	-0.7091114	NM_175013	chr19:24894735-24894676	Pgm5	Mus musculus phosphoglucomutase 5 (Pgm5), mRNA [NM_175013]	Mm.105222	226041	ENSMUST00000054988	TC1594871
A_52_P651034	0.001962843	2.7071776	down	1390.3677	1062.1201	5.226083	3.7892933	NM_028339	chr12:71568085-71568144	Tmx1	Mus musculus thioredoxin-related transmembrane protein 1 (Tmx1), mRNA [NM_028339]	Mm.479585	72736	ENSMUST00000021471	TC1572363
A_52_P23366	0.003754856	2.209701	down	480.3065	452.4812	3.6956875	2.5518363	NM_001001807	chr15:98328602-98328661	Olfr234	Mus musculus olfactory receptor 234 (Olfr234), mRNA [NM_001001807]	Mm.377539	258502	ENSMUST00000050451	TC1600152
A_51_P314192	0.002697547	2.0414476	down	4084.5312	4144.6704	6.785567	5.7559743	NM_183086	chr17:47515453-47515512	Mrps10	Mus musculus mitochondrial ribosomal protein S10 (Mrps10), nuclear gene encoding mitochondrial protein, transcript variant 3, mRNA [NM_183086]	Mm.216250	64657	ENSMUST00000060752	TC1576781
A_51_P443702	0.008850004	1.5517871	down	7026.816	9403.041	7.570692	6.9367614	NM_023260	chr17:25033156-25033215	Mrps34	Mus musculus mitochondrial ribosomal protein S34 (Mrps34), nuclear gene encoding mitochondrial protein, mRNA [NM_023260]	Mm.328851	79044	ENSMUST00000043907	TC1577040
A_51_P338998	0.000960608	2.4312282	down	181.11668	153.69417	2.2850666	1.0033814	NM_008922	chr1:33510792-33510733	Prim2	Mus musculus DNA primase, p58 subunit (Prim2), mRNA [NM_008922]	Mm.27705	19076	ENSMUST00000027312	TC1575510
A_52_P338956	0.000558869	1.7646874	down	8809.626	10353.98	7.89624	7.0768275	NM_001081169	chr12:113365695-113365754	Aspg	Mus musculus asparaginase homolog (S. cerevisiae) (Aspg), mRNA [NM_001081169]	Mm.77133	104816	ENSMUST00000079400	TC1602274
A_51_P282268	0.003838721	1.9222674	down	590.73566	640.8385	3.9973152	3.054506	NM_178392	chr12:75085110-75085169	Snapc1	Mus musculus small nuclear RNA activating complex, polypeptide 1 (Snapc1), mRNA [NM_178392]	Mm.25937	75627	ENSMUST00000021532	TC1580101
A_51_P161463	0.010667756	1.7008685	down	54.54301	67.01782	0.56042147	-0.20585012	NM_028492	chr11:102745573-102745632	Ccdc103	Mus musculus coiled-coil domain containing 103 (Ccdc103), mRNA [NM_028492]	Mm.67659	73293	ENSMUST00000021307	TC1585570
A_51_P401850	0.007337271	1.7223737	down	21.599028	25.70462	-0.796882	-1.5812802	NM_134194	chr17:20639924-20639983	Vmn1r225	Mus musculus vomeronasal 1 receptor 225 (Vmn1r225), mRNA [NM_134194]	Mm.377186	171228	ENSMUST00000061660	NP_496268
A_52_P132612	0.07032041	1.9581653	down	103.51084	114.09314	1.4500648	0.4805622		chr5:97693990-97694097
A_51_P414529	8.79E-05	1.8859205	down	4912.2524	5378.7656	7.0466514	6.1313825	NM_172396	chr8:75089984-75089925	9130011J15Rik	Mus musculus RIKEN cDNA 9130011J15 gene (9130011J15Rik), mRNA [NM_172396]	Mm.22565	66818		TC1572011
A_51_P333885	0.000648667	2.418425	down	7859.203	6760.455	7.7320924	6.4580245	NM_019868	chrX:131141447-131141506	Hnrnph2	Mus musculus heterogeneous nuclear ribonucleoprotein H2 (Hnrnph2), mRNA [NM_019868]	Mm.315909	56258	ENSMUST00000074950	TC1572100
A_52_P578266	0.000735796	1.953125	down	235.57368	250.87805	2.671068	1.7052836	NM_011529	chr2:61465047-61465812	Tank	Mus musculus TRAF family member-associated Nf-kappa B activator (Tank), transcript variant 3, mRNA [NM_011529]	Mm.244393	21353	ENSMUST00000112499	TC1577852
A_51_P179907	5.27E-05	2.3407776	down	6148.897	5448.5093	7.3744216	6.1474338	NM_145220	chr10:83063368-83063309	Appl2	Mus musculus adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 2 (Appl2), mRNA [NM_145220]	Mm.282985	216190	ENSMUST00000020500	TC1575039
A_52_P1197653	0.007177587	1.5287012	down	51.07013	68.21127	0.4415811	-0.17072535		chr7:106033719-106033663
A_51_P284177	0.001313088	5.845166	down	5866.969	2029.9723	7.273977	4.7267327	NM_134072	chr13:4089196-4089255	Akr1c14	Mus musculus aldo-keto reductase family 1, member C14 (Akr1c14), mRNA [NM_134072]	Mm.26838	105387	ENSMUST00000118717	TC1580904
A_52_P651101	7.66E-05	1.8388406	down	135.94276	152.3815	1.8695213	0.99072486	NR_033141	chr14:77885844-77881001	Gm6994	Mus musculus predicted gene 6994 (Gm6994), non-coding RNA [NR_033141]	Mm.390721	629678	ENSMUST00000088880	TC1593864
A_51_P273378	0.001250698	2.9249077	down	1507.1576	1073.5176	5.3465753	3.7981842	NM_007462	chr18:34481449-34481508	Apc	Mus musculus adenomatosis polyposis coli (Apc), mRNA [NM_007462]	Mm.384171	11789		TC1602812
A_51_P238852	0.000209845	1.7341796	down	57.87898	68.88337	0.63959473	-0.15465863	NM_001024917	chr5:66198038-66198097	N4bp2	Mus musculus NEDD4 binding protein 2 (N4bp2), mRNA [NM_001024917]	Mm.332398	333789	ENSMUST00000039982	TC1608471
A_51_P370874	0.006202361	1.6411997	down	5565.78	7032.97	7.2334332	6.5186825	NM_001039390	chr2:163551784-163551843	Pkig	Mus musculus protein kinase inhibitor, gamma (Pkig), transcript variant 2, mRNA [NM_001039390]	Mm.10091	18769	ENSMUST00000109400	TC1575295
A_52_P665768	0.03162201	1.9479524	down	1625.7408	1705.9043	5.4319305	4.469972	NM_001033310	chr5:90643845-90643786	Cox18	Mus musculus COX18 cytochrome c oxidase assembly homolog (S. cerevisiae) (Cox18), nuclear gene encoding mitochondrial protein, transcript variant 2, mRNA [NM_001033310]	Mm.319697	231430	ENSMUST00000048363	TC1621564
A_51_P163694	3.25E-05	2.0785382	down	2409.5588	2400.2979	6.024418	4.9688487	NM_172557	chr11:50203014-50202955	Rufy1	Mus musculus RUN and FYVE domain containing 1 (Rufy1), mRNA [NM_172557]	Mm.390400	216724	ENSMUST00000020643	TC1579372
A_51_P223891	0.000729451	3.6310105	down	588.4306	339.29065	3.9902947	2.1299236	NM_028235	chr2:75774367-75774308	Ttc30b	Mus musculus tetratricopeptide repeat domain 30B (Ttc30b), mRNA [NM_028235]	Mm.275109	72421	ENSMUST00000099996	TC1575866
A_52_P8391	0.059270337	1.7979687	down	38.029537	41.285435	-0.05048005	-0.896848	AK033629	chr19:44036814-44036755	Cpn1	Mus musculus adult male cecum cDNA, RIKEN full-length enriched library, clone:9130203L14 product:carboxypeptidase N, polypeptide 1, 50kD, full insert sequence. [AK033629]	Mm.206774	93721		TC1608553
A_51_P403443	0.016566426	2.417282	down	65.36538	57.112156	0.8108217	-0.46256414	NM_053008	chr10:19078024-19078083	Olig3	Mus musculus oligodendrocyte transcription factor 3 (Olig3), mRNA [NM_053008]	Mm.156946	94222	ENSMUST00000053225	NP_853998
A_52_P120842	0.000567533	6.487923	down	237.77502	74.80103	2.6626704	-0.035086315	NM_010763	chr3:100488607-100488548	Man1a2	Mus musculus mannosidase, alpha, class 1A, member 2 (Man1a2), mRNA [NM_010763]	Mm.271617	17156	ENSMUST00000090730	TC1620359
A_51_P327675	0.000197223	5.2486706	down	239.56288	95.45272	2.6915023	0.2995502	NM_133189	chr7:3338624-3339037	Cacng7	Mus musculus calcium channel, voltage-dependent, gamma subunit 7 (Cacng7), mRNA [NM_133189]	Mm.214994	81904	ENSMUST00000092891	TC1586849
A_51_P278305	0.058432695	4.3808327	down	309.3151	188.64746	3.0650742	0.9338692	NM_175193	chr3:75680321-75680305	Golim4	Mus musculus golgi integral membrane protein 4 (Golim4), mRNA [NM_175193]	Mm.249232	73124	ENSMUST00000038563	TC1603164
A_51_P277373	0.012608892	2.5597346	down	84.00489	66.7947	1.1528646	-0.2031296	AF004666	chr17:81788176-81785355	Slc8a1	Mus musculus sodium-calcium exchanger (NCX1) mRNA, complete cds. [AF004666]	Mm.265834	20541		TC1585847
A_52_P329934	0.00032076	2.017123	down	1295.6614	1325.335	5.1188016	4.1065025	NM_027326	chr4:87419974-87419915	Mllt3	Mus musculus myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3 (Mllt3), transcript variant 1, mRNA [NM_027326]	Mm.288898	70122	ENSMUST00000097995	TC1601354
A_52_P612537	0.021368172	1.7711897	down	41.449696	48.93372	0.16046555	-0.66425323	NM_178750	chr2:179804414-179804473	Ss18l1	Mus musculus synovial sarcoma translocation gene on chromosome 18-like 1 (Ss18l1), mRNA [NM_178750]	Mm.63068	269397	ENSMUST00000041126	TC1581993
A_51_P164686	0.003654026	1.7006031	down	14386.188	17525.42	8.602592	7.836546	NM_133626	chr2:143811789-143811730	Rrbp1	Mus musculus ribosome binding protein 1 (Rrbp1), transcript variant 2, mRNA [NM_133626]	Mm.13705	81910	ENSMUST00000037875	NP_318094
A_51_P287272	0.003152277	2.365399	down	2125.6523	1858.8344	5.8387856	4.596702	NM_172664	chr2:70550960-70550901	Tlk1	Mus musculus tousled-like kinase 1 (Tlk1), mRNA [NM_172664]	Mm.136511	228012	ENSMUST00000038584	TC1576548
A_51_P161830	0.004079815	2.8692667	down	545.6324	389.37476	3.865136	2.3444538	NM_007934	chr3:128972969-128972910	Enpep	Mus musculus glutamyl aminopeptidase (Enpep), mRNA [NM_007934]	Mm.1193	13809	ENSMUST00000029658	TC1577277
A_52_P331911	0.006249964	1.6235671	down	542.94305	691.1722	3.8649223	3.1657553	NM_010120	chr18:46769237-46769296	Eif1a	Mus musculus eukaryotic translation initiation factor 1A (Eif1a), mRNA [NM_010120]	Mm.262037	13664		TC1572211
A_52_P36293	0.000290525	3.6257136	down	547.7323	313.88254	3.887663	2.029398	AK048590	chr5:89190183-89190242		MOB1, Mps One Binder kinase activator-like 1A (yeast) Gene [Source:MGI Symbol;Acc:MGI:1915723] [ENSMUST00000113229]	Mm.392493		ENSMUST00000113229	TC1649292
A_52_P670037	0.000500814	2.0652087	down	1309.0854	1319.5023	5.1461987	4.099911	NM_013747	chr12:103735784-103735843	Golga5	Mus musculus golgi autoantigen, golgin subfamily a, 5 (Golga5), mRNA [NM_013747]	Mm.273370	27277	ENSMUST00000021609	TC1579215
A_51_P348652	0.002640207	1.5080879	down	1649.0446	2250.386	5.4679184	4.875198	NM_016962	chr17:74787677-74787736	Spast	Mus musculus spastin (Spast), transcript variant 2, mRNA [NM_016962]	Mm.19804	50850	ENSMUST00000024869	TC1689480
A_51_P163901	0.000482244	3.1814861	down	65.443794	42.781494	0.82118464	-0.84851617	NM_146899	chr2:88914646-88914587	Olfr1219	Mus musculus olfactory receptor 1219 (Olfr1219), mRNA [NM_146899]	Mm.377742	258901	ENSMUST00000099797	TC1600439
A_52_P97489	0.005751886	2.770025	down	94.8468	70.110535	1.3375691	-0.13232994	NM_153403	chr4:126115644-126115585	Eif2c1	Mus musculus eukaryotic translation initiation factor 2C, 1 (Eif2c1), mRNA [NM_153403]	Mm.30800	236511	ENSMUST00000097888	TC1582151
A_51_P372186	0.003248484	1.7055751	down	240.7895	288.9657	2.6800911	1.9098328	NM_020589	chr6:48387801-48387742	Zfp467	Mus musculus zinc finger protein 467 (Zfp467), transcript variant 1, mRNA [NM_020589]	Mm.2464	68910	ENSMUST00000114556	TC1583371
A_52_P3412	0.040831156	1.6263008	down	714.34033	931.3464	4.264046	3.562452	NM_144933	chr9:15066493-15066434	Med17	Mus musculus mediator complex subunit 17 (Med17), mRNA [NM_144933]	Mm.44151	234959	ENSMUST00000034411	TC1575042
A_52_P368532	0.002224047	3.0645247	down	1783.2687	1196.8151	5.579046	3.9633825	NM_011897	chr14:106291444-106291385	Spry2	Mus musculus sprouty homolog 2 (Drosophila) (Spry2), mRNA [NM_011897]	Mm.479257	24064
A_51_P493700	1.13E-05	2.6547205	down	1212.2325	939.19366	5.0231805	3.6146204	NM_001039184	chr1:157692464-157692405	Cep350	Mus musculus centrosomal protein 350 (Cep350), mRNA [NM_001039184]	Mm.260247	74081	ENSMUST00000138762	TC1601612
A_51_P193935	0.003673141	1.5822634	down	5393.5854	7075.9683	7.186325	6.5243354	X51941	chr17:41097653-41097717	Mut	Mouse mRNA for methylmalonyl CoA mutase (EC 5.4.99.2). [X51941]	Mm.259884	17850
A_52_P830312	0.000276896	2.0134737	down	435.842	443.9929	3.5427704	2.5330837	NM_173785	chr11:58969040-58968981	A230051G13Rik	Mus musculus RIKEN cDNA A230051G13 gene (A230051G13Rik), mRNA [NM_173785]	Mm.266175	216792	ENSMUST00000054523	TC1674900
A_51_P474053	0.007892674	1.8101828	down	47.874805	55.18707	0.3730348	-0.48310056	NM_001166206	chr2:131681477-131681418	Erv3	Mus musculus endogenous retroviral sequence 3 (Erv3), mRNA [NM_001166206]	Mm.22	71995	ENSMUST00000040941	TC1586287
A_51_P504114	0.000345786	2.1210911	down	120.520424	117.67706	1.7030301	0.61822337	NM_015804	chr8:12847865-12848841	Atp11a	Mus musculus ATPase, class VI, type 11A (Atp11a), mRNA [NM_015804]	Mm.257837	50770	ENSMUST00000152273	TC1706210
A_51_P305472	0.003490827	1.524316	down	18133.701	24674.61	8.938606	8.330444	NM_019642	chr2:157151611-157151670	Rpn2	Mus musculus ribophorin II (Rpn2), mRNA [NM_019642]	Mm.22130	20014	ENSMUST00000103128	TC1595184
A_51_P248403	0.000121034	2.702676	down	126.70115	97.0181	1.7736936	0.33930492	NM_010871	chr13:101053337-101053278	Naip6	Mus musculus NLR family, apoptosis inhibitory protein 6 (Naip6), mRNA [NM_010871]	Mm.218759	17952	ENSMUST00000118574	TC1608227
A_51_P434567	0.000862346	2.2685804	down	3964.4626	3621.7903	6.74362	5.56183	NM_007417	chr19:54123300-54123359	Adra2a	Mus musculus adrenergic receptor, alpha 2a (Adra2a), mRNA [NM_007417]	Mm.235195	11551	ENSMUST00000036700	TC1598908
A_51_P337817	3.17E-05	1.9644992	down	3990.5547	4206.0386	6.7507615	5.7766	NM_025762	chr3:89866088-89866147	4933434E20Rik	Mus musculus RIKEN cDNA 4933434E20 gene (4933434E20Rik), transcript variant 1, mRNA [NM_025762]	Mm.300083	99650	ENSMUST00000068798	NP_748548
A_51_P214916	0.005199543	1.612492	down	23751.307	30533.799	9.327393	8.638101	NM_001030274	chr4:123390051-123389992	Ndufs5	Mus musculus NADH dehydrogenase (ubiquinone) Fe-S protein 5 (Ndufs5), nuclear gene encoding mitochondrial protein, mRNA [NM_001030274]	Mm.42805	595136	ENSMUST00000106207	TC1574347
A_51_P405974	0.000175815	3.4603395	down	150.14964	88.00684	1.9902941	0.19938056	NM_001039373	chrX:72656832-72656773	Mtcp1	Mus musculus mature T-cell proliferation 1 (Mtcp1), transcript variant 1, mRNA [NM_001039373]	Mm.16366	17763	ENSMUST00000114081	TC1588970
A_52_P334808	0.000585426	1.5790634	down	257.79828	337.56247	2.7960727	2.1370037	NM_178417	chr11:59275364-59275305	Zfp867	Mus musculus zinc finger protein 867 (Zfp867), mRNA [NM_178417]	Mm.339604	237775	ENSMUST00000057799	TC1583910
A_52_P272693	0.02090819	1.5147561	down	24.110254	32.94717	-0.61977655	-1.218862	NM_199079	chr15:79367458-79366419	Ddx17	Mus musculus DEAD (Asp-Glu-Ala-Asp) box polypeptide 17 (Ddx17), transcript variant 2, mRNA [NM_199079]	Mm.29644	67040	ENSMUST00000054014	TC1588277
A_52_P251690	0.0258412	1.8145515	down	1854.8662	2093.5571	5.6305847	4.770972	NM_029000	chr7:113301011-113300952	Gvin1	Mus musculus GTPase, very large interferon inducible 1 (Gvin1), transcript variant A, mRNA [NM_029000]	Mm.458429	74558	ENSMUST00000006667	TC1590001
A_52_P122461	0.032624163	1.7304382	down	25.46543	31.12609	-0.5400211	-1.3311585	NM_001011839	chr19:12396804-12396745	Olfr1437	Mus musculus olfactory receptor 1437 (Olfr1437), mRNA [NM_001011839]	Mm.432096	258117	ENSMUST00000052558	TC1600267
A_52_P198473	0.08130628	2.604696	down	184.58192	167.64215	2.3123953	0.9312803	XM_001480121	chr19:36535120-36535179	LOC100048247	PREDICTED: Mus musculus similar to polycomb grodown ring finger 5, transcript variant 2 (LOC100048247), mRNA [XM_001480121]	Mm.259180	100048247		TC1603422
A_51_P304801	0.000847092	3.0960553	down	42.992493	28.356688	0.18399048	-1.4464407	AK080254	chr2:073750085-073750026		Mus musculus adult male aorta and vein cDNA, RIKEN full-length enriched library, clone:A530092K21 product:unclassifiable, full insert sequence. [AK080254]	Mm.2966			TC1629091
A_51_P295286	0.0001603	2.1511567	down	56.07257	53.856037	0.59336185	-0.5117507	NM_028546	chr1:57440336-57440395	1700066M21Rik	Mus musculus RIKEN cDNA 1700066M21 gene (1700066M21Rik), mRNA [NM_028546]	Mm.263673	73467	ENSMUST00000042734	TC1585605
A_52_P653448	0.016768955	1.9993526	down	66.56377	70.60169	0.84349793	-0.15603495	XM_001474083	chr6:6434369-6458252	Gm2597	PREDICTED: Mus musculus hypothetical protein LOC100040096 (LOC100040096), mRNA [XM_001474083]	Mm.415191	100040096
A_52_P674712	0.000578998	2.1134958	down	83.72644	82.41303	1.1791612	0.0995299	AK153757	chr14:58197158-58197099		Mus musculus 3 days neonate thymus cDNA, RIKEN full-length enriched library, clone:A630076K07 product:unclassifiable, full insert sequence. [AK153757]	Mm.393162			TC1702752
A_52_P604568	0.009090702	2.229372	down	191.43925	177.71336	2.3592954	1.202658	NM_027968	chr10:11015892-11015951	Fbxo30	Mus musculus F-box protein 30 (Fbxo30), transcript variant 1, mRNA [NM_027968]	Mm.276229	71865	ENSMUST00000129456	TC1578093
A_51_P113222	0.000606688	1.7853712	down	2098.5583	2437.8154	5.8274064	4.9911823	NM_027270	chr5:76998997-76999056	Exoc1	Mus musculus exocyst complex component 1 (Exoc1), mRNA [NM_027270]	Mm.478882	69940	ENSMUST00000113493	TC1595188
A_52_P101333	0.000369559	2.0279639	down	358.5284	366.6338	3.2780697	2.2580378	NM_009119	chr14:58423535-58423594	Sap18	Mus musculus Sin3-associated polypeptide 18 (Sap18), mRNA [NM_009119]	Mm.344671	20220	ENSMUST00000128764	TC1632139
A_52_P59006	0.08072183	3.3575702	down	82.03156	55.57516	1.0592943	-0.6881232	AK003545		St13	Mus musculus 18-day embryo whole body cDNA, RIKEN full-length enriched library, clone:1110007I03 product:unclassifiable, full insert sequence. [AK003545]	Mm.180337	70356
A_51_P206225	0.013359904	2.8766103	down	41.36244	29.77181	0.13363028	-1.3907396	NM_144940	chr6:90314337-90314396	Uroc1	Mus musculus urocanase domain containing 1 (Uroc1), mRNA [NM_144940]	Mm.335669	243537	ENSMUST00000046128	TC1585213
A_51_P134253	0.008835743	1.932154	down	1929.0723	2063.7883	5.6986504	4.7484403	NM_172611	chr15:85967838-85967897	Gramd4	Mus musculus GRAM domain containing 4 (Gramd4), mRNA [NM_172611]	Mm.24442	223752	ENSMUST00000109398	TC1576882
A_51_P215217	0.004134373	2.7357104	down	91.91114	71.31277	1.3134686	-0.13844697	NM_153518	chr15:98553541-98553600	Ccdc65	Mus musculus coiled-coil domain containing 65 (Ccdc65), mRNA [NM_153518]	Mm.26205	105833	ENSMUST00000003444	TC1584312
A_52_P843282	1.72E-05	5.835472	down	459.7927	161.55913	3.6190617	1.0742122	NM_001161822	chr10:4520139-4520198	Rgs17	Mus musculus regulator of G-protein signaling 17 (Rgs17), transcript variant 1, mRNA [NM_001161822]	Mm.44606	56533	ENSMUST00000131996	TC1635810
A_51_P104418	0.009460494	1.8413403	down	164.45638	186.08263	2.1459622	1.265206	NM_022019	chr1:185898608-185898667	Dusp10	Mus musculus dual specificity phosphatase 10 (Dusp10), mRNA [NM_022019]	Mm.404024	63953	ENSMUST00000048655	TC1594618
A_52_P357133	0.000117924	2.479526	down	9085.466	7560.512	7.9322433	6.622179	NM_053267	chr11:3417271-3417330	Selm	Mus musculus selenoprotein M (Selm), mRNA [NM_053267]	Mm.34046	114679	ENSMUST00000094469	TC1603381
A_52_P336159	0.000329627	8.042994	down	1731.7944	441.14713	5.530333	2.5226004	NM_023220	chr2:126717525-126717466	2010106G01Rik	Mus musculus RIKEN cDNA 2010106G01 gene (2010106G01Rik), mRNA [NM_023220]	Mm.269928	66552	ENSMUST00000028844	TC1603540
A_52_P174368	0.004677585	1.8859472	down	45.064297	49.73944	0.2828897	-0.63239956
A_52_P374754	0.018277967	1.9692789	down	45.83516	49.21803	0.30931202	-0.66835546	NM_146401	chr2:111713332-111713273	Olfr1305	Mus musculus olfactory receptor 1305 (Olfr1305), mRNA [NM_146401]	Mm.377480	258396	ENSMUST00000099608	TC1599967
A_51_P426724	4.76E-05	1.9979535	down	583.1978	604.04083	3.9747143	2.9761913	NM_001037916	chr4:116272654-116272713	Ccdc17	Mus musculus coiled-coil domain containing 17 (Ccdc17), mRNA [NM_001037916]	Mm.388905	622665	ENSMUST00000051869	TC1619216
A_51_P280117	0.070675634	1.5906543	down	132.94066	163.82771	1.7644953	1.094875	NM_008812	chr4:140508295-140508354	Padi2	Mus musculus peptidyl arginine deiminase, type II (Padi2), mRNA [NM_008812]	Mm.2296	18600	ENSMUST00000030765	TC1672128
A_52_P453374	0.03230998	2.5543501	down	188.26576	136.26917	2.1829908	0.83003455	NM_001013019	chr19:8928234-8928292	Lrrn4cl	Mus musculus LRRN4 C-terminal like (Lrrn4cl), mRNA [NM_001013019]	Mm.265792	68852	ENSMUST00000096257	TC1732846
A_51_P293989	0.002595365	1.8808621	down	68.606926	75.71967	0.8919411	-0.019453049	NM_146003	chr9:79992492-79992551	Senp6	Mus musculus SUMO/sentrin specific peptidase 6 (Senp6), mRNA [NM_146003]	Mm.28232	215351	ENSMUST00000037484	TC1601598
A_52_P152283	0.06892211	4.284582	down	530.7679	336.11276	3.8427937	1.7436391	NM_008065	chr16:84863822-84863881	Gabpa	Mus musculus GA repeat binding protein, alpha (Gabpa), mRNA [NM_008065]	Mm.18974	14390	ENSMUST00000009120	TC1629082
A_51_P341801	0.001262497	2.0206175	down	5568.4453	5714.7593	7.2344956	6.2196994	NM_001005863	chr8:42076859-42076800	Mtus1	Mus musculus mitochondrial tumor sdownpressor 1 (Mtus1), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA [NM_001005863]	Mm.149438	102103	ENSMUST00000051379	TC1594815
A_51_P271665	0.003757156	2.5837967	down	2118.2532	1685.4059	5.828031	4.4585385	NM_011264	chr10:39594632-39594691	Rev3l	Mus musculus REV3-like, catalytic subunit of DNA polymerase zeta RAD54 like (S. cerevisiae) (Rev3l), mRNA [NM_011264]	Mm.439723	19714	ENSMUST00000131186	TC1637227
A_51_P178114	0.042404193	1.552328	down	24.342615	32.332195	-0.61177826	-1.2462116	NM_001033163	chr17:32321844-32321785	Ephx3	Mus musculus epoxide hydrolase 3 (Ephx3), mRNA [NM_001033163]	Mm.176240	71932	ENSMUST00000087721	TC1701561
A_51_P136680	0.000426622	4.9069366	down	101.953896	43.443634	1.4609934	-0.8338292	NM_027568	chr11:99770094-99770153	Krtap31-1	Mus musculus keratin associated protein 31-1 (Krtap31-1), mRNA [NM_027568]	Mm.347981	70831	ENSMUST00000093935	TC1590291
A_51_P469449	0.029756788	1.6304662	down	687.2204	877.90265	4.211368	3.5060835	NM_001040691	chr5:114589208-114589267	Ung	Mus musculus uracil DNA glycosylase (Ung), transcript variant 1, mRNA [NM_001040691]	Mm.1393	22256	ENSMUST00000112275	TC1591987
A_51_P281525	0.001968204	2.5138345	down	190.68578	158.60307	2.3600497	1.0301601	NM_009946	chr13:54481163-54481222	Cplx2	Mus musculus complexin 2 (Cplx2), mRNA [NM_009946]	Mm.268902	12890	ENSMUST00000026985	TC1760766
A_52_P566681	7.67E-05	9.925365	down	231.93489	47.07614	2.6039078	-0.70721245	NM_153581	chr8:56145539-56145598	Gpm6a	Mus musculus glycoprotein m6a (Gpm6a), mRNA [NM_153581]	Mm.241700	234267	ENSMUST00000033915	TC1571907
A_51_P320377	4.46E-06	2.2777467	down	1827.5912	1654.1727	5.618973	4.4313655	NM_001039519	chr9:69863142-69863201	Gtf2a2	Mus musculus general transcription factor II A, 2 (Gtf2a2), mRNA [NM_001039519]	Mm.293117	235459	ENSMUST00000140305	TC1732871
A_52_P279226	0.006023218	1.6611694	down	339.88928	417.84348	3.1732295	2.4410303	NM_026557	chr5:92384629-92384570	Rchy1	Mus musculus ring finger and CHY zinc finger domain containing 1 (Rchy1), mRNA [NM_026557]	Mm.159453	68098	ENSMUST00000031345	TC1695402
A_51_P235863	0.000107475	2.090641	down	3955.5574	3907.4258	6.7319655	5.6680202	NM_153194	chr15:102045942-102046001	Zfp740	Mus musculus zinc finger protein 740 (Zfp740), mRNA [NM_153194]	Mm.352945	68744	ENSMUST00000119168	TC1573085
A_52_P54561	0.000713762	1.5231386	down	626.52295	853.521	4.0824037	3.4753563	NM_010829	chr13:92982217-92982158	Msh3	Mus musculus mutS homolog 3 (E. coli) (Msh3), mRNA [NM_010829]	Mm.343101	17686	ENSMUST00000022220	TC1602341
A_51_P435466	0.000926486	2.2025888	down	54.748394	51.69394	0.56626034	-0.5729399	NM_146569	chr2:85617236-85617295	Olfr1014	Mus musculus olfactory receptor 1014 (Olfr1014), mRNA [NM_146569]	Mm.223091	258562	ENSMUST00000076250	TC1600385
A_51_P463177	0.001387027	3.3186023	down	200.01959	124.92405	2.4280376	0.6974619	NM_029863	chr9:35646600-35646541	9230110F15Rik	Mus musculus RIKEN cDNA 9230110F15 gene (9230110F15Rik), mRNA [NM_029863]	Mm.159846	77080	ENSMUST00000054175	TC1593211
A_52_P438280	0.034416065	1.5888994	down	49.853924	65.3115	0.42591795	-0.24210978	AK077913	chr1:108607369-108607310	Bcl2	Mus musculus 13 days embryo male testis cDNA, RIKEN full-length enriched library, clone:6030439K11 product:B-cell leukemia/lymphoma 2, full insert sequence. [AK077913]	Mm.257460	12043		TC1588865
A_51_P339055	5.38E-05	2.489972	down	249.00256	206.79344	2.7431316	1.4270021	NM_145469	chr15:34503354-34503295	Nipal2	Mus musculus NIPA-like domain containing 2 (Nipal2), mRNA [NM_145469]	Mm.258402	223473		TC1623194
A_51_P185871	0.001113077	2.077595	down	8342.782	8157.648	7.7889314	6.734017	NM_018810	chr6:39348141-39348082	Mkrn1	Mus musculus makorin, ring finger protein, 1 (Mkrn1), mRNA [NM_018810]	Mm.270484	54484	ENSMUST00000031985	TC1572575
A_51_P389185	0.000825016	2.9049873	down	73.29691	52.5726	0.9858292	-0.5527027	NM_146914	chr7:6433583-6433524	Olfr5	Mus musculus olfactory receptor 5 (Olfr5), mRNA [NM_146914]	Mm.358623	18349	ENSMUST00000086319	TC1600136
