Entrez gene ID	Gene Symbol	FDR
8531	CSDA	0
8534	CHST1	0.019931271
8535	CBX4	0
8541	PPFIA3	0.020034247
8545	CGGBP1	0.010873786
8547	FCN3	0
8553	BHLHE40	0.00259009
8558	CDK10	0.001397713
8560	DEGS1	0
8563	THOC5	0.002494331
8611	PPAP2A	0.000707214
8644	AKR1C3	0
8655	DYNLL1	0
8659	ALDH4A1	0.002508552
8660	IRS2	0.026384365
8662	EIF3B	0.001232877
8667	EIF3H	0.004148936
8668	EIF3I	0.010917874
8672	EIF4G3	0.00058309
8682	PEA15	0.000968188
8683	SRSF9	0
8694	DGAT1	0
8702	B4GALT4	0.003987069
8704	B4GALT2	0.000445104
8727	CTNNAL1	0.00623053
8743	TNFSF10	0
8751	ADAM15	0
8767	RIPK2	0.001470588
8781	PSPHL	0
8790	FPGT	0.026182708
8813	DPM1	0
8814	CDKL1	0.008773679
8832	CD84	0.036138996
8833	GMPS	0
8836	GGH	0
8871	SYNJ2	0.00058651
8884	SLC5A6	0
8887	TAX1BP1	0.00139417
8892	EIF2B2	0.005827263
8895	CPNE3	0.000574713
8905	AP1S2	0
8930	MBD4	0
8934	RAB7L1	0
8935	SKAP2	0
8936	WASF1	0.024339934
8943	AP3D1	0
8971	H1FX	0
8974	P4HA2	0
8975	USP13	0
8985	PLOD3	0.003618421
8991	SELENBP1	0.001187335
9043	SPAG9	0
9052	GPRC5A	0
9057	SLC7A6	0.032727273
9060	PAPSS2	0.016339286
9061	PAPSS1	0.000446429
9094	UNC119	0.002193995
9097	USP14	0
9100	USP10	0.046193644
9101	USP8	0.007847082
9112	MTA1	0
9120	SLC16A6	0
9123	SLC16A3	0.004077253
9128	PRPF4	0.004068522
9133	CCNB2	0.000447094
9134	CCNE2	0
9140	ATG12	0.000298954
9168	TMSB10	0
9169	SRSF2IP	0.001298701
9175	MAP3K13	0.034894614
9181	ARHGEF2	0.013240741
9208	LRRFIP1	0
9218	VAPA	0.000589971
9232	PTTG1	0
9246	UBE2L6	0
9261	MAPKAPK2	0.042867812
9276	COPB2	0
9296	ATP6V1F	0.001369863
9319	TRIP13	0.00156438
9332	CD163	0.001488834
9355	LHX2	0.001412067
9360	PPIG	0.017444934
9372	ZFYVE9	0.041415663
9404	LPXN	0.019602763
9422	ZNF264	0.001417526
9435	CHST2	0
9448	MAP4K4	0.025286416
9454	HOMER3	0.000162866
9479	MAPK8IP1	0.017766051
9480	ONECUT2	0.001190476
9497	SLC4A7	0
9500	MAGED1	0.00057554
9538	EI24	0
9550	ATP6V1G1	0
9554	SEC22B	0.025348646
9555	H2AFY	0
9556	C14orf2	0
9590	AKAP12	0
9601	PDIA4	0
9650	MTFR1	0.040151515
9667	SAFB2	0.012181303
9686	VGLL4	0.00399568
9689	BZW1	0.009350394
9694	TTC35	0.020512821
9703	KIAA0100	0.000577201
9732	DOCK4	0
9757	MLL4	0.000156006
9761	MLEC	0
9768	KIAA0101	0
9780	FAM38A	0
9781	RNF144A	0.016100179
9788	MTSS1	0.000155039
9794	MAML1	0.010107949
9818	NUPL1	0
9852	EPM2AIP1	0.001399491
9857	CEP350	0.001214575
9866	TRIM66	0.016384684
9868	TOMM70A	0
9883	POM121	0.003804348
9884	LRRC37A	0.000299401
9895	TECPR2	0.007215447
9909	DENND4B	0.000703235
9928	KIF14	0.001219512
9931	HELZ	0.002505695
9933	KIAA0020	0.000578871
9943	OXSR1	0
9957	HS3ST1	0
9984	THOC1	0.000979021
9988	DMTF1	0.019638243
10016	PDCD6	0
10049	DNAJB6	0.000704225
10054	UBA2	0
10057	ABCC5	0
10063	COX17	0
10095	ARPC1B	0.000306279
10097	ACTR2	0.001545779
10098	TSPAN5	0
10109	ARPC2	0
10124	ARL4A	0.000583942
10131	TRAP1	0.017183348
10135	NAMPT	0
10144	FAM13A	0.001410256
10146	G3BP1	0
10153	CEBPZ	0.000580552
10175	CNIH	0.032594937
10188	TNK2	0.023675497
10199	MPHOSPH10	0.015641953
10200	MPHOSPH6	0
10212	DDX39	0
10214	SSX3	0.023612262
10232	MSLN	0.026439578
10236	HNRNPR	0
10238	DCAF7	0
10247	HRSP12	0.001103448
10263	CDK2AP2	0
10267	RAMP1	0.048273328
10272	FSTL3	0.043251305
10298	PAK4	0.034867395
10299	39146	0.004756871
10321	CRISP3	0
10329	TMEM5	0.000581395
10370	CITED2	0
10376	TUBA1B	0.003630363
10391	CORO2B	0.001234568
10395	DLC1	0.001378446
10397	NDRG1	0
10403	NDC80	0.015041021
10409	BASP1	0
10410	IFITM3	0.001585366
10428	CFDP1	0
10432	RBM14	0.001483313
10439	OLFM1	0.015054745
10452	TOMM40	0.035835913
10456	HAX1	0.001237964
10457	GPNMB	0
10467	ZNHIT1	0.002102804
10477	UBE2E3	0
10480	EIF3M	0.023211314
10482	NXF1	0.000161551
10490	VTI1B	0.016353887
10497	UNC13B	0
10521	DDX17	0
10549	PRDX4	0.001209677
10551	AGR2	0.001198402
10552	ARPC1A	0
10560	SLC19A2	0
10565	ARFGEF1	0.014180479
10576	CCT2	0
10589	DRAP1	0.002402746
10598	AHSA1	0
10603	SH2B2	0
10606	PAICS	0
10608	MXD4	0
10611	PDLIM5	0
10628	TXNIP	0
10631	POSTN	0
10643	IGF2BP3	0
10645	CAMKK2	0
10652	YKT6	0.020051414
10656	KHDRBS3	0
10658	CELF1	0
10669	CGREF1	0.000165563
10728	PTGES3	0.001204819
10766	TOB2	0
10768	AHCYL1	0.033149606
10769	PLK2	0
10797	MTHFD2	0
10802	SEC24A	0
10856	RUVBL2	0.013228492
10897	YIF1A	0.01271028
10898	CPSF4	0.007026477
10903	MTMR11	0.007854985
10908	PNPLA6	0.000569801
10912	GADD45G	0.024567189
10914	PAPOLA	0
10922	FASTK	0
10923	SUB1	0
10945	KDELR1	0
10949	HNRNPA0	0.034666667
10952	SEC61B	0.001193634
10954	PDIA5	0.003646409
10959	TMED2	0
10962	MLLT11	0.003539823
10963	STIP1	0
10969	EBNA1BP2	0.01678508
10970	CKAP4	0
10983	CCNI	0.00876494
10987	COPS5	0
10992	SF3B2	0.022035324
11001	SLC27A2	0.001877934
11006	LILRB4	0
11025	LILRB3	0.000153846
11039	SMA4	0
11040	PIM2	0
11042	SMA5	0.002097902
11044	PAPD7	0.001587302
11047	ADRM1	0.040754717
11054	OGFR	0.000981767
11057	ABHD2	0
11059	WWP1	0.028536977
11065	UBE2C	0
11067	C10orf10	0
11083	DIDO1	0
11103	KRR1	0
11116	FGFR1OP	0.03259318
11127	KIF3A	0.003900325
11129	CLASRP	0
11138	TBC1D8	0.000158983
11140	CDC37	0.000969529
11161	C14orf1	0.001477833
11171	STRAP	0.005235602
11187	PKP3	0
11212	PROSC	0.004055496
11222	MRPL3	0
11224	RPL35	0
11273	ATXN2L	0
11309	SLCO2B1	0.036384615
11335	CBX3	0.034328358
11343	MGLL	0
22800	RRAS2	0.003340757
22809	ATF5	0
22822	PHLDA1	0.000301205
22823	MTF2	0
22824	HSPA4L	0.045447816
22838	RNF44	0.001371571
22859	LPHN1	0.0493782
22870	PPP6R1	0.010787172
22877	MLXIP	0
22878	TRAPPC8	0.019307359
22880	MORC2	0.003333333
22885	ABLIM3	0.004761905
22913	RALY	0
22916	NCBP2	0.021470837
22924	MAPRE3	0.00138191
22936	ELL2	0
22948	CCT5	0
22974	TPX2	0
22977	AKR7A3	0.00140665
23007	PLCH1	0.040468986
23023	TMCC1	0.000302572
23049	SMG1	0.001479655
23077	MYCBP2	0.024691358
23089	PEG10	0
23097	CDK19	0
23099	ZBTB43	0.018554007
23117	NPIPL3	0
23120	ATP10B	0.048422597
23125	CAMTA2	0
23129	PLXND1	0.006514995
23133	PHF8	0
23136	EPB41L3	0
23151	GRAMD4	0
23162	MAPK8IP3	0
23175	LPIN1	0.000300752
23176	39332	0.006974359
23190	UBXN4	0.001392405
23193	GANAB	0
23204	ARL6IP1	0
23212	RRS1	0
23214	XPO6	0.000970874
23215	BAT2L2	0.000587372
23217	ZFR2	0.03902439
23218	NBEAL2	0.000155763
23224	SYNE2	0.041503759
23225	NUP210	0
23246	BOP1	0
23261	CAMTA1	0
23265	EXOC7	0
23270	TSPYL4	0.024711697
23286	WWC1	0
23326	USP22	0.001182654
23328	SASH1	0.010852713
23347	SMCHD1	0.001403061
23366	KIAA0895	0.025408497
23367	LARP1	0
23380	SRGAP2	0.0003003
23389	MED13L	0
23395	LARS2	0
23405	DICER1	0.001185771
23433	RHOQ	0.010842207
23450	SF3B3	0.015349682
23471	TRAM1	0.010536585
23473	CAPN7	0.001990632
23476	BRD4	0
23480	SEC61G	0
23513	SCRIB	0.000164745
23516	SLC39A14	0
23524	SRRM2	0.000572246
23530	NNT	0.011217641
23532	PRAME	0.00259301
23534	TNPO3	0.000154321
23542	MAPK8IP2	0
23543	RBFOX2	0.00466596
23593	HEBP2	0
23600	AMACR	0
23608	MKRN1	0.034925607
23613	ZMYND8	0
23623	RUSC1	0
23710	GABARAPL1	0.014587156
23764	MAFF	0.035808198
24139	EML2	0
24144	TFIP11	0.037423313
25759	SHC2	0.000161812
25799	ZNF324	0.008756219
25801	GCA	0.006494845
25816	TNFAIP8	0
25836	NIPBL	0.000163666
25850	ZNF345	0.0012
25874	BRP44	0
25903	OLFML2B	0.013079777
26025	PCDHGA12	0.02292887
26030	PLEKHG3	0.003816794
26039	SS18L1	0.001579587
26043	UBXN7	0
26053	AUTS2	0
26064	RAI14	0.011206897
26118	WSB1	0
26206	SPAG8	0.001485149
26220	DGCR5	0.019130435
26471	NUPR1	0
26586	CKAP2	0.005136268
26608	TBL2	0
26748	GAGE12I	0.001206434
26762	HAVCR1	0.015335753
26986	PABPC1	0
26999	CYFIP2	0
27000	DNAJC2	0.004064171
27032	ATP2C1	0.025307125
27042	C1orf107	0.001376721
27089	UQCRQ	0
27112	FAM155B	0.000977654
27161	EIF2C2	0
27230	SERP1	0
27258	LSM3	0.00030581
27324	TOX3	0.004741834
27338	UBE2S	0
27341	RRP7A	0.002911534
27346	TMEM97	0
27351	PPPDE2	0.000156495
27445	PCLO	0.000302115
28996	HIPK2	0
29780	PARVB	0
29781	NCAPH2	0.002201622
29855	UBN1	0.041773103
29889	GNL2	0.032541568
29894	CPSF1	0
29896	TRA2A	0
29927	SEC61A1	0.035097276
29978	UBQLN2	0
30848	CTAG2	0.01703638
50486	G0S2	0
50813	COPS7A	0.017109929
51096	UTP18	0.010623782
51208	CLDN18	0.001472393
51317	PHF21A	0.023224728
51341	ZBTB7A	0.026161369
51351	ZNF117	0
51367	POP5	0.010098039
51434	ANAPC7	0.020068611
51593	SRRT	0.034898279
51599	LSR	0.001415701
51668	HSPB11	0.027044534
53615	MBD3	0.027566694
53844	COPG2IT1	0.000304414
54205	CYCS	0
54361	WNT4	0.001380176
54504	CPVL	0.032301587
54541	DDIT4	0
54657	UGT1A4	0.01567029
54726	OTUD4	0.010928433
54732	TMED9	0
54741	LEPROT	0.000590842
54874	FNBP1L	0
54898	ELOVL2	0.001208054
54963	UCKL1	0.00015748
55353	LAPTM4B	0.00209546
55503	TRPV6	0.001553166
55578	FAM48A	0
55589	BMP2K	0
55661	DDX27	0.044996294
55669	MFN1	0.000972222
55744	C7orf44	0.002914798
55818	KDM3A	0
55832	CAND1	0
55884	WSB2	0
55922	NKRF	0.000588235
55937	APOM	0.018444056
55958	KLHL9	0.018427948
56061	UBFD1	0
56115	PCDHG@	0.001886792
56829	ZC3HAV1	0
56926	NCLN	0.003622393
56928	SPPL2B	0.006501548
56950	SMYD2	0.00030349
56951	C5orf15	0.045029674
56987	BBX	0.00157767
57007	CXCR7	0.023421927
57030	SLC17A7	0.005532359
57142	RTN4	0.001551313
57146	TMEM159	0
57211	GPR126	0.005625
57418	WDR18	0.032567353
57553	MICAL3	0.002921348
57556	SEMA6A	0
57613	KIAA1467	0.001188904
58528	RRAGD	0
64087	MCCC2	0
64116	SLC39A8	0.001401274
64746	ACBD3	0.003634361
64764	CREB3L2	0
64795	RMND5A	0
65108	MARCKSL1	0.00553814
65117	RSRC2	0.001556886
65125	WNK1	0.001297017
79017	GGCT	0
79053	ALG8	0
79586	CHPF	0
79706	PRKRIP1	0
79882	ZC3H14	0.023269391
79888	LPCAT1	0
80347	COASY	0.026341463
81628	TSC22D4	0.011354962
81688	C6orf62	0
83604	TMEM47	0.000165017
84243	ZDHHC18	0.003642384
84851	TRIM52	0
84869	CBR4	0
84901	NFATC2IP	0
84942	WDR73	0.001543943
85236	HIST1H2BK	0
90338	ZNF160	0
90362	FAM110B	0
90634	N4BP2L1	0.017152962
91304	C19orf6	0.008747515
91316	LOC91316	0.043208955
91445	RNF185	0
91746	YTHDC1	0.015841584
92211	CDHR1	0.007208122
94239	H2AFV	0
114882	OSBPL8	0.008525577
114908	TMEM123	0
116138	KLHDC3	0
116228	FAM36A	0
116285	ACSM1	0
121504	HIST4H4	0
122616	C14orf79	0.04070997
123720	WHAMM	0.021922428
129642	MBOAT2	0.004936975
131185	LOC131185	0
131408	FAM131A	0
131578	LRRC15	0.00015361
133619	PRRC1	0
147179	WIPF2	0
150759	LOC150759	0.002502844
154661	RUNDC3B	0.010907336
155066	ATP6V0E2	0
157562	LOC157562	0.001303781
201562	PTPLB	0
206358	SLC36A1	0.012570356
220988	HNRNPA3	0.02340249
221061	FAM171A1	0.00260181
221395	GPR116	0
221830	TWISTNB	0
222161	DKFZP586I1420	0
253943	YTHDF3	0.009359606
260294	NSUN5P2	0.002908277
261726	TIPRL	0.000154083
266740	MAGEA2B	0
283131	NEAT1	0
283755	HERC2P3	0.009430255
284889	LOC284889	0
285148	IAH1	0.001654846
374819	LRRC37A3	0.000162602
375449	MAST4	0.001222826
375790	AGRN	0.017982456
387082	SUMO4	0.027867528
400322	HERC2P2	0
400986	LOC400986	0.003723987
404672	GTF2H5	0
440248	HERC2P9	0
445329	SULT1A4	0
445347	TARP	0.024753289
445815	PALM2-AKAP2	0
653483	C6orf124	0.002204176
100126583	LOC100126583	0
100129361	LOC100129361	0.017750439
100132247	LOC100132247	0
100132406	NBPF10	0
100133941	CD24	0
100170939	LOC100170939	0
9	NAT1	0.000797607
26	ABP1	0.000454545
30	ACAA1	0.003716508
34	ACADM	0.000347222
36	ACADSB	0.000131579
50	ACO2	0.002293578
52	ACP1	0.001777362
55	ACPP	0
58	ACTA1	0
59	ACTA2	0
60	ACTB	0.026244035
70	ACTC1	0
72	ACTG2	0
87	ACTN1	0
90	ACVR1	0.000124844
95	ACY1	0.000133156
98	ACYP2	0
104	ADARB1	0.00045045
120	ADD3	0.002540835
128	ADH5	0
131	ADH7	0.000984252
154	ADRB2	0.000639659
165	AEBP1	0
166	AES	0.000124378
175	AGA	0
178	AGL	0
182	JAG1	0.001152738
185	AGTR1	0.017275986
191	AHCY	0.012200599
202	AIM1	0
211	ALAS1	0.045385588
216	ALDH1A1	0
217	ALDH2	0
218	ALDH3A1	0.015907448
219	ALDH1B1	0.025051335
220	ALDH1A3	0
224	ALDH3A2	0
231	AKR1B1	0.00012987
244	ANXA8L2	0
247	ALOX15B	0
262	AMD1	0
266	AMELY	0.012143928
274	BIN1	0.000625
275	AMT	0
280	AMY2B	0
283	ANG	0.045281824
288	ANK3	0
290	ANPEP	0
293	SLC25A6	0.000891089
301	ANXA1	0
306	ANXA3	0
307	ANXA4	0
308	ANXA5	0
310	ANXA7	0
311	ANXA11	0.00463353
316	AOX1	0.001757632
328	APEX1	0.013328369
334	APLP2	0
347	APOD	0
354	KLK3	0
357	SHROOM2	0.028319783
360	AQP3	0.000127226
381	ARF5	0.021093203
384	ARG2	0
387	RHOA	0
388	RHOB	0
389	RHOC	0.010594512
390	RND3	0
397	ARHGDIB	0
427	ASAH1	0
445	ASS1	0.000617284
467	ATF3	0
473	RERE	0
475	ATOX1	0.005490849
477	ATP1A2	0
479	ATP12A	0
481	ATP1B1	0
489	ATP2A3	0.038726446
498	ATP5A1	0
509	ATP5C1	0
539	ATP5O	0
540	ATP7B	0
549	AUH	0
563	AZGP1	0
567	B2M	0
573	BAG1	0
587	BCAT2	0
593	BCKDHA	0.000647249
622	BDH1	0
624	BDKRB2	0.004351536
629	CFB	0
634	CEACAM1	0
638	BIK	0.014546784
652	BMP4	0.049184442
657	BMPR1A	0
667	DST	0.000546448
678	ZFP36L2	0
684	BST2	0.000129032
686	BTD	0.003225806
687	KLF9	0.022805805
688	KLF5	0
689	BTF3	0.000131406
690	BTF3P11	0.024502402
706	TSPO	0.030789826
708	C1QBP	0.014525547
710	SERPING1	0
713	C1QB	0.027544098
715	C1R	0
716	C1S	0
719	C3AR1	0.006414474
720	C4A	0
730	C7	0.015541031
740	MRPL49	0.025665529
744	MPPED2	0
753	C18orf1	0
754	PTTG1IP	0.000983284
761	CA3	0.000614125
770	CA11	0.000242718
776	CACNA1D	0.007246377
780	DDR1	0.001157184
800	CALD1	0
805	CALM2	0.010183767
822	CAPG	0
824	CAPN2	0
826	CAPNS1	0.004269855
831	CAST	0.002753108
857	CAV1	0
881	CCIN	0.019971771
885	CCK	0.001245211
894	CCND2	0.000131752
900	CCNG1	0
909	CD1A	0.014557425
914	CD2	0.000126263
915	CD3D	0.032042724
919	CD247	0.000614754
928	CD9	0
939	CD27	0.014836364
951	CD37	0.010321101
952	CD38	0
957	ENTPD5	0.000642398
965	CD58	0.008458498
967	CD63	0
969	CD69	0
972	CD74	0
976	CD97	0
977	CD151	0
984	CDK11B	0.000127551
987	LRBA	0
998	CDC42	0.024759945
999	CDH1	0.001602262
1001	CDH3	0
1009	CDH11	0.000123457
1014	CDH16	0
1022	CDK7	0.002287283
1024	CDK8	0.000799201
1043	CD52	0.009309542
1066	CES1	0.000808081
1070	CETN3	0.010909091
1102	RCBTB2	0
1124	CHN2	0
1152	CKB	0
1153	CIRBP	0
1155	TBCB	0.003228621
1191	CLU	0
1192	CLIC1	0
1264	CNN1	0
1266	CNN3	0
1284	COL4A2	0.042307692
1287	COL4A5	0
1288	COL4A6	0.009190031
1292	COL6A2	0
1293	COL6A3	0.000128535
1298	COL9A2	0
1305	COL13A1	0.006882591
1306	COL15A1	0
1307	COL16A1	0
1311	COMP	0.000453001
1312	COMT	0
1316	KLF6	0
1340	COX6B1	0.005887231
1346	COX7A1	0
1347	COX7A2	0
1349	COX7B	0.019007092
1359	CPA3	0
1365	CLDN3	0
1366	CLDN7	0.008733281
1389	CREBL2	0
1396	CRIP1	0
1410	CRYAB	0
1421	CRYGD	0.001767442
1428	CRYM	0
1429	CRYZ	0
1436	CSF1R	0.00054407
1460	CSNK2B	0.000127065
1465	CSRP1	0
1466	CSRP2	0.00176416
1469	CST1	0
1471	CST3	0
1486	CTBS	0.001599247
1489	CTF1	0
1490	CTGF	0
1500	CTNND1	0.017241379
1512	CTSH	0
1521	CTSW	0.019915254
1524	CX3CR1	0
1540	CYLD	0.002831858
1545	CYP1B1	0
1577	CYP3A5	0.018434164
1585	CYP11B2	0.039883646
1593	CYP27A1	0
1604	CD55	0.007389558
1605	DAG1	0
1615	DARS	0.037654723
1622	DBI	0.042408712
1632	DCI	0
1643	DDB2	0
1650	DDOST	0
1653	DDX1	0
1654	DDX3X	0.023103448
1655	DDX5	0
1657	DMXL1	0.000122549
1672	DEFB1	0.000632244
1674	DES	0
1675	CFD	0.001327014
1690	COCH	0.001937269
1718	DHCR24	0
1728	NQO1	0.022698962
1730	DIAPH2	0.000980392
1734	DIO2	0.000125
1756	DMD	0
1763	DNA2	0.000635593
1781	DYNC1I2	0.003231441
1787	TRDMT1	0.027260367
1793	DOCK1	0.015334302
1803	DPP4	0
1806	DPYD	0.017288379
1808	DPYSL2	0.000344828
1809	DPYSL3	0
1810	DR1	0.000243605
1828	DSG1	0.000234467
1829	DSG2	0.000233372
1831	TSC22D3	0
1842	ECM2	0
1843	DUSP1	0
1844	DUSP2	0.000625652
1846	DUSP4	0.021218487
1847	DUSP5	0
1876	E2F6	0.009133489
1891	ECH1	0.000650054
1902	LPAR1	0.000124688
1909	EDNRA	0
1915	EEF1A1	0.044705136
1937	EEF1G	0.022361111
1938	EEF2	0.00816
1958	EGR1	0.029487179
1959	EGR2	0
1960	EGR3	0
1975	EIF4B	0
1992	SERPINB1	0
2009	EML1	0.006486043
2014	EMP3	0
2036	EPB41L1	0.002543143
2040	STOM	0
2051	EPHB6	0
2052	EPHX1	0
2053	EPHX2	0
2060	EPS15	0
2064	ERBB2	0.000641026
2071	ERCC3	0
2078	ERG	0.013915618
2091	FBL	0.006693878
2098	ESD	0.001068999
2104	ESRRG	0.008920188
2107	ETF1	0.00012285
2109	ETFB	0.011804511
2114	ETS2	0.002977233
2119	ETV5	0.045959596
2124	EVI2B	0.018421053
2135	EXTL2	0.013872404
2138	EYA1	0
2139	EYA2	0.002979842
2152	F3	0
2166	FAAH	0
2181	ACSL3	0
2192	FBLN1	0
2195	FAT1	0
2197	FAU	0.002522523
2200	FBN1	0.000232558
2203	FBP1	0
2205	FCER1A	0.002610261
2206	MS4A2	0.000244499
2217	FCGRT	0
2230	FDX1	0.002529359
2258	FGF13	0.040451613
2261	FGFR3	0
2263	FGFR2	0
2273	FHL1	0
2274	FHL2	0
2280	FKBP1A	0.000445434
2281	FKBP1B	0
2294	FOXF1	0
2295	FOXF2	0.014401176
2296	FOXC1	0.000449438
2308	FOXO1	0.001775701
2314	FLII	0
2316	FLNA	0
2318	FLNC	0
2326	FMO1	0.039079715
2328	FMO3	0
2331	FMOD	0
2339	FNTA	0.000626959
2353	FOS	0
2354	FOSB	0
2517	FUCA1	0
2532	DARC	0.049717868
2539	G6PD	0.039922481
2548	GAA	0.034564644
2550	GABBR1	0
2564	GABRE	0.004595745
2567	GABRG3	0.041891892
2568	GABRP	0.001154957
2581	GALC	0
2589	GALNT1	0.021578212
2619	GAS1	0
2621	GAS6	0.000131926
2625	GATA3	0.017229002
2628	GATM	0.024450549
2633	GBP1	0.005416667
2647	BLOC1S1	0.008200637
2650	GCNT1	0.00428449
2665	GDI2	0
2669	GEM	0
2678	GGT1	0
2690	GHR	0
2697	GJA1	0
2705	GJB1	0
2735	GLI1	0.022538141
2739	GLO1	0
2743	GLRB	0.001244019
2745	GLRX	0.03362069
2746	GLUD1	0
2747	GLUD2	0
2782	GNB1	0.000129199
2787	GNG5	0
2804	GOLGB1	0.000124069
2806	GOT2	0.014390602
2810	SFN	0
2815	GP9	0.001151631
2824	GPM6B	0
2874	GPS2	0.0092607
2879	GPX4	0
2891	GRIA2	0.002765388
2896	GRN	0.003968939
2919	CXCL1	0
2920	CXCL2	0
2921	CXCL3	0
2934	GSN	0
2937	GSS	0.004556962
2941	GSTA4	0
2944	GSTM1	0
2947	GSTM3	0.000455063
2950	GSTP1	0
2952	GSTT1	0.000132275
2953	GSTT2	0
2990	GUSB	0
2992	GYG1	0.000235571
3003	GZMK	0.000125786
3005	H1F0	0.008181096
3020	H3F3A	0.035325016
3030	HADHA	0.000712831
3042	HBM	0.000621118
3059	HCLS1	0.02956229
3065	HDAC1	0.033730948
3069	HDLBP	0
3094	HINT1	0
3105	HLA-A	0
3106	HLA-B	0
3108	HLA-DMA	0
3109	HLA-DMB	0
3113	HLA-DPA1	0
3115	HLA-DPB1	0
3117	HLA-DQA1	0
3119	HLA-DQB1	0
3122	HLA-DRA	0
3123	HLA-DRB1	0
3127	HLA-DRB5	0
3133	HLA-E	0
3134	HLA-F	0
3135	HLA-G	0
3158	HMGCS2	0
3164	NR4A1	0
3169	FOXA1	0
3176	HNMT	0.000236128
3188	HNRNPH2	0.011454408
3206	HOXA10	0.000449944
3280	HES1	0
3290	HSD11B1	0.001325758
3298	HSF2	0.035845347
3339	HSPG2	0.006347898
3371	TNC	0
3383	ICAM1	0.000548246
3397	ID1	0
3398	ID2	0
3399	ID3	0
3400	ID4	0
3420	IDH3B	0
3421	IDH3G	0.000232829
3422	IDI1	0.000345224
3430	IFI35	0.006342669
3434	IFIT1	0
3437	IFIT3	0
3459	IFNGR1	0
3476	IGBP1	0
3479	IGF1	0
3485	IGFBP2	0
3487	IGFBP4	0.00451448
3489	IGFBP6	0
3490	IGFBP7	0
3491	CYR61	0
3507	IGHM	0.008333333
3512	IGJ	0
3514	IGKC	0.000646552
3516	RBPJ	0.000128205
3554	IL1R1	0.00061792
3569	IL6	0
3572	IL6ST	0.028484438
3608	ILF2	0.022075209
3611	ILK	0
3615	IMPDH2	0
3620	IDO1	0
3621	ING1	0
3627	CXCL10	0.001062802
3628	INPP1	0.02152341
3664	IRF6	0.002524797
3670	ISL1	0
3671	ISLR	0.000802407
3678	ITGA5	0
3679	ITGA7	0
3691	ITGB4	0.010806697
3704	ITPA	0.008226837
3707	ITPKB	0.000442968
3708	ITPR1	0.018447293
3710	ITPR3	0.000452489
3717	JAK2	0.034607779
3725	JUN	0
3726	JUNB	0
3752	KCND3	0.000129366
3755	KCNG1	0.033818663
3779	KCNMB1	0
3783	KCNN4	0
3796	KIF2A	0.014536158
3798	KIF5A	0.001067961
3799	KIF5B	0.036879896
3800	KIF5C	0.000242131
3817	KLK2	0
3820	KLRB1	0.001066925
3851	KRT4	0.000543478
3852	KRT5	0
3855	KRT7	0.002607914
3856	KRT8	0.008451817
3860	KRT13	0
3861	KRT14	0
3866	KRT15	0
3872	KRT17	0
3875	KRT18	0
3880	KRT19	0
3906	LALBA	0.012406577
3910	LAMA4	0.000632911
3911	LAMA5	0
3913	LAMB2	0
3914	LAMB3	0.02950709
3916	LAMP1	0.002278943
3918	LAMC2	0.010925645
3920	LAMP2	0.017655468
3921	RPSA	0.011387632
3934	LCN2	0
3936	LCP1	0
3945	LDHB	0
3956	LGALS1	0
3957	LGALS2	0.0008867
3958	LGALS3	0
3959	LGALS3BP	0
3983	ABLIM1	0.002683363
3988	LIPA	0.010191571
4000	LMNA	0
4013	VWA5A	0.000613497
4016	LOXL1	0
4043	LRPAP1	0.002690583
4045	LSAMP	0.003965517
4046	LSP1	0.001417769
4048	LTA4H	0.000793651
4052	LTBP1	0
4057	LTF	0
4060	LUM	0
4063	LY9	0.009379845
4065	LY75	0.004041273
4070	TACSTD2	0
4089	SMAD4	0
4092	SMAD7	0.014369501
4094	MAF	0.014639476
4126	MANBA	0.015858074
4129	MAOB	0
4147	MATN2	0
4151	MB	0
4154	MBNL1	0.000645161
4170	MCL1	0.036732026
4179	CD46	0
4192	MDK	0.0133829
4204	MECP2	0
4205	MEF2A	0
4211	MEIS1	0
4212	MEIS2	0
4213	MEIS3P1	0
4216	MAP3K4	0.015869565
4224	MEP1A	0.045253165
4236	MFAP1	0
4239	MFAP4	0
4240	MFGE8	0
4246	SCGB2A1	0.023399862
4255	MGMT	0.000440529
4256	MGP	0.000236686
4259	MGST3	0
4267	CD99	0.041976893
4281	MID1	0
4283	CXCL9	0
4285	MIPEP	0
4306	NR3C2	0.002276867
4311	MME	0.000447427
4312	MMP1	0.020211268
4313	MMP2	0.045224541
4316	MMP7	0
4477	MSMB	0
4478	MSN	0.034214003
4489	MT1A	0
4490	MT1B	0
4493	MT1E	0
4494	MT1F	0
4495	MT1G	0
4496	MT1H	0
4501	MT1X	0
4502	MT2A	0
4591	TRIM37	0.001238095
4599	MX1	0.001241643
4600	MX2	0.004568528
4604	MYBPC1	0.000128041
4609	MYC	0.001772388
4616	GADD45B	0
4620	MYH2	0.02585266
4629	MYH11	0
4638	MYLK	0
4653	MYOC	0.030449363
4659	PPP1R12A	0
4660	PPP1R12B	0
4664	NAB1	0
4669	NAGLU	0
4677	NARS	0
4681	NBL1	0
4692	NDN	0
4703	NEB	0.008187599
4714	NDUFB8	0.019448373
4724	NDUFS4	0
4734	NEDD4	0.004288165
4736	RPL10A	0
4744	NEFH	0
4753	NELL2	0.005882353
4756	NEO1	0.000124224
4758	NEU1	0.001076321
4760	NEUROD1	0.000708502
