ID	Gene Symbol	Gene Title	logFC	t	P.Value	adj.P.Val	B	Pathway	go biological process term	go molecular function term	go cellular component term
200783_s_at	STMN1	stathmin 1/oncoprotein 18	2.143653033	8.906998997	0.00032915	0.009889687	0.761554713	---	microtubule depolymerization /// mitotic spindle organization and biogenesis /// signal transduction /// intracellular signaling cascade /// intracellular signaling cascade /// multicellular organismal development /// nervous system development /// cell d	signal transducer activity /// protein binding /// tubulin binding	intracellular /// cytoplasm /// microtubule /// membrane /// integral to membrane
207828_s_at	CENPF	centromere protein F, 350/400ka (mitosin)	2.140260672	5.904816318	0.002122766	0.02438806	-1.373046644	---	G2 phase of mitotic cell cycle /// M phase of mitotic cell cycle /// M phase of mitotic cell cycle /// mitotic cell cycle /// cell cycle /// chromosome segregation /// chromosome segregation /// mitosis /// mitotic cell cycle spindle assembly checkpoint /	chromatin binding /// protein binding /// protein C-terminus binding /// transcription factor binding /// protein homodimerization activity /// dynein binding /// protein heterodimerization activity	chromosome, centromeric region /// chromosome, centromeric region /// kinetochore /// chromatin /// spindle pole /// outer kinetochore of condensed chromosome /// outer kinetochore of condensed chromosome /// nucleus /// nucleus /// nuclear envelope /// c
223700_at	MND1	meiotic nuclear divisions 1 homolog (S. cerevisiae)	2.138326001	7.957009343	0.000554747	0.012475521	0.167667333	---	DNA recombination /// meiosis	DNA binding	nucleus
228890_at	ATOH8	atonal homolog 8 (Drosophila)	2.123458827	2.603522974	0.048985941	0.158739102	-4.936348421	---	transcription /// regulation of transcription, DNA-dependent /// multicellular organismal development /// nervous system development /// cell differentiation /// regulation of transcription	DNA binding /// transcription regulator activity	nucleus
229097_at	DIAPH3	diaphanous homolog 3 (Drosophila)	2.118759566	6.279346196	0.001618626	0.020962354	-1.060844946	---	cellular component organization and biogenesis /// actin cytoskeleton organization and biogenesis	nucleic acid binding /// actin binding /// pancreatic ribonuclease activity /// Rho GTPase binding	---
1555758_a_at	CDKN3	cyclin-dependent kinase inhibitor 3	2.116278413	8.381676742	0.00043645	0.011253512	0.441085244	---	regulation of cyclin-dependent protein kinase activity /// G1/S transition of mitotic cell cycle /// cell cycle /// cell cycle arrest /// negative regulation of cell proliferation /// dephosphorylation	phosphoprotein phosphatase activity /// protein tyrosine phosphatase activity /// protein binding /// protein tyrosine/serine/threonine phosphatase activity /// kinase activity /// hydrolase activity /// phosphatase activity	---
230522_s_at	C9orf100	chromosome 9 open reading frame 100	2.115892401	4.096084652	0.009795588	0.062299131	-3.129964039	---	regulation of Rho protein signal transduction	guanyl-nucleotide exchange factor activity /// Rho guanyl-nucleotide exchange factor activity	intracellular
50965_at	RAB26	RAB26, member RAS oncogene family	2.114297238	5.145515847	0.003844173	0.034910693	-2.056887736	---	regulation of transcription, DNA-dependent /// transport /// small GTPase mediated signal transduction /// protein transport /// regulation of exocytosis /// exocrine system development	nucleotide binding /// protein binding /// ATP binding /// GTP binding /// GTP binding /// GTP binding /// transcription factor binding	intracellular /// plasma membrane /// membrane /// intrinsic to plasma membrane
201292_at	TOP2A	topoisomerase (DNA) II alpha 170kDa	2.110053488	8.262488454	0.000466325	0.011595504	0.365693457	---	DNA metabolic process /// DNA replication /// DNA topological change /// DNA ligation /// DNA repair /// response to DNA damage stimulus /// chromosome segregation /// apoptotic chromosome condensation /// positive regulation of apoptosis /// positive reg	nucleotide binding /// DNA binding /// DNA binding /// chromatin binding /// DNA topoisomerase activity /// DNA topoisomerase (ATP-hydrolyzing) activity /// DNA topoisomerase (ATP-hydrolyzing) activity /// protein kinase C binding /// protein binding ///	nucleus /// nucleus /// nucleoplasm /// chromosome /// chromosome /// nucleolus /// cytoplasm /// centriole /// DNA topoisomerase complex (ATP-hydrolyzing) /// viral integration complex /// protein complex
1555826_at	EPR1	effector cell peptidase receptor 1 (non-protein coding)	2.105309242	7.250255425	0.00084869	0.015183967	-0.31889198	<a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:Apoptosis>Apoptosis</a>	---	receptor activity /// peptidase activity	---
213599_at	OIP5	Opa interacting protein 5	2.102727377	7.207482307	0.000871798	0.015481043	-0.34969948	---	cell communication	protein binding /// protein binding	chromatin /// nucleus /// nucleus /// chromocenter /// Cajal body
233573_s_at	WDR6	WD repeat domain 6	2.095164019	3.71777429	0.014253013	0.078687591	-3.55702359	---	---	protein binding	---
218009_s_at	PRC1	protein regulator of cytokinesis 1	2.093677422	5.341930528	0.003276798	0.031687492	-1.873059864	---	mitotic spindle elongation /// cytokinesis /// cell cycle /// cell division	protein binding	nucleus /// nucleus /// cytoplasm /// microtubule /// spindle microtubule
201417_at	SOX4	SRY (sex determining region Y)-box 4	2.092487392	6.483822594	0.001403585	0.019388372	-0.896810909	---	transcription /// regulation of transcription, DNA-dependent	DNA binding /// transcription factor activity	nucleus
219562_at	RAB26	RAB26, member RAS oncogene family	2.090885432	4.652813188	0.005856933	0.045084824	-2.540949772	---	regulation of transcription, DNA-dependent /// transport /// small GTPase mediated signal transduction /// protein transport /// regulation of exocytosis /// exocrine system development	nucleotide binding /// protein binding /// ATP binding /// GTP binding /// GTP binding /// GTP binding /// transcription factor binding	intracellular /// plasma membrane /// membrane /// intrinsic to plasma membrane
216969_s_at	KIF22	kinesin family member 22	2.088762669	5.437548832	0.003036529	0.030251043	-1.785370752	---	microtubule-based movement /// mitosis	nucleotide binding /// DNA binding /// DNA binding /// motor activity /// microtubule motor activity /// microtubule motor activity /// ATP binding /// sequence-specific DNA binding	kinetochore /// intracellular /// nucleus /// nucleus /// microtubule /// microtubule associated complex
219650_at	ERCC6L	excision repair cross-complementing rodent repair deficiency, complementation group 6-like	2.086400414	6.462597275	0.001424262	0.019532104	-0.913635088	---	cell cycle /// mitosis /// cell division	nucleotide binding /// nucleic acid binding /// DNA binding /// helicase activity /// ATP binding /// hydrolase activity	chromosome, centromeric region
211851_x_at	BRCA1	breast cancer 1, early onset	2.086241384	4.063757567	0.010106147	0.063451788	-3.165597634	---	cell cycle checkpoint /// double-strand break repair via homologous recombination /// DNA repair /// postreplication repair /// regulation of transcription from RNA polymerase II promoter /// regulation of transcription from RNA polymerase III promoter //	DNA binding /// DNA binding /// transcription coactivator activity /// RNA binding /// ubiquitin-protein ligase activity /// ubiquitin-protein ligase activity /// protein binding /// protein binding /// zinc ion binding /// zinc ion binding /// tubulin bi	ubiquitin ligase complex /// intracellular /// nucleus /// nucleus /// nucleoplasm /// gamma-tubulin ring complex /// BRCA1-BARD1 complex /// protein complex
219918_s_at	ASPM	asp (abnormal spindle) homolog, microcephaly associated (Drosophila)	2.085313423	6.792520082	0.001139618	0.017461089	-0.657264553	---	cell cycle /// mitosis /// cell division	calmodulin binding	nucleus /// cytoplasm
223723_at	MFI2	antigen p97 (melanoma associated) identified by monoclonal antibodies 133.2 and 96.5	2.085086117	2.827883541	0.03761066	0.139808539	-4.645793003	---	transport /// ion transport /// iron ion transport /// cellular iron ion homeostasis	iron ion binding /// iron ion binding /// ferric iron binding /// zinc ion binding /// metal ion binding	extracellular region /// plasma membrane /// integral to plasma membrane /// membrane /// anchored to membrane
224753_at	CDCA5	cell division cycle associated 5	2.083183155	4.84721986	0.004942436	0.040627952	-2.345927062	---	G1/S transition of mitotic cell cycle /// cell cycle /// mitosis /// mitosis /// mitotic chromosome condensation /// mitotic metaphase plate congression /// cell division /// interphase of mitotic cell cycle	chromatin binding /// protein binding	nucleus /// nucleus /// cytoplasm /// cohesin complex
211713_x_at	KIAA0101	KIAA0101	2.083077863	9.395212111	0.000256574	0.008850716	1.043230343	---	---	---	nucleus /// mitochondrion
223286_at	C17orf81	chromosome 17 open reading frame 81	2.08222647	16.3110947	0.0000185	0.002815727	3.89535699	---	transcription /// regulation of transcription, DNA-dependent	protein binding	cytoplasm
206632_s_at	APOBEC3B	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3B	2.076768657	13.38414988	0.0000479	0.004338637	2.895767	---	---	RNA binding /// catalytic activity /// zinc ion binding /// hydrolase activity /// hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines /// metal ion binding	---
227165_at	C13orf3	chromosome 13 open reading frame 3	2.074058465	5.944392571	0.002061491	0.023960233	-1.339312681	---	---	---	---
230521_at	C9orf100	chromosome 9 open reading frame 100	2.073970115	4.093297509	0.009821924	0.062408071	-3.133029967	---	regulation of Rho protein signal transduction	guanyl-nucleotide exchange factor activity /// Rho guanyl-nucleotide exchange factor activity	intracellular
232298_at	hCG_1806964	hCG1806964	2.070977038	11.31449616	0.000106812	0.00596385	2.022339951	---	---	---	---
202954_at	UBE2C	ubiquitin-conjugating enzyme E2C	2.069924961	5.684661963	0.002505629	0.026899206	-1.564036425	---	ubiquitin-dependent protein catabolic process /// cell cycle /// cell cycle /// spindle organization and biogenesis /// mitosis /// cyclin catabolic process /// protein ubiquitination /// anaphase-promoting complex-dependent proteasomal ubiquitin-dependen	ubiquitin-protein ligase activity /// ubiquitin-protein ligase activity /// ligase activity /// small conjugating protein ligase activity	nucleoplasm /// cytosol
218585_s_at	DTL	denticleless homolog (Drosophila)	2.068680214	6.592021891	0.001303546	0.018562937	-0.81176338	---	DNA replication /// response to DNA damage stimulus	protein binding	nucleus /// cytoplasm /// membrane /// nuclear membrane
203976_s_at	CHAF1A	chromatin assembly factor 1, subunit A (p150)	2.067313915	8.094447369	0.000512694	0.012080658	0.257630451	---	DNA replication /// DNA repair /// DNA replication-dependent nucleosome assembly /// transcription /// regulation of transcription, DNA-dependent /// protein complex assembly /// response to DNA damage stimulus /// cell cycle	chromatin binding /// protein binding /// unfolded protein binding	nucleus /// chromatin assembly complex
209619_at	CD74	CD74 molecule, major histocompatibility complex, class II invariant chain	2.066624014	6.359271367	0.001530223	0.020354129	-0.996204451	---	prostaglandin biosynthetic process /// protein complex assembly /// intracellular protein transport /// intracellular protein transport /// immune response /// signal transduction /// cell proliferation /// immunoglobulin mediated immune response /// anti	cytokine binding /// MHC class II protein binding /// MHC class II protein binding /// identical protein binding	intracellular /// membrane /// integral to membrane /// integral to membrane
209642_at	BUB1	BUB1 budding uninhibited by benzimidazoles 1 homolog (yeast)	2.059671431	6.228910649	0.001677525	0.021422272	-1.101986808	<a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:Cell_cycle_KEGG>Cell_cycle_KEGG</a>	protein amino acid phosphorylation /// cell cycle /// mitosis /// mitotic cell cycle checkpoint /// mitotic cell cycle spindle assembly checkpoint /// cell proliferation /// cell division	nucleotide binding /// protein kinase activity /// protein kinase activity /// protein serine/threonine kinase activity /// ATP binding /// kinase activity /// transferase activity	kinetochore /// kinetochore /// condensed chromosome kinetochore /// nucleus /// spindle pole body
219493_at	SHCBP1	SHC SH2-domain binding protein 1	2.057111323	6.993730963	0.000999118	0.016510047	-0.50612946	---	---	protein binding /// protein binding /// SH2 domain binding	---
228255_at	ALS2CR4	amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 4	2.053325151	4.180575169	0.009034726	0.059158601	-3.03758436	---	---	---	membrane /// integral to membrane
222044_at	PCIF1	PDX1 C-terminal inhibiting factor 1	2.051433033	3.775291866	0.013444231	0.075880795	-3.490673996	---	---	protein binding	nucleus
228081_at	CCNG2	cyclin G2	2.049309506	10.91227678	0.000126804	0.006385792	1.832325019	<a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:G1_to_S_cell_cycle_Reactome>G1_to_S_cell_cycle_Reactome</a>	cell cycle checkpoint /// cell cycle /// mitosis /// cell division	---	cytoplasm
203755_at	BUB1B	BUB1 budding uninhibited by benzimidazoles 1 homolog beta (yeast)	2.045507404	7.408353099	0.000769365	0.01454285	-0.206416862	<a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:Cell_cycle_KEGG>Cell_cycle_KEGG</a>	apoptosis /// cell cycle /// cell cycle /// spindle organization and biogenesis /// mitosis /// mitosis /// mitosis /// mitotic cell cycle checkpoint /// cell proliferation /// anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein c	nucleotide binding /// protein kinase activity /// protein kinase activity /// protein serine/threonine kinase activity /// protein binding /// ATP binding /// kinase activity /// transferase activity	kinetochore /// kinetochore /// kinetochore /// condensed chromosome kinetochore /// outer kinetochore of condensed chromosome /// nucleus /// anaphase-promoting complex /// cytoplasm /// cytoplasm /// cytosol /// spindle midzone
203276_at	LMNB1	lamin B1	2.04342394	6.422785361	0.001464027	0.019855469	-0.945317555	---	---	structural molecule activity /// structural molecule activity	nucleus /// nuclear inner membrane /// lamin filament /// intermediate filament /// membrane
238444_at	ZNF618	zinc finger protein 618	2.04227741	4.05066887	0.010235117	0.063848439	-3.180070546	---	transcription /// regulation of transcription, DNA-dependent	DNA binding /// zinc ion binding /// metal ion binding /// protein dimerization activity	intracellular /// nucleus
203845_at	KAT2B	K(lysine) acetyltransferase 2B	2.041587267	8.350534277	0.00044403	0.011349214	0.421485243	---	chromatin remodeling /// chromatin remodeling /// transcription /// regulation of transcription, DNA-dependent /// protein amino acid acetylation /// cell cycle /// cell cycle arrest /// metabolic process /// negative regulation of cell proliferation ///	transcription cofactor activity /// transcription coactivator activity /// transcription coactivator activity /// histone acetyltransferase activity /// H3/H4 histone acetyltransferase activity /// protein binding /// protein binding /// N-acetyltransfera	histone acetyltransferase complex /// kinetochore /// nucleus /// nucleus /// nucleoplasm
202726_at	LIG1	ligase I, DNA, ATP-dependent	2.039561069	4.346777897	0.007729206	0.05376811	-2.859016995	---	DNA metabolic process /// DNA replication /// DNA repair /// DNA repair /// nucleotide-excision repair, DNA gap filling /// DNA recombination /// response to DNA damage stimulus /// cell cycle /// anatomical structure morphogenesis /// V(D)J recombination	nucleotide binding /// DNA binding /// DNA binding /// DNA ligase activity /// DNA ligase (ATP) activity /// ATP binding /// ligase activity	nucleus /// nucleus /// nucleoplasm
210930_s_at	ERBB2	v-erb-b2 erythroblastic leukemia viral oncogene homolog 2, neuro/glioblastoma derived oncogene homolog (avian)	2.036831116	2.589889637	0.049790812	0.159787404	-4.954157767	---	protein amino acid phosphorylation /// protein amino acid phosphorylation /// signal transduction /// cell surface receptor linked signal transduction /// enzyme linked receptor protein signaling pathway /// transmembrane receptor protein tyrosine kinase	nucleotide binding /// protein kinase activity /// protein tyrosine kinase activity /// protein tyrosine kinase activity /// protein tyrosine kinase activity /// transmembrane receptor protein tyrosine kinase activity /// transmembrane receptor protein ty	extracellular region /// cytoplasm /// plasma membrane /// membrane /// integral to membrane /// integral to membrane /// basolateral plasma membrane /// apical plasma membrane /// receptor complex /// receptor complex
205921_s_at	SLC6A6	solute carrier family 6 (neurotransmitter transporter, taurine), member 6	2.032921468	2.87108325	0.035776342	0.136607909	-4.59046323	---	amino acid metabolic process /// transport /// transport /// neurotransmitter transport /// taurine transport	neurotransmitter:sodium symporter activity /// taurine:sodium symporter activity /// taurine:sodium symporter activity /// symporter activity	integral to plasma membrane /// membrane /// integral to membrane /// integral to membrane
205267_at	POU2AF1	POU class 2 associating factor 1	2.022506173	7.764599992	0.000620737	0.013231462	0.039257742	---	transcription /// regulation of transcription, DNA-dependent /// transcription from RNA polymerase II promoter /// humoral immune response	transcription cofactor activity /// transcription coactivator activity /// protein binding	nucleus
204317_at	GTSE1	G-2 and S-phase expressed 1	2.01974784	7.467404264	0.000742019	0.014329641	-0.164960264	---	G2 phase of mitotic cell cycle /// DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest /// microtubule-based process	---	cytoplasm /// microtubule /// cytoplasmic microtubule
213329_at	SRGAP2	SLIT-ROBO Rho GTPase activating protein 2	2.018880788	7.77394731	0.000617323	0.013225133	0.045563698	---	signal transduction	GTPase activator activity	intracellular
219148_at	PBK	PDZ binding kinase	2.01750067	5.43525717	0.00304204	0.030279243	-1.787458819	---	protein amino acid phosphorylation /// protein amino acid phosphorylation /// mitosis	nucleotide binding /// protein kinase activity /// protein serine/threonine kinase activity /// protein serine/threonine kinase activity /// protein binding /// ATP binding /// ATP binding /// kinase activity /// transferase activity	---
204825_at	MELK	maternal embryonic leucine zipper kinase	2.016565666	6.537351323	0.001352998	0.019003177	-0.85458695	---	protein amino acid phosphorylation	nucleotide binding /// protein kinase activity /// protein serine/threonine kinase activity /// protein binding /// ATP binding /// kinase activity /// transferase activity	cytoplasm
227349_at	HELLS	helicase, lymphoid-specific	2.014357425	16.9120784	0.0000156	0.002671141	4.073534927	<a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:Apoptosis>Apoptosis</a>	methylation-dependent chromatin silencing /// transcription /// regulation of transcription, DNA-dependent /// cell cycle /// mitosis /// multicellular organismal development /// multicellular organismal development /// maintenance of DNA methylation ///	nucleotide binding /// nucleic acid binding /// DNA binding /// helicase activity /// ATP binding /// hydrolase activity	chromosome, centromeric region /// nucleus /// centromeric heterochromatin
203975_s_at	CHAF1A	chromatin assembly factor 1, subunit A (p150)	2.012500765	3.187988926	0.025014849	0.112054356	-4.191728727	---	DNA replication /// DNA repair /// DNA replication-dependent nucleosome assembly /// transcription /// regulation of transcription, DNA-dependent /// protein complex assembly /// response to DNA damage stimulus /// cell cycle	chromatin binding /// protein binding /// unfolded protein binding	nucleus /// chromatin assembly complex
226657_at	MGC33894	transcript expressed during hematopoiesis 2	2.01160565	16.87715009	0.0000157	0.002671141	4.063399855	---	---	---	---
219510_at	POLQ	polymerase (DNA directed), theta	2.011432982	5.070113764	0.004092113	0.03623985	-2.128809552	---	DNA replication /// DNA repair /// DNA repair /// response to DNA damage stimulus	nucleotide binding /// nucleic acid binding /// DNA binding /// damaged DNA binding /// DNA-directed DNA polymerase activity /// DNA-directed DNA polymerase activity /// helicase activity /// ATP binding /// ATP-dependent helicase activity /// transferase	nucleoplasm
209408_at	KIF2C	kinesin family member 2C	2.005194678	5.489587856	0.002914495	0.029383793	-1.738132568	---	microtubule-based movement /// mitosis /// cell proliferation /// establishment or maintenance of microtubule cytoskeleton polarity	nucleotide binding /// motor activity /// microtubule motor activity /// microtubule motor activity /// protein binding /// ATP binding /// centromeric DNA binding	chromosome, centromeric region /// nucleus /// cytoplasm /// cytoskeleton /// kinesin complex /// microtubule /// microtubule associated complex /// microtubule cytoskeleton
205024_s_at	RAD51	RAD51 homolog (RecA homolog, E. coli) (S. cerevisiae)	1.99152591	6.628591736	0.001271661	0.018363506	-0.783286365	---	double-strand break repair via homologous recombination /// double-strand break repair via homologous recombination /// DNA metabolic process /// DNA unwinding during replication /// DNA unwinding during replication /// DNA repair /// DNA repair /// DNA r	recombinase activity /// nucleotide binding /// DNA binding /// damaged DNA binding /// double-stranded DNA binding /// double-stranded DNA binding /// single-stranded DNA binding /// single-stranded DNA binding /// protein binding /// protein binding ///	condensed chromosome /// condensed nuclear chromosome /// intracellular /// nucleus /// nucleus /// nucleus /// nucleoplasm /// PML body
226487_at	C12orf34	chromosome 12 open reading frame 34	1.990792275	3.225227413	0.024010068	0.109125549	-4.145764178	---	---	---	---
225684_at	FAM33A	family with sequence similarity 33, member A	1.988912853	9.649913374	0.000226353	0.008402584	1.184443107	---	cell cycle /// mitosis /// cell division	---	condensed chromosome kinetochore /// spindle
232278_s_at	DEPDC1	DEP domain containing 1	1.986657233	5.780762652	0.002329255	0.025714368	-1.479963866	---	signal transduction /// intracellular signaling cascade	GTPase activator activity	intracellular
203213_at	CDC2	cell division cycle 2, G1 to S and G2 to M	1.980185605	9.709461739	0.000219913	0.008323043	1.216916193	<a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:Cell_cycle_KEGG>Cell_cycle_KEGG</a>	protein amino acid phosphorylation /// anti-apoptosis /// cell cycle /// mitosis /// anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process /// cell division /// positive regulation of ubiquitin-protein ligase activ	nucleotide binding /// protein kinase activity /// protein kinase activity /// protein serine/threonine kinase activity /// cyclin-dependent protein kinase activity /// cyclin-dependent protein kinase activity /// cyclin-dependent protein kinase activity	nucleus /// nucleus /// nucleus /// nucleoplasm /// cytosol /// spindle microtubule /// midbody
201236_s_at	BTG2	BTG family, member 2	1.979944262	4.259515689	0.008385126	0.056611292	-2.952252066	---	DNA repair /// transcription /// regulation of transcription, DNA-dependent /// protein amino acid methylation /// response to DNA damage stimulus /// negative regulation of cell proliferation /// anterior/posterior pattern formation /// neuron differenti	protein binding /// protein binding	---
226590_at	ZNF618	zinc finger protein 618	1.977511861	4.621732063	0.006020816	0.045801234	-2.572629183	---	transcription /// regulation of transcription, DNA-dependent	DNA binding /// zinc ion binding /// metal ion binding /// protein dimerization activity	intracellular /// nucleus
242890_at	---	---	1.977254573	6.718548971	0.001197082	0.017912361	-0.713803523	---	---	---	---
214717_at	DKFZp434H1419	hypothetical protein DKFZp434H1419	1.976301479	8.434635718	0.000423911	0.011043183	0.474256729	---	---	---	---
210052_s_at	TPX2	TPX2, microtubule-associated, homolog (Xenopus laevis)	1.975871792	5.785560985	0.002320839	0.025654888	-1.475794855	---	mitosis /// cell proliferation	protein binding /// ATP binding /// GTP binding	spindle pole /// nucleus /// nucleus /// spindle /// spindle /// microtubule cytoskeleton
214804_at	CENPI	centromere protein I	1.974438336	6.723392658	0.001193215	0.017878187	-0.710084946	---	sex differentiation	---	chromosome, centromeric region /// nucleus /// chromosome
204709_s_at	KIF23	kinesin family member 23	1.963729219	8.213348334	0.000479348	0.011713084	0.334309122	---	mitotic spindle elongation /// microtubule-based movement /// cell cycle /// mitosis /// cell division	nucleotide binding /// motor activity /// microtubule motor activity /// microtubule motor activity /// protein binding /// ATP binding	nucleus /// nucleoplasm /// spindle /// kinesin complex /// microtubule /// microtubule associated complex
225686_at	FAM33A	family with sequence similarity 33, member A	1.962586299	12.38587743	0.0000694	0.004883172	2.494789255	---	cell cycle /// mitosis /// cell division	---	condensed chromosome kinetochore /// spindle
1557207_s_at	LOC283177	hypothetical protein LOC283177	1.962235962	24.23970808	0.00000272	0.001314544	5.731873164	---	---	---	---
201476_s_at	RRM1	ribonucleotide reductase M1	1.960416461	7.217140638	0.000866516	0.015432446	-0.342728804	<a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:Nucleotide_Metabolism>Nucleotide_Metabolism</a>	DNA replication /// DNA replication /// oxidation reduction	nucleotide binding /// catalytic activity /// ribonucleoside-diphosphate reductase activity /// ribonucleoside-diphosphate reductase activity /// protein binding /// ATP binding /// oxidoreductase activity	cytoplasm /// cytosol /// ribonucleoside-diphosphate reductase complex /// ribonucleoside-diphosphate reductase complex
221911_at	ETV1	ets variant gene 1	1.958975354	9.325023825	0.000265734	0.008988065	1.00364124	---	transcription /// regulation of transcription, DNA-dependent /// transcription from RNA polymerase II promoter	DNA binding /// transcription factor activity /// transcription factor activity /// sequence-specific DNA binding	nucleus
222764_at	ASRGL1	asparaginase like 1	1.958791901	4.456200683	0.00698921	0.05026062	-2.743710934	---	asparagine catabolic process via L-aspartate	N4-(beta-N-acetylglucosaminyl)-L-asparaginase activity /// asparaginase activity /// hydrolase activity	cytoplasm /// cytoplasm
226661_at	CDCA2	cell division cycle associated 2	1.955379981	4.232830709	0.008598459	0.057512883	-2.980992282	---	cell cycle /// mitosis /// cell division	---	nucleus
204798_at	MYB	v-myb myeloblastosis viral oncogene homolog (avian)	1.954718446	8.257606852	0.000467599	0.011606007	0.362583646	---	transcription /// regulation of transcription, DNA-dependent /// regulation of transcription, DNA-dependent /// regulation of transcription	DNA binding /// protein binding /// transcription activator activity /// transcription regulator activity	nucleus /// nuclear matrix
218719_s_at	GINS3	GINS complex subunit 3 (Psf3 homolog)	1.952415816	5.780167279	0.002330302	0.025717546	-1.480481343	---	DNA replication	---	nucleus
235845_at	SP5	Sp5 transcription factor	1.95106731	5.1014781	0.003986766	0.035642175	-2.098800493	---	transcription /// regulation of transcription, DNA-dependent	nucleic acid binding /// DNA binding /// zinc ion binding /// metal ion binding	intracellular /// nucleus
204822_at	TTK	TTK protein kinase	1.948857446	4.173695844	0.00909405	0.059478105	-3.045065416	---	protein amino acid phosphorylation /// spindle organization and biogenesis /// mitotic spindle organization and biogenesis /// mitotic cell cycle spindle assembly checkpoint /// positive regulation of cell proliferation	nucleotide binding /// protein kinase activity /// protein serine/threonine kinase activity /// protein serine/threonine kinase activity /// protein tyrosine kinase activity /// protein tyrosine kinase activity /// protein binding /// ATP binding /// kina	spindle
206102_at	GINS1	GINS complex subunit 1 (Psf1 homolog)	1.948606588	7.255654219	0.000845826	0.015151547	-0.315015018	---	inner cell mass cell proliferation /// DNA replication	protein binding	nucleus /// nucleus /// cytoplasm /// cytoplasm
1565595_at	---	---	1.945901868	3.319467296	0.021665341	0.102410285	-4.030327541	---	---	---	---
230811_at	C16orf55	chromosome 16 open reading frame 55	1.942575878	4.616780717	0.006047415	0.045924038	-2.577688703	---	---	---	---
229817_at	ZNF608	zinc finger protein 608	1.94242217	9.883092914	0.000202348	0.007944794	1.310460058	---	---	zinc ion binding /// metal ion binding	intracellular
222962_s_at	MCM10	minichromosome maintenance complex component 10	1.942001115	3.30016018	0.022123729	0.103680505	-4.053872646	---	DNA replication /// DNA replication	protein binding /// zinc ion binding /// metal ion binding	nucleus /// nucleus /// nucleoplasm
235309_at	RPS15A	Ribosomal protein S15a	1.936981074	17.62229377	0.0000128	0.002469843	4.273987424	---	translation /// translation /// translation /// translational elongation /// positive regulation of cell proliferation /// response to virus /// positive regulation of cell cycle	RNA binding /// structural constituent of ribosome /// structural constituent of ribosome /// structural constituent of ribosome /// protein binding	intracellular /// cytoplasm /// cytosol /// ribosome /// cytosolic small ribosomal subunit /// ribonucleoprotein complex
204026_s_at	ZWINT	ZW10 interactor	1.936858539	6.628687849	0.001271579	0.018363506	-0.783211698	---	mitotic sister chromatid segregation /// cell cycle /// cell cycle /// spindle organization and biogenesis /// mitosis /// mitotic cell cycle checkpoint /// phosphoinositide-mediated signaling /// cell division /// establishment of localization in cell	protein binding /// protein N-terminus binding	kinetochore /// condensed chromosome kinetochore /// nucleus
207165_at	HMMR	hyaluronan-mediated motility receptor (RHAMM)	1.928805135	8.143619087	0.000498579	0.011899884	0.289469006	---	---	receptor activity /// hyaluronic acid binding	cytoplasm /// cell surface
216237_s_at	MCM5	minichromosome maintenance complex component 5	1.927989644	4.267168033	0.008325087	0.056434018	-2.944030167	<a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:Cell_cycle_KEGG>Cell_cycle_KEGG</a> /// <a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:DNA_replication_Reactome>DNA_replication_	DNA replication /// DNA replication /// DNA replication /// DNA replication initiation /// transcription /// regulation of transcription, DNA-dependent /// cell division	nucleotide binding /// DNA binding /// protein binding /// ATP binding	nucleus /// nucleus /// nucleoplasm
227966_s_at	CCDC74A /// CCDC74B	coiled-coil domain containing 74A /// coiled-coil domain containing 74B	1.924738636	27.95911193	0.00000135	0.001177277	6.316013332	---	---	---	---
202705_at	CCNB2	cyclin B2	1.922974066	9.312229081	0.000267445	0.009016603	0.996392442	<a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:Cell_cycle_KEGG>Cell_cycle_KEGG</a>	cell cycle /// mitosis /// cell division	protein binding	nucleus /// cytosol /// microtubule cytoskeleton
235224_s_at	---	---	1.914668966	4.841263347	0.004967855	0.040777561	-2.351823272	---	---	---	---
223170_at	TMEM98	transmembrane protein 98	1.913171713	11.18882447	0.000112624	0.006100871	1.963756489	---	---	---	endoplasmic reticulum /// membrane /// integral to membrane
