Gene Symbol	Quies-Cycl	Quies-Diff	Cycl-Diff	Log2Fold Quies-Cycl	Log2Fold Quies-Diff	Log2Fold Cycl-Diff	Gene.Title
NAP1L3	1	1	0	1.243082773	1.89758405	0.654501276	nucleosome assembly protein 1-like 3
NUDT1	0	-1	0	-0.886453954	-1.344103009	-0.457649056	nudix (nucleoside diphosphate linked moiety X)-type motif 1
FEN1	-1	0	0	-1.029112782	-0.82818871	0.200924072	flap structure-specific endonuclease 1
FEN1	-1	-1	0	-1.879214479	-2.14634924	-0.267134761	flap structure-specific endonuclease 1
TAP2	-1	0	0	-1.016216781	-0.833970313	0.182246468	transporter 2, ATP-binding cassette, sub-family B (MDR/TAP)
MLF1	0	1	0	0.866329721	1.613072958	0.746743237	myeloid leukemia factor 1
MLF1	0	1	0	0.774129566	1.406931679	0.632802114	myeloid leukemia factor 1
GPRASP1	0	1	1	0.819304302	1.822552208	1.003247906	G protein-coupled receptor associated sorting protein 1
HLA-F	0	-1	0	-0.907437881	-1.203507525	-0.296069643	major histocompatibility complex, class I, F
ESPL1	-1	-1	0	-1.973862065	-1.996778741	-0.022916676	extra spindle pole bodies homolog 1 (S. cerevisiae)
BTN3A3	0	0	1	-0.915001015	0.096645319	1.011646334	butyrophilin, subfamily 3, member A3
ENDOG	0	-1	0	-1.865291565	-2.543324791	-0.678033227	endonuclease G
CCNF	-1	-1	0	-1.567472806	-1.496838247	0.070634559	cyclin F
GCHFR	0	-1	0	-0.904160117	-1.820038403	-0.915878286	GTP cyclohydrolase I feedback regulator
GMDS	0	-1	0	-2.216713823	-2.569516682	-0.352802859	GDP-mannose 4,6-dehydratase
TAOK2	0	-1	0	-0.661902697	-1.062105752	-0.400203055	TAO kinase 2
MLLT3	0	0	1	-0.093416837	0.969516714	1.062933551	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3
MLLT3	0	1	0	0.497254753	1.106934756	0.609680003	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3
C11orf80	0	-1	0	-1.621283501	-2.175285278	-0.554001776	chromosome 11 open reading frame 80
CTNS	0	-1	0	-1.015562138	-1.466567018	-0.45100488	cystinosis, nephropathic
SLC10A3	-1	-1	0	-1.582435482	-1.613621021	-0.031185539	solute carrier family 10 (sodium/bile acid cotransporter family), member 3
ALDH3B2	0	-1	-1	-1.722055642	-5.035362708	-3.313307066	aldehyde dehydrogenase 3 family, member B2
TOP3A	-1	-1	0	-1.015401057	-1.185725324	-0.170324267	topoisomerase (DNA) III alpha
FST	0	1	0	0.974371116	1.58176327	0.607392153	follistatin
LYPD3	0	-1	0	-1.526087596	-2.92681675	-1.400729154	LY6/PLAUR domain containing 3
SRPX	0	1	1	0.339394847	2.157807621	1.818412775	sushi-repeat-containing protein, X-linked
SSPN	0	1	0	0.871683458	1.674772935	0.803089477	sarcospan (Kras oncogene-associated gene)
EMP2	0	-1	-1	-0.398744919	-1.48338383	-1.084638911	epithelial membrane protein 2
PFN2	0	1	0	0.684461969	1.100717348	0.416255379	profilin 2
ORC1L	-1	-1	0	-1.809858953	-1.493080733	0.31677822	origin recognition complex, subunit 1-like (yeast)
NCAPH2	0	-1	0	-1.240366174	-2.026604959	-0.786238785	non-SMC condensin II complex, subunit H2
NAGPA	0	-1	0	-0.900828393	-1.031232558	-0.130404165	N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase
ZBTB1	0	1	0	0.746437109	1.11006237	0.363625261	zinc finger and BTB domain containing 1
RBM19	0	-1	0	-1.067896024	-1.414157359	-0.346261335	RNA binding motif protein 19
PTGS1	0	-1	0	-0.10097464	-1.489439774	-1.388465135	prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase)
PTGS1	0	-1	-1	-2.003359282	-4.388568683	-2.385209401	prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase)
GCAT	0	-1	0	-0.886740684	-1.408736707	-0.521996023	glycine C-acetyltransferase (2-amino-3-ketobutyrate coenzyme A ligase)
CDC25C	-1	-1	0	-2.078149157	-2.12309308	-0.044943923	cell division cycle 25 homolog C (S. pombe)
PLD1	0	-1	-1	-0.174165198	-1.264854051	-1.090688853	phospholipase D1, phosphatidylcholine-specific
KAL1	0	1	1	0.507269111	1.597862312	1.0905932	Kallmann syndrome 1 sequence
GPR109B	-1	-1	0	-1.424491711	-1.798910404	-0.374418693	G protein-coupled receptor 109B
ESR1	0	1	0	0.871791726	1.628709717	0.756917991	estrogen receptor 1
NR3C2	0	1	0	1.319145663	1.823590616	0.504444953	nuclear receptor subfamily 3, group C, member 2
BMP2	0	1	1	0.167503523	1.812609425	1.645105902	bone morphogenetic protein 2
IL2RB	0	1	0	0.186038416	1.214326336	1.02828792	interleukin 2 receptor, beta
BAIAP2	0	-1	0	-0.90184582	-1.682629584	-0.780783764	BAI1-associated protein 2
BAIAP2	0	-1	0	-0.715677518	-1.288773312	-0.573095793	BAI1-associated protein 2
SERPINI1	0	1	1	1.024500178	3.43065444	2.406154262	serpin peptidase inhibitor, clade I (neuroserpin), member 1
BBOX1	0	-1	0	-0.519499403	-2.361183626	-1.841684224	butyrobetaine (gamma), 2-oxoglutarate dioxygenase (gamma-butyrobetaine hydroxylase) 1
PLAG1	0	1	0	0.94413299	1.466192731	0.522059741	pleiomorphic adenoma gene 1
CFD	0	-1	0	-0.720842652	-1.449108926	-0.728266275	complement factor D (adipsin)
IL1R2	0	0	1	-0.093255293	2.149853042	2.243108335	interleukin 1 receptor, type II
AP1B1	0	-1	0	-0.662467401	-1.27411908	-0.611651679	adaptor-related protein complex 1, beta 1 subunit
H2AFX	0	-1	0	-2.428387885	-2.779771751	-0.351383866	H2A histone family, member X
GSTT2 /// GSTT2B	0	-1	0	-0.903021782	-1.217417498	-0.314395715	glutathione S-transferase theta 2 /// glutathione S-transferase theta 2B (gene/pseudogene)
NPY1R	0	1	0	0.309563413	1.287510028	0.977946616	neuropeptide Y receptor Y1
PDGFA	0	1	1	0.708024575	2.380783245	1.67275867	platelet-derived growth factor alpha polypeptide
GJB3	-1	-1	0	-1.22822313	-1.657161724	-0.428938594	gap junction protein, beta 3, 31kDa
GHR	0	1	1	0.883362755	2.468044514	1.584681759	growth hormone receptor
GLS2	-1	-1	0	-1.182634385	-1.231094981	-0.048460596	glutaminase 2 (liver, mitochondrial)
GSPT2	0	1	0	0.385114894	1.158245952	0.773131058	G1 to S phase transition 2
OAS1	-1	-1	0	-1.576561089	-2.647896032	-1.071334943	2,5-oligoadenylate synthetase 1, 40/46kDa
DNASE1L3	0	-1	-1	-0.298580668	-1.806541385	-1.507960717	deoxyribonuclease I-like 3
DSG3	-1	-1	0	-1.404368022	-2.111444386	-0.707076363	desmoglein 3 (pemphigus vulgaris antigen)
SMURF2	0	1	0	0.89334681	1.101571999	0.20822519	SMAD specific E3 ubiquitin protein ligase 2
TRAIP	-1	-1	0	-1.191667917	-1.243839835	-0.052171918	TRAF interacting protein
ANGPT1	1	0	0	1.079291292	0.973263753	-0.106027539	angiopoietin 1
SMPD2	0	-1	0	-0.852296756	-1.670678985	-0.818382229	sphingomyelin phosphodiesterase 2, neutral membrane (neutral sphingomyelinase)
ALAS1	0	-1	0	-0.859786224	-1.453558694	-0.59377247	aminolevulinate, delta-, synthase 1
ZDHHC24	0	-1	0	-0.418466585	-1.209216028	-0.790749443	zinc finger, DHHC-type containing 24
FLAD1	-1	-1	0	-1.565173954	-2.031995185	-0.466821231	FAD1 flavin adenine dinucleotide synthetase homolog (S. cerevisiae)
TNNT3	0	-1	0	-0.459002324	-1.841879485	-1.382877162	troponin T type 3 (skeletal, fast)
ATP6V0A2	0	-1	0	-0.983680831	-1.088064775	-0.104383944	ATPase, H+ transporting, lysosomal V0 subunit a2
PKP1	0	-1	0	-0.628652671	-1.724802429	-1.096149758	plakophilin 1 (ectodermal dysplasia/skin fragility syndrome)
NCOA2	1	0	0	1.383090173	1.090346692	-0.292743481	nuclear receptor coactivator 2
RBM42	0	-1	0	-0.632633417	-1.347606536	-0.71497312	RNA binding motif protein 42
RNF126	0	-1	0	-1.048904055	-2.254257339	-1.205353284	ring finger protein 126
CYP1A1	0	-1	0	-0.060524263	-2.141168722	-2.080644459	cytochrome P450, family 1, subfamily A, polypeptide 1
SULT2B1	0	-1	-1	-0.615474062	-2.641396567	-2.025922505	sulfotransferase family, cytosolic, 2B, member 1
F12	0	-1	0	-0.933839686	-1.389163695	-0.455324009	coagulation factor XII (Hageman factor)
KLK7	0	-1	-1	0.010751884	-1.085326339	-1.096078223	kallikrein-related peptidase 7
C16orf7	0	-1	0	-0.794987301	-1.751708168	-0.956720866	chromosome 16 open reading frame 7
NOVA1	0	1	0	1.133842853	2.298212107	1.164369254	neuro-oncological ventral antigen 1
TRPC1	0	1	1	0.834340007	2.728407302	1.894067295	transient receptor potential cation channel, subfamily C, member 1
TRPC1	0	1	1	0.71550376	2.67766607	1.962162309	transient receptor potential cation channel, subfamily C, member 1
BDKRB2	0	1	0	0.300438551	1.082367174	0.781928622	bradykinin receptor B2
TREX1	0	-1	0	-1.398153669	-1.699275782	-0.301122113	three prime repair exonuclease 1
NOLC1	0	-1	0	-0.813010903	-1.132172571	-0.319161668	nucleolar and coiled-body phosphoprotein 1
KRT1	0	-1	0	-1.318673403	-2.54459042	-1.225917017	keratin 1 (epidermolytic hyperkeratosis)
HIST1H4C	0	-1	0	-0.764508872	-1.066607401	-0.302098529	histone cluster 1, H4c
EPHA1	-1	-1	0	-1.011440367	-1.694380249	-0.682939882	EPH receptor A1
AK2	-1	-1	0	-1.690873375	-2.235736761	-0.544863386	adenylate kinase 2
CASP1	0	1	0	0.698859887	1.062519751	0.363659864	caspase 1, apoptosis-related cysteine peptidase (interleukin 1, beta, convertase)
CCDC22	0	-1	0	-2.158593577	-3.408377107	-1.249783531	coiled-coil domain containing 22
NMU	0	-1	0	-0.693760379	-1.816118516	-1.122358137	neuromedin U
NR2C2	0	-1	0	-0.810055508	-1.105346962	-0.295291454	nuclear receptor subfamily 2, group C, member 2
RNH1	0	-1	0	-1.527456118	-2.473552703	-0.946096585	ribonuclease/angiogenin inhibitor 1
HMGA1	0	-1	0	-1.090664004	-1.705173783	-0.614509779	high mobility group AT-hook 1
KLK8	0	-1	0	-1.079171082	-1.85136835	-0.772197268	kallikrein-related peptidase 8
LHX2	1	1	0	1.461571617	1.323272524	-0.138299093	LIM homeobox 2
CHP2	0	-1	-1	-0.569933439	-3.16574202	-2.595808581	calcineurin B homologous protein 2
GJB5	0	-1	0	-1.548379554	-2.582907583	-1.034528029	gap junction protein, beta 5
CLCA2	0	-1	0	-1.22309884	-1.614303538	-0.391204698	chloride channel, calcium activated, family member 2
B4GALT6	0	1	0	0.854471521	1.326861969	0.472390447	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 6
NRG1	0	0	1	-0.044976043	1.302809024	1.347785067	neuregulin 1
ZNF239	0	1	1	-0.024545699	1.385805347	1.410351046	zinc finger protein 239
LY6D	0	-1	0	-1.897232883	-2.832870811	-0.935637928	lymphocyte antigen 6 complex, locus D
P2RY2	-1	-1	0	-1.521414978	-2.311695387	-0.790280409	purinergic receptor P2Y, G-protein coupled, 2
ARHGAP22	0	1	1	0.168247927	1.344146597	1.17589867	Rho GTPase activating protein 22
ZNF167	0	1	0	1.066116214	1.422312577	0.356196362	zinc finger protein 167
PEX10	0	-1	0	-0.457899178	-1.239596669	-0.781697491	peroxisome biogenesis factor 10
PEX10	0	-1	0	-0.857752779	-1.369863553	-0.512110774	peroxisome biogenesis factor 10
COMMD4	0	-1	0	-1.143549883	-1.397949492	-0.254399609	COMM domain containing 4
PPP2R4	0	-1	0	-0.540052682	-1.07938433	-0.539331648	protein phosphatase 2A activator, regulatory subunit 4
NDRG2	0	-1	0	-1.11123553	-1.859648734	-0.748413205	NDRG family member 2
KIAA0859	0	-1	0	-0.81424701	-1.002565533	-0.188318523	KIAA0859
AKR7A3	0	-1	0	-1.188394656	-1.675793977	-0.487399321	aldo-keto reductase family 7, member A3 (aflatoxin aldehyde reductase)
TLE3	-1	-1	0	-2.063206772	-2.334039432	-0.270832659	transducin-like enhancer of split 3 (E(sp1) homolog, Drosophila)
PTK6	0	-1	0	-0.480724519	-1.093040459	-0.61231594	PTK6 protein tyrosine kinase 6
NAPA	0	-1	0	-0.907278262	-1.94102043	-1.033742168	N-ethylmaleimide-sensitive factor attachment protein, alpha
RCC1 /// SNHG3-RCC1	0	-1	0	-0.503630478	-1.23531056	-0.731680082	regulator of chromosome condensation 1
PASK	-1	0	0	-1.039655908	-0.792060069	0.247595839	PAS domain containing serine/threonine kinase
P11	0	-1	-1	-0.114755777	-2.223561342	-2.108805565	26 serine protease
APOBEC3B	0	0	1	-0.946146494	0.34269683	1.288843324	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3B
XK	0	-1	-1	-0.546241998	-2.123596663	-1.577354665	X-linked Kx blood group (McLeod syndrome)
TEK	0	1	0	0.347437927	1.064548101	0.717110174	TEK tyrosine kinase, endothelial (venous malformations, multiple cutaneous and mucosal)
NTF3	0	1	0	0.740142587	1.399708153	0.659565566	neurotrophin 3
EPB41L3	0	1	0	0.28490449	1.712639309	1.427734819	erythrocyte membrane protein band 4.1-like 3
KCNJ2	0	1	0	0.453959513	1.737494456	1.283534942	potassium inwardly-rectifying channel, subfamily J, member 2
SEMA3F	0	-1	0	-0.906478083	-1.809641788	-0.903163705	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F
NRG2	0	1	0	0.362477715	1.159943561	0.797465845	neuregulin 2
SCEL	0	-1	-1	-0.712727194	-2.977251351	-2.264524157	sciellin
KRT10	0	-1	0	-0.826629179	-1.556247434	-0.729618255	keratin 10 (epidermolytic hyperkeratosis; keratosis palmaris et plantaris)
CSRP2	0	-1	0	-0.694254	-1.036038146	-0.341784146	cysteine and glycine-rich protein 2
PI4KA	-1	-1	0	-1.73807166	-1.887369976	-0.149298316	phosphatidylinositol 4-kinase, catalytic, alpha
SLC25A11	0	-1	0	-2.160967724	-2.990404539	-0.829436815	solute carrier family 25 (mitochondrial carrier; oxoglutarate carrier), member 11
CDH11	1	1	0	1.226218419	1.272282871	0.046064452	cadherin 11, type 2, OB-cadherin (osteoblast)
ALOX12	0	-1	-1	-0.641946601	-2.246842751	-1.604896151	arachidonate 12-lipoxygenase
PCTK1	0	-1	0	-0.87873362	-1.796119036	-0.917385416	PCTAIRE protein kinase 1
ACSL1	0	-1	0	-0.698010515	-1.694796386	-0.996785871	acyl-CoA synthetase long-chain family member 1
SMTN	-1	-1	0	-1.306762817	-1.7193887	-0.412625883	smoothelin
ALG3	-1	-1	0	-1.242777123	-1.742831794	-0.500054672	asparagine-linked glycosylation 3 homolog (S. cerevisiae, alpha-1,3-mannosyltransferase)
NFATC3	0	-1	0	-0.700220162	-1.100352276	-0.400132114	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 3
CDC2L1 /// CDC2L2	0	-1	0	-1.296332151	-1.800065301	-0.50373315	cell division cycle 2-like 1 (PITSLRE proteins) /// cell division cycle 2-like 2 (PITSLRE proteins)
DEGS1	0	-1	0	-0.651468862	-1.378781429	-0.727312567	degenerative spermatocyte homolog 1, lipid desaturase (Drosophila)
PRSS3	0	-1	0	-0.936592053	-2.414163012	-1.477570959	protease, serine, 3 (mesotrypsin)
PIR	0	-1	0	-0.355920119	-1.00387817	-0.64795805	pirin (iron-binding nuclear protein)
MEIS2	0	1	0	0.566610951	1.333629746	0.767018795	Meis homeobox 2
C2orf24	0	-1	0	-0.473105498	-1.469055134	-0.995949636	chromosome 2 open reading frame 24
ZNF189	0	1	0	0.761885806	1.054298092	0.292412286	zinc finger protein 189
SLC6A4	0	1	0	0.476343151	1.13152698	0.655183829	solute carrier family 6 (neurotransmitter transporter, serotonin), member 4
GIPC1	0	-1	0	-0.430588791	-1.131987757	-0.701398965	GIPC PDZ domain containing family, member 1
SYK	0	-1	0	-1.320213832	-1.475010586	-0.154796754	spleen tyrosine kinase
P4HA1	0	1	1	0.615528421	1.65978948	1.044261059	procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha polypeptide I
BCS1L	-1	-1	0	-1.257291666	-1.583440079	-0.326148413	BCS1-like (yeast)
PEMT	0	-1	0	-0.61202717	-1.057334015	-0.445306845	phosphatidylethanolamine N-methyltransferase
ABCF2	-1	-1	0	-1.810677076	-2.207098507	-0.396421431	ATP-binding cassette, sub-family F (GCN20), member 2
WBSCR22	0	-1	0	-0.480571319	-1.282770138	-0.802198818	Williams Beuren syndrome chromosome region 22
NLGN4Y	0	1	0	0.508582211	1.292653542	0.784071331	neuroligin 4, Y-linked
SEC13	0	-1	0	-0.62760315	-1.004820257	-0.377217107	SEC13 homolog (S. cerevisiae)
BAGE	1	0	0	1.303432597	1.136914496	-0.166518101	B melanoma antigen
NUP62	-1	-1	0	-1.594543136	-1.935097557	-0.340554421	nucleoporin 62kDa
PSEN1	-1	-1	0	-1.48381569	-1.83073111	-0.34691542	presenilin 1 (Alzheimer disease 3)
PROS1	0	-1	0	-0.352382762	-1.310261971	-0.957879209	protein S (alpha)
FDXR	0	-1	0	-1.225492775	-2.486594732	-1.261101957	ferredoxin reductase
ID3	0	-1	0	-0.795136145	-1.710978209	-0.915842063	inhibitor of DNA binding 3, dominant negative helix-loop-helix protein
BNIP1	-1	-1	0	-1.071113588	-1.506848973	-0.435735385	BCL2/adenovirus E1B 19kDa interacting protein 1
KRT2	0	-1	0	-0.622609705	-3.117046727	-2.494437022	keratin 2 (epidermal ichthyosis bullosa of Siemens)
KRT13	0	-1	0	-1.042037497	-2.521274909	-1.479237412	keratin 13
CSNK1D	0	-1	0	-1.461839288	-1.875746898	-0.41390761	casein kinase 1, delta
ACOT7	-1	-1	0	-1.382293275	-1.982257847	-0.599964572	acyl-CoA thioesterase 7
DGCR6 /// DGCR6L	0	-1	0	-1.486032741	-2.58821322	-1.102180479	DiGeorge syndrome critical region gene 6 /// DiGeorge syndrome critical region gene 6-like
LAPTM4B	0	0	1	-0.470803286	0.934262452	1.405065738	lysosomal associated protein transmembrane 4 beta
IL1RL2	0	-1	0	-0.55217983	-1.244542896	-0.692363066	interleukin 1 receptor-like 2
AP2S1	0	-1	0	-1.539856698	-2.315710683	-0.775853985	adaptor-related protein complex 2, sigma 1 subunit
CYP2C18	0	-1	0	-0.452816054	-1.836796508	-1.383980454	cytochrome P450, family 2, subfamily C, polypeptide 18
CPVL	0	-1	-1	0.355784499	-1.23537077	-1.591155269	carboxypeptidase, vitellogenic-like
ABCC3	0	1	1	-0.091763734	1.677571838	1.769335572	ATP-binding cassette, sub-family C (CFTR/MRP), member 3
KRT9	0	-1	0	-0.807640536	-2.266524392	-1.458883855	keratin 9 (epidermolytic palmoplantar keratoderma)
FGFR2	0	1	1	0.321345264	1.545226068	1.223880804	fibroblast growth factor receptor 2 (bacteria-expressed kinase, keratinocyte growth factor receptor, craniofacial dysostosis 1, Crouzon syndrome, Pfeiffer syndrome, Jackson-Weiss syndrome)
NRG1	0	1	0	0.521334855	1.363878429	0.842543574	neuregulin 1
RNPEP	-1	-1	0	-1.597995828	-1.316591012	0.281404816	arginyl aminopeptidase (aminopeptidase B)
GPI	-1	-1	0	-1.753403461	-2.307681027	-0.554277566	glucose phosphate isomerase
GPSN2	0	-1	0	-1.767415181	-2.405618474	-0.638203293	glycoprotein, synaptic 2
GCDH	0	-1	0	-0.899433946	-1.506324969	-0.606891023	glutaryl-Coenzyme A dehydrogenase
LRP8	0	-1	0	-0.859005364	-1.436029851	-0.577024488	low density lipoprotein receptor-related protein 8, apolipoprotein e receptor
PITX1	0	-1	-1	-0.282312437	-1.510800251	-1.228487814	paired-like homeodomain 1
GATAD1	-1	-1	0	-1.219001722	-1.57962534	-0.360623619	GATA zinc finger domain containing 1
UGT1A1 /// UGT1A10 /// UGT1A3 /// UGT1A4 /// UGT1A5 /// UGT1A6 /// UGT1A7 /// UGT1A8 /// UGT1A9	0	-1	0	-1.385891958	-1.843230832	-0.457338874	UDP glucuronosyltransferase 1 family, polypeptide A10 /// UDP glucuronosyltransferase 1 family, polypeptide A8 /// UDP glucuronosyltransferase 1 family, polypeptide A7 /// UDP glucuronosyltransferase 1 family, polypeptide A6 /// UDP glucuronosyltransferase 1 family, polypeptide A5 /// UDP glucuronosyltransferase 1 family, polypeptide A9 /// UDP glucuronosyltransferase 1 family, polypeptide A4 /// UDP glucuronosyltransferase 1 family, polypeptide A1 /// UDP glucuronosyltransferase 1 family, polypeptide A3
HUWE1	-1	-1	0	-1.138871009	-1.326589824	-0.187718816	HECT, UBA and WWE domain containing 1
SPTAN1	0	-1	0	-0.73724996	-1.620125975	-0.882876015	spectrin, alpha, non-erythrocytic 1 (alpha-fodrin)
FLNB	-1	-1	0	-1.39506628	-1.768770398	-0.373704118	filamin B, beta (actin binding protein 278)
DDB1	0	-1	0	-0.900121175	-1.158240429	-0.258119254	damage-specific DNA binding protein 1, 127kDa
VIL2	-1	-1	0	-1.156187733	-1.739735342	-0.583547609	villin 2 (ezrin)
HADHA	0	-1	0	-1.460744226	-1.891805622	-0.431061396	hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/enoyl-Coenzyme A hydratase (trifunctional protein), alpha subunit
VCP	-1	-1	0	-1.368440785	-2.007761435	-0.63932065	valosin-containing protein
CD24	0	-1	0	-1.138985159	-3.354950688	-2.215965529	CD24 molecule
CLIC1	0	-1	0	-1.14382013	-1.230369188	-0.086549058	chloride intracellular channel 1
DDOST	0	-1	0	-1.271279374	-1.791899115	-0.520619741	dolichyl-diphosphooligosaccharide-protein glycosyltransferase
BSG	0	-1	0	-1.0084061	-1.373912677	-0.365506576	basigin (Ok blood group)
COPA	0	-1	0	-0.965309663	-1.298154133	-0.33284447	coatomer protein complex, subunit alpha
BRD2	0	-1	0	-0.996785193	-1.554090753	-0.557305561	bromodomain containing 2
HSPA8 /// LOC402143	-1	-1	0	-1.399091106	-1.374172143	0.024918963	heat shock 70kDa protein 8 /// similar to heat shock protein 8
TKT	-1	-1	0	-2.260516314	-2.764530796	-0.504014482	transketolase (Wernicke-Korsakoff syndrome)
TKT	-1	-1	0	-1.577607616	-1.88619261	-0.308584994	transketolase (Wernicke-Korsakoff syndrome)
CCND1	0	-1	0	-1.073149237	-2.302555235	-1.229405998	cyclin D1
NDUFV1	0	-1	0	-0.768806881	-1.56069664	-0.791889758	NADH dehydrogenase (ubiquinone) flavoprotein 1, 51kDa
OXA1L	0	-1	0	-0.66731279	-1.006683667	-0.339370877	oxidase (cytochrome c) assembly 1-like
ANAPC5	0	-1	0	-0.931013079	-1.100476244	-0.169463165	anaphase promoting complex subunit 5
HLA-B	0	-1	0	-1.310906933	-1.936500801	-0.625593868	major histocompatibility complex, class I, B
NAPA	0	-1	0	-2.25374214	-3.495859436	-1.242117296	N-ethylmaleimide-sensitive factor attachment protein, alpha
NAP1L1	0	1	0	0.457057875	1.095334545	0.638276669	nucleosome assembly protein 1-like 1
PSMD11	0	-1	0	-0.73663646	-1.283579347	-0.546942887	proteasome (prosome, macropain) 26S subunit, non-ATPase, 11
FSTL1	0	1	1	0.473513255	1.53669199	1.063178735	follistatin-like 1
KLHDC3	0	-1	0	-1.548408642	-2.358697547	-0.810288905	kelch domain containing 3
SMARCA4	0	-1	0	-1.447399819	-2.377929027	-0.930529208	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4
GOT1	-1	-1	0	-1.733198948	-2.387034546	-0.653835598	glutamic-oxaloacetic transaminase 1, soluble (aspartate aminotransferase 1)
SNRPB	0	-1	0	-1.132231635	-1.334578723	-0.202347088	small nuclear ribonucleoprotein polypeptides B and B1
PCTK1	0	-1	0	-0.588212408	-1.258778545	-0.670566137	PCTAIRE protein kinase 1
POLE3	0	-1	0	-1.459859307	-1.459159368	0.000699938	polymerase (DNA directed), epsilon 3 (p17 subunit)
SUPT6H	0	-1	0	-0.933902387	-1.132870785	-0.198968398	suppressor of Ty 6 homolog (S. cerevisiae)
GORASP2	-1	-1	0	-1.079471122	-1.317362212	-0.23789109	golgi reassembly stacking protein 2, 55kDa
PPP2R4	0	-1	0	-0.801776492	-1.348460441	-0.54668395	protein phosphatase 2A activator, regulatory subunit 4
DDX18	1	0	0	1.170033187	0.224014852	-0.946018336	DEAD (Asp-Glu-Ala-Asp) box polypeptide 18
MRPS18B	0	-1	0	-1.005343357	-1.537437304	-0.532093947	mitochondrial ribosomal protein S18B
CNP	0	-1	0	-0.908495558	-1.326834032	-0.418338474	2,3-cyclic nucleotide 3 phosphodiesterase
POR	0	-1	0	-1.484421912	-2.604242596	-1.119820684	P450 (cytochrome) oxidoreductase
ID1	0	-1	0	-2.299354617	-3.605895862	-1.306541245	inhibitor of DNA binding 1, dominant negative helix-loop-helix protein
PRCC	0	-1	0	-1.267871941	-1.751895929	-0.484023988	papillary renal cell carcinoma (translocation-associated)
TLOC1	1	0	0	1.056150973	0.865689182	-0.190461791	translocation protein 1
CIAPIN1	0	-1	0	-0.88585827	-1.315290721	-0.429432451	cytokine induced apoptosis inhibitor 1
PRNPIP	-1	-1	0	-2.20529877	-2.582617465	-0.377318695	prion protein interacting protein
TUBB2C	0	-1	0	-0.789371267	-1.331908002	-0.542536735	tubulin, beta 2C
STAT3	-1	-1	0	-1.294160044	-1.605073306	-0.310913262	signal transducer and activator of transcription 3 (acute-phase response factor)
STAT3	0	-1	0	-1.169412734	-1.645305042	-0.475892308	signal transducer and activator of transcription 3 (acute-phase response factor)
SLC25A11	0	-1	0	-0.844739682	-1.508793938	-0.664054256	solute carrier family 25 (mitochondrial carrier; oxoglutarate carrier), member 11
PINK1	0	-1	0	-0.582951719	-1.123700077	-0.540748358	PTEN induced putative kinase 1
TUBB	0	-1	0	-1.138378505	-1.790569395	-0.65219089	tubulin, beta
COPS7A	0	-1	0	-0.217000502	-1.013701161	-0.796700659	COP9 constitutive photomorphogenic homolog subunit 7A (Arabidopsis)
MDH2	0	-1	0	-0.910704	-1.384473503	-0.473769503	malate dehydrogenase 2, NAD (mitochondrial)
PSMB8	-1	-1	0	-2.022007252	-2.081797277	-0.059790025	proteasome (prosome, macropain) subunit, beta type, 8 (large multifunctional peptidase 7)
GBA /// GBAP	-1	-1	0	-1.347872676	-1.601078847	-0.253206171	glucosidase, beta; acid (includes glucosylceramidase) /// glucosidase, beta; acid, pseudogene
IFRD2	0	-1	0	-1.812163956	-2.208164571	-0.396000614	interferon-related developmental regulator 2
NOLA2	0	-1	0	-0.936764426	-1.20720113	-0.270436704	nucleolar protein family A, member 2 (H/ACA small nucleolar RNPs)
HMG20B	0	-1	0	-1.141862532	-2.221920095	-1.080057564	high-mobility group 20B
NR2F2	0	1	1	0.689103492	1.976668238	1.287564747	nuclear receptor subfamily 2, group F, member 2
KRT6B	0	-1	0	-1.931269972	-3.347598965	-1.416328993	keratin 6B
NDRG4	0	-1	-1	-0.498220961	-1.87486917	-1.376648209	NDRG family member 4
AKR1C3	-1	-1	0	-1.767075759	-3.036206813	-1.269131054	aldo-keto reductase family 1, member C3 (3-alpha hydroxysteroid dehydrogenase, type II)
AATF	0	-1	0	-0.77637848	-1.230056953	-0.453678473	apoptosis antagonizing transcription factor
ITPA	0	-1	0	-0.871670923	-1.297081725	-0.425410803	inosine triphosphatase (nucleoside triphosphate pyrophosphatase)
IRS2	0	1	0	0.236771263	1.194246651	0.957475388	insulin receptor substrate 2
DIAPH1	-1	-1	0	-1.321578901	-1.323397868	-0.001818967	diaphanous homolog 1 (Drosophila)
TUBB6	-1	-1	0	-1.313438251	-1.340032173	-0.026593922	tubulin, beta 6
