Probe Set ID	Unigene(Avadis)	Gene Title	Gene Symbol	Fold change	p-value
207667_s_at	Hs.514012	mitogen-activated protein kinase kinase 3	MAP2K3	3.0518413	0.036503445
224739_at	Hs.530381	pim-3 oncogene	PIM3	3.046663	0.009234675
201564_s_at	Hs.118400	fascin homolog 1, actin-bundling protein (Strongylocentrotus purpuratus)	FSCN1	3.0456831	0.015460301
1568719_s_at	Hs.132340	chromosome 6 open reading frame 85	C6orf85	3.04229	0.037066747
207196_s_at	Hs.355141	TNFAIP3 interacting protein 1	TNIP1	3.0283008	0.02479985
1569525_s_at	Hs.367890	similar to BMS1-like, ribosome assembly protein; ribosome biogenesis protein BMS1 homolog	LOC441969	3.0183156	0.02570269
236610_at	Hs.117545	Phosphodiesterase 4D, cAMP-specific (phosphodiesterase E3 dunce homolog, Drosophila)	PDE4D	3.016555	0.019918784
1555516_at	Hs.282787	forkhead box P2	FOXP2	3.0156884	0.027121063
242816_at	Hs.125898	GNAS complex locus	GNAS	3.0060074	0.046715733
237750_at	Hs.20797	Hypothetical protein LOC63929	LOC63929	2.9818752	0.03333535
1561025_at	Hs.484844	CDK5 regulatory subunit associated protein 1-like 1	CDKAL1	2.9800596	0.04897905
205205_at	Hs.307905	v-rel reticuloendotheliosis viral oncogene homolog B, nuclear factor of kappa light polypeptide gene enhancer in B-cells 3 (avian)	RELB	2.9799829	0.013538733
1562892_at	Hs.375707	Coiled-coil-helix-coiled-coil-helix domain containing 5	CHCHD5	2.969944	0.014283328
236811_at	Hs.350507	DMRT-like family C2	DMRTC2	2.9688377	0.04243682
233894_x_at	Hs.131603	EMI domain containing 2	EMID2	2.941851	0.03599963
214696_at	Hs.417157	hypothetical protein MGC14376	MGC14376	2.9349077	0.023067953
232858_at	Hs.87464	Sex comb on midleg homolog 1 (Drosophila)	SCMH1	2.9276006	0.009934765
212724_at	Hs.6838	Rho family GTPase 3	RND3	2.9230425	0.044437304
220146_at	Hs.179152	toll-like receptor 7	TLR7	2.9201949	0.04410722
234919_s_at	Hs.157284	syntrophin, gamma 1	SNTG1	2.9149058	0.017721342
204420_at	Hs.283565	FOS-like antigen 1	FOSL1	2.9008822	0.004445893
203045_at	Hs.494457	ninjurin 1	NINJ1	2.896145	0.001397982
210845_s_at	Hs.466871	plasminogen activator, urokinase receptor	PLAUR	2.8942173	0.001493661
227568_at	Hs.66378	HECT domain containing 2	HECTD2	2.8880186	0.019949423
241973_x_at	Hs.37916	Dipeptidylpeptidase 7	DPP7	2.8875868	0.028028866
215206_at	Hs.492618	Exostoses (multiple) 1	EXT1	2.885759	0.003758291
1562957_at	Hs.406990	FLJ39739 protein	FLJ39739	2.8796742	0.033509854
235613_at	Hs.435741	Glycine cleavage system protein H (aminomethyl carrier)	IQWD1	2.8702555	0.048425965
208105_at	Hs.251412	gastric inhibitory polypeptide receptor	GIPR	2.8669977	0.034516186
221225_at	Hs.463148	hypothetical protein FLJ22955	FLJ22955	2.8668263	0.03621481
1563646_a_at	Hs.116240	hypothetical protein MGC26979	MGC26979	2.862611	0.0009165
1557513_a_at	Hs.280792	Likely ortholog of kinesin light chain 2	KLC2	2.8536506	0.002182648
1557432_at	Hs.167371	RAS protein activator like 2	RASAL2	2.846416	0.017755866
228939_at	Hs.445081	NS5ATP13TP2 protein	NS5ATP13TP2	2.831293	0.023614677
243865_x_at	Hs.444329	Glypican 6	GPC6	2.8204706	0.022295484
210890_x_at	Hs.512572	killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 1	KIR2DL1	2.812777	0.019035002
206392_s_at	Hs.131269	retinoic acid receptor responder (tazarotene induced) 1	RARRES1	2.8121862	0.023884347
206327_s_at	Hs.148090	cadherin 15, M-cadherin (myotubule)	CDH15	2.811489	0.03906349
233888_s_at	Hs.450763	SLIT-ROBO Rho GTPase activating protein 1	SRGAP1	2.8101642	0.04129336
230082_at	Hs.475319	Leucine rich repeat (in FLII) interacting protein 2	LRRFIP2	2.8033612	0.007053891
1555139_a_at	Hs.98322	zinc finger, A20 domain containing 1	ZA20D1	2.8013952	0.008098205
240476_at	Hs.13453	Hypothetical protein FLJ14753	FLJ14753	2.7941685	0.010230044
1552652_at	Hs.474436	Hermansky-Pudlak syndrome 4	HPS4	2.7879715	0.010614072
216690_at	Hs.466053	olfactory receptor, family 7, subfamily C, member 1	OR7C1	2.7778645	0.011741943
240359_at	Hs.360989	chromosome 20 open reading frame 71	C20orf71	2.7748344	0.028496098
207489_at	Hs.287515	hypothetical protein FLJ12331	FLJ12331	2.772067	0.013618049
1558540_s_at	Hs.531906	solute carrier family 2 (facilitated glucose transporter), member 11	SLC2A11	2.772039	0.005124303
209291_at	Hs.519601	inhibitor of DNA binding 4, dominant negative helix-loop-helix protein	ID4	2.7700577	0.000408628
207091_at	Hs.507102	purinergic receptor P2X, ligand-gated ion channel, 7	P2RX7	2.7693563	0.006772082
210295_at	Hs.18048	melanoma antigen family A, 10	MAGEA10	2.7620075	0.012425143
205193_at	Hs.517617	v-maf musculoaponeurotic fibrosarcoma oncogene homolog F (avian)	MAFF	2.757463	0.009689744
1559593_a_at	Hs.466117	Cofactor required for Sp1 transcriptional activation, subunit 7, 70kDa	CRSP7	2.7513185	0.024417695
207249_s_at	Hs.367833	solute carrier family 28 (sodium-coupled nucleoside transporter), member 2	SLC28A2	2.7507591	0.026892569
232160_s_at	Hs.368551	TNFAIP3 interacting protein 2	TNIP2	2.7436757	0.040042803
223264_at	Hs.513071	mesoderm development candidate 1	MESDC1	2.7400367	0.021274498
223770_x_at	Hs.439370	hypothetical protein MGC3207	MGC3207	2.7255607	0.016552381
208224_at	Hs.99992	homeo box B1	HOXB1	2.7208185	0.015961412
236808_at	Hs.406184	FGFR1 oncogene partner 2	FGFR1OP2	2.711023	0.008254658
1553990_at	Hs.530864	hypothetical protein MGC21830	MGC21830	2.7104256	0.019618815
233323_at	Hs.194554	Vesicle transport through interaction with t-SNAREs homolog 1A (yeast)	VTI1A	2.7023559	0.04182526
231297_at	Hs.465554	DOT1-like, histone H3 methyltransferase (S. cerevisiae)	DOT1L	2.6961513	0.004997398
235727_at	Hs.174682	BTB (POZ) domain containing 5	BTBD5	2.6948893	0.001436826
215066_at	Hs.272062	protein tyrosine phosphatase, receptor type, F	PTPRF	2.6947496	0.021020839
1560997_at	Hs.200841	Laminin, alpha 2 (merosin, congenital muscular dystrophy)	LAMA2	2.69415	0.020735158
204794_at	Hs.1183	dual specificity phosphatase 2	DUSP2	2.6920786	0.039053913
206295_at	Hs.83077	interleukin 18 (interferon-gamma-inducing factor)	IL18	2.6883094	0.005110804
206746_at	Hs.129702	beaded filament structural protein 1, filensin	BFSP1	2.6848946	0.021195596
235899_at	Hs.127189	carbonic anhydrase XIII	CA13	2.6844332	0.003552065
239597_at	Hs.369984	PABP1-dependent poly A-specific ribonuclease subunit PAN3	PAN3	2.683627	0.036943026
237607_at	Hs.167046	Adenosine A2b receptor	ADORA2B	2.6815574	0.019691644
241843_at	Hs.433702	Eukaryotic translation initiation factor 5	EIF5	2.6699991	0.019644644
223449_at	Hs.156967	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A	SEMA6A	2.6679652	0.01327869
1559490_at	Hs.518414	Leucine-rich repeats and calponin homology (CH) domain containing 3	LRCH3	2.6594553	0.016198752
232532_at	Hs.252739	hypothetical protein DKFZp434P0316	DKFZP434P0316	2.6580925	0.032967795
206163_at	Hs.532575	mab-21-like 1 (C. elegans)	MAB21L1	2.6532187	0.022294205
207275_s_at	Hs.406678	acyl-CoA synthetase long-chain family member 1	ACSL1	2.6516855	0.005311453
216951_at	Hs.77424	Fc fragment of IgG, high affinity Ia, receptor (CD64)	FCGR1A	2.6475563	0.04739354
212923_s_at	Hs.484500	chromosome 6 open reading frame 145	C6orf145	2.6400871	0.003486996
203586_s_at	Hs.183153	ADP-ribosylation factor 4-like	ARF4L	2.6392531	0.005069241
241264_at	Hs.465213	WD repeat domain 7	WDR7	2.6337445	0.016712349
1561146_at	Hs.447547	vacuolar protein sorting 35 (yeast)	VPS35	2.6331012	0.027679147
228176_at		endothelial differentiation, sphingolipid G-protein-coupled receptor, 3	EDG3	2.6320043	0.028438829
218627_at	Hs.525634	hypothetical protein FLJ11259	FLJ11259	2.6298597	0.001151836
201430_s_at	Hs.519659	dihydropyrimidinase-like 3	DPYSL3	2.6289988	0.015688252
48659_at	Hs.8595	hypothetical protein FLJ12438	FLJ12438	2.623794	0.009497638
212960_at	Hs.480819	KIAA0882 protein	KIAA0882	2.6092093	0.040638313
1553042_a_at	Hs.466531	T-cell activation NFKB-like protein	TA-NFKBH	2.6085575	0.015035992
1563800_at	Hs.534219	hypothetical protein LOC283140	LOC283140	2.5979538	0.004521243
1560881_a_at	Hs.98186	chromosome 21 open reading frame 22	C21orf22	2.5949855	0.023348631
243180_at	Hs.208597	C-terminal binding protein 1	CTBP1	2.5912082	0.012615189
209457_at	Hs.2128	dual specificity phosphatase 5	DUSP5	2.5852864	0.009320295
1554919_s_at	Hs.521012	hypothetical protein FLJ21062	FLJ21062	2.5848618	0.014540838
215732_s_at	Hs.187058	deltex homolog 2 (Drosophila)	DTX2	2.5742712	0.003214206
204072_s_at	Hs.507669	hypothetical protein CG003	13CDNA73	2.5684547	0.041753057
236186_x_at	Hs.390823	interleukin 17 receptor E	IL17RE	2.5680385	0.022480773
44702_at	Hs.528701	hypothetical protein FLJ13511	7h3	2.5674753	0.010243203
243286_at	Hs.146806	Cullin 1	CUL1	2.5623727	0.030334884
205327_s_at	Hs.470171	activin A receptor, type II	ACVR2	2.5561564	0.011001073
207230_at	Hs.530804	cell adhesion molecule-related/down-regulated by oncogenes	CDON	2.5503464	0.007200635
207680_x_at	Hs.42146	paired box gene 3 (Waardenburg syndrome 1)	PAX3	2.5485654	0.002100255
230526_at	Hs.16165	Epidermodysplasia verruciformis 1	EVER1	2.5472379	0.014877537
210536_s_at	Hs.121494	sperm adhesion molecule 1 (PH-20 hyaluronidase, zona pellucida binding)	SPAM1	2.5443177	0.020338941
213172_at	Hs.79170	tetratricopeptide repeat domain 9	TTC9	2.5422099	0.03714853
215513_at		hydatidiform mole associated and imprinted	HYMAI	2.5416713	0.016103232
202925_s_at	Hs.154104	pleiomorphic adenoma gene-like 2	PLAGL2	2.5390627	0.046706885
220563_s_at	Hs.274255	SH3 and multiple ankyrin repeat domains 1	SHANK1	2.5388298	0.02475946
232579_at	Hs.308710	KIAA1718 protein	KIAA1718	2.5382917	0.005211625
212445_s_at	Hs.185677	neural precursor cell expressed, developmentally down-regulated 4-like	NEDD4L	2.5381563	7.55417E-05
207470_at	Hs.546398	hypothetical protein DKFZp566H0824	DKFZp566H0824	2.537232	0.049889978
242121_at	Hs.122121	Ring finger protein 12	RNF12	2.531139	0.017979905
215222_x_at	Hs.472475	microtubule-actin crosslinking factor 1	MACF1	2.5277119	0.0179373
244568_at	Hs.525392	Spectrin repeat containing, nuclear envelope 2	SYNE2	2.5270586	0.009188358
244087_at	Hs.501890	Adenosine monophosphate deaminase (isoform E)	AMPD3	2.5250096	0.029359158
205689_at	Hs.370605	pecanex-like 2 (Drosophila)	PCNXL2	2.524487	0.005345035
242029_at	Hs.159430	Factor for adipocyte differentiation 104	FAD104	2.519266	0.02931289
211397_x_at	Hs.534327	killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 2	KIR2DL2	2.514982	0.046346188
241949_at	Hs.122038	chromosome 14 open reading frame 42	C14orf42	2.5138905	0.012873691
1569517_at	Hs.507537	Nucleoporin like 1	NUPL1	2.5126584	0.001213851
235705_at	Hs.130031	Triple functional domain (PTPRF interacting)	TRIO	2.5084312	0.039771684
1557384_at	Hs.97845	Zinc finger protein 131 (clone pHZ-10)	ZNF131	2.4977477	0.04527922
225582_at	Hs.523252	KIAA1754	KIAA1754	2.4966688	0.004708266
204363_at	Hs.62192	coagulation factor III (thromboplastin, tissue factor)	F3	2.492795	0.021053249
1569468_at	Hs.546677	similar to zinc finger protein 595	LOC441002	2.4915745	0.008425214
224829_at	Hs.127126	cytoplasmic polyadenylation element binding protein 4	CPEB4	2.490517	0.015460162
227461_at	Hs.14248	Stonin 2	STN2	2.487757	0.007472095
238566_at	Hs.147041	Zinc finger protein 334	ZNF334	2.483613	0.031837493
1570284_x_at	Hs.501735	Stromal interaction molecule 1	STIM1	2.4826992	0.005639483
205236_x_at	Hs.2420	superoxide dismutase 3, extracellular	SOD3	2.481119	0.03671822
204424_s_at	Hs.504908	LIM domain only 3 (rhombotin-like 2)	LMO3	2.4727762	0.0408925
200632_s_at	Hs.372914	N-myc downstream regulated gene 1	NDRG1	2.4680476	0.010732775
230204_at	Hs.2799	Hyaluronan and proteoglycan link protein 1	HAPLN1	2.46681	0.044034738
239513_at	Hs.197029	Adenosine A2a receptor	ADORA2A	2.4658964	0.029813994
241450_at	Hs.135015	likely ortholog of mouse roof plate-specific spondin	R-spondin	2.4566548	0.010921244
243362_s_at	Hs.125132	lymphoid enhancer-binding factor 1	LEF1	2.4564135	0.006909245
218618_s_at	Hs.159430	fibronectin type III domain containing 3B	FNDC3B	2.4467633	0.000661464
224016_at	Hs.397465	homeodomain interacting protein kinase 2	HIPK2	2.445367	0.010540905
221101_at		chromosome 14 open reading frame 113	C14orf113	2.4441242	0.037995808
1561088_at	Hs.102408	eyes absent homolog 4 (Drosophila)	EYA4	2.4437556	0.019675743
205323_s_at	Hs.471991	metal-regulatory transcription factor 1	MTF1	2.442814	0.003915592
209220_at	Hs.435036	glypican 3	GPC3	2.442639	0.002568971
1559510_at	Hs.4276	Basic helix-loop-helix domain containing, class B, 9	BHLHB9	2.44205	0.023683872
202755_s_at	Hs.328232	glypican 1	GPC1	2.4411607	0.047942188
243524_at	Hs.533903	Solute carrier family 30 (zinc transporter), member 7	SLC30A7	2.4392493	0.0267047
211221_at	Hs.386390	transcriptional adaptor 3 (NGG1 homolog, yeast)-like	TADA3L	2.4389384	0.023818333
208003_s_at	Hs.371987	nuclear factor of activated T-cells 5, tonicity-responsive	NFAT5	2.4368222	0.046749767
240643_at	Hs.485436	Tau tubulin kinase 1	TTBK1	2.4330032	0.019507581
242688_at	Hs.368985	Thyroid hormone receptor interactor 12	TRIP12	2.432217	0.008889557
211197_s_at	Hs.14155	inducible T-cell co-stimulator ligand	ICOSLG	2.4287465	0.03789244
204440_at	Hs.484703	CD83 antigen (activated B lymphocytes, immunoglobulin superfamily)	CD83	2.4273374	0.001371985
1555110_a_at	Hs.434434	kelch-like 3 (Drosophila)	KLHL3	2.4271712	0.030139301
202948_at	Hs.516249	interleukin 1 receptor, type I	IL1R1	2.4236608	0.004675414
203504_s_at	Hs.429294	ATP-binding cassette, sub-family A (ABC1), member 1	ABCA1	2.422187	0.007203848
207406_at	Hs.1644	cytochrome P450, family 7, subfamily A, polypeptide 1	CYP7A1	2.4220324	0.045348663
214591_at	Hs.49075	kelch-like 4 (Drosophila)	KLHL4	2.419727	0.000657447
1554662_at	Hs.370075	hypothetical protein FLJ40121	FLJ40121	2.4169652	0.042508025
1555912_at		ST7 overlapping transcript 1 (antisense non-coding RNA)	ST7OT1	2.4166985	0.016776571
215117_at	Hs.159376	recombination activating gene 2	RAG2	2.4059916	0.044115357
1559630_at	Hs.436393	Discs, large (Drosophila) homolog-associated protein 3	DLGAP3	2.403588	0.03978377
221792_at	Hs.147164	RAB6B, member RAS oncogene family	RAB6B	2.402214	0.015971754
208557_at	Hs.520724	homeo box A6	HOXA6	2.3939066	0.040947847
242508_at	Hs.439631	Similar to K06A9.1b.p	KIAA2018	2.3914227	0.008040278
222934_s_at	Hs.236516	C-type lectin domain family 4, member E	CLEC4E	2.3870173	0.019033348
216057_at	Hs.254983	rab3 GTPase-activating protein, non-catalytic subunit (150kD)	RAB3-GAP150	2.3855941	0.048867475
210151_s_at	Hs.164267	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 3	DYRK3	2.382864	0.004778954
238205_at	Hs.120403	WD repeat domain 40B	WDR40B	2.3812263	0.035662744
218864_at	Hs.471381	tensin	TNS	2.3697186	0.02373094
214433_s_at	Hs.334841	selenium binding protein 1 /// selenium binding protein 1	SELENBP1	2.366281	0.022394588
206868_at	Hs.95140	START domain containing 8	STARD8	2.3549135	0.00807899
1562664_at		hypothetical protein LOC286009	LOC286009	2.3508813	0.04180658
1555979_at	Hs.200644	hypothetical protein FLJ39609	FLJ39609	2.3501477	0.014009981
213532_at	Hs.404914	a disintegrin and metalloproteinase domain 17 (tumor necrosis factor, alpha, converting enzyme)	ADAM17	2.3486176	0.02884029
218855_at	Hs.6418	G protein-coupled receptor 175	GPR175	2.3477798	0.00976187
221484_at	Hs.370487	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 5	B4GALT5	2.3373027	0.03589958
1554916_a_at	Hs.546319	jerky homolog (mouse)	JRK	2.3357515	0.02337658
1561708_at	Hs.344080	chromosome 6 open reading frame 150	C6orf150	2.3262033	0.049896743
210285_x_at	Hs.446091	Wilms tumor 1 associated protein	WTAP	2.3244002	0.018653808
215761_at	Hs.511386	Dmx-like 2	DMXL2	2.3220987	0.027952233
244237_at	Hs.143856	FLJ90680 protein	FLJ90680	2.3138738	0.025677124
209772_s_at	Hs.375108	CD24 antigen (small cell lung carcinoma cluster 4 antigen)	CD24	2.3097048	0.04362877
1561165_a_at	Hs.97999	defensin, beta 108	DEFB108	2.308517	0.034081575
244788_at	Hs.7835	Mannose receptor, C type 2	MRC2	2.2998266	0.03267721
237330_at	Hs.407926	Likely ortholog of mouse TORC2-specific protein AVO3 (S. cerevisiae)	AVO3	2.2991767	0.038503736
212759_s_at	Hs.501080	transcription factor 7-like 2 (T-cell specific, HMG-box)	TCF7L2	2.2966783	0.013165667
232912_at	Hs.159422	intimal thickness-related receptor	ITR	2.2930305	0.04111232
242673_at	Hs.118351	Ubiquitin protein ligase E3C	UBE3C	2.2929192	0.005656821
243715_at	Hs.482131	Ring finger protein 138 pseudogene 1	RNF138P1	2.2915983	0.044996236
211143_x_at	Hs.524430	nuclear receptor subfamily 4, group A, member 1	NR4A1	2.2896788	0.033941895
1570388_a_at	Hs.521524	hypothetical gene supported by BC032955	LOC401530	2.2894213	0.039226983
44783_s_at	Hs.234434	hairy/enhancer-of-split related with YRPW motif 1	HEY1	2.2879403	0.004294644
202245_at	Hs.517366	lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase)	LSS	2.2788675	0.020989422
203315_at	Hs.529244	NCK adaptor protein 2	NCK2	2.2741776	0.04331405
232633_at	Hs.388739	X-ray repair complementing defective repair in Chinese hamster cells 5 (double-strand-break rejoining; Ku autoantigen, 80kDa)	XRCC5	2.2729876	0.038263295
235248_at	Hs.116233	BTB (POZ) domain containing 9	BTBD9	2.2714036	0.028564224
242144_at	Hs.418198	PAP associated domain containing 4	PAPD4	2.2695987	0.045108013
214142_at	Hs.184507	zymogen granule protein 16	ZG16	2.267239	0.030019706
239193_at		hypothetical protein LOC158301	LOC158301	2.2665887	0.0197204
230123_at	Hs.437385	hypothetical protein FLJ10420	FLJ10420	2.2556498	0.037776172
229457_at	Hs.434219	ankyrin repeat and KH domain containing 1	ANKHD1	2.2494414	0.024210468
240396_at	Hs.445868	Interleukin 20 receptor, alpha	IL20RA	2.2484982	0.000477721
1569999_at	Hs.4900	cytokine induced apoptosis inhibitor 1	CIAPIN1	2.2461889	0.000630492
202716_at	Hs.417549	protein tyrosine phosphatase, non-receptor type 1	PTPN1	2.2423792	0.003207494
240605_at	Hs.209945	Tyrosyl-DNA phosphodiesterase 1	TDP1	2.2411766	0.009132547
1563467_at	Hs.148162	Platelet derived growth factor C	PDGFC	2.2398438	0.0466891
239813_at	Hs.444535	hypothetical protein FLJ12476	FLJ12476	2.2303402	0.00537101
209508_x_at	Hs.390736	CASP8 and FADD-like apoptosis regulator /// CASP8 and FADD-like apoptosis regulator	CFLAR	2.2283297	0.001994102
209427_at	Hs.149098	smoothelin	SMTN	2.2277248	0.00449341
235257_at	Hs.531314	endothelial cell growth factor 1 (platelet-derived) /// similar to MGC52679 protein	ECGF1 /// LOC440836	2.2245722	0.022236643
220211_at	Hs.534485	hypothetical protein FLJ13224	FLJ13224	2.2228727	0.012566914
229349_at	Hs.23616	FLJ16517 protein	FLJ16517	2.2227273	0.039433155
211434_s_at	Hs.458436	chemokine (C-C motif) receptor-like 2	CCRL2	2.2191896	0.006482029
1556899_at	Hs.367854	SKB1 homolog (S. pombe)	SKB1	2.2174227	0.029198086
227556_at	Hs.274479	non-metastatic cells 7, protein expressed in (nucleoside-diphosphate kinase)	NME7	2.214859	0.018115828
1554401_a_at	Hs.25094	t-complex-associated-testis-expressed 3	TCTE3	2.2086213	0.01443175
240552_at	Hs.268698	Formyltetrahydrofolate synthetase domain containing 1	FTHFSDC1	2.2071102	0.034560394
202565_s_at	Hs.499209	supervillin	SVIL	2.206867	0.014319686
229161_at	Hs.518536	Hypothetical protein DKFZp434B227	DKFZp434B227	2.2056937	0.01198263
211981_at	Hs.17441	collagen, type IV, alpha 1	COL4A1	2.1982882	0.010402296
207000_s_at	Hs.149413	protein phosphatase 3 (formerly 2B), catalytic subunit, gamma isoform (calcineurin A gamma)	PPP3CC	2.1954918	0.030921089
226056_at	Hs.477278	KIAA1204 protein	CDGAP	2.1937273	0.049403712
203354_s_at	Hs.434255	pleckstrin and Sec7 domain containing 3	PSD3	2.192223	0.034595963
240227_at	Hs.21757	Mesoderm induction early response 1	MI-ER1	2.19026	0.024599865
210755_at	Hs.396530	hepatocyte growth factor (hepapoietin A; scatter factor)	HGF	2.1863246	0.019739192
1558869_at	Hs.509083	A kinase (PRKA) anchor protein 6	AKAP6	2.1802592	0.01490288
237456_at	Hs.7910	RING1 and YY1 binding protein	RYBP	2.1796975	0.009133252
223881_at	Hs.546426	amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 15	ALS2CR15	2.1785805	0.008557799
1565579_at	Hs.475401	TatD DNase domain containing 2	TATDN2	2.178494	0.03497596
202391_at	Hs.201641	brain abundant, membrane attached signal protein 1	BASP1	2.1782331	0.009182847
218647_s_at	Hs.301564	ischemia/reperfusion inducible protein	YRDC	2.1781516	0.014923372
227561_at	Hs.275757	Discoidin domain receptor family, member 2	DDR2	2.1752124	0.022071125
206195_x_at	Hs.406754	growth hormone 2	GH2	2.173916	0.002107818
218669_at	Hs.119889	RAP2C, member of RAS oncogene family	RAP2C	2.1732402	0.008790765
214451_at	Hs.33102	transcription factor AP-2 beta (activating enhancer binding protein 2 beta)	TFAP2B	2.1730413	0.042940564
231264_at	Hs.406265	DJ39G22.2 (novel protein)	dJ39G22.2	2.1692986	0.013376709
212201_at	Hs.524874	KIAA0692 protein	KIAA0692	2.1668148	0.03192794
234121_at	Hs.173840	Endothelial cell adhesion molecule	ESAM	2.164905	0.03551793
1555436_a_at	Hs.519313	ALL1 fused gene from 5q31	AF5Q31	2.164885	0.001642468
236188_s_at	Hs.501684	Nucleosome assembly protein 1-like 4	NAP1L4	2.163377	0.025343988
1563772_a_at	Hs.436367	laminin, alpha 3	LAMA3	2.1632626	0.01208688
225033_at		hypothetical protein LOC286167	LOC286167	2.157557	0.010117777
226411_at	Hs.26870	ecotropic viral integration site 5-like	EVI5L	2.1562648	0.046213657
207194_s_at	Hs.386467	intercellular adhesion molecule 4, Landsteiner-Wiener blood group	ICAM4	2.155926	0.03129551
1554068_s_at	Hs.505871	hypothetical protein FLJ32549	FLJ32549	2.1533618	0.045167696
209325_s_at	Hs.413297	regulator of G-protein signalling 16	RGS16	2.1532233	0.02806345
202581_at	Hs.274402	heat shock 70kDa protein 1B	HSPA1B	2.1529934	0.024144812
243573_at	Hs.444362	LIM domain containing preferred translocation partner in lipoma	LPP	2.1511946	0.025416832
205330_at	Hs.268515	meningioma (disrupted in balanced translocation) 1	MN1	2.145576	0.043331496
1559249_at	Hs.434961	Ataxin 1	ATXN1	2.1439626	0.022003517
204660_at	Hs.27184	growth factor, augmenter of liver regeneration (ERV1 homolog, S. cerevisiae)	GFER	2.1431599	0.043728992
242773_at	Hs.1964	solute carrier family 5 (sodium/glucose cotransporter), member 1	SLC5A1	2.1403487	0.04558916
243546_at	Hs.120633	Sestrin 3	SESN3	2.1399422	0.012328436
243983_at	Hs.170422	MCF.2 cell line derived transforming sequence-like	MCF2L	2.1384575	0.03156736
231413_at	Hs.126137	Brain acyl-CoA hydrolase	BACH	2.134939	3.71533E-05
1563612_at	Hs.209463	Hypothetical protein LOC285768	LOC285768	2.1308978	0.014448089
225827_at	Hs.449415	eukaryotic translation initiation factor 2C, 2	EIF2C2	2.1280975	0.036674123
202545_at	Hs.155342	protein kinase C, delta	PRKCD	2.1275146	0.048400056
232240_at	Hs.135119	hypothetical protein LOC196337	LOC196337	2.124492	0.018546786
211928_at	Hs.7720	dynein, cytoplasmic, heavy polypeptide 1	DNCH1	2.1195562	0.04108707
219896_at	Hs.148680	dopamine receptor D1 interacting protein	DRD1IP	2.1164687	0.001910455
208961_s_at	Hs.285313	Kruppel-like factor 6	KLF6	2.115878	0.013810774
220492_s_at	Hs.91608	otoferlin	OTOF	2.113738	0.047265872
239404_at	Hs.472737	Topoisomerase (DNA) I	TOP1	2.1119747	0.004830877
218273_s_at	Hs.22265	protein phosphatase 2C, magnesium-dependent, catalytic subunit	PPM2C	2.1116896	0.011709001
222379_at	Hs.348522	Potassium voltage-gated channel, Isk-related family, member 4	KCNE4	2.1116793	0.03844213
232210_at	Hs.150749	B-cell CLL/lymphoma 2	BCL2	2.1114058	0.011957658
235699_at	Hs.444911	hypothetical protein FLJ38964	FLJ38964	2.1087763	0.029824566
201650_at	Hs.514167	keratin 19	KRT19	2.1076133	0.022458166
231515_at	Hs.465475	ATPase, Class II, type 9B	ATP9B	2.102757	0.004890007
242336_at	Hs.445733	Glycogen synthase kinase 3 beta	GSK3B	2.1020317	0.017900458
223992_x_at	Hs.105191	zinc finger, CW type with PWWP domain 1	ZCWPW1	2.09613	0.028835194
216546_s_at	Hs.382202	chitinase 3-like 1 (cartilage glycoprotein-39)	CHI3L1	2.0944095	0.031232899
231707_at	Hs.369879	eve, even-skipped homeo box homolog 1 (Drosophila)	EVX1	2.0921373	0.004804289
240036_at	Hs.464184	SEC14-like 1 (S. cerevisiae)	SEC14L1	2.0907295	0.005475686
1565703_at	Hs.75862	SMAD, mothers against DPP homolog 4 (Drosophila)	SMAD4	2.0891166	0.012202453
205043_at	Hs.489786	cystic fibrosis transmembrane conductance regulator, ATP-binding cassette (sub-family C, member 7)	CFTR	2.0885947	0.010464084
1559054_a_at	Hs.36587	Protein phosphatase 1, regulatory subunit 7	PPP1R7	2.087906	0.0297663
229452_at	Hs.389669	similar to RIKEN cDNA 2600017H02	LOC92162	2.0875897	0.000710124
1557767_at	Hs.434218	nanos homolog 2 (Drosophila)	NANOS2	2.08621	0.022242509
224135_at	Hs.326745	NYD-SP11 protein	NYD-SP11	2.0833921	0.03197012
213700_s_at	Hs.198281	Pyruvate kinase, muscle	PKM2	2.0825987	0.024264196
219229_at	Hs.311187	solute carrier organic anion transporter family, member 3A1	SLCO3A1	2.0818655	0.028315865
208226_x_at	Hs.256398	a disintegrin and metalloproteinase domain 22	ADAM22	2.0789707	6.12849E-05
207453_s_at	Hs.237506	DnaJ (Hsp40) homolog, subfamily B, member 5	DNAJB5	2.0770624	0.02245544
231447_at	Hs.120399	hypothetical gene supported by BC033985	MGC44328	2.0759935	0.04201376
228454_at	Hs.500695	ligand-dependent corepressor	MLR2	2.0751758	0.019276543
1562342_at	Hs.129452	Dachshund homolog 1 (Drosophila)	DACH1	2.0734036	0.03290468
244118_at	Hs.175934	gamma-aminobutyric acid (GABA) A receptor, alpha 1	GABRA1	2.0724561	0.005557322
