GeneID	Gene Symbol	Name
1718	DHCR24	24-dehydrocholesterol reductase
9536	PTGES	Prostaglandin E synthase
5328	PLAU	Plasminogen activator, urokinase
23085	RAB6IP2	RAB6 interacting protein 2
113444	LOC113444	Hypothetical protein BC011880
9322	TRIP10	Thyroid hormone receptor interactor 10
6478	SIAH2	Seven in absentia homolog 2 (Drosophila)
400745	LOC400745	Hypothetical gene supported by AK124869
92002	MGC29729	Hypothetical protein MGC29729
2760	GM2A	GM2 ganglioside activator
5049	PAFAH1B2	Platelet-activating factor acetylhydrolase, isoform Ib, beta subunit 30kDa
8644	AKR1C3	Aldo-keto reductase family 1, member C3 (3-alpha hydroxysteroid dehydrogenase, type II)
6195	RPS6KA1	Ribosomal protein S6 kinase, 90kDa, polypeptide 1
144568	FLJ25179	Hypothetical protein FLJ25179
6785	ELOVL4	Elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 4
144406	MGC33630	Hypothetical protein MGC33630
7277	TUBA1	Tubulin, alpha 1 (testis specific)
84659	RNASE7	Ribonuclease, RNase A family, 7
63971	KIF13A	Kinesin family member 13A
440958	0	LOC440958
8877	SPHK1	Sphingosine kinase 1
7126	TNFAIP1	Tumor necrosis factor, alpha-induced protein 1 (endothelial)
5473	PPBP	Pro-platelet basic protein (chemokine (C-X-C motif) ligand 7)
2039	EPB49	Erythrocyte membrane protein band 4.9 (dematin)
6675	UAP1	UDP-N-acteylglucosamine pyrophosphorylase 1
1488	CTBP2	C-terminal binding protein 2
50863	HNT	Neurotrimin
5327	PLAT	Plasminogen activator, tissue
9525	VPS4B	Vacuolar protein sorting 4B (yeast)
10809	STARD10	START domain containing 10
5029	P2RY2	Purinergic receptor P2Y, G-protein coupled, 2
4253	CTAGE5	CTAGE family, member 5
135398	C6orf141	Chromosome 6 open reading frame 141
55890	GPRC5C	G protein-coupled receptor, family C, group 5, member C
50485	SMARCAL1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a-like 1
2932	GSK3B	Glycogen synthase kinase 3 beta
1364	CLDN4	Claudin 4
3856	KRT8	Keratin 8
83548	COG3	Component of oligomeric golgi complex 3
5770	PTPN1	Protein tyrosine phosphatase, non-receptor type 1
6446	SGK	Serum/glucocorticoid regulated kinase
200150	FLJ40773	Hypothetical protein FLJ40773
55832	TIP120A	TBP-interacting protein
58504	ARHGAP22	Rho GTPase activating protein 22
8882	ZNF259	Zinc finger protein 259
57451	ODZ2	Odz, odd Oz/ten-m homolog 2 (Drosophila)
84188	MLSTD2	Male sterility domain containing 2
92421	Shax3	Snf7 homologue associated with Alix 3
54508	FLJ11235	Hypothetical protein FLJ11235
23529	CLC	Cardiotrophin-like cytokine
7311	UBA52	Ubiquitin A-52 residue ribosomal protein fusion product 1
157695	INM01	Hypothetical protein INM01
4430	MYO1B	Myosin IB
23141	KIAA0692	KIAA0692 protein
153090	DAB2IP	DAB2 interacting protein
195814	RDHE2	Epidermal retinal dehydrogenase 2
123036	MTAC2D1	Membrane targeting (tandem) C2 domain containing 1
253943	YTHDF3	YTH domain family, member 3
4638	MYLK	Myosin, light polypeptide kinase
80131	FLJ23420	Hypothetical protein FLJ23420
4162	MCAM	Melanoma cell adhesion molecule
29841	TFCP2L2	Transcription factor CP2-like 2
4627	MYH9	Myosin, heavy polypeptide 9, non-muscle
7347	UCHL3	Ubiquitin carboxyl-terminal esterase L3 (ubiquitin thiolesterase)
2113	ETS1	V-ets erythroblastosis virus E26 oncogene homolog 1 (avian)
56971	CEAL1	Carcinoembryonic antigen-like 1
83608	C18orf21	Chromosome 18 open reading frame 21
84337	MGC4549	Hypothetical protein MGC4549
157697	LOC157697	Hypothetical protein LOC157697
5875	RABGGTA	Rab geranylgeranyltransferase, alpha subunit
5604	MAP2K1	Mitogen-activated protein kinase kinase 1
79666	PLEKHF2	Pleckstrin homology domain containing, family F (with FYVE domain) member 2
56672	C11orf17	Chromosome 11 open reading frame 17
7984	ARHGEF5	Rho guanine nucleotide exchange factor (GEF) 5
7328	UBE2H	Ubiquitin-conjugating enzyme E2H (UBC8 homolog, yeast)
27250	PDCD4	Programmed cell death 4 (neoplastic transformation inhibitor)
84290	CAPNS2	Calpain, small subunit 2
2625	GATA3	GATA binding protein 3
7071	KLF10	Kruppel-like factor 10
84837	C14orf128	Chromosome 14 open reading frame 128
7020	TFAP2A	Transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)
1591	CYP24A1	Cytochrome P450, family 24, subfamily A, polypeptide 1
9516	LITAF	Lipopolysaccharide-induced TNF factor
2872	MKNK2	MAP kinase interacting serine/threonine kinase 2
2665	GDI2	GDP dissociation inhibitor 2
1212	CLTB	Clathrin, light polypeptide (Lcb)
345667	LOC345667	Similar to ADAMTS-10 precursor (A disintegrin and metalloproteinase with thrombospondin motifs 10) (ADAM-TS 10) (ADAM-TS10)
3553	IL1B	Interleukin 1, beta
5891	RAGE	Renal tumor antigen
10116	FEM1B	Fem-1 homolog b (C. elegans)
64844	AXOT	Axotrophin
25825	BACE2	Beta-site APP-cleaving enzyme 2
9069	CLDN12	Claudin 12
9448	MAP4K4	Mitogen-activated protein kinase kinase kinase kinase 4
57458	KIAA1145	KIAA1145 protein
4643	MYO1E	Myosin IE
55505	NOLA3	Nucleolar protein family A, member 3 (H/ACA small nucleolar RNPs)
51382	ATP6V1D	ATPase, H+ transporting, lysosomal 34kDa, V1 subunit D
143	PARP4	Poly (ADP-ribose) polymerase family, member 4
10776	ARPP-19	Cyclic AMP phosphoprotein, 19 kD
333926	PPP2CZ	Protein phosphatase 2a, catalytic subunit, zeta isoform
8718	TNFRSF25	Tumor necrosis factor receptor superfamily, member 25
51538	PS1D	Putative S1 RNA binding domain protein
10059	DNM1L	Dynamin 1-like
669	BPGM	2,3-bisphosphoglycerate mutase
195	AHNAK	AHNAK nucleoprotein (desmoyokin)
55612	C20orf42	Chromosome 20 open reading frame 42
2004	ELK3	ELK3, ETS-domain protein (SRF accessory protein 2)
4810	NHS	Nance-Horan syndrome (congenital cataracts and dental anomalies)
10427	SEC24B	SEC24 related gene family, member B (S. cerevisiae)
221393	GPR115	G protein-coupled receptor 115
51559	TU12B1-TY	TU12B1-TY protein
25824	PRDX5	Peroxiredoxin 5
171177	RHOV	Ras homolog gene family, member V
116154	PHACTR3	Phosphatase and actin regulator 3
10451	VAV3	Vav 3 oncogene
7430	VIL2	Villin 2 (ezrin)
51126	NAT5	N-acetyltransferase 5 (ARD1 homolog, S. cerevisiae)
57050	SAS10	Disrupter of silencing 10
10550	ARL6IP5	ADP-ribosylation-like factor 6 interacting protein 5
9683	N4BP1	Nedd4 binding protein 1
956	ENTPD3	Ectonucleoside triphosphate diphosphohydrolase 3
10890	RAB10	RAB10, member RAS oncogene family
1580	CYP4B1	Cytochrome P450, family 4, subfamily B, polypeptide 1
151009	FLJ38359	Hypothetical protein FLJ38359
197259	FLJ34389	Hypothetical protein FLJ34389
5306	PITPNA	Phosphatidylinositol transfer protein, alpha
162417	NAGS	N-acetylglutamate synthase
7867	MAPKAPK3	Mitogen-activated protein kinase-activated protein kinase 3
79729	FLJ22938	Hypothetical protein FLJ22938
7533	YWHAH	Chromosome 22 open reading frame 24
50862	RNF141	Ring finger protein 141
6337	SCNN1A	Sodium channel, nonvoltage-gated 1 alpha
79977	TFCP2L3	Transcription factor CP2-like 3
27315	FRAG1	FGF receptor activating protein 1
57823	SLAMF7	SLAM family member 7
124411	LOC124411	Hypothetical protein LOC124411
55034	MOCOS	Molybdenum cofactor sulfurase
92086	GGTLA4	Gamma-glutamyltransferase-like activity 4
79768	C15orf29	Chromosome 15 open reading frame 29
4233	MET	Met proto-oncogene (hepatocyte growth factor receptor)
8634	RTCD1	RNA terminal phosphate cyclase domain 1
359948	IRF2BP2	Interferon regulatory factor 2 binding protein 2
55906	KIAA1166	KIAA1166
162394	MGC19764	Hypothetical protein MGC19764
55190	NUDT11	Nudix (nucleoside diphosphate linked moiety X)-type motif 11
578	BAK1	BCL2-antagonist/killer 1
8743	TNFSF10	Tumor necrosis factor (ligand) superfamily, member 10
54436	SH3TC1	SH3 domain and tetratricopeptide repeats 1
27300	ZNF544	Zinc finger protein 544
1647	GADD45A	Growth arrest and DNA-damage-inducible, alpha
64419	FLJ22405	Hypothetical protein FLJ22405
11067	C10orf10	Chromosome 10 open reading frame 10
9827	KIAA0258	KIAA0258
6002	RGS12	Regulator of G-protein signalling 12
56683	C21orf59	Chromosome 21 open reading frame 59
115572	FAM46B	Family with sequence similarity 46, member B
5917	RARS	Arginyl-tRNA synthetase
4891	SLC11A2	Solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2
340719	NANOS1	Nanos homolog 1 (Drosophila)
9404	LPXN	Leupaxin
201158	LOC201158	Similar to CGI-148 protein
146512	FLJ30679	Hypothetical protein FLJ30679
140885	PTPNS1	Protein tyrosine phosphatase, non-receptor type substrate 1
27122	DKK3	Dickkopf homolog 3 (Xenopus laevis)
54873	PALMD	Palmdelphin
11035	RIPK3	Receptor-interacting serine-threonine kinase 3
1159	CKMT1	Creatine kinase, mitochondrial 1 (ubiquitous)
3939	LDHA	Lactate dehydrogenase A
3775	KCNK1	Potassium channel, subfamily K, member 1
3955	LFNG	Lunatic fringe homolog (Drosophila)
56938	ARNTL2	Aryl hydrocarbon receptor nuclear translocator-like 2
115825	WDFY2	WD repeat and FYVE domain containing 2
4909	NTF5	Neurotrophin 5 (neurotrophin 4/5)
9645	MICAL2	Flavoprotein oxidoreductase MICAL2
440462	0	Hypothetical gene supported by AK000477
2131	EXT1	Exostoses (multiple) 1
7976	FZD3	Frizzled homolog 3 (Drosophila)
79912	FLJ22028	Hypothetical protein FLJ22028
59338	PLEKHA1	Pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 1
7039	TGFA	Transforming growth factor, alpha
84333	RNF159	Ring finger protein (C3HC4 type) 159
9022	CLIC3	Chloride intracellular channel 3
51768	TM7SF3	Transmembrane 7 superfamily member 3
284114	FLJ36878	Hypothetical protein FLJ36878
10519	CIB1	Calcium and integrin binding 1 (calmyrin)
54964	FLJ20519	Hypothetical protein FLJ20519
26872	STEAP	Six transmembrane epithelial antigen of the prostate
92912	LOC92912	Hypothetical protein LOC92912
5590	PRKCZ	Protein kinase C, zeta
84230	FAD158	Factor for adipocyte differentiation 158
4688	NCF2	Neutrophil cytosolic factor 2 (65kDa, chronic granulomatous disease, autosomal 2)
25979	DKFZp566O084	DKFZP566O084 protein
10188	ACK1	Activated Cdc42-associated kinase 1
64127	CARD15	Caspase recruitment domain family, member 15
60370	AVPI1	Arginine vasopressin-induced 1
6364	CCL20	Chemokine (C-C motif) ligand 20
3576	IL8	Interleukin 8
51361	HOOK1	Hook homolog 1 (Drosophila)
55737	VPS35	Vacuolar protein sorting 35 (yeast)
5464	PP	Pyrophosphatase (inorganic)
1475	CSTA	Cystatin A (stefin A)
90133	LOC90133	Hypothetical protein LOC90133
140576	S100A16	S100 calcium binding protein A16
2317	FLNB	Filamin B, beta (actin binding protein 278)
5966	REL	V-rel reticuloendotheliosis viral oncogene homolog (avian)
9997	SCO2	SCO cytochrome oxidase deficient homolog 2 (yeast)
5092	PCBD	6-pyruvoyl-tetrahydropterin synthase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1)
51024	TTC11	Tetratricopeptide repeat domain 11
822	CAPG	Capping protein (actin filament), gelsolin-like
8482	SEMA7A	Sema domain, immunoglobulin domain (Ig), and GPI membrane anchor, (semaphorin) 7A
6397	SEC14L1	SEC14-like 1 (S. cerevisiae)
54972	HSPA5BP1	Heat shock 70kDa protein 5 (glucose-regulated protein, 78kDa) binding protein 1
9413	C9orf61	Chromosome 9 open reading frame 61
6318	SERPINB4	Serine (or cysteine) proteinase inhibitor, clade B (ovalbumin), member 4
6584	SLC22A5	Solute carrier family 22 (organic cation transporter), member 5
51144	HSD17B12	Hydroxysteroid (17-beta) dehydrogenase 12
286343	C9orf150	Chromosome 9 open reading frame 150
79818	ZNF552	Zinc finger protein 552
55653	BCAS4	Breast carcinoma amplified sequence 4
859	CAV3	Caveolin 3
85439	STN2	Stonin 2
6242	RTKN	Rhotekin
343	AQP8	Aquaporin 8
4664	NAB1	NGFI-A binding protein 1 (EGR1 binding protein 1)
6696	SPP1	Secreted phosphoprotein 1 (osteopontin, bone sialoprotein I, early T-lymphocyte activation 1)
51442	VGLL1	Vestigial like 1 (Drosophila)
10434	LYPLA1	Lysophospholipase I
4301	MLLT4	Myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4
10999	SLC27A4	Solute carrier family 27 (fatty acid transporter), member 4
1075	CTSC	Cathepsin C
84222	DKFZp434N035	Hypothetical protein DKFZp434N035
30001	ERO1L	ERO1-like (S. cerevisiae)
79642	FLJ23548	Hypothetical protein FLJ23548
10318	TNIP1	TNFAIP3 interacting protein 1
5097	PCDH1	Protocadherin 1 (cadherin-like 1)
9620	CELSR1	Cadherin, EGF LAG seven-pass G-type receptor 1 (flamingo homolog, Drosophila)
7097	TLR2	Toll-like receptor 2
78990	OTUB2	OTU domain, ubiquitin aldehyde binding 2
79679	B7-H4	Immune costimulatory protein B7-H4
10938	EHD1	EH-domain containing 1
27111	SDCBP2	Syndecan binding protein (syntenin) 2
8481	OFD1	Oral-facial-digital syndrome 1
8291	DYSF	Dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)
3459	IFNGR1	Interferon gamma receptor 1
23230	VPS13A	Vacuolar protein sorting 13A (yeast)
11012	KLK11	Kallikrein 11
3963	LGALS7	Lectin, galactoside-binding, soluble, 7 (galectin 7)
55966	SHREW1	Transmembrane protein SHREW1
10557	RPP38	Ribonuclease P/MRP 38kDa subunit
23022	KIAA0992	Palladin
2041	EPHA1	EPH receptor A1
3976	LIF	Leukemia inhibitory factor (cholinergic differentiation factor)
9617	MTRF1	Mitochondrial translational release factor 1
5048	PAFAH1B1	Platelet-activating factor acetylhydrolase, isoform Ib, alpha subunit 45kDa
5293	PIK3CD	Phosphoinositide-3-kinase, catalytic, delta polypeptide
5074	PAWR	PRKC, apoptosis, WT1, regulator
79956	KIAA1815	KIAA1815
51330	TNFRSF12A	Tumor necrosis factor receptor superfamily, member 12A
442780	0	Hypothetical gene supported by BC043153; NM_178561
84641	FLJ14753	Hypothetical protein FLJ14753
51100	SH3GLB1	SH3-domain GRB2-like endophilin B1
80823	BHLHB9	Basic helix-loop-helix domain containing, class B, 9
6278	S100A7	S100 calcium binding protein A7 (psoriasin 1)
56998	CTNNBIP1	Catenin, beta interacting protein 1
63970	P53AIP1	P53-regulated apoptosis-inducing protein 1
166824	RASSF6	Ras association (RalGDS/AF-6) domain family 6
79865	TREML2	Triggering receptor expressed on myeloid cells-like 2
23150	FRMD4B	FERM domain containing 4B
389119	LOC389119	Similar to RIKEN cDNA 6530418L21
4534	MTM1	Myotubularin 1
10282	BET1	BET1 homolog (S. cerevisiae)
25923	DKFZP564J0863	DKFZP564J0863 protein
6317	SERPINB3	Serine (or cysteine) proteinase inhibitor, clade B (ovalbumin), member 3
301	ANXA1	Annexin A1
6524	SLC5A2	Solute carrier family 5 (sodium/glucose cotransporter), member 2
55328	C10orf59	Chromosome 10 open reading frame 59
7849	PAX8	Paired box gene 8
282809	TUWD12	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 4 (GalNAc-T4)
55362	C6orf110	Chromosome 6 open reading frame 110
224	ALDH3A2	Aldehyde dehydrogenase 3 family, member A2
2983	GUCY1B3	Guanylate cyclase 1, soluble, beta 3
147040	KCTD11	Potassium channel tetramerisation domain containing 11
58530	LY6G6D	Chromosome 6 open reading frame 21
11127	KIF3A	Kinesin family member 3A
388720	0	Similar to bA92K2.2 (similar to ubiquitin)
221302	C6orf113	Chromosome 6 open reading frame 113
219404	MGC9850	Polymerase (RNA) I polypeptide D, 16kDa
10539	TXNL2	Thioredoxin-like 2
55760	DHX32	DEAH (Asp-Glu-Ala-His) box polypeptide 32
51104	C9orf77	Chromosome 9 open reading frame 77
11187	PKP3	Plakophilin 3
58516	C12orf14	Chromosome 12 open reading frame 14
9124	PDLIM1	PDZ and LIM domain 1 (elfin)
84962	JUB	Jub, ajuba homolog (Xenopus laevis)
148304	FLJ25078	Hypothetical protein FLJ25078
1824	DSC2	Desmocollin 2
26494	OR8G1P	Olfactory receptor, family 8, subfamily G, member 1
64928	MRPL14	Mitochondrial ribosomal protein L14
79719	FLJ11506	Hypothetical protein FLJ11506
64332	NFKBIZ	Nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, zeta
8601	RGS20	Regulator of G-protein signalling 20
122704	MRPL52	Mitochondrial ribosomal protein L52
9468	PCYT1B	Phosphate cytidylyltransferase 1, choline, beta isoform
4478	MSN	Moesin
137994	LETM2	Leucine zipper-EF-hand containing transmembrane protein 2
29062	HSPC049	HSPC049 protein
88745	C6orf153	Chromosome 6 open reading frame 153
4504	MT3	Metallothionein 3 (growth inhibitory factor (neurotrophic))
2149	F2R	Coagulation factor II (thrombin) receptor
7278	TUBA2	Tubulin, alpha 2
2533	FYB	FYN binding protein (FYB-120/130)
9766	KIAA0247	KIAA0247
81577	MGC11335	Hypothetical protein MGC11335
8635	RNASET2	Ribonuclease T2
79739	FLJ23033	Hypothetical protein FLJ23033
7534	YWHAZ	Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide
23219	FBXO28	F-box protein 28
1436	CSF1R	Colony stimulating factor 1 receptor, formerly McDonough feline sarcoma viral (v-fms) oncogene homolog
7322	UBE2D2	Ubiquitin-conjugating enzyme E2D 2 (UBC4/5 homolog, yeast)
53827	FXYD5	FXYD domain containing ion transport regulator 5
3958	LGALS3	Lectin, galactoside-binding, soluble, 3 (galectin 3)
960	CD44	CD44 antigen (homing function and Indian blood group system)
25906	DKFZP564M082	DKFZP564M082 protein
998	CDC42	Cell division cycle 42 (GTP binding protein, 25kDa)
4705	NDUFA10	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 10, 42kDa
9510	ADAMTS1	A disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 1
80149	FLJ23231	Hypothetical protein FLJ23231
10049	DNAJB6	DnaJ (Hsp40) homolog, subfamily B, member 6
6714	SRC	V-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian)
222484	LNX2	Ligand of numb-protein X 2
149647	FLJ32796	Hypothetical protein FLJ32796
10552	ARPC1A	Actin related protein 2/3 complex, subunit 1A, 41kDa
6385	SDC4	Syndecan 4 (amphiglycan, ryudocan)
25874	DKFZP564B167	DKFZP564B167 protein
27342	RABGEF1	RAB guanine nucleotide exchange factor (GEF) 1
10279	PRSS16	Protease, serine, 16 (thymus)
126820	NYD-SP29	Testis development protein NYD-SP29
9227	LRAT	Lecithin retinol acyltransferase (phosphatidylcholine--retinol O-acyltransferase)
83861	RSHL2	Radial spokehead-like 2
3694	ITGB6	Integrin, beta 6
3949	LDLR	Low density lipoprotein receptor (familial hypercholesterolemia)
79083	MLPH	Melanophilin
10197	PSME3	Proteasome (prosome, macropain) activator subunit 3 (PA28 gamma; Ki)
57103	C12orf5	Chromosome 12 open reading frame 5
9168	TMSB10	Thymosin, beta 10
114884	OSBPL10	Oxysterol binding protein-like 10
7348	UPK1B	Uroplakin 1B
151242	PPP1R1C	Protein phosphatase 1, regulatory (inhibitor) subunit 1C
192111	MGC5352	Hypothetical protein MGC5352
79139	DERL1	Der1-like domain family, member 1
55276	PGM2	Phosphoglucomutase 2
113763	C7orf29	Chromosome 7 open reading frame 29
114907	FBXO32	F-box protein 32
23400	HSA9947	Putative ATPase
6277	S100A6	S100 calcium binding protein A6 (calcyclin)
10577	NPC2	Niemann-Pick disease, type C2
197131	UBR1	Ubiquitin protein ligase E3 component n-recognin 1
59082	ICEBERG	ICEBERG caspase-1 inhibitor
9047	SH2D2A	SH2 domain protein 2A
23760	PITPNB	Phosphatidylinositol transfer protein, beta
79647	FLJ12666	Hypothetical protein FLJ12666
60673	FLJ11773	Hypothetical protein FLJ11773
8751	ADAM15	A disintegrin and metalloproteinase domain 15 (metargidin)
54763	ROPN1	Ropporin, rhophilin associated protein 1
55971	LOC55971	Insulin receptor tyrosine kinase substrate
3363	HTR7	5-hydroxytryptamine (serotonin) receptor 7 (adenylate cyclase-coupled)
284348	FLJ30469	Hypothetical protein FLJ30469
4690	NCK1	NCK adaptor protein 1
9452	ITM2A	Integral membrane protein 2A
3364	HUS1	HUS1 checkpoint homolog (S. pombe)
146174	LOC146174	Hypothetical protein LOC146174
10978	HEAB	ATP/GTP-binding protein
54503	ZDHHC13	Zinc finger, DHHC domain containing 13
85480	TSLP	Thymic stromal lymphopoietin
2523	FUT1	Fucosyltransferase 1 (galactoside 2-alpha-L-fucosyltransferase)
10179	RBM7	RNA binding motif protein 7
90865	C9orf26	Chromosome 9 open reading frame 26 (NF-HEV)
201176	ARHGAP27	Rho GTPase activating protein 27
653145	ANXA8L1	Annexin A8-like 1
23403	FBXO46	F-box protein 46
4133	MAP2	Microtubule-associated protein 2
5245	PHB	Prohibitin
54935	DUSP23	Dual specificity phosphatase 23
839	CASP6	Caspase 6, apoptosis-related cysteine protease
55239	FLJ10826	Hypothetical protein FLJ10826
8673	VAMP8	Vesicle-associated membrane protein 8 (endobrevin)
11056	DDX52	DEAD (Asp-Glu-Ala-Asp) box polypeptide 52
7360	UGP2	UDP-glucose pyrophosphorylase 2
79084	MEP50	MEP50 protein
9045	RPL14	Ribosomal protein L14
221035	C10orf74	Chromosome 10 open reading frame 74
83857	ARG99	ARG99 protein
54602	NDFIP2	Nedd4 family interacting protein 2
160760	TA-PP2C	T-cell activation protein phosphatase 2C
4236	MFAP1	Microfibrillar-associated protein 1
55266	TMEM19	Transmembrane protein 19
6788	STK3	Serine/threonine kinase 3 (STE20 homolog, yeast)
23593	HEBP2	Heme binding protein 2
54933	RHBDL2	Rhomboid, veinlet-like 2 (Drosophila)
257364	MGC32065	Hypothetical protein MGC32065
55833	UBAP2	Ubiquitin associated protein 2
54809	SAMD9	Sterile alpha motif domain containing 9
9531	BAG3	BCL2-associated athanogene 3
5292	PIM1	Pim-1 oncogene
11261	CHP	Calcium binding protein P22
3400	ID4	Inhibitor of DNA binding 4, dominant negative helix-loop-helix protein
399694	RaLP	Rai-like protein
54998	AKIP	Aurora-A kinase interacting protein
4499	MT1K	Metallothionein 1K
11010	GLIPR1	GLI pathogenesis-related 1 (glioma)
10959	RNP24	Coated vesicle membrane protein
134265	FLJ36748	Hypothetical protein FLJ36748
146223	CKLFSF4	Chemokine-like factor super family 4
55727	BTBD7	BTB (POZ) domain containing 7
84918	LRP11	Low density lipoprotein receptor-related protein 11
4794	NFKBIE	Nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, epsilon
25914	RTTN	Rotatin
338321	NALP9	NACHT, leucine rich repeat and PYD containing 9
80237	ELL3	Elongation factor RNA polymerase II-like 3
92714	ARRDC1	Arrestin domain containing 1
285761	DCBLD1	Discoidin, CUB and LCCL domain containing 1
11332	BACH	Brain acyl-CoA hydrolase
4490	MT1B	Metallothionein 1B (functional)
220441	RNF152	Ring finger protein 152
10466	COG5	Component of oligomeric golgi complex 5
54947	FLJ20481	Hypothetical protein FLJ20481
5868	RAB5A	RAB5A, member RAS oncogene family
88455	ANKRD13	Ankyrin repeat domain 13
50999	CGI-100	CGI-100 protein
118881	COMTD1	Catechol-O-methyltransferase domain containing 1
10200	MPHOSPH6	M-phase phosphoprotein 6
93492	TPTE2	Transmembrane phosphoinositide 3-phosphatase and tensin homolog 2
83543	C9orf58	Chromosome 9 open reading frame 58
54839	FLJ20156	Hypothetical protein FLJ20156
8323	FZD6	Frizzled homolog 6 (Drosophila)
127845	FLJ42654	FLJ42654 protein
219	ALDH1B1	Aldehyde dehydrogenase 1 family, member B1
9919	KIAA0310	KIAA0310
2525	FUT3	Fucosyltransferase 3 (galactoside 3(4)-L-fucosyltransferase, Lewis blood group included)
7096	TLR1	Toll-like receptor 1
346389	7A5	Putative binding protein 7a5
5899	RALB	V-ral simian leukemia viral oncogene homolog B (ras related; GTP binding protein)
5500	PPP1CB	Protein phosphatase 1, catalytic subunit, beta isoform
51657	MK-STYX	Map kinase phosphatase-like protein MK-STYX
8553	BHLHB2	Basic helix-loop-helix domain containing, class B, 2
56937	TMEPAI	Transmembrane, prostate androgen induced RNA
8417	STX7	Syntaxin 7
140735	Dlc2	Dynein light chain 2
22906	OIP106	OGT(O-Glc-NAc transferase)-interacting protein 106 KDa
2806	GOT2	Glutamic-oxaloacetic transaminase 2, mitochondrial (aspartate aminotransferase 2)
4851	NOTCH1	Notch homolog 1, translocation-associated (Drosophila)
10755	RGS19IP1	Regulator of G-protein signalling 19 interacting protein 1
22943	DKK1	Dickkopf homolog 1 (Xenopus laevis)
3770	KCNJ14	Potassium inwardly-rectifying channel, subfamily J, member 14
30846	EHD2	EH-domain containing 2
3371	TNC	Tenascin C (hexabrachion)
254531	LOC254531	PLSC domain containing protein
11179	ZNF277	Zinc finger protein (C2H2 type) 277
25843	PREI3	Preimplantation protein 3
114294	LACTB	Lactamase, beta
23387	KIAA0999	KIAA0999 protein
6804	STX1A	Syntaxin 1A (brain)
8826	IQGAP1	IQ motif containing GTPase activating protein 1
64411	ARAP3	ARF-GAP, RHO-GAP, ankyrin repeat and plekstrin homology domains-containing protein 3
59084	ENPP5	Ectonucleotide pyrophosphatase/phosphodiesterase 5 (putative function)
10397	NDRG1	N-myc downstream regulated gene 1
6281	S100A10	S100 calcium binding protein A10 (annexin II ligand, calpactin I, light polypeptide (p11))
3570	IL6R	Interleukin 6 receptor
10135	PBEF1	Pre-B-cell colony enhancing factor 1
80352	RNF39	Ring finger protein 39
219738	C10orf35	Chromosome 10 open reading frame 35
7178	TPT1	Tumor protein, translationally-controlled 1
126308	MOBKL2A	MOB1, Mps One Binder kinase activator-like 2A (yeast)
5818	PVRL1	Poliovirus receptor-related 1 (herpesvirus entry mediator C; nectin)
3577	IL8RA	Interleukin 8 receptor, alpha
9732	DOCK4	Dedicator of cytokinesis 4
9925	ZBTB5	Zinc finger and BTB domain containing 5
7323	UBE2D3	Ubiquitin-conjugating enzyme E2D 3 (UBC4/5 homolog, yeast)
955	ENTPD6	Ectonucleoside triphosphate diphosphohydrolase 6 (putative function)
5663	PSEN1	Presenilin 1 (Alzheimer disease 3)
2773	GNAI3	Guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 3
3857	KRT9	Keratin 9 (epidermolytic palmoplantar keratoderma)
81559	TRIM11	Tripartite motif-containing 11
7871	SLMAP	Sarcolemma associated protein
2787	GNG5	Guanine nucleotide binding protein (G protein), gamma 5
127534	GJB4	Gap junction protein, beta 4 (connexin 30.3)
29101	HSPC182	HSPC182 protein
3600	IL15	Interleukin 15
3981	LIG4	Ligase IV, DNA, ATP-dependent
55669	MFN1	Mitofusin 1
302	ANXA2	Annexin A2
6742	SSBP1	Single-stranded DNA binding protein 1
29957	SLC25A24	Solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 24
6947	TCN1	Transcobalamin I (vitamin B12 binding protein, R binder family)
81607	PVRL4	Poliovirus receptor-related 4
3755	KCNG1	Potassium voltage-gated channel, subfamily G, member 1
8851	CDK5R1	Cyclin-dependent kinase 5, regulatory subunit 1 (p35)
130399	ACVR1C	Activin A receptor, type IC
1432	MAPK14	Mitogen-activated protein kinase 14
9211	LGI1	Leucine-rich, glioma inactivated 1
140739	NCE2	NEDD8-conjugating enzyme
9182	PAMCI	Peptidylglycine alpha-amidating monooxygenase COOH-terminal interactor
51406	NOL7	Nucleolar protein 7, 27kDa
64283	RGNEF	Rho-guanine nucleotide exchange factor
