Ref Seq	Gene Symbol	Regulation	ID	logFC	AveExpr	t	P.Value	adj.P.Val	B	gene_assignment
NM_022566	MESDC1	down	3604236	-0.173568287	8.443101798	-2.96560059	0.005397898	0.349425192	-2.327558554	NM_022566 // MESDC1 // mesoderm development candidate 1 // 15q13 // 59274 /// ENST00000267984 // MESDC1 // mesoderm development candidate 1 // 15q13 // 59274 /// AY007810 // MESDC1 // mesoderm development candidate 1 // 15q13 // 59274
NM_012177	FBXO5	down	2980241	-0.746683649	8.180390747	-2.957752581	0.005508752	0.354184213	-2.345681247	NM_012177 // FBXO5 // F-box protein 5 // 6q25-q26 // 26271 /// ENST00000229758 // FBXO5 // F-box protein 5 // 6q25-q26 // 26271 /// ENST00000367241 // FBXO5 // F-box protein 5 // 6q25-q26 // 26271 /// AK055221 // FBXO5 // F-box protein 5 // 6q25-q26 // 26271
NM_144579	SFXN5	up	2559386	0.160780712	7.621005115	2.95771556	0.00550928	0.354184213	-2.345766671	NM_144579 // SFXN5 // sideroflexin 5 // --- // 94097 /// ENST00000272433 // SFXN5 // sideroflexin 5 // --- // 94097 /// AY044437 // SFXN5 // sideroflexin 5 // --- // 94097
NM_002114	HIVEP1	up	2895159	0.323866454	7.948242246	2.951397127	0.005600089	0.357580732	-2.36033688	NM_002114 // HIVEP1 // human immunodeficiency virus type I enhancer binding protein 1 // 6p24-p22.3 // 3096 /// ENST00000379388 // HIVEP1 // human immunodeficiency virus type I enhancer binding protein 1 // 6p24-p22.3 // 3096 /// ENST00000399469 // HIVEP1 // human immunodeficiency virus type I enhancer binding protein 1 // 6p24-p22.3 // 3096 /// ENST00000322552 // HIVEP1 // human immunodeficiency virus type I enhancer binding protein 1 // 6p24-p22.3 // 3096 /// ENST00000379382 // HIVEP1 // human immunodeficiency virus type I enhancer binding protein 1 // 6p24-p22.3 // 3096 /// X51435 // HIVEP1 // human immunodeficiency virus type I enhancer binding protein 1 // 6p24-p22.3 // 3096
NM_002592	PCNA	up	3896200	0.36562576	10.20308673	2.951379826	0.00560034	0.357580732	-2.360376751	NM_002592 // PCNA // proliferating cell nuclear antigen // 20pter-p12 // 5111 /// NM_182649 // PCNA // proliferating cell nuclear antigen // 20pter-p12 // 5111 /// ENST00000379160 // PCNA // proliferating cell nuclear antigen // 20pter-p12 // 5111 /// ENST00000379143 // PCNA // proliferating cell nuclear antigen // 20pter-p12 // 5111 /// BC062439 // PCNA // proliferating cell nuclear antigen // 20pter-p12 // 5111
NM_006955	ZNF33B	down	3285926	-0.263921527	6.510295169	-2.946858189	0.00566619	0.358727414	-2.370792406	NM_006955 // ZNF33B // zinc finger protein 33B // 10q11.2 // 7582 /// ENST00000359467 // ZNF33B // zinc finger protein 33B // 10q11.2 // 7582 /// ENST00000307441 // ZNF33A // zinc finger protein 33A // 10p11.2 // 7581 /// BC065181 // ZNF33B // zinc finger protein 33B // 10q11.2 // 7582 /// AK292844 // ZNF33A // zinc finger protein 33A // 10p11.2 // 7581 /// BC045697 // LOC100129482 // similar to zinc finger protein 37a (KOX 21) // 10q11.21 // 100129482 /// ENST00000395836 // ZNF33B // zinc finger protein 33B // 10q11.2 // 7582 /// ENST00000277672 // ZNF33A // zinc finger protein 33A // 10p11.2 // 7581 /// AK026980 // ZNF37B // zinc finger protein 37B // 10q11.21 // 256112 /// ENST00000305570 // LOC441955 // PRED65 // 21q11.2 // 441955 /// BX537675 // LOC441666 // similar to zinc finger protein 99 // 10q11.21 // 441666
NM_014417	BBC3	up	3866435	0.288360662	8.034233295	2.946276853	0.005674709	0.358727414	-2.372130845	NM_014417 // BBC3 // BCL2 binding component 3 // 19q13.3-q13.4 // 27113 /// ENST00000359924 // BBC3 // BCL2 binding component 3 // 19q13.3-q13.4 // 27113 /// AF354654 // BBC3 // BCL2 binding component 3 // 19q13.3-q13.4 // 27113 /// ENST00000341983 // BBC3 // BCL2 binding component 3 // 19q13.3-q13.4 // 27113 /// ENST00000300880 // BBC3 // BCL2 binding component 3 // 19q13.3-q13.4 // 27113
NM_005400	PRKCE	up	2480168	0.212564344	8.148064045	2.946200843	0.005675824	0.358727414	-2.372305837	NM_005400 // PRKCE // protein kinase C, epsilon // 2p21 // 5581 /// ENST00000306156 // PRKCE // protein kinase C, epsilon // 2p21 // 5581 /// BC109033 // PRKCE // protein kinase C, epsilon // 2p21 // 5581 /// ENST00000394874 // PRKCE // protein kinase C, epsilon // 2p21 // 5581
NM_153690	FAM43A	up	2658785	0.35695366	8.750270046	2.942578421	0.005729189	0.360786585	-2.380642332	NM_153690 // FAM43A // family with sequence similarity 43, member A // 3q29 // 131583 /// ENST00000329759 // FAM43A // family with sequence similarity 43, member A // 3q29 // 131583 /// BC064989 // FAM43A // family with sequence similarity 43, member A // 3q29 // 131583
NM_018279	TMEM19	down	3422231	-0.194672821	9.483879072	-2.941378151	0.005746975	0.360786585	-2.383403264	NM_018279 // TMEM19 // transmembrane protein 19 // 12q21.1 // 55266 /// ENST00000266673 // TMEM19 // transmembrane protein 19 // 12q21.1 // 55266 /// BC008596 // TMEM19 // transmembrane protein 19 // 12q21.1 // 55266 /// AK001798 // TMEM19 // transmembrane protein 19 // 12q21.1 // 55266
NM_001123329	ZBTB1	down	3540091	-0.304550902	8.806990538	-2.938959307	0.005782976	0.36183247	-2.388965231	NM_001123329 // ZBTB1 // zinc finger and BTB domain containing 1 // 14q23.3 // 22890 /// NM_014950 // ZBTB1 // zinc finger and BTB domain containing 1 // 14q23.3 // 22890 /// ENST00000394712 // ZBTB1 // zinc finger and BTB domain containing 1 // 14q23.3 // 22890 /// ENST00000358738 // ZBTB1 // zinc finger and BTB domain containing 1 // 14q23.3 // 22890 /// BC050719 // ZBTB1 // zinc finger and BTB domain containing 1 // 14q23.3 // 22890
NM_152695	ZNF449	down	3991992	-0.292736901	7.152109399	-2.937628021	0.00580288	0.361867611	-2.392025289	NM_152695 // ZNF449 // zinc finger protein 449 // Xq26.3 // 203523 /// ENST00000339249 // ZNF449 // zinc finger protein 449 // Xq26.3 // 203523 /// AY280801 // ZNF449 // zinc finger protein 449 // Xq26.3 // 203523 /// ENST00000370760 // ZNF449 // zinc finger protein 449 // Xq26.3 // 203523 /// ENST00000370761 // ZNF449 // zinc finger protein 449 // Xq26.3 // 203523
NM_021728	OTX2	up	3566176	0.311963326	5.941235385	2.934881245	0.005844152	0.362508796	-2.398336394	NM_021728 // OTX2 // orthodenticle homeobox 2 // 14q21-q22 // 5015 /// NM_172337 // OTX2 // orthodenticle homeobox 2 // 14q21-q22 // 5015 /// ENST00000339475 // OTX2 // orthodenticle homeobox 2 // 14q21-q22 // 5015 /// ENST00000395278 // OTX2 // orthodenticle homeobox 2 // 14q21-q22 // 5015 /// BC032579 // OTX2 // orthodenticle homeobox 2 // 14q21-q22 // 5015
NM_175605	IFT88	down	3480411	-0.325062657	6.29919436	-2.934366527	0.005851917	0.362508796	-2.399518645	NM_175605 // IFT88 // intraflagellar transport 88 homolog (Chlamydomonas) // 13q12.1 // 8100 /// NM_006531 // IFT88 // intraflagellar transport 88 homolog (Chlamydomonas) // 13q12.1 // 8100 /// ENST00000319980 // IFT88 // intraflagellar transport 88 homolog (Chlamydomonas) // 13q12.1 // 8100 /// ENST00000389374 // IFT88 // intraflagellar transport 88 homolog (Chlamydomonas) // 13q12.1 // 8100 /// ENST00000351808 // IFT88 // intraflagellar transport 88 homolog (Chlamydomonas) // 13q12.1 // 8100 /// ENST00000382778 // IFT88 // intraflagellar transport 88 homolog (Chlamydomonas) // 13q12.1 // 8100 /// ENST00000389373 // IFT88 // intraflagellar transport 88 homolog (Chlamydomonas) // 13q12.1 // 8100 /// AK126668 // IFT88 // intraflagellar transport 88 homolog (Chlamydomonas) // 13q12.1 // 8100
NM_017637	BNC2	down	3200040	-0.243261991	8.610927362	-2.926568695	0.00597074	0.367952706	-2.417414547	NM_017637 // BNC2 // basonuclin 2 // 9p22.3-p22.2 // 54796 /// ENST00000380672 // BNC2 // basonuclin 2 // 9p22.3-p22.2 // 54796 /// AY438376 // BNC2 // basonuclin 2 // 9p22.3-p22.2 // 54796 /// ENST00000380667 // BNC2 // basonuclin 2 // 9p22.3-p22.2 // 54796 /// ENST00000380666 // BNC2 // basonuclin 2 // 9p22.3-p22.2 // 54796 /// AK130915 // LOC648570 // hypothetical LOC648570 // 9p22.2 // 648570
NM_004196	CDKL1	up	3563861	0.160799982	6.618045011	2.926023409	0.005979133	0.367952706	-2.418664922	NM_004196 // CDKL1 // cyclin-dependent kinase-like 1 (CDC2-related kinase) // 14q22.1 // 8814 /// ENST00000395834 // CDKL1 // cyclin-dependent kinase-like 1 (CDC2-related kinase) // 14q22.1 // 8814 /// ENST00000216378 // CDKL1 // cyclin-dependent kinase-like 1 (CDC2-related kinase) // 14q22.1 // 8814 /// AF390028 // CDKL1 // cyclin-dependent kinase-like 1 (CDC2-related kinase) // 14q22.1 // 8814 /// ENST00000356146 // CDKL1 // cyclin-dependent kinase-like 1 (CDC2-related kinase) // 14q22.1 // 8814
NM_012210	TRIM32	up	3186745	0.192898286	9.227819923	2.923454431	0.006018825	0.369180935	-2.424553915	NM_012210 // TRIM32 // tripartite motif-containing 32 // 9q33.1 // 22954 /// NM_001099679 // TRIM32 // tripartite motif-containing 32 // 9q33.1 // 22954 /// ENST00000373983 // TRIM32 // tripartite motif-containing 32 // 9q33.1 // 22954 /// ENST00000351243 // TRIM32 // tripartite motif-containing 32 // 9q33.1 // 22954 /// ENST00000394497 // TRIM32 // tripartite motif-containing 32 // 9q33.1 // 22954 /// BC003154 // TRIM32 // tripartite motif-containing 32 // 9q33.1 // 22954
NM_003574	VAPA	down	3778601	-0.21931585	10.00474125	-2.917132497	0.006117559	0.37370207	-2.439033014	NM_003574 // VAPA // VAMP (vesicle-associated membrane protein)-associated protein A, 33kDa // 18p11.22 // 9218 /// NM_194434 // VAPA // VAMP (vesicle-associated membrane protein)-associated protein A, 33kDa // 18p11.22 // 9218 /// ENST00000340541 // VAPA // VAMP (vesicle-associated membrane protein)-associated protein A, 33kDa // 18p11.22 // 9218 /// ENST00000400000 // VAPA // VAMP (vesicle-associated membrane protein)-associated protein A, 33kDa // 18p11.22 // 9218 /// BC002992 // VAPA // VAMP (vesicle-associated membrane protein)-associated protein A, 33kDa // 18p11.22 // 9218 /// ENST00000399999 // VAPA // VAMP (vesicle-associated membrane protein)-associated protein A, 33kDa // 18p11.22 // 9218 /// ENST00000349843 // VAPA // VAMP (vesicle-associated membrane protein)-associated protein A, 33kDa // 18p11.22 // 9218
NM_001039618	CREBZF	down	3385003	-0.196599825	9.075586679	-2.916185145	0.006132485	0.37370207	-2.441201138	NM_001039618 // CREBZF // CREB/ATF bZIP transcription factor // 11q14 // 58487 /// ENST00000260058 // CREBZF // CREB/ATF bZIP transcription factor // 11q14 // 58487 /// BC060807 // CREBZF // CREB/ATF bZIP transcription factor // 11q14 // 58487
NM_006458	TRIM3	up	3360901	0.148014719	8.077590877	2.913662572	0.006172396	0.374912949	-2.446972308	NM_006458 // TRIM3 // tripartite motif-containing 3 // 11p15.5 // 10612 /// NM_033278 // TRIM3 // tripartite motif-containing 3 // 11p15.5 // 10612 /// ENST00000359518 // TRIM3 // tripartite motif-containing 3 // 11p15.5 // 10612 /// ENST00000345851 // TRIM3 // tripartite motif-containing 3 // 11p15.5 // 10612 /// AK291396 // TRIM3 // tripartite motif-containing 3 // 11p15.5 // 10612 /// ENST00000336043 // TRIM3 // tripartite motif-containing 3 // 11p15.5 // 10612 /// ENST00000379914 // TRIM3 // tripartite motif-containing 3 // 11p15.5 // 10612
NM_002572	PAFAH1B2	down	3350749	-0.176608763	10.49031394	-2.911285762	0.006210224	0.375989868	-2.452407301	NM_002572 // PAFAH1B2 // platelet-activating factor acetylhydrolase, isoform Ib, beta subunit 30kDa // 11q23 // 5049 /// ENST00000304808 // PAFAH1B2 // platelet-activating factor acetylhydrolase, isoform Ib, beta subunit 30kDa // 11q23 // 5049 /// DQ836743 // PAFAH1B2 // platelet-activating factor acetylhydrolase, isoform Ib, beta subunit 30kDa // 11q23 // 5049
NM_145263	SPATA18	up	2726910	0.54530796	9.05679409	2.909439737	0.006239754	0.376559094	-2.456626752	NM_145263 // SPATA18 // spermatogenesis associated 18 homolog (rat) // 4q12 // 132671 /// ENST00000295213 // SPATA18 // spermatogenesis associated 18 homolog (rat) // 4q12 // 132671 /// BC025396 // SPATA18 // spermatogenesis associated 18 homolog (rat) // 4q12 // 132671
NM_018003	UACA	down	3631397	-0.250435852	9.760295727	-2.904977941	0.006311673	0.379674518	-2.466818515	NM_018003 // UACA // uveal autoantigen with coiled-coil domains and ankyrin repeats // 15q22-q24 // 55075 /// NM_001008224 // UACA // uveal autoantigen with coiled-coil domains and ankyrin repeats // 15q22-q24 // 55075 /// ENST00000322954 // UACA // uveal autoantigen with coiled-coil domains and ankyrin repeats // 15q22-q24 // 55075 /// ENST00000379983 // UACA // uveal autoantigen with coiled-coil domains and ankyrin repeats // 15q22-q24 // 55075 /// AF322916 // UACA // uveal autoantigen with coiled-coil domains and ankyrin repeats // 15q22-q24 // 55075 /// ENST00000395362 // UACA // uveal autoantigen with coiled-coil domains and ankyrin repeats // 15q22-q24 // 55075
NM_005324	H3F3B	down	3770944	-0.221705915	10.55395102	-2.888752854	0.006579811	0.393946465	-2.50380199	NM_005324 // H3F3B // H3 histone, family 3B (H3.3B) // 17q25 // 3021 /// ENST00000254810 // H3F3A // H3 histone, family 3A // 1q41 // 3020 /// ENST00000254810 // H3F3B // H3 histone, family 3B (H3.3B) // 17q25 // 3021 /// BX537379 // H3F3B // H3 histone, family 3B (H3.3B) // 17q25 // 3021 /// NM_001013699 // LOC440093 // histone H3-like // 12p11.21 // 440093 /// ENST00000340398 // LOC440093 // histone H3-like // 12p11.21 // 440093 /// BC066906 // LOC440093 // histone H3-like // 12p11.21 // 440093
NM_002714	PPP1R10	up	2948425	0.129417484	9.311940216	2.888086812	0.006591044	0.393946465	-2.505317531	NM_002714 // PPP1R10 // protein phosphatase 1, regulatory (inhibitor) subunit 10 // 6p21.3 // 5514 /// ENST00000376511 // PPP1R10 // protein phosphatase 1, regulatory (inhibitor) subunit 10 // 6p21.3 // 5514 /// ENST00000383430 // PPP1R10 // protein phosphatase 1, regulatory (inhibitor) subunit 10 // 6p21.3 // 5514 /// ENST00000383586 // PPP1R10 // protein phosphatase 1, regulatory (inhibitor) subunit 10 // 6p21.3 // 5514
NM_006512	SAA4	up	3365318	0.225168852	5.017035975	2.886754459	0.006613566	0.39403376	-2.508348598	NM_006512 // SAA4 // serum amyloid A4, constitutive // 11p15.1-p14 // 6291 /// ENST00000278222 // SAA4 // serum amyloid A4, constitutive // 11p15.1-p14 // 6291 /// M81349 // SAA4 // serum amyloid A4, constitutive // 11p15.1-p14 // 6291
NM_003449	TRIM26	up	2948259	0.13281831	8.487900024	2.882387404	0.006687896	0.39719735	-2.518277678	NM_003449 // TRIM26 // tripartite motif-containing 26 // 6p21.3 // 7726 /// ENST00000383465 // TRIM26 // tripartite motif-containing 26 // 6p21.3 // 7726 /// ENST00000327357 // TRIM26 // tripartite motif-containing 26 // 6p21.3 // 7726 /// ENST00000383608 // TRIM26 // tripartite motif-containing 26 // 6p21.3 // 7726 /// ENST00000400608 // TRIM26 // tripartite motif-containing 26 // 6p21.3 // 7726 /// ENST00000396558 // TRIM26 // tripartite motif-containing 26 // 6p21.3 // 7726 /// ENST00000400648 // TRIM26 // tripartite motif-containing 26 // 6p21.3 // 7726 /// ENST00000383466 // TRIM26 // tripartite motif-containing 26 // 6p21.3 // 7726 /// ENST00000354738 // TRIM26 // tripartite motif-containing 26 // 6p21.3 // 7726 /// ENST00000383607 // TRIM26 // tripartite motif-containing 26 // 6p21.3 // 7726 /// BC024039 // TRIM26 // tripartite motif-containing 26 // 6p21.3 // 7726 /// ENST00000376674 // TRIM26 // tripartite motif-containing 26 // 6p21.3 // 7726
NM_203302	MGC70863	up	2571874	0.165661783	10.17069519	2.878338639	0.006757508	0.400061561	-2.527475055	NM_203302 // MGC70863 // similar to RPL23AP7 protein // 22q13.33 // 284942 /// NR_000029 // RPL23AP7 // ribosomal protein L23a pseudogene 7 // 2q14 // 118433 /// ENST00000338204 // MGC70863 // similar to RPL23AP7 protein // 22q13.33 // 284942 /// BC105600 // MGC70863 // similar to RPL23AP7 protein // 22q13.33 // 284942 /// ENST00000399901 // MGC70863 // similar to RPL23AP7 protein // 22q13.33 // 284942 /// ENST00000307164 // FLJ45055 // 60S ribosomal pseudogene // 8p23.3 // 644128 /// BC052779 // FLJ45055 // 60S ribosomal pseudogene // 8p23.3 // 644128
NM_020924	ZBTB26	down	3224442	-0.279137781	6.854610064	-2.869188158	0.006917343	0.408232331	-2.54823319	NM_020924 // ZBTB26 // zinc finger and BTB domain containing 26 // 9q33.2 // 57684 /// ENST00000373656 // ZBTB26 // zinc finger and BTB domain containing 26 // 9q33.2 // 57684 /// ENST00000373654 // ZBTB26 // zinc finger and BTB domain containing 26 // 9q33.2 // 57684 /// AB046792 // ZBTB26 // zinc finger and BTB domain containing 26 // 9q33.2 // 57684
NM_015338	ASXL1	down	3881874	-0.140606818	8.630390814	-2.865581918	0.006981302	0.410711302	-2.556403143	NM_015338 // ASXL1 // additional sex combs like 1 (Drosophila) // 20q11.1 // 171023 /// ENST00000358956 // ASXL1 // additional sex combs like 1 (Drosophila) // 20q11.1 // 171023 /// AB084280 // ASXL1 // additional sex combs like 1 (Drosophila) // 20q11.1 // 171023 /// ENST00000306058 // ASXL1 // additional sex combs like 1 (Drosophila) // 20q11.1 // 171023 /// ENST00000375687 // ASXL1 // additional sex combs like 1 (Drosophila) // 20q11.1 // 171023 /// ENST00000375689 // ASXL1 // additional sex combs like 1 (Drosophila) // 20q11.1 // 171023
NM_003772	JRKL	down	3345774	-0.379705205	8.095987213	-2.863845177	0.007012301	0.411241791	-2.560335532	NM_003772 // JRKL // jerky homolog-like (mouse) // 11q21 // 8690 /// ENST00000332349 // JRKL // jerky homolog-like (mouse) // 11q21 // 8690 /// AF004715 // JRKL // jerky homolog-like (mouse) // 11q21 // 8690
NM_014618	DBC1	up	3223157	0.332106988	6.62990048	2.857655245	0.007123838	0.416477372	-2.574339309	NM_014618 // DBC1 // deleted in bladder cancer 1 // 9q32-q33 // 1620 /// ENST00000265922 // DBC1 // deleted in bladder cancer 1 // 9q32-q33 // 1620 /// ENST00000373969 // DBC1 // deleted in bladder cancer 1 // 9q32-q33 // 1620 /// AF027734 // DBC1 // deleted in bladder cancer 1 // 9q32-q33 // 1620 /// ENST00000373964 // DBC1 // deleted in bladder cancer 1 // 9q32-q33 // 1620
NM_032034	SLC4A11	up	3895330	0.21483268	7.365343578	2.842674798	0.007400681	0.431314431	-2.608154456	NM_032034 // SLC4A11 // solute carrier family 4, sodium borate transporter, member 11 // 20p12 // 83959 /// ENST00000380056 // SLC4A11 // solute carrier family 4, sodium borate transporter, member 11 // 20p12 // 83959 /// AF336127 // SLC4A11 // solute carrier family 4, sodium borate transporter, member 11 // 20p12 // 83959 /// ENST00000380059 // SLC4A11 // solute carrier family 4, sodium borate transporter, member 11 // 20p12 // 83959
NM_018369	DEPDC1B	down	2858592	-0.549943511	6.903372632	-2.837917951	0.007490672	0.433885803	-2.618869472	NM_018369 // DEPDC1B // DEP domain containing 1B // 5q12.1 // 55789 /// ENST00000265036 // DEPDC1B // DEP domain containing 1B // 5q12.1 // 55789 /// AF303178 // DEPDC1B // DEP domain containing 1B // 5q12.1 // 55789
NM_001113475	C14orf148	up	3573051	0.182202081	5.488723629	2.83789094	0.007491186	0.433885803	-2.618930284	NM_001113475 // C14orf148 // chromosome 14 open reading frame 148 // 14q24.3 // 122945 /// ENST00000380835 // C14orf148 // chromosome 14 open reading frame 148 // 14q24.3 // 122945 /// ENST00000298358 // C14orf148 // chromosome 14 open reading frame 148 // 14q24.3 // 122945 /// AK057371 // C14orf148 // chromosome 14 open reading frame 148 // 14q24.3 // 122945
NM_203394	E2F7	up	3463112	0.449429679	8.490725481	2.83554505	0.007535945	0.435131072	-2.624210461	NM_203394 // E2F7 // E2F transcription factor 7 // 12q21.2 // 144455 /// ENST00000322886 // E2F7 // E2F transcription factor 7 // 12q21.2 // 144455 /// ENST00000339887 // E2F7 // E2F transcription factor 7 // 12q21.2 // 144455 /// BC017481 // E2F7 // E2F transcription factor 7 // 12q21.2 // 144455
NM_018847	KLHL9	down	3201277	-0.229652733	9.595349773	-2.833706082	0.007571207	0.435821985	-2.62834779	NM_018847 // KLHL9 // kelch-like 9 (Drosophila) // 9p22 // 55958 /// ENST00000359039 // KLHL9 // kelch-like 9 (Drosophila) // 9p22 // 55958 /// BC039133 // KLHL9 // kelch-like 9 (Drosophila) // 9p22 // 55958
NM_001001661	ZNF425	up	3078493	0.166115223	7.10108929	2.831128551	0.00762089	0.437336253	-2.634143992	NM_001001661 // ZNF425 // zinc finger protein 425 // 7q36.1 // 155054 /// ENST00000378061 // ZNF425 // zinc finger protein 425 // 7q36.1 // 155054 /// AY621067 // ZNF425 // zinc finger protein 425 // 7q36.1 // 155054
NM_183419	RNF19A	down	3146565	-0.237460795	8.570704933	-2.824580323	0.007748485	0.443298626	-2.648854801	NM_183419 // RNF19A // ring finger protein 19A // 8q22 // 25897 /// NM_015435 // RNF19A // ring finger protein 19A // 8q22 // 25897 /// ENST00000341084 // RNF19A // ring finger protein 19A // 8q22 // 25897 /// ENST00000395984 // RNF19A // ring finger protein 19A // 8q22 // 25897 /// AB029316 // RNF19A // ring finger protein 19A // 8q22 // 25897
NM_022095	ZNF335	up	3907561	0.160271164	7.83318055	2.821315403	0.007812846	0.44561804	-2.656181774	NM_022095 // ZNF335 // zinc finger protein 335 // 20q11.21-q13.12 // 63925 /// ENST00000322927 // ZNF335 // zinc finger protein 335 // 20q11.21-q13.12 // 63925 /// AF395833 // ZNF335 // zinc finger protein 335 // 20q11.21-q13.12 // 63925 /// ENST00000243961 // ZNF335 // zinc finger protein 335 // 20q11.21-q13.12 // 63925
NR_002308	RP11-278E11.2	up	4010152	0.434085519	3.996568025	2.820016353	0.007838592	0.445727614	-2.659095596	NR_002308 // RP11-278E11.2 // ubiquinol-cytochrome c reductase binding protein pseudogene // Xp11.1 // 442454
NM_013960	NRG1	up	3092808	0.403983155	8.75039887	2.815727444	0.007924161	0.449227868	-2.668709961	NM_013960 // NRG1 // neuregulin 1 // 8p12 // 3084 /// NM_013964 // NRG1 // neuregulin 1 // 8p12 // 3084 /// NM_013956 // NRG1 // neuregulin 1 // 8p12 // 3084 /// NM_013957 // NRG1 // neuregulin 1 // 8p12 // 3084 /// NM_013961 // NRG1 // neuregulin 1 // 8p12 // 3084 /// NM_013958 // NRG1 // neuregulin 1 // 8p12 // 3084 /// NM_013962 // NRG1 // neuregulin 1 // 8p12 // 3084 /// NM_004495 // NRG1 // neuregulin 1 // 8p12 // 3084 /// NM_013959 // NRG1 // neuregulin 1 // 8p12 // 3084 /// ENST00000341377 // NRG1 // neuregulin 1 // 8p12 // 3084 /// ENST00000287840 // NRG1 // neuregulin 1 // 8p12 // 3084 /// ENST00000356819 // NRG1 // neuregulin 1 // 8p12 // 3084 /// ENST00000287842 // NRG1 // neuregulin 1 // 8p12 // 3084 /// ENST00000287845 // NRG1 // neuregulin 1 // 8p12 // 3084 /// ENST00000287838 // NRG1 // neuregulin 1 // 8p12 // 3084 /// M94167 // NRG1 // neuregulin 1 // 8p12 // 3084 /// ENST00000355277 // NRG1 // neuregulin 1 // 8p12 // 3084 /// ENST00000338921 // NRG1 // neuregulin 1 // 8p12 // 3084
NM_006963	ZNF22	down	3244539	-0.379991797	7.808993005	-2.812688215	0.007985324	0.451327599	-2.675517512	NM_006963 // ZNF22 // zinc finger protein 22 (KOX 15) // 10q11 // 7570 /// ENST00000298299 // ZNF22 // zinc finger protein 22 (KOX 15) // 10q11 // 7570 /// BC041139 // ZNF22 // zinc finger protein 22 (KOX 15) // 10q11 // 7570
NM_017824	MARCH5	down	3258092	-0.250150497	8.21315674	-2.810774027	0.008024072	0.451917326	-2.679802774	NM_017824 // MARCH5 // membrane-associated ring finger (C3HC4) 5 // 10q23.32 // 54708 /// ENST00000358935 // MARCH5 // membrane-associated ring finger (C3HC4) 5 // 10q23.32 // 54708 /// BC015480 // MARCH5 // membrane-associated ring finger (C3HC4) 5 // 10q23.32 // 54708
NM_017943	FBXO34	down	3536786	-0.169357143	8.402434553	-2.809789447	0.00804407	0.451917326	-2.682006238	NM_017943 // FBXO34 // F-box protein 34 // 14q22.3 // 55030 /// ENST00000313833 // FBXO34 // F-box protein 34 // 14q22.3 // 55030 /// BX648092 // FBXO34 // F-box protein 34 // 14q22.3 // 55030
BC064407	FAM107B	down	3278813	-0.231521368	7.774906854	-2.803855982	0.008165579	0.457213685	-2.695275136	BC064407 // FAM107B // family with sequence similarity 107, member B // 10p13 // 83641 /// NM_031453 // FAM107B // family with sequence similarity 107, member B // 10p13 // 83641 /// ENST00000181796 // FAM107B // family with sequence similarity 107, member B // 10p13 // 83641 /// ENST00000378470 // FAM107B // family with sequence similarity 107, member B // 10p13 // 83641 /// ENST00000378467 // FAM107B // family with sequence similarity 107, member B // 10p13 // 83641 /// ENST00000378465 // FAM107B // family with sequence similarity 107, member B // 10p13 // 83641 /// ENST00000378458 // FAM107B // family with sequence similarity 107, member B // 10p13 // 83641 /// ENST00000378462 // FAM107B // family with sequence similarity 107, member B // 10p13 // 83641 /// ENST00000378461 // FAM107B // family with sequence similarity 107, member B // 10p13 // 83641 /// ENST00000378457 // FAM107B // family with sequence similarity 107, member B // 10p13 // 83641
NM_016195	MPHOSPH1	down	3257338	-0.808501615	7.233900548	-2.802080578	0.008202268	0.457213685	-2.699242082	NM_016195 // MPHOSPH1 // M-phase phosphoprotein 1 // 10q23.31 // 9585 /// ENST00000260753 // MPHOSPH1 // M-phase phosphoprotein 1 // 10q23.31 // 9585 /// AB033337 // MPHOSPH1 // M-phase phosphoprotein 1 // 10q23.31 // 9585 /// ENST00000371728 // MPHOSPH1 // M-phase phosphoprotein 1 // 10q23.31 // 9585 /// ENST00000371737 // MPHOSPH1 // M-phase phosphoprotein 1 // 10q23.31 // 9585
NM_001037144	CNTROB	down	3709327	-0.195968481	8.419603795	-2.801261324	0.00821925	0.457213685	-2.701072094	NM_001037144 // CNTROB // centrobin, centrosomal BRCA2 interacting protein // 17p13.1 // 116840 /// NM_053051 // CNTROB // centrobin, centrosomal BRCA2 interacting protein // 17p13.1 // 116840 /// ENST00000380262 // CNTROB // centrobin, centrosomal BRCA2 interacting protein // 17p13.1 // 116840 /// ENST00000303707 // CNTROB // centrobin, centrosomal BRCA2 interacting protein // 17p13.1 // 116840 /// AY160227 // CNTROB // centrobin, centrosomal BRCA2 interacting protein // 17p13.1 // 116840 /// ENST00000380255 // CNTROB // centrobin, centrosomal BRCA2 interacting protein // 17p13.1 // 116840
