Rank	Accession No.	Title	Symbol	Mean fold change	P Value	q-Value
285	NM_001767.2	CD2 antigen , sheep red blood cell receptor	CD2	6	0.00000688	0.0004558
286	NM_000478.2	Alkaline phosphatase, liver/bone/kidney	ALPL	5.9	0.0004868	0.0063117
287	NM_005084.2	Phospholipase A2, group VII	PLA2G7	5.9	0.0001689	0.0032582
288	NM_001638.2	Apolipoprotein F	APOF	5.9	0.0029984	0.0208054
289	NM_000300.2	Phospholipase A2, group IIA	PLA2G2A	5.8	0.006	0.0322845
290	NM_002432.1	Myeloid cell nuclear differentiation antigen	MNDA	5.8	9.97E-08	0.0000334
291	NM_001308.1	Carboxypeptidase N, polypeptide 1, 50kd	CPN1	5.8	0.0002932	0.0045441
292	NM_024660.1	U2 small nuclear RNA auxiliary factor 1-like 4	U2AF1L4	5.8	0.000000437	0.0000885
293	NM_003120.1	Spleen focus forming virus  proviral integration oncogene spi1	SPI1	5.8	0.000000601	0.0001098
294	NM_001778.2	CD48 antigen	CD48	5.8	0.0000153	0.0007316
295	NM_002405.2	Manic fringe homolog	MFNG	5.8	0.0000482	0.0014937
296	NM_004946.1	Dedicator of cytokinesis 2	DOCK2	5.8	0.0000047	0.0003615
297	NM_005623.2	Chemokine  ligand 8	CCL8	5.8	0.000373	0.0052884
298	NM_001185.2	Alpha-2-glycoprotein 1, zinc	AZGP1	5.8	0.0012463	0.0117859
299	NM_020796.2	Sema domain, transmembrane domain , and cytoplasmic domain,  6A	SEMA6A	5.7	0.000000214	0.0000578
300	NM_018687.3	Hepatocellular carcinoma-associated gene TD26	LOC55908	5.7	0.0003588	0.0051918
301	NM_005601.3	Natural killer cell group 7 sequence	NKG7	5.7	0.0001871	0.0034506
302	NM_000765.2	Cytochrome P450, family 3, subfamily A, polypeptide 7	CYP3A7	5.7	0.0033727	0.0225485
303	NM_003708.2	Retinol dehydrogenase 16	RDH16	5.7	0.000978	0.0099637
304	NM_003621.1	PTPRF interacting protein, binding protein 2	PPFIBP2	5.7	0.000000145	0.0000446
305	NM_005123.1	Nuclear receptor subfamily 1, group H, member 4	NR1H4	5.6	0.00000124	0.0001702
306	NM_001093.2	Acetyl-Coenzyme A carboxylase beta	ACACB	5.6	0.0000723	0.0019284
307	NM_000429.2	Methionine adenosyltransferase I, alpha	MAT1A	5.6	0.0003178	0.0047831
308	NM_006633.1	IQ motif containing gtpase activating protein 2	IQGAP2	5.6	0.000000444	0.0000885
309	NM_006864.1	Leukocyte immunoglobulin-like receptor, subfamily B , member 3	LILRB3	5.5	0.00000283	0.0002901
310	XM_940876.1	PREDICTED:  similar to HLA class II histocompatibility antigen, DQ alpha chain precursor , transcript variant 1	LOC650946	5.5	0.0016717	0.0140852
311	NM_000507.2	Fructose-1,6-bisphosphatase 1	FBP1	5.5	0.0009709	0.0099261
312	NM_016327.2	Ureidopropionase, beta	UPB1	5.5	0.0024732	0.0183855
313	NM_025243.2	Solute carrier family 19, member 3	SLC19A3	5.5	0.0003059	0.0046664
314	NM_001159.3	Aldehyde oxidase 1	AOX1	5.5	0.0029016	0.020337
315	NM_017614.3	Betaine-homocysteine methyltransferase 2	BHMT2	5.4	0.0005603	0.0070003
316	NM_005360.3	V-maf musculoaponeurotic fibrosarcoma oncogene homolog  , transcript variant 1	MAF	5.4	0.000000175	0.0000501
317	NM_002885.1	RAP1, gtpase activating protein 1	RAP1GA1	5.4	0.0011629	0.011258
318	NM_002302.2	Leukocyte cell-derived chemotaxin 2	LECT2	5.4	0.0019449	0.0156967
319	NM_020995.3	Haptoglobin-related protein	HPR	5.4	0.0008582	0.0091467
320	NM_003500.2	Acyl-Coenzyme A oxidase 2, branched chain	ACOX2	5.3	0.005	0.0274059
321	XM_945034.1	PREDICTED:  carboxylesterase 1 , transcript variant 5	CES1	5.3	0.0003382	0.004995
322	NM_001774.1	CD37 antigen	CD37	5.3	0.00000291	0.0002918
323	NM_004271.3	Lymphocyte antigen 86	LY86	5.3	0.000000115	0.0000369
324	NM_002729.2	Hematopoietically expressed homeobox	HHEX	5.3	0.00000503	0.0003774
325	NM_016323.1	Hect domain and RLD 5	HERC5	5.3	0.00000749	0.0004677
326	NM_000772.1	Cytochrome P450, family 2, subfamily C, polypeptide 18	CYP2C18	5.2	0.0010197	0.0102995
327	NM_000187.1	Homogentisate 1,2-dioxygenase	HGD	5.2	0.0000241	0.000986
328	NM_001251.1	CD68 antigen	CD68	5.2	0.0000299	0.0011295
329	NM_000160.1	Glucagon receptor	GCGR	5.2	0.007	0.0346732
330	NM_138280.3	Citrate lyase beta like , transcript variant 1	CLYBL	5.1	0.0000013	0.0001734
331	NM_138393.1	Receptor accessory protein 6	REEP6	5.1	0.0008984	0.0094256
332	NM_002119.3	Major histocompatibility complex, class II, DO alpha	HLA-DOA	5.1	0.0000869	0.0021593
333	NM_198053.1	CD3Z antigen, zeta polypeptide  , transcript variant 1	CD3Z	5.1	0.0000326	0.0011845
334	BQ438671	AGENCOURT_7908292 NIH_MGC_82  cdna clone IMAGE:6102595 5, mrna sequence	Hs.583806	5.1	0.0000201	0.0008751
335	NM_000892.2	Kallikrein B, plasma  1	KLKB1	5.1	0.0004564	0.0060617
336	NM_002104.2	Granzyme K	GZMK	5.1	0.0000754	0.0019723
337	NM_015900.1	Phospholipase A1 member A	PLA1A	5.1	0.0009099	0.0095101
338	NM_021784.3	Forkhead box A2 , transcript variant 1	FOXA2	5.1	0.0013503	0.0124007
339	NM_153281.1	Hyaluronoglucosaminidase 1 , transcript variant 8	HYAL1	5.1	0.0001154	0.0026024
340	NM_001086.2	Arylacetamide deacetylase	AADAC	5	0.0013602	0.0124701
341	NM_018490.1	Leucine-rich repeat-containing G protein-coupled receptor 4	LGR4	5	0.00000226	0.0002502
342	NM_013385.2	Pleckstrin homology, Sec7 and coiled-coil domains 4	PSCD4	5	0.00000269	0.0002868
343	NM_001216.1	Carbonic anhydrase IX	CA9	5	0.0028407	0.0200826
344	BG545303	602572519F1 NIH_MGC_77  cdna clone IMAGE:4700548 5, mrna sequence	Hs.137274	5	0.0001243	0.0027114
345	BC038512	Cdna clone IMAGE:5262734	Hs.296031	5	0.0000229	0.0009553
346	NM_016186.1	Serpin peptidase inhibitor, clade A , member 10	SERPINA10	5	0.0001218	0.0026936
347	NM_000047.1	Arylsulfatase E	ARSE	5	0.00000423	0.0003463
348	NM_000442.2	Platelet/endothelial cell adhesion molecule	PECAM1	5	0.000000221	0.0000578
349	NM_001646.1	Apolipoprotein C-IV	APOC4	5	0.004215	0.0259835
350	NM_020247.3	Chaperone, ABC1 activity of bc1 complex like	CABC1	5	0.00000196	0.0002289
351	NM_002985.2	Chemokine  ligand 5	CCL5	5	0.0002056	0.0036849
352	NM_005161.2	Angiotensin II receptor-like 1	AGTRL1	5	0.0000544	0.0016165
353	NM_018384.3	Gtpase, IMAP family member 5	GIMAP5	4.9	0.00000474	0.0003619
354	NM_002030.3	Formyl peptide receptor-like 2	FPRL2	4.9	0.000000577	0.0001076
355	NM_000803.2	Folate receptor 2	FOLR2	4.9	0.000037	0.0012783
356	NM_130759.2	Gtpase, IMAP family member 1	GIMAP1	4.9	0.00000211	0.0002381
357	NM_004951.3	Epstein-Barr virus induced gene 2	EBI2	4.9	0.000000687	0.0001164
358	NM_002029.3	Formyl peptide receptor 1	FPR1	4.9	0.000013	0.0006685
359	NM_153609.2	Transmembrane protease, serine 6	TMPRSS6	4.9	0.0002015	0.0036335
360	NM_000131.2	Coagulation factor VII  , transcript variant 1	F7	4.8	0.0001348	0.0028325
361	NM_000856.2	Guanylate cyclase 1, soluble, alpha 3	GUCY1A3	4.8	0.0005585	0.0069853
362	NM_001133.2	Afamin	AFM	4.8	0.005	0.0271484
363	NM_004079.3	Cathepsin S	CTSS	4.8	0.00000979	0.0005693
364	NM_014234.3	Hydroxysteroid  dehydrogenase 8	HSD17B8	4.8	0.0000162	0.0007609
365	NM_005989.2	Aldo-keto reductase family 1, member D1	AKR1D1	4.8	0.0030312	0.0209412
366	NM_014270.3	Solute carrier family 7 , member 9	SLC7A9	4.7	0.0003067	0.0046709
367	NM_205860.1	Nuclear receptor subfamily 5, group A, member 2 , transcript variant 1	NR5A2	4.7	0.0000128	0.0006634
368	NM_174977.2	SEC14-like 4	SEC14L4	4.7	0.0000783	0.0020111
369	NM_006059.2	Laminin, gamma 3	LAMC3	4.7	0.0007159	0.0081663
370	NM_014880.3	CD302 antigen	CD302	4.7	0.0000431	0.0014233
371	NM_032962.2	Chemokine  ligand 14 , transcript variant 2	CCL14	4.7	0.0003477	0.005089
372	NM_033054.1	Myosin IG	MYO1G	4.7	0.000011	0.0006128
373	NM_020142.3	NADH:ubiquinone oxidoreductase MLRQ subunit homolog	LOC56901	4.7	0.0039553	0.0249436
374	NM_002123.2	Major histocompatibility complex, class II, DQ beta 1	HLA-DQB1	4.7	0.0023787	0.0179644
375	NM_005693.1	Nuclear receptor subfamily 1, group H, member 3	NR1H3	4.7	0.00000274	0.000289
376	NM_207117.2	Chromosome 14 open reading frame 68	C14ORF68	4.7	0.0017682	0.014712
377	NM_018593.3	Solute carrier family 16 , member 10	SLC16A10	4.6	0.00000171	0.000206
378	NM_014694.2	ADAMTS-like 2	ADAMTSL2	4.6	0.000419	0.005714
379	NM_020384.2	Claudin 2	CLDN2	4.6	0.0025547	0.0187354
380	NM_014585.3	Solute carrier family 40 , member 1	SLC40A1	4.6	0.000000344	0.0000767
381	NM_005045.2	Reelin , transcript variant 1	RELN	4.6	0.0010539	0.010515
382	NM_016533.4	Ninjurin 2	NINJ2	4.5	0.000000383	0.0000839
383	NM_021187.2	Cytochrome P450, family 4, subfamily F, polypeptide 11	CYP4F11	4.5	0.0036767	0.0238037
384	NM_052941.2	Guanylate binding protein 4	GBP4	4.5	0.0016533	0.0139924
385	NM_016582.1	Solute carrier family 15, member 3	SLC15A3	4.5	0.0000811	0.0020606
386	NM_000443.2	ATP-binding cassette, sub-family B , member 4 , transcript variant A	ABCB4	4.5	0.0000686	0.0018579
387	NM_003227.2	Transferrin receptor 2	TFR2	4.5	0.0004669	0.0061457
388	NM_023944.1	Cytochrome P450, family 4, subfamily F, polypeptide 12	CYP4F12	4.5	0.0003228	0.0048262
389	NM_183240.1	Transmembrane protein 37	TMEM37	4.5	0.000000158	0.0000468
390	NM_003467.2	Chemokine  receptor 4 , transcript variant 2	CXCR4	4.5	0.0007706	0.0085518
391	NM_199335.2	FYN binding protein  , transcript variant 2	FYB	4.4	0.0001564	0.0031048
392	NM_170726.1	Aldehyde dehydrogenase 4 family, member A1 , nuclear gene encoding mitochondrial protein, transcript variant p5cdhs	ALDH4A1	4.4	0.0001464	0.0029916
393	NM_002661.1	Phospholipase C, gamma 2	PLCG2	4.4	0.0000137	0.000692
394	NM_002110.2	Hemopoietic cell kinase	HCK	4.4	0.000000783	0.0001286
395	NM_025202.2	EF-hand domain family, member D1	EFHD1	4.4	0.0004624	0.0061075
396	NM_014573.1	Transmembrane protein 97	TMEM97	4.4	0.0019488	0.0157139
397	NM_000055.1	Butyrylcholinesterase	BCHE	4.4	0.0021927	0.0169746
398	CR591180	Full-length cdna clone CS0DM004YG21 of Fetal liver of	Hs.282703	4.4	0.0005441	0.0068412
399	NM_006841.3	Solute carrier family 38, member 3	SLC38A3	4.4	0.0013414	0.0123375
400	NM_145202.3	Proline-rich acidic protein 1	PRAP1	4.4	0.0006957	0.0080378
401	NM_001801.2	Cysteine dioxygenase, type I	CDO1	4.4	0.0014986	0.0132146
402	NM_002217.2	Inter-alpha  inhibitor H3	ITIH3	4.4	0.0002317	0.0039627
403	NM_003627.4	Solute carrier family 43, member 1	SLC43A1	4.4	0.0000464	0.0014573
404	NM_002612.2	Pyruvate dehydrogenase kinase, isozyme 4	PDK4	4.3	0.0040613	0.0254084
405	NM_001775.2	CD38 antigen	CD38	4.3	0.0000883	0.0021831
406	NM_001463.2	Frizzled-related protein	FRZB	4.3	0.0000916	0.0022323
407	BC035116	Cdna clone IMAGE:5263177	Hs.19339	4.3	0.0000735	0.0019426
408	NM_001024912.1	Carcinoembryonic antigen-related cell adhesion molecule 1  , transcript variant 2	CEACAM1	4.3	0.000913	0.0095321
409	NM_148918.1	Serine hydroxymethyltransferase 1  , transcript variant 2	SHMT1	4.3	0.0003878	0.0054248
410	NM_002983.1	Chemokine  ligand 3	CCL3	4.3	0.0006115	0.0073992
411	NM_020439.2	Calcium/calmodulin-dependent protein kinase IG	CAMK1G	4.2	0.0023952	0.0180477
412	NM_001001435.2	Chemokine  ligand 4-like 1	CCL4L1	4.2	0.0002403	0.0040571
413	NM_001430.3	Endothelial PAS domain protein 1	EPAS1	4.2	0.0024028	0.0180629
414	NM_004004.3	Gap junction protein, beta 2, 26kda	GJB2	4.2	0.0002852	0.0044629
415	NM_017424.2	Cat eye syndrome chromosome region, candidate 1 , transcript variant 1	CECR1	4.2	0.0000163	0.000761
416	NM_020125.1	SLAM family member 8	SLAMF8	4.2	0.0002551	0.0042176
417	XM_375558	PREDICTED:  KIAA1881 , mrna	Hs.567652	4.2	0.000415	0.0056829
418	NM_022437.2	ATP-binding cassette, sub-family G , member 8	ABCG8	4.2	0.0002765	0.004379
419	NM_012067.2	Aldo-keto reductase family 7, member A3	AKR7A3	4.1	0.006	0.0333964
420	NM_025195.2	Tribbles homolog 1	TRIB1	4.1	0.0000916	0.0022323
421	NM_199327.1	Sprouty homolog 1, antagonist of FGF signaling  , transcript variant 2	SPRY1	4.1	0.0004218	0.0057431
422	NM_012258.2	Hairy/enhancer-of-split related with YRPW motif 1	HEY1	4.1	0.0006592	0.0077556
423	NM_006573.3	Tumor necrosis factor  superfamily, member 13b	TNFSF13B	4.1	0.0008358	0.0090143
424	NM_024709.2	Chromosome 1 open reading frame 115	C1ORF115	4.1	0.0013342	0.0123027
425	NM_032496.1	Rho gtpase activating protein 9	ARHGAP9	4.1	0.00000616	0.0004285
426	NM_001467.3	Solute carrier family 37 , member 4	SLC37A4	4.1	0.0000667	0.0018295
427	NM_004288.3	Pleckstrin homology, Sec7 and coiled-coil domains, binding protein	PSCDBP	4.1	0.0000237	0.0009755
428	NM_004391.1	Cytochrome P450, family 8, subfamily B, polypeptide 1	CYP8B1	4.1	0.007	0.0371094
429	NM_001336.2	Cathepsin Z	CTSZ	4	0.00000143	0.0001848
430	NM_004117.2	FK506 binding protein 5	FKBP5	4	0.00000188	0.0002219
431	NM_013314.2	B-cell linker	BLNK	4	0.0000204	0.0008809
432	NM_032041.1	Neurocalcin delta	NCALD	4	0.00000288	0.0002901
433	XM_926323.1	PREDICTED:  similar to Apolipoprotein precursor ) )	LOC653172	4	0.0009406	0.009702
434	NM_005589.2	Aldehyde dehydrogenase 6 family, member A1 , nuclear gene encoding mitochondrial protein	ALDH6A1	4	0.0002585	0.0042351
435	NM_145888.1	Kallikrein 10 , transcript variant 2	KLK10	-4	0.0016019	0.0137156
436	NM_003633.1	Ectodermal-neural cortex	ENC1	-4	0.0000286	0.0011015
437	NM_007026.1	Dual specificity phosphatase 14	DUSP14	-4	0.000029	0.0011107
438	XM_932346.1	PREDICTED:  hypothetical protein LOC644743	LOC644743	-4	0.0008402	0.0090325
439	XM_166571.4	PREDICTED:  KIAA0363 protein, transcript variant 1	KIAA0363	-4	0.000045	0.001442
440	NM_004431.2	EPH receptor A2	EPHA2	-4	0.0025295	0.0186611
441	NM_033512.2	TSPY-like 5	TSPYL5	-4.1	0.000000394	0.0000844
442	NM_001197.3	BCL2-interacting killer	BIK	-4.1	0.008	0.0392549
443	NM_006404.3	Protein C receptor, endothelial	PROCR	-4.1	0.00000395	0.0003402
444	NM_003486.5	Solute carrier family 7 , member 5	SLC7A5	-4.1	0.0001829	0.0034006
445	NM_022450.2	Rhomboid 5 homolog 1	RHBDF1	-4.1	0.000000313	0.0000712
446	NM_013246.2	Cardiotrophin-like cytokine factor 1	CLCF1	-4.1	0.0005018	0.0064513
447	NM_001699.3	AXL receptor tyrosine kinase , transcript variant 2	AXL	-4.1	0.0003227	0.0048262
448	NM_005860.1	Follistatin-like 3	FSTL3	-4.1	0.0024052	0.0180727
449	NM_144569.3	SPOC domain containing 1	SPOCD1	-4.1	0.0000282	0.0010892
450	NM_024642.2	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 12	GALNT12	-4.2	0.0006101	0.0073896
451	NM_000599.2	Insulin-like growth factor binding protein 5	IGFBP5	-4.2	0.007	0.0347491
452	NM_020826.1	Synaptotagmin XIII	SYT13	-4.2	0.0027536	0.019695
453	NM_031934.3	RAB34, member RAS oncogene family	RAB34	-4.2	0.0000773	0.0019996
454	NR_001562.1	Annexin A2 pseudogene 1  on chromosome 4.	ANXA2P1	-4.2	0.0002001	0.0036119
455	NM_015187.1	KIAA0746 protein	KIAA0746	-4.2	0.00000631	0.0004381
456	NM_003280.1	Troponin C type 1	TNNC1	-4.2	0.0001381	0.0028795
457	NM_053056.1	Cyclin D1	CCND1	-4.2	0.0006951	0.0080347
458	NM_002448.1	Msh homeo box homolog 1	MSX1	-4.3	0.0002584	0.0042351
459	XM_942831.1	PREDICTED:  hypothetical LOC401074	LOC401074	-4.3	0.0000266	0.0010471
460	NM_016639.1	Tumor necrosis factor receptor superfamily, member 12A	TNFRSF12A	-4.3	0.0000047	0.0003615
461	NM_005928.1	Milk fat globule-EGF factor 8 protein	MFGE8	-4.3	0.0003957	0.0054939
462	NM_006779.2	CDC42 effector protein  2	CDC42EP2	-4.3	5.94E-08	0.0000239
463	NM_004696.1	Solute carrier family 16 , member 4	SLC16A4	-4.3	0.00000161	0.0001978
464	NM_005987.2	Small proline-rich protein 1A	SPRR1A	-4.3	0.0000192	0.0008497
465	NM_002354.1	Tumor-associated calcium signal transducer 1	TACSTD1	-4.4	0.009	0.0406633
466	CD640673	AGENCOURT_14535501 NIH_MGC_191  cdna clone IMAGE:30415823 5, mrna sequence	Hs.543887	-4.4	8.1E-09	0.00000656
467	NM_174911.3	Family with sequence similarity 84, member B	FAM84B	-4.4	0.0006462	0.0076702
468	NM_005270.2	GLI-Kruppel family member GLI2 , transcript variant 4	GLI2	-4.4	0.0000147	0.0007231
469	NM_001235.2	Serpin peptidase inhibitor, clade H , member 1,	SERPINH1	-4.4	0.0014783	0.0131108
470	NM_012232.2	Polymerase I and transcript release factor	PTRF	-4.4	0.000042	0.0013901
471	NM_000903.2	NADH dehydrogenase, quinone 1 , transcript variant 1	NQO1	-4.4	0.0006862	0.0079746
472	NM_006039.2	Mannose receptor, C type 2	MRC2	-4.4	0.000364	0.0052275
473	NM_019007.3	Armadillo repeat containing, X-linked 6 , transcript variant 1	ARMCX6	-4.5	0.00000277	0.0002901
474	NM_020873.3	Leucine rich repeat neuronal 1	LRRN1	-4.5	0.000792	0.0086822
475	NM_025217.2	UL16 binding protein 2	ULBP2	-4.5	0.00000509	0.0003791
476	NM_020814.1	Membrane-associated ring finger  4	41337	-4.5	0.0002876	0.0044836
477	NM_006379.2	Sema domain, immunoglobulin domain , short basic domain, secreted,  3C	SEMA3C	-4.5	0.0035699	0.02337
478	NM_021978.2	Suppression of tumorigenicity 14	ST14	-4.5	0.0016175	0.0138025
479	NM_000950.1	Proline rich Gla  1	PRRG1	-4.6	0.0005697	0.0070779
480	NM_057164.2	Collagen, type VI, alpha 3 , transcript variant 2	COL6A3	-4.6	0.0020551	0.0162498
481	XM_929387.1	PREDICTED:  similar to Ubiquitin-conjugating enzyme E2 H	LOC646463	-4.6	0.0000053	0.0003821
482	XM_926996.1	PREDICTED:  similar to Keratin, type I cytoskeletal 18	LOC340598	-4.6	0.0009826	0.0099952
483	NM_005279.2	G protein-coupled receptor 1	GPR1	-4.6	0.0039775	0.0250642
484	NM_001002857.1	Annexin A2 , transcript variant 2	ANXA2	-4.6	0.00008	0.0020393
485	NM_006516.1	Solute carrier family 2 , member 1	SLC2A1	-4.7	0.0007072	0.0081116
486	NM_004370.4	Collagen, type XII, alpha 1 , transcript variant long	COL12A1	-4.7	0.0007517	0.0084427
487	NM_014241.2	Protein tyrosine phosphatase-like , member a	PTPLA	-4.7	0.0011543	0.011213
488	NM_014603.1	Cerebellar degeneration-related protein 2-like	CDR2L	-4.8	0.00000427	0.0003463
489	NM_173490.4	Proline-rich protein PRP2	PRP2	-4.8	0.0001402	0.0028988
490	NM_002546.2	Tumor necrosis factor receptor superfamily, member 11b	TNFRSF11B	-4.8	0.0001814	0.0033859
491	NM_014601.2	EH-domain containing 2	EHD2	-4.8	0.00000287	0.0002901
492	NM_024616.1	Chromosome 3 open reading frame 52	C3ORF52	-4.8	0.0000636	0.0017915
493	NM_152330.2	FERM domain containing 6	FRMD6	-4.9	0.00000716	0.0004579
494	NM_207376.1	Hypothetical protein	LOC387882	-4.9	0.0001345	0.0028311
495	NM_003246.2	Thrombospondin 1	THBS1	-4.9	0.0002569	0.0042254
496	NM_152359.1	Carnitine palmitoyltransferase 1C	CPT1C	-4.9	0.0001594	0.0031475
497	NM_006307.2	Sushi-repeat-containing protein, X-linked	SRPX	-4.9	0.0028826	0.0202472
498	NM_002309.2	Leukemia inhibitory factor	LIF	-5	0.0001343	0.0028302
499	BX647541	Mrna; cdna dkfzp686p0492	Hs.22907	-5	0.00000184	0.0002188
500	NM_030786.1	Syncoilin, intermediate filament 1	SYNC1	-5	0.0009021	0.0094372
501	NM_032413.2	Chromosome 15 open reading frame 48 , transcript variant 2	C15ORF48	-5.1	0.0008822	0.0093016
502	NM_014286.2	Frequenin homolog	FREQ	-5.1	2.09E-08	0.0000135
503	NM_005504.4	Branched chain aminotransferase 1, cytosolic	BCAT1	-5.1	0.0015415	0.0134283
504	BX349502	BX349502  NEUROBLASTOMA COT 25-NORMALIZED  cdna clone CS0DC026YA14 3-PRIME, mrna sequence	Hs.573268	-5.2	0.0006865	0.0079746
505	NM_001307.3	Claudin 7	CLDN7	-5.2	0.0014387	0.012878
506	NM_145244.2	DNA-damage-inducible transcript 4-like	DDIT4L	-5.2	0.000004	0.0003402
507	NM_005242.3	Coagulation factor II  receptor-like 1	F2RL1	-5.2	0.0000304	0.0011369
508	NM_152888.1	Collagen, type XXII, alpha 1	COL22A1	-5.2	0.004	0.0267152
509	NM_020650.2	Reticulocalbin 3, EF-hand calcium binding domain	RCN3	-5.2	0.0003563	0.0051664
510	NM_006670.3	Trophoblast glycoprotein	TPBG	-5.2	0.0001131	0.0025736
511	NM_020443.2	Neuron navigator 1	NAV1	-5.3	0.0000106	0.0005968
512	NM_012242.2	Dickkopf homolog 1	DKK1	-5.3	0.005	0.0285347
513	XM_087386.8	PREDICTED:  HEG homolog 1	HEG1	-5.3	0.0021194	0.0165971
514	NM_006765.2	Tumor suppressor candidate 3 , transcript variant 1	TUSC3	-5.4	0.0000457	0.0014451
515	XM_940079.1	PREDICTED:  tubulin, beta 6	TUBB6	-5.4	0.00000525	0.0003799
516	NM_014262.2	Leprecan-like 2	LEPREL2	-5.4	0.0006605	0.0077617
517	NM_005727.2	Tetraspanin 1	TSPAN1	-5.4	0.0002854	0.0044629
518	NM_001797.2	Cadherin 11, type 2, OB-cadherin	CDH11	-5.4	0.0025824	0.0188694
519	NM_006042.1	Heparan sulfate  3-O-sulfotransferase 3A1	HS3ST3A1	-5.5	0.0000509	0.0015571
520	NM_000511.3	Fucosyltransferase 2	FUT2	-5.5	0.0017235	0.0144137
521	NM_016651.4	Dapper, antagonist of beta-catenin, homolog 1	DACT1	-5.6	0.0001941	0.0035323
522	NM_014632.2	Microtubule associated monoxygenase, calponin and LIM domain containing 2	MICAL2	-5.6	0.00000339	0.0003114
523	NM_000358.1	Transforming growth factor, beta-induced, 68kda	TGFBI	-5.6	3.3E-09	0.00000341
524	NM_001856.2	Collagen, type XVI, alpha 1	COL16A1	-5.7	0.000235	0.0040044
525	NM_213674.1	Tropomyosin 2  , transcript variant 2	TPM2	-5.8	0.0001356	0.0028434
526	NM_207380.1	FLJ43339 protein	FLJ43339	-5.8	0.0011922	0.0114363
527	NM_000641.2	Interleukin 11	IL11	-5.8	0.0000187	0.0008391
528	NM_002300.3	Lactate dehydrogenase B	LDHB	-5.9	0.0000124	0.0006564
529	NM_006636.2	Methylenetetrahydrofolate dehydrogenase  2, methenyltetrahydrofolate cyclohydrolase , nuclear gene encoding mitochondrial protein	MTHFD2	-5.9	0.0002824	0.0044503
530	NM_002204.1	Integrin, alpha 3  , transcript variant a	ITGA3	-5.9	0.0008116	0.0088297
531	NM_005429.2	Vascular endothelial growth factor C	VEGFC	-6	0.0000919	0.002235
532	NM_001017974.1	Procollagen-proline, 2-oxoglutarate 4-dioxygenase , alpha polypeptide II , transcript variant 3	P4HA2	-6	0.0001066	0.0024708
533	NM_005110.1	Glutamine-fructose-6-phosphate transaminase 2	GFPT2	-6	0.0001551	0.0030941
534	NM_002167.2	Inhibitor of DNA binding 3, dominant negative helix-loop-helix protein	ID3	-6.1	0.0000603	0.0017342
535	NM_012334.1	Myosin X	MYO10	-6.2	0.0000352	0.0012478
536	NM_003330.2	Thioredoxin reductase 1 , transcript variant 1	TXNRD1	-6.2	4.71E-08	0.0000228
537	NM_006216.2	Serpin peptidase inhibitor, clade E , member 2	SERPINE2	-6.2	0.0002029	0.0036473
538	NM_001005376.1	Plasminogen activator, urokinase receptor , transcript variant 2	PLAUR	-6.3	0.00000708	0.0004573
539	NM_002145.2	Homeo box B2	HOXB2	-6.4	0.00000706	0.0004573
540	NM_006142.3	Stratifin	SFN	-6.4	0.0003847	0.0053898
541	NM_007085.3	Follistatin-like 1	FSTL1	-6.4	0.0000665	0.0018295
542	NM_002982.3	Chemokine  ligand 2	CCL2	-6.5	0.0002859	0.0044629
543	NM_001793.3	Cadherin 3, type 1, P-cadherin	CDH3	-6.5	0.0003971	0.0055065
544	NM_024563.2	Hypothetical protein FLJ14054	FLJ14054	-6.5	0.0000103	0.0005931
545	NM_002781.2	Pregnancy specific beta-1-glycoprotein 5	PSG5	-6.5	0.0001995	0.0036052
546	NM_000963.1	Prostaglandin-endoperoxide synthase 2	PTGS2	-6.6	0.0005688	0.0070767
547	NM_001004019.1	Fibulin 2 , transcript variant 1	FBLN2	-6.7	0.0019008	0.0154457
548	XM_290629.6	PREDICTED:  chromosome 14 open reading frame 78, transcript variant 1	C14ORF78	-6.7	0.0028466	0.0201023
549	NM_002373.4	Microtubule-associated protein 1A	MAP1A	-6.7	0.0002253	0.0038856
550	NM_015170.1	Sulfatase 1	SULF1	-6.7	0.0018193	0.0150029
551	NM_206833.1	Cortexin 1	CTXN1	-6.8	0.0002725	0.0043499
552	NM_000961.3	Prostaglandin I2  synthase	PTGIS	-6.8	0.007	0.0348792
553	NM_000700.1	Annexin A1	ANXA1	-6.8	0.0000555	0.0016366
554	NM_000088.2	Collagen, type I, alpha 1	COL1A1	-6.8	0.0019428	0.0156847
555	NM_021102.2	Serine peptidase inhibitor, Kunitz type, 2	SPINT2	-6.9	0.0037471	0.0240893
556	NM_177949.1	Armadillo repeat containing, X-linked 2	ARMCX2	-6.9	0.0000124	0.0006564
557	NM_021013.3	Keratin, hair, acidic, 4	KRTHA4	-6.9	0.0030052	0.020811
558	NM_000852.2	Glutathione S-transferase pi	GSTP1	-6.9	0.0000822	0.0020704
559	NM_005545.3	Immunoglobulin superfamily containing leucine-rich repeat , transcript variant 1	ISLR	-7	0.0003634	0.0052262
560	NM_000602.1	Serpin peptidase inhibitor, clade E , member 1	SERPINE1	-7	0.00000977	0.0005693
561	NM_144947.1	Kallikrein 11 , transcript variant 2	KLK11	-7	0.0001156	0.0026044
562	NM_001955.2	Endothelin 1	EDN1	-7	0.0005319	0.0067335
563	NM_002147.2	Homeo box B5	HOXB5	-7	0.0000955	0.0022932
564	NM_001451.1	Forkhead box F1	FOXF1	-7.1	0.0000877	0.0021695
