Gene set	Gene class	Symbol	ID_Type	EntrezGeneID	Gene Name	TU Coordinates	ER? Binding Sites Coordinates in 10 kb from primary gene	ER? Binding Sites Coordinates in 10 kb from primary genes
2	Multiple_ERb_sites	TPD52L1	Symbol	7164	tumor protein D52-like 1	chr6:125516577-125626343	chr6:125517666-125517924; chr6:125558521-125558664; chr6:125560660-125561116; chr6:125565103-125565366; chr6:125566420-125566623; chr6:125567918-125568256;	chr6:125517702-125518057; chr6:125522283-125522353; chr6:125560716-125561139; chr6:125565120-125565414; chr6:125567967-125568310;
2	Multiple_ERb_sites	GNA14	Symbol	9630	guanine nucleotide binding protein (G protein), alpha 14	chr9:79227815-79453052		chr9:79247241-79247420; chr9:79394169-79394475; chr9:79401671-79401868; chr9:79401877-79402051;
2	Multiple_ERb_sites	ISG20	Symbol	3669	interferon stimulated exonuclease gene 20kDa	chr15:86983042-86999883		chr15:86982873-86983160; chr15:87002425-87002560;
2	Multiple_ERb_sites	CA12	Symbol	771	carbonic anhydrase XII	chr15:61402782-61461128	chr15:61467069-61467280;	chr15:61459783-61460033; chr15:61461342-61461548;
2	Multiple_ERb_sites	ELF3	Symbol	1999	E74-like factor 3 (ets domain transcription factor, epithelial-specific )	chr1:200246312-200252938		chr1:200251961-200252098; chr1:200253521-200253717; chr1:200254103-200254809; chr1:200254947-200255083; chr1:200258809-200259165;
2	Multiple_ERb_sites	C1orf21	Symbol	81563	chromosome 1 open reading frame 21	chr1:182622772-182864778	chr1:182620475-182620633; chr1:182644376-182644694; chr1:182663549-182663696; chr1:182718789-182719061; chr1:182783529-182783708; chr1:182803658-182803786; chr1:182868513-182868883;	chr1:182644347-182644641; chr1:182663547-182663725; chr1:182718717-182719117; chr1:182783622-182783762; chr1:182803692-182803863; chr1:182868493-182868855;
2	Multiple_ERb_sites	WSB1	Symbol	26118	WD repeat and SOCS box-containing 1	chr17:22645232-22664772	chr17:22635889-22636069;	chr17:22672772-22673010;
2	Multiple_ERb_sites	CYP1A1	Symbol	1543	cytochrome P450, family 1, subfamily A, polypeptide 1	chr15:72798935-72804930	chr15:72804222-72804380; chr15:72805314-72805501;	chr15:72805371-72805509;
2	Multiple_ERb_sites	C9orf169	Symbol	375791	chromosome 9 open reading frame 169	chr9:139239464-139240584		chr9:139230919-139231260; chr9:139235994-139236171; chr9:139237955-139238088; chr9:139241347-139241692;
2	Multiple_ERb_sites	CGN	Symbol	57530	cingulin	chr1:149750485-149777791		chr1:149750560-149750706; chr1:149750823-149750965; chr1:149753193-149753540;
2	Multiple_ERb_sites	WNT7B	Symbol	7477	wingless-type MMTV integration site family, member 7B	chr22:44694913-44751672		chr22:44686676-44686856; chr22:44691154-44691313;
2	Multiple_ERb_sites	C16orf7	Symbol	9605	chromosome 16 open reading frame 7	chr16:88301041-88314895	chr16:88305754-88305912; chr16:88315986-88316143;	chr16:88305732-88305924;
2	Multiple_ERb_sites	CYP1B1	Symbol	1545	cytochrome P450, family 1, subfamily B, polypeptide 1	chr2:38148249-38156827	chr2:38156709-38157212; chr2:38158287-38158462;	chr2:38156681-38157277; chr2:38157319-38157466; chr2:38157594-38157749;
2	Multiple_ERb_sites	TUFT1	Symbol	7286	tuftelin 1	chr1:149779404-149822683		chr1:149787946-149788221; chr1:149808843-149808940; chr1:149821128-149821539;
2	Multiple_ERb_sites	C1orf71	Symbol	163882	chromosome 1 open reading frame 71	chr1:244796261-244898506		chr1:244812704-244812957; chr1:244813668-244813803; chr1:244838826-244838946;
2	Multiple_ERb_sites	TOP1	Symbol	7150	topoisomerase (DNA) I	chr20:39090875-39186540		chr20:39140469-39140735; chr20:39148976-39149082;
2	Multiple_ERb_sites	ENC1	Symbol	8507	ectodermal-neural cortex (with BTB-like domain)	chr5:73958989-73973005	chr5:73954171-73954367;	chr5:73956142-73956358;
3	1	KYNU	Symbol	8942	kynureninase (L-kynurenine hydrolase)	chr2:143351664-143463576		chr2:143454348-143454499;
3	1	SHROOM2	Symbol	357	shroom family member 2	chrX:9714495-9877481		chrX:9738291-9738401;
3	1	ZCWPW1	Symbol	55063	zinc finger, CW type with PWWP domain 1	chr7:99836430-99864238		chr7:99868395-99868543;
3	1	SIGIRR	Symbol	59307	single immunoglobulin and toll-interleukin 1 receptor (TIR) domain	chr11:395715-404999		chr11:385981-386287;
3	1	PACSIN1	Symbol	29993	protein kinase C and casein kinase substrate in neurons 1	chr6:34541882-34610978		chr6:34612322-34612532;
3	1	CCDC92	Symbol	80212	coiled-coil domain containing 92	chr12:122986907-123023116		chr12:123022764-123022933;
3	1	C22orf29	Symbol	79680	chromosome 22 open reading frame 29	chr22:18213660-18222371		chr22:18216416-18216610;
3	1	GDPD3	Symbol	79153	glycerophosphodiester phosphodiesterase domain containing 3	chr16:30023631-30032379		chr16:30023326-30023534;
3	1	EDC3	Symbol	80153	enhancer of mRNA decapping 3 homolog (S. cerevisiae)	chr15:72709952-72775439		chr15:72721953-72722119;
3	1	C6orf165	Symbol	154313	chromosome 6 open reading frame 165	chr6:88174439-88202494		chr6:88174453-88174678;
3	1	ARID4B	Symbol	51742	AT rich interactive domain 4B (RBP1-like)	chr1:233396832-233558155		chr1:233525922-233526250;
3	1	LRRC50	Symbol	123872	leucine rich repeat containing 50	chr16:82736365-82769025		chr16:82766910-82767171; chr16:82768279-82768477;
3	1	HPDL	Symbol	84842	4-hydroxyphenylpyruvate dioxygenase-like	chr1:45565131-45566933		chr1:45567830-45568033;
3	1	KIAA1467	Symbol	57613	KIAA1467	chr12:13088581-13127650		chr12:13094553-13094735;
3	1	SOCS3	Symbol	9021	suppressor of cytokine signaling 3	chr17:73864456-73867753		chr17:73859266-73859379; chr17:73859599-73859686;
3	1	SLC9A2	Symbol	6549	solute carrier family 9 (sodium/hydrogen exchanger), member 2	chr2:102602597-102694241		chr2:102602123-102602487;
3	1	SOX9	Symbol	6662	SRY (sex determining region Y)-box 9	chr17:67628755-67634155		chr17:67634325-67634484; chr17:67634617-67634792;
3	1	RHOBTB3	Symbol	22836	Rho-related BTB domain containing 3	chr5:95092605-95157827		chr5:95089359-95089633; chr5:95090119-95090305; chr5:95120512-95120807; chr5:95121425-95121578;
3	1	UGDH	Symbol	7358	UDP-glucose dehydrogenase	chr4:39176769-39205606		chr4:39192962-39193182; chr4:39205995-39206144;
3	1	HSPA4	Symbol	3308	heat shock 70kDa protein 4	chr5:132415560-132468608		chr5:132413393-132413620;
3	1	RHPN2	Symbol	85415	rhophilin, Rho GTPase binding protein 2	chr19:38161338-38247664		chr19:38229934-38230009; chr19:38252505-38252775;
3	1	DIO1	Symbol	1733	deiodinase, iodothyronine, type I	chr1:54132448-54149347		chr1:54145687-54145865;
3	1	PTGER3	Symbol	5733	prostaglandin E receptor 3 (subtype EP3)	chr1:71090623-71286079		chr1:71153680-71153847;
3	1	CDH10	Symbol	1008	cadherin 10, type 2 (T2-cadherin)	chr5:24522966-24680668		chr5:24688339-24688447;
3	1	DOCK8	Symbol	81704	dedicator of cytokinesis 8	chr9:263047-455254		chr9:326065-326295;
3	1	ANKRD1	Symbol	27063	ankyrin repeat domain 1 (cardiac muscle)	chr10:92661836-92671012		chr10:92670865-92671073;
3	1	NKD2	Symbol	85409	naked cuticle homolog 2 (Drosophila)	chr5:1062167-1091925		chr5:1063334-1063524;
3	1	ZBED4	Symbol	9889	zinc finger, BED-type containing 4	chr22:48633500-48669730		chr22:48637211-48637327; chr22:48637464-48637582;
3	1	ANGPTL4	Symbol	51129	angiopoietin-like 4	chr19:8335010-8345257		chr19:8326601-8326825;
3	2	TIPARP	Symbol	25976	TCDD-inducible poly(ADP-ribose) polymerase	chr3:157875072-157907228		chr3:157874502-157874886;
3	2	CDK6	Symbol	1021	cyclin-dependent kinase 6	chr7:92072172-92301167		chr7:92075842-92076179;
3	2	PIAS4	Symbol	51588	protein inhibitor of activated STAT, 4	chr19:3958748-3989067		chr19:3993702-3994084;
3	2	ERC2	Symbol	26059	ELKS/RAB6-interacting/CAST family member 2	chr3:55517375-56477431		chr3:55791429-55791641;
3	2	CD55	Symbol	1604	CD55 molecule, decay accelerating factor for complement (Cromer blood group)	chr1:205561439-205600934		chr1:205556207-205556415;
3	2	hCG_2038586	Symbol	646329	hypothetical LOC646329	chr7:130216293-130248609		chr7:130233335-130233640;
3	2	UBTD1	Symbol	80019	ubiquitin domain containing 1	chr10:99248757-99320950		chr10:99321472-99321664;
3	2	OPRL1	Symbol	4987	opiate receptor-like 1	chr20:62181931-62202440		chr20:62182176-62182554;
3	2	ANK3	Symbol	288	ankyrin 3, node of Ranvier (ankyrin G)	chr10:61458164-61570752		chr10:61461348-61461739;
3	2	CDH3	Symbol	1001	cadherin 3, type 1, P-cadherin (placental)	chr16:67235651-67290458		chr16:67299279-67299548;
3	2	JPH3	Symbol	57338	junctophilin 3	chr16:86193999-86289262		chr16:86296947-86297159;
3	2	CCDC64B	Symbol	146439	coiled-coil domain containing 64B	chr16:3017869-3025543		chr16:3010876-3011175;
3	2	PRKRIP1	Symbol	79706	PRKR interacting protein 1 (IL11 inducible)	chr7:101823808-101854134		chr7:101843532-101843818;
3	2	UNKL	Symbol	64718	unkempt homolog (Drosophila)-like	chr16:1353206-1369682		chr16:1368903-1369223;
3	2	ACAD10	Symbol	80724	acyl-Coenzyme A dehydrogenase family, member 10	chr12:110608239-110679293		chr12:110680331-110680747;
3	2	SERPINA3	Symbol	12	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 3	chr14:94148466-94160143		chr14:94146886-94147031;
3	2	HOMER2	Symbol	9455	homer homolog 2 (Drosophila)	chr15:81314789-81412477		chr15:81402422-81402777; chr15:81411917-81412262;
3	2	DKFZP564O0823	Symbol	25849	prostatic androgen-repressed message-1	chr4:76077321-76194347		chr4:76088566-76088909;
3	2	MBNL2	Symbol	10150	muscleblind-like 2 (Drosophila)	chr13:96672574-96844375		chr13:96730289-96730439;
3	2	DOCK1	Symbol	1793	dedicator of cytokinesis 1	chr10:128584012-129140770		chr10:128596878-128597146; chr10:128597187-128597377;
3	2	LAMC1	Symbol	3915	laminin, gamma 1 (formerly LAMB2)	chr1:181259217-181381350		chr1:181259291-181259573; chr1:181259589-181259944;
3	2	RNF170	Symbol	81790	ring finger protein 170	chr8:42829547-42870939		chr8:42868061-42868206; chr8:42868523-42868739;
3	2	PTRH1	Symbol	138428	peptidyl-tRNA hydrolase 1 homolog (S. cerevisiae)	chr9:129516047-129517757		chr9:129523488-129523819;
3	2	TMEM63A	Symbol	9725	transmembrane protein 63A	chr1:224099862-224136671		chr1:224129852-224130103;
3	2	MARCKS	Symbol	4082	myristoylated alanine-rich protein kinase C substrate	chr6:114285219-114291345		chr6:114286741-114286986;
3	2	WIPI1	Symbol	55062	WD repeat domain, phosphoinositide interacting 1	chr17:63929016-63965248		chr17:63943765-63944254; chr17:63947764-63948123; chr17:63949208-63949482;
3	2	NANS	Symbol	54187	N-acetylneuraminic acid synthase	chr9:99858779-99885185		chr9:99873888-99874018; chr9:99874368-99874511; chr9:99874772-99874962;
3	2	BACE1	Symbol	23621	beta-site APP-cleaving enzyme 1	chr11:116661624-116692182		chr11:116679069-116679282;
3	2	SLC7A5	Symbol	8140	solute carrier family 7 (cationic amino acid transporter, y+ system), member 5	chr16:86421129-86460601		chr16:86425645-86426051; chr16:86444541-86444821;
3	2	SIDT2	Symbol	51092	SID1 transmembrane family, member 2	chr11:116555148-116573371		chr11:116559694-116560147; chr11:116561164-116561527;
3	2	MB	Symbol	4151	myoglobin	chr22:34332757-34343330		chr22:34349221-34349472;
3	2	GPSM1	Symbol	26086	G-protein signaling modulator 1 (AGS3-like, C. elegans)	chr9:138341752-138356108		chr9:138342322-138342710;
3	2	ZNF703	Symbol	80139	zinc finger protein 703	chr8:37672458-37675554		chr8:37668180-37668366; chr8:37671037-37671291;
3	2	CHPT1	Symbol	56994	choline phosphotransferase 1	chr12:100615547-100646977		chr12:100615094-100615814; chr12:100616336-100616601;
3	2	ACOT4	Symbol	122970	acyl-CoA thioesterase 4	chr14:73128162-73132223		chr14:73138666-73138914;
3	2	FLVCR2	Symbol	55640	feline leukemia virus subgroup C cellular receptor family, member 2	chr14:75114692-75184265		chr14:75170743-75171284;
3	2	CNTD2	Symbol	79935	cyclin N-terminal domain containing 2	chr19:45419955-45424404		chr19:45424533-45424840;
3	2	KLF9	Symbol	687	Kruppel-like factor 9	chr9:72189332-72219393		chr9:72217852-72218021; chr9:72218105-72218225; chr9:72224235-72224661; chr9:72224674-72224926;
3	2	FUT4	Symbol	2526	fucosyltransferase 4 (alpha (1,3) fucosyltransferase, myeloid-specific)	chr11:93916664-93922710		chr11:93916997-93917258;
3	2	PTGES	Symbol	9536	prostaglandin E synthase	chr9:131540436-131555165		chr9:131557879-131557991;
3	2	GPR37L1	Symbol	9283	G protein-coupled receptor 37 like 1	chr1:200358651-200365257		chr1:200348638-200348992; chr1:200368064-200368582;
3	2	DOPEY2	Symbol	9980	dopey family member 2	chr21:36458708-36588442		chr21:36449824-36450088; chr21:36482343-36482788; chr21:36487494-36487697; chr21:36488393-36488564; chr21:36529400-36529582;
3	2	CHSY1	Symbol	22856	chondroitin sulfate synthase 1	chr15:99533454-99609649		chr15:99525568-99525771; chr15:99606059-99606273;
3	2	CDC34	Symbol	997	cell division cycle 34 homolog (S. cerevisiae)	chr19:482732-493087		chr19:486021-486451; chr19:486460-486805;
3	2	WFS1	Symbol	7466	Wolfram syndrome 1 (wolframin)	chr4:6322477-6355892		chr4:6332890-6333289;
3	2	ABHD8	Symbol	79575	abhydrolase domain containing 8	chr19:17263939-17275282		chr19:17268096-17268306; chr19:17283802-17284094;
3	3	SGK1	Symbol	6446	serum/glucocorticoid regulated kinase 1	chr6:134532077-134537727		chr6:134538420-134538725;
3	3	CCDC74A	Symbol	90557	coiled-coil domain containing 74A	chr2:132001961-132007709		chr2:132002115-132002218;
3	3	SELT	Symbol	51714	selenoprotein T	chr3:151803755-151830924		chr3:151803515-151803828;
3	3	SDCBP	Symbol	6386	syndecan binding protein (syntenin)	chr8:59628281-59657973		chr8:59628152-59628401;
3	3	ZNF385A	Symbol	25946	zinc finger protein 385A	chr12:53049186-53064748		chr12:53050442-53050705; chr12:53066513-53066633;
3	3	CYB5A	Symbol	1528	cytochrome b5 type A (microsomal)	chr18:70071506-70110201		chr18:70100905-70101034;
3	3	PSTPIP2	Symbol	9050	proline-serine-threonine phosphatase interacting protein 2	chr18:41817499-41906248		chr18:41896768-41896931;
3	3	C17orf58	Symbol	284018	chromosome 17 open reading frame 58	chr17:63417678-63420227		chr17:63419625-63419812;
3	3	CEBPA	Symbol	1050	CCAAT/enhancer binding protein (C/EBP), alpha	chr19:38482681-38485270		chr19:38485192-38485399; chr19:38485898-38486017;
3	3	CCDC103	Symbol	388389	coiled-coil domain containing 103	chr17:40332679-40336155		chr17:40344089-40344249;
3	3	MTCP1	Symbol	4515	mature T-cell proliferation 1	chrX:153943093-153952829		chrX:153953305-153953456;
3	3	JAK2	Symbol	3717	Janus kinase 2	chr9:4975244-5118182		chr9:5003855-5003980;
3	3	NOP16	Symbol	51491	NOP16 nucleolar protein homolog (yeast)	chr5:175743838-175748146		chr5:175748781-175748944;
3	3	BAG1	Symbol	573	BCL2-associated athanogene	chr9:33242469-33254761		chr9:33248835-33248972;
3	3	ZNF217	Symbol	7764	zinc finger protein 217	chr20:51617016-51633043		chr20:51642924-51643606;
3	3	THBS1	Symbol	7057	thrombospondin 1	chr15:37660571-37676960		chr15:37667956-37668208; chr15:37668420-37668602; chr15:37668686-37668838; chr15:37669257-37669506;
3	3	TMEM79	Symbol	84283	transmembrane protein 79	chr1:154519327-154528858		chr1:154519327-154519451;
3	3	IGSF9	Symbol	57549	immunoglobulin superfamily, member 9	chr1:158163455-158182010		chr1:158153179-158153349;
3	3	PRRT2	Symbol	112476	proline-rich transmembrane protein 2	chr16:29730909-29734703		chr16:29726198-29726476;
3	3	SOX18	Symbol	54345	SRY (sex determining region Y)-box 18	chr20:62149522-62151423		chr20:62140256-62140898;
3	3	PID1	Symbol	55022	phosphotyrosine interaction domain containing 1	chr2:229596932-229844301		chr2:229598638-229598785;
3	3	MX1	Symbol	4599	myxovirus (influenza virus) resistance 1, interferon-inducible protein p78 (mouse)	chr21:41714389-41753010		chr21:41713749-41713861;
3	3	PIAS3	Symbol	10401	protein inhibitor of activated STAT, 3	chr1:144287344-144297903		chr1:144283034-144283186;
3	3	ACER3	Symbol	55331	alkaline ceramidase 3	chr11:76249565-76412498		chr11:76281453-76281639;
3	3	P2RY6	Symbol	5031	pyrimidinergic receptor P2Y, G-protein coupled, 6	chr11:72653217-72686498		chr11:72648462-72648651;
3	3	NHS	Symbol	4810	Nance-Horan syndrome (congenital cataracts and dental anomalies)	chrX:17303463-17664032		chrX:17496056-17496224; chrX:17665461-17665590;
3	3	ITGA5	Symbol	3678	integrin, alpha 5 (fibronectin receptor, alpha polypeptide)	chr12:53075311-53099317		chr12:53066513-53066633;
3	3	DENND2D	Symbol	79961	DENN/MADD domain containing 2D	chr1:111531323-111544804		chr1:111547291-111547432; chr1:111548626-111548780;
3	3	CSRP1	Symbol	1465	cysteine and glycine-rich protein 1	chr1:199719282-199743010		chr1:199742515-199743076;
3	3	C5orf41	Symbol	153222	chromosome 5 open reading frame 41	chr5:172415975-172496569		chr5:172416887-172417143; chr5:172438671-172438845;
3	3	PLEKHN1	Symbol	84069	pleckstrin homology domain containing, family N member 1	chr1:891739-900347		chr1:901449-901688;
3	3	TAX1BP3	Symbol	30851	Tax1 (human T-cell leukemia virus type I) binding protein 3	chr17:3512937-3518722		chr17:3520333-3520444;
3	3	RAB4B	Symbol	53916	RAB4B, member RAS oncogene family	chr19:45976010-45994687		chr19:45995952-45996094;
3	3	ILMN_1667330	PROBE_ID		Orphan_Probe	chr19:63508552-63518823		chr19:63508604-63508753;
3	3	PRPS1	Symbol	5631	phosphoribosyl pyrophosphate synthetase 1	chrX:106758309-106780912		chrX:106785076-106785243;
3	3	PLCG2	Symbol	5336	phospholipase C, gamma 2 (phosphatidylinositol-specific)	chr16:80370430-80549400		chr16:80370293-80370549;
3	3	SLC2A10	Symbol	81031	solute carrier family 2 (facilitated glucose transporter), member 10	chr20:44771685-44798392		chr20:44772682-44772858;
3	3	SQSTM1	Symbol	8878	sequestosome 1	chr5:179165993-179197681		chr5:179166531-179166614; chr5:179180449-179180601;
3	3	BTBD11	Symbol	121551	BTB (POZ) domain containing 11	chr12:106236326-106577549		chr12:106266915-106267105;
3	3	C1orf216	Symbol	127703	chromosome 1 open reading frame 216	chr1:35952063-35957377		chr1:35957046-35957295;
3	3	ATG16L2	Symbol	89849	ATG16 autophagy related 16-like 2 (S. cerevisiae)	chr11:72203098-72218328		chr11:72201758-72201988;
3	3	PALM	Symbol	5064	paralemmin	chr19:659952-699330		chr19:678159-678407; chr19:702745-702822;
3	3	KLHDC9	Symbol	126823	kelch domain containing 9	chr1:159334777-159336760		chr1:159325477-159325636;
3	3	TNIP1	Symbol	10318	TNFAIP3 interacting protein 1	chr5:150389698-150441190		chr5:150440704-150440850;
3	3	ASPSCR1	Symbol	79058	alveolar soft part sarcoma chromosome region, candidate 1	chr17:77528714-77568571		chr17:77531892-77532054;
3	4	C1orf122	Symbol	127687	chromosome 1 open reading frame 122	chr1:38046059-38047713		chr1:38045994-38046140;
3	4	MTRR	Symbol	4552	5-methyltetrahydrofolate-homocysteine methyltransferase reductase	chr5:7922216-7954235		chr5:7933393-7933640;
3	4	SRPK1	Symbol	6732	SFRS protein kinase 1	chr6:35908788-35996934		chr6:36001841-36001980;
3	4	PPP2R2C	Symbol	5522	protein phosphatase 2 (formerly 2A), regulatory subunit B, gamma isoform	chr4:6373205-6434498		chr4:6396636-6396824;
3	4	PLEKHF2	Symbol	79666	pleckstrin homology domain containing, family F (with FYVE domain) member 2	chr8:96215213-96238087		chr8:96214880-96215125;
3	4	DDX21	Symbol	9188	DEAD (Asp-Glu-Ala-Asp) box polypeptide 21	chr10:70385897-70414285		chr10:70418687-70419009;
3	4	ATP6V0E1	Symbol	8992	ATPase, H+ transporting, lysosomal 9kDa, V0 subunit e1	chr5:172343368-172394506		chr5:172343111-172343399;
3	Multiple_ERbeta_sites	SEC14L2	Symbol	23541	SEC14-like 2 (S. cerevisiae)	chr22:29122932-29151277		chr22:29119072-29119242; chr22:29134807-29135223; chr22:29152041-29152187; chr22:29152225-29152465;
3	Multiple_ERbeta_sites	MBOAT1	Symbol	154141	membrane bound O-acyltransferase domain containing 1	chr6:20208913-20320649		chr6:20291198-20291405; chr6:20291463-20291593; chr6:20308948-20309257; chr6:20318457-20318823; chr6:20320743-20320995; chr6:20325998-20326103;
3	Multiple_ERbeta_sites	BATF	Symbol	10538	basic leucine zipper transcription factor, ATF-like	chr14:75058536-75083080		chr14:75057251-75057419; chr14:75057424-75057837; chr14:75061905-75062032; chr14:75071865-75072518; chr14:75078881-75079174;
3	Multiple_ERbeta_sites	QSOX1	Symbol	5768	quiescin Q6 sulfhydryl oxidase 1	chr1:178390590-178433792		chr1:178390267-178390465; chr1:178393158-178393487; chr1:178402596-178402868; chr1:178403326-178404045; chr1:178404757-178405092;
3	Multiple_ERbeta_sites	PFKFB3	Symbol	5209	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3	chr10:6226848-6317511		chr10:6226505-6226783; chr10:6236844-6237006; chr10:6285354-6285548;
3	Multiple_ERbeta_sites	HEG1	Symbol	57493	HEG homolog 1 (zebrafish)	chr3:126167243-126257492		chr3:126257719-126257819; chr3:126263932-126264182; chr3:126264313-126265110;
3	Multiple_ERbeta_sites	ENTPD8	Symbol	377841	ectonucleoside triphosphate diphosphohydrolase 8	chr9:139448636-139455722		chr9:139450441-139450699; chr9:139455631-139455759; chr9:139459873-139460145;
3	Multiple_ERbeta_sites	PLA2G16	Symbol	11145	phospholipase A2, group XVI	chr11:63098520-63138517		chr11:63138413-63138587; chr11:63144149-63144342; chr11:63146528-63146856;
3	Multiple_ERbeta_sites	AGAP11	Symbol	119385	ankyrin repeat and GTPase domain Arf GTPase activating protein 11	chr10:88720478-88759940	chr10:88717974-88718519; chr10:88758184-88758376;	chr10:88717967-88718540;
3	Multiple_ERbeta_sites	SLC16A6	Symbol	9120	solute carrier family 16, member 6 (monocarboxylic acid transporter 7)	chr17:63775932-63799000		chr17:63798880-63799020; chr17:63799179-63799450; chr17:63800007-63800222; chr17:63803945-63804183; chr17:63804478-63804865; chr17:63804867-63805203;
3	Multiple_ERbeta_sites	SEMA3B	Symbol	7869	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B	chr3:50280043-50289576		chr3:50277665-50277928; chr3:50281273-50281534; chr3:50283938-50284190;
3	Multiple_ERbeta_sites	TGM2	Symbol	7052	transglutaminase 2 (C polypeptide, protein-glutamine-gamma-glutamyltransferase)	chr20:36190277-36227114		chr20:36201258-36201492; chr20:36206882-36207093;
3	Multiple_ERbeta_sites	H19	Symbol	283120	H19, imprinted maternally expressed transcript (non-protein coding)	chr11:1972981-1975641		chr11:1964785-1965030; chr11:1968016-1968188;
3	Multiple_ERbeta_sites	ZNF462	Symbol	58499	zinc finger protein 462	chr9:108665198-108813617	chr9:108694895-108695070; chr9:108754934-108755082;	chr9:108754981-108755209;
3	Multiple_ERbeta_sites	C14orf132	Symbol	56967	chromosome 14 open reading frame 132	chr14:95575414-95629888	chr14:95601804-95602044; chr14:95619814-95620088; chr14:95632007-95632406; chr14:95632632-95632905; chr14:95633342-95633487; chr14:95638386-95638548;	chr14:95574968-95575142; chr14:95619829-95620070; chr14:95629005-95629161; chr14:95631883-95632335; chr14:95632635-95632898;
3	Multiple_ERbeta_sites	S100P	Symbol	6286	S100 calcium binding protein P	chr4:6746466-6749798		chr4:6740730-6741092; chr4:6741731-6742087; chr4:6748317-6748727; chr4:6748941-6749139;
3	Multiple_ERbeta_sites	RAB37	Symbol	326624	RAB37, member RAS oncogene family	chr17:70178864-70254394		chr17:70246128-70246345; chr17:70252530-70252931;
3	Multiple_ERbeta_sites	GPRC5A	Symbol	9052	G protein-coupled receptor, family C, group 5, member A	chr12:12935222-12957867	chr12:12927670-12927848; chr12:12935458-12935606;	chr12:12927675-12927897;
3	Multiple_ERbeta_sites	PVT1	Symbol	5820	Pvt1 oncogene (non-protein coding)	chr8:128875960-129182681		chr8:128870312-128870428; chr8:128881360-128881547; chr8:128882105-128882607; chr8:128882932-128883212; chr8:128883618-128883862; chr8:128891697-128892032; chr8:128900852-128901190; chr8:128901226-128901701; chr8:128940907-128941674; chr8:128947226-128947
3	Multiple_ERbeta_sites	BCL2	Symbol	596	B-cell CLL/lymphoma 2	chr18:58941558-59137593	chr18:58973942-58974070; chr18:59059942-59060088; chr18:59073010-59073199; chr18:59077761-59077984;	chr18:59059651-59059904; chr18:59059920-59060093; chr18:59073006-59073162; chr18:59073197-59073306; chr18:59077814-59078043; chr18:59136350-59136559;
3	Multiple_ERbeta_sites	C16orf74	Symbol	404550	chromosome 16 open reading frame 74	chr16:84298624-84342190		chr16:84308949-84309173; chr16:84337427-84337832; chr16:84343183-84343448; chr16:84344040-84344403; chr16:84344634-84344875;
3	Multiple_ERbeta_sites	NBPF1	Symbol	55672	neuroblastoma breakpoint family, member 1	chr1:16762998-16812569	chr1:16767815-16768007; chr1:16807372-16807953; chr1:16811061-16811212; chr1:16812538-16812849; chr1:16813397-16813795;	chr1:16767808-16768012; chr1:16807292-16807971; chr1:16811058-16811223; chr1:16813409-16813984; chr1:16820177-16820300;
3	Multiple_ERbeta_sites	ZNF823	Symbol	55552	zinc finger protein 823	chr19:11693079-11710760		chr19:11709798-11710049; chr19:11710815-11711046; chr19:11711118-11711208;
3	Multiple_ERbeta_sites	MID1IP1	Symbol	58526	MID1 interacting protein 1 (gastrulation specific G12 homolog (zebrafish))	chrX:38545628-38550727		chrX:38545223-38545429; chrX:38548097-38548286; chrX:38548321-38548445;
3	Multiple_ERbeta_sites	LRIG1	Symbol	26018	leucine-rich repeats and immunoglobulin-like domains 1	chr3:66511910-66633535	chr3:66548294-66548472; chr3:66562014-66562265; chr3:66562386-66562559; chr3:66606819-66607030; chr3:66608633-66609042; chr3:66610322-66610591;	chr3:66548276-66548467; chr3:66549093-66549548; chr3:66561985-66562386; chr3:66602632-66602810; chr3:66608676-66609004; chr3:66610254-66610703;
3	Multiple_ERbeta_sites	FLNB	Symbol	2317	filamin B, beta	chr3:57969166-58133017		chr3:58000904-58001131; chr3:58002401-58002541; chr3:58013249-58013623; chr3:58020464-58020605; chr3:58057684-58057963; chr3:58062797-58062956; chr3:58062994-58063099; chr3:58063805-58064037; chr3:58110211-58110409;
3	Multiple_ERbeta_sites	RHOB	Symbol	388	ras homolog gene family, member B	chr2:20510316-20512682	chr2:20514048-20514193; chr2:20520870-20521122;	chr2:20520333-20520542; chr2:20520857-20521116;
3	Multiple_ERbeta_sites	IGFL1	Symbol	374918	IGF-like family member 1	chr19:51424848-51426340	chr19:51417322-51417549; chr19:51421935-51422098;	chr19:51417293-51417554; chr19:51419852-51419961;
3	Multiple_ERbeta_sites	SULT2B1	Symbol	6820	sulfotransferase family, cytosolic, 2B, member 1	chr19:53747240-53794496		chr19:53738438-53738736; chr19:53748641-53749222; chr19:53749678-53750020; chr19:53763665-53763880; chr19:53779256-53779464;
3	Multiple_ERbeta_sites	GSTM3	Symbol	2947	glutathione S-transferase mu 3 (brain)	chr1:110078076-110085183		chr1:110069370-110069477; chr1:110069625-110069978; chr1:110072970-110073177; chr1:110073213-110073428; chr1:110073846-110074113;
