Probe Set ID	Gene Title	Gene Symbol	Chromosomal Location	Entrez Gene
217772_s_at	mitochondrial carrier homolog 2 (C. elegans)	MTCH2	11p11.2	23788
217865_at	ring finger protein 130	RNF130	5q35.3	55819
218014_at	pericentrin 1	PCNT1	17q25.1	79902
218024_at	brain protein 44-like	BRP44L	6q27	51660
218084_x_at	FXYD domain containing ion transport regulator 5	FXYD5	19q12-q13.1	53827
218167_at	archaemetzincins-2	AMZ2	17q24.2	51321
218229_s_at	pogo transposable element with KRAB domain	POGK	1q24.1	57645
218277_s_at	DEAH (Asp-Glu-Ala-His) box polypeptide 40	DHX40	17q23.2	79665
218345_at	hepatocellular carcinoma-associated antigen 112	HCA112	7q36.1	55365
218383_at	chromosome 14 open reading frame 94	C14orf94	14q11.2	54930
218391_at	SNF8, ESCRT-II complex subunit, homolog (S. cerevisiae)	SNF8	17q21.32	11267
218403_at	p53-inducible cell-survival factor	P53CSV	12q24.31	51499
218488_at	eukaryotic translation initiation factor 2B, subunit 3 gamma, 58kDa	EIF2B3	1p34.1	8891
218585_s_at	denticleless homolog (Drosophila)	DTL		51514
218611_at	immediate early response 5	IER5	1q25.3	51278
218660_at	dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)	DYSF	2p13.3-p13.1	8291
218738_s_at	ring finger protein 138	RNF138	18q12.1	51444
218741_at	chromosome 22 open reading frame 18	C22orf18	22q13.2	79019
218788_s_at	SET and MYND domain containing 3	SMYD3	1q44	64754
218856_at	tumor necrosis factor receptor superfamily, member 21	TNFRSF21	6p21.1-12.2	27242
218865_at	MOCO sulphurase C-terminal domain containing 1	MOSC1	1q41	64757
218870_at	Rho GTPase activating protein 15	ARHGAP15	2q22.3	55843
218883_s_at	MLF1 interacting protein	MLF1IP	4q35.1	79682
218984_at	hypothetical protein FLJ20485	FLJ20485	7q22.3	54517
219083_at	SHQ1 homolog (S. cerevisiae)	SHQ1	3p13	55164
219120_at	hypothetical protein FLJ21945	FLJ21945	2p23.3	80304
219277_s_at	oxoglutarate dehydrogenase-like	OGDHL	10q11.23	55753
219293_s_at	GTP-binding protein PTD004	PTD004	2q31.1	29789
219370_at	reprimo, TP53 dependant G2 arrest mediator candidate	RPRM	2q23.3	56475
219666_at	membrane-spanning 4-domains, subfamily A, member 6A	MS4A6A	11q12.1	64231
219877_at	zinc finger, matrin type 4	ZMAT4	8p11.21	79698
220057_at	X antigen family, member 1	XAGE1	Xp11.22-p11.21	9503
220167_s_at	TP53TG3 protein	TP53TG3	16p13	24150
220532_s_at	LR8 protein	LR8	7q36.1	28959
220642_x_at	G protein-coupled receptor 89	GPR89	1p36.13-q31.3	51463
220990_s_at	transmembrane protein 49 /// transmembrane protein 49 /// microRNA 21 /// microRNA 21	TMEM49 /// MIRN21	17q23.2	406991 /// 81671
221651_x_at	immunoglobulin kappa constant /// immunoglobulin kappa variable 1-5	IGKC /// IGKV1-5	2p12	28299 /// 3514
221671_x_at	immunoglobulin kappa constant /// immunoglobulin kappa variable 1-5	IGKC /// IGKV1-5	2p12	28299 /// 3514
221805_at	neurofilament, light polypeptide 68kDa	NEFL	8p21	4747
221875_x_at	major histocompatibility complex, class I, F	HLA-F	6p21.3	3134
221891_x_at	heat shock 70kDa protein 8	HSPA8	11q24.1	3312
221916_at	Neurofilament, light polypeptide 68kDa	NEFL	8p21	4747
222231_s_at	hypothetical protein PRO1855	PRO1855	17q21.33	55379
33767_at	neurofilament, heavy polypeptide 200kDa	NEFH	22q12.2	4744
AFFX-HUMGAPDH/M33197_3_at	glyceraldehyde-3-phosphate dehydrogenase	GAPDH	12p13	2597
AFFX-HUMGAPDH/M33197_M_at	glyceraldehyde-3-phosphate dehydrogenase	GAPDH	12p13	2597
