ENSEMBL ID	GENESYMBOL	CYTOBAND	FOLD-CHANGE	P-VALUE
ENSG00000168883	USP39	2p11.2	-2.223198347	0.000260618
ENSG00000115993	TRAK2	2q33	-2.425919481	0.000261291
ENSG00000213399		NA	-2.730670046	0.000262514
ENSG00000150753	CCT5	5p15.2	-2.890792387	0.000265335
ENSG00000112578	BYSL	6p21.1	-2.425266579	0.000265898
ENSG00000137513	NARS2	11q14.1	-2.202262843	0.000268324
ENSG00000077232	DNAJC10	2q32.1	-3.903161974	0.000268518
ENSG00000120694	HSPH1	13q12.3	-4.02558932	0.000268699
ENSG00000151116	UEVLD	11p15.1	-2.268373698	0.000273478
ENSG00000117592	PRDX6	1q25.1	-2.809045514	0.000275682
ENSG00000167468	GPX4	19p13.3	-2.532595491	0.000281562
ENSG00000122694	GLIPR2	9p13-p12	-3.844195391	0.000283027
ENSG00000104320	NBN	8q21	-3.516186678	0.000283753
ENSG00000087263	OGFOD1	16q13	-2.792150423	0.000286976
ENSG00000087470	DNM1L	12p11.21	-3.190358024	0.000292787
ENSG00000125249	RAP2A	13q34	-2.076031499	0.000295463
ENSG00000212981	NA	NA	-2.059979528	0.000302985
ENSG00000169288	MRPL1	4q21.1	-2.469670091	0.000305618
ENSG00000107937	GTPBP4	10p15-p14	-2.398418362	0.000312991
ENSG00000141642	ELAC1	18q21	-2.430132538	0.000313197
ENSG00000120800	UTP20	NA	-2.631234811	0.000317444
ENSG00000147601	TERF1	NA	-2.319174968	0.000320206
ENSG00000105669	COPE	19p13.11	-2.300209076	0.000329042
ENSG00000213569		NA	-4.609376669	0.000331397
ENSG00000164172	MOCS2	5q11	-2.365945214	0.000334213
ENSG00000116455	WDR77	1p13.2	-2.82903495	0.00033486
ENSG00000166913	YWHAB	20q13.1	-2.283805834	0.000338814
ENSG00000198833	NCUBE1	6q15	-2.491382728	0.000341172
ENSG00000120438	TCP1	6q25.3-q26	-2.30485874	0.000345157
ENSG00000105968	H2AFV	7p13	-2.500063953	0.000347341
ENSG00000120509	PDZD11	Xq13.1	-2.172558463	0.000348175
ENSG00000086475	SEPHS1	10p14	-2.288705232	0.000350837
ENSG00000050393	CCDC90A	6p24.3-p23	-2.164794381	0.000353429
ENSG00000214185		NA	-2.218226472	0.000357725
ENSG00000109586	GALNT7	4q31.1	-3.120679073	0.000359778
ENSG00000163577	EIF5A2	3q26.2	-2.488149778	0.000360469
ENSG00000134900	TPP2	13q32-q33	-2.09290235	0.000366347
ENSG00000164323	KIAA1430	4q35.1	-2.448435176	0.000369003
ENSG00000145912	NOLA2	5q35.3	-2.509821913	0.000370613
ENSG00000135521	LTV1	6q24.2	-3.052998047	0.000375705
ENSG00000196368	NUDT11	Xp11.22	-2.069592408	0.000382457
ENSG00000182628	FAM33A	NA	-4.475115755	0.0003888
ENSG00000013561	RNF14	5q23.3-q31.1	-2.865867017	0.000391359
ENSG00000134001	EIF2S1	14q23.3	-2.259400461	0.000394348
ENSG00000144815	FAM55C	3q12.3	-3.303117598	0.000397368
ENSG00000170854	MINA	3q11.2	-2.175195392	0.000399784
ENSG00000111845	PAK1IP1	6p24.2	-2.697659633	0.000406967
ENSG00000139726	DENR	12q24.31	-2.326807189	0.000411157
ENSG00000067208	EVI5	1p22.1	-3.344181926	0.000415897
ENSG00000108061	SHOC2	10q25	-2.14503819	0.000417495
ENSG00000100591	AHSA1	14q24	-2.33577288	0.00042337
ENSG00000010165	KIAA0859	1q24-q25.3	-2.148731175	0.000424397
ENSG00000137502	RAB30	11q12-q14	-3.247392271	0.000425076
ENSG00000157823	AP3S2	15q26.1	-2.354800763	0.000425582
ENSG00000133687	TMTC1	12p11.22	-7.674937489	0.000425672
ENSG00000198034	RPS4X	Xq13.1	-2.035573056	0.000425954
ENSG00000138698	RAP1GDS1	4q23-q25	-2.248752679	0.000428933
ENSG00000197961	ZNF121	19p	-2.074566639	0.000434096
ENSG00000135842	FAM129A	1q25	-4.489168764	0.000435226
ENSG00000135624	CCT7	2p13.2	-2.205167636	0.000435913
ENSG00000110060	PUS3	11q24.2	-2.039301378	0.000436667
ENSG00000135446	CDK4	12q14	-2.057622514	0.000437312
ENSG00000100983	GSS	20q11.2	-2.03345303	0.000443697
ENSG00000171466	ZNF562	19p13.2	-2.130861266	0.000445234
ENSG00000101557	USP14	18p11.32	-2.30541797	0.00044879
ENSG00000165271	NOL6	9p13.3	-2.001298917	0.00045126
ENSG00000163093	BBS5	2q31.1	-2.334982386	0.00045448
ENSG00000048162	NOP16	5q35.2	-2.504226403	0.000455308
ENSG00000189180	ZNF33A	10p11.2	-2.249693301	0.000461357
ENSG00000164332	UBLCP1	5q33.3	-3.616180439	0.000466676
ENSG00000213465	ARL2	11q13	-2.548888621	0.000476469
ENSG00000166197	NOLC1	10q24.32	-2.582783412	0.00049389
ENSG00000198618	PPIAL3	NA	-2.661734487	0.000494092
ENSG00000082153	BZW1	NA	-2.839066549	0.000505951
ENSG00000099817	POLR2E	19p13.3	-2.032584035	0.000506945
ENSG00000164342	TLR3	4q35	-4.653259571	0.000508042
ENSG00000103051	COG4	16q22.1	-2.013215578	0.000510272
ENSG00000177479	ARIH2	3p21.2-p21.3	-2.092157795	0.000522825
ENSG00000116030	SUMO1	2q33	-2.22360675	0.000523651
ENSG00000119838		NA	-2.656717817	0.000524523
ENSG00000131238	PPT1	1p32	-2.929870028	0.000528846
ENSG00000167863	ATP5H	17q25	-2.022014487	0.000541036
ENSG00000100221	JOSD1	22q13.1	-2.382382398	0.000545399
ENSG00000111912	ESNA1	6q22.31-q22.32	-3.749391997	0.000545922
ENSG00000162607	USP1	1p31.3	-2.521050469	0.000548569
ENSG00000124275	MTRR	5p15.3-p15.2	-2.880068915	0.000550857
ENSG00000157819		NA	-4.883520885	0.000554871
ENSG00000007923	DNAJC11	1p36.31	-2.132407754	0.000556502
ENSG00000143870	PDIA6	2p25.1	-2.081987875	0.000556908
ENSG00000005889	ZFX	Xp21.3	-2.18437669	0.000557481
ENSG00000138381	ASNSD1	2p24.3-q21.3	-2.279082791	0.000561535
ENSG00000012232	EXTL3	8p21	-2.316997788	0.00056874
ENSG00000164163	ABCE1	4q31	-3.098066975	0.00056892
ENSG00000085760	MTIF2	2p14-p16	-2.433537489	0.000572723
ENSG00000103591		15q22.33-q23	-2.084018859	0.000576341
ENSG00000183520	UTP11L	1p34.3	-2.78506629	0.000576844
ENSG00000149100	EIF3M	11p13	-2.016891302	0.000590587
ENSG00000112667	C6orf108	6p21.1	-2.061622232	0.000593625
ENSG00000124120	TTPAL	20q13.12	-2.879124149	0.000595936
ENSG00000172339	ALG14	1p21.3	-2.367637699	0.000599389
ENSG00000156875	HIAT1	1p21.2	-2.226354506	0.000599492
ENSG00000066322	ELOVL1	1p34.2	-2.411387214	0.000600286
ENSG00000179958	DCTPP1	16p11.2	-3.112434191	0.000605173
ENSG00000166401	SERPINB8	18q21.3	-2.125310064	0.000607774
ENSG00000086200	IPO11	5q12.1	-2.639241436	0.00061079
ENSG00000155097	ATP6V1C1	8q22.3	-3.224025899	0.00061204
ENSG00000131844	MCCC2	5q12-q13	-2.562774724	0.000617495
ENSG00000171612	SLC25A33	1p36.22	-4.644510862	0.00062057
ENSG00000196785		NA	-2.922237293	0.000629608
ENSG00000144867	SRPRB	3q22.1	-2.852572064	0.000635518
ENSG00000128928	IVD	15q14-q15	-2.558928789	0.000643579
ENSG00000181594	NA	NA	-2.30161522	0.000643919
ENSG00000074582	BCS1L	2q33	-2.525997714	0.000645662
ENSG00000184182	UBE2F	2q37.3	-2.469359125	0.000647079
ENSG00000166181	API5	11p11.2	-2.288300733	0.000647114
ENSG00000119787	ARL6IP2	2p22.2-p22.1	-2.533883157	0.000647119
ENSG00000118961	C2orf43	2p24.1	-2.71508996	0.00064825
ENSG00000198464	ZNF480	19q13.33	-3.024776054	0.000653165
ENSG00000136628	EPRS	1q41-q42	-2.611080011	0.000657704
ENSG00000166479	TXNDC10	18q22	-2.570602727	0.000660763
ENSG00000013297	CLDN11	3q26.2-q26.3	-2.900654236	0.00066626
ENSG00000117505	DR1	1p22.1	-2.146478417	0.000670676
ENSG00000108592	FTSJ3	17q23.3	-2.031175643	0.000674439
ENSG00000119487	MAPKAP1	9q33.3	-2.019343956	0.000676607
ENSG00000172531	PPP1CA	11q13	-2.206283728	0.000679349
ENSG00000105058	FAM32A	19pter-p13.3	-2.13594821	0.000684837
ENSG00000145022	TCTA	3p21	-2.214516377	0.000688219
ENSG00000134375	TIMM17A	1q32.1	-3.644413521	0.000690463
ENSG00000171793	CTPS	1p34.1	-3.97680549	0.000691324
ENSG00000114030	KPNA1	3q21	-2.202654677	0.000695364
ENSG00000139291	TMEM19	12q21.1	-2.582419421	0.000696349
ENSG00000170445	HARS	5q31.3	-2.044153214	0.000707568
ENSG00000181061	HIGD1A	NA	-3.181289505	0.000708707
ENSG00000087053	MTMR2	11q22	-2.239507762	0.000732577
ENSG00000167842	MIS12	17p13.2	-2.356458052	0.000735047
ENSG00000176276		5q13.3	-3.561026899	0.000735539
ENSG00000122783	C7orf49	7q33	-2.330519633	0.00073856
ENSG00000005100	DHX33	17p13.2	-2.269723671	0.000745617
ENSG00000079785	DDX1	2p24	-2.58931712	0.000753701
ENSG00000144468	RHBDD1	2q36.3	-2.004026612	0.000753941
ENSG00000152944	MED21	12p11.23	-2.920644302	0.000754091
ENSG00000154582	TCEB1	NA	-2.121902451	0.000761336
ENSG00000162851	TFB2M	1q44	-2.409566025	0.000764852
ENSG00000137547	MRPL15	8q11.2-q13	-3.374463931	0.000770112
ENSG00000164038	NHEDC2	4q24	-2.927261572	0.000771505
ENSG00000129255	MPDU1	17p13.1-p12	-2.031067707	0.000771524
ENSG00000196655	TRAPPC4	11q23.3	-2.269139021	0.000776644
ENSG00000198015	MRPL42	12q22	-2.659613612	0.000776761
ENSG00000152380	FAM151B	5q14.1	-2.626466773	0.000777521
ENSG00000114405	C3orf14	3p14.2	-3.177190659	0.000782818
ENSG00000151012	SLC7A11	4q28-q32	-7.161499356	0.000789836
ENSG00000161057	PSMC2	7q22.1-q22.3	-2.294937716	0.000790308
ENSG00000068784	SRBD1	2p21	-2.633917212	0.000793974
ENSG00000167970		NA	-3.365797389	0.000804213
ENSG00000147224	PRPS1	NA	-4.210592718	0.000806414
ENSG00000121766	ZCCHC17	1p35.2	-2.372557963	0.000808862
ENSG00000186446	ZNF501	3p21.31	-2.054862225	0.000809013
ENSG00000166164	BRD7	16q12	-2.283924563	0.000815486
ENSG00000101773	RBBP8	18q11.2	-2.948463497	0.000817568
ENSG00000173692	PSMD1	2q37.1	-2.925608385	0.000819107
ENSG00000162441	LZIC	1p36.22	-2.093356948	0.000819635
ENSG00000203778	C6orf225	6q21	-3.029539117	0.000832374
ENSG00000070669	ASNS	7q21.3	-3.089824722	0.000834237
ENSG00000136997	MYC	8q24.21	-2.823582269	0.000837129
ENSG00000012963	UBR7	14q32.12	-2.408010473	0.000838962
ENSG00000116649	SRM	1p36-p22	-2.706706266	0.000844643
ENSG00000169193	CCDC126	7p15.3	-2.387063039	0.000844698
ENSG00000121067	SPOP	17q21.33	-2.192464273	0.000848907
ENSG00000114126	TFDP2	3q23	-2.521344642	0.000868389
ENSG00000170876	TMEM43	3p25.1	-2.073881315	0.000868646
ENSG00000147400	CETN2	Xq28	-2.456978103	0.000873044
ENSG00000143179	UCK2	1q23	-2.006674568	0.000875811
ENSG00000119285	HEATR1	1q43	-2.767452075	0.000881374
ENSG00000185728	YTHDF3	8q12.3	-2.420413159	0.00088158
ENSG00000091127	PUS7	7q22.2	-2.625465673	0.000885548
ENSG00000156467	UQCRB	NA	-2.433919861	0.000888004
ENSG00000134198	TSPAN2	1p13.2	-2.397850423	0.000891045
ENSG00000085832	EPS15	1p32	-2.282877322	0.000907286
ENSG00000111667	USP5	12p13	-2.454490076	0.000915356
ENSG00000162408	NOL9	1p36.31	-2.490761124	0.000918384
ENSG00000129691	ASH2L	8p11.2	-2.381212985	0.000932553
ENSG00000113575	PPP2CA	5q31.1	-2.249818054	0.000934964
ENSG00000180008	SOCS4	14q22.3	-2.46513217	0.000936258
ENSG00000136897	MRPL50	9q31.1	-2.063862227	0.000938202
ENSG00000116898	MRPS15	1p35-p34.1	-2.302657757	0.00094318
ENSG00000163636	PSMD6	3p14.1	-2.135134076	0.000945101
ENSG00000163607	GTPBP8	3q13.2	-2.565126545	0.000948503
ENSG00000108587	GOSR1	17q11	-2.154156899	0.000952103
ENSG00000174780	SRP72	4q11	-2.216658718	0.000953994
ENSG00000169981	ZNF35	3p22-p21	-2.850559272	0.000961191
ENSG00000166451	CENPN	16q23.2	-4.368713004	0.000961585
ENSG00000137760	ALKBH8	11q22.3	-2.585314871	0.000966848
ENSG00000146223	RPL7L1	NA	-2.408825691	0.000972796
ENSG00000180694	TMEM64	8q21.3	-2.668692968	0.000973299
ENSG00000180628	PCGF5	10q23.32	-2.167900185	0.000984151
ENSG00000198373	WWP2	16q22.1	-2.168088027	0.00098699
ENSG00000183671	GPR1	2q33.3	-4.146636737	0.000989472
ENSG00000069849	ATP1B3	3q23	-2.490004472	0.000990453
ENSG00000151881	C5orf28	5p12	-2.772588158	0.000995924
ENSG00000124380	SNRNP27	2p14	-2.611592856	0.000998998
