FeatureNumber	ProbeUID	AgilentProbeID	GeneSymbol	SystematicName	Description	logFoldChange	AverageExpression	t.statistic	p.value	adjusted.p.value
36755	33652	A_23_P144005	C3orf32	NM_015931	Homo sapiens chromosome 3 open reading frame 32 (C3orf32), mRNA [NM_015931]	0.418390098	8.137383913	4.640899227	0.000148287	0.006099357
32253	29480	A_32_P229365	DB379047	DB379047	DB379047 PLACE1 Homo sapiens cDNA clone PLACE1009676 3, mRNA sequence [DB379047]	0.878895759	8.487641535	4.641784507	0.000147979	0.006099357
19883	18187	A_24_P608330	AK095242	AK095242	Homo sapiens cDNA FLJ37923 fis, clone CTONG1000283, weakly similar to BETA-CATENIN. [AK095242]	0.315552708	9.865449057	4.638411861	0.000149158	0.006107376
159	128	A_23_P110699	ZNF300	NM_052860	Homo sapiens zinc finger protein 300 (ZNF300), mRNA [NM_052860]	0.295765776	7.719250143	4.633371523	0.000150939	0.006124773
41940	38323	A_24_P920693	CROP	NM_006107	Homo sapiens cisplatin resistance-associated overexpressed protein (CROP), transcript variant 2, mRNA [NM_006107]	0.468860732	10.58786327	4.633586798	0.000150862	0.006124773
13794	12647	A_24_P341089	FLJ40330	BC031698	Homo sapiens, clone IMAGE:5167446, mRNA. [BC031698]	0.57009637	11.39765446	4.633795686	0.000150788	0.006124773
8318	7590	A_32_P62211	BX538057	BX538057	Homo sapiens mRNA; cDNA DKFZp686J1595 (from clone DKFZp686J1595) [BX538057]	0.325468305	8.167469819	4.632092907	0.000151394	0.006134057
42483	38851	A_24_P204334	A_24_P204334	A_24_P204334	Unknown	0.763060994	13.88627978	4.618475231	0.000156328	0.006240671
33304	30470	A_32_P220523	THC2439328	THC2439328	Unknown	0.592476137	10.38646098	4.615581364	0.000157397	0.006246554
24757	22592	A_24_P338603	SKI	NM_003036	Homo sapiens v-ski sarcoma viral oncogene homolog (avian) (SKI), mRNA [NM_003036]	0.91702118	10.05187965	4.617125201	0.000156825	0.006246554
35911	32900	A_23_P402751	BC000228	BC000228	Homo sapiens, Similar to transducin-like enhancer of split 1, homolog of Drosophila E(sp1), clone IMAGE:3353308, mRNA. [BC000228]	0.664048961	14.26564214	4.613341658	0.000158229	0.006252133
44097	40303	A_23_P337726	AK131288	AK131288	Homo sapiens cDNA FLJ16241 fis, clone HCASM2008536, weakly  similar to DNA-REPAIR PROTEIN XRCC1. [AK131288]	0.698134566	14.68662946	4.612273329	0.000158628	0.006258762
11574	10598	A_23_P305335	BC017770	BC017770	Homo sapiens cDNA clone IMAGE:4687764, complete cds. [BC017770]	0.234577231	7.79071501	4.610621998	0.000159246	0.006270258
32385	29724	A_32_P199824	THC2317149	THC2317149	C40201 artifact-warning sequence (translated ALU class C) - human {Homo sapiens;} , partial (11%) [THC2317149]	2.33462752	11.32034064	4.605985644	0.000160995	0.006270258
34898	31981	A_32_P99275	YTHDF2	NM_016258	Homo sapiens YTH domain family, member 2 (YTHDF2), mRNA [NM_016258]	0.320539289	12.78021591	4.600736669	0.000162998	0.006291831
32303	29573	A_23_P129188	CALML4	NM_033429	Homo sapiens calmodulin-like 4 (CALML4), transcript variant 1, mRNA [NM_033429]	0.360290968	9.194813813	4.600263685	0.00016318	0.006291831
43083	39458	A_32_P177522	AK128048	AK128048	Homo sapiens cDNA FLJ46168 fis, clone TESTI4003279. [AK128048]	0.622125353	10.06903392	4.600363265	0.000163142	0.006291831
2691	2304	A_23_P425880	TRIO	NM_007118	Homo sapiens triple functional domain (PTPRF interacting) (TRIO), mRNA [NM_007118]	0.378684992	10.5019062	4.598496223	0.000163861	0.006300164
3726	3301	A_32_P42719	U12206	U12206	Human clone pL713 hypothetical protein mRNA, partial cds. [U12206]	0.39983698	7.974930186	4.595702086	0.000164943	0.006332795
27722	25383	A_23_P43597	KIF24	AK001795	Homo sapiens cDNA FLJ10933 fis, clone OVARC1000605. [AK001795]	0.413646215	7.728347698	4.588236148	0.000167871	0.006381918
23228	21186	A_32_P19365	DB318210	DB318210	DB318210 HCASM2 Homo sapiens cDNA clone HCASM2003134 3, mRNA sequence [DB318210]	0.385597905	6.616237943	4.583158305	0.000169892	0.006410333
17482	15956	A_32_P36412	A_32_P36412	A_32_P36412	Unknown	0.516558778	7.685247008	4.583956031	0.000169573	0.006410333
34396	31528	A_24_P625382	CSDA	NM_003651	Homo sapiens cold shock domain protein A (CSDA), mRNA [NM_003651]	0.396725842	10.46823945	4.578376704	0.000171817	0.006451809
30589	27974	A_23_P27381	TSHZ1	NM_005786	Homo sapiens teashirt family zinc finger 1 (TSHZ1), mRNA [NM_005786]	0.255230401	9.183969061	4.574035134	0.000173585	0.006472288
28269	25921	A_23_P163059	C14orf135	NM_022495	Homo sapiens chromosome 14 open reading frame 135 (C14orf135), mRNA [NM_022495]	0.237427582	10.04559658	4.569770758	0.000175338	0.006490734
1332	1070	A_23_P392457	LRP6	NM_002336	Homo sapiens low density lipoprotein receptor-related protein 6 (LRP6), mRNA [NM_002336]	0.241251527	8.023156697	4.568250099	0.000175968	0.006490734
36277	33258	A_32_P224449	THC2375353	THC2375353	Unknown	0.381926848	12.81106334	4.569047516	0.000175638	0.006490734
4306	3915	A_32_P181107	A_32_P181107	A_32_P181107	Unknown	0.444018736	10.07167804	4.568882498	0.000175706	0.006490734
33804	30911	A_32_P16848	THC2270072	THC2270072	OREX_HUMAN (O43612) Orexin precursor (Hypocretin) (Hcrt) [Contains: Orexin-A (Hypocretin-1) (Hcrt1); Orexin-B (Hypocretin-2) (Hcrt2)], partial (14%) [THC2270072]	0.359697297	8.04222713	4.565593257	0.000177074	0.006492926
14720	13405	A_24_P194886	EHBP1	NM_015252	Homo sapiens EH domain binding protein 1 (EHBP1), mRNA [NM_015252]	0.395501835	8.763905336	4.56515137	0.000177258	0.006492926
12655	11641	A_24_P148263	A_24_P148263	A_24_P148263	Unknown	0.382759594	7.560495589	4.562249066	0.000178475	0.006493631
9061	8335	A_32_P18822	BM054818	BM054818	BM054818 ie86e05.x1 Melton Normalized Human Islet 4 N4-HIS 1 Homo sapiens cDNA clone IMAGE:5673705 3, mRNA sequence [BM054818]	0.476498187	8.511744117	4.563246058	0.000178056	0.006493631
36610	33550	A_24_P713185	BF576096	BF576096	BF576096 602132409F1 NIH_MGC_81 Homo sapiens cDNA clone IMAGE:4271522 5, mRNA sequence [BF576096]	0.865228193	10.57932252	4.560077574	0.000179392	0.006512462
4562	4080	A_23_P119677	HNRPL	NM_001533	Homo sapiens heterogeneous nuclear ribonucleoprotein L (HNRPL), transcript variant 1, mRNA [NM_001533]	0.288024138	11.75818854	4.559021682	0.000179839	0.00651699
14860	13656	A_32_P227764	15E1.2	BC034962	Homo sapiens hypothetical protein LOC283459, mRNA (cDNA clone IMAGE:4822098). [BC034962]	0.507093338	8.529721629	4.557255434	0.000180589	0.006534174
36120	33123	A_32_P107994	THC2281591	THC2281591	ALU5_HUMAN (P39192) Alu subfamily SC sequence contamination warning entry, partial (6%) [THC2281591]	2.343369896	10.77079227	4.554602738	0.000181722	0.006541523
33486	30646	A_23_P327013	ENST00000297423	ENST00000297423	full-length cDNA clone CS0DK002YC19 of HeLa cells Cot 25-normalized of Homo sapiens (human). [CR614430]	0.274946309	11.09299669	4.552448778	0.000182648	0.006547508
36905	33775	A_32_P132959	DB451431	DB451431	DB451431 RIKEN full-length enriched human cDNA library, testis Homo sapiens cDNA clone H013053G02 5, mRNA sequence [DB451431]	0.541226054	7.290507363	4.552193177	0.000182758	0.006547508
16011	14665	A_23_P428468	ENST00000369577	ENST00000369577	Homo sapiens zinc finger protein 292, mRNA (cDNA clone IMAGE:4526801), partial cds. [BC063594]	0.37584114	9.672095637	4.541734379	0.000187322	0.006626718
6175	5670	A_32_P209778	AA151106	AA151106	zl48e07.s1 Soares_pregnant_uterus_NbHPU Homo sapiens cDNA clone IMAGE:505188 3, mRNA sequence [AA151106]	0.418120102	8.725099442	4.543107347	0.000186716	0.006626718
21228	19384	A_23_P92275	GPR156	NM_153002	Homo sapiens G protein-coupled receptor 156 (GPR156), mRNA [NM_153002]	0.452011603	8.781634182	4.543722725	0.000186445	0.006626718
40384	36869	A_32_P107797	A_32_P107797	A_32_P107797	Unknown	0.459710109	9.384249707	4.543138294	0.000186703	0.006626718
6070	5475	A_32_P69379	A_32_P69379	A_32_P69379	Unknown	0.799589349	7.941022905	4.542435833	0.000187012	0.006626718
12162	11046	A_23_P125420	ATP5I	NM_007100	Homo sapiens ATP synthase, H+ transporting, mitochondrial F0 complex, subunit E (ATP5I), nuclear gene encoding mitochondrial protein, mRNA [NM_007100]	0.288023104	14.05191858	4.540606578	0.000187821	0.006628994
17738	16272	A_23_P78554	FBXL12	NM_017703	Homo sapiens F-box and leucine-rich repeat protein 12 (FBXL12), mRNA [NM_017703]	0.30734163	10.80038301	4.526412969	0.000194216	0.006731182
37214	34031	A_24_P568190	LOC153561	NM_207331	Homo sapiens hypothetical protein LOC153561 (LOC153561), mRNA [NM_207331]	0.477267041	9.574834258	4.525960565	0.000194423	0.006731182
15781	14395	A_24_P42453	BC000845	BC000845	Homo sapiens cDNA clone IMAGE:3457769, partial cds. [BC000845]	0.568343479	15.42882703	4.523963716	0.000195341	0.006731182
22429	20501	A_24_P41079	LOC440295	NM_198181	Homo sapiens hypothetical protein LOC440295 (LOC440295), mRNA [NM_198181]	0.691722744	10.71817165	4.522685844	0.000195931	0.006731182
23826	21819	A_23_P371284	LCE2D	NM_178430	Homo sapiens late cornified envelope 2D (LCE2D), mRNA [NM_178430]	0.54704024	10.25714127	4.517756907	0.000198223	0.006775568
30262	27687	A_32_P101002	CA433167	CA433167	UI-H-CO0-ark-e-04-0-UI.s1 NCI_CGAP_Sub9 Homo sapiens cDNA clone UI-H-CO0-ark-e-04-0-UI 3, mRNA sequence [CA433167]	0.294608417	8.438523036	4.508642827	0.000202532	0.006782011
29745	27213	A_32_P20912	AK025669	AK025669	Homo sapiens cDNA: FLJ22016 fis, clone HEP07422. [AK025669]	0.336862494	10.64558794	4.506256254	0.000203676	0.006782011
24387	22378	A_24_P916228	A_24_P916228	A_24_P916228	Unknown	0.343307696	12.27096476	4.555894484	0.000202929	0.006782011
5097	4609	A_23_P103787	HIPK1	NM_198268	Homo sapiens homeodomain interacting protein kinase 1 (HIPK1), transcript variant 1, mRNA [NM_198268]	0.370914328	9.796373102	4.508349441	0.000202672	0.006782011
32336	29634	A_23_P154447	NOP5/NOP58	NM_015934	Homo sapiens nucleolar protein NOP5/NOP58 (NOP5/NOP58), mRNA [NM_015934]	0.43051267	13.38599984	4.505916602	0.000203839	0.006782011
31432	28753	A_23_P122532	C6orf47	NM_021184	Homo sapiens chromosome 6 open reading frame 47 (C6orf47), mRNA [NM_021184]	0.513147484	11.2336832	4.515842005	0.00019912	0.006782011
27060	24784	A_24_P145911	ENST00000342294	ENST00000342294	Homo sapiens htra2-beta-2 mRNA, complete cds. [U87836]	0.563960077	9.856707293	4.508938122	0.000202391	0.006782011
29027	26530	A_23_P45409	UPF3B	NM_080632	Homo sapiens UPF3 regulator of nonsense transcripts homolog B (yeast) (UPF3B), transcript variant 1, mRNA [NM_080632]	0.382613807	9.34304165	4.503817453	0.000204851	0.006804783
14418	13165	A_32_P136033	AK090477	AK090477	Homo sapiens mRNA for FLJ00399 protein. [AK090477]	0.34011556	10.74300349	4.49816661	0.000207602	0.006820914
11278	10371	A_23_P375566	STXBP4	NM_178509	Homo sapiens syntaxin binding protein 4 (STXBP4), mRNA [NM_178509]	0.383353783	8.102475967	4.498740084	0.000207321	0.006820914
33051	30317	A_32_P158524	THC2304851	THC2304851	HSA132583 puromycin sensitive aminopeptidase {Homo sapiens;} , partial (3%) [THC2304851]	0.528874474	7.677010056	4.498692353	0.000207344	0.006820914
16176	14807	A_24_P25040	A_24_P25040	A_24_P25040	Unknown	0.657807015	9.038212679	4.500992815	0.000206222	0.006820914
30049	27454	A_24_P366390	FLJ40113	NM_198079	Homo sapiens golgi autoantigen, golgin subfamily a-like (FLJ40113), mRNA [NM_198079]	0.625028183	11.16919977	4.49558097	0.000208873	0.006846071
1066	901	A_24_P606239	AK056073	AK056073	Homo sapiens cDNA FLJ31511 fis, clone NT2RI1000035. [AK056073]	0.448249799	9.350421178	4.48577699	0.000213763	0.006947545
8076	7295	A_32_P19193	THC2416695	THC2416695	Unknown	0.371203749	8.960563146	4.48415883	0.000214581	0.006950633
24128	22062	A_32_P28480	ENST00000314984	ENST00000314984	GB|AB065572.1|BAC05806.1 seven transmembrane helix receptor [Homo sapiens] [NP511180]	0.336677261	8.308957824	4.48353884	0.000214895	0.006951012
13242	12098	A_23_P18824	POLS	NM_006999	Homo sapiens polymerase (DNA directed) sigma (POLS), mRNA [NM_006999]	0.269002825	10.90918718	4.473513682	0.000220042	0.007083682
30257	27679	A_23_P384698	LOC442075	AK092352	Homo sapiens cDNA FLJ35033 fis, clone OCBBF2016590, weakly similar to CELL SURFACE ANTIGEN 114/A10 PRECURSOR. [AK092352]	0.425646242	8.32738323	4.472575172	0.00022053	0.007090974
29606	27119	A_24_P128741	THC2432288	THC2432288	Q15694 (Q15694) Protein immuno-reactive with anti-PTH polyclonal antibodies (Fragment), partial (59%) [THC2432288]	0.520393823	11.91695472	4.4714062	0.00022114	0.007102148
14635	13404	A_24_P281913	MLL	AF272382	Homo sapiens clone 1370-39 MLL protein mRNA, partial cds. [AF272382]	0.3866634	12.40845059	4.463028579	0.000225558	0.007192907
36304	33150	A_23_P100693	HELZ	NM_014877	Homo sapiens helicase with zinc finger (HELZ), mRNA [NM_014877]	0.269023199	10.07442368	4.451792113	0.000231623	0.007263883
28099	25767	A_23_P7752	SEMA6A	NM_020796	Homo sapiens sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A (SEMA6A), mRNA [NM_020796]	0.636004219	9.754306816	4.451082614	0.000232012	0.007263883
18646	17001	A_32_P44808	AK124941	AK124941	Homo sapiens cDNA FLJ42951 fis, clone BRSTN2007765. [AK124941]	0.313237421	9.506415703	4.449310726	0.000232985	0.007265065
23378	21311	A_32_P80198	BG654772	BG654772	ib44d01.x1 HR85 islet Homo sapiens cDNA 3 similar to SW:CD63_HUMAN P08962 CD63 ANTIGEN ;, mRNA sequence [BG654772]	0.737226979	8.765206492	4.448862556	0.000233232	0.007265065
35538	32533	A_24_P835763	CR601694	CR601694	full-length cDNA clone CS0DM011YL19 of Fetal liver of Homo sapiens (human). [CR601694]	0.276977134	11.23162469	4.446625939	0.000234467	0.007268898
7367	6774	A_24_P283814	HSPC152	NM_016404	Homo sapiens hypothetical protein HSPC152 (HSPC152), mRNA [NM_016404]	0.237738862	14.02181003	4.43985521	0.000238247	0.007300668
34513	31586	A_23_P9289	RFX3	NM_134428	Homo sapiens regulatory factor X, 3 (influences HLA class II expression) (RFX3), transcript variant 2, mRNA [NM_134428]	0.297043188	7.992094005	4.441061042	0.000237569	0.007300668
23370	21458	A_24_P649735	THC2281176	THC2281176	Q6PJX0 (Q6PJX0) MADP-1 protein (Fragment), partial (64%) [THC2281176]	0.343339332	8.98076684	4.438357526	0.000239091	0.007300668
26032	23829	A_32_P54616	KIAA1407	NM_020817	Homo sapiens KIAA1407 (KIAA1407), mRNA [NM_020817]	0.504017033	9.933308411	4.440005744	0.000238162	0.007300668
23794	21760	A_23_P406928	ENST00000361567	ENST00000361567	Homo sapiens NADH dehydrogenase subunit 5 (MTND5) mRNA, RNA 5, complete cds; mitochondrial gene for mitochondrial product. [AF339085]	0.828395659	11.66300581	4.438022468	0.000239281	0.007300668
42274	38629	A_32_P198282	THC2381045	THC2381045	ALU1_HUMAN (P39188) Alu subfamily J sequence contamination warning entry, partial (9%) [THC2381045]	0.357335414	8.281409012	4.435061382	0.00024096	0.007310747
26791	24443	A_32_P103776	THC2395355	THC2395355	T28605 EST48922 Human Spleen Homo sapiens cDNA 5 end similar to proto-oncogene junD (GB:X51346) (HT:1498), mRNA sequence [T28605]	0.402799749	10.46805387	4.434718312	0.000241155	0.007310747
24441	22323	A_32_P201976	BQ002790	BQ002790	UI-H-EI1-ayv-o-09-0-UI.s1 NCI_CGAP_EI1 Homo sapiens cDNA clone IMAGE:5844320 3, mRNA sequence [BQ002790]	0.945445641	7.429866819	4.434306737	0.00024139	0.007310747
44297	40339	A_24_P841677	CXorf23	NM_198279	Homo sapiens chromosome X open reading frame 23 (CXorf23), mRNA [NM_198279]	0.330790847	7.646457346	4.429866571	0.000243935	0.007323273
27100	24860	A_24_P592318	BC009749	BC009749	Homo sapiens cDNA clone IMAGE:3689276, partial cds. [BC009749]	0.539756301	7.922174914	4.429815234	0.000243965	0.007323273
18495	16878	A_32_P143980	AA464246	AA464246	AA464246 zx81a12.s1 Soares ovary tumor NbHOT Homo sapiens cDNA clone IMAGE:810142 3 similar to gb:X58536 HLA CLASS I HISTOCOMPATIBILITY ANTIGEN, CW-4 CW0401 ALPHA (HUMAN);, mRNA sequence [AA464246]	0.590797989	8.62961602	4.430679033	0.000243468	0.007323273
25364	23222	A_23_P90233	ZSCAN5	NM_024303	Homo sapiens zinc finger and SCAN domain containing 5 (ZSCAN5), mRNA [NM_024303]	0.317416195	8.520794296	4.420725492	0.000249261	0.007419207
29507	26935	A_24_P628618	THC2273741	THC2273741	Unknown	0.398790021	7.243553692	4.409909331	0.000255713	0.007541546
2012	1678	A_24_P918441	AK096056	AK096056	Homo sapiens cDNA FLJ38737 fis, clone KIDNE2011200. [AK096056]	0.347121225	8.955366097	4.405224665	0.00025856	0.007581297
31154	28553	A_32_P6972	THC2341837	THC2341837	Unknown	0.527297637	10.89392716	4.402111819	0.000260469	0.007624484
8563	7883	A_32_P37341	LOC158863	AL110203	Homo sapiens mRNA; cDNA DKFZp586J1922 (from clone DKFZp586J1922) [AL110203]	0.344297115	8.200323301	4.401476735	0.00026086	0.007627699
32474	29730	A_32_P153456	BQ000122	BQ000122	BQ000122 UI-H-DP0-avs-b-08-0-UI.s1 NCI_CGAP_Fs1 Homo sapiens cDNA clone IMAGE:5883559 3, mRNA sequence [BQ000122]	0.629347857	9.29951395	4.39949343	0.000262086	0.007649812
37909	34686	A_24_P188183	HSMPP8	NM_017520	Homo sapiens M-phase phosphoprotein, mpp8 (HSMPP8), mRNA [NM_017520]	0.508929638	10.19095691	4.394358239	0.000265286	0.007698971
44523	40575	A_24_P253293	NKX2-8	NM_014360	Homo sapiens NK2 transcription factor related, locus 8 (Drosophila) (NKX2-8), mRNA [NM_014360]	0.50919109	10.11567806	4.39282414	0.000266249	0.007718673
43715	39944	A_24_P321752	TTLL5	NM_015072	Homo sapiens tubulin tyrosine ligase-like family, member 5 (TTLL5), mRNA [NM_015072]	0.335676591	9.154792114	4.37551325	0.00027737	0.007932193
41182	37706	A_23_P258862	PDCD4	NM_145341	Homo sapiens programmed cell death 4 (neoplastic transformation inhibitor) (PDCD4), transcript variant 2, mRNA [NM_145341]	0.401045105	13.92378982	4.376594693	0.000276662	0.007932193
12364	11260	A_32_P48615	LOC645032	XM_928089	PREDICTED: Homo sapiens hypothetical protein LOC645032 (LOC645032), mRNA [XM_928089]	0.43288999	10.5174681	4.37292299	0.000279073	0.007954324
1789	1422	A_24_P103363	C5orf21	NM_032042	Homo sapiens chromosome 5 open reading frame 21 (C5orf21), mRNA [NM_032042]	0.464980902	8.183924942	4.370404068	0.00028074	0.007959981
41505	37986	A_23_P64560	FRAG1	NM_014489	Homo sapiens FGF receptor activating protein 1 (FRAG1), mRNA [NM_014489]	0.270717874	10.91928745	4.368323976	0.000282124	0.007967547
34653	31688	A_23_P326691	RBBP4	NM_005610	Homo sapiens retinoblastoma binding protein 4 (RBBP4), mRNA [NM_005610]	0.338505078	12.75939522	4.364144866	0.000284925	0.007992615
5556	4988	A_24_P410256	A_24_P410256	A_24_P410256	Unknown	0.750119193	11.97601259	4.364442663	0.000284725	0.007992615
34792	31789	A_32_P231143	THC2296760	THC2296760	Unknown	0.438902235	9.370299283	4.362709629	0.000285894	0.008005613
3023	2609	A_32_P172114	BE044472	BE044472	BE044472 ho46b03.x1 Soares_NFL_T_GBC_S1 Homo sapiens cDNA clone IMAGE:3040397 3, mRNA sequence [BE044472]	0.297445302	9.79708658	4.35753063	0.000289416	0.00806774
12925	11818	A_24_P482009	DB141416	DB141416	DB141416 THYMU3 Homo sapiens cDNA clone THYMU3014821 5, mRNA sequence [DB141416]	0.391309276	8.886272591	4.357260855	0.0002896	0.00806774
42438	38772	A_24_P928250	A_24_P928250	A_24_P928250	Unknown	0.902997432	10.81854247	4.35494319	0.000291192	0.008084225
21775	19921	A_24_P82200	MEIS2	NM_170676	Homo sapiens Meis1, myeloid ecotropic viral integration site 1 homolog 2 (mouse) (MEIS2), transcript variant d, mRNA [NM_170676]	0.378304781	8.138949249	4.351957881	0.000293254	0.00810291
26566	24339	A_32_P37971	BI256572	BI256572	602976939F1 NIH_MGC_12 Homo sapiens cDNA clone IMAGE:5116233 5, mRNA sequence [BI256572]	0.38573232	10.1903232	4.347575793	0.000296309	0.008152502
11687	10650	A_32_P176200	A_32_P176200	A_32_P176200	Unknown	0.406970841	7.228361345	4.346394123	0.000297138	0.008160302
43365	39645	A_32_P67355	A_32_P67355	A_32_P67355	Unknown	0.225616001	7.317690189	4.345423207	0.000297821	0.00817078
3503	3037	A_32_P164238	BE709763	BE709763	BE709763 IL3-HT0618-290600-128-C08 HT0618 Homo sapiens cDNA, mRNA sequence [BE709763]	0.417031262	7.758158601	4.344813689	0.00029825	0.008174291
25833	23620	A_24_P315500	AK094323	AK094323	Homo sapiens cDNA FLJ37004 fis, clone BRACE2009044. [AK094323]	0.520430202	9.87285483	4.341276959	0.000300755	0.008226304
27935	25621	A_24_P636834	A_24_P636834	A_24_P636834	Unknown	0.516774437	8.722824053	4.340601204	0.000301236	0.008231154
19961	18319	A_23_P46333	MTF2	NM_007358	Homo sapiens metal response element binding transcription factor 2 (MTF2), mRNA [NM_007358]	0.331873599	9.830408157	4.33999192	0.00030167	0.00823472
39075	35737	A_32_P51518	AK098220	AK098220	Homo sapiens cDNA FLJ40901 fis, clone UTERU2003704. [AK098220]	0.328384396	12.4045618	4.339084466	0.000302318	0.008244108
42488	38861	A_24_P49517	ENST00000292562	ENST00000292562	Homo sapiens cDNA FLJ14380 fis, clone HEMBA1001819, moderately similar to ZINC FINGER PROTEIN 184. [AK027286]	0.342564017	9.451243464	4.333896566	0.00030605	0.008257308
27478	25086	A_32_P4505	THC2266906	THC2266906	AF187305 calmodulin {Myxine glutinosa;} , partial (30%) [THC2266906]	0.383700879	7.407061763	4.327469969	0.000310737	0.008284084
31747	29021	A_24_P100605	C20orf74	NM_020343	Homo sapiens chromosome 20 open reading frame 74 (C20orf74), mRNA [NM_020343]	0.40785844	9.171554504	4.326950294	0.000311119	0.008284084
15255	13905	A_32_P59811	ENST00000320054	ENST00000320054	PR18_HUMAN (Q99633) Pre-mRNA splicing factor 18 (PRP18 homolog) (hPRP18), partial (31%) [THC2430346]	0.555122358	7.521046909	4.329180755	0.000309482	0.008284084
4089	3666	A_24_P76313	FAM43B	NM_207334	Homo sapiens family with sequence similarity 43, member B (FAM43B), mRNA [NM_207334]	0.789890504	9.217716572	4.328485039	0.000309992	0.008284084
13572	12393	A_23_P119448	SAPS1	NM_014931	Homo sapiens SAPS domain family, member 1 (SAPS1), mRNA [NM_014931]	2.247060169	10.34298385	4.3276191	0.000310627	0.008284084
19167	17495	A_23_P45059	DOCK1	NM_001380	Homo sapiens dedicator of cytokinesis 1 (DOCK1), mRNA [NM_001380]	0.266903119	10.81152785	4.32445553	0.00031296	0.008303561
37303	34192	A_23_P55091	FTSJ3	NM_017647	Homo sapiens FtsJ homolog 3 (E. coli) (FTSJ3), mRNA [NM_017647]	0.358209443	12.08347659	4.318916005	0.000317087	0.008360125
14318	13138	A_32_P37247	LOC642826	AK096908	Homo sapiens cDNA FLJ39589 fis, clone SKMUS2008607. [AK096908]	0.477827288	11.2842999	4.318303765	0.000317547	0.008360125
13219	12053	A_23_P301247	HIST2H2AC	NM_003517	Homo sapiens histone 2, H2ac (HIST2H2AC), mRNA [NM_003517]	0.581332232	9.365981534	4.313206499	0.000321398	0.008427789
2199	1865	A_24_P927377	AA747799	AA747799	AA747799 nx86a06.s1 NCI_CGAP_GCB1 Homo sapiens cDNA clone IMAGE:1269106 3 similar to contains element MER32 repetitive element ;, mRNA sequence [AA747799]	0.255186498	6.978924836	4.310116881	0.000323756	0.008446313
2058	1756	A_23_P210323	CEP68	AB011154	Homo sapiens mRNA for KIAA0582 protein, partial cds. [AB011154]	0.319507465	9.877727768	4.310303683	0.000323613	0.008446313
7083	6411	A_23_P131020	GATAD2A	NM_017660	Homo sapiens GATA zinc finger domain containing 2A (GATAD2A), mRNA [NM_017660]	0.337932623	10.88893678	4.304764889	0.00032788	0.008512949
4424	3978	A_23_P14389	ACIN1	NM_014977	Homo sapiens apoptotic chromatin condensation inducer 1 (ACIN1), mRNA [NM_014977]	0.670689819	10.6837217	4.303938422	0.000328522	0.008513527
43855	40047	A_32_P185530	THC2316492	THC2316492	Unknown	0.274371743	7.931512511	4.302984648	0.000329264	0.008516242
8326	7605	A_32_P167883	THC2344420	THC2344420	ALU7_HUMAN (P39194) Alu subfamily SQ sequence contamination warning entry, partial (21%) [THC2344420]	0.438832153	10.25846022	4.303058324	0.000329206	0.008516242
25082	22868	A_32_P104617	AK055960	AK055960	Homo sapiens cDNA FLJ31398 fis, clone NT2NE1000175. [AK055960]	0.248097703	9.517778629	4.292424035	0.000337593	0.008690203
43937	40184	A_24_P595877	SFRS12	AB209694	Homo sapiens mRNA for splicing factor, arginine/serine-rich 12 variant protein. [AB209694]	0.283110763	7.626887557	4.287860677	0.000341257	0.008746198
29186	26665	A_32_P204565	A_32_P204565	A_32_P204565	Unknown	0.371174061	8.954543432	4.286590441	0.000342284	0.008761038
28365	25942	A_24_P792130	THC2275025	THC2275025	O95714 (O95714) HERC2 protein, partial (5%) [THC2275025]	0.444046703	8.720345329	4.284476679	0.000343999	0.008780084
20213	18460	A_23_P63219	POGZ	NM_015100	Homo sapiens pogo transposable element with ZNF domain (POGZ), transcript variant 1, mRNA [NM_015100]	0.483850293	12.70999356	4.280722383	0.000347068	0.00884176
15883	14584	A_23_P82461	THC2253738	THC2253738	I46880 T-cell receptor beta chain - rabbit (fragment) {Oryctolagus cuniculus;} , partial (9%) [THC2253738]	0.264429599	7.014996822	4.274068336	0.000352575	0.008907917
2241	1937	A_24_P392661	A_24_P392661	A_24_P392661	Unknown	0.333806945	14.50741856	4.275902014	0.000351049	0.008907917
14254	13024	A_32_P196287	THC2316688	THC2316688	MUSHOX222 homeobox mh22b-related protein {Mus musculus;} , partial (14%) [THC2316688]	0.357931591	9.771338055	4.275059421	0.000351749	0.008907917
28637	26284	A_24_P524262	LOC642711	XM_931285	PREDICTED: Homo sapiens similar to junction-mediating and regulatory protein, transcript variant 5 (LOC642711), mRNA [XM_931285]	0.37239738	9.430742326	4.275171595	0.000351656	0.008907917
26584	24373	A_23_P210131	ENST00000289105	ENST00000289105	PREDICTED: Homo sapiens similar to ankyrin repeat domain 36 (LOC400987), mRNA [XM_376101]	0.502904577	9.829874794	4.274011005	0.000352623	0.008907917
25384	23259	A_32_P205006	AI613259	AI613259	AI613259 ty35c04.x1 NCI_CGAP_Ut2 Homo sapiens cDNA clone IMAGE:2281062 3 similar to gb:X69391 60S RIBOSOMAL PROTEIN L6 (HUMAN);, mRNA sequence [AI613259]	0.500026188	8.194921682	4.270301915	0.000355731	0.00896971
9598	8854	A_32_P40611	BC051368	BC051368	Homo sapiens cDNA clone IMAGE:3956684,  WARNING: chimeric clone . [BC051368]	0.302878939	7.655577512	4.269416354	0.000356477	0.008975428
