Gene ID	Gene Name	Score(d)	Numerator(r)	Denominator(s+s0)	Fold Change	q-value(%)
XM_616891	Bos taurus similar to Homo sapiens coiled-coil domain containing 64 (CCDC64)	4.906322693	176.3620848	35.94587961	2.653256089	0.305172829
NM_001038187	Bos taurus similar to Homo sapiens interleukin enhancer binding factor 2, 45kDa (ILF2)	4.901465399	1688.069103	344.4009017	1.37214134	0.305172829
CB170072	Bos taurus similar to Homo sapiens mitofusin 2 (MFN2), nuclear gene encoding mitochondrial protein	4.898464638	12557.11108	2563.47897	1.4608709	0.305172829
XM_584709	Bos taurus similar to Homo sapiens family with sequence similarity 120A (FAM120A)	4.895531588	8459.795017	1728.064637	2.135698458	0.305172829
AW483622	Bos taurus similar to Homo sapiens GRB2-associated binding protein 2 (GAB2), transcript variant 2	4.891948141	10475.02931	2141.279713	1.922136844	0.305172829
XM_867324	Bos taurus similar to Homo sapiens aquaporin 7 (AQP7)	4.881561331	2565.960881	525.643479	2.452312591	0.305172829
NM_001024518	Bos taurus GPI7 protein (GPI7)	4.880362046	8.49598968	1.740852338	1.909939406	0.305172829
XM_581517	Bos taurus similar to Homo sapiens glycogenin 2 (GYG2)	4.879390071	70.87419757	14.52521658	2.009142927	0.305172829
AU232588	Unidentified transcripts on BTA4 position 51600591-51601933	4.877465312	451.8952799	92.64961429	3.203959161	0.305172829
CB441198	Bos taurus similar to Homo sapiens sodium channel, voltage-gated, type III, beta (SCN3B), transcript variant 1	4.861775898	46.45945536	9.556066823	3.449291519	0.305172829
BE721529	Bos taurus similar to Homo sapiens diaphanous homolog 1 (Drosophila) (DIAPH1)	4.859965026	103907.0765	21380.21076	2.548989929	0.305172829
XM_592158	Bos taurus similar to Homo sapiens chromosome 10 open reading frame 38 (C10orf38)	4.858374192	1153.590327	237.4436964	2.741288537	0.305172829
XM_592651	PREDICTED: Bos taurus similar to kelch-like 15 (LOC540246)	4.85819662	66.85822027	13.76194203	1.742497354	0.305172829
XM_864826	Bos taurus similar to Homo sapiens exocyst complex component 6 (EXOC6), transcript variant 1	4.852290883	1489.821202	307.0346023	1.989972198	0.305172829
XM_869134	PREDICTED: Bos taurus similar to stearoyl-CoA desaturase 4 (LOC616975)	4.85004982	150.234872	30.97594408	5.936674293	0.305172829
XM_871668	PREDICTED: Bos taurus similar to HECT, UBA and WWE domain containing 1, transcript variant 4 (LOC511826)	4.84842443	2052.548482	423.3433997	1.243113926	0.305172829
AW655270	Bos taurus similar to Homo sapiens RUN domain containing 1 (RUNDC1)	4.840569264	350.7370366	72.45780764	1.648781458	0.305172829
NM_174692	Bos taurus family with sequence similarity 13, member A1 (FAM13A1)	4.838444601	210.5408926	43.51416828	3.421794949	0.305172829
XM_610020	Bos taurus similar to Homo sapiens CDKN1A interacting zinc finger protein 1 (CIZ1)	4.837512612	1740.940496	359.883402	1.884208843	0.305172829
BE754154	Unidentified transcripts	4.830943614	119.4480354	24.72561159	2.076085159	0.305172829
NM_001034696	Bos taurus similar to Homo sapiens hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7 (HSD3B7)	4.829585279	728.6871954	150.8798693	3.036181044	0.305172829
BM285887	Unidentified transcripts	4.825377424	5.925946494	1.228079376	1.748312222	0.305172829
XM_868771	Bos taurus similar to Homo sapiens hypothetical protein FLJ13305 (FLJ13305)	4.82501257	760.4448666	157.6047431	2.501585636	0.305172829
NM_001037245	Bos taurus similar to Homo sapiens K562 cell-derived leucine-zipper-like protein 1 (KLP1)	4.819467353	2751.199631	570.8513886	2.07143167	0.305172829
XM_874214	PREDICTED: Bos taurus similar to FERM domain containing protein 6, transcript variant 4 (LOC530910)	4.817510854	26.12523008	5.42297275	2.209173546	0.305172829
NM_001034293	Bos taurus similar to Homo sapiens procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha polypeptide II (P4HA2), transcript variant 1	4.812332849	2374.546198	493.4293351	1.806042129	0.305172829
CB537789	Unidentified transcripts	4.811879518	1063.827331	221.0835343	4.069590227	0.305172829
XM_590245	Bos taurus similar to Homo sapiens fibronectin leucine rich transmembrane protein 2 (FLRT2)	4.811647115	96.60412316	20.07714216	2.290132507	0.305172829
XM_586767	Bos taurus similar to Homo sapiens melanoma associated antigen (mutated) 1-like 1 (MUM1L1)	4.803907662	31.81522292	6.622779862	2.283907607	0.305172829
XM_870185	Bos taurus similar to Homo sapiens actin related protein 2/3 complex, subunit 1A, 41kDa (ARPC1A)	4.797496615	1275.28935	265.8239186	2.189065198	0.305172829
XM_607022	PREDICTED: Bos taurus similar to Contactin 2 precursor (Axonin-1) (Axonal glycoprotein TAG-1) (Transient axonal glycoprotein 1) (TAX-1) (LOC528595)	4.789505005	5.597324072	1.168664416	1.788000697	0.305172829
CB168072	Unidentified transcripts on BTA7 position 1164406-1165207	4.789450255	880.6485065	183.8725656	1.6487417	0.305172829
XM_866893	Bos taurus similar to Homo sapiens FERM domain containing 5 (FRMD5), transcript variant 2	4.786787548	1193.11352	249.2514047	10.22556533	0.305172829
NM_174003	Bos taurus calpastatin (CAST), transcript variant 2	4.784379268	4961.598091	1037.041132	1.747428022	0.305172829
BE588883	Bos taurus similar to Homo sapiens protein tyrosine phosphatase, receptor type, T (PTPRT), transcript variant 2	4.782924937	50.19529953	10.49468687	4.51801824	0.305172829
hmm10055	Bos taurus similar to Homo sapiens tripartite motif-containing 9 (TRIM9), transcript variant 2	4.775878869	26.59981617	5.569617006	3.482442041	0.305172829
XM_581561	Bos taurus similar to Homo sapiens olfactory receptor, family 1, subfamily L, member 3 (OR1L3)	4.775596123	10.53691406	2.20640812	2.234535837	0.305172829
XM_587531	Bos taurus similar to Homo sapiens solute carrier family 25, member 36 (SLC25A36)	4.773746018	329.0163629	68.92205024	2.194894376	0.305172829
XM_593270	Bos taurus similar to Homo sapiens coiled-coil domain containing 85B (CCDC85B)	4.772325629	2305.181312	483.0310191	1.840879472	0.305172829
XM_603865	PREDICTED: Bos taurus similar to Histone H2B F (H2B 291A) (LOC525512)	4.756276865	4.393992187	0.923830196	1.570351439	0.305172829
NM_001034760	Bos taurus similar to Homo sapiens arginine vasopressin-induced 1 (AVPI1)	4.75432979	11818.90832	2485.925218	2.331231094	0.305172829
NM_173885	Bos taurus activated p21cdc42Hs kinase (ACK1)	4.751271702	8.801134081	1.852374403	2.151686906	0.305172829
BF776504	Bos taurus similar to Homo sapiens lipoma HMGIC fusion partner-like 4 (LHFPL4)	4.746379344	38.35528039	8.080955527	3.397635438	0.305172829
CB223826	Bos taurus similar to Homo sapiens interleukin 28 receptor, alpha (interferon, lambda receptor) (IL28RA), transcript variant 1	4.743100091	233.8704967	49.30751876	2.2156613	0.305172829
NM_001034595	Bos taurus similar to Homo sapiens chaperonin containing TCP1, subunit 5 (epsilon) (CCT5)	4.730739467	1471.976257	311.1514104	1.655166665	0.305172829
EE944066	Unidentified transcripts	4.725371112	6.884038418	1.456824925	2.059102239	0.305172829
XM_615264	PREDICTED: Bos taurus similar to Cytochrome c oxidase polypeptide VIc-2 (LOC535235)	4.723040129	2289.082582	484.6629543	1.93832639	0.305172829
XM_583069	Bos taurus similar to Homo sapiens hypothetical protein FLJ12118 (FLJ12118)	4.720387119	4487.199851	950.5999694	1.345919884	0.305172829
XM_592100	Bos taurus similar to Homo sapiens adhesion molecule with Ig-like domain 2 (AMIGO2)	4.709557849	3256.445627	691.45464	5.090121092	0.305172829
XM_599042	Bos taurus similar to Homo sapiens similar to protein phosphatase 1, regulatory (inhibitor) subunit 12B isoform b; myosin phosphatase regulatory subunit; myosin phosphatase, target subunit 2 (LOC159184)	4.702713681	51.1782483	10.88270555	3.294486039	0.305172829
XM_609498	Bos taurus similar to Homo sapiens spectrin, beta, non-erythrocytic 5 (SPTBN5)	4.698530622	62.17358786	13.23255989	3.546216067	0.305172829
EE902203	Unidentified transcripts	4.693178066	8.862020577	1.888277081	1.884904095	0.305172829
XM_873741	Bos taurus similar to Homo sapiens interleukin enhancer binding factor 3, 90kDa (ILF3), transcript variant 2	4.688959577	229.9877574	49.04878226	2.399916468	0.305172829
XM_595904	PREDICTED: Bos taurus similar to N-ethylmaleimide sensitive fusion protein attachment protein beta (LOC517728)	4.68893108	10.04133777	2.141498265	1.996677204	0.305172829
XM_865387	Bos taurus similar to Homo sapiens tripartite motif-containing 41 (TRIM41), transcript variant 1	4.685939514	3552.120377	758.0380341	1.601978017	0.305172829
XM_589534	Bos taurus similar to Homo sapiens abhydrolase domain containing 3 (ABHD3)	4.684062192	271.2917286	57.9180458	3.367270758	0.305172829
NM_174686	Bos taurus potassium channel, subfamily K, member 2 (KCNK2)	4.681157187	132.1343514	28.22685634	4.699485309	0.305172829
NM_001034600	Bos taurus similar to Homo sapiens 3-hydroxybutyrate dehydrogenase, type 1 (BDH1), nuclear gene encoding mitochondrial protein, transcript variant 1	4.677137907	9056.3477	1936.301191	3.999400128	0.305172829
AW481380	Bos taurus similar to Homo sapiens chromodomain protein, Y-like 2 (CDYL2)	4.675052141	297.883411	63.71766603	2.724701342	0.305172829
XM_865336	Bos taurus similar to Homo sapiens WD repeat domain 62 (WDR62)	4.673557524	1223.516502	261.7955372	3.55914607	0.305172829
XM_598414	PREDICTED: Bos taurus similar to Tyrosine-protein phosphatase, non-receptor type 21 (Protein-tyrosine phosphatase D1) (LOC520178), partial mRNA.	4.658863386	7915.956365	1699.117512	1.375866661	0.305172829
XM_592513	Bos taurus similar to Homo sapiens cell division cycle associated 7-like (CDCA7L)	4.656637013	8407.063233	1805.393723	1.792819451	0.305172829
XM_583603	Bos taurus similar to Homo sapiens relaxin/insulin-like family peptide receptor 2 (RXFP2)	4.650941929	476.2626323	102.4013285	2.351484657	0.437014867
BF074284	Unidentified transcripts on BTA10 position 27141957-27141274	4.643511601	665.7889705	143.3804904	1.993203833	0.437014867
CB538551	Unidentified transcripts on BTA16 position 51799535-51799051	4.643066993	788.0628509	169.7289426	3.453597326	0.437014867
XM_591348	Bos taurus similar to Homo sapiens olfactory receptor, family 2, subfamily D, member 3 (OR2D3)	4.635510615	12.470991	2.690316567	2.632592385	0.437014867
XM_867214	Bos taurus similar to Homo sapiens BAI1-associated protein 2-like 1 (BAIAP2L1)	4.628134759	25.49646587	5.509015444	3.152343895	0.437014867
XM_610469	Bos taurus similar to Homo sapiens SEC31-like 1 (S. cerevisiae) (SEC31L1), transcript variant 1	4.627287297	1068.891831	230.9975073	2.011750566	0.437014867
BM483061	Bos taurus similar to Homo sapiens ribosomal protein S6 kinase, 90kDa, polypeptide 2 (RPS6KA2), transcript variant 2	4.622023372	5963.49665	1290.23507	1.687945223	0.437014867
BE722947	Bos taurus similar to Homo sapiens WAS protein family, member 3 (WASF3)	4.615898586	754.2830583	163.4097986	1.448472436	0.437014867
XM_614758	PREDICTED: Bos taurus hypothetical LOC534844 (LOC534844)	4.608777362	10.80587452	2.344629318	1.995796968	0.437014867
XM_869699	Bos taurus similar to Homo sapiens tumor necrosis factor receptor superfamily, member 12A (TNFRSF12A)	4.601671597	5515.336999	1198.550762	4.220656568	0.437014867
XM_584902	Bos taurus similar to Homo sapiens cholinergic receptor, nicotinic, alpha 6 (CHRNA6)	4.601404533	10.39747184	2.259630024	2.199768655	0.437014867
NM_001034441	Bos taurus similar to Homo sapiens proteasome (prosome, macropain) 26S subunit, non-ATPase, 9 (PSMD9)	4.590022063	170.7243198	37.19466213	1.406837433	0.437014867
XM_612461	Bos taurus similar to Homo sapiens ATP-binding cassette, sub-family C (CFTR/MRP), member 3 (ABCC3)	4.582027102	586.340628	127.9653339	3.033731072	0.437014867
XM_587873	Bos taurus similar to Homo sapiens vesicle amine transport protein 1 homolog (T californica) (VAT1)	4.581321964	5677.187355	1239.202876	1.84210568	0.437014867
XM_599625	Bos taurus similar to Homo sapiens frizzled homolog 9 (Drosophila) (FZD9)	4.580162285	1816.045924	396.5025279	3.028018213	0.437014867
XM_613698	Bos taurus similar to Homo sapiens transforming growth factor, beta 2 (TGFB2)	4.574097224	244.2852624	53.40622431	1.593368513	0.437014867
XM_614683	Bos taurus similar to Homo sapiens cadherin 3, type 1, P-cadherin (placental) (CDH3)	4.570031073	20.43518664	4.471564047	1.812384953	0.437014867
XM_869863	PREDICTED: Bos taurus similar to glycoprotein hormone alpha 2 (LOC617578)	4.564807206	19.17725227	4.201108919	2.785036679	0.437014867
NM_001034585	Bos taurus similar to Homo sapiens actin, alpha, cardiac muscle (ACTC)	4.563398098	27759.56318	6083.090404	3.261915586	0.437014867
XM_591149	Bos taurus similar to Homo sapiens TEA domain family member 3 (TEAD3)	4.556212205	1166.619039	256.0501984	1.608781446	0.437014867
NM_001034346	Bos taurus similar to Homo sapiens WW domain binding protein 1 (WBP1)	4.551453398	3170.785733	696.6534545	1.586329937	0.437014867
XM_863979	PREDICTED: Bos taurus similar to zinc finger protein 533 (LOC613328)	4.549549037	1152.200071	253.2558857	3.016921569	0.437014867
NM_001038033	Bos taurus similar to Homo sapiens selectin ligand interactor cytoplasmic-1 (SLIC1)	4.537490057	6.938285613	1.529102108	1.828879789	0.437014867
CB225249	Bos taurus similar to Homo sapiens sarcolemma associated protein (SLMAP)	4.533297992	4614.013465	1017.805022	1.958557745	0.437014867
BF654260	Bos taurus similar to Homo sapiens SH3 domain protein D19 (SH3D19)	4.529463371	1088.444951	240.3032902	2.047993052	0.437014867
XM_597964	Bos taurus similar to Homo sapiens lysophosphatidic acid acyltransferase theta (LPAAT-THETA)	4.527026727	3437.962429	759.4305571	3.136358844	0.437014867
CB438825	Unidentified transcripts on BTA15 position 19031741-19031334	4.512718308	1360.526817	301.4872022	4.826510463	0.437014867
XM_593335	Bos taurus similar to PREDICTED: Homo sapiens myb-like, SWIRM and MPN domains 1 (MYSM1)	4.512357977	15.80834645	3.503344932	2.178491945	0.437014867
BI774390	Bos taurus similar to Homo sapiens Rho guanine nucleotide exchange factor (GEF) 12 (ARHGEF12)	4.511313566	1930.087423	427.832691	2.023715777	0.437014867
BM105606	Bos taurus similar to Homo sapiens abhydrolase domain containing 2 (ABHD2), transcript variant 1	4.508633896	1284.219843	284.8356892	1.6928958	0.437014867
XM_604713	PREDICTED: Bos taurus similar to potassium voltage-gated channel, subfamily H, member 8 (LOC526344)	4.50462539	16.01612243	3.555483763	2.954475169	0.437014867
NM_001034586	Bos taurus similar to Homo sapiens RAN binding protein 1 (RANBP1)	4.502979773	494.1320551	109.7344603	1.403568995	0.437014867
XM_581459	Bos taurus similar to Homo sapiens EH-domain containing 4 (EHD4)	4.500801173	3944.399015	876.3770855	2.409266258	0.437014867
XM_864386	Bos taurus similar to Homo sapiens zinc finger, MYM-type 2 (ZMYM2)	4.496040037	5620.534317	1250.107711	1.446678243	0.437014867
XM_612645	Bos taurus similar to Homo sapiens pre-B-cell leukemia transcription factor 1 (PBX1)	4.495042991	23.40750996	5.207405137	2.427259517	0.437014867
NM_180998	Bos taurus lactotransferrin (LTF)	4.493679906	368.4135959	81.98483284	2.697787727	0.437014867
XM_599284	Bos taurus similar to Homo sapiens solute carrier family 22 (organic cation transporter), member 2 (SLC22A2), transcript variant 1	4.491867793	5.761746378	1.282706135	1.683834254	0.437014867
BI539277	Bos taurus similar to Homo sapiens chromosome 10 open reading frame 78 (C10orf78), transcript variant 2	4.482998611	1377.370968	307.2432289	1.51124758	0.437014867
AU278561	Bos taurus similar to Homo sapiens S-phase response (cyclin-related) (SPHAR)	4.480341169	170.7091313	38.10181521	1.415525271	0.437014867
BF600572	Bos taurus similar to PREDICTED: Homo sapiens hypothetical protein LOC146517 (LOC146517)	4.479227844	784.4476695	175.130111	1.714644025	0.437014867
XM_870183	PREDICTED: Bos taurus similar to PTPRF interacting protein alpha 1 isoform a (LOC617859)	4.477931302	2.829117612	0.631791205	1.385518789	0.437014867
NM_001034349	Bos taurus similar to Homo sapiens carnitine palmitoyltransferase 1B (muscle) (CPT1B), nuclear gene encoding mitochondrial protein, transcript variant 3	4.475682584	17979.24185	4017.094938	1.822522689	0.437014867
XM_581413	Bos taurus similar to Homo sapiens crystallin, mu (CRYM), transcript variant 1	4.472076061	5175.590122	1157.312633	14.03879659	0.437014867
XM_589026	Bos taurus similar to Homo sapiens RAB11 family interacting protein 3 (class II) (RAB11FIP3)	4.47035489	2067.924132	462.5861218	1.929432638	0.437014867
XM_600126	Bos taurus similar to Homo sapiens hypothetical protein BC002770 (LOC92154)	4.463244254	146.5736237	32.84015289	2.53261406	0.437014867
EE959558	Unidentified transcripts on BTA16 position 47190535-47189588	4.461945044	49.73968522	11.14753426	2.129418678	0.437014867
XM_581200	Bos taurus similar to Homo sapiens pyrroline-5-carboxylate reductase family, member 2 (PYCR2)	4.460752362	2445.391576	548.2015985	2.019012236	0.437014867
NM_001038680	Bos taurus similar to Homo sapiens nudix (nucleoside diphosphate linked moiety X)-type motif 22 (NUDT22)	4.459140664	7368.407097	1652.427598	1.664126054	0.437014867
NM_001025207	Bos taurus similar to Homo sapiens tumor necrosis factor (ligand) superfamily, member 8 (TNFSF8)	4.456792243	13.55922337	3.042372771	2.132783599	0.437014867
XM_872315	Bos taurus similar to Homo sapiens solute carrier family 30 (zinc transporter), member 9 (SLC30A9)	4.456773492	340.8339928	76.47550261	1.841620852	0.437014867
AV609401	Bos taurus similar to Homo sapiens chromosome 2 open reading frame 30 (C2orf30)	4.455583739	465.6869117	104.5175984	1.368772449	0.437014867
BI537756	Unidentified transcripts on BTA15 position 4557772-4558888	4.453520823	132.8857269	29.83835311	2.620202999	0.437014867
NM_001034224	Bos taurus similar to Homo sapiens CCHC-type zinc finger, nucleic acid binding protein (CNBP)	4.451742656	3.090225732	0.69416091	1.414545064	0.437014867
XM_875543	Bos taurus similar to Homo sapiens dynactin 1 (p150, glued homolog, Drosophila) (DCTN1), transcript variant 1	4.450325301	15544.88947	3492.978247	1.621528592	0.437014867
NM_001034055	Bos taurus similar to Homo sapiens adiponectin receptor 1 (ADIPOR1)	4.448513084	6423.789048	1444.030607	1.40075066	0.437014867
XM_866829	PREDICTED: Bos taurus similar to CMP-N-acetylneuraminate-beta-galactosamide-alpha-2, 6-sialyltransferase (Beta-galactoside alpha-2,6-sialyltransferase) (Alpha 2,6-ST) (Sialyltransferase 1) (ST6Gal I) (B-cell antigen CD75) (LOC615109)	4.446307327	8.315085618	1.87011041	2.152771322	0.437014867
NM_001034483	Bos taurus similar to Homo sapiens xylulokinase homolog (H. influenzae) (XYLB)	4.442438583	29.0867768	6.547479782	2.745192634	0.437014867
XM_864013	Bos taurus similar to Homo sapiens collagen, type XXIII, alpha 1 (COL23A1)	4.439978331	281.7009017	63.44645868	2.872147011	0.437014867
NM_174257	Bos taurus calbindin 3, (vitamin D-dependent calcium binding protein) (CALB3)	4.437950752	58.269429	13.12980523	5.011953516	0.437014867
XM_586836	Bos taurus similar to Homo sapiens dihydropyrimidinase-like 3 (DPYSL3)	4.437736811	839.0812252	189.0786365	2.829017775	0.437014867
EE909002	Bos taurus similar to Homo sapiens mastermind-like 2 (Drosophila) (MAML2)	4.432201945	69.47126938	15.6742112	2.660278606	0.437014867
XM_582913	Bos taurus similar to Homo sapiens like-glycosyltransferase (LARGE), transcript variant 2	4.43165578	7616.670579	1718.696342	1.558404693	0.437014867
NM_001014866	Bos taurus solute carrier family 26, member 11 (SLC26A11)	4.427846904	1702.763087	384.5578051	1.751328022	0.437014867
XM_615672	Bos taurus similar to Homo sapiens vacuolar protein sorting 37 homolog B (S. cerevisiae) (VPS37B)	4.421454645	23.64435388	5.347641393	1.966679525	0.437014867
NM_001034238	Bos taurus similar to Homo sapiens protein phosphatase 1, regulatory subunit 7 (PPP1R7)	4.421373864	1104.306516	249.7654688	1.441722756	0.437014867
NM_001015511	Bos taurus trophoblast protein-1 (TP-1)	4.417217986	7.57870788	1.715719691	2.028611041	0.437014867
XM_612806	Bos taurus similar to Homo sapiens WNK lysine deficient protein kinase 3 (WNK3), transcript variant 1	4.417044358	2.56227048	0.580087106	1.420706848	0.437014867
XM_867948	Bos taurus similar to Homo sapiens glutamate receptor, ionotropic, N-methyl-D-aspartate 3B (GRIN3B)	4.413697653	25.85477706	5.857849607	2.328736766	0.437014867
BM254587	Bos taurus similar to PREDICTED: Homo sapiens KIAA2002 protein (KIAA2002)	4.412612165	5060.651867	1146.860788	2.337351102	0.437014867
XM_863978	PREDICTED: Bos taurus similar to R7 binding protein (LOC613327)	4.411877061	8.617423455	1.953232906	2.061615499	0.437014867
XM_864601	Bos taurus similar to Homo sapiens ubiquitin-activating enzyme E1 (A1S9T and BN75 temperature sensitivity complementing) (UBE1), transcript variant 1	4.405724648	10865.3427	2466.18742	1.608129606	0.437014867
NM_001035374	Bos taurus similar to Homo sapiens calsequestrin 2 (cardiac muscle) (CASQ2)	4.405434741	5008.280022	1136.841269	3.703978321	0.437014867
XM_864785	Bos taurus similar to Homo sapiens telomeric repeat binding factor 2 (TERF2)	4.404870973	376.6859626	85.51577674	1.709984845	0.437014867
XM_583636	Bos taurus similar to Homo sapiens chromosome 20 open reading frame 74 (C20orf74)	4.403093685	33.23712089	7.548583625	2.58198834	0.437014867
NM_001034566	Bos taurus similar to Homo sapiens pelota homolog (Drosophila) (PELO)	4.399881244	2286.432105	519.6576858	1.41992199	0.437014867
XM_589319	Bos taurus similar to Homo sapiens olfactory receptor, family 5, subfamily L, member 1 (OR5L1)	4.394081524	4.769206867	1.085370593	1.608303785	0.437014867
NM_001035414	Bos taurus similar to Homo sapiens UBX domain containing 2 (UBXD2)	4.393485121	3391.398947	771.9154279	1.281682877	0.437014867
XM_613631	Bos taurus similar to Homo sapiens transient receptor potential cation channel, subfamily C, member 7 (TRPC7)	4.391683443	16.22237686	3.693885744	2.208119574	0.437014867
BI537141	Unidentified transcripts on BTA3 position 26372847-26373629	4.374729973	265.5685152	60.70512166	1.990355854	0.437014867
XM_595974	Bos taurus similar to Homo sapiens solute carrier family 33 (acetyl-CoA transporter), member 1 (SLC33A1)	4.371017052	661.2192333	151.2735424	1.736726929	0.437014867
XM_606138	PREDICTED: Bos taurus similar to Protein CBFA2T2 (MTG8-like protein) (MTG8-related protein 1) (Myeloid translocation related protein 1) (ETO homologous on chromosome 20) (p85) (LOC527740)	4.370006943	11.00087126	2.517357845	2.448771862	0.437014867
XM_867030	Bos taurus similar to PREDICTED: Homo sapiens similar to heterogeneous nuclear ribonucleoprotein A3 (LOC387933)	4.367824736	797.2845958	182.5358488	1.515729709	0.437014867
BI536994	Bos taurus similar to Homo sapiens B-cell receptor-associated protein 29 (BCAP29), transcript variant 2	4.362662681	786.8545804	180.3610863	1.815433328	0.437014867
XM_864058	PREDICTED: Bos taurus similar to high-mobility group box 3 (LOC613370)	4.362275587	8.121316773	1.86171566	1.953982661	0.437014867
hmm115693	Bos taurus similar to Homo sapiens G protein-coupled receptor 27 (GPR27)	4.356842807	467.828329	107.3778306	3.042406459	0.437014867
XM_603668	Bos taurus similar to Homo sapiens melanoma antigen family E, 2 (MAGEE2)	4.356540267	55.17454822	12.6647626	2.159195161	0.437014867
XM_869106	PREDICTED: Bos taurus similar to RAB17, member RAS oncogene family (LOC616956), partial mRNA.	4.355788092	113.1702963	25.98158907	4.159668711	0.437014867
XM_874535	Bos taurus similar to Homo sapiens ribosomal protein L36a-like (RPL36AL)	4.345844321	312.71585	71.95744416	2.015386008	0.437014867
XM_878759	PREDICTED: Bos taurus similar to nuclear receptor co-repressor 1, transcript variant 6 (LOC507663)	4.342767247	811.883899	186.9508203	1.537156502	0.437014867
BF044189	Bos taurus similar to Homo sapiens nuclear receptor co-repressor 2 (NCOR2)	4.341618807	15772.19932	3632.792288	1.453435706	0.437014867
NM_001030301	Bos taurus TIR domain containing adaptor inducing interferon-beta (TRIF)	4.336104898	32.68369023	7.537569085	1.694183515	0.437014867
BP107788	Bos taurus similar to PREDICTED: Homo sapiens synaptopodin 2, transcript variant 4 (SYNPO2)	4.330557261	1016.575348	234.744696	1.973677989	0.437014867
XM_602388	PREDICTED: Bos taurus similar to Brain-specific angiogenesis inhibitor 1 precursor (LOC524070)	4.327219707	37.083672	8.569861139	2.143960791	0.437014867
NM_001015646	Bos taurus Rab geranylgeranyltransferase, beta subunit (RABGGTB)	4.327089213	1332.472679	307.9374178	1.369304299	0.437014867
XM_597850	Bos taurus similar to Homo sapiens opioid growth factor receptor-like 1 (OGFRL1)	4.325525653	31.29367129	7.234651646	2.285347437	0.437014867
XM_868035	PREDICTED: Bos taurus similar to zinc finger protein 511 (LOC616067)	4.319477453	489.4778626	113.3187678	1.305606177	0.543804214
XM_869731	PREDICTED: Bos taurus similar to protein phosphatase 1, regulatory (inhibitor) subunit 14B (LOC617463)	4.310537903	48.28039484	11.20054989	4.46157646	0.543804214
XM_863948	Bos taurus similar to Homo sapiens ubiquitin-conjugating enzyme E2W (putative) (UBE2W), transcript variant 2	4.308769473	283.178757	65.72149166	1.746344617	0.543804214
NM_001011675	Bos taurus Burkitt lymphoma receptor 1, GTP binding protein (chemokine (C-X-C motif) receptor 5) (BLR1)	4.303026183	17.25260346	4.009411685	2.156565481	0.543804214
XM_582291	Bos taurus similar to Homo sapiens serpin peptidase inhibitor, clade B (ovalbumin), member 2 (SERPINB2)	4.292659041	20.58167873	4.794622292	2.344222608	0.543804214
NM_001034547	Bos taurus similar to Homo sapiens transmembrane protein 85 (TMEM85)	4.29170347	21.68143869	5.051942391	1.56743913	0.543804214
BF653137	Bos taurus similar to Homo sapiens phosphofurin acidic cluster sorting protein 1 (PACS1)	4.288415946	2424.080054	565.2623449	1.708298908	0.543804214
AW657053	Bos taurus similar to Homo sapiens interleukin 13 receptor, alpha 1 (IL13RA1)	4.285213601	1921.15391	448.3216214	1.653656126	0.543804214
XM_866992	PREDICTED: Bos taurus similar to Cornichon homolog 3 (LOC615236)	4.284072133	72.36017056	16.89051172	6.565067752	0.543804214
XM_866723	PREDICTED: Bos taurus similar to laminin, alpha 4 precursor (LOC615033)	4.282824933	5.685454912	1.327501124	1.63359197	0.543804214
NM_001034555	Bos taurus similar to Homo sapiens S100 calcium binding protein, beta (neural) (S100B)	4.277943505	3528.735307	824.867206	3.505357066	0.543804214
XM_600794	Bos taurus similar to Homo sapiens phosphodiesterase 7B (PDE7B)	4.273590275	268.367455	62.79672073	2.288763413	0.543804214
XM_606688	Bos taurus similar to Homo sapiens neuronal PAS domain protein 1 (NPAS1)	4.261259082	34.39604703	8.071803747	2.243061593	0.543804214
XM_592168	PREDICTED: Bos taurus similar to zona pellucida binding protein 2 isoform 2 (LOC514334)	4.260593009	6.014563859	1.41167294	1.655859941	0.543804214
XM_593426	Bos taurus similar to Homo sapiens MOB1, Mps One Binder kinase activator-like 1A (yeast) (MOBKL1A)	4.259709262	91.87433622	21.56821759	1.859210352	0.543804214
XM_597408	Bos taurus similar to Homo sapiens coiled-coil domain containing 81 (CCDC81)	4.259636253	6.735770786	1.581301873	1.744694164	0.543804214
XM_587879	Bos taurus similar to Homo sapiens Rho GTPase activating protein 10 (ARHGAP10)	4.257621254	5044.799336	1184.886827	1.885331166	0.543804214
XM_588793	Bos taurus similar to Homo sapiens adenylate kinase 3-like 1 (AK3L1), nuclear gene encoding mitochondrial protein, transcript variant 2	4.256366536	81.76837833	19.21084043	2.269144286	0.543804214
XM_863861	Bos taurus similar to Homo sapiens kelch-like 13 (Drosophila) (KLHL13)	4.250305844	241.7539936	56.87919938	2.299807118	0.543804214
BM434559	Unidentified transcripts on BTA19 position 24704270-24702797	4.249427894	3478.56725	818.5966056	2.460111359	0.543804214
BM986201	Bos taurus similar to Homo sapiens enabled homolog (Drosophila) (ENAH), transcript variant 2	4.248645499	7530.537475	1772.456063	2.324540841	0.543804214
