Probe Set ID	Gene Title	Gene Symbol	Chromosomal Location
211991_s_at	major histocompatibility complex, class II, DP alpha 1	HLA-DPA1	6p21.3
201137_s_at	major histocompatibility complex, class II, DP beta 1	HLA-DPB1	6p21.3
212671_s_at	major histocompatibility complex, class II, DQ alpha 1 /// major histocompatibility complex, class II, DQ alpha 2	HLA-DQA1 /// HLA-DQA2	6p21.3
211654_x_at	major histocompatibility complex, class II, DQ beta 1 /// major histocompatibility complex, class II, DQ beta 1	HLA-DQB1	6p21.3
212998_x_at	major histocompatibility complex, class II, DQ beta 1 /// major histocompatibility complex, class II, DQ beta 1	HLA-DQB1	6p21.3
208894_at	major histocompatibility complex, class II, DR alpha /// major histocompatibility complex, class II, DR alpha	HLA-DRA	6p21.3
210982_s_at	major histocompatibility complex, class II, DR alpha	HLA-DRA	6p21.3
204670_x_at	major histocompatibility complex, class II, DR beta 1	HLA-DRB1	6p21.3
209312_x_at	major histocompatibility complex, class II, DR beta 1 /// major histocompatibility complex, class II, DR beta 1	HLA-DRB1	6p21.3
215193_x_at	major histocompatibility complex, class II, DR beta 1	HLA-DRB1	6p21.3
209728_at	major histocompatibility complex, class II, DR beta 4 /// major histocompatibility complex, class II, DR beta 4	HLA-DRB4	6p21.3
208306_x_at	Major histocompatibility complex, class II, DR beta 3	HLA-DRB5	6p21.3
200904_at	major histocompatibility complex, class I, E	HLA-E	6p21.3
200905_x_at	major histocompatibility complex, class I, E	HLA-E	6p21.3
204806_x_at	major histocompatibility complex, class I, F	HLA-F	6p21.3
221875_x_at	major histocompatibility complex, class I, F	HLA-F	6p21.3
211529_x_at	HLA-G histocompatibility antigen, class I, G	HLA-G	6p21.3
217436_x_at	HLA-G histocompatibility antigen, class I, G /// major histocompatibility complex, class I, H (pseudogene)	HLA-G /// HLA-H	6p21.3
202579_x_at	high mobility group nucleosomal binding domain 4	HMGN4	6p21.3
209787_s_at	high mobility group nucleosomal binding domain 4	HMGN4	6p21.3
203665_at	heme oxygenase (decycling) 1	HMOX1	22q12|22q13.1
201277_s_at	heterogeneous nuclear ribonucleoprotein A/B	HNRPAB	5q35.3
212626_x_at	heterogeneous nuclear ribonucleoprotein C (C1/C2)	HNRPC	14q11.2
214434_at	heat shock 70kDa protein 12A	HSPA12A
218026_at	HSPC009 protein	HSPC009	17q21
201185_at	HtrA serine peptidase 1	HTRA1	10q26.3
207949_s_at	islet cell autoantigen 1, 69kDa	ICA1	7p22
213620_s_at	intercellular adhesion molecule 2	ICAM2	17q23-q25
218611_at	immediate early response 5	IER5	1q25.3
202411_at	interferon, alpha-inducible protein 27	IFI27	14q32
201601_x_at	interferon induced transmembrane protein 1 (9-27)	IFITM1	11p15.5
201315_x_at	interferon induced transmembrane protein 2 (1-8D)	IFITM2	11p15.5
202146_at	interferon-related developmental regulator 1	IFRD1	7q22-q31
211430_s_at	immunoglobulin heavy locus /// immunoglobulin heavy constant gamma 1 (G1m marker) /// immunoglobulin heavy constant gamma 2 (G2m marker) /// immunoglobulin heavy constant gamma 3 (G3m marker) /// immunoglobulin heavy constant mu	IGH@ /// IGHG1 /// IGHG2 /// IGHG3 /// IGHM	14q32.33
221651_x_at	immunoglobulin kappa constant /// immunoglobulin kappa variable 1-5	IGKC /// IGKV1-5	2p12
221671_x_at	immunoglobulin kappa constant /// immunoglobulin kappa variable 1-5	IGKC /// IGKV1-5	2p12
215121_x_at	immunoglobulin lambda locus /// immunoglobulin lambda constant 1 (Mcg marker) /// immunoglobulin lambda constant 2 (Kern-Oz- marker) /// immunoglobulin lambda variable 3-25 /// immunoglobulin lambda variable 2-14	IGL@ /// IGLC1 /// IGLC2 /// IGLV3-25 /// IGLV2-14	22q11.1-q11.2 /// 22q11.2
214677_x_at	immunoglobulin lambda locus /// immunoglobulin lambda constant 1 (Mcg marker) /// immunoglobulin lambda constant 2 (Kern-Oz- marker) /// immunoglobulin lambda variable 3-25 /// immunoglobulin lambda variable 2-14 /// immunoglobulin lambda joining 3	IGL@ /// IGLC1 /// IGLC2 /// IGLV3-25 /// IGLV2-14 /// IGLJ3	22q11.1-q11.2 /// 22q11.2
215379_x_at	immunoglobulin lambda locus /// immunoglobulin lambda constant 1 (Mcg marker) /// immunoglobulin lambda constant 2 (Kern-Oz- marker) /// immunoglobulin lambda variable 3-25 /// immunoglobulin lambda variable 2-14 /// immunoglobulin lambda joining 3	IGL@ /// IGLC1 /// IGLC2 /// IGLV3-25 /// IGLV2-14 /// IGLJ3	22q11.1-q11.2 /// 22q11.2
209138_x_at	Immunoglobulin lambda joining 3	IGLC2	22q11.2
212411_at	IMP4, U3 small nucleolar ribonucleoprotein, homolog (yeast)	IMP4	2q21.1
200993_at	importin 7	IPO7	11p15.4
203337_x_at	integrin beta 1 binding protein 1	ITGB1BP1	2p25.2
210213_s_at	integrin beta 4 binding protein	ITGB4BP	20q12
202747_s_at	integral membrane protein 2A	ITM2A	Xq13.3-Xq21.2
206245_s_at	influenza virus NS1A binding protein	IVNS1ABP	1q25.1-q31.1
202138_x_at	JTV1 gene	JTV1	7p22
209971_x_at	JTV1 gene	JTV1	7p22
212639_x_at	tubulin, alpha, ubiquitous	K-ALPHA-1	12q13.12
213646_x_at	tubulin, alpha, ubiquitous	K-ALPHA-1	12q13.12
212192_at	potassium channel tetramerisation domain containing 12	KCTD12	13q22.3
200699_at	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 2	KDELR2	7p22.1
207719_x_at	KIAA0470	KIAA0470	1q44
212981_s_at	KIAA0738 gene product	KIAA0738	7q34-q35
204411_at	kinesin family member 21B	KIF21B	1pter-q31.3
203390_s_at	kinesin family member 3C	KIF3C	2p23
201088_at	karyopherin alpha 2 (RAG cohort 1, importin alpha 1)	KPNA2	17q23.1-q23.3
211762_s_at	karyopherin alpha 2 (RAG cohort 1, importin alpha 1) /// karyopherin alpha 2 (RAG cohort 1, importin alpha 1)	KPNA2	17q23.1-q23.3
208974_x_at	karyopherin (importin) beta 1	KPNB1	17q21.32
213803_at	Karyopherin (importin) beta 1	KPNB1	17q21.32
201721_s_at	lysosomal associated multispanning membrane protein 5	LAPTM5	1p34
201595_s_at	likely ortholog of mouse immediate early response, erythropoietin 4	LEREPO4	2q32.1
208949_s_at	lectin, galactoside-binding, soluble, 3 (galectin 3) /// galectin-3 internal gene	LGALS3 /// GALIG	14q21-q22
200923_at	lectin, galactoside-binding, soluble, 3 binding protein	LGALS3BP	17q25
201212_at	legumain	LGMN	14q32.1
201847_at	lipase A, lysosomal acid, cholesterol esterase (Wolman disease)	LIPA	10q23.2-q23.3
203320_at	lymphocyte adaptor protein	LNK	12q24
213510_x_at	TL132 protein	LOC220594	17p11.2
210396_s_at	PI-3-kinase-related kinase SMG-1 pseudogene /// bolA-like 2 (E. coli) /// PI-3-kinase-related kinase SMG-1 pseudogene	LOC440354 /// BOLA2 /// LOC595101	16p11.2
221069_s_at	clone HQ0477 PRO0477p	LOC51204	17q23.3
217882_at	30 kDa protein	LOC55831	3p25.3
203897_at	hypothetical protein A-211C6.1	LOC57149	16p11.2
204674_at	lymphoid-restricted membrane protein	LRMP	12p12.1
211971_s_at	leucine-rich PPR-motif containing	LRPPRC	2p21
202737_s_at	LSM4 homolog, U6 small nuclear RNA associated (S. cerevisiae)	LSM4	19p13.11
211747_s_at	LSM5 homolog, U6 small nuclear RNA associated (S. cerevisiae) /// LSM5 homolog, U6 small nuclear RNA associated (S. cerevisiae)	LSM5	7p14.3
204682_at	latent transforming growth factor beta binding protein 2	LTBP2	14q24
213975_s_at	lysozyme (renal amyloidosis) /// leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 1	LYZ /// LILRB1	12q15 /// 19q13.4
204041_at	monoamine oxidase B	MAOB	Xp11.23
201669_s_at	myristoylated alanine-rich protein kinase C substrate	MARCKS	6q22.2
201475_x_at	methionine-tRNA synthetase	MARS	12q13.2
200624_s_at	matrin 3	MATR3	5q31.2
218061_at	male-enhanced antigen 1	MEA1	6p21.3-p21.1
218109_s_at	major facilitator superfamily domain containing 1	MFSD1	3q25.32
202291_s_at	matrix Gla protein	MGP	12p13.1-p12.3
204580_at	matrix metallopeptidase 12 (macrophage elastase)	MMP12	11q22.3
218865_at	MOCO sulphurase C-terminal domain containing 1	MOSC1	1q41
206186_at	membrane protein, palmitoylated 3 (MAGUK p55 subfamily member 3)	MPP3	17q12-q21
203466_at	MpV17 transgene, murine homolog, glomerulosclerosis	MPV17	2p23-p21
218339_at	mitochondrial ribosomal protein L22	MRPL22	5q33.1-q33.3
208787_at	mitochondrial ribosomal protein L3	MRPL3	3q21-q23
218281_at	mitochondrial ribosomal protein L48	MRPL48	11q13.4
209609_s_at	mitochondrial ribosomal protein L9	MRPL9
218654_s_at	mitochondrial ribosomal protein S33	MRPS33	7q32-q34
219607_s_at	membrane-spanning 4-domains, subfamily A, member 4	MS4A4A	11q12
219666_at	membrane-spanning 4-domains, subfamily A, member 6A	MS4A6A	11q12.1
217772_s_at	mitochondrial carrier homolog 2 (C. elegans)	MTCH2	11p11.2
202555_s_at	myosin, light polypeptide kinase /// myosin, light polypeptide kinase	MYLK	3q21
200049_at	MYST histone acetyltransferase 2 /// MYST histone acetyltransferase 2	MYST2	17q21.32
201517_at	nuclear cap binding protein subunit 2, 20kDa	NCBP2	3q29
210817_s_at	nuclear domain 10 protein	NDP52	17q21.32
201304_at	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 5, 13kDa	NDUFA5	7q32
201740_at	NADH dehydrogenase (ubiquinone) Fe-S protein 3, 30kDa (NADH-coenzyme Q reductase)	NDUFS3	11p11.11
221805_at	neurofilament, light polypeptide 68kDa	NEFL	8p21
221916_at	Neurofilament, light polypeptide 68kDa	NEFL	8p21
218888_s_at	neuropilin (NRP) and tolloid (TLL)-like 2	NETO2	16q11
201076_at	NHP2 non-histone chromosome protein 2-like 1 (S. cerevisiae)	NHP2L1	22q13.2-q13.31
202237_at	nicotinamide N-methyltransferase	NNMT	11q23.1
201695_s_at	nucleoside phosphorylase	NP	14q13.1
217796_s_at	nuclear protein localization 4	NPL4	17qter
206001_at	neuropeptide Y	NPY	7p15.1
202395_at	N-ethylmaleimide-sensitive factor	NSF	17q21
212605_s_at	Nudix (nucleoside diphosphate linked moiety X)-type motif 3	NUDT3	6p21.2
202900_s_at	nucleoporin 88kDa	NUP88	17p13.2
202188_at	nucleoporin 93kDa	NUP93	16q13
213125_at	olfactomedin-like 2B	OLFML2B	1q23.3
203351_s_at	origin recognition complex, subunit 4-like (yeast)	ORC4L	2q22-q23
204957_at	origin recognition complex, subunit 5-like (yeast)	ORC5L	7q22.1
208717_at	oxidase (cytochrome c) assembly 1-like	OXA1L	14q11.2
202780_at	3-oxoacid CoA transferase 1	OXCT1	5p13.1
210448_s_at	purinergic receptor P2X, ligand-gated ion channel, 5	P2RX5	17p13.3
218403_at	p53-inducible cell-survival factor	P53CSV	12q24.31
208051_s_at	poly(A) binding protein interacting protein 1	PAIP1	5p12
209064_x_at	poly(A) binding protein interacting protein 1	PAIP1	5p12
216945_x_at	PAS domain containing serine/threonine kinase	PASK	2q37.3
218014_at	pericentrin 1	PCNT1	17q25.1
218718_at	platelet derived growth factor C	PDGFC	4q32
208690_s_at	PDZ and LIM domain 1 (elfin)	PDLIM1	10q22-q26.3
203243_s_at	PDZ and LIM domain 5	PDLIM5	4q22
208982_at	Platelet/endothelial cell adhesion molecule (CD31 antigen)	PECAM1	17q23
202743_at	phosphoinositide-3-kinase, regulatory subunit 3 (p55, gamma)	PIK3R3	1p34.1
204572_s_at	protein (peptidyl-prolyl cis/trans isomerase) NIMA-interacting, 4 (parvulin)	PIN4	Xq13
201080_at	Phosphatidylinositol-4-phosphate 5-kinase, type II, beta	PIP5K2B	17q12
203471_s_at	pleckstrin	PLEK	2p13.3
214081_at	plexin domain containing 1	PLXDC1	17q21.1
214526_x_at	postmeiotic segregation increased 2-like 1	PMS2L1	7q22.1
201578_at	podocalyxin-like	PODXL	7q32-q33
217806_s_at	polymerase (DNA-directed), delta interacting protein 2	POLDIP2	17q11.2
212782_x_at	polymerase (RNA) II (DNA directed) polypeptide J, 13.3kDa	POLR2J	7q11.2
202868_s_at	processing of precursor 4, ribonuclease P/MRP subunit (S. cerevisiae)	POP4	19q12
204839_at	processing of precursor 5, ribonuclease P/MRP subunit (S. cerevisiae)	POP5	12q24.31
213849_s_at	protein phosphatase 2 (formerly 2A), regulatory subunit B (PR 52), beta isoform	PPP2R2B	5q31-5q32
219599_at	hypothetical protein PRO1843	PRO1843	12q13.13
222231_s_at	hypothetical protein PRO1855	PRO1855	17q21.33
202529_at	phosphoribosyl pyrophosphate synthetase-associated protein 1	PRPSAP1	17q24-q25
206102_at	DNA replication complex GINS protein PSF1	PSF1	20p11.21
201400_at	proteasome (prosome, macropain) subunit, beta type, 3	PSMB3	17q12
204279_at	proteasome (prosome, macropain) subunit, beta type, 9 (large multifunctional peptidase 2)	PSMB9	6p21.3
201067_at	proteasome (prosome, macropain) 26S subunit, ATPase, 2	PSMC2	7q22.1-q22.3
209503_s_at	proteasome (prosome, macropain) 26S subunit, ATPase, 5	PSMC5	17q23-q25
202353_s_at	proteasome (prosome, macropain) 26S subunit, non-ATPase, 12	PSMD12	17q24.2
200987_x_at	proteasome (prosome, macropain) activator subunit 3 (PA28 gamma; Ki)	PSME3	17q21
209852_x_at	proteasome (prosome, macropain) activator subunit 3 (PA28 gamma; Ki)	PSME3	17q21
209853_s_at	proteasome (prosome, macropain) activator subunit 3 (PA28 gamma; Ki)	PSME3	17q21
218683_at	polypyrimidine tract binding protein 2	PTBP2	1p22.1-p21.3
219293_s_at	GTP-binding protein PTD004	PTD004	2q31.1
212265_at	quaking homolog, KH domain RNA binding (mouse)	QKI	6q26-27
204547_at	RAB40B, member RAS oncogene family	RAB40B	17q25.3
203150_at	Rab9 effector protein with kelch motifs	RABEPK	9q33.3
204478_s_at	RAB interacting factor	RABIF	1q32-q41
213603_s_at	ras-related C3 botulinum toxin substrate 2 (rho family, small GTP binding protein Rac2)	RAC2	22q13.1
209849_s_at	RAD51 homolog C (S. cerevisiae)	RAD51C	17q22-q23
211318_s_at	RAE1 RNA export 1 homolog (S. pombe)	RAE1	20q13.32
202483_s_at	RAN binding protein 1	RANBP1	22q11.21
211955_at	RAN binding protein 5	RANBP5	13q32.2
203344_s_at	retinoblastoma binding protein 8	RBBP8	18q11.2
212591_at	RNA binding motif protein 34	RBM34	1q42.3
201486_at	reticulocalbin 2, EF-hand calcium binding domain	RCN2	15q23
203224_at	riboflavin kinase	RFK	9q21.13
216834_at	regulator of G-protein signalling 1	RGS1	1q31
204319_s_at	regulator of G-protein signalling 10	RGS10	10q25
213404_s_at	Ras homolog enriched in brain	RHEB	7q36
200059_s_at	ras homolog gene family, member A /// ras homolog gene family, member A	RHOA	3p21.3
213566_at	ribonuclease, RNase A family, k6 /// ribonuclease, RNase A family, k6	RNASE6	14q11.2
203022_at	ribonuclease H2, large subunit	RNASEH2A	19p13.13
217983_s_at	ribonuclease T2	RNASET2	6q27
208924_at	ring finger protein 11	RNF11	1pter-p22.1
218738_s_at	ring finger protein 138	RNF138	18q12.1
209111_at	ring finger protein 5	RNF5	6p21.3
201756_at	replication protein A2, 32kDa	RPA2	1p35
215321_at	Rap2-binding protein 9	RPIB9	7q21.12
206196_s_at	RaP2 interacting protein 8	RPIP8	17q21.31
214167_s_at	ribosomal protein, large, P0 /// similar to ribosomal protein P0	RPLP0 /// RPLP0-like	12q24.2 /// 2p22.1
208689_s_at	ribophorin II	RPN2	20q12-q13.1
219370_at	reprimo, TP53 dependant G2 arrest mediator candidate	RPRM	2q23.3
201909_at	ribosomal protein S4, Y-linked 1	RPS4Y1	Yp11.3
212912_at	ribosomal protein S6 kinase, 90kDa, polypeptide 2	RPS6KA2	6q27
213179_at	RCD1 required for cell differentiation1 homolog (S. pombe)	RQCD1	2q35
201890_at	ribonucleotide reductase M2 polypeptide	RRM2	2p25-p24
217946_s_at	SUMO-1 activating enzyme subunit 1	SAE1	19q13.32
201570_at	sorting and assembly machinery component 50 homolog (S. cerevisiae)	SAMM50	22q13.31
200802_at	seryl-tRNA synthetase	SARS	1p13.3-p13.1
203455_s_at	spermidine/spermine N1-acetyltransferase	SAT	Xp22.1
210592_s_at	spermidine/spermine N1-acetyltransferase	SAT	Xp22.1
218672_at	sodium channel modifier 1	SCNM1	1q21.2
212589_at	Sterol carrier protein 2	SCP2	1p32
204563_at	selectin L (lymphocyte adhesion molecule 1)	SELL	1q23-q25
201427_s_at	selenoprotein P, plasma, 1	SEPP1	5q31
217977_at	selenoprotein X, 1	SEPX1	16p13.3
208671_at	serine incorporator 1	SERINC1	6q22.31
211474_s_at	serpin peptidase inhibitor, clade B (ovalbumin), member 6	SERPINB6	6p25
203818_s_at	splicing factor 3a, subunit 3, 60kDa	SF3A3	1p34.3
214437_s_at	serine hydroxymethyltransferase 2 (mitochondrial)	SHMT2	12q12-q14
219083_at	SHQ1 homolog (S. cerevisiae)	SHQ1	3p13
217786_at	SKB1 homolog (S. pombe)	SKB1	14q11.2-q21
213664_at	solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1	SLC1A1	9p24
200657_at	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 5	SLC25A5	Xq24-q26
202433_at	solute carrier family 35, member B1	SLC35B1	17q21.33
218682_s_at	solute carrier family 4 (anion exchanger), member 1, adaptor protein	SLC4A1AP	2p23.3-p23.2
204087_s_at	solute carrier family 5 (sodium-dependent vitamin transporter), member 6	SLC5A6	2p23
206376_at	solute carrier family 6, member 15	SLC6A15	12q21.3
203580_s_at	solute carrier family 7 (cationic amino acid transporter, y+ system), member 6	SLC7A6	16q22.1
200084_at	small acidic protein /// small acidic protein	SMAP	11p15.1
218788_s_at	SET and MYND domain containing 3	SMYD3	1q44
218391_at	SNF8, ESCRT-II complex subunit, homolog (S. cerevisiae)	SNF8	17q21.32
200795_at	SPARC-like 1 (mast9, hevin)	SPARCL1	4q22.1
209748_at	spastin	SPAST	2p24-p21
202591_s_at	single-stranded DNA binding protein 1	SSBP1	7q34
220979_s_at	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5 /// ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5	ST6GALNAC5	1p31.1
212857_x_at	SUB1 homolog (S. cerevisiae)	SUB1	5p13.3
202930_s_at	succinate-CoA ligase, ADP-forming, beta subunit	SUCLA2	13q12.2-q13.3
205551_at	synaptic vesicle glycoprotein 2B	SV2B	15q26.1
216086_at	synaptic vesicle glycoprotein 2C	SV2C	5q13.3
217833_at	synaptotagmin binding, cytoplasmic RNA interacting protein	SYNCRIP	6q14-q15
219992_at	tachykinin 3 (neuromedin K, neurokinin beta)	TAC3	12q13-q21
205547_s_at	transgelin	TAGLN	11q23.2
203054_s_at	T-cell leukemia translocation altered gene	TCTA	3p21
208851_s_at	Thy-1 cell surface antigen	THY1	11q22.3-q23
215171_s_at	translocase of inner mitochondrial membrane 17 homolog A (yeast)	TIMM17A	1q32.1
209386_at	transmembrane 4 L six family member 1	TM4SF1	3q21-q25
201078_at	transmembrane 9 superfamily member 2	TM9SF2	13q32.3
205122_at	transmembrane protein with EGF-like and two follistatin-like domains 1	TMEFF1	9q31
221452_s_at	transmembrane protein 14B /// transmembrane protein 14B	TMEM14B	6p25.1-p23
220990_s_at	transmembrane protein 49 /// transmembrane protein 49 /// microRNA 21 /// microRNA 21	TMEM49 /// MIRN21	17q23.2
201645_at	tenascin C (hexabrachion)	TNC	9q33
201207_at	tumor necrosis factor, alpha-induced protein 1 (endothelial)	TNFAIP1	17q22-q23
212408_at	torsin A interacting protein 1	TOR1AIP1	1q24.2
210609_s_at	tumor protein p53 inducible protein 3	TP53I3	2p23.3
220167_s_at	TP53TG3 protein	TP53TG3	16p13
201690_s_at	tumor protein D52	TPD52	8q21
210052_s_at	TPX2, microtubule-associated, homolog (Xenopus laevis)	TPX2	20q11.2
210915_x_at	T cell receptor beta variable 19 /// T cell receptor beta constant 1	TRBV19 /// TRBC1	7q34
213193_x_at	T cell receptor beta variable 19 /// T cell receptor beta variable 19 /// T cell receptor beta constant 1 /// T cell receptor beta constant 1	TRBV19 /// TRBC1	7q34
213009_s_at	tripartite motif-containing 37	TRIM37	17q23.2
204033_at	thyroid hormone receptor interactor 13	TRIP13	5p15.33
201515_s_at	translin	TSN	2q21.1
203122_at	tetratricopeptide repeat domain 15	TTC15	2p25.2
209251_x_at	tubulin alpha 6	TUBA6	12q12-q14
201714_at	tubulin, gamma 1	TUBG1	17q21
201175_at	thioredoxin domain containing 14	TXNDC14	11cen-q22.3
211758_x_at	thioredoxin domain containing 9 /// thioredoxin domain containing 9	TXNDC9	2q11.2
202836_s_at	thioredoxin-like 4A	TXNL4A	18q23
202589_at	thymidylate synthetase	TYMS	18p11.32
204122_at	TYRO protein tyrosine kinase binding protein	TYROBP	19q13.1
205890_s_at	ubiquitin D	UBD	6p21.3
210024_s_at	ubiquitin-conjugating enzyme E2E 3 (UBC4/5 homolog, yeast)	UBE2E3	2q32.1
200682_s_at	ubiquitin-conjugating enzyme E2L 3	UBE2L3	22q11.21
201524_x_at	ubiquitin-conjugating enzyme E2N (UBC13 homolog, yeast)	UBE2N	12q22
217797_at	ubiquitin-fold modifier conjugating enzyme 1	UFC1	1q23.3
200883_at	ubiquinol-cytochrome c reductase core protein II	UQCRC2	16p12
213480_at	vesicle-associated membrane protein 4	VAMP4	1q24-q25
202546_at	vesicle-associated membrane protein 8 (endobrevin)	VAMP8	2p12-p11.2
208846_s_at	voltage-dependent anion channel 3	VDAC3	8p11.2
217949_s_at	vitamin K epoxide reductase complex, subunit 1	VKORC1	16p11.2
203797_at	visinin-like 1	VSNL1	2p24.3
202112_at	von Willebrand factor	VWF	12p13.3
202664_at	Wiskott-Aldrich syndrome protein interacting protein	WASPIP	2q31.1
203721_s_at	WD repeat domain 50	WDR50	17q21.33
219077_s_at	WW domain containing oxidoreductase	WWOX	16q23.3-q24.1
220057_at	X antigen family, member 1	XAGE1	Xp11.22-p11.21
208453_s_at	X-prolyl aminopeptidase (aminopeptidase P) 1, soluble	XPNPEP1	10q25.3
208642_s_at	X-ray repair complementing defective repair in Chinese hamster cells 5 (double-strand-break rejoining; Ku autoantigen, 80kDa)	XRCC5	2q35
208643_s_at	X-ray repair complementing defective repair in Chinese hamster cells 5 (double-strand-break rejoining; Ku autoantigen, 80kDa)	XRCC5	2q35
218069_at	XTP3-transactivated protein A	XTP3TPA	16p11.2
200640_at	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide	YWHAZ	8q23.1
201531_at	zinc finger protein 36, C3H type, homolog (mouse)	ZFP36	19q13.1
219877_at	zinc finger, matrin type 4	ZMAT4	8p11.21
204026_s_at	ZW10 interactor	ZWINT	10q21-q22
