TargetID	Signal_X	Signal_Y	Detection_X	Detection_Y	Diff_Score	Symbol	Accession	Synonyms	Definition	GO Molecular Function	GO Cellular Component	GO Biological Process	Fold change	Function
scl016777.14_23-S	66.3	129	0.9888	0.9963	38.2277	Lamb1-1	NM_008482.1	Lamb-1	Mus musculus laminin B1 subunit 1 (Lamb1-1), mRNA.	structural molecule activity [goid 0005198] [evidence IEA]; extracellular matrix structural constituent [goid 0005201] [evidence IEA]; protein binding [goid 0005515] [evidence IPI] [pmid 12743034]; cell adhesion molecule activity [goid 0005194] [evidence IEA]	basal lamina [goid 0005605] [evidence IEA]; basement membrane [goid 0005604] [evidence IDA] [pmid 12743034]; extracellular matrix [goid 0005578] [evidence IEA]; kinesin complex [goid 0005871] [evidence IEA]	cell adhesion [goid 0007155] [evidence IEA]	1.797267541	cell adhesion
scl18600.25_375-S	107.9	169	0.9956	0.9994	34.3246	Jag1	NM_013822.2	Headturner;Htu;Ser-1;Serrate-1;slalom	Mus musculus jagged 1 (Jag1), mRNA.	calcium ion binding [goid 0005509] [evidence IEA]; structural molecule activity [goid 0005198] [evidence IEA]	membrane [goid 0016020] [evidence IEA]; integral to membrane [goid 0016021] [evidence TAS] [pmid 12466851]; extracellular space [goid 0005615] [evidence TAS] [pmid 12466851]	cell communication [goid 0007154] [evidence IEA]; development [goid 0007275] [evidence IEA]; organogenesis [goid 0009887] [evidence IMP] [pmid 11181574]; morphogenesis of an epithelial sheet [goid 0002011] [evidence IMP] [pmid 11861489]	1.78604121	cell death, Notch signaling, negative regulation of cell differentiation
scl000438.1_148-S	83.2	142.8	0.9925	0.9988	35.0744		AK034942.1		Mus musculus 12 days embryo embryonic body between diaphragm region and neck cDNA, RIKEN full-length enriched library, clone:9430064N06 product:fatty acid Coenzyme A ligase, long chain 5, full insert sequence.				1.77524626	lipid metabolic process
scl23092.5_223-S	56.7	114.8	0.985	0.9956	40.5105	Ppm1l	NM_178726	3222401G13;5930404J21Rik;Pp2ce;PP2Cepsilon;Ppp2ce	Mus musculus protein phosphatase 1 (formerly 2C)-like (Ppm1l), mRNA.	protein phosphatase type 2C activity [goid 0015071] [evidence IDA] [pmid 12556533]		transmembrane receptor protein serine/threonine kinase signaling pathway [goid 0007178] [evidence IDA] [pmid 12823230]; MAPKKK cascade [goid 0000165] [evidence IPI] [pmid 12823230]	1.764176132	amino acid dephosphorylation
scl0004061.1_14-S	66.7	123.2	0.9888	0.9963	34.0199	Mpv17	NM_008622.1	Tg.Mpv17	Mus musculus Mpv17 transgene, kidney disease mutant (Mpv17), mRNA.		peroxisome [goid 0005777] [evidence IEA]; integral to membrane [goid 0016021] [evidence IEA]		1.752048448	reactive oxygen metabolic process
ri|2010004N17|ZX00043B24|AK008106|1914-S	72.2	128.1	0.9906	0.9963	30.4813	2010004N17Rik	AK008106						1.747411808	unknown
scl22869.17.1_4-S	58.6	113.8	0.985	0.9956	33.0984	BC051083	NM_181409.2	CRA;MGC59008	Mus musculus cDNA sequence BC051083 (BC051083), mRNA.				1.741939078	dephosphorylation
scl28141.5.1_35-S	30.8	85	0.9457	0.9931	39.1395	Steap	NM_027399.1	2410007B19Rik;Prss24	Mus musculus six transmembrane epithelial antigen of the prostate (Steap), mRNA.		integral to membrane [goid 0016021] [evidence IEA]		1.733999287	transport
ri|4930404F20|PX00029M13|AK015077|1315-S	24.9	78.8	0.9276	0.9925	36.208	4930404F20Rik	AK015077		hypothetical protein	GTP binding [goid 0005525] [evidence: IEA]; GTPase activity [goid 0003924] [evidence: IEA]; transporter activity [goid 0005215] [evidence: IEA]	Golgi apparatus [goid 0005794] [evidence: IEA]	small GTPase mediated signal transduction [goid 0007264] [evidence: IEA]; intracellular protein transport [goid 0006886] [evidence: IEA]	1.731588765	unknown
scl45797.7.9_22-S	54.9	107.5	0.9844	0.9956	34.8938	Slmap	NM_032008	D330001L02Rik;KIAA1601;mKIAA1601;Slap	Mus musculus sarcolemma associated protein (Slmap), mRNA.		integral to membrane [goid 0016021] [evidence IDA] [pmid 10986292]		1.720985744	protein folding
scl31061.7_464-S	61.8	113.4	0.9863	0.9956	31.8115	2310046G15Rik	NM_029614.2	4930479H08Rik	Mus musculus RIKEN cDNA 2310046G15 gene (2310046G15Rik), mRNA.	serine-type endopeptidase activity [goid 0004252] [evidence IEA]; chymotrypsin activity [goid 0004263] [evidence IEA]; trypsin activity [goid 0004295] [evidence IEA]; hydrolase activity [goid 0016787] [evidence IEA]	extracellular space [goid 0005615] [evidence TAS] [pmid 12466851]	proteolysis and peptidolysis [goid 0006508] [evidence IEA]	1.712649702	proteolysis
scl40483.14.1041_16-S	36.6	87.9	0.9595	0.9944	34.1823	Meis1	NM_010789.1	C530044H18Rik;Evi8	Mus musculus myeloid ecotropic viral integration site 1 (Meis1), mRNA.	transcription factor activity [goid 0003700] [evidence IEA]; DNA binding [goid 0003677] [evidence IDA] [pmid 12183364]; protein binding [goid 0005515] [evidence IPI] [pmid 10373562]; RNA polymerase II transcription factor activity, enhancer binding [goid 0003705] [evidence IDA] [pmid 10373562]	nucleus [goid 0005634] [evidence IDA] [pmid 9315626]; transcription factor complex [goid 0005667] [evidence IDA] [pmid 12183364]	regulation of transcription, DNA-dependent [goid 0006355] [evidence IDA] [pmid 12183364]; cell growth and/or maintenance [goid 0008151] [evidence IEA]; regulation of transcription from Pol II promoter [goid 0006357] [evidence IC] [pmid 10373562]	1.710117365	cell death, angiogenesis, transcription, negative regulation of neuron differentiation
GI_38077687-S	1.6	52.3	0.597	0.9788	31.4272	LOC381002	XM_358483.1		Mus musculus hypothetical gene supported by BC038676; BC051480 (LOC381002), mRNA.				1.705007959	unknown
GI_25057085-S	33.6	81.2	0.952	0.9925	32.9393	1500005K14Rik	XM_203453.1		Mus musculus RIKEN cDNA 1500005K14 gene (1500005K14Rik), mRNA.				1.677606953	unknown
scl30807.22.1_70-S	48	95.3	0.9757	0.9944	30.5689	Mrvi1	NM_194464.1		Mus musculus MRV integration site 1 (Mrvi1), transcript variant 1, mRNA.	ATP binding [goid 0005524] [evidence ISS] [pmid 12466851]	integral to membrane [goid 0016021] [evidence TAS] [pmid 12466851]		1.674861141	unknown
scl0380793.1_210-S	62.3	16.5	0.9869	0.8621	-31.8622	Igh-1a	XM_354704.1		Mus musculus immunoglobulin heavy chain 1a (serum IgG2a), mRNA				-1.660865478	immune response
scl42954.11_322-S	83.4	32.2	0.9925	0.9526	-31.8753	BC011209	NM_145447.1	MGC19050	Mus musculus cDNA sequence BC011209 (BC011209), mRNA.				-1.709269961	transport
ri|4732455L14|PX00051C10|AK028777|2415-S	117.4	65.9	0.9963	0.9888	-30.2917	4732455L14Rik	AK028777		similar to MSZF52 (FRAGMENT) [Mus musculus]	DNA binding [goid 0003677] [evidence: IEA]	nucleus [goid 0005634] [evidence: IEA]		-1.711807229	unknown
scl0056325.2_260-S	143	89.7	0.9981	0.9944	-30.3868	Abcb9	NM_019875.1	mKIAA1520;TAPL	Mus musculus ATP-binding cassette, sub-family B (MDR/TAP), member 9 (Abcb9), mRNA.	ATP binding [goid 0005524] [evidence IEA]; nucleotide binding [goid 0000166] [evidence IEA]; ATP-binding cassette (ABC) transporter activity [goid 0004009] [evidence IEA]; oligopeptide transporter activity [goid 0015198] [evidence IEA]	lysosome [goid 0005764] [evidence ISS] [pmid 10748049]; endoplasmic reticulum membrane [goid 0005789] [evidence ISS] [pmid 11011155]; membrane [goid 0016020] [evidence IEA]; integral to membrane [goid 0016021] [evidence TAS] [pmid 12466851]; extracellular space [goid 0005615] [evidence TAS] [pmid 12466851]	transport [goid 0006810] [evidence IEA]; oligopeptide transport [goid 0006857] [evidence IEA]	-1.726727209	spermatogenesis, multidrug resistance
scl50075.14_101-S	157.5	100.1	0.9994	0.995	-31.7463	Snf1lk	NM_010831.1	Msk	Mus musculus SNF1-like kinase (Snf1lk), mRNA.	protein serine/threonine kinase activity [goid 0004674] [evidence IEA]; protein-tyrosine kinase activity [goid 0004713] [evidence IEA]; ATP binding [goid 0005524] [evidence IEA]; transferase activity [goid 0016740] [evidence IEA]; protein kinase activity [goid 0004672] [evidence IEA]		protein amino acid phosphorylation [goid 0006468] [evidence IEA]	-1.758911892	cell cycle, cell differentiation, regulation of cell differentiation
scl0057330.2_89-S	126.7	67.4	0.9975	0.9894	-32.8216	Perq1	NM_031408.1	GIGYF1	Mus musculus PERQ amino acid rich, with GYF domain 1 (Perq1), mRNA.	protein binding [goid 0005515] [evidence IPI] [pmid 12771153]	cellular_component unknown [goid 0008372] [evidence ND]	IGF receptor signaling pathway [goid 0048009] [evidence IPI] [pmid 12771153]	-1.773054693	insulin growth factor receptor pathway
scl21949.14_406-S	114.3	53.9	0.9963	0.9807	-39.3869	Trim46	XM_355447.1		Mus musculus tripartite motif protein 46 (Trim46), mRNA.				-1.781036939	ion binding
scl21821.6.1_24-S	180.4	117.3	0.9994	0.9956	-31.6799	2810052M02Rik	NM_023320.1	Ckip1	Mus musculus RIKEN cDNA 2810052M02 gene (2810052M02Rik), mRNA.				-1.800029359	cell cycle
scl070298.1_127-S	173.2	107	0.9994	0.9956	-30.8376	2600010L24Rik							-1.820857989	unknown
scl53514.12_256-S	178.2	109.6	0.9994	0.9956	-42.0409	1200004M23Rik	NM_026169.3	4931429L16Rik	Mus musculus RIKEN cDNA 1200004M23 gene (1200004M23Rik), mRNA.		cytoskeleton [goid 0005856] [evidence ISS] [pmid 12466851]		-1.836324116	cytoskeleton
scl012819.42_11-S	112	41.9	0.9956	0.9701	-48.6968	Col15a1	NM_009928.2		Mus musculus procollagen, type XV (Col15a1), mRNA.	extracellular matrix structural constituent conferring tensile strength activity [goid 0030020] [evidence IEA]; structural molecule activity [goid 0005198] [evidence ISS] [pmid 12466851]	collagen [goid 0005581] [evidence IEA]; microfibril [goid 0001527] [evidence IEA]; extracellular space [goid 0005615] [evidence TAS] [pmid 12466851]	cell adhesion [goid 0007155] [evidence IEA]	-1.845718018	cell adhesion
scl45355.14.1_1-S	160.7	89.7	0.9994	0.9944	-48.7668	Ppp3cc	NM_008915.1	Calnc	Mus musculus protein phosphatase 3, catalytic subunit, gamma isoform (Ppp3cc), mRNA.	protein serine/threonine phosphatase activity [goid 0004722] [evidence IEA]; calmodulin binding [goid 0005516] [evidence IEA]; hydrolase activity [goid 0016787] [evidence IEA]; manganese ion binding [goid 0030145] [evidence IEA]	protein serine/threonine phosphatase complex [goid 0008287] [evidence IEA]		-1.851258349	ion binding
scl50218.10.128_2-S	123.4	49.5	0.9975	0.9763	-30.2431	5730457F11Rik	NM_172935	5730457F11	Mus musculus RIKEN cDNA 5730457F11 gene (5730457F11Rik), mRNA.	N-acetylglucosamine-6-phosphate deacetylase activity [goid 0008448] [evidence ISS] [pmid 12466851]		N-acetylglucosamine metabolism [goid 0006044] [evidence ISS] [pmid 12466851]	-1.868644438	unknown
ri|9830130K22|PX00118K03|AK036533|2302-S	209.4	134.8	0.9994	0.9975	-38.578	Scly	AK036533	9830169H08;SCL;Scly1;Scly2	Mus musculus selenocysteine lyase (Scly), mRNA.				-1.872738827	metabolic process
scl53368.5_483-S	217.8	137.1	1	0.9975	-31.9651	5730409F24Rik	NM_181403.2	AU042646	Mus musculus RIKEN cDNA 5730409F24 gene (5730409F24Rik), mRNA.				-1.906873535	transport
ri|C130089K18|PX00172G15|AK081952|639-S	239	145.9	1	0.9988	-58.2886	Abcd3	AK081952	PMP68;PMP70;Pxmp1	Mus musculus ATP-binding cassette, sub-family D (ALD), member 3	ATP binding [goid 0005524] [evidence: IEA]; ATP-binding cassette (ABC) transporter activity [goid 0004009] [evidence: IEA]	integral to membrane [goid 0016021] [evidence: IEA]; peroxisome [goid 0005777] [evidence: IEA]; membrane [goid 0016020] [evidence: IEA]	transport [goid 0006810] [evidence: IEA]; peroxisome organization and biogenesis [goid 0007031] [evidence: IEA]	-1.968949681	transport
scl46302.5.151_110-S	252.5	159.1	1	0.9994	-45.305	Rem2	NM_080726.2		Mus musculus rad and gem related GTP binding protein 2 (Rem2), mRNA.	GTP binding [goid 0005525] [evidence ISS] [pmid 12466851]; GTPase activity [goid 0003924] [evidence ISS] [pmid 12466851]; ATP binding [goid 0005524] [evidence ISS] [pmid 12466851]; DNA binding [goid 0003677] [evidence ISS] [pmid 12466851]; small monomeric GTPase activity [goid 0003925] [evidence ISS] [pmid 12466851]		two-component signal transduction system (phosphorelay) [goid 0000160] [evidence ISS] [pmid 12466851]; regulation of transcription, DNA-dependent [goid 0006355] [evidence ISS] [pmid 12466851]; small GTPase mediated signal transduction [goid 0007264] [evidence ISS] [pmid 12466851]	-1.970346876	signal transduction
scl0003886.1_50-S	248.8	153.3	1	0.9994	-32.7303		J05277.1		Mus musculus hexokinase mRNA, complete cds.				-1.980003372	cell death, glycolysis
scl34998.4_500-S	143.9	47	0.9981	0.975	-31.0723	B230378H13Rik	NM_177089.3	4833447E04Rik;Tacc1	Mus musculus transforming, acidic coiled-coil containing protein 1, mRNA				-1.986323777	cell death, cell cycle, cell proliferation, neurogenesis
ri|A130070G01|PX00125K11|AK037997|2219-S	282	184.1	1	0.9994	-36.2282	A130070G01Rik	AK037997						-1.990782692	unknown
scl22657.12.1_29-S	223.4	125.1	1	0.9963	-36.7143	Prss12	NM_008939.1	Bssp-3	Mus musculus protease, serine, 12 neurotrypsin (motopsin) (Prss12), mRNA.	serine-type endopeptidase activity [goid 0004252] [evidence IEA]; chymotrypsin activity [goid 0004263] [evidence IEA]; trypsin activity [goid 0004295] [evidence IEA]; scavenger receptor activity [goid 0005044] [evidence IEA]; hydrolase activity [goid 0016787] [evidence IEA]; peptidase activity [goid 0008233] [evidence IEA]	membrane [goid 0016020] [evidence IEA]; extracellular space [goid 0005615] [evidence TAS] [pmid 12466851]	proteolysis and peptidolysis [goid 0006508] [evidence IEA]	-1.992553518	proteolysis
GI_38086317-S	274	163.9	1	0.9994	-53.49	LOC278188	XM_204410.2		Mus musculus similar to ARP2/3 complex 41 kDa subunit (P41-ARC) (Actin-related protein 2/3 complex subunit 1B) (LOC278188), mRNA.				-2.041787319	unknown
scl0099047.1_137-S	337.6	224.2	1	0.9994	-39.0704	D030017L14Rik			Mus musculus RAB14, member RAS oncogene family, mRNA				-2.054613055	transport
scl17645.6_17-S	329.4	203	1	0.9994	-52.9924	Asb1	XM_149066	1700029O08Rik	Mus musculus ankyrin repeat and SOCS box-containing protein 1 (Asb1), mRNA.				-2.101747074	protein catabolic process
ri|D030069G17|PX00181H06|AK051094|2242-S	389.7	256.7	1	1	-41.9686	D030069G17Rik	AK051094		Mus musculus ring finger and CCCH-type zinc finger domains 2, mRNA				-2.123851641	ion binding
GI_31542030-S	418.8	277.3	1	1	-50.5612	6720463E02Rik	NM_026556.2	1700064A15Rik;Dlc2	Mus musculus RIKEN cDNA 6720463E02 gene (6720463E02Rik), mRNA.	molecular_function unknown [goid 0005554] [evidence ND]; motor activity [goid 0003774] [evidence ISS] [pmid 12466851]; microtubule motor activity [goid 0003777] [evidence ISS] [pmid 12466851]	cellular_component unknown [goid 0008372] [evidence ND]; microtubule associated complex [goid 0005875] [evidence ISS] [pmid 12466851]; dynein complex [goid 0030286] [evidence ISS] [pmid 12466851]	biological_process unknown [goid 0000004] [evidence ND]; microtubule-based process [goid 0007017] [evidence ISS] [pmid 12466851]	-2.15075644	microtubule-based process
scl0330286.2_101-S	523.1	328.4	1	1	-60.8385	D630045J12Rik	XM_485743						-2.289365952	unknown
scl23489.7_25-S	602.5	396	1	1	-54.6543	4930422J18Rik	NM_029035.2	1110014L01Rik;SSB-1;SSB1;Spsb1	Mus musculus RIKEN cDNA 4930422J18 gene (4930422J18Rik), mRNA.			intracellular signaling cascade [goid 0007242] [evidence ISS] [pmid 12466851]	-2.314920056	receptor activity
scl52596.2.1_112-S	316.1	101.4	1	0.995	-93.3566	Insl6	NM_013754.1	RIF1	Mus musculus insulin-like 6 (Insl6), mRNA.	peptide hormone [goid 0005180] [evidence IEA]; hormone activity [goid 0005179] [evidence IEA]	extracellular [goid 0005576] [evidence IEA]; extracellular space [goid 0005615] [evidence TAS] [pmid 12466851]	physiological process [goid 0007582] [evidence IEA]	-2.331832044	hormone activity
GI_38087316-S	593.1	372.7	1	1	-33.961	AI448196	XM_136041.3		Mus musculus expressed sequence AI448196 (AI448196), mRNA.				-2.34321159	unknown
scl52235.77.1_42-S	610.3	386.3	1	1	-35.7342	Lama3	XM_128926.3		Mus musculus laminin, alpha 3 (Lama3), mRNA.				-2.350248018	cell adhesion, cell migration
scl022249.50_191-S	650	415.2	1	1	-57.0112	Unc13b	NM_021468.1		Mus musculus unc-13 homolog B (C. elegans), mRNA				-2.370698093	synaptic transmission
scl36546.14_303-S	866.9	573.4	1	1	-38.7553	Slco2a1	NM_033314	2310021C19Rik;mPgt;Pgt;Slc21a2	Mus musculus solute carrier organic anion transporter family, member 2a1 (Slco2a1), mRNA.	prostaglandin transporter activity [goid 0015132] [evidence IDA] [pmid 10484490]; transporter activity [goid 0005215] [evidence ISS] [pmid 12466851]	integral to plasma membrane [goid 0005887] [evidence ISS] [pmid 10484490]; membrane [goid 0016020] [evidence ISS] [pmid 12466851]; integral to membrane [goid 0016021] [evidence TAS] [pmid 12466851]	prostaglandin transport [goid 0015732] [evidence IDA] [pmid 10484490]; transport [goid 0006810] [evidence ISS] [pmid 12466851]	-2.467608106	transport
scl51725.12_3-S	1002.9	664.9	1	1	-33.9523	Mbp	NM_010777.1	golli-mbp;Hmbpr;mld;shi;shiverer	Mus musculus myelin basic protein (Mbp), mRNA.	structural molecule activity [goid 0005198] [evidence IEA]; structural constituent of myelin sheath [goid 0019911] [evidence IEA]			-2.5289167	cell death
scl32952.5_582-S	864	512.9	1	1	-42.9635	2310061G07Rik	NM_133743.1		Mus musculus RIKEN cDNA 2310061G07 gene (2310061G07Rik), mRNA.		extracellular space [goid 0005615] [evidence TAS] [pmid 12466851]		-2.545430829	cell migration, cell adhesion
scl37453.4_481-S	940.2	588.1	1	1	-71.2598	1810038L18Rik	XM_483957		Mus musculus dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 2, mRNA				-2.546666025	cell death
scl31502.9_323-S	1145.7	725.9	1	1	-52.9724	Fxyd5	NM_008761.2	EF-8;Oit2;RIC	Mus musculus FXYD domain-containing ion transport regulator 5 (Fxyd5), mRNA.	ion channel activity [goid 0005216] [evidence IEA]	membrane [goid 0016020] [evidence IEA]; integral to membrane [goid 0016021] [evidence TAS] [pmid 12466851]; extracellular space [goid 0005615] [evidence TAS] [pmid 12466851]	ion transport [goid 0006811] [evidence IEA]	-2.623042434	transport
ri|1110012F10|R000016K01|AK003630|1689-S	1264.7	836.8	1	1	-87.7002	1110012F10Rik	AK003630	Atf7	Mus musculus activating transcription factor 7, mRNA				-2.631342286	transcription
scl077574.1_0-S	1158.7	670.4	1	1	-52.3593	3321401G04Rik	XM_133096.5		Mus musculus family with sequence similarity 115, member A, mRNA				-2.688686724	unknown
scl18127.10.1_92-S	872.9	381.6	1	1	-30.5748	Gsta3	NM_010356.2	Gst2-3	Mus musculus glutathione S-transferase, alpha 3 (Gsta3), mRNA.	transferase activity [goid 0016740] [evidence IEA]; glutathione transferase activity [goid 0004364] [evidence ISS] [pmid 12466851]		glutathione conjugation reaction [goid 0006803] [evidence ISS] [pmid 12466851]	-2.691346764	metabolic process
scl0003760.1_927-S	1350.6	850.7	1	1	-53.9492	Elmo1	NM_198093.2	6330578D22Rik;C230095H21Rik;CED-12	Mus musculus engulfment and cell motility 1, ced-12 homolog (C. elegans) (Elmo1), mRNA.	protein binding [goid 0005515] [evidence IPI] [pmid 11595183]	cytoplasm [goid 0005737] [evidence IDA] [pmid 11595183]; plasma membrane [goid 0005886] [evidence IDA] [pmid 11595183]	phagocytosis [goid 0006909] [evidence IDA] [pmid 11595183]; actin filament-based process [goid 0030029] [evidence IDA] [pmid 11595183]	-2.698883137	cell movement
scl00338523.1_40-S	1272	765.1	1	1	-58.1987	A630082K20Rik	XM_145254		Mus musculus RIKEN cDNA A630082K20 gene (A630082K20Rik), mRNA.				-2.704922291	ion binding
scl27593.5.1_239-S	1046.4	488.4	1	1	-146.6797	Epgn	NM_053087.1	2310069M11Rik;epigen	Mus musculus epithelial mitogen (Epgn), mRNA.	growth factor activity [goid 0008083] [evidence IDA] [pmid 11278323]	cellular_component unknown [goid 0008372] [evidence ND]; extracellular space [goid 0005615] [evidence TAS] [pmid 12466851]; integral to membrane [goid 0016021] [evidence TAS] [pmid 12466851]	MAPKKK cascade [goid 0000165] [evidence IDA] [pmid 11278323]	-2.746634199	cell proliferation
scl46131.3_126-S	1339.9	748.5	1	1	-39.6031	Egr3	NM_018781	Pilot	Mus musculus early growth response 3 (Egr3), mRNA.	DNA binding [goid 0003677] [evidence IEA]	nucleus [goid 0005634] [evidence IEA]	regulation of transcription, DNA-dependent [goid 0006355] [evidence IEA]	-2.77188132	cell death
scl0020347.2_287-S	2037.2	1223.9	1	1	-175.0079	Sema3b	NM_009153.1	LUCA-1;SemA;sema5;Semaa;semaV	Mus musculus sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B (Sema3b), mRNA.		extracellular space [goid 0005615] [evidence TAS] [pmid 12466851]	development [goid 0007275] [evidence IEA]; neurogenesis [goid 0007399] [evidence IEA]	-2.910250772	cell death, cell differentiation
scl38670.16_420-S	2886.9	1904.3	1	1	-94.6277	3110056O03Rik	NM_175195.2		Mus musculus RIKEN cDNA 3110056O03 gene (3110056O03Rik), mRNA.	peptidase activity [goid 0008233] [evidence ISS] [pmid 12466851]; calcium ion binding [goid 0005509] [evidence ISS] [pmid 12466851]	integral to membrane [goid 0016021] [evidence TAS] [pmid 12466851]	proteolysis and peptidolysis [goid 0006508] [evidence ISS] [pmid 12466851]	-2.99237676	unknown
scl0110935.14_1-S	2264.4	1200.2	1	1	-42.2114	Atp6v1b1	NM_134157.2	Atp6b1;D630003L15;D630039P21Rik;Vpp-3;Vpp3	Mus musculus ATPase, H+ transporting, V1 subunit B, isoform 1 (Atp6v1b1), mRNA.	hydrogen ion transporter activity [goid 0015078] [evidence IEA]; hydrolase activity [goid 0016787] [evidence IEA]		proton transport [goid 0015992] [evidence IEA]; transport [goid 0006810] [evidence IEA]; ion transport [goid 0006811] [evidence IEA]	-3.027023255	transport
scl0170721.27_213-S	3012.6	1867.9	1	1	-41.9853	Papln	NM_130887.1	E030033C16;E030033C16Rik	Mus musculus papilin, proteoglycan-like sulfated glycoprotein (Papln), mRNA.	endopeptidase inhibitor activity [goid 0004866] [evidence IEA]; serine protease inhibitor activity [goid 0004867] [evidence IEA]			-3.058691683	peptidase activity
scl017178.4_5-S	24577.9	15909.2	1	1	-89.9895	Fxyd3	NM_008557.1	Mat8	Mus musculus FXYD domain-containing ion transport regulator 3 (Fxyd3), mRNA.	ion channel activity [goid 0005216] [evidence IEA]	membrane [goid 0016020] [evidence IEA]; integral to membrane [goid 0016021] [evidence TAS] [pmid 12466851]; extracellular space [goid 0005615] [evidence TAS] [pmid 12466851]	ion transport [goid 0006811] [evidence IEA]	-3.937953973	transport
