Gene ID	Fold Change	Gene Symbol	Gene Title
Gga.5888.1.S1_s_at	2.369706029	MLL3	myeloid/lymphoid or mixed-lineage leukemia 3
Gga.17545.1.S1_at	2.368731194	---	---
Gga.15708.2.S1_a_at	2.36707989	TMEM184B	transmembrane protein 184B
Gga.13326.1.S1_at	2.364382239	---	---
Gga.2952.1.S1_at	2.364056338	CLDN3	claudin 3
GgaAffx.13048.1.S1_at	2.350251037	PLS3	plastin 3 (T isoform)
Gga.17790.1.S1_at	2.346153846	---	---
Gga.9136.2.S1_x_at	2.343386272	TACSTD1	tumor-associated calcium signal transducer 1
Gga.2125.1.S1_at	2.340746842	---	---
Gga.2148.4.S1_a_at	2.335202407	SLC31A1	solute carrier family 31 (copper transporters), member 1
GgaAffx.24545.1.S1_at	2.333887043	ENC1	ectodermal-neural cortex (with BTB-like domain)
Gga.9233.1.S1_at	2.331522969	---	---
Gga.14715.1.S1_at	2.330870712	---	---
Gga.9565.1.S1_at	2.329588015	C1orf55	chromosome 1 open reading frame 55
Gga.15973.1.S1_at	2.329463571	RIPK4	receptor-interacting serine-threonine kinase 4
Gga.10040.2.S1_at	2.328237669	---	---
GgaAffx.5614.1.S1_at	2.327724359	NDOR1	NADPH dependent diflavin oxidoreductase 1
Gga.4593.3.A1_a_at	2.326272634	LOC419680	similar to CAP, adenylate cyclase-associated protein 1 (yeast)
Gga.17070.1.S1_at	2.325102881	---	---
Gga.8584.1.S1_at	2.315096251	---	---
Gga.13237.1.S1_at	2.314372778	---	---
Gga.2475.1.S1_at	2.309654895	PON2	paraoxonase 2
Gga.5522.1.S1_at	2.307816346	SLC25A1	solute carrier family 25 (mitochondrial carrier; citrate transporter), member 1
Gga.8292.1.S1_at	2.304050756	CAMTA1	calmodulin binding transcription activator 1
Gga.8312.1.S1_s_at	2.295555556	LOC415787	similar to LOC443703 protein
GgaAffx.20877.1.S1_at	2.291374944	SOX7	SRY (sex determining region Y)-box 7
Gga.13030.1.S1_at	2.290856031	---	---
GgaAffx.13100.1.S1_s_at	2.287588295	---	---
GgaAffx.9098.1.S1_at	2.287045253	CENTD1	centaurin, delta 1
Gga.5375.1.S1_at	2.285594111	ST14	suppression of tumorigenicity 14 (colon carcinoma)
Gga.8064.1.S1_at	2.283799534	C9orf150	Chromosome 9 open reading frame 150
Gga.16254.1.S1_at	2.278884462	PCAF	p300/CBP-associated factor
Gga.16560.2.S1_s_at	2.277530236	MCL1	myeloid cell leukemia sequence 1 (BCL2-related)
Gga.5911.1.S1_at	2.277147488	CLCN3	chloride channel 3
GgaAffx.20475.1.S1_s_at	2.276100086	LOC419755 /// PDZD3	similar to NOD9 /// PDZ domain containing 3
Gga.1750.1.S1_at	2.267434254	SLC16A2	Solute carrier family 16, member 2 (monocarboxylic acid transporter 8)
Gga.5978.2.S1_s_at	2.265457382	ZDHHC9	zinc finger, DHHC-type containing 9
GgaAffx.5942.1.S1_at	2.263045793	FOXP2	forkhead box P2
GgaAffx.1389.1.S1_at	2.259298062	FOXI1	forkhead box I1
Gga.9002.1.S1_at	2.256965944	---	---
Gga.6082.1.S1_at	2.255959849	---	---
Gga.16905.1.S1_at	2.25467988	---	---
Gga.10902.1.S1_at	2.253552522	RASL11A	RAS-like, family 11, member A
GgaAffx.25620.1.S1_s_at	2.250293772	AHCYL1	S-adenosylhomocysteine hydrolase-like 1
Gga.5878.1.S1_at	2.248410343	MICALL2	MICAL-like 2
Gga.977.1.S1_at	2.247864738	PTRF	polymerase I and transcript release factor
Gga.6331.1.S1_at	2.245642481	---	---
Gga.7246.1.S1_at	2.241589612	---	---
Gga.7311.1.S1_s_at	2.241502428	USP48	Ubiquitin specific peptidase 48
GgaAffx.11652.1.S1_s_at	2.241168289	RCJMB04_3e19	twinfilin, actin-binding protein, homolog 2 (Drosophila)
GgaAffx.12331.1.S1_at	2.233258797	RNF11	ring finger protein 11
GgaAffx.3047.2.S1_s_at	2.229184549	FAM101B	family with sequence similarity 101, member B
Gga.13294.1.S1_at	2.228882834	---	---
Gga.4319.1.S1_at	2.228807202	TLN1	talin 1
GgaAffx.20330.1.S1_at	2.22861412	LOC426050	similar to KIAA0802 protein
Gga.8904.1.S1_at	2.223802645	---	---
Gga.7233.1.S1_at	2.222852512	---	---
Gga.16533.1.S1_at	2.222802437	DBNL	drebrin-like
Gga.19309.1.S1_at	2.220378457	---	---
GgaAffx.11705.1.S1_at	2.217592593	HAGHL	hydroxyacylglutathione hydrolase-like
Gga.8999.1.S1_at	2.21656051	AKAP13	A kinase (PRKA) anchor protein 13
GgaAffx.3112.1.S1_s_at	2.216182829	FLII	flightless I homolog (Drosophila)
Gga.19237.1.S1_at	2.211317211	---	---
Gga.4950.1.S1_at	2.21119657	---	---
GgaAffx.22160.1.S1_at	2.210843373	RNF10	ring finger protein 10
Gga.17471.1.S1_at	2.204344328	KIAA0319L	KIAA0319-like
GgaAffx.11627.1.S1_s_at	2.202618454	RCJMB04_3a3	cell cycle progression 1
Gga.17605.1.S1_s_at	2.201342282	BSDC1	BSD domain containing 1
Gga.15966.1.S1_at	2.198412698	ANK2	ankyrin 2, neuronal
Gga.9174.3.S1_s_at	2.196659074	KCTD10	potassium channel tetramerisation domain containing 10
Gga.15954.1.S1_at	2.194703469	GAB1	GRB2-associated binding protein 1
Gga.16202.1.S1_at	2.193196406	LOC415665	Similar to mKIAA1930 protein
GgaAffx.20930.1.S1_s_at	2.187291713	---	---
Gga.15403.1.S1_at	2.184304703	---	---
Gga.18943.1.S1_at	2.178706121	LOC426039	hypothetical LOC426039
Gga.12967.1.S1_at	2.178311133	CCNG2	Cyclin G2
GgaAffx.12694.1.S1_at	2.173515982	EXOC8	exocyst complex component 8
Gga.9593.1.S1_at	2.173364245	EMP2	epithelial membrane protein 2
Gga.3998.1.S1_at	2.1712	MAP1LC3A	microtubule-associated protein 1 light chain 3 alpha
Gga.16672.1.S1_at	2.170467723	---	---
GgaAffx.24355.2.S1_at	2.169811321	NRBP2	nuclear receptor binding protein 2
Gga.5626.1.S1_s_at	2.163781321	EVL	Enah/Vasp-like
Gga.3953.3.S1_a_at	2.163662581	GPBP1L1	GC-rich promoter binding protein 1-like 1
GgaAffx.1200.1.S1_at	2.161911082	PHYHIPL	phytanoyl-CoA 2-hydroxylase interacting protein-like
GgaAffx.12659.1.S1_at	2.15959596	MXD1	MAX dimerization protein 1
Gga.5449.1.S1_at	2.157906029	---	---
GgaAffx.5413.1.S1_x_at	2.153421634	LOC771098	similar to glutaryl-Coenzyme A dehydrogenase
Gga.7691.1.S1_at	2.151601423	---	---
GgaAffx.12107.1.S1_at	2.148648649	---	---
Gga.710.1.S1_a_at	2.147766323	NFIA	nuclear factor I/A
GgaAffx.23583.1.S1_s_at	2.146524734	PPP1R13B	protein phosphatase 1, regulatory (inhibitor) subunit 13B
Gga.5370.1.S1_at	2.145828956	---	---
Gga.8337.1.S1_at	2.144139388	HAGH	hydroxyacylglutathione hydrolase
Gga.7985.1.S1_at	2.143459107	---	---
GgaAffx.26189.2.S1_s_at	2.14028777	BAP1	BRCA1 associated protein-1 (ubiquitin carboxy-terminal hydrolase)
Gga.6639.1.A1_at	2.133296511	---	---
GgaAffx.13048.1.S1_s_at	2.132547037	PLS3	plastin 3 (T isoform)
Gga.8836.1.S1_at	2.129573171	LOC416661	similar to 1500031H01Rik protein
GgaAffx.7796.1.S1_at	2.128703409	SLC39A8	solute carrier family 39 (zinc transporter), member 8
Gga.12375.1.S1_at	2.126649859	LOC769919	hypothetical protein LOC769919
GgaAffx.21985.1.S1_at	2.125776398	LOC418645	similar to RIKEN cDNA 9330182L06
GgaAffx.20528.1.S1_at	2.12537195	PROS1	protein S (alpha)
GgaAffx.20299.1.S1_s_at	2.124697922	TMEM106B	transmembrane protein 106B
GgaAffx.20426.1.S1_at	2.121683968	RCJMB04_3a6	B-cell CLL/lymphoma 11A (zinc finger protein)
Gga.14492.1.S1_at	2.120513286	NT5C1B	5-nucleotidase, cytosolic IB
Gga.2068.2.S1_at	2.119344774	SIDT2	SID1 transmembrane family, member 2
Gga.4531.3.S1_at	2.118608696	---	---
Gga.4853.1.S1_at	2.117915508	LOC419245	hypothetical LOC419245
Gga.6218.1.S1_at	2.116965837	MFAP5	microfibrillar associated protein 5
Gga.19405.1.S1_at	2.116313671	LOC771307	Similar to MEG3
Gga.12239.2.S1_s_at	2.113800206	MAP3K7IP3	mitogen-activated protein kinase kinase kinase 7 interacting protein 3
GgaAffx.11284.1.S1_at	2.112847765	LOC425606	similar to glutaminyl-peptide cyclotransferase-like
Gga.2606.1.S1_at	2.111822947	---	---
Gga.395.1.S1_at	2.110772976	LOC395676	osteoblast regulatory factor 3A
GgaAffx.23283.1.S1_s_at	2.110238796	AUTS2	autism susceptibility candidate 2
GgaAffx.20481.1.S1_at	2.109211252	---	---
Gga.16544.1.S1_s_at	2.106949458	RCJMB04_10k5	chloride intracellular channel 2
GgaAffx.23778.1.S1_s_at	2.105114528	NAT12	N-acetyltransferase 12
Gga.5832.1.S1_at	2.104995375	WSB2	WD repeat and SOCS box-containing 2
Gga.7745.1.S1_at	2.103349493	---	---
Gga.16588.2.S1_at	2.101576635	---	---
Gga.3585.1.S2_at	2.099051978	KAT2A	K(lysine) acetyltransferase 2A
Gga.16010.1.S1_s_at	2.098961938	---	---
GgaAffx.7796.1.S1_s_at	2.098470195	SLC39A8	solute carrier family 39 (zinc transporter), member 8
Gga.15938.1.S1_at	2.097398669	RABGAP1	RAB GTPase activating protein 1
Gga.10067.1.S1_at	2.097176625	KANK4	KN motif and ankyrin repeat domains 4
Gga.6517.1.S1_s_at	2.096968805	---	---
Gga.14364.1.S1_at	2.094217952	---	---
Gga.7766.1.S1_at	2.093812105	PRPS2	phosphoribosyl pyrophosphate synthetase 2
Gga.6247.1.S1_a_at	2.093405246	---	---
Gga.3059.1.S1_at	2.089830321	---	---
Gga.1332.1.S1_at	2.087578636	TMEM87A	Transmembrane protein 87A
GgaAffx.10146.1.S1_s_at	2.085642317	MTO1	mitochondrial translation optimization 1 homolog (S. cerevisiae)
GgaAffx.24078.1.S1_s_at	2.082788089	TRIO	triple functional domain (PTPRF interacting)
Gga.18157.1.S1_at	2.08014607	---	---
Gga.17120.1.S1_at	2.079020762	---	---
GgaAffx.12216.1.S1_s_at	2.078207847	RCJMB04_10n18	clathrin, light chain (Lcb)
Gga.12849.1.S1_at	2.076590731	SMOC2	SPARC related modular calcium binding 2
Gga.12856.1.S1_at	2.076540185	TDH	L-threonine dehydrogenase
Gga.3933.1.S1_at	2.075520833	---	---
GgaAffx.20575.1.S1_at	2.075048108	---	---
Gga.19101.1.S1_at	2.073388875	---	---
Gga.14424.1.S1_s_at	2.072377758	SH3GL1	SH3-domain GRB2-like 1
GgaAffx.8419.1.S1_s_at	2.069767442	LOC425964 /// LOC431192	similar to guanine nucleotide exchange factor /// similar to alternate SOS1
Gga.19289.1.S1_at	2.066127168	PRCP	Prolylcarboxypeptidase (angiotensinase C)
Gga.7098.1.S1_at	2.065865496	PPP1R13B	protein phosphatase 1, regulatory (inhibitor) subunit 13B
Gga.1207.2.S1_a_at	2.056749088	LOC426515	hypothetical LOC426515
GgaAffx.20978.1.S1_s_at	2.051973922	FGFR2	fibroblast growth factor receptor 2
Gga.9700.1.S1_at	2.051917204	TSPAN7	tetraspanin 7
Gga.16071.1.S1_s_at	2.046262626	SGPL1	sphingosine-1-phosphate lyase 1
Gga.15902.1.S1_at	2.046063203	ASCC3L1	activating signal cointegrator 1 complex subunit 3-like 1
Gga.7383.1.S1_at	2.042372881	---	---
Gga.18258.1.S1_s_at	2.040330789	---	---
Gga.4664.2.S1_a_at	2.040016087	LOC769329	Hypothetical protein LOC769329
Gga.14414.1.S1_at	2.035282258	---	---
Gga.4475.1.S1_at	2.034129693	OGT	O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase)
Gga.17789.1.S1_at	2.033827739	---	---
Gga.6025.1.S1_s_at	2.032653061	CTSS	cathepsin S
GgaAffx.22707.2.S1_s_at	2.031050955	---	---
Gga.4965.1.S1_at	2.030904696	COL12A1	collagen, type XII, alpha 1
Gga.18767.1.S1_at	2.030702315	---	---
Gga.2794.1.S1_at	2.030016509	EP300	E1A binding protein p300
GgaAffx.12237.1.S1_s_at	2.029710417	OGT	O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase)
GgaAffx.12161.1.S1_s_at	2.029501217	TRPC4AP	transient receptor potential cation channel, subfamily C, member 4 associated protein
Gga.13333.1.S1_at	2.027125467	---	---
Gga.4661.2.S1_at	2.02649265	TUBA1C	tubulin, alpha 1c
Gga.3041.1.S1_at	2.024983389	TNNC1	troponin C type 1 (slow)
Gga.8510.1.S1_at	2.020868489	---	---
Gga.3854.1.S2_at	2.017394158	CTSB	cathepsin B
GgaAffx.22594.1.S1_s_at	2.017036655	SPINT1	serine peptidase inhibitor, Kunitz type 1
Gga.2606.1.S1_x_at	2.016658501	---	---
GgaAffx.24921.2.S1_s_at	2.015806602	MAP3K7IP3	mitogen-activated protein kinase kinase kinase 7 interacting protein 3
Gga.12179.1.S1_at	2.015087641	---	---
Gga.8950.1.S1_at	2.011800583	LOC418683	similar to hect domain and RLD 2
Gga.12274.1.S1_at	2.011253395	---	---
GgaAffx.11943.1.S1_s_at	2.009521794	SLC17A5	solute carrier family 17 (anion/sugar transporter), member 5
Gga.6974.1.S1_at	2.00921093	---	---
GgaAffx.21730.1.S1_s_at	2.009070851	---	---
GgaAffx.23685.1.S1_s_at	2.007492507	LIMD1	LIM domains containing 1
Gga.15628.1.S1_at	2.007132051	---	---
Gga.5888.2.S1_a_at	2.006436513	MLL3	myeloid/lymphoid or mixed-lineage leukemia 3
Gga.18926.2.S1_a_at	2.003077335	PTP4A3	protein tyrosine phosphatase type IVA, member 3
Gga.9298.1.S1_at	2.002886003	LOC419134	similar to copine I
Gga.19935.1.A1_at	2.002832861	ARSJ	Arylsulfatase family, member J
GgaAffx.10841.1.S1_s_at	2.001318392	LMO7	LIM domain 7
