Ensembl ID	Fold Change	Gene Name	Gene Symbol
ENSG00000169202	1.429825322	Olfactory receptor 10G2 [Source:UniProtKB/Swiss-Prot;Acc:Q8NGC3]	OR10G2
ENSG00000168379	1.429463065	HLA-DPB2 protein [Source:UniProtKB/TrEMBL;Acc:Q8WM95]	HLA-DPB2
ENSG00000128335	1.429158711	Apolipoprotein-L2 (Apolipoprotein L-II) (ApoL-II) [Source:UniProtKB/Swiss-Prot;Acc:Q9BQE5]	APOL2
ENSG00000179407	1.429146185	DnaJ homolog subfamily B member 8 [Source:UniProtKB/Swiss-Prot;Acc:Q8NHS0]	DNAJB8
ENSG00000156482	1.429027538	60S ribosomal protein L30 [Source:UniProtKB/Swiss-Prot;Acc:P62888]	RPL30
ENSG00000081189	1.428740655	Myocyte-specific enhancer factor 2C [Source:UniProtKB/Swiss-Prot;Acc:Q06413]	MEF2C
ENSG00000111671	1.428628775	SPRY domain-containing SOCS box protein 2 (SSB-2) (Gene-rich cluster protein C9) [Source:UniProtKB/Swiss-Prot;Acc:Q99619]	SPSB2
ENSG00000170291	1.428600658	Dermal papilla-derived protein 6 (S-phase 2 protein) [Source:UniProtKB/Swiss-Prot;Acc:Q8TE02]	C17orf81
ENSG00000185114	1.427313577		ENSG00000185114
ENSG00000166407	1.427148001	Rhombotin-1 (LIM domain only protein 1) (Cysteine-rich protein TTG-1) (T-cell translocation protein 1) [Source:UniProtKB/Swiss-Prot;Acc:P25800]	LMO1
ENSG00000108848	1.426724006	Cisplatin resistance-associated overexpressed protein (cAMP regulatory element-associated protein 1) (CRE-associated protein 1) (CREAP-1) (Luc7A) [Source:UniProtKB/Swiss-Prot;Acc:O95232]	AC_005921.3
ENSG00000197122	1.426517413	Proto-oncogene tyrosine-protein kinase Src (EC 2.7.10.2) (pp60c-src) (p60-Src) (c-Src) [Source:UniProtKB/Swiss-Prot;Acc:P12931]	SRC
ENSG00000162174	1.426363803	L-asparaginase (EC 3.5.1.1) (L-asparagine amidohydrolase) (Asparaginase-like protein 1) [Source:UniProtKB/Swiss-Prot;Acc:Q7L266]	ASRGL1
ENSG00000170956	1.425603782	Carcinoembryonic antigen-related cell adhesion molecule 3 Precursor  (Carcinoembryonic antigen CGM1) (CD66d antigen) [Source:UniProtKB/Swiss-Prot;Acc:P40198]	CEACAM3
ENSG00000113100	1.42559951	Cadherin-9 Precursor  [Source:UniProtKB/Swiss-Prot;Acc:Q9ULB4]	CDH9
ENSG00000130829	1.425202732	Dual specificity protein phosphatase 9 (EC 3.1.3.48) (EC 3.1.3.16) (Mitogen-activated protein kinase phosphatase 4) (MAP kinase phosphatase 4) (MKP-4) [Source:UniProtKB/Swiss-Prot;Acc:Q99956]	DUSP9
ENSG00000185225	1.424570044	Putative uncharacterized protein C21orf32. [Source:Uniprot/SWISSPROT;Acc:P57056]	C21orf32
ENSG00000165012	1.424428361		ENSG00000165012
ENSG00000168509	1.424368301	Hemojuvelin Precursor  (Hemochromatosis type 2 protein) (RGM domain family member C) [Source:UniProtKB/Swiss-Prot;Acc:Q6ZVN8]	HFE2
ENSG00000166016	1.424296375	Ankyrin repeat and BTB/POZ domain-containing protein 2 [Source:UniProtKB/Swiss-Prot;Acc:Q8N961]	ABTB2
ENSG00000108788	1.42426558	Max-like protein X (Max-like bHLHZip protein) (BigMax protein) (Protein Mlx) (Transcription factor-like protein 4) [Source:UniProtKB/Swiss-Prot;Acc:Q9UH92]	MLX
ENSG00000060138	1.424138482	DNA-binding protein A (Cold shock domain-containing protein A) (Single-strand DNA-binding protein NF-GMB) [Source:UniProtKB/Swiss-Prot;Acc:P16989]	CSDA
ENSG00000166135	1.423979258	Hypoxia-inducible factor 1 alpha inhibitor (EC 1.14.11.16) (Hypoxia-inducible factor asparagine hydroxylase) (Factor inhibiting HIF-1) (FIH-1) [Source:UniProtKB/Swiss-Prot;Acc:Q9NWT6]	HIF1AN
ENSG00000027869	1.423781514	SH2 domain-containing protein 2A (T cell-specific adapter protein) (TSAd) (VEGF receptor-associated protein) (SH2 domain-containing adapter protein) [Source:UniProtKB/Swiss-Prot;Acc:Q9NP31]	SH2D2A
ENSG00000151498	1.423689292	Isobutyryl-CoA dehydrogenase, mitochondrial Precursor  (EC 1.3.99.-) (Acyl-CoA dehydrogenase family member 8) (ACAD-8) (Activator-recruited cofactor 42 kDa component) (ARC42) [Source:UniProtKB/Swiss-Prot;Acc:Q9UKU7]	ACAD8
ENSG00000139651	1.423523053	Zinc finger protein 740 (OriLyt TD-element-binding protein 7) [Source:UniProtKB/Swiss-Prot;Acc:Q8NDX6]	ZNF740
ENSG00000122140	1.423259414	28S ribosomal protein S2, mitochondrial (S2mt) (MRP-S2) [Source:UniProtKB/Swiss-Prot;Acc:Q9Y399]	MRPS2
ENSG00000168056	1.422314768	Latent-transforming growth factor beta-binding protein 3 Precursor  (LTBP-3) [Source:UniProtKB/Swiss-Prot;Acc:Q9NS15]	LTBP3
ENSG00000155875	1.422131542	Protein FAM154A [Source:UniProtKB/Swiss-Prot;Acc:Q8IYX7]	FAM154A
ENSG00000094916	1.422090225	Chromobox protein homolog 5 (Heterochromatin protein 1 homolog alpha) (HP1 alpha) (Antigen p25) [Source:UniProtKB/Swiss-Prot;Acc:P45973]	CBX5
ENSG00000147586	1.422069536	28S ribosomal protein S28, mitochondrial (S28mt) (MRP-S28) (MRP-S35) [Source:UniProtKB/Swiss-Prot;Acc:Q9Y2Q9]	MRPS28
ENSG00000156140	1.421846738	ADAMTS-3 (EC 3.4.24.-) (A disintegrin and metalloproteinase with thrombospondin motifs 3) (ADAM-TS 3) (ADAM-TS3) (Procollagen II amino propeptide-processing enzyme) [Source:UniProtKB/Swiss-Prot;Acc:O15072]	ADAMTS3
ENSG00000152192	1.42176075	POU domain, class 4, transcription factor 1 (Brain-specific homeobox/POU domain protein 3A) (Brn-3A) (Oct-T1) (Homeobox/POU domain protein RDC-1) [Source:UniProtKB/Swiss-Prot;Acc:Q01851]	POU4F1
ENSG00000167258	1.421469311	Cell division cycle 2-related protein kinase 7 (EC 2.7.11.22) (CDC2-related protein kinase 7) (Cdc2-related kinase, arginine/serine-rich) (CrkRS) [Source:UniProtKB/Swiss-Prot;Acc:Q9NYV4]	CRKRS
ENSG00000175704	1.421280374	CDNA FLJ37310 fis, clone BRAMY2016706. [Source:Uniprot/SPTREMBL;Acc:Q8N1X5]	FLJ37310
ENSG00000136527	1.4212338	Splicing factor, arginine/serine-rich 10 (Transformer-2-beta) (HTRA2-beta) (Transformer 2 protein homolog) [Source:UniProtKB/Swiss-Prot;Acc:P62995]	SFRS10
ENSG00000197203	1.420918557	CDNA FLJ35225 fis, clone PROST2001116. [Source:Uniprot/SPTREMBL;Acc:Q8NAJ9]	FLJ35225
ENSG00000105928	1.420806348	Non-syndromic hearing impairment protein 5 (Inversely correlated with estrogen receptor expression 1) (ICERE-1) [Source:UniProtKB/Swiss-Prot;Acc:O60443]	DFNA5
ENSG00000119720	1.420452563	UPF0614 protein C14orf102 [Source:UniProtKB/Swiss-Prot;Acc:Q9H7Z3]	C14orf102
ENSG00000170855	1.420371294	TP53-regulated inhibitor of apoptosis 1 (p53-inducible cell-survival factor) (p53CSV) (Protein 15E1.1) (WF-1) [Source:UniProtKB/Swiss-Prot;Acc:O43715]	TRIAP1
ENSG00000141639	1.420172731	Mitogen-activated protein kinase 4 (EC 2.7.11.24) (Extracellular signal-regulated kinase 4) (ERK-4) (MAP kinase isoform p63) (p63-MAPK) [Source:UniProtKB/Swiss-Prot;Acc:P31152]	MAPK4
ENSG00000122490	1.419435013	PQ-loop repeat-containing protein 1 [Source:UniProtKB/Swiss-Prot;Acc:Q8N2U9]	PQLC1
ENSG00000135333	1.419227065	Ephrin type-A receptor 7 Precursor  (EC 2.7.10.1) (Tyrosine-protein kinase receptor EHK-3) (EPH homology kinase 3) (Receptor protein-tyrosine kinase HEK11) [Source:UniProtKB/Swiss-Prot;Acc:Q15375]	EPHA7
ENSG00000101306	1.419115137	Myosin light chain kinase 2, skeletal/cardiac muscle (EC 2.7.11.18) (MLCK2) [Source:UniProtKB/Swiss-Prot;Acc:Q9H1R3]	MYLK2
ENSG00000197753	1.418721939	Tetraspan membrane protein of hair cell stereocilia (Lipoma HMGIC fusion partner-like 5 protein) [Source:UniProtKB/Swiss-Prot;Acc:Q8TAF8]	LHFPL5
ENSG00000168348	1.418609053	Insulinoma-associated protein 2 (Zinc finger protein IA-6) [Source:UniProtKB/Swiss-Prot;Acc:Q96T92]	INSM2
ENSG00000186967	1.418279553		KRTAP19-3
ENSG00000204351	1.41823746	superkiller viralicidic activity 2-like homolog  [Source:RefSeq_peptide;Acc:NP_008860]	SKIV2L
ENSG00000167676	1.417519595	Protein KIAA1881 (Adipocyte protein S3-12) [Source:UniProtKB/Swiss-Prot;Acc:Q96Q06]	KIAA1881
ENSG00000107623	1.417509229	Bone morphogenetic protein 3b Precursor  (BMP-3b) (Growth/differentiation factor 10) (GDF-10) (Bone-inducing protein) (BIP) [Source:UniProtKB/Swiss-Prot;Acc:P55107]	GDF10
ENSG00000175826	1.417450575	Serine/threonine-protein phosphatase dullard (EC 3.1.3.16) [Source:UniProtKB/Swiss-Prot;Acc:O95476]	DULLARD
ENSG00000197711	1.417307224	Haptoglobin-related protein Precursor  [Source:UniProtKB/Swiss-Prot;Acc:P00739]	HP
ENSG00000177962	1.416622972		ENSG00000177962
ENSG00000115317	1.416587361	Serine protease HTRA2, mitochondrial (EC 3.4.21.108) (High temperature requirement protein A2) (HtrA2) (Omi stress-regulated endoprotease) (Serine proteinase OMI) (Serine protease 25) [Source:UniProtKB/Swiss-Prot;Acc:O43464]	HTRA2
ENSG00000157870	1.416482205	Uncharacterized protein C1orf93 [Source:UniProtKB/Swiss-Prot;Acc:Q8TBF2]	C1orf93
ENSG00000163009	1.416309497	Uncharacterized protein C2orf48 [Source:UniProtKB/Swiss-Prot;Acc:Q96LS8]	C2orf48
ENSG00000210931	1.415972582		ENSG00000210931
ENSG00000146386	1.415354505	Uncharacterized protein C6orf115 [Source:UniProtKB/Swiss-Prot;Acc:Q9P1F3]	C6orf115
ENSG00000100412	1.415146803	Aconitate hydratase, mitochondrial Precursor  (EC 4.2.1.3) (Aconitase) (Citrate hydro-lyase) [Source:UniProtKB/Swiss-Prot;Acc:Q99798]	ACO2
ENSG00000197409	1.414909102	Histone H2A type 1-D (H2A.3) (H2A/g) [Source:UniProtKB/Swiss-Prot;Acc:P20671]	HIST1H2AD
ENSG00000154814	1.414781534	Oxidoreductase NAD-binding domain-containing protein 1 Precursor  (EC 1.-.-.-) [Source:UniProtKB/Swiss-Prot;Acc:Q96HP4]	OXNAD1
ENSG00000148164	1.414325253		ENSG00000148164
ENSG00000125352	1.414284217	RING finger protein 113A (Zinc finger protein 183) [Source:UniProtKB/Swiss-Prot;Acc:O15541]	RNF113A
ENSG00000112742	1.41405164	Dual specificity protein kinase TTK (EC 2.7.12.1) (Phosphotyrosine picked threonine-protein kinase) (PYT) [Source:UniProtKB/Swiss-Prot;Acc:P33981]	TTK
ENSG00000168995	1.413950318	Sialic acid-binding Ig-like lectin 7 (Siglec-7) (QA79 membrane protein) (Adhesion inhibitory receptor molecule 1) (AIRM-1) (p75) (D-siglec) (CDw328) [Source:UniProtKB/Swiss-Prot;Acc:Q9Y286]	SIGLEC7
ENSG00000052344	1.413900692	Prostasin Precursor  (EC 3.4.21.-) (Serine protease 8)[Prostasin light chain][Prostasin heavy chain] [Source:UniProtKB/Swiss-Prot;Acc:Q16651]	PRSS8
ENSG00000141959	1.413558821	6-phosphofructokinase, liver type (EC 2.7.1.11) (Phosphofructokinase 1) (Phosphohexokinase) (Phosphofructo-1-kinase isozyme B) (PFK-B) [Source:UniProtKB/Swiss-Prot;Acc:P17858]	PFKL
ENSG00000094975	1.413548666	Protein C1orf9 Precursor  [Source:UniProtKB/Swiss-Prot;Acc:Q9UBS9]	C1orf9
ENSG00000100991	1.41352514	Trpc4-associated protein (Short transient receptor potential channel 4-associated protein) (Trp4-associated protein) (TAP1 protein) (TNF-receptor ubiquitous scaffolding/signaling protein) [Source:UniProtKB/Swiss-Prot;Acc:Q8TEL6]	TRPC4AP
ENSG00000130813	1.413506832	UPF0515 protein [Source:UniProtKB/Swiss-Prot;Acc:Q9NUL5]	C19orf66
ENSG00000183918	1.413309464	SH2 domain-containing protein 1A (Signaling lymphocytic activation molecule-associated protein) (SLAM-associated protein) (T-cell signal transduction molecule SAP) (Duncan disease SH2-protein) [Source:UniProtKB/Swiss-Prot;Acc:O60880]	SH2D1A
ENSG00000115526	1.413090199	Carbohydrate sulfotransferase 10 (EC 2.8.2.-) (HNK-1 sulfotransferase) (HNK1ST) (HNK-1ST) (huHNK-1ST) [Source:UniProtKB/Swiss-Prot;Acc:O43529]	CHST10
ENSG00000178685	1.412896781	Poly [ADP-ribose] polymerase 10 (EC 2.4.2.30) (PARP-10) [Source:UniProtKB/Swiss-Prot;Acc:Q53GL7]	PARP10
ENSG00000157653	1.412842992	Uncharacterized protein C9orf43 [Source:UniProtKB/Swiss-Prot;Acc:Q8TAL5]	C9orf43
ENSG00000118017	1.412761934	Alpha-1,4-N-acetylglucosaminyltransferase (EC 2.4.1.-) (Alpha4GnT) [Source:UniProtKB/Swiss-Prot;Acc:Q9UNA3]	A4GNT
ENSG00000198569	1.412519491	Sodium-dependent phosphate transport protein 2C (Sodium-phosphate transport protein 2C) (Na(+)-dependent phosphate cotransporter 2C) (Sodium/phosphate cotransporter 2C) (Na(+)/Pi cotransporter 2C) [Source:UniProtKB/Swiss-Prot;Acc:Q8N130]	SLC34A3
ENSG00000186012	1.412285707	similar to coiled-coil domain containing 72 (LOC729255), mRNA [Source:RefSeq_dna;Acc:XR_015964]	CCDC72
ENSG00000196531	1.412240457	Nascent polypeptide-associated complex subunit alpha (NAC-alpha) (Alpha-NAC) (Allergen Hom s 2) [Source:UniProtKB/Swiss-Prot;Acc:Q13765]	NACA
ENSG00000135476	1.41213596	Separin (EC 3.4.22.49) (Separase) (Caspase-like protein ESPL1) (Extra spindle poles-like 1 protein) [Source:UniProtKB/Swiss-Prot;Acc:Q14674]	ESPL1
ENSG00000187809	1.411777111	Tetratricopeptide repeat protein GNN (TPR repeat protein GNN) (Grp94-neighboring nucleotidase) [Source:UniProtKB/Swiss-Prot;Acc:Q6P2S7]	ENSG00000187809
ENSG00000048162	1.411760183	NOP 16 nucleolar protein 16 (yeast)	NOP16
ENSG00000196435	1.41175212	RING finger protein 208 [Source:UniProtKB/Swiss-Prot;Acc:Q9H0X6]	RNF208
ENSG00000005100	1.411463062	Putative ATP-dependent RNA helicase DHX33 (EC 3.6.1.-) (DEAH box protein 33) [Source:UniProtKB/Swiss-Prot;Acc:Q9H6R0]	DHX33
ENSG00000183682	1.411027582	Bone morphogenetic protein 8A Precursor  (BMP-8A) [Source:UniProtKB/Swiss-Prot;Acc:Q7Z5Y6]	BMP8A
ENSG00000112664	1.410954363	Diphosphoinositol polyphosphate phosphohydrolase 1 (EC 3.6.1.52) (EC 3.6.1.-) (DIPP-1) (Diadenosine 5,5-P1,P6-hexaphosphate hydrolase 1) (Nucleoside diphosphate-linked moiety X motif 3) (Nudix motif 3) [Source:UniProtKB/Swiss-Prot;Acc:O95989]	NUDT3
ENSG00000184378	1.410737105	Actin-related protein M1 [Source:UniProtKB/Swiss-Prot;Acc:Q9BYD9]	ARPM1
ENSG00000187185	1.410352815	Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:Q86VG7]	ENSG00000187185
ENSG00000132975	1.410241868	Probable G-protein coupled receptor 12 [Source:UniProtKB/Swiss-Prot;Acc:P47775]	GPR12
ENSG00000073578	1.410129286	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial Precursor  (EC 1.3.5.1) (Flavoprotein subunit of complex II) (Fp) [Source:UniProtKB/Swiss-Prot;Acc:P31040]	SDHA
ENSG00000116785	1.409806727	Complement factor H-related protein 3 Precursor  (FHR-3) (H factor-like protein 3) (DOWN16) [Source:UniProtKB/Swiss-Prot;Acc:Q02985]	CFHR3
ENSG00000131484	1.409524361	Uncharacterized protein ENSP00000253803 [Source:UniProtKB/TrEMBL;Acc:A6NG33]	ENSG00000131484
ENSG00000162552	1.4094648	Protein Wnt-4 Precursor  [Source:UniProtKB/Swiss-Prot;Acc:P56705]	WNT4
ENSG00000100603	1.408752461	SNW domain-containing protein 1 (Nuclear protein SkiP) (Ski-interacting protein) (Nuclear receptor coactivator NCoA-62) [Source:UniProtKB/Swiss-Prot;Acc:Q13573]	SNW1
ENSG00000087191	1.408646978	26S protease regulatory subunit 8 (Proteasome 26S subunit ATPase 5) (Proteasome subunit p45) (p45/SUG) (Thyroid hormone receptor-interacting protein 1) (TRIP1) [Source:UniProtKB/Swiss-Prot;Acc:P62195]	PSMC5
ENSG00000173702	1.408583013	Mucin-13 Precursor  (MUC-13) (Down-regulated in colon cancer 1) [Source:UniProtKB/Swiss-Prot;Acc:Q9H3R2]	MUC13
ENSG00000159761	1.408329707	Uncharacterized protein C16orf86 [Source:UniProtKB/Swiss-Prot;Acc:Q6ZW13]	C16orf86
ENSG00000164535	1.407779907	Sn1-specific diacylglycerol lipase beta (EC 3.1.1.-) (DGL-beta) (KCCR13L) [Source:UniProtKB/Swiss-Prot;Acc:Q8NCG7]	DAGLB
ENSG00000127780	1.407095762	Olfactory receptor 1E2 (Olfactory receptor 17-93/17-135/17-136) (OR17-93) (OR17-135) (OR17-136) [Source:UniProtKB/Swiss-Prot;Acc:P47887]	OR1E2
ENSG00000134253	1.406502404	Tripartite motif-containing protein 45 (RING finger protein 99) [Source:UniProtKB/Swiss-Prot;Acc:Q9H8W5]	TRIM45
ENSG00000060491	1.406009195	Opioid growth factor receptor (OGFr) (Zeta-type opioid receptor) (7-60 protein) [Source:UniProtKB/Swiss-Prot;Acc:Q9NZT2]	OGFR
ENSG00000188038	1.405710741	Neuritin-like protein Precursor  [Source:UniProtKB/Swiss-Prot;Acc:Q496H8]	NRN1L
ENSG00000100003	1.405379238	SEC14-like protein 2 (Alpha-tocopherol-associated protein) (TAP) (hTAP) (Supernatant protein factor) (SPF) (Squalene transfer protein) [Source:UniProtKB/Swiss-Prot;Acc:O76054]	SEC14L2
ENSG00000186684	1.404969365	Cytochrome P450 27C1 (EC 1.14.-.-) [Source:UniProtKB/Swiss-Prot;Acc:Q4G0S4]	CYP27C1
ENSG00000162068	1.404863063	Netrin-2-like protein Precursor  [Source:UniProtKB/Swiss-Prot;Acc:O00634]	NTN2L
ENSG00000123569	1.404449263	Histone H2B type W-T (H2B histone family member W testis-specific) [Source:UniProtKB/Swiss-Prot;Acc:Q7Z2G1]	H2BFWT
ENSG00000169271	1.40433601	Heat shock protein beta-3 (HspB3) (Heat shock 17 kDa protein) [Source:UniProtKB/Swiss-Prot;Acc:Q12988]	HSPB3
ENSG00000111684	1.404053951	Lysophosphatidylcholine acyltransferase (EC 2.3.1.23) (Membrane-bound O-acyltransferase domain-containing protein 5) (O-acyltransferase domain-containing protein 5) [Source:UniProtKB/Swiss-Prot;Acc:Q6P1A2]	LPCAT3
ENSG00000172900	1.403829504	Putative uncharacterized protein FLJ42102 [Source:UniProtKB/Swiss-Prot;Acc:Q6ZVU0]	FLJ42102
ENSG00000035928	1.403747164	Replication factor C subunit 1 (Activator 1 subunit 1) (Replication factor C large subunit) (RF-C 140 kDa subunit) (Activator 1 140 kDa subunit) (A1 140 kDa subunit) [Source:UniProtKB/Swiss-Prot;Acc:P35251]	RFC1
ENSG00000175197	1.403588995	DNA damage-inducible transcript 3 (DDIT-3) (Growth arrest and DNA-damage-inducible protein GADD153) (C/EBP-homologous protein) (CHOP) [Source:UniProtKB/Swiss-Prot;Acc:P35638]	DDIT3
ENSG00000135604	1.403129257	Syntaxin-11 [Source:UniProtKB/Swiss-Prot;Acc:O75558]	STX11
ENSG00000133106	1.403047011	Epithelial-stromal interaction protein 1 [Source:UniProtKB/Swiss-Prot;Acc:Q96J88]	EPSTI1
ENSG00000142632	1.402925562	Rho guanine nucleotide exchange factor 19 [Source:UniProtKB/Swiss-Prot;Acc:Q8IW93]	ARHGEF19
ENSG00000162139	1.402818728	Sialidase-3 (EC 3.2.1.18) (Membrane sialidase) (Ganglioside sialidase) (N-acetyl-alpha-neuraminidase 3) [Source:UniProtKB/Swiss-Prot;Acc:Q9UQ49]	NEU3
ENSG00000204443	1.402805963		ENSG00000204443
ENSG00000172426	1.402780701	Uncharacterized protein C6orf206 [Source:UniProtKB/Swiss-Prot;Acc:Q9H1X1]	C6orf206
ENSG00000100156	1.402543591	Monocarboxylate transporter 3 (MCT 3) (Solute carrier family 16 member 8) [Source:UniProtKB/Swiss-Prot;Acc:O95907]	SLC16A8
ENSG00000174165	1.402336544	Probable palmitoyltransferase ZDHHC24 (EC 2.3.1.-) (Zinc finger DHHC domain-containing protein 24) (DHHC-24) [Source:UniProtKB/Swiss-Prot;Acc:Q6UX98]	ZDHHC24
ENSG00000132676	1.401525771	28S ribosomal protein S29, mitochondrial (S29mt) (MRP-S29) (Death-associated protein 3) (DAP-3) (Ionizing radiation resistance conferring protein) [Source:UniProtKB/Swiss-Prot;Acc:P51398]	DAP3
ENSG00000081051	1.401162405	Alpha-fetoprotein Precursor  (Alpha-1-fetoprotein) (Alpha-fetoglobulin) [Source:UniProtKB/Swiss-Prot;Acc:P02771]	AFP
ENSG00000112149	1.400933825	CD83 antigen Precursor  (Cell surface protein HB15) (B-cell activation protein) (CD83 antigen) [Source:UniProtKB/Swiss-Prot;Acc:Q01151]	CD83
ENSG00000129925	1.400876747	Transmembrane protein 8 Precursor  (Protein M83) (Transmembrane protein 6) [Source:UniProtKB/Swiss-Prot;Acc:Q9HCN3]	TMEM8
ENSG00000197070	1.400685971	Arrestin domain-containing protein 1 [Source:UniProtKB/Swiss-Prot;Acc:Q8N5I2]	ARRDC1
ENSG00000176444	1.400660622	Dual specificity protein kinase CLK2 (EC 2.7.12.1) (CDC-like kinase 2) [Source:UniProtKB/Swiss-Prot;Acc:P49760]	CLK2
ENSG00000107099	1.399619176	Dedicator of cytokinesis protein 8 [Source:UniProtKB/Swiss-Prot;Acc:Q8NF50]	DOCK8
ENSG00000113240	1.399337332	Dual specificity protein kinase CLK4 (EC 2.7.12.1) (CDC-like kinase 4) [Source:UniProtKB/Swiss-Prot;Acc:Q9HAZ1]	CLK4
ENSG00000188130	1.398575496	Mitogen-activated protein kinase 12 (EC 2.7.11.24) (Extracellular signal-regulated kinase 6) (ERK-6) (ERK5) (Stress-activated protein kinase 3) [Source:UniProtKB/Swiss-Prot;Acc:P53778]	MAPK12
ENSG00000112599	1.397462608	Guanylyl cyclase-activating protein 2 (GCAP 2) (Guanylate cyclase activator 1B) [Source:UniProtKB/Swiss-Prot;Acc:Q9UMX6]	GUCA1B
ENSG00000160813	1.396247208	Putative uncharacterized protein C7orf47 [Source:UniProtKB/Swiss-Prot;Acc:Q8TAP8]	C7orf47
ENSG00000133056	1.39590779	Phosphatidylinositol-4-phosphate 3-kinase C2 domain-containing beta polypeptide (EC 2.7.1.154) (Phosphoinositide 3-Kinase-C2-beta) (PtdIns-3-kinase C2 beta) (PI3K-C2beta) (C2-PI3K) [Source:UniProtKB/Swiss-Prot;Acc:O00750]	PIK3C2B
ENSG00000141506	1.395868492	Phosphoinositide 3-kinase regulatory subunit 5 (PI3-kinase regulatory subunit 5) (PI3-kinase p101 subunit) (PtdIns-3-kinase p101) (p101-PI3K) [Source:UniProtKB/Swiss-Prot;Acc:Q8WYR1]	PIK3R5
ENSG00000163586	1.395632858	Fatty acid-binding protein, liver (L-FABP) [Source:UniProtKB/Swiss-Prot;Acc:P07148]	FABP1
ENSG00000180061	1.395495208	Uncharacterized protein ENSP00000320757 [Source:UniProtKB/TrEMBL;Acc:A6NC51]	LOC284417
ENSG00000115461	1.395317189	Insulin-like growth factor-binding protein 5 Precursor  (IGF-binding protein 5) (IGFBP-5) (IBP-5) [Source:UniProtKB/Swiss-Prot;Acc:P24593]	IGFBP5
ENSG00000099330	1.395003322	Occludin/ELL domain-containing protein 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9H607]	OCEL1
ENSG00000106244	1.394866124	28 kDa heat- and acid-stable phosphoprotein (PDGF-associated protein) (PAP) (PDGFA-associated protein 1) (PAP1) [Source:UniProtKB/Swiss-Prot;Acc:Q13442]	PDAP1
ENSG00000149557	1.394851039	Fasciculation and elongation protein zeta-1 (Zygin-1) (Zygin I) [Source:UniProtKB/Swiss-Prot;Acc:Q99689]	FEZ1
ENSG00000101849	1.394627175	F-box-like/WD repeat-containing protein TBL1X (Transducin beta-like 1X protein) (Transducin-beta-like 1, X-linked) (SMAP55) [Source:UniProtKB/Swiss-Prot;Acc:O60907]	TBL1X
ENSG00000128389	1.394298541		ENSG00000128389
ENSG00000090372	1.393949136	Striatin-4 (Zinedin) [Source:UniProtKB/Swiss-Prot;Acc:Q9NRL3]	STRN4
ENSG00000166183	1.392504581	LPP60_HUMAN Isoform 2 of Q86U10 - Homo sapiens (Human) [Source:UniProtKB/SpliceVariant;Acc:Q86U10-2]	ENSG00000166183
ENSG00000142606	1.392214416	Membrane metallo-endopeptidase-like 1 (EC 3.4.24.11) (Membrane metallo-endopeptidase-like 2) (Neprilysin-2) (Neprilysin II) (NL2) (NEPII) (NEP2(m)) [Source:UniProtKB/Swiss-Prot;Acc:Q495T6]	MMEL1
ENSG00000113369	1.392068158	Arrestin domain-containing protein 3 [Source:UniProtKB/Swiss-Prot;Acc:Q96B67]	ARRDC3
ENSG00000129862	1.391037078	Testis-specific basic protein Y 1 (Variably charged protein Y) (Basic charge, Y-linked 1) [Source:UniProtKB/Swiss-Prot;Acc:O14598]	VCY
ENSG00000205020	1.390976897	C-C motif chemokine 4-like (Small-inducible cytokine A4-like) (Lymphocyte activation gene 1 protein) (LAG-1) (Macrophage inflammatory protein 1-beta) (MIP-1-beta) [Source:UniProtKB/Swiss-Prot;Acc:Q8NHW4]	CCL4L1
ENSG00000117707	1.390964517	Prospero homeobox protein 1 (Homeobox prospero-like protein PROX1) (PROX-1) [Source:UniProtKB/Swiss-Prot;Acc:Q92786]	PROX1
ENSG00000100345	1.390515096	Myosin-9 (Myosin heavy chain 9) (Myosin heavy chain, non-muscle IIa) (Non-muscle myosin heavy chain IIa) (NMMHC II-a) (NMMHC-IIA) (Cellular myosin heavy chain, type A) [Source:UniProtKB/Swiss-Prot;Acc:P35579]	MYH9
ENSG00000142959	1.389934824	Bestrophin-4 (Vitelliform macular dystrophy 2-like protein 2) [Source:UniProtKB/Swiss-Prot;Acc:Q8NFU0]	BEST4
ENSG00000122861	1.389806399	Urokinase-type plasminogen activator (EC 3.4.21.73) (U-plasminogen activator) (uPA)[Urokinase-type plasminogen activator long chain A] [Source:UniProtKB/Swiss-Prot;Acc:P00749]	PLAU
ENSG00000133149	1.389511981	Testis-expressed sequence 13A protein [Source:UniProtKB/Swiss-Prot;Acc:Q9BXU3]	TEX13A
ENSG00000104365	1.389462485	Inhibitor of nuclear factor kappa-B kinase subunit beta (EC 2.7.11.10) (I-kappa-B-kinase beta) (IkBKB) (IKK-beta) (IKK-B) (I-kappa-B kinase 2) (IKK2) [Source:UniProtKB/Swiss-Prot;Acc:O14920]	IKBKB
ENSG00000106266	1.389454258	Sorting nexin-8 [Source:UniProtKB/Swiss-Prot;Acc:Q9Y5X2]	SNX8
ENSG00000172938	1.389136852	Mas-related G-protein coupled receptor member D (Beta-alanine receptor) (G-protein coupled receptor TGR7) [Source:UniProtKB/Swiss-Prot;Acc:Q8TDS7]	MRGPRD
