hg18.refGene.name	chrom	strand	start	end	gene symbol	E3Diff	E6Diff	E9Diff	E12Diff	E24Diff	E48Diff	?with RNAPII peaks +/- 1Kb around TSS
NM_015076	chr6	-	111037873	111243105	CDC2L6	-0.1223	-0.4593	-0.2795	-0.1313	0.1309	-0.2079	Yes
NM_012121	chr17	-	68791357	68819738	CDC42EP4	-0.5241	-0.1734	-0.2107	-0.1667	-0.1709	-0.1308	Yes
NM_004360	chr16	+	67328695	67426945	CDH1	-0.4058	-0.5357	-0.0367	0.2495	0.416	0.7368	Yes
NM_001797	chr16	-	63538183	63713420	CDH11	-0.1529	-0.3393	-0.3143	-0.3041	-0.557	-0.3781	No
NM_001793	chr16	+	67235651	67290458	CDH3	-0.4345	-0.5243	-0.2252	-0.3889	-0.6717	-0.6071	Yes
NM_004642	chr12	-	122311492	122322640	CDK2AP1	-0.2428	-0.5058	-0.1325	-0.0065	0.3078	0.2393	Yes
NM_001259	chr7	-	92072172	92301167	CDK6	-0.2484	-0.4007	-0.2833	-0.2415	-0.3105	-0.5737	Yes
NM_001799	chr5	+	68566377	68609013	CDK7	-0.264	-0.4159	-0.1346	-0.0469	0.1494	0.1563	Yes
NM_004064	chr12	+	12761568	12766572	CDKN1B	-0.4283	-0.6326	-0.2424	-0.0596	0.3131	0.7529	Yes
NM_078487	chr9	-	21992901	21999312	CDKN2B	-0.6902	-0.7431	-0.7064	-0.7465	-0.7206	-1.2127	Yes
NM_001262	chr1	+	51206954	51212894	CDKN2C	-0.3188	-0.6483	0.0077	-0.1475	0.2923	1.1778	Yes
NM_004824	chr6	+	4721678	4900776	CDYL	-0.4135	-0.5846	-0.1335	-0.249	0.029	0.0963	Yes
NM_004363	chr19	+	46904369	46926277	CEACAM5	-0.032	-0.3988	-0.3863	-0.2762	-0.56	-0.549	No
NM_002483	chr19	+	46951237	46967953	CEACAM6	-0.6221	-0.7157	-0.2409	-0.8633	-1.053	-1.7332	No
NR_001275	chr9	+	134947746	134952297	CELP	-0.6169	-0.2559	-0.5336	0.2044	-0.1821	-0.6933	No
NM_018140	chr5	+	665404	706666	CEP72	-0.3594	-0.39	-0.0959	0.4443	0.263	0.5205	Yes
NM_024899	chr18	-	12662630	12692703	CEP76	-0.1906	-0.4136	-0.2773	-0.1444	0.3644	0.4276	Yes
NM_022766	chr22	-	45458970	45512816	CERK	-0.3874	-0.4072	-0.036	-0.3298	-0.4837	-0.5218	Yes
NM_004365	chr5	-	89725284	89741359	CETN3	-0.4773	-0.8072	-0.5952	-0.2384	0.2645	-0.3362	Yes
NM_138638	chr14	-	34249338	34253780	CFL2	-0.3571	-0.3778	-0.1494	-0.15	0.1693	0.2976	Yes
NM_001008390	chr3	-	88183789	88190836	CGGBP1	-0.3123	-0.5022	-0.102	-0.0911	0.1057	-0.466	Yes
NM_020770	chr1	+	149750485	149777791	CGN	-0.6996	-0.7443	-0.419	-0.4987	-0.4125	-0.1797	Yes
NM_001005271	chr17	+	7728847	7756800	CHD3	-0.2215	-0.8091	-0.1842	-0.0577	-0.1347	-0.1843	Yes
NM_020920	chr14	-	20923197	20975244	CHD8	-0.6141	-0.2471	-0.3332	0.0914	-0.0466	-0.0933	Yes
NM_012110	chr4	-	54570714	54625545	CHIC2	-0.9078	-0.9615	-0.1779	-0.2969	-0.1059	-0.1666	Yes
NM_212469	chr11	-	67576901	67645434	CHKA	-0.9174	-0.7199	-0.1909	-0.425	-0.2138	-0.4961	Yes
NM_020412	chr18	+	11841388	11844448	CHMP1B	-0.0578	-0.6934	-0.3944	-0.2057	-0.2838	-0.0619	Yes
NM_152284	chr8	+	82807242	82834303	CHMP4C	-0.5425	-1.1378	-0.3289	-0.4114	0.1194	0.2022	Yes
NM_007236	chr15	+	39310728	39361375	CHP	-0.2692	-0.4373	-0.4251	-0.5317	-0.2743	-0.0185	Yes
NM_001280	chr19	+	1220266	1224171	CIRBP	-0.2817	-0.581	-0.138	-0.1439	-0.1614	-0.2347	Yes
NM_006079	chr6	-	139735089	139737478	CITED2	-0.2092	-0.2084	-0.4127	-0.1055	-0.2594	0.0771	Yes
NM_032421	chr7	+	73341740	73458209	CLIP2	-0.4071	-0.4084	-0.077	-0.3847	-0.2786	-0.4583	No
NM_018941	chr8	+	1699276	1722143	CLN8	-0.1361	-0.6586	-0.2421	-0.3804	0.0195	-0.3446	Yes
NM_006660	chr15	-	63229836	63264616	CLPX	-0.2056	-0.3354	-0.4003	0.1385	0.1895	0.0351	Yes
NM_022131	chr3	+	141136716	141769607	CLSTN2	0.0732	-0.2447	-0.7981	-0.4756	-0.443	0.0717	Yes
NM_001831	chr8	-	27510367	27528244	CLU	-0.5197	-0.4058	-0.2744	-0.4414	-0.5461	-0.843	Yes
NM_015455	chr5	+	179854022	179937959	CNOT6	-0.3975	-0.7019	-0.0751	0.0913	0.5633	0.1293	Yes
NM_004779	chr5	+	154218390	154236545	CNOT8	-0.3701	-0.594	-0.208	0.0628	0.3539	0.946	Yes
NM_015198	chr7	-	51051402	51352009	COBL	-0.4035	-0.4975	-0.2303	-0.1362	-0.4556	0.1913	Yes
NM_014900	chr2	-	165249503	165406174	COBLL1	-0.2109	-0.5398	-0.0556	-0.1992	-0.2488	-0.502	Yes
NM_001846	chr13	+	109757631	109963374	COL4A2	-0.3857	-0.4912	-0.2379	-0.2995	-0.3642	-0.4421	No
NM_031361	chr5	-	74702683	74843210	COL4A3BP	-0.2487	-0.3753	-0.2634	-0.0211	0.2665	-0.1957	Yes
NM_033381	chrX	+	107569809	107827431	COL4A5	-0.3549	-0.2931	-0.1793	-0.144	0.075	0.3539	No
NM_000093	chr9	+	136673472	136876509	COL5A1	-0.4586	-0.3694	-0.1073	0.0741	-0.0658	-0.7897	Yes
NM_016094	chr3	-	150941220	150952968	COMMD2	-0.4999	-0.8027	-0.0923	-0.1619	0.2319	0.6965	Yes
NM_012133	chr7	-	129933315	130004138	COPG2	-0.3648	-0.3796	-0.2387	-0.3634	-0.0906	0.8708	Yes
NM_144576	chr12	+	54946908	54951017	COQ10A	-0.1476	-0.4483	-0.2339	-0.1463	-0.0524	-0.2483	Yes
NM_015697	chr4	-	84404000	84424988	COQ2	-0.3065	-0.5133	-0.2001	-0.0422	0.19	0.8468	Yes
NM_032314	chr12	-	119425464	119451347	COQ5	-0.2848	-0.3364	-0.4298	-0.3545	-0.1528	0.5922	Yes
NM_052820	chr9	-	99923079	99994777	CORO2A	-0.3776	-0.3211	-0.7092	-0.5805	-0.6223	-0.8859	Yes
NM_001873	chr4	+	166519546	166638932	CPE	-0.3283	-0.4136	-0.3026	-0.0713	-0.2301	-0.1877	Yes
NM_130808	chr3	-	132736266	133236534	CPNE4	-0.4698	-0.0634	-0.4804	-0.4613	-0.5294	-0.4461	Yes
NM_152359	chr19	+	54886218	54908800	CPT1C	-0.5955	-0.0437	-0.3156	-0.2858	-0.0961	-0.515	Yes
NM_003805	chr12	+	92595281	92768662	CRADD	-0.0519	-0.6181	-0.1517	-0.6633	-0.3787	0.4641	Yes
NM_001079846	chr16	-	3715056	3870122	CREBBP	-0.3869	-0.3994	-0.1633	-0.0019	0.1201	0.004	Yes
NM_016441	chr2	+	36436900	36631782	CRIM1	-0.3258	-0.5195	-0.3143	-0.2963	-0.0602	-0.4392	Yes
NM_031476	chr16	+	83411087	83500617	CRISPLD2	-0.1337	-0.5233	-0.4261	-0.4156	-0.629	-0.8833	Yes
NM_005206	chr17	-	1272207	1306294	CRK	-0.2471	-0.5172	-0.0416	0.0547	0.0493	0.0839	Yes
NM_005207	chr22	+	19601713	19638038	CRKL	-0.2102	-0.5804	-0.0678	0.2047	0.3044	0.3932	Yes
NM_004075	chr12	-	105909271	106011728	CRY1	-0.3486	-0.7859	-0.2744	-0.0856	0.5278	0.0642	Yes
NM_000496	chr22	+	23945611	23957836	CRYBB2	-0.1799	-0.3348	-0.308	-0.147	0.1516	-0.3232	No
NM_005213	chr3	+	123526700	123543505	CSTA	-0.1336	-0.4582	-0.5494	-0.5855	-1.8896	-3.2618	No
NM_015235	chr10	-	53125251	53129361	CSTF2T	-0.154	-0.3866	-0.3576	0.1812	0.1461	0.2945	Yes
NM_006565	chr16	+	66153964	66230589	CTCF	-0.2815	-0.5334	-0.1119	-0.1663	0.0968	0.2807	Yes
NM_005730	chr12	-	56499976	56527014	CTDSP2	-0.3249	-0.2552	-0.2795	-0.2703	-0.1556	-0.0579	Yes
NM_001901	chr6	-	132311009	132314211	CTGF	-0.5717	-1.1115	-0.7671	-1.1204	-1.333	-1.7773	Yes
NM_001903	chr5	+	138117005	138298622	CTNNA1	-0.2441	-0.3734	-0.3374	-0.1759	-0.0994	0.1096	Yes
NM_001085466	chr11	+	57285809	57343228	CTNND1	-0.3535	-0.6105	-0.2779	-0.3149	-0.3899	0.085	Yes
NM_001332	chr5	-	11024951	11957110	CTNND2	-0.5439	-0.8732	-0.4883	-0.5086	-0.424	-1.027	Yes
NM_145918	chr9	+	89530793	89536204	CTSL1	-0.4182	-0.6026	-0.4585	-0.651	-0.4573	-0.4497	Yes
NM_001333	chr9	-	98834758	98841360	CTSL2	-0.03	-0.6101	-0.4157	-0.3834	-0.3197	0.2751	Yes
NM_003588	chrX	-	119542473	119593712	CUL4B	-0.3121	-0.3676	-0.173	-0.0347	0.0478	0.092	No
NM_020311	chr2	+	237143118	237155733	CXCR7	-0.1826	-0.4517	-0.4993	-0.4813	-0.695	-0.5882	Yes
NM_207318	chrX	+	103297956	103322781	CXorf39	-0.3941	-0.55	-0.05	0.1552	0.1344	-0.0452	Yes
NM_144611	chr17	+	3993210	4007740	CYB5D2	-0.1605	-0.3506	-0.3188	-0.4436	-0.5344	0.1706	Yes
NM_014608	chr15	+	20444124	20555044	CYFIP1	-0.2833	-0.5692	-0.0416	-0.3021	-0.1739	0.0506	Yes
NM_001037333	chr5	+	156625668	156755184	CYFIP2	-0.2202	-0.6862	-0.0501	-0.1451	-0.2155	-0.2703	Yes
NM_000499	chr15	-	72798935	72804930	CYP1A1	-0.4375	-1.1109	-0.8041	-1.0978	-1.0248	-1.972	Yes
NM_000784	chr2	+	219354715	219388260	CYP27A1	-0.6388	-0.1129	-0.2604	-0.0452	-0.0431	0.301	No
NM_021187	chr19	-	15884179	15906676	CYP4F11	-0.3327	-0.1749	-0.3358	-0.1114	-0.1314	-0.042	Yes
NM_001079862	chr2	+	119840973	119846592	DBI	-0.1661	-0.4955	-0.2232	-0.1658	0.0411	0.3993	Yes
NM_152640	chr12	-	1925474	1983938	DCP1B	-0.2533	-0.7385	0.0956	-0.475	-0.2132	0.3703	Yes
NM_015214	chr8	+	38208263	38238143	DDHD2	-0.9708	-0.5168	-0.0313	-0.1764	0.0208	-0.2991	Yes
NM_198459	chr1	-	114928718	115014255	DENND2C	-0.1959	-0.4994	-0.2555	-0.0806	-0.0305	0.2215	Yes
NM_018369	chr5	-	59928496	60031750	DEPDC1B	-0.2827	-0.5747	-0.2471	0.2137	0.5007	0.5874	Yes
NM_017996	chr15	-	86856717	86890916	DET1	-0.1501	-0.7817	-0.0091	-0.3752	-0.5105	0.3662	Yes
NM_001345	chr12	+	54611212	54634074	DGKA	-0.4817	-0.5586	0.1199	-0.049	-0.0711	0.8965	Yes
NM_152879	chr2	+	233927891	234045482	DGKD	-0.2203	-0.3822	-0.4678	-0.3185	-0.7749	-0.8665	Yes
NM_014003	chr16	+	70685115	70704312	DHX38	-0.7276	-0.2515	-0.0079	-0.0911	0.0377	0.0724	Yes
NM_004941	chr17	+	38916859	38957206	DHX8	-0.3308	-0.4593	-0.0724	-0.2436	-0.0129	0.1789	Yes
NM_032839	chr3	+	123996590	124082676	DIRC2	-0.452	-0.6177	-0.1428	-0.1229	-0.2228	0.1099	Yes
NM_021120	chrX	+	69581448	69642062	DLG3	-0.4581	-0.6942	-0.1363	-0.0636	0.0503	0.065	No
NM_005618	chr6	-	170433218	170441622	DLL1	-0.2913	-0.6509	-0.1279	-0.1537	-0.2795	-0.2546	Yes
NM_006145	chr19	-	14486581	14490201	DNAJB1	-0.4173	-0.3174	-0.1304	-0.1669	-0.1509	-0.273	Yes
NM_006736	chr2	+	219852283	219859866	DNAJB2	-0.4682	-0.2091	-0.1273	-0.3597	-0.587	-0.668	Yes
NM_013238	chr13	+	42495361	42581306	DNAJC15	-0.1872	-0.6271	-0.1713	0.0934	-0.3605	-0.2119	Yes
NM_015569	chr1	+	170077243	170648479	DNM3	-0.5058	-0.2961	-0.2626	-0.216	-0.109	-0.5922	No
NM_175848	chr20	+	30813851	30860823	DNMT3B	-0.2097	-0.723	-0.0663	-0.197	0.077	0.6595	Yes
NM_005128	chr21	+	36458708	36588442	DOPEY2	-0.4257	-0.3812	-0.2172	-0.2083	-0.2143	-0.2251	No
NM_130434	chr15	-	63525050	63597088	DPP8	-0.3198	-0.5907	-0.2098	-0.0994	0.1002	-0.3378	Yes
NM_207325	chr19	+	37588870	37667076	DPY19L3	-0.7648	-0.5974	-0.1261	0.1932	0.6057	0.4816	Yes
NM_001386	chr8	+	26491337	26571610	DPYSL2	-0.9194	-0.5592	-0.2964	-0.0775	0.4112	1.2706	Yes
NM_004147	chr22	+	30125538	30160172	DRG1	-0.1987	-0.5986	-0.003	-0.1553	0.1037	0.4191	Yes
NM_018962	chr21	+	37300732	37313826	DSCR6	-0.5436	-0.8122	0.1113	-0.2704	-0.143	0.6406	Yes
NM_004415	chr6	+	7486868	7531945	DSP	-0.31	-0.9221	-0.2264	0.019	0.2585	0.3811	Yes
NM_138287	chr3	+	123765874	123776739	DTX3L	-0.6138	-0.9843	-0.4337	-0.49	-0.6973	-0.7511	Yes
NM_015177	chr11	+	58696387	58732636	DTX4	-1.1666	-0.3474	0.4552	-0.2126	-0.853	-0.6213	Yes
NM_007207	chr1	-	219941388	219982084	DUSP10	-1.0163	-0.6171	-0.1415	-0.3932	-0.7688	-0.4867	Yes
NM_004419	chr10	+	112247614	112261292	DUSP5	-0.4449	-0.624	-0.1104	0.2131	0.0668	-0.6704	Yes
NM_001378	chr2	+	172252227	172313165	DYNC1I2	-0.1747	-0.3691	-0.5176	-0.2752	-0.1234	-0.0814	Yes
NM_006484	chr19	-	45007829	45016681	DYRK1B	-0.3451	-0.4266	-0.3384	-0.2574	-0.6005	-0.3843	Yes
NM_024680	chr11	-	19202185	19219083	E2F8	-0.8018	-0.2477	0.1112	0.6803	0.8474	0.762	Yes
NM_018453	chr14	-	34054885	34078694	EAPP	-0.0017	-0.5241	-0.2764	-0.2566	0.1907	0.0568	Yes
NM_001955	chr6	+	12398514	12405413	EDN1	-0.1149	-0.5537	-0.1557	-0.2403	-0.3661	-0.4391	Yes
NM_001956	chr1	-	41717035	41722931	EDN2	-0.6571	0.1662	-0.346	-0.3604	-0.603	-0.5987	Yes
NM_013302	chr16	+	22125092	22207567	EEF2K	-0.6254	-0.3025	-0.0663	-0.1404	0.1546	0.0956	Yes
NM_001039349	chr2	-	55946605	56004436	EFEMP1	-0.2132	-0.6827	-0.3155	-0.3892	-0.1966	0.1094	Yes
NM_025202	chr2	+	233206450	233255734	EFHD1	-0.0896	-0.3236	-0.587	-0.7853	-0.9655	-1.2211	No
NM_182685	chr1	+	153366972	153374010	EFNA1	-0.5325	-0.3454	-0.6059	-1.0745	-0.9437	-0.992	Yes
NM_004093	chr13	-	105940096	105985338	EFNB2	-1.1699	-0.8521	-0.6869	-0.5227	-0.7137	-1.2425	Yes
NM_001040610	chr15	-	80209615	80342159	EFTUD1	-0.3973	-0.4845	0.0054	-0.0963	-0.2666	-0.0042	Yes
NM_022073	chr14	-	33463171	33490035	EGLN3	-0.7678	-1.0435	-0.3651	-0.6202	-0.5215	-0.9031	Yes
NM_153232	chr19	-	44721286	44722678	EID2	-0.0249	-0.4665	-0.3535	-0.3848	-0.1274	0.1586	Yes
NM_014413	chr7	-	6028405	6065386	EIF2AK1	-0.3504	-0.423	-0.1174	-0.1785	-0.2021	0.0554	Yes
NM_004836	chr2	-	88637373	88708109	EIF2AK3	-0.4195	-0.515	-0.1602	-0.2782	-0.2968	-0.3282	Yes
NM_012199	chr1	+	36121396	36162486	EIF2C1	-0.3772	-0.4924	0.0482	0.0094	0.074	0.2746	Yes
NM_012154	chr8	-	141610445	141714827	EIF2C2	-0.2156	-0.4509	-0.1351	0.3409	0.4234	0.2887	Yes
NM_001417	chr12	+	51686328	51722260	EIF4B	-0.4572	-0.4182	-0.1391	-0.1204	-0.0405	0.4193	Yes
NM_003732	chr5	+	139907434	139909347	EIF4EBP3	-0.3866	-0.8246	-0.0511	-0.0299	0.0448	-0.0939	Yes
NM_201999	chr4	-	140198320	140280056	ELF2	-0.1403	-0.6596	-0.0645	0.0889	0.1556	0.0876	No
NM_004433	chr1	+	200246312	200252938	ELF3	-0.0853	-0.4463	-0.4055	-0.5422	-0.8557	-1.4512	Yes
NM_001104558	chr5	-	60083372	60175858	ELOVL7	-0.0775	-0.6959	-0.2098	-0.0351	0.0805	-0.2506	Yes
NM_052846	chr20	-	39422019	39428912	EMILIN3	-0.4033	-0.1306	-0.569	-0.8763	0.0339	-0.5272	No
NM_003633	chr5	-	73958989	73973005	ENC1	-0.7573	-0.6015	-0.6326	-0.7636	-0.8445	-1.6218	Yes
NM_006208	chr6	+	132170848	132257988	ENPP1	-0.3712	-0.4672	-0.374	-0.0854	-0.1342	-0.0242	Yes
NM_001128930	chr8	-	23345516	23371189	ENTPD4	-0.2122	-0.7454	-0.1199	-0.3917	-0.1095	-0.1392	Yes
NM_001429	chr22	+	39818559	39906027	EP300	-0.2152	-0.5863	-0.3013	-0.003	0.1362	0.2525	Yes
NM_001430	chr2	+	46378066	46467340	EPAS1	-0.1896	-0.4131	-0.3196	-0.478	-0.77	-1.3363	Yes
NM_001431	chr6	-	131202182	131426155	EPB41L2	-0.0874	-1.0038	-0.286	-0.4624	-0.36	-0.5968	No
NM_020909	chr2	+	120487138	120653165	EPB41L5	-0.2972	-0.5554	-0.5349	-0.4947	-0.3451	-0.2771	Yes
NM_004438	chr2	-	221990990	222145254	EPHA4	-1.2634	-0.972	-0.4495	-0.4905	-0.3525	-0.3322	Yes
NM_004443	chr3	+	185762280	185782890	EPHB3	-0.568	-0.0202	-0.3609	-0.3579	-0.3168	-0.5047	Yes
NM_017957	chr17	+	45965046	45976110	EPN3	-0.4857	-0.1796	-0.5433	-0.7633	-0.7082	-0.8862	Yes
NM_031308	chr8	-	145011899	145019422	EPPK1	-0.2365	-0.3606	-0.2991	-0.0899	0.0337	-0.2942	Yes
NM_004447	chr12	-	15664342	15833777	EPS8	-0.1522	-0.7461	-0.508	-0.3953	-0.3357	-0.5511	Yes
NM_001005862	chr17	+	35097918	35138441	ERBB2	-0.2326	-0.2619	-0.3178	-0.4918	-0.4079	-0.8337	Yes
NM_001982	chr12	+	54760158	54783395	ERBB3	-0.4257	-0.6034	-0.1778	-0.3217	-0.3853	-0.0184	Yes
NM_000122	chr2	-	127731335	127768222	ERCC3	-0.2017	-0.9347	-0.092	-0.1101	0.0675	0.2244	Yes
NM_001017922	chr1	+	43055362	43083247	ERMAP	-0.7292	-0.5461	-0.3228	-0.4904	-0.5806	-0.082	Yes
NM_024896	chr9	-	5774571	5823081	ERMP1	-0.5735	-1.0397	-0.3775	-0.3748	-0.5158	-0.5486	Yes
NM_018948	chr1	-	7994366	8008980	ERRFI1	-0.235	-0.6929	-0.2754	-0.4038	-0.1435	-0.4592	Yes
NM_014209	chr19	+	40824486	40827613	ETV2	-0.2453	-0.1986	-0.393	0.1518	-0.121	-0.3299	No
NM_001024924	chr4	+	56414572	56466001	EXOC1	-0.2674	-0.8977	-0.3788	-0.139	0.3278	-0.1332	Yes
NM_175876	chr1	-	229535104	229540201	EXOC8	-0.4733	-0.3543	0.0116	0.1695	-0.3208	0.0763	Yes
NM_000127	chr8	-	118880782	119193239	EXT1	-0.6538	-0.4991	-0.3335	-0.4371	-0.6184	-0.7076	Yes
NM_016946	chr1	-	159231624	159257757	F11R	-0.2378	-0.403	-0.1667	-0.3497	-0.2824	-0.0561	Yes
NM_001033031	chr3	+	139810231	139834903	FAIM	-0.4171	-0.3136	-0.1341	-0.0723	0.5587	0.5818	Yes
NM_031452	chr15	+	81445998	81450427	FAM103A1	-0.0545	-0.6069	-0.2521	-0.2861	0.0321	0.019	Yes
NM_031453	chr10	-	14600564	14856902	FAM107B	-0.4494	-0.712	-0.3248	-0.1817	-0.7945	-0.6627	No
NM_147189	chr8	+	59069666	59224831	FAM110B	-0.6483	-0.5006	-0.4036	-0.384	-0.5731	-0.4827	Yes
NM_001077710	chr2	-	31607	36385	FAM110C	-1.0578	-1.0027	-0.6638	-1.1013	-0.7016	-1.2313	Yes
NM_138371	chr12	+	45896318	45916710	FAM113B	-0.4357	-0.3214	-0.4327	-0.2378	-0.3195	0.1098	No
NM_138389	chr4	+	38545831	38621821	FAM114A1	-0.2104	-0.8374	-0.4344	-0.4711	-0.0173	0.5533	Yes
NM_014719	chr7	-	143180981	143230105	FAM115A	-0.4188	-0.3556	-0.219	-0.1378	-0.0029	-0.1078	Yes
NM_030802	chr17	-	45142687	45196517	FAM117A	-0.4556	-0.6115	0.0569	-0.4807	-0.228	-0.1475	Yes
NM_032448	chr6	+	170457768	170556162	FAM120B	-0.4372	-0.6411	-0.1842	0.0101	-0.0756	0.1664	Yes
NM_001005751	chr10	+	51497689	51563275	FAM21A	-0.4197	-0.8105	-0.3474	-0.5113	-0.3462	0.0901	Yes
NM_015262	chr10	+	45542672	45608418	FAM21C	-0.2353	-0.8087	-0.4705	-0.5835	-0.3457	-0.0611	Yes
NM_052943	chr1	-	27204099	27211920	FAM46B	-0.6271	-0.2474	-0.0257	-0.361	-0.2424	0.3864	Yes
NM_001099625	chr1	+	26018983	26032020	FAM54B	-0.2583	-0.4001	-0.2906	-0.3983	-0.6218	-0.1556	Yes
NM_022751	chr18	-	28101474	28304445	FAM59A	-0.5403	-0.6984	-0.1619	-0.5619	-0.6804	-0.2405	Yes
NM_020728	chr7	-	158216449	158315080	FAM62B	-0.4965	-0.7145	-0.2994	-0.1523	-0.1765	-0.2477	Yes
NM_033387	chr9	-	133123285	133141727	FAM78A	-0.5298	-0.5607	-0.1919	-0.3615	-0.0609	-0.3894	No
NM_016255	chr6	+	17708496	17719928	FAM8A1	-0.0936	-0.6997	-0.048	0.2107	0.2731	-0.0078	Yes
NM_021826	chr20	-	3075164	3088532	FASTKD5	-0.4227	-0.6508	-0.1204	-0.2015	0.1812	0.6996	Yes
NM_001999	chr5	-	127621499	127901634	FBN2	-0.354	-0.2848	-0.2005	-0.3789	-0.3568	-0.3163	No
NM_012157	chr3	+	33293937	33403123	FBXL2	-0.1794	-0.1859	-0.5877	-0.026	0.3555	-0.4281	Yes
NM_203301	chr14	-	38936627	38971455	FBXO33	-0.6022	-0.554	-0.377	-0.3325	0.2001	0.084	Yes
NM_018438	chr1	+	11646736	11656994	FBXO6	-0.1337	-0.2418	-0.4314	-0.4644	-0.4687	-0.2699	Yes
NM_012180	chr4	-	175394384	175441977	FBXO8	-0.3463	-0.6213	-0.5206	-0.3635	-0.1041	0.3922	Yes
NM_033644	chr5	-	171221160	171366482	FBXW11	-0.2297	-0.4479	-0.2639	-0.0291	-0.0071	0.2793	Yes
NM_138782	chr5	+	72287563	72422104	FCHO2	-0.2914	-0.4456	-0.2001	-0.3037	-0.037	-0.298	Yes
NM_033642	chrX	-	137541401	137649181	FGF13	-0.3898	-1.1108	-0.7335	-0.7861	-1.0208	-0.4488	No
NM_001080506	chr4	-	83624627	83702150	FLJ12993	-0.1639	-1.0227	-0.6432	-0.4281	-0.5964	-0.4684	Yes
NM_207435	chr12	-	108963365	108989883	FLJ40142	-0.214	-0.2521	-0.403	-0.3996	-0.3049	-0.1368	No
NM_001001669	chr5	+	148941327	148994720	FLJ41603	-0.3394	-0.279	-0.3324	-0.3861	-0.6185	-0.18	Yes
NM_015033	chr9	-	131689286	131845294	FNBP1	-0.1568	-0.5524	-0.3387	-0.1922	-0.0491	-0.2393	Yes
NM_017737	chr1	+	93686426	93792806	FNBP1L	-0.0095	-0.515	-0.2769	0.1138	0.2594	-0.2129	Yes
NM_004496	chr14	-	37128941	37134240	FOXA1	-0.5981	-0.8952	-0.4704	-0.4426	-0.1885	-0.0918	Yes
NM_014947	chr1	-	42414796	42573490	FOXJ3	-0.366	-0.6594	-0.237	-0.3966	0.1924	-0.0771	Yes
NM_001085471	chr14	-	88692268	89155247	FOXN3	-0.3783	-0.4246	-0.2898	-0.1889	-0.0732	-0.1798	No
NM_033260	chr6	+	1257674	1259993	FOXQ1	-0.4362	-0.4587	0.0042	-0.1577	-0.006	-0.2406	No
NM_005479	chr10	+	99069011	99071662	FRAT1	-0.9081	-0.2619	-0.0424	-0.9621	-0.613	-0.4801	Yes
NM_001042481	chr14	+	51025604	51267194	FRMD6	-0.7696	-0.5016	-0.3032	-0.4622	-0.323	-0.424	No
NM_003088	chr7	+	5598979	5612812	FSCN1	-0.4416	-0.3495	-0.2122	-0.1564	-0.2484	-0.5716	Yes
NM_002032	chr11	-	61488332	61491708	FTH1	-0.2775	-0.4805	-0.1619	-0.3202	-0.2437	-0.203	Yes
NM_001080432	chr16	+	52295375	52705879	FTO	-0.7372	-0.4419	-0.0124	-0.3312	0.2091	0.4446	Yes
NM_003934	chr9	+	132444780	132503560	FUBP3	-0.2048	-0.5463	-0.1836	0.0057	-0.1585	0.2869	Yes
NM_173794	chrX	-	44267828	44287165	FUNDC1	-0.4738	-0.7553	-0.464	-0.3143	-0.0186	-0.0109	Yes
NM_178155	chr14	+	64947592	65279715	FUT8	-0.491	-0.8042	0.0004	-0.1485	0.1615	-0.0559	Yes
NM_001466	chr17	+	39990450	39992433	FZD2	-0.5847	-0.515	-0.6638	-0.7614	-0.7686	-0.9871	Yes
NM_003468	chr2	-	208335554	208342388	FZD5	-0.5025	-0.4058	-0.3394	-0.1558	-0.4354	-0.9722	Yes
NM_003507	chr2	+	202607554	202611405	FZD7	-0.1933	-0.6729	-0.1041	-0.2767	-0.185	-0.6955	Yes
NM_031866	chr10	-	35967182	35970368	FZD8	-0.381	-0.346	-0.1557	-0.2015	-0.7952	-0.8193	Yes
NM_007285	chr16	+	74157749	74169280	GABARAPL2	-0.0736	-0.5437	-0.2245	-0.5669	-0.2836	-0.0836	Yes
NM_005458	chr9	-	100090186	100510996	GABBR2	-0.4513	-0.6754	-0.3526	-0.7188	-1.3278	-2.9456	No
NM_014211	chr5	+	170143300	170173626	GABRP	-0.7092	-0.5514	0.1274	-1.1379	-0.7615	-0.5983	No
NM_002043	chr6	-	90023957	90081686	GABRR2	-0.305	-0.1914	-0.4073	0.3888	0.3263	0.0546	No
NM_001924	chr1	+	67923470	67926607	GADD45A	-0.6449	-0.5874	-0.1161	-0.2045	-0.204	-0.6021	Yes
NM_006705	chr9	+	91409746	91411287	GADD45G	-0.4269	-0.4471	-0.3661	-0.2151	-0.3271	-0.3852	Yes
NM_000153	chr14	-	87469110	87529660	GALC	-0.5477	-0.6431	-0.1253	-0.1509	-0.1646	0.4957	Yes
NM_015892	chr10	-	125757173	125796231	GALNAC4S-6ST	-0.2518	-0.6236	-0.2307	-0.2038	-0.2094	0.1069	No
NM_022087	chr7	+	151353710	151450360	GALNT11	-0.3101	-0.3658	-0.2849	-0.1734	-0.1432	0.3771	Yes
NM_024642	chr9	+	100609801	100652180	GALNT12	-0.4148	-1.3449	-0.7106	-0.6378	-0.4541	-0.6784	Yes
NM_015635	chr9	+	127063931	127167111	GAPVD1	-0.399	-0.5024	-0.3672	-0.0981	0.0426	0.1201	Yes
NM_015085	chr17	+	2646481	2887785	GARNL4	-0.4303	-0.6598	-0.4909	-0.5072	-0.9262	-1.3702	No
