Location	Fold Change	ProbeSet ID	UniGene ID	Gene Symbol	Gene Name
Cytoplasm	9.3	203879_at	Hs.518451	PIK3CD	phosphoinositide-3-kinase, catalytic, delta polypeptide
Cytoplasm	9.2	208868_s_at	Hs.524250	GABARAPL1	GABA(A) receptor-associated protein like 1
Cytoplasm	9	210564_x_at	Hs.390736	CFLAR	CASP8 and FADD-like apoptosis regulator
Cytoplasm	8.7	210563_x_at	Hs.390736	CFLAR	CASP8 and FADD-like apoptosis regulator
Cytoplasm	8.7	206085_s_at	Hs.19904	CTH	cystathionase (cystathionine gamma-lyase)
Cytoplasm	8.2	201761_at	Hs.469030	MTHFD2	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase
Cytoplasm	8.2	221865_at	Hs.522357	C9ORF91	chromosome 9 open reading frame 91
Cytoplasm	7.9	209939_x_at	Hs.390736	CFLAR	CASP8 and FADD-like apoptosis regulator
Cytoplasm	7.8	235252_at	Hs.133534	KSR1	kinase suppressor of ras 1
Cytoplasm	7.8	232322_x_at	Hs.188606	STARD10	StAR-related lipid transfer (START) domain containing 10
Cytoplasm	7.6	225868_at	Hs.293660	TRIM47	tripartite motif-containing 47
Cytoplasm	7.5	204347_at	Hs.10862	AK3L1	adenylate kinase 3-like 1
Cytoplasm	7.5	230630_at	Hs.10862	AK3L1	adenylate kinase 3-like 1
Cytoplasm	7.2	215813_s_at	Hs.201978	PTGS1	prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase)
Cytoplasm	7.2	210754_s_at	Hs.699154	LYN	v-yes-1 Yamaguchi sarcoma viral related oncogene homolog
Cytoplasm	7	201430_s_at	Hs.519659	DPYSL3	dihydropyrimidinase-like 3
Cytoplasm	6.9	202307_s_at	Hs.352018	TAP1	transporter 1, ATP-binding cassette, sub-family B (MDR/TAP)
Cytoplasm	6.8	219024_at	Hs.713566	PLEKHA1	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 1
Cytoplasm	6.6	205128_x_at	Hs.201978	PTGS1	prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase)
Cytoplasm	6.5	226046_at	Hs.138211	MAPK8	mitogen-activated protein kinase 8
Cytoplasm	6.5	223195_s_at	Hs.469543	SESN2	sestrin 2
Cytoplasm	6.2	218170_at	Hs.483296	ISOC1	isochorismatase domain containing 1
Cytoplasm	6.2	242907_at		GBP2	guanylate binding protein 2, interferon-inducible
Cytoplasm	6.1	223103_at	Hs.188606	STARD10	StAR-related lipid transfer (START) domain containing 10
Cytoplasm	6	201998_at	Hs.207459	ST6GAL1	ST6 beta-galactosamide alpha-2,6-sialyltranferase 1
Cytoplasm	6	226247_at	Hs.713566	PLEKHA1	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 1
Cytoplasm	5.9	223196_s_at	Hs.469543	SESN2	sestrin 2
Cytoplasm	5.9	205139_s_at	Hs.657370	UST	uronyl-2-sulfotransferase
Cytoplasm	5.9	218574_s_at	Hs.475353	LMCD1	LIM and cysteine-rich domains 1
Cytoplasm	5.8	211316_x_at	Hs.390736	CFLAR	CASP8 and FADD-like apoptosis regulator
Cytoplasm	5.7	203964_at	Hs.54483	NMI	N-myc (and STAT) interactor
Cytoplasm	5.7	210260_s_at	Hs.656274	TNFAIP8	tumor necrosis factor, alpha-induced protein 8
Cytoplasm	5.6	227143_s_at	Hs.591054	BID	BH3 interacting domain death agonist
Cytoplasm	5.5	214453_s_at	Hs.82316	IFI44	interferon-induced protein 44
Cytoplasm	5.5	203951_at	Hs.465929	CNN1	calponin 1, basic, smooth muscle
Cytoplasm	5.5	225894_at	Hs.655519	SYNPO2	synaptopodin 2
Cytoplasm	5.4	231577_s_at	Hs.62661	GBP1 (includes EG	guanylate binding protein 1, interferon-inducible, 67kDa
Cytoplasm	5.4	226051_at	Hs.55940	SELM	selenoprotein M
Cytoplasm	5.4	211725_s_at	Hs.591054	BID	BH3 interacting domain death agonist
Cytoplasm	5.3	229588_at	Hs.516632	DNAJC10	DnaJ (Hsp40) homolog, subfamily C, member 10
Cytoplasm	5.3	214452_at	Hs.438993	BCAT1	branched chain aminotransferase 1, cytosolic
Cytoplasm	5.3	200629_at	Hs.497599	WARS	tryptophanyl-tRNA synthetase
Cytoplasm	5.2	40148_at	Hs.479602	APBB2	amyloid beta (A4) precursor protein-binding, family B, member 2
Cytoplasm	5.1	202557_at	Hs.352341	HSPA13	heat shock protein 70kDa family, member 13
Cytoplasm	5	228772_at	Hs.42151	HNMT	histamine N-methyltransferase
Cytoplasm	5	204070_at	Hs.17466	RARRES3	retinoic acid receptor responder (tazarotene induced) 3
Cytoplasm	4.9	208322_s_at	Hs.584803	ST3GAL1	ST3 beta-galactoside alpha-2,3-sialyltransferase 1
Cytoplasm	4.9	202270_at	Hs.62661	GBP1 (includes EG	guanylate binding protein 1, interferon-inducible, 67kDa
Cytoplasm	4.8	204085_s_at	Hs.30213	CLN5	ceroid-lipofuscinosis, neuronal 5
Cytoplasm	4.8	221782_at	Hs.516632	DNAJC10	DnaJ (Hsp40) homolog, subfamily C, member 10
Cytoplasm	4.8	205501_at	Hs.348762	PDE10A	phosphodiesterase 10A
Cytoplasm	4.7	226064_s_at	Hs.334305	DGAT2	diacylglycerol O-acyltransferase homolog 2 (mouse)
Cytoplasm	4.7	204112_s_at	Hs.42151	HNMT	histamine N-methyltransferase
Cytoplasm	4.7	212321_at	Hs.499984	SGPL1	sphingosine-1-phosphate lyase 1
Cytoplasm	4.6	208296_x_at	Hs.656274	TNFAIP8	tumor necrosis factor, alpha-induced protein 8
Cytoplasm	4.5	219343_at	Hs.561954	CDC37L1	cell division cycle 37 homolog (S. cerevisiae)-like 1
Cytoplasm	4.5	202073_at	Hs.332706	OPTN	optineurin
Cytoplasm	4.4	202269_x_at	Hs.62661	GBP1 (includes EG	guanylate binding protein 1, interferon-inducible, 67kDa
Cytoplasm	4.3	209451_at	Hs.556496	TANK	TRAF family member-associated NFKB activator
Cytoplasm	4.3	221781_s_at	Hs.516632	DNAJC10	DnaJ (Hsp40) homolog, subfamily C, member 10
Cytoplasm	4.2	204348_s_at	Hs.10862	AK3L1	adenylate kinase 3-like 1
Cytoplasm	4.1	219773_at	Hs.371036	NOX4	NADPH oxidase 4
Cytoplasm	4.1	201272_at	Hs.521212	AKR1B1	aldo-keto reductase family 1, member B1 (aldose reductase)
Cytoplasm	4.1	226799_at	Hs.506381	FGD6	FYVE, RhoGEF and PH domain containing 6
Cytoplasm	4.1	201397_at	Hs.487296	PHGDH	phosphoglycerate dehydrogenase
Cytoplasm	4.1	204214_s_at	Hs.287714	RAB32	RAB32, member RAS oncogene family
Cytoplasm	4	228967_at	Hs.150580	EIF1	eukaryotic translation initiation factor 1
Cytoplasm	4	235745_at	Hs.700027	ERN1	endoplasmic reticulum to nucleus signaling 1
Cytoplasm	4	225604_s_at	Hs.493819	GLIPR2	GLI pathogenesis-related 2
Cytoplasm	3.9	223263_s_at	Hs.591162	FGFR1OP2	FGFR1 oncogene partner 2
Cytoplasm	3.9	1554148_a_at	Hs.478031	SLC33A1	solute carrier family 33 (acetyl-CoA transporter), member 1
Cytoplasm	3.9	209185_s_at	Hs.442344	IRS2	insulin receptor substrate 2
Cytoplasm	3.9	238905_at	Hs.656339	RHOJ	ras homolog gene family, member J
Cytoplasm	3.9	207181_s_at	Hs.9216	CASP7	caspase 7, apoptosis-related cysteine peptidase
Cytoplasm	3.9	204279_at	Hs.654585	PSMB9	proteasome (prosome, macropain) subunit, beta type, 9 (large multifunctional peptidase 2)
Cytoplasm	3.9	217867_x_at	Hs.529408	BACE2	beta-site APP-cleaving enzyme 2
Cytoplasm	3.8	220153_at	Hs.709560	ENTPD7	ectonucleoside triphosphate diphosphohydrolase 7
Cytoplasm	3.8	201431_s_at	Hs.519659	DPYSL3	dihydropyrimidinase-like 3
Cytoplasm	3.8	222446_s_at	Hs.529408	BACE2	beta-site APP-cleaving enzyme 2
Cytoplasm	3.8	203165_s_at	Hs.478031	SLC33A1	solute carrier family 33 (acetyl-CoA transporter), member 1
Cytoplasm	3.7	216250_s_at	Hs.125474	LPXN	leupaxin
Cytoplasm	3.7	208829_at	Hs.714746	TAPBP	TAP binding protein (tapasin)
Cytoplasm	3.7	209566_at	Hs.7089	INSIG2	insulin induced gene 2
Cytoplasm	3.6	222846_at	Hs.389733	RAB8B	RAB8B, member RAS oncogene family
Cytoplasm	3.5	225973_at	Hs.502	TAP2	transporter 2, ATP-binding cassette, sub-family B (MDR/TAP)
Cytoplasm	3.5	1555419_a_at	Hs.527412	ASAH1	N-acylsphingosine amidohydrolase (acid ceramidase) 1
Cytoplasm	3.5	34408_at	Hs.47517	RTN2	reticulon 2
Cytoplasm	3.5	218699_at	Hs.115325	RAB7L1	RAB7, member RAS oncogene family-like 1
Cytoplasm	3.5	214095_at	Hs.714300	SHMT2	serine hydroxymethyltransferase 2 (mitochondrial)
Cytoplasm	3.5	216593_s_at	Hs.188456	PIGC	phosphatidylinositol glycan anchor biosynthesis, class C
Cytoplasm	3.4	206412_at	Hs.221472	FER (includes EG:	2fer (fps/fes related) tyrosine kinase
Cytoplasm	3.4	202748_at	Hs.386567	GBP2	guanylate binding protein 2, interferon-inducible
Cytoplasm	3.4	202238_s_at	Hs.503911	NNMT	nicotinamide N-methyltransferase
Cytoplasm	3.4	227214_at	Hs.191539	GOPC	golgi associated PDZ and coiled-coil motif containing
Cytoplasm	3.4	202558_s_at	Hs.352341	HSPA13	heat shock protein 70kDa family, member 13
Cytoplasm	3.4	226666_at	Hs.654934	DAAM1	dishevelled associated activator of morphogenesis 1
Cytoplasm	3.4	205321_at	Hs.539684	EIF2S3	eukaryotic translation initiation factor 2, subunit 3 gamma, 52kDa
Cytoplasm	3.4	203771_s_at	Hs.488143	BLVRA	biliverdin reductase A
Cytoplasm	3.4	218094_s_at	Hs.655055	DBNDD2	dysbindin (dystrobrevin binding protein 1) domain containing 2
Cytoplasm	3.3	226881_at	Hs.511816	GRPEL2	GrpE-like 2, mitochondrial (E. coli)
Cytoplasm	3.3	201649_at	Hs.425777	UBE2L6	ubiquitin-conjugating enzyme E2L 6
Cytoplasm	3.3	221765_at	Hs.304249	UGCG	UDP-glucose ceramide glucosyltransferase
Cytoplasm	3.3	213671_s_at	Hs.632707	MARS	methionyl-tRNA synthetase
Cytoplasm	3.3	202074_s_at	Hs.332706	OPTN	optineurin
Cytoplasm	3.3	213988_s_at	Hs.28491	SAT1	spermidine/spermine N1-acetyltransferase 1
Cytoplasm	3.3	204485_s_at	Hs.153504	TOM1L1	target of myb1 (chicken)-like 1
Cytoplasm	3.3	214437_s_at	Hs.714300	SHMT2	serine hydroxymethyltransferase 2 (mitochondrial)
Cytoplasm	3.3	225023_at	Hs.191539	GOPC	golgi associated PDZ and coiled-coil motif containing
Cytoplasm	3.2	222458_s_at	Hs.293563	AKIRIN1	akirin 1
Cytoplasm	3.2	212985_at	Hs.479602	APBB2	amyloid beta (A4) precursor protein-binding, family B, member 2
Cytoplasm	3.2	209646_x_at	Hs.436219	ALDH1B1	aldehyde dehydrogenase 1 family, member B1
Cytoplasm	3.1	33322_i_at	Hs.523718	SFN	stratifin
Cytoplasm	3.1	203593_at	Hs.485518	CD2AP	CD2-associated protein
Cytoplasm	3.1	235204_at	Hs.709560	ENTPD7	ectonucleoside triphosphate diphosphohydrolase 7
Cytoplasm	3.1	201739_at	Hs.510078	SGK1	serum/glucocorticoid regulated kinase 1
Cytoplasm	3.1	210980_s_at	Hs.527412	ASAH1	N-acylsphingosine amidohydrolase (acid ceramidase) 1
Cytoplasm	3.1	205841_at	Hs.656213	JAK2	Janus kinase 2 (a protein tyrosine kinase)
Cytoplasm	3.1	211622_s_at	Hs.119177	ARF3	ADP-ribosylation factor 3
Cytoplasm	3.1	217933_s_at	Hs.570791	LAP3	leucine aminopeptidase 3
Cytoplasm	3.1	209607_x_at	Hs.460587	SULT1A3	sulfotransferase family, cytosolic, 1A, phenol-preferring, member 3
Cytoplasm	3.1	209935_at	Hs.584884	ATP2C1	ATPase, Ca++ transporting, type 2C, member 1
Cytoplasm	3.1	205622_at	Hs.55235	SMPD2	sphingomyelin phosphodiesterase 2, neutral membrane (neutral sphingomyelinase)
Cytoplasm	3	228789_at	Hs.709385	MTMR6	myotubularin related protein 6
Cytoplasm	3	229664_at	Hs.138211	MAPK8	mitogen-activated protein kinase 8
Cytoplasm	3	219340_s_at	Hs.127675	CLN8	ceroid-lipofuscinosis, neuronal 8 (epilepsy, progressive with mental retardation)
Cytoplasm	3	223172_s_at	Hs.713636	MTP18	mitochondrial protein 18 kDa
Cytoplasm	3	241379_at	Hs.258941	APLF	aprataxin and PNKP like factor
Cytoplasm	3	202402_s_at	Hs.274873	CARS	cysteinyl-tRNA synthetase
Cytoplasm	3	218043_s_at	Hs.706676	AZI2	5-azacytidine induced 2
Cytoplasm	3	222498_at	Hs.706676	AZI2	5-azacytidine induced 2
Cytoplasm	3	41329_at	Hs.435560	SCYL3	SCY1-like 3 (S. cerevisiae)
Cytoplasm	3	218769_s_at	Hs.239154	ANKRA2	ankyrin repeat, family A (RFXANK-like), 2
Cytoplasm	3	201762_s_at	Hs.434081	PSME2	proteasome (prosome, macropain) activator subunit 2 (PA28 beta)
Cytoplasm	3	210284_s_at	Hs.269775	MAP3K7IP2	mitogen-activated protein kinase kinase kinase 7 interacting protein 2
Cytoplasm	2.9	52285_f_at	Hs.236940	CEP76	centrosomal protein 76kDa
Cytoplasm	2.9	1552978_a_at	Hs.482587	SCAMP1	secretory carrier membrane protein 1
Cytoplasm	2.9	209274_s_at	Hs.449291	ISCA1	iron-sulfur cluster assembly 1 homolog (S. cerevisiae)
Cytoplasm	2.9	217995_at	Hs.511251	SQRDL (includes	sulfide quinone reductase-like (yeast)
Cytoplasm	2.9	210154_at	Hs.233119	ME2	malic enzyme 2, NAD(+)-dependent, mitochondrial
Cytoplasm	2.9	238856_s_at	Hs.516859	PANK2	pantothenate kinase 2
Cytoplasm	2.9	211063_s_at	Hs.477693	NCK1	NCK adaptor protein 1
Cytoplasm	2.9	219356_s_at	Hs.635313	CHMP5	chromatin modifying protein 5
Cytoplasm	2.9	208725_at	Hs.429180	EIF2S2	eukaryotic translation initiation factor 2, subunit 2 beta, 38kDa
Cytoplasm	2.9	202450_s_at	Hs.632466	CTSK	cathepsin K
Cytoplasm	2.9	204725_s_at	Hs.477693	NCK1	NCK adaptor protein 1
Cytoplasm	2.9	201662_s_at	Hs.655772	ACSL3	acyl-CoA synthetase long-chain family member 3
Cytoplasm	2.8	223805_at	Hs.318775	OSBPL6	oxysterol binding protein-like 6
Cytoplasm	2.8	235103_at	Hs.432822	MAN2A1	mannosidase, alpha, class 2A, member 1
Cytoplasm	2.8	212307_s_at	Hs.405410	OGT (includes EG:	8O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase)
Cytoplasm	2.8	204084_s_at	Hs.30213	CLN5	ceroid-lipofuscinosis, neuronal 5
Cytoplasm	2.8	224327_s_at	Hs.334305	DGAT2	diacylglycerol O-acyltransferase homolog 2 (mouse)
Cytoplasm	2.8	204058_at	Hs.21160	ME1	malic enzyme 1, NADP(+)-dependent, cytosolic
Cytoplasm	2.8	222412_s_at	Hs.518346	SSR3	signal sequence receptor, gamma (translocon-associated protein gamma)
Cytoplasm	2.8	221761_at	Hs.498313	ADSS	adenylosuccinate synthase
Cytoplasm	2.8	213750_at	Hs.401842	RSL1D1	ribosomal L1 domain containing 1
Cytoplasm	2.8	229590_at	Hs.410817	RPL13	ribosomal protein L13
Cytoplasm	2.7	226337_at	Hs.183702	GORAB	golgin, RAB6-interacting
Cytoplasm	2.7	228391_at	Hs.714764	CYP4V2	cytochrome P450, family 4, subfamily V, polypeptide 2
Cytoplasm	2.7	222870_s_at	Hs.173203	B3GNT2	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2
Cytoplasm	2.7	200814_at	Hs.75348	PSME1	proteasome (prosome, macropain) activator subunit 1 (PA28 alpha)
Cytoplasm	2.7	203615_x_at	Hs.567342	SULT1A1	sulfotransferase family, cytosolic, 1A, phenol-preferring, member 1
Cytoplasm	2.7	202982_s_at	Hs.446685	ACOT2	acyl-CoA thioesterase 2
Cytoplasm	2.7	219157_at	Hs.388668	KLHL2	kelch-like 2, Mayven (Drosophila)
Cytoplasm	2.7	225651_at	Hs.475688	UBE2E2	ubiquitin-conjugating enzyme E2E 2 (UBC4/5 homolog, yeast)
Cytoplasm	2.7	222435_s_at	Hs.163776	UBE2J1	ubiquitin-conjugating enzyme E2, J1 (UBC6 homolog, yeast)
Cytoplasm	2.7	1556009_at	Hs.567316	PEX13	peroxisomal biogenesis factor 13
Cytoplasm	2.7	212519_at	Hs.164853	UBE2E1	ubiquitin-conjugating enzyme E2E 1 (UBC4/5 homolog, yeast)
Cytoplasm	2.7	213136_at	Hs.654527	PTPN2	protein tyrosine phosphatase, non-receptor type 2
Cytoplasm	2.7	222157_s_at	Hs.706774	WDR48	WD repeat domain 48
Cytoplasm	2.7	203455_s_at	Hs.28491	SAT1	spermidine/spermine N1-acetyltransferase 1
Cytoplasm	2.7	209759_s_at	Hs.403436	DCI	dodecenoyl-Coenzyme A delta isomerase (3,2 trans-enoyl-Coenzyme A isomerase)
Cytoplasm	2.7	235615_at	Hs.254006	PGGT1B	protein geranylgeranyltransferase type I, beta subunit
Cytoplasm	2.7	201962_s_at	Hs.524502	RNF41	ring finger protein 41
Cytoplasm	2.7	209666_s_at	Hs.198998	CHUK	conserved helix-loop-helix ubiquitous kinase
Cytoplasm	2.7	208957_at	Hs.154023	ERP44	endoplasmic reticulum protein 44
Cytoplasm	2.6	214211_at	Hs.524910	FTH1	ferritin, heavy polypeptide 1
Cytoplasm	2.6	223982_s_at	Hs.617340	PNPLA8	patatin-like phospholipase domain containing 8
Cytoplasm	2.6	224151_s_at	Hs.493362	AK3	adenylate kinase 3
Cytoplasm	2.6	203840_at	Hs.130746	BLZF1	basic leucine zipper nuclear factor 1
Cytoplasm	2.6	211711_s_at	Hs.500466	PTEN	phosphatase and tensin homolog
Cytoplasm	2.6	202237_at	Hs.503911	NNMT	nicotinamide N-methyltransferase
Cytoplasm	2.6	215148_s_at	Hs.465607	APBA3	amyloid beta (A4) precursor protein-binding, family A, member 3
Cytoplasm	2.6	205329_s_at	Hs.507243	SNX4	sorting nexin 4
Cytoplasm	2.6	201772_at	Hs.459106	AZIN1	antizyme inhibitor 1
Cytoplasm	2.6	227658_s_at	Hs.41086	PLEKHA3	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 3
Cytoplasm	2.6	212048_s_at	Hs.706890	YARS	tyrosyl-tRNA synthetase
Cytoplasm	2.6	201444_s_at	Hs.700634	ATP6AP2	ATPase, H+ transporting, lysosomal accessory protein 2
Cytoplasm	2.6	211137_s_at	Hs.584884	ATP2C1	ATPase, Ca++ transporting, type 2C, member 1
Cytoplasm	2.6	201471_s_at	Hs.437277	SQSTM1	sequestosome 1
Cytoplasm	2.5	204518_s_at	Hs.110364	PPIC (includes EG:	5peptidylprolyl isomerase C (cyclophilin C)
Cytoplasm	2.5	209934_s_at	Hs.584884	ATP2C1	ATPase, Ca++ transporting, type 2C, member 1
Cytoplasm	2.5	225174_at	Hs.516632	DNAJC10	DnaJ (Hsp40) homolog, subfamily C, member 10
Cytoplasm	2.5	204332_s_at	Hs.207776	AGA	aspartylglucosaminidase
Cytoplasm	2.5	202076_at	Hs.696238	BIRC2	baculoviral IAP repeat-containing 2
Cytoplasm	2.5	210978_s_at	Hs.517168	TAGLN2	transgelin 2
Cytoplasm	2.5	51146_at	Hs.259605	PIGV	phosphatidylinositol glycan anchor biosynthesis, class V
Cytoplasm	2.5	226119_at	Hs.308480	PCMTD1	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1
Cytoplasm	2.5	212971_at	Hs.274873	CARS	cysteinyl-tRNA synthetase
Cytoplasm	2.5	213702_x_at	Hs.527412	ASAH1	N-acylsphingosine amidohydrolase (acid ceramidase) 1
Cytoplasm	2.5	201475_x_at	Hs.632707	MARS	methionyl-tRNA synthetase
Cytoplasm	2.5	220768_s_at	Hs.129206	CSNK1G3	casein kinase 1, gamma 3
Cytoplasm	2.5	208097_s_at	Hs.125221	TMX1	thioredoxin-related transmembrane protein 1
Cytoplasm	2.5	212342_at	Hs.82719	YIPF6	Yip1 domain family, member 6
Cytoplasm	2.5	227179_at	Hs.561815	STAU2	staufen, RNA binding protein, homolog 2 (Drosophila)
Cytoplasm	2.5	203164_at	Hs.478031	SLC33A1	solute carrier family 33 (acetyl-CoA transporter), member 1
Cytoplasm	2.4	201631_s_at	Hs.591785	IER3	immediate early response 3
Cytoplasm	2.4	205565_s_at	Hs.29978	FXN	frataxin
Cytoplasm	2.4	201316_at	Hs.333786	PSMA2	proteasome (prosome, macropain) subunit, alpha type, 2
Cytoplasm	2.4	212354_at	Hs.409602	SULF1	sulfatase 1
Cytoplasm	2.4	212862_at	Hs.714354	CDS2	CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 2
Cytoplasm	2.4	221571_at	Hs.510528	TRAF3	TNF receptor-associated factor 3
Cytoplasm	2.4	212184_s_at	Hs.269775	MAP3K7IP2	mitogen-activated protein kinase kinase kinase 7 interacting protein 2
Cytoplasm	2.4	219122_s_at	Hs.353090	THG1L	tRNA-histidine guanylyltransferase 1-like (S. cerevisiae)
Cytoplasm	2.4	213754_s_at	Hs.567929	PAIP1	poly(A) binding protein interacting protein 1
Cytoplasm	2.4	214649_s_at	Hs.181326	MTMR2	myotubularin related protein 2
Cytoplasm	2.4	209898_x_at	Hs.432562	ITSN2	intersectin 2
Cytoplasm	2.4	204186_s_at	Hs.581725	PPID	peptidylprolyl isomerase D
Cytoplasm	2.4	203180_at	Hs.459538	ALDH1A3	aldehyde dehydrogenase 1 family, member A3
Cytoplasm	2.4	217168_s_at	Hs.146393	HERPUD1	homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1
Cytoplasm	2.4	204140_at	Hs.421194	TPST1	tyrosylprotein sulfotransferase 1
Cytoplasm	2.4	227904_at	Hs.706676	AZI2	5-azacytidine induced 2
Cytoplasm	2.4	1560060_s_at	Hs.523715	VPS37C	vacuolar protein sorting 37 homolog C (S. cerevisiae)
Cytoplasm	2.4	218668_s_at	Hs.119889	RAP2C	RAP2C, member of RAS oncogene family
Cytoplasm	2.4	213372_at	Hs.657312	PAQR3	progestin and adipoQ receptor family member III
Cytoplasm	2.3	223309_x_at	Hs.617340	PNPLA8	patatin-like phospholipase domain containing 8
Cytoplasm	2.3	205996_s_at	Hs.470907	AK2	adenylate kinase 2
Cytoplasm	2.3	204274_at	Hs.409368	EBAG9	estrogen receptor binding site associated, antigen, 9
Cytoplasm	2.3	205571_at	Hs.714759	LIPT1	lipoyltransferase 1
Cytoplasm	2.3	208315_x_at	Hs.510528	TRAF3	TNF receptor-associated factor 3
Cytoplasm	2.3	219390_at	Hs.571333	FKBP14	FK506 binding protein 14, 22 kDa
Cytoplasm	2.3	213902_at	Hs.527412	ASAH1	N-acylsphingosine amidohydrolase (acid ceramidase) 1
Cytoplasm	2.3	210283_x_at	Hs.567929	PAIP1	poly(A) binding protein interacting protein 1
Cytoplasm	2.3	214096_s_at	Hs.714300	SHMT2	serine hydroxymethyltransferase 2 (mitochondrial)
Cytoplasm	2.3	224787_s_at	Hs.406799	RAB18	RAB18, member RAS oncogene family
Cytoplasm	2.3	216060_s_at	Hs.654934	DAAM1	dishevelled associated activator of morphogenesis 1
Cytoplasm	2.3	200969_at	Hs.518326	SERP1	stress-associated endoplasmic reticulum protein 1
Cytoplasm	2.3	209040_s_at	Hs.180062	PSMB8	proteasome (prosome, macropain) subunit, beta type, 8 (large multifunctional peptidase 7)
Cytoplasm	2.3	202006_at	Hs.61812	PTPN12	protein tyrosine phosphatase, non-receptor type 12
Cytoplasm	2.3	208866_at	Hs.529862	CSNK1A1	casein kinase 1, alpha 1
Cytoplasm	2.3	217819_at	Hs.654773	GOLGA7	golgi autoantigen, golgin subfamily a, 7
Cytoplasm	2.3	225602_at	Hs.493819	GLIPR2	GLI pathogenesis-related 2
Cytoplasm	2.3	218748_s_at	Hs.655158	EXOC5	exocyst complex component 5
Cytoplasm	2.3	204054_at	Hs.500466	PTEN	phosphatase and tensin homolog
Cytoplasm	2.3	201425_at	Hs.632733	ALDH2	aldehyde dehydrogenase 2 family (mitochondrial)
Cytoplasm	2.3	224025_s_at	Hs.38032	ATG7	ATG7 autophagy related 7 homolog (S. cerevisiae)
Cytoplasm	2.3	200902_at	Hs.362728	15-Sep	15 kDa selenoprotein
Cytoplasm	2.3	218617_at	Hs.356554	TRIT1	tRNA isopentenyltransferase 1
Cytoplasm	2.3	225285_at	Hs.438993	BCAT1	branched chain aminotransferase 1, cytosolic
Cytoplasm	2.3	223370_at	Hs.41086	PLEKHA3	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 3
Cytoplasm	2.2	220731_s_at	Hs.437385	NECAP2	NECAP endocytosis associated 2
Cytoplasm	2.2	200748_s_at	Hs.524910	FTH1	ferritin, heavy polypeptide 1
Cytoplasm	2.2	201625_s_at	Hs.520819	INSIG1	insulin induced gene 1
Cytoplasm	2.2	210592_s_at	Hs.28491	SAT1	spermidine/spermine N1-acetyltransferase 1
Cytoplasm	2.2	229299_at	Hs.81907	C5ORF33	chromosome 5 open reading frame 33
Cytoplasm	2.2	221808_at	Hs.495704	RAB9A	RAB9A, member RAS oncogene family
Cytoplasm	2.2	210293_s_at	Hs.369373	SEC23B	Sec23 homolog B (S. cerevisiae)
Cytoplasm	2.2	222754_at	Hs.567495	TRNT1	tRNA nucleotidyl transferase, CCA-adding, 1
Cytoplasm	2.2	207855_s_at	Hs.658489	CLCC1	chloride channel CLIC-like 1
Cytoplasm	2.2	209799_at	Hs.43322	PRKAA1	protein kinase, AMP-activated, alpha 1 catalytic subunit
Cytoplasm	2.2	224935_at	Hs.539684	EIF2S3	eukaryotic translation initiation factor 2, subunit 3 gamma, 52kDa
Cytoplasm	2.2	207564_x_at	Hs.405410	OGT (includes EG:	8O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase)
Cytoplasm	2.2	202742_s_at	Hs.487325	PRKACB	protein kinase, cAMP-dependent, catalytic, beta
Cytoplasm	2.2	225291_at	Hs.388733	PNPT1	polyribonucleotide nucleotidyltransferase 1
Cytoplasm	2.2	238034_at	Hs.699155	CANX	calnexin
Cytoplasm	2.2	202569_s_at	Hs.35828	MARK3	MAP/microtubule affinity-regulating kinase 3
Cytoplasm	2.2	230192_at	Hs.436922	TRIM13	tripartite motif-containing 13
Cytoplasm	2.2	223209_s_at	Hs.32148	SELS	selenoprotein S
Cytoplasm	2.2	201661_s_at	Hs.655772	ACSL3	acyl-CoA synthetase long-chain family member 3
Cytoplasm	2.2	217826_s_at	Hs.163776	UBE2J1	ubiquitin-conjugating enzyme E2, J1 (UBC6 homolog, yeast)
Cytoplasm	2.2	1552485_at	Hs.410388	LACTB	lactamase, beta
Cytoplasm	2.2	209027_s_at	Hs.508148	ABI1	abl-interactor 1
Cytoplasm	2.2	209028_s_at	Hs.508148	ABI1	abl-interactor 1
Cytoplasm	2.2	226317_at	Hs.431092	PPP4R2	protein phosphatase 4, regulatory subunit 2
Cytoplasm	2.2	221014_s_at	Hs.591679	RAB33B	RAB33B, member RAS oncogene family
Cytoplasm	2.2	226517_at	Hs.438993	BCAT1	branched chain aminotransferase 1, cytosolic
