Probeset ID	Gene	Description	Fold Change
AGI_MM_OLIGO_A_51_P160744	Ndufb3	NADH dehydrogenase (ubiquinone) 1 beta subcomplex 3	1.64690
AGI_MM_OLIGO_A_51_P481238	Dopey2	dopey family member 2	1.63550
AGI_MM_OLIGO_A_51_P418935	Neurl2	neuralized-like 2 (Drosophila)	1.63550
AGI_MM_OLIGO_A_51_P173795	Pamci	peptidylglycine alpha-amidating monooxygenase COOH-terminal interactor	1.63401
AGI_MM_OLIGO_A_51_P103229	Rest	RE1-silencing transcription factor	1.63332
AGI_MM_OLIGO_A_51_P456113	9930013L23Rik	RIKEN cDNA 9930013L23 gene	1.63192
AGI_MM_OLIGO_A_51_P147207	Prdx2	peroxiredoxin 2	1.62756
AGI_MM_OLIGO_A_51_P107599	Smad5	MAD homolog 5 (Drosophila)	1.62584
AGI_MM_OLIGO_A_51_P406179	Alkbh7	alkB, alkylation repair homolog 7 (E. coli)	1.62124
AGI_MM_OLIGO_A_51_P309184	Pxmp2	peroxisomal membrane protein 2	1.61522
AGI_MM_OLIGO_A_51_P422124	Drctnnb1a	down-regulated by Ctnnb1, a	1.61222
AGI_MM_OLIGO_A_51_P216211	Pcgf1	polycomb group ring finger 1	1.61059
AGI_MM_OLIGO_A_51_P343613	Ehd2	EH-domain containing 2	1.61000
AGI_MM_OLIGO_A_51_P277503	Rab11a	RAB11a, member RAS oncogene family	1.60995
AGI_MM_OLIGO_A_51_P154668	Pisd-ps3	phosphatidylserine decarboxylase, pseudogene 3	1.60318
AGI_MM_OLIGO_A_51_P430585	D11Ertd18e	DNA segment, Chr 11, ERATO Doi 18, expressed	1.59518
AGI_MM_OLIGO_A_51_P157895	Cdk5	cyclin-dependent kinase 5	1.59379
AGI_MM_OLIGO_A_51_P467751	D8Ertd354e	DNA segment, Chr 8, ERATO Doi 354, expressed	1.59107
AGI_MM_OLIGO_A_51_P244558	Rab3gap2	RAB3 GTPase activating protein subunit 2	1.59057
AGI_MM_OLIGO_A_51_P190437	4930455F23Rik	RIKEN cDNA 4930455F23 gene	1.58878
AGI_MM_OLIGO_A_51_P336910	Lmbrd1	LMBR1 domain containing 1	1.58624
AGI_MM_OLIGO_A_51_P443872	D11Ertd730e	DNA segment, Chr 11, ERATO Doi 730, expressed	1.58491
AGI_MM_OLIGO_A_51_P137953	Ugdh	UDP-glucose dehydrogenase	1.57854
AGI_MM_OLIGO_A_51_P150004	LOC436332	similar to 60S ribosomal protein L7a (Surfeit locus protein 3) (PLA-X polypeptide)	1.57792
AGI_MM_OLIGO_A_51_P472323	Fbxo18	F-box protein 18	1.57533
AGI_MM_OLIGO_A_51_P511680	AW124722	expressed sequence AW124722	1.57438
AGI_MM_OLIGO_A_51_P346884	2610209M04Rik	RIKEN cDNA 2610209M04 gene	1.57388
AGI_MM_OLIGO_A_51_P136324	Inpp5e	inositol polyphosphate-5-phosphatase E	1.57051
AGI_MM_OLIGO_A_51_P324134	Hps4	Hermansky-Pudlak syndrome 4 homolog (human)	1.56279
AGI_MM_OLIGO_A_51_P154596	Npdc1	neural proliferation, differentiation and control gene 1	1.56055
AGI_MM_OLIGO_A_51_P469480	Yes1	Yamaguchi sarcoma viral (v-yes) oncogene homolog 1	1.54833
AGI_MM_OLIGO_A_51_P273468	8430429K09Rik	RIKEN cDNA 8430429K09 gene	1.54218
AGI_MM_OLIGO_A_51_P120485	Ndufa6	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 6 (B14)	1.53869
AGI_MM_OLIGO_A_51_P258671	Rsu1	Ras suppressor protein 1	1.52832
AGI_MM_OLIGO_A_51_P118103	4932442K08Rik	RIKEN cDNA 4932442K08 gene	1.52364
AGI_MM_OLIGO_A_51_P366704	Acox1	acyl-Coenzyme A oxidase 1, palmitoyl	1.51230
AGI_MM_OLIGO_A_51_P340947	1300018J18Rik	RIKEN cDNA 1300018J18 gene	1.51223
AGI_MM_OLIGO_A_51_P407669	U2af1-rs1	U2 small nuclear ribonucleoprotein auxiliary factor (U2AF) 1, related sequence 1	1.49672
AGI_MM_OLIGO_A_51_P459340	4933428G09Rik	RIKEN cDNA 4933428G09 gene	1.45738
