# PMID: 12829800
# Description: 553 Genes
# URL: http://genome-www.stanford.edu/breast_cancer/robustness/data/IntrinsicGeneList.txt
# Filename: 12829800-IntrinsicGeneList
CLONEID	NAME
IMAGE:138991	COL6A3 collagen, type VI, alpha 3 Hs.80988 R62603
IMAGE:897910	OSF-2 osteoblast specific factor 2 (fasciclin I-like) Hs.136348 AA598653
IMAGE:51582	LMO7 LIM domain only 7 Hs.5978 H22825
IMAGE:725630	PEA15 phosphoprotein enriched in astrocytes 15 Hs.194673 AA293211
IMAGE:68049	Human insulin-like growth factor binding protein 5 (IGFBP5) mRNA Hs.180324 T52829
IMAGE:489384	AA054451
IMAGE:45542	Human insulin-like growth factor binding protein 5 (IGFBP5) mRNA Hs.180324 H08560
IMAGE:205049	H11 protein kinase H11 Hs.111676 H57493
IMAGE:359191	H11 protein kinase H11 Hs.111676 AA010110
IMAGE:882483	IFRD1 interferon-related developmental regulator 1 Hs.7879 AA676598
IMAGE:128506	SENP3 sentrin/SUMO-specific protease 3 Hs.118926 R10154
IMAGE:156211	ATP6V1B1 ATPase, H+ transporting, lysosomal 56/58kDa, V1 subunit B, isoform 1 (Renal tubular acidosis with deafness) Hs.64173 AI668571
IMAGE:796079	MAPK3 mitogen-activated protein kinase 3 Hs.861 AA460363
IMAGE:356835	MGC10500 hypothetical protein MGC10500 Hs.271599 W84592
IMAGE:795382	EPAC Rap1 guanine-nucleotide-exchange factor directly activated by cAMP Hs.8578 AA453497
IMAGE:809894	ACAS2 acetyl-Coenzyme A synthetase 2 (ADP forming) Hs.14779 AA455146
IMAGE:505274	KIAA0857 KIAA0857 protein Hs.24557 AA142980
IMAGE:220376	MEN1 multiple endocrine neoplasia I Hs.240443 H86813
IMAGE:39808	PIK3R1 phosphoinositide-3-kinase, regulatory subunit, polypeptide 1 (p85 alpha) Hs.6241 R54049
IMAGE:196992	AKR1C1 aldo-keto reductase family 1, member C1 (dihydrodiol dehydrogenase 1; 20-alpha (3-alpha)-hydroxysteroid dehydrogenase) Hs.306098 R93124
IMAGE:82734	FACL2 fatty-acid-Coenzyme A ligase, long-chain 2 Hs.154890 T73556
IMAGE:140806	PAM peptidylglycine alpha-amidating monooxygenase Hs.83920 R66309
IMAGE:811064	FLJ20811 hypothetical protein FLJ20811 Hs.83530 AA485442
IMAGE:197888	GNB2L1 guanine nucleotide binding protein (G protein), beta polypeptide 2-like 1 Hs.5662 R96220
IMAGE:32684	RPL32 ribosomal protein L32 Hs.169793 R20424
IMAGE:67363	T49282
IMAGE:272262	Ells1 hypothetical protein Ells1 Hs.7913 N35592
IMAGE:810809	Homo sapiens cDNA FLJ33034 fis, clone THYMU2000236 Hs.349607 AA458882
IMAGE:162199	PTPRM protein tyrosine phosphatase, receptor type, M Hs.154151 H26353
IMAGE:301995	Homo sapiens cDNA FLJ37284 fis, clone BRAMY2013590 Hs.348490 N89738
IMAGE:460487	LTF lactotransferrin Hs.105938 AA677706
IMAGE:196005	AQP3 aquaporin 3 Hs.234642 R91904
IMAGE:753692	ABLIM1 actin binding LIM protein 1 Hs.158203 AA406601
IMAGE:897271	KL klotho Hs.94592 AA677655
IMAGE:504791	GSTA4 glutathione S-transferase A4 Hs.169907 AA152346
IMAGE:161998	NPAS2 neuronal PAS domain protein 2 Hs.321164 H26181
IMAGE:342008	KRT13 keratin 13 Hs.74070 W60057
IMAGE:327676	KRT13 keratin 13 Hs.74070 W23757
IMAGE:725680	TFAP2C transcription factor AP-2 gamma (activating enhancer binding protein 2 gamma) Hs.61796 AA394236
IMAGE:51865	CA2 carbonic anhydrase II Hs.155097 H23187
IMAGE:897655	SSFA2 sperm specific antigen 2 Hs.351355 AA496804
IMAGE:133114	FZD4 frizzled homolog 4 (Drosophila) Hs.19545 R26141
IMAGE:299197	BC008967 hypothetical gene BC008967 Hs.6349 N75498
IMAGE:809981	GPX4 glutathione peroxidase 4 (phospholipid hydroperoxidase) Hs.2706 AA454856
IMAGE:785293	HRASLS3 HRAS-like suppressor 3 Hs.37189 AA476438
IMAGE:150702	HOXB5 homeo box B5 Hs.22554 H02243
IMAGE:1031076	HOXB6 homeo box B6 Hs.98428 AA610066
IMAGE:31072	PCSK1 proprotein convertase subtilisin/kexin type 1 Hs.78977 R17394
IMAGE:322148	CHGB chromogranin B (secretogranin 1) Hs.2281 W37768
IMAGE:199180	PON3 paraoxonase 3 Hs.296259 R95740
IMAGE:52228	GRIA1 glutamate receptor, ionotropic, AMPA 1 Hs.7117 H23267
IMAGE:362926	PRKACB protein kinase, cAMP-dependent, catalytic, beta Hs.87773 AA018979
IMAGE:233721	IGFBP2 insulin-like growth factor binding protein 2, 36kDa Hs.162 H78560
IMAGE:843046	MKNK2 MAP kinase-interacting serine/threonine kinase 2 Hs.261828 AA488413
IMAGE:756596	DUSP4 dual specificity phosphatase 4 Hs.2359 AA444049
IMAGE:341317	KIAA0222 KIAA0222 gene product Hs.48450 W58007
IMAGE:309246	Homo sapiens mRNA; cDNA DKFZp434C184 (from clone DKFZp434C184) Hs.268024 N93865
IMAGE:897529	FLJ20920 hypothetical protein FLJ20920 Hs.288959 AA489586
IMAGE:46843	SLI neuronal Shc adaptor homolog Hs.30965 H10072
IMAGE:301849	EIF4G3 eukaryotic translation initiation factor 4 gamma, 3 Hs.25732 N92469
IMAGE:364141	GRIA2 glutamate receptor, ionotropic, AMPA 2 Hs.89582 AA021212
IMAGE:46896	PRO1331 hypothetical protein PRO1331 Hs.301824 H09818
IMAGE:47475	CYFIP2 cytoplasmic FMR1 interacting protein 2 Hs.258503 H12043
IMAGE:429176	ZNF236 zinc finger protein 236 Hs.283619 AA004757
IMAGE:264868	DKFZP564D0372 hypothetical protein DKFZp564D0372 Hs.42954 N21153
IMAGE:282587	CA11 carbonic anhydrase XI Hs.22777 N52089
IMAGE:796284	IRS1 insulin receptor substrate 1 Hs.96063 AA460841
IMAGE:33045	NPY1R neuropeptide Y receptor Y1 Hs.169266 R19478
IMAGE:79592	AKR7A2 aldo-keto reductase family 7, member A2 (aflatoxin aldehyde reductase) Hs.6980 T62715
IMAGE:23776	QDPR quinoid dihydropteridine reductase Hs.75438 R38198
IMAGE:785745	DXS1283E GS2 gene Hs.264 AA448952
IMAGE:301309	MAIL molecule possessing ankyrin repeats induced by lipopolysaccharide (MAIL), homolog of mouse Hs.301183 N80834
IMAGE:322016	MSX2 msh homeo box homolog 2 (Drosophila) Hs.89404 W37289
IMAGE:665658	MSX2 msh homeo box homolog 2 (Drosophila) Hs.89404 AA194037
IMAGE:795877	SNK serum-inducible kinase Hs.3838 AA460152
IMAGE:346944	NRBP nuclear receptor binding protein Hs.272736 W79308
IMAGE:809507	FLJ20568 hypothetical protein FLJ20568 Hs.279581 AA454563
IMAGE:771084	BECN1 beclin 1 (coiled-coil, myosin-like BCL2 interacting protein) Hs.12272 AA427367
IMAGE:838568	COX6C cytochrome c oxidase subunit VIc Hs.351875 AA456931
IMAGE:796996	IGBP1 immunoglobulin (CD79A) binding protein 1 Hs.3631 AA463498
IMAGE:664233	GSTM2 glutathione S-transferase M2 (muscle) Hs.279837 AA232327
IMAGE:814576	ZFP36L2 zinc finger protein 36, C3H type-like 2 Hs.78909 AA480880
IMAGE:840990	GSTM4 glutathione S-transferase M4 Hs.348387 AA486570
IMAGE:713922	GSTM1 glutathione S-transferase M1 Hs.301961 AA290737
IMAGE:229667	GSTM3 glutathione S-transferase M3 (brain) Hs.2006 H67342
IMAGE:200656	Homo sapiens mRNA; cDNA DKFZp586J2118 (from clone DKFZp586J2118) Hs.21851 R98407
IMAGE:297604	Homo sapiens mRNA; cDNA DKFZp586J2118 (from clone DKFZp586J2118) Hs.21851 N69835
IMAGE:503602	PRO1489 hypothetical protein PRO1489 Hs.197922 AA131299
IMAGE:261194	PRO1489 hypothetical protein PRO1489 Hs.197922 H98215
IMAGE:341641	DKFZP586B2420 DKFZP586B2420 protein Hs.7949 W58343
IMAGE:51344	DKFZp761F2014 hypothetical protein DKFZp761F2014 Hs.6434 H21039
IMAGE:322461	ENPP5 ectonucleotide pyrophosphatase/phosphodiesterase 5 (putative function) Hs.35198 W15305
IMAGE:134948	ShrmL Shroom-related protein Hs.278628 R31785
IMAGE:726147	MAP2K4 mitogen-activated protein kinase kinase 4 Hs.75217 AA293050
IMAGE:812968	PTPRN2 protein tyrosine phosphatase, receptor type, N polypeptide 2 Hs.74624 AA464590
IMAGE:853809	RGS5 regulator of G-protein signalling 5 Hs.24950 AA668470
IMAGE:488431	KIAA1157 KIAA1157 protein Hs.21894 AA047441
IMAGE:782147	KIAA0544 KIAA0544 protein Hs.284251 AA431193
IMAGE:841641	CCND1 cyclin D1 (PRAD1: parathyroid adenomatosis 1) Hs.82932 AA487486
IMAGE:770983	FLJ11730 hypothetical protein FLJ11730 Hs.17118 AA427401
IMAGE:291363	GRLF1 glucocorticoid receptor DNA binding factor 1 Hs.102548 N72276
IMAGE:160656	LU Lutheran blood group (Auberger b antigen included) Hs.155048 H24954
IMAGE:470061	SIAH2 seven in absentia homolog 2 (Drosophila) Hs.20191 AA029041
IMAGE:230376	BF B-factor, properdin Hs.69771 H80257
IMAGE:197525	FMO5 flavin containing monooxygenase 5 Hs.14286 H52001
IMAGE:810873	SCNN1A sodium channel, nonvoltage-gated 1 alpha Hs.2794 AA458982
IMAGE:85541	STAT6 signal transducer and activator of transcription 6, interleukin-4 induced Hs.181015 T72202
IMAGE:80338	SELENBP1 selenium binding protein 1 Hs.334841 T65736
IMAGE:768597	MUC1 mucin 1, transmembrane Hs.89603 AA425062
IMAGE:255725	MUC1 mucin 1, transmembrane Hs.89603 N27731
IMAGE:840687	MUC1 mucin 1, transmembrane Hs.89603 AA486365
IMAGE:418129	NUMA1 nuclear mitotic apparatus protein 1 Hs.301512 W90116
IMAGE:323260	FLJ13322 hypothetical protein FLJ13322 Hs.110298 W42736
IMAGE:162211	ABCD3 ATP-binding cassette, sub-family D (ALD), member 3 Hs.76781 H25922
IMAGE:51463	BIRC1 baculoviral IAP repeat-containing 1 Hs.79019 H21071
IMAGE:767345	Homo sapiens cDNA FLJ40901 fis, clone UTERU2003704 Hs.44898 AA418564
IMAGE:296679	Homo sapiens cDNA FLJ40901 fis, clone UTERU2003704 Hs.44898 N74018
IMAGE:470261	SMA3 SMA3 Hs.289061 AA028921
IMAGE:259374	MCCC2 methylcrotonoyl-Coenzyme A carboxylase 2 (beta) Hs.167531 N31952
IMAGE:855487	ASAH1 N-acylsphingosine amidohydrolase (acid ceramidase) 1 Hs.75811 AA664155
IMAGE:627542	BLVRA biliverdin reductase A Hs.81029 AA192419
IMAGE:786607	TCEAL1 transcription elongation factor A (SII)-like 1 Hs.95243 AA451969
IMAGE:324225	RARRES3 retinoic acid receptor responder (tazarotene induced) 3 Hs.17466 W47350
IMAGE:135431	POLYDOM likely ortholog of mouse polydom Hs.271350 R33004
IMAGE:51700	Homo sapiens cDNA FLJ40165 fis, clone TESTI2015962 Hs.5740 H22853
IMAGE:245341	FLJ11280 hypothetical protein FLJ11280 Hs.3346 N54608
IMAGE:470105	Homo sapiens mRNA; cDNA DKFZp313L231 (from clone DKFZp313L231) Hs.8236 AA029948
IMAGE:415229	VAV3 vav 3 oncogene Hs.267659 W91879
IMAGE:376516	LRBA LPS-responsive vesicle trafficking, beach and anchor containing Hs.62354 AA041400
IMAGE:503214	KIAA1243 KIAA1243 protein Hs.151076 AA151572
IMAGE:307220	LOC51313 AD021 protein Hs.323583 N95180
IMAGE:289787	Homo sapiens mRNA; cDNA DKFZp434E033 (from clone DKFZp434E033) Hs.15740 N63001
IMAGE:364865	Homo sapiens mRNA; cDNA DKFZp686F18109 (from clone DKFZp686F18109) Hs.376858 AA028171
IMAGE:782233	KIAA0876 KIAA0876 protein Hs.301011 AA431721
IMAGE:277808	FLJ10980 hypothetical protein FLJ10980 Hs.29716 N45467
IMAGE:510571	TLE3 transducin-like enhancer of split 3 (E(sp1) homolog, Drosophila) Hs.287362 AA057737
IMAGE:66599	NAT1 N-acetyltransferase 1 (arylamine N-acetyltransferase) Hs.155956 T67128
IMAGE:195525	NAT1 N-acetyltransferase 1 (arylamine N-acetyltransferase) Hs.155956 R91802
IMAGE:52933	LIV-1 LIV-1 protein, estrogen regulated Hs.79136 H29315
IMAGE:298417	Homo sapiens, clone MGC:22588 IMAGE:4696566, mRNA, complete cds Hs.82961 N74131
IMAGE:84786	HNF3A hepatocyte nuclear factor 3, alpha Hs.299867 T74639
IMAGE:417867	XBP1 X-box binding protein 1 Hs.149923 W90128
IMAGE:381931	FLT1 fms-related tyrosine kinase 1 (vascular endothelial growth factor/vascular permeability factor receptor) Hs.381093 AA058828
IMAGE:214068	GATA3 GATA binding protein 3 Hs.169946 H72474
IMAGE:135118	GATA3 GATA binding protein 3 Hs.169946 R31441
IMAGE:725321	ESR1 estrogen receptor 1 Hs.1657 AA291702
IMAGE:772890	RAB5EP rabaptin-5 Hs.250535 AA428477
IMAGE:825442	PTP4A2 protein tyrosine phosphatase type IVA, member 2 Hs.82911 AA504327
IMAGE:503581	RERG RAS-like, estrogen-regulated, growth-inhibitor Hs.21594 AA131239
IMAGE:484600	RERG RAS-like, estrogen-regulated, growth-inhibitor Hs.21594 AA037415
IMAGE:346321	CEGP1 CEGP1 protein Hs.222399 W74079
IMAGE:243100	ACADSB acyl-Coenzyme A dehydrogenase, short/branched chain Hs.81934 H95792
IMAGE:433253	FBP1 fructose-1,6-bisphosphatase 1 Hs.574 AA699427
IMAGE:132165	MGC27171 hypothetical protein MGC27171 Hs.34492 R23619
IMAGE:840606	HSD17B4 hydroxysteroid (17-beta) dehydrogenase 4 Hs.75441 AA487914
IMAGE:768370	Homo sapiens cDNA FLJ11796 fis, clone HEMBA1006158, highly similar to Homo sapiens transcription factor forkhead-like 7 (FKHL7) gene Hs.284186 AA495790
IMAGE:108658	KIAA1025 KIAA1025 protein Hs.4084 T72613
IMAGE:768031	KIAA0303 KIAA0303 protein Hs.54985 AA418846
IMAGE:85561	CYP2A7 cytochrome P450, subfamily IIA (phenobarbital-inducible), polypeptide 7 Hs.250615 T72259
IMAGE:210687	AGTR1 angiotensin II receptor, type 1 Hs.89472 H66070
IMAGE:813841	PLAT plasminogen activator, tissue Hs.274404 AA447797
IMAGE:132012	NPEPPS aminopeptidase puromycin sensitive Hs.293007 R24894
IMAGE:265005	HIS1 HMBA-inducible Hs.15299 N21081
IMAGE:342551	HIS1 HMBA-inducible Hs.15299 W68584
IMAGE:809779	KIAA0239 KIAA0239 protein Hs.9729 AA454740
IMAGE:270535	Homo sapiens cDNA FLJ39082 fis, clone NT2RP7018586 Hs.269060 N33228
IMAGE:81417	RNASE4 ribonuclease, RNase A family, 4 Hs.283749 T60163
IMAGE:811162	FMOD fibromodulin Hs.230 AA485748
IMAGE:69935	ADRA2A adrenergic, alpha-2A-, receptor Hs.249159 T48691
IMAGE:244796	Homo sapiens cDNA: FLJ23160 fis, clone LNG09682 Hs.118258 N52554
IMAGE:128738	TCEA3 transcription elongation factor A (SII), 3 Hs.94952 R09980
IMAGE:950680	DDB1 damage-specific DNA binding protein 1, 127kDa Hs.108327 AA608557
IMAGE:43977	KIAA0182 KIAA0182 protein Hs.75909 H05099
IMAGE:767769	SLC7A6 solute carrier family 7 (cationic amino acid transporter, y+ system), member 6 Hs.10315 AA418078
IMAGE:809944	KIAA0310 KIAA0310 gene product Hs.5716 AA454812
IMAGE:277187	DUSP16 dual specificity phosphatase 16 Hs.20281 N40952
IMAGE:23579	FLJ38045 hypothetical protein FLJ38045 Hs.170226 R38349
IMAGE:789152	ZNF75 zinc finger protein 75 (D8C6) Hs.355015 AA450115
IMAGE:504469	ODF2 outer dense fibre of sperm tails 2 Hs.129055 AA149882
IMAGE:491405	RAB14 RAB14, member RAS oncogene family Hs.5807 AA150417
IMAGE:741891	RAB2L RAB2, member RAS oncogene family-like Hs.170160 AA401972
IMAGE:594517	SFRS6 splicing factor, arginine/serine-rich 6 Hs.6891 AA169645
IMAGE:141972	MGC9042 hypothetical protein MGC9042 Hs.287850 R68805
IMAGE:810358	ACADVL acyl-Coenzyme A dehydrogenase, very long chain Hs.82208 AA464163
IMAGE:241874	FLJ12592 hypothetical protein FLJ12592 Hs.23100 H93118
IMAGE:825335	CMAR cell matrix adhesion regulator Hs.272480 AA504482
IMAGE:84264	FLJ10948 hypothetical protein FLJ10948 Hs.9670 T71152
IMAGE:487948	Homo sapiens cDNA: FLJ22566 fis, clone HSI01980 Hs.348294 AA054715
IMAGE:76362	SPTAN1 spectrin, alpha, non-erythrocytic 1 (alpha-fodrin) Hs.77196 T60117
IMAGE:429148	DOM3Z dom-3 homolog Z (C. elegans) Hs.153299 AA004835
IMAGE:811138	CXYorf1 CXYorf1 pseudoautosomal region gene Hs.349333 AA485730
IMAGE:755952	PLXNB1 plexin B1 Hs.278311 AA496565
IMAGE:810560	76P gamma tubulin ring complex protein (76p gene) Hs.20621 AA464569
IMAGE:71432	MST1 macrophage stimulating 1 (hepatocyte growth factor-like) Hs.349110 T47812
IMAGE:840818	FLNB filamin B, beta (actin binding protein 278) Hs.81008 AA486238
IMAGE:753234	ZFX zinc finger protein, X-linked Hs.2074 AA406372
IMAGE:741795	RALGPS1A Ral guanine nucleotide exchange factor RalGPS1A Hs.374518 AA402863
IMAGE:50882	ECE1 endothelin converting enzyme 1 Hs.288203 H18427
IMAGE:144808	DIP13B DIP13 beta Hs.107882 R77239
IMAGE:272951	CIT citron (rho-interacting, serine/threonine kinase 21) Hs.15767 N33778
IMAGE:344432	MGST2 microsomal glutathione S-transferase 2 Hs.81874 W73474
IMAGE:878835	NDP Norrie disease (pseudoglioma) Hs.2839 AA670439
IMAGE:263727	D5S346 DNA segment, single copy probe LNS-CAI/LNS-CAII (deleted in polyposis Hs.178112 H99681
IMAGE:868652	C4B complement component 4B Hs.278625 AA664406
IMAGE:196189	CYB5 cytochrome b-5 Hs.83834 R91950
IMAGE:26617	ALCAM activated leukocyte cell adhesion molecule Hs.10247 R13558
IMAGE:345525	GTF2H2 general transcription factor IIH, polypeptide 2, 44kDa Hs.191356 W72437
IMAGE:298281	ESTs Hs.29468 N73949
IMAGE:753897	AMFR autocrine motility factor receptor Hs.80731 AA479090
IMAGE:489218	SLC11A3 solute carrier family 11 (proton-coupled divalent metal ion transporters), member 3 Hs.5944 AA056733
IMAGE:71863	SLC11A3 solute carrier family 11 (proton-coupled divalent metal ion transporters), member 3 Hs.5944 T52564
IMAGE:71763	MRPS14 mitochondrial ribosomal protein S14 Hs.247324 T51290
IMAGE:71730	DKFZp586H0623 putative UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase T9 Hs.107260 T51229
IMAGE:278729	ESTs Hs.29088 N62936
IMAGE:210486	PDCD4 programmed cell death 4 (neoplastic transformation inhibitor) Hs.326248 H64884
IMAGE:291059	SLC11A2 solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2 Hs.57435 N72116
IMAGE:744417	CRAT carnitine acetyltransferase Hs.12068 AA621218
IMAGE:161992	FER1L3 fer-1-like 3, myoferlin (C. elegans) Hs.234680 H26176
IMAGE:838732	Homo sapiens cDNA FLJ35016 fis, clone OCBBF2014292 Hs.379757 AA457543
IMAGE:949928	ZNF220 zinc finger protein 220 Hs.82210 AA599173
IMAGE:562927	LRRFIP1 leucine rich repeat (in FLII) interacting protein 1 Hs.326159 AA085597
IMAGE:810671	FLJ22269 hypothetical protein FLJ22269 Hs.334789 AA463986
IMAGE:797048	BMP4 bone morphogenetic protein 4 Hs.68879 AA463224
IMAGE:754250	KIAA1253 KIAA1253 protein Hs.146668 AA479270
IMAGE:85450	ACOX2 acyl-Coenzyme A oxidase 2, branched chain Hs.9795 T71713
IMAGE:382773	ESTs, Highly similar to GRAP_HUMAN GRB2-related adaptor protein [H.sapiens] Hs.42346 AA064973
IMAGE:141959	WWP1 WW domain-containing protein 1 Hs.355977 R67561
IMAGE:838611	APOD apolipoprotein D Hs.75736 AA456975
IMAGE:159608	APOD apolipoprotein D Hs.75736 H15842
IMAGE:726086	TFPI2 tissue factor pathway inhibitor 2 Hs.295944 AA293402
IMAGE:773344	SLC16A2 solute carrier family 16 (monocarboxylic acid transporters), member 2 (putative transporter) Hs.75317 AA425395
IMAGE:363144	TFAP2B transcription factor AP-2 beta (activating enhancer binding protein 2 beta) Hs.33102 AA018906
IMAGE:757222	HMGCS2 3-hydroxy-3-methylglutaryl-Coenzyme A synthase 2 (mitochondrial) Hs.59889 AA496148
IMAGE:245585	Homo sapiens cDNA FLJ39952 fis, clone SPLEN2024577 Hs.380121 N53581
IMAGE:49509	EPOR erythropoietin receptor Hs.127826 H15574
IMAGE:360079	OS-9 amplified in osteosarcoma Hs.76228 AA013242
IMAGE:138775	NGFRAP1 nerve growth factor receptor (TNFRSF16) associated protein 1 Hs.381039 R63543
IMAGE:810367	DJ79P11.1 X-linked protein Hs.283719 AA464180
IMAGE:202658	TRPS1 trichorhinophalangeal syndrome I Hs.26102 H53479
IMAGE:123561	SERPINA1 serine (or cysteine) proteinase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1 Hs.297681 R00822
IMAGE:756931	S100A1 S100 calcium binding protein A1 Hs.292707 AA425934
IMAGE:246808	NALP2 NALP2 protein Hs.6844 N53214
