FeatureID	Gene Symbol	Gene name	Gene Index U Cluster	RefSeq Acc	GenBank Acc	MGI	NSC	ESC	MAPC	K-means clustering	K-means clustering (similarity)
Z00015168-1	Fut8	fucosyltransferase 8	U014126	NM_016893.2	AB025198	MGI:1858901	3.4606	3.1201	4.007	3	0.279433645
Z00026897-1	2310065F04Rik	RIKEN cDNA 2310065F04 gene	U032934	XM_488600.1	AK010044		2.7364	2.7888	3.6222	3	0.288513974
Z00035028-1	Rsb30	RAB30, member RAS oncogene family	U008381	NM_029494.2	AF399756		2.1354	2.1653	3.0205	3	0.294526256
Z00003910-1	Slco2B1	solute carrier organic anion transporter family, member 2b1	U028895	NM_175316.2	AK033539	MGI:1351872	2.7419	2.7272	3.607	3	0.294045841
Z00021123-1	Ramp2	receptor (calcitonin) activity modifying protein 2	U013359	NM_019444.1	AF146523		2.8901	2.5976	3.4769	3	0.262032117
Z00043889-1	Nol3	nucleolar protein 3 (apoptosis repressor with CARD domain)	U009742	NM_030152.2	AK021023	MGI:1925938	3.2785	2.768	3.6348	3	0.353805935
Z00056862-1	Sox21	SRY-box containing gene 21	U015966	NM_145464.1	AY069926	MGI:2654070	3.5751	3.5845	4.4384	3	0.28362366
Z00051230-1	1110036O03Rik	RIKEN cDNA 1110036O03 gene	U033423	NM_176830.2	AK004132		3.3284	3.3506	4.1887	3	0.276883025
Z00024580-1	Bace2	beta-site APP-cleaving enzyme 2	U017427	NM_019517.2	AF051150	MGI:1860440	3.2012	3.1501	4.0074	3	0.261483491
Z00000770-1	Serpinb6B	serine (or cysteine) proteinase inhibitor, clade B, member 6b	U014708	NM_011454.1	AK078753	MGI:894688	2.2998	2.4623	3.1557	3	0.251263689
Z00024966-1	Vnn1	vanin 1	U011343	NM_011704.1	AJ132098	MGI:108395	2.9629	2.9769	3.8187	3	0.275942463
Z00030322-1	Paics	phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoribosylaminoimidazole, succinocarboxamide synthetase	U005715	NM_025939.2	AK002669	MGI:1914304	4.6891	4.8225	5.5395	3	0.247721111
Z00024011-1	Mafk	v-maf musculoaponeurotic fibrosarcoma oncogene family, protein K (avian)	U006367	NM_010757.1	BC014295	MGI:99951	2.4715	2.8958	3.3207	3	0.332542231
Z00033957-1	Loc433366	PREDICTED: Mus musculus similar to KIAA1614 protein (LOC433366), mRNA	U067684	XM_484927.1			2.745	2.7627	3.5855	3	0.262284623
Z00014997-1	Rhod	ras homolog gene family, member D	U019082	NM_007485.2	AK008880	MGI:108446	3.0207	3.374	3.861	3	0.293614667
Z00055113-1	1700125H20Rik	RIKEN cDNA 1700125H20 gene	U013116	XM_126139.3	AK007281		1.6516	1.7421	2.4892	3	0.242357939
Z00008215-1	Ctdspl	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase-like	U011132	NM_133710.1	AJ344340	MGI:1916524	3.7101	3.3115	4.1466	3	0.283783186
Z00056285-1	2310004K06Rik	RIKEN cDNA 2310004K06 gene	U029110	NM_020050.1	AK007430	MGI:1915254	4.2535	4.1034	4.9369	3	0.219966478
Z00010176-1	Rpia	ribose 5-phosphate isomerase A	U027445	NM_009075.1	BC053526		2.9891	2.5951	3.4272	3	0.280540175
Z00022683-1	P4Ha2	procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha II polypeptide	U012604	NM_011031.1	AK053504	MGI:894286	3.9592	3.9121	4.7409	3	0.239698317
Z00020417-1	Susd2	sushi domain containing 2	U031927	NM_027890.3	AK004703		2.5376	2.7779	3.3657	3	0.24549388
Z00027375-1	Gm967	gene model 967, (NCBI)	U041228	XM_355152.2		MGI:2685813	2.066	1.9449	2.7707	3	0.217700859
Z00015986-1	Ephb3	Eph receptor B3	U016937	NM_010143.1	BC014822	MGI:104770	3.5876	3.5308	4.3526	3	0.230648216
Z00034420-1	2810047C21Rik	RIKEN cDNA 2810047C21 gene	U317578	XM_487980.1	AK012911		2.675	2.8069	3.4938	3	0.224959049
Z00035955-1	Serpinh1	serine (or cysteine) proteinase inhibitor, clade H, member 1	U095787	NM_009825.1	AK029080	MGI:88283	4.0646	3.8107	4.6272	3	0.21790576
Z00023565-1	Clmn	Mus musculus calmin (Clmn), mRNA	U034311	NM_053155.1	AB047978		2.6215	2.616	3.4316	3	0.245644978
Z00048060-1	Olfr1366	olfactory receptor 1366	U034562	NM_146283.1		MGI:3031200	3.2071	3.1879	4.0029	3	0.239253712
Z00018518-1	St3Gal6	ST3 beta-galactoside alpha-2,3-sialyltransferase 6	U037137	NM_018784.1	AB063326	MGI:1888707	2.2478	2.2758	3.0593	3	0.235606993
Z00062129-1	Ldlrap1	Mus musculus low density lipoprotein receptor adaptor protein 1 (Ldlrap1), mRNA	U025647	NM_145554.1	AK029008	MGI:2140175	2.5382	2.9134	3.346	3	0.295288953
Z00061889-1	Drp2	dystrophin related protein 2	U020194	NM_010078.1	AK034383		3.592	3.5189	4.326	3	0.21368777
Z00036661-1	Kalrn	kalirin, RhoGEF kinase	U036992	XM_488776.1	AK008844	MGI:2685385	3.4312	3.0152	3.8221	3	0.286441634
Z00024370-1	Hoxa1	homeo box A1	U027300	NM_010449.1	AK083575	MGI:96170	2.6093	2.8754	3.4151	3	0.243006384
Z00035757-1	Rrbp1	Mus musculus ribosome binding protein 1 (Rrbp1), mRNA	U023433	NM_133626.1	AF273683	MGI:1932395	3.562	3.6123	4.3637	3	0.221888866
Z00025591-1	Rom1	rod outer segment membrane protein 1	U038784	NM_009073.1	AK032646	MGI:97998	2.9966	3.2077	3.7949	3	0.221774314
Z00048791-1	Slc43A3	solute carrier family 43, member 3	U042326	NM_021398.1	AF188622	MGI:1931054	3.1829	3.2498	3.978	3	0.213298735
Z00049433-1	Bc006779	cDNA sequence BC006779	U023780	XM_485132.1	BC006779		3.1934	3.5317	3.9867	3	0.271561291
Z00034304-1	Clcn5	chloride channel 5	U215370		AJ555464	MGI:99486	3.5203	3.3709	4.1622	3	0.189036327
Z00006752-1	Plaur	urokinase plasminogen activator receptor	U007797	NM_011113.2	AK002580	MGI:97612	3.6736	3.9259	4.4618	3	0.230088279
Z00066675-1	937313) Mus Musculus Cdna Clone Image:1262290 5, Mrna Sequence	vw91a06.r1 Stratagene mouse skin (	U110073				3.8066	3.7331	4.5204	3	0.197648753
Z00031848-1	4930488N24Rik	RIKEN cDNA 4930488N24 gene	U316232		AK179833		1.3205	1.2158	2.0025	3	0.190118892
Z00041696-1	Slc41A2	solute carrier family 41, member 2	U032066	NM_177388.2	AK033822		2.7772	2.4094	3.1947	3	0.254126881
Z00034132-1	Glt25D1	glycosyltransferase 25 domain containing 1	U009470	NM_146211.1	AK029433		3.6753	3.6781	4.4605	3	0.222372912
Z00004477-1	Pthr1	Mus musculus parathyroid hormone receptor 1 (Pthr1), mRNA	U031370	NM_011199.1	AK213674	MGI:97801	3.0092	3.0545	3.7943	3	0.209869156
Z00005338-1	Fgf3	fibroblast growth factor 3	U157209	NM_008007.1	AK021062	MGI:95517	2.7082	2.6971	3.4808	3	0.217160333
Z00006609-1	Podxl	podocalyxin-like	U027136	NM_013723.2	AB028048	MGI:1351317	3.2818	3.4984	4.0604	3	0.213134428
Z00061912-1	Tram2	translocating chain-associating membrane protein 2	U021164		AK178723		3.3511	3.5415	4.1288	3	0.205301742
Z00046691-1	Aa986860	expressed sequence AA986860	U000772	NM_177604.2	AK028957		2.6658	2.5809	3.3572	3	0.185967801
Z00024243-1	Orm1	orosomucoid 1	U004403	NM_008768.1	BC012725	MGI:97443	1.7295	1.7527	2.5041	3	0.207253899
Z00036473-1	Ap2A2	adaptor protein complex AP-2, alpha 2 subunit	U008965	NM_007459.2	AF006990	MGI:101920	4.0097	4.0955	4.7827	3	0.193804959
Z00024619-1	Tubb3	tubulin, beta 3	U009939	NM_023279.2	AF312873	MGI:107813	3.89	4.1984	4.662	3	0.249915774
Z00051776-1	Phldb2	pleckstrin homology-like domain, family B, member 2	U037076	NM_153412.1	AF506821	MGI:2444981	2.7016	3.0197	3.4692	3	0.253930414
Z00043778-1	2810423A18Rik	RIKEN cDNA 2810423A18 gene	U190608		AK011010		4.1475	3.9683	4.7313	3	0.171508453
Z00014882-1	Tnpo1	transportin 1	U035091	NM_178716.2	AK029953	MGI:2681523	3.3334	3.2634	4.0247	3	0.177729178
Z00025124-1	Slc35C1	solute carrier family 35, member C1	U023037	NM_145832.2	AJ440720	MGI:2443301	3.8186	3.7	4.4606	3	0.168282913
Z00049878-1	Slc36A4	solute carrier family 36 (proton/amino acid symporter), member 4	U010079	NM_172289.3	AF453746	MGI:2442595	2.1685	1.9377	2.6982	3	0.182328217
Z00035728-1	Furin	furin (paired basic amino acid cleaving enzyme)	U028764	NM_011046.1	AK040581	MGI:97513	3.5574	3.9006	4.3176	3	0.266599789
Z00063183-1	Mppe1	metallophosphoesterase 1	U150989	NM_172630.1	AK041262		3.748	3.85	4.5049	3	0.181181729
Z00023182-1	Abcb9	ATP-binding cassette, sub-family B (MDR/TAP), member 9	U026725	NM_019875.1	AB045382	MGI:1861729	3.4967	3.0501	3.8037	3	0.29959183
Z00034669-1	Rcn1	reticulocalbin 1	U023116	NM_009037.1	AK017494	MGI:104559	4.1983	3.8932	4.6454	3	0.211536568
Z00026443-1	Tshb	thyroid stimulating hormone, beta subunit	U024447	NM_009432.1	J00644	MGI:98848	2.0379	2.0643	2.7894	3	0.187781903
Z00050552-1	Spon2	spondin 2, extracellular matrix protein	U026083	NM_133903.2	AK009820	MGI:1923724	2.8141	2.8531	3.5652	3	0.184339349
Z00001163-1	Atp1B1	ATPase, Na+/K+ transporting, beta 1 polypeptide	U021983	NM_009721.2	AK005071	MGI:88108	4.1685	4.457	4.9154	3	0.232543804
Z00058315-1	Eml3	echinoderm microtubule associated protein like 3	U019135	NM_144872.1	AK183470		3.3705	3.6853	4.1134	3	0.24649183
Z00059045-1	Kit	kit oncogene	U005697	NM_021099.2	AK046795	MGI:96677	3.3188	3.3719	4.0597	3	0.173543136
Z00018908-1	Col4A2	procollagen, type IV, alpha 2	U009073	NM_009932.2	AK053858	MGI:88455	4.4532	4.7304	5.1887	3	0.223485805
Z00005264-1	Rel	Mus musculus reticuloendotheliosis oncogene (Rel), mRNA	U032577	NM_009044.1	X15842	MGI:97897	1.971	2.1094	2.7065	3	0.169950109
Z00054412-1	1810062G17Rik	RIKEN cDNA 1810062G17 gene	U003161		AK078645		2.3056	2.481	3.0394	3	0.177993621
Z00054758-1	Lim2	lens intrinsic membrane protein 2	U008012	NM_177693.2	AK042488	MGI:104698	1.2373	1.5813	1.9678	3	0.26251634
Z00056023-1	Fbxo6B	F-box only protein 6b	U025786	NM_015797.1	AF176526	MGI:1354743	3.3035	3.5061	4.0339	3	0.186068751
Z00008010-1	Lypla3	lysophospholipase 3	U009768	NM_133792.2	AF468958	MGI:2178076	2.9999	3.3291	3.7298	3	0.253052137
Z00034556-1	4632428N05Rik	RIKEN cDNA 4632428N05 gene	U011557	NM_028732.2	AK014600		3.0813	3.2709	3.8107	3	0.180676038
Z00035504-1	Mme	membrane metallo endopeptidase	U003285	NM_008604.2	AK031446	MGI:97004	2.9388	3.0502	3.6672	3	0.161923019
Z00018838-1	E130307J07Rik	RIKEN cDNA E130307J07 gene	U030910	NM_175483.2	AK048566		2.8751	2.6683	3.396	3	0.158627118
Z00060449-1	Rcn3	reticulocalbin 3, EF-hand calcium binding domain	U041065	NM_026555.1	AK003918	MGI:1277122	3.5004	3.6403	4.2265	3	0.164659546
Z00011104-1	Dp1	deleted in polyposis 1	U038305	NM_007874.2	AK010507	MGI:1270152	3.7881	3.6742	4.3987	3	0.141921149
Z00014814-1	Ppfibp2	protein tyrosine phosphatase, receptor-type, F interacting protein, binding protein 2	U008586	NM_008905.1	AK012152	MGI:894649	3.2315	3.3015	3.9533	3	0.156973905
Z00049686-1	Sfmbt2	Mus musculus Scm-like with four mbt domains 2 (Sfmbt2), mRNA	U042256	NM_177386.2	AK040600	MGI:2447794	2.7292	3.0086	3.4472	3	0.220781962
Z00037355-1	Fbxo2	F-box only protein 2	U005084	NM_176848.1	BC027053	MGI:2446216	3.5984	3.5084	4.2261	3	0.139096191
Z00031312-1	Csprs,5830484A20Rik	component of Sp100-rs	U195534	NM_001010929.1	AK016231	MGI:1923364	2.4159	2.404	3.1209	3	0.162321464
Z00005188-1	Flt1	FMS-like tyrosine kinase 1	U026967	NM_010228.2	AJ001177	MGI:95558	3.3366	3.5487	4.0477	3	0.18291318
Z00049377-1	Nradd	neurotrophin receptor associated death domain	U031368	NM_026012.2	AF534394	MGI:1914419	3.1233	3.2941	3.8339	3	0.165357569
Z00007542-1	Slc16A1	solute carrier family 16 (monocarboxylic acid transporters), member 1	U003681	NM_009196.2	AF058055	MGI:106013	3.5334	3.734	4.244	3	0.17743123
Z00021547-1	Dpp9	dipeptidylpeptidase 9	U037942	NM_172624.1	AK039652	MGI:2443967	3.8176	3.9271	4.5276	3	0.149793271
Z00030569-1	Pdia5	protein disulfide isomerase associated 5	U266139		AK084784	MGI:1919849	4.1513	4.2705	4.8611	3	0.151094351
Z00039445-1	Bc014685	cDNA sequence BC014685	U007036	NM_144916.1	BC014685		3.612	3.7705	4.3213	3	0.160546027
Z00054482-1	Gm87	gene model 87, (NCBI)	U067987	XM_128313.5		MGI:2684933	3.3535	3.3115	4.0206	3	0.144060553
Z00035971-1	Ckap4	cytoskeleton-associated protein 4	U032075	XM_125808.5	AK030708	MGI:2444926	3.9887	4.1091	4.697	3	0.150394344
Z00022478-1	Ccl17	chemokine (C-C motif) ligand 17	U009674	NM_011332.2	AF125570	MGI:1329039	2.5969	2.627	3.3043	3	0.151725257
Z00006173-1	Lass6	longevity assurance homolog 6 (S. cerevisiae)	U042309	NM_172856.1	AK028849	MGI:2442564	2.6455	2.8412	3.3522	3	0.173805305
Z00048948-1	Tspan2	tetraspan 2	U003648	NM_027533.1	AK018178		3.5652	3.5389	4.2418	3	0.144821635
Z00062963-1	Crygc,Crygb	crystallin, gamma C	U148181	NM_007775.1	BC056454	MGI:88522	3.0449	3.1252	3.7461	3	0.141810771
Z00036039-1	Lmo7, Gm914	LIM domain only 7	U043417	XM_354836.1		MGI:2685760	1.75	2.0235	2.4509	3	0.214162522
Z00064124-1	Pag1	phosphoprotein associated with glycosphingolipid microdomains 1	U023826	NM_053182.2	AF250192		2.4864	2.3907	3.0911	3	0.125329229
Z00054867-1	Cklfsf2B	chemokine-like factor super family 2B	U009722	NM_028524.1	AK005970		4.0143	3.8496	4.5484	3	0.131141967
Z00005441-1	Mertk	c-mer proto-oncogene tyrosine kinase	U002446	NM_008587.1	AK029009	MGI:96965	2.5648	2.616	3.2623	3	0.140515102
Z00019902-1	Tnnc1	troponin C, cardiac/slow skeletal	U015459	NM_009393.1	BC061172	MGI:98779	2.3777	2.561	3.0726	3	0.163917161
Z00003674-1	Satb2	special AT-rich sequence binding protein 2	U021346	NM_139146.1	AF319623		2.9998	2.9668	3.6615	3	0.135546215
Z00015962-1	Hyou1	hypoxia up-regulated 1	U042972	NM_021395.2	AF228709	MGI:108030	3.9519	4.1781	4.6449	3	0.184911299
Z00022802-1	Ltbr	lymphotoxin B receptor	U027868	NM_010736.1	AK078859	MGI:104875	4.1883	3.8685	4.5615	3	0.210254454
Z00002138-1	0610007L01Rik	RIKEN cDNA 0610007L01 gene	U040648	XM_355643.2	AK002297		3.8709	4.148	4.5627	3	0.215100087
Z00005413-1	Nog	Mus musculus noggin (Nog), mRNA	U033256	NM_008711.1			2.3571	2.2435	2.9333	3	0.117315726
Z00036544-1	Ppap2C	phosphatidic acid phosphatase type 2c	U086238	NM_015817.1	AF123611	MGI:1354945	3.6254	3.9527	4.3138	3	0.248199884
Z00023163-1	Slc26A2	solute carrier family 26 (sulfate transporter), member 2	U191832	NM_007885.1	AK007212	MGI:892977	2.995	3.2821	3.683	3	0.221123318
Z00026135-1	E430016P22Rik	RIKEN cDNA E430016P22 gene	U027181		AK045178		3.3696	3.3845	4.055	3	0.1378614
Z00001228-1	Wars	tryptophanyl-tRNA synthetase	U034345	NM_011710.2	AK004541		4.5283	4.6733	5.2136	3	0.144577458
Z00012932-1	Baiap2L1	BAI1-associated protein 2-like 1	U026933	NM_025833.2	AK004918		3.1306	3.4134	3.8157	3	0.218031794
Z00025115-1	Amigo3	amphoterin induced gene and ORF 3	U011013	NM_177275.2	AB167510		2.4982	2.4118	3.0966	3	0.114508304
Z00005088-1	Atbf1	AT motif binding factor 1	U009800	NM_007496.1	AK019957	MGI:99948	3.6229	3.724	4.3073	3	0.132612436
Z00049277-1	Arfl4	ADP-ribosylation factor 4-like	U013376	NM_025404.1	AK004126	MGI:1913432	2.9063	3.0739	3.5855	3	0.151118418
Z00060739-1	Habp4	hyaluronic acid binding protein 4	U014952	NM_019986.1	AF227684		2.6662	2.7508	3.3444	3	0.126500636
Z00055799-1	Mdk	midkine	U023028	NM_001012335.1	AK032742	MGI:96949	3.9054	4.0783	4.5831	3	0.153020977
Z00024294-1	Apoh	apolipoprotein H	U013484	NM_013475.1	AK010926	MGI:88058	2.6849	2.6733	3.3488	3	0.128708095
Z00035077-1	Rbbp5	retinoblastoma binding protein 5	U000803	NM_172517.1	AK016773		3.9915	3.9751	4.6491	3	0.125350461
Z00043856-1	2310016A09Rik	RIKEN cDNA 2310016A09 gene	U016133	NM_181588.2	AK009374		2.7053	2.7013	3.375	3	0.130792229
Z00002721-1	Loxl2	lysyl oxidase-like 2	U015808	NM_033325.1	AF117951		3.447	3.6135	4.1205	3	0.148576568
Z00016081-1	C130080N23Rik	RIKEN cDNA C130080N23 gene	U042245		AK047658		3.1435	3.3892	3.8162	3	0.1927363
Z00009294-1	Rhpn2	rhophilin, Rho GTPase binding protein 2	U007967	NM_027897.2	AK004849	MGI:1289234	2.1858	2.4644	2.8583	3	0.214233146
Z00056287-1	Scube2,Phxr5	signal peptide, CUB domain, EGF-like 2	U029113	NM_008836.2	AK083130	MGI:104521	3.6735	3.538	4.2094	3	0.108777294
Z00018121-1	Loc245350	PREDICTED: Mus musculus hypothetical LOC245350 (LOC245350), mRNA	U019718	XM_141626.3			2.8605	2.913	3.5308	3	0.120152332
Z00036020-1	Adam10	a disintegrin and metalloprotease domain 10	U010708	NM_007399.1	AF011379	MGI:109548	2.8211	2.4891	3.1513	3	0.218601055
Z00000260-1	Gmppb	GDP-mannose pyrophosphorylase B	U011012	NM_177910.2	AK088295		3.2426	3.5198	3.9039	3	0.212735207
Z00031130-1	Lifr	leukemia inhibitory factor receptor	U016041	NM_013584.1	BC031929	MGI:96788	2.7106	2.6957	3.3568	3	0.115488928
Z00024466-1	Zfpm1	zinc finger protein, multitype 1	U009907	NM_009569.1	AF006492	MGI:1095400	3.8719	3.7872	4.4461	3	0.095443782
Z00018760-1	Def8	differentially expressed in FDCP 8	U009940	NM_054046.2	AK028726	MGI:1346331	3.3811	3.6121	4.04	3	0.181672627
Z00039236-1	Dximx50E	DNA segment, Chr X, Immunex 50, expressed	U039231		AK009768	MGI:1859619	3.0085	3.299	3.6632	3	0.221986416
Z00006031-1	Pnpo	Mus musculus pyridoxine 5-phosphate oxidase (Pnpo), mRNA	U033329	NM_134021.1	AK051228		2.4328	2.7325	3.0841	3	0.228653547
Z00018593-1	Dnajb11	DnaJ (Hsp40) homolog, subfamily B, member 11	U016950	NM_026400.2	AK008032	MGI:1915088	3.3387	3.4363	3.9899	3	0.112795771
Z00043513-1	Ppp1R3F	protein phosphatase 1, regulatory (inhibitor) subunit 3F	U202296	NM_138605.1	AF229644	MGI:1859617	2.4766	2.3137	2.9641	3	0.10890241
Z00034596-1	Soat1	sterol O-acyltransferase 1	U021929	NM_009230.1	AK018442	MGI:104665	3.4273	3.4365	4.0749	3	0.109101842
Z00035371-1	2310075M15Rik	RIKEN cDNA 2310075M15 gene	U013831	XM_283052.2	AK010185	MGI:1916925	4.3144	4.2091	4.8566	3	0.088795114
Z00020243-1	Tmem51	transmembrane protein 51	U025740	NM_145402.2	AK077758		3.3604	3.5617	4.0061	3	0.161120454
Z00064112-1	Ehd4	EH-domain containing 4	U023239	NM_133838.2	AF173639		2.5176	2.7035	3.1598	3	0.15103754
Z00044046-1	4930406H16Rik	RIKEN cDNA 4930406H16 gene	U051248		M15594		1.9804	2.0438	2.6222	3	0.100660053
Z00055312-1	Gpc6	glypican 6	U015959	NM_011821.1	AF105268		3.4508	3.2405	3.8822	3	0.133609011
Z00022467-1	Cyp27A1	cytochrome P450, family 27, subfamily a, polypeptide 1	U000459	NM_024264.3	AK004977	MGI:88594	2.7156	2.6711	3.3125	3	0.088428252
Z00026032-1	Slfn1	Mus musculus schlafen 1 (Slfn1), mRNA	U013078	NM_011407.1	AF099972		4.0398	4.0197	4.661	3	0.097070597
Z00032352-1	Nme2	Mus musculus expressed in non-metastatic cells 2, protein (Nme2), mRNA	U033270	NM_008705.3	AK012447	MGI:97356	3.8145	3.8988	4.4545	3	0.103293682
Z00002857-1	Agpat4	1-acylglycerol-3-phosphate O-acyltransferase 1 (lysophosphatidic acid acyltransferase, delta)	U017492	NM_026644.1	AK005139		4.6741	4.4974	5.1358	3	0.112662504
Z00012720-1	1010001N08Rik,9130001E16Rik	RIKEN cDNA 1010001N08 gene	U054270	XM_488841.1	AK003136		1.7546	1.766	2.3928	3	0.101106197
Z00036519-1	Entpd7	ectonucleoside triphosphate diphosphohydrolase 7	U019480	NM_053103.2	AF288221	MGI:2135885	3.3586	3.2748	3.9126	3	0.080444991
Z00004402-1	Ica1	islet cell autoantigen 1	U027039	NM_010492.2	AK005965	MGI:96391	3.199	3.1626	3.8001	3	0.087766507
Z00049945-1	Plekhf1	pleckstrin homology domain containing, family F (with FYVE domain) member 1	U028451	NM_024413.1	AK007489	MGI:1919537	2.8553	2.9822	3.4901	3	0.116681633
Z00010959-1	D6Wsu176E	DNA segment, Chr 6, Wayne State University 176, expressed	U027075	NM_138587.3	AK004059	MGI:107892	4.2489	4.5397	4.8835	3	0.222991391
Z00036113-1	Mod1	malic enzyme, supernatant	U031160	NM_008615.1	AK004980	MGI:97043	4.3807	4.0629	4.6975	3	0.21030522
Z00023574-1	Foxf2	forkhead box F2	U014700	NM_010225.1	AK089819	MGI:1347479	2.751	3.0013	3.3853	3	0.193565841
Z00007176-1	H47,Snrpa1	histocompatibility 47	U008186	NM_021336.3	AF230356	MGI:95994	3.8026	3.8299	4.436	3	0.094705392
Z00034608-1	Eps8L2	EPS8-like 2	U008957	NM_133191.2	BC005492		3.2323	3.4425	3.8656	3	0.165695787
Z00041252-1	937313) Mus Musculus Cdna Clone Image:1230036 5, Mrna Sequence	vv94a07.r1 Stratagene mouse skin (	U214960				3.2264	3.3988	3.8592	3	0.141252063
Z00009716-1	Spin2	Mus musculus spindlin-like (Spin2), mRNA	U020345	NM_001005370.1	AK005674		2.9684	3.2106	3.6003	3	0.18782464
Z00005997-1	B3Galt4	UDP-Gal:betaGalNAc beta 1,3-galactosyltransferase, polypeptide 4	U037697	NM_019420.1	AF082504	MGI:1859517	2.5143	2.7984	3.1459	3	0.218246656
Z00034422-1	Flnc	filamin C, gamma (actin binding protein 280)	U006614	XM_284175.3	AF119148	MGI:95557	3.1873	3.417	3.8166	3	0.178989115
Z00018944-1	Rgnef	Rho-guanine nucleotide exchange factor	U035081	NM_012026.1	AK020332	MGI:1346016	2.6522	2.8353	3.2782	3	0.147135934
Z00016155-1	Aim1	Mus musculus absent in melanoma 1 (Aim1), mRNA	U031746	NM_172393.1	AF397913		2.2377	2.2839	2.8612	3	0.087098883
Z00034901-1	Cdc42Se2	Mus musculus CDC42 small effector 2 (Cdc42se2), mRNA	U032781	NM_178626.1	AK012983	MGI:1919979	4.096	3.7908	4.4132	3	0.202263063
Z00064085-1	Syt14	synaptotagmin XIV	U022217	NM_181546.2	AB102947		3.8312	3.8053	4.4271	3	0.078772278
Z00001914-1	Lig3	ligase III, DNA, ATP-dependent	U043205	NM_010716.1	AK010719	MGI:109152	2.7816	2.9894	3.4031	3	0.163550797
Z00060389-1	Akr1C12	aldo-keto reductase family 1, member C12	U034481	NM_013777.1	AB027237		3.0117	3.0099	3.6307	3	0.089096102
Z00034712-1	Fmnl3	formin-like 3	U036646	NM_011711.1	AK012515	MGI:109569	3.7304	3.9365	4.3496	3	0.162322465
Z00044534-1	Tradd	TNFRSF1A-associated via death domain	U030165	XM_134502.3	AK018592		3.5498	3.694	4.165	3	0.121145624
Z00024450-1	Pfkfb1	PREDICTED: Mus musculus 6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1 (Pfkfb1), mRNA	U020303	XM_284750.3	AK077610	MGI:107816	3.027	3.3134	3.6408	3	0.22171656
Z00030523-1	Edg7	endothelial differentiation, lysophosphatidic acid G-protein-coupled receptor 7	U003959	NM_022983.2	AF293845	MGI:1929469	2.6452	2.6388	3.252	3	0.080595083
Z00022267-1	Id4	inhibitor of DNA binding 4	U014805	NM_031166.1	AK041164	MGI:99414	3.2859	3.0904	3.7029	3	0.121695683
Z00032036-1	Ssbp2	single-stranded DNA binding protein 2	U163944		AK034207	MGI:1914220	3.2595	3.2799	3.8712	3	0.079074483
Z00049159-1	1700067C01Rik	Mus musculus RIKEN cDNA 1700067C01 gene (1700067C01Rik), mRNA	U028362	NM_029714.1	AK006911		2.664	2.756	3.2749	3	0.092186047
Z00003360-1	5630401D24Rik	RIKEN cDNA 5630401D24 gene	U021965	NM_144877.1	AK048636		2.583	2.7995	3.193	3	0.169870094
Z00014657-1	5730592L21Rik	RIKEN cDNA 5730592L21 gene	U016546	NM_029720.1	AK017880		3.9518	4.2074	4.5613	3	0.19888111
Z00046783-1	Cd151	CD151 antigen	U008963	NM_009842.1	AK178760	MGI:1096360	4.0226	4.0361	4.6318	3	0.078023718
Z00020473-1	Aqp1	aquaporin 1	U006904	NM_007472.1	AK081886		2.7072	2.6848	3.2936	3	0.069570856
Z00022519-1	Fbxl8	F-box and leucine-rich repeat protein 8	U009740	NM_015821.1	AF176523	MGI:1354697	2.5434	2.6568	3.152	3	0.101979503
Z00034254-1	Itm1	intergral membrane protein 1	U030681	NM_008408.2	AK017358		3.5403	3.7104	4.1479	3	0.137088538
Z00034137-1	Inpp5A	inositol polyphosphate-5-phosphatase A	U008904	NM_183144.1	AK083449		2.8533	3.0694	3.4586	3	0.169815635
Z00004989-1	Cdipt	CDP-diacylglycerol--inositol 3-phosphatidyltransferase (phosphatidylinositol synthase)	U008789	NM_026638.1	AK003041	MGI:105491	4.2002	4.4343	4.805	3	0.183201285
Z00042939-1	Mobkl2B	MOB1, Mps One Binder kinase activator-like 2B (yeast)	U024940	NM_178061.3	AK039841	MGI:2664539	3.1584	3.1622	3.7616	3	0.075096241
Z00054642-1	Calu	calumenin	U006612	NM_007594.2	AF177023		3.133	3.1019	3.705	3	0.061601322
Z00003141-1	Slc35F5	solute carrier family 35, member F5	U000744	NM_028787.2	AK004892		3.7694	3.5611	4.1627	3	0.131299985
Z00036186-1	Sgce	sarcoglycan, epsilon	U027014	NM_011360.2	AB117975	MGI:1329042	2.9345	2.6433	3.2448	3	0.194888904
Z00054252-1	Glul	glutamate-ammonia ligase (glutamine synthase)	U000935	NM_008131.2	AY044241	MGI:95739	3.4726	3.5772	4.0738	3	0.095302335
Z00011445-1	Pnpt1	polyribonucleotide nucleotidyltransferase 1	U012401	NM_027869.1	AF465249	MGI:1918951	3.4467	3.6851	4.0464	3	0.186956112
Z00052145-1	Slc1A7	solute carrier family 1 (glutamate transporter), member 7	U004613	NM_146255.1	AK044586	MGI:2444087	3.2771	3.2572	3.8559	3	0.062390743
Z00014823-1	Vamp8	vesicle-associated membrane protein 8	U027475	NM_016794.2	AF045661	MGI:1336882	3.4884	3.7145	4.0867	3	0.177822652
