CLONEID	NAME	UniGene Id	GeneBank Id
52228	GRIA1 glutamate receptor, ionotropic, AMPA 1	Hs.7117	H23267
362926	PRKACB protein kinase, cAMP-dependent, catalytic, beta	Hs.87773	AA018979
233721	IGFBP2 insulin-like growth factor binding protein 2, 36kDa	Hs.162	H78560
843046	MKNK2 MAP kinase-interacting serine/threonine kinase 2	Hs.261828	AA488413
756596	DUSP4 dual specificity phosphatase 4	Hs.2359	AA444049
341317	KIAA0222 KIAA0222 gene product	Hs.48450	W58007
309246	Homo sapiens mRNA; cDNA DKFZp434C184 (from clone DKFZp434C184)	Hs.268024	N93865
897529	FLJ20920 hypothetical protein FLJ20920	Hs.288959	AA489586
46843	SLI neuronal Shc adaptor homolog	Hs.30965	H10072
301849	EIF4G3 eukaryotic translation initiation factor 4 gamma, 3	Hs.25732	N92469
364141	GRIA2 glutamate receptor, ionotropic, AMPA 2	Hs.89582	AA021212
46896	PRO1331 hypothetical protein PRO1331	Hs.301824	H09818
47475	CYFIP2 cytoplasmic FMR1 interacting protein 2	Hs.258503	H12043
429176	ZNF236 zinc finger protein 236	Hs.283619	AA004757
264868	DKFZP564D0372 hypothetical protein DKFZp564D0372	Hs.42954	N21153
282587	CA11 carbonic anhydrase XI	Hs.22777	N52089
796284	IRS1 insulin receptor substrate 1	Hs.96063	AA460841
33045	NPY1R neuropeptide Y receptor Y1	Hs.169266	R19478
79592	AKR7A2 aldo-keto reductase family 7, member A2 (aflatoxin aldehyde reductase)	Hs.6980	T62715
23776	QDPR quinoid dihydropteridine reductase	Hs.75438	R38198
785745	DXS1283E GS2 gene	Hs.264	AA448952
301309	MAIL molecule possessing ankyrin repeats induced by lipopolysaccharide (MAIL), homolog of mouse	Hs.301183	N80834
322016	MSX2 msh homeo box homolog 2 (Drosophila)	Hs.89404	W37289
665658	MSX2 msh homeo box homolog 2 (Drosophila)	Hs.89404	AA194037
795877	SNK serum-inducible kinase	Hs.3838	AA460152
346944	NRBP nuclear receptor binding protein	Hs.272736	W79308
809507	FLJ20568 hypothetical protein FLJ20568	Hs.279581	AA454563
771084	BECN1 beclin 1 (coiled-coil, myosin-like BCL2 interacting protein)	Hs.12272	AA427367
838568	COX6C cytochrome c oxidase subunit VIc	Hs.351875	AA456931
796996	IGBP1 immunoglobulin (CD79A) binding protein 1	Hs.3631	AA463498
664233	GSTM2 glutathione S-transferase M2 (muscle)	Hs.279837	AA232327
814576	ZFP36L2 zinc finger protein 36, C3H type-like 2	Hs.78909	AA480880
840990	GSTM4 glutathione S-transferase M4	Hs.348387	AA486570
713922	GSTM1 glutathione S-transferase M1	Hs.301961	AA290737
229667	GSTM3 glutathione S-transferase M3 (brain)	Hs.2006	H67342
200656	Homo sapiens mRNA; cDNA DKFZp586J2118 (from clone DKFZp586J2118)	Hs.21851	R98407
297604	Homo sapiens mRNA; cDNA DKFZp586J2118 (from clone DKFZp586J2118)	Hs.21851	N69835
503602	PRO1489 hypothetical protein PRO1489	Hs.197922	AA131299
261194	PRO1489 hypothetical protein PRO1489	Hs.197922	H98215
341641	DKFZP586B2420 DKFZP586B2420 protein	Hs.7949	W58343
51344	DKFZp761F2014 hypothetical protein DKFZp761F2014	Hs.6434	H21039
322461	ENPP5 ectonucleotide pyrophosphatase/phosphodiesterase 5 (putative function)	Hs.35198	W15305
134948	ShrmL Shroom-related protein	Hs.278628	R31785
726147	MAP2K4 mitogen-activated protein kinase kinase 4	Hs.75217	AA293050
812968	PTPRN2 protein tyrosine phosphatase, receptor type, N polypeptide 2	Hs.74624	AA464590
853809	RGS5 regulator of G-protein signalling 5	Hs.24950	AA668470
488431	KIAA1157 KIAA1157 protein	Hs.21894	AA047441
782147	KIAA0544 KIAA0544 protein	Hs.284251	AA431193
841641	CCND1 cyclin D1 (PRAD1: parathyroid adenomatosis 1)	Hs.82932	AA487486
770983	FLJ11730 hypothetical protein FLJ11730	Hs.17118	AA427401
291363	GRLF1 glucocorticoid receptor DNA binding factor 1	Hs.102548	N72276
160656	LU Lutheran blood group (Auberger b antigen included)	Hs.155048	H24954
470061	SIAH2 seven in absentia homolog 2 (Drosophila)	Hs.20191	AA029041
230376	BF B-factor, properdin	Hs.69771	H80257
197525	FMO5 flavin containing monooxygenase 5	Hs.14286	H52001
810873	SCNN1A sodium channel, nonvoltage-gated 1 alpha	Hs.2794	AA458982
85541	STAT6 signal transducer and activator of transcription 6, interleukin-4 induced	Hs.181015	T72202
80338	SELENBP1 selenium binding protein 1	Hs.334841	T65736
768597	MUC1 mucin 1, transmembrane	Hs.89603	AA425062
255725	MUC1 mucin 1, transmembrane	Hs.89603	N27731
840687	MUC1 mucin 1, transmembrane	Hs.89603	AA486365
418129	NUMA1 nuclear mitotic apparatus protein 1	Hs.301512	W90116
323260	FLJ13322 hypothetical protein FLJ13322	Hs.110298	W42736
162211	ABCD3 ATP-binding cassette, sub-family D (ALD), member 3	Hs.76781	H25922
51463	BIRC1 baculoviral IAP repeat-containing 1	Hs.79019	H21071
767345	Homo sapiens cDNA FLJ40901 fis, clone UTERU2003704	Hs.44898	AA418564
296679	Homo sapiens cDNA FLJ40901 fis, clone UTERU2003704	Hs.44898	N74018
470261	SMA3 SMA3	Hs.289061	AA028921
259374	MCCC2 methylcrotonoyl-Coenzyme A carboxylase 2 (beta)	Hs.167531	N31952
855487	ASAH1 N-acylsphingosine amidohydrolase (acid ceramidase) 1	Hs.75811	AA664155
627542	BLVRA biliverdin reductase A	Hs.81029	AA192419
786607	TCEAL1 transcription elongation factor A (SII)-like 1	Hs.95243	AA451969
324225	RARRES3 retinoic acid receptor responder (tazarotene induced) 3	Hs.17466	W47350
135431	POLYDOM likely ortholog of mouse polydom	Hs.271350	R33004
51700	Homo sapiens cDNA FLJ40165 fis, clone TESTI2015962	Hs.5740	H22853
245341	FLJ11280 hypothetical protein FLJ11280	Hs.3346	N54608
470105	Homo sapiens mRNA; cDNA DKFZp313L231 (from clone DKFZp313L231)	Hs.8236	AA029948
415229	VAV3 vav 3 oncogene	Hs.267659	W91879
376516	LRBA LPS-responsive vesicle trafficking, beach and anchor containing	Hs.62354	AA041400
503214	KIAA1243 KIAA1243 protein	Hs.151076	AA151572
307220	LOC51313 AD021 protein	Hs.323583	N95180
289787	Homo sapiens mRNA; cDNA DKFZp434E033 (from clone DKFZp434E033)	Hs.15740	N63001
364865	Homo sapiens mRNA; cDNA DKFZp686F18109 (from clone DKFZp686F18109)	Hs.376858	AA028171
782233	KIAA0876 KIAA0876 protein	Hs.301011	AA431721
277808	FLJ10980 hypothetical protein FLJ10980	Hs.29716	N45467
510571	TLE3 transducin-like enhancer of split 3 (E(sp1) homolog, Drosophila)	Hs.287362	AA057737
66599	NAT1 N-acetyltransferase 1 (arylamine N-acetyltransferase)	Hs.155956	T67128
195525	NAT1 N-acetyltransferase 1 (arylamine N-acetyltransferase)	Hs.155956	R91802
52933	LIV-1 LIV-1 protein, estrogen regulated	Hs.79136	H29315
298417	Homo sapiens, clone MGC:22588 IMAGE:4696566, mRNA, complete cds	Hs.82961	N74131
84786	HNF3A hepatocyte nuclear factor 3, alpha	Hs.299867	T74639
417867	XBP1 X-box binding protein 1	Hs.149923	W90128
381931	FLT1 fms-related tyrosine kinase 1 (vascular endothelial growth factor/vascular permeability factor receptor)	Hs.381093	AA058828
214068	GATA3 GATA binding protein 3	Hs.169946	H72474
135118	GATA3 GATA binding protein 3	Hs.169946	R31441
725321	ESR1 estrogen receptor 1	Hs.1657	AA291702
772890	RAB5EP rabaptin-5	Hs.250535	AA428477
825442	PTP4A2 protein tyrosine phosphatase type IVA, member 2	Hs.82911	AA504327
503581	RERG RAS-like, estrogen-regulated, growth-inhibitor	Hs.21594	AA131239
484600	RERG RAS-like, estrogen-regulated, growth-inhibitor	Hs.21594	AA037415
346321	CEGP1 CEGP1 protein	Hs.222399	W74079
243100	ACADSB acyl-Coenzyme A dehydrogenase, short/branched chain	Hs.81934	H95792
433253	FBP1 fructose-1,6-bisphosphatase 1	Hs.574	AA699427
132165	MGC27171 hypothetical protein MGC27171	Hs.34492	R23619
840606	HSD17B4 hydroxysteroid (17-beta) dehydrogenase 4	Hs.75441	AA487914
768370	Homo sapiens cDNA FLJ11796 fis, clone HEMBA1006158, highly similar to Homo sapiens transcription factor forkhead-like 7 (FKHL7) gene	Hs.284186	AA495790
108658	KIAA1025 KIAA1025 protein	Hs.4084	T72613
768031	KIAA0303 KIAA0303 protein	Hs.54985	AA418846
85561	CYP2A7 cytochrome P450, subfamily IIA (phenobarbital-inducible), polypeptide 7	Hs.250615	T72259
210687	AGTR1 angiotensin II receptor, type 1	Hs.89472	H66070
813841	PLAT plasminogen activator, tissue	Hs.274404	AA447797
132012	NPEPPS aminopeptidase puromycin sensitive	Hs.293007	R24894
265005	HIS1 HMBA-inducible	Hs.15299	N21081
342551	HIS1 HMBA-inducible	Hs.15299	W68584
809779	KIAA0239 KIAA0239 protein	Hs.9729	AA454740
270535	Homo sapiens cDNA FLJ39082 fis, clone NT2RP7018586	Hs.269060	N33228
81417	RNASE4 ribonuclease, RNase A family, 4	Hs.283749	T60163
811162	FMOD fibromodulin	Hs.230	AA485748
69935	ADRA2A adrenergic, alpha-2A-, receptor	Hs.249159	T48691
244796	Homo sapiens cDNA: FLJ23160 fis, clone LNG09682	Hs.118258	N52554
128738	TCEA3 transcription elongation factor A (SII), 3	Hs.94952	R09980
950680	DDB1 damage-specific DNA binding protein 1, 127kDa	Hs.108327	AA608557
43977	KIAA0182 KIAA0182 protein	Hs.75909	H05099
767769	SLC7A6 solute carrier family 7 (cationic amino acid transporter, y+ system), member 6	Hs.10315	AA418078
809944	KIAA0310 KIAA0310 gene product	Hs.5716	AA454812
277187	DUSP16 dual specificity phosphatase 16	Hs.20281	N40952
23579	FLJ38045 hypothetical protein FLJ38045	Hs.170226	R38349
789152	ZNF75 zinc finger protein 75 (D8C6)	Hs.355015	AA450115
504469	ODF2 outer dense fibre of sperm tails 2	Hs.129055	AA149882
491405	RAB14 RAB14, member RAS oncogene family	Hs.5807	AA150417
741891	RAB2L RAB2, member RAS oncogene family-like	Hs.170160	AA401972
594517	SFRS6 splicing factor, arginine/serine-rich 6	Hs.6891	AA169645
141972	MGC9042 hypothetical protein MGC9042	Hs.287850	R68805
810358	ACADVL acyl-Coenzyme A dehydrogenase, very long chain	Hs.82208	AA464163
241874	FLJ12592 hypothetical protein FLJ12592	Hs.23100	H93118
825335	CMAR cell matrix adhesion regulator	Hs.272480	AA504482
84264	FLJ10948 hypothetical protein FLJ10948	Hs.9670	T71152
487948	Homo sapiens cDNA: FLJ22566 fis, clone HSI01980	Hs.348294	AA054715
76362	SPTAN1 spectrin, alpha, non-erythrocytic 1 (alpha-fodrin)	Hs.77196	T60117
429148	DOM3Z dom-3 homolog Z (C. elegans)	Hs.153299	AA004835
811138	CXYorf1 CXYorf1 pseudoautosomal region gene	Hs.349333	AA485730
755952	PLXNB1 plexin B1	Hs.278311	AA496565
810560	76P gamma tubulin ring complex protein (76p gene)	Hs.20621	AA464569
71432	MST1 macrophage stimulating 1 (hepatocyte growth factor-like)	Hs.349110	T47812
840818	FLNB filamin B, beta (actin binding protein 278)	Hs.81008	AA486238
753234	ZFX zinc finger protein, X-linked	Hs.2074	AA406372
741795	RALGPS1A Ral guanine nucleotide exchange factor RalGPS1A	Hs.374518	AA402863
50882	ECE1 endothelin converting enzyme 1	Hs.288203	H18427
144808	DIP13B DIP13 beta	Hs.107882	R77239
272951	CIT citron (rho-interacting, serine/threonine kinase 21)	Hs.15767	N33778
344432	MGST2 microsomal glutathione S-transferase 2	Hs.81874	W73474
878835	NDP Norrie disease (pseudoglioma)	Hs.2839	AA670439
263727	D5S346 DNA segment, single copy probe LNS-CAI/LNS-CAII (deleted in polyposis	Hs.178112	H99681
868652	C4B complement component 4B	Hs.278625	AA664406
196189	CYB5 cytochrome b-5	Hs.83834	R91950
26617	ALCAM activated leukocyte cell adhesion molecule	Hs.10247	R13558
345525	GTF2H2 general transcription factor IIH, polypeptide 2, 44kDa	Hs.191356	W72437
298281	ESTs	Hs.29468	N73949
753897	AMFR autocrine motility factor receptor	Hs.80731	AA479090
489218	SLC11A3 solute carrier family 11 (proton-coupled divalent metal ion transporters), member 3	Hs.5944	AA056733
71863	SLC11A3 solute carrier family 11 (proton-coupled divalent metal ion transporters), member 3	Hs.5944	T52564
71763	MRPS14 mitochondrial ribosomal protein S14	Hs.247324	T51290
71730	DKFZp586H0623 putative UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase T9	Hs.107260	T51229
278729	ESTs	Hs.29088	N62936
210486	PDCD4 programmed cell death 4 (neoplastic transformation inhibitor)	Hs.326248	H64884
291059	SLC11A2 solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2	Hs.57435	N72116
744417	CRAT carnitine acetyltransferase	Hs.12068	AA621218
161992	FER1L3 fer-1-like 3, myoferlin (C. elegans)	Hs.234680	H26176
838732	Homo sapiens cDNA FLJ35016 fis, clone OCBBF2014292	Hs.379757	AA457543
949928	ZNF220 zinc finger protein 220	Hs.82210	AA599173
562927	LRRFIP1 leucine rich repeat (in FLII) interacting protein 1	Hs.326159	AA085597
810671	FLJ22269 hypothetical protein FLJ22269	Hs.334789	AA463986
797048	BMP4 bone morphogenetic protein 4	Hs.68879	AA463224
754250	KIAA1253 KIAA1253 protein	Hs.146668	AA479270
85450	ACOX2 acyl-Coenzyme A oxidase 2, branched chain	Hs.9795	T71713
382773	ESTs, Highly similar to GRAP_HUMAN GRB2-related adaptor protein [H.sapiens]	Hs.42346	AA064973
141959	WWP1 WW domain-containing protein 1	Hs.355977	R67561
838611	APOD apolipoprotein D	Hs.75736	AA456975
159608	APOD apolipoprotein D	Hs.75736	H15842
726086	TFPI2 tissue factor pathway inhibitor 2	Hs.295944	AA293402
773344	SLC16A2 solute carrier family 16 (monocarboxylic acid transporters), member 2 (putative transporter)	Hs.75317	AA425395
363144	TFAP2B transcription factor AP-2 beta (activating enhancer binding protein 2 beta)	Hs.33102	AA018906
757222	HMGCS2 3-hydroxy-3-methylglutaryl-Coenzyme A synthase 2 (mitochondrial)	Hs.59889	AA496148
245585	Homo sapiens cDNA FLJ39952 fis, clone SPLEN2024577	Hs.380121	N53581
49509	EPOR erythropoietin receptor	Hs.127826	H15574
360079	OS-9 amplified in osteosarcoma	Hs.76228	AA013242
138775	NGFRAP1 nerve growth factor receptor (TNFRSF16) associated protein 1	Hs.381039	R63543
810367	DJ79P11.1 X-linked protein	Hs.283719	AA464180
202658	TRPS1 trichorhinophalangeal syndrome I	Hs.26102	H53479
123561	SERPINA1 serine (or cysteine) proteinase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1	Hs.297681	R00822
756931	S100A1 S100 calcium binding protein A1	Hs.292707	AA425934
246808	NALP2 NALP2 protein	Hs.6844	N53214
