Spotnum	P value	Well ID	Clone IMAGE	Title	Gene	Map
5150	0	156877	1862436	EST
1339	0	27394	430521	PKA-RI beta=cAMP-dependent protein kinase type I-beta regulatory chain
7317	0	201770	840524	golgi autoantigen, golgin subfamily b, macrogolgin (with transmembrane signal), 1	GOLGB1	3q13
233	0	201881	773922	basic leucine-zipper protein BZAP45	BZAP45	2q33
7404	0	207872	281039	fatty acid binding protein 5 (psoriasis-associated)	FABP5	8
697	0	209197	845355	cathepsin C	CTSC	11q14.1-q14.3
7631	0	27310	344413	High mobility group (nonhistone chromosomal) protein isoforms I and Y	HMGIY	6p21
4760	0	27831	814979	RP105	LY64	5q12
4660	0	157044	1984923	EST	EST
951	0	28929	814251	SLAM=signaling lymphocytic activation molecule	SLAM	1q22-q23
3575	0	208906	377275	ataxia-telangiectasia group D-associated protein (not the real AT gene)=protein with multiple zinc finger motifs and an adjacent leucine zipper motif	ATDC	11q22-q23
4782	0	28199	157828	core binding factor alpha1b subunit=CBF alpha1=PEBP2aA1 transcription factor =AML1 Proto-oncogene=translocated in acute myeloid leukemia	RUNX1	21q22.3
1192	0	201852	840333	KIAA0089 protein	KIAA0089	3p24.3
715	0	202069	814306	tumor protein D52	TPD52	8q21
2113	0	208765	432581	hypothetical gene CG012	CG012	13q12-q13
1331	0	27366	382714	Thy-1	THY1	11q22.3-q23
5739	0	28166	135178	CBP=CREB-binding protein=transcriptional coactivator	CREBBP	16p13.3
4813	0	28909	141115	GM-CSF/IL-5/IL-3 receptor common beta chain	CSF2RB	22q13.1
839	0	27049	49950	FLAP endonuclease-1=Maturation factor 1=MF1=DNA structure-specific endonuclease FEN1=DNase IV=nuclear 42 kda 5 -> 3 exonuclease=rad2 homologue	FEN1	11q12
7688	0	28408	149910	CD62L=L-selectin=LAM-1=leukocyte adhesion molecule-1	SELL	1q23-q25
4739	0	27549	566084	Protein phosphatase 2 (formerly 2A), catalytic subunit, alpha isoform	PPP2CA	5q23-q31
30	0	200875	306771	thymosin, beta, identified in neuroblastoma cells	TMSNB	Xq21.33-q22.3
355	0	27241	302191	csk=C-SRC-kinase	CSK	15q23-q25
1779	0	157415	2220596	EST	EST
7710	0	28584	79629	CXC chemokine receptor 4= fusin=neuropeptide Y receptor=L3	CXCR4	2q21
7618	0	26972	36215	IkB epsilon	NFKBIE	6pter-p24.1
6216	0	27935	2417513	Signal recognition particle 9kD	SRP9	1q41
5728	0	27832	815623	CD20		11
5610	0	200188	204897	phospholipase C, gamma 2 (phosphatidylinositol-specific)	PLCG2	16q24.1
469	0	28849	472008	C-C chemokine receptor 1=CC CK1=HM145=LD78 receptor=G protein coupled receptor	CCR1	3p21
6448	0	208495	491565	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2	CITED2	6q23.3
3109	0	209266	307069	aldehyde dehydrogenase 3 family, member B1	ALDH3B1	11q13
2875	0	28593	786067	cdc25B=M-phase inducer phosphatase 2	CDC25B	20p13
6495	0	209357	841338	hypothetical protein MGC2683	MGC2683	1p32
2391	0	28720	241481	CASPASE-10=Mch4=FLICE2	CASP10	2q33-q34
3523	0	207830	364685	centaurin, beta 5	CENTB5	1
2281	0	27101	198699	ENA78=chemokine	SCYB5	4q12-q13
2275	0	27077	182448	MHC Class I=HLA-E	HLA-E	6p21.3
2645	0	202237	796341	chloride channel 3	CLCN3	4q33
4868	0	200884	768497	PARC=DC-CK1=CC chemokine targeting T cells, not monocytes	SCYA18	17q11.2
5562	0	202108	713080	CLK-2=cdc2/CDC28-like protein kinase-2	CLK2	1q21
1610	0	208308	280970	nucleolar protein 1 (120kD)	NOL1	12p13
7233	0	157663	27549	heterogeneous nuclear ribonucleoprotein A1	HNRPA1	12q13.1
5138	0	156829	1384862	EST	EST
1201	0	201882	773188	nuclear receptor subfamily 1, group D, member 2	NR1D2	3
7311	0	201746	877651	rcd1 (required for cell differentiation, S.pombe) homolog 1	RQCD1	2q35
4079	0	208993	178569	solute carrier family 9 (sodium/hydrogen exchanger), isoform 3 regulatory factor 2	SLC9A3R2	16p13.3
861	0	27513	530495	CD59=LY-6-like protein regulating complement membrane attack	CD59	11p13
6469	0	208873	773286	solute carrier family 9 (sodium/hydrogen exchanger), isoform 3 regulatory factor 1	SLC9A3R1	17
4105	0	201893	824602	IFI16=interferon-gamma-inducible myeloid differentiation transcriptional activator	IFI16	1q22
4957	0	205562	809758	S-adenosylhomocysteine hydrolase-like 1	AHCYL1	1
4126	0	202463	85394	Dri42=phosphatidic acid phosphohydrolase homolog	PPAP2B	1pter-p22.1
1492	0	201112	173228	glia maturation factor, beta	GMFB	14q22.1
3973	0	205493	249949	histone H2A.F/Z variant	H2AV	7p13
1344	0	27416	471164	Glycyl tRNA synthetase	GARS	7p15
4569	0	209209	724888	Cytochrome P450 IVB1	CYP4B1	1p34-p12
5966	0	208415	588915	interferon, alpha-inducible protein 27	IFI27	14q32
4089	0	201837	739990	KIAA0134 gene product	KIAA0134	19q13.3
492	0	200603	120881	RAB31, member RAS oncogene family	RAB31	18p11.3
4582	0	202059	162208	actin related protein 2/3 complex, subunit 2 (34 kD)	ARPC2	13q12-q13
3242	0	27076	181998	NFAT3=NFATc4	NFATC4	14q11.2
6512	0	202227	825296	low density lipoprotein receptor defect C complementing	LDLC	1q42.11-q42.3
2507	0	202933	144881	calumenin	CALU	7q32
7007	0	202178	950689	microtubule-associated protein, RP/EB family, member 2	MAPRE2	18q12
1505	0	201546	82991	PC-1 = alkaline nucleotide pyrophosphatase	ENPP1	6q22-q23
3271	0	27578	595474	Pak1=p21-activated protein kinase=regulates rho family signaling and cytoskeletal reorginization=phosphorylates and inhibits myosin light chain kinase	PAK1	11q13-q14
1993	0	201661	824531	NK/T cell leucine zipper transcription factor	PSCDBP	2q11.2
4956	0	205560	271952	ADP-ribosylation factor-like 7	ARL7	2
2424	0	200775	201890	c-IAP2=MIHC=IAP homolog C=TNFR2-TRAF signalling complex protein	BIRC3	11q22
2176	0	202195	813410	2,3-cyclic nucleotide 3 phosphodiesterase	CNP	17q21
6217	0	28237	299745	CD95=Fas	TNFRSF6	10q24.1
282	0	209563	33293	pleckstrin homology, Sec7 and coiled/coil domains 4	PSCD4	22q12.3-q13.1
4429	0	202701	111204	Homo sapiens, Similar to RIKEN cDNA 5430402I10 gene, clone MGC:20244 IMAGE:4634445, mRNA, complete cds		9
2591	0	208837	853809	regulator of G-protein signalling 5	RGS5	1q23
3604	0	209396	33496	Homo sapiens clone 24504 mRNA sequence
6934	0	208416	755578	solute carrier family 7 (cationic amino acid transporter, y+ system), member 5	SLC7A5	16q24.3
1711	0	202570	344672	hypothetical protein DKFZp761J139	DKFZp761J139	5
6944	0	208448	21899	SRPK2 serine kinase	SRPK2	7q22-q31.1
3607	0	202214	342593	homeo box D1	HOXD1	2q31-q37
1674	0	202028	704532	Nmi=IL-2 and IFN-gamma inducible potentiator of STAT -induced transcription=interacts with N-myc, C-myc, Max, and other leucine zipper transcription factors	NMI	2p24.3-q21.3
5906	0	202991	125788	hypothetical protein FLJ10879	FLJ10879	18q12
6965	0	208826	490778	low molecular mass ubiquinone-binding protein (9.5kD)	QP-C	5
7371	0	205442	156330	ribose 5-phosphate isomerase A (ribose 5-phosphate epimerase)	RPIA	2
6957	0	208798	744047	polo (Drosophia)-like kinase	PLK	16p12.1-q12.2
248	0	202427	824340	47-kD autosomal chronic granulomatous disease protein	NCF1	7q11.23
7645	0	27950	1340172	Ferritin heavy chain	FTH1	11q13
3979	0	205517	244044	Homo sapiens, Similar to complement component 1, q subcomponent, c polypeptide, clone MGC:17279 IMAGE:4212772, mRNA, complete cds		1
3436	0	201428	610012	sialyltransferase 8 (alpha-N-acetylneuraminate: alpha-2,8-sialytransferase, GD3 synthase) A	SIAT8A	12p12.1-p11.2
5908	0	202995	198960	CGI-06 protein	LOC51604	20q12-q13.12
5540	0	209216	431655	CD37 antigen	CD37	19p13-q13.4
1893	0	28638	814478	A1=Bfl-1=GRs=Bcl-2 related protein	BCL2A1	15q24.3
725	0	202497	214162	metallothionein	MT1H	16q13
7675	0	28358	202961	CENP-F kinetochore protein=mitosin=cell-cycle-dependent 350K nuclear protein=AH antigen	CENPF	1q32-q41
3587	0	209338	73702	EST	EST
5037	0	208950	248957	FEM-1 (C.elegans) homolog b	FEM1B	15q22
1150	0	208596	436029	S100 calcium-binding protein A12 (calgranulin C)	S100A12	1q21
6463	0	208849	264895	FLN29 gene product	FLN29	12q
3930	0	201483	612616	Protein-tyrosine kinase RON	MST1R	3p21.3
7456	0	209332	51070	stromal antigen 3	STAG3	7q22
440	0	28443	755054	IL-18 receptor 1=IL-1Rrp	IL18R1	2q12
3960	0	202659	129355	hypothetical protein	LOC56912	11
4271	0	27713	712280	L-plastin=actin-binding protein	LCP1	13q14.3
7397	0	207846	811032	PRKC, apoptosis, WT1, regulator	PAWR	12q21
1465	0	200626	134270	Human hbc647 mRNA sequence		1
6042	0	202183	826138	guanidinoacetate N-methyltransferase	GAMT	19p13.3
1241	0	209534	51029	ESTs		16
558	0	202691	232908	px19-like protein	PX19	5
7158	0	27644	667178	Sox4=SRY-box containing gene 4=near retroviral insertion in mouse B leukemia/lymphoma	SOX4	6p22.3
1527	0	202694	126412	ring finger protein 14	RNF14	5q23.3-q31.1
5180	0	27188	278775	IL-6 receptor alpha chain	IL6R	1q21
3802	0	28332	788308	PIG-B=CPR8=cell cycle progression restoration 8 protein that imparts a Far-phenotype on yeast cells	KIAA1254	15
1626	0	208652	360240	Human clone 23801 mRNA sequence		8
1813	0	27458	489681	Deoxycytidylate deaminase	DCTD	4
7308	0	201440	795241	protein phosphatase 3 (formerly 2B), catalytic subunit, beta isoform (calcineurin A beta)	PPP3CB	10q21-q22
4562	0	209183	110744	hypothetical protein 384D8_6	384D8-2	22q13.33
812	0	157416	2220600	ESTs		1
5837	0	201269	211548	carboxypeptidase N, polypeptide 2, 83kD	CPN2	8p23-p22
3265	0	27554	587981	CPR2=cell cycle progression 2	CPR2	7p14-p13
4409	0	201557	712683	nck=cytoplasmic protein with src homology	NCK1	3q21
1827	0	27510	526335	MMP-9=Matrix metalloproteinase 9=92 kD Gelatinase B=92 KD type IV collagenase	MMP9	20q11.2-q13.1
4210	0	27183	272686	Aldehyde dehydrogenase 6	ALDH1A3	15q26
3420	0	201372	840325	ubiquitin-like 4	UBL4	Xq28
1688	0	202092	897910	OSF-2os=osteoblast-specific factor=putative bone adhesion protein with homology with the insect protein fasciclin I	OSF-2	13
6789	0	200734	509588	TAFII20=transcription factor TFIID subunit	TAF2J	1
1392	0	28088	1516955	Ret=Receptor tyrosine kinase oncogene mutated in multiple endocrine neoplasia MEN2A  MEN2B and medullary thyroid carcinoma 1  Hirschsprung disease	RET	10q11.2
6276	0	157696	39796	3-hydroxymethyl-3-methylglutaryl-Coenzyme A lyase (hydroxymethylglutaricaciduria)	HMGCL	1p36.1-p35
1390	0	28084	1469444	CD3 delta=T cell surface glycoprotein	CD3D	11q23
3906	0	200907	823679	chromosome 18 open reading frame 1	C18orf1	18p11.2
2163	0	202145	782618	RBP1-like protein	BCAA	1q42.1-q43
3020	0	203052	134948	KIAA1481 protein	KIAA1481	4
4649	0	156998	1983783	EST	EST
675	0	208721	432072	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 1	NFATC1	18q23
7268	0	200808	813675	Human D9 splice variant A mRNA, complete cds
591	0	207329	129227	KIAA0020 gene product	KIAA0020	9pter-9q22.33
5955	0	208369	857264	Malate oxidoreductase	ME1	6q12
1217	0	202430	789069	lysyl oxidase	LOX	5q23.3-q31.2
6924	0	208372	344589	L-plastin=actin-binding protein	LCP1	13q14.3
2692	0	200315	740925	indoleamine-pyrrole 2,3 dioxygenase	INDO	8p12-p11
1896	0	28644	504544	HCK=hemopoietic cell protein-tyrosine kinase	HCK	20q11-q12
4827	0	28961	32493	CD49F=Integrin alpha 6	ITGA6	2p14-q14.3
1435	0	28834	323238	GRO2=GRO beta=MIP2 alpha=macrophage inflammatory protein-2 alpha=chemokine	GRO1	4q21
5943	0	207745	288748	Homo sapiens, clone MGC:5352 IMAGE:3048106, mRNA, complete cds		2
5287	0	28482	EmptyWell	EmptyWell
628	0	207667	110393	Protein phosphatase 2 (formerly 2A)  regulatory subunit B (PR 72)	PPP2R3	3q23
5733	0	28142	247483	Neutrophil defensins 1  2 AND 3 precursor (HNP)=microbicidal and cytotoxic peptides	DEFA1	8p23.2-p23.1
1518	0	201596	786067	cdc25B=M-phase inducer phosphatase 2	CDC25B	20p13
1925	0	28954	201976	ELF-1=ets family transcription factor	ELF1	13q13
1166	0	208940	745339	KIAA0419 gene product	KIAA0419	16p13.13-16p12.3
4053	0	208605	121551	ladinin 1	LAD1	1q25.1-q32.3
3568	0	208868	220372	heparan sulfate (glucosamine) 3-O-sulfotransferase 1	HS3ST1	4p16
4044	0	208563	845602	KIAA0179 protein	KIAA0179	21q22.3
4732	0	27523	545502	ornithine decarboxylase 1=odc1	ODC1	2p25
6395	0	205413	415264	LGN protein	HSU54999	1p36.13-q23.3
6176	0	27591	624924	MMP-1=Matrix metalloproteinase 1=FIB-CL=Type I collagenase 55 kD	MMP1	11q22.3
4091	0	201841	825369	KIAA0121 gene product	KIAA0121	3
2583	0	208521	415554	low density lipoprotein receptor-related protein 8, apolipoprotein e receptor	LRP8	1p34
5752	0	28216	564503	CD83=B-G antigen IgV domain homolog=B-cell activation protein=HB15	CD83	6p23
6559	0	200305	770859	integrin, beta 5	ITGB5	3p14.3-p14.1
589	0	207325	487912	popeye protein 2	POP2	3p14.3-p14.1
3432	0	201420	785574	sorting nexin 1	SNX1	15
349	0	27217	295826	CD53	CD53	1p31-p12
6836	0	201680	823819	EST	EST
7214	0	28777	236282	WASP=Wiskott-Aldrich syndrome protein	WAS	Xp11.4-p11.21
5777	0	28698	50214	CD86=B7-2=CD28 and CTLA-4 counter-receptor 2	CD86	3q21
1223	0	202454	785963	KIAA0191 protein	KIAA0191	1
2638	0	202211	898108	adenovirus 5 E1A binding protein	BS69	10p14
7419	0	208514	878833	ubiquitin carboxyl-terminal esterase L1 (ubiquitin thiolesterase)	UCHL1	4p14
5700	0	27524	545502	ornithine decarboxylase 1=odc1	ODC1	2p25
2869	0	28569	713382	PCTAIRE 1 serine/threonine protein kinase	PCTK1	Xp11.3-p11.23
5547	0	202054	824382	COP9 homolog	COP9	2p24.3-p24.1
2368	0	28307	309970	rasGAP=GTPase-activating protein for ras p21	RASA1	5q13.3
6853	0	202806	197765	Homo sapiens clone FBD3 Cri-du-chat critical region mRNA		5
3251	0	27106	209798	Acid phosphatase 1, soluble	ACP1	2p25
2216	0	200247	809557	minichromosome maintenance deficient (S. cerevisiae) 3	MCM3	6p12
3833	0	28562	612274	tubulin-alpha-4	TUBA1	2q
3723	0	157635	289502	KIAA0231 protein	KIAA0231	1
4718	0	27471	502668	HDAC2=histone deacetylase 2=homologue of yeast RPD3 transcription factor	HDAC2	6q21
849	0	27465	501897	Adenylosuccinate lyase	ADSL	22q13.2
1460	0	200604	361565	glutamate dehydrogenase 1	GLUD1	10q23.3
615	0	207617	232697	Homo sapiens cyclin-box carrying protein (CBCP1) mRNA, complete cds		10
2137	0	209245	724831	B-cell CLL/lymphoma 7B	BCL7B	7q11.23
1872	0	28164	133496	TXBP151=tax1-binding protein	TAX1BP1	7p15
1005	0	200914	283301	KIAA0914 gene product	KIAA0914	4
659	0	208665	510002	casein kinase I gamma 2	CSNK1G2	19p13.3
6313	0	200857	41356	phosphatase 2A B56-alpha (PP2A)	PPP2R5A	1q41
6834	0	201676	898265	splicing factor, arginine/serine-rich 5	SFRS5	14q24
7699	0	28550	815526	myb-related gene B=B-myb	MYBL2	20q13.1
534	0	201539	897646	collagen, type IX, alpha 3	COL9A3	20q13.3
5872	0	201699	815774	SLAP=src-like adapter protein	SLA	8q24
3334	0	28304	505333	KIAA0204=putative kinase	SLK	10
2518	0	205379	257978	placental protein 13-like protein	LOC56891	19q13.2
6007	0	209253	50480	arginase, type II	ARG2	14q24.1-q24.3
3551	0	208522	487988	coronin-like protein p57=actin binding protein p57	CORO1A	16p12.1-q12.2
126	0	207403	346360	linker for activation of T cells	LAT
250	0	202431	110788	lymphocyte-specific protein 1	LSP1	11p15.5
2033	0	202977	290039	glycoprotein M6B	GPM6B	Xp22.2
6514	0	202231	786675	WAP four-disulfide core domain 2	WFDC2	20q12-q13.2
6342	0	201743	713782	a disintegrin and metalloproteinase domain 15 (metargidin)	ADAM15	1q21.3
4752	0	27791	773766	Id1=Inhibitor of DNA binding 1, dominant negative helix-loop-helix protein	ID1	20q11
5532	0	209188	223350	ceruloplasmin (ferroxidase)	CP	3q23-q25
1887	0	28614	898062	p55CDC	CDC20	9q13-q21
3751	0	27270	324597	osteonectin=SPARC=basement membrane protein	SPARC	5q31.3-q32
1409	0	28446	42739	protein tyrosine phosphatase PTPCAAX1 (hPTPCAAX1)	PTP4A1	6q12
2040	0	203003	201819	CGI-45 protein	LOC51094	1p36.13-q41
5758	0	28624	782797	spinal muscular atrophy gene	SMN2	5q13
2770	0	26931	767831	CD49E=Integrin alpha 5	ITGA5	12q11-q13
3820	0	28404	526282	csk=C-SRC-kinase	CSK	15q23-q25
6473	0	208893	770082	KIAA0657 protein	KIAA0657	2q35
3247	0	27098	198453	MHC Class I=HLA-E	HLA-E	6p21.3
3513	0	207786	322154	hypothetical protein FLJ10120	FLJ10120	17q21.31-q21.33
2991	0	202838	146081	zinc finger protein 238	ZNF238	1q44-qter
7437	0	208874	857319	eukaryotic translation initiation factor 3, subunit 4 (delta, 44kD)	EIF3S4	19
6040	0	202179	773724	FADD=MORT	FADD	11q13.3
2594	0	208843	41647	KIAA0283	PTPRT	20q12-q13
6914	0	207752	282779	phosphoprotein associated with glycosphingolipid-enriched microdomains	PAG	8p22
1552	0	207304	505047	KIAA1717 protein	KIAA1717	4q28
2273	0	27073	179619	protein tyrosine phosphatase sigma	PTPRS	19p13.3
5539	0	209214	530185	CD83 antigen (activated B lymphocytes, immunoglobulin superfamily)	CD83	6p23
583	0	207301	501651	Homo sapiens cDNA: FLJ21893 fis, clone HEP03412		2
579	0	202769	122063	solute carrier family 7 (cationic amino acid transporter, y+ system), member 7	SLC7A7	14q11.2
3374	0	157701	40360	eukaryotic translation initiation factor 2B, subunit 5 (epsilon, 82kD)	EIF2B5	3
1618	0	208336	154720	N-acetyltransferase, homolog of S. cerevisiae ARD1	ARD1	Xq28
7543	0	200374	280666	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D	SEMA4D	9q22-q31
2286	0	27123	239287	CD45=protein tyrosine phosphatase, receptor type, C	PTPRC	1q31-q32
3800	0	28328	758321	MCP-4=CC-chemokine expressed in dermal fibroblasts	SCYA13	17q11.2
4191	0	157302	2217655	EST
143	0	207473	418004	murine leukemia viral (bmi-1) oncogene homolog	BMI1	10p13
3839	0	28586	810859	NK4=Natural killer cells protein-4=increased after activation of T cells by mitogens or activation of NK cells by IL-2	NK4	16p13.3
4344	0	28867	EmptyWell	EmptyWell
181	0	208593	611407	hyaluronan-binding protein 2	HABP2	10q24.1-q25.3
5209	0	27402	448403	Glutathione peroxidase 3 (plasma)	GPX3	5q23
397	0	27697	701422	IL-7	IL7	8q12-q13
6996	0	202132	79254	MHC class I region ORF	P5-1	6p21.3
7018	0	205104	175727	tumor necrosis factor receptor superfamily, member 12 (translocating chain-association membrane protein)	TNFRSF12	1p36.2
1152	0	208600	882506	lysyl oxidase-like 2	LOXL2	8p21.3-p21.2
7140	0	27572	588819	MHC Class I=HLA-A2	HLA-A	6p21.3
2868	0	28567	897822	syk=protein-tyrosine kinase	SYK	9q22
6101	0	157094	1985603	ESTs
7220	0	28753	344589	L-plastin=actin-binding protein	LCP1	13q14.3
5956	0	208371	345232	lymphotoxin alpha (TNF superfamily, member 1)	LTA	6p21.3
3093	0	208814	344432	microsomal glutathione S-transferase 2 (MGST2)	MGST2	4q28-q31
6060	0	205135	322617	v-ral simian leukemia viral oncogene homolog B (ras related; GTP binding protein)	RALB	2cen-q13
5510	0	208712	267571	small nuclear RNA activating complex, polypeptide 2, 45kD	SNAPC2	19p13.3-p13.2
5160	0	157305	2217714	EST	EST
2082	0	208355	854444	major histocompatibility complex, class II, DQ beta 1	HLA-DQB1	6p21.3
3588	0	209340	731356	cargo selection protein (mannose 6 phosphate receptor binding protein)	TIP47	19p13.3
2834	0	28331	786041	PC-1 = alkaline nucleotide pyrophosphatase	ENPP1	6q22-q23
7492	0	202276	80410	farnesyl diphosphate synthase (farnesyl pyrophosphate synthetase, dimethylallyltranstransferase, geranyltranstransferase)	FDPS	1p36.13-q24.1
3472	0	202916	307882	tubulin-specific chaperone a	TBCA	5p14.3-q14.3
3130	0	202144	781341	tubby super-family protein	TUSP	6q25-q26
2300	0	27559	588819	MHC Class I=HLA-A2	HLA-A	6p21.3
3788	0	27992	1257548	DNA Ligase III=Nucleotide excision repair and DNA alkylation repair protein	LIG3	17q11.2-q12
5320	0	28896	342349	NIK=serine/threonine protein kinase	MAP3K14	17q21
4852	0	200528	809541	BCL2-like 2	BCL2L2	14q11.2-q12
5552	0	202064	361097	ESTs		4
7409	0	208470	238821	phospholipase A2, group VII (platelet-activating factor acetylhydrolase, plasma)	PLA2G7	6p21.2-p12
4396	0	201123	308437	fucosidase, alpha-L- 1, tissue	FUCA1	1p34
