Affymetrix ID	Symbol	Description	cluster
160991_at	Nkiras1	NFKB inhibitor interacting Ras-like protein 1	3
161013_f_at	4930422J 18Rik	RIKEN cDNA 4930422J18 gene	3
161265_f_at	Lck	lymphocyte protein tyrosine kinase	3
161853_f_at	Prkcq	protein kinase C, theta	3
161914_s_at	Lsp1	lymphocyte specific 1	3
161948_f_at	---	---	3
161989_f_at	Crat	carnitine acetyltransferase	3
162234_f_at	Cxcl12	chemokine (C-X-C motif) ligand 12	3
92308_at	Ptprm	protein tyrosine phosphatase, receptor type, M	3
92309_i_at	Ptprm	protein tyrosine phosphatase, receptor type, M	3
92323_at	Mapk12	mitogen-activated protein kinase 12	3
92356_at	Ptpn8	protein tyrosine phosphatase, non-receptor type 8	3
92365_at	Figf	c-fos induced growth factor	3
92371_at	Hrc	histidine rich calcium binding protein	3
92496_at	Vamp5	vesicle-associated membrane protein 5	3
92542_at	D4Wsu53 e	DNA segment, Chr 4, Wayne State University 53, expressed	3
92558_at	Vcam1	vascular cell adhesion molecule 1	3
92559_at	Vcam1	vascular cell adhesion molecule 1	3
92586_at	Glud	glutamate dehydrogenase	3
92623_at	D3Jfr1	DNA segment, Chr 3, MJeffers 1	3
92715_at	Ubd	ubiquitin D	3
92758_at	Dusp2	dual specificity phosphatase 2	3
92775_at	---	Similar to Poly(A) binding protein, cytoplasmic 4, isoform 1 (LOC216817), mRNA	3
92838_at	Fscn1	fascin homolog 1, actin bundling protein (Strongylocentrotus) purpuratus)	3
93015_at	Gsta3	glutathione S-transferase, alpha 3	3
93077_s_at	Ly6c	lymphocyte antigen 6 complex, locus C	3
93221_at	Hoxd8	homeo box D8	3
93227_f_at	Igh-V10	immunoglobulin heavy chain (V10 family)	3
93351_at	Hpgd	hydroxyprostaglandin dehydrogenase 15 (NAD)	3
93482_at	9530072E 15Rik	RIKEN cDNA 9530072E15 gene	3
93550_at	Csrp2	cysteine and glycine-rich protein 2	3
93572_at	Ndufs1	NADH dehydrogenase (ubiquinone) Fe-S protein 1	3
93637_at	Cd5	CD5 antigen	3
93661_at	Zap70	zeta-chain (TCR) associated protein kinase	3
93680_at	Stk10	serine/threonine kinase 10	3
93780_at	Them2	thioesterase superfamily member 2	3
93815_at	Chchd3	coiled-coil-helix-coiled-coil-helix domain containing 3	3
93844_at	1500040F 11Rik	RIKEN cDNA 1500040F11 gene	3
93874_s_at	Il11ra1	interleukin 11 receptor, alpha chain 1	3
93904_f_at	Igh-V3609N	immunoglobulin heavy chain (V3609N non-productive)	3
93913_at	3110018A 08Rik	RIKEN cDNA 3110018A08 gene	3
93954_at	Gucy1b3	guanylate cyclase 1, soluble, beta 3	3
93972_at	Ndufs2	NADH dehydrogenase (ubiquinone) Fe-S protein 2	3
93983_at	1110021N 07Rik	RIKEN cDNA 1110021N07 gene	3
94056_at	Scd1	stearoyl-Coenzyme A desaturase 1	3
94079_at	4-Sep	septin 4	3
94167_at	Nos3	nitric oxide synthase 3, endothelial cell	3
94186_at	Traf1	Tnf receptor-associated factor 1	3
94256_at	Clic4	chloride intracellular channel 4 (mitochondrial)	3
94324_f_at	Hmgcl	3-hydroxy-3-methylglutaryl-Coenzyme A lyase	3
94365_at	Hint2	histidine triad nucleotide binding protein 2	3
94379_at	Kif1b	kinesin family member 1B	3
94515_at	Sqrdl	sulfide quinone reductase-like (yeast)	3
94526_at	D10Ertd21 4e	DNA segment, Chr 10, ERATO Doi 214, expressed	3
94664_at	Irs3	insulin receptor substrate 3	3
94771_at	Rassf2	Ras association (RalGDS/AF-6) domain family 2	3
94833_at	Fstl1	follistatin-like 1	3
94870_f_at	Sara2	SAR1a gene homolog 2 (S. cerevisiae)	3
94906_at	Adh1	alcohol dehydrogenase 1 (class I)	3
94966_at	G6pdx	glucose-6-phosphate dehydrogenase X-linked	3
95052_at	1110035L 05Rik	RIKEN cDNA 1110035L05 gene	3
95060_at	Slc16a7	solute carrier family 16 (monocarboxylic acid transporters), member 7	3
95074_at	Pex19	peroxisome biogenesis factor 19	3
95135_at	3110038L 01Rik	RIKEN cDNA 3110038L01 gene	3
95284_at	BB219290	expressed sequence BB219290	3
95426_at	Echs1	enoyl Coenzyme A hydratase, short chain, 1, mitochondrial	3
95472_f_at	Uqcrb	ubiquinol-cytochrome c reductase binding protein	3
95491_at	Park7	Parkinson disease (autosomal recessive, early onset) 7	3
95498_at	Mrps15	mitochondrial ribosomal protein S15	3
95532_at	---	Similar to 2-cell-stage, variable group, member 3; 2-cell-stage, variable group, member 1 (LOC236374), mRNA	3
95587_at	---	Adult male adrenal gland cDNA, RIKEN full-length enriched library, clone:B330005C17 product:hypothetical Arginine-rich region containing protein, full insert sequence	3
95608_at	Ctsb	cathepsin B	3
95620_at	Dhrs7	dehydrogenase/reductase (SDR family) member 7	3
95890_r_at	---	Adult male aorta and vein cDNA, RIKEN full-length enriched library, clone:A530055P18 product:unknown EST, full insert sequence	3
96112_at	Etfa	electron transferring flavoprotein, alpha polypeptide	3
96243_f_at	Aldh9a1	aldehyde dehydrogenase 9, subfamily A1	3
96261_at	2310028O 11Rik	RIKEN cDNA 2310028O11 gene	3
96289_at	Stoml2	stomatin (Epb7.2)-like 2	3
96608_at	Phyh	phytanoyl-CoA hydroxylase	3
96650_at	Auh	AU RNA binding protein/enoyl-coenzyme A hydratase	3
96661_at	Nrd1	nardilysin, N-arginine dibasic convertase, NRD convertase 1	3
96756_at	1110007M 04Rik	RIKEN cDNA 1110007M04 gene	3
96767_at	Mbc2	membrane bound C2 domain containing protein	3
96789_i_at	Galm	galactose mutarotase	3
96810_at	Lmo2	LIM domain only 2	3
96825_at	Tenc1	tensin like C1 domain-containing phosphatase	3
96870_at	Aco2	aconitase 2, mitochondrial	3
96879_at	Ogdh	oxoglutarate dehydrogenase (lipoamide)	3
96886_at	Stab1	stabilin 1	3
96917_at	2410166I0 5Rik	RIKEN cDNA 2410166I05 gene	3
96926_at	Smoc2	SPARC related modular calcium binding 2	3
96950_at	Ccl19	chemokine (C-C motif) ligand 19	3
97198_at	Abca1	ATP-binding cassette, sub-family A (ABC1), member 1	3
97255_at	Cugbp2	CUG triplet repeat,RNA binding protein 2	3
97379_at	Fbp2	fructose bisphosphatase 2	3
97402_at	Temt	thioether S-methyltransferase	3
97429_at	Snrk	SNF related kinase	3
97520_s_at	Nnat	neuronatin	3
97803_at	Mpp1	membrane protein, palmitoylated	3
97812_at	Ranbp9	RAN binding protein 9	3
97948_at	Rb1	retinoblastoma 1	3
97963_at	Sipa1	signal-induced proliferation associated gene 1	3
98002_at	Icsbp1	interferon consensus sequence binding protein 1	3
98065_at	Ormdl3	ORM1-like 3 (S. cerevisiae)	3
98355_at	E230012M 21Rik	RIKEN cDNA E230012M21 gene	3
98441_at	Fmr1	fragile X mental retardation syndrome 1 homolog	3
98443_at	Lep	leptin	3
98444_g_at	Lep	leptin	3
98496_at	Gys3	glycogen synthase 3, brain	3
98514_at	Tfpi	tissue factor pathway inhibitor	3
98533_at	Cyb5	cytochrome b-5	3
98535_at	Comt	catechol-O-methyltransferase	3
98633_at	1200015A 22Rik	RIKEN cDNA 1200015A22 gene	3
98909_at	Lias	lipoic acid synthetase	3
98942_r_at	2310032D 16Rik	RIKEN cDNA 2310032D16 gene	3
98945_at	Sh3glb1	SH3-domain GRB2-like B1 (endophilin)	3
98950_at	Rragc	Ras-related GTP binding C	3
98960_s_at	B3galt3	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 3	3
98966_at	Dbt	dihydrolipoamide branched chain transacylase E2	3
99053_at	Icam2	intercellular adhesion molecule 2	3
99148_at	Fh1	fumarate hydratase 1	3
99154_s_at	1810020D 17Rik	RIKEN cDNA 1810020D17 gene	3
99478_at	Ptprcap	protein tyrosine phosphatase, receptor type, C polypeptide-associated protein	3
99518_at	Mfap5	microfibrillar associated protein 5	3
99536_at	Cib2	calcium and integrin binding family member 2	3
99613_at	Mut	methylmalonyl-Coenzyme A mutase	3
99665_at	Satb1	special AT-rich sequence binding protein 1	3
99930_s_at	Psen2	presenilin 2	3
99936_at	Tie1	tyrosine kinase receptor 1	3
99945_at	Cd19	CD19 antigen	3
99979_at	Cyp1b1	cytochrome P450, family 1, subfamily b, polypeptide 1	3
100050_at	Idb1	inhibitor of DNA binding 1	4
100468_g_at	Lyl1	lymphoblastomic leukemia	4
100596_at	Selenbp1	selenium binding protein 1	4
101132_at	Scn7a	sodium channel, voltage-gated, type VI, alpha polypeptide	4
101178_at	Sema3c	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C	4
101515_at	Acox1	acyl-Coenzyme A oxidase 1, palmitoyl	4
101574_f_at	Serpina1a	serine (or cysteine) proteinase inhibitor, clade A, member 1a	4
101884_at	Xlr4	X-linked lymphocyte-regulated 4	4
102020_at	Kcnk3	potassium channel, subfamily K, member 3	4
102029_at	Il16	interleukin 16	4
102035_at	Tpmt	thiopurine methyltransferase	4
102378_at	Sspn	sarcospan	4
102892_at	Kcnab2	potassium voltage-gated channel, shaker-related subfamily, beta member 2	4
102971_at	Cd3e	CD3 antigen, epsilon polypeptide	4
103031_g_at	Dnm	dynamin	4
103032_at	Tpst1	protein-tyrosine sulfotransferase 1	4
103353_f_at	Cyp4b1	cytochrome P450, family 4, subfamily b, polypeptide 1	4
103488_at	Selpl	selectin, platelet (p-selectin) ligand	4
103534_at	Hbb-b1	hemoglobin, beta adult major chain	4
103568_at	Srpx	sushi-repeat-containing protein	4
103579_at	Rac2	RAS-related C3 botulinum substrate 2	4
103629_g_at	Lef1	lymphoid enhancer binding factor 1	4
103644_at	Dpep1	dipeptidase 1 (renal)	4
103833_at	Hipk2	homeodomain interacting protein kinase 2	4
104002_at	Zfp275	Zinc finger protein 275	4
104200_at	Slc5a6	solute carrier family 5 (sodium-dependent vitamin transporter), member 6	4
104464_s_at	Kdelr3	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 3	4
160172_at	Gtl2	GTL2, imprinted maternally expressed untranslated mRNA	4
160255_at	1110004P 15Rik	RIKEN cDNA 1110004P15 gene	4
160298_at	2610001E 17Rik	RIKEN cDNA 2610001E17 gene	4
160387_at	1110055L 24Rik	RIKEN cDNA 1110055L24 gene	4
160860_at	Gdf10	growth differentiation factor 10	4
161361_s_at	Tnnt1	troponin T1, skeletal, slow	4
162263_f_at	Lamb1-1	laminin B1 subunit 1	4
92198_s_at	Daf1	decay accelerating factor 1	4
92567_at	Col5a2	procollagen, type V, alpha 2	4
92607_at	Mest	mesoderm specific transcript	4
92615_at	---	Similar to NADH dehydrogenase (LOC230075), mRNA	4
92805_s_at	Arl4	ADP-ribosylation factor-like 4	4
93086_at	Igk-V28	immunoglobulin kappa chain variable 28 (V28)	4
93349_at	Pcolce	procollagen C-proteinase enhancer protein	4
93421_at	Pftk1	PFTAIRE protein kinase 1	4
93454_at	C1qr1	complement component 1, q subcomponent, receptor 1	4
93502_r_at	Sucla2	succinate-Coenzyme A ligase, ADP-forming, beta subunit	4
93574_at	Serpinf1	serine (or cysteine) proteinase inhibitor, clade F, member 1	4
93662_s_at	Zap70	zeta-chain (TCR) associated protein kinase	4
93754_at	Ech1	enoyl coenzyme A hydratase 1, peroxisomal	4
93887_at	Mpdz	multiple PDZ domain protein	4
94345_at	Il6st	interleukin 6 signal transducer	4
94439_at	Osbpl11	oxysterol binding protein-like 11	4
94491_at	Pex13	peroxisomal biogenesis factor 13	4
94531_at	2310005O 14Rik	RIKEN cDNA 2310005O14 gene	4
94811_s_at	Gtf2h1	general transcription factor II H, polypeptide 1	4
94958_at	1110013L 07Rik	RIKEN cDNA 1110013L07 gene	4
95058_f_at	2610205H 19Rik	RIKEN cDNA 2610205H19 gene	4
95119_at	1110038D 17Rik	RIKEN cDNA 1110038D17 gene	4
95485_at	Hadhsc	L-3-hydroxyacyl-Coenzyme A dehydrogenase, short chain	4
95641_at	MGC4168 9	hypothetical LOC211623	4
95695_at	Slc25a20	solute carrier family 25 (mitochondrial carnitine/acylcarnitine translocase), member 20	4
95893_at	Blk	B lymphoid kinase	4
96268_at	Suclg1	succinate-CoA ligase, GDP-forming, alpha subunit	4
96746_at	Dlat	dihydrolipoamide S-acetyltransferase (E2 component of pyruvate dehydrogenase complex)	4
96752_at	Icam1	intercellular adhesion molecule	4
97316_at	Ehhadh	enoyl-Coenzyme A, hydratase/3-hydroxyacyl Coenzyme A dehydrogenase	4
97867_at	Hsd11b1	hydroxysteroid 11-beta dehydrogenase 1	4
97944_f_at	Tcra	T-cell receptor alpha chain	4
98004_at	Pkia	protein kinase inhibitor, alpha	4
98033_at	1100001H 23Rik	RIKEN cDNA 1100001H23 gene	4
98102_at	Pdha1	pyruvate dehydrogenase E1 alpha 1	4
98149_s_at	1110033J 19Rik	RIKEN cDNA 1110033J19 gene	4
98482_at	Pthr1	parathyroid hormone receptor 1	4
98521_at	Vamp3	vesicle-associated membrane protein 3	4
99052_at	Zfhx1a	zinc finger homeobox 1a	4
99081_at	Serping1	serine (or cysteine) proteinase inhibitor, clade G, member 1	4
99115_at	2610041P 16Rik	RIKEN cDNA 2610041P16 gene	4
99476_at	Col14a1	procollagen, type XIV, alpha 1	4
99552_at	Snai2	snail homolog 2 (Drosophila)	4
99593_at	Ndufs5	NADH dehydrogenase (ubiquinone) Fe-S protein 5	4
99666_at	Cs	citrate synthase	4
102018_at	Cnot3	CCR4-NOT transcription complex, subunit 3	5
103005_s_at	Cd44	CD44 antigen	5
104248_at	Ssr3	signal sequence receptor, gamma	5
160739_at	Prkwnk1	protein kinase, lysine deficient 1	5
93211_at	Dnajc5	DnaJ (Hsp40) homolog, subfamily C, member 5	5
93215_at	Tnfaip1	tumor necrosis factor, alpha-induced protein 1 (endothelial)	5
93700_at	Arf3	ADP-ribosylation factor 3	5
95458_s_at	1110001C 20Rik	RIKEN cDNA 1110001C20 gene	5
96056_at	Rhoc	ras homolog gene family, member C	5
98059_s_at	Lmna	lamin A	5
98366_at	Itgav	integrin alpha V	5
99413_at	Ccr1	chemokine (C-C motif) receptor 1	5
100299_f_at	---	Isolate G1-12 anti-GBM immunoglobulin kappa chain variable region mRNA, partial cds	6
100322_at	---	Single chain Fv antibody fragment scFv 7-10A mRNA, partial cds.	6
101718_f_at	---	Recombinant antineuraminidase single chain Ig VH and VL domains (LOC56304), mRNA	6
101720_f_at	Igk-V8	immunoglobulin kappa chain variable 8 (V8)	6
102076_at	---	Recombinant antineuraminidase single chain Ig VH and VL domains (LOC56304), mRNA	6
102585_f_at	---	Recombinant antineuraminidase single chain Ig VH and VL domains (LOC56304), mRNA	6
102974_at	Marco	macrophage receptor with collagenous structure	6
103033_at	C4	complement component 4 (within H-2S)	6
103314_at	D13Ertd27 5e	DNA segment, Chr 13, ERATO Doi 275, expressed	6
103686_at	Mcoln2	mucolipin 2	6
161522_i_at	Cst3	cystatin C	6
92833_at	Hal	histidine ammonia lyase	6
92877_at	Tgfbi	transforming growth factor, beta induced	6
93372_at	Anp32a	acidic (leucine-rich) nuclear phosphoprotein 32 family, member A	6
95020_at	Cd47	CD47 antigen (Rh-related antigen, integrin-associated signal transducer)	6
96092_at	Hp	haptoglobin	6
96971_f_at	---	Anti-human chorionic gonadotropin monoclonal antibody AB2 Ig kappa light chain variable region mRNA, partial cds.	6
97325_at	Pxk	PX domain containing serine/threonine kinase	6
97566_f_at	---	Recombinant antineuraminidase single chain Ig VH and VL domains (LOC56304), mRNA	6
97567_f_at	---	Recombinant antineuraminidase single chain Ig VH and VL domains (LOC56304), mRNA	6
98001_at	Arhgef1	Rho guanine nucleotide exchange factor (GEF) 1	6
100005_at	Traf4	Tnf receptor associated factor 4	7
100308_at	Col8a1	procollagen, type VIII, alpha 1	7
100484_at	Mmp13	matrix metalloproteinase 13	7
100491_at	Slc16a2	solute carrier family 16 (monocarboxylic acid transporters), member 2	7
100523_r_at	Wbp5	WW domain binding protein 5	7
100566_at	Igfbp5	insulin-like growth factor binding protein 5	7
100601_at	Itgb5	integrin beta 5	7
100909_at	Prss8	protease, serine, 8 (prostasin)	7
100974_at	Ssbp4	single stranded DNA binding protein 4	7
101441_i_at	Itpr5	inositol 1,4,5-triphosphate receptor 5	7
101829_at	Chrm1	cholinergic receptor, muscarinic 1, CNS	7
101921_at	Rab4a	RAB4A, member RAS oncogene family	7
101955_at	Hspa5	heat shock 70kD protein 5 (glucose-regulated protein)	7
101996_at	Ptpn2	protein tyrosine phosphatase, non-receptor type 2	7
102062_at	Smarcc1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1	7
102210_at	Dtnb	dystrobrevin, beta	7
102231_at	Creb3l1	cAMP responsive element binding protein 3-like 1	7
102299_at	Prkca	protein kinase C, alpha	7
102362_i_at	Junb	Jun-B oncogene	7
102375_at	Smyd5	SET and MYND domain containing 5	7
102848_f_at	2610524H 06Rik	RIKEN cDNA 2610524H06 gene	7
102854_s_at	Atp7a	ATPase, Cu++ transporting, alpha polypeptide	7
102867_at	Tead4	TEA domain family member 4	7
103064_at	Chek1	checkpoint kinase 1 homolog (S. pombe)	7
103065_at	Slc20a1	solute carrier family 20, member 1	7
103082_at	E230022H 04Rik	RIKEN cDNA E230022H04 gene	7
103343_at	5430432M 24Rik	RIKEN cDNA 5430432M24 gene	7
103407_at	1300017J 02Rik	RIKEN cDNA 1300017J02 gene	7
103447_at	D15Wsu1 69e	DNA segment, Chr 15, Wayne State University 169, expressed	7
103573_at	Pip5k1a	phosphatidylinositol-4-phosphate 5-kinase, type 1 alpha	7
103743_at	3732412D 22Rik	RIKEN cDNA 3732412D22 gene	7
103760_at	2810004N 23Rik	RIKEN cDNA 2810004N23 gene	7
103813_at	Sh3yl1	Sh3 domain YSC-like 1	7
103839_at	Sphk1	sphingosine kinase 1	7
103926_at	Eif4g1	eukaryotic translation initiation factor 4, gamma 1	7
104097_at	Bub1	budding uninhibited by benzimidazoles 1 homolog (S. cerevisiae)	7
104210_at	Itga3	integrin alpha 3	7
104221_at	Slc7a5	solute carrier family 7 (cationic amino acid transporter, y+ system), member 5	7
104308_at	Itgax	integrin alpha X	7
104335_at	Kifc3	kinesin family member C3	7
104338_r_at	1200008D 14Rik	RIKEN cDNA 1200008D14 gene	7
104361_at	LOC23233 7	hypothetical protein LOC232337	7
104584_f_at	Crb3	crumbs homolog 3 (Drosophila)	7
104626_at	Cklfsf8	chemokine-like factor super family 8	7
104639_i_at	4930553M 18Rik	RIKEN cDNA 4930553M18 gene	7
104640_f_at	4930553M 18Rik	RIKEN cDNA 4930553M18 gene	7
104712_at	Myc	myelocytomatosis oncogene	7
104714_at	D14Wsu8 9e	DNA segment, Chr 14, Wayne State University 89, expressed	7
160106_at	Capg	capping protein (actin filament), gelsolin-like	7
160319_at	Sparcl1	SPARC-like 1 (mast9, hevin)	7
160337_at	Isyna1	myo-inositol 1-phosphate synthase A1	7
160430_at	Catnb	catenin beta	7
160654_at	2310073E 15Rik	RIKEN cDNA 2310073E15 gene	7
160688_at	Golph3	golgi phosphoprotein 3	7
160820_at	Igsf8	immunoglobulin superfamily, member 8	7
160846_at	Nek6	NIMA (never in mitosis gene a)-related expressed kinase 6	7
160896_at	Rcn	reticulocalbin	7
161086_at	Lin7c	lin 7 homolog c (C. elegans)	7
161111_f_at	Dhh	desert hedgehog	7
161467_f_at	Atp1b1	ATPase, Na+/K+ transporting, beta 1 polypeptide	7
161684_r_at	Lcn2	lipocalin 2	7
92231_at		erythrocyte protein band 4.1-like 4a	7
92296_at	Pign	phosphatidylinositol glycan, class N	7
92325_at	Ptk7	PTK7 protein tyrosine kinase 7	7
92391_at	Cyb561	cytochrome b-561	7
92527_at	Adcy9	adenylate cyclase 9	7
92637_at	Pfkl	phosphofructokinase, liver, B-type	7
92642_at	Car2	carbonic anhydrase 2	7
92730_at	Dtr	diphtheria toxin receptor	7
92979_at	Etv4	ets variant gene 4 (E1A enhancer binding protein, E1AF)	7
93021_at	LOC40621 7	RIKEN cDNA 2410004M13 gene	7
93063_at	App	amyloid beta (A4) precursor protein	7
93174_at	6030411F 23Rik	RIKEN cDNA 6030411F23 gene	7
93212_at	AW74231 9	expressed sequence AW742319	7
93244_at	5730502D 15Rik	RIKEN cDNA 5730502D15 gene	7
93305_f_at	Vamp8	vesicle-associated membrane protein 8	7
93327_at	1300011C 24Rik	RIKEN cDNA 1300011C24 gene	7
93384_at	Sntb1	syntrophin, basic 1	7
93667_at	Fbxw7	F-box and WD-40 domain protein 7, archipelago homolog (Drosophila)	7
93674_at	Fgd1	FYVE, RhoGEF and PH domain containing 1	7
93681_at	Fzd2	frizzled homolog 2 (Drosophila)	7
93736_at	Tcn2	transcobalamin 2	7
93842_at	Dap	death-associated protein	7
93866_s_at	Mglap	matrix gamma-carboxyglutamate (gla) protein	7
93928_f_at	---	---	7
94067_at	1700001E 16Rik	RIKEN cDNA 1700001E16 gene	7
94289_r_at	Maged2	melanoma antigen, family D, 2	7
94351_r_at	Nqo1	NAD(P)H dehydrogenase, quinone 1	7
94432_at	St6gal1	beta galactoside alpha 2,6 sialyltransferase 1	7
94433_at	Slc38a2	solute carrier family 38, member 2	7
94492_at	Dstn	destrin	7
94784_at	D030034H 08	hypothetical protein D030034H08	7
94834_at	Ctsh	cathepsin H	7
94876_f_at	Gorasp2	golgi reassembly stacking protein 2	7
95019_at	Gstt1	glutathione S-transferase, theta 1	7
95120_at	Tm4sf13	transmembrane 4 superfamily member 13	7
95286_at	Clu	clusterin	7
95423_at	Cai	calcium binding protein, intestinal	7
95603_at	Gldc	glycine decarboxylase	7
95664_at	Sec14l1	SEC14-like 1 (S. cerevisiae)	7
95701_at	Cxxc5	CXXC finger 5	7
95745_g_at	Atp6v1a1	ATPase, H+ transporting, V1 subunit A, isoform 1	7
95746_at	Atp6v1a1	ATPase, H+ transporting, V1 subunit A, isoform 1	7
96709_at	1110008P 14Rik	RIKEN cDNA 1110008P14 gene	7
96723_f_at	Ssx2ip	synovial sarcoma, X breakpoint 2 interacting protein	7
96735_at	Stard10	START domain containing 10	7
96784_at	Anln	anillin, actin binding protein (scraps homolog, Drosophila)	7
96811_at	1700093E 07Rik	RIKEN cDNA 1700093E07 gene	7
97103_at	Rfk	riboflavin kinase	7
97104_g_at	Rfk	riboflavin kinase	7
97116_at	MGC2777 0	hypothetical protein MGC27770	7
97870_s_at	Ero1l	ERO1-like (S. cerevisiae)	7
97885_at	1810009M 01Rik	RIKEN cDNA 1810009M01 gene	7
97890_at	Sgk	serum/glucocorticoid regulated kinase	7
98072_r_at	Dck	deoxycytidine kinase	7
98143_at	Fut8	fucosyltransferase 8	7
98152_at	Catns	catenin src	7
98280_at	Mmp16	matrix metalloproteinase 16	7
98433_at	Bid	BH3 interacting domain death agonist	7
98476_at	2900054D 09Rik	RIKEN cDNA 2900054D09 gene	7
98477_s_at	Ank3	ankyrin 3, epithelial	7
98483_at	Cacnb3	calcium channel, voltage-dependent, beta 3 subunit	7
98559_at	Smtn	smoothelin	7
98872_at	Ugt8	UDP-glucuronosyltransferase 8	7
99059_at	Elf3	E74-like factor 3	7
99109_at	Ier2	immediate early response 2	7
99186_at	Ccna2	cyclin A2	7
99350_at	Sec63	SEC63-like (S. cerevisiae)	7
99564_at	Uhrf1	ubiquitin-like, containing PHD and RING finger domains, 1	7
99959_at	Ak4	adenylate kinase 4	7
	Tfrc	transferrin receptor /// transferrin receptor	7
100084_at	Vil2	villin 2	8
100472_at	Enah	enabled homolog (Drosophila)	8
100499_at	Stx3	syntaxin 3	8
100522_s_at	Wbp5	WW domain binding protein 5	8
100576_at	Pafah1b3	platelet-activating factor acetylhydrolase, isoform 1b, alpha1 subunit	8
100593_at	Tnnt2	troponin T2, cardiac	8
101393_at	Anxa3	annexin A3	8
101410_at	Cldn4	claudin 4	8
101451_at	Peg3	paternally expressed 3	8
101458_at	Wee1	wee 1 homolog (S. pombe)	8
101495_at	Cd81	CD 81 antigen	8
101632_at	Tnfrsf11a	tumor necrosis factor receptor superfamily, member 11a	8
101851_at	Mox2	antigen identified by monoclonal antibody MRC OX-2	8
101932_at	Ptpre	protein tyrosine phosphatase, receptor type, E	8
101990_at	Ldh2	lactate dehydrogenase 2, B chain	8
101993_at	Tnc	tenascin C	8
102012_at	Scap2	src family associated phosphoprotein 2	8
102197_at	Nucb2	nucleobindin 2	8
102207_at	BC011468	cDNA sequence BC011468	8
102255_at	Osmr	oncostatin M receptor	8
102306_at	Hs2st1	heparan sulfate 2-O-sulfotransferase 1	8
102352_at	Galnt10	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransfer ase 10	8
102803_at	Lig3	ligase III, DNA, ATP-dependent	8
102886_at	Gpc4	glypican 4	8
102896_at	Dok1	downstream of tyrosine kinase 1	8
102952_g_at	Cradd	CASP2 and RIPK1 domain containing adaptor with death domain	8
103202_at	Gbp3	guanylate nucleotide binding protein 3	8
103345_at	Spna2	spectrin alpha 2	8
103389_at	Aass	aminoadipate-semialdehyde synthase	8
103412_at	3732412D 22Rik	RIKEN cDNA 3732412D22 gene	8
103423_at	Cyb561	cytochrome b-561	8
103486_at	Il1b	interleukin 1 beta	8
103751_at	AA409316	expressed sequence AA409316	8
103816_at	F11r	F11 receptor	8
103818_at	Slc7a7	solute carrier family 7 (cationic amino acid transporter, y+ system), member 7	8
103918_at	Slc15a2	solute carrier family 15 (H+/peptide transporter), member 2	8
103957_at	Tfrc	transferrin receptor	8
103981_at	U2af1-rs2	U2 small nuclear ribonucleoprotein auxiliary factor (U2AF) 1, related sequence 2	8
104008_at	Spdef	SAM pointed domain containing ets transcription factor	8
104337_f_at	1200008D 14Rik	RIKEN cDNA 1200008D14 gene	8
104489_at	Sntb2	syntrophin, basic 2	8
104701_at	Bhlhb2	basic helix-loop-helix domain containing, class B2	8
160065_s_at	Csrp1	cysteine and glycine-rich protein 1	8
160109_at	Sox4	SRY-box containing gene 4	8
160119_at	5730592L 21Rik	RIKEN cDNA 5730592L21 gene	8
160393_at	Etnk1	ethanolamine kinase 1	8
160415_at	Cldn1	claudin 1	8
160604_at	Foxc1	forkhead box C1	8
160655_at	Cpd	carboxypeptidase D	8
160795_at	Scamp1	secretory carrier membrane protein 1	8
160801_at	2310009N 05Rik	RIKEN cDNA 2310009N05 gene	8
160894_at	Cebpd	CCAAT/enhancer binding protein (C/EBP), delta	8
160906_i_at	---	---	8
160962_at	Bag2	Bcl2-associated athanogene 2	8
161067_at	Trib3	tribbles homolog 3 (Drosophila)	8
161998_f_at	Ndrg4	N-myc downstream regulated gene 4	8
162302_f_at	Folr1	folate receptor 1 (adult)	8
162313_f_at	Galnt3	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransfer ase 3	8
162315_f_at	Cldn3	claudin 3	8
92254_at	Myo5b	myosin Vb	8
92369_at	Tgfa	transforming growth factor alpha	8
92608_at	Csrp1	cysteine and glycine-rich protein 1	8
92777_at	Cyr61	cysteine rich protein 61	8
92907_at	Ocln	occludin	8
92959_at	Frk	fyn-related kinase	8
93013_at	Idb2	inhibitor of DNA binding 2	8
93281_at	Rcn2	reticulocalbin 2	8
93427_at	9930104H 07Rik	RIKEN cDNA 9930104H07 gene	8
93604_f_at	Igsf4a	immunoglobulin superfamily, member 4A	8
93618_at	Spnb3	spectrin beta 3	8
93626_at	Abcg2	ATP-binding cassette, sub-family G (WHITE), member 2	8
93673_at	Nrtn	neurturin	8
93705_at	Chrnb1	cholinergic receptor, nicotinic, beta polypeptide 1 (muscle)	8
93771_at	Gjb1	gap junction membrane channel protein beta 1	8
94208_at	Txndc7	thioredoxin domain containing 7	8
94294_at	Ccnb2	cyclin B2	8
95032_at	Prc1	protein regulator of cytokinesis 1	8
