SPOT	NOBS	NREL	BETAUNADJ	SEUNADJ	PLRUNADJ	Well ID	Clone IMAGE	Title	Gene	Map
6964	96	43	-1.02	0.48	0.03	208824	258606	osteomodulin	OMD	9p24.1-q22.33
1589	99	45	-0.64	0.24	0.03	207642	795744	hypothetical protein FLJ23189	FLJ23189	14q22.1-q24.3
5865	97	43	1.51	0.66	0.03	201673	712668	JAK binding protein	SSI-1	16p13.13
78	99	45	1.61	0.72	0.03	202603	320834	ubiquitination factor E4B (homologous to yeast UFD2)	UBE4B	1p36.3
4792	99	45	-0.91	0.41	0.03	28627	827013	53BP1=p53-binding protein	TP53BP1	15q15-q21
4627	99	45	0.68	0.31	0.03	200133	203275	replication factor C (activator 1) 4 (37kD)	RFC4	3q27
6742	95	43	1.12	0.53	0.03	28583	897619	XE7=B-lymphocyte surface protein	DXYS155E	Xp22.32
4569	98	44	-0.76	0.38	0.03	209209	724888	Cytochrome P450 IVB1	CYP4B1	1p34-p12
2377	99	45	-1.36	0.61	0.03	28772	343736	eotaxin=Small inducible cytokine A11=chemokine	SCYA11	17q21.1-q21.2
6369	99	45	-2.06	0.97	0.03	202901	112158	sorting nexin 17	SNX17	2p23-p22
5331	98	45	0.49	0.22	0.03	200614	45542	Homo sapiens, clone IMAGE:4183312, mRNA, partial cds		2
5495	98	44	0.93	0.4	0.03	208658	897107	solute carrier family 25 (mitochondrial carrier; citrate transporter), member 1	SLC25A1	22q11.21
3287	99	45	1.27	0.56	0.03	27634	665893	Fms-related tyrosine kinase 4	FLT4	5q34-q35
1637	99	45	-0.61	0.27	0.03	208698	287745	TAR (HIV) RNA-binding protein 1	TARBP1	1p
640	99	45	-1.71	0.78	0.03	208291	454475	Phosphorylase kinase, alpha 2 (liver), glycogen storage disease IX	PHKA2	Xp22.2-p22.1
2007	99	45	0.59	0.26	0.03	201713	897956	preferentially expressed antigen in melanoma	PRAME	22q11.22
6519	99	45	-0.82	0.37	0.03	202253	81289	actin, gamma 2, smooth muscle, enteric	ACTG2	2p13.1
4296	97	43	-1.29	0.61	0.03	28099	1572460	Smad3=hMAD-3=Homologue of Mothers Against Decapentaplegic (MAD)=Activated by TGF beta
2618	99	45	-2.36	1.09	0.03	209323	781026	Homo sapiens cDNA FLJ11801 fis, clone HEMBA1006253, weakly similar to DNA-DAMAGE-REPAIR/TOLERATION PROTEIN DRT111 PRECURSOR
6854	99	45	0.66	0.3	0.03	202808	66792	binder of Arl Two	BART1	16q22.1-q22.3
6713	99	45	0.59	0.27	0.03	28381	712866	HDAC2=histone deacetylase 2=homologue of yeast RPD3 transcription factor	HDAC2	6q21
4505	97	43	-1.28	0.62	0.03	208277	138788	prolactin receptor	PRLR	5p14-p13
2954	99	45	-0.85	0.4	0.03	201636	427812	insulin receptor	INSR	19p13.3-p13.2
2076	98	44	-2.05	0.99	0.03	207755	283190	Homo sapiens mRNA; cDNA DKFZp761G2311 (from clone DKFZp761G2311)		2
5272	98	45	-1.83	0.86	0.03	28128		EmptyWell
4844	96	43	-1.77	0.83	0.03	200500	128970	myotubularin related protein 3	MTMR3	22q12.2
4985	99	45	-1.23	0.58	0.03	207982	487013	KIAA1036 protein	KIAA1036	14q22.1-q24.3
2991	99	45	-0.69	0.33	0.03	202838	146081	zinc finger protein 238	ZNF238	1q44-qter
5592	97	45	1.57	0.72	0.03	200116	40704	SEC14 (S. cerevisiae)-like 1	SEC14L1	17q25.1-17q25.2
7404	98	44	0.86	0.38	0.03	207872	281039	fatty acid binding protein 5 (psoriasis-associated)	FABP5	8
5063	98	44	1.28	0.61	0.03	201862	842818	lysyl-tRNA synthetase	KARS	16q23-q24
3944	99	45	1.01	0.48	0.03	201535	814246	proteasome (prosome, macropain) subunit, alpha type, 3	PSMA3	14q23
4077	99	45	0.88	0.42	0.03	208989	884719	heat shock 70kD protein 8	HSPA8	11q23.3-q25
479	99	45	1.01	0.45	0.03	28881	309288	replication factor C	RFC4	3q27
2609	99	45	0.87	0.4	0.03	208909	271568	ESTs		2
3303	99	45	0.96	0.42	0.03	27894	955999	nuclear cap binding protein
5876	97	43	-0.73	0.34	0.03	201719	898062	p55CDC	CDC20	9q13-q21
2311	97	44	0.75	0.33	0.03	27605	627367	BTG1=B-cell translocation gene 1=anti-proliferative	BTG1	12q22
5397	99	45	1.25	0.58	0.03	202702	244205	dihydrofolate reductase	DHFR	5q11.2-q13.2
6830	99	45	1.61	0.75	0.03	201656	814696	karyopherin (importin) beta 2	KPNB2	5p14.2-q22.3
4134	99	45	0.96	0.44	0.03	202491	589751	CC3=metastasis suppresor gene for small cell lung carcinoma	HTATIP2	11
2327	99	45	0.76	0.35	0.03	27865	924165	LERK-2=EPLG2=tyrosine kinase receptor	EFNB1	Xq12
2325	99	45	1.19	0.52	0.03	27849	843077	BRCA1=Mutated in breast and ovarian cancer	BRCA1	17q21
2539	99	45	1.09	0.48	0.03	205457	416567	serine (or cysteine) proteinase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 5	SERPINA5	14q32.1
2784	99	45	1.31	0.62	0.03	27271	324872	beta-2-microglobulin	B2M	15q21-q22.2
2238	99	45	1.54	0.66	0.03	157124	1985904	EST
6265	99	45	0.93	0.41	0.03	157662	26922	deoxyhypusine synthase	DHPS	19p13.11-p13.12
457	99	45	1.09	0.51	0.03	28801	266106	14-3-3 epsilon	YWHAE	17p13.3
4339	97	43	-1.24	0.62	0.03	28845	46166	Cytochrome P450, subfamily IIJ (arachidonic acid epoxygenase) polypeptide 2	CYP2J2	1p31.3-p31.2
1164	99	45	-1.13	0.51	0.03	208936	281881	zinc finger protein 262	ZNF262	1p32-p34
4250	97	43	-0.6	0.28	0.03	27431	485849	CLK-1=CDC-like kinase 1=PITSLRE alpha 1=galactosyltransferase associated protein kinase P58/GTA	CLK1	2q33
4256	97	43	1.19	0.55	0.03	27455	489438	MyD88=myeloid differentiation primary response protein=death domain-containing protein=recruits IRAK to IL-1 receptor complex	MYD88	3p22
5220	98	44	0.96	0.43	0.03	27448		Phosphogluconate dehydrogenase (hPGDH)
4119	99	45	0.63	0.3	0.03	202437	897880	chaperonin containing TCP1, subunit 4 (delta)	CCT4	2
2183	99	45	-1.11	0.54	0.03	205113	232714	BCL-2	BCL2	18q21.3
4761	99	45	1.09	0.5	0.03	27833	824040	hPAK65=SER/THR-protein kinase PAK-gamma =P21-activated kinase 3
1527	98	45	-1.32	0.62	0.03	202694	126412	ring finger protein 14	RNF14	5q23.3-q31.1
1060	99	45	1.12	0.53	0.03	202668	292882	ubiquilin 1	UBQLN1	9q22
5894	97	43	1.43	0.65	0.03	202847	235164	putative transmembrane protein; homolog of yeast Golgi membrane protein Yif1p (Yip1p-interacting factor)	54TM	11q13
3789	98	45	1.58	0.75	0.03	27994	1271170	CB2 (peripheral) cannabinoid receptor	CNR2	1
3441	99	45	0.6	0.28	0.03	201738	949928	zinc finger protein 220	ZNF220	8p11
7346	95	42	0.58	0.26	0.03	202944	358456	Sec61 gamma	SEC61G	7p12.3-7q31.33
6621	55	25	-2.08	1	0.03	157622	1862072	ESTs
1705	98	44	-1.24	0.59	0.03	202546	133114	frizzled (Drosophila) homolog 4	FZD4	11q14-q21
7010	99	45	1.4	0.66	0.03	202184	842928	gp25L2 protein	HSGP25L2G	5q35
1702	99	45	-1.09	0.51	0.03	202528	241874	hypothetical protein FLJ12592	FLJ12592	3p13-q23
7093	99	45	-1.31	0.64	0.03	157479	2261174	EST
1003	96	45	1.35	0.63	0.03	200898	770910	ELF-3=ESE-1=ESX=epithelial-specific transcription factor=epithelium-restricted Ets protein	ELF3	1q32.2
1714	99	45	-1.33	0.64	0.03	202576	202213	Homo sapiens, Similar to RIKEN cDNA 1110029G07 gene, clone MGC:20204 IMAGE:3622913, mRNA, complete cds		14
418	98	45	-1.72	0.87	0.03	28063		DNA damage repair and recombination protein RAD52 pseudogene
3169	99	45	-0.4	0.19	0.03	200194	162211	ATP-binding cassette, sub-family D (ALD), member 3	ABCD3	1p22-p21
5434	98	44	-2.01	0.95	0.03	207360	210599	ESTs
2435	99	45	-0.6	0.29	0.03	200821	46284	hypothetical protein CG003	13CDNA73	13
4383	99	45	1	0.46	0.03	201073	753215	guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 1	GNAI1	7q21
1013	99	45	-1.28	0.61	0.03	200942	130820	PAX transcription activation domain interacting protein 1 like	PAXIP1L	7q36
402	98	45	-1.33	0.63	0.03	27707	704891	alpha-L-iduronidase (IDUA)	IDUA	4p16.3
5230	99	45	-1.56	0.73	0.03	27672	684828	KIAA0096=Similar to SNF1-related kinase	KIAA0096	3p24.3-p22.1
3836	96	45	-1.15	0.55	0.03	28568		EmptyWell
3343	99	45	-0.74	0.37	0.03	28775	289428	TRKB=protein-tyrosine kinase	NTRK2	9q22.1
5045	98	44	1.07	0.49	0.03	208990	739109	adaptor-related protein complex 2, sigma 1 subunit	AP2S1	19q13.2-q13.3
6024	99	45	1.33	0.63	0.03	209311	378813	secretory leukocyte protease inhibitor (antileukoproteinase)	SLPI	20q12
2911	97	44	-1.36	0.68	0.04	200698	510702	carboxylesterase 2 (intestine, liver)	CES2	16q22.1-q22.3
4242	99	45	2.05	0.96	0.04	27403	429496	Bone morphogenetic protein receptor, type II (serine/threonine kinase)	BMPR2	2q33-q34
876	99	45	-1.15	0.57	0.04	27771	758495	ubiquitin-homology domain protein PIC1	UBL1	2q33
2974	99	45	-1.47	0.71	0.04	201712	759865	multimerin	MMRN	4q22
65	99	45	-0.94	0.46	0.04	201497	843134	prostatic binding protein	PBP	12
3514	98	45	-1.49	0.71	0.04	207788	324383	fibroblast growth factor 2 (basic)	FGF2	4q26-q27
1202	98	45	-1.33	0.66	0.04	201884	796680	solute carrier family 35 (CMP-sialic acid transporter), member 1	SLC35A1	6
6268	99	45	1.56	0.74	0.04	157668	28985	N-acetylgalactosaminidase, alpha-	NAGA	22q13-qter
7172	98	44	0.8	0.38	0.04	27888	978780	microtubule-associated protein 1B	MAP1B	5q13
6996	99	45	1.06	0.48	0.04	202132	79254	MHC class I region ORF	P5-1	6p21.3
2616	99	45	-0.53	0.25	0.04	209319	742595	CDK5=cell division protein kinase 5 (kinase PSSALRE)	CDK5	7q36
2214	94	43	1.25	0.55	0.04	200243	738899	mutS (E. coli) homolog 3	MSH3	5q11-q12
1881	99	45	0.63	0.29	0.04	28206	239799	MCM2=DNA replication licensing factor	MCM2	3q21
7205	98	45	0.79	0.32	0.04	28314	502761	Phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase	GART	21q22.11
2645	99	45	-1.1	0.53	0.04	202237	796341	chloride channel 3	CLCN3	4q33
3578	97	44	1.34	0.63	0.04	208912	429234	Trio=LAR transmembrane tyrosine phosphatase binding protein with a kinase domain and separate rac-specific and rho-specific guanine nucleotide exchange factor domains	TRIO	5p15.1-p14
2447	99	45	1.29	0.6	0.04	201349	824074	YY1 transcription factor	YY1	14q
1878	99	45	-1.72	0.83	0.04	28188	52408	ABR=guanine nucleotide regulatory protein	ABR	17p13.3
2341	99	45	1.24	0.58	0.04	27917	1048526	SOCS-2=STAT induced STAT inhibitor-2=CIS2	STATI2	12q
2159	99	45	1.11	0.52	0.04	202137	841352	RNA binding motif protein, X chromosome	RBMX	Xq26
5189	99	45	0.81	0.32	0.04	27230	300522	titin	TTN	2q24.3
5304	99	45	0.91	0.39	0.04	28840	47359	EDN-1=ETN=endothelin-1=secreted vasoconstrictor	EDN1	6p24.1
7137	94	43	1.66	0.8	0.04	27566	589749	TGF beta-1	TGFB1	19q13.2
4535	99	45	1.02	0.46	0.04	208685	302933	actin, alpha, cardiac muscle	ACTC	15q11-q14
672	99	45	-1.81	0.9	0.04	208715	263159	PL6 protein	PL6	3p21.3
727	99	45	0.84	0.42	0.04	202501	42076	TRK-fused gene	TFG	3q11-q12
1987	99	45	-1.15	0.58	0.04	201637	703964	inositol polyphosphate phosphatase-like 1	INPPL1	11q23
4197	99	45	-0.78	0.38	0.04	157326	2218314	EST
2925	99	45	-1.84	0.86	0.04	200750	261828	RAD50 (S. cerevisiae) homolog	RAD50	5q31
3369	99	45	0.75	0.36	0.04	157679	34255	catechol-O-methyltransferase	COMT	22q11.21
7494	99	45	0.49	0.23	0.04	202280	841698	exostoses (multiple) 1	EXT1	8q24.11-q24.13
7190	96	42	-1.81	0.89	0.04	28248	346550	MIP-1 alpha=LD78 alpha=pAT464=Small inducible cytokine A3=macrophage inflammatory protein (G0S19-1)=chemokine	SCYA3	17q11-q21
5257	99	45	0.66	0.32	0.04	28074	1410179	RAN=GTP-binding nuclear protein	RAN	6p21
4447	99	45	1.55	0.76	0.04	202773	206907	maternally expressed 3	MEG3	14q32
2322	95	44	0.45	0.22	0.04	27843	840856	Ferritin light chain	FTL	19q13.3-q13.4
6160	98	45	-0.81	0.4	0.04	27139		PMBP=progesterone membrane binding protein
3038	99	45	-1.33	0.66	0.04	207732	271989	ESTs, Weakly similar to KIAA0351 [H.sapiens]
263	99	45	-0.91	0.48	0.04	202481	199180	paraoxonase 3	PON3	7q21.3
6360	98	44	0.91	0.45	0.04	201815	950369	KIAA0225 protein	KIAA0225	7
1269	99	45	-0.97	0.48	0.04	156835	1454519	EST
4772	99	45	0.72	0.34	0.04	28167	135084	Ribonucleotide reductase M1 subunit (cytosolic)	RRM1	11p15.5
4825	99	45	0.67	0.32	0.04	28957	241029	ARK2=aurora-related kinase 2	STK12	17p13.1
4365	98	44	0.69	0.32	0.04	200617	44975	isopentenyl-diphosphate delta isomerase	IDI1	10pter-p15.1
6711	99	45	1.18	0.57	0.04	28365	108294	XRCC9=FA-G=DNA crosslinking repair protein=Mutated in Fanconis anemia G	FANCG	9p13
890	98	45	-0.86	0.45	0.04	27823	811669	alpha-galactosidase A	GLA	Xq22
4024	98	45	1.46	0.68	0.04	208007	243905	EST
2332	98	44	-1.57	0.77	0.04	27875	940909	Relaxin H1=peptide hormone that remodels the mammalian reproductive tract	RLN1	9pter-q12
7270	98	44	1.22	0.58	0.04	200812	48530	KIAA0449 protein	KIAA0449	1pter-q31.3
6949	99	45	0.72	0.34	0.04	208758	291057	p18-INK6=Cyclin-dependent kinase 6 inhibitor	CDKN2C	1p32
7571	97	43	-1.75	0.87	0.04	157263	2216415	ESTs
6405	98	44	2.1	1.02	0.04	205445	810962	Mov10 (Moloney leukemia virus 10, mouse) homolog	MOV10	1
429	98	44	-1.24	0.62	0.04	28109		EmptyWell
6003	94	42	0.82	0.39	0.04	209233	344430	OP-1=osteogenic protein in the TGF-beta family	BMP7	20q13
7064	99	45	-0.44	0.23	0.04	200288	42558	glycine amidinotransferase (L-arginine:glycine amidinotransferase)	GATM	15q11.2
874	99	45	-2.05	1.04	0.04	27755	744128	Autoimmunogenic cancer/testis antigen NY-ESO-1	CTAG1	Xq28
5200	99	45	-1.43	0.68	0.04	27264	323162	cdk2=Cyclin-dependent kinase 2	CDK2	12q13
7689	72	33	-0.78	0.39	0.04	28410	205633	MIP-1 beta=SCAY2=G-26=HC21=pAT 744=LAG-1=Act-2=H400=SIS-gamma=chemokine	SCYA4	17q21
6086	98	44	0.6	0.27	0.04	200255	196612	matrix metalloproteinase 12 (macrophage elastase)	MMP12	11q22.3
5032	99	45	0.89	0.44	0.04	208640	853938	dynein, cytoplasmic, light polypeptide	PIN	14q24
4766	97	45	-0.79	0.45	0.04	28143	730921	Glutathione S-transferase M3 (brain)	GSTM3	1p13.3
4160	98	44	-1.38	0.68	0.04	209599	78844	G protein coupled receptor interacting protein, complement-c1q tumor necrosis factor-related	ZSIG37	17q25.2
2771	97	45	0.66	0.32	0.04	26933	202961	CENP-F kinetochore protein=mitosin=cell-cycle-dependent 350K nuclear protein=AH antigen	CENPF	1q32-q41
6174	99	45	0.57	0.26	0.04	27575	594539	PBEF=pre-B cell enhancing factor	PBEF	7q22.1-7q31.33
4363	99	45	0.53	0.25	0.04	200613	204148	ribosomal protein S6 kinase, 90kD, polypeptide 3	RPS6KA3	Xp22.2-p22.1
2172	99	45	1.4	0.67	0.04	202187	897971	coatomer protein complex, subunit beta	COPB	11pter-p15.5
4207	97	43	-1	0.45	0.04	157358	2219171	EST
2411	99	45	0.67	0.32	0.04	157722	44537	small nuclear ribonucleoprotein polypeptides B and B1	SNRPB	20pter-p13
1084	92	41	-0.63	0.31	0.04	205548	289638	ESTs		5
5966	98	44	0.37	0.18	0.04	208415	588915	interferon, alpha-inducible protein 27	IFI27	14q32
3589	99	45	-0.39	0.2	0.04	209342	84880	CGI-10 protein	LOC51004	14q22.1-q22.3
2057	99	45	1.92	0.91	0.04	207681	134206	ESTs
4128	99	45	0.59	0.27	0.04	202467	785744	DKFZP586K0524 protein	DKFZP586K052	11
5270	98	45	-1.29	0.62	0.04	28124		EmptyWell
4223	99	45	0.67	0.33	0.04	27233	301377	CA150=putative transcription factor	TAF2S	5q31
14	95	42	-1.95	1	0.04	200531	140716	KIAA0265 protein	KIAA0265	7
5197	99	45	1.43	0.7	0.04	27258	320620	gamma-aminobutyraldehyde dehydrogenase	ALDH9A1	1q22-q23
2276	98	44	-0.39	0.2	0.04	27079	182930	Immunoglobulin alpha (1 or 2) heavy chain constant region
3232	99	45	-1.09	0.57	0.04	157513	2292676	EST
732	98	44	1.49	0.74	0.04	202523	135608	hypothetical protein FLJ20363	FLJ20363	3p24.3
508	98	44	-1.52	0.76	0.04	200659	113298	hypothetical protein FLJ23018	FLJ23018	X
7018	98	44	1.96	0.99	0.04	205104	175727	tumor necrosis factor receptor superfamily, member 12 (translocating chain-association membrane protein)	TNFRSF12	1p36.2
2869	98	45	1.24	0.59	0.04	28569	713382	PCTAIRE 1 serine/threonine protein kinase	PCTK1	Xp11.3-p11.23
2042	99	45	0.69	0.33	0.04	203007	307843	ESTs		8
4791	98	45	-1.44	0.69	0.04	28625	592498	clones 23920 and 23921 mRNA	SDCCAG8	1q42.11
6657	98	44	0.91	0.45	0.04	27285	324973	9G8 splicing factor	SFRS7	2p22-p21
5103	91	42	-0.55	0.28	0.04	202494	208413	hepsin (transmembrane protease, serine 1)	HPN	19q11-q13.2
5320	99	45	-0.9	0.47	0.04	28896	342349	NIK=serine/threonine protein kinase	MAP3K14	17q21
6043	99	45	0.87	0.43	0.04	202197	667883	pleckstrin homology-like domain, family A, member 1	PHLDA1	12q15
1562	99	45	-1.1	0.52	0.04	207348	771165	hypothetical protein FLJ14697	FLJ14697	7
6805	98	44	1.27	0.65	0.04	201270	262231	EST
2438	99	45	0.93	0.45	0.04	200827	193990	ATP-binding cassette, sub-family B (MDR/TAP), member 10	ABCB10	1q42
7278	97	43	0.98	0.5	0.04	200840	564846	nuclear matrix protein p84	P84	18
3889	99	45	-1.51	0.78	0.04	200549	341317	KIAA0222 gene product	KIAA0222	18q23
5846	98	44	2.32	1.14	0.04	201311	44164	amphiphysin (Stiff-Mann syndrome with breast cancer 128kD autoantigen)	AMPH	7p14-p13
3420	99	45	0.88	0.41	0.04	201372	840325	ubiquitin-like 4	UBL4	Xq28
843	99	45	0.69	0.34	0.05	27057	51894	RAN=GTP-binding nuclear protein	RAN	6p21
6778	99	45	1.65	0.84	0.05	200688	724052	MAD (mothers against decapentaplegic, Drosophila) homolog 6	MADH6	15q21-q22
5464	99	45	0.85	0.42	0.05	207672	120749	hypothetical protein FLJ13046 similar to exportin 4	FLJ13046	13q11
17	95	42	-1.94	1.01	0.05	200537	110653	chromosome 1 open reading frame 16	C1orf16	1q35
3480	97	44	0.58	0.28	0.05	202956	469924	phosphatidylcholine transfer protein	PCTP	17q21-q24
6411	99	45	1.39	0.7	0.05	205469	487172	uncharacterized bone marrow protein BM039	BM039	16q24
1233	98	45	-1.13	0.56	0.05	209506	49222	f-box and leucine-rich repeat protein 2	FBXL2	3p24.3
2056	99	45	0.94	0.48	0.05	203059	358675	casein kinase 1, epsilon	CSNK1E	22q13.1
6968	97	43	1.02	0.52	0.05	208832	162491	aquaporin 7	AQP7	9p13
4910	96	43	1.1	0.57	0.05	201532	85678	coagulation factor II (thrombin)	F2	11p11-q12
4428	98	45	0.83	0.4	0.05	201631	773332	integrin, alpha E (antigen CD103, human mucosal lymphocyte antigen 1; alpha polypeptide)	ITGAE	17p13
7160	99	45	1.41	0.69	0.05	27648	667961	Interferon alpha receptor=HuIFN-alpha-Rec=IFNAR=interferon alpha/beta receptor	IFNAR1	21q22.11
1326	99	45	-0.48	0.23	0.05	27248	306465	CLK-1=CDC-like kinase 1=PITSLRE alpha 1=galactosyltransferase associated protein kinase P58/GTA	CLK1	2q33
682	99	45	0.72	0.35	0.05	209131	745214	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 2	KDELR2	7p
753	84	40	-0.87	0.47	0.05	200105	186132	ELAM1=endothelial leukocyte adhesion molecule I	SELE	1q22-q25
2474	99	45	0.59	0.3	0.05	201739	814701	mitotic feedback control protein Madp2 homolog	MAD2L1	4q27
5316	98	44	-1.13	0.58	0.05	28888	49303	protein phosphatase 2A beta subunit	PPP2R2B	5q31-5q33
4329	96	43	-1.25	0.63	0.05	28813	41647	KIAA0283	PTPRT	20q12-q13
153	99	45	-0.65	0.33	0.05	207997	343731	Kruppel-like factor 2 (lung)	KLF2	19p13.13-p13.11
574	99	45	1.71	0.84	0.05	202747	345128	rhotekin	RTKN	2
771	98	45	-1.2	0.6	0.05	200177	245242	carboxypeptidase B2 (plasma, carboxypeptidase U)	CPB2	13q14.11
2637	99	45	-0.77	0.39	0.05	202209	758329	tryptophan rich basic protein	WRB	21q22.3
1956	99	45	1.38	0.68	0.05	200747	160838	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 2	SMARCC2	12q13-q14
7374	98	44	1.16	0.58	0.05	205448	810284	small fragment nuclease	DKFZP566E144	11q23.1-q23.2
1090	99	45	-1.12	0.59	0.05	207396	321574	KIAA1547 protein	KIAA1547	15
5350	97	45	0.79	0.38	0.05	201072	563444	guanine nucleotide binding protein (G protein), alpha stimulating activity polypeptide 1	GNAS1	20q13.2-q13.3
2245	98	44	-1.97	0.99	0.05	157150	2002258	ESTs
5337	98	45	-0.65	0.35	0.05	200638	341310	frizzled-related protein	FRZB	2qter
4597	98	44	-1.21	0.82	0.05	202509	214816	ESTs		2
193	98	45	-1.14	0.59	0.05	208929	796297	bile acid beta-glucosidase	KIAA1605	9
6756	58	25	1.01	0.46	0.05	150038	85259	heme oxygenase (decycling) 1	HMOX1	22q13.1
4190	98	44	-1.03	0.52	0.05	157288	2217108	EST
6726	92	40	-0.53	0.28	0.05	28527	283023	CX3CR1=chemokine (C-X3-C) receptor 1=fractalkine receptor mediating migration and adhesion of NK cells=G protein-coupled receptor V28=CMKBRL1=beta chemokine receptor-like 1	CX3CR1	3p21.3
7613	96	43	0.69	0.34	0.05	26950	124345	CENP-F kinetochore protein=mitosin=cell-cycle-dependent 350K nuclear protein=AH antigen	CENPF	1q32-q41
1678	99	45	-1.94	0.99	0.05	202048	712848	MADD=DENN=MAP kinase-activating death domain protein	MADD	11p11.2
5612	64	31	-1.02	0.54	0.05	200192	768296	phosphatidylinositol glycan, class A (paroxysmal nocturnal hemoglobinuria)
4508	98	44	0.83	0.41	0.05	208295	897177	ESTs, Highly similar to PMHUYB phosphoglycerate mutase [H.sapiens]
4405	99	45	0.37	0.18	0.05	201549	796646	ornithine decarboxylase 1	ODC1	2p25
6400	99	45	0.65	0.34	0.05	205423	1031744	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide	YWHAZ	2p25.2-p25.1
2370	98	44	-2.01	1.03	0.05	28798	268412	DBL proto-oncogene	MCF2	Xq27
7424	99	45	-0.49	0.27	0.05	208536	277423	doublecortin and CaM kinase-like 1	DCAMKL1	13q13-q14.1
6150	99	45	0.62	0.31	0.05	27095	195630	Topoisomerase II alpha (170kD)	TOP2A	17q21-q22
5667	97	44	-1.01	0.52	0.05	27014	149079	CCR9=CC chemokine receptor 9	CCBP2	3p21.3
7518	96	43	-1.01	0.51	0.05	205256	323968	KIAA0805 protein	KIAA0805	14q22.1-q23.3
6696	60	27	1	0.51	0.05	28023	1320300	LYL-1=helix-loop-helix transcription factor
628	97	45	1.38	0.67	0.05	207667	110393	Protein phosphatase 2 (formerly 2A)  regulatory subunit B (PR 72)	PPP2R3	3q23
7240	98	45	0.6	0.3	0.05	157689	37451	creatine kinase, brain	CKB	14q32
492	97	43	-0.54	0.29	0.05	200603	120881	RAB31, member RAS oncogene family	RAB31	18p11.3
1126	99	45	-0.83	0.43	0.05	208020	144808	hypothetical protein FLJ10659	FLJ10659	12q24
414	99	45	-1.16	0.62	0.05	28043	1350545	Spi-B transcription factor	SPIB	19q13.3-q13.4
4112	99	45	2.21	1.16	0.05	201919	811600	forkhead box J1	FOXJ1	17q22-17q25
5975	98	44	1.27	0.66	0.05	208445	244951	PP5=serine-threonine phosphatase	PPP5C	19q13.3
4879	99	45	2.29	1.2	0.05	200930	813591	peroxisomal acyl-CoA thioesterase 1	PTE1	20
3540	98	44	0.62	0.3	0.05	208476	855390	minichromosome maintenance deficient (mis5, S. pombe) 6	MCM6	2q21
5789	99	45	0.61	0.3	0.05	28938	42070	CD73=Ecto 5 nucleotidase	NT_5	6q14-q21
