ID	SYMBOL	DESCRIPTION	UNIGENE (189)	IMAGE ID	GENBANK	Fold Change	localfdr(%)
HSI128E07	SOD2	Superoxide dismutase 2, mitochondrial	Hs.487046	149279	BX106788	1.47	0.00
HSI044H12	ARHGAP15	Rho GTPase activating protein 15	Hs.171011	243539	BX094274	1.47	0.00
HSI061H04	ELTD1	EGF, latrophilin and seven transmembrane domain containing 1	Hs.132314	345051	BX112107	1.47	0.00
HSI094B04	EST	Transcribed locus	Hs.536735	2119876	BX107885	1.47	0.00
HSI166B03	MAN1A2	Mannosidase, alpha, class 1A, member 2	Hs.435938	786109	BX102058	1.47	0.00
HSI149F12	C10orf104	Chromosome 10 open reading frame 104	Hs.426296	266378	BX108214	1.47	0.00
HSI108F04	KLHL11	Kelch-like 11 (Drosophila)	Hs.13268	397637	BX092160	1.47	0.00
HSI090H05	NMI	N-myc (and STAT) interactor	Hs.54483	704532	BX113977	1.46	0.00
HSI154F02	TIA1	TIA1 cytotoxic granule-associated RNA binding protein	Hs.516075	289358	BX105084	1.46	0.00
HSI019F01	TNS3	Tensin 3	Hs.520814	132787	BX106179	1.46	0.00
HSI046G04	KYNU	Kynureninase (L-kynurenine hydrolase)	Hs.470126	252515	BX118102	1.46	0.00
HSI062H11	CA4	Carbonic anhydrase IV	Hs.89485	359250	BX098866	1.46	0.00
HSI056D10	DHRS3	Dehydrogenase/reductase (SDR family) member 3	Hs.289347	306537	BX105725	1.46	0.00
HSI062B03	RPL27A	Ribosomal protein L27a	Hs.523463	346521	BX093755	1.46	0.00
HSI150G11	PAFAH1B2	Platelet-activating factor acetylhydrolase, isoform Ib, beta subunit 30kDa	Hs.188501	270114	BX118105	1.46	0.00
HSI033E05	DGKZ	Diacylglycerol kinase, zeta 104kDa	Hs.502461	165780	BX115617	1.46	0.00
HSI146B01	BRD3	Bromodomain containing 3	Hs.522472	241416	BX108518	1.46	0.00
HSI116A09	C6orf148	Chromosome 6 open reading frame 147	Hs.433062	121625	BX113729	1.46	0.00
HSI116D03	EST	Transcribed locus		121070		1.46	0.00
HSI131B10	PRELP	Proline/arginine-rich end leucine-rich repeat protein	Hs.76494	160373	CR746084	1.45	0.00
HSI040G02	MPP1	Membrane protein, palmitoylated 1, 55kDa	Hs.496984	207947	BX109765	1.45	0.00
HSI181E02	MID1	Midline 1 (Opitz/BBB syndrome)	Hs.27695	897865	AA598640	1.45	0.00
HSI137H12	LOC401152	HCV F-transactivated protein 1	Hs.173705	197431	BX100916	1.45	0.00
HSI148C08	MGC26744	Hypothetical protein MGC26744	Hs.339646	250807	BX111920	1.45	0.00
HSI149A05	PSPC1	Paraspeckle component 1	Hs.213198	259159	BX105138	1.45	0.00
HSI098F04	ARHGEF3	Rho guanine nucleotide exchange factor (GEF) 3	Hs.476402	293745	BX111634	1.45	0.00
HSI153E08	DCP1A	DCP1 decapping enzyme homolog A (S. cerevisiae)	Hs.476353	284480	BX101875	1.45	0.07
HSI090F05	GIMAP6	GTPase, IMAP family member 6	Hs.105468	1757608	BX098893	1.45	0.00
HSI123C02	DICER1	Dicer1, Dcr-1 homolog (Drosophila)	Hs.87889	39083	BX090574	1.45	0.00
HSI089A09	KRT24	Keratin 24	Hs.87383	1712317	BX100314	1.45	0.00
HSI140H11	STIM1	Stromal interaction molecule 1	Hs.501735	208703	BX099056	1.45	0.00
HSI053G10	MGEA5	Meningioma expressed antigen 5 (hyaluronidase)	Hs.500842	298050	N69026	1.45	0.00
HSI015H02	ITM2B	Integral membrane protein 2B	Hs.446450	38123	CR740444	1.45	0.00
HSI151E09	FBN1	Fibrillin 1 (Marfan syndrome)	Hs.146447	276523	BX109241	1.45	0.00
HSI182E10	IGFBP3	Insulin-like growth factor binding protein 3	Hs.450230	898218	AA598601	1.45	0.00
HSI181A05	EPAS1	Endothelial PAS domain protein 1	Hs.468410	131979	R32440	1.45	0.00
HSI120H07	TCEA1	Transcription elongation factor A (SII), 1	Hs.491745	26531	BX102892	1.44	0.00
HSI146C04	PIK3R5	Phosphoinositide-3-kinase, regulatory subunit 5, p101	Hs.278901	241888	BX110541	1.44	0.00
HSI025F07	MAF	V-maf musculoaponeurotic fibrosarcoma oncogene homolog (avian)	Hs.134859	150548	BX089740	1.44	0.00
HSI081F12	ZFHX1B	Zinc finger homeobox 1b	Hs.34871	824109	BX101266	1.44	0.00
HSI076C06	ARHGAP12	Rho GTPase activating protein 12	Hs.499264	758056	BX108249	1.44	0.00
HSI159E10	ANKRD31	Ankyrin repeat domain 31	Hs.482533	359440	BX119806	1.44	0.00
HSI020A03	ECHDC1	Enoyl Coenzyme A hydratase domain containing 1	Hs.486410	131825	BX099655	1.44	0.00
HSI077F09	EGR2	Early growth response 2 (Krox-20 homolog, Drosophila)	Hs.1395	781017	BX108422	1.44	0.00
HSI127A04	FLJ25371	Hypothetical protein FLJ25371	Hs.415576	138813	BX112315	1.44	0.00
HSI001E09	ANXA5	Annexin A5	Hs.480653	66470	BX117629	1.44	0.00
HSI012G04	C1orf108	Chromosome 1 open reading frame 108	Hs.293563	29982	CR744256	1.44	0.00
HSI117E04	EST	Transcribed locus	Hs.268653	122913	BX091274	1.44	0.00
HSI039B10	FGL2	Fibrinogen-like 2	Hs.520989	203732	BX095475	1.44	0.00
HSI002C01	HECA	Headcase homolog (Drosophila)	Hs.197644	22579	BX090965	1.44	0.00
HSI161G10	EST	Transcribed locus	Hs.172119	731751	BX105531	1.44	0.00
HSI034C10	MAT2B	Methionine adenosyltransferase II, beta	Hs.54642	52746	BX103723	1.44	0.00
HSI165C10	PEAR1	Platelet endothelial aggregation receptor 1	Hs.142003	757323	BX090671	1.43	0.00
HSI158H06	SLC9A9	Solute carrier family 9 (sodium/hydrogen exchanger), member 9	Hs.302257	346586	BX119727	1.43	0.04
HSI033B11	SEPTIN15	15 kDa selenoprotein	Hs.362728	51486	BX110657	1.43	0.00
HSI028F03	LYSMD4	LysM, putative peptidoglycan-binding, domain containing 4	Hs.558635	44478	BX089404	1.43	0.00
HSI160H07	PLEKHH2	Pleckstrin homology domain containing, family H (with MyTH4 domain) member 2	Hs.164162	728054	BX117032	1.43	0.00
HSI082C08	ADA	Adenosine deaminase	Hs.255479	824678	BX104044	1.43	0.00
HSI030H12	DOCK2	Dedicator of cytokinesis 2	Hs.325528	48347	BX089838	1.43	0.00
HSI124C09	NAPA	N-ethylmaleimide-sensitive factor attachment protein, alpha	Hs.126938	37696	R61534	1.43	0.00
HSI082B05	MEOX2	Mesenchyme homeobox 2	Hs.527007	823709	BX090450	1.43	0.00
HSI021E02	ANXA4	Annexin A4	Hs.422986	138751	BX110594	1.43	0.00
HSI038D05	COL15A1	Collagen, type XV, alpha 1	Hs.409034	200763	BX090347	1.43	0.00
HSI174F08	TLR4	Toll-like receptor 4	Hs.174312	1724697	BX112257	1.43	0.00
HSI001E10	LAP3	Leucine aminopeptidase 3	Hs.479264	66476	BX095649	1.43	0.00
HSI040D05	RBMS1	RNA binding motif, single stranded interacting protein 1	Hs.470412	207351	BX114653	1.42	0.00
HSI130E10	FRMD6	FERM domain containing 6	Hs.434914	160100	BX100394	1.42	0.00
HSI125A12	EST	Transcribed locus		137786		1.42	0.00
HSI078F09	DACT1	Dapper, antagonist of beta-catenin, homolog 1 (Xenopus laevis)	Hs.48950	785457	BX112130	1.42	0.00
HSI149C08	EST	Transcribed locus	Hs.537004	258964	BX118727	1.42	0.00
HSI158D12	PTPRJ	Protein tyrosine phosphatase, receptor type, J	Hs.318547	343400	CR743203	1.42	0.00
HSI149E04	LOC285148	Hypothetical protein LOC285148	Hs.570177	262141	BX111993	1.42	0.00
HSI085D10	PDHA2	Pyruvate dehydrogenase (lipoamide) alpha 2	Hs.131361	1542260	BX110409	1.42	0.00
HSI011D09	GPRC5B	G protein-coupled receptor, family C, group 5, member B	Hs.148685	30018	BX094988	1.42	0.00
HSI023D03	GPR34	G protein-coupled receptor 34	Hs.495989	142865	BX091589	1.42	0.00
HSI108C01	INSM2	Insulinoma-associated 2	Hs.62813	381932	BX089149	1.41	0.00
HSI113H06	EST	Transcribed locus	Hs.586476	109517	BX114330	1.41	0.00
HSI011H09	DOCK10	Dedicator of cytokinesis 10	Hs.46578	31145	BX100241	1.41	0.00
HSI008B07	PLEK	Pleckstrin	Hs.468840	124911	BX103588	1.41	0.00
HSI152C03	EST	Transcribed locus	Hs.46669	280329	N47090	1.41	0.00
HSI166E05	STX6	Syntaxin 6	Hs.518417	795529	BX100212	1.41	0.00
HSI031H03	ITGB2	Integrin, beta 2 (antigen CD18 (p95), lymphocyte function-associated antigen 1; macrophage antigen 1 (mac-1) beta subunit)	Hs.375957	50503	BX099934	1.41	0.00
HSI181C08	DHRS3	Dehydrogenase/reductase (SDR family) member 3	Hs.289347	594630	AA171606	1.41	0.00
HSI052B02	NDP	Norrie disease (pseudoglioma)	Hs.522615	289576	BX109470	1.41	0.00
HSI094B06	MKL2	MKL/myocardin-like 2	Hs.49143	503214	BX091448	1.41	0.00
HSI158D01	DDX26B	DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 26B	Hs.496829	344165	BX119725	1.41	0.00
HSI035A11	PTRF	Polymerase I and transcript release factor	Hs.437191	179694	BX091196	1.41	0.07
HSI025B05	DAPK1	Death-associated protein kinase 1	Hs.380277	148084	BX089556	1.41	0.00
HSI020E11	ZA20D2	Zinc finger, A20 domain containing 2	Hs.406096	137405	BX104930	1.41	0.00
HSI026D07	RCOR3	REST corepressor 3	Hs.356399	150711	BX103052	1.41	0.00
HSI086C11	AP3S1	Adaptor-related protein complex 3, sigma 1 subunit	Hs.406191	1607112	BX101535	1.41	0.00
HSI028H02	DNAJC11	DnaJ (Hsp40) homolog, subfamily C, member 11	Hs.584935	44401	BX117004	1.41	0.00
HSI096G02	MS4A6E	Membrane-spanning 4-domains, subfamily A, member 6E	Hs.126580	2356763	BX094573	1.41	0.00
HSI001A09	PRKAR1A	Protein kinase, cAMP-dependent, regulatory, type I, alpha (tissue specific extinguisher 1)	Hs.280342	22599	BX102666	1.41	0.00
HSI129C11	HNRPD	Heterogeneous nuclear ribonucleoprotein D (AU-rich element RNA binding protein 1, 37kDa)	Hs.480073	148839	CR746181	1.41	0.00
HSI063C04	RGL1	Ral guanine nucleotide dissociation stimulator-like 1	Hs.497148	360212	BX089773	1.41	0.00
HSI055F07	ZNF537	Zinc finger protein 537	Hs.278436	298603	BX108200	1.41	0.00
HSI064E01	CTSO	Cathepsin O	Hs.75262	364651	BX113588	1.41	0.00
HSI038D08	FAM46A	Family with sequence similarity 46, member A	Hs.10784	200774	BX093088	1.40	0.00
HSI149B01	EST	Transcribed locus	Hs.174273	258026	BX090446	1.40	0.80
HSI001E06	NT5E	5-nucleotidase, ecto (CD73)	Hs.153952	21655	BX117470	1.40	0.00
HSI021F09	CASC4	Cancer susceptibility candidate 4	Hs.512867	138805	BX089235	1.40	0.00
HSI036B10	ITGAV	Integrin, alpha V (vitronectin receptor, alpha polypeptide, antigen CD51)	Hs.436873	187999	BX089463	1.40	0.00
HSI020C04	PRKRIR	Protein-kinase, interferon-inducible double stranded RNA dependent inhibitor, repressor of (P58 repressor)	Hs.503315	131881	BX089138	1.40	0.00
HSI037F05	CLEC1A	C-type lectin domain family 1, member A	Hs.29549	196577	BX106079	1.40	0.00
HSI020E09	USP15	Ubiquitin specific peptidase 15	Hs.434951	136304	BX105021	1.40	0.00
HSI037C04	ITM2A	Integral membrane protein 2A	Hs.17109	194117	BX108970	1.40	0.00
HSI146B06	LOC338914	Hypothetical LOC338914	Hs.142878	243347	BX094464	1.40	0.00
HSI060D12	FLJ11259	Hypothetical protein FLJ11259	Hs.525634	342902	BX097572	1.40	0.00
HSI154G02	SCIN	Scinderin	Hs.326941	292127	BX113542	1.40	0.00
HSI097G09	ZNF41	Zinc finger protein 41	Hs.496074	35543	BX106891	1.40	0.00
HSI088G06	NFE2L3	Nuclear factor (erythroid-derived 2)-like 3	Hs.404741	1706883	CR741027	1.40	0.08
HSI183G12	GPC6	Glypican 6	Hs.444329	796388	AA456147	1.40	0.00
HSI174F09	NFATC2	Nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2	Hs.356321	1733070	CR743347	1.40	0.00
HSI165A03	BLOC1S2	Biogenesis of lysosome-related organelles complex-1, subunit 2	Hs.34906	760246	BX099514	1.40	0.00
HSI038G04	ATF1	Activating transcription factor 1	Hs.435267	203184	BX102171	1.40	0.00
HSI165H07	PSEN1	Presenilin 1 (Alzheimer disease 3)	Hs.3260	768980	BX113763	1.40	0.00
HSI028A06	PSAP	Prosaposin (variant Gaucher disease and variant metachromatic leukodystrophy)	Hs.523004	156853	BX112824	1.40	0.00
HSI087G12	CLIC2	Chloride intracellular channel 2	Hs.54570	1647042	BX119152	1.40	0.00
HSI116A02	CYP3A5	Cytochrome P450, family 3, subfamily A, polypeptide 5 pseudogene 2	Hs.150276	122001	BX097094	1.40	0.00
HSI031E11	DDIT4L	DNA-damage-inducible transcript 4-like	Hs.480378	49203	BX091207	1.40	0.00
HSI164F04	BDH1	3-hydroxybutyrate dehydrogenase, type 1	Hs.274539	754369	BX118884	1.39	0.00
HSI005C05	ST3GAL5	ST3 beta-galactoside alpha-2,3-sialyltransferase 5	Hs.415117	120864	BX097059	1.39	0.00
HSI131F05	YTHDF3	YTH domain family, member 3	Hs.491861	43641	BX109681	1.39	0.00
HSI024A12	PLD1	Phospholipase D1, phosphatidylcholine-specific	Hs.478230	144705	CR736188	1.39	0.09
HSI062F03	FLJ22222	Hypothetical protein FLJ22222	Hs.567578	357865	BX116976	1.39	0.00
HSI145E04	DNAJC3	Hypothetical protein LOC144871	Hs.59214	239901	BX107627	1.39	0.00
HSI181G01	MATN4	Matrilin 4	Hs.278489	2240318	AI638341	1.39	0.00
HSI120D10	HDAC4	Histone deacetylase 4	Hs.20516	128779	BX108417	1.39	0.00
HSI156E05	TMEM37	Transmembrane protein 37	Hs.26216	304854	BX090423	1.39	0.00
HSI158H01	EGFL3	EGF-like-domain, multiple 3	Hs.56186	346691	BX102954	1.39	0.79
HSI043C02	ACVR1	Activin A receptor, type I	Hs.470316	233119	BX103933	1.39	0.00
HSI121A12	EST	Transcribed locus	Hs.246781	1625231	BX098672	1.39	0.00
HSI018C06	SNX3	Sorting nexin 3	Hs.12102	37753	BX110371	1.39	0.00
HSI078D10	CCPG1	Cell cycle progression 1	Hs.285051	788308	BX103410	1.39	0.00
HSI076D08	STAG2	Stromal antigen 2	Hs.496710	757003	BX098892	1.39	0.00
HSI070F07	BANK1	B-cell scaffold protein with ankyrin repeats 1	Hs.480400	727570	BX112689	1.39	0.00
HSI038H06	DDX5	DEAD (Asp-Glu-Ala-Asp) box polypeptide 5	Hs.279806	202694	BX113800	1.39	0.00
HSI154D12	CACNB4	Calcium channel, voltage-dependent, beta 4 subunit	Hs.120725	1584150	BX105660	1.39	0.10
HSI078F12	ZNF192	Zinc finger protein 192	Hs.57679	784623	BX107865	1.39	0.00
HSI064C03	STEAP1	Six transmembrane epithelial antigen of the prostate 1	Hs.61635	375682	BX103101	1.39	0.00
HSI153E06	FLJ39822	Hypothetical protein FLJ39822	Hs.293185	287528	BX111853	1.39	0.00
HSI154G01	EST	Transcribed locus		293264		1.39	0.00
HSI030A08	FEZ1	Fasciculation and elongation protein zeta 1 (zygin I)	Hs.224008	46305	BX091209	1.39	0.00
HSI001A10	RNF11	Ring finger protein 11	Hs.309641	22054	BX110632	1.39	0.00
HSI047D05	ACSL5	Acyl-CoA synthetase long-chain family member 5	Hs.11638	259577	BX118647	1.39	0.00
HSI129F03	KIAA1219	KIAA1219 protein	Hs.436705	150827	BX109813	1.39	0.00
HSI075G11	ITGB6	Integrin, beta 6	Hs.470399	759142	BX110513	1.39	0.63
HSI064B03	XLKD1	Extracellular link domain containing 1	Hs.246769	366836	BX114551	1.39	0.00
HSI154F06	FLJ14001	Hypothetical protein FLJ14001	Hs.570821	289787	CR744878	1.39	0.00
HSI029F08	JMJD1C	Jumonji domain containing 1C	Hs.413416	46286	BX103994	1.39	0.00
HSI018H11	HERC5	Hect domain and RLD 5	Hs.26663	37942	BX109618	1.39	0.00
HSI029F12	TRIM2	Tripartite motif-containing 2	Hs.435711	46812	BX111049	1.39	0.00
HSI064A08	EST	Transcribed locus	Hs.568847	365092	BX099164	1.39	0.00
HSI116B07	PTPRF	Protein tyrosine phosphatase, receptor type, F	Hs.272062	121287	BX108890	1.39	0.00
HSI097H08	C20orf155	Chromosome 20 open reading frame 155	Hs.224764	40882	BX112484	1.39	0.00
HSI040C07	THBD	Thrombomodulin	Hs.2030	207682	BX107590	1.39	0.00
HSI145F09	PDE5A	Phosphodiesterase 5A, cGMP-specific	Hs.370661	239691	BX090519	1.39	0.00
HSI131B09	AGPAT6	1-acylglycerol-3-phosphate O-acyltransferase 6 (lysophosphatidic acid acyltransferase, zeta)	Hs.355753	154214	BX093324	1.39	0.00
HSI053E06	MBP	Myelin basic protein	Hs.551713	294609	BX098495	1.38	0.00
HSI033F12	EST	Transcribed locus	Hs.585378	171986	BX099971	1.38	0.00
HSI073H04	BTN3A3	Butyrophilin, subfamily 3, member A3	Hs.167741	741736	BX095674	1.38	0.00
HSI166H01	C14orf103	Chromosome 14 open reading frame 103	Hs.168241	795342	BX104709	1.38	0.00
HSI051F05	PAG1	Phosphoprotein associated with glycosphingolipid microdomains 1	Hs.266175	282779	BX110839	1.38	0.00
HSI116D12	TTC17	Tetratricopeptide repeat domain 17	Hs.191186	121753	BX094399	1.38	0.00
HSI047H07	HRB2	HIV-1 Rev binding protein 2	Hs.584861	259057	BX095009	1.38	0.00
HSI056G07	NDUFA6	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 6, 14kDa	Hs.274416	306510	BX102110	1.38	0.00
HSI082D10	NOL11	Nucleolar protein 11	Hs.463936	825282	BX096417	1.38	0.00
HSI061D05	CIDEA	Cell death-inducing DFFA-like effector a	Hs.249129	344384	BX096387	1.38	0.00
HSI152E08	SMG1	PI-3-kinase-related kinase SMG-1	Hs.460179	277411	BX093065	1.38	0.00
HSI063E01	WBP5	WW domain binding protein 5	Hs.533287	362459	BX095420	1.38	0.00
HSI119H11	IRF2BP2	Interferon regulatory factor 2 binding protein 2	Hs.350268	127831	BX114511	1.38	0.00
HSI005E07	CASP1	Caspase 1, apoptosis-related cysteine peptidase (interleukin 1, beta, convertase)	Hs.2490	120106	BX091488	1.38	0.00
HSI020E06	CDYL	Chromodomain protein, Y-like	Hs.269092	137825	BX094040	1.38	0.00
HSI047G04	RAB32	RAB32, member RAS oncogene family	Hs.287714	264376	BX110835	1.38	0.00
HSI082E12	CDX1	Caudal type homeobox transcription factor 1	Hs.1545	881056	AI732197	1.38	0.00
HSI020C02	RASGRP3	RAS guanyl releasing protein 3 (calcium and DAG-regulated)	Hs.143674	133082	BX114300	1.38	0.00
HSI079A08	STAT1	Signal transducer and activator of transcription 1, 91kDa	Hs.470943	784749	BX098913	1.38	0.00
HSI132G11	KITLG	KIT ligand	Hs.1048	47428	BX109272	1.38	0.00
HSI126B12	FNDC3B	Fibronectin type III domain containing 3B	Hs.159430	141232	BX094041	1.38	0.00
HSI112E11	IPO9	Importin 9	Hs.497384	24672	BX107569	1.38	0.00
HSI048C06	IDH1	Isocitrate dehydrogenase 1 (NADP+), soluble	Hs.11223	263446	BX118032	1.38	0.00
HSI132B09	RBMS3	RNA binding motif, single stranded interacting protein	Hs.221436	46860	BX105959	1.38	0.00
HSI060E03	BTBD2	BTB (POZ) domain containing 2	Hs.465543	343294	BX099521	1.38	0.33
HSI122D08	MLSTD2	Male sterility domain containing 2	Hs.501991	35650	BX100881	1.38	0.00
HSI145D04	LOC200230	Similar to KIAA0386	Hs.372578	233392	BX111440	1.37	0.00
HSI061G05	PDE4DIP	Phosphodiesterase 4D interacting protein (myomegalin)	Hs.559117	347182	BX115587	1.37	0.00
HSI019G08	LHFP	Lipoma HMGIC fusion partner	Hs.507798	133323	BX112735	1.37	0.00
HSI154B05	EST	Transcribed locus	Hs.42746	283648	BX105501	1.37	0.00
HSI052C08	GALNT1	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 1 (GalNAc-T1)	Hs.514806	289702	BX115607	1.37	0.00
HSI120C02	STEAP2	Six transmembrane epithelial antigen of the prostate 2	Hs.489051	127977	BX099453	1.37	0.00
HSI033B03	RAPGEF4	Rap guanine nucleotide exchange factor (GEF) 4	Hs.470646	51682	BX093839	1.37	0.00
HSI038B12	SDHD	Succinate dehydrogenase complex, subunit D, integral membrane protein	Hs.356270	198767	H82781	1.37	0.00
HSI042D08	CSDA	Cold shock domain protein A	Hs.221889	222151	BX090484	1.37	0.00
HSI067D04	GRINL1A	Glutamate receptor, ionotropic, N-methyl D-aspartate-like 1A	Hs.437256	487968	BX092469	1.37	0.00
HSI144A11	C22orf8	Chromosome 22 open reading frame 8	Hs.265018	230196	BX103076	1.37	0.00
HSI121F04	EST	Transcribed locus	Hs.143134	29349	BX105026	1.37	0.00
HSI123E10	HNRPUL2	Heterogeneous nuclear ribonucleoprotein U-like 2	Hs.406377	39956	BX095180	1.37	0.00
HSI145B02	ZFX	Zinc finger protein, X-linked	Hs.370424	232854	BX113165	1.37	0.00
HSI005D02	AMPD3	Adenosine monophosphate deaminase (isoform E)	Hs.501890	120146	BX104911	1.37	0.00
HSI022B04	TMEM30A	Transmembrane protein 30A	Hs.108530	136708	BX114630	1.37	0.00
HSI147G12	GYPA	Glycophorin A (MNS blood group)	Hs.434973	245219	BX096014	1.37	0.00
HSI007D03	ACTR2	ARP2 actin-related protein 2 homolog (yeast)	Hs.393201	123504	BX114211	1.37	0.00
HSI078D04	KIAA1212	KIAA1212	Hs.292925	784096	BX107782	1.37	0.00
HSI158H03	MRFAP1L1	Morf4 family associated protein 1-like 1	Hs.518608	346775	BX109220	1.37	0.00
HSI023D07	TPP1	Tripeptidyl peptidase I	Hs.523454	145973	BX105514	1.37	0.00
HSI116G01	FBXO21	F-box protein 21	Hs.159699	122616	BX106820	1.37	0.00
HSI085B05	TLR1	Toll-like receptor 1	Hs.111805	1501821	BX093274	1.37	0.00
HSI034E05	ASAH1	N-acylsphingosine amidohydrolase (acid ceramidase) 1	Hs.527412	173599	BX112574	1.37	0.00
HSI068E06	SASH1	SAM and SH3 domain containing 1	Hs.193133	28345	BX113776	1.37	0.00
HSI122H04	PRPF40A	PRP40 pre-mRNA processing factor 40 homolog A (yeast)	Hs.298735	38505	BX109150	1.37	0.00
HSI116D07	GBF1	Golgi-specific brefeldin A resistance factor 1	Hs.290243	122187	BX090694	1.37	0.00
HSI102D09	GLTSCR2	Glioma tumor suppressor candidate region gene 2	Hs.421907	488927	BX107582	1.37	0.00
HSI067F03	RGC32	Response gene to complement 32	Hs.507866	487287	BX092179	1.37	0.00
HSI010F06	MEIS2	Meis1, myeloid ecotropic viral integration site 1 homolog 2 (mouse)	Hs.510989	28688	R40740	1.37	0.00
HSI097G07	FAIM2	Fas apoptotic inhibitory molecule 2	Hs.567424	166616	BX114989	1.36	0.07
HSI094A05	TM4SF19	Transmembrane 4 L six family member 19	Hs.135997	2109169	BX098544	1.36	0.00
HSI074F06	JAM2	Junctional adhesion molecule 2	Hs.517227	753386	BX089477	1.36	0.00
HSI022A08	GBP3	Guanylate binding protein 3	Hs.534284	137458	BX108799	1.36	0.00
HSI149G05	ZNF364	Zinc finger protein 364	Hs.523550	271672	BX119763	1.36	0.00
HSI021G03	RRAGC	Ras-related GTP binding C	Hs.532461	138897	BX093972	1.36	0.00
HSI076E10	ZAK	Sterile alpha motif and leucine zipper containing kinase AZK	Hs.444451	757764	BX116095	1.36	0.00
HSI041G09	MTHFD1L	Methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like	Hs.268698	212190	BX102478	1.36	0.00
HSI055E01	KCNJ8	Potassium inwardly-rectifying channel, subfamily J, member 8	Hs.102308	299202	BX115640	1.36	0.00
HSI028F09	TRAK1	Trafficking protein, kinesin binding 1	Hs.535711	43186	BX100988	1.36	0.11
HSI146F04	DKFZp686K16132	Similar to BMP2 inducible kinase	Hs.585163	243524	BX113672	1.36	0.00
HSI149C05	EST	Transcribed locus	Hs.371609	261930	BX089718	1.36	0.00
HSI003H05	FAM3C	Family with sequence similarity 3, member C	Hs.434053	109214	BX117673	1.36	0.00
HSI023E07	NBLA04196	Putative protein product of Nbla04196	Hs.260041	145638	BX094597	1.36	0.00
HSI055C09	CD8A	CD8 antigen, alpha polypeptide (p32)	Hs.85258	300973	N80692	1.36	0.00
HSI178E05	LOC441697	Similar to Rap2c-prov protein	Hs.147881	1837825	BX091607	1.36	0.00
HSI024A11	PLSCR1	Phospholipid scramblase 1	Hs.130759	144709	BX108166	1.36	0.00
HSI011C09	NUDT4	Nudix (nucleoside diphosphate linked moiety X)-type motif 4 pseudogene 2	Hs.506325	27985	BX118595	1.36	0.00
HSI167H06	EST	Transcribed locus	Hs.371680	810062	BX094664	1.36	0.00
HSI055B09	SLC35B3	Solute carrier family 35, member B3	Hs.285847	300044	BX095167	1.36	0.00
HSI183E12	B2M	Beta-2-microglobulin	Hs.534255	878798	AA670408	1.36	0.11
HSI121E10	UBE2E2	Ubiquitin-conjugating enzyme E2E 2 (UBC4/5 homolog, yeast)	Hs.475688	31669	BX100466	1.36	0.00
HSI010G04	PAK4	P21(CDKN1A)-activated kinase 4	Hs.20447	28775	BX100227	1.36	0.00
HSI001E05	ROCK2	Rho-associated, coiled-coil containing protein kinase 2	Hs.58617	21560	BX091170	1.36	0.00
HSI056B03	BDH2	3-hydroxybutyrate dehydrogenase, type 2	Hs.124696	305619	BX111001	1.35	0.00
HSI106E05	ECM2	Extracellular matrix protein 2, female organ and adipocyte specific	Hs.117060	2440562	BX092094	1.35	0.01
HSI020D05	TFAP2A	Transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	Hs.519880	136207	BX097101	1.35	0.00
HSI061E05	RIPK4	Receptor-interacting serine-threonine kinase 4	Hs.517310	344854	BX116669	1.35	0.00
HSI061D09	PIM1	Pim-1 oncogene	Hs.81170	345561	W73893	1.35	0.06
HSI002B02	SPOCK1	Sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 1	Hs.567340	21615	BX089983	1.35	0.00
HSI182G12	VEGFC	Vascular endothelial growth factor C	Hs.435215	45138	H07899	1.35	0.00
HSI030B11	ANKIB1	Ankyrin repeat and IBR domain containing 1	Hs.83293	45495	CR741805	1.35	0.00
HSI134A03	ITPR1	Inositol 1,4,5-triphosphate receptor, type 1	Hs.567295	51352	BX105895	1.35	0.00
HSI149E03	LOC344595	Hypothetical LOC344595	Hs.450057	262028	BX104437	1.35	0.00
HSI010H03	VPS35	Vacuolar protein sorting 35 (yeast)	Hs.454528	27286	BX116152	1.35	0.00
HSI064B01	DLX6	Distal-less homeobox 6	Hs.249196	376040	BX115138	1.35	0.00
HSI152B07	TRIM56	Tripartite motif-containing 56	Hs.521092	279155	CR738579	1.35	0.00
HSI061E09	PLCL2	Phospholipase C-like 2	Hs.202010	345607	BX094637	1.35	0.04
HSI161D08	IRF1	Interferon regulatory factor 1	Hs.436061	741080	BX099146	1.35	0.00
HSI028C04	SNED1	Sushi, nidogen and EGF-like domains 1	Hs.471834	155744	BX093656	1.35	0.71
HSI012A12	TM4SF18	Transmembrane 4 L six family member 18	Hs.22026	31675	BX103454	1.35	0.00
HSI182F12	COL1A2	Collagen, type I, alpha 2	Hs.489142	839991	AA490172	1.35	0.00
HSI138D01	PICALM	Phosphatidylinositol binding clathrin assembly protein	Hs.163893	197141	BX090304	1.35	0.00
HSI154E06	ST3GAL2	ST3 beta-galactoside alpha-2,3-sialyltransferase 2	Hs.368611	292689	BX090390	1.35	0.00
