Probe set	UG	Symbol	Title	Fold Increase	P-value	Adj. P-value
96223_at	Mm.28733	Mitc1	MAD homolog 4 interacting transcription coactivator 1	2.96	0.0308	0.152
95518_at	Mm.25311	1810015C04Rik	RIKEN cDNA 1810015C04 gene	2.92	0.0340	0.176
92510_at	Mm.186146	Jag2	Jagged 2	2.92	0.0171	0.053
98586_at	Mm.290407	Nap1l1	Nucleosome assembly protein 1-like 1	2.92	0.0425	0.178
100124_r_at	Mm.263396	Itgb1	Integrin beta 1 (fibronectin receptor beta)	2.91	0.0122	0.086
100466_f_at	Mm.4923	Iqcf4	IQ motif containing F4	2.89	0.0392	0.188
160428_at	Mm.292637	Suclg2	Succinate-Coenzyme A ligase, GDP-forming, beta subunit	2.87	0.0424	0.187
102657_at	Mm.1347	Hlx1	H2.0-like homeo box 1 (Drosophila)	2.86	0.0162	0.115
94356_at	Mm.215389	Trp53bp1	Transformation related protein 53 binding protein 1	2.85	0.0046	0.066
160768_at	Mm.28101	D030056L22	Hypothetical protein D030056L22	2.85	0.0390	0.201
160480_at	Mm.258771	Ptprs	Protein tyrosine phosphatase, receptor type, S	2.84	0.0167	0.121
97593_f_at	Mm.339755	Fliih	Flightless I homolog (Drosophila)	2.84	0.0427	0.195
101957_f_at	Mm.277779	Parp1	Poly (ADP-ribose) polymerase family, member 1	2.82	0.0040	0.031
161085_r_at	Unknown	Unknown	Unknown	2.82	0.0066	0.066
160312_at	Mm.28858	Cklfsf6	Chemokine-like factor super family 6	2.82	0.0017	0.037
93839_at	Mm.246990	Rtn3	Reticulon 3	2.81	0.0363	0.116
94007_at	Mm.196508	Morf4l1	Mortality factor 4 like 1	2.79	0.0080	0.090
95092_at	Mm.331389	Ppp3ca	Protein phosphatase 3, catalytic subunit, alpha isoform	2.79	0.0343	0.170
160834_at	Mm.153684	Sertad1	SERTA domain containing 1	2.79	0.0003	0.014
99961_s_at	Mm.267410	Cdc2l1	Cell division cycle 2-like 1	2.79	0.0324	0.148
101664_at	Mm.6957	Rps3a	Ribosomal protein S3a	2.76	0.0023	0.041
93705_at	Mm.86425	Chrnb1	Cholinergic receptor, nicotinic, beta polypeptide 1 (muscle)	2.75	0.0078	0.087
96286_at	Mm.289795	Ubap1	Ubiquitin-associated protein 1	2.75	0.0027	0.049
102794_at	Mm.1401	Cxcr4	Chemokine (C-X-C motif) receptor 4	2.75	0.0037	0.051
104263_at	Mm.276096	9330177P20Rik	RIKEN cDNA 9330177P20 gene	2.75	0.0375	0.078
101680_at	Mm.305750	Rpl27a	Ribosomal protein L27a	2.74	0.0002	0.012
98530_at	Unknown	Unknown	Unknown	2.74	0.0211	0.101
100089_at	Mm.4587	Ppic	Peptidylprolyl isomerase C	2.74	0.0439	0.217
93698_at	Mm.8575	Sox13	SRY-box containing gene 13	2.72	0.0294	0.173
101255_at	Mm.371592	Ubb	Ubiquitin B	2.72	0.0008	0.023
93030_at	Unknown	Rps27a	Ribosomal protein S27a	2.72	0.0017	0.039
101213_at	Mm.5286	Arbp	Acidic ribosomal phosphoprotein P0	2.72	0.0029	0.051
92581_at	Mm.10530	Acadm	Acetyl-Coenzyme A dehydrogenase, medium chain	2.71	0.0024	0.047
98588_at	Mm.3798	Fah	Fumarylacetoacetate hydrolase	2.70	0.0362	0.196
101573_f_at	Mm.305750	Rpl27a	Ribosomal protein L27a	2.69	0.0001	0.009
161636_r_at	Mm.259022	Plk3	Polo-like kinase 3 (Drosophila)	2.69	0.0186	0.108
92655_at	Mm.244825	Gcnt1	Glucosaminyl (N-acetyl) transferase 1, core 2	2.68	0.0155	0.061
103029_at	Mm.1605	Pdcd4	Programmed cell death 4	2.66	0.0012	0.030
100423_f_at	Mm.277403	Stat5a	Signal transducer and activator of transcription 5A	2.65	0.0059	0.069
98333_at	Mm.371578	Rps18	Ribosomal protein S18	2.64	0.0070	0.084
92872_at	Mm.288114	1200016B17Rik	RIKEN cDNA 1200016B17 gene	2.64	0.0361	0.180
93318_at	Mm.18503	Ninj1	Ninjurin 1	2.61	0.0484	0.214
92852_at	Mm.193099	Fn1	Fibronectin 1	2.60	0.0319	0.146
98495_at	Mm.275511	5033414D02Rik	RIKEN cDNA 5033414D02 gene	2.60	0.0320	0.180
97843_at	Unknown	1110034E15Rik	RIKEN cDNA 1110034E15 gene	2.59	0.0123	0.083
97920_at	Mm.370290	Krt2-7	Keratin complex 2, basic, gene 7	2.58	0.0044	0.029
160588_at	Mm.139115	Zfp131	Zinc finger protein 131	2.57	0.0493	0.195
160385_at	Mm.258462	Gcsh	Glycine cleavage system protein H (aminomethyl carrier)	2.56	0.0187	0.134
94845_at	Mm.245357	5730454B08Rik	RIKEN cDNA 5730454B08 gene	2.53	0.0390	0.202
93089_at	Mm.260084	Eif4a2	Eukaryotic translation initiation factor 4A2	2.53	0.0093	0.093
99616_s_at	Mm.245938	0610040D20Rik	RIKEN cDNA 0610040D20 gene	2.53	0.0490	0.227
94882_at	Mm.355034	D9Wsu20e	DNA segment, Chr 9, Wayne State University 20, expressed	2.52	0.0204	0.146
94548_at	Mm.271975	Mfsd1	Major facilitator superfamily domain containing 1	2.52	0.0245	0.120
92787_at	Mm.12459	Ankrd10	Ankyrin repeat domain 10	2.51	0.0047	0.068
102789_at	Mm.272747	Gata2	GATA binding protein 2	2.51	0.0015	0.037
160091_at	Mm.315962	Pgam1	Phosphoglycerate mutase 1	2.51	0.0137	0.118
99566_at	Mm.4222	Tpi1	Triosephosphate isomerase 1	2.49	0.0028	0.040
101697_f_at	Unknown	Unknown	Unknown	2.49	0.0314	0.166
101515_at	Mm.356689	Acox1	Acyl-Coenzyme A oxidase 1, palmitoyl	2.48	0.0107	0.087
101449_at	Unknown	Unknown	Unknown	2.46	0.0315	0.178
103018_at	Mm.15868	MGI:1929095	Vesicle docking protein	2.46	0.0455	0.222
162397_r_at	Unknown	Unknown	Unknown	2.45	0.0200	0.101
99592_f_at	Mm.291799	Rdh11	Retinol dehydrogenase 11	2.43	0.0198	0.130
100734_at	Mm.290899	Rpl3	Ribosomal protein L3	2.43	0.0010	0.028
96240_at	Mm.196630	D15Ertd405e	DNA segment, Chr 15, ERATO Doi 405, expressed	2.42	0.0027	0.035
94835_f_at	Mm.246377	Tubb2	Tubulin, beta 2	2.42	0.0043	0.017
162269_at	Mm.156895	Smyd2	SET and MYND domain containing 2	2.42	0.0054	0.039
95758_at	Mm.193096	Scd2	Stearoyl-Coenzyme A desaturase 2	2.42	0.0085	0.094
104385_i_at	Unknown	Unknown	Unknown	2.42	0.0103	0.054
97077_f_at	Mm.246990	Rtn3	Reticulon 3	2.41	0.0008	0.006
92848_at	Mm.13694	Oat	Ornithine aminotransferase	2.41	0.0011	0.017
101843_at	Mm.8538	Sh2bpsm1	SH2-B PH domain containing signaling mediator 1	2.41	0.0055	0.051
99159_at	Mm.41656	Ppif	Peptidylprolyl isomerase F (cyclophilin F)	2.40	0.0067	0.062
161181_f_at	Mm.3994	Dusp16	Dual specificity phosphatase 16	2.40	0.0087	0.091
99978_s_at	Mm.311337	Mapk14	Mitogen activated protein kinase 14	2.40	0.0179	0.135
92310_at	Mm.380	Plk2	Polo-like kinase 2 (Drosophila)	2.39	0.0145	0.124
101932_at	Mm.945	Ptpre	Protein tyrosine phosphatase, receptor type, E	2.39	0.0178	0.108
100422_i_at	Mm.277403	Stat5a	Signal transducer and activator of transcription 5A	2.39	0.0204	0.132
96335_at	Mm.29974	Mrpl38	Mitochondrial ribosomal protein L38	2.38	0.0125	0.102
95709_at	Mm.29703	Vkorc1	Vitamin K epoxide reductase complex, subunit 1	2.38	0.0288	0.171
95155_at	Mm.271578	Znrf1	Zinc and ring finger 1	2.36	0.0176	0.135
95702_at	Mm.296158	1300006C19Rik	RIKEN cDNA 1300006C19 gene	2.35	0.0446	0.213
104572_at	Mm.233082	Zcchc6	Zinc finger, CCHC domain containing 6	2.35	0.0001	0.010
93987_f_at	Mm.371630	3110001N18Rik	RIKEN cDNA 3110001N18 gene	2.35	0.0179	0.136
97384_at	Mm.194536	Gmfg	Glia maturation factor, gamma	2.34	0.0006	0.020
104195_at	Mm.353612	5730408K05Rik	RIKEN cDNA 5730408K05 gene	2.34	0.0315	0.068
92598_at	Mm.249096	Atp6v1b2	ATPase, H+ transporting, V1 subunit B, isoform 2	2.34	0.0399	0.188
93596_i_at	Mm.20841	Atp5e	ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit	2.33	<0.0001	0.004
93841_at	Mm.21617	D3Ertd194e	DNA segment, Chr 3, ERATO Doi 194, expressed	2.33	0.0007	0.024
97217_at	Mm.220328	Ahcyl1	S-adenosylhomocysteine hydrolase-like 1	2.33	0.0212	0.063
92642_at	Mm.1186	Car2	Carbonic anhydrase 2	2.33	0.0275	0.169
102332_at	Mm.271898	Ulk1	Unc-51 like kinase 1 (C. elegans)	2.32	0.0117	0.110
103594_at	Mm.19973	Fbxl15	F-box and leucine-rich repeat protein 15	2.32	0.0250	0.096
98065_at	Mm.180546	Ormdl3	ORM1-like 3 (S. cerevisiae)	2.31	0.0004	0.004
160657_at	Unknown	Unknown	Unknown	2.31	0.0006	0.023
104409_at	Mm.2879	Grik5	Glutamate receptor, ionotropic, kainate 5 (gamma 2)	2.31	0.0371	0.194
103010_at	Mm.157360	2610005L07Rik	RIKEN cDNA 2610005L07 gene	2.31	0.0375	0.178
92847_s_at	Mm.249225	M6pr	Mannose-6-phosphate receptor, cation dependent	2.30	0.0044	0.063
103398_at	Unknown	Unknown	Unknown	2.29	0.0463	0.158
160072_at	Mm.12553	Rfc3	Replication factor C (activator 1) 3	2.29	0.0487	0.226
99133_at	Mm.4114	Slc3a2	Solute carrier family 3 (activators of dibasic and neutral amino acid transport), member 2	2.27	0.0039	0.062
95415_f_at	Mm.333375	C1r	Complement component 1, r subcomponent	2.25	0.0008	0.018
103459_at	Mm.21688	Slc39a6	Solute carrier family 39 (metal ion transporter), member 6	2.25	0.0453	0.215
97483_at	Mm.309019	Rpl19	Ribosomal protein L19	2.24	0.0025	0.050
93819_at	Unknown	Unknown	Unknown	2.24	0.0026	0.050
93274_at	Mm.1761	Clk1	CDC-like kinase 1	2.23	0.0130	0.117
161514_at	Mm.282158	Cct5	Chaperonin subunit 5 (epsilon)	2.23	0.0336	0.171
94881_at	Mm.195663	Cdkn1a	Cyclin-dependent kinase inhibitor 1A (P21)	2.23	0.0072	0.086
103990_at	Mm.248335	Fosb	FBJ osteosarcoma oncogene B	2.23	0.0212	0.109
160230_at	Mm.27396	Cox17	Cytochrome c oxidase, subunit XVII assembly protein homolog (yeast)	2.22	0.0143	0.078
93976_at	Mm.26135	Cab39	Calcium binding protein 39	2.22	0.0306	0.032
162123_f_at	Mm.265060	Slc19a1	Solute carrier family 19 (sodium/hydrogen exchanger), member 1	2.22	0.0010	0.031
94068_at	Mm.300281	Rps19	Ribosomal protein S19	2.21	0.0003	0.015
161846_r_at	Mm.241355	Mag	Myelin-associated glycoprotein	2.20	0.0009	0.030
94766_at	Mm.138471	Eef1a1	Eukaryotic translation elongation factor 1 alpha 1	2.20	0.0063	0.075
93731_at	Mm.20943	Fkbp9	FK506 binding protein 9	2.19	0.0333	0.178
95004_at	Mm.321828	Luc7l	Luc7 homolog (S. cerevisiae)-like	2.18	0.0300	0.178
97200_f_at	Mm.249110	Snrpe	Small nuclear ribonucleoprotein E	2.18	0.0314	0.177
103559_at	Mm.19111	Prkaca	Protein kinase, cAMP dependent, catalytic, alpha	2.18	0.0489	0.084
96147_at	Mm.268010	Mafg	V-maf musculoaponeurotic fibrosarcoma oncogene family, protein G (avian)	2.18	0.0077	0.091
161989_f_at	Mm.20396	Crat	Carnitine acetyltransferase	2.18	0.0237	0.091
93714_f_at	Unknown	LOC436489	Similar to MHC class I-alpha	2.17	0.0031	0.055
95418_at	Mm.293316	Rasl11b	RAS-like, family 11, member B	2.17	0.0382	0.108
102105_f_at	Mm.1008	Ptgds	Prostaglandin D2 synthase (brain)	2.16	0.0079	0.075
93970_at	Mm.222328	Ipo7	Importin 7	2.16	0.0146	0.108
162181_f_at	Unknown	Unknown	Unknown	2.16	0.0138	0.108
97681_f_at	Mm.347436	Gstm3	Glutathione S-transferase, mu 3	2.15	0.0001	0.010
94818_at	Mm.259191	Ogt	O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase)	2.14	0.0037	0.060
162220_r_at	Mm.278554	1700014P03Rik	RIKEN cDNA 1700014P03 gene	2.14	0.0043	0.058
93773_f_at	Mm.259036	Zfp265	Zinc finger protein 265	2.14	0.0355	0.118
96744_at	Mm.101368	Acp6	Acid phosphatase 6, lysophosphatidic	2.13	0.0486	0.026
160249_at	Mm.371590	Tpd52	Tumor protein D52	2.13	0.0127	0.118
94371_at	Mm.260177	Pld2	Phospholipase D2	2.13	0.0474	0.172
99660_f_at	Mm.43786	Cox7c	Cytochrome c oxidase, subunit VIIc	2.12	0.0269	0.142
92887_at	Mm.1457	Ddah2	Dimethylarginine dimethylaminohydrolase 2	2.12	0.0328	0.070
97448_at	Mm.273765	MGC65558	Similar to phosphatidylserine decarboxylase	2.11	<0.0001	0.006
161532_f_at	Mm.290810	2610304G08Rik	RIKEN cDNA 2610304G08 gene	2.11	0.0145	0.125
97297_at	Mm.273087	Pcp4l1	Purkinje cell protein 4-like 1	2.11	0.0193	0.081
162422_r_at	Unknown	Unknown	Unknown	2.11	0.0007	0.014
99778_at	Unknown	Unknown	Unknown	2.11	0.0028	0.050
98369_f_at	Unknown	LOC232532	Similar to IgE-binding protein	2.11	0.0419	0.184
104151_at	Mm.200763	Lrch4	Leucine-rich repeats and calponin homology (CH) domain containing 4	2.10	0.0043	0.065
98086_r_at	Mm.353967	Unknown	Transcribed locus, strongly similar to XP_344538.1 similar to 40S ribosomal protein S28 [Rattus norvegicus]	2.10	0.0007	0.020
96812_at	Mm.29279	Smo	Smoothened homolog (Drosophila)	2.10	0.0493	0.231
162457_f_at	Mm.196110	Hba-a1	Hemoglobin alpha, adult chain 1	2.09	0.0362	0.097
97594_r_at	Mm.339755	Fliih	Flightless I homolog (Drosophila)	2.09	0.0068	0.046
161758_r_at	Mm.202774	Rbm9	RNA binding motif protein 9	2.08	0.0001	0.008
96307_s_at	Mm.140568	1100001I22Rik	RIKEN cDNA 1100001I22 gene	2.08	0.0027	0.052
101580_at	Mm.197728	Cox7b	Cytochrome c oxidase subunit VIIb	2.08	0.0058	0.078
93990_at	Mm.21740	Hnrph1	Heterogeneous nuclear ribonucleoprotein H1	2.08	0.0087	0.093
161149_r_at	Mm.68157	Slc23a3	Solute carrier family 23 (nucleobase transporters), member 3	2.07	0.0133	0.119
160377_at	Mm.24083	Tardbp	TAR DNA binding protein	2.07	0.0223	0.145
96087_at	Mm.196933	Mgat1	Mannoside acetylglucosaminyltransferase 1	2.06	0.0016	0.023
94146_at	Mm.244263	Ccl4	Chemokine (C-C motif) ligand 4	2.06	0.0155	0.125
92457_at	Mm.41984	E130201N16Rik	RIKEN cDNA E130201N16 gene	2.05	0.0096	0.088
99645_at	Mm.43640	4921506J03Rik	RIKEN cDNA 4921506J03 gene	2.04	0.0304	0.172
160888_at	Mm.4479	Reps1	RalBP1 associated Eps domain containing protein	2.04	0.0426	0.213
103055_r_at	Mm.16533	Polr2a	Polymerase (RNA) II (DNA directed) polypeptide A	2.04	0.0094	0.085
104487_at	Unknown	Unknown	Unknown	2.04	0.0309	0.165
98532_at	Mm.332693	Cdk2ap1	CDK2 (cyclin-dependent kinase 2)-associated protein 1	2.04	0.0061	0.072
162401_f_at	Mm.29357	MGI:1919030	Myo-inositol 1-phosphate synthase A1	2.04	0.0079	0.068
94058_r_at	Mm.267377	Scd1	Stearoyl-Coenzyme A desaturase 1	2.04	0.0267	0.112
98066_r_at	Mm.3444	Brd2	Bromodomain containing 2	2.03	0.0068	0.046
101292_f_at	Unknown	Unknown	Unknown	2.02	0.0082	0.051
161816_r_at	Mm.275766	MGI:1929253	Glycolipid transfer protein	2.02	0.0019	0.038
97541_f_at	Mm.33263	H2-D1	Histocompatibility 2, D region locus 1	2.02	0.0372	0.155
95647_f_at	Unknown	Unknown	Unknown	2.01	0.0228	0.157
162440_r_at	Unknown	Unknown	Unknown	2.00	0.0001	0.007
104410_at	Mm.143813	Midn	Midnolin	2.00	0.0003	0.017
94084_at	Mm.109930	Cdc26	Cell division cycle 26	2.00	0.0204	0.149
93973_at	Mm.21671	Eif3s9	Eukaryotic translation initiation factor 3, subunit 9 (eta)	2.00	0.0280	0.162
161996_f_at	Unknown	Unknown	Unknown	1.99	0.0149	0.097
160686_at	Mm.22379	5730555F13Rik	RIKEN cDNA 5730555F13 gene	1.99	0.0198	0.114
96025_g_at	Mm.330692	Ahcy	S-adenosylhomocysteine hydrolase	1.99	0.0210	0.145
97174_r_at	Unknown	LOC436489	Similar to MHC class I-alpha	1.99	0.0108	0.095
98426_at	Mm.358666	Ppt2	Palmitoyl-protein thioesterase 2	1.99	0.0172	0.121
96125_at	Mm.271809	Daxx	Fas death domain-associated protein	1.98	0.0113	0.106
102000_f_at	Mm.334206	Uqcrc2	Ubiquinol cytochrome c reductase core protein 2	1.98	0.0314	0.183
99929_at	Mm.4336	Ext2	Exostoses (multiple) 2	1.98	0.0189	0.085
102060_at	Mm.10409	Golga4	Golgi autoantigen, golgin subfamily a, 4	1.98	0.0438	0.217
92838_at	Mm.289707	Fscn1	Fascin homolog 1, actin bundling protein (Strongylocentrotus) purpuratus)	1.97	0.0129	0.119
95444_at	Mm.243797	4930579A11Rik	RIKEN cDNA 4930579A11 gene	1.97	0.0180	0.136
160815_at	Mm.157591	BC032204	CDNA sequence BC032204	1.96	0.0004	0.018
104650_at	Mm.255464	Ache	Acetylcholinesterase	1.96	0.0006	0.017
93271_s_at	Mm.125770	Gnas	GNAS (guanine nucleotide binding protein, alpha stimulating) complex locus	1.96	0.0055	0.075
95755_at	Mm.299604	Csda	Cold shock domain protein A	1.96	0.0001	0.011
161680_r_at	Unknown	Unknown	Unknown	1.96	0.0015	0.037
101073_at	Mm.271854	Lrp1	Low density lipoprotein receptor-related protein 1	1.96	0.0306	0.181
102131_f_at	Mm.24765	Rnf20	Ring finger protein 20	1.96	0.0364	0.161
98083_at	Mm.275036	Copeb	Core promoter element binding protein	1.95	0.0042	0.033
160307_at	Mm.117037	Pi4k2a	Phosphatidylinositol 4-kinase type 2 alpha	1.95	0.0098	0.071
161722_f_at	Mm.282351	Gstm5	Glutathione S-transferase, mu 5	1.95	0.0175	0.078
161052_r_at	Unknown	Unknown	Unknown	1.95	0.0006	0.021
101854_r_at	Unknown	Unknown	Unknown	1.94	0.0003	0.016
99591_i_at	Mm.291799	Rdh11	Retinol dehydrogenase 11	1.94	0.0015	0.028
97262_at	Unknown	Unknown	Unknown	1.94	0.0339	0.187
101067_at	Mm.196635	Mrpl24	Mitochondrial ribosomal protein L24	1.93	0.0032	0.013
101061_at	Mm.7091	Ssr2	Signal sequence receptor, beta	1.93	0.0327	0.185
161227_r_at	Unknown	Unknown	Unknown	1.93	0.0009	0.018
162423_f_at	Mm.784	Nbr1	Neighbor of Brca1 gene 1	1.93	0.0035	0.055
160801_at	Mm.29247	Pqlc1	PQ loop repeat containing 1	1.93	0.0296	0.172
161960_f_at	Mm.246436	6720463E02Rik	RIKEN cDNA 6720463E02 gene	1.92	0.0036	0.038
102126_at	Unknown	Rps12	Ribosomal protein S12	1.92	0.0140	0.124
100599_at	Mm.641	Atf4	Activating transcription factor 4	1.92	0.0050	0.046
162347_f_at	Mm.2608	Bgn	Biglycan	1.92	0.0383	0.204
94889_at	Mm.266767	Vapa	Vesicle-associated membrane protein, associated protein A	1.91	0.0166	0.133
98478_at	Mm.3527	Ccng2	Cyclin G2	1.91	0.0390	0.133
92632_at	Mm.288630	Calm3	Calmodulin 3	1.91	0.0421	0.162
161143_r_at	Mm.24680	Dnpep	Aspartyl aminopeptidase	1.90	0.0013	0.030
160885_at	Mm.246869	8430423A01Rik	RIKEN cDNA 8430423A01 gene	1.90	0.0021	0.028
100051_at	Mm.295284	Stom	Stomatin	1.90	0.0279	0.115
162030_r_at	Mm.196558	Selenbp1	Selenium binding protein 1	1.90	0.0293	0.167
94517_r_at	Mm.2899	Penk1	Preproenkephalin 1	1.90	0.0153	0.116
102776_at	Mm.13437	Usp38	Ubiquitin specific protease 38	1.89	0.0087	0.085
94076_i_at	Mm.22130	Rpn2	Ribophorin II	1.89	0.0096	0.106
161696_f_at	Mm.331907	C77080	Expressed sequence C77080	1.89	0.0113	0.090
160724_at	Mm.305921	Usp49	Ubiquitin specific protease 49	1.89	0.0350	0.159
97264_r_at	Mm.216227	Csnk1d	Casein kinase 1, delta	1.89	0.0012	0.024
104053_at	Mm.211229	Trio	Triple functional domain (PTPRF interacting)	1.89	0.0121	0.102
96732_at	Mm.28891	Wdr40a	WD repeat domain 40A	1.88	0.0439	0.221
102371_at	Mm.119	Nr4a1	Nuclear receptor subfamily 4, group A, member 1	1.88	0.0138	0.123
162292_r_at	Mm.183076	2510039O18Rik	RIKEN cDNA 2510039O18 gene	1.87	0.0002	0.015
160162_at	Mm.271711	Tagln2	Transgelin 2	1.87	0.0019	0.040
96071_at	Mm.292027	Rps25	Ribosomal protein S25	1.87	0.0132	0.122
101422_at	Mm.314887	Fnbp4	Formin binding protein 4	1.87	0.0483	0.224
98437_at	Mm.34405	Casp3	Caspase 3, apoptosis related cysteine protease	1.86	0.0002	0.014
162178_r_at	Mm.28207	Zcchc7	Zinc finger, CCHC domain containing 7	1.85	0.0020	0.040
97509_f_at	Mm.265716	Fgfr1	Fibroblast growth factor receptor 1	1.85	0.0160	0.079
100396_i_at	Unknown	Unknown	Unknown	1.85	0.0186	0.113
94367_at	Mm.280895	Umpk	Uridine monophosphate kinase	1.84	0.0103	0.103
161302_r_at	Mm.46360	Reg2	Regenerating islet-derived 2	1.84	0.0336	0.167
101008_at	Mm.270511	Tcerg1	Transcription elongation regulator 1 (CA150)	1.84	0.0377	0.195
161506_r_at	Mm.21414	Ccs	Copper chaperone for superoxide dismutase	1.83	<0.0001	0.006
162077_f_at	Mm.193096	Scd2	Stearoyl-Coenzyme A desaturase 2	1.83	0.0296	0.173
95696_at	Mm.267692	Txnl2	Thioredoxin-like 2	1.82	0.0154	0.124
94433_at	Mm.46754	Slc38a2	Solute carrier family 38, member 2	1.81	0.0477	0.188
161664_at	Mm.30052	Mrpl50	Mitochondrial ribosomal protein L50	1.81	0.0002	0.015
162316_f_at	Mm.22633	Dgat1	Diacylglycerol O-acyltransferase 1	1.81	0.0011	0.037
103427_at	Mm.214746	Fbxl3	F-box and leucine-rich repeat protein 3	1.81	0.0143	0.104
99631_f_at	Mm.43415	Cox6a1	Cytochrome c oxidase, subunit VI a, polypeptide 1	1.81	0.0002	0.016
161823_r_at	Mm.30246	Cd151	CD151 antigen	1.81	0.0027	0.030
101827_at	Mm.82669	Hpvc2	Human papillomavirus 18 E5 central sequence motif gene 2	1.80	0.0009	0.029
162190_r_at	Mm.324695	D15Ertd735e	DNA segment, Chr 15, ERATO Doi 735, expressed	1.80	0.0112	0.071
162114_f_at	Mm.305921	Usp49	Ubiquitin specific protease 49	1.80	0.0306	0.170
96546_r_at	Mm.103427	A730042J05Rik	RIKEN cDNA A730042J05 gene	1.79	0.0004	0.022
161759_r_at	Mm.1593	Lcat	Lecithin cholesterol acyltransferase	1.79	0.0018	0.042
162006_r_at	Mm.235123	Immt	Inner membrane protein, mitochondrial	1.79	0.0227	0.152
161615_f_at	Mm.185026	Map3k11	Mitogen activated protein kinase kinase kinase 11	1.79	0.0092	0.100
162490_f_at	Unknown	Unknown	Unknown	1.78	0.0152	0.115
97472_at	Mm.222536	Slc25a17	Solute carrier family 25 (mitochondrial carrier, peroxisomal membrane protein), member 17	1.78	0.0444	0.118
93293_at	Mm.329243	Calm2	Calmodulin 2	1.78	0.0170	0.120
162415_f_at	Mm.177551	Cant1	Calcium activated nucleotidase 1	1.78	0.0225	0.157
103495_at	Mm.130260	5730419I09Rik	RIKEN cDNA 5730419I09 gene	1.78	0.0315	0.179
96633_s_at	Mm.27218	Morf4l2	Mortality factor 4 like 2	1.78	0.0320	0.159
162356_r_at	Mm.29070	1810042K04Rik	RIKEN cDNA 1810042K04 gene	1.77	<0.0001	0.004
95057_at	Mm.29151	Herpud1	Homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1	1.77	0.0014	0.026
100756_r_at	Unknown	Unknown	Unknown	1.77	0.0049	0.026
96495_at	Mm.253067	Myt1l	Myelin transcription factor 1-like	1.77	0.0088	0.095
161301_f_at	Mm.341434	Lgals9	Lectin, galactose binding, soluble 9	1.77	0.0188	0.049
161625_r_at	Mm.28465	Lrp10	Low-density lipoprotein receptor-related protein 10	1.76	0.0016	0.045
102370_at	Mm.46019	Dhrs8	Dehydrogenase/reductase (SDR family) member 8	1.76	0.0050	0.062
98119_at	Unknown	Rpl30	Ribosomal protein L30	1.76	0.0141	0.124
96113_at	Mm.172411	D18Wsu98e	DNA segment, Chr 18, Wayne State University 98, expressed	1.76	0.0169	0.138
162238_r_at	Mm.21297	Shkbp1	Sh3kbp1 binding protein 1	1.76	0.0017	0.040
99701_f_at	Unknown	Sprr2b	Small proline-rich protein 2B	1.75	0.0102	0.108
96073_at	Mm.2651	Dpf2	D4, zinc and double PHD fingers family 2	1.75	0.0189	0.147
96358_at	Mm.295618	Rps23	Ribosomal protein S23	1.75	0.0028	0.056
160489_at	Mm.255332	Tnfaip2	Tumor necrosis factor, alpha-induced protein 2	1.75	0.0001	0.012
162100_r_at	Mm.24670	Tcta	T-cell leukemia translocation altered gene	1.75	0.0009	0.031
100515_at	Mm.5241	Furin	Furin (paired basic amino acid cleaving enzyme)	1.75	0.0050	0.060
95740_at	Mm.183043	2300003P22Rik	RIKEN cDNA 2300003P22 gene	1.75	0.0113	0.078
101490_at	Mm.7884	Hbld2	HESB like domain containing 2	1.75	0.0187	0.123
104056_at	Mm.258985	D16Bwg1543e	DNA segment, Chr 16, Brigham & Womens Genetics 1543 expressed	1.74	0.0073	0.094
104284_at	Mm.323925	5031439G07Rik	RIKEN cDNA 5031439G07 gene	1.74	0.0093	0.099
161913_r_at	Unknown	Unknown	Unknown	1.74	0.0097	0.106
161456_f_at	Unknown	Unknown	Unknown	1.73	0.0171	0.092
161767_r_at	Mm.287443	Mrps18a	Mitochondrial ribosomal protein S18A	1.73	0.0168	0.118
162125_f_at	Mm.331	Ubc	Ubiquitin C	1.73	0.0173	0.140
162227_r_at	Mm.1393	Ung	Uracil-DNA glycosylase	1.73	0.0390	0.167
102134_f_at	Mm.10314	Atp5g2	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit c (subunit 9), isoform 2	1.73	0.0063	0.075
101971_at	Mm.333157	2500002L14Rik	RIKEN cDNA 2500002L14 gene	1.73	0.0280	0.057
102098_at	Unknown	Unknown	Unknown	1.72	0.0012	0.031
101754_f_at	Mm.57083	Sprr2g	Small proline-rich protein 2G	1.71	0.0007	0.031
99336_at	Mm.5291	Rps5	Ribosomal protein S5	1.71	0.0080	0.099
93738_at	Mm.21002	Slc2a1	Solute carrier family 2 (facilitated glucose transporter), member 1	1.71	0.0233	0.155
92970_at	Mm.5	Hoxa10	Homeo box A10	1.71	0.0219	0.151
94810_at	Mm.142822	Ewsr1	Ewing sarcoma breakpoint region 1	1.71	0.0022	0.044
161522_i_at	Mm.4263	Cst3	Cystatin C	1.71	0.0152	0.097
161042_at	Mm.4512	Cbr3	Carbonyl reductase 3	1.70	0.0010	0.029
162247_r_at	Mm.24245	Tcea2	Transcription elongation factor A (SII), 2	1.70	0.0024	0.052
