Probe set	UG	Symbol	Title	Fold Increase	P-value	Adj. P-value
92262_at	Mm.35705	Wig1	Wild-type p53-induced gene 1	3.78	0.0268	0.167
98084_at	Mm.139700	Arl2bp	ADP-ribosylation factor-like 2 binding protein	3.76	0.0050	0.061
96778_at	Mm.29061	Rrs1	RRS1 ribosome biogenesis regulator homolog (S. cerevisiae)	3.76	0.0384	0.161
104302_f_at	Mm.330424	Commd9	COMM domain containing 9	3.75	0.0144	0.120
99078_at	Mm.294975	1110033C18Rik	RIKEN cDNA 1110033C18 gene	3.74	0.0173	0.126
97865_g_at	Mm.28327	2510049I19Rik	RIKEN cDNA 2510049I19 gene	3.74	0.0096	0.097
100528_at	Mm.332967	Ube2h	Ubiquitin-conjugating enzyme E2H	3.74	0.0002	0.007
160596_at	Mm.46424	1110030J09Rik	RIKEN cDNA 1110030J09 gene	3.68	0.0043	0.057
103359_at	Mm.282641	BC004636	CDNA sequence BC004636	3.68	0.0060	0.074
96296_at	Unknown	Unknown	Unknown	3.68	0.0211	0.130
101469_at	Mm.288980	Nedd9	Neural precursor cell expressed, developmentally down-regulated gene 9	3.67	<0.0001	0.004
160186_at	Mm.24197	C030004A17Rik	RIKEN cDNA C030004A17 gene	3.67	0.0398	0.204
104244_at	Mm.258986	Mark2	MAP/microtubule affinity-regulating kinase 2	3.66	<0.0001	0.003
101448_at	Mm.7919	Hgs	HGF-regulated tyrosine kinase substrate	3.66	0.0474	0.220
100133_at	Mm.370182	Fyn	Fyn proto-oncogene	3.62	0.0027	0.048
97424_at	Mm.291014	Arl6ip5	ADP-ribosylation factor-like 6 interacting protein 5	3.62	0.0062	0.070
103578_at	Mm.290868	Tom1	Target of myb1 homolog (chicken)	3.61	0.0311	0.178
102272_at	Mm.34693	Cd160	CD160 antigen	3.60	0.0312	0.178
97691_at	Unknown	Unknown	Unknown	3.60	<0.0001	0.001
96127_at	Mm.200373	Sgpl1	Sphingosine phosphate lyase 1	3.59	0.0045	0.050
103596_at	Mm.291235	Dgka	Diacylglycerol kinase, alpha	3.59	0.0070	0.055
94129_at	Mm.32405	Unknown	3 days neonate thymus cDNA, RIKEN full-length enriched library, clone:A630024N11 product:unclassifiable, full insert sequence	3.58	0.0471	0.224
104405_at	Mm.25788	4633402D15Rik	RIKEN cDNA 4633402D15 gene	3.58	0.0141	0.119
97867_at	Mm.28328	Hsd11b1	Hydroxysteroid 11-beta dehydrogenase 1	3.57	0.0002	0.009
93008_at	Mm.248188	Lsm4	LSM4 homolog, U6 small nuclear RNA associated (S. cerevisiae)	3.57	0.0131	0.110
92575_at	Mm.10433	Aip	Aryl-hydrocarbon receptor-interacting protein	3.57	0.0157	0.125
102104_f_at	Unknown	Unknown	Unknown	3.56	0.0249	0.115
97841_at	Mm.295670	1500016L11Rik	RIKEN cDNA 1500016L11 gene	3.56	0.0464	0.203
160625_f_at	Mm.282641	BC004636	CDNA sequence BC004636	3.56	0.0473	0.223
96352_at	Mm.30003	2400001E08Rik	RIKEN cDNA 2400001E08 gene	3.55	0.0056	0.034
104683_at	Mm.245522	Ankrd17	Ankyrin repeat domain 17	3.55	0.0064	0.057
101926_at	Mm.347478	Pim2	Proviral integration site 2	3.54	0.0196	0.142
102368_at	Mm.1182	2610208E05Rik	RIKEN cDNA 2610208E05 gene	3.53	<0.0001	0.005
160294_at	Mm.28452	Snapc2	Small nuclear RNA activating complex, polypeptide 2	3.52	0.0339	0.137
160349_at	Mm.29646	Cndp2	CNDP dipeptidase 2 (metallopeptidase M20 family)	3.50	0.0281	0.142
96533_at	Unknown	Unknown	Unknown	3.49	0.0344	0.185
96109_at	Mm.26938	Klf2	Kruppel-like factor 2 (lung)	3.47	0.0008	0.007
102929_s_at	Mm.1658	Flt3l	FMS-like tyrosine kinase 3 ligand	3.44	0.0018	0.035
96931_at	Unknown	Unknown	Unknown	3.44	0.0125	0.061
96158_at	Mm.287208	BC017133	CDNA sequence BC017133	3.44	0.0268	0.167
93699_at	Mm.859	Polg2	Polymerase (DNA directed), gamma 2, accessory subunit	3.44	0.0344	0.184
104212_at	Mm.217027	Lrpprc	Leucine-rich PPR-motif containing	3.42	0.0021	0.042
161005_at	Mm.28129	5730420B22Rik	RIKEN cDNA 5730420B22 gene	3.39	0.0136	0.102
92483_g_at	Mm.138913	Fmnl1	Formin-like 1	3.39	0.0188	0.135
99149_at	Mm.176695	Trim59	Tripartite motif-containing 59	3.38	0.0147	0.122
96187_at	Mm.260938	Pkp4	Plakophilin 4	3.36	0.0113	0.096
96529_at	Mm.82680	Ap1gbp1	AP1 gamma subunit binding protein 1	3.36	0.0225	0.148
93799_at	Mm.200407	AI316787	Expressed sequence AI316787	3.35	0.0030	0.052
92778_i_at	Unknown	Unknown	Unknown	3.35	0.0109	0.091
97550_at	Mm.259829	Hdac7a	Histone deacetylase 7A	3.35	0.0340	0.120
102850_at	Mm.251115	Tnk2	Tyrosine kinase, non-receptor, 2	3.34	0.0166	0.090
97761_f_at	Mm.193478	Klra13	Killer cell lectin-like receptor subfamily A, member 13	3.31	0.0043	0.060
96069_at	Mm.287397	Akr7a5	Aldo-keto reductase family 7, member A5 (aflatoxin aldehyde reductase)	3.30	0.0472	0.223
104669_at	Mm.3233	Irf7	Interferon regulatory factor 7	3.29	0.0069	0.074
100713_at	Mm.251482	Zfp617	Zinc finger protein 617	3.29	0.0399	0.202
94989_at	Mm.244179	Herc1	Hect (homologous to the E6-AP (UBE3A) carboxyl terminus) domain and RCC1 (CHC1)-like domain (RLD) 1	3.28	0.0198	0.135
104120_at	Mm.21978	5330431N19Rik	RIKEN cDNA 5330431N19 gene	3.27	0.0104	0.099
96023_at	Mm.274894	Vac14	Vac14 homolog (S. cerevisiae)	3.27	0.0262	0.161
160232_at	Mm.27446	St6galnac4	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 4	3.26	0.0307	0.175
92608_at	Mm.196484	Csrp1	Cysteine and glycine-rich protein 1	3.26	0.0274	0.167
92941_at	Mm.373755	1110054M08Rik	RIKEN cDNA 1110054M08 gene	3.24	0.0006	0.020
161558_f_at	Mm.25788	4633402D15Rik	RIKEN cDNA 4633402D15 gene	3.23	<0.0001	0.000
94376_s_at	Mm.149071	Mre11a	Meiotic recombination 11 homolog A (S. cerevisiae)	3.23	0.0430	0.214
98037_at	Mm.290035	Hbxip	Hepatitis B virus x interacting protein	3.21	0.0456	0.160
161327_f_at	Mm.336955	Rpl10a	Ribosomal protein L10A	3.21	0.0007	0.022
96650_at	Mm.252034	Auh	AU RNA binding protein/enoyl-coenzyme A hydratase	3.21	0.0097	0.100
97430_at	Mm.30087	Slc37a4	Solute carrier family 37 (glycerol-6-phosphate transporter), member 4	3.21	0.0030	0.050
98465_f_at	Mm.212870	Ifi204	Interferon activated gene 204	3.21	0.0173	0.112
103970_at	Mm.350789	Arid3b	AT rich interactive domain 3B (Bright like)	3.20	0.0061	0.075
104415_at	Mm.234965	Foxp1	Forkhead box P1	3.16	0.0178	0.081
101442_f_at	Mm.7800	Itpr5	Inositol 1,4,5-triphosphate receptor 5	3.14	0.0271	0.027
160212_at	Mm.25806	Ttc4	Tetratricopeptide repeat domain 4	3.13	0.0135	0.057
99033_at	Mm.347546	Itpk1	Inositol 1,3,4-triphosphate 5/6 kinase	3.13	<0.0001	0.007
100513_at	Mm.277236	Ddef1	Development and differentiation enhancing	3.12	0.0022	0.042
94304_at	Mm.265347	Anxa6	Annexin A6	3.12	0.0182	0.135
104443_at	Mm.2932	Ccr7	Chemokine (C-C motif) receptor 7	3.11	0.0007	0.024
102350_at	Mm.11285	Adprhl2	ADP-ribosylhydrolase like 2	3.11	0.0289	0.170
102878_at	Mm.149	Rad52	RAD52 homolog (S. cerevisiae)	3.11	0.0358	0.174
96219_at	Mm.271819	1810031K02Rik	RIKEN cDNA 1810031K02 gene	3.08	<0.0001	0.001
104742_at	Mm.24679	Mgst2	Microsomal glutathione S-transferase 2	3.08	<0.0001	0.003
103861_s_at	Mm.282122	D7Wsu128e	DNA segment, Chr 7, Wayne State University 128, expressed	3.06	0.0337	0.178
102915_at	Mm.1614	F2rl1	Coagulation factor II (thrombin) receptor-like 1	3.05	0.0376	0.198
92835_at	Mm.13036	Cml1	Camello-like 1	3.05	0.0095	0.097
104762_r_at	Mm.330109	Crsp8	Cofactor required for Sp1 transcriptional activation, subunit 8	3.04	0.0079	0.062
104164_at	Mm.71514	Tysnd1	Trypsin domain containing 1	3.04	0.0128	0.096
99505_at	Mm.262447	Rab4b	RAB4B, member RAS oncogene family	3.02	0.0268	0.165
102340_at	Mm.289150	Mina	Myc induced nuclear antigen	3.00	0.0245	0.158
93880_at	Mm.200692	Eomes	Eomesodermin homolog (Xenopus laevis)	2.99	0.0115	0.109
103638_at	Mm.52297	Fnbp1	Formin binding protein 1	2.97	0.0001	0.005
161346_f_at	Mm.226595	Prss19	Protease, serine, 19 (neuropsin)	2.94	0.0023	0.032
95737_at	Mm.288737	1200015A19Rik	RIKEN cDNA 1200015A19 gene	2.94	0.0160	0.125
96185_at	Mm.209294	Ap3d1	Adaptor-related protein complex 3, delta 1 subunit	2.94	0.0486	0.227
160955_at	Mm.305237	2010309E21Rik	RIKEN cDNA 2010309E21 gene	2.93	0.0462	0.151
160413_at	Mm.3304	Nsg2	Neuron specific gene family member 2	2.92	<0.0001	0.005
104176_at	Mm.116833	Aak1	AP2 associated kinase 1	2.92	0.0034	0.054
98930_at	Mm.28668	Cope	Coatomer protein complex, subunit epsilon	2.92	0.0224	0.152
100084_at	Mm.277812	Vil2	Villin 2	2.90	0.0127	0.084
104525_at	Mm.23018	2810423O19Rik	RIKEN cDNA 2810423O19 gene	2.90	0.0134	0.113
103386_at	Mm.277878	Pte1	Peroxisomal acyl-CoA thioesterase 1	2.90	0.0014	0.035
95593_at	Mm.171335	Golph2	Golgi phosphoprotein 2	2.88	0.0036	0.042
99147_at	Mm.273147	Znhit1	Zinc finger, HIT domain containing 1	2.88	0.0477	0.224
104645_at	Mm.29466	Klf7	Kruppel-like factor 7 (ubiquitous)	2.88	0.0008	0.025
104687_at	Mm.33065	Edg6	Endothelial differentiation, G-protein-coupled receptor 6	2.87	0.0413	0.183
160241_at	Unknown	Unknown	Unknown	2.86	0.0093	0.097
97929_r_at	Mm.278997	Psmd9	Proteasome (prosome, macropain) 26S subunit, non-ATPase, 9	2.83	0.0121	0.107
102741_at	Mm.316628	Adar	Adenosine deaminase, RNA-specific	2.83	0.0083	0.089
102128_f_at	Mm.87062	Mrps25	Mitochondrial ribosomal protein S25	2.82	0.0483	0.217
99851_at	Mm.38193	Zfp292	Zinc finger protein 292	2.82	0.0335	0.156
99166_at	Mm.347369	0610012G03Rik	RIKEN cDNA 0610012G03 gene	2.80	0.0311	0.177
162047_f_at	Unknown	Unknown	Unknown	2.80	0.0398	0.195
101072_at	Mm.259516	Eif4ebp2	Eukaryotic translation initiation factor 4E binding protein 2	2.78	0.0317	0.178
99119_at	Mm.329655	Cfl1	Cofilin 1, non-muscle	2.77	0.0003	0.014
93915_at	Mm.897	Pou2af1	POU domain, class 2, associating factor 1	2.77	0.0150	0.125
102969_at	Mm.268347	0610025P10Rik	RIKEN cDNA 0610025P10 gene	2.75	0.0413	0.049
94067_at	Mm.229110	Dcps	Decapping enzyme, scavenger	2.75	0.0366	0.159
95355_at	Mm.46247	Agtrap	Angiotensin II, type I receptor-associated protein	2.73	0.0210	0.138
94111_r_at	Mm.334577	D10627	CDNA sequence D10627	2.73	0.0024	0.046
96899_at	Mm.340095	Ndufs3	NADH dehydrogenase (ubiquinone) Fe-S protein 3	2.73	0.0093	0.090
97762_f_at	Mm.193478	Klra13	Killer cell lectin-like receptor subfamily A, member 13	2.72	0.0032	0.052
97013_f_at	Mm.271671	Cyba	Cytochrome b-245, alpha polypeptide	2.70	0.0050	0.034
104662_at	Mm.3180	Tnfrsf18	Tumor necrosis factor receptor superfamily, member 18	2.69	0.0170	0.128
104526_at	Mm.2305	Tcfeb	Transcription factor EB	2.68	0.0323	0.161
94248_at	Mm.290086	Ap1m1	Adaptor-related protein complex AP-1, mu subunit 1	2.67	0.0198	0.145
102884_at	Mm.15105	Inpp5d	Inositol polyphosphate-5-phosphatase D	2.67	0.0204	0.015
94982_f_at	Mm.27278	Nme3	Expressed in non-metastatic cells 3	2.66	0.0012	0.022
160804_at	Mm.233855	Eif2b5	Eukaryotic translation initiation factor 2B, subunit 5 epsilon	2.63	0.0001	0.005
97386_at	Mm.212469	MGI:2662729	ES neuronal differentiation 2	2.62	0.0009	0.025
100569_at	Mm.238343	Anxa2	Annexin A2	2.62	0.0429	0.188
94945_at	Mm.291716	Commd5	COMM domain containing 5	2.62	0.0167	0.120
97164_at	Mm.26040	2610207P08Rik	RIKEN cDNA 2610207P08 gene	2.61	0.0183	0.137
101686_at	Unknown	Unknown	Unknown	2.59	0.0190	0.134
102040_at	Mm.10193	Gprk6	G protein-coupled receptor kinase 6	2.58	0.0025	0.031
96322_at	Mm.29945	Edf1	Endothelial differentiation-related factor 1	2.58	0.0014	0.011
96847_at	Mm.30028	Vps28	Vacuolar protein sorting 28 (yeast)	2.57	0.0311	0.096
103866_at	Unknown	Unknown	Unknown	2.57	0.0003	0.014
100954_at	Mm.6461	Hrb	HIV-1 Rev binding protein	2.56	0.0025	0.031
102952_g_at	Mm.218009	Cradd	CASP2 and RIPK1 domain containing adaptor with death domain	2.56	0.0102	0.104
102029_at	Mm.10137	Il16	Interleukin 16	2.55	0.0353	0.184
162182_f_at	Mm.302496	Kcnab2	Potassium voltage-gated channel, shaker-related subfamily, beta member 2	2.55	0.0303	0.046
101684_r_at	Mm.358638	Srst	Simple repeat sequence-containing transcript	2.54	<0.0001	0.005
101560_at	Mm.274926	Emb	Embigin	2.54	0.0055	0.061
93923_at	Mm.289627	Atxn7l3	Ataxin 7-like 3	2.54	0.0189	0.139
96668_at	Mm.27393	Timm17b	Translocator of inner mitochondrial membrane 17b	2.54	0.0387	0.198
160076_at	Mm.292613	Mtx2	Metaxin 2	2.54	0.0004	0.018
162202_f_at	Mm.3233	Irf7	Interferon regulatory factor 7	2.54	0.0005	0.018
95908_at	Mm.24399	Klra1	Killer cell lectin-like receptor, subfamily A, member 1	2.54	0.0251	0.162
92817_at	Mm.12864	1190002L16Rik	RIKEN cDNA 1190002L16 gene	2.53	0.0396	0.157
93869_s_at	Mm.358577	Bcl2a1a	B-cell leukemia/lymphoma 2 related protein A1a	2.53	0.0054	0.070
161083_at	Mm.248296	A130052D22	RIKEN cDNA A430105I05 gene	2.51	0.0447	0.202
103319_at	Mm.17640	Psmd10	Proteasome (prosome, macropain) 26S subunit, non-ATPase, 10	2.49	0.0107	0.096
92666_at	Mm.4462	Sh3bp1	SH3-domain binding protein 1	2.49	0.0118	0.050
104123_at	Mm.22025	Fcho1	FCH domain only 1	2.48	0.0290	0.132
94295_at	Unknown	Unknown	Unknown	2.48	0.0041	0.062
98373_at	Mm.353643	Ms4a4c	Membrane-spanning 4-domains, subfamily A, member 4C	2.48	0.0131	0.118
104710_at	Mm.2443	Bak1	BCL2-antagonist/killer 1	2.47	0.0433	0.164
161757_f_at	Mm.221452	Ranbp5	RAN binding protein 5	2.45	0.0408	0.209
95803_at	Mm.1682	Ptpns1	Protein tyrosine phosphatase, non-receptor type substrate 1	2.44	0.0003	0.009
99139_at	Mm.218717	2310075A12Rik	RIKEN cDNA 2310075A12 gene	2.44	0.0202	0.138
99992_at	Mm.4481	Il17r	Interleukin 17 receptor	2.42	0.0044	0.037
94275_at	Mm.46484	Urod	Uroporphyrinogen decarboxylase	2.42	0.0002	0.012
101708_at	Mm.42019	Myo1f	Myosin IF	2.41	0.0010	0.027
92758_at	Mm.4729	Dusp2	Dual specificity phosphatase 2	2.41	0.0358	0.192
96648_at	Mm.290482	Coro1a	Coronin, actin binding protein 1A	2.41	0.0227	0.113
104719_at	Mm.275800	Slc12a7	Solute carrier family 12, member 7	2.40	0.0015	0.036
100079_at	Mm.322294	Ndufb9	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 9	2.40	0.0081	0.080
97536_at	Mm.226576	Wdtc1	WD and tetratricopeptide repeats 1	2.39	0.0013	0.034
95102_at	Mm.196533	MGI:1915044	Scotin gene	2.39	0.0004	0.017
101084_f_at	Mm.272927	Dpm3	Dolichyl-phosphate mannosyltransferase polypeptide 3	2.38	0.0235	0.126
92753_at	Mm.4710	Mrg2	Myeloid ecotropic viral integration site-related gene 2	2.37	<0.0001	0.007
160811_at	Mm.320432	AU022870	Expressed sequence AU022870	2.37	0.0232	0.043
100570_at	Mm.5856	6330412F12Rik	RIKEN cDNA 6330412F12 gene	2.37	0.0017	0.037
104096_at	Mm.291059	Orc4l	Origin recognition complex, subunit 4-like (S. cerevisiae)	2.36	0.0419	0.206
98304_at	Mm.42146	Tlr6	Toll-like receptor 6	2.36	<0.0001	0.005
161817_f_at	Mm.30	4930422J18Rik	RIKEN cDNA 4930422J18 gene	2.35	0.0104	0.105
101058_at	Mm.373516	Amy1	Amylase 1, salivary	2.35	0.0128	0.118
101578_f_at	Mm.297	Actb	Actin, beta, cytoplasmic	2.34	<0.0001	0.003
99849_at	Mm.332931	1200016E24Rik	RIKEN cDNA 1200016E24 gene	2.33	0.0032	0.055
94764_at	Mm.1618	Itgal	Integrin alpha L	2.32	0.0312	0.180
161152_r_at	Mm.182145	AL033326	Expressed sequence AL033326	2.32	0.0023	0.026
160529_r_at	Mm.262327	Vdac2	Voltage-dependent anion channel 2	2.31	0.0364	0.197
96052_at	Mm.171337	Acp1	Acid phosphatase 1, soluble	2.31	0.0381	0.199
95659_at	Mm.41077	Actl6a	Actin-like 6A	2.31	0.0350	0.176
160961_at	Mm.271668	Sipa1l2	Signal-induced proliferation-associated 1 like 2	2.30	0.0149	0.125
96145_at	Mm.28228	Pigt	Phosphatidylinositol glycan, class T	2.29	0.0124	0.116
98880_at	Mm.28524	D6Wsu116e	DNA segment, Chr 6, Wayne State University 116, expressed	2.29	0.0167	0.108
99675_at	Mm.44202	Yif1	Yip1 interacting factor homolog (S. cerevisiae)	2.29	<0.0001	0.004
97277_at	Mm.27951	1810015M01Rik	RIKEN cDNA 1810015M01 gene	2.28	0.0155	0.121
160207_at	Mm.282039	Acly	ATP citrate lyase	2.27	0.0013	0.022
95153_at	Mm.29476	Cdc42se2	CDC42 small effector 2	2.26	0.0240	0.152
160094_at	Mm.289306	Arpc4	Actin related protein 2/3 complex, subunit 4	2.26	0.0062	0.062
160479_at	Mm.4215	Cat	Catalase	2.26	0.0275	0.135
100963_at	Mm.373560	MGI:1930773	Brain protein 17	2.25	0.0456	0.175
92189_at	Mm.28917	1810045K17Rik	RIKEN cDNA 1810045K17 gene	2.25	0.0253	0.156
103910_at	Mm.285771	Taf10	TAF10 RNA polymerase II, TATA box binding protein (TBP)-associated factor	2.24	0.0295	0.177
96291_f_at	Unknown	LOC380871	Similar to NADH-ubiquinone oxidoreductase 13 kDa-A subunit, mitochondrial precursor (Complex I-13KD-A) (CI-13KD-A)	2.24	0.0131	0.099
100012_at	Mm.271868	Laptm5	Lysosomal-associated protein transmembrane 5	2.24	0.0174	0.135
98934_at	Mm.28679	0610007P06Rik	RIKEN cDNA 0610007P06 gene	2.23	0.0128	0.113
102328_at	Mm.336851	Casp8	Caspase 8	2.23	0.0368	0.126
99528_at	Mm.188432	Spin	Spindlin	2.21	0.0027	0.050
103629_g_at	Mm.255219	Lef1	Lymphoid enhancer binding factor 1	2.21	0.0369	0.197
95705_s_at	Mm.297	Actb	Actin, beta, cytoplasmic	2.20	0.0017	0.038
160514_at	Mm.38235	Rp9h	Retinitis pigmentosa 9 homolog (human)	2.19	0.0182	0.137
96890_at	Mm.324550	1300002A08Rik	RIKEN cDNA 1300002A08 gene	2.19	0.0258	0.112
95110_at	Mm.253614	Ppil2	Peptidylprolyl isomerase (cyclophilin)-like 2	2.19	0.0493	0.219
94426_at	Mm.26392	Thumpd1	THUMP domain containing 1	2.18	0.0165	0.131
99478_at	Mm.329686	Ptprcap	Protein tyrosine phosphatase, receptor type, C polypeptide-associated protein	2.18	0.0443	0.068
104614_at	Mm.297976	Gpc1	Glypican 1	2.17	0.0119	0.108
103906_f_at	Mm.98668	Nedd4l	Neural precursor cell expressed, developmentally down-regulated gene 4-like	2.16	0.0047	0.068
94528_at	Mm.29037	Nubp1	Nucleotide binding protein 1	2.13	0.0186	0.142
160592_at	Mm.286963	Tmc6	Transmembrane channel-like gene family 6	2.13	0.0294	0.171
161018_at	Mm.271289	2310010J17Rik	RIKEN cDNA 2310010J17 gene	2.12	0.0024	0.046
103265_r_at	Mm.20852	Epb4.1l1	Erythrocyte protein band 4.1-like 1	2.11	0.0004	0.016
103256_at	Mm.2072	Ms4a4d	Membrane-spanning 4-domains, subfamily A, member 4D	2.11	0.0004	0.015
102661_at	Mm.290421	Egr2	Early growth response 2	2.11	0.0461	0.222
96306_at	Mm.296518	Polr2i	Polymerase (RNA) II (DNA directed) polypeptide I	2.10	0.0016	0.029
92418_at	Mm.254839	Abcb9	ATP-binding cassette, sub-family B (MDR/TAP), member 9	2.09	0.0082	0.095
97169_f_at	Mm.247428	AF067061	CDNA sequence AF067061	2.09	<0.0001	0.001
93967_at	Mm.21645	Anapc11	Anaphase promoting complex subunit 11 homolog (yeast)	2.08	0.0087	0.076
101363_at	Unknown	Unknown	Unknown	2.08	0.0139	0.091
102671_at	Mm.370176	Creb1	CAMP responsive element binding protein 1	2.07	0.0137	0.120
160841_at	Mm.3459	Dbp	D site albumin promoter binding protein	2.07	0.0335	0.135
161878_r_at	Mm.146332	D6Ertd253e	DNA segment, Chr 6, ERATO Doi 253, expressed	2.07	0.0012	0.027
96797_s_at	Mm.29170	Fbxw5	F-box and WD-40 domain protein 5	2.07	0.0028	0.053
93397_at	Mm.6272	Ccr2	Chemokine (C-C motif) receptor 2	2.05	0.0212	0.152
160570_at	Mm.37638	Actn2	Actinin alpha 2	2.05	<0.0001	0.001
94030_at	Mm.21901	Commd2	COMM domain containing 2	2.05	0.0303	0.175
98101_at	Mm.293117	Gtf2a2	General transcription factor II A, 2	2.04	0.0157	0.116
101113_at	Mm.757	Rhoa	Ras homolog gene family, member A	2.03	0.0430	0.215
100952_at	Mm.645	Stim1	Stromal interaction molecule 1	2.03	0.0100	0.105
99847_at	Mm.248334	St3gal1	ST3 beta-galactoside alpha-2,3-sialyltransferase 1	2.03	0.0034	0.057
100511_at	Mm.243954	6330406L22Rik	RIKEN cDNA 6330406L22 gene	2.02	0.0313	0.183
94929_at	Mm.277916	Ptpn1	Protein tyrosine phosphatase, non-receptor type 1	2.02	0.0461	0.212
95090_at	Mm.276255	2410001H17Rik	RIKEN cDNA 2410001H17 gene	2.01	0.0016	0.013
94897_at	Mm.332810	Gpx4	Glutathione peroxidase 4	2.01	0.0042	0.059
93579_at	Mm.2053	Jagn1	Jagunal homolog 1 (Drosophila)	2.00	0.0007	0.013
92800_i_at	Mm.12677	Atp5c1	ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1	2.00	0.0239	0.124
160383_at	Mm.30072	Cox7a2l	Cytochrome c oxidase subunit VIIa polypeptide 2-like	1.99	0.0202	0.135
96584_f_at	Mm.14131	MGI:2675349	2-cell-stage, variable group, member 3	1.99	<0.0001	0.002
94210_at	Mm.142132	Timm9	Translocase of inner mitochondrial membrane 9 homolog (yeast)	1.99	0.0333	0.169
161384_r_at	Unknown	Unknown	Unknown	1.99	0.0054	0.075
98892_at	Unknown	Unknown	Unknown	1.99	0.0084	0.092
98428_at	Mm.19804	Spg4	Spastic paraplegia 4 homolog (human)	1.99	0.0258	0.135
94387_at	Mm.172679	Spata5	Spermatogenesis associated 5	1.98	0.0170	0.133
92540_f_at	Mm.10	Srm	Spermidine synthase	1.97	0.0017	0.042
104292_at	Mm.282719	Eya2	Eyes absent 2 homolog (Drosophila)	1.97	0.0180	0.120
93797_g_at	Mm.280103	Atp1a1	ATPase, Na+/K+ transporting, alpha 1 polypeptide	1.97	0.0241	0.133
98630_at	Unknown	Unknown	Unknown	1.97	0.0015	0.026
96354_at	Mm.255723	Mbnl1	Muscleblind-like 1 (Drosophila)	1.96	0.0053	0.049
92661_at	Mm.4450	Ptprv	Protein tyrosine phosphatase, receptor type, V	1.96	0.0471	0.220
104125_at	Mm.22030	Rnf12	Ring finger protein 12	1.95	0.0164	0.045
93838_at	Mm.213943	2700038C09Rik	RIKEN cDNA 2700038C09 gene	1.95	0.0028	0.055
92991_at	Mm.259312	Sp4	Trans-acting transcription factor 4	1.95	0.0311	0.180
99823_r_at	Unknown	D18Ertd232e	DNA segment, Chr 18, ERATO Doi 232, expressed	1.94	0.0063	0.074
103622_at	Mm.255499	Mlycd	Malonyl-CoA decarboxylase	1.94	0.0033	0.049
98429_at	Mm.34302	Lypla2	Lysophospholipase 2	1.94	0.0246	0.113
160545_at	Mm.246520	Ccnd3	Cyclin D3	1.94	0.0373	0.142
160344_at	Mm.282556	Npc2	Niemann Pick type C2	1.94	0.0142	0.100
101214_f_at	Mm.333399	LOC14433	Similar to glyceraldehyde-3-phosphate dehydrogenase	1.93	0.0002	0.005
96338_at	Mm.29978	Egln2	EGL nine homolog 2 (C. elegans)	1.93	0.0303	0.126
94856_r_at	Unknown	Unknown	Unknown	1.92	0.0015	0.039
96637_at	Unknown	Unknown	Unknown	1.92	0.0087	0.094
104256_at	Mm.273905	Pscdbp	Pleckstrin homology, Sec7 and coiled-coil domains, binding protein	1.92	0.0112	0.100
96239_at	Mm.28816	Vrk3	Vaccinia related kinase 3	1.92	0.0094	0.085
98554_at	Mm.279256	Ndrg3	N-myc downstream regulated gene 3	1.92	0.0044	0.058
98936_at	Mm.28688	Sars1	Seryl-aminoacyl-tRNA synthetase 1	1.91	0.0068	0.051
104690_at	Mm.260194	Polm	Polymerase (DNA directed), mu	1.91	0.0040	0.066
160585_at	Mm.11480	Bxdc1	Brix domain containing 1	1.91	0.0179	0.139
161838_f_at	Mm.38155	Arpc5l	Actin related protein 2/3 complex, subunit 5-like	1.91	0.0002	0.015
98970_at	Mm.148039	Ggps1	Geranylgeranyl diphosphate synthase 1	1.91	0.0016	0.030
94727_f_at	Mm.350855	MGI:1933437	2-cell-stage, variable group, member 1	1.89	0.0005	0.023
102642_at	Mm.234608	Slc11a2	Solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2	1.89	0.0048	0.072
102827_at	Mm.143817	Nek7	NIMA (never in mitosis gene a)-related expressed kinase 7	1.89	0.0471	0.224
97751_f_at	Unknown	Unknown	Unknown	1.89	0.0163	0.129
104257_g_at	Mm.273905	Pscdbp	Pleckstrin homology, Sec7 and coiled-coil domains, binding protein	1.89	0.0002	0.015
93529_at	Mm.334685	D8Wsu49e	DNA segment, Chr 8, Wayne State University 49, expressed	1.87	0.0175	0.120
96869_at	Mm.272460	Gabarap	Gamma-aminobutyric acid receptor associated protein	1.87	0.0091	0.012
97322_at	Mm.278844	Ms4a6b	Membrane-spanning 4-domains, subfamily A, member 6B	1.86	0.0017	0.041
162439_at	Mm.897	Pou2af1	POU domain, class 2, associating factor 1	1.86	0.0001	0.007
99598_g_at	Mm.196464	Gnai2	Guanine nucleotide binding protein, alpha inhibiting 2	1.85	0.0427	0.184
101508_at	Unknown	Unknown	Unknown	1.85	0.0018	0.007
95651_at	Mm.251638	MGI:1929864	Melanocyte proliferating gene 1	1.84	0.0218	0.152
100213_f_at	Mm.290786	Rpl41	Ribosomal protein L41	1.84	0.0003	0.011
161645_r_at	Mm.2706	Atf3	Activating transcription factor 3	1.83	0.0030	0.058
94078_at	Mm.269736	1110020P15Rik	RIKEN cDNA 1110020P15 gene	1.83	0.0017	0.013
