Probe Set ID	Upregulated in	Gene Symbol	Gene Name	RefSeq Transcript ID	Chrom . Loc.
232816_s_at	Medullary	DDX11	DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 11 (CHL1-like helicase homolog, S. cerevisiae)	NM_004399 /// NM_030653 /// NM_030655	12p11
206662_at	Medullary	GLRX	glutaredoxin (thioltransferase)	NM_002064	5q14
209295_at	Medullary	TNFRSF10B	tumor necrosis factor receptor superfamily, member 10b	NM_003842 /// NM_147187	8p22-p21
218236_s_at	Medullary	PRKD3	protein kinase D3	NM_005813	2p21
235020_at	Medullary	TAF4B	TAF4b RNA polymerase II, TATA box binding protein (TBP)-associated factor, 105kDa	XM_290809	18q11.2
218551_at	Medullary	FLJ12438	hypothetical protein FLJ12438	NM_021933	1p36.22
221912_s_at	Medullary	MGC1203	hypothetical protein MGC1203	NM_024296	1p36.11-p34.2
218894_s_at	Medullary	FLJ10292	mago-nashi homolog	NM_018048	12p13.2
218295_s_at	Medullary	NUP50	nucleoporin 50kDa	NM_007172 /// NM_153645 /// NM_153684	22q13.31
209045_at	Medullary	XPNPEP1	X-prolyl aminopeptidase (aminopeptidase P) 1, soluble	NM_020383	10q25.3
201755_at	Medullary	MCM5	MCM5 minichromosome maintenance deficient 5, cell division cycle 46 (S. cerevisiae)	NM_006739	22q13.1
205992_s_at	Medullary	IL15	interleukin 15	NM_000585 /// NM_172174 /// NM_172175	4q31
214617_at	Medullary	PRF1	perforin 1 (pore forming protein) /// perforin 1 (pore forming protein)	NM_005041	10q22
201587_s_at	Medullary	IRAK1	interleukin-1 receptor-associated kinase 1	NM_001569	Xq28
214721_x_at	Medullary	CDC42EP4	CDC42 effector protein (Rho GTPase binding) 4	NM_012121	17q24-q25
229264_at	Medullary	PARP8	Poly (ADP-ribose) polymerase family, member 8	NM_024615	5q11.1
205270_s_at	Medullary	LCP2	lymphocyte cytosolic protein 2 (SH2 domain containing leukocyte protein of 76kDa)	NM_005565	5q33.1-qter
226661_at	Medullary	CDCA2	cell division cycle associated 2	NM_152562	8p21.2
1553972_a_at	Medullary	CBS	cystathionine-beta-synthase	NM_000071	21q22.3
202261_at	Medullary	TCFL1	transcription factor-like 1	NM_005997	1q21
225168_at	Medullary	FRMD4A	FERM domain containing 4A	NM_018027	10p13
208149_x_at	Medullary	DDX11	DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 11 (CHL1-like helicase homolog, S. cerevisiae) /// DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 11 (CHL1-like helicase homolog, S. cerevisiae)	NM_004399 /// NM_030653 /// NM_030655	12p11
207104_x_at	Medullary	LILRB1	leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 1	NM_006669	19q13.4
216237_s_at	Medullary	MCM5	MCM5 minichromosome maintenance deficient 5, cell division cycle 46 (S. cerevisiae)	NM_006739	22q13.1
200792_at	Medullary	G22P1	thyroid autoantigen 70kDa (Ku antigen)	NM_001469	22q13.2-q13.31
210784_x_at	Medullary	LILRB2 /// LILRB3	leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 2 /// leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 3	NM_005874 /// NM_006864	19q13.4
209870_s_at	Medullary	APBA2	amyloid beta (A4) precursor protein-binding, family A, member 2 (X11-like)	NM_005503	15q11-q12
208485_x_at	Medullary	CFLAR	CASP8 and FADD-like apoptosis regulator	NM_003879	2q33-q34
221549_at	Medullary	GRWD1	glutamate-rich WD repeat containing 1	NM_031485	19q13.32
1569030_s_at	Medullary	NYREN18	NEDD8 ultimate buster-1	NM_016118	7q36
209239_at	Medullary	NFKB1	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1 (p105)	NM_003998	4q24
218670_at	Medullary	PUS1	pseudouridylate synthase 1	NM_025215	12q24.33
217258_x_at	Medullary		IgG to Puumala virus G2, light chain variable region
221978_at	Medullary	HLA-F	major histocompatibility complex, class I, F	NM_018950	6p21.3
219938_s_at	Medullary	PSTPIP2	proline-serine-threonine phosphatase interacting protein 2	NM_024430	18q12
233803_s_at	Medullary	MYBBP1A	MYB binding protein (P160) 1a	NM_014520	17p13.3
202243_s_at	Medullary	PSMB4	proteasome (prosome, macropain) subunit, beta type, 4	NM_002796	1q21
225520_at	Medullary	MTHFD1L	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like	NM_015440	6q25.1
200600_at	Medullary	MSN	moesin	NM_002444	Xq11.2-q12
212528_at	Medullary	D15Wsu75e	DNA segment, Chr 15, Wayne State University 75, expressed	XM_039495	22q13.2
1405_i_at	Medullary	CCL5	chemokine (C-C motif) ligand 5	NM_002985	17q11.2-q12
210821_x_at	Medullary	CENPA	centromere protein A, 17kDa	NM_001809	2p24-p21
238581_at	Medullary	GBP5	Guanylate binding protein 5	NM_052942	1p22.2
204549_at	Medullary	IKBKE	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase epsilon	NM_014002	1q32.1
224706_at	Medullary	MGC33867	hypothetical protein MGC33867	NM_138346	1p36.22
202988_s_at	Medullary	RGS1	regulator of G-protein signalling 1	NM_002922	1q31
1555870_at	Medullary	FLJ32096	hypothetical protein FLJ32096	NM_173795	1p36.31
202901_x_at	Medullary	CTSS	cathepsin S	NM_004079	1q21
212067_s_at	Medullary	C1R	complement component 1, r subcomponent	NM_001733	12p13
226307_at	Medullary	TORC2	transducer of regulated cAMP response element-binding protein (CREB) 2	NM_181715	1q21.3
223438_s_at	Medullary	PPARA	peroxisome proliferative activated receptor, alpha	NM_001001928 /// NM_001001929 /// NM_001001930 /// NM_005036 /// NM_032644	22q12-q13.1|22q13.31
205692_s_at	Medullary	CD38	CD38 antigen (p45)	NM_001775	4p15
216834_at	Medullary
1554474_a_at	Medullary	MOXD1	monooxygenase, DBH-like 1	NM_015529	6q23.1-23.3
200896_x_at	Medullary	HDGF	hepatoma-derived growth factor (high-mobility group protein 1-like)	NM_004494	1q21-q23
218238_at	Medullary	GTPBP4	GTP binding protein 4	NM_012341	10p15-p14
205098_at	Medullary	CCR1	chemokine (C-C motif) receptor 1	NM_001295	3p21
202141_s_at	Ductal	COPS8	COP9 constitutive photomorphogenic homolog subunit 8 (Arabidopsis)	NM_006710 /// NM_198189	2q37.3
228058_at	Ductal	LOC124220	similar to common salivary protein 1	NM_145252	16p13.3
202449_s_at	Ductal	RXRA	retinoid X receptor, alpha	NM_002957	9q34.3
231860_at	Ductal	WDR9	WD repeat domain 9	NM_001007246 /// NM_018963 /// NM_033656	21q22.2
200670_at	Ductal	XBP1	X-box binding protein 1	NM_005080	22q12.1|22q12
212446_s_at	Ductal	LASS6	LAG1 longevity assurance homolog 6 (S. cerevisiae)	NM_203463	2q24.3
205928_at	Ductal	ZNF443	zinc finger protein 443	NM_005815	19p13.2
219100_at	Ductal	OBFC1	oligonucleotide/oligosaccharide-binding fold containing 1	NM_024928	10q25.1
212183_at	Ductal	NUDT4	nudix (nucleoside diphosphate linked moiety X)-type motif 4	NM_019094 /// NM_199040	12q21
212256_at	Ductal	GALNT10	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 10 (GalNAc-T10)	NM_017540 /// NM_198321	5q33.2
201887_at	Ductal	IL13RA1	interleukin 13 receptor, alpha 1	NM_001560	Xq24
213227_at	Ductal	PGRMC2	progesterone receptor membrane component 2	NM_006320	4q26
232552_at	Ductal	DAAM1	Dishevelled associated activator of morphogenesis 1	NM_014992	14q23.1
214451_at	Ductal	TFAP2B	transcription factor AP-2 beta (activating enhancer binding protein 2 beta)	NM_003221	6p21-p12
222996_s_at	Ductal	CXXC5	CXXC finger 5	NM_016463	5q31.2
228390_at	Ductal		Homo sapiens, clone IMAGE:5259272, mRNA
212496_s_at	Ductal	JMJD2B	jumonji domain containing 2B	NM_015015	19p13.3
1555993_at	Ductal	CACNA1D	Calcium channel, voltage-dependent, L type, alpha 1D subunit	NM_000720	3p14.3
228346_at	Ductal		Transcribed locus, moderately similar to NP_055301.1 neuronal thread protein AD7c-NTP [Homo sapiens]
239991_at	Ductal	PRKCBP1	Protein kinase C binding protein 1	NM_012408 /// NM_183047 /// NM_183048	20q13.12
226961_at	Ductal	LOC222171	hypothetical protein LOC222171	NM_175887	7p15.1
212970_at	Ductal		Full-length cDNA clone CS0DC015YK09 of Neuroblastoma Cot 25-normalized of Homo sapiens (human)
215828_at	Ductal	ATBF1	AT-binding transcription factor 1	NM_006885	16q22.3-q23.1
51158_at	Ductal	LOC400451	hypothetical gene supported by AK075564; BC060873	NM_207446	15q26.1
212057_at	Ductal	KIAA0182	KIAA0182 protein	NM_014615	16q24.1
220584_at	Ductal	FLJ22184	hypothetical protein FLJ22184		19p13.3
205713_s_at	Ductal	COMP	cartilage oligomeric matrix protein	NM_000095	19p13.1
233955_x_at	Ductal	CXXC5	CXXC finger 5	NM_016463	5q31.2
212695_at	Ductal	CRY2	cryptochrome 2 (photolyase-like)	NM_021117	11p11.2
204508_s_at	Ductal	CA12	carbonic anhydrase XII	NM_001218 /// NM_206925	15q22
229732_at	Ductal	HSZFP36	ZFP-36 for a zinc finger protein	XM_375568	19p13.2
205019_s_at	Ductal	VIPR1	vasoactive intestinal peptide receptor 1	NM_004624	3p22
205862_at	Ductal	GREB1	GREB1 protein	NM_014668 /// NM_033090 /// NM_148903	2p25.1
227533_at	Ductal		Transcribed locus
200810_s_at	Ductal	CIRBP	cold inducible RNA binding protein	NM_001280	19p13.3
227313_at	Ductal	MGC40499	hypothetical protein MGC40499	NM_152755	7q22.1
212830_at	Ductal	EGFL5	EGF-like-domain, multiple 5	XM_376905	9q32-q33.3
204776_at	Ductal	THBS4	thrombospondin 4	NM_003248	5q13
213626_at	Ductal	CBR4	carbonic reductase 4	NM_032783	4q32.3
222835_at	Ductal	FLJ13710	Hypothetical protein FLJ13710	NM_024817	15q23
203801_at	Ductal	MRPS14	mitochondrial ribosomal protein S14	NM_022100	1q23-1q25
212244_at	Ductal	GRINL1A	glutamate receptor, ionotropic, N-methyl D-aspartate-like 1A	NM_015532	15q22.1
221934_s_at	Ductal	DALRD3	DALR anticodon binding domain containing 3	NM_001009996 /// NM_018114	3p21.31
210056_at	Ductal	RND1	Rho family GTPase 1	NM_014470	12q12-q13
203769_s_at	Ductal	STS	steroid sulfatase (microsomal), arylsulfatase C, isozyme S	NM_000351	Xp22.32
213381_at	Ductal	C10orf72	Chromosome 10 open reading frame 72	NM_144984	10q11.23
213627_at	Ductal	MAGED2	melanoma antigen family D, 2	NM_014599 /// NM_177433 /// NM_201222	Xp11.2
208661_s_at	Ductal	TTC3	tetratricopeptide repeat domain 3	NM_001001894 /// NM_003316	21q22.2
214927_at	Ductal
211605_s_at	Ductal	RARA	retinoic acid receptor, alpha /// retinoic acid receptor, alpha	NM_000964	17q21
232726_at	Ductal		Homo sapiens, clone IMAGE:5194204, mRNA
227733_at	Ductal	C14orf171	chromosome 14 open reading frame 171	NM_020431	14q24.3
212960_at	Ductal	KIAA0882	KIAA0882 protein	NM_015130	4q31.21
221880_s_at	Ductal	LOC400451	hypothetical gene supported by AK075564; BC060873	NM_207446	15q26.1
214020_x_at	Ductal	ITGB5	Integrin, beta 5	NM_002213	3q21.2
205441_at	Ductal	FLJ22709	hypothetical protein FLJ22709	NM_024578	19p13.11
210735_s_at	Ductal	CA12	carbonic anhydrase XII	NM_001218 /// NM_206925	15q22
222521_x_at	Ductal	NDUFC2	NADH dehydrogenase (ubiquinone) 1, subcomplex unknown, 2, 14.5kDa	NM_004549	11q14.1
206326_at	Ductal	GRP	gastrin-releasing peptide	NM_001012512 /// NM_001012513 /// NM_002091	18q21.1-q21.32
232269_x_at	Ductal	METRN	meteorin, glial cell differentiation regulator	NM_024042	16p13.3
208682_s_at	Ductal	MAGED2	melanoma antigen family D, 2	NM_014599 /// NM_177433 /// NM_201222	Xp11.2
209733_at	Ductal	LOC286440	hypothetical protein LOC286440		Xq22.3
201149_s_at	Ductal	TIMP3	tissue inhibitor of metalloproteinase 3 (Sorsby fundus dystrophy, pseudoinflammatory)	NM_000362	22q12.1-q13.2|22q12.3
233354_at	Ductal		CDNA FLJ14188 fis, clone NT2RP2005980
214841_at	Ductal	CNIH3	cornichon homolog 3 (Drosophila)	NM_152495	1q42.12
203571_s_at	Ductal	C10orf116	chromosome 10 open reading frame 116	NM_006829	10q23.2
235569_at	Ductal	WBSCR24	Williams Beuren syndrome chromosome region 24	XM_376631 /// XM_379866	7q11.23
201754_at	Ductal	COX6C	cytochrome c oxidase subunit VIc	NM_004374	8q22-q23
226506_at	Ductal	FLJ13710	hypothetical protein FLJ13710	NM_024817	15q23
207163_s_at	Ductal	AKT1	v-akt murine thymoma viral oncogene homolog 1	NM_001014431 /// NM_001014432 /// NM_005163	14q32.32|14q32.32
226192_at	Ductal		Transcribed locus, strongly similar to XP_496055.1 similar to p40 [Homo sapiens]
219734_at	Ductal	SIDT1	SID1 transmembrane family, member 1	NM_017699	3q13.2
226502_at	Ductal	ELMOD2	ELMO domain containing 2	NM_153702	4q31.21
212692_s_at	Ductal	LRBA	LPS-responsive vesicle trafficking, beach and anchor containing	NM_006726	4q31.23-q31.3
202756_s_at	Ductal	GPC1	glypican 1	NM_002081	2q35-q37
227856_at	Ductal	FLJ39370	hypothetical protein FLJ39370	NM_152400	4q25
212495_at	Ductal	JMJD2B	jumonji domain containing 2B	NM_015015	19p13.3
202363_at	Ductal	SPOCK	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican)	NM_004598	5q31
231251_at	Ductal		CDNA clone IMAGE:5243069, partial cds
219304_s_at	Ductal	PDGFD	platelet derived growth factor D	NM_025208 /// NM_033135	11q22.3
204488_at	Ductal	TMEM15	transmembrane protein 15	NM_014908	9q34.11
227566_at	Ductal	HNT	neurotrimin	NM_016522	11q25
209603_at	Ductal	GATA3	GATA binding protein 3	NM_001002295 /// NM_002051	10p15
209071_s_at	Ductal	RGS5	regulator of G-protein signalling 5	NM_003617	1q23.1
215108_x_at	Ductal	TNRC9	trinucleotide repeat containing 9	XM_049037	16q12.1
226666_at	Ductal	DAAM1	Dishevelled associated activator of morphogenesis 1	NM_014992	14q23.1
64899_at	Ductal	LPPR2	lipid phosphate phosphatase-related protein type 2	NM_022737	19p13.2
225221_at	Ductal	ZKSCAN1	Zinc finger with KRAB and SCAN domains 1	NM_003439	7q21.3-q22.1
226197_at	Ductal		Transcribed locus, strongly similar to XP_496055.1 similar to p40 [Homo sapiens]
1555982_at	Ductal		Transcribed locus, weakly similar to NP_055548.2 zinc finger, FYVE domain containing 16 [Homo sapiens]
200747_s_at	Ductal	NUMA1	nuclear mitotic apparatus protein 1	NM_006185	11q13
210645_s_at	Ductal	TTC3	tetratricopeptide repeat domain 3	NM_001001894 /// NM_003316	21q22.2
201596_x_at	Ductal	KRT18	keratin 18	NM_000224 /// NM_199187	12q13
218876_at	Ductal	CGI-38	brain specific protein /// brain specific protein	NM_015964 /// NM_016140	16q22.1
214774_x_at	Ductal	TNRC9	trinucleotide repeat containing 9	XM_049037	16q12.1
211986_at	Ductal	AHNAK	AHNAK nucleoprotein (desmoyokin)	NM_001620 /// NM_024060	11q12.2
218086_at	Ductal	NPDC1	neural proliferation, differentiation and control, 1	NM_015392	9q34.3
216623_x_at	Ductal	TNRC9	trinucleotide repeat containing 9	XM_049037	16q12.1
208763_s_at	Ductal	TSC22D3	TSC22 domain family 3	NM_001015881 /// NM_004089 /// NM_198057	Xq22.3
203963_at	Ductal	CA12	carbonic anhydrase XII	NM_001218 /// NM_206925	15q22
242794_at	Ductal	MAML3	Mastermind-like 3 (Drosophila)	NM_018717	4q28
225102_at	Ductal	MGLL	monoglyceride lipase	NM_001003794 /// NM_007283	3q21.3
218259_at	Ductal	MKL2	MKL/myocardin-like 2	NM_014048	16p13.12
201841_s_at	Ductal	HSPB1	heat shock 27kDa protein 1	NM_001540	7q11.23
227052_at	Ductal	LOC201895	Hypothetical protein LOC201895	NM_174921	4p14
205150_s_at	Ductal	KIAA0644	KIAA0644 gene product	XM_376588 /// XM_379800	7p15.1
225735_at	Ductal	KIAA1223	KIAA1223 protein	XM_048747	4q28.1
208662_s_at	Ductal	TTC3	tetratricopeptide repeat domain 3	NM_001001894 /// NM_003316	21q22.2
235369_at	Ductal	C14orf28	chromosome 14 open reading frame 28	XM_071793	14q21.2
228396_at	Ductal		CDNA clone IMAGE:5561426, partial cds
206739_at	Ductal	HOXC5	homeo box C5	NM_018953	12q13.3
219543_at	Ductal	MAWBP	MAWD binding protein	NM_022129	10pter-q25.3
226302_at	Ductal	ATP8B1	ATPase, Class I, type 8B, member 1	NM_005603	18q21-q22
210108_at	Ductal	CACNA1D	calcium channel, voltage-dependent, L type, alpha 1D subunit	NM_000720	3p14.3
204284_at	Ductal	PPP1R3C	protein phosphatase 1, regulatory (inhibitor) subunit 3C	NM_005398	10q23-q24
203749_s_at	Ductal	RARA	retinoic acid receptor, alpha	NM_000964	17q21
219687_at	Ductal	HHAT	hedgehog acyltransferase	NM_018194	1q32
208073_x_at	Ductal	TTC3	tetratricopeptide repeat domain 3	NM_001001894 /// NM_003316	21q22.2
209114_at	Ductal	TSPAN1	tetraspanin 1	NM_005727	1p34.1
219463_at	Ductal	C20orf103	chromosome 20 open reading frame 103	NM_012261	20p12
215867_x_at	Ductal	CA12	carbonic anhydrase XII	NM_001218 /// NM_206925	15q22
229964_at	Ductal	C9orf152	chromosome 9 open reading frame 152	NM_001012993	9q31.3
211621_at	Ductal	AR	androgen receptor (dihydrotestosterone receptor; testicular feminization; spinal and bulbar muscular atrophy; Kennedy disease) /// androgen receptor (dihydrotestosterone receptor; testicular feminization; spinal and bulbar muscular atrophy; Kennedy disease)	NM_000044 /// NM_001011645	Xq11.2-q12
214164_x_at	Ductal	CA12	carbonic anhydrase XII	NM_001218 /// NM_206925	15q22
208978_at	Ductal	CRIP2	cysteine-rich protein 2	NM_001312	14q32.3
239903_at	Ductal		MRNA full length insert cDNA clone EUROIMAGE 994183
226597_at	Ductal	C19orf32	chromosome 19 open reading frame 32	NM_138393	19p13.3
222760_at	Ductal	FLJ14299	Hypothetical protein FLJ14299	NM_025069	8p12
225659_at	Ductal	LOC339745	hypothetical protein LOC339745	NM_001001664	2q22.1
244052_at	Ductal	CBR4	carbonic reductase 4	NM_032783	4q32.3
201734_at	Ductal	CLCN3	Chloride channel 3	NM_001829 /// NM_173872	4q33
223611_s_at	Ductal	LNX	ligand of numb-protein X	NM_032622	4q12
229691_at	Ductal		Similar to MGC53446 protein	XM_372535	14q32.33
212510_at	Ductal	GPD1L	glycerol-3-phosphate dehydrogenase 1-like	NM_015141	3p24.1
1556474_a_at	Ductal	FLJ38379	hypothetical protein FLJ38379		2q37.3
235301_at	Ductal	FLJ31340	hypothetical protein FLJ31340	NM_152748	7q21.12
205081_at	Ductal	CRIP1	cysteine-rich protein 1 (intestinal)	NM_001311	14q32.33
233112_at	Ductal	C9orf150	Chromosome 9 open reading frame 150	NM_203403	9p23
204542_at	Ductal	ST6GALNAC2	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2	NM_006456	17q25.1
212956_at	Ductal	KIAA0882	KIAA0882 protein	NM_015130	4q31.21
211110_s_at	Ductal	AR	androgen receptor (dihydrotestosterone receptor; testicular feminization; spinal and bulbar muscular atrophy; Kennedy disease)	NM_000044 /// NM_001011645	Xq11.2-q12
225496_s_at	Ductal	SYTL2	synaptotagmin-like 2	NM_032379 /// NM_032943 /// NM_206927 /// NM_206928 /// NM_206929 /// NM_206930	11q14
219223_at	Ductal	C9orf7	chromosome 9 open reading frame 7	NM_017586	9q34
226248_s_at	Ductal	KIAA1324	maba1	NM_020775	1p13.3
228811_at	Ductal		Transcribed locus, weakly similar to XP_209041.2 KIAA1503 protein [Homo sapiens]
215146_s_at	Ductal	KIAA1043	KIAA1043 protein		22q12.1
202172_at	Ductal	ZNF161	zinc finger protein 161	NM_007146	17q23.2
209747_at	Ductal	TGFB3	transforming growth factor, beta 3	NM_003239	14q24
244406_at	Ductal	LOC388508	similar to ribosomal protein L17	XM_371141	19p13.2
205381_at	Ductal	LRRC17	leucine rich repeat containing 17	NM_005824	7q22.1
227283_at	Ductal		Clone 24841 mRNA sequence
215696_s_at	Ductal	KIAA0310	KIAA0310	XM_088459	9q34.3
236128_at	Ductal	ZNF91	Zinc finger protein 91 (HPF7, HTF10)	NM_003430	19p13.1-p12
218931_at	Ductal	RAB17	RAB17, member RAS oncogene family	NM_022449	2q37.3
224836_at	Ductal	TP53INP2	tumor protein p53 inducible nuclear protein 2	NM_021202	20q11.22
209604_s_at	Ductal	GATA3	GATA binding protein 3	NM_001002295 /// NM_002051	10p15
202321_at	Ductal	GGPS1	geranylgeranyl diphosphate synthase 1	NM_004837	1q43
226770_at	Ductal	MAGI-3	membrane-associated guanylate kinase-related (MAGI-3)	NM_020965 /// NM_152900	1p12-p11.2
209602_s_at	Ductal	GATA3	GATA binding protein 3	NM_001002295 /// NM_002051	10p15
209173_at	Ductal	AGR2	anterior gradient 2 homolog (Xenopus laevis)	NM_006408	7p21.3
229150_at	Ductal	MLPH	Melanophilin	NM_024101	2q37.3
225731_at	Ductal	KIAA1223	KIAA1223 protein	XM_048747	4q28.1
1559917_a_at	Ductal		Pseudogene, mRNA sequence
231856_at	Ductal	KIAA1244	KIAA1244	NM_020340	6q23.3
205225_at	Ductal	ESR1	estrogen receptor 1	NM_000125	6q25.1
225656_at	Ductal	EFHC1	EF-hand domain (C-terminal) containing 1	NM_018100	6p12.3
213916_at	Ductal	ZNF20	zinc finger protein 20 (KOX 13)	NM_021143	19p13.3-p13.2
238805_at	Ductal	MGC14839	similar to RIKEN cDNA 2310030G06 gene	NM_080659	11q23.1
226137_at	Ductal		Homo sapiens, clone IMAGE:5288537, mRNA
209740_s_at	Ductal	PNPLA4	patatin-like phospholipase domain containing 4	NM_004650	Xp22.3
61874_at	Ductal	C9orf7	chromosome 9 open reading frame 7	NM_017586	9q34
225981_at	Ductal	C17orf28	chromosome 17 open reading frame 28	NM_030630	17q25.1
201124_at	Ductal	ITGB5	integrin, beta 5	NM_002213	3q21.2
218124_at	Ductal	RetSat	all-trans-13,14-dihydroretinol saturase	NM_017750	2p11.2
205151_s_at	Ductal	KIAA0644	KIAA0644 gene product	XM_376588 /// XM_379800	7p15.1
211026_s_at	Ductal	MGLL	monoglyceride lipase /// monoglyceride lipase	NM_001003794 /// NM_007283	3q21.3
218418_s_at	Ductal	ANKRD25	ankyrin repeat domain 25	NM_015493	19p13.2
226455_at	Ductal	CREB3L4	cAMP responsive element binding protein 3-like 4	NM_130898	1q21.3
1558412_at	Ductal	LOC113230	hypothetical protein LOC113230	XM_053966	19p13.12
201349_at	Ductal	SLC9A3R1	solute carrier family 9 (sodium/hydrogen exchanger), isoform 3 regulator 1	NM_004252	17q25.1
229615_at	Ductal		Transcribed locus, weakly similar to XP_515998.1 similar to SLC39A10 protein [Pan troglodytes]
227248_at	Ductal	FLJ21019	hypothetical protein FLJ21019	NM_024927	17q21.2
233498_at	Ductal	ERBB4	V-erb-a erythroblastic leukemia viral oncogene homolog 4 (avian)	NM_005235	2q33.3-q34
229088_at	Ductal		Transcribed locus, weakly similar to XP_517454.1 similar to hypothetical protein MGC45438 [Pan troglodytes]
205066_s_at	Ductal	ENPP1	ectonucleotide pyrophosphatase/phosphodiesterase 1	NM_006208	6q22-q23
1555270_a_at	Ductal	WFS1	Wolfram syndrome 1 (wolframin)	NM_006005	4p16
218531_at	Ductal	FLJ21749	hypothetical protein FLJ21749	NM_025124	11q13.2
235026_at	Ductal	FLJ32549	hypothetical protein FLJ32549	NM_152440	12q14.2
232914_s_at	Ductal	SYTL2	synaptotagmin-like 2	NM_032379 /// NM_032943 /// NM_206927 /// NM_206928 /// NM_206929 /// NM_206930	11q14
214053_at	Ductal	ERBB4	V-erb-a erythroblastic leukemia viral oncogene homolog 4 (avian)	NM_005235	2q33.3-q34
221024_s_at	Ductal	SLC2A10	solute carrier family 2 (facilitated glucose transporter), member 10 /// solute carrier family 2 (facilitated glucose transporter), member 10	NM_030777	20q13.1
212458_at	Ductal	SPRED2	sprouty-related, EVH1 domain containing 2	NM_181784	2p14
227522_at	Ductal	LOC134147	similar to mouse 2310016A09Rik gene	NM_138809	5p15.2
201147_s_at	Ductal	TIMP3	tissue inhibitor of metalloproteinase 3 (Sorsby fundus dystrophy, pseudoinflammatory)	NM_000362	22q12.1-q13.2|22q12.3
242738_s_at	Ductal		Homo sapiens, clone IMAGE:5288537, mRNA
226589_at	Ductal	FLJ38482	hypothetical protein FLJ38482	NM_152681	4q32.3
209049_s_at	Ductal	PRKCBP1	protein kinase C binding protein 1	NM_012408 /// NM_183047 /// NM_183048	20q13.12
235452_at	Ductal	STRC	Stereocilin	NM_153700	15q15.3
225658_at	Ductal	LOC339745	hypothetical protein LOC339745	NM_001001664	2q22.1
237086_at	Ductal
225001_at	Ductal	RAB3D	RAB3D, member RAS oncogene family	NM_004283	19p13.2
201150_s_at	Ductal	TIMP3	tissue inhibitor of metalloproteinase 3 (Sorsby fundus dystrophy, pseudoinflammatory)	NM_000362	22q12.1-q13.2|22q12.3
1555790_a_at	Ductal	ZFPL /// FLJ38482	zinc finger protein like /// hypothetical protein FLJ38482	NM_152681 /// NM_207333	19q13.41 /// 4q32.3
213441_x_at	Ductal	SPDEF	SAM pointed domain containing ets transcription factor	NM_012391	6p21.3
202908_at	Ductal	WFS1	Wolfram syndrome 1 (wolframin)	NM_006005	4p16
201148_s_at	Ductal	TIMP3	tissue inhibitor of metalloproteinase 3 (Sorsby fundus dystrophy, pseudoinflammatory)	NM_000362	22q12.1-q13.2|22q12.3
228051_at	Ductal	LOC202451	hypothetical protein LOC202451		6q23.3
222445_at	Ductal	SLC39A9	solute carrier family 39 (zinc transporter), member 9	NM_018375	14q24.1
224597_at	Ductal	HCG11	HLA complex group 11		6p21
201125_s_at	Ductal	ITGB5	integrin, beta 5	NM_002213	3q21.2
216060_s_at	Ductal	DAAM1	dishevelled associated activator of morphogenesis 1	NM_014992	14q23.1
202636_at	Ductal	RNF103	ring finger protein 103	NM_005667	2p11.2
220192_x_at	Ductal	SPDEF	SAM pointed domain containing ets transcription factor	NM_012391	6p21.3
218211_s_at	Ductal	MLPH	melanophilin	NM_024101	2q37.3
214404_x_at	Ductal	SPDEF	SAM pointed domain containing ets transcription factor	NM_012391	6p21.3
204667_at	Ductal	FOXA1	forkhead box A1	NM_004496	14q12-q13
