ID	Name	Symbol	Accession	UniGene	Gene	Ensembl	aveA	P400vsEGFP.M	P400vsEGFP.AdjP	P400vsEGFP.FDR	P400vsEGFP.B	Description	Coordinates	A	D	C	B
A_52_P253120	UEV and lactate/malate dehyrogenase domains	Uevld	NM_001040695	Mm.1999	54122	ENSMUST00000053984	8.655	-0.75	1	0.001	1.505	Mus musculus signaling molecule ATTP (Attp), mRNA [NM_001040695]	chr7:43100890-43100831	-0.904	0.664	-0.876	0.555
A_51_P380309	neural cell adhesion molecule 1	Ncam1	X15052	Mm.4974	17967		10.515	-0.749	1	0.001	1.738	Mouse  mRNA for 3-end of NCAM-140 and NCAM-180 isoforms [X15052]	chr9:49477515-49477456	-0.858	0.711	-0.541	0.885
A_51_P225889	cytotoxic granule-associated RNA binding protein 1	Tia1	NM_011585	Mm.274425	21841	ENSMUST00000095754	10.29	-0.748	0.361	0	3.489	Mus musculus cytotoxic granule-associated RNA binding protein 1 (Tia1), mRNA [NM_011585]	chr6:86505491-86505550	-0.653	0.696	-0.836	0.806
A_51_P421680	zinc finger protein 383	Zfp383	BC064456	Mm.333743	73729		9.312	-0.748	0.921	0.001	2.435	Mus musculus zinc finger protein 383, mRNA (cDNA clone IMAGE:6813023) [BC064456]	chr7:26859323-26859382	-0.702	0.915	-0.605	0.77
A_51_P285279	solute carrier family 25 (mitochondrial carrier, ornithine transporter) member 2	Slc25a2	AK077159	Mm.193029	83885		7.1	-0.748	1	0.001	1.422	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4933415J19 product:ornithine transporter 2, full insert sequence. [AK077159]	chr18:38013724-38013665	-0.832	0.601	-0.949	0.61
A_51_P491835	RIKEN cDNA 2900009J20 gene	2900009J20Rik	AK013507	Mm.393972	72876		8.733	-0.747	1	0.001	1.319	Mus musculus adult male hippocampus cDNA, RIKEN full-length enriched library, clone:2900009J20 product:inferred: RIKEN cDNA 2900009J20 gene, full insert sequence. [AK013507]	chr12:70750285-70750344	-0.59	0.923	-0.873	0.603
A_51_P213359	hyaluronan synthase 2	Has2	NM_008216	Mm.5148	15117		7.374	-0.747	1	0.002	1.264	Mus musculus hyaluronan synthase 2 (Has2), mRNA [NM_008216]	chr15:56729099-56729040	-0.885	0.554	-0.909	0.638
A_51_P244824	dual adaptor for phosphotyrosine and 3-phosphoinositides 1	Dapp1	NM_011932	Mm.254835	26377	ENSMUST00000029806	8.093	-0.746	1	0.003	0.215	Mus musculus dual adaptor for phosphotyrosine and 3-phosphoinositides 1 (Dapp1), mRNA [NM_011932]	chr3:137739983-137739924	-0.975	0.818	-0.746	0.443
A_51_P142046	RIKEN cDNA 1810049H13 gene	1810049H13Rik	NM_025560	Mm.45063	66431	ENSMUST00000044007	9.6	-0.744	0.443	0.001	3.26	Mus musculus RIKEN cDNA 1810049H13 gene (1810049H13Rik), mRNA [NM_025560]	chr11:120565812-120565753	-0.609	0.832	-0.773	0.762
A_51_P228232	flotillin 2	Flot2	NM_008028	Mm.130227	14252	ENSMUST00000100786	10.165	-0.742	1	0.001	2.229	Mus musculus flotillin 2 (Flot2), transcript variant 2, mRNA [NM_008028]	chr11:78141750-78141809	-0.749	0.556	-0.881	0.784
A_51_P497985	complement component 2 (within H-2S)	C2	NM_013484	Mm.283217	12263	ENSMUST00000025230	9.102	-0.742	1	0.003	0.145	Mus musculus complement component 2 (within H-2S) (C2), mRNA [NM_013484]	chr17:32958813-32958754	-0.522	0.812	-1.026	0.608
A_51_P519008	mohawk	Mkx	NM_177595	Mm.257186	210719	ENSMUST00000079788	7.72	-0.741	1	0.002	0.993	Mus musculus mohawk (Mkx), mRNA [NM_177595]	chr18:7139135-7139076	-0.486	0.881	-0.879	0.717
A_52_P608322	v-maf musculoaponeurotic fibrosarcoma oncogene family, protein F (avian)	Maff	NM_010755	Mm.86646	17133	ENSMUST00000096350	10.957	-0.74	0.779	0.001	2.625	Mus musculus v-maf musculoaponeurotic fibrosarcoma oncogene family, protein F (avian) (Maff), mRNA [NM_010755]	chr15:79441964-79442023	-0.593	0.843	-0.692	0.832
A_51_P125842	transmembrane protein 51	Tmem51	NM_145402	Mm.27587	214359	ENSMUST00000036572	11.156	-0.738	1	0.001	2.097	Mus musculus transmembrane protein 51 (Tmem51), mRNA [NM_145402]	chr4:141409623-141409564	-0.7	0.932	-0.723	0.598
A_52_P323215	REV1-like (S. cerevisiae)	Rev1l	NM_019570	Mm.389103	56210	ENSMUST00000027251	9.694	-0.738	1	0.001	1.947	Mus musculus REV1-like (S. cerevisiae) (Rev1l), mRNA [NM_019570]	chr1:38320731-38320672	-0.808	0.55	-0.889	0.706
A_52_P241819	ubiquitin specific peptidase 46	Usp46	NM_177561	Mm.48795	69727		7.95	-0.737	0.584	0.001	2.949	Mus musculus ubiquitin specific peptidase 46 (Usp46), mRNA [NM_177561]	chr5:73420094-73420038	-0.893	0.692	-0.698	0.664
A_52_P325428	DNA segment, Chr 1, ERATO Doi 161, expressed	D1Ertd161e	BC039910	Mm.259326	52231	ENSMUST00000058770	8.197	-0.736	1	0.001	1.823	Mus musculus DNA segment, Chr 1, ERATO Doi 161, expressed, mRNA (cDNA clone IMAGE:3154287), with apparent retained intron [BC039910]	chr1:75418638-75418697	-0.592	0.707	-0.948	0.698
A_51_P200610	zinc finger and BTB domain containing 12	Zbtb12	NM_198886	Mm.161119	193736	ENSMUST00000052778	11.784	-0.735	1	0.001	1.412	Mus musculus zinc finger and BTB domain containing 12 (Zbtb12), mRNA [NM_198886]	chr17:32992949-32993008	-0.597	0.584	-0.876	0.882
A_52_P248403			NAP101442-1		NA		7.69	-0.734	0.821	0.001	2.565		chr15:75067569-75067508	-0.733	0.818	-0.82	0.565
A_51_P218910	RIKEN cDNA 2410066E13 gene	2410066E13Rik	BC042507	Mm.233860	68235	ENSMUST00000046276	8.16	-0.734	1	0.001	1.744	Mus musculus RIKEN cDNA 2410066E13 gene, mRNA (cDNA clone MGC:30499 IMAGE:4235651), complete cds. [BC042507]	chr6:54666716-54666775	-0.941	0.695	-0.573	0.726
A_51_P225506	proline-rich nuclear receptor coactivator 2	Pnrc2	NM_026383	Mm.29159	52830	ENSMUST00000030436	11.913	-0.734	1	0.003	0.164	Mus musculus proline-rich nuclear receptor coactivator 2 (Pnrc2), mRNA [NM_026383]	chr4:135249477-135249418	-0.671	0.507	-1.036	0.72
A_51_P181319	dicarbonyl L-xylulose reductase	Dcxr	NM_026428	Mm.231091	67880	ENSMUST00000026144	9.144	-0.733	0.687	0.001	2.766	Mus musculus dicarbonyl L-xylulose reductase (Dcxr), mRNA [NM_026428]	chr11:120835147-120835007	-0.589	0.862	-0.735	0.745
A_51_P409694	proline/serine-rich coiled-coil 1	Psrc1	NM_019976	Mm.389499	56742	ENSMUST00000090561	14.066	-0.733	1	0.002	1.236	Mus musculus proline/serine-rich coiled-coil 1 (Psrc1), mRNA [NM_019976]	chr3:108206316-108206375	-0.831	0.514	-0.906	0.68
A_52_P706060	RIKEN cDNA 2700083E18 gene	2700083E18Rik	NM_001029890	Mm.275154	72640	ENSMUST00000098953	10.872	-0.733	1	0.002	1.13	Mus musculus RIKEN cDNA 2700083E18 gene (2700083E18Rik), mRNA [NM_001029890]	chr3:88655047-88655106	-0.512	0.715	-0.945	0.763
A_52_P516059	cytotoxic granule-associated RNA binding protein 1	Tia1	NM_011585	Mm.274425	21841	ENSMUST00000095754	8.776	-0.732	0.314	0	3.644	Mus musculus cytotoxic granule-associated RNA binding protein 1 (Tia1), mRNA [NM_011585]	chr6:86505592-86505651	-0.633	0.776	-0.72	0.799
A_52_P670399			NAP046356-1		NA		13.796	-0.732	1	0.001	1.894		chr5:28691210-28691269	-0.77	0.922	-0.641	0.596
A_51_P148060	prostaglandin F2 receptor negative regulator	Ptgfrn	NM_011197	Mm.24807	19221		9.118	-0.73	1	0.002	0.912	Mus musculus prostaglandin F2 receptor negative regulator (Ptgfrn), mRNA [NM_011197]	chr3:100835820-100835761	-0.971	0.639	-0.77	0.54
A_52_P271528	proline/serine-rich coiled-coil 1	Psrc1	NM_019976	Mm.389499	56742	ENSMUST00000090561	12.371	-0.729	1	0.001	1.799	Mus musculus proline/serine-rich coiled-coil 1 (Psrc1), mRNA [NM_019976]	chr3:108205900-108205959	-0.701	0.798	-0.535	0.882
A_51_P363818	polypyrimidine tract binding protein 2	Ptbp2	NM_019550	Mm.29966	56195		10.209	-0.729	1	0.003	0.162	Mus musculus polypyrimidine tract binding protein 2 (Ptbp2), mRNA [NM_019550]	chr3:119491962-119491902	-0.67	0.936	-0.447	0.865
A_51_P399896	megakaryocyte-associated tyrosine kinase	Matk	NM_010768	Mm.2918	17179	ENSMUST00000092281	7.658	-0.728	0.602	0.001	2.915	Mus musculus megakaryocyte-associated tyrosine kinase (Matk), mRNA [NM_010768]	chr10:81054498-81054645	-0.648	0.871	-0.735	0.657
A_51_P469951	SLIT-ROBO Rho GTPase activating protein 3	Srgap3	NM_153070	Mm.236401	259302	ENSMUST00000060215	8.057	-0.725	1	0.001	2.017	Mus musculus SLIT-ROBO Rho GTPase activating protein 3 (Srgap3), transcript variant 2, mRNA [NM_153070]	chr6:112879232-112879173	-0.561	0.872	-0.801	0.667
A_52_P596595	paraneoplastic antigen MA2	Pnma2	NM_175498	Mm.44358	239157	ENSMUST00000089236	10.706	-0.723	0.203	0	4.127	Mus musculus paraneoplastic antigen MA2 (Pnma2), mRNA [NM_175498]	chr14:61780832-61780891	-0.659	0.756	-0.739	0.74
A_51_P450752	phospholipase A2, group IVB (cytosolic)	Pla2g4b	BC098210	Mm.41467	211429	ENSMUST00000044497	9.717	-0.722	1	0.001	1.758	Mus musculus phospholipase A2, group IVB (cytosolic), mRNA (cDNA clone MGC:106779 IMAGE:6826157), complete cds. [BC098210]	chr2:119782724-119782783	-0.629	0.57	-0.889	0.799
A_52_P453276	midline 1	Mid1	AY540038	Mm.34441	17318		8.507	-0.722	1	0.002	1.248	Mus musculus clone MEX2B-9 Mid1 mRNA, partial sequence. [AY540038]	chrX:164749400-164749459	-0.761	0.934	-0.536	0.657
A_52_P359257	RIKEN cDNA 5830408C22 gene	5830408C22Rik	AK037533	Mm.392585	74744		7.556	-0.721	1	0.002	1.112	Mus musculus 16 days neonate thymus cDNA, RIKEN full-length enriched library, clone:A130024E03 product:unclassifiable, full insert sequence [AK037533]	chr8:23862963-23863022	-0.639	0.981	-0.621	0.641
A_52_P17635	RIKEN cDNA 1810006K21 gene	1810006K21Rik	BC024923	Mm.375100	69038		7.94	-0.721	1	0.002	0.906	Mus musculus RIKEN cDNA 1810006K21 gene, mRNA (cDNA clone IMAGE:3990436), complete cds. [BC024923]	chr19:9887614-9887673	-0.612	0.958	-0.548	0.766
A_51_P277444	ring finger protein (C3HC4 type) 19	Rnf19	NM_013923	Mm.5181	30945	ENSMUST00000022890	11.759	-0.72	1	0.001	2.226	Mus musculus ring finger protein (C3HC4 type) 19 (Rnf19), mRNA [NM_013923]	chr15:36349560-36349501	-0.619	0.909	-0.673	0.68
A_52_P440481	RIKEN cDNA A630033E08 gene	A630033E08Rik	NM_177358	Mm.390946	240041	ENSMUST00000095615	8.951	-0.719	0.286	0	3.749	Mus musculus RIKEN cDNA A630033E08 gene (A630033E08Rik), mRNA [NM_177358]	chr17:21115558-21115499	-0.768	0.75	-0.628	0.731
A_52_P1831	zinc finger protein 60	Zfp60	NM_009560	Mm.66913	22718	ENSMUST00000042641	7.151	-0.719	1	0.001	2.137	Mus musculus zinc finger protein 60 (Zfp60), transcript variant 1, mRNA [NM_009560]	chr7:24670029-24670088	-0.784	0.598	-0.873	0.623
A_51_P100298	syntaxin 3	Stx3	NM_152220	Mm.272264	20908	ENSMUST00000069285	9.539	-0.717	0.43	0.001	3.293	Mus musculus syntaxin 3 (Stx3), transcript variant A, mRNA [NM_152220]	chr19:11465536-11463224	-0.752	0.718	-0.795	0.601
A_51_P280404	ependymin related protein 2 (zebrafish)	Epdr2	NM_134065	Mm.275054	105298	ENSMUST00000002885	9.52	-0.717	0.585	0.001	2.947	Mus musculus ependymin related protein 2 (zebrafish) (Epdr2), mRNA [NM_134065]	chr13:18960504-18960445	-0.742	0.676	-0.839	0.609
A_51_P160328	chromobox homolog 3 (Drosophila HP1 gamma)	Cbx3	NM_007624	Mm.371551	12417	ENSMUST00000081455	14.229	-0.715	0.389	0.001	3.405	Mus musculus chromobox homolog 3 (Drosophila HP1 gamma) (Cbx3), mRNA [NM_007624]	chr6:51446687-51446746	-0.813	0.7	-0.723	0.624
A_52_P11174	huntingtin interacting protein 1	Hip1	AK147269	Mm.280805	215114		8.449	-0.715	1	0.001	2.252	Mus musculus cDNA, RIKEN full-length enriched library, clone:M5C1004J02 product:huntingtin interacting protein 1, full insert sequence [AK147269]	chr5:134378122-134378063	-0.677	0.801	-0.826	0.554
A_51_P413193	crystallin, zeta (quinone reductase)-like 1	Cryzl1	NM_133679	Mm.109823	66609	ENSMUST00000073466	12.099	-0.714	1	0.003	0.204	Mus musculus crystallin, zeta (quinone reductase)-like 1 (Cryzl1), mRNA [NM_133679]	chr16:91740254-91740195	-0.567	1.018	-0.698	0.574
A_52_P155124	cDNA sequence BC043476	BC043476	XM_354987	Mm.254463	381067	ENSMUST00000065871	9.729	-0.711	0.375	0.001	3.447	PREDICTED: Mus musculus cDNA sequence BC043476, transcript variant 1 (BC043476), mRNA [XM_354987]	chr17:19929867-19929926	-0.604	0.721	-0.763	0.757
A_51_P216702	RIKEN cDNA A130022J15 gene	A130022J15Rik	NM_175313	Mm.251789	101351	ENSMUST00000054344	8.946	-0.711	1	0.003	0.069	Mus musculus RIKEN cDNA A130022J15 gene (A130022J15Rik), mRNA [NM_175313]	chr6:97199735-97199676	-0.458	0.678	-0.984	0.724
A_51_P227777	topoisomerase (DNA) II beta	Top2b	NM_009409	Mm.130362	21974	ENSMUST00000017629	12.186	-0.71	0.507	0.001	3.108	Mus musculus topoisomerase (DNA) II beta (Top2b), mRNA [NM_009409]	chr14:14245792-14245851	-0.766	0.578	-0.754	0.741
A_51_P356775	RIKEN cDNA 2310068C19 gene	2310068C19Rik	AK010104	Mm.29820	70205		7.478	-0.709	1	0.003	0.08	Mus musculus adult male tongue cDNA, RIKEN full-length enriched library, clone:2310068C19 product:unclassifiable, full insert sequence. [AK010104]	chr14:61852489-61852430	-0.509	0.664	-1.014	0.651
A_51_P392967	zinc finger, MYND domain containing 10	Zmynd10	NM_053253	Mm.28331	114602	ENSMUST00000010188	7.092	-0.708	0.421	0.001	3.316	Mus musculus zinc finger, MYND domain containing 10 (Zmynd10), mRNA [NM_053253]	chr9:107280423-107280482	-0.655	0.799	-0.748	0.631
A_51_P234330	rhotekin	Rtkn	NM_133641	Mm.4139	20166	ENSMUST00000040816	9.214	-0.706	1	0.001	1.796	Mus musculus rhotekin (Rtkn), transcript variant 3, mRNA [NM_133641]	chr6:83177842-83177901	-0.721	0.567	-0.895	0.642
A_51_P285271	RIKEN cDNA C530028I08 gene	C530028I08Rik	NM_001033314	Mm.333624	232933	ENSMUST00000098780	12.636	-0.706	1	0.002	0.51	Mus musculus RIKEN cDNA C530028I08 gene (C530028I08Rik), mRNA [NM_001033314]	chr7:16573682-16573623	-0.579	0.528	-0.955	0.761
A_52_P1053160	6-phosphogluconolactonase	Pgls	AK158308	Mm.282284	66171		7.192	-0.704	1	0.001	1.841	Mus musculus adult inner ear cDNA, RIKEN full-length enriched library, clone:F930102I21 product:6-phosphogluconolactonase, full insert sequence [AK158308]	chr8:70075020-70075079	-0.506	0.757	-0.825	0.728
A_52_P646684	Trp53 inducible protein 5	Trp53i5	NM_178381	Mm.235813	71345	ENSMUST00000067836	11.435	-0.704	1	0.002	1.265	Mus musculus Trp53 inducible protein 5 (Trp53i5), mRNA [NM_178381]	chr7:137518815-137518756	-0.69	0.559	-0.932	0.635
A_52_P160057	RIKEN cDNA 2610042L04 gene	2610042L04Rik	BC096548	Mm.321089	545015	ENSMUST00000100901	10.279	-0.704	1	0.002	0.369	Mus musculus RIKEN cDNA 2610042L04 gene, mRNA (cDNA clone IMAGE:6853167) [BC096548]	chr14:3866272-3866331	-0.932	0.446	-0.703	0.736
A_51_P389017	tubby-like protein 2	Tulp2	NM_008807	Mm.383209	56734	ENSMUST00000085331	8.874	-0.703	1	0.002	0.938	Mus musculus tubby-like protein 2 (Tulp2), mRNA [NM_008807]	chr7:41696749-41697610	-0.569	0.903	-0.796	0.545
A_51_P363749	interferon regulatory factor 6	Irf6	NM_016851	Mm.305674	54139	ENSMUST00000076521	9.63	-0.703	1	0.002	0.497	Mus musculus interferon regulatory factor 6 (Irf6), transcript variant 1, mRNA [NM_016851]	chr1:192724478-192724537	-0.417	0.795	-0.838	0.763
A_52_P153327	septin 2	37865	NM_010891	Mm.242324	18000	ENSMUST00000027495	8.331	-0.702	1	0.001	1.834	Mus musculus septin 2 (Sept2), mRNA [NM_010891]	chr1:93407096-93407155	-0.83	0.577	-0.812	0.59
A_51_P346165	1-acylglycerol-3-phosphate O-acyltransferase 1 (lysophosphatidic acid acyltransferase, delta)	Agpat4	NM_026644	Mm.258300	68262	ENSMUST00000024594	12.678	-0.702	1	0.002	0.345	Mus musculus 1-acylglycerol-3-phosphate O-acyltransferase 1 (lysophosphatidic acid acyltransferase, delta) (Agpat4), mRNA [NM_026644]	chr17:10937019-10937078	-0.437	0.743	-0.921	0.708
A_51_P157537	mitogen-activated protein kinase-activated protein kinase 3	Mapkapk3	NM_178907	Mm.222612	102626	ENSMUST00000035194	10.696	-0.7	1	0.002	0.907	Mus musculus mitogen-activated protein kinase-activated protein kinase 3 (Mapkapk3), mRNA [NM_178907]	chr9:106984760-106984701	-0.573	0.86	-0.527	0.84
A_52_P470869	mirror-image polydactyly gene 1 homolog (human)	Mipol1	AK138175	Mm.268180	73490	ENSMUST00000056019	9.433	-0.699	1	0.002	0.588	Mus musculus adult male hypothalamus cDNA, RIKEN full-length enriched library, clone:A230024P15 product:hypothetical protein, full insert sequence. [AK138175]	chr12:55392068-55392127	-0.899	0.626	-0.799	0.474
A_51_P448056	motile sperm domain containing 2	Mospd2	AK031405	Mm.291758	76763		8.494	-0.698	1	0.001	1.444	Mus musculus 13 days embryo male testis cDNA, RIKEN full-length enriched library, clone:6030424E15 product:hypothetical Major sperm protein (MSP) domain/Cellular retinaldehyde-binding protein (CRAL)/Triple function domain (TRIO) containing protein, full insert sequence. [AK031405]	chrX:159711136-159711077	-0.899	0.532	-0.664	0.698
A_51_P341801	mitochondrial tumor suppressor 1	Mtus1	NM_178902	Mm.149438	102103	ENSMUST00000093534	9.236	-0.698	1	0.002	1.233	Mus musculus mitochondrial tumor suppressor 1 (Mtus1), transcript variant 2, mRNA [NM_178902]	chr8:39775193-39775134	-0.767	0.859	-0.483	0.684
A_51_P453206	praja1, RING-H2 motif containing	Pja1	NM_008853	Mm.8211	18744		12.344	-0.698	1	0.002	0.333	Mus musculus praja1, RING-H2 motif containing (Pja1), mRNA [NM_008853]	chrX:94793593-94793534	-0.52	0.553	-0.943	0.773
A_51_P239699	myeloid/lymphoid or mixed-lineage leukemia 5	Mll5	AK021284	Mm.205190	69188		9.793	-0.696	0.248	0	3.906	Mus musculus 12 days embryo eyeball cDNA, RIKEN full-length enriched library, clone:D230038D11 product:myeloid/lymphoid or mixed-lineage leukemia 5, full insert sequence. [AK021284]	chr5:22519464-22522941	-0.646	0.743	-0.714	0.682
A_51_P280085	zinc finger protein 655	Zfp655	NM_028298	Mm.206555	72611	ENSMUST00000031604	13.1	-0.696	0.459	0.001	3.221	Mus musculus zinc finger protein 655 (Zfp655), mRNA [NM_028298]	chr5:144275875-144275934	-0.689	0.79	-0.707	0.599
A_51_P392894	immunoglobulin-like domain containing receptor 1	Ildr1	NM_134109	Mm.17807	106347	ENSMUST00000089618	9.526	-0.695	0.363	0	3.483	Mus musculus immunoglobulin-like domain containing receptor 1 (Ildr1), mRNA [NM_134109]	chr16:36434991-36435050	-0.708	0.715	-0.754	0.602
A_52_P83704	myeloblastosis oncogene	Myb	AK036518	Mm.52109	17863		6.758	-0.695	1	0.001	1.492	Mus musculus adult male bone cDNA, RIKEN full-length enriched library, clone:9830125P17 product:myeloblastosis oncogene, full insert sequence. [AK036518]	chr10:20873099-20873040	-0.584	0.556	-0.861	0.779
A_52_P67088	expressed in non-metastatic cells 4, protein	Nme4	NM_019731	Mm.41787	56520	ENSMUST00000025007	10.526	-0.695	1	0.002	0.95	Mus musculus expressed in non-metastatic cells 4, protein (Nme4), mRNA [NM_019731]	chr17:24276957-24276898	-0.544	0.724	-0.924	0.588
A_52_P3029	1-acylglycerol-3-phosphate O-acyltransferase 1 (lysophosphatidic acid acyltransferase, delta)	Agpat4	NM_026644	Mm.258300	68262	ENSMUST00000024594	13.372	-0.695	1	0.002	0.519	Mus musculus 1-acylglycerol-3-phosphate O-acyltransferase 1 (lysophosphatidic acid acyltransferase, delta) (Agpat4), mRNA [NM_026644]	chr17:10937013-10937072	-0.542	0.675	-0.966	0.596
A_51_P150653	protein tyrosine phosphatase, receptor type, V	Ptprv	NM_007955	Mm.4450	13924	ENSMUST00000086432	8.045	-0.693	0.707	0.001	2.734	Mus musculus protein tyrosine phosphatase, receptor type, V (Ptprv), mRNA [NM_007955]	chr1:134999449-134999390	-0.638	0.836	-0.624	0.673
A_51_P244655	rosbin, round spermatid basic protein 1	Rsbn1	NM_172684	Mm.29366	229675	ENSMUST00000068879	10.725	-0.693	1	0.001	1.871	Mus musculus rosbin, round spermatid basic protein 1 (Rsbn1), mRNA [NM_172684]	chr3:103760314-103760373	-0.887	0.671	-0.605	0.61
A_51_P435198	crystallin, zeta	Cryz	NM_009968	Mm.374855	12972	ENSMUST00000029850	12.534	-0.692	1	0.001	1.349	Mus musculus crystallin, zeta (Cryz), mRNA [NM_009968]	chr3:154531481-154531542	-0.481	0.732	-0.847	0.707
A_52_P589321	similar to glyceraldehyde-3-phosphate dehydrogenase	LOC14433	AK169742		14433		7.749	-0.692	1	0.002	0.687	Mus musculus 2 days neonate thymus thymic cells cDNA, RIKEN full-length enriched library, clone:E430016M08 product:glyceraldehyde-3-phosphate dehydrogenase, full insert sequence. [AK169742]	chr6:125188064-125188005	-0.538	0.721	-0.936	0.573
A_51_P490305	interferon gamma inducible protein 30	Ifi30	NM_023065	Mm.30241	65972	ENSMUST00000034299	10.483	-0.691	1	0.002	0.813	Mus musculus interferon gamma inducible protein 30 (Ifi30), mRNA [NM_023065]	chr8:69218623-69217897	-0.504	0.918	-0.722	0.62
A_51_P376454	MAD homolog 3 (Drosophila)	Smad3	BI646741	Mm.7320	17127		7.612	-0.691	1	0.003	0.049	BI646741 603279769F1 NCI_CGAP_Mam3 Mus musculus cDNA clone IMAGE:5320025 5, mRNA sequence [BI646741]		-0.465	0.579	-0.93	0.788
A_51_P230734	solute carrier family 34 (sodium phosphate), member 3	Slc34a3	NM_080854	Mm.346652	142681	ENSMUST00000006638	9.69	-0.69	1	0.001	1.452	Mus musculus solute carrier family 34 (sodium phosphate), member 3 (Slc34a3), mRNA [NM_080854]	chr2:25236288-25236229	-0.48	0.815	-0.769	0.695
A_52_P868210			AK086789	Mm.288728	NA		7.468	-0.69	1	0.001	1.434	Mus musculus 0 day neonate lung cDNA, RIKEN full-length enriched library, clone:E030001I07 product:inferred: serine/arginine-rich protein specific kinase 2, full insert sequence. [AK086789]	chr5:22543944-22544003	-0.817	0.781	-0.675	0.485
A_52_P21822	cytotoxic granule-associated RNA binding protein 1	Tia1	NM_011585	Mm.274425	21841	ENSMUST00000095752	8.816	-0.69	1	0.002	1.194	Mus musculus cytotoxic granule-associated RNA binding protein 1 (Tia1), mRNA [NM_011585]	chr6:86506581-86506640	-0.916	0.683	-0.572	0.588
A_52_P218990	H2A histone family, member Y2	H2afy2	NM_207000	Mm.272870	404634	ENSMUST00000020283	7.801	-0.689	1	0.002	0.672	Mus musculus H2A histone family, member Y2 (H2afy2), mRNA [NM_207000]	chr10:61270145-61267796	-0.735	0.456	-0.892	0.674
A_52_P681659	microtubule-associated protein 9	Mtap9	XM_485258	Mm.271269	213582		7.968	-0.688	1	0.001	1.538	PREDICTED: Mus musculus RIKEN cDNA 5330427D05 gene, transcript variant 1 (5330427D05Rik), mRNA [XM_485258]	chr3:82499861-82499920	-0.821	0.726	-0.483	0.724
A_51_P428226	RIKEN cDNA 2310008H04 gene	2310008H04Rik	NM_146068	Mm.244703	224008	ENSMUST00000040248	12.565	-0.688	1	0.002	0.677	Mus musculus RIKEN cDNA 2310008H04 gene (2310008H04Rik), mRNA [NM_146068]	chr16:15432822-15432763	-0.87	0.477	-0.801	0.606
A_52_P658644	RIKEN cDNA A730024A03 gene	A730024A03Rik	NM_173753	Mm.34087	216742	ENSMUST00000046835	11.543	-0.684	0.854	0.001	2.521	Mus musculus RIKEN cDNA A730024A03 gene (A730024A03Rik), mRNA [NM_173753]	chr11:54474899-54474958	-0.545	0.669	-0.746	0.776
A_52_P334808	cDNA sequence BC050078	BC050078	BC050078	Mm.339604	237775	ENSMUST00000057799	9.117	-0.684	1	0.001	1.776	ENSMUST00000057799 [BC050078]	chr11:59543407-59543348	-0.485	0.762	-0.738	0.751
A_51_P445555	AT rich interactive domain 1B (Swi1 like)	Arid1b	XM_139711	Mm.133401	239985		9.355	-0.684	1	0.002	1.211	PREDICTED: Mus musculus AT rich interactive domain 1B (Swi1 like), transcript variant 1 (Arid1b), mRNA [XM_139711]	chr17:5289484-5289543	-0.503	0.639	-0.876	0.718
A_51_P463428	RIKEN cDNA 1500004A08 gene	1500004A08Rik	NM_178149	Mm.390323	216505	ENSMUST00000045153	8.776	-0.684	1	0.002	1.027	Mus musculus RIKEN cDNA 1500004A08 gene (1500004A08Rik), mRNA [NM_178149]	chr11:3294107-3294166	-0.479	0.873	-0.726	0.657
A_52_P651987	yippee-like 1 (Drosophila)	Ypel1	NM_023249	Mm.237941	106369	ENSMUST00000090198	8.671	-0.684	1	0.003	0.041	Mus musculus yippee-like 1 (Drosophila) (Ypel1), mRNA [NM_023249]	chr16:16634349-16634408	-0.396	0.674	-0.834	0.833
A_51_P372550	cell growth regulator with EF hand domain 1	Cgref1	BC023116	Mm.45127	68567	ENSMUST00000031051	10.394	-0.683	1	0.002	0.617	Mus musculus cell growth regulator with EF hand domain 1, mRNA (cDNA clone MGC:28551 IMAGE:4206019), complete cds. [BC023116]	chr5:29965766-29965707	-0.785	0.592	-0.876	0.479
A_52_P395528			NAP028816-1		NA		7.761	-0.681	1	0.001	2.233		chr15:89239577-89239386	-0.647	0.601	-0.627	0.849
A_51_P274055	ring finger protein 170	Rnf170	NM_029965	Mm.291906	77733	ENSMUST00000014022	7.227	-0.68	0.76	0.001	2.652	Mus musculus ring finger protein 170 (Rnf170), mRNA [NM_029965]	chr8:24897763-24897822	-0.551	0.665	-0.737	0.768
A_51_P379660	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 11	Mllt11	NM_019914	Mm.331208	56772	ENSMUST00000065482	10.904	-0.676	1	0.002	0.881	Mus musculus myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 11 (Mllt11), mRNA [NM_019914]	chr3:95093318-95093259	-0.661	0.625	-0.906	0.511
A_52_P87955	p300/CBP-associated factor	Pcaf	NM_020005	Mm.255025	18519	ENSMUST00000000724	8.726	-0.675	1	0.002	0.531	Mus musculus p300/CBP-associated factor (Pcaf), mRNA [NM_020005]	chr17:51809885-51813306	-0.459	0.626	-0.89	0.726
