CloneID	UGCluster	Name	Symbol	Redundant (Y=1, N=0)	CSR. Activated=2, Quiescent=-2, cell cycle=0
2325609	Hs.77152	MCM7 minichromosome maintenance deficient 7 (S. cerevisiae)	MCM7	0	2
796994	Hs.83532	membrane cofactor protein (CD46, trophoblast-lymphocyte cross-reactive antigen)	MCP	0	-2
142586	Hs.102696	MCT-1 protein	MCT-1	0	2
448232	Hs.77955	MADS box transcription enhancer factor 2, polypeptide D (myocyte enhancer factor 2D)	MEF2D	0	-2
1517595	Hs.184339	maternal embryonic leucine zipper kinase	MELK	0	0
79655	Hs.11039	MEP50 protein	MEP50	0	2
626841	Hs.316752	met proto-oncogene (hepatocyte growth factor receptor)	MET	0	2
754509	Hs.316752	met proto-oncogene (hepatocyte growth factor receptor)	MET	1	0
488017	Hs.3745	milk fat globule-EGF factor 8 protein	MFGE8	0	-2
564981	Hs.134726	hypothetical protein MGC:10200	MGC10200	0	2
356835	Hs.271599	hypothetical protein MGC10500	MGC10500	0	-2
743362	Hs.111099	hypothetical protein MGC10974	MGC10974	0	2
1642496	Hs.293943	hypothetical protein MGC11266	MGC11266	0	2
758314	Hs.97031	hypothetical protein MGC13047	MGC13047	0	-2
769945	Hs.256301	MGC13170 gene	MGC13170	0	2
813675	Hs.37616	hypothetical protein MGC14480	MGC14480	0	2
448344	Hs.79	hypothetical protein MGC15429	MGC15429	0	-2
296155	Hs.23044	similar to RIKEN cDNA 2610036L13	MGC16386	0	0
769796	Hs.26670	HGFL gene	MGC17330	0	-2
51320	Hs.301394	hypothetical protein MGC3101	MGC3101	0	2
502096	Hs.21415	hypothetical protein MGC39820	MGC39820	0	-2
271855	Hs.7041	MGC4170 protein	MGC4170	0	-2
754588	Hs.39504	hypothetical protein MGC4308	MGC4308	0	2
1858892	Hs.40065	hypothetical protein MGC4825	MGC4825	0	2
742642	Hs.11169	Gene 33/Mig-6	MIG-6	0	-2
140957	Hs.46743	McKusick-Kaufman syndrome	MKKS	1	2
729957	Hs.46743	McKusick-Kaufman syndrome	MKKS	0	2
461770	Hs.349196	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 6	MLLT6	0	0
810791	Hs.433410	menage a trois 1 (CAK assembly factor)	MNAT1	0	2
292964	Hs.240	M-phase phosphoprotein 1	MPHOSPH1	0	0
713236	Hs.240	M-phase phosphoprotein 1	MPHOSPH1	1	0
595637	Hs.12702	modulator recognition factor 2	MRF2	0	-2
1636069	Hs.109059	mitochondrial ribosomal protein L12	MRPL12	0	2
843263	Hs.4209	mitochondrial ribosomal protein L37	MRPL37	0	2
755304	Hs.180312	mitochondrial ribosomal protein S16	MRPS16	0	2
773483	Hs.55097	mitochondrial ribosomal protein S28	MRPS28	0	2
131362	Hs.170328	moesin	MSN	1	2
81332	Hs.170328	moesin	MSN	0	2
78353	Hs.381097	metallothionein 1F (functional)	MT1F	0	2
2019011	Hs.73133	metallothionein 3 (growth inhibitory factor (neurotrophic))	MT3	0	2
203008	Hs.144407	likely ortholog of mouse MutT homolog 2	MTH2	0	2
2028294	Hs.172665	methylenetetrahydrofolate dehydrogenase (NADP+ dependent), methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthetase	MTHFD1	0	2
280934	Hs.3828	mevalonate (diphospho) decarboxylase	MVD	0	-2
1680549	Hs.118630	MAX interacting protein 1	MXI1	1	-2
271478	Hs.118630	MAX interacting protein 1	MXI1	1	-2
277611	Hs.118630	MAX interacting protein 1	MXI1	1	-2
489947	Hs.118630	MAX interacting protein 1	MXI1	1	-2
609366	Hs.118630	MAX interacting protein 1	MXI1	0	-2
1526789	Hs.300592	v-myb myeloblastosis viral oncogene homolog (avian)-like 1	MYBL1	0	2
815526	Hs.179718	v-myb myeloblastosis viral oncogene homolog (avian)-like 2	MYBL2	0	2
510794	Hs.78221	c-myc binding protein	MYCBP	0	2
842989	Hs.77385	myosin, light polypeptide 6, alkali, smooth muscle and non-muscle	MYL6	0	2
1474424	Hs.69476	similar to RIKEN cDNA 1110001A07	na	0	2
1468466	Hs.127797	similar to PRO2550	na	0	0
1881517	Hs.283127	similar to Diap3 protein	na	0	0
25058	Hs.179397	hypothetical gene supported by AF131741	na	0	0
469898	Hs.40527	LOC345469	na	0	0
1553567	Hs.260395	similar to hypothetical protein	na	0	-2
1758226	Hs.144814	similar to caspase 1 isoform alpha precursor; interleukin 1-beta convertase; interleukin 1-B converting enzyme; IL1B-convertase	na	0	-2
346860	Hs.177781	hypothetical gene supported by AK093984	na	1	-2
78148	Hs.177781	hypothetical gene supported by AK093984	na	0	-2
788445	Hs.237642	similar to family 4 cytochrome P450; cytochrome P450, 4v3	na	0	-2
825356	Hs.432755	similar to SNAG1	na	0	-2
840708	Hs.177781	hypothetical gene supported by AK093984	na	1	-2
246808	Hs.6844	neuronal apoptosis inhibitor protein 2	NALP2	0	0
502333	Hs.225977	nuclear receptor coactivator 3	NCOA3	0	-2
73531	Hs.9908	nitrogen fixation cluster-like	NIFU	0	-2
812088	Hs.22151	neurolysin (metallopeptidase M3 family)	NLN	0	2
845363	Hs.118638	non-metastatic cells 1, protein (NM23A) expressed in	NME1	0	2
811097	Hs.23990	nucleolar protein family A, member 2 (H/ACA small nucleolar RNPs)	NOLA2	0	2
756502	Hs.388	nudix (nucleoside diphosphate linked moiety X)-type motif 1	NUDT1	0	2
257955	Hs.236204	nuclear pore complex protein	NUP107	1	2
827159	Hs.236204	nuclear pore complex protein	NUP107	0	2
413299	Hs.90421	nucleoporin like 1	NUPL1	0	2
1899230	Hs.151734	nuclear transport factor 2	NUTF2	0	2
512116	Hs.377830	O-acyltransferase (membrane bound) domain containing 1	OACT1	0	0
282720	Hs.274170	Opa-interacting protein 2	OIP2	0	2
191603	Hs.179661	beta 5-tubulin		0	0
773479	Hs.179661	beta 5-tubulin		1	0
268978	Hs.109694	oxysterol binding protein-like 8	OSBPL8	0	-2
80484	Hs.424279	p8 protein (candidate of metastasis 1)	P8	0	-2
813584	Hs.14125	p53 regulated PA26 nuclear protein	PA26	0	-2
842973	Hs.343258	proliferation-associated 2G4, 38kDa	PA2G4	0	2
273546	Hs.117950	phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase	PAICS	0	2
366042	Hs.8068	pre-B-cell leukemia transcription factor interacting protein 1	PBXIP1	0	-2
43229	Hs.78996	proliferating cell nuclear antigen	PCNA	1	0
789182	Hs.78996	proliferating cell nuclear antigen	PCNA	0	0
243155	Hs.184352	pericentrin 1	PCNT1	0	2
813460	Hs.432969	proprotein convertase subtilisin/kexin type 7	PCSK7	0	2
824426	Hs.278426	PDGFA associated protein 1	PDAP1	0	2
49860	Hs.92261	pyruvate dehydrogenase kinase, isoenzyme 2	PDK2	0	-2
950682	Hs.99910	phosphofructokinase, platelet	PFKP	0	2
826173	Hs.408943	profilin 1	PFN1	0	2
796263	Hs.197335	plasma glutamate carboxypeptidase	PGCP	0	-2
1533669	Hs.126706	1-aminocyclopropane-1-carboxylate synthase	PHACS	0	-2
30114	Hs.128653	putative homeodomain transcription factor 2	PHTF2	0	0
1839367	Hs.24596	RAD51-interacting protein	PIR51	0	0
364436	Hs.333212	phosphatidylinositol transfer protein, cytoplasmic 1	PITPNC1	0	2
855557	Hs.3407	protein kinase (cAMP-dependent, catalytic) inhibitor gamma	PKIG	0	-2
320355	Hs.171945	phospholipase A2 receptor 1, 180kDa	PLA2R1	1	-2
511303	Hs.171945	phospholipase A2 receptor 1, 180kDa	PLA2R1	0	-2
590154	Hs.179657	plasminogen activator, urokinase receptor	PLAUR	0	2
810017	Hs.179657	plasminogen activator, urokinase receptor	PLAUR	1	2
159455	Hs.74573	phospholipase D3	PLD3	0	-2
195040	Hs.75576	plasminogen	PLG	0	2
744047	Hs.77597	polo-like kinase (Drosophila)	PLK	0	0
263013	Hs.41270	procollagen-lysine, 2-oxoglutarate 5-dioxygenase (lysine hydroxylase) 2	PLOD2	0	2
838829	Hs.143323	putative DNA/chromatin binding motif	PLU-1	1	0
2108411	Hs.143323	putative DNA/chromatin binding motif	PLU-1	0	-2
755952	Hs.278311	plexin B1	PLXNB1	0	-2
341051	Hs.44499	pinin, desmosome associated protein	PNN	0	2
786078	Hs.99185	polymerase (DNA directed), epsilon 2 (p59 subunit)	POLE2	0	2
511632	Hs.110857	polymerase (RNA) III (DNA directed) polypeptide K, 12.3 kDa	POLR3K	0	2
82556	Hs.167246	P450 (cytochrome) oxidoreductase	POR	0	-2
767277	Hs.9880	peptidyl prolyl isomerase H (cyclophilin H)	PPIH	0	2
365641	Hs.82741	primase, polypeptide 1, 49kDa	PRIM1	0	0
42325	Hs.74519	primase, polypeptide 2A, 58kDa	PRIM2A	0	0
770880	Hs.74519	primase, polypeptide 2A, 58kDa	PRIM2A	1	0
204483	Hs.222088	PRO2000 protein	PRO2000	0	0
280375	Hs.222088	PRO2000 protein	PRO2000	1	0
857002	Hs.75969	proline rich 2	PROL2	0	-2
2054635	Hs.233952	proteasome (prosome, macropain) subunit, alpha type, 7	PSMA7	0	2
1602493	Hs.250758	proteasome (prosome, macropain) 26S subunit, ATPase, 3	PSMC3	1	2
712916	Hs.250758	proteasome (prosome, macropain) 26S subunit, ATPase, 3	PSMC3	0	2
823598	Hs.4295	proteasome (prosome, macropain) 26S subunit, non-ATPase, 12	PSMD12	0	2
285686	Hs.178761	proteasome (prosome, macropain) 26S subunit, non-ATPase, 14	PSMD14	0	2
809992	Hs.74619	proteasome (prosome, macropain) 26S subunit, non-ATPase, 2	PSMD2	0	2
744800	Hs.19718	protein tyrosine phosphatase, receptor type, U	PTPRU	0	-2
1160558	Hs.415877	6-pyruvoyltetrahydropterin synthase	PTS	0	2
2018976	Hs.252587	pituitary tumor-transforming 1	PTTG1	0	0
781089	Hs.252587	pituitary tumor-transforming 1	PTTG1	1	0
843069	Hs.172589	nuclear phosphoprotein similar to S. cerevisiae PWP1	PWP1	0	0
40120	Hs.173656	KIAA0941 protein	Rab11-FIP2	0	-2
1619759	Hs.183800	Ran GTPase activating protein 1	RANGAP1	0	0
324225	Hs.17466	retinoic acid receptor responder (tazarotene induced) 3	RARRES3	0	-2
731136	Hs.11170	RNA binding motif protein 14	RBM14	0	2
611028	Hs.180378	RNA binding motif protein, X chromosome	RBMX	0	2
951080	Hs.31442	RecQ protein-like 4	RECQL4	0	0
1574649	Hs.115521	REV3-like, catalytic subunit of DNA polymerase zeta (yeast)	REV3L	0	-2
860000	Hs.139226	replication factor C (activator 1) 2, 40kDa	RFC2	0	0
277112	Hs.115474	replication factor C (activator 1) 3, 38kDa	RFC3	0	2
309288	Hs.35120	replication factor C (activator 1) 4, 37kDa	RFC4	0	0
512410	Hs.25292	ribonuclease H2, large subunit	RNASEH2A	0	2
855243	Hs.115823	ribonuclease P1	RNASEP1	0	2
786625	Hs.180403	ring finger protein 138	RNF138	0	2
1900149	Hs.153639	ring finger protein 41	RNF41	0	2
502690	Hs.2280	ribophorin I	RPN1	0	2
856489	Hs.2934	ribonucleotide reductase M1 polypeptide	RRM1	0	0
624627	Hs.75319	ribonucleotide reductase M2 polypeptide	RRM2	0	0
768466	Hs.94262	ribonucleotide reductase M2 B (TP53 inducible)	RRM2B	0	-2
827011	Hs.272822	RuvB-like 1 (E. coli)	RUVBL1	0	2
364510	Hs.74592	special AT-rich sequence binding protein 1 (binds to nuclear matrix/scaffold-associating DNAs)	SATB1	0	-2
200012	Hs.110783	HBV pre-s2 binding protein 1	SBP1	0	-2
590759	Hs.239926	sterol-C4-methyl oxidase-like	SC4MOL	0	-2
123474	Hs.119597	stearoyl-CoA desaturase (delta-9-desaturase)	SCD	0	-2
1616241	Hs.119597	stearoyl-CoA desaturase (delta-9-desaturase)	SCD	1	-2
810711	Hs.119597	stearoyl-CoA desaturase (delta-9-desaturase)	SCD	1	-2
1635538	Hs.82109	syndecan 1	SDC1	0	2
525926	Hs.82109	syndecan 1	SDC1	1	0
586731	Hs.389371	stromal cell derived factor receptor 1	SDFR1	0	2
167205	Hs.334841	selenium binding protein 1	SELENBP1	0	-2
754550	Hs.177635	likely ortholog of mouse semaF cytoplasmic domain associated protein 3	SEMACAP3	0	-2
381066	Hs.151242	serine (or cysteine) proteinase inhibitor, clade G (C1 inhibitor), member 1, (angioedema, hereditary)	SERPING1	0	-2
788232	Hs.8026	sestrin 2	SES2	0	-2
47681	Hs.30035	splicing factor, arginine/serine-rich 10 (transformer 2 homolog, Drosophila)	SFRS10	0	2
809535	Hs.73965	splicing factor, arginine/serine-rich 2	SFRS2	0	2
1584551	Hs.76305	surfactant, pulmonary-associated protein B	SFTPB	0	-2
486175	Hs.75231	solute carrier family 16 (monocarboxylic acid transporters), member 1	SLC16A1	0	2
772304	Hs.79172	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 5	SLC25A5	0	2
461098	Hs.214646	solute carrier family 35, member E2	SLC35E2	0	-2
71863	Hs.5944	solute carrier family 40 (iron-regulated transporter), member 1	SLC40A1	0	-2
839882	Hs.324787	solute carrier family 5 (inositol transporters), member 3	SLC5A3	0	-2
378813	Hs.251754	secretory leukocyte protease inhibitor (antileukoproteinase)	SLPI	0	-2
682846	Hs.119023	SMC2 structural maintenance of chromosomes 2-like 1 (yeast)	SMC2L1	0	2
786504	Hs.50758	SMC4 structural maintenance of chromosomes 4-like 1 (yeast)	SMC4L1	0	0
565235	Hs.89718	spermine synthase	SMS	0	2
754026	Hs.194477	E3 ubiquitin ligase SMURF2	SMURF2	0	2
206370	Hs.174051	small nuclear ribonucleoprotein 70kDa polypeptide (RNP antigen)	SNRP70	0	-2
2322223	Hs.173255	small nuclear ribonucleoprotein polypeptide A	SNRPA	0	2
490772	Hs.80506	small nuclear ribonucleoprotein polypeptide A	SNRPA1	0	2
950482	Hs.83753	small nuclear ribonucleoprotein polypeptides B and B1	SNRPB	0	2
724387	Hs.1063	small nuclear ribonucleoprotein polypeptide C	SNRPC	0	2
47542	Hs.86948	small nuclear ribonucleoprotein D1 polypeptide 16kDa	SNRPD1	0	2
431803	Hs.334612	small nuclear ribonucleoprotein polypeptide E	SNRPE	0	2
2307015	Hs.16244	sperm associated antigen 5	SPAG5	0	0
124781	Hs.71465	squalene epoxidase	SQLE	0	-2
322643	Hs.8185	sulfide quinone reductase-like (yeast)	SQRDL	1	-2
85060	Hs.8185	sulfide quinone reductase-like (yeast)	SQRDL	0	-2
856796	Hs.76244	spermidine synthase	SRM	0	2
292082	Hs.28707	signal sequence receptor, gamma (translocon-associated protein gamma)	SSR3	0	2
767206	Hs.28707	signal sequence receptor, gamma (translocon-associated protein gamma)	SSR3	1	2
813499	Hs.25723	Sjogrens syndrome/scleroderma autoantigen 1	SSSCA1	0	2
149934	Hs.9075	serine/threonine kinase 17a (apoptosis-inducing)	STK17A	0	2
2106955	Hs.172052	serine/threonine kinase 18	STK18	0	2
129865	Hs.250822	serine/threonine kinase 6	STK6	0	0
754018	Hs.154567	supervillin	SVIL	0	-2
705064	Hs.104019	transforming, acidic coiled-coil containing protein 3	TACC3	0	0
359457	Hs.433399	transgelin	TAGLN	0	2
33122	Hs.443668	likely ortholog of mouse transforming growth factor beta regulated gene 1	TBRG1	0	-2
347373	Hs.184693	transcription elongation factor B (SIII), polypeptide 1 (15kDa, elongin C)	TCEB1	0	2
1631194	Hs.266940	t-complex-associated-testis-expressed 1-like 1	TCTEL1	0	2
266696	Hs.266940	t-complex-associated-testis-expressed 1-like 1	TCTEL1	1	2
726086	Hs.378774	tissue factor pathway inhibitor 2	TFPI2	0	2
502542	Hs.355819	homolog of yeast Tim50	TIM50L	0	2
240766	Hs.5831	tissue inhibitor of metalloproteinase 1 (erythroid potentiating activity, collagenase inhibitor)	TIMP1	0	0
1534435	Hs.6441	tissue inhibitor of metalloproteinase 2	TIMP2	0	-2
810444	Hs.101382	tumor necrosis factor, alpha-induced protein 2	TNFAIP2	0	-2
135791	Hs.355899	tumor necrosis factor receptor superfamily, member 12A	TNFRSF12A	1	2
1759582	Hs.355899	tumor necrosis factor receptor superfamily, member 12A	TNFRSF12A	0	2
271670	Hs.26401	tumor necrosis factor (ligand) superfamily, member 12	TNFSF12	0	-2
75644	Hs.169886	tenascin XB	TNXB	0	-2
809466	Hs.30928	translocase of outer mitochondrial membrane 40 homolog (yeast)	TOMM40	0	2
825470	Hs.156346	topoisomerase (DNA) II alpha 170kDa	TOP2A	0	0
1629113	Hs.104741	T-LAK cell-originated protein kinase	TOPK	0	0
785368	Hs.104741	T-LAK cell-originated protein kinase	TOPK	1	0
814528	Hs.75497	tumor protein p53 inducible nuclear protein 1	TP53INP1	0	-2
855749	Hs.83848	triosephosphate isomerase 1	TPI1	0	2
488479	Hs.77899	tropomyosin 1 (alpha)	TPM1	0	2
740620	Hs.300772	tropomyosin 2 (beta)	TPM2	0	2
549146	Hs.318501	tripartite motif-containing 22	TRIM22	0	-2
856427	Hs.6566	thyroid hormone receptor interactor 13	TRIP13	0	0
1897944	Hs.114360	transforming growth factor beta-stimulated protein TSC-22	TSC22	0	-2
795936	Hs.75066	translin	TSN	0	0
612274	Hs.75318	tubulin, alpha 1 (testis specific)	TUBA1	0	2
38816	Hs.75318	tubulin, alpha 1 (testis specific)	TUBA1	1	0
2307420	Hs.458114	tubulin, beta polypeptide	TUBB	0	0
1636876	Hs.251653	tubulin, beta, 2	TUBB2	0	0
108377	Hs.21635	tubulin, gamma 1	TUBG1	0	2
50743	Hs.42644	thioredoxin-like 2	TXNL2	0	2
853368	Hs.29475	thymidylate synthetase	TYMS	0	0
292515	Hs.21293	UDP-N-acteylglucosamine pyrophosphorylase 1	UAP1	1	2
486035	Hs.21293	UDP-N-acteylglucosamine pyrophosphorylase 1	UAP1	0	2
146882	Hs.93002	ubiquitin-conjugating enzyme E2C	UBE2C	0	0
769921	Hs.93002	ubiquitin-conjugating enzyme E2C	UBE2C	1	0
279972	Hs.184325	ubiquitin-conjugating enzyme E2, J1 (UBC6 homolog, yeast)	UBE2J1	0	2
1292535	Hs.288549	ubiquitin UBF-fl	UBF-fl	0	0
1550739	Hs.108106	ubiquitin-like, containing PHD and RING finger domains, 1	UHRF1	0	0
344243	Hs.454562	uridine monophosphate kinase	UMPK	0	2
760344	Hs.2057	uridine monophosphate synthetase (orotate phosphoribosyl transferase and orotidine-5-decarboxylase)	UMPS	0	2
489595	Hs.35086	ubiquitin specific protease 1	USP1	0	0
73596	Hs.35086	ubiquitin specific protease 1	USP1	1	0
813261	Hs.6651	vesicle-associated membrane protein 4	VAMP4	0	-2
486221	Hs.149155	voltage-dependent anion channel 1	VDAC1	0	2
755145	Hs.155191	villin 2 (ezrin)	VIL2	0	2
85403	Hs.231840	WW domain binding protein 2	WBP2	0	-2
234004	Hs.187991	SOCS box-containing WD protein SWiP-1	WSB1	0	0
271699	Hs.187991	SOCS box-containing WD protein SWiP-1	WSB1	1	-2
1605407	Hs.136644	WD repeat and SOCS box containing protein 2	WSB2	0	2
898095	Hs.119	Wilms tumor 1 associated protein	WTAP	0	-2
258761	Hs.23495	HBxAg transactivated protein 1	XTP1	0	0
292996	Hs.349530	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide	YWHAH	0	0
1933716	Hs.15220	zinc finger protein 106	ZFP106	0	-2
824875	Hs.15220	zinc finger protein 106	ZFP106	1	-2
845419	Hs.351605	zinc finger protein 276	ZFP276	0	0
755373	Hs.33532	zinc finger protein 151 (pHZ-67)	ZNF151	0	-2
461613	Hs.250493	zinc finger protein 219	ZNF219	0	-2
562115	Hs.356344	zinc finger protein 36 (KOX 18)	ZNF36	0	-2
486356	Hs.305953	zinc finger protein 83 (HPF1)	ZNF83	0	-2
1034491	Data not found			0	2
1664309	Data not found			0	2
1680098	Hs.455887	Homo sapiens transcribed sequences		0	2
1881224	Hs.158501	Homo sapiens transcribed sequences		0	2
1926715	Data not found			0	2
195419	In multiple clusters			0	2
2012523	Hs.458417	Homo sapiens transcribed sequence with strong similarity to protein pir:I56326 (H.sapiens) I56326 fatty acid binding protein homolog - human		0	2
207029	Data not found			0	2
232586	Hs.102219	Homo sapiens transcribed sequences		0	2
246684	Hs.48058	Homo sapiens transcribed sequences		0	2
260187	Hs.44307	Homo sapiens transcribed sequence with weak similarity to protein ref:NP_060265.1 (H.sapiens) hypothetical protein FLJ20378 [Homo sapiens]		0	2
278687	In multiple clusters			0	2
279616	Hs.46852	Homo sapiens transcribed sequences		0	2
281039	In multiple clusters			0	2
283751	Hs.44205	Sapiens, clone MGC:32686 IMAGE:4051739, mRNA, complete cds		0	2
290162	In multiple clusters			0	2
295473	In multiple clusters			0	2
30093	Data not found			0	2
302933	In multiple clusters			0	2
32134	In multiple clusters			0	2
321354	In multiple clusters			0	2
321905	Hs.55080	Homo sapiens transcribed sequences		0	2
32641	In multiple clusters			0	2
345833	In multiple clusters			0	2
40017	In multiple clusters			0	2
418279	Hs.35962	Sapiens, clone IMAGE:4448513, mRNA		0	2
454219	Hs.117035	Homo sapiens transcribed sequences		0	2
470930	In multiple clusters			0	2
645702	Hs.169514	Homo sapiens transcribed sequence with weak similarity to protein ref:NP_060265.1 (H.sapiens) hypothetical protein FLJ20378 [Homo sapiens]		0	2
665508	In multiple clusters			0	2
66852	Data not found			0	2
687297	Hs.20843	Sapiens cDNA FLJ11245 fis, clone PLACE1008629.		0	2
713031	In multiple clusters			0	2
731290	Hs.456464	Homo sapiens transcribed sequences		0	2
745476	Hs.208414	Sapiens mRNA; cDNA DKFZp564D0472 (from clone DKFZp564D0472)		0	2
757144	In multiple clusters			0	2
810156	In multiple clusters			0	2
811999	In multiple clusters			0	2
813636	Hs.452394	Sapiens HSPC151 mRNA, complete cds		0	2
824132	In multiple clusters			0	2
824756	Data not found			0	2
824917	In multiple clusters			0	2
825659	In multiple clusters			0	2
841238	Hs.237868	Sapiens esophageal carcinoma-related mRNA, complete sequence		0	2
853968	Hs.116680	Homo sapiens transcribed sequences		0	2
858375	Hs.116808	Sapiens mRNA; cDNA DKFZp566J1846 (from clone DKFZp566J1846)		0	2
897680	Data not found			0	2
1035796	Hs.339665	Sapiens, Similar to RIKEN cDNA 2700049P18 gene, clone MGC:57827 IMAGE:6064384, mRNA, complete cds		0	0
130204	In multiple clusters			0	0
131316	Hs.339665	Sapiens, Similar to RIKEN cDNA 2700049P18 gene, clone MGC:57827 IMAGE:6064384, mRNA, complete cds		1	0
139705	Hs.28465	Sapiens, clone IMAGE:5263527, mRNA		0	0
1536451	Hs.126714	Homo sapiens transcribed sequence with weak similarity to protein ref:NP_062553.1 (H.sapiens) hypothetical protein FLJ11267 [Homo sapiens]		0	0
1564601	Hs.186579	Sapiens, clone IMAGE:4081483, mRNA		0	0
1677546	Hs.135448	Homo sapiens transcribed sequence		0	0
1837950	Hs.120605	Homo sapiens transcribed sequences		0	0
1911913	Hs.370736	Homo sapiens transcribed sequences		0	0
196475	Hs.418535	Homo sapiens transcribed sequences		0	0
202704	Hs.268919	Sapiens cDNA FLJ37623 fis, clone BRCOC2014013.		0	0
203275	In multiple clusters			0	0
220376	Hs.432827	Homo sapiens transcribed sequence with weak similarity to protein pir:S21348 (R.norvegicus) S21348 probable pol polyprotein-related protein 4 - rat		0	0
236142	Data not found			0	0
241282	Hs.299797	Sapiens cDNA FLJ34225 fis, clone FCBBF3023372.		0	0
308633	In multiple clusters			0	0
346257	Hs.319215	Sapiens, clone IMAGE:5270727, mRNA		0	0
358052	Hs.348874	Sapiens full length insert cDNA clone ZE04G11		0	0
366414	In multiple clusters			0	0
366558	In multiple clusters			0	0
510273	In multiple clusters			0	0
610362	In multiple clusters			0	0
625616	In multiple clusters			0	0
627688	Hs.104123	Homo sapiens transcribed sequence		0	0
739511	In multiple clusters			0	0
745138	Hs.457442	Sapiens cDNA FLJ35797 fis, clone TESTI2005892, highly similar to TUBULIN ALPHA-3/ALPHA-7 CHAIN.		0	0
770066	In multiple clusters			0	0
809530	Data not found			0	0
809731	Hs.375205	Sapiens, clone IMAGE:4589300, mRNA, partial cds		0	0
810600	Hs.430976	Homo sapiens transcribed sequence with strong similarity to protein pir:B42856 (H.sapiens) B42856 ubiquitin carrier protein E2 - human		0	0
810899	In multiple clusters			0	0
853066	Hs.446510	Homo sapiens transcribed sequence with weak similarity to protein ref:NP_060265.1 (H.sapiens) hypothetical protein FLJ20378 [Homo sapiens]		0	0
108422	In multiple clusters			0	-2
121512	In multiple clusters			0	-2
128054	Hs.356538	Homo sapiens transcribed sequence with moderate similarity to protein pdb:1BGM (E. coli) O Chain O, Beta-Galactosidase (Chains I-P)		0	-2
129883	In multiple clusters			0	-2
137602	Hs.106148	Sapiens mRNA; cDNA DKFZp434G0972 (from clone DKFZp434G0972)		0	-2
141854	In multiple clusters			0	-2
1558625	Hs.25144	Sapiens cDNA FLJ31683 fis, clone NT2RI2005353.		0	-2
1564426	Hs.446437	Homo sapiens transcribed sequence with weak similarity to protein ref:NP_060312.1 (H.sapiens) hypothetical protein FLJ20489 [Homo sapiens]		0	-2
1569077	Data not found			0	-2
1601926	Hs.457626	Homo sapiens transcribed sequences		0	-2
1649341	Data not found			0	-2
1686600	Hs.170261	Sapiens cDNA FLJ38461 fis, clone FEBRA2020977.		0	-2
1892599	Hs.409561	Homo sapiens transcribed sequence		0	-2
1898442	Hs.34068	Sapiens, clone IMAGE:5296353, mRNA		0	-2
1898826	Data not found			0	-2
2013496	Hs.268016	Sapiens cDNA: FLJ21243 fis, clone COL01164.		1	-2
210486	In multiple clusters			0	-2
240480	In multiple clusters			0	-2
249486	Data not found			0	-2
256619	In multiple clusters			0	-2
262313	Hs.108873	Homo sapiens transcribed sequences		1	-2
266263	Hs.26418	Sapiens, clone IMAGE:5261213, mRNA		0	-2
278729	Hs.29088	Homo sapiens transcribed sequence with weak similarity to protein sp:P11369 (M.musculus) POL2_MOUSE Retrovirus-related POL polyprotein [Contains: Reverse transcriptase ; Endonuclease]		0	-2
28927	Hs.388212	Homo sapiens transcribed sequence		0	-2
289505	Hs.44829	Homo sapiens transcribed sequence with moderate similarity to protein ref:NP_060265.1 (H.sapiens) hypothetical protein FLJ20378 [Homo sapiens]		0	-2
291394	Hs.108873	Homo sapiens transcribed sequences		0	-2
340745	Hs.25144	Sapiens cDNA FLJ31683 fis, clone NT2RI2005353.		1	-2
346643	Hs.23575	Homo sapiens transcribed sequences		0	-2
358647	Hs.26418	Sapiens, clone IMAGE:5261213, mRNA		1	-2
361456	In multiple clusters			0	-2
38009	Hs.170056	Sapiens mRNA; cDNA DKFZp586B0220 (from clone DKFZp586B0220)		0	-2
38072	Hs.293782	Sapiens, clone MGC:27375 IMAGE:4688423, mRNA, complete cds		1	-2
42935	Hs.445537	Homo sapiens transcribed sequence with weak similarity to protein pir:T12486 (H.sapiens) T12486 hypothetical protein DKFZp566H033.1 - human		0	-2
431805	Data not found			0	-2
487499	Hs.24758	Sapiens cDNA FLJ32068 fis, clone OCBBF1000114.		0	-2
491415	In multiple clusters			0	-2
503839	In multiple clusters			0	-2
664233	In multiple clusters			0	-2
69309	Hs.452719	Homo sapiens transcribed sequence with weak similarity to protein sp:P29974 (M.musculus) CNG1_MOUSE cGMP-gated cation channel alpha 1 (CNG channel alpha 1) (CNG-1) (CNG1) (Cyclic nucleotide gated channel alpha 1) (Cyclic nucleotide gated channel, photoreceptor) (Cyclic-nucleotide-gated cation channel 1) (Rod photoreceptor cGMP-gated channel alpha subunit)		0	-2
69378	Hs.279898	Sapiens cDNA: FLJ23165 fis, clone LNG09846.		0	-2
741954	In multiple clusters			0	-2
742685	Hs.291804	Sapiens cDNA FLJ35517 fis, clone SPLEN2000698.		0	-2
742806	Hs.398090	Sapiens cDNA FLJ39131 fis, clone NTONG2008143.		0	-2
767289	In multiple clusters			0	-2
