Affy ID	Gene Symbol	Gene name	Cellular location	Family	UniGene ID	RefSeq Transcript ID	MSC	MAPC- 1	MAPC-2	ESC
1433920_at	Sema4c	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C			Mm.29558	XM_129853	49.4	313.5	272.9	42.2
1424378_at	Ldlrap1	low density lipoprotein receptor adaptor protein 1			Mm.27486	NM_145554	128.6	709.9	669.4	93.7
1427216_at	Ifnz	interferon zeta	Extracellular Space	cytokine	---	NM_197889	36.6	261.4	185.8	33.3
1440882_at	Lrp8	low density lipoprotein receptor-related protein 8, apolipoprotein e receptor	Plasma Membrane	transmembrane receptor	Mm.331760	NM_053073	131.1	653.1	735.3	94.0
1419413_at	Ccl17	chemokine (C-C motif) ligand 17	Extracellular Space	cytokine	Mm.41988	NM_011332	12.5	115.4	86.0	4.5
1449154_at	Col11a1	collagen, type XI, alpha 1	Extracellular Space	other	Mm.209715	NM_007729	35.6	189.7	236.9	16.9
1425712_at	Bc025446	cDNA sequence BC025446			Mm.235880	NM_146058	3.8	45.1	70.5	2.0
1424125_at	Kcnk13	potassium channel, subfamily K, member 13			Mm.312335	NM_146037	6.4	36.9	103.4	2.8
1427180_at	Slc27a3	solute carrier family 27 (fatty acid transporter), member 3	Plasma Membrane	transporter	Mm.45519	XM_130954	30.9	267.5	193.1	39.2
1457311_at	Camk2a	calcium/calmodulin-dependent protein kinase (CaM kinase) II alpha	Cytoplasm	kinase	Mm.131530	NM_009792 /// NM_177407	9.4	71.9	175.2	17.5
1420183_at	Lor	loricrin	Cytoplasm	other	Mm.1121	NM_008508	47.3	302.1	232.5	42.8
1455952_at	Adprhl1	ADP-ribosylhydrolase like 1			Mm.132785	NM_172750	2.1	44.2	56.3	2.5
1435245_at	Gls2	glutaminase 2 (liver, mitochondrial)	Cytoplasm	enzyme	---	NM_001033264	4.1	730.6	661.6	137.4
1421462_a_at	Lepre1	leucine proline-enriched proteoglycan (leprecan) 1	Nucleus	enzyme	Mm.27961	NM_019782 /// NM_019783	216.0	1361.6	778.8	135.7
1451160_s_at	Pvr	poliovirus receptor	Plasma Membrane	G-protein coupled receptor	Mm.227506	NM_027514	178.5	1193.6	807.5	201.9
1456756_at	E430016p22rik	RIKEN cDNA E430016P22 gene			---	---	347.2	2022.3	1963.6	410.7
1455607_at	Thsd2	R-spondin 3 homolog (Xenopus laevis)			Mm.45191	NM_028351	9.0	96.6	141.3	17.1
1454996_at	Hsdl1	hydroxysteroid dehydrogenase like 1			Mm.36756	NM_175185	376.7	1725.7	1911.2	318.4
1416689_at	Tuft1	tuftelin 1			Mm.10214	NM_011656	158.7	992.5	573.0	87.9
1451754_a_at	Wdr45	WD repeat domain 45	Unknown	other	Mm.305725	NM_172372	277.9	1583.2	1094.7	234.3
1443392_at	Trpv1	transient receptor potential cation channel, subfamily V, member 1	Plasma Membrane	ion channel	Mm.278432	NM_001001445	5.2	94.4	40.4	6.5
1427234_at	Vangl1	vang-like 1 (van gogh, Drosophila)	Cytoplasm	other	Mm.331266	NM_177545	166.9	1047.9	1325.4	247.9
1419457_at	Rgnef	Rho-guanine nucleotide exchange factor	Unknown	other	Mm.252718	NM_012026	14.2	243.8	209.5	40.9
1453191_at	Col27a1	collagen, type XXVII, alpha 1			Mm.194116	NM_025685	159.2	697.3	804.3	41.5
1435325_at	Usp46	ubiquitin specific peptidase 46			Mm.48795	NM_177561	231.1	1234.7	912.0	231.3
1420903_at	St6galnac3	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3			Mm.296453	NM_011372	3.5	60.0	172.5	18.0
1436367_at	C130094e24	hypothetical protein C130094E24			Mm.282852	---	9.1	81.2	72.1	5.4
1434103_at	Aa408278	expressed sequence AA408278			---	---	273.1	1274.6	1220.0	148.8
1452803_at	C9orf19	chromosome 9 open reading frame 19			Mm.22213	NM_027450	400.1	2058.1	1543.8	210.4
1423434_at	Tead1	TEA domain family member 1 (SV40 transcriptional enhancer factor)	Nucleus	transcription regulator	Mm.28081	NM_009346	30.8	237.8	164.3	38.3
1429024_at	1110018j23rik	RIKEN cDNA 1110018J23 gene			Mm.386813	XM_140742	16.8	179.8	267.5	43.5
1452288_at	Flj20313	myotubularin related protein 10			Mm.214959	NM_172742	427.7	1623.2	2111.5	274.4
1433761_at	9430063l05rik	RIKEN cDNA 9430063L05 gene			Mm.129840	NM_178080	83.5	375.1	407.1	43.1
1444262_at	1110017f19rik	RIKEN cDNA 1110017F19 gene			Mm.379351	---	8.2	67.4	70.7	5.5
1460348_at	Mad2l2	MAD2 mitotic arrest deficient-like 2 (yeast)	Nucleus	enzyme	Mm.9648	NM_027985	111.1	708.0	585.0	144.1
1418483_a_at	Ggta1	glycoprotein, alpha-galactosyltransferase 1			Mm.281124	NM_010283	680.7	2910.4	2927.8	213.8
1428671_at	2200002d01rik	RIKEN cDNA 2200002D01 gene			---	---	9.9	172.0	137.1	28.5
1424359_at	Oplah	5-oxoprolinase (ATP-hydrolysing)	Unknown	enzyme	Mm.322738	NM_153122	68.6	333.5	314.4	28.2
1422674_s_at	Crygc	crystallin, gamma C			Mm.298885	NM_007775 /// NM_144761	4.6	73.7	32.8	2.8
1418118_at	Slc22a1	solute carrier family 22 (organic cation transporter), member 1	Plasma Membrane	transporter	Mm.594	NM_009202	17.3	94.1	118.9	7.0
1438274_at	Znfn1a4	zinc finger protein, subfamily 1A, 4 (Eos)	Nucleus	transcription regulator	Mm.358648	NM_011772	3.8	148.6	86.4	20.1
1440409_at	2210401j11rik	RIKEN cDNA 2210401J11 gene			---	---	8.1	62.4	159.1	18.5
1460431_at	Gcnt1	glucosaminyl (N-acetyl) transferase 1, core 2 (beta-1,6-N-acetylglucosaminyltransferase)	Cytoplasm	enzyme	Mm.244825	NM_010265 /// NM_173442	207.3	777.9	1015.7	100.1
1421262_at	Lipg	lipase, endothelial	Extracellular Space	enzyme	Mm.299647	NM_010720	9.1	110.8	124.4	20.5
1440144_x_at	C330046e03	hypothetical protein C330046E03			---	---	14.6	179.1	87.0	24.5
1426362_at	Flj11155	hypothetical protein FLJ11155			Mm.46635	NM_027495	135.5	711.4	463.6	74.6
1453181_x_at	Plscr1	phospholipid scramblase 1	Plasma Membrane	enzyme	Mm.14627	NM_011636	612.4	2214.4	2855.2	301.4
1450791_at	Nppb	natriuretic peptide precursor B	Extracellular Space	other	Mm.2740	NM_008726	20.2	245.6	98.5	34.3
1450288_at	Cdh6	cadherin 6, type 2, K-cadherin (fetal kidney)	Plasma Membrane	other	Mm.57048	NM_007666	10.4	56.9	121.7	14.0
1417695_a_at	Soat1	sterol O-acyltransferase (acyl-Coenzyme A: cholesterol acyltransferase) 1	Cytoplasm	enzyme	Mm.28099	NM_009230	922.6	3446.7	3942.6	649.2
1419301_at	Fzd4	frizzled homolog 4 (Drosophila)	Plasma Membrane	G-protein coupled receptor	Mm.86755	NM_008055	17.3	200.6	388.4	66.7
1424114_s_at	Lamb1	laminin, beta 1	Extracellular Space	other	Mm.172674	NM_008482	2816.3	11095.0	11001.2	1788.8
1455450_at	Ptpn3	protein tyrosine phosphatase, non-receptor type 3	Cytoplasm	phosphatase	---	---	107.9	930.3	1306.8	278.1
1436590_at	Ppp1r3b	protein phosphatase 1, regulatory (inhibitor) subunit 3B	Unknown	other	Mm.247126	NM_177741	4.8	52.4	168.9	20.4
1455214_at	Mitf	microphthalmia-associated transcription factor	Nucleus	transcription regulator	Mm.333284	NM_008601	134.6	613.9	478.5	73.7
1428266_at	Myl3	myosin, light polypeptide 3, alkali; ventricular, skeletal, slow	Cytoplasm	other	Mm.7353	NM_010859	31.3	218.9	196.2	46.3
1455961_at	Mme	membrane metallo-endopeptidase (neutral endopeptidase, enkephalinase, CALLA, CD10)	Plasma Membrane	peptidase	Mm.296022	NM_008604	415.5	1711.8	1506.6	219.7
1450813_a_at	Tnni1	troponin I type 1 (skeletal, slow)	Unknown	other	Mm.44379	NM_021467	17.2	129.5	61.4	1.4
1449248_at	Clcn2	chloride channel 2	Plasma Membrane	ion channel	Mm.177761	NM_009900	7.4	189.3	134.2	34.7
1424650_at	Pdia5	protein disulfide isomerase family A, member 5			Mm.71015	NM_028295	837.6	3249.7	3104.2	356.8
1435625_at	Entpd7	ectonucleoside triphosphate diphosphohydrolase 7	Cytoplasm	enzyme	Mm.296789	NM_053103	52.4	240.1	212.3	41.4
1429284_at	8430436f23rik	RIKEN cDNA 8430436F23 gene			---	---	37.2	159.4	229.1	44.0
1426894_s_at	C9orf132	family with sequence similarity 102, member A			Mm.4065	NM_153560	86.3	403.2	595.2	125.7
1417073_a_at	Qki	quaking homolog, KH domain RNA binding (mouse)	Nucleus	other	Mm.262294	NM_021881	471.1	1757.0	1816.3	255.2
1423924_s_at	Tspan14	tetraspanin 14			Mm.28876	NM_145928	218.7	786.4	892.4	187.5
1436609_a_at	Lrpap1	low density lipoprotein receptor-related protein associated protein 1	Plasma Membrane	transmembrane receptor	Mm.277661	NM_013587	2435.0	10224.7	9912.9	2714.8
1424140_at	Gale	UDP-galactose-4-epimerase	Cytoplasm	enzyme	Mm.247946	NM_178389	148.2	549.8	605.4	126.9
1434813_x_at	Wars	tryptophanyl-tRNA synthetase	Cytoplasm	enzyme	Mm.38433	NM_011710	846.7	3289.7	3006.1	736.8
1429428_at	Tcf7l2	transcription factor 7-like 2 (T-cell specific, HMG-box)	Nucleus	transcription regulator	Mm.139815	NM_009333	124.3	574.9	397.1	68.6
1432463_at	5730510p18rik	RIKEN cDNA 5730510P18 gene			---	---	3.2	94.3	81.6	15.9
1451756_at	Flt1	fms-related tyrosine kinase 1 (vascular endothelial growth factor/vascular permeability factor receptor)	Plasma Membrane	kinase	Mm.3464	NM_010228	64.0	129.3	391.4	39.2
1454995_at	Ddah1	dimethylarginine dimethylaminohydrolase 1	Cytoplasm	enzyme	Mm.234247	NM_026993	181.6	860.7	1658.1	341.1
1419673_at	Spock	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 1	Extracellular Space	other	Mm.379020	NM_009262	1.3	29.0	57.8	4.1
1438331_at	E130113k08rik	yippee-like 2 (Drosophila)			Mm.191894	NM_001005341	15.5	86.7	81.1	12.7
1417430_at	Cdr2	cerebellar degeneration-related protein 2, 62kDa	Cytoplasm	other	Mm.1640	NM_007672	327.2	1271.6	1612.1	396.4
1434756_at	5430421b17	hypothetical protein 5430421B17			---	---	19.6	81.1	147.0	24.1
1448729_a_at	38964	septin 4	Cytoplasm	enzyme	Mm.2214	NM_011129	29.4	205.3	59.9	27.6
1449291_a_at	Dcbld1	discoidin, CUB and LCCL domain containing 1			Mm.62982	NM_025705	138.3	438.8	574.7	103.2
1429574_at	Clic3	chloride intracellular channel 3	Nucleus	ion channel	Mm.44194	NM_027085	2.2	32.1	38.2	1.6
1426832_at	Ddx26b	DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 26B			Mm.72753	NM_172779	106.6	773.5	289.6	146.8
1422784_at	Krt6a	keratin 6A			Mm.383994	NM_008476	11.0	90.6	44.3	11.7
1416619_at	4632428n05rik	RIKEN cDNA 4632428N05 gene			Mm.273584	NM_028732	60.1	176.1	288.0	33.5
1425264_s_at	Mbp	myelin basic protein			Mm.252063	NM_001025245 /// NM_001025251 /// NM_001025254 /// NM_001025255 /// NM_001025256 /// NM_001025258 /// NM_001025259 /// NM_010777	16.4	139.8	294.5	56.0
1427056_at	Adamts15	ADAM metallopeptidase with thrombospondin type 1 motif, 15			Mm.65867	NM_001024139	2.7	127.6	26.6	14.9
1453132_a_at	Gddr	down-regulated in gastric cancer GDDR			Mm.46446	NM_025467	6.0	68.2	73.3	13.0
1431980_a_at	As3mt	arsenic (+3 oxidation state) methyltransferase			Mm.28566	NM_020577	39.3	171.3	147.4	34.9
1435672_at	3830612m24	hypothetical protein 3830612M24			---	---	35.2	140.7	147.6	27.7
1450697_at	Slc30a7	solute carrier family 30 (zinc transporter), member 7	Unknown	transporter	Mm.37586	NM_023214	285.6	977.3	975.6	252.6
1417111_at	Man1a1	mannosidase, alpha, class 1A, member 1	Cytoplasm	enzyme	Mm.117294	NM_008548	205.0	832.6	580.3	93.3
1451550_at	Ephb3	EPH receptor B3	Plasma Membrane	kinase	Mm.6972	NM_010143	332.8	1360.0	897.4	143.7
1451054_at	Orm1	orosomucoid 1	Extracellular Space	other	Mm.4777	NM_008768	4.5	35.0	47.4	3.3
1425632_a_at	Pqlc2	PQ loop repeat containing 2			Mm.45131	NM_145384	163.7	610.3	714.4	193.0
1422788_at	Slc43a3	solute carrier family 43, member 3	Unknown	other	Mm.290729	NM_021398	75.3	415.0	131.4	37.1
1427331_at	Adora1	adenosine A1 receptor	Plasma Membrane	G-protein coupled receptor	Mm.298908	NM_001008533 /// NM_009629	9.7	59.5	56.0	6.1
1448546_at	Rassf3	Ras association (RalGDS/AF-6) domain family 3			Mm.41265	NM_138956	141.9	710.7	598.9	193.3
1425669_at	Mobkl2b	MOB1, Mps One Binder kinase activator-like 2B (yeast)			Mm.317573	NM_178061	10.8	138.5	148.5	36.1
1434326_x_at	Coro2b	coronin, actin binding protein, 2B	Unknown	other	Mm.335229	NM_175484	23.3	90.7	112.6	16.5
1427324_at	Loc330189	similar to transmembrane protein induced by tumor necrosis factor alpha			Mm.44181	XM_284126	76.0	247.6	289.8	71.9
1440007_at	Slc43a1	solute carrier family 43, member 1	Unknown	transporter	Mm.22716	XM_130259	28.2	103.9	127.2	22.6
1455561_at	Cndp1	carnosine dipeptidase 1 (metallopeptidase M20 family)	Cytoplasm	peptidase	Mm.23278	NM_177450	2.3	27.1	38.9	2.3
1434513_at	Atp13a3	ATPase type 13A3			---	---	947.7	3987.8	3894.5	1232.8
1418984_at	Inadl	InaD-like (Drosophila)	Plasma Membrane	other	Mm.90218	NM_001005784 /// NM_001005787 /// NM_007704 /// NM_172696	32.4	280.8	365.0	94.5
1424057_at	Gdap2	ganglioside induced differentiation associated protein 2			Mm.279228	NM_010269	295.2	960.9	942.4	218.2
1453634_a_at	Erp29	endoplasmic reticulum protein 29			Mm.154570	NM_026129	544.3	1644.5	1813.9	427.2
1452473_at	Loc222171	hypothetical protein LOC222171			Mm.41984	NM_030024	1.6	79.1	52.1	13.2
1444974_at	Au023617	expressed sequence AU023617			---	---	11.7	49.5	73.3	11.9
1440999_at	Mgc45731	zinc finger protein 697			Mm.358911	NM_172863	32.8	134.4	117.5	23.4
1423239_at	Impdh1	IMP (inosine monophosphate) dehydrogenase 1	Cytoplasm	enzyme	Mm.260707	NM_011829	281.2	1037.3	741.9	227.5
1419829_a_at	Gab2	GRB2-associated binding protein 2	Cytoplasm	other	Mm.45086	---	116.6	320.4	445.8	44.6
1426231_at	Vit	vitrin			Mm.292983	NM_028813	2.6	22.4	42.4	1.2
1431175_at	1810019d21rik	RIKEN cDNA 1810019D21 gene			Mm.183003	XM_489246	16.3	130.7	232.1	51.1
1434104_at	Slc35e1	solute carrier family 35, member E1			Mm.291461	NM_177766	160.3	645.3	552.8	187.6
1421499_a_at	Ptpn14	protein tyrosine phosphatase, non-receptor type 14	Cytoplasm	phosphatase	Mm.4498	NM_008976	121.7	468.4	325.8	70.2
1433956_at	Cdh5	cadherin 5, type 2, VE-cadherin (vascular epithelium)	Plasma Membrane	other	Mm.21767	NM_009868	1.9	51.8	24.3	4.5
1418337_at	Rpia	ribose 5-phosphate isomerase A (ribose 5-phosphate epimerase)	Cytoplasm	enzyme	Mm.17905	NM_009075	423.8	1370.9	1259.7	163.3
1455238_at	Mum1l1	melanoma associated antigen (mutated) 1-like 1			Mm.131001	NM_175541	520.5	1717.2	1499.8	257.1
1460617_s_at	Rab6b	RAB6B, member RAS oncogene family			Mm.335395	NM_173781	132.2	458.8	393.7	52.8
1435335_a_at	Gnptab	N-acetylglucosamine-1-phosphate transferase, alpha and beta subunits			Mm.335190	NM_001004164	284.6	886.1	892.1	257.6
1420977_at	Man1a2	mannosidase, alpha, class 1A, member 2	Cytoplasm	enzyme	Mm.271617	NM_010763	327.0	1079.0	947.3	276.5
1421840_at	Abca1	ATP-binding cassette, sub-family A (ABC1), member 1	Plasma Membrane	transporter	Mm.277376	NM_013454	24.9	185.2	270.3	67.3
1423632_at	Gpr146	G protein-coupled receptor 146			Mm.270003	NM_030258	14.5	64.0	71.5	6.2
1451503_at	Nol3	nucleolar protein 3 (apoptosis repressor with CARD domain)	Nucleus	other	Mm.204876	NM_030152	14.8	121.2	73.1	24.3
1437478_s_at	Efhd2	EF-hand domain family, member D2			Mm.17917	NM_025994	1332.3	4305.0	3756.5	754.0
1460253_at	Cklfsf7	CKLF-like MARVEL transmembrane domain containing 7			Mm.35600	NM_133978	118.8	410.1	349.8	40.8
1421841_at	Fgfr3	fibroblast growth factor receptor 3 (achondroplasia, thanatophoric dwarfism)	Plasma Membrane	kinase	Mm.6904	NM_008010	81.9	249.8	288.3	44.1
1448120_at	Gdf9	growth differentiation factor 9	Extracellular Space	growth factor	Mm.9714	NM_008110	36.8	97.4	169.3	12.5
1450123_at	Ryr2	ryanodine receptor 2 (cardiac)	Plasma Membrane	ion channel	Mm.239871	NM_023868	9.6	73.6	79.1	17.7
1428833_at	4930406d14rik	RIKEN cDNA 4930406D14 gene			---	---	20.5	73.5	94.7	19.4
1455048_at	Igsf3	immunoglobulin superfamily, member 3			Mm.257997	NM_207205	134.2	584.3	744.7	218.7
1417177_at	Galk1	galactokinase 1	Cytoplasm	kinase	Mm.213873	NM_016905	1031.4	4175.5	3425.7	1294.4
1424208_at	Ptger4	prostaglandin E receptor 4 (subtype EP4)	Plasma Membrane	G-protein coupled receptor	Mm.18509	NM_008965	406.4	979.3	1434.0	188.8
1424726_at	Flj90024	fasting-inducible integral membrane protein TM6P1			Mm.170023	NM_144916	223.2	526.2	810.8	69.9
1436736_x_at	C5orf13	chromosome 5 open reading frame 13	Cytoplasm	other	Mm.128733	NM_053078	185.2	1009.3	1071.8	352.4
1452878_at	Prkce	protein kinase C, epsilon	Cytoplasm	kinase	Mm.24614	NM_011104	71.5	214.5	244.4	39.9
1416289_at	Plod1	procollagen-lysine 1, 2-oxoglutarate 5-dioxygenase 1	Cytoplasm	enzyme	Mm.37371	NM_011122	137.3	531.7	304.9	53.0
1453283_at	Pgm2	phosphoglucomutase 2	Cytoplasm	enzyme	Mm.2325	NM_025700	361.3	1072.7	1044.5	259.9
1423272_at	Polg	polymerase (DNA directed), gamma	Cytoplasm	enzyme	Mm.3616	NM_017462	164.3	513.0	652.5	195.7
1416679_at	Abcd3	ATP-binding cassette, sub-family D (ALD), member 3	Cytoplasm	transporter	Mm.194462	NM_008991	996.6	3725.0	2017.6	729.4
1454777_at	Slco2b1	solute carrier organic anion transporter family, member 2B1			Mm.11249	NM_175316	13.1	71.5	72.3	17.3
1420634_a_at	Smad2	SMAD, mothers against DPP homolog 2 (Drosophila)	Nucleus	transcription regulator	Mm.152699	NM_010754	432.7	1232.6	1293.1	436.3
1422056_at	Ntn2l	netrin 2-like (chicken)	Extracellular Space	other	Mm.259542	NM_010947	1.3	45.8	23.2	4.2
1451050_at	Nt5c3	5-nucleotidase, cytosolic III	Cytoplasm	phosphatase	Mm.158936	NM_026004	340.5	954.7	1018.0	266.4
1455732_at	C1orf21	chromosome 1 open reading frame 21			Mm.278031	NM_197990	199.7	608.6	563.9	109.2
1443779_s_at	Mlr2	ligand-dependent corepressor	Nucleus	transcription regulator	Mm.13144	NM_172154	119.6	312.3	406.1	93.9
1449420_at	Pde1b	phosphodiesterase 1B, calmodulin-dependent	Cytoplasm	enzyme	Mm.62	NM_008800	44.6	309.1	301.7	100.5
1438417_at	Pwwp2	PWWP domain containing 2			Mm.334300	XM_133936	83.7	210.9	304.9	60.9
1449278_at	Eif2ak3	eukaryotic translation initiation factor 2-alpha kinase 3	Cytoplasm	kinase	Mm.247167	NM_010121	414.0	1011.8	1359.3	320.5
1416871_at	Adam8	ADAM metallopeptidase domain 8			Mm.15969	NM_007403	36.9	137.7	119.6	37.9
1418340_at	Fcer1g	Fc fragment of IgE, high affinity I, receptor for; gamma polypeptide	Plasma Membrane	transmembrane receptor	Mm.22673	NM_010185	21.0	106.2	56.4	7.0
1454745_at	Parg1	Rho GTPase activating protein 29	Cytoplasm	other	Mm.229287	NM_172525	99.6	1090.4	403.2	259.5
1442585_at	B230220n19rik	RIKEN cDNA B230220N19 gene			Mm.379466	---	20.4	79.2	77.0	19.3
1450376_at	Mxi1	MAX interactor 1	Nucleus	transcription regulator	Mm.2154	NM_001008542 /// NM_001008543 /// NM_010847	231.7	555.0	763.8	226.8
1427196_at	Wnk4	WNK lysine deficient protein kinase 4	Plasma Membrane	kinase	Mm.23656	NM_175638	11.2	71.7	66.5	17.2
1415901_at	Plod3	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3	Cytoplasm	enzyme	Mm.251003	NM_011962	659.3	1679.5	1968.0	224.3
1417145_at	Hozfp	nuclear transcription factor, X-box binding-like 1			Mm.187453	XM_355673 /// XM_358354	210.8	923.5	888.3	323.9
1424865_at	Pyy	peptide YY			Mm.46248	NM_145435	13.1	32.7	82.3	7.6
1438941_x_at	Ampd2	adenosine monophosphate deaminase 2 (isoform L)	Unknown	enzyme	Mm.274335	NM_028779	883.9	3549.7	2999.5	1203.4
1449435_at	B4galt3	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 3	Cytoplasm	enzyme	Mm.274011	NM_020579	243.1	709.5	1038.6	315.4
1433728_at	Loc89944	hypothetical protein BC008326	Unknown	other	Mm.293696	NM_153803	7.5	64.4	54.7	14.1
1448689_at	Rras2	related RAS viral (r-ras) oncogene homolog 2	Plasma Membrane	enzyme	Mm.276572	NM_025846	1015.8	2690.8	2823.9	927.8
1428259_at	Pxdn	peroxidasin homolog (Drosophila)	Unknown	other	Mm.251774	NM_181395	1278.8	3561.8	3367.8	536.3
1439760_x_at	Upk1b	uroplakin 1B			Mm.130793	NM_178924	3.0	35.5	66.6	11.0
1416545_at	Zdhhc7	zinc finger, DHHC-type containing 7			Mm.240076	NM_133967	351.4	991.8	933.0	216.8
1422930_at	Icam4	intercellular adhesion molecule 4 (LW blood group)	Plasma Membrane	other	Mm.30220	NM_023892	15.1	115.3	119.5	35.9
1419482_at	C3ar1	complement component 3a receptor 1	Plasma Membrane	G-protein coupled receptor	Mm.2408	NM_009779	7.9	30.8	53.7	5.1
1417953_at	Fam3c	family with sequence similarity 3, member C	Extracellular Space	cytokine	Mm.258484	NM_138587	1192.7	3231.4	3192.8	1204.1
1418661_at	Abhd2	abhydrolase domain containing 2	Unknown	enzyme	Mm.87337	NM_018811	7.8	58.6	64.7	15.3
1433900_at	Flj10099	hypothetical protein FLJ10099			Mm.258508	XM_355643	695.3	2258.0	3037.0	992.5
1448715_x_at	Ccrn4l	CCR4 carbon catabolite repression 4-like (S. cerevisiae)			Mm.86541	NM_009834	2272.1	11696.9	11465.2	4382.3
1424749_at	Wdfy1	WD repeat and FYVE domain containing 1			Mm.379166	NM_027057	84.2	562.4	312.7	158.1
1434489_at	Elmo3	engulfment and cell motility 3 (ced-12 homolog, C. elegans)			Mm.237966	NM_172760	26.3	111.4	158.7	43.4
1421784_a_at	Efna4	ephrin-A4	Plasma Membrane	kinase	Mm.16332	NM_007910	25.5	103.1	125.7	35.6
1418897_at	F2	coagulation factor II (thrombin)	Extracellular Space	peptidase	Mm.89048	NM_010168	9.3	59.8	129.2	28.1
1425265_a_at	Prnpip	prion protein interacting protein			Mm.235891	NM_080469	162.3	595.7	548.5	210.7
1419322_at	Fgd6	FYVE, RhoGEF and PH domain containing 6			Mm.269596	NM_053072	25.5	101.6	85.3	27.7
1425913_a_at	Dnaptp6	DNA polymerase-transactivated protein 6			Mm.159989	NM_144882	44.7	227.2	204.8	74.7
1419759_at	Abcb1	ATP-binding cassette, sub-family B (MDR/TAP), member 1	Plasma Membrane	transporter	Mm.207354	NM_011076	52.7	374.8	182.6	99.3
1454532_at	C030043a13rik	RIKEN cDNA C030043A13 gene			---	---	18.4	102.4	100.0	31.0
1429226_at	2310014f06rik	RIKEN cDNA 2310014F06 gene			---	---	6.5	26.9	48.4	1.8
1423619_at	Rasd1	RAS, dexamethasone-induced 1	Cytoplasm	enzyme	Mm.3903	NM_009026	13.3	70.4	53.6	15.9
1429508_at	C10orf88	chromosome 10 open reading frame 88			Mm.121122	NM_026655	283.2	1314.7	1392.9	517.0
1422524_at	Abcb6	ATP-binding cassette, sub-family B (MDR/TAP), member 6			Mm.28663	NM_023732	226.9	520.4	688.2	213.4
1445966_at	Igf2r	insulin-like growth factor 2 receptor	Plasma Membrane	transmembrane receptor	Mm.26553	NM_010515	20.6	70.4	76.2	14.8
1449750_at	Aa407331	expressed sequence AA407331			---	---	37.5	137.9	146.9	47.6
1451804_a_at	Lrrc16	leucine rich repeat containing 16	Unknown	enzyme	Mm.211047	NM_026825	110.7	331.5	462.7	147.1
1454171_x_at	9530053h05rik	RIKEN cDNA 9530053H05 gene			Mm.326532	NM_030099	6.6	51.5	44.0	10.9
1422668_at	Serpinb9b	serine (or cysteine) peptidase inhibitor, clade B, member 9b			Mm.45371	NM_011452	61.1	142.1	233.4	66.3
1451339_at	Suox	sulfite oxidase	Cytoplasm	enzyme	Mm.23352	NM_173733	101.6	241.9	311.2	49.9
1447184_at	Au021760	expressed sequence AU021760			---	---	5.2	32.0	34.6	2.3
1428066_at	Dximx50e	DNA segment, Chr X, Immunex 50, expressed			Mm.63342	NM_207202	42.7	179.0	304.5	87.9
1447301_at	Akap5	A kinase (PRKA) anchor protein 5	Plasma Membrane	other	Mm.311452	XM_138063	2.0	25.8	28.2	2.7
1456765_at	6430511f03	hypothetical protein 6430511F03			---	---	2.9	32.2	87.3	15.7
1449324_at	Ero1l	ERO1-like (S. cerevisiae)	Cytoplasm	enzyme	Mm.264435	NM_015774	727.6	1547.7	2156.4	564.8
1420747_at	Ppnr	per-pentamer repeat gene			Mm.373550	NM_012022	4.1	39.2	30.8	5.9
1415978_at	Tubb3	tubulin, beta 3			Mm.40068	NM_023279	112.3	816.1	424.4	238.6
1439853_at	Galgt2	beta-1,4-N-acetyl-galactosaminyl transferase 2	Cytoplasm	enzyme	Mm.340702	NM_008081	10.5	48.5	68.3	15.2
1455116_at	Tnfrsf19l	tumor necrosis factor receptor superfamily, member 19-like			Mm.40336	NM_177073 /// XM_485892	62.4	175.0	179.1	59.1
1417553_at	Plac1	placenta-specific 1			Mm.274842	NM_019538	28.8	78.7	106.0	28.1
1431901_a_at	Pfkfb2	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2	Cytoplasm	kinase	Mm.249861	NM_008825	2.2	26.8	35.1	4.4
1434224_at	Tbl2	transducin (beta)-like 2			Mm.36746	NM_013763	290.6	772.1	1042.5	354.7
1453731_a_at	Mgc54289	transmembrane protein 77			Mm.290488	NM_001025582 /// NM_026013	261.3	645.4	693.8	167.7
1438073_at	Spry3	sprouty homolog 3 (Drosophila)			Mm.297666	---	13.3	31.2	74.8	12.4
1416554_at	Pdlim1	PDZ and LIM domain 1 (elfin)			Mm.379073	NM_016861	888.8	2193.3	2265.1	890.2
1417626_at	Usmg4	upregulated during skeletal muscle growth 4			Mm.348047	NM_031401	31.6	118.3	77.9	22.8
1419400_at	Mtp	microsomal triglyceride transfer protein	Cytoplasm	transporter	Mm.2941	NM_008642	32.3	91.8	108.0	25.0
1456716_s_at	C18orf8	chromosome 18 open reading frame 8			Mm.196596	NM_029623	247.6	526.9	735.6	176.5
1434179_at	Mll3	myeloid/lymphoid or mixed-lineage leukemia 3	Nucleus	transcription regulator	Mm.358878	XM_355579	162.1	670.1	597.2	248.7
