Chromosome	TCM score	Gene Symbol	Title	ProbeSet Affymetrix HG-U133A&B	Cytoband	Position (kb)
3	4.494	PRKCD	protein kinase C, delta	202545_at	3p21.1	53180
3	3.523	HSA275986	transcription factor SMIF	218508_at	3p21.1	53278
3	3.507	DKFZp667B1218	hypothetical protein DKFZp667B1218	231839_at	3p14.3	57504
3	4.999	FLJ34969	hypothetical protein FLJ34969	226965_at	3p14.3	57568
3	4.078	FLNB	filamin B, beta (actin binding protein 278)	208614_s_at	3p14.3	58114
3	3.887	RPP14	ribonuclease P (14kD)	227005_at	3p14.3	58262
3	3.528	PXK	PX domain containing serine/threonine kinase	225796_at	3p14.3	58368
3	5.041	PDHB	pyruvate dehydrogenase (lipoamide) beta	211023_at	3p14.3	58370
3	4.926	KCTD6	potassium channel tetramerisation domain containing 6	238077_at	3p14.3	58444
3	3.578	ACOX2	acyl-Coenzyme A oxidase 2, branched chain	205364_at	3p14.3	58451
3	3.384	FHIT	fragile histidine triad gene	206492_at	3p14.2	59695
3	3.985	SUCLG2	succinate-CoA ligase, GDP-forming, beta subunit	214835_s_at	3p14.1	67358
3	4.045	TMF1	TATA element modulatory factor 1	227685_at	3p14.1	69002
3	4.132	UBE1C	ubiquitin-activating enzyme E1C (UBA3 homolog, yeast)	209115_at	3p14.1	69036
3	4.302	JWA	cytoskeleton related vitamin A responsive protein	200761_s_at	3p14.1	69087
3	3.974	FLJ10539	hypothetical protein FLJ10539	219083_at	3p13	72719
3	4.054	FLJ10213	hypothetical protein FLJ10213	225519_at	3p13	73036
3	4.061	CGGBP1	CGG triplet repeat binding protein 1	224599_at	3p11.1	88022
3	4.665	FLJ11046	hypothetical protein FLJ11046	225121_at	3q12.2	101364
3	3.504	TOMM70A	translocase of outer mitochondrial membrane 70 homolog A (yeast)	201519_at	3q12.2	101403
3	4.228	TFG	TRK-fused gene	217839_at	3q12.2	101788
3	4.242	FLJ20432	hypothetical protein FLJ20432	223267_at	3q12.3	102605
3	4.137	ZNF-U69274	zinc finger protein	204847_at	3q12.3	102689
3	3.596	RPL24	ribosomal protein L24	200013_at	3q12.3	102722
3	3.399	DKFZP434F2021	DKFZP434F2021 protein	225281_at	3q13.2	114044
3	3.605	KIAA2018	similar to K06A9.1b.p	227435_at	3q13.2	114689
3	3.749	LOC116064	hypothetical protein LOC116064	225479_at	3q13.33	121364
3	3.816	GTF2E1	general transcription factor IIE, polypeptide 1, alpha 56kDa	205930_at	3q13.33	121822
3	3.506	KIAA0036	KIAA0036 gene product /// KIAA0036 gene product	211707_s_at	3q21.1	122809
3	4.024	KPNA1	karyopherin alpha 1 (importin alpha 5)	202055_at	3q21.1	123464
3	3.879	BAL	B aggressive lymphoma gene	227807_at	3q21.1	123571
3	4.407	LOC151636	rhysin 2	225415_at	3q21.1	123614
3	3.709	PTPLB	protein tyrosine phosphatase-like (proline instead of catalytic arginine), member b	227741_at	3q21.1	124533
3	3.789	FLJ12892	hypothetical protein FLJ12892	225017_at	3q21.2	124953
3	3.66	SEC61A1	Sec61 alpha 1 subunit (S. cerevisiae)	217716_s_at	3q21.3	129110
3	3.464	RPN1	ribophorin I	201011_at	3q21.3	129659
3	3.447	MBD4	methyl-CpG binding domain protein 4	214048_at	3q21.3	130471
3	3.575	KIAA0779	KIAA0779 protein	227112_at	3q22.1	130687
3	4.38	FLJ10618	hypothetical protein FLJ10618	201919_at	3q23	142019
3	3.684	1-Sep	strand-exchange protein 1	225814_at	3q23	143346
3	3.593	TM4SF1	transmembrane 4 superfamily member 1	209386_at	3q25.1	150407
3	3.764	LOC51122	HSPC042 protein	226910_at	3q25.1	150777
3	4.025	RNF13	ring finger protein 13	201779_s_at	3q25.1	150999
3	3.449	MGC12197	BM-011 protein	219507_at	3q25.32	159160
3	3.582	LXN	latexin protein	218729_at	3q25.32	159705
3	4.317	FLJ14153	hypothetical protein FLJ14153	218109_s_at	3q25.32	159867
3	4.11	KIAA1374	KIAA1374 protein	226098_at	3q25.33	161295
3	3.451	SMC4L1	SMC4 structural maintenance of chromosomes 4-like 1 (yeast)	201664_at	3q25.33	161473
3	4.205	KPNA4	karyopherin alpha 4 (importin alpha 3)	225267_at	3q25.33	161539
3	3.554	CGI-07	CGI-07 protein	231870_s_at	3q26.1	162290
3	4.069	TLOC1	translocation protein 1	225352_at	3q26.2	171034
3	3.59	PHC3	polyhomeotic like 3 (Drosophila)	226508_at	3q26.2	171126
3	3.591	SKIL	SKI-like	225227_at	3q26.2	171435
3	3.999	PIK3CA	phosphoinositide-3-kinase, catalytic, alpha polypeptide	204369_at	3q26.32	180268
3	4.716	ANC_2H01	zinc finger protein ANC_2H01	222623_s_at	3q26.32	180372
3	4.579	MFN1	mitofusin 1	217043_s_at	3q26.32	180430
3	4.568	BAF53A	BAF53	202666_s_at	3q26.33	180626
3	5.555	MRPL47	mitochondrial ribosomal protein L47	223480_s_at	3q26.33	180627
3	5.623	NDUFB5	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 5, 16kDa	203621_at	3q26.33	180662
3	3.757	FXR1	fragile X mental retardation, autosomal homolog 1	229519_at	3q26.33	182010
3	3.53	LOC131118	similar to RIKEN cDNA 1810055D05	225359_at	3q26.33	182023
3	3.967	RP42	RP42 homolog	238879_at	3q26.33	183980
3	3.433	MCCC1	methylcrotonoyl-Coenzyme A carboxylase 1 (alpha)	218440_at	3q27.1	184053
3	3.591	DRE1	DRE1 protein	221985_at	3q27.1	184717
3	4.918	FLJ10201	hypothetical protein FLJ10201	236462_at	3q27.1	184797
3	3.782	EIF2B5	eukaryotic translation initiation factor 2B, subunit 5 epsilon, 82kDa	212351_at	3q27.1	185183
3	4.559	DVL3	dishevelled, dsh homolog 3 (Drosophila)	201908_at	3q27.1	185211
3	5.611	AP2M1	adaptor-related protein complex 2, mu 1 subunit	200613_at	3q27.1	185222
3	4.914	ABCF3	ATP-binding cassette, sub-family F (GCN20), member 3	202394_s_at	3q27.1	185231
3	6.312	ALG3	asparagine-linked glycosylation 3 homolog (yeast, alpha-1,3-mannosyltransferase)	207396_s_at	3q27.1	185281
3	4.648	MGC2408	hypothetical protein MGC2408	227103_s_at	3q27.1	185296
3	6.647	PSMD2	proteasome (prosome, macropain) 26S subunit, non-ATPase, 2	200830_at	3q27.1	185346
3	6.119	EIF4G1	eukaryotic translation initiation factor 4 gamma, 1	208625_s_at	3q27.1	185373
3	5.413	CLCN2	chloride channel 2	213499_at	3q27.1	185384
3	5.775	POLR2H	polymerase (RNA) II (DNA directed) polypeptide H	209302_at	3q27.1	185405
3	3.757	MAGEF1	melanoma antigen, family F, 1	218176_at	3q27.1	185749
3	3.556	MAP3K13	mitogen-activated protein kinase kinase kinase 13	206249_at	3q27.2	186519
3	3.793	MGC15397	similar to RIKEN cDNA 5730578N08 gene	225991_at	3q27.2	186528
3	3.46	DNAJB11	DnaJ (Hsp40) homolog, subfamily B, member 11	223054_at	3q27.3	187620
3	3.783	MGC33212	hypothetical protein MGC33212	228606_at	3q29	197344
3	4.046	LOC200933	hypothetical protein LOC200933	225099_at	3q29	197639
3	4.023	PAK2	p21 (CDKN1A)-activated kinase 2	208877_at	3q29	197885
3	4.818	NCBP2	nuclear cap binding protein subunit 2, 20kDa	201517_at	3q29	197988
3	5.083	LOC152217	hypothetical protein BC007882	225657_at	3q29	197996
3	4.441	DLG1	discs, large homolog 1 (Drosophila)	230229_at	3q29	198124
4	4.202	FGFR3	fibroblast growth factor receptor 3 (achondroplasia, thanatophoric dwarfism)	222006_at	4p16.3	1774
4	3.918	WHSC1	Wolf-Hirschhorn syndrome candidate 1	223472_at	4p16.3	1911
4	4.093	WHSC2	Wolf-Hirschhorn syndrome candidate 2	34225_at	4p16.3	1946
4	5.341	MGC4701	hypothetical protein MGC4701	210054_at	4p16.3	2195
4	4.072	KIAA1643	KIAA1643 protein	232408_at	4p16.3	2233
4	6.177	C4orf8	chromosome 4 open reading frame 8	203600_s_at	4p16.3	2765
4	4.917	TNIP2	TNFAIP3 interacting protein 2	48531_at	4p16.3	2775
4	3.71	ADD1	adducin 1 (alpha)	238939_at	4p16.3	2934
4	6.345	TETRAN	tetracycline transporter-like protein	209215_at	4p16.3	2963
4	4.881	C4orf9	chromosome 4 open reading frame 9	214661_s_at	4p16.3	2971
4	4.402	HD	huntingtin (Huntington disease)	202389_s_at	4p16.3	3273
4	3.602	LRPAP1	low density lipoprotein receptor-related protein associated protein 1	201186_at	4p16.3	3545
4	5.271	WFS1	Wolfram syndrome 1 (wolframin)	202908_at	4p16.1	6368
4	4.634	KIAA0935	mannosidase alpha class 2B member 2	214703_s_at	4p16.1	6688
4	6.468	PGR1	T-cell activation protein	226091_s_at	4p16.1	6708
4	5.707	LOC93622	hypothetical protein BC006130	225391_at	4p16.1	6741
4	5.846	MGC9651	hypothetical protein MGC9651	212199_at	4p16.1	6774
4	5.821	CNO	cappuccino	223431_at	4p16.1	6783
4	6.145	KIAA0232	KIAA0232 gene product	212441_at	4p16.1	6949
4	5.405	KIAA1322	KIAA1322 protein	224622_at	4p16.1	7098
4	5.5	FLJ90575	hypothetical protein FLJ90575	238682_at	4p16.1	7107
4	5.366	MGC21874	transcriptional adaptor 2 (ADA2 homolog, yeast)-beta	226240_at	4p16.1	7122
4	4.38	GRPEL1	GrpE-like 1, mitochondrial (E. coli)	212432_at	4p16.1	7126
4	3.541	FLJ90013	hypothetical protein FLJ90013	227407_at	4p15.32	15913
4	3.902	UGDH	UDP-glucose dehydrogenase	203343_at	4p14	39397
4	3.762	HIP2	huntingtin interacting protein 2	225179_at	4p14	39680
4	3.484	KIAA0648	KIAA0648 protein	212138_at	4p14	39723
4	4.692	FLJ20273	RNA-binding protein	229440_at	4p14	40353
4	3.909	FLJ14001	hypothetical protein FLJ14001	212970_at	4p14	40729
4	4.298	APBB2	amyloid beta (A4) precursor protein-binding, family B, member 2 (Fe65-like)	40148_at	4p14	40733
4	3.678	SRP72	signal recognition particle 72kDa	208801_at	4q12	57284
4	4.087	CSN2	casein beta	207951_at	4q13.3	71136
4	3.431	HTN3	histatin 3	206786_at	4q13.3	71209
4	4.017	COPS4	COP9 constitutive photomorphogenic homolog subunit 4 (Arabidopsis)	218042_at	4q21.22	84454
4	3.561	CL640	hypothetical protein CL640	213379_at	4q21.23	84643
4	4.086	MRPS18C	mitochondrial ribosomal protein S18C	228019_s_at	4q21.23	84835
4	3.581	FLJ13614	hypothetical protein FLJ13614	226521_s_at	4q21.23	84840
4	3.688	CDS1	CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 1	226185_at	4q21.23	86030
4	5.188	ELF2	E74-like factor 2 (ets domain transcription factor)	203822_s_at	4q31.1	140556
4	5.082	NDUFC1	NADH dehydrogenase (ubiquinone) 1, subcomplex unknown, 1, 6kDa	203478_at	4q31.1	140788
4	3.897	SET7	SET domain-containing protein 7	224928_at	4q31.1	141004
4	3.688	MGST2	microsomal glutathione S-transferase 2	204168_at	4q31.1	141164
4	5.288	SCOC	short coiled-coil protein	224786_at	4q31.1	141880
4	4.145	CLGN	calmegin	205830_at	4q31.1	141887
4	6.619	MGC10084	hypothetical protein MGC10084	226502_at	4q31.1	142051
4	4.54	KIAA0882	KIAA0882 protein	212956_at	4q31.21	142119
4	5.383	USP38	ubiquitin specific protease 38	223288_at	4q31.21	144719
4	4.063	GAB1	GRB2-associated binding protein 1	225998_at	4q31.21	144969
4	4.362	SMARCA5	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5	213251_at	4q31.21	145052
4	3.736	ABCE1	ATP-binding cassette, sub-family E (OABP), member 1	201872_s_at	4q31.21	146623
4	3.717	MADH1	MAD, mothers against decapentaplegic homolog 1 (Drosophila)	227798_at	4q31.21	147057
4	3.424	FLJ10846	hypothetical protein FLJ10846	219074_at	4q31.23	149133
4	3.805	LOC90826	hypothetical protein BC004337	228536_at	4q31.23	149137
5	3.6	FLJ13441	hypothetical protein FLJ13441	220155_s_at	5p15.33	916
5	3.478	TRIP13	thyroid hormone receptor interactor 13	204033_at	5p15.33	970
5	4.08	FLJ12443	hypothetical protein FLJ12443	201818_at	5p15.33	1514
5	3.649	MRPL36	mitochondrial ribosomal protein L36 /// mitochondrial ribosomal protein L36	224331_s_at	5p15.33	1851
5	4.889	NDUFS6	NADH dehydrogenase (ubiquinone) Fe-S protein 6, 13kDa (NADH-coenzyme Q reductase)	203606_at	5p15.33	1854
5	4.75	KIAA0947	KIAA0947 protein	209654_at	5p15.32	5542
5	4.119	MGC5309	hypothetical protein MGC5309	223247_at	5p15.31	6425
5	4.443	FLJ20303	hypothetical protein FLJ20303	223076_s_at	5p15.31	6652
5	4.088	POLS	polymerase (DNA directed) sigma	202466_at	5p15.31	6809
5	4.915	MGC5297	hypothetical protein MGC5297	219200_at	5p15.31	7912
5	4.41	MTRR	5-methyltetrahydrofolate-homocysteine methyltransferase reductase	203200_s_at	5p15.31	7953
5	4.323	LOC134145	hypothetical protein LOC134145	225670_at	5p15.2	10279
5	4.106	CCT5	chaperonin containing TCP1, subunit 5 (epsilon)	208696_at	5p15.2	10315
5	3.648	LOC134147	hypothetical protein BC001573	227522_at	5p15.2	10332
5	4.034	DAP	death-associated protein	201095_at	5p15.2	10732
5	3.554	UNG2	uracil-DNA glycosylase 2	210021_s_at	5q11.2	54542
5	4.425	DHX29	DEAH (Asp-Glu-Ala-His) box polypeptide 29	212648_at	5q11.2	54567
5	3.713	KIAA0052	KIAA0052 protein	227447_at	5q11.2	54736
5	3.822	FLJ90709	hypothetical protein FLJ90709	235241_at	5q11.2	54937
5	3.696	IL6ST	interleukin 6 signal transducer (gp130, oncostatin M receptor)	212195_at	5q11.2	55248
5	3.969	MAP3K1	mitogen-activated protein kinase kinase kinase 1	225927_at	5q11.2	56207
5	3.913	MGC33648	hypothetical protein MGC33648	238465_at	5q11.2	56225
5	4.139	FLJ35954	hypothetical protein FLJ35954	228961_at	5q11.2	56231
5	4.813	DKFZp761C169	vasculin	224648_at	5q11.2	56574
5	3.535	HSA9761	putative dimethyladenosine transferase	226480_at	5q12.1	61702
5	3.9	FLJ36754	hypothetical protein FLJ36754	235390_at	5q12.3	64033
5	4.211	SDCCAG10	serologically defined colon cancer antigen 10	223337_at	5q12.3	64283
5	4.01	SLC30A5	solute carrier family 30 (zinc transporter), member 5	243166_at	5q13.2	68442
5	5.627	MRPS36	mitochondrial ribosomal protein S36	224302_s_at	5q13.2	68529
5	5.847	CDK7	cyclin-dependent kinase 7 (MO15 homolog, Xenopus laevis, cdk-activating kinase)	211297_s_at	5q13.2	68580
5	5.059	KENAE	Kenae	229082_at	5q13.2	68592
5	4.843	TAF9	TAF9 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 32kDa	202168_at	5q13.2	68676
5	3.984	RAD17	RAD17 homolog (S. pombe)	211228_s_at	5q13.2	68708
5	6.641	FLJ30532	hypothetical protein FLJ30532	235141_at	5q13.2	68755
5	5.548	OCLN	occludin	227492_at	5q13.2	68958
5	3.735	SMA3	SMA3	215599_at	5q13.2	69259
5	4.49	SMA5	SMA5	213089_at	5q13.2	69524
5	4.965	SERF1A	small EDRK-rich factor 1A (telomeric)	223538_at	5q13.2	69862
5	5.529	BDP1	B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB	226290_at	5q13.2	70947
5	4.883	MCCC2	methylcrotonoyl-Coenzyme A carboxylase 2 (beta)	209623_at	5q13.2	71038
5	3.887	MRPS27	mitochondrial ribosomal protein S27	212145_at	5q13.2	71599
5	3.654	LOC115548	hypothetical protein BC014311	228220_at	5q13.2	72469
5	3.897	EFG2	mitochondrial elongation factor G2	225392_at	5q13.3	74101
5	3.947	COL4A3BP	collagen, type IV, alpha 3 (Goodpasture antigen) binding protein	226277_at	5q13.3	74751
5	3.407	HSU84971	fetal hypothetical protein	222661_at	5q13.3	76444
5	3.595	FLJ38499	hypothetical protein FLJ38499	225761_at	5q14.1	79065
5	4.386	LNPEP	leucyl/cystinyl aminopeptidase	231866_at	5q15	96441
5	3.403	FLJ90406	hypothetical protein FLJ90406	226989_at	5q15	98207
5	3.995	CHD1	chromodomain helicase DNA binding protein 1	204258_at	5q15	98267
5	4.334	UNQ1912	HGS_RE408	226752_at	5q21.1	99974
5	3.998	FLJ20125	hypothetical protein FLJ20125	219467_at	5q21.1	102499
5	4.35	KIAA0433	KIAA0433 protein	203253_s_at	5q21.1	102614
5	5.283	LOC90355	hypothetical gene supported by AF038182; BC009203	221823_at	5q21.1	102689
5	5.54	NUDT12	nudix (nucleoside diphosphate linked moiety X)-type motif 12	223535_at	5q21.2	102960
5	4.025	FBXO13	F-box only protein 13	227203_at	5q21.3	107271
5	4.487	PJA2	praja 2, RING-H2 motif containing	201133_s_at	5q21.3	108747
5	3.599	MAN2A1	mannosidase, alpha, class 2A, member 1	226538_at	5q21.3	109280
5	4.521	LOC91137	hypothetical protein BC017169	226831_at	5q22.1	110176
5	3.391	TA-WDRP	T-cell activation WD repeat protein	226180_at	5q22.1	110541
5	3.637	HSD17B4	hydroxysteroid (17-beta) dehydrogenase 4	201413_at	5q23.1	118948
5	3.622	LOC133619	hypothetical protein MGC12103	224643_at	5q23.2	126966
5	3.762	KIF3A	kinesin family member 3A	228680_at	5q23.3	132104
5	3.414	AF5Q31	ALL1 fused gene from 5q31	225229_at	5q23.3	132287
5	4.774	FLJ20094	hypothetical protein FLJ20094	223803_s_at	5q31.1	132410
5	3.5	HSPA4	heat shock 70kDa protein 4	208814_at	5q31.1	132517
5	3.623	VDAC1	voltage-dependent anion channel 1	212038_s_at	5q31.1	133384
5	5.89	SKP1A	S-phase kinase-associated protein 1A (p19A)	200719_at	5q31.1	133568
5	6.01	PPP2CA	protein phosphatase 2 (formerly 2A), catalytic subunit, alpha isoform	208652_at	5q31.1	133609
5	4.338	UBE2B	ubiquitin-conjugating enzyme E2B (RAD6 homolog)	239163_at	5q31.1	133800
5	3.419	PHF15	PHD finger protein 15	212660_at	5q31.1	133994
5	4.883	SARA2	SAR1a gene homolog 2 (S. cerevisiae)	223512_at	5q31.1	134017
5	4.249	CAMLG	calcium modulating ligand	203538_at	5q31.1	134162
5	4.062	FLJ37562	hypothetical protein FLJ37562	224876_at	5q31.1	134271
5	3.858	FLJ22625	hypothetical protein FLJ22625	227873_at	5q31.1	134312
5	3.644	C5orf7	chromosome 5 open reading frame 7	210878_s_at	5q31.2	137848
5	3.406	SIL1	endoplasmic reticulum chaperone SIL1, homolog of yeast	218436_at	5q31.2	138358
5	3.9	SLC23A1	solute carrier family 23 (nucleobase transporters), member 1	223732_at	5q31.2	138779
5	3.464	PAIP2	poly(A) binding protein interacting protein 2	222984_at	5q31.2	138781
5	3.556	UBE2D2	ubiquitin-conjugating enzyme E2D 2 (UBC4/5 homolog, yeast)	201343_at	5q31.2	139035
5	4.093	HSPC195	hypothetical protein HSPC195	222996_s_at	5q31.2	139089
5	4.735	ORF1-FL49	putative nuclear protein ORF1-FL49	224707_at	5q31.3	139602
5	3.948	PFDN1	prefoldin 1	201507_at	5q31.3	139653
5	3.782	FLJ20288	FLJ20288 protein	208772_at	5q31.3	139917
5	4.586	SRA1	steroid receptor RNA activator 1	224864_at	5q31.3	139958
5	3.954	SLC35A4	solute carrier family 35, member A4	224626_at	5q31.3	139976
5	3.481	IK	IK cytokine, down-regulator of HLA II	200066_at	5q31.3	140067
5	3.593	HARS	histidyl-tRNA synthetase	202042_at	5q31.3	140082
5	3.533	PCDHB4	protocadherin beta 4	240317_at	5q31.3	140532
5	5.105	PCDHB6	protocadherin beta 6	239443_at	5q31.3	140560
5	4.08	PCDHB7	protocadherin beta 7	231738_at	5q31.3	140583
5	5.835	PCDHB16	protocadherin beta 16	232099_at	5q31.3	140594
5	3.89	PCDHB9	protocadherin beta 9	223927_at	5q31.3	140599
5	6.468	PCDHB10	protocadherin beta 10	223854_at	5q31.3	140603
5	5.406	PCDHB11	protocadherin beta 11	208504_x_at	5q31.3	140609
5	4.676	PCDHB12	protocadherin beta 12	221408_x_at	5q31.3	140618
5	4.917	PCDHB14	protocadherin beta 14	231726_at	5q31.3	140633
5	3.768	TAF7	TAF7 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 55kDa	201023_at	5q31.3	140726
5	3.439	NID67	putative small membrane protein NID67	223276_at	5q33.1	150204
5	3.841	SPARC	secreted protein, acidic, cysteine-rich (osteonectin)	212667_at	5q33.1	151069
5	3.678	MFAP3	microfibrillar-associated protein 3	213123_at	5q33.2	153464
5	3.639	GALNT10	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 10 (GalNAc-T10)	212256_at	5q33.2	153828
5	3.988	LOC91272	hypothetical protein BC007436	225030_at	5q35.2	173015
5	3.861	KIAA1191	KIAA1191 protein /// KIAA1191 protein	224502_s_at	5q35.2	175754
5	3.412	ETEA	expressed in T-cells and eosinophils in atopic dermatitis	212108_at	5q35.2	175917
5	4.779	MGC14859	hypothetical protein MGC14859	225235_at	5q35.2	176066
5	4.02	RAB24	RAB24, member RAS oncogene family	225251_at	5q35.3	176709
5	3.805	PX19	px19-like protein	224232_s_at	5q35.3	176714
5	3.74	MXD3	MAX dimerization protein 3 /// MAX dimerization protein 3	221250_s_at	5q35.3	176715
5	4.453	LMAN2	lectin, mannose-binding 2	200805_at	5q35.3	176739
5	3.706	GPRK6	G protein-coupled receptor kinase 6	210981_s_at	5q35.3	176850
5	4.099	DBN1	drebrin 1	202806_at	5q35.3	176864
5	3.495	HSGP25L2G	gp25L2 protein	208757_at	5q35.3	177002
5	4.155	RUFY1	RUN and FYVE domain containing 1	218243_at	5q35.3	179146
5	3.591	CANX	calnexin	238034_at	5q35.3	179267
5	4.263	MAML1	mastermind-like 1 (Drosophila)	202360_at	5q35.3	179313
5	3.722	MGAT4B	mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isoenzyme B	224598_at	5q35.3	179334
5	4.838	KIAA0676	KIAA0676 protein	212052_s_at	5q35.3	179399
5	4.536	MAPK9	mitogen-activated protein kinase 9	225781_at	5q35.3	179770
6	3.573	PRPF4B	PRP4 pre-mRNA processing factor 4 homolog B (yeast)	202127_at	6p25.2	4009
6	3.621	CDYL	chromodomain protein, Y-like	203098_at	6p25.1	4900
6	3.668	RNASEP1	ribonuclease P1	213427_at	6p25.1	4940
6	3.481	FARS1	phenylalanine-tRNA synthetase 1 (mitochondrial)	204283_at	6p25.1	5490
6	4.523	SSR1	signal sequence receptor, alpha (translocon-associated protein alpha)	200891_s_at	6p24.3	7232
6	4.376	RIOK1	RIO kinase 1 (yeast) /// RIO kinase 1 (yeast)	224450_s_at	6p24.3	7362
6	3.712	DSP	desmoplakin	200606_at	6p24.3	7531
6	3.768	TXNDC5	thioredoxin domain containing 5	226543_at	6p24.3	7960
6	4.101	SLC35B3	solute carrier family 35, member B3	222691_at	6p24.3	8358
6	4.082	TFAP2A	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	204653_at	6p24.3	10505
6	3.801	PAK1IP1	PAK1 interacting protein 1	218886_at	6p24.2	10817
6	3.902	C6orf53	chromosome 6 open reading frame 53	223106_at	6p24.2	10836
6	3.588	FAM8A1	family with sequence similarity 8, member A1	203420_at	6p22.3	17719
6	3.815	NUP153	nucleoporin 153kDa	202097_at	6p22.3	17723
6	5.954	HIST1H1C	histone 1, H1c /// histone 1, H1c	209398_at	6p22.2	26164
6	4.978	HIST1H1T	histone 1, H1t	207982_at	6p22.2	26215
6	6.646	HIST1H2BC	histone 1, H2bc	236193_at	6p22.2	26222
6	7.931	HIST1H2BD	histone 1, H2bd	209911_x_at	6p22.2	26266
6	9.359	HIST1H2BE	histone 1, H2be	208527_x_at	6p22.2	26292
6	5.31	HIST1H4D	histone 1, H4d	208076_at	6p22.2	26296
6	8.908	HIST1H3D	histone 1, H3d	239669_at	6p22.2	26303
6	8.774	HIST1H2BG	histone 1, H2bg	210387_at	6p22.2	26323
6	7.863	HIST1H2AE	histone 1, H2ae	214469_at	6p22.2	26325
6	5.507	HIST1H3C	histone 1, H3c	236278_at	6p22.2	26335
6	4.807	HIST1H1D	histone 1, H1d	214537_at	6p22.2	26342
6	3.899	HIST1H3F	histone 1, H3f	208506_at	6p22.2	26358
6	7.635	HIST1H2BH	histone 1, H2bh	208546_x_at	6p22.2	26359
6	5.62	HIST1H3G	histone 1, H3g	208496_x_at	6p22.2	26379
6	6.368	HIST1H2BI	histone 1, H2bi	208523_x_at	6p22.2	26381
6	5.19	HIST1H4H	histone 1, H4h	232035_at	6p22.2	26389
6	3.489	BTN3A1	butyrophilin, subfamily 3, member A1	209770_at	6p22.1	26522
6	4.391	HIST1H2BK	histone 1, H2bk	209806_at	6p22.1	27214
6	4.005	HIST1H2AI	histone 1, H2ai	214542_x_at	6p22.1	27883
6	4.55	HIST1H3H	histone 1, H3h	206110_at	6p22.1	27886
6	5.135	HIST1H2AJ	histone 1, H2aj	208583_x_at	6p22.1	27890
6	3.898	HIST1H2BM	histone 1, H2bm	208515_at	6p22.1	27890
6	4.204	HIST1H4K	histone 1, H4k	214463_x_at	6p22.1	27899
6	4.567	HIST1H4J	histone 1, H4j	208580_x_at	6p22.1	27899
6	5.22	HIST1H2AK	histone 1, H2ak	239041_at	6p22.1	27911
6	3.674	HLA-F	major histocompatibility complex, class I, F	221978_at	6p22.1	29801
6	4.113	ABCF1	ATP-binding cassette, sub-family F (GCN20), member 1	200045_at	6p21.33	30664
6	5.224	C6orf136	chromosome 6 open reading frame 136	227455_at	6p21.33	30724
6	3.922	DHX16	DEAH (Asp-Glu-Ala-His) box polypeptide 16	203694_s_at	6p21.33	30727
6	3.468	NRM	nurim (nuclear envelope membrane protein)	225592_at	6p21.33	30762
6	3.485		beta 5-tubulin	212320_at	6p21.33	30798
6	3.451	DDR1	discoidin domain receptor family, member 1	208779_x_at	6p21.33	30973
6	3.737	HLA-C	major histocompatibility complex, class I, C	216526_x_at	6p21.33	31341
6	4.184	HLA-B	major histocompatibility complex, class I, B	209140_x_at	6p21.33	31426
6	3.751	HCP5	HLA complex P5	206082_at	6p21.33	31535
6	3.678	LTB	lymphotoxin beta (TNF superfamily, member 3)	207339_s_at	6p21.33	31652
6	3.743	HSPA1B	heat shock 70kDa protein 1B	202581_at	6p21.33	31901
6	4.356	NEU1	sialidase 1 (lysosomal sialidase)	208926_at	6p21.33	31931
6	4.292	BAT8	HLA-B associated transcript 8	202326_at	6p21.33	31951
6	3.543	RDBP	RD RNA binding protein	209219_at	6p21.32	32024
6	4.174	SKIV2L	superkiller viralicidic activity 2-like (S. cerevisiae)	203727_at	6p21.32	32040
6	4.74	DOM3Z	dom-3 homolog Z (C. elegans)	38157_at	6p21.32	32041
6	4.71	STK19	serine/threonine kinase 19	36019_at	6p21.32	32052
6	3.525	C6orf9	chromosome 6 open reading frame 9	204265_s_at	6p21.32	32230
6	5.365	HLA-DRA	major histocompatibility complex, class II, DR alpha	208894_at	6p21.32	32482
6	3.904	HLA-DQB2	major histocompatibility complex, class II, DQ beta 2	215536_at	6p21.32	32770
6	5.31	HLA-DOB	major histocompatibility complex, class II, DO beta	205671_s_at	6p21.32	32827
6	6.431	TAP2	transporter 2, ATP-binding cassette, sub-family B (MDR/TAP)	225973_at	6p21.32	32840
6	5.783	PSMB8	proteasome (prosome, macropain) subunit, beta type, 8 (large multifunctional protease 7)	209040_s_at	6p21.32	32855
6	6.389	TAP1	transporter 1, ATP-binding cassette, sub-family B (MDR/TAP)	202307_s_at	6p21.32	32859
6	7.285	PSMB9	proteasome (prosome, macropain) subunit, beta type, 9 (large multifunctional protease 2)	204279_at	6p21.32	32870
6	6.542	HLA-DMB	major histocompatibility complex, class II, DM beta	203932_at	6p21.32	32949
