Probe set ID	Symbol	Description	RefSeq Transcript ID	Cytoband	Status
203513_at	FLJ21439	hypothetical protein FLJ21439	NM_025137	chr15q14	Overexpressed in H/TCRBCL
218762_at	ZNF574	zinc finger protein 574	NM_022752	chr19q13.31	Overexpressed in H/TCRBCL
214201_x_at	BAT2	HLA-B associated transcript 2	AA742237	chr6p21.3	Overexpressed in H/TCRBCL
208132_x_at	BAT2	HLA-B associated transcript 2 /// HLA-B associated transcript 2	NM_004638	chr6p21.3	Overexpressed in H/TCRBCL
214427_at	NOL1	nucleolar protein 1, 120kDa /// nucleolar protein 1, 120kDa	NM_006170	chr12p13	Overexpressed in H/TCRBCL
204978_at	SFRS16	splicing factor, arginine/serine-rich 16 (suppressor-of-white-apricot homolog, Drosophila) /// splicing factor, arginine/serine-rich 16 (suppressor-of-white-apricot homolog, Drosophila)	NM_007056	chr19q13.3	Overexpressed in H/TCRBCL
202828_s_at	MMP14	matrix metalloproteinase 14 (membrane-inserted)	NM_004995	chr14q11-q12	Overexpressed in H/TCRBCL
202638_s_at	ICAM1	intercellular adhesion molecule 1 (CD54), human rhinovirus receptor /// intercellular adhesion molecule 1 (CD54), human rhinovirus receptor	NM_000201	chr19p13.3-p13.2	Overexpressed in H/TCRBCL
212682_s_at	BC002942	hypothetical protein BC002942	AI081535	chr22q13.33	Overexpressed in H/TCRBCL
220155_s_at	BRD9	bromodomain containing 9	NM_023924	chr5p15.33	Overexpressed in H/TCRBCL
215630_at	---	CDNA FLJ14102 fis, clone MAMMA1000940	AU147528	chr---	Overexpressed in H/TCRBCL
215485_s_at	ICAM1	intercellular adhesion molecule 1 (CD54), human rhinovirus receptor	AA284705	chr19p13.3-p13.2	Overexpressed in H/TCRBCL
209396_s_at	CHI3L1	chitinase 3-like 1 (cartilage glycoprotein-39) /// chitinase 3-like 1 (cartilage glycoprotein-39)	M80927	chr1q32.1	Overexpressed in H/TCRBCL
220659_s_at	FLJ10925	hypothetical protein FLJ10925	NM_018275	chr7q22.1	Overexpressed in H/TCRBCL
201383_s_at	M17S2	membrane component, chromosome 17, surface marker 2 (ovarian carcinoma antigen CA125)	AL044170	chr17q21.1	Overexpressed in H/TCRBCL
203055_s_at	ARHGEF1	Rho guanine nucleotide exchange factor (GEF) 1 /// Rho guanine nucleotide exchange factor (GEF) 1	NM_004706	chr19q13.13	Overexpressed in H/TCRBCL
217370_x_at	FUS	fusion (involved in t(12;16) in malignant liposarcoma)	S75762	chr16p11.2	Overexpressed in H/TCRBCL
216041_x_at	GRN	granulin	AK023348	chr17q21.32	Overexpressed in H/TCRBCL
35671_at	GTF3C1	general transcription factor IIIC, polypeptide 1, alpha 220kDa	U02619	chr16p12	Overexpressed in H/TCRBCL
209011_at	TRIO	triple functional domain (PTPRF interacting)	BF223718	chr5p15.1-p14	Overexpressed in H/TCRBCL
202513_s_at	PPP2R5D	protein phosphatase 2, regulatory subunit B (B56), delta isoform /// protein phosphatase 2, regulatory subunit B (B56), delta isoform	NM_006245	chr6p21.1	Overexpressed in H/TCRBCL
213772_s_at	GGA2	golgi associated, gamma adaptin ear containing, ARF binding protein 2	BF196572	chr16p12	Overexpressed in H/TCRBCL
210734_x_at	MAX	MAX protein	M64240	chr14q23	Overexpressed in H/TCRBCL
212223_at	IDS	iduronate 2-sulfatase (Hunter syndrome)	AI926544	chrxq28	Overexpressed in H/TCRBCL
35666_at	SEMA3F	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F	U38276	chr3p21.3	Overexpressed in H/TCRBCL
203530_s_at	STX4A	syntaxin 4A (placental) /// syntaxin 4A (placental)	NM_004604	chr16p11.2	Overexpressed in H/TCRBCL
203311_s_at	ARF6	ADP-ribosylation factor 6	M57763	chr7q22.1	Overexpressed in H/TCRBCL
217741_s_at	ZNF216	zinc finger protein 216	AW471220	chr9q13-q21	Overexpressed in H/TCRBCL
200678_x_at	GRN	granulin	NM_002087	chr17q21.32	Overexpressed in H/TCRBCL
215891_s_at	GM2A	GM2 ganglioside activator	X61094	chr5q31.3-q33.1	Overexpressed in H/TCRBCL
218659_at	ASXL2	additional sex combs like 2 (Drosophila)	NM_018263	chr2p24.1	Overexpressed in H/TCRBCL
203047_at	STK10	serine/threonine kinase 10	NM_005990	chr5q35.1	Overexpressed in H/TCRBCL
200924_s_at	SLC3A2	solute carrier family 3 (activators of dibasic and neutral amino acid transport), member 2 /// solute carrier family 3 (activators of dibasic and neutral amino acid transport), member 2	NM_002394	chr11q13	Overexpressed in H/TCRBCL
218441_s_at	RPAP1	RNA polymerase II associated protein 1	NM_015540	chr15q14	Overexpressed in H/TCRBCL
201643_x_at	JMJD1B	jumonji domain containing 1B	NM_016604	chr5q31	Overexpressed in H/TCRBCL
219593_at	SLC15A3	solute carrier family 15, member 3 /// solute carrier family 15, member 3	NM_016582	chr11q12.2	Overexpressed in H/TCRBCL
216310_at	KIAA1361	serine/threonine protein kinase TAO1 homolog	AK024376	chr17q11.2	Overexpressed in H/TCRBCL
202416_at	DNAJC7	DnaJ (Hsp40) homolog, subfamily C, member 7 /// DnaJ (Hsp40) homolog, subfamily C, member 7	NM_003315	chr17q11.2	Overexpressed in H/TCRBCL
212906_at	KIAA1201	KIAA1201 protein	BE044440	chr11q24.1	Overexpressed in H/TCRBCL
200742_s_at	CLN2	ceroid-lipofuscinosis, neuronal 2, late infantile (Jansky-Bielschowsky disease)	BG231932	chr11p15	Overexpressed in H/TCRBCL
217140_s_at	VDAC1	voltage-dependent anion channel 1	AJ002428	chr5q31	Overexpressed in H/TCRBCL
208634_s_at	MACF1	microtubule-actin crosslinking factor 1 /// microtubule-actin crosslinking factor 1	AB029290	chr1p32-p31	Overexpressed in H/TCRBCL
213489_at	MAPRE2	microtubule-associated protein, RP/EB family, member 2	BE671156	chr18q12.2	Overexpressed in H/TCRBCL
221247_s_at	WBSCR16	Williams-Beuren syndrome chromosome region 16 /// Williams-Beuren syndrome chromosome region 16	NM_030798	chr7q11.23	Overexpressed in H/TCRBCL
212024_x_at	FLII	flightless I homolog (Drosophila)	U80184	chr17p11.2	Overexpressed in H/TCRBCL
210230_at	---	CDNA: FLJ23438 fis, clone HRC13275	BC003629	chr---	Overexpressed in H/TCRBCL
209253_at	SCAM-1	vinexin beta (SH3-containing adaptor molecule-1) /// vinexin beta (SH3-containing adaptor molecule-1)	AF037261	chr8p21.2	Overexpressed in H/TCRBCL
200648_s_at	GLUL	glutamate-ammonia ligase (glutamine synthase)	NM_002065	chr1q31	Overexpressed in H/TCRBCL
216187_x_at	---	---	AF222691	chr---	Overexpressed in H/TCRBCL
209509_s_at	DPAGT1	dolichyl-phosphate (UDP-N-acetylglucosamine) N-acetylglucosaminephosphotransferase 1 (GlcNAc-1-P transferase) /// dolichyl-phosphate (UDP-N-acetylglucosamine) N-acetylglucosaminephosphotransferase 1 (GlcNAc-1-P transferase)	BC000325	chr11q23.3	Overexpressed in H/TCRBCL
210288_at	KLRG1	killer cell lectin-like receptor subfamily G, member 1 /// killer cell lectin-like receptor subfamily G, member 1	AF081675	chr12p12-p13	Overexpressed in H/TCRBCL
89476_r_at	NPEPL1	aminopeptidase-like 1	AA398062	chr20q13.32	Overexpressed in H/TCRBCL
215493_x_at	BTN2A2	butyrophilin, subfamily 2, member A2	AL121936	chr6p22.1	Overexpressed in H/TCRBCL
202803_s_at	ITGB2	integrin, beta 2 (antigen CD18 (p95), lymphocyte function-associated antigen 1; macrophage antigen 1 (mac-1) beta subunit) /// integrin, beta 2 (antigen CD18 (p95), lymphocyte function-associated antigen 1; macrophage antigen 1 (mac-1) beta subunit)	NM_000211	chr21q22.3	Overexpressed in H/TCRBCL
221498_at	SNX27	sorting nexin family member 27	BF939727	chr1q21.3	Overexpressed in H/TCRBCL
201104_x_at		hypothetical protein DJ328E19.C1.1	NM_015383	chr1q12-1q21.2	Overexpressed in H/TCRBCL
221813_at	KIAA1332	KIAA1332 protein	AI129395	chr1p36.23-p36.11	Overexpressed in H/TCRBCL
204411_at	KIF21B	kinesin family member 21B	NM_017596	chr1pter-q31.3	Overexpressed in H/TCRBCL
202895_s_at	PTPNS1	protein tyrosine phosphatase, non-receptor type substrate 1	D86043	chr20p13	Overexpressed in H/TCRBCL
212025_s_at	FLII	flightless I homolog (Drosophila)	BG421186	chr17p11.2	Overexpressed in H/TCRBCL
207564_x_at	OGT	O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase)	NM_003605	chrxq13	Overexpressed in H/TCRBCL
217796_s_at	NPL4	hypothetical protein FLJ20657	NM_017921	chr17qter	Overexpressed in H/TCRBCL
220720_x_at	FLJ14346	hypothetical protein FLJ14346	NM_025029	chr2q21.2	Overexpressed in H/TCRBCL
220143_x_at	LUC7L	LUC7-like (S. cerevisiae) /// LUC7-like (S. cerevisiae)	NM_018032	chr16p13.3	Overexpressed in H/TCRBCL
201089_at	ATP6V1B2	ATPase, H+ transporting, lysosomal 56/58kDa, V1 subunit B, isoform 2 /// ATPase, H+ transporting, lysosomal 56/58kDa, V1 subunit B, isoform 2	NM_001693	chr8p22-p21	Overexpressed in H/TCRBCL
209727_at	GM2A	GM2 ganglioside activator	M76477	chr5q31.3-q33.1	Overexpressed in H/TCRBCL
208613_s_at	FLNB	filamin B, beta (actin binding protein 278)	AV712733	chr3p14.3	Overexpressed in H/TCRBCL
209726_at	CA11	carbonic anhydrase XI /// carbonic anhydrase XI	AB018195	chr19q13.3	Overexpressed in H/TCRBCL
214213_x_at	LMNA	lamin A/C	AA063189	chr1q21.2-q21.3	Overexpressed in H/TCRBCL
210354_at	IFNG	interferon, gamma /// interferon, gamma	M29383	chr12q14	Overexpressed in H/TCRBCL
202812_at	GAA	glucosidase, alpha; acid (Pompe disease, glycogen storage disease type II) /// glucosidase, alpha; acid (Pompe disease, glycogen storage disease type II)	NM_000152	chr17q25.2-q25.3	Overexpressed in H/TCRBCL
209338_at	TFCP2	transcription factor CP2	U03494	chr12q13	Overexpressed in H/TCRBCL
214703_s_at	MAN2B2	mannosidase, alpha, class 2B, member 2	AW954107	chr4p16.2	Overexpressed in H/TCRBCL
212049_at	WIRE	WIRE protein	BG230612	chr17q21.2	Overexpressed in H/TCRBCL
213142_x_at	LOC54103	hypothetical protein LOC54103	AV700415	chr7q21.11	Overexpressed in H/TCRBCL
206452_x_at	PPP2R4	protein phosphatase 2A, regulatory subunit B (PR 53)	NM_021131	chr9q34	Overexpressed in H/TCRBCL
221657_s_at	ASB6	ankyrin repeat and SOCS box-containing 6	BC001719	chr9q34.13	Overexpressed in H/TCRBCL
65770_at	RHOT2	ras homolog gene family, member T2	AI186666	chr16p13.3	Overexpressed in H/TCRBCL
209190_s_at	DIAPH1	diaphanous homolog 1 (Drosophila) /// diaphanous homolog 1 (Drosophila)	AF051782	chr5q31	Overexpressed in H/TCRBCL
219186_at	ZBTB7	zinc finger and BTB domain containing 7	NM_020224	chr19p13.3	Overexpressed in H/TCRBCL
208874_x_at	PPP2R4	protein phosphatase 2A, regulatory subunit B (PR 53) /// protein phosphatase 2A, regulatory subunit B (PR 53)	BC002545	chr9q34	Overexpressed in H/TCRBCL
203118_at	PCSK7	proprotein convertase subtilisin/kexin type 7 /// proprotein convertase subtilisin/kexin type 7	NM_004716	chr11q23-q24	Overexpressed in H/TCRBCL
200628_s_at	WARS	tryptophanyl-tRNA synthetase	M61715	chr14q32.31	Overexpressed in H/TCRBCL
212796_s_at	KIAA1055	KIAA1055 protein	BF195608	chr15q24.1	Overexpressed in H/TCRBCL
219821_s_at	GFOD1	glucose-fructose oxidoreductase domain containing 1	NM_018988	chr6pter-p22.1	Overexpressed in H/TCRBCL
202896_s_at	PTPNS1	protein tyrosine phosphatase, non-receptor type substrate 1 /// protein tyrosine phosphatase, non-receptor type substrate 1	NM_004648	chr20p13	Overexpressed in H/TCRBCL
203292_s_at	VPS11	vacuolar protein sorting 11 (yeast) /// vacuolar protein sorting 11 (yeast)	NM_021729	chr11q23	Overexpressed in H/TCRBCL
216309_x_at	JRK	jerky homolog (mouse)	AF072467	chr8q24.3	Overexpressed in H/TCRBCL
211536_x_at	MAP3K7	mitogen-activated protein kinase kinase kinase 7	AB009358	chr6q16.1-q16.3	Overexpressed in H/TCRBCL
220661_s_at	FLJ20531	hypothetical protein FLJ20531	NM_017865	chr1q44	Overexpressed in H/TCRBCL
221789_x_at	RHOT2	ras homolog gene family, member T2	AK024450	chr16p13.3	Overexpressed in H/TCRBCL
212075_s_at	CSNK2A1	casein kinase 2, alpha 1 polypeptide	AI161318	chr20p13	Overexpressed in H/TCRBCL
221978_at	HLA-F	major histocompatibility complex, class I, F	BE138825	chr6p21.3	Overexpressed in H/TCRBCL
207782_s_at	PSEN1	presenilin 1 (Alzheimer disease 3)	NM_007319	chr14q24.3	Overexpressed in H/TCRBCL
220933_s_at	ZCCHC6	zinc finger, CCHC domain containing 6	NM_024617	chr9q21	Overexpressed in H/TCRBCL
211800_s_at	USP4	ubiquitin specific protease 4 (proto-oncogene) /// ubiquitin specific protease 4 (proto-oncogene)	AF017306	chr3p21.3	Overexpressed in H/TCRBCL
218740_s_at	CDK5RAP3	CDK5 regulatory subunit associated protein 3 /// CDK5 regulatory subunit associated protein 3	NM_025197	chr17q21.32	Overexpressed in H/TCRBCL
221031_s_at	DKFZP434F0318	hypothetical protein DKFZp434F0318 /// hypothetical protein DKFZp434F0318	NM_030817	chr12p13.2	Underexpressed in H/TCRBCL
203970_s_at	PEX3	peroxisomal biogenesis factor 3 /// peroxisomal biogenesis factor 3	NM_003630	chr6q23-q24	Underexpressed in H/TCRBCL
203517_at	MTX2	metaxin 2 /// metaxin 2	NM_006554	chr2q31.2	Underexpressed in H/TCRBCL
201843_s_at	EFEMP1	EGF-containing fibulin-like extracellular matrix protein 1 /// EGF-containing fibulin-like extracellular matrix protein 1	NM_004105	chr2p16	Underexpressed in H/TCRBCL
214749_s_at	FLJ20811	hypothetical protein FLJ20811	AK000818	chrxq21.33-q22.3	Underexpressed in H/TCRBCL
201947_s_at	CCT2	chaperonin containing TCP1, subunit 2 (beta)	NM_006431	chr12q14.3	Underexpressed in H/TCRBCL
209790_s_at	CASP6	caspase 6, apoptosis-related cysteine protease /// caspase 6, apoptosis-related cysteine protease	BC000305	chr4q25	Underexpressed in H/TCRBCL
213750_at	---	Full length insert cDNA YH77E09	AA928506	chr---	Underexpressed in H/TCRBCL
221773_at	ELK3	ELK3, ETS-domain protein (SRF accessory protein 2)	AW575374	chr12q23	Underexpressed in H/TCRBCL
202892_at	CDC23	CDC23 (cell division cycle 23, yeast, homolog) /// CDC23 (cell division cycle 23, yeast, homolog)	NM_004661	chr5q31	Underexpressed in H/TCRBCL
219479_at	KDELC1	KDEL (Lys-Asp-Glu-Leu) containing 1	NM_024089	chr13q33	Underexpressed in H/TCRBCL
201829_at	NET1	neuroepithelial cell transforming gene 1	AW263232	chr10p15	Underexpressed in H/TCRBCL
202824_s_at	TCEB1	transcription elongation factor B (SIII), polypeptide 1 (15kDa, elongin C) /// transcription elongation factor B (SIII), polypeptide 1 (15kDa, elongin C)	NM_005648	chr8q13.3	Underexpressed in H/TCRBCL
217979_at	TM4SF13	transmembrane 4 superfamily member 13 /// transmembrane 4 superfamily member 13	NM_014399	chr7p21.2	Underexpressed in H/TCRBCL
205060_at	PARG	poly (ADP-ribose) glycohydrolase /// poly (ADP-ribose) glycohydrolase	NM_003631	chr10q11.23	Underexpressed in H/TCRBCL
203717_at	DPP4	dipeptidylpeptidase 4 (CD26, adenosine deaminase complexing protein 2) /// dipeptidylpeptidase 4 (CD26, adenosine deaminase complexing protein 2)	NM_001935	chr2q24.3	Underexpressed in H/TCRBCL
203829_at	ELP4	elongation protein 4 homolog (S. cerevisiae)	NM_019040	chr11p13	Underexpressed in H/TCRBCL
201058_s_at	MYL9	myosin, light polypeptide 9, regulatory /// myosin, light polypeptide 9, regulatory	NM_006097	chr20q11.23	Underexpressed in H/TCRBCL
211727_s_at	COX11	COX11 homolog, cytochrome c oxidase assembly protein (yeast) /// COX11 homolog, cytochrome c oxidase assembly protein (yeast)	BC005895	chr17q22	Underexpressed in H/TCRBCL
204688_at	SGCE	sarcoglycan, epsilon /// sarcoglycan, epsilon	NM_003919	chr7q21-q22	Underexpressed in H/TCRBCL
209484_s_at	DC8	DKFZP566O1646 protein	AF201941	chr1q41	Underexpressed in H/TCRBCL
204808_s_at	TMEM5	transmembrane protein 5	NM_014254	chr12q14.1	Underexpressed in H/TCRBCL
202911_at	MSH6	mutS homolog 6 (E. coli) /// mutS homolog 6 (E. coli)	NM_000179	chr2p16	Underexpressed in H/TCRBCL
203178_at	GATM	glycine amidinotransferase (L-arginine:glycine amidinotransferase)	NM_001482	chr15q15.1	Underexpressed in H/TCRBCL
202217_at	C21orf33	chromosome 21 open reading frame 33 /// chromosome 21 open reading frame 33	NM_004649	chr21q22.3	Underexpressed in H/TCRBCL
206302_s_at	NUDT4	nudix (nucleoside diphosphate linked moiety X)-type motif 4	NM_019094	chr12q21	Underexpressed in H/TCRBCL
214800_x_at	BTF3	basic transcription factor 3	R83000	chr5q13.3	Underexpressed in H/TCRBCL
221559_s_at	MIS12	homolog of yeast Mis12	BC000229	chr17p13.3	Underexpressed in H/TCRBCL
214484_s_at	OPRS1	opioid receptor, sigma 1	AF226604	chr9p13.2	Underexpressed in H/TCRBCL
202653_s_at	AXOT	axotrophin /// axotrophin	BC003404	chr2q24.2	Underexpressed in H/TCRBCL
212765_at	KIAA1078	KIAA1078 protein	AB029001	chr1q32.1	Underexpressed in H/TCRBCL
209250_at	DEGS	degenerative spermatocyte homolog, lipid desaturase (Drosophila) /// degenerative spermatocyte homolog, lipid desaturase (Drosophila)	BC000961	chr1q42.12	Underexpressed in H/TCRBCL
203855_at	KIAA0893	KIAA0893 protein	NM_014969	chr1p13.3	Underexpressed in H/TCRBCL
213132_s_at	MT	malonyl-CoA:acyl carrier protein transacylase (malonyltransferase)	AL022237	chr22q13.31	Underexpressed in H/TCRBCL
213701_at	DKFZp434N2030	hypothetical protein DKFZp434N2030	AW299245	chr12q21.33	Underexpressed in H/TCRBCL
205200_at	TNA	tetranectin (plasminogen binding protein) /// tetranectin (plasminogen binding protein)	NM_003278	chr3p22-p21.3	Underexpressed in H/TCRBCL
206729_at	TNFRSF8	tumor necrosis factor receptor superfamily, member 8 /// tumor necrosis factor receptor superfamily, member 8	NM_001243	chr1p36	Underexpressed in H/TCRBCL
209651_at	TGFB1I1	transforming growth factor beta 1 induced transcript 1 /// transforming growth factor beta 1 induced transcript 1	BC001830	chr16p11.2	Underexpressed in H/TCRBCL
208667_s_at	ST13	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein)	U17714	chr22q13.2	Underexpressed in H/TCRBCL
209806_at	HIST1H2BE	histone 1, H2be /// histone 1, H2be	BC000893	chr6p21.3	Underexpressed in H/TCRBCL
221193_s_at	ZCCHC10	zinc finger, CCHC domain containing 10	NM_017665	chr5q31.1	Underexpressed in H/TCRBCL
211967_at	PORIMIN	pro-oncosis receptor inducing membrane injury gene	BG538627	chr11q22.1	Underexpressed in H/TCRBCL
218310_at	RABGEF1	RAB guanine nucleotide exchange factor (GEF) 1 /// RAB guanine nucleotide exchange factor (GEF) 1	NM_014504	chr7q11.21	Underexpressed in H/TCRBCL
202720_at	TES	testis derived transcript (3 LIM domains)	NM_015641	chr7q31.2	Underexpressed in H/TCRBCL
202609_at	EPS8	epidermal growth factor receptor pathway substrate 8 /// epidermal growth factor receptor pathway substrate 8	NM_004447	chr12q23-q24	Underexpressed in H/TCRBCL
214110_s_at	---	CDNA clone IMAGE:4801360, with apparent retained intron	BF195104	chr---	Underexpressed in H/TCRBCL
201112_s_at	CSE1L	CSE1 chromosome segregation 1-like (yeast)	NM_001316	chr20q13	Underexpressed in H/TCRBCL
207030_s_at	CSRP2	cysteine and glycine-rich protein 2 /// cysteine and glycine-rich protein 2	NM_001321	chr12q21.1	Underexpressed in H/TCRBCL
209170_s_at	GPM6B	glycoprotein M6B	AF016004	chrxp22.2	Underexpressed in H/TCRBCL
210024_s_at	UBE2E3	ubiquitin-conjugating enzyme E2E 3 (UBC4/5 homolog, yeast) /// ubiquitin-conjugating enzyme E2E 3 (UBC4/5 homolog, yeast)	AB017644	chr2q32.1	Underexpressed in H/TCRBCL
202541_at	SCYE1	small inducible cytokine subfamily E, member 1 (endothelial monocyte-activating)	BF589679	chr4q25	Underexpressed in H/TCRBCL
204098_at	CGI-79	CGI-79 protein	NM_016024	chrxq26.1	Underexpressed in H/TCRBCL
212955_s_at	POLR2I	polymerase (RNA) II (DNA directed) polypeptide I, 14.5kDa	AL037557	chr19q12	Underexpressed in H/TCRBCL
203544_s_at	STAM	signal transducing adaptor molecule (SH3 domain and ITAM motif) 1 /// signal transducing adaptor molecule (SH3 domain and ITAM motif) 1	NM_003473	chr10p14-p13	Underexpressed in H/TCRBCL
200056_s_at	C1D	nuclear DNA-binding protein /// nuclear DNA-binding protein /// nuclear DNA-binding protein	NM_006333	chr2p13-p12	Underexpressed in H/TCRBCL
221667_s_at	HSPB8	heat shock 22kDa protein 8 /// heat shock 22kDa protein 8	AF133207	chr12q24.23	Underexpressed in H/TCRBCL
203903_s_at	HEPH	hephaestin /// hephaestin	NM_014799	chrxq11-q12	Underexpressed in H/TCRBCL
205191_at	RP2	retinitis pigmentosa 2 (X-linked recessive) /// retinitis pigmentosa 2 (X-linked recessive)	NM_006915	chrxp11.4-p11.21	Underexpressed in H/TCRBCL
212096_s_at	MTUS1	mitochondrial tumor suppressor 1	AL096842	chr8p22	Underexpressed in H/TCRBCL
204115_at	GNG11	guanine nucleotide binding protein (G protein), gamma 11 /// guanine nucleotide binding protein (G protein), gamma 11	NM_004126	chr7q31-q32	Underexpressed in H/TCRBCL
221486_at	ENSA	endosulfine alpha	AF067170	chr1q21.3	Underexpressed in H/TCRBCL
201407_s_at	PPP1CB	protein phosphatase 1, catalytic subunit, beta isoform	AI186712	chr2p23	Underexpressed in H/TCRBCL
214005_at	GGCX	gamma-glutamyl carboxylase	BE326952	chr2p12	Underexpressed in H/TCRBCL
204208_at	RNGTT	RNA guanylyltransferase and 5-phosphatase	NM_003800	chr6q16	Underexpressed in H/TCRBCL
214252_s_at	CLN5	ceroid-lipofuscinosis, neuronal 5	AV700514	chr13q21.1-q32	Underexpressed in H/TCRBCL
218219_s_at	LANCL2	LanC lantibiotic synthetase component C-like 2 (bacterial) /// LanC lantibiotic synthetase component C-like 2 (bacterial)	NM_018697	chr7q31.1-q31.33	Underexpressed in H/TCRBCL
202375_at	SEC24D	SEC24 related gene family, member D (S. cerevisiae) /// SEC24 related gene family, member D (S. cerevisiae)	NM_014822	chr4q27	Underexpressed in H/TCRBCL
204159_at	CDKN2C	cyclin-dependent kinase inhibitor 2C (p18, inhibits CDK4) /// cyclin-dependent kinase inhibitor 2C (p18, inhibits CDK4)	NM_001262	chr1p32	Underexpressed in H/TCRBCL
212148_at	PBX1	pre-B-cell leukemia transcription factor 1	AL049381	chr1q23	Underexpressed in H/TCRBCL
222204_s_at	RRN3	RNA polymerase I transcription factor RRN3	AL110238	chr16p12	Underexpressed in H/TCRBCL
203465_at	MRPL19	mitochondrial ribosomal protein L19	NM_014763	chr2q11.1-q11.2	Underexpressed in H/TCRBCL
201855_s_at	KIAA0431	KIAA0431 protein	NM_015251	chr16q23.2	Underexpressed in H/TCRBCL
212245_at	MCFD2	multiple coagulation factor deficiency 2	AL567779	chr2p21	Underexpressed in H/TCRBCL
200071_at	SMNDC1	survival motor neuron domain containing 1 /// survival motor neuron domain containing 1	BF224259	chr10q23	Underexpressed in H/TCRBCL
212322_at	SGPL1	sphingosine-1-phosphate lyase 1	BE999972	chr10q21	Underexpressed in H/TCRBCL
266_s_at	CD24	CD24 antigen (small cell lung carcinoma cluster 4 antigen)	L33930	chr6q21	Underexpressed in H/TCRBCL
221842_s_at	ZNF131	zinc finger protein 131 (clone pHZ-10)	BE972394	chr5p12-p11	Underexpressed in H/TCRBCL
209715_at	CBX5	chromobox homolog 5 (HP1 alpha homolog, Drosophila) /// chromobox homolog 5 (HP1 alpha homolog, Drosophila)	L07515	chr12q13.13	Underexpressed in H/TCRBCL
204036_at	EDG2	endothelial differentiation, lysophosphatidic acid G-protein-coupled receptor, 2	AW269335	chr9q32	Underexpressed in H/TCRBCL
206101_at	ECM2	extracellular matrix protein 2, female organ and adipocyte specific /// extracellular matrix protein 2, female organ and adipocyte specific	NM_001393	chr9q22.3	Underexpressed in H/TCRBCL
204612_at	PKIA	protein kinase (cAMP-dependent, catalytic) inhibitor alpha /// protein kinase (cAMP-dependent, catalytic) inhibitor alpha	NM_006823	chr8q21.11	Underexpressed in H/TCRBCL
203650_at	PROCR	protein C receptor, endothelial (EPCR) /// protein C receptor, endothelial (EPCR)	NM_006404	chr20q11.2	Underexpressed in H/TCRBCL
203719_at	ERCC1	excision repair cross-complementing rodent repair deficiency, complementation group 1 (includes overlapping antisense sequence) /// excision repair cross-complementing rodent repair deficiency, complementation group 1 (includes overlapping antisense sequence)	NM_001983	chr19q13.2-q13.3	Underexpressed in H/TCRBCL
201860_s_at	PLAT	plasminogen activator, tissue /// plasminogen activator, tissue	NM_000930	chr8p12	Underexpressed in H/TCRBCL
217935_s_at	C20orf44	chromosome 20 open reading frame 44	NM_018244	chr20q11.23	Underexpressed in H/TCRBCL
219215_s_at	SLC39A4	solute carrier family 39 (zinc transporter), member 4	NM_017767	chr8q24.3	Underexpressed in H/TCRBCL
203887_s_at	THBD	thrombomodulin /// thrombomodulin	NM_000361	chr20p12-cen	Underexpressed in H/TCRBCL
202241_at	TRIB1	tribbles homolog 1 (Drosophila) /// tribbles homolog 1 (Drosophila)	NM_025195	chr8q24.13	Underexpressed in H/TCRBCL
218236_s_at	PRKCN	protein kinase C, nu /// protein kinase C, nu	NM_005813	chr2p21	Underexpressed in H/TCRBCL
217761_at	SIPL	SIPL protein	NM_018269	chr2p25.3	Underexpressed in H/TCRBCL
213301_x_at	TIF1	transcriptional intermediary factor 1	AL538264	chr7q32-q34	Underexpressed in H/TCRBCL
202232_s_at	GA17	dendritic cell protein /// dendritic cell protein	NM_006360	chr11p13	Underexpressed in H/TCRBCL
202350_s_at	MATN2	matrilin 2 /// matrilin 2	NM_002380	chr8q22	Underexpressed in H/TCRBCL
211953_s_at	KPNB3	karyopherin (importin) beta 3	AU148466	chr13q32.2	Underexpressed in H/TCRBCL
213357_at	C6orf175	chromosome 6 open reading frame 175	AV701318	chr---	Underexpressed in H/TCRBCL
218278_at	FLJ10439	hypothetical protein FLJ10439	NM_018093	chr11q12.3	Underexpressed in H/TCRBCL
201845_s_at	RYBP	RING1 and YY1 binding protein /// RING1 and YY1 binding protein	AB029551	chr3p14.2	Underexpressed in H/TCRBCL
209160_at	AKR1C3	aldo-keto reductase family 1, member C3 (3-alpha hydroxysteroid dehydrogenase, type II) /// aldo-keto reductase family 1, member C3 (3-alpha hydroxysteroid dehydrogenase, type II)	AB018580	chr10p15-p14	Underexpressed in H/TCRBCL
212855_at	KIAA0276	KIAA0276 protein	D87466	chr4q12	Underexpressed in H/TCRBCL
204616_at	UCHL3	ubiquitin carboxyl-terminal esterase L3 (ubiquitin thiolesterase) /// ubiquitin carboxyl-terminal esterase L3 (ubiquitin thiolesterase)	NM_006002	chr13q21.33	Underexpressed in H/TCRBCL
207808_s_at	PROS1	protein S (alpha) /// protein S (alpha)	NM_000313	chr3q11.2	Underexpressed in H/TCRBCL
218135_at	PTX1	PTX1 protein	NM_016570	chr12p11.23	Underexpressed in H/TCRBCL
218862_at	ASB13	ankyrin repeat and SOCS box-containing 13	NM_024701	chr10p15.1	Underexpressed in H/TCRBCL
