Probe Set	Unigene acc. No.	Gene symbol	Gene	Fold Change	log2 Fold Change	std	p_value	lower cl	upper cl	Detection call
94242_at	Mm.27670	D11Ertd672e	DNA segment, Chr 11, ERATO Doi 672, expressed	-2.08	-1.06	0.09	0	-1.33	-0.79	PP PPP
94502_at	Mm.2895	D13Wsu50e	DNA segment, Chr 13, Wayne State University 50, expressed	-1.48	-0.57	0.09	0.01	-0.87	-0.27	AP APP
160347_at	Mm.143167	D15Ertd785e	DNA segment, Chr 15, ERATO Doi 785, expressed	1.85	0.89	0.15	0.01	0.41	1.37	PP PPP
97295_at	Mm.28038	D4Ertd421e	DNA segment, Chr 4, ERATO Doi 421, expressed	2.02	1.01	0.2	0.02	0.36	1.66	PP PPP
92542_at	Mm.10009	D4Wsu53e	DNA segment, Chr 4, Wayne State University 53, expressed	1.76	0.82	0.13	0.01	0.42	1.22	PP PPP
100977_at	Mm.34411	D530020C15Rik	RIKEN cDNA D530020C15 gene	1.87	0.9	0.14	0.01	0.47	1.33	PP PPA
94323_at	Mm.197703	D630012G11Rik	RIKEN cDNA D630012G11 gene	1.61	0.69	0.07	0	0.47	0.91	PP PPP
95618_at	Mm.220334	D6Ertd32e	DNA segment, Chr 6, ERATO Doi 32, expressed	-2.43	-1.28	0.18	0.01	-1.85	-0.72	PP PPP
95541_at	Mm.27673	D6Wsu176e	DNA segment, Chr 6, Wayne State University 176, expressed	1.86	0.89	0.07	0	0.67	1.11	PP PPP
104633_at	Mm.34248	Dab2	disabled homolog 2 (Drosophila)	2.07	1.05	0.14	0	0.62	1.49	PP PPA
98045_s_at	Mm.34248	Dab2	disabled homolog 2 (Drosophila)	3.28	1.71	0.1	0	1.38	2.04	PP PPP
96008_at	Mm.2547	Dad1	defender against cell death 1	-1.67	-0.74	0.1	0.01	-1.07	-0.42	PP PPP
98071_f_at	Mm.3446	Dck	deoxycytidine kinase	1.99	0.99	0.12	0	0.61	1.37	PP PPP
94522_at	Mm.29025	Dctn3	dynactin 3	-1.73	-0.79	0.06	0	-0.97	-0.61	PP PPP
100513_at	Mm.5237	Ddef1	development and differentiation enhancing	1.92	0.94	0.13	0.01	0.53	1.34	PP PPP
161139_f_at	Mm.5237	Ddef1	development and differentiation enhancing	1.7	0.77	0.07	0	0.53	1	PP PPP
93257_at	Mm.102054	Ddx1	DEAD (Asp-Glu-Ala-Asp) box polypeptide 1	1.5	0.59	0.08	0.01	0.33	0.84	PP PPP
95688_at	Mm.29648	Degs	degenerative spermatocyte homolog (Drosophila)	-2.75	-1.46	0.1	0	-1.76	-1.15	PP PPP
104681_at	Mm.3282	Diap1	diaphanous homolog 1 (Drosophila)	-1.6	-0.68	0.11	0.01	-1.03	-0.33	PP PPP
93431_at	Mm.6529	Dm15	dystrophia myotonica kinase, B15	1.75	0.81	0.16	0.01	0.31	1.3	PP PPP
103031_g_at	Mm.16080	Dnm	dynamin	-2.3	-1.2	0.13	0	-1.62	-0.79	PP PPP
101445_at	Mm.128580	Dnmt1	DNA methyltransferase (cytosine-5) 1	2.3	1.2	0.11	0	0.86	1.54	PP PPP
103886_at	Mm.21251	Dp1	deleted in polyposis 1	-1.64	-0.71	0.11	0.01	-1.05	-0.37	PP PPP
96115_at	Mm.21251	Dp1	deleted in polyposis 1	-1.46	-0.54	0.09	0.01	-0.82	-0.27	PP PPP
104036_at	Mm.21440	Dpp7	dipeptidylpeptidase 7	-3.77	-1.92	0.19	0	-2.53	-1.3	PP PPP
101104_at	Mm.7472	Dscr3	Down syndrome critical region gene 3	-1.58	-0.66	0.12	0.01	-1.06	-0.27	PP PPP
162486_f_at	Mm.7472	Dscr3	Down syndrome critical region gene 3	-1.87	-0.9	0.14	0.01	-1.35	-0.46	PP PPP
94492_at	Mm.28919	Dstn	destrin	-1.46	-0.54	0.08	0.01	-0.8	-0.29	PP PPP
97740_at	Mm.3994	Dusp16	dual specificity phosphatase 16	1.68	0.75	0.1	0	0.44	1.06	AP APA
93285_at	Mm.1791	Dusp6	dual specificity phosphatase 6	4.75	2.25	0.12	0	1.86	2.63	PP PPA
99366_at	Mm.5675	E030024M05Rik	RIKEN cDNA E030024M05 gene	-2.28	-1.19	0.08	0	-1.45	-0.93	PP PPP
93752_at	Mm.21118	E430001P04Rik	RIKEN cDNA E430001P04 gene	1.87	0.9	0.12	0	0.53	1.28	PP PPP
93608_at	Mm.7254	Ebi3	Epstein-Barr virus induced gene 3	2.3	1.2	0.11	0	0.85	1.55	PP PPP
97411_at	Mm.2995	Ect2	ect2 oncogene	2.54	1.34	0.17	0	0.81	1.88	PP PPA
96322_at	Mm.29945	Edf1	endothelial differentiation-related factor 1	-1.56	-0.64	0.11	0.01	-1.01	-0.28	PP PPP
98525_f_at	Mm.35829	edr	erythroid differentiation regulator	2.94	1.56	0.24	0.01	0.8	2.31	PP PPP
103342_at	Mm.18203	Eed	embryonic ectoderm development	1.38	0.47	0.06	0	0.27	0.66	PP PPA
94766_at	Mm.196614	Eef1a1	eukaryotic translation elongation factor 1 alpha 1	1.59	0.67	0.05	0	0.51	0.82	PP PPP
95468_at	Mm.140619	Egln1	EGL nine homolog 1 (C. elegans)	1.62	0.7	0.09	0	0.42	0.98	PP PPP
102661_at	Mm.1353	Egr2	early growth response 2	-2.2	-1.14	0.21	0.01	-1.82	-0.46	PP PPP
94252_at	Mm.218851	Eif2s3x	eukaryotic translation initiation factor 2, subunit 3, structural gene X-linked	1.42	0.51	0.04	0	0.37	0.64	PP PPP
160554_at	Mm.880	Eif3s6	eukaryotic translation initiation factor 3, subunit 6	3.43	1.78	0.08	0	1.52	2.03	PP PPA
97426_at	Mm.30024	Emp1	epithelial membrane protein 1	-4.07	-2.03	0.12	0	-2.4	-1.66	PP PPP
93593_f_at	Mm.20829	Emp3	epithelial membrane protein 3	-4.17	-2.06	0.08	0	-2.31	-1.81	PP PPP
103507_at	Mm.2254	Emr1	EGF-like module containing, mucin-like, hormone receptor-like sequence 1	-1.93	-0.95	0.2	0.02	-1.57	-0.32	PP PPP
100134_at	Mm.225297	Eng	endoglin	-2.01	-1.01	0.08	0	-1.25	-0.76	PP PPP
99045_at	Mm.3913	Eno2	enolase 2, gamma neuronal	2.19	1.13	0.09	0	0.83	1.43	PP PPA
160379_at	Mm.30038	NA	erythrocyte protein band 4.1	2.6	1.38	0.16	0	0.87	1.88	PP PPP
100051_at	Mm.4441	NA	erythrocyte protein band 7.2	-1.66	-0.73	0.08	0	-1	-0.47	PP PPP
96628_at	Mm.154511	Eprs	glutamyl-prolyl-tRNA synthetase	2.61	1.39	0.1	0	1.07	1.7	AP APA
94040_at	Mm.21952	Erh	enhancer of rudimentary homolog (Drosophila)	1.97	0.98	0.12	0	0.6	1.36	PP PPP
97870_s_at	Mm.206768	Ero1l	ERO1-like (S. cerevisiae)	2.38	1.25	0.08	0	0.99	1.5	PP PPP
97871_at	Mm.206768	Ero1l	ERO1-like (S. cerevisiae)	2.92	1.55	0.08	0	1.29	1.81	PP PPP
92553_at	Mm.38055	Es10	esterase 10	-2	-1	0.09	0	-1.29	-0.72	PP PPP
94246_at	Mm.22365	Ets2	E26 avian leukemia oncogene 2, 3 domain	2.1	1.07	0.13	0	0.66	1.48	PP PPP
99917_at	Mm.4303	Ezh2	enhancer of zeste homolog 2 (Drosophila)	2.31	1.2	0.12	0	0.82	1.59	PP PPA
103977_at	Mm.2578	F10	coagulation factor X	-3.43	-1.78	0.21	0	-2.44	-1.12	AP APP
103816_at	Mm.20903	F11r	F11 receptor	2.63	1.4	0.13	0	0.98	1.82	PP PPA
161458_at	Mm.4827	F7	coagulation factor VII	-2.11	-1.08	0.18	0.01	-1.66	-0.49	PP PPP
160544_at	Mm.741	Fabp5	fatty acid binding protein 5, epidermal	-5.17	-2.37	0.24	0	-3.13	-1.61	PP PPP
97456_at	Mm.30263	Facl5	fatty acid Coenzyme A ligase, long chain 5	1.5	0.58	0.09	0.01	0.3	0.87	PP PPP
98575_at	Mm.268690	Fasn	fatty acid synthase	2.81	1.49	0.16	0	0.99	1.99	PP PPP
162181_f_at	Mm.22673	Fcer1g	Fc receptor, IgE, high affinity I, gamma polypeptide	1.65	0.72	0.11	0.01	0.38	1.06	PP PPP
102337_s_at	Mm.10809	Fcgr2b	Fc receptor, IgG, low affinity IIb	2.76	1.46	0.2	0.01	0.82	2.11	PP PPP
92256_at	Mm.3204	Fdft1	farnesyl diphosphate farnesyl transferase 1	-9.68	-3.27	0.22	0	-3.99	-2.56	PP PPP
99098_at	Mm.39472	Fdps	farnesyl diphosphate synthetase	2.89	1.53	0.11	0	1.17	1.89	PP PPP
160424_f_at	Mm.39472	Fdps	farnesyl diphosphate synthetase	3.28	1.72	0.13	0	1.31	2.12	PP PPP
94697_at	Mm.1338	Fgr	Gardner-Rasheed feline sarcoma viral (Fgr) oncogene homolog	-2.15	-1.1	0.13	0	-1.52	-0.69	PP PPP
160648_at	Mm.20315	Fignl1	fidgetin-like 1	2.62	1.39	0.1	0	1.07	1.71	PP PPA
160416_at	Mm.28480	Fkbp3	FK506 binding protein 3	1.59	0.67	0.12	0.01	0.28	1.05	PP PPA
94297_at	Mm.154390	Fkbp5	FK506 binding protein 5	2.16	1.11	0.15	0	0.64	1.58	PP PPA
95489_at	Mm.25044	Fliih	flightless I homolog (Drosophila)	-1.82	-0.86	0.1	0	-1.18	-0.54	PP PPP
97593_f_at	Mm.25044	Fliih	flightless I homolog (Drosophila)	-1.7	-0.76	0.1	0	-1.07	-0.46	PP PPP
95637_at	Mm.28095	Flnb	filamin, beta	-2.25	-1.17	0.18	0.01	-1.74	-0.61	PP PPP
92852_at	Mm.193099	Fn1	fibronectin 1	-6.63	-2.73	0.31	0	-3.7	-1.76	PP PPP
103638_at	Mm.2035	Fnbp1	formin binding protein 1	4.29	2.1	0.16	0	1.61	2.6	PP PPA
98729_at	Mm.2035	Fnbp1	formin binding protein 1	1.77	0.82	0.16	0.01	0.32	1.32	PP PPP
104172_at	Mm.2724	Folr2	folate receptor 2 (fetal)	-3.06	-1.61	0.18	0	-2.18	-1.05	PP PPP
98306_g_at	Mm.42148	Foxm1	forkhead box M1	1.54	0.62	0.09	0.01	0.34	0.9	PP PPP
162479_f_at	Mm.7500	Ftl1	ferritin light chain 1	-1.95	-0.96	0.09	0	-1.24	-0.68	PP PPP
99872_s_at	Mm.7500	Ftl1	ferritin light chain 1	-1.95	-0.97	0.06	0	-1.16	-0.77	PP PPP
94827_at	Mm.22742	Fxyd2	FXYD domain-containing ion transport regulator 2	2.36	1.24	0.16	0	0.73	1.75	PP PPA
103394_at	Mm.1870	Fxyd5	FXYD domain-containing ion transport regulator 5	2.09	1.06	0.09	0	0.78	1.35	PP PPP
103036_at	Mm.16147	G22p1	thyroid autoantigen	1.73	0.79	0.12	0.01	0.42	1.16	AP APA
103642_at	Mm.258146	G3bp-pending	Ras-GTPase-activating protein SH3-domain binding protein	1.71	0.77	0.11	0.01	0.41	1.13	PP PPP
104333_at	Mm.22506	G7e-pending	G7e protein	5.29	2.4	0.21	0	1.75	3.06	PP PPA
96869_at	Mm.30064	Gabarap	gamma-aminobutyric acid receptor associated protein	-2.54	-1.34	0.1	0	-1.68	-1.01	PP PPP
103367_at	Mm.1853	Galgt1	UDP-N-acetyl-alpha-D-galactosamine:(N-acetylneuraminyl)-galactosylglucosylceramide-beta-1, 4-N-acetylgalactosaminyltransferase	-1.48	-0.56	0.07	0	-0.78	-0.34	PP PPP
97934_at	Mm.30249	Galnt1	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 1	-1.5	-0.59	0.09	0.01	-0.87	-0.31	PP PPP
97553_at	Mm.33808	Galnt2	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 2	-1.66	-0.73	0.07	0	-0.95	-0.51	PP PPP
101214_f_at	Mm.5289	Gapd	glyceraldehyde-3-phosphate dehydrogenase	1.94	0.96	0.04	0	0.83	1.09	PP PPP
93270_at	Mm.17403	Gars	glycyl-tRNA synthetase	2.37	1.24	0.1	0	0.92	1.57	PP PPP
96336_at	Mm.29975	Gatm	glycine amidinotransferase (L-arginine:glycine amidinotransferase)	3.25	1.7	0.12	0	1.3	2.1	PP PPP
100488_at	Mm.5031	Gba	glucosidase, beta; acid	-1.79	-0.84	0.15	0.01	-1.3	-0.37	PP PPP
102313_at	Mm.10651	Gch	GTP cyclohydrolase 1	-1.71	-0.77	0.15	0.01	-1.26	-0.29	PP PPP
92655_at	Mm.4411	Gcnt1	glucosaminyl (N-acetyl) transferase 1, core 2	1.83	0.87	0.16	0.01	0.37	1.37	PP PPP
104524_at	Mm.275766	Gltp-pending	glycolipid transfer protein	-1.98	-0.99	0.14	0.01	-1.42	-0.56	PP PPP
99141_at	Mm.4140	Gm2a	GM2 ganglioside activator protein	-1.9	-0.93	0.11	0	-1.29	-0.56	PP PPP
97226_at	Mm.140610	Gna12	guanine nucleotide binding protein, alpha 12	-1.85	-0.89	0.18	0.02	-1.47	-0.31	PP PPP
94854_g_at	Mm.2344	Gnb1	guanine nucleotide binding protein, beta 1	-1.83	-0.87	0.11	0	-1.22	-0.52	PP PPP
97458_at	Mm.2344	Gnb1	guanine nucleotide binding protein, beta 1	-1.63	-0.7	0.11	0.01	-1.06	-0.35	PP PPP
99340_at	Mm.5305	Gnb2-rs1	guanine nucleotide binding protein, beta 2, related sequence 1	2.16	1.11	0.12	0	0.73	1.5	PP PPP
99175_at	Mm.41780	Gng10	guanine nucleotide binding protein (G protein), gamma 10	-1.67	-0.74	0.13	0.01	-1.16	-0.33	PP PPP
100565_at	Mm.22374	Gnpi	glucosamine-6-phosphate deaminase	-2.35	-1.24	0.16	0	-1.74	-0.73	PP PPP
160688_at	Mm.22435	Golph3	golgi phosphoprotein 3	1.68	0.75	0.06	0	0.56	0.93	PP PPP
94876_f_at	Mm.23836	Gorasp2	golgi reassembly stacking protein 2	-1.71	-0.77	0.06	0	-0.95	-0.6	PP PPP
100325_at	Mm.196617	Gp49a	glycoprotein 49 A	-1.68	-0.75	0.06	0	-0.95	-0.55	PP PPP
100573_f_at	Mm.589	Gpi1	glucose phosphate isomerase 1	2.56	1.36	0.11	0	1.02	1.7	PP PPP
100574_f_at	Mm.589	Gpi1	glucose phosphate isomerase 1	2.66	1.41	0.07	0	1.17	1.65	PP PPP
94206_at	Mm.22195	Grcc10	gene rich cluster, C10 gene	1.47	0.56	0.08	0.01	0.29	0.83	PP PPP
160531_at	Mm.6390	Grcc2f	gene rich cluster, C2f gene	2.35	1.23	0.09	0	0.96	1.5	PP PPP
93066_at	Mm.1568	Grn	granulin	-1.89	-0.92	0.15	0.01	-1.41	-0.44	PP PPP
93750_at	Mm.21109	Gsn	gelsolin	6.35	2.67	0.08	0	2.41	2.93	PP PPP
93543_f_at	Mm.2011	Gstm1	glutathione S-transferase, mu 1	-2.2	-1.14	0.17	0.01	-1.69	-0.59	PP PPP
100629_at	Mm.667	Gstm5	glutathione S-transferase, mu 5	2.06	1.04	0.21	0.02	0.38	1.71	PP PPA
100630_f_at	Mm.667	Gstm5	glutathione S-transferase, mu 5	1.41	0.49	0.06	0	0.31	0.67	PP PPP
97819_at	Mm.282	Gsto1	glutathione S-transferase omega 1	-1.82	-0.86	0.12	0.01	-1.25	-0.47	PP PPP
104144_at	Mm.22147	Gtpbp2	GTP binding protein 2	1.61	0.69	0.09	0	0.4	0.98	PP PPP
103038_at	Mm.16224	Guca1a	guanylate cyclase activator 1a (retina)	1.57	0.65	0.1	0.01	0.34	0.95	PP PPP
97538_at	Mm.3317	Gus	beta-glucuronidase	-1.89	-0.91	0.18	0.02	-1.49	-0.34	PP PPP
95419_at	Mm.24350	H1f0	H1 histone family, member 0	5.2	2.38	0.17	0	1.84	2.92	PP PPP
92866_at	Mm.175310	H2-Aa	histocompatibility 2, class II antigen A, alpha	-7.06	-2.82	0.36	0	-3.97	-1.67	PP PPP
100998_at	Mm.6716	H2-Ab1	histocompatibility 2, class II antigen A, beta 1	-2.16	-1.11	0.23	0.02	-1.83	-0.39	PP PPP
93019_at	Mm.245931	H2afx	H2A histone family, member X	4.84	2.27	0.15	0	1.79	2.76	PP PPP
101954_at	Mm.916	H2afz	H2A histone family, member Z	2.28	1.19	0.1	0	0.87	1.5	PP PPP
96710_at	Mm.27624	H2av-pending	histone H2A.F/Z variant	2.8	1.49	0.16	0	0.98	1.99	PP PPP
101886_f_at	Mm.33263	H2-D1	histocompatibility 2, D region locus 1	-2.26	-1.17	0.1	0	-1.48	-0.87	PP PPP
97541_f_at	Mm.33263	H2-D1	histocompatibility 2, D region locus 1	-1.63	-0.7	0.12	0.01	-1.08	-0.33	PP PPP
94285_at	Mm.22564	H2-Eb1	histocompatibility 2, class II antigen E beta	-2.62	-1.39	0.28	0.02	-2.29	-0.48	PP PPP
96913_at	Mm.30147	Hadhb	hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/enoyl-Coenzyme A hydratase (trifunctional  protein), beta subunit	-2.38	-1.25	0.12	0	-1.63	-0.88	PP PPP
97895_f_at	Mm.28421	Hat1	histidine aminotransferase 1	1.57	0.65	0.06	0	0.46	0.85	PP PPP
93483_at	Mm.715	Hck	hemopoietic cell kinase	-1.61	-0.69	0.08	0	-0.95	-0.43	PP PPP
102851_s_at	Mm.1484	Hcph	hemopoietic cell phosphatase	2.24	1.16	0.09	0	0.86	1.47	PP PPP
92629_f_at	Mm.1141	Hdgf	hepatoma-derived growth factor	1.74	0.8	0.12	0.01	0.43	1.17	PP PPP
94288_at	Mm.276261	Hist1h1c	histone 1, H1c	-2.75	-1.46	0.11	0	-1.82	-1.1	PP PPP
93833_s_at	Mm.21579	Hist1h2bc	histone 1, H2bc	-2	-1	0.18	0.01	-1.59	-0.41	PP PPP
99335_at	Mm.196605	Hk1	hexokinase 1	1.8	0.85	0.11	0.01	0.48	1.21	PP PPP
102657_at	Mm.1347	Hlx	H2.0-like homeo box gene	2.02	1.01	0.14	0.01	0.56	1.46	PP PPP
93095_at	Mm.16421	Hmgb1	high mobility group box 1	1.77	0.82	0.08	0	0.55	1.09	PP PPA
93250_r_at	Mm.1693	Hmgb2	high mobility group box 2	4.14	2.05	0.16	0	1.54	2.56	PP PPA
98038_at	Mm.340	Hmgb3	high mobility group box 3	2.47	1.31	0.12	0	0.92	1.7	PP PPP
94324_f_at	Mm.22668	Hmgcl	3-hydroxy-3-methylglutaryl-Coenzyme A lyase	1.58	0.66	0.07	0	0.42	0.89	PP PPP
94325_at	Mm.61526	Hmgcs1	3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1	1.65	0.72	0.1	0	0.42	1.02	PP PPA
96699_at	Mm.2756	Hmgn1	high mobility group nucleosomal binding domain 1	1.56	0.64	0.05	0	0.47	0.8	PP PPP
93276_at	Mm.1775	Hn1	hematological and neurological expressed sequence 1	-1.55	-0.64	0.07	0	-0.86	-0.41	PP PPP
97272_at	Mm.27927	Hnrpa1	heterogeneous nuclear ribonucleoprotein A1	1.82	0.86	0.17	0.01	0.33	1.39	PP PPA
93990_at	Mm.21740	Hnrph1	heterogeneous nuclear ribonucleoprotein H1	1.74	0.8	0.09	0	0.5	1.1	PP PPP
96672_at	Mm.181852	Hop-pending	homeodomain only protein	-2.29	-1.2	0.14	0	-1.65	-0.74	PP PPP
160107_at	Mm.18675	Hprt	hypoxanthine guanine phosphoribosyl transferase	1.71	0.77	0.1	0	0.45	1.09	PP PPP
96696_at	Mm.27545	Hrmt1l2	heterogeneous nuclear ribonucleoproteins  methyltransferase-like 2 (S. cerevisiae)	1.74	0.8	0.14	0.01	0.37	1.23	PP PPP
101096_s_at	Mm.7401	Hs1bp1	HS1 binding protein	2.02	1.01	0.06	0	0.82	1.21	PP PPP
160104_at	Mm.157103	Hsd3b7	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7	-2.53	-1.34	0.12	0	-1.72	-0.97	PP PPP
98111_at	Mm.34828	Hsp105	heat shock protein 105	-1.66	-0.73	0.14	0.01	-1.17	-0.3	AP APP
96564_at	Mm.197551	Hspa8	heat shock protein 8	2.11	1.07	0.09	0	0.78	1.37	PP PPP
95282_at	Mm.1843	Hspca	heat shock protein 1, alpha	2.13	1.09	0.14	0	0.66	1.52	PP PPP
95359_at	Mm.2180	Hspcb	heat shock protein 1, beta	1.38	0.46	0.05	0	0.31	0.61	PP PPP
93013_at	Mm.34871	Idb2	inhibitor of DNA binding 2	1.74	0.8	0.08	0	0.55	1.05	PP PPP
92614_at	Mm.110	Idb3	inhibitor of DNA binding 3	1.77	0.83	0.16	0.01	0.33	1.32	PP PPP
160571_at	Mm.9925	Idh1	isocitrate dehydrogenase 1 (NADP+), soluble	-3.69	-1.88	0.16	0	-2.39	-1.38	PP PPP
96269_at	Mm.29847	Idi1	isopentenyl-diphosphate delta isomerase	1.82	0.86	0.15	0.01	0.37	1.36	PP PPP
92773_at	Mm.12246	Ier5	immediate early response 5	1.65	0.72	0.13	0.01	0.31	1.13	PP PPP
100483_at	Mm.502	Ifnar1	interferon (alpha and beta) receptor 1	-1.51	-0.59	0.09	0.01	-0.89	-0.3	PP PPP
100552_at	Mm.549	Ifngr	interferon gamma receptor	-1.91	-0.94	0.13	0.01	-1.35	-0.52	PP PPP
101571_g_at	Mm.22248	Igfbp4	insulin-like growth factor binding protein 4	1.72	0.79	0.15	0.01	0.31	1.26	PP PPP
104023_at	Mm.2699	Igsf7	immunoglobulin superfamily, member 7	-3.32	-1.73	0.14	0	-2.18	-1.28	PP PPP
101054_at	Mm.248267	Ii	Ia-associated invariant chain	2.54	1.35	0.29	0.02	0.42	2.27	PP PPP
99491_at	Mm.4154	Il10rb	interleukin 10 receptor, beta	-3.24	-1.7	0.09	0	-1.98	-1.41	PP PPP
103723_at	Mm.24208	Il13ra1	interleukin 13 receptor, alpha 1	2.22	1.15	0.12	0	0.77	1.53	PP PPA
102658_at	Mm.1349	Il1r2	interleukin 1 receptor, type II	3.81	1.93	0.26	0.01	1.09	2.77	PP PPA
161689_f_at	Mm.1349	Il1r2	interleukin 1 receptor, type II	2.55	1.35	0.32	0.02	0.35	2.36	PP PPP
100578_at	Mm.6065	Impdh2	inosine 5-phosphate dehydrogenase 2	2.45	1.29	0.09	0	1.02	1.57	PP PPP
93758_at	Mm.29755	Incenp	inner centromere protein	2.06	1.05	0.08	0	0.79	1.3	PP PPP
100561_at	Mm.256552	Iqgap1	IQ motif containing GTPase activating protein 1	-2.05	-1.04	0.13	0	-1.44	-0.64	PP PPP
95511_at	Mm.225096	Itga6	integrin alpha 6	1.74	0.8	0.1	0	0.49	1.11	AP APA
98828_at	Mm.262106	Itgam	integrin alpha M	-2.03	-1.02	0.15	0.01	-1.5	-0.54	PP PPP
102353_at	Mm.1137	Itgb2	integrin beta 2	-4.95	-2.31	0.1	0	-2.63	-1.99	PP PPP
100601_at	Mm.6424	Itgb5	integrin beta 5	-1.6	-0.68	0.1	0.01	-0.98	-0.38	PP PPP
100906_at	Mm.58	Itgb7	integrin beta 7	-3.56	-1.83	0.2	0	-2.48	-1.19	PP PPP
101123_at	Mm.4266	Itm2b	integral membrane protein 2B	-2.57	-1.36	0.14	0	-1.8	-0.92	PP PPP
101441_i_at	Mm.7800	Itpr5	inositol 1,4,5-triphosphate receptor 5	1.7	0.77	0.11	0.01	0.4	1.13	PP PPA
97302_at	Mm.33764	Ivns1abp	influenza virus NS1A binding protein	1.91	0.94	0.16	0.01	0.42	1.45	PP PPA
98911_at	Mm.259070	Jak1	Janus kinase 1	-1.56	-0.64	0.1	0.01	-0.96	-0.32	PP PPP
99509_s_at	Mm.247327	Jak3	Janus kinase 3	1.7	0.77	0.07	0	0.55	0.98	PP PPP
94341_at	Mm.25059	Jmj	jumonji	-1.8	-0.85	0.17	0.01	-1.38	-0.32	PP PPP
97268_i_at	Mm.177991	Kcp2-pending	keratinocytes associated protein 2	1.64	0.71	0.08	0	0.47	0.95	PP PPP
97269_f_at	Mm.177991	Kcp2-pending	keratinocytes associated protein 2	2.12	1.09	0.2	0.01	0.45	1.72	PP PPP
101972_at	Mm.9495	Kdap	kidney-derived aspartic protease-like protein	2.43	1.28	0.1	0	0.98	1.58	PP PPP
102644_at	Mm.1314	Kdt1	kidney cell line derived transcript 1	-1.81	-0.86	0.13	0.01	-1.28	-0.43	PP PPP
99541_at	Mm.42203	Kif11	kinesin family member 11	2.16	1.11	0.17	0.01	0.58	1.64	PP PPA
95118_r_at	Mm.192352	Kif22	kinesin family member 22	2.79	1.48	0.23	0.01	0.73	2.23	PP PPP
96168_at	Mm.259374	Kif23	kinesin family member 23	2.99	1.58	0.16	0	1.06	2.1	PP PPA
160755_at	Mm.27828	Kif2c	kinesin family member 2C	1.94	0.96	0.17	0.01	0.43	1.48	PP PPA
104644_at	Mm.3130	Kif4	kinesin family member 4	2.01	1.01	0.14	0.01	0.57	1.44	AP APA
92790_at	Mm.12508	Kpna2	karyopherin (importin) alpha 2	3.58	1.84	0.12	0	1.45	2.23	PP PPA
160089_at	Mm.16716	Lamp1	lysosomal membrane glycoprotein 1	-2.26	-1.18	0.08	0	-1.42	-0.93	PP PPP
97750_at	Mm.4071	Lamr1	laminin receptor 1 (ribosomal protein SA)	2.51	1.33	0.09	0	1.04	1.62	PP PPP
100012_at	Mm.4554	Laptm5	lysosomal-associated protein transmembrane 5	-1.72	-0.78	0.16	0.02	-1.28	-0.28	PP PPP
93793_at	Mm.247530	Lasp1	LIM and SH3 protein 1	-1.77	-0.83	0.09	0	-1.1	-0.55	PP PPP
160890_at	Mm.4538	Lbr	lamin B receptor	4.05	2.02	0.17	0	1.49	2.55	PP PPP
99669_at	Mm.43831	Lgals1	lectin, galactose binding, soluble 1	-1.75	-0.8	0.11	0	-1.14	-0.46	PP PPP
95706_at	Mm.2970	Lgals3	lectin, galactose binding, soluble 3	-3.01	-1.59	0.09	0	-1.89	-1.29	PP PPP
103335_at	Mm.18087	Lgals9	lectin, galactose binding, soluble 9	-2.4	-1.26	0.11	0	-1.61	-0.92	PP PPP
93261_at	Mm.17185	Lgmn	legumain	-2.35	-1.23	0.14	0	-1.67	-0.79	PP PPP
102123_at	Mm.202041	Lip1	lysosomal acid lipase 1	-2.08	-1.05	0.17	0.01	-1.6	-0.51	PP PPP
99452_at	Mm.4067	Lisch7-pending	liver-specific bHLH-Zip transcription factor	4.6	2.2	0.11	0	1.86	2.55	PP PPP
93753_at	Mm.21119	Litaf	LPS-induced TN factor	-4.4	-2.14	0.16	0	-2.64	-1.63	PP PPP
98059_s_at	Mm.3438	Lmna	lamin A	-1.91	-0.93	0.11	0	-1.29	-0.57	PP PPP
98122_at	Mm.29187	Lmo4	LIM domain only 4	2.17	1.12	0.11	0	0.77	1.47	PP PPA
93057_at	Mm.1538	LOC218490	similar to Transcription factor BTF3 (RNA polymerase B transcription factor 3)	1.64	0.72	0.13	0.01	0.31	1.13	PP PPP
104246_at	Mm.275887	LOC228790	additional sex combs like 1	1.64	0.71	0.11	0.01	0.37	1.05	PP PPP
101835_at	Mm.843	Lrmp	lymphoid-restricted membrane protein	1.68	0.75	0.12	0.01	0.37	1.13	PP PPP
101073_at	Mm.7221	Lrp1	low density lipoprotein receptor-related protein 1	-1.71	-0.77	0.08	0	-1.03	-0.51	PP PPP
104093_at	Mm.2183	Lsp1	lymphocyte specific 1	1.68	0.75	0.15	0.01	0.28	1.22	PP PPP
103571_at	Mm.19379	Lst1	leukocyte specific transcript 1	3.38	1.76	0.13	0	1.33	2.19	PP PPP
100540_at	Mm.260326	Lta4h	leukotriene A4 hydrolase	-2.49	-1.31	0.22	0.01	-2.02	-0.61	PP PPP
