Clone ID	GenBank	UniGene	Symbol	Name	Entrez	Log Fold Change (BCR/ABL Positive/Negative)	q-value
1655864	AI033961	Hs.575670	NA	Transcribed locus, moderately similar to XP_496061.1 PREDICTED: similar to FLJ44796 protein [Homo sapiens]	NA	-0.64097222	0.02986101
1901310	AI301815	Hs.189781	PLEKHG1	Pleckstrin homology domain containing, family G (with RhoGef domain) member 1	57480	1.33863181	0.02986101
1882279	AI279255	NA	NA	NA	NA	0.78921842	0.02986101
1909053	AI304946	Hs.260555	C14orf45	Chromosome 14 open reading frame 45	80127	-0.99335447	0.02986101
2461206	AI927438	Hs.523443	HBB	Hemoglobin, beta	3043	-1.5906834	0.02986101
2545705	AI969128	Hs.483454	CNN3	Calponin 3, acidic	1266	1.539205	0.02986101
2452256	AI923014	Hs.585630	NA	Transcribed locus, weakly similar to NP_872601.1 tetratricopeptide repeat protein isoform 1; ubiquitously transcribed tetratricopeptide repeat gene, Y chromosome; ubiquitously transcribed TPR gene on	NA	0.84843134	0.02986101
2557762	AW050510	Hs.458332	PYCR1	Pyrroline-5-carboxylate reductase 1	5831	-0.93640697	0.02986101
2390593	AI739126	Hs.19281	PTPN14	Protein tyrosine phosphatase, non-receptor type 14	5784	1.12213036	0.02986101
231461	H92252	Hs.586722	NA	Transcribed locus	NA	-1.20684634	0.02986101
788647	AA449835	Hs.368642	EPB42	Erythrocyte membrane protein band 4.2	2038	-1.83192364	0.02986101
823719	AA489660	Hs.7626	LOC219854	Hypothetical protein LOC219854	219854	1.4929576	0.02986101
491403	AA150416	Hs.256278	TNFRSF1B	Tumor necrosis factor receptor superfamily, member 1B	7133	0.74057241	0.04705371
295985	N67039	Hs.119882	CDK6	Cyclin-dependent kinase 6	1021	0.9025596	0.04705371
140064	R65775	Hs.507971	LRCH1	Leucine-rich repeats and calponin homology (CH) domain containing 1	23143	0.64343404	0.04705371
726599	AA394303	Hs.480694	ANKRD50	Ankyrin repeat domain 50	57182	0.8102385	0.04705371
130541	R22412	Hs.514412	PECAM1	Platelet/endothelial cell adhesion molecule (CD31 antigen)	5175	0.9937838	0.04705371
1323920	AA743933	Hs.521012	FLJ21062	Hypothetical protein FLJ21062	79846	0.91145837	0.04705371
824659	AA482169	Hs.487561	ICA1	Islet cell autoantigen 1, 69kDa	3382	0.67987278	0.04705371
73306	T56054	Hs.495605	CD99	CD99 antigen	4267	-0.92073122	0.04705371
281870	N51838	Hs.389906	NA	Transcribed locus, weakly similar to XP_576129.1 PREDICTED: similar to LRRG00116 [Rattus norvegicus]	NA	1.225	0.04705371
308588	N95418	Hs.173464	FKBP8	FK506 binding protein 8, 38kDa	23770	-0.72496027	0.04705371
380890	AA056118	Hs.356216	FAM46C	Family with sequence similarity 46, member C	54855	-1.7171224	0.04705371
795770	AA460319	Hs.586089	NA	Homo sapiens, clone IMAGE:5168377, mRNA	NA	1.04890294	0.04705371
293078	N91610	Hs.302145	HBG2	Myosin, light polypeptide 4, alkali; atrial, embryonic	3048	-1.34594596	0.04705371
669449	AA250751	Hs.85890	LOC285095	Hypothetical LOC285095	285095	-1.73292485	0.04705371
131050	R23227	Hs.480694	ANKRD50	Ankyrin repeat domain 50	57182	1.30650238	0.04705371
141845	R70508	Hs.332847	CRIM1	Cysteine rich transmembrane BMP regulator 1 (chordin-like)	51232	0.85303658	0.04705371
28475	R13434	Hs.83114	CRYZ	Crystallin, zeta (quinone reductase)	1429	0.72616557	0.04705371
755578	AA419176	Hs.513797	SLC7A5	Solute carrier family 7 (cationic amino acid transporter, y+ system), member 5	8140	-0.88397461	0.04705371
143995	R77102	Hs.156967	SEMA6A	Sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A	57556	0.8229093	0.04705371
812027	AA456679	Hs.505905	LEMD3	LEM domain containing 3	23592	0.6149444	0.04705371
24032	R37937	Hs.38533	CRADD	CASP2 and RIPK1 domain containing adaptor with death domain	8738	1.20915735	0.04705371
230240	H94872	Hs.274309	ERAF	Erythroid associated factor	51327	-1.9502385	0.04705371
755506	AA419015	Hs.422986	ANXA4	Annexin A4	307	0.6884896	0.04705371
767130	AA424535	Hs.473819	ERG	V-ets erythroblastosis virus E26 oncogene like (avian)	2078	0.96173207	0.04705371
308231	N95358	Hs.439620	MYO1B	Myosin IB	4430	1.41861705	0.04705371
250654	H95959	Hs.111779	SPARC	CER1 (ECERIFERUM 1)	6678	0.85381553	0.04705371
346966	W94295	Hs.482291	ADAMTS6	ADAM metallopeptidase with thrombospondin type 1 motif, 6	11174	-0.9727186	0.04705371
811059	AA485449	Hs.301853	RAB34	RAB34, member RAS oncogene family	83871	0.68950722	0.04705371
785928	AA449703	Hs.438689	IMPAD1	Inositol monophosphatase domain containing 1	54928	0.78287752	0.04705371
155612	AI668561	Hs.29235	NA	Transcribed locus	NA	-0.9398092	0.04705371
245624	N77263	Hs.20205	HBBP1	Hemoglobin, beta pseudogene 1	3044	-1.7523369	0.04705371
487513	AA044993	Hs.410037	CTGF	Connective tissue growth factor	1490	2.2451512	0.04705371
364921	AA024656	Hs.166011	CTNND1	Catenin (cadherin-associated protein), delta 1	1500	0.66343408	0.04705371
220069	H84616	Hs.20573	IGF1R	Insulin-like growth factor 1 receptor	3480	-0.85907787	0.04705371
365149	AA025142	Hs.465221	FECH	Ferrochelatase (protoporphyria)	2235	-1.17823526	0.04705371
665405	AA194815	Hs.487036	MYO5C	Myosin VC	55930	0.76205088	0.04705371
399331	AA774649	Hs.518662	C1orf24	Chromosome 1 open reading frame 24	116496	0.89410162	0.04705371
450300	AA682838	Hs.519842	RIPK1	Receptor (TNFRSF)-interacting serine-threonine kinase 1	8737	-0.91392681	0.04705371
428184	AA001709	Hs.20573	IGF1R	Insulin-like growth factor 1 receptor	3480	-0.77845791	0.04705371
753428	AA406425	Hs.405614	CTHRC1	Collagen triple helix repeat containing 1	115908	1.8740847	0.04705371
451804	AA706818	Hs.119878	MLKL	Mixed lineage kinase domain-like	197259	0.89872551	0.04705371
1457352	AA922832	Hs.353214	ICAM3	Intercellular adhesion molecule 3	3385	0.63550083	0.04705371
167205	R90933	Hs.334841	NDRG2	Selenium binding protein 1	57447	-1.8149244	0.04705371
40136	R53348	Hs.379186	PDCD6	Programmed cell death 6	10016	0.70416533	0.04705371
269425	N26171	Hs.34871	ZFHX1B	Zinc finger homeobox 1b	9839	0.64216216	0.04705371
435063	AA701448	Hs.114062	PTPLA	Protein tyrosine phosphatase-like (proline instead of catalytic arginine), member A	9200	1.01052465	0.04705371
222276	H85885	Hs.167451	KIAA0999	KIAA0999 protein	23387	-1.7393164	0.04705371
431988	AA678242	Hs.176376	NA	Transcribed locus, moderately similar to XP_518244.1 PREDICTED: similar to sirtuin 5 isoform 2; sir2-like 5; silent mating type information regulation 2, S.cerevisiae, homolog 5; sirtuin (silent matin	NA	1.0987746	0.04705371
811062	AA485441	Hs.514216	CGI-69	CGI-69 protein	51629	-1.25872816	0.04705371
283191	N51362	Hs.370510	IGSF4	Immunoglobulin superfamily, member 4	23705	-1.0324709	0.04705371
731232	AA416734	Hs.444459	LOC138255	OTTHUMP00000021439	138255	-1.03344144	0.04705371
232786	H73941	Hs.449632	HBZ	Hemoglobin, zeta	3050	-1.84211453	0.04705371
213585	H72089	Hs.521124	MRPS28	Mitochondrial ribosomal protein S28	28957	-1.16122552	0.04705371
855157	AA781491	Hs.32417	C1orf116	Chromosome 1 open reading frame 116	79098	-0.6079014	0.04705371
1240577	AA781035	Hs.585977	NA	Transcribed locus	NA	0.90303662	0.04705371
281806	N48090	Hs.459391	LRRC14	Leucine rich repeat containing 14	9684	-1.7023371	0.04705371
280989	N47685	Hs.101307	SLC14A1	Solute carrier family 14 (urea transporter), member 1 (Kidd blood group)	6563	-1.83399037	0.04705371
1592021	AA953249	Hs.363396	CFH	Complement factor H	3075	1.0050491	0.04705371
295733	N72717	Hs.443948	SLC4A1	Solute carrier family 4, anion exchanger, member 1 (erythrocyte membrane protein band 3, Diego blood group)	6521	-1.36635929	0.04705371
242594	H94956	Hs.567283	HBG1	Hemoglobin, gamma A	3047	-1.6840062	0.04705371
230159	H74325	NA	NA	NA	NA	-0.95653409	0.04705371
1467469	AA884877	Hs.511010	RASGRP1	RAS guanyl releasing protein 1 (calcium and DAG-regulated)	10125	-0.94146257	0.04705371
1931537	AI350724	Hs.156737	NA	Transcribed locus	NA	1.27068373	0.04705371
2017597	AI369785	Hs.105547	NPDC1	Neural proliferation, differentiation and control, 1	56654	1.20009539	0.04705371
1874221	AI284976	Hs.156967	SEMA6A	Sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A	57556	1.70654045	0.04705371
1941464	AI207191	Hs.288164	SETD5	SET domain containing 5	55209	0.60387918	0.04705371
1658225	AI038586	Hs.130866	NA	CDNA FLJ30885 fis, clone FEBRA2004987	NA	-0.77949997	0.04705371
1880477	AI290634	Hs.476989	CASP12	Caspase 12	120329	0.90797796	0.04705371
2245295	AI611956	Hs.348935	IGLL1	Immunoglobulin lambda-like polypeptide 1	3543	-1.35896656	0.04705371
2506776	AW006793	Hs.432121	PRDX2	Peroxiredoxin 2	7001	-1.526089	0.04705371
2262455	AI811492	Hs.112432	AMH	Anti-Mullerian hormone	268	-1.1904769	0.04705371
2550896	AI954844	Hs.505654	ITGA5	Sorting nexin 11	3678	0.87279817	0.04705371
1492202	AA875913	Hs.287710	GPR110	G protein-coupled receptor 110	266977	1.8159459	0.04705371
530185	AA083671	Hs.484703	CD83	CD83 antigen (activated B lymphocytes, immunoglobulin superfamily)	9308	0.80378384	0.04705371
526184	AA076645	Hs.524590	RAB21	RAB21, member RAS oncogene family	23011	2.2585852	0.04705371
285736	N64139	NA	NA	NA	NA	0.89047695	0.04705371
752903	AA481435	Hs.133539	MAST4	Microtubule associated serine/threonine kinase family member 4	23227	0.9655644	0.04705371
502151	AA129777	Hs.500761	SLC16A3	Solute carrier family 16 (monocarboxylic acid transporters), member 3	9123	0.71696344	0.06233758
742707	AA400108	Hs.200022		Full-length cDNA clone CS0DB005YG10 of Neuroblastoma Cot 10-normalized of Homo sapiens (human)	NA	-0.6690779	0.06233758
245979	N76836	Hs.106124	EPB49	Erythrocyte membrane protein band 4.9 (dematin)	2039	-1.99669935	0.06233758
46931	H10029	Hs.278815	OTUB2	OTU domain, ubiquitin aldehyde binding 2	78990	-1.00067228	0.06233758
76906	AI821010	NA	NA	NA	NA	0.8387968	0.06233758
346944	W79308	Hs.515876	NRBP1	Nuclear receptor binding protein 1	29959	0.80034972	0.06233758
773568	AA428196	Hs.211588	POU4F1	POU domain, class 4, transcription factor 1	5457	2.05325915	0.06233758
130046	R19306	Hs.257970	NFIX	Nuclear factor I/X (CCAAT-binding transcription factor)	4784	-0.69986936	0.06233758
566501	AA151917	Hs.572060	NA	Transcribed locus	NA	0.74432998	0.06233758
487327	AA045524	Hs.534458	CGI-38	Brain specific protein	51673	0.98392686	0.06233758
1435862	AA937895	Hs.495605	CD99	CD99 antigen	4267	1.0317488	0.06233758
197450	H51958	Hs.490203	CALD1	Caldesmon 1	800	-1.30333854	0.06233758
247655	N58710	Hs.517546	OSBP2	Oxysterol binding protein 2	23762	-1.27120825	0.06233758
193617	H47627	Hs.366575	ABCC13	ATP-binding cassette, sub-family C (CFTR/MRP), member 13	150000	-1.288336	0.06233758
381107	AA058663	Hs.334846	PVRL1	Hypothetical protein MGC16207	5818	-1.04244832	0.06233758
815794	AA484939	Hs.128686	NUCB2	Nucleobindin 2	4925	-0.7825119	0.06233758
469647	AA027832	Hs.398636	HBA2	Hemoglobin, alpha 2	3040	-2.1014468	0.06233758
322005	W37418	Hs.471508	IRS1	Insulin receptor substrate 1	3667	-0.89084027	0.06233758
66560	T67053	Hs.449585	IGLC2	Immunoglobulin lambda joining 3	3538	-1.10497607	0.06233758
243155	H94469	Hs.362817	NUP85	Nucleoporin 85kDa	79902	-1.3402287	0.06233758
277508	N48748	Hs.445899	ASB13	Ankyrin repeat and SOCS box-containing 13	79754	0.85282981	0.06233758
46129	H09528	Hs.200063	HDAC7A	Histone deacetylase 7A	51564	0.9298727	0.06233758
35326	R25095	Hs.181097	TNFSF4	Tumor necrosis factor (ligand) superfamily, member 4 (tax-transcriptionally activated glycoprotein 1, 34kDa)	7292	1.33389497	0.06233758
1032536	AA779518	Hs.501345	CTBP2	C-terminal binding protein 2	1488	1.09116668	0.06233758
180950	R87238	Hs.32984	SYT11	Synaptotagmin XI	23208	1.15809836	0.06233758
700522	AA291153	Hs.124503	TCF8	Transcription factor 8 (represses interleukin 2 expression)	6935	0.87166929	0.06233758
460646	AA700471	Hs.481720	MYO10	Myosin X	4651	0.98225761	0.06233758
384720	AA709428	Hs.463165	ARHGAP27	Rho GTPase activating protein 27	201176	0.75996728	0.06233758
860013	AA663485	Hs.8719	DUSP26	Dual specificity phosphatase 26 (putative)	78986	1.04290544	0.06233758
449043	AA777410	Hs.325978	IL18BP	Interleukin 18 binding protein	10068	0.96837843	0.06233758
1638993	AI017763	Hs.298069	NRF1	Nuclear respiratory factor 1	4899	0.86224174	0.06233758
1590021	AA983191	Hs.504765	ETV6	Ets variant gene 6 (TEL oncogene)	2120	0.79364073	0.06233758
290558	N80436	Hs.556673	MCTP1	Multiple C2 domains, transmembrane 1	79772	0.69260502	0.06233758
460599	AA700438	Hs.279562	MYT1	Myelin transcription factor 1	4661	-0.86888886	0.06233758
1638086	AI001805	Hs.130260	NA	Transcribed locus	NA	1.16033393	0.06233758
1689661	AI141232	Hs.146632	NA	Transcribed locus	NA	-0.80462415	0.06233758
1898730	AI302118	Hs.196983	SSFA2	Sperm specific antigen 2	6744	0.71468993	0.06233758
1690473	AI091071	Hs.368226	SOX6	SRY (sex determining region Y)-box 6	55553	-1.20479172	0.06233758
1911561	AI268082	Hs.409925	GBP4	Guanylate binding protein 4	115361	0.74030204	0.06233758
1917314	AI343840	Hs.63335	TERF2	Telomeric repeat binding factor 2	7014	0.75413349	0.06233758
1533669	AA917819	Hs.126706	PHACS	1-aminocyclopropane-1-carboxylate synthase	84680	0.95980924	0.06233758
1855734	AI264061	Hs.79276	KIAA0232	KIAA0232 gene product	9778	1.7240223	0.06233758
1880487	AI290639	Hs.149969	NA	Transcribed locus	NA	0.89314685	0.06233758
2461236	AI927562	Hs.158174	ZNF184	Zinc finger protein 184 (Kruppel-like)	7738	-0.99260732	0.06233758
2543381	AW029452	Hs.495605	CD99	CD99 antigen	4267	1.0718283	0.06233758
2472305	AI948737	Hs.469820	RALB	V-ral simian leukemia viral oncogene homolog B (ras related; GTP binding protein)	5899	0.70015896	0.06233758
2406134	AI831446	Hs.234521	MAPKAPK3	Mitogen-activated protein kinase-activated protein kinase 3	7867	0.7288872	0.06233758
172785	H19709	Hs.376041	LOC283070	Hypothetical protein LOC283070	283070	0.98340215	0.06233758
788629	AA449823	Hs.18166	DENND3	DENN/MADD domain containing 3	22898	1.14790156	0.0734645
1588600	AA946585	Hs.567269	GPC5	Glypican 5	2262	1.49236875	0.0734645
757268	AA426087	Hs.14945	ACSL6	Acyl-CoA synthetase long-chain family member 6	23305	-1.4168382	0.0734645
855808	AA664060	Hs.443798	NA	Transcribed locus	NA	0.64728146	0.0734645
48033	H11760	Hs.23606	NA	Transcribed locus	NA	0.78570259	0.0734645
182992	AI820811	Hs.141120	KLF8	Kruppel-like factor 8	11279	1.30760133	0.0734645
897527	AA496944	Hs.128199	SEPT11	Septin 11	55752	0.62984106	0.0734645
758298	AA401275	Hs.491805	TOX	Thymus high mobility group box protein TOX	9760	1.01503977	0.0734645
590591	AA148044	Hs.525401	ADCY6	Adenylate cyclase 6	112	0.78548482	0.0734645
898092	AA598794	Hs.410037	CTGF	Connective tissue growth factor	1490	2.35532576	0.0734645
812126	AA455338	Hs.434973	GYPA	Glycophorin A (MNS blood group)	2993	-1.8445152	0.0734645
1456900	AA863424	Hs.109	DPEP1	Dipeptidase 1 (renal)	1800	1.5665501	0.0734645
70201	T50019	Hs.122514	SLC25A37	Solute carrier family 25, member 37	51312	-1.21543726	0.0734645
810625	AA464049	Hs.491558	ANK1	Ankyrin 1, erythrocytic	286	-1.68365667	0.0734645
212165	H68845	Hs.432121	PRDX2	Peroxiredoxin 2	7001	-1.4652623	0.0734645
756405	AA482119	Hs.76884	ID3	Inhibitor of DNA binding 3, domiNAt negative helix-loop-helix protein	3399	1.65813994	0.0734645
293917	N95151	Hs.111779	SPARC	CER1 (ECERIFERUM 1)	6678	0.8267091	0.0734645
1029200	AA554298	Hs.23118	CA1	Carbonic anhydrase I	759	-1.74489674	0.0734645
52430	H23254	Hs.416358	SALL2	Sal-like 2 (Drosophila)	6297	0.73116057	0.0734645
428412	AA004281	Hs.277937	GZMK	Granzyme K (granzyme 3; tryptase II)	3003	-1.06588232	0.0734645
37986	R61395	Hs.26880	ECEL1	Endothelin converting enzyme-like 1	9427	-1.727329	0.0734645
1204621	AA655034	Hs.443681	CSPG2	Chondroitin sulfate proteoglycan 2 (versican)	1462	0.70702617	0.0734645
246074	N76944	Hs.278839	C20orf77	Chromosome 20 open reading frame 77	58490	-0.95659775	0.0734645
137793	R68243	Hs.493096	PBX1	Pre-B-cell leukemia transcription factor 1	5087	-0.86894443	0.0734645
321807	W37247	Hs.98890	RNF180	Ring finger protein 180	285671	-1.67909386	0.0734645
307255	N93440	Hs.10649	C1orf38	Chromosome 1 open reading frame 38	9473	0.62410172	0.0734645
178463	H46553	Hs.124503	TCF8	Transcription factor 8 (represses interleukin 2 expression)	6935	0.76958334	0.0734645
505495	AA147454	Hs.445704	NA	Transcribed locus	NA	-0.61361115	0.0734645
486885	AA043091	Hs.198281	PKM2	Pyruvate kinase, muscle	5315	0.59791739	0.0734645
810002	AA454864	Hs.440494	CMTM7	CKLF-like MARVEL transmembrane domain containing 7	112616	1.1139111	0.0734645
1589343	AA948719	Hs.190477	ZC3H6	Zinc finger CCCH-type containing 6	376940	0.80245098	0.0734645
179617	H51117	Hs.530871	PDE1B	Phosphodiesterase 1B, calmodulin-dependent	5153	-1.7467567	0.0734645
2073299	AI438958	Hs.559459	C6orf32	Chromosome 6 open reading frame 32	9750	0.87874405	0.0734645
279837	N38839	Hs.23439	FLJ39370	Hypothetical protein FLJ39370	132720	1.13848968	0.0734645
450523	AA704226	Hs.471381	TNS1	Tensin 1	7145	-1.45009527	0.0734645
131073	R23241	Hs.485572	SOCS2	Suppressor of cytokine signaling 2	8835	1.9951032	0.0734645
773495	AA427924	Hs.445818	SPON1	Spondin 1, extracellular matrix protein	10418	1.03270266	0.0734645
826194	AA521439	Hs.369520	SYTL2	Synaptotagmin-like 2	54843	-0.81112875	0.0734645
148740	H12769	Hs.130031	TRIO	Triple functional domain (PTPRF interacting)	7204	0.66736092	0.0734645
703943	AA278473	Hs.87159	CAB39L	Calcium binding protein 39-like	81617	0.9752996	0.0734645
22282	T74052	Hs.436922	RFP2	Ret finger protein 2	10206	0.8670163	0.0734645
415550	W78714	Hs.60257	NA	CDNA FLJ13598 fis, clone PLACE1009921	NA	0.80039743	0.0734645
207558	H60173	Hs.398636	HBA2	Hemoglobin, alpha 2	3040	-1.39292513	0.0734645
854721	AA630157	Hs.494827	SUSD1	Sushi domain containing 1	64420	0.7683784	0.0734645
757461	AA437244	Hs.348700	CCDC27	Coiled-coil domain containing 27	148870	-0.92580658	0.0734645
1641356	AI025240	Hs.444049	BLNK	B-cell linker	29760	1.26374994	0.0734645
283400	N52773	Hs.167721	NA	Full length insert cDNA clone ZC34E11	NA	-0.56729728	0.0734645
187983	H43617	Hs.153678	UBXD6	UBX domain containing 6	7993	-1.29106423	0.0734645
1630961	AI018525	Hs.112728	PPM1F	Protein phosphatase 1F (PP2C domain containing)	9647	0.81856917	0.0734645
1626212	AI005318	Hs.555872	HLA-DQA1	Major histocompatibility complex, class II, DQ alpha 1	3117	1.78060414	0.0734645
74208	T48383	Hs.476706	SSBP3	Single stranded DNA binding protein 3	23648	-0.85044517	0.0734645
1552688	AA927670	Hs.131704	NRP1	Neuropilin 1	8829	0.92833337	0.0734645
2437907	AI872346	Hs.272011	B4GALT1	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1	2683	1.84505557	0.0734645
210636	H66043	Hs.38448	NA	Transcribed locus	NA	-0.74006251	0.0734645
183811	H44567	Hs.478275	TNFSF10	Tumor necrosis factor (ligand) superfamily, member 10	8743	-1.09491255	0.08149092
240208	H79705	Hs.493750	WDR40A	WD repeat domain 40A	25853	-0.89546907	0.08149092
121633	T97553	Hs.372152	DTX1	Deltex homolog 1 (Drosophila)	1840	-1.44527034	0.08149092
208166	H62523	Hs.431400	RAI14	Retinoic acid induced 14	26064	0.71480189	0.08149092
815526	AA456878	Hs.179718	MYBL2	V-myb myeloblastosis viral oncogene homolog (avian)-like 2	4605	-0.85959144	0.08149092
490060	AA136060	Hs.500512	PCGF5	Polycomb group ring finger 5	84333	-1.04039745	0.08149092
897788	AA598513	Hs.272062	PTPRF	Protein tyrosine phosphatase, receptor type, F	5792	-0.59372549	0.08149092
138991	R62603	Hs.233240	COL6A3	Collagen, type VI, alpha 3	1293	0.99449924	0.08149092
726830	AA293895	Hs.10414	KLHDC8A	Kelch domain containing 8A	55220	-0.52807631	0.08149092
743024	AA406058	Hs.555032	DEFB108B	Defensin, beta 108B	245911	-0.57968747	0.08149092
781472	AA431106	Hs.368944	JAZF1	Juxtaposed with another zinc finger gene 1	221895	-1.02456077	0.08149092
811840	AA463630	Hs.310645	RAB1A	Centrosomal protein 68kDa	5861	0.77826714	0.08149092
488913	AA047373	Hs.432818	MFAP3	Microfibrillar-associated protein 3	4238	0.642625	0.08149092
306829	AI668664	Hs.54751	NA	Transcribed locus	NA	-0.97104923	0.08149092
270560	N33237	Hs.252828	POP1	Processing of precursor 1, ribonuclease P/MRP subunit (S. cerevisiae)	10940	0.8296344	0.08149092
377701	AA056022	Hs.443681	CSPG2	Chondroitin sulfate proteoglycan 2 (versican)	1462	1.31855312	0.08149092
427750	AA001290	Hs.119825	SPTA1	Spectrin, alpha, erythrocytic 1 (elliptocytosis 2)	6708	-0.991701	0.08149092
275738	R93176	Hs.23118	CA1	Carbonic anhydrase I	759	-1.86745606	0.08149092
345469	W72525	Hs.515490	MGC15476	Thymus expressed gene 3-like	147906	0.65177364	0.08149092
813168	AA456306	Hs.471508	IRS1	Insulin receptor substrate 1	3667	-0.81206675	0.08149092
293811	N94247	NA	NA	NA	NA	-1.63785375	0.08149092
121133	T96930	Hs.120323	DNAPTP6	DNA polymerase-transactivated protein 6	26010	0.8445262	0.08149092
587735	AA134285	Hs.431498	FOXP1	Forkhead box P1	27086	0.67225759	0.08149092
823679	AA489633	Hs.149363	C18orf1	Chromosome 18 open reading frame 1	753	0.9111765	0.08149092
22918	R45255	Hs.346868	EBNA1BP2	EBNA1 binding protein 2	10969	-0.57077312	0.08149092
307510	AI668676	Hs.510697	LOC441708	Similar to CDC42-binding protein kinase alpha isoform A; ser-thr protein kinase related to the myotonic dystrophy protein kinase; ser-thr protein kinase PK428; myotonic dystrophy kinase-related CDC42-	441708	0.8587162	0.08149092
882488	AA676590	Hs.63335	TERF2	Telomeric repeat binding factor 2	7014	0.80998397	0.08149092
591055	AA158814	Hs.162877	PACSIN2	Protein kinase C and casein kinase substrate in neurons 2	11252	0.6929571	0.08149092
131452	R23270	Hs.335163	DKFZP686A01247	DKFZP686A01247 hypothetical protein	22998	-0.9384805	0.08149092
190305	H29886	Hs.26815	THAP10	THAP domain containing 10	56906	-0.84583468	0.08149092
126243	R06263	Hs.82609	HMBS	Hydroxymethylbilane synthase	3145	-1.48510336	0.08149092
825604	AA504624	Hs.262886	INPP5D	Inositol polyphosphate-5-phosphatase, 145kDa	3635	0.67488886	0.08149092
1475720	AA872685	Hs.368307	NRXN3	Neurexin 3	9369	1.4781745	0.08149092
436318	AA776327	Hs.91521	DKFZP761M1511	Hypothetical protein DKFZP761M1511	54492	1.02799687	0.08149092
1276676	AA776789	Hs.143878	FAM78A	Family with sequence similarity 78, member A	286336	-0.6417906	0.08149092
212690	H70488	Hs.193640	HAO1	Hydroxyacid oxidase (glycolate oxidase) 1	54363	-1.96101725	0.08149092
1468610	AA884627	Hs.463382	SPOP	Speckle-type POZ protein	8405	0.6409966	0.08149092
502910	AA128274	Hs.333907	PRKCH	Protein kinase C, eta	5583	0.9221781	0.08149092
280602	N47387	Hs.14248	STON2	Stonin 2	85439	0.87093796	0.08149092
1472889	AA873302	Hs.72307	NA	Transcribed locus	NA	1.9661938	0.08149092
240752	H91046	Hs.523855	STX12	Syntaxin 12	23673	0.64076317	0.08149092
222343	H86071	Hs.567725	SH3D19	SH3 domain protein D19	152503	-0.80686273	0.08149092
285507	N66422	Hs.434375	PTPRB	Protein tyrosine phosphatase, receptor type, B	5787	-0.53100162	0.08149092
257312	N29624	Hs.44004	AD031	AD031 protein	83935	-0.76130709	0.08149092
1415981	AA947922	Hs.127358	CNOT6L	CCR4-NOT transcription complex, subunit 6-like	246175	0.62091501	0.08149092
347081	W81158	Hs.198365	BPGM	2,3-bisphosphoglycerate mutase	669	-1.66273474	0.08149092
271978	N35316	Hs.153952	NT5E	5-nucleotidase, ecto (CD73)	4907	1.20456276	0.08149092
232614	H73421	Hs.477375	MYLK	Myosin, light polypeptide kinase	4638	0.79389506	0.08149092
1656114	AI034083	Hs.132700	NA	Transcribed locus	NA	-1.39729837	0.08149092
1702742	AI096953	Hs.557447	NA	Transcribed locus	NA	-0.83193953	0.08149092
1667058	AI074865	Hs.435054	NA	Transcribed locus	NA	0.95430834	0.08149092
2491434	AI973241	Hs.515494	SLC1A5	Solute carrier family 1 (neutral amino acid transporter), member 5	6510	-0.69739265	0.08149092
2365853	AI741759	Hs.528693	RASAL1	RAS protein activator like 1 (GAP1 like)	8437	-1.11540544	0.08149092
2345510	AI673088	Hs.437229	GPA33	Glycoprotein A33 (transmembrane)	10223	1.16204386	0.08149092
2161003	AI478278	Hs.468490	LHCGR	Luteinizing hormone/choriogonadotropin receptor	3973	-0.63971433	0.08149092
277305	N41062	Hs.502876	RHOB	Ras homolog gene family, member B	388	0.76459461	0.08149092
937238	AA527350	Hs.19987	FLJ14213	Hypothetical protein FLJ14213	79899	1.16165347	0.08149092
148028	H13622	Hs.316997	EPS8	Epidermal growth factor receptor pathway substrate 8	2059	1.02562803	0.08149092
753386	AA406389	Hs.517227	JAM2	Junctional adhesion molecule 2	58494	-0.78007952	0.08149092
51950	H23036	Hs.76152	AQP1	Aquaporin 1 (Colton blood group)	358	-1.40114456	0.08942669
813154	AA456289	Hs.191911	NFIA	Nuclear factor I/A	4774	-0.85374182	0.08942669
377560	AA055945	Hs.504048	CD3D	CD3D antigen, delta polypeptide (TiT3 complex)	915	-0.85694748	0.08942669
450745	AA704492	Hs.444213	TLE4	Transducin-like enhancer of split 4 (E(sp1) homolog, Drosophila)	7091	0.67907786	0.08942669
80796	T63045	Hs.584765	IGLV3-25	Immunoglobulin lambda constant 1 (Mcg marker)	28793	-1.10682433	0.08942669
140197	R66101	Hs.112586	NA	Transcribed locus	NA	1.646105	0.08942669
123774	R01197	Hs.122514	SLC25A37	Solute carrier family 25, member 37	51312	-0.84870916	0.08942669
812244	AA455042	Hs.15159	CKLF	Chemokine-like factor	51192	0.78430842	0.08942669
840158	AA485271	Hs.370365	HK1	Hexokinase 1	3098	-0.87389502	0.08942669
925554	AA534291	Hs.567445	TTLL3	Tubulin tyrosine ligase-like family, member 3	26140	0.65731372	0.08942669
2028332	AI263051	Hs.560366	NA	Transcribed locus	NA	0.6219396	0.08942669
324951	W48619	Hs.40098	GREM1	Gremlin 1, cysteine knot superfamily, homolog (Xenopus laevis)	26585	0.78385626	0.08942669
