gene	geneid	Z-ESR1	Z-ERBB2	Z-AURKA	Z-survival	cytoband	alias	description
RUNX3	864	-16.0758	-4.17042	2.4816	0.61016	1p36	AML2|CBFA3|FLJ34510|MGC16070|PEBP2aC	runt-related transcription factor 3
SIRPA	140885	-16.0842	-4.92241	-3.51064	0.785121	20p13	BIT|CD172A|MFR|MYD-1|P84|PTPNS1|SHPS-1|SHPS1|SIRP|SIRP-ALPHA-1|SIRPalpha|SIRPalpha2	signal-regulatory protein alpha
TUBB6	84617	-16.1704	-8.45371	-1.30944	3.10469	18p11.21	HsT1601|MGC132410|MGC4083|TUBB-5	tubulin, beta 6
CTSC	1075	-16.1829	-0.475642	5.72027	2.54533	11q14.1-q14.3	CPPI|DPP1|DPPI|HMS|JP|JPD|PALS|PLS	cathepsin C
KIAA0020	9933	-16.1994	-9.24046	6.91895	2.08622	9p24.2	HLA-HA8|MGC8749|XTP5	KIAA0020
PNRC1	10957	-16.1999	-2.95077	-11.5208	-2.53065	6q15	B4-2|PNAS-145|PROL2|PRR2|RP11-63L7.5	proline-rich nuclear receptor coactivator 1
GPM6B	2824	-16.2163	-6.5557	-7.04699	0.124904	Xp22.2	M6B|MGC17150|MGC54284	glycoprotein M6B
SLC5A6	8884	-16.2696	3.28696	7.9213	3.0673	2p23	SMVT	solute carrier family 5 (sodium-dependent vitamin transporter), member 6
UQCRH	7388	-16.2747	-2.95184	14.4175	4.16947	1p33	MGC111572	ubiquinol-cytochrome c reductase hinge protein
SCPEP1	59342	-16.2912	1.25344	-7.53739	-1.57121	17q22	HSCP1|RISC	serine carboxypeptidase 1
IMPA2	3613	-16.2915	-6.13378	13.5861	5.1381	18p11.2	-	inositol(myo)-1(or 4)-monophosphatase 2
MYO10	4651	-16.3618	3.04277	5.64066	4.97996	5p15.1-p14.3	FLJ10639|FLJ21066|FLJ22268|FLJ43256|KIAA0799|MGC131988	myosin X
SOX11	6664	-16.5134	10.1848	6.46994	4.12813	2p25	-	SRY (sex determining region Y)-box 11
NCK2	8440	-16.6058	-1.48223	0.345661	1.11747	2q12	GRB4|NCKbeta	NCK adaptor protein 2
KLF5	688	-16.6231	-5.06287	1.55147	2.05426	13q22.1	BTEB2|CKLF|IKLF	Kruppel-like factor 5 (intestinal)
ALDH1A3	220	-16.6344	1.83994	-9.14524	0.174947	15q26.3	ALDH1A6|ALDH6|RALDH3	aldehyde dehydrogenase 1 family, member A3
RGMA	56963	-16.7002	-8.90699	-9.66523	-1.25908	15q26.1	RGM	RGM domain family, member A
MSL3L1	10943	-16.7319	-1.35794	1.98791	1.44254	Xp22.3	DKFZP586J1822	male-specific lethal 3-like 1 (Drosophila)
KRT7	3855	-16.7559	9.76579	-2.84423	2.83625	12q12-q13	CK7|K2C7|K7|MGC129731|MGC3625|SCL	keratin 7
FLJ36031	168455	-16.7859	-1.69897	1.05999	2.45215	7q22.3	-	hypothetical protein FLJ36031
CREB3L2	64764	-16.8517	-4.40785	-3.94987	1.4982	7q34	BBF2H7|MGC131709|MGC71006	cAMP responsive element binding protein 3-like 2
C1R	715	-16.8613	-2.23937	-14.5368	-1.25057	12p13	-	complement component 1, r subcomponent
EN1	2019	-16.8729	-7.67842	4.04867	2.08227	2q13-q21	-	engrailed homolog 1
CHST11	50515	-16.8799	1.82323	6.08791	2.16268	12q	C4ST|C4ST-1|C4ST1|HSA269537	carbohydrate (chondroitin 4) sulfotransferase 11
ADFP	123	-16.9276	-3.94098	7.07271	6.92698	9p22.1	ADRP|MGC10598	adipose differentiation-related protein
TTLL4	9654	-16.9299	-3.68321	7.41758	1.89274	2p24.3-p24.1	KIAA0173	tubulin tyrosine ligase-like family, member 4
PLCG2	5336	-16.9322	-8.1789	2.6166	1.4932	16q24.1	-	phospholipase C, gamma 2 (phosphatidylinositol-specific)
DAPK1	1612	-16.9805	-4.37419	6.05569	2.6587	9q34.1	DAPK|DKFZp781I035	death-associated protein kinase 1
TNFAIP3	7128	-17.0514	-3.76604	0.764088	-1.24113	6q23	A20|MGC104522|MGC138687|MGC138688|OTUD7C|TNFA1P2	tumor necrosis factor, alpha-induced protein 3
PRNP	5621	-17.0682	-7.84813	-5.5684	1.2423	20p13	ASCR|CD230|CJD|GSS|MGC26679|PRIP|PrP|PrP27-30|PrP33-35C|PrPc	prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)
ASS1	445	-17.0696	1.98031	0.943294	2.09254	9q34.1	ASS|CTLN1	argininosuccinate synthetase 1
ZCCHC11	23318	-17.0932	-4.80614	-0.906905	0.629339	1p32.3	PAPD3	zinc finger, CCHC domain containing 11
WWTR1	25937	-17.0952	-3.15485	3.02601	1.57273	3q23-q24	DKFZP586I1419|TAZ	WW domain containing transcription regulator 1
SOX10	6663	-17.0957	-10.3987	-4.4562	0.166973	22q13.1	DOM|MGC15649|WS4	SRY (sex determining region Y)-box 10
PLAGL1	5325	-17.189	-6.19211	-9.79856	-0.305877	6q24-q25	DKFZp781P1017|LOT1|MGC126275|MGC126276|ZAC|ZAC1	pleiomorphic adenoma gene-like 1
UNC84B	25777	-17.2064	-2.5807	-6.11613	1.39214	22q13.1	KIAA0668|MGC133055|MGC133056|SUN2	unc-84 homolog B (C. elegans)
CDK2AP1	8099	-17.2142	-4.65672	10.3147	6.10874	12q24.31	DOC1|DORC1|ST19|doc-1|p12DOC-1	CDK2-associated protein 1
ACOT9	23597	-17.2788	0.728543	-0.903261	3.33803	Xp22.11	ACATE2|CGI-16|MT-ACT48	acyl-CoA thioesterase 9
SLPI	6590	-17.2924	0.295318	-2.14329	2.94338	20q12	ALK1|ALP|BLPI|HUSI|HUSI-I|MPI|WAP4|WFDC4	secretory leukocyte peptidase inhibitor
MALL	7851	-17.296	-4.15474	-6.00847	1.76858	2q13	BENE|MGC4419	mal, T-cell differentiation protein-like
CSTB	1476	-17.344	-4.12007	9.2271	4.17516	21q22.3	CST6|EPM1|PME|STFB	cystatin B (stefin B)
FLJ31951	153830	-17.3688	-1.81593	-2.59591	2.15784	5q33.3	DKFZp686M11215	hypothetical protein FLJ31951
ST8SIA1	6489	-17.47	-6.83941	-0.281588	-0.03996	12p12.1-p11.2	GD3S|SIAT8|SIAT8A|ST8Sia I|ST8SiaI	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1
KRT16	3868	-17.4894	-6.48732	0.989898	2.68758	17q12-q21	CK16|K16|K1CP|KRT16A|NEPPK	keratin 16 (focal non-epidermolytic palmoplantar keratoderma)
LBR	3930	-17.521	-8.73624	9.86371	2.08138	1q42.1	DHCR14B|LMN2R|MGC9041|PHA	lamin B receptor
LYN	4067	-17.5439	-7.57232	3.36232	1.03098	8q13	FLJ26625|JTK8	v-yes-1 Yamaguchi sarcoma viral related oncogene homolog
SOD2	6648	-17.5544	-3.75492	7.33129	2.59339	6q25.3	IPO-B|MNSOD|Mn-SOD	superoxide dismutase 2, mitochondrial
TCF7L1	83439	-17.5695	-9.32765	-4.25285	-0.346787	2p11.2	TCF-3|TCF3	transcription factor 7-like 1 (T-cell specific, HMG-box)
MICALL1	85377	-17.6593	-8.41327	3.25775	2.19566	22q13.1-q13.2	DKFZp686M2226|FLJ45921|KIAA1668|MICAL-L1|MIRAB13	MICAL-like 1
EGFR	1956	-17.6753	-2.60111	-7.34132	0.963397	7p12	ERBB|ERBB1|mENA	epidermal growth factor receptor (erythroblastic leukemia viral (v-erb-b) oncogene homolog, avian)
KIAA0746	23231	-17.7478	-1.49149	1.06747	1.02621	4p15.2	DKFZp781J1697|FLJ21629|FLJ41299	KIAA0746 protein
S100A8	6279	-17.9275	11.5285	7.44792	5.4096	1q21	60B8AG|CAGA|CFAG|CGLA|CP-10|L1Ag|MA387|MIF|MRP8|NIF|P8	S100 calcium binding protein A8
CXCL1	2919	-18.0988	-3.40117	-3.39739	1.31153	4q21	GRO1|GROa|MGSA|MGSA alpha|MGSA-a|NAP-3|SCYB1	chemokine (C-X-C motif) ligand 1 (melanoma growth stimulating activity, alpha)
GPRC5B	51704	-18.1657	-7.19527	-1.57786	1.32869	16p12	RAIG-2|RAIG2	G protein-coupled receptor, family C, group 5, member B
SFRP1	6422	-18.193	-9.57351	-10.3342	-1.51068	8p12-p11.1	FRP|FRP-1|FRP1|FrzA|SARP2	secreted frizzled-related protein 1
ODC1	4953	-18.2726	-6.00141	7.268	3.16857	2p25	-	ornithine decarboxylase 1
NFIL3	4783	-18.2936	-2.14189	-0.725096	2.39007	9q22	E4BP4|IL3BP1|NF-IL3A|NFIL3A	nuclear factor, interleukin 3 regulated
TMEM123	114908	-18.409	-1.43969	0.589678	1.40875	11q22.1	KCT3|PORIMIN|PORMIN	transmembrane protein 123
ARL4C	10123	-18.4179	-1.16747	-0.168383	3.25268	2q37.1	ARL7|LAK	ADP-ribosylation factor-like 4C
RBMS1	5937	-18.5511	-0.899462	-5.37393	1.40625	2q24.2	MGC15146|MGC3331|MSSP|MSSP-1|MSSP-2|MSSP-3|SCR2|YC1	RNA binding motif, single stranded interacting protein 1
TES	26136	-18.5804	1.56803	-0.0817448	0.626451	7q31.2	DKFZP586B2022|MGC1146|TESS|TESS-2|TESTIN	testis derived transcript (3 LIM domains)
PRKX	5613	-18.5824	-8.31347	4.47384	1.95057	Xp22.3	PKX1	protein kinase, X-linked
MAPRE2	10982	-18.6349	-6.7657	-0.926933	2.1562	18q12.1	EB1|EB2|RP1	microtubule-associated protein, RP/EB family, member 2
CX3CL1	6376	-18.6963	-0.939126	-9.09687	1.03384	16q13	ABCD-3|C3Xkine|CXC3|CXC3C|NTN|NTT|SCYD1|fractalkine|neurotactin	chemokine (C-X3-C motif) ligand 1
ANXA1	301	-18.8048	-5.26989	-12.1946	0.575369	9q12-q21.2|9q12-q21.2	ANX1|LPC1	annexin A1
PHGDH	26227	-18.9079	0.294864	8.79731	5.34932	1p12	3-PGDH|3PGDH|MGC3017|PDG|PGAD|PGD|PGDH|SERA	phosphoglycerate dehydrogenase
UBE2E3	10477	-18.9524	-4.34324	-4.52358	0.786286	2q32.1	UBCH9|UbcM2	ubiquitin-conjugating enzyme E2E 3 (UBC4/5 homolog, yeast)
TRIM2	23321	-19.0385	-6.9647	-5.50234	1.54139	4q31.3	KIAA0517|RNF86	tripartite motif-containing 2
DSC2	1824	-19.131	-4.7421	5.0982	2.44681	18q12.1	ARVD11|CDHF2|DG2|DGII/III|DKFZp686I11137|DSC3	desmocollin 2
PLOD1	5351	-19.1772	-5.08594	2.24197	5.42761	1p36.3-p36.2	LH|LLH|PLOD	procollagen-lysine 1, 2-oxoglutarate 5-dioxygenase 1
PROM1	8842	-19.2646	-2.05463	-1.17889	2.43712	4p15.32	AC133|CD133|MSTP061|PROML1	prominin 1
LDHB	3945	-19.4303	-7.50711	1.51353	2.67846	12p12.2-p12.1	LDH-H|TRG-5	lactate dehydrogenase B
RARRES1	5918	-19.4467	-0.117338	0.427398	1.80151	3q25.32-q25.33	TIG1	retinoic acid receptor responder (tazarotene induced) 1
CSDA	8531	-19.5034	-3.12899	-6.73829	0.715582	12p13.1	CSDA1|DBPA|ZONAB	cold shock domain protein A
B3GNT5	84002	-19.5754	-9.00313	3.24924	3.94285	3q28	B3GN-T5|beta3Gn-T5	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5
KCNN4	3783	-19.6187	-4.14616	0.522438	2.36872	19q13.2	IK1|IKCA1|KCA4|KCa3.1|SK4|hIKCa1|hKCa4|hSK4	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 4
PFKP	5214	-19.9116	0.648792	9.81175	7.63183	10p15.3-p15.2	FLJ40226|PFK-C|PFKF	phosphofructokinase, platelet
CRYAB	1410	-19.9287	-11.4901	-9.93083	2.44193	11q22.3-q23.1	CRYA2|CTPP2|HSPB5	crystallin, alpha B
CSRP2	1466	-20.0037	-2.81921	-0.960334	3.31095	12q21.1	CRP2|LMO5|SmLIM	cysteine and glycine-rich protein 2
PELI1	57162	-20.3023	-10.693	-7.49114	-1.17405	2p13.3	DKFZp686C18116|MGC50990	pellino homolog 1 (Drosophila)
TRIM29	23650	-20.3269	-3.83364	-8.65218	1.99835	11q22-q23	ATDC|FLJ36085	tripartite motif-containing 29
CDH3	1001	-20.3519	2.73641	3.03859	2.77663	16q22.1	CDHP|HJMD|PCAD	cadherin 3, type 1, P-cadherin (placental)
NFIB	4781	-20.3809	-0.662122	-7.54291	2.54735	9p24.1	NFI-RED|NFIB2|NFIB3	nuclear factor I/B
FABP7	2173	-20.4387	-6.62208	0.0968167	1.90503	6q22-q23	B-FABP|BLBP|DKFZp547J2313|FABPB|MRG	fatty acid binding protein 7, brain
VGLL1	51442	-20.5312	-4.66369	3.05874	4.16005	Xq26.3	TDU|VGL1	vestigial like 1 (Drosophila)
BCL11A	53335	-20.5485	-9.99356	0.311905	1.39992	2p16.1	BCL11A-L|BCL11A-S|BCL11A-XL|CTIP1|EVI9|FLJ10173|FLJ34997|KIAA1809	B-cell CLL/lymphoma 11A (zinc finger protein)
GSTP1	2950	-20.598	-3.53822	-2.6027	1.97511	11q13	DFN7|FAEES3|GST3|PI	glutathione S-transferase pi
GABRP	2568	-20.7796	-11.6668	-1.32873	2.49103	5q33-q34	MGC126386|MGC126387	gamma-aminobutyric acid (GABA) A receptor, pi
MID1	4281	-20.8109	-6.45262	-5.72172	2.37441	Xp22	BBBG1|FXY|GBBB1|OGS1|OS|OSX|RNF59|TRIM18|XPRF|ZNFXY	midline 1 (Opitz/BBB syndrome)
C11orf75	56935	-20.9443	-3.82476	-0.914222	2.05862	11q13.3-q23.3	FN5	chromosome 11 open reading frame 75
ITM2C	81618	-21.0443	-2.20208	-1.66383	-0.0637389	2q37	BRI3|BRICD2C|E25|E25C|ITM3	integral membrane protein 2C
BTG3	10950	-21.1185	-5.42895	7.9336	5.56657	21q21.1-q21.2	ANA|MGC8928|TOB5|TOB55|TOFA	BTG family, member 3
C10orf38	221061	-21.1252	-12.8624	-2.63632	0.383477	10p13	FLJ12884|MGC130014|MGC130015	chromosome 10 open reading frame 38
FOXC1	2296	-21.9009	-13.9183	1.80433	2.88197	6p25	ARA|FKHL7|FREAC3|IGDA|IHG1|IRID1	forkhead box C1
LPIN1	23175	-22.0443	-6.23783	1.93286	1.387	2p25.1	DKFZp781P1796|KIAA0188	lipin 1
PSAT1	29968	-22.188	-1.83094	8.52799	3.38737	9q21.2	MGC1460|PSA	phosphoserine aminotransferase 1
FAT	2195	-22.3607	1.5087	-6.51179	1.29087	4q35	CDHF7|FAT1|ME5|hFat1	FAT tumor suppressor homolog 1 (Drosophila)
YBX1	4904	-22.6004	-4.45483	8.05546	3.78778	1p34	BP-8|CSDA2|CSDB|DBPB|MDR-NF1|MGC104858|MGC110976|MGC117250|NSEP-1|NSEP1|YB-1|YB1	Y box binding protein 1
MSN	4478	-22.6747	-9.51981	-3.27947	2.74573	Xq11.2-q12	-	moesin
LMO4	8543	-23.8129	-3.56465	-0.878836	0.0534155	1p22.3	-	LIM domain only 4
