#prototype: prototype used as the explanatory variable in the linear model
#gene: gene symbol
#geneid: Entrez GeneID
#Z-ESR1: meta-analytical Z-score corresponding to partial coefficient test against ESR1 expression (adjusted for other prototypes)
#Z-ERRB2: ditto for ERBB2
#Z-AURKA: ditto for AURKA
#Z-survival: meta-analytical univariate Cox regression Z-score 
#cytoband: chromosomal location (from Entrez database)
#alias: alternative gene symbols
#description: gene description
prototype	gene	geneid	Z-ESR1	Z-ERBB2	Z-AURKA	Z-survival	cytoband	alias	description
ESR1	SALL2	6297	16.4657	0.280277	-5.6992	-3.5081	14q11.1-q12	FLJ10414|HSAL2|KIAA0360|ZNF795|p150(Sal2)	sal-like 2 (Drosophila)
ESR1	TTC8	123016	16.4591	4.89887	-1.17692	-2.33069	14q31.3	BBS8	tetratricopeptide repeat domain 8
ESR1	WDR32	79269	16.4441	-3.02711	2.55779	-1.98985	9p13.2	FLJ23201|MGC10765|MGC131781	WD repeat domain 32
ESR1	HMGCL	3155	16.4411	-1.18954	-5.88851	-4.04869	1p36.1-p35	HL	3-hydroxymethyl-3-methylglutaryl-Coenzyme A lyase (hydroxymethylglutaricaciduria)
ESR1	C12orf10	60314	16.4064	2.39479	0.373801	-0.264195	12q13	MST024|MSTP024|MYG|MYG1	chromosome 12 open reading frame 10
ESR1	MCCC2	64087	16.3972	8.68408	1.06614	-1.73079	5q12-q13	MCCB	methylcrotonoyl-Coenzyme A carboxylase 2 (beta)
ESR1	CISH	1154	16.3682	8.17276	-3.88938	-2.76398	3p21.3	CIS|CIS-1|G18|SOCS	cytokine inducible SH2-containing protein
ESR1	IKBKB	3551	16.3402	1.125	-4.91351	-2.67043	8p11.2	FLJ40509|IKK-beta|IKK2|IKKB|MGC131801|NFKBIKB	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta
ESR1	RARA	5914	16.2986	13.8108	2.16259	-1.58762	17q21	NR1B1|RAR	retinoic acid receptor, alpha
ESR1	ADCY9	115	16.2898	-4.58012	1.67146	0.00480267	16p13.3	-	adenylate cyclase 9
ESR1	C19orf21	126353	16.2422	6.71472	3.75094	-0.359997	19p13.3	DKFZp686H18209	chromosome 19 open reading frame 21
ESR1	INPP4B	8821	16.2328	7.03247	-4.15097	-3.54907	4q31.21	MGC132014	inositol polyphosphate-4-phosphatase, type II, 105kDa
ESR1	KIAA1370	56204	16.2193	8.7225	-8.06756	-4.02493	15q21.2	FLJ10980|MGC126494|MGC126495	KIAA1370
ESR1	HSD17B4	3295	16.2139	2.05685	-6.0942	-3.95573	5q21	MFE-2	hydroxysteroid (17-beta) dehydrogenase 4
ESR1	C1orf78	55194	16.1754	1.97895	-7.45205	-3.74575	1p34.3	FLJ10647|RP11-268J15.2	chromosome 1 open reading frame 78
ESR1	QDPR	5860	16.1055	-2.02581	-7.07018	-5.64277	4p15.31	DHPR|FLJ42391|PKU2	quinoid dihydropteridine reductase
ESR1	PIB5PA	27124	16.0378	9.76821	-6.38853	-3.53122	22q11.2-q13.2	INPP5|MGC129984|PIPP	phosphatidylinositol (4,5) bisphosphate 5-phosphatase, A
ESR1	RUNX3	864	-16.0758	-4.17042	2.4816	0.61016	1p36	AML2|CBFA3|FLJ34510|MGC16070|PEBP2aC	runt-related transcription factor 3
ESR1	SIRPA	140885	-16.0842	-4.92241	-3.51064	0.785121	20p13	BIT|CD172A|MFR|MYD-1|P84|PTPNS1|SHPS-1|SHPS1|SIRP|SIRP-ALPHA-1|SIRPalpha|SIRPalpha2	signal-regulatory protein alpha
ESR1	TUBB6	84617	-16.1704	-8.45371	-1.30944	3.10469	18p11.21	HsT1601|MGC132410|MGC4083|TUBB-5	tubulin, beta 6
ESR1	CTSC	1075	-16.1829	-0.475642	5.72027	2.54533	11q14.1-q14.3	CPPI|DPP1|DPPI|HMS|JP|JPD|PALS|PLS	cathepsin C
ESR1	KIAA0020	9933	-16.1994	-9.24046	6.91895	2.08622	9p24.2	HLA-HA8|MGC8749|XTP5	KIAA0020
ESR1	PNRC1	10957	-16.1999	-2.95077	-11.5208	-2.53065	6q15	B4-2|PNAS-145|PROL2|PRR2|RP11-63L7.5	proline-rich nuclear receptor coactivator 1
ESR1	GPM6B	2824	-16.2163	-6.5557	-7.04699	0.124904	Xp22.2	M6B|MGC17150|MGC54284	glycoprotein M6B
ESR1	SLC5A6	8884	-16.2696	3.28696	7.9213	3.0673	2p23	SMVT	solute carrier family 5 (sodium-dependent vitamin transporter), member 6
ESR1	UQCRH	7388	-16.2747	-2.95184	14.4175	4.16947	1p33	MGC111572	ubiquinol-cytochrome c reductase hinge protein
ESR1	SCPEP1	59342	-16.2912	1.25344	-7.53739	-1.57121	17q22	HSCP1|RISC	serine carboxypeptidase 1
ESR1	IMPA2	3613	-16.2915	-6.13378	13.5861	5.1381	18p11.2	-	inositol(myo)-1(or 4)-monophosphatase 2
ESR1	MYO10	4651	-16.3618	3.04277	5.64066	4.97996	5p15.1-p14.3	FLJ10639|FLJ21066|FLJ22268|FLJ43256|KIAA0799|MGC131988	myosin X
ESR1	SOX11	6664	-16.5134	10.1848	6.46994	4.12813	2p25	-	SRY (sex determining region Y)-box 11
ESR1	NCK2	8440	-16.6058	-1.48223	0.345661	1.11747	2q12	GRB4|NCKbeta	NCK adaptor protein 2
ESR1	KLF5	688	-16.6231	-5.06287	1.55147	2.05426	13q22.1	BTEB2|CKLF|IKLF	Kruppel-like factor 5 (intestinal)
ESR1	ALDH1A3	220	-16.6344	1.83994	-9.14524	0.174947	15q26.3	ALDH1A6|ALDH6|RALDH3	aldehyde dehydrogenase 1 family, member A3
ESR1	RGMA	56963	-16.7002	-8.90699	-9.66523	-1.25908	15q26.1	RGM	RGM domain family, member A
ESR1	MSL3L1	10943	-16.7319	-1.35794	1.98791	1.44254	Xp22.3	DKFZP586J1822	male-specific lethal 3-like 1 (Drosophila)
ESR1	KRT7	3855	-16.7559	9.76579	-2.84423	2.83625	12q12-q13	CK7|K2C7|K7|MGC129731|MGC3625|SCL	keratin 7
ESR1	FLJ36031	168455	-16.7859	-1.69897	1.05999	2.45215	7q22.3	-	hypothetical protein FLJ36031
ESR1	CREB3L2	64764	-16.8517	-4.40785	-3.94987	1.4982	7q34	BBF2H7|MGC131709|MGC71006	cAMP responsive element binding protein 3-like 2
ESR1	C1R	715	-16.8613	-2.23937	-14.5368	-1.25057	12p13	-	complement component 1, r subcomponent
ESR1	EN1	2019	-16.8729	-7.67842	4.04867	2.08227	2q13-q21	-	engrailed homolog 1
ESR1	CHST11	50515	-16.8799	1.82323	6.08791	2.16268	12q	C4ST|C4ST-1|C4ST1|HSA269537	carbohydrate (chondroitin 4) sulfotransferase 11
ESR1	ADFP	123	-16.9276	-3.94098	7.07271	6.92698	9p22.1	ADRP|MGC10598	adipose differentiation-related protein
ESR1	TTLL4	9654	-16.9299	-3.68321	7.41758	1.89274	2p24.3-p24.1	KIAA0173	tubulin tyrosine ligase-like family, member 4
ESR1	PLCG2	5336	-16.9322	-8.1789	2.6166	1.4932	16q24.1	-	phospholipase C, gamma 2 (phosphatidylinositol-specific)
ESR1	DAPK1	1612	-16.9805	-4.37419	6.05569	2.6587	9q34.1	DAPK|DKFZp781I035	death-associated protein kinase 1
ESR1	TNFAIP3	7128	-17.0514	-3.76604	0.764088	-1.24113	6q23	A20|MGC104522|MGC138687|MGC138688|OTUD7C|TNFA1P2	tumor necrosis factor, alpha-induced protein 3
ESR1	PRNP	5621	-17.0682	-7.84813	-5.5684	1.2423	20p13	ASCR|CD230|CJD|GSS|MGC26679|PRIP|PrP|PrP27-30|PrP33-35C|PrPc	prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)
ESR1	ASS1	445	-17.0696	1.98031	0.943294	2.09254	9q34.1	ASS|CTLN1	argininosuccinate synthetase 1
ESR1	ZCCHC11	23318	-17.0932	-4.80614	-0.906905	0.629339	1p32.3	PAPD3	zinc finger, CCHC domain containing 11
ESR1	WWTR1	25937	-17.0952	-3.15485	3.02601	1.57273	3q23-q24	DKFZP586I1419|TAZ	WW domain containing transcription regulator 1
ESR1	SOX10	6663	-17.0957	-10.3987	-4.4562	0.166973	22q13.1	DOM|MGC15649|WS4	SRY (sex determining region Y)-box 10
ESR1	PLAGL1	5325	-17.189	-6.19211	-9.79856	-0.305877	6q24-q25	DKFZp781P1017|LOT1|MGC126275|MGC126276|ZAC|ZAC1	pleiomorphic adenoma gene-like 1
ESR1	UNC84B	25777	-17.2064	-2.5807	-6.11613	1.39214	22q13.1	KIAA0668|MGC133055|MGC133056|SUN2	unc-84 homolog B (C. elegans)
ESR1	CDK2AP1	8099	-17.2142	-4.65672	10.3147	6.10874	12q24.31	DOC1|DORC1|ST19|doc-1|p12DOC-1	CDK2-associated protein 1
ESR1	ACOT9	23597	-17.2788	0.728543	-0.903261	3.33803	Xp22.11	ACATE2|CGI-16|MT-ACT48	acyl-CoA thioesterase 9
ESR1	SLPI	6590	-17.2924	0.295318	-2.14329	2.94338	20q12	ALK1|ALP|BLPI|HUSI|HUSI-I|MPI|WAP4|WFDC4	secretory leukocyte peptidase inhibitor
ESR1	MALL	7851	-17.296	-4.15474	-6.00847	1.76858	2q13	BENE|MGC4419	mal, T-cell differentiation protein-like
ESR1	CSTB	1476	-17.344	-4.12007	9.2271	4.17516	21q22.3	CST6|EPM1|PME|STFB	cystatin B (stefin B)
ESR1	FLJ31951	153830	-17.3688	-1.81593	-2.59591	2.15784	5q33.3	DKFZp686M11215	hypothetical protein FLJ31951
ESR1	ST8SIA1	6489	-17.47	-6.83941	-0.281588	-0.03996	12p12.1-p11.2	GD3S|SIAT8|SIAT8A|ST8Sia I|ST8SiaI	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1
ESR1	KRT16	3868	-17.4894	-6.48732	0.989898	2.68758	17q12-q21	CK16|K16|K1CP|KRT16A|NEPPK	keratin 16 (focal non-epidermolytic palmoplantar keratoderma)
ESR1	LBR	3930	-17.521	-8.73624	9.86371	2.08138	1q42.1	DHCR14B|LMN2R|MGC9041|PHA	lamin B receptor
ESR1	LYN	4067	-17.5439	-7.57232	3.36232	1.03098	8q13	FLJ26625|JTK8	v-yes-1 Yamaguchi sarcoma viral related oncogene homolog
ESR1	SOD2	6648	-17.5544	-3.75492	7.33129	2.59339	6q25.3	IPO-B|MNSOD|Mn-SOD	superoxide dismutase 2, mitochondrial
ESR1	TCF7L1	83439	-17.5695	-9.32765	-4.25285	-0.346787	2p11.2	TCF-3|TCF3	transcription factor 7-like 1 (T-cell specific, HMG-box)
ESR1	MICALL1	85377	-17.6593	-8.41327	3.25775	2.19566	22q13.1-q13.2	DKFZp686M2226|FLJ45921|KIAA1668|MICAL-L1|MIRAB13	MICAL-like 1
ESR1	EGFR	1956	-17.6753	-2.60111	-7.34132	0.963397	7p12	ERBB|ERBB1|mENA	epidermal growth factor receptor (erythroblastic leukemia viral (v-erb-b) oncogene homolog, avian)
ESR1	KIAA0746	23231	-17.7478	-1.49149	1.06747	1.02621	4p15.2	DKFZp781J1697|FLJ21629|FLJ41299	KIAA0746 protein
ESR1	S100A8	6279	-17.9275	11.5285	7.44792	5.4096	1q21	60B8AG|CAGA|CFAG|CGLA|CP-10|L1Ag|MA387|MIF|MRP8|NIF|P8	S100 calcium binding protein A8
ESR1	CXCL1	2919	-18.0988	-3.40117	-3.39739	1.31153	4q21	GRO1|GROa|MGSA|MGSA alpha|MGSA-a|NAP-3|SCYB1	chemokine (C-X-C motif) ligand 1 (melanoma growth stimulating activity, alpha)
ESR1	GPRC5B	51704	-18.1657	-7.19527	-1.57786	1.32869	16p12	RAIG-2|RAIG2	G protein-coupled receptor, family C, group 5, member B
ESR1	SFRP1	6422	-18.193	-9.57351	-10.3342	-1.51068	8p12-p11.1	FRP|FRP-1|FRP1|FrzA|SARP2	secreted frizzled-related protein 1
ESR1	ODC1	4953	-18.2726	-6.00141	7.268	3.16857	2p25	-	ornithine decarboxylase 1
ESR1	NFIL3	4783	-18.2936	-2.14189	-0.725096	2.39007	9q22	E4BP4|IL3BP1|NF-IL3A|NFIL3A	nuclear factor, interleukin 3 regulated
ESR1	TMEM123	114908	-18.409	-1.43969	0.589678	1.40875	11q22.1	KCT3|PORIMIN|PORMIN	transmembrane protein 123
ESR1	ARL4C	10123	-18.4179	-1.16747	-0.168383	3.25268	2q37.1	ARL7|LAK	ADP-ribosylation factor-like 4C
ESR1	RBMS1	5937	-18.5511	-0.899462	-5.37393	1.40625	2q24.2	MGC15146|MGC3331|MSSP|MSSP-1|MSSP-2|MSSP-3|SCR2|YC1	RNA binding motif, single stranded interacting protein 1
ESR1	TES	26136	-18.5804	1.56803	-0.0817448	0.626451	7q31.2	DKFZP586B2022|MGC1146|TESS|TESS-2|TESTIN	testis derived transcript (3 LIM domains)
ESR1	PRKX	5613	-18.5824	-8.31347	4.47384	1.95057	Xp22.3	PKX1	protein kinase, X-linked
ESR1	MAPRE2	10982	-18.6349	-6.7657	-0.926933	2.1562	18q12.1	EB1|EB2|RP1	microtubule-associated protein, RP/EB family, member 2
ESR1	CX3CL1	6376	-18.6963	-0.939126	-9.09687	1.03384	16q13	ABCD-3|C3Xkine|CXC3|CXC3C|NTN|NTT|SCYD1|fractalkine|neurotactin	chemokine (C-X3-C motif) ligand 1
ESR1	ANXA1	301	-18.8048	-5.26989	-12.1946	0.575369	9q12-q21.2|9q12-q21.2	ANX1|LPC1	annexin A1
ESR1	PHGDH	26227	-18.9079	0.294864	8.79731	5.34932	1p12	3-PGDH|3PGDH|MGC3017|PDG|PGAD|PGD|PGDH|SERA	phosphoglycerate dehydrogenase
ESR1	UBE2E3	10477	-18.9524	-4.34324	-4.52358	0.786286	2q32.1	UBCH9|UbcM2	ubiquitin-conjugating enzyme E2E 3 (UBC4/5 homolog, yeast)
ESR1	TRIM2	23321	-19.0385	-6.9647	-5.50234	1.54139	4q31.3	KIAA0517|RNF86	tripartite motif-containing 2
ESR1	DSC2	1824	-19.131	-4.7421	5.0982	2.44681	18q12.1	ARVD11|CDHF2|DG2|DGII/III|DKFZp686I11137|DSC3	desmocollin 2
ESR1	PLOD1	5351	-19.1772	-5.08594	2.24197	5.42761	1p36.3-p36.2	LH|LLH|PLOD	procollagen-lysine 1, 2-oxoglutarate 5-dioxygenase 1
ESR1	PROM1	8842	-19.2646	-2.05463	-1.17889	2.43712	4p15.32	AC133|CD133|MSTP061|PROML1	prominin 1
ESR1	LDHB	3945	-19.4303	-7.50711	1.51353	2.67846	12p12.2-p12.1	LDH-H|TRG-5	lactate dehydrogenase B
ESR1	RARRES1	5918	-19.4467	-0.117338	0.427398	1.80151	3q25.32-q25.33	TIG1	retinoic acid receptor responder (tazarotene induced) 1
ESR1	CSDA	8531	-19.5034	-3.12899	-6.73829	0.715582	12p13.1	CSDA1|DBPA|ZONAB	cold shock domain protein A
ESR1	B3GNT5	84002	-19.5754	-9.00313	3.24924	3.94285	3q28	B3GN-T5|beta3Gn-T5	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5
ESR1	KCNN4	3783	-19.6187	-4.14616	0.522438	2.36872	19q13.2	IK1|IKCA1|KCA4|KCa3.1|SK4|hIKCa1|hKCa4|hSK4	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 4
ESR1	PFKP	5214	-19.9116	0.648792	9.81175	7.63183	10p15.3-p15.2	FLJ40226|PFK-C|PFKF	phosphofructokinase, platelet
ESR1	CRYAB	1410	-19.9287	-11.4901	-9.93083	2.44193	11q22.3-q23.1	CRYA2|CTPP2|HSPB5	crystallin, alpha B
ESR1	CSRP2	1466	-20.0037	-2.81921	-0.960334	3.31095	12q21.1	CRP2|LMO5|SmLIM	cysteine and glycine-rich protein 2
ESR1	PELI1	57162	-20.3023	-10.693	-7.49114	-1.17405	2p13.3	DKFZp686C18116|MGC50990	pellino homolog 1 (Drosophila)
ESR1	TRIM29	23650	-20.3269	-3.83364	-8.65218	1.99835	11q22-q23	ATDC|FLJ36085	tripartite motif-containing 29
ESR1	CDH3	1001	-20.3519	2.73641	3.03859	2.77663	16q22.1	CDHP|HJMD|PCAD	cadherin 3, type 1, P-cadherin (placental)
ESR1	NFIB	4781	-20.3809	-0.662122	-7.54291	2.54735	9p24.1	NFI-RED|NFIB2|NFIB3	nuclear factor I/B
ESR1	FABP7	2173	-20.4387	-6.62208	0.0968167	1.90503	6q22-q23	B-FABP|BLBP|DKFZp547J2313|FABPB|MRG	fatty acid binding protein 7, brain
ESR1	VGLL1	51442	-20.5312	-4.66369	3.05874	4.16005	Xq26.3	TDU|VGL1	vestigial like 1 (Drosophila)
ESR1	BCL11A	53335	-20.5485	-9.99356	0.311905	1.39992	2p16.1	BCL11A-L|BCL11A-S|BCL11A-XL|CTIP1|EVI9|FLJ10173|FLJ34997|KIAA1809	B-cell CLL/lymphoma 11A (zinc finger protein)
ESR1	GSTP1	2950	-20.598	-3.53822	-2.6027	1.97511	11q13	DFN7|FAEES3|GST3|PI	glutathione S-transferase pi
ESR1	GABRP	2568	-20.7796	-11.6668	-1.32873	2.49103	5q33-q34	MGC126386|MGC126387	gamma-aminobutyric acid (GABA) A receptor, pi
ESR1	MID1	4281	-20.8109	-6.45262	-5.72172	2.37441	Xp22	BBBG1|FXY|GBBB1|OGS1|OS|OSX|RNF59|TRIM18|XPRF|ZNFXY	midline 1 (Opitz/BBB syndrome)
ESR1	C11orf75	56935	-20.9443	-3.82476	-0.914222	2.05862	11q13.3-q23.3	FN5	chromosome 11 open reading frame 75
ESR1	ITM2C	81618	-21.0443	-2.20208	-1.66383	-0.0637389	2q37	BRI3|BRICD2C|E25|E25C|ITM3	integral membrane protein 2C
ESR1	BTG3	10950	-21.1185	-5.42895	7.9336	5.56657	21q21.1-q21.2	ANA|MGC8928|TOB5|TOB55|TOFA	BTG family, member 3
ESR1	C10orf38	221061	-21.1252	-12.8624	-2.63632	0.383477	10p13	FLJ12884|MGC130014|MGC130015	chromosome 10 open reading frame 38
ESR1	FOXC1	2296	-21.9009	-13.9183	1.80433	2.88197	6p25	ARA|FKHL7|FREAC3|IGDA|IHG1|IRID1	forkhead box C1
ESR1	LPIN1	23175	-22.0443	-6.23783	1.93286	1.387	2p25.1	DKFZp781P1796|KIAA0188	lipin 1
ESR1	PSAT1	29968	-22.188	-1.83094	8.52799	3.38737	9q21.2	MGC1460|PSA	phosphoserine aminotransferase 1
ESR1	FAT	2195	-22.3607	1.5087	-6.51179	1.29087	4q35	CDHF7|FAT1|ME5|hFat1	FAT tumor suppressor homolog 1 (Drosophila)
ESR1	YBX1	4904	-22.6004	-4.45483	8.05546	3.78778	1p34	BP-8|CSDA2|CSDB|DBPB|MDR-NF1|MGC104858|MGC110976|MGC117250|NSEP-1|NSEP1|YB-1|YB1	Y box binding protein 1
ESR1	MSN	4478	-22.6747	-9.51981	-3.27947	2.74573	Xq11.2-q12	-	moesin
ESR1	LMO4	8543	-23.8129	-3.56465	-0.878836	0.0534155	1p22.3	-	LIM domain only 4
ERBB2	ERBB2	2064	0	inf	0	3.92671	17q11.2-q12|17q21.1	HER-2|HER-2/neu|HER2|NEU|NGL|TKR1|c-erb B2	v-erb-b2 erythroblastic leukemia viral oncogene homolog 2, neuro/glioblastoma derived oncogene homolog (avian)
ERBB2	GRB7	2886	-6.87092	43.352	3.78861	4.4098	17q12	-	growth factor receptor-bound protein 7
ERBB2	STARD3	10948	-4.37348	35.0519	3.97933	3.31689	17q11-q12	CAB1|FLJ41370|MLN64|es64	START domain containing 3
ERBB2	PERLD1	93210	3.73606	34.1108	0.868838	1.96273	17q12	AGLA546|CAB2|MGC9753|PP1498	per1-like domain containing 1
ERBB2	PSMD3	5709	-0.932188	30.5271	10.6772	3.16331	17q12-q21.1	P58|RPN3|S3	proteasome (prosome, macropain) 26S subunit, non-ATPase, 3
ERBB2	THRAP4	9862	3.6668	26.1964	7.14254	2.50204	17q21.1	ARC100|DRIP100|KIAA0130|MED24|MGC8748|TRAP100	thyroid hormone receptor associated protein 4
ERBB2	C17orf37	84299	1.80751	24.9801	8.41015	4.22075	17q12	C35|MGC14832|ORB3|XTP4	chromosome 17 open reading frame 37
ERBB2	PNMT	5409	-3.44367	23.9089	0.312935	1.67861	17q21-q22	MGC34570|PENT|PNMTase	phenylethanolamine N-methyltransferase
ERBB2	GSDML	55876	-4.53568	22.6833	5.22972	3.13028	17q12	PP4052|PRO2521	gasdermin-like
ERBB2	ORMDL3	94103	2.23505	22.3712	0.720046	2.38668	17q12-q21.1	-	ORM1-like 3 (S. cerevisiae)
ERBB2	TCAP	8557	-0.766794	21.7784	2.22035	3.68427	17q12	CMD1N|LGMD2G|T-cap|TELE|telethonin	titin-cap (telethonin)
ERBB2	PPARBP	5469	-1.27185	20.5129	6.05034	1.55234	17q12-q21.1	CRSP1|CRSP200|DRIP205|DRIP230|MED1|MGC71488|PBP|PPARGBP|RB18A|TRAP220|TRIP2	PPAR binding protein
ERBB2	CRKRS	51755	-1.45418	20.2619	6.25918	4.37771	17q12	CRK7|CRKR|KIAA0904	Cdc2-related kinase, arginine/serine-rich
ERBB2	PSMB3	5691	1.85017	19.9335	12.718	4.41325	17q12	HC10-II|MGC4147	proteasome (prosome, macropain) subunit, beta type, 3
ERBB2	LASP1	3927	10.0974	19.3189	2.9911	-1.05533	17q11-q21.3	Lasp-1|MLN50	LIM and SH3 protein 1
ERBB2	PCGF2	7703	10.7434	17.3048	-0.616883	0.321129	17q12	MEL-18|MGC10545|RNF110|ZNF144	polycomb group ring finger 2
ERBB2	PRODH	5625	-1.20557	16.9161	-3.05117	-0.730195	22q11.21	FLJ33744|HSPOX2|MGC148078|MGC148079|PIG6|PRODH1|PRODH2|SCZD4|TP53I6	proline dehydrogenase (oxidase) 1
ERBB2	ABCC11	85320	6.2287	16.3907	-3.73669	-1.06174	16q12.1	EWWD|MRP8|WW	ATP-binding cassette, sub-family C (CFTR/MRP), member 11
ERBB2	GALNT7	51809	14.7916	16.0586	-5.65164	-1.82458	4q31.1	GALNAC-T7|GalNAcT7	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 7 (GalNAc-T7)
ERBB2	ITGB6	3694	-4.12561	16.012	-6.60112	1.92003	2q24.2	-	integrin, beta 6
AURKA	AURKA	6790	0	0	inf	8.69676	20q13.2-q13.3	AIK|ARK1|AURA|AURORA2|BTAK|MGC34538|STK15|STK6|STK7	aurora kinase A
AURKA	UBE2C	11065	-4.91901	0.757337	40.7448	7.50435	20q13.12	UBCH10|dJ447F3.2	ubiquitin-conjugating enzyme E2C
AURKA	RACGAP1	29127	0.327126	-1.20451	35.4787	9.36976	12q13.13	HsCYK-4|ID-GAP|MgcRacGAP	Rac GTPase activating protein 1
AURKA	DLG7	9787	-9.26878	-0.532647	35.4342	8.3668	14q22.3	DLG1|HURP|KIAA0008	discs, large homolog 7 (Drosophila)
AURKA	TPX2	22974	-8.96026	-1.68758	35.1405	6.45519	20q11.2	C20orf1|C20orf2|DIL-2|DIL2|FLS353|GD:C20orf1|HCA519|HCTP4|REPP86|p100	TPX2, microtubule-associated, homolog (Xenopus laevis)
AURKA	BUB1	699	-11.219	-2.91991	34.5271	8.38881	2q14	BUB1A|BUB1L|hBUB1	BUB1 budding uninhibited by benzimidazoles 1 homolog (yeast)
AURKA	CCNB2	9133	-10.07	-1.13605	34.3281	8.9492	15q22.2	HsT17299	cyclin B2
AURKA	CENPA	1058	-11.9083	-3.09516	34.1303	8.20237	2p24-p21	-	centromere protein A
AURKA	PTTG1	9232	-8.35186	-3.05405	33.9524	7.2624	5q35.1	EAP1|HPTTG|MGC126883|MGC138276|PTTG|SECURIN|TUTR1	pituitary tumor-transforming 1
AURKA	MELK	9833	-10.8799	-1.831	32.8711	9.21089	9p13.2	HPK38|KIAA0175	maternal embryonic leucine zipper kinase
AURKA	CENPF	1063	-9.81895	-2.81866	32.3918	7.96768	1q32-q41	CENF|PRO1779|hcp-1	centromere protein F, 350/400ka (mitosin)
AURKA	BIRC5	332	-4.2609	0.0100706	32.2669	7.72204	17q25	API4|EPR-1	baculoviral IAP repeat-containing 5 (survivin)
AURKA	NEK2	4751	2.50842	-1.91214	32.1877	7.50829	1q32.2-q41	HsPK 21|HsPK21|NEK2A|NLK1	NIMA (never in mitosis gene a)-related kinase 2
AURKA	FOXM1	2305	-11.1555	-5.22755	31.8211	6.49244	12p13	FKHL16|FOXM1B|HFH-11|HFH11|HNF-3|INS-1|MPHOSPH2|MPP-2|MPP2|PIG29|TRIDENT	forkhead box M1
AURKA	KIF20A	10112	-6.1428	-0.483436	31.7993	7.46218	5q31	FLJ21151|MKLP2|RAB6KIFL	kinesin family member 20A
AURKA	PRC1	9055	-1.37516	-0.972141	31.6631	7.65891	15q26.1	ASE1|MGC1671|MGC3669	protein regulator of cytokinesis 1
AURKA	KIF2C	11004	-10.8489	-2.61132	31.3946	6.49147	1p34.1	KNSL6|MCAK	kinesin family member 2C
AURKA	CKS2	1164	-3.26183	-1.26314	31.1861	6.68826	9q22	CKSHS2	CDC28 protein kinase regulatory subunit 2
AURKA	DKFZp762E1312	55355	-9.14717	-1.05884	30.8784	7.62157	2q37.1	hFLEG1	hypothetical protein DKFZp762E1312
AURKA	TOP2A	7153	0.892465	3.88787	30.4793	5.56888	17q21-q22	TOP2|TP2A	topoisomerase (DNA) II alpha 170kDa
AURKA	ZWINT	11130	1.65176	4.04497	30.2683	7.6505	10q21-q22	HZwint-1|KNTC2AP|MGC117174	ZW10 interactor
AURKA	MAD2L1	4085	-3.68106	-0.974601	30.195	8.09479	4q27	HSMAD2|MAD2	MAD2 mitotic arrest deficient-like 1 (yeast)
AURKA	TRIP13	9319	-6.69251	-1.37538	29.9422	7.4575	5p15.33	16E1BP	thyroid hormone receptor interactor 13
AURKA	ESPL1	9700	2.48802	-2.05237	29.93	6.18313	12q	ESP1|FLJ46492|KIAA0165|SEPARIN	extra spindle pole bodies homolog 1 (S. cerevisiae)
AURKA	CDC2	983	-3.29601	0.961776	29.7946	6.89653	10q21.1	CDC28A|CDK1|DKFZp686L20222|MGC111195	cell division cycle 2, G1 to S and G2 to M
AURKA	RRM2	6241	-7.71472	7.50835	29.7129	7.85967	2p25-p24	R2|RR2M	ribonucleotide reductase M2 polypeptide
AURKA	CDCA8	55143	-12.3921	-2.0852	29.4352	7.2992	1p34.3	BOR|FLJ10468|FLJ12042	cell division cycle associated 8
AURKA	CENPE	1062	-4.9755	-0.719645	29.4195	6.36843	4q24-q25	KIF10	centromere protein E, 312kDa
AURKA	MYBL2	4605	-11.2537	2.57081	29.3717	8.66124	20q13.1	B-MYB|BMYB|MGC15600	v-myb myeloblastosis viral oncogene homolog (avian)-like 2
AURKA	EZH2	2146	-8.70451	-3.17332	29.3561	7.33735	7q35-q36	ENX-1|EZH1|MGC9169	enhancer of zeste homolog 2 (Drosophila)
AURKA	CCNB1	891	-1.37982	2.66794	29.2514	6.67176	5q12	CCNB	cyclin B1
AURKA	TTK	7272	-13.2776	-3.18863	29.1271	5.75896	6q13-q21	ESK|FLJ38280|MPS1L1|PYT	TTK protein kinase
AURKA	SPAG5	10615	-0.922965	11.3856	29.0887	7.65814	17q11.2	DEEPEST|MAP126|hMAP126	sperm associated antigen 5
AURKA	KIFC1	3833	-6.15027	-1.12495	28.9603	7.23845	6p21.3	HSET|KNSL2|MGC1202|MGC149736|MGC149737|MKLP2|RAB6-KIFL	kinesin family member C1
AURKA	KIF4A	24137	-6.24577	-1.91497	28.924	6.19498	Xq13.1	FLJ12530|FLJ12655|FLJ14204|FLJ20631|HSA271784|KIF4|KIF4-G1	kinesin family member 4A
