Probe set ID	Symbol	Description	RefSeq Transcript ID	Cytoband	Status
211726_s_at	FMO2	flavin containing monooxygenase 2 /// flavin containing monooxygenase 2	BC005894	chr1q23-q25	Overexpressed in EBV+
202922_at	GCLC	glutamate-cysteine ligase, catalytic subunit	BF676980	chr6p12	Overexpressed in EBV+
208892_s_at	DUSP6	dual specificity phosphatase 6 /// dual specificity phosphatase 6	BC003143	chr12q22-q23	Overexpressed in EBV+
209500_x_at	TNFSF13	tumor necrosis factor (ligand) superfamily, member 13 /// tumor necrosis factor (ligand) superfamily, member 13	AF114012	chr17p13.1	Overexpressed in EBV+
208908_s_at	CAST	calpastatin	AF327443	chr5q15-q21	Overexpressed in EBV+
218559_s_at	MAFB	v-maf musculoaponeurotic fibrosarcoma oncogene homolog B (avian) /// v-maf musculoaponeurotic fibrosarcoma oncogene homolog B (avian)	NM_005461	chr20q11.2-q13.1	Overexpressed in EBV+
217986_s_at	BAZ1A	bromodomain adjacent to zinc finger domain, 1A	NM_013448	chr14q12-q13	Overexpressed in EBV+
206637_at	GPR105	G protein-coupled receptor 105	NM_014879	chr3q21-q25	Overexpressed in EBV+
200986_at	SERPING1	serine (or cysteine) proteinase inhibitor, clade G (C1 inhibitor), member 1, (angioedema, hereditary) /// serine (or cysteine) proteinase inhibitor, clade G (C1 inhibitor), member 1, (angioedema, hereditary)	NM_000062	chr11q12-q13.1	Overexpressed in EBV+
221865_at	C9orf91	chromosome 9 open reading frame 91	BF969986	chr9q33.1	Overexpressed in EBV+
204924_at	TLR2	toll-like receptor 2 /// toll-like receptor 2	NM_003264	chr4q32	Overexpressed in EBV+
221802_s_at	KIAA1598	KIAA1598	AU157109	chr10q26.12	Overexpressed in EBV+
202767_at	ACP2	acid phosphatase 2, lysosomal /// acid phosphatase 2, lysosomal	NM_001610	chr11p11.2-p11.11	Overexpressed in EBV+
218374_s_at	C12orf4	chromosome 12 open reading frame 4 /// chromosome 12 open reading frame 4	NM_020374	chr12p13.3	Overexpressed in EBV+
201704_at	ENTPD6	ectonucleoside triphosphate diphosphohydrolase 6 (putative function) /// ectonucleoside triphosphate diphosphohydrolase 6 (putative function)	NM_001247	chr20p11.2-p11.22	Overexpressed in EBV+
213275_x_at	CTSB	cathepsin B	W47179	chr8p22	Overexpressed in EBV+
220998_s_at	UNC93B1	unc-93 homolog B1 (C. elegans) /// unc-93 homolog B1 (C. elegans) /// unc-93 homolog B1 (C. elegans)	NM_030930	chr11q13	Overexpressed in EBV+
202430_s_at	PLSCR1	phospholipid scramblase 1	NM_021105	chr3q23	Overexpressed in EBV+
218765_at	CGI-40	CGI-40 protein	NM_015996	chr11q23.3	Overexpressed in EBV+
203124_s_at	SLC11A2	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2	NM_000617	chr12q13	Overexpressed in EBV+
203299_s_at	AP1S2	adaptor-related protein complex 1, sigma 2 subunit /// adaptor-related protein complex 1, sigma 2 subunit	AF251295	chrxp22.31	Overexpressed in EBV+
205633_s_at	ALAS1	aminolevulinate, delta-, synthase 1 /// aminolevulinate, delta-, synthase 1	NM_000688	chr3p21.1	Overexpressed in EBV+
213396_s_at	AKAP10	A kinase (PRKA) anchor protein 10	AA456929	chr17p11.1	Overexpressed in EBV+
207467_x_at	CAST	calpastatin	NM_001750	chr5q15-q21	Overexpressed in EBV+
210644_s_at	LAIR1	leukocyte-associated Ig-like receptor 1 /// leukocyte-associated Ig-like receptor 1	AF109683	chr19q13.4	Overexpressed in EBV+
216035_x_at	TCF7L2	transcription factor 7-like 2 (T-cell specific, HMG-box)	AV721430	chr10q25.3	Overexpressed in EBV+
221498_at	SNX27	sorting nexin family member 27	BF939727	chr1q21.3	Overexpressed in EBV+
212823_s_at	KIAA0599	KIAA0599	AI738980	chr14q23.3	Overexpressed in EBV+
210223_s_at	MR1	major histocompatibility complex, class I-related	AF010446	chr1q25.3	Overexpressed in EBV+
214151_s_at	PIGB	phosphatidylinositol glycan, class B	AU144243	chr15q21-q22	Overexpressed in EBV+
207610_s_at	EMR2	egf-like module containing, mucin-like, hormone receptor-like 2 /// egf-like module containing, mucin-like, hormone receptor-like 2	NM_013447	chr19p13.1	Overexpressed in EBV+
213437_at	RIPX	rap2 interacting protein x	AA861784	chr4q21.1	Overexpressed in EBV+
212194_s_at	TM9SF4	transmembrane 9 superfamily protein member 4	AI418892	chr20q11.21	Overexpressed in EBV+
220038_at	SGKL	serum/glucocorticoid regulated kinase-like /// serum/glucocorticoid regulated kinase-like	NM_013257	chr8q12.3-8q13.1	Overexpressed in EBV+
212120_at	PIGF	phosphatidylinositol glycan, class F	BE897886	chr2p21-p16	Overexpressed in EBV+
211067_s_at	GAS7	growth arrest-specific 7 /// growth arrest-specific 7	BC006454	chr17p13.1	Overexpressed in EBV+
218777_at	C8orf20	chromosome 8 open reading frame 20	NM_025232	chr8p21.3	Overexpressed in EBV+
205241_at	SCO2	SCO cytochrome oxidase deficient homolog 2 (yeast) /// SCO cytochrome oxidase deficient homolog 2 (yeast)	NM_005138	chr22q13.33	Overexpressed in EBV+
208658_at	ERP70	protein disulfide isomerase related protein (calcium-binding protein, intestinal-related) /// protein disulfide isomerase related protein (calcium-binding protein, intestinal-related)	BC000425	chr7q35	Overexpressed in EBV+
218660_at	DYSF	dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive) /// dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)	NM_003494	chr2p13.3-p13.1	Overexpressed in EBV+
212864_at	CDS2	CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 2	Y16521	chr20p13	Overexpressed in EBV+
212845_at	SAMD4	sterile alpha motif domain containing 4	AB028976	chr14q22.2	Overexpressed in EBV+
211404_s_at	APLP2	amyloid beta (A4) precursor-like protein 2	BC004371	chr11q24	Overexpressed in EBV+
213902_at	ASAH1	N-acylsphingosine amidohydrolase (acid ceramidase) 1	AI379338	chr8p22-p21.3	Overexpressed in EBV+
218109_s_at	FLJ14153	hypothetical protein FLJ14153	NM_022736	chr3q25.32	Overexpressed in EBV+
218543_s_at	ZC3HDC1	zinc finger CCCH type domain containing 1	NM_022750	chr7q34	Overexpressed in EBV+
202211_at	ARFGAP3	ADP-ribosylation factor GTPase activating protein 3 /// ADP-ribosylation factor GTPase activating protein 3	BC005122	chr22q13.2-q13.3	Overexpressed in EBV+
204006_s_at	FCGR3A	Fc fragment of IgG, low affinity IIIa, receptor for (CD16)	NM_000570	chr1q23	Overexpressed in EBV+
201980_s_at	RSU1	Ras suppressor protein 1 /// Ras suppressor protein 1	NM_012425	chr10p13	Overexpressed in EBV+
214038_at	CCL8	chemokine (C-C motif) ligand 8	AI984980	chr17q11.2	Overexpressed in EBV+
209949_at	NCF2	neutrophil cytosolic factor 2 (65kDa, chronic granulomatous disease, autosomal 2) /// neutrophil cytosolic factor 2 (65kDa, chronic granulomatous disease, autosomal 2)	BC001606	chr1q25	Overexpressed in EBV+
218608_at	HSA9947	putative ATPase	NM_022089	chr1p36	Overexpressed in EBV+
56256_at	CGI-40	CGI-40 protein	AA150165	chr11q23.3	Overexpressed in EBV+
209213_at	CBR1	carbonyl reductase 1 /// carbonyl reductase 1	BC002511	chr21q22.13	Overexpressed in EBV+
202906_s_at	NBS1	Nijmegen breakage syndrome 1 (nibrin)	AF049895	chr8q21	Overexpressed in EBV+
220992_s_at	C1orf25	chromosome 1 open reading frame 25 /// chromosome 1 open reading frame 25 /// chromosome 1 open reading frame 25	NM_030934	chr1q25.2	Overexpressed in EBV+
209901_x_at	AIF1	allograft inflammatory factor 1	U19713	chr6p21.3	Overexpressed in EBV+
217853_at	TENS1	tensin-like SH2 domain containing 1 /// tensin-like SH2 domain containing 1	NM_022748	chr7p12.3	Overexpressed in EBV+
211133_x_at	LILRB3	leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 3	AF009643	chr19q13.4	Overexpressed in EBV+
208018_s_at	HCK	hemopoietic cell kinase /// hemopoietic cell kinase	NM_002110	chr20q11-q12	Overexpressed in EBV+
201050_at	PLD3	phospholipase D3 /// phospholipase D3	NM_012268	chr19q13.2	Overexpressed in EBV+
203507_at	CD68	CD68 antigen /// CD68 antigen	NM_001251	chr17p13	Overexpressed in EBV+
209791_at	PADI2	peptidyl arginine deiminase, type II	AL049569	chr1p35.2-p35.1	Overexpressed in EBV+
202833_s_at	SERPINA1	serine (or cysteine) proteinase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1	NM_000295	chr14q32.1	Overexpressed in EBV+
218282_at	C20orf31	chromosome 20 open reading frame 31	NM_018217	chr20q11.23	Overexpressed in EBV+
33646_g_at	GM2A	GM2 ganglioside activator	X61094	chr5q31.3-q33.1	Overexpressed in EBV+
200954_at	ATP6V0C	ATPase, H+ transporting, lysosomal 16kDa, V0 subunit c	NM_001694	chr16p13.3	Overexpressed in EBV+
210784_x_at	LILRB3	leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 3 /// leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 3	AF009634	chr19q13.4	Overexpressed in EBV+
204435_at	NUPL1	nucleoporin like 1	NM_014778	chr13q12.13	Overexpressed in EBV+
201393_s_at	IGF2R	insulin-like growth factor 2 receptor /// insulin-like growth factor 2 receptor	NM_000876	chr6q26	Overexpressed in EBV+
210029_at	INDO	indoleamine-pyrrole 2,3 dioxygenase /// indoleamine-pyrrole 2,3 dioxygenase	M34455	chr8p12-p11	Overexpressed in EBV+
213375_s_at	CG018	hypothetical gene CG018	N80918	chr13q12-q13	Overexpressed in EBV+
202974_at	MPP1	membrane protein, palmitoylated 1, 55kDa /// membrane protein, palmitoylated 1, 55kDa	NM_002436	chrxq28	Overexpressed in EBV+
204929_s_at	VAMP5	vesicle-associated membrane protein 5 (myobrevin) /// vesicle-associated membrane protein 5 (myobrevin)	NM_006634	chr2p11.2	Overexpressed in EBV+
218923_at	CTBS	chitobiase, di-N-acetyl-	AW304174	chr1p22	Overexpressed in EBV+
203973_s_at	CEBPD	CCAAT/enhancer binding protein (C/EBP), delta /// CCAAT/enhancer binding protein (C/EBP), delta	NM_005195	chr8p11.2-p11.1	Overexpressed in EBV+
52975_at	C9orf28	chromosome 9 open reading frame 28	AA534894	chr9q34.12	Overexpressed in EBV+
206247_at	MICB	MHC class I polypeptide-related sequence B /// MHC class I polypeptide-related sequence B	NM_005931	chr6p21.3	Overexpressed in EBV+
203381_s_at	APOE	apolipoprotein E	N33009	chr19q13.2	Overexpressed in EBV+
219283_at	C1GALT2	core 1 UDP-galactose:N-acetylgalactosamine-alpha-R beta 1,3-galactosyltransferase 2	NM_014158	chrxq25	Overexpressed in EBV+
209727_at	GM2A	GM2 ganglioside activator	M76477	chr5q31.3-q33.1	Overexpressed in EBV+
212929_s_at	FLJ10824	hypothetical protein FLJ10824	W68158	chr10q11.22	Overexpressed in EBV+
212623_at	KIAA0033	KIAA0033 protein	AU153138	chr11p15.3	Overexpressed in EBV+
219017_at	EKI1	ethanolamine kinase /// ethanolamine kinase	NM_018638	chr12p12.2	Overexpressed in EBV+
202896_s_at	PTPNS1	protein tyrosine phosphatase, non-receptor type substrate 1 /// protein tyrosine phosphatase, non-receptor type substrate 1	NM_004648	chr20p13	Overexpressed in EBV+
212117_at	RHOQ	ras homolog gene family, member Q	BF978689	chr2p21	Overexpressed in EBV+
205404_at	HSD11B1	hydroxysteroid (11-beta) dehydrogenase 1 /// hydroxysteroid (11-beta) dehydrogenase 1	NM_005525	chr1q32-q41	Overexpressed in EBV+
213095_x_at	AIF1	allograft inflammatory factor 1	AF299327	chr6p21.3	Overexpressed in EBV+
207181_s_at	CASP7	caspase 7, apoptosis-related cysteine protease /// caspase 7, apoptosis-related cysteine protease	NM_001227	chr10q25	Overexpressed in EBV+
201141_at	GPNMB	glycoprotein (transmembrane) nmb /// glycoprotein (transmembrane) nmb	NM_002510	chr7p15	Overexpressed in EBV+
203167_at	TIMP2	tissue inhibitor of metalloproteinase 2 /// tissue inhibitor of metalloproteinase 2	NM_003255	chr17q25	Overexpressed in EBV+
202382_s_at	GNPDA1	glucosamine-6-phosphate deaminase 1 /// glucosamine-6-phosphate deaminase 1	NM_005471	chr5q21	Overexpressed in EBV+
209499_x_at	TNFSF13	tumor necrosis factor (ligand) superfamily, member 13	BF448647	chr17p13.1	Overexpressed in EBV+
210314_x_at	TNFSF13	tumor necrosis factor (ligand) superfamily, member 13	AF114013	chr17p13.1	Overexpressed in EBV+
208168_s_at	CHIT1	chitinase 1 (chitotriosidase) /// chitinase 1 (chitotriosidase)	NM_003465	chr1q31-q32	Overexpressed in EBV+
215891_s_at	GM2A	GM2 ganglioside activator	X61094	chr5q31.3-q33.1	Overexpressed in EBV+
217752_s_at	CNDP2	CNDP dipeptidase 2 (metallopeptidase M20 family)	NM_018235	chr18q22.3	Overexpressed in EBV+
202679_at	NPC1	Niemann-Pick disease, type C1 /// Niemann-Pick disease, type C1	NM_000271	chr18q11-q12	Overexpressed in EBV+
31826_at	KIAA0674	KIAA0674	AB014574	chr9q33.1	Overexpressed in EBV+
204912_at	IL10RA	interleukin 10 receptor, alpha /// interleukin 10 receptor, alpha	NM_001558	chr11q23	Overexpressed in EBV+
200678_x_at	GRN	granulin	NM_002087	chr17q21.32	Overexpressed in EBV+
206058_at	SLC6A12	solute carrier family 6 (neurotransmitter transporter, betaine/GABA), member 12 /// solute carrier family 6 (neurotransmitter transporter, betaine/GABA), member 12	U27699	chr12p13	Overexpressed in EBV+
219666_at	MS4A6A	membrane-spanning 4-domains, subfamily A, member 6A /// membrane-spanning 4-domains, subfamily A, member 6A	NM_022349	chr11q12.1	Overexpressed in EBV+
214838_at	LOC375035	hypothetical protein LOC375035	AL035297	chr1q23.3	Overexpressed in EBV+
217743_s_at	C6orf67	chromosome 6 open reading frame 67	NM_018247	chr6q14.1	Overexpressed in EBV+
210146_x_at	LILRB2	leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 2 /// leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 2	AF004231	chr19q13.4	Overexpressed in EBV+
217202_s_at	GLUL	glutamate-ammonia ligase (glutamine synthase)	U08626	chr1q31	Overexpressed in EBV+
204655_at	CCL5	chemokine (C-C motif) ligand 5 /// chemokine (C-C motif) ligand 5	NM_002985	chr17q11.2-q12	Overexpressed in EBV+
204821_at	BTN3A3	butyrophilin, subfamily 3, member A3	NM_006994	chr6p21.3	Overexpressed in EBV+
218327_s_at	SNAP29	synaptosomal-associated protein, 29kDa /// synaptosomal-associated protein, 29kDa	NM_004782	chr22q11.21	Overexpressed in EBV+
203236_s_at	LGALS9	lectin, galactoside-binding, soluble, 9 (galectin 9) /// lectin, galactoside-binding, soluble, 9 (galectin 9)	NM_009587	chr17q11.2	Overexpressed in EBV+
208078_s_at	TCF8	transcription factor 8 (represses interleukin 2 expression) /// transcription factor 8 (represses interleukin 2 expression) /// transcription factor 8 (represses interleukin 2 expression)	NM_030751	chr10p11.2	Overexpressed in EBV+
211495_x_at	TNFSF13	tumor necrosis factor (ligand) superfamily, member 13	AF114011	chr17p13.1	Overexpressed in EBV+
201582_at	SEC23B	Sec23 homolog B (S. cerevisiae)	AL121900	chr20p11.23	Overexpressed in EBV+
207691_x_at	ENTPD1	ectonucleoside triphosphate diphosphohydrolase 1	NM_001776	chr10q24	Overexpressed in EBV+
218746_at	TAPBPL	TAP binding protein-like	NM_018009	chr12p13.31	Overexpressed in EBV+
221895_at	MOSPD2	motile sperm domain containing 2	AW469184	chrxp22.31	Overexpressed in EBV+
219202_at	FLJ22341	hypothetical protein FLJ22341	NM_024599	chr17q25.3	Overexpressed in EBV+
211367_s_at	CASP1	caspase 1, apoptosis-related cysteine protease (interleukin 1, beta, convertase) /// caspase 1, apoptosis-related cysteine protease (interleukin 1, beta, convertase)	U13699	chr11q23	Overexpressed in EBV+
203164_at	SLC33A1	solute carrier family 33 (acetyl-CoA transporter), member 1	BE464756	chr3q25.31	Overexpressed in EBV+
212370_x_at	KIAA0592	KIAA0592 protein	AL080183	chr10q11.1	Overexpressed in EBV+
201646_at	SCARB2	scavenger receptor class B, member 2	AA885297	chr4q21.21-q21.22	Overexpressed in EBV+
212956_at	KIAA0882	KIAA0882 protein	AI348094	chr4q31.1	Overexpressed in EBV+
212192_at	KCTD12	potassium channel tetramerisation domain containing 12	AI718937	chr13q22.1	Overexpressed in EBV+
208130_s_at	TBXAS1	thromboxane A synthase 1 (platelet, cytochrome P450, family 5, subfamily A) /// thromboxane A synthase 1 (platelet, cytochrome P450, family 5, subfamily A) /// thromboxane A synthase 1 (platelet, cytochrome P450, family 5, subfamily A)	NM_030984	chr7q34-q35	Overexpressed in EBV+
202905_x_at	NBS1	Nijmegen breakage syndrome 1 (nibrin)	AI796269	chr8q21	Overexpressed in EBV+
207387_s_at	GK	glycerol kinase /// glycerol kinase	NM_000167	chrxp21.3	Overexpressed in EBV+
206714_at	ALOX15B	arachidonate 15-lipoxygenase, second type /// arachidonate 15-lipoxygenase, second type	NM_001141	chr17p13.1	Overexpressed in EBV+
204158_s_at	TCIRG1	T-cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 protein a isoform 3 /// T-cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 protein a isoform 3	NM_006019	chr11q13.4-q13.5	Overexpressed in EBV+
200867_at	ZNF313	zinc finger protein 313	AL031685	chr20q13.13	Overexpressed in EBV+
209395_at	CHI3L1	chitinase 3-like 1 (cartilage glycoprotein-39)	M80927	chr1q32.1	Overexpressed in EBV+
208891_at	DUSP6	dual specificity phosphatase 6	BC003143	chr12q22-q23	Overexpressed in EBV+
212112_s_at	STX12	syntaxin 12	AI816243	chr1p35-p34.1	Overexpressed in EBV+
202986_at	ARNT2	aryl-hydrocarbon receptor nuclear translocator 2	NM_014862	chr15q24	Overexpressed in EBV+
203765_at	GCA	grancalcin, EF-hand calcium binding protein /// grancalcin, EF-hand calcium binding protein	NM_012198	chr2q24.3	Overexpressed in EBV+
204981_at	SLC22A18	solute carrier family 22 (organic cation transporter), member 18 /// solute carrier family 22 (organic cation transporter), member 18	NM_002555	chr11p15.5	Overexpressed in EBV+
212636_at	QKI	quaking homolog, KH domain RNA binding (mouse)	AL031781	chr6q26-27	Overexpressed in EBV+
219519_s_at	SN	sialoadhesin	NM_023068	chr20p13	Overexpressed in EBV+
206133_at	HSXIAPAF1	XIAP associated factor-1 /// XIAP associated factor-1	NM_017523	chr17p13.2	Overexpressed in EBV+
202962_at	KIF13B	kinesin family member 13B /// kinesin family member 13B	NM_015254	chr8p21.1	Overexpressed in EBV+
200900_s_at	M6PR	mannose-6-phosphate receptor (cation dependent)	AI583537	chr12p13	Overexpressed in EBV+
208071_s_at	LAIR1	leukocyte-associated Ig-like receptor 1	NM_021708	chr19q13.4	Overexpressed in EBV+
219344_at	SLC29A3	solute carrier family 29 (nucleoside transporters), member 3	NM_018344	chr10q22.2	Overexpressed in EBV+
212798_s_at	ANKMY2	ankyrin repeat and MYND domain containing 2	AK001389	chr7p21	Overexpressed in EBV+
213062_at	NTAN1	N-terminal asparagine amidase	AA643304	chr16p13.13	Overexpressed in EBV+
203665_at	HMOX1	heme oxygenase (decycling) 1 /// heme oxygenase (decycling) 1	NM_002133	chr22q13.1	Overexpressed in EBV+
218298_s_at	C14orf159	chromosome 14 open reading frame 159	NM_024952	chr14q32.12	Overexpressed in EBV+
208933_s_at	LGALS8	lectin, galactoside-binding, soluble, 8 (galectin 8)	AI659005	chr1q42-q43	Overexpressed in EBV+
204544_at	HPS5	Hermansky-Pudlak syndrome 5 /// Hermansky-Pudlak syndrome 5	NM_007216	chr11p14	Overexpressed in EBV+
209396_s_at	CHI3L1	chitinase 3-like 1 (cartilage glycoprotein-39) /// chitinase 3-like 1 (cartilage glycoprotein-39)	M80927	chr1q32.1	Overexpressed in EBV+
201296_s_at	WSB1	WD repeat and SOCS box-containing 1	NM_015626	chr17q11.2	Overexpressed in EBV+
201060_x_at	STOM	stomatin	AI537887	chr9q34.1	Overexpressed in EBV+
212383_at	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a isoform 1 /// ATPase, H+ transporting, lysosomal V0 subunit a isoform 1	AL096733	chr17q21	Overexpressed in EBV+
219620_x_at	FLJ20245	hypothetical protein FLJ20245	NM_017723	chr---	Overexpressed in EBV+
216041_x_at	GRN	granulin	AK023348	chr17q21.32	Overexpressed in EBV+
211429_s_at	EST	PRO2275 mRNA, complete cds /// PRO2275 mRNA, complete cds	AF119873	chr---	Overexpressed in EBV+
204554_at	PPP1R3D	protein phosphatase 1, regulatory subunit 3D	AL109928	chr20q13.3	Overexpressed in EBV+
203739_at	ZNF217	zinc finger protein 217 /// zinc finger protein 217	NM_006526	chr20q13.2	Overexpressed in EBV+
201362_at	IVNS1ABP	influenza virus NS1A binding protein /// influenza virus NS1A binding protein	AF205218	chr1q25.1-q31.1	Overexpressed in EBV+
211135_x_at	LILRB3	leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 3	AF009644	chr19q13.4	Overexpressed in EBV+
209093_s_at	GBA	glucosidase, beta; acid (includes glucosylceramidase) /// glucosidase, beta; acid (includes glucosylceramidase)	K02920	chr1q21	Overexpressed in EBV+
209383_at	DDIT3	DNA-damage-inducible transcript 3	BC003637	chr12q13.1-q13.2	Overexpressed in EBV+
202006_at	PTPN12	protein tyrosine phosphatase, non-receptor type 12 /// protein tyrosine phosphatase, non-receptor type 12	NM_002835	chr7q11.23	Overexpressed in EBV+
215977_x_at	GK	glycerol kinase	X68285	chrxp21.3	Overexpressed in EBV+
208926_at	NEU1	sialidase 1 (lysosomal sialidase) /// sialidase 1 (lysosomal sialidase)	U84246	chr6p21.3	Overexpressed in EBV+
209626_s_at	OSBPL3	oxysterol binding protein-like 3	AI202969	chr7p15	Overexpressed in EBV+
202395_at	NSF	N-ethylmaleimide-sensitive factor /// N-ethylmaleimide-sensitive factor	NM_006178	chr17q21	Overexpressed in EBV+
212361_s_at	ATP2A2	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2	AW190070	chr12q23-q24.1	Overexpressed in EBV+
214574_x_at	LST1	leukocyte specific transcript 1	NM_007161	chr6p21.3	Overexpressed in EBV+
212795_at	KIAA1033	KIAA1033 protein	AL137753	chr12q24.11	Overexpressed in EBV+
218721_s_at	C1orf27	chromosome 1 open reading frame 27	NM_017847	chr1q25	Overexpressed in EBV+
221578_at	RASSF4	Ras association (RalGDS/AF-6) domain family 4	AF260335	chr10q11.21	Overexpressed in EBV+
210817_s_at	NDP52	nuclear domain 10 protein /// nuclear domain 10 protein	BC004130	chr17q21.33	Overexpressed in EBV+
209310_s_at	CASP4	caspase 4, apoptosis-related cysteine protease /// caspase 4, apoptosis-related cysteine protease	U25804	chr11q22.2-q22.3	Overexpressed in EBV+
209546_s_at	APOL1	apolipoprotein L, 1 /// apolipoprotein L, 1	AF323540	chr22q13.1	Overexpressed in EBV+
201410_at	PLEKHB2	pleckstrin homology domain containing, family B (evectins) member 2	AI983043	chr2q21.2	Overexpressed in EBV+
203651_at	ZFYVE16	zinc finger, FYVE domain containing 16	NM_014733	chr5p15.2-q14.3	Overexpressed in EBV+
204745_x_at	MT1G	metallothionein 1G	NM_005950	chr16q13	Overexpressed in EBV+
202675_at	SDHB	succinate dehydrogenase complex, subunit B, iron sulfur (Ip) /// succinate dehydrogenase complex, subunit B, iron sulfur (Ip)	NM_003000	chr1p36.1-p35	Overexpressed in EBV+
218465_at	FLJ10525	hypothetical protein FLJ10525	NM_018126	chr4p14	Overexpressed in EBV+
220122_at	FLJ22344	hypothetical protein FLJ22344	NM_024717	chr5q15	Overexpressed in EBV+
203505_at	ABCA1	ATP-binding cassette, sub-family A (ABC1), member 1	AF285167	chr9q31.1	Overexpressed in EBV+
201146_at	NFE2L2	nuclear factor (erythroid-derived 2)-like 2 /// nuclear factor (erythroid-derived 2)-like 2	NM_006164	chr2q31	Overexpressed in EBV+
205418_at	FES	feline sarcoma oncogene /// feline sarcoma oncogene	NM_002005	chr15q26.1	Overexpressed in EBV+
213115_at	APG4A	APG4 autophagy 4 homolog A (S. cerevisiae)	AL031177	chrxq22.1-q22.3	Overexpressed in EBV+
209969_s_at	STAT1	signal transducer and activator of transcription 1, 91kDa	BC002704	chr2q32.2	Overexpressed in EBV+
218498_s_at	ERO1L	ERO1-like (S. cerevisiae) /// ERO1-like (S. cerevisiae)	NM_014584	chr14q22.1	Overexpressed in EBV+
200616_s_at	KIAA0152	KIAA0152 gene product	BC000371	chr12q24.31	Overexpressed in EBV+
214290_s_at	HIST2H2AA	histone 2, H2aa	AI313324	chr1q21.3	Overexpressed in EBV+
218673_s_at	APG7L	APG7 autophagy 7-like (S. cerevisiae) /// APG7 autophagy 7-like (S. cerevisiae)	NM_006395	chr3p25.3-p25.2	Overexpressed in EBV+
203596_s_at	IFIT5	interferon-induced protein with tetratricopeptide repeats 5	NM_012420	chr10q23.32	Overexpressed in EBV+
205488_at	GZMA	granzyme A (granzyme 1, cytotoxic T-lymphocyte-associated serine esterase 3) /// granzyme A (granzyme 1, cytotoxic T-lymphocyte-associated serine esterase 3)	NM_006144	chr5q11-q12	Overexpressed in EBV+
204872_at	TLE4	transducin-like enhancer of split 4 (E(sp1) homolog, Drosophila)	NM_007005	chr9q21.32	Overexpressed in EBV+
212663_at	KIAA0674	KIAA0674	AB014574	chr9q33.1	Overexpressed in EBV+
210681_s_at	USP15	ubiquitin specific protease 15	AF153604	chr12q14	Overexpressed in EBV+
203791_at	DMXL1	Dmx-like 1 /// Dmx-like 1	NM_005509	chr5q22	Overexpressed in EBV+
218817_at	FLJ22649	hypothetical protein FLJ22649 similar to signal peptidase SPC22/23	NM_021928	chr4q34.2	Overexpressed in EBV+
213836_s_at	FLJ10055	hypothetical protein FLJ10055	AW052084	chr17q24.3	Overexpressed in EBV+
202739_s_at	PHKB	phosphorylase kinase, beta /// phosphorylase kinase, beta	NM_000293	chr16q12-q13	Overexpressed in EBV+
201160_s_at	CSDA	cold shock domain protein A	AL556190	chr12p13.1	Overexpressed in EBV+
210163_at	CXCL11	chemokine (C-X-C motif) ligand 11 /// chemokine (C-X-C motif) ligand 11	AF030514	chr4q21.2	Overexpressed in EBV+
203645_s_at	CD163	CD163 antigen /// CD163 antigen	NM_004244	chr12p13.3	Overexpressed in EBV+
206342_x_at	IDS	iduronate 2-sulfatase (Hunter syndrome)	NM_006123	chrxq28	Overexpressed in EBV+
214084_x_at	NCF1	neutrophil cytosolic factor 1 (47kDa, chronic granulomatous disease, autosomal 1)	AW072388	chr7q11.23	Overexpressed in EBV+
203300_x_at	AP1S2	adaptor-related protein complex 1, sigma 2 subunit	NM_003916	chrxp22.31	Overexpressed in EBV+
209498_at	CEACAM1	carcinoembryonic antigen-related cell adhesion molecule 1 (biliary glycoprotein)	X16354	chr19q13.2	Overexpressed in EBV+
218809_at	PANK2	pantothenate kinase 2 (Hallervorden-Spatz syndrome)	NM_024960	chr20p13	Overexpressed in EBV+
214946_x_at	FLJ10824	hypothetical protein FLJ10824	AV728658	chr10q11.22	Overexpressed in EBV+
218280_x_at	HIST2H2AA	histone 2, H2aa	NM_003516	chr1q21.3	Overexpressed in EBV+
201649_at	UBE2L6	ubiquitin-conjugating enzyme E2L 6 /// ubiquitin-conjugating enzyme E2L 6	NM_004223	chr11q12	Overexpressed in EBV+
203287_at	LAD1	ladinin 1 /// ladinin 1	NM_005558	chr1q25.1-q32.3	Undererexpressed in EBV+
207735_at	RNF125	ring finger protein 125	NM_017831	chr18q12.1	Undererexpressed in EBV+
212670_at	ELN	elastin (supravalvular aortic stenosis, Williams-Beuren syndrome)	AA479278	chr7q11.23	Undererexpressed in EBV+
