Affy ID	Experiment	Control	T score	P value	fold change	annotation
201131_s_at	18.53125	14.7375	-1.516764	0.146692	0.379709	gb:NM_004360.1 /DB_XREF=gi:4757959 /GEN=CDH1 /FEA=FLmRNA /CNT=304 /TID=Hs.194657.0 /TIER=FL+Stack /STK=88 /UG=Hs.194657 /LL=999 /DEF=Homo sapiens cadherin 1, type 1, E-cadherin (epithelial) (CDH1), mRNA. /PROD=cadherin 1, type 1, E-cadherin (epithelial) /FL=gb:NM_004360.1 gb:L08599.1
222813_at	176.6475	213.5225	-1.943424	0.06777	0.621647	Consensus includes gb:N94321 /FEA=EST /DB_XREF=gi:1266630 /DB_XREF=est:zb75c05.s1 /CLONE=IMAGE:309416 /UG=Hs.102928 hypothetical protein FLJ13479 /FL=gb:NM_024706.1
210690_at	31.16375	156.2325	-2.125236	0.047669	0.485717	gb:U96845.1 /DB_XREF=gi:2673988 /GEN=NKG2-F /FEA=FLmRNA /CNT=8 /TID=Hs.268510.0 /TIER=FL /STK=1 /UG=Hs.268510 /LL=8302 /DEF=Homo sapiens natual killer cell group 2-F (NKG2-F) mRNA, complete cds. /PROD=natual killer cell group 2-F /FL=gb:NM_013431.1 gb:U96845.1
204972_at	110.7925	216.50375	-1.348699	0.194159	0.651178	gb:NM_016817.1 /DB_XREF=gi:8051624 /GEN=OAS2 /FEA=FLmRNA /CNT=51 /TID=Hs.264981.0 /TIER=FL+Stack /STK=9 /UG=Hs.264981 /LL=4939 /DEF=Homo sapiens 2-5oligoadenylate synthetase 2 (OAS2), transcript variant 1, mRNA. /PROD=2-5oligoadenylate synthetase 2, isoform p71 /FL=gb:M87434.1 gb:NM_016817.1
219748_at	116.25375	165.1225	-2.037107	0.056619	0.450054	gb:NM_024807.1 /DB_XREF=gi:13376188 /GEN=FLJ13693 /FEA=FLmRNA /CNT=23 /TID=Hs.164797.0 /TIER=FL /STK=3 /UG=Hs.164797 /LL=79865 /DEF=Homo sapiens hypothetical protein FLJ13693 (FLJ13693), mRNA. /PROD=hypothetical protein FLJ13693 /FL=gb:NM_024807.1
207679_at	56.9425	171.8425	-1.127415	0.274372	0.663216	gb:NM_000438.2 /DB_XREF=gi:6654637 /GEN=PAX3 /FEA=FLmRNA /CNT=4 /TID=Hs.198.0 /TIER=FL /STK=0 /UG=Hs.198 /LL=5077 /DEF=Homo sapiens paired box gene 3 (Waardenburg syndrome 1) (PAX3), transcript variant PAX3A, mRNA. /PROD=paired box gene 3, isoform PAX3A /FL=gb:NM_000438.2
205990_s_at	101.9725	117.98625	-1.390678	0.181278	0.62326	gb:NM_003392.1 /DB_XREF=gi:4507928 /GEN=WNT5A /FEA=FLmRNA /CNT=30 /TID=Hs.152213.0 /TIER=FL /STK=0 /UG=Hs.152213 /LL=7474 /DEF=Homo sapiens wingless-type MMTV integration site family, member 5A (WNT5A), mRNA. /PROD=wingless-type MMTV integration site family,member 5A /FL=gb:NM_003392.1 gb:L20861.1
205404_at	175.73875	287.07125	-2.502804	0.022178	0.632392	gb:NM_005525.1 /DB_XREF=gi:5031764 /GEN=HSD11B1 /FEA=FLmRNA /CNT=54 /TID=Hs.275215.0 /TIER=FL /STK=4 /UG=Hs.275215 /LL=3290 /DEF=Homo sapiens hydroxysteroid (11-beta) dehydrogenase 1 (HSD11B1), mRNA. /PROD=hydroxysteroid (11-beta) dehydrogenase 1 /FL=gb:NM_005525.1
207846_at	16.7225	69.63625	-2.363891	0.029531	0.328222	gb:NM_000306.1 /DB_XREF=gi:4505954 /GEN=POU1F1 /FEA=FLmRNA /CNT=7 /TID=Hs.89394.0 /TIER=FL /STK=0 /UG=Hs.89394 /LL=5449 /DEF=Homo sapiens POU domain, class 1, transcription factor 1 (Pit1, growth hormone factor 1) (POU1F1), mRNA. /PROD=POU domain, class 1, transcription factor 1(Pit1, growth hormone factor 1) /FL=gb:D10216.1 gb:L18781.1 gb:NM_000306.1
211174_s_at	319.46375	482.135	-1.839054	0.082463	0.617326	gb:L13605.1 /DB_XREF=gi:306490 /FEA=FLmRNA /CNT=4 /TID=Hs.129.0 /TIER=FL /STK=0 /UG=Hs.129 /LL=886 /UG_GENE=CCKAR /DEF=Human cholecystokinin A receptor mRNA, complete cds. /PROD=cholecystokinin A receptor /FL=gb:L13605.1 gb:L19315.1 gb:NM_000730.1
206179_s_at	231.43125	363.95	-2.167396	0.043861	0.646642	gb:NM_007030.1 /DB_XREF=gi:5902017 /GEN=p25 /FEA=FLmRNA /CNT=25 /TID=Hs.29353.0 /TIER=FL+Stack /STK=8 /UG=Hs.29353 /LL=11076 /DEF=Homo sapiens brain-specific protein p25 alpha (p25), mRNA. /PROD=brain-specific protein p25 alpha /FL=gb:NM_007030.1 gb:AB017016.1
219666_at	73.07	106.32	-1.048983	0.308067	0.676107	gb:NM_022349.1 /DB_XREF=gi:11641258 /GEN=LOC64166 /FEA=FLmRNA /CNT=21 /TID=Hs.17914.0 /TIER=FL+Stack /STK=12 /UG=Hs.17914 /LL=64231 /DEF=Homo sapiens CD20-like precusor (LOC64166), mRNA. /PROD=CD20-like precusor /FL=gb:NM_022349.1 gb:AF142409.1
221033_s_at	31.4425	96.975	-0.92303	0.3682	0.682803	gb:NM_031277.1 /DB_XREF=gi:13775185 /GEN=RNF17 /FEA=FLmRNA /CNT=1 /TID=HsAffx.900210.95 /TIER=FL /STK=0 /DEF=Homo sapiens ring finger protein 17 (RNF17), mRNA. /PROD=ring finger protein 17 /FL=gb:NM_031277.1
204898_at	153.56625	245.5125	-1.658447	0.114551	0.681208	gb:AF055993.1 /DB_XREF=gi:3493210 /FEA=FLmRNA /CNT=56 /TID=Hs.20985.0 /TIER=ConsEnd /STK=0 /UG=Hs.20985 /LL=8819 /UG_GENE=SAP30 /DEF=Homo sapiens mSin3A associated polypeptide p30 mRNA, complete cds. /PROD=mSin3A associated polypeptide p30 /FL=gb:AF055993.1 gb:NM_003864.1
218796_at	91.0925	133.45	-1.478201	0.15664	0.578904	gb:NM_017671.1 /DB_XREF=gi:8923115 /GEN=FLJ20116 /FEA=FLmRNA /CNT=65 /TID=Hs.180479.0 /TIER=FL+Stack /STK=10 /UG=Hs.180479 /LL=55612 /DEF=Homo sapiens hypothetical protein FLJ20116 (FLJ20116), mRNA. /PROD=hypothetical protein FLJ20116 /FL=gb:NM_017671.1
204964_s_at	89.12625	121.0325	-1.598126	0.127421	0.662122	gb:NM_005086.2 /DB_XREF=gi:7669543 /GEN=SSPN /FEA=FLmRNA /CNT=59 /TID=Hs.183428.0 /TIER=FL /STK=0 /UG=Hs.183428 /LL=8082 /DEF=Homo sapiens sarcospan (Kras oncogene-associated gene) (SSPN), mRNA. /PROD=sarcospan (Kras oncogene-associated gene) /FL=gb:AF016028.2 gb:AL136756.1 gb:NM_005086.2
205557_at	74.3375	93.09625	-1.458963	0.161806	0.555407	gb:NM_001725.1 /DB_XREF=gi:4502446 /GEN=BPI /FEA=FLmRNA /CNT=47 /TID=Hs.89535.0 /TIER=FL+Stack /STK=10 /UG=Hs.89535 /LL=671 /DEF=Homo sapiens bactericidalpermeability-increasing protein (BPI), mRNA. /PROD=bactericidalpermeability-increasing proteinprecursor /FL=gb:J04739.1 gb:AF322588.1 gb:NM_001725.1
209097_s_at	63.4475	88.68875	-2.005813	0.060145	0.467249	gb:BF056748 /DB_XREF=gi:10810644 /DB_XREF=7k20h10.x1 /CLONE=IMAGE:3476203 /FEA=FLmRNA /CNT=199 /TID=Hs.91143.0 /TIER=Stack /STK=8 /UG=Hs.91143 /LL=182 /UG_GENE=JAG1 /UG_TITLE=jagged 1 (Alagille syndrome) /FL=gb:AF003837.1 gb:U61276.1 gb:NM_000214.1 gb:U73936.1 gb:AF028593.1
204638_at	2713.4325	3790.23125	-2.283455	0.034772	0.649134	gb:NM_001611.2 /DB_XREF=gi:6138970 /GEN=ACP5 /FEA=FLmRNA /CNT=61 /TID=Hs.1211.0 /TIER=FL+Stack /STK=26 /UG=Hs.1211 /LL=54 /DEF=Homo sapiens acid phosphatase 5, tartrate resistant (ACP5), mRNA. /PROD=tartrate resistant acid phosphatase 5 precursor /FL=gb:J04430.1 gb:NM_001611.2
204302_s_at	339.88	543.1175	-2.105752	0.049529	0.6633	gb:U55962 /DB_XREF=gi:1354518 /DB_XREF=HSU55962 /CLONE=41430 /FEA=FLmRNA /CNT=62 /TID=Hs.64096.0 /TIER=Stack /STK=8 /UG=Hs.64096 /LL=9811 /UG_GENE=KIAA0427 /UG_TITLE=KIAA0427 gene product /FL=gb:NM_014772.1 gb:AB007887.1
204714_s_at	162.865	239.91625	-1.728978	0.100926	0.625309	gb:NM_000130.2 /DB_XREF=gi:10518500 /GEN=F5 /FEA=FLmRNA /CNT=87 /TID=Hs.30054.0 /TIER=FL+Stack /STK=26 /UG=Hs.30054 /LL=2153 /DEF=Homo sapiens coagulation factor V (proaccelerin, labile factor) (F5), mRNA. /PROD=coagulation factor V precursor /FL=gb:NM_000130.2 gb:M14335.1 gb:M16967.1
204777_s_at	207.0025	332.8425	-2.385405	0.02826	0.625089	gb:NM_002371.2 /DB_XREF=gi:12408666 /GEN=MAL /FEA=FLmRNA /CNT=96 /TID=Hs.80395.3 /TIER=FL+Stack /STK=38 /UG=Hs.80395 /LL=4118 /DEF=Homo sapiens mal, T-cell differentiation protein (MAL), transcript variant a, mRNA. /PROD=T-cell differentiation protein MAL, isoform a /FL=gb:NM_002371.2 gb:BC000458.1 gb:BC003006.1 gb:M15800.1
218353_at	30.52625	108.125	-1.962085	0.065403	0.408738	gb:NM_025226.1 /DB_XREF=gi:13376831 /GEN=MSTP032 /FEA=FLmRNA /CNT=182 /TID=Hs.274368.0 /TIER=FL+Stack /STK=52 /UG=Hs.274368 /LL=80340 /DEF=Homo sapiens MSTP032 protein (MSTP032), mRNA. /PROD=MSTP032 protein /FL=gb:NM_025226.1 gb:AF113212.1
207930_at	51.36125	158.475	-2.093288	0.050753	0.402946	gb:NM_002297.1 /DB_XREF=gi:4504962 /GEN=LCN1 /FEA=FLmRNA /CNT=5 /TID=Hs.2099.0 /TIER=FL /STK=0 /UG=Hs.2099 /LL=3933 /DEF=Homo sapiens lipocalin 1 (protein migrating faster than albumin, tear prealbumin) (LCN1), mRNA. /PROD=lipocalin 1 (protein migrating faster thanalbumin, tear prealbumin) /FL=gb:NM_002297.1 gb:M90424.1
1552616_a_at	70.145	235.1225	-2.458256	0.024325	0.452339	gb:NM_001093.1 /DB_XREF=gi:4501854 /GEN=ACACB /TID=Hs2.183857.1 /CNT=45 /FEA=FLmRNA /TIER=FL /STK=2 /LL=32 /UG=Hs.183857 /DEF=Homo sapiens acetyl-Coenzyme A carboxylase beta (ACACB), mRNA. /PROD=acetyl-Coenzyme A carboxylase beta /FL=gb:NM_001093.1 gb:U89344.1
1552568_at	45.67125	112.70875	-2.00001	0.06082	0.394514	gb:NM_031440.1 /DB_XREF=gi:13899262 /GEN=TMEM7 /TID=Hs2.196584.1 /CNT=5 /FEA=FLmRNA /TIER=FL /STK=3 /LL=83597 /UG=Hs.196584 /DEF=Homo sapiens transmembrane protein 7 (TMEM7), mRNA. /PROD=transmembrane protein 7 /FL=gb:NM_031440.1
221576_at	51.9175	97.455	-1.220279	0.238106	0.623993	gb:BC000529.1 /DB_XREF=gi:12653514 /FEA=FLmRNA /CNT=137 /TID=Hs.296638.0 /TIER=ConsEnd /STK=0 /UG=Hs.296638 /LL=9518 /UG_GENE=PLAB /DEF=Homo sapiens, prostate differentiation factor, clone MGC:8645, mRNA, complete cds. /PROD=prostate differentiation factor /FL=gb:U88323.1 gb:BC000529.1 gb:AF003934.1 gb:NM_004864.1 gb:AF019770.1 gb:AB000584.1
207709_at	166.71875	253.245	-2.063255	0.053816	0.57963	gb:NM_006252.1 /DB_XREF=gi:5453965 /GEN=PRKAA2 /FEA=FLmRNA /CNT=4 /TID=Hs.2329.0 /TIER=FL /STK=0 /UG=Hs.2329 /LL=5563 /DEF=Homo sapiens protein kinase, AMP-activated, alpha 2 catalytic subunit (PRKAA2), mRNA. /PROD=protein kinase, AMP-activated, alpha 2 catalyticsubunit /FL=gb:U06454.1 gb:NM_006252.1
1553191_at	26.505	52.0425	-1.028209	0.317471	0.61416	gb:NM_020388.2 /DB_XREF=gi:20357503 /GEN=BPAG1 /TID=Hs2.198689.2 /CNT=18 /FEA=FLmRNA /TIER=FL /STK=1 /LL=667 /UG=Hs.198689 /DEF=Homo sapiens bullous pemphigoid antigen 1, 230240kDa (BPAG1), transcript variant 1eB, mRNA. /PROD=bullous pemphigoid antigen 1 isoform 1eBprecursor /FL=gb:NM_020388.2
219691_at	27.1175	63.9075	-1.976323	0.063648	0.459867	gb:NM_017654.1 /DB_XREF=gi:8923080 /GEN=FLJ20073 /FEA=FLmRNA /CNT=28 /TID=Hs.65641.0 /TIER=FL /STK=0 /UG=Hs.65641 /LL=54809 /DEF=Homo sapiens hypothetical protein FLJ20073 (FLJ20073), mRNA. /PROD=hypothetical protein FLJ20073 /FL=gb:NM_017654.1
208208_at	125.3925	193.08	-1.537451	0.141576	0.619108	gb:NM_003802.1 /DB_XREF=gi:11321578 /GEN=MYH13 /FEA=FLmRNA /CNT=2 /TID=Hs.278488.0 /TIER=FL /STK=0 /UG=Hs.278488 /LL=8735 /DEF=Homo sapiens myosin, heavy polypeptide 13, skeletal muscle (MYH13), mRNA. /PROD=myosin, heavy polypeptide 13, skeletal muscle /FL=gb:AF111782.2 gb:NM_003802.1
204541_at	84.18875	197.635	-2.318693	0.032378	0.482661	gb:NM_012429.1 /DB_XREF=gi:7110714 /GEN=SEC14L2 /FEA=FLmRNA /CNT=80 /TID=Hs.277728.0 /TIER=FL+Stack /STK=26 /UG=Hs.277728 /LL=23541 /DEF=Homo sapiens SEC14 (S. cerevisiae)-like 2 (SEC14L2), mRNA. /PROD=SEC14 (S. cerevisiae)-like 2 /FL=gb:NM_012429.1
208008_at	218.8725	351.7575	-2.458726	0.024301	0.633699	gb:NM_015594.1 /DB_XREF=gi:7661585 /GEN=DKFZP434O047 /FEA=FLmRNA /CNT=2 /TID=Hs.241421.0 /TIER=FL /STK=0 /UG=Hs.241421 /LL=26083 /DEF=Homo sapiens DKFZP434O047 protein (DKFZP434O047), mRNA. /PROD=DKFZP434O047 protein /FL=gb:NM_015594.1
207230_at	30.4925	185.4375	-2.391427	0.027913	0.371066	gb:NM_016952.1 /DB_XREF=gi:8393083 /GEN=CDO /FEA=FLmRNA /CNT=5 /TID=Hs.159565.0 /TIER=FL /STK=0 /UG=Hs.159565 /LL=50937 /DEF=Homo sapiens surface glycoprotein, Ig superfamily member (CDO), mRNA. /PROD=surface glycoprotein, Ig superfamily member /FL=gb:NM_016952.1 gb:AF004841.1
219948_x_at	95.51625	168.425	-1.636619	0.119074	0.63019	gb:NM_024743.1 /DB_XREF=gi:13376065 /GEN=FLJ21934 /FEA=FLmRNA /CNT=20 /TID=Hs.122583.0 /TIER=FL+Stack /STK=15 /UG=Hs.122583 /LL=79799 /DEF=Homo sapiens hypothetical protein FLJ21934 (FLJ21934), mRNA. /PROD=hypothetical protein FLJ21934 /FL=gb:NM_024743.1
206635_at	787.9325	1138.4475	-2.190049	0.041931	0.658774	gb:NM_000748.1 /DB_XREF=gi:4502832 /GEN=CHRNB2 /FEA=FLmRNA /CNT=14 /TID=Hs.2306.0 /TIER=FL /STK=0 /UG=Hs.2306 /LL=1141 /DEF=Homo sapiens cholinergic receptor, nicotinic, beta polypeptide 2 (neuronal) (CHRNB2), mRNA. /PROD=cholinergic receptor, nicotinic, betapolypeptide 2 (neuronal) /FL=gb:NM_000748.1 gb:U62437.1
204259_at	229.2225	280.75	-1.797788	0.089006	0.652623	gb:NM_002423.2 /DB_XREF=gi:13027804 /GEN=MMP7 /FEA=FLmRNA /CNT=76 /TID=Hs.2256.0 /TIER=FL+Stack /STK=26 /UG=Hs.2256 /LL=4316 /DEF=Homo sapiens matrix metalloproteinase 7 (matrilysin, uterine) (MMP7), mRNA. /PROD=matrix metalloproteinase 7 preproprotein /FL=gb:BC003635.1 gb:NM_002423.2
206202_at	64.51375	102.61125	-1.621988	0.12219	0.578302	gb:NM_005924.1 /DB_XREF=gi:5174548 /GEN=MEOX2 /FEA=FLmRNA /CNT=21 /TID=Hs.77858.0 /TIER=FL+Stack /STK=10 /UG=Hs.77858 /LL=4223 /DEF=Homo sapiens mesenchyme homeo box 2 (growth arrest-specific homeo box) (MEOX2), mRNA. /PROD=mesenchyme homeo box 2 /FL=gb:L36328.1 gb:NM_005924.1
203332_s_at	72.3275	79.42	-0.890946	0.384713	0.669928	gb:NM_005541.1 /DB_XREF=gi:5031798 /GEN=INPP5D /FEA=FLmRNA /CNT=256 /TID=Hs.155939.0 /TIER=FL+Stack /STK=54 /UG=Hs.155939 /LL=3635 /DEF=Homo sapiens inositol polyphosphate-5-phosphatase, 145kD (INPP5D), mRNA. /PROD=inositol polyphosphate-5-phosphatase, 145kD /FL=gb:U50040.1 gb:U57650.1 gb:NM_005541.1 gb:U53470.1 gb:U84400.1
222923_s_at	372.925	631.40625	-2.016128	0.058961	0.670498	gb:AF302494.1 /DEF=Homo sapiens voltage-gated K+ channel subunit MIRP2 (KCNE3) mRNA, complete cds.  /FEA=mRNA /GEN=KCNE3 /PROD=voltage-gated K+ channel subunit MIRP2 /DB_XREF=gi:10304441 /UG=Hs.30715 potassium voltage-gated channel, Isk-related family, member 3 /FL=gb:AF302494.1 gb:AF076531.1 gb:NM_005472.1
206642_at	154.5375	248.5625	-2.200161	0.041095	0.571621	gb:NM_001942.1 /DB_XREF=gi:4503400 /GEN=DSG1 /FEA=FLmRNA /CNT=19 /TID=Hs.2633.0 /TIER=FL /STK=0 /UG=Hs.2633 /LL=1828 /DEF=Homo sapiens desmoglein 1 (DSG1), mRNA. /PROD=desmoglein 1 preproprotein /FL=gb:AF097935.1 gb:NM_001942.1
208861_s_at	1096.72	1854.13625	-2.001214	0.06068	0.661418	gb:U72937.2 /DB_XREF=gi:6960325 /GEN=ATRX /FEA=FLmRNA /CNT=226 /TID=Hs.96264.0 /TIER=FL+Stack /STK=24 /UG=Hs.96264 /LL=546 /DEF=Homo sapiens putative DNA dependent ATPase and helicase (ATRX) mRNA, alternatively spliced product 2, complete cds. /PROD=putative DNA dependent ATPase and helicase /FL=gb:NM_000489.1 gb:U09820.1 gb:U72937.2
221389_at	55.34125	75.0425	-1.826435	0.084418	0.456599	gb:NM_014589.1 /DB_XREF=gi:7657460 /GEN=PLA2G2E /FEA=FLmRNA /CNT=2 /TID=Hs.272372.0 /TIER=FL /STK=0 /UG=Hs.272372 /LL=30814 /DEF=Homo sapiens phospholipase A2, group IIE (PLA2G2E), mRNA. /PROD=phospholipase A2, group IIE /FL=gb:AF189279.1 gb:NM_014589.1
206325_at	101.93125	214.57125	-1.811032	0.086859	0.610657	gb:NM_001756.2 /DB_XREF=gi:4580418 /GEN=SERPINA6 /FEA=FLmRNA /CNT=59 /TID=Hs.1305.0 /TIER=FL+Stack /STK=11 /UG=Hs.1305 /LL=866 /DEF=Homo sapiens serine (or cysteine) proteinase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 6 (SERPINA6), mRNA. /PROD=corticosteroid binding globulin precursor /FL=gb:NM_001756.2 gb:J02943.1
205109_s_at	101.3175	140.8725	-1.268413	0.22081	0.67717	gb:NM_015320.1 /DB_XREF=gi:9558722 /GEN=ARHGEF4 /FEA=FLmRNA /CNT=48 /TID=Hs.6066.0 /TIER=FL+Stack /STK=20 /UG=Hs.6066 /LL=50649 /DEF=Homo sapiens Rho guanine nucleotide exchange factor (GEF) 4 (ARHGEF4), mRNA. /PROD=KIAA1112 protein /FL=gb:AF249745.1 gb:NM_015320.1
214534_at	84.6375	178.03625	-1.96652	0.064852	0.507653	gb:NM_005322.1 /DB_XREF=gi:4885380 /GEN=H1F5 /FEA=FLmRNA /CNT=4 /TID=Hs.131956.0 /TIER=FL /STK=0 /UG=Hs.131956 /LL=3009 /DEF=Homo sapiens H1 histone family, member 5 (H1F5), mRNA. /PROD=H1 histone family, member 5 /FL=gb:NM_005322.1
211173_at	123.5225	246.7175	-1.736502	0.099559	0.660663	gb:D85606 /DB_XREF=gi:7008026 /FEA=FLmRNA /CNT=4 /TID=Hs.129.0 /TIER=ConsEnd /STK=0 /UG=Hs.129 /LL=886 /UG_GENE=CCKAR /UG_TITLE=cholecystokinin A receptor /DEF=Homo sapiens gene for cholecystokinin type-A receptor, complete cds /FL=gb:L13605.1 gb:L19315.1 gb:NM_000730.1
203591_s_at	41.83875	60.7825	-1.409921	0.175609	0.515478	gb:NM_000760.1 /DB_XREF=gi:4503080 /GEN=CSF3R /FEA=FLmRNA /CNT=95 /TID=Hs.2175.0 /TIER=FL /STK=6 /UG=Hs.2175 /LL=1441 /DEF=Homo sapiens colony stimulating factor 3 receptor (granulocyte) (CSF3R), mRNA. /PROD=colony stimulating factor 3 receptor(granulocyte) /FL=gb:NM_000760.1 gb:M59818.1
204454_at	133.1525	297.00125	-2.138826	0.04641	0.566512	gb:NM_012317.1 /DB_XREF=gi:6912479 /GEN=LDOC1 /FEA=FLmRNA /CNT=63 /TID=Hs.45231.0 /TIER=FL+Stack /STK=22 /UG=Hs.45231 /LL=23641 /DEF=Homo sapiens leucine zipper, down-regulated in cancer 1 (LDOC1), mRNA. /PROD=leucine zipper, down-regulated in cancer 1 /FL=gb:NM_012317.1 gb:AB019527.1 gb:BC003104.1
1552686_at	29.53	169.4025	-2.200155	0.041096	0.442683	gb:NM_080834.1 /DB_XREF=gi:18201889 /TID=Hs2.147150.1 /CNT=16 /FEA=FLmRNA /TIER=FL /STK=2 /LL=140894 /UG_GENE=C20orf152 /UG=Hs.147150 /UG_TITLE=chromosome 20 open reading frame 152 /DEF=Homo sapiens chromosome 20 open reading frame 152 (C20orf152), mRNA. /FL=gb:NM_080834.1
206437_at	181.36125	290.84125	-1.512631	0.147733	0.654218	gb:NM_003775.1 /DB_XREF=gi:4503458 /GEN=EDG6 /FEA=FLmRNA /CNT=16 /TID=Hs.159543.0 /TIER=FL /STK=3 /UG=Hs.159543 /LL=8698 /DEF=Homo sapiens endothelial differentiation, G-protein-coupled receptor 6 (EDG6), mRNA. /PROD=endothelial differentiation, G protein coupledreceptor 6 precursor /FL=gb:NM_003775.1
207151_at	205.435	292.89	-1.956772	0.066069	0.648913	gb:NM_001118.1 /DB_XREF=gi:4501922 /GEN=ADCYAP1R1 /FEA=FLmRNA /CNT=8 /TID=Hs.4748.0 /TIER=FL /STK=0 /UG=Hs.4748 /LL=117 /DEF=Homo sapiens adenylate cyclase activating polypeptide 1 (pituitary) receptor type I (ADCYAP1R1), mRNA. /PROD=type I adenylate cyclase activating polypeptidereceptor precursor /FL=gb:D17516.1 gb:NM_001118.1
208486_at	299.815	415.90625	-1.887524	0.075322	0.687362	gb:NM_000798.1 /DB_XREF=gi:4503390 /GEN=DRD5 /FEA=FLmRNA /CNT=4 /TID=Hs.143526.0 /TIER=FL /STK=0 /UG=Hs.143526 /LL=1816 /DEF=Homo sapiens dopamine receptor D5 (DRD5), mRNA. /PROD=dopamine receptor D5 /FL=gb:NM_000798.1
208304_at	19.8325	26.6675	-1.652754	0.115716	0.577753	gb:NM_001837.1 /DB_XREF=gi:4502636 /GEN=CCR3 /FEA=FLmRNA /CNT=6 /TID=Hs.158324.0 /TIER=FL /STK=0 /UG=Hs.158324 /LL=1232 /DEF=Homo sapiens chemokine (C-C motif) receptor 3 (CCR3), mRNA. /PROD=chemokine (C-C motif) receptor 3 /FL=gb:AF026535.1 gb:NM_001837.1 gb:U28694.1
221409_at	325.8975	396.8	-2.239724	0.03797	0.69677	gb:NM_019897.1 /DB_XREF=gi:10092668 /GEN=OR2S2 /FEA=FLmRNA /CNT=2 /TID=Hs.283806.0 /TIER=FL /STK=0 /UG=Hs.283806 /LL=56656 /DEF=Homo sapiens olfactory receptor, family 2, subfamily S, member 2 (OR2S2), mRNA. /PROD=olfactory receptor, family 2, subfamily S,member 2 /FL=gb:NM_019897.1
204713_s_at	42.3175	45.5625	-1.640381	0.118284	0.518813	gb:AA910306 /DB_XREF=gi:3049596 /DB_XREF=ok83a04.s1 /CLONE=IMAGE:1520526 /FEA=FLmRNA /CNT=87 /TID=Hs.30054.0 /TIER=Stack /STK=10 /UG=Hs.30054 /LL=2153 /UG_GENE=F5 /UG_TITLE=coagulation factor V (proaccelerin, labile factor) /FL=gb:NM_000130.2 gb:M14335.1 gb:M16967.1
205969_at	61.64375	64.2575	-1.010935	0.325445	0.621	gb:NM_001086.1 /DB_XREF=gi:4557226 /GEN=AADAC /FEA=FLmRNA /CNT=41 /TID=Hs.587.0 /TIER=FL /STK=6 /UG=Hs.587 /LL=13 /DEF=Homo sapiens arylacetamide deacetylase (esterase) (AADAC), mRNA. /PROD=arylacetamide deacetylase /FL=gb:NM_001086.1 gb:L32179.1
203987_at	73.9575	154.65125	-2.401438	0.027346	0.541125	gb:NM_003506.1 /DB_XREF=gi:4503830 /GEN=FZD6 /FEA=FLmRNA /CNT=80 /TID=Hs.114218.0 /TIER=FL /STK=0 /UG=Hs.114218 /LL=8323 /DEF=Homo sapiens frizzled (Drosophila) homolog 6 (FZD6), mRNA. /PROD=frizzled 6 /FL=gb:AB012911.1 gb:NM_003506.1 gb:AF072873.1
206939_at	28.0325	69.44625	-1.335208	0.19845	0.480419	gb:NM_005215.1 /DB_XREF=gi:4885174 /GEN=DCC /FEA=FLmRNA /CNT=11 /TID=Hs.211567.0 /TIER=FL /STK=0 /UG=Hs.211567 /LL=1630 /DEF=Homo sapiens deleted in colorectal carcinoma (DCC), mRNA. /PROD=deleted in colorectal carcinoma /FL=gb:NM_005215.1
207468_s_at	52.985	87.06125	-1.765385	0.094457	0.450491	gb:NM_003015.2 /DB_XREF=gi:8400734 /GEN=SFRP5 /FEA=FLmRNA /CNT=5 /TID=Hs.279565.0 /TIER=FL /STK=1 /UG=Hs.279565 /LL=6425 /DEF=Homo sapiens secreted frizzled-related protein 5 (SFRP5), mRNA. /PROD=secreted frizzled-related protein 5 /FL=gb:NM_003015.2 gb:AF017988.1
1553935_at	46.72375	79.2775	-1.325386	0.201621	0.655494	gb:NM_032917.1 /DB_XREF=gi:14249701 /TID=Hs2.195370.1 /CNT=3 /FEA=FLmRNA /TIER=FL /STK=0 /LL=85003 /UG_GENE=MGC2848 /UG=Hs.195370 /UG_TITLE=hypothetical protein MGC2848 /DEF=Homo sapiens hypothetical protein MGC2848 (MGC2848), mRNA. /FL=gb:NM_032917.1 gb:BC007984.1
203421_at	110.91	238.05375	-1.995129	0.061394	0.489186	gb:NM_006034.1 /DB_XREF=gi:5174630 /GEN=PIG11 /FEA=FLmRNA /CNT=108 /TID=Hs.96908.0 /TIER=FL+Stack /STK=60 /UG=Hs.96908 /LL=9537 /DEF=Homo sapiens p53-induced protein (PIG11), mRNA. /PROD=p53-induced protein /FL=gb:AF010315.1 gb:BC000443.1 gb:BC003010.1 gb:NM_006034.1
231773_at	18.9975	34.1925	-1.258944	0.224134	0.536566	Consensus includes gb:BF002046 /FEA=EST /DB_XREF=gi:10702321 /DB_XREF=est:7g98c06.x1 /CLONE=IMAGE:3314506 /UG=Hs.241519 angiopoietin-like 1 /FL=gb:AF107253.1 gb:NM_004673.1
203812_at	346.07625	488.765	-1.790888	0.090144	0.697669	gb:AB011538.1 /DB_XREF=gi:3449301 /GEN=MEGF5 /FEA=FLmRNA /CNT=109 /TID=Hs.57929.0 /TIER=Stack /STK=21 /UG=Hs.57929 /LL=6586 /DEF=Homo sapiens mRNA for MEGF5, partial cds. /PROD=MEGF5 /FL=gb:AB017169.1 gb:NM_003062.1
