Probe set ID	Symbol	Description	RefSeq Transcript ID	Cytoband	Status
207830_s_at	PPP1R8	protein phosphatase 1, regulatory (inhibitor) subunit 8	NM_138731	chr1p35.3	Associated with FO
201376_s_at	HNRPF	heterogeneous nuclear ribonucleoprotein F	NM_032854	chr10q11.21	Associated with FO
220059_at	BRDG1	BCR downstream signaling 1	NM_152578	chr4q13.2	Associated with FO
203396_at	PSMA4	proteasome (prosome, macropain) subunit, alpha type, 4	NM_054017	chr15q25.1	Associated with FO
218123_at	C21orf59	chromosome 21 open reading frame 59	NM_134266	chr21q22.11	Associated with FO
200870_at	STRAP	serine/threonine kinase receptor associated protein	NM_052871	chr12p12.3	Associated with FO
217812_at	YTHDF2	YTH domain family, member 2	NM_148916	chr1p35.3	Associated with FO
201493_s_at	PUM2	pumilio homolog 2 (Drosophila)	NM_032753	chr2p24.1	Associated with FO
202941_at	NDUFV2	NADH dehydrogenase (ubiquinone) flavoprotein 2, 24kDa	NM_153254	chr18p11.22	Associated with FO
209384_at	PROSC	proline synthetase co-transcribed homolog (bacterial)	BC012375	chr8p12	Associated with FO
200624_s_at	MATR3	matrin 3	X69699	chr5q31.2	Associated with FO
211762_s_at	KPNA2	karyopherin alpha 2 (RAG cohort 1, importin alpha 1)	NM_138450	chr17q24.2	Associated with FO
204563_at	SELL	selectin L (lymphocyte adhesion molecule 1)	NM_145238	chr1q24.2	Associated with FO
209583_s_at	CD200	CD200 molecule	NM_057178	chr3q13.2	Associated with FO
203073_at	COG2	component of oligomeric golgi complex 2	NM_145022	chr1q42.2	Associated with FO
200875_s_at	NOL5A	nucleolar protein 5A (56kDa with KKE/D repeat)	NM_080735	chr20p13	Associated with FO
215933_s_at	HHEX	homeobox, hematopoietically expressed	NM_152475	chr10q23.33	Associated with FO
219471_at	C13orf18	chromosome 13 open reading frame 18	NM_052945	chr13q14.12	Associated with FO
217143_s_at		T cell receptor alpha locus	NM_144707	chr14q11.2	Associated with FO
208975_s_at	KPNB1	karyopherin (importin) beta 1	NM_002227	chr17q21.32	Associated with FO
201672_s_at	USP14	ubiquitin specific peptidase 14 (tRNA-guanine transglycosylase)	BC029352	chr18p11.32	Associated with FO
201708_s_at	NIPSNAP1	nipsnap homolog 1 (C. elegans)	BG571343	chr22q12.2	Associated with FO
203333_at	KIFAP3	kinesin-associated protein 3	NM_032445	chr1q24.2	Associated with FO
209141_at	UBE2G1	ubiquitin-conjugating enzyme E2G 1 (UBC7 homolog, yeast)	BQ613856	chr17p13.2	Associated with FO
210705_s_at	TRIM5	tripartite motif-containing 5	NM_020380	chr11p15.4	Associated with FO
201177_s_at	SAE2	SUMO1 activating enzyme subunit 2	NM_001132	chr19q13.11	Associated with FO
212006_at	UBXD2	UBX domain containing 2	BC035000	chr2q21.3	Associated with FO
208843_s_at	GORASP2	golgi reassembly stacking protein 2, 55kDa	NM_152990	chr2q31.1	Associated with FO
204698_at	ISG20	interferon stimulated exonuclease gene 20kDa	NM_032863	chr15q26.1	Associated with FO
200798_x_at	MCL1	myeloid cell leukemia sequence 1 (BCL2-related)	M33318	chr1q21.2	Associated with FO
202494_at	PPIE	peptidylprolyl isomerase E (cyclophilin E)	NM_153606	chr1p34.2	Associated with FO
218220_at	C12orf10	chromosome 12 open reading frame 10	NM_173526	chr12q13.13	Associated with FO
212168_at	RBM12	RNA binding motif protein 12	NM_144722	chr20q11.22	Associated with FO
209174_s_at	QRICH1	glutamine-rich 1	NM_030923	chr3p21.31	Associated with FO
212301_at	RTF1	Rtf1, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae)	AY099086	chr15q15.1	Associated with FO
218047_at	OSBPL9	oxysterol binding protein-like 9	NM_138693	chr1p32.3	Associated with FO
206782_s_at	DNAJC4	DnaJ (Hsp40) homolog, subfamily C, member 4	NM_173502	chr11q13.1	Associated with FO
208651_x_at	CD24	CD24 molecule	NM_145068	chr15q21.3	Associated with FO
201523_x_at	UBE2N	ubiquitin-conjugating enzyme E2N (UBC13 homolog, yeast)	NM_130759	chr12q22	Associated with FO
202635_s_at	POLR2K	polymerase (RNA) II (DNA directed) polypeptide K, 7.0kDa	NM_152512	chr8q22.2	Associated with FO
200626_s_at	MATR3	matrin 3	L36861	chr5q31.2	Associated with FO
203392_s_at	CTBP1	C-terminal binding protein 1	NM_153448	chr4p16.3	Associated with FO
200050_at	ZNF146	zinc finger protein 146	U48705	chr19q13.12	Associated with FO
219497_s_at	BCL11A	B-cell CLL/lymphoma 11A (zinc finger protein)	NM_033259	chr2p16.1	Associated with FO
203023_at	HSPC111	hypothetical protein HSPC111	NM_153254	chr5q35.2	Associated with FO
201934_at	TMEM113	Transmembrane protein 113	NM_152891	chr3p21.1	Associated with FO
202431_s_at	MYC	v-myc myelocytomatosis viral oncogene homolog (avian)	NM_153606	chr8q24.21	Associated with FO
201051_at	ANP32A	acidic (leucine-rich) nuclear phosphoprotein 32 family, member A	BC014479	chr15q23	Associated with FO
207238_s_at	PTPRC	protein tyrosine phosphatase, receptor type, C	NM_153205	chr1q31.3	Associated with FO
205214_at	STK17B	serine/threonine kinase 17b (apoptosis-inducing)	NM_145259	chr2q32.3	Associated with FO
202829_s_at	SYBL1	synaptobrevin-like 1	NM_153007	chrXq28	Associated with FO
219375_at	CEPT1	choline/ethanolamine phosphotransferase 1	NM_145200	chr1p13.3	Associated with FO
210178_x_at	FUSIP1	FUS interacting protein (serine/arginine-rich) 1	NM_173560	chr1p36.11	Associated with FO
208895_s_at	WNT8B	wingless-type MMTV integration site family, member 8B	NM_173168	chr2q14.1	Associated with FO
210829_s_at	SSBP2	single-stranded DNA binding protein 2	NM_144508	chr5q14.1	Associated with FO
221277_s_at	PUS3	pseudouridylate synthase 3	NM_152787	chr11q24.2	Associated with FO
221568_s_at	LIN7C	lin-7 homolog C (C. elegans)	NM_138329	chr11p14.1	Associated with FO
203816_at	DGUOK	deoxyguanosine kinase	NM_145208	chr2p13.1	Associated with FO
218236_s_at	PRKD3	protein kinase D3	NM_153456	chr2p22.2	Associated with FO
209797_at	TMEM4	transmembrane protein 4	NM_032101	chr12q13.2	Associated with FO
219679_s_at	WAC	WW domain containing adaptor with coiled-coil	NM_148898	chr10p11.23	Associated with FO
221554_at	LYK5	protein kinase LYK5	NM_033467	chr17q23.3	Associated with FO
218587_s_at	C3orf9	chromosome 3 open reading frame 9	NM_145653	chr3q13.33	Associated with FO
216250_s_at	LPXN	leupaxin	NM_033647	chr18q11.2	Associated with FO
221020_s_at	SLC25A32	solute carrier family 25, member 32	NM_014989	chr8q22.3	Associated with FO
208066_s_at	GTF2B	general transcription factor IIB	NM_145300	chr1p22.2	Associated with FO
218467_at	TNFSF5IP1	tumor necrosis factor superfamily, member 5-induced protein 1	NM_152677	chr18p11.21	Associated with FO
217106_x_at	DIMT1L	DIM1 dimethyladenosine transferase 1-like (S. cerevisiae)	NM_005068	chr5q12.1	Associated with FO
204744_s_at	IARS	isoleucine-tRNA synthetase	NM_032430	chr9q22.31	Associated with FO
204839_at	POP5	processing of precursor 5, ribonuclease P/MRP subunit (S. cerevisiae)	NM_080671	chr12q24.31	Associated with FO
202520_s_at	MLH1	mutL homolog 1, colon cancer, nonpolyposis type 2 (E. coli)	NM_152687	chr3p22.2	Associated with FO
204274_at	EBAG9	estrogen receptor binding site associated, antigen, 9	NM_171846	chr8q23.2	Associated with FO
220094_s_at	CCDC90A	coiled-coil domain containing 90A	NM_145278	chr6p23	Associated with FO
218106_s_at	MRPS10	mitochondrial ribosomal protein S10	NM_019022	chr7q21.3	Associated with FO
218135_at	ERGIC2	ERGIC and golgi 2	NM_153230	chr12p11.22	Associated with FO
217971_at	MAP2K1IP1	mitogen-activated protein kinase kinase 1 interacting protein 1	NM_014554	chr4q23	Associated with FO
200828_s_at	ZNF207	zinc finger protein 207	NM_005505	chr17q11.2	Associated with FO
266_s_at	CD24	CD24 molecule	NM_152492	chr15q21.3	Associated with FO
218462_at	BXDC5	brix domain containing 5	NM_152677	chr1p22.3	Associated with FO
221190_s_at	C18orf8	chromosome 18 open reading frame 8	NM_152787	chr18q11.2	Associated with FO
210104_at	MED6	mediator of RNA polymerase II transcription, subunit 6 homolog (S. cerevisiae)	NM_001542	chr14q24.2	Associated with FO
219243_at	GIMAP4	GTPase, IMAP family member 4	NM_152710	chr7q36.1	Associated with FO
201500_s_at	PPP1R11	protein phosphatase 1, regulatory (inhibitor) subunit 11	NM_005927	chr6p21.33	Associated with FO
214173_x_at	C19orf2	chromosome 19 open reading frame 2	BC032313	chr19q12	Associated with FO
209155_s_at	NT5C2	5-nucleotidase, cytosolic II	BC025237	chr10q24.32	Associated with FO
205698_s_at	MAP2K6	mitogen-activated protein kinase kinase 6	NM_145007	chr17q24.3	Associated with FO
210260_s_at	TNFAIP8	tumor necrosis factor, alpha-induced protein 8	NM_145174	chr5q23.1	Associated with FO
218499_at		serine/threonine protein kinase MST4	NM_144623	chrXq26.2	Associated with FO
210216_x_at	RAD1	RAD1 homolog (S. pombe)	NM_052952	chr5p13.2	Associated with FO
208800_at	SRP72	signal recognition particle 72kDa	NM_147191	chr4q12	Associated with FO
218042_at	COPS4	COP9 constitutive photomorphogenic homolog subunit 4 (Arabidopsis)	NM_138693	chr4q21.22	Associated with FO
206989_s_at	SFRS2IP	splicing factor, arginine/serine-rich 2, interacting protein	NM_144694	chr12q13.11	Associated with FO
209023_s_at	STAG2	stromal antigen 2	NM_020240	chrXq25	Associated with FO
218398_at	MRPS30	mitochondrial ribosomal protein S30	NM_138804	chr5p12	Associated with FO
209484_s_at	NSL1	NSL1, MIND kinetochore complex component, homolog (S. cerevisiae)	NM_031921	chr1q32.3	Associated with FO
200607_s_at	RAD21	RAD21 homolog (S. pombe)	M87338	chr8q24.11	Associated with FO
218710_at	TTC27	tetratricopeptide repeat domain 27	NM_152590	chr2p22.3	Associated with FO
217863_at	PIAS1	protein inhibitor of activated STAT, 1	NM_152497	chr15q23	Associated with FO
208643_s_at	XRCC5	X-ray repair complementing defective repair in Chinese hamster cells 5 (double-strand-break rejoining; Ku autoantigen, 80kDa)	NM_172025	chr2q35	Associated with FO
206555_s_at	THUMPD1	THUMP domain containing 1	NM_130441	chr16p12.2	Associated with FO
204245_s_at	RPP14	ribonuclease P 14kDa subunit	NM_171846	chr3p14.3	Associated with FO
200640_at	YWHAZ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide	L13852	chr10p12.2	Associated with FO
212603_at	MRPS31	mitochondrial ribosomal protein S31	NM_138729	chr13q14.11	Associated with FO
201408_at	PPP1CB	protein phosphatase 1, catalytic subunit, beta isoform	BC033730	chr2p23.2	Associated with FO
201209_at	HDAC1	histone deacetylase 1	NM_017861	chr1p35.1	Associated with FO
208296_x_at	TNFAIP8	tumor necrosis factor, alpha-induced protein 8	NM_173553	chr5q23.1	Associated with FO
205571_at	LIPT1	lipoyltransferase 1	NM_145720	chr2q11.2	Associated with FO
46167_at	TTC4	tetratricopeptide repeat domain 4	NM_145299	chr1p32.3	Associated with FO
214047_s_at	MBD4	methyl-CpG binding domain protein 4	NM_173083	chr3q21.3	Associated with FO
211318_s_at	RAE1	RAE1 RNA export 1 homolog (S. pombe)	NM_080834	chr20q13.31	Associated with FO
205038_at	IKZF1	IKAROS family zinc finger 1 (Ikaros)	NM_152613	chr7p12.2	Associated with FO
218253_s_at	LGTN	ligatin	NM_134425	chr1q32.1	Associated with FO
209724_s_at	ZFP161	zinc finger protein 161 homolog (mouse)	NM_144624	chr18p11.31	Associated with FO
207616_s_at	TANK	TRAF family member-associated NFKB activator	NM_144991	chr2q24.2	Associated with FO
209795_at	CD69	CD69 molecule	NM_032101	chr12p13.31	Associated with FO
213887_s_at	POLR2E	polymerase (RNA) II (DNA directed) polypeptide E, 25kDa	NM_145233	chr19p13.3	Associated with FO
212282_at	TMEM97	transmembrane protein 97	NM_033136	chr17q11.2	Associated with FO
216883_x_at	PDE6D	phosphodiesterase 6D, cGMP-specific, rod, delta	NM_173687	chr2q37.1	Associated with FO
202839_s_at	NDUFB7	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 7, 18kDa	NM_152251	chr19p13.12	Associated with FO
208864_s_at	TXN	thioredoxin	NM_153203	chr17p13.2	Associated with FO
202863_at	SP100	SP100 nuclear antigen	NM_147198	chr2q37.1	Associated with FO
211985_s_at	CALM1	calmodulin 1 (phosphorylase kinase, delta)	NM_052889	chr14q32.11	Associated with FO
212508_at	MOAP1	modulator of apoptosis 1	NM_152756	chr14q32.12	Associated with FO
203893_at	TAF9	TAF9 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 32kDa	NM_148676	chr5q13.2	Associated with FO
209582_s_at	CD200	CD200 molecule	NM_003844	chr3q13.2	Associated with FO
205621_at	ALKBH1	alkB, alkylation repair homolog 1 (E. coli)	NM_153364	chr14q24.3	Associated with FO
209307_at	SWAP70	SWAP-70 protein	NM_006662	chr11p15.4	Associated with FO
218134_s_at	RBM22	RNA binding motif protein 22	NM_018505	chr5q33.1	Associated with FO
206158_s_at	CNBP	CCHC-type zinc finger, nucleic acid binding protein	BC040857	chr3q21.3	Associated with FO
201687_s_at	API5	apoptosis inhibitor 5	NM_145039	chr11p12	Associated with FO
202848_s_at	GRK6	G protein-coupled receptor kinase 6	NM_152251	chr5q35.3	Associated with FO
212627_s_at	EXOSC7	exosome component 7	NM_138729	chr3p21.31	Associated with FO
201052_s_at	PSMF1	proteasome (prosome, macropain) inhibitor subunit 1 (PI31)	BG573647	chr20p13	Associated with FO
203620_s_at	FCHSD2	FCH and double SH3 domains 2	NM_138818	chr11q13.4	Associated with FO
202020_s_at	LANCL1	LanC lantibiotic synthetase component C-like 1 (bacterial)	AL833526	chr2q34	Associated with FO
208095_s_at	SRP72	signal recognition particle 72kDa	NM_138995	chr4q12	Associated with FO
219715_s_at	TDP1	tyrosyl-DNA phosphodiesterase 1	NM_153446	chr14q32.11	Associated with FO
218210_at	FN3KRP	fructosamine-3-kinase-related protein	NM_173656	chr17q25.3	Associated with FO
203972_s_at	PEX3	peroxisomal biogenesis factor 3	NM_012287	chr6q24.2	Associated with FO
205466_s_at	HS3ST1	heparan sulfate (glucosamine) 3-O-sulfotransferase 1	BC030710	chr4p15.33	Associated with FO
212591_at	RBM34	RNA binding motif protein 34	AL832028	chr1q42.3	Associated with FO
202149_at	NEDD9	neural precursor cell expressed, developmentally down-regulated 9	NM_033128	chr6p24.1	Associated with FO
213628_at	CLCC1	chloride channel CLIC-like 1	NM_153704	chr1p13.3	Associated with FO
212131_at	LSM14A	LSM14A, SCD6 homolog A (S. cerevisiae)	NM_153836	chr19q13.11	Associated with FO
209142_s_at	UBE2G1	ubiquitin-conjugating enzyme E2G 1 (UBC7 homolog, yeast)	BQ613856	chr17p13.2	Associated with FO
217956_s_at	MASA	E-1 enzyme	NM_002920	chr4q21.22	Associated with FO
213047_x_at	SET	SET translocation (myeloid leukemia-associated)	NM_173488	chr12q23.3	Associated with FO
221123_x_at	ZNF395	zinc finger protein 395	AL133612	chr8p21.1	Associated with FO
206983_at	CCR6	chemokine (C-C motif) receptor 6	NM_139158	chr6q27	Associated with FO
201064_s_at	PABPC4	poly(A) binding protein, cytoplasmic 4 (inducible form)	NM_080432	chr1p34.2	Associated with FO
203708_at	PDE4B	phosphodiesterase 4B, cAMP-specific (phosphodiesterase E4 dunce homolog, Drosophila)	NM_052866	chr1p31.3	Associated with FO
201001_s_at	UBE2V1	ubiquitin-conjugating enzyme E2 variant 1	NM_138796	chr1q32.1	Associated with FO
206562_s_at	CSNK1A1	casein kinase 1, alpha 1	NM_021209	chr5q33.1	Associated with FO
212145_at	MRPS27	mitochondrial ribosomal protein S27	NM_021634	chr5q13.2	Associated with FO
213532_at	EST	EST	NM_058176	chr2p25.1	Associated with FO
201877_s_at	PPP2R5C	protein phosphatase 2, regulatory subunit B (B56), gamma isoform	NM_152860	chr14q32.31	Associated with FO
202838_at	FUCA1	fucosidase, alpha-L- 1, tissue	NM_173535	chr1p36.11	Associated with FO
218967_s_at	PTER	phosphotriesterase related	NM_138939	chr10p13	Associated with FO
209112_at	CDKN1B	cyclin-dependent kinase inhibitor 1B (p27, Kip1)	NM_018685	chr12p13.1	Associated with FO
213373_s_at	CASP8	caspase 8, apoptosis-related cysteine peptidase	AI478419	chr2q33.1	Associated with FO
201134_x_at	COX7C	cytochrome c oxidase subunit VIIc	NM_138379	chr5q14.3	Associated with FO
209861_s_at	METAP2	methionyl aminopeptidase 2	NM_144997	chr12q22	Associated with FO
222204_s_at	RRN3	RRN3 RNA polymerase I transcription factor homolog (S. cerevisiae)	NM_052839	chr16p13.11	Associated with FO
220235_s_at	C1orf103	chromosome 1 open reading frame 103	NM_173699	chr1p13.3	Associated with FO
201634_s_at	CYB5B	cytochrome b5 type B (outer mitochondrial membrane)	NM_145020	chr16q22.1	Associated with FO
201566_x_at	ID2	inhibitor of DNA binding 2, dominant negative helix-loop-helix protein	NM_144506	chr2p25.1	Associated with FO
217965_s_at	SAP30BP	SAP30 binding protein	NM_053284	chr17q25.1	Associated with FO
219571_s_at	ZNF12	zinc finger protein 12	AF348982	chr7p22.1	Associated with FO
217887_s_at	EPS15	epidermal growth factor receptor pathway substrate 15	NM_033130	chr1p32.3	Associated with FO
213263_s_at	PCBP2	poly(rC) binding protein 2	NM_145275	chr12q13.13	Associated with FO
204207_s_at	RNGTT	RNA guanylyltransferase and 5-phosphatase	NM_006699	chr6q15	Associated with FO
207305_s_at	KIAA1012	KIAA1012	NM_144587	chr18q12.1	Associated with FO
209303_at	NDUFS4	NADH dehydrogenase (ubiquinone) Fe-S protein 4, 18kDa (NADH-coenzyme Q reductase)	NM_015167	chr5q11.2	Associated with FO
204689_at	HHEX	homeobox, hematopoietically expressed	NM_017821	chr10q23.33	Associated with FO
218572_at	CHMP4A	chromatin modifying protein 4A	NM_173523	chr14q12	Associated with FO
201366_at	ANXA7	annexin A7	NM_145025	chr10q22.2	Associated with FO
220742_s_at	NGLY1	N-glycanase 1	NM_172138	chr3p24.2	Associated with FO
212279_at	TMEM97	transmembrane protein 97	NM_138423	chr17q11.2	Associated with FO
202900_s_at	NUP88	nucleoporin 88kDa	NM_152905	chr17p13.2	Associated with FO
218319_at	PELI1	pellino homolog 1 (Drosophila)	NM_152304	chr2p14	Associated with FO
221820_s_at	MYST1	MYST histone acetyltransferase 1	NM_130384	chr16p11.2	Associated with FO
44790_s_at	C13orf18	chromosome 13 open reading frame 18	NM_173668	chr13q14.12	Associated with FO
219035_s_at	RNF34	ring finger protein 34	BC032621	chr12q24.31	Associated with FO
213264_at	PCBP2	poly(rC) binding protein 2	NM_054113	chr12q13.13	Associated with FO
210028_s_at	ORC3L	origin recognition complex, subunit 3-like (yeast)	NM_024607	chr11q14.1	Associated with FO
213594_x_at	FUSIP1	FUS interacting protein (serine/arginine-rich) 1	BM726008	chr1p36.11	Associated with FO
218310_at	RABGEF1	RAB guanine nucleotide exchange factor (GEF) 1	NM_138429	chr7q11.21	Associated with FO
204332_s_at	AGA	aspartylglucosaminidase	NM_033066	chr4q34.3	Associated with FO
217822_at	WBP11	WW domain binding protein 11	NM_144575	chr12p12.3	Associated with FO
218059_at	ZNF706	zinc finger protein 706	NM_001727	chr1q42.11	Associated with FO
204951_at	RHOH	ras homolog gene family, member H	NM_080877	chr4p14	Associated with FO
207338_s_at	ZNF200	zinc finger protein 200	NM_031440	chr16p13.3	Associated with FO
201457_x_at	BUB3	BUB3 budding uninhibited by benzimidazoles 3 homolog (yeast)	NM_153211	chr10q26.13	Associated with FO
211228_s_at	RAD17	RAD17 homolog (S. pombe)	NM_014552	chr5q13.2	Associated with FO
209609_s_at	MRPL9	mitochondrial ribosomal protein L9	NM_152843	chr1q21.3	Associated with FO
201386_s_at	DHX15	DEAH (Asp-Glu-Ala-His) box polypeptide 15	NM_145041	chr4p15.2	Associated with FO
221007_s_at	FIP1L1	FIP1 like 1 (S. cerevisiae)	NM_022116	chr4q12	Associated with FO
202673_at	DPM1	dolichyl-phosphate mannosyltransferase polypeptide 1, catalytic subunit	NM_138337	chr20q13.13	Associated with FO
213189_at	MINA	MYC induced nuclear antigen	NM_144714	chr3q11.2	Associated with FO
218616_at	INTS12	integrator complex subunit 12	NM_173639	chr4q24	Associated with FO
201196_s_at	AMD1	adenosylmethionine decarboxylase 1	BC034926	chr6q21	Associated with FO
200692_s_at	HSPA9	heat shock 70kDa protein 9 (mortalin)	J02843	chr2q36.1	Associated with FO
212245_at	MCFD2	multiple coagulation factor deficiency 2	NM_080820	chr2p21	Associated with FO
221998_s_at	VRK3	vaccinia related kinase 3	NM_172000	chr19q13.33	Associated with FO
209501_at	CDR2	cerebellar degeneration-related protein 2, 62kDa	NM_145297	chr16p12.1	Associated with FO
209472_at		kynurenine aminotransferase III	NM_080601	chr1p22.2	Associated with FO
202560_s_at	C1orf77	chromosome 1 open reading frame 77	NM_152514	chr1q21.3	Associated with FO
211988_at	SMARCE1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1	NM_052889	chr17q21.2	Associated with FO
222250_s_at	INTS7	integrator complex subunit 7	NM_153608	chr1q32.3	Associated with FO
206036_s_at	REL	v-rel reticuloendotheliosis viral oncogene homolog (avian)	NM_145027	chr2p16.1	Associated with FO
211594_s_at	MRPL9	mitochondrial ribosomal protein L9	NM_020764	chr1q21.3	Associated with FO
212429_s_at	GTF3C2	general transcription factor IIIC, polypeptide 2, beta 110kDa	NM_021044	chr2p23.3	Associated with FO
209090_s_at	SH3GLB1	SH3-domain GRB2-like endophilin B1	NM_022457	chr1p22.3	Associated with FO
210093_s_at	MAGOH	mago-nashi homolog, proliferation-associated (Drosophila)	NM_032591	chr1p32.3	Associated with FO
213872_at	C6orf62	Chromosome 6 open reading frame 62	NM_172207	chr6p22.2	Associated with FO
203269_at	NSMAF	neutral sphingomyelinase (N-SMase) activation associated factor	NM_052836	chr8q12.1	Associated with FO
208896_at	DDX18	DEAD (Asp-Glu-Ala-Asp) box polypeptide 18	NM_147197	chr2q14.1	Associated with FO
202576_s_at	DDX19B	DEAD (Asp-Glu-Ala-As) box polypeptide 19B	NM_173549	chr16q22.1	Associated with FO
202797_at	SACM1L	SAC1 suppressor of actin mutations 1-like (yeast)	NM_153007	chr3p21.31	Associated with FO
201519_at	TOMM70A	translocase of outer mitochondrial membrane 70 homolog A (S. cerevisiae)	NM_172098	chr3q12.2	Associated with FO
205039_s_at	IKZF1	IKAROS family zinc finger 1 (Ikaros)	NM_152696	chr7p12.2	Associated with FO
219498_s_at	BCL11A	B-cell CLL/lymphoma 11A (zinc finger protein)	NM_153773	chr2p16.1	Associated with FO
218089_at	C20orf4	chromosome 20 open reading frame 4	NM_153454	chr20q11.23	Associated with FO
203247_s_at	ZNF24	zinc finger protein 24	BC040487	chr18q12.2	Associated with FO
212118_at	TRIM27	tripartite motif-containing 27	NM_170706	chr6p22.1	Associated with FO
204440_at	CD83	CD83 molecule	NM_000497	chr6p23	Associated with FO
213846_at	COX7C	cytochrome c oxidase subunit VIIc	NM_147174	chr5q14.3	Associated with FO
219206_x_at	TMBIM4	transmembrane BAX inhibitor motif containing 4	NM_152568	chr12q14.3	Associated with FO
219006_at	C6orf66	chromosome 6 open reading frame 66	NM_153755	chr6q16.1	Associated with FO
219119_at	LSM8	LSM8 homolog, U6 small nuclear RNA associated (S. cerevisiae)	NM_152568	chr7q31.31	Associated with FO
218108_at	C14orf130	chromosome 14 open reading frame 130	NM_145756	chr14q32.12	Associated with FO
210347_s_at	BCL11A	B-cell CLL/lymphoma 11A (zinc finger protein)	NM_053049	chr2p16.1	Associated with FO
201606_s_at	PWP1	PWP1 homolog (S. cerevisiae)	NM_138819	chr12q23.3	Associated with FO
210092_at	MAGOH	mago-nashi homolog, proliferation-associated (Drosophila)	NM_024607	chr1p32.3	Associated with FO
