Target ID	UniGene ID	GenBank ID	Entrez ID	t-test	fold change (clear cell/nose)
MTMR12		6590685	54545	0.003033332	2.892041147
C7ORF55		1660608	154791	0.000648642	2.889107579
CDKN1B		130309	1027	2.14E-05	2.888401442
C3ORF26		520224	84319	0.000114251	2.886850694
CGI96		3130598	27341	2.99E-05	2.883909854
TMEM205		7210528	374882	0.000109616	2.882592761
SNHG4		6520592	0	0.000272473	2.88075143
MRPS9		4830731	64965	6.60E-06	2.880630029
ATP6V1E2		4010477	90423	1.84E-05	2.87626225
SHMT1		2690528	6470	0.004433551	2.873629571
CAD		3360402	790	5.07E-06	2.871997545
RFC3		3890309	5983	0.003018035	2.869728751
LOC644334		4040066	644334	0.000753422	2.869183236
SNHG3RCC1		3710373	751867	0.000123678	2.858430083
LETMD1		4150575	25875	1.13E-05	2.856027213
MCM7		1470195	4176	5.30E-05	2.855314748
	Hs.579530	990719	0	0.005655429	2.855006166
GPATCH4		1820544	54865	6.83E-05	2.854344143
RPS6KA1		4730739	6195	0.000375276	2.853415741
TMEM56		540647	148534	0.000782198	2.849316291
AKAP7		5340504	9465	2.74E-05	2.844151365
CHKA		6330170	1119	1.38E-05	2.841168219
DLG7		240221	9787	0.004708849	2.83899964
HIST1H4C		3890349	8364	6.65E-07	2.837145167
TAF4		770520	6874	7.40E-06	2.836972219
CENPE		6100564	1062	0.005524033	2.83217415
MED30		1230292	90390	0.000152735	2.826250196
LLGL2		4280468	3993	0.000198314	2.822888181
FHDC1		3360349	85462	0.003690571	2.822567846
TRAP1		4670092	10131	3.38E-06	2.822097168
MRPL11		4670424	65003	5.69E-06	2.820790081
ADIPOR2		6960685	79602	1.57E-05	2.817431971
CSNK2A2		6110187	1459	7.54E-05	2.817187682
MRPL12		5080546	6182	9.38E-06	2.81677635
RFC5		4890731	5985	9.45E-05	2.814509428
COQ2		5720128	27235	1.61E-06	2.806923225
RAB3IP		1410603	117177	0.000933889	2.80677302
C11ORF82		2570019	220042	0.009684823	2.802613739
BRI3BP		7160601	140707	8.03E-05	2.801043089
IMPDH2		4590026	3615	0.000113559	2.800156798
CENPA		4760577	1058	0.000132622	2.796961887
ZFP36L2		7050300	678	0.000396397	2.79639183
CHTF18		1770689	63922	0.000809634	2.792199312
HIC2		5820672	23119	0.000129523	2.786655625
C3ORF26		3610372	84319	0.0015442	2.78611936
XRCC3		670014	7517	0.000979219	2.783298429
RRP1B		6480609	23076	3.74E-06	2.782758143
LIG1		5050113	3978	0.000264795	2.780758506
LOC388275		2940066	388275	3.45E-05	2.778216082
S100A13		5870577	6284	0.003656059	2.772829706
STOX1		5560706	219736	0.000428493	2.767832565
SH2D5		3450458	400745	0.000210088	2.766562734
	Hs.7572	6400390	0	9.78E-06	2.764065011
POP5		4560528	51367	8.30E-05	2.763719286
NOXA1		630181	10811	0.002881894	2.763344951
PIWIL4		4540333	143689	0.000404598	2.759020269
TMPO		3400630	7112	0.000180546	2.756421887
PANK1		5080521	53354	0.000304466	2.750977686
LRRC28		3140537	123355	9.57E-08	2.750183931
JAG2		6560056	3714	0.009848141	2.743885942
XRCC6		6380347	2547	8.85E-06	2.741961625
PRC1		2070494	9055	0.003281203	2.73986773
PA2G4		5270280	5036	0.000121101	2.73951953
MCM6		5690274	4175	0.000136692	2.737279812
MANEAL		3850685	149175	0.001605207	2.737226695
P2RX4		2060605	5025	0.004604428	2.734641556
KIF4A		1430129	24137	0.001002526	2.732184954
SNRPF		650301	6636	5.18E-06	2.729302437
MTFR1		6770348	9650	0.000810575	2.726908987
LGTN		5340414	1939	9.05E-05	2.722415623
UGT2B11		5560170	10720	0.003466045	2.722131107
SMOX		270068	54498	3.44E-05	2.7202042
ERP29		830730	10961	0.004885197	2.718336823
RTKN		6100382	6242	0.002131021	2.714294186
RIPK4		5860138	54101	4.99E-05	2.713473065
KIAA1553		5900047	57673	4.09E-10	2.713173975
TPK1		1050079	27010	0.005928703	2.711501036
CNOT10		1300463	25904	5.35E-08	2.71124993
CYC1		1770520	1537	0.000111707	2.710689966
MCM4		2630711	4173	0.000923949	2.708157935
CDC25C		4200451	995	0.000701704	2.703698813
SLC6A6		2810280	6533	0.000676468	2.702125484
CCDC49		730253	54883	0.000238476	2.700907645
RNF19B		130403	127544	5.48E-06	2.700602719
WARS		4860224	7453	0.005376457	2.699687176
PPP1R3B		5870608	79660	0.008506704	2.699406218
NTN1		150494	9423	0.00225377	2.698052683
PXMP2		540131	5827	3.16E-05	2.696756375
LGR4		4560609	55366	0.00054327	2.69597055
DBNDD1		7210674	79007	5.19E-05	2.693896154
MTA3		2710471	57504	5.98E-05	2.685470784
PHKA2		1050059	5256	2.00E-05	2.684357802
CLCC1		3610722	23155	0.001350509	2.683964573
FBXO17		7100064	115290	0.000166284	2.68057497
SLC35B1		5290692	10237	7.29E-06	2.677475954
NSUN5		5340458	55695	2.48E-05	2.675366992
SYT14		4120259	255928	0.00030088	2.673593518
PHF17		7150189	79960	0.004506156	2.672062204
PYCR1		6520681	5831	0.002224046	2.671636416
SCD		2140128	6319	0.001869159	2.66874032
EIF2A		5820068	83939	2.35E-06	2.662033153
PAX8		5560593	7849	0.004395864	2.661992691
PLEKHG2		1690170	64857	0.003380493	2.660307612
DUS3L		6270475	56931	1.05E-05	2.657712114
THOC5		3440167	8563	9.16E-07	2.656721935
POU5F1P1		6450746	0	0.008925652	2.656216072
GALIG		1660647	81625	0.00108526	2.654942274
TTC32		5670114	130502	0.000132864	2.654629079
N4BP2		2650408	55728	1.02E-05	2.647059567
PDCD2		6860452	5134	1.83E-05	2.646570808
USP1		3400008	7398	7.91E-06	2.645707294
C9ORF164		6280082	349236	0.000765122	2.644656962
SMC4		5910689	10051	0.004688673	2.644420058
FOXRED2		160181	80020	1.36E-05	2.644263471
MAGMAS		6380220	51025	8.97E-07	2.643389108
ITPKA		6560546	3706	0.002261039	2.642381217
GPHN		1110544	10243	9.19E-05	2.641759194
FAM54A		4220544	113115	0.000377084	2.639920197
COL4A3BP		4120707	10087	0.007160899	2.639909051
CLIP2		730523	7461	0.004531983	2.638797293
FEN1		3370703	2237	0.000205443	2.635845742
LOC729148		5670397	729148	0.000116308	2.634473676
AXIN1		3460754	8312	1.64E-06	2.63322627
CPT1A		5290358	1374	0.004921019	2.631738214
HNF4G		1430014	3174	0.001880752	2.628996214
EXO1		1770646	9156	0.003024435	2.625330744
ACN9		520575	57001	0.000322729	2.625063599
EEF1E1		50301	9521	3.29E-05	2.623041433
MCM3		6650053	4172	0.001936373	2.6212418
	Hs.166545	730220	0	8.71E-07	2.620727775
PRKCE		1690039	5581	0.000136164	2.617565404
FER1L3		3170273	26509	3.34E-05	2.614515795
KHSRP		7000470	8570	4.74E-06	2.614356156
SSH2		2810468	85464	0.003588609	2.610627601
WDR4		3930703	10785	0.002942345	2.608837863
TOP1MT		7610671	116447	0.000142311	2.608578144
TCF2		6860390	6928	0.000369406	2.606423123
PTPN6		6400465	5777	0.003447904	2.605981859
NHS		2970020	4810	0.003809253	2.605815503
C5AR1		6450092	728	0.003410987	2.604310194
LOC728564		5810465	728564	5.94E-06	2.603671951
CCDC109A		4050382	90550	0.000421951	2.603405521
MTL5		7550719	9633	0.003924679	2.603374566
C16ORF59		6560725	80178	7.53E-05	2.603281053
PQBP1		3400196	10084	2.67E-05	2.600633294
ARMC7		730020	79637	0.002050627	2.60032707
GTSE1		6980382	51512	0.002047259	2.596766238
C1ORF97		6020315	84791	4.17E-05	2.596411843
ETV4		990577	2118	0.00299066	2.594490466
FAM135A		5820113	57579	4.82E-06	2.594306
ZNF618		7550523	114991	0.00257875	2.594258939
CNNM4		6020400	26504	8.25E-05	2.593438594
TMEM149		5670139	79713	0.000338442	2.593290751
LAPTM4B		6650348	55353	2.17E-05	2.587943786
TMEM38B		7550243	55151	5.54E-06	2.585510413
TRIM28		3890600	10155	4.88E-05	2.585203356
CS		2140408	1431	2.68E-06	2.582220135
RGS10		1440209	6001	0.002516057	2.579217908
	Hs.98330	380301	0	0.003869128	2.578639385
NT5C3L		3400408	115024	0.000119035	2.578538676
MATR3		1710731	9782	0.000421266	2.577402261
PKP4		5890440	8502	3.45E-05	2.576338745
HEATR2		5290037	54919	5.94E-06	2.576030255
LOC642946		5080201	642946	0.00618972	2.575268759
WDR8		1940605	49856	0.000180144	2.574463367
IMP4		6560041	92856	2.54E-06	2.56907837
PDCD2L		4590424	84306	5.20E-05	2.568835579
C2ORF15		2900600	150590	0.000117222	2.565994154
EBPL		5490477	84650	1.58E-05	2.565761792
TCF2		2630491	6928	6.76E-05	2.564618541
GMCL1		110095	64395	6.37E-05	2.563963915
C20ORF45		7000403	51012	8.06E-05	2.563960805
PCCB		540056	5096	2.13E-06	2.562893123
CABC1		6220180	56997	0.000480416	2.562792658
ALKBH2		1340537	121642	1.16E-05	2.56267255
VARS2		1500753	57176	0.001234036	2.558363061
LOC644096		3930349	644096	3.30E-05	2.557534043
WDR67		6040554	93594	0.007489887	2.556256716
TH1L		6250017	51497	3.69E-05	2.555890407
MTL5		2360121	9633	0.005403867	2.551057819
FAM125B		650619	89853	0.00761431	2.550830665
CCND3		6380370	896	0.006275992	2.550783493
SNRPF		460114	6636	1.57E-05	2.550138325
SLBP		3290291	7884	0.002573397	2.548351021
RRP9		3460634	9136	0.008155642	2.545099721
CELSR3		6350437	1951	0.000663939	2.5446474
TEAD4		4040746	7004	0.000229818	2.539394348
	Hs.568777	2340414	0	0.00017421	2.538327181
ATP5D		1110377	513	0.007600382	2.53733955
GGA2		2190121	23062	0.001617778	2.536820459
FASN		5310634	2194	0.000386702	2.536476326
ZNF364		7380382	27246	2.28E-08	2.53635539
GUSBL1		5670672	0	9.48E-06	2.528383938
CMTM4		2230630	146223	0.000763958	2.528022811
GRAMD4		6380112	23151	0.000168214	2.525799128
PDCL3		460750	79031	6.91E-05	2.525477412
STRBP		5340692	55342	2.75E-05	2.522780462
IVNS1ABP		6760671	10625	4.76E-06	2.521040692
C21ORF57		6380187	54059	0.00530356	2.520568867
TRIM7		6330397	81786	0.000726382	2.520398003
PCK2		1510114	5106	0.000822085	2.51872353
LMNB1		3420593	4001	5.55E-05	2.516980646
LOC199800		5960735	199800	6.17E-06	2.506291212
NBN		3610343	4683	0.009027853	2.506026181
MCM3APAS		6380438	0	0.000824963	2.504836983
STOML2		6650458	30968	2.33E-05	2.503631472
LOC728193		6590553	728193	0.000380333	2.502726768
PDGFB		4040397	5155	0.00438825	2.50153261
POLQ		4060056	10721	0.008875093	2.500404782
CMTM7		4250048	112616	0.000638985	2.500089682
PANK1		6620133	53354	0.000749084	2.499869117
RAD9A		2370102	5883	0.000218411	2.496148178
PPM1B		3450681	5495	0.000233591	2.496135727
MBOAT5		2370291	10162	0.00365815	2.495835917
NCAPD2		2680497	9918	0.000354693	2.494544093
FOXRED2		6180487	80020	1.66E-06	2.492919608
CDC25C		3460152	995	0.00129852	2.492897727
	Hs.105791	6100446	0	6.12E-05	2.492448501
FANCG		4220612	2189	4.49E-05	2.491912279
NPAS1		2900373	4861	0.004959072	2.491369333
ONECUT2		6350192	9480	0.007128186	2.490851058
TH1L		4390288	51497	4.65E-05	2.487815969
SNORD25		7200082	0	0.000813017	2.486995887
	Hs.137274	830537	0	0.006430804	2.486243237
THOC4		460286	10189	0.002807862	2.48505071
ONECUT2		2480431	9480	0.008488758	2.483574406
SMARCC2		6510402	6601	4.85E-05	2.483249704
IVNS1ABP		4280228	10625	9.76E-05	2.482737121
ADA		7210192	100	1.67E-05	2.482054597
LOC650369		1690465	650369	2.04E-05	2.481785311
HSZFP36		5220041	55552	7.14E-05	2.480991189
TOMM40		1740494	10452	5.91E-05	2.47757676
SLC25A16		4260689	8034	0.000594488	2.476097093
HELLS		4540768	3070	6.56E-05	2.47209129
IVNS1ABP		5560338	10625	0.000415638	2.470417899
COG2		6550647	22796	0.000618427	2.466797285
CDK2		2350286	1017	0.000816644	2.465347795
DYNLL2		3400551	140735	5.53E-05	2.464661456
EXOSC1		1260753	51013	0.002992529	2.464312017
EMG1		4850091	10436	2.19E-05	2.462123883
FBXO17		2140047	115290	0.000241783	2.461539805
NDUFAF2		5720398	91942	2.62E-06	2.461479695
CCDC34		7040184	91057	0.000141268	2.461261115
USP36		7160612	57602	0.000548014	2.460567187
C15ORF39		870110	56905	0.000769418	2.458823839
RPS15A		7100717	6210	9.92E-07	2.456904887
MFSD5		6900600	84975	2.05E-05	2.456617296
LOC728037		7380619	728037	8.24E-05	2.455844088
CSRP2BP		1070551	57325	6.72E-05	2.455781196
ARL6IP2		2850494	64225	0.0004644	2.455649202
C6ORF52		6040156	347744	0.002658505	2.45344946
KCTD13		2100189	253980	2.95E-07	2.450228681
C1ORF131		4760692	128061	6.79E-06	2.445171185
SON		1110017	6651	0.000914282	2.445152532
TGIF1		3140369	7050	0.000107038	2.440111149
C7ORF20		6560608	51608	0.000184792	2.438849653
RAVER2		6370039	55225	9.88E-06	2.437449214
RRS1		4120437	23212	0.000688295	2.436660272
RNASEH2A		4230068	10535	2.66E-05	2.436372506
FZD3		1470121	7976	6.22E-05	2.435505184
SNRPB		4860243	6628	0.000282257	2.434969434
SHMT2		10341	6472	0.000278369	2.429595733
CCDC138		6960189	165055	0.002035663	2.426968205
LSM2		4540349	57819	0.00054633	2.425945751
GLIS3		3140494	169792	9.81E-05	2.424771647
TMEM177		3930278	80775	4.05E-05	2.424612659
CCDC97		6650201	90324	0.000662462	2.423618672
C10ORF76		730593	79591	0.000275592	2.423587625
FAM136A		3890671	84908	1.10E-05	2.423153543
MCM3		6290494	4172	0.001710844	2.421998845
FLJ46906		3940050	441172	0.007468893	2.421123475
CSPG5		160397	10675	0.002781988	2.416691684
GAS8		6860291	2622	0.001533637	2.416020848
KIAA0802		7330673	23255	0.00153991	2.414696233
HDGF		6110474	3068	2.62E-07	2.41343886
ATIC		1770546	471	8.05E-06	2.413414494
HINT2		1570370	84681	0.004983013	2.413260167
CCDC45		2070593	90799	0.001071953	2.412924047
WBSCR22		6370538	114049	0.000116933	2.411685812
ZNF518A		4220161	9849	2.30E-05	2.410908758
UBQLN4		3610487	56893	0.003047429	2.40914635
POGK		6220368	57645	3.85E-06	2.406497449
PSMB3		3710332	5691	1.35E-06	2.405659641
SNORA10		4610201	0	0.000269045	2.404883055
SUV39H1		20195	6839	0.000783318	2.404679687
GNPDA1		2600059	10007	0.000188904	2.404058285
PPP1R9A		5260307	55607	5.99E-05	2.403845959
CHRNA5		1570224	1138	0.00564095	2.403352825
RALY		1340092	22913	0.00022324	2.403272616
BARD1		5080561	580	0.006815571	2.403200719
PITPNM1		6960215	9600	0.000707357	2.402493777
MRPS15		3400674	64960	1.02E-06	2.401585524
FOXM1		2650364	2305	4.74E-05	2.401181412
MYO9A		1690288	4649	0.001654142	2.396660932
GMCL1		3290717	64395	0.002314643	2.395878691
CPM		4590603	1368	0.000179199	2.3956821
CNFN		7570494	84518	0.003593395	2.393327594
UGT2B17		6860392	7367	0.001875962	2.391170087
SETDB1		6450722	9869	3.79E-07	2.390744004
EP400		6330195	57634	3.19E-06	2.38915742
L3MBTL2		5870646	83746	0.000243447	2.385938059
MPHOSPH10		2350563	10199	1.49E-06	2.384066069
TBRG4		830341	9238	0.000207151	2.38397705
ATP5S		5560053	27109	1.34E-08	2.383925251
ZNF443		6370376	10224	2.90E-05	2.382411148
ALG13		6660411	55849	0.000536839	2.380402294
SP2		1260201	6668	3.36E-05	2.377392286
CBFA2T2		2940762	9139	0.00215634	2.377275824
EZH2		60639	2146	5.75E-05	2.374472819
EBAG9		4900270	9166	6.53E-05	2.374193771
MND1		3870372	84057	0.000240901	2.37324519
CSPP1		3870608	79848	2.69E-05	2.373048687
TTC13		4490014	79573	0.003965487	2.37258572
ATAD2		1410242	29028	0.009172214	2.371860219
TRAK1		4570707	22906	0.005614546	2.371783893
KLHL13		6550328	90293	0.000944318	2.371258601
ZFAND1		7000037	79752	0.000496688	2.370132999
ATP5L		6370411	10632	2.46E-06	2.367868891
ONECUT2		110189	9480	0.000986177	2.364565727
SARS2		4730168	54938	0.000203508	2.364345707
LOC158318		5890026	158318	2.53E-05	2.362605852
TIMM10		3310376	26519	0.002422608	2.361456007
C9ORF100		6370528	84904	0.000103332	2.360983996
SERPINB1		3190112	1992	0.009388008	2.359283329
RAPGEF6		3390504	51735	2.07E-05	2.357101606
C20ORF20		7380634	55257	4.06E-06	2.356473141
CCDC23		630086	374969	1.24E-06	2.355898202
NUP210		2320215	23225	0.000275242	2.355552239
GPATCH4		4610136	54865	0.004302322	2.35534573
CHD7		1580487	55636	4.34E-05	2.354419575
TYSND1		1940288	219743	0.000354699	2.354243825
ALKBH7		3310324	84266	0.000137193	2.353179084
ZXDC		5700132	79364	8.49E-06	2.353086127
SPATA2		4200608	9825	3.12E-07	2.352866159
NVL		2900551	4931	6.49E-06	2.350830887
STARD7		4210750	56910	8.24E-07	2.348972195
MPHOSPH9		6590707	10198	1.22E-06	2.348164934
NSMCE2		2480719	286053	0.001171864	2.345228206
YOD1		4590020	55432	1.32E-07	2.34440985
LETMD1		1850379	25875	0.000236495	2.343425637
BAPX1		1780075	579	0.003443492	2.342312542
TFDP2		7200678	7029	0.009689774	2.342172648
MYO19		5910020	80179	0.001843192	2.341905579
PTPN3		1470746	5774	0.000168715	2.341351788
H1FX		7610538	8971	5.62E-05	2.340959905
TMEM55B		5220152	90809	2.70E-06	2.340446474
PAX6		1740100	5080	0.009470509	2.340120859
TMEM194		1110494	23306	0.000559605	2.338799119
SFXN4		1820706	119559	2.14E-06	2.338499243
ECE2		4230368	9718	0.000218333	2.336770062
LOC145853		7150280	145853	2.97E-06	2.336504418
ADCK2		1780647	90956	0.007142831	2.335841527
HMGB3		7570050	3149	4.61E-05	2.334687561
PPTC7		1090546	160760	0.001025612	2.334613213
MRPS24		2680767	64951	4.62E-05	2.334599127
FOXRED1		1240309	55572	0.001111518	2.334516084
WWC1		1090575	23286	5.25E-05	2.332037181
MAD2L2		2510278	10459	6.53E-06	2.330025213
SGK2		780132	10110	0.006760906	2.329311688
FLJ39827		5420400	139285	0.00309675	2.329069178
C5ORF34		770102	375444	0.003104744	2.328020587
QSOX2		290441	169714	0.000368234	2.326106711
GPR110		6960367	266977	0.007789769	2.324058534
NRM		5670059	11270	7.76E-06	2.323473845
SULT1C2		6900075	6819	0.004904342	2.322619763
MGC40489		3420400	0	0.004623587	2.322534433
RGS10		3830092	6001	0.0059491	2.321695662
NCAPD3		1570551	23310	0.000544711	2.319573965
CBARA1		1010465	10367	0.00356583	2.319379266
ACY1		1400341	95	0.000210845	2.318753286
PSMC3IP		7650592	29893	0.000759639	2.318463295
FLJ22184		7210576	80164	9.59E-05	2.316741708
	Hs.493947	6330215	0	0.000280469	2.315666897
RAD54B		3190349	25788	0.000456308	2.315198693
LOC727762		7210184	727762	0.000263508	2.313906051
WDR34		6200195	89891	1.99E-05	2.313395067
	Hs.128708	870026	0	0.005591888	2.313348131
STAG3L4		6380612	64940	0.009293203	2.31101182
IMPDH1		3120431	3614	0.000501449	2.309686706
MGC24039		1190047	160518	0.009561822	2.309144617
SETBP1		5310079	26040	0.000105361	2.308582957
ERCC3		6840040	2071	2.72E-06	2.307778199
LHX6		7550193	26468	0.007557627	2.307491568
BANF1		150767	8815	4.57E-06	2.306144296
MRRF		3390577	92399	3.00E-05	2.30581447
TEAD4		3290286	7004	2.47E-06	2.304487785
RPUSD3		6660195	285367	2.74E-05	2.302954584
ZNF594		620292	84622	0.001742544	2.302759556
CCDC21		1990730	64793	3.58E-06	2.302380306
MASTL		20521	84930	6.82E-05	2.300817347
DDX18		6060201	8886	0.000346662	2.300345121
RPL8		1050709	6132	0.009665653	2.299578626
KIAA1804		460743	84451	5.71E-05	2.299328041
KLHL23		4070358	151230	0.003625626	2.299312017
	Hs.25892	3130358	0	1.02E-05	2.298691326
RDM1		5820056	201299	0.005009784	2.298626395
MELK		2340392	9833	0.009646839	2.298151434
MCEE		5290408	84693	3.64E-05	2.297984951
C11ORF59		290035	55004	5.52E-05	2.297943088
ANKRD20A1		6450661	84210	0.000127847	2.296981086
SLC16A10		7550192	117247	0.003687397	2.296785726
SRD5A1		1050278	6715	0.000409845	2.295241712
CKAP5		630333	9793	6.11E-06	2.293023304
C14ORF130		3290209	55148	0.001332406	2.291437995
C7ORF44		5090687	55744	0.001056859	2.291203613
NIBP		5890072	83696	0.003542441	2.291123439
DDX56		7380653	54606	2.79E-05	2.288764258
PHOSPHO2		5810086	493911	0.000648138	2.288552634
ATP6V0A2		620092	23545	4.83E-05	2.287562856
C11ORF54		3360370	28970	0.000466823	2.284657375
ZCCHC11		4260093	23318	0.000926126	2.284048402
C2ORF34		4120356	79823	1.48E-05	2.282655855
NYSAR48		6280674	93323	8.53E-06	2.281412453
THOP1		770672	7064	2.63E-05	2.281311639
ACACA		2630692	31	0.004209133	2.279785056
HSPA14		6660497	51182	0.000719299	2.278106723
KIAA0664		7400711	23277	0.000933222	2.27711261
SETD1A		2510674	9739	1.21E-05	2.276254119
CHAF1B		4610731	8208	0.000933038	2.275063959
LOC728226		4560767	728226	0.007154733	2.274940427
C14ORF105		6060189	55195	0.000977875	2.274326443
BCCIP		2940040	56647	0.000865086	2.270218522
CDC25C		20605	995	0.000597704	2.269925064
MRPS27		6110561	23107	3.08E-06	2.268560967
ACTL6A		5080603	86	7.44E-05	2.267486591
DMN		2760735	23336	4.49E-05	2.266636855
C14ORF147		1410050	171546	3.30E-05	2.266292623
C16ORF33		4760450	79622	0.000634391	2.266086539
PTPN2		3990731	5771	0.001047118	2.265839985
LOC442329		3370670	442329	0.008967932	2.261798483
POLD1		290731	5424	1.38E-05	2.258118888
HNRNPAB		1820398	3182	0.000100371	2.25795066
ATP5G1		5870446	516	0.002787229	2.25701132
TSPAN15		5080075	23555	0.003859677	2.255318952
ARRB1		5670673	408	0.003169551	2.253248302
PROSC		1050039	11212	5.81E-06	2.2521651
GLIS3		6560017	169792	0.001145177	2.25179746
KIAA1688		4850300	80728	1.34E-05	2.251097426
TAF15		10176	8148	0.000107568	2.251018907
NUP155		6060685	9631	0.000176599	2.250371732
RPA3		4150458	6119	0.005271315	2.249876935
DYRK2		6560523	8445	0.00136244	2.249842695
PAQR7		4150017	164091	0.001927675	2.248744103
UQCRFS1		7510014	7386	0.000575307	2.248426308
WDR20		3130494	91833	0.000678327	2.248273187
HMBS		7320021	3145	0.000691783	2.247758464
LTBR		4640064	4055	0.001726208	2.246922243
TSGA14		6280609	95681	0.009570618	2.24664483
ZDHHC7		5360154	55625	0.003771491	2.245714082
ANKRD39		6220553	51239	0.000192374	2.243915385
THEM2		1580427	55856	0.00013346	2.242846572
RPS26		6590377	6231	2.30E-06	2.24220389
MBD6		1770343	114785	0.000108907	2.240201891
NAT10		1170554	55226	0.001954787	2.238946243
PI4KAP2		1240136	375133	0.000896222	2.237231726
LIPT1		2970088	51601	4.44E-05	2.236244796
HIP1R		1260274	9026	0.000282695	2.234916479
FBXO46		2360328	23403	8.32E-06	2.234416788
HSPA9		430630	3313	0.000347635	2.23353896
SLC29A1		5910424	2030	0.004499824	2.233437689
LOC441408		4390504	441408	0.001400367	2.233286234
GTF3C5		1510438	9328	0.00063448	2.233088244
CKLF		1660528	51192	0.003260538	2.232990932
CASC3		2970463	22794	0.000120501	2.232510699
SFXN4		730092	119559	4.05E-06	2.232413461
NTHL1		2070184	4913	0.006866101	2.231423204
GOT1		5690373	2805	0.002078423	2.230474246
RBM4B		1710639	83759	0.000202809	2.229238633
CNNM3		6180463	26505	0.000331084	2.228894614
PGD		2900594	5226	0.000124904	2.228702503
GPI		4220064	2821	0.000483448	2.228271215
RHBDL1		510092	9028	0.002255638	2.227192519
CPT2		5360653	1376	1.08E-05	2.226387663
C21ORF66		3800091	94104	1.28E-07	2.226180335
RCC1		2570292	1104	0.001671868	2.226053631
SCYL1		1470376	57410	4.37E-07	2.225103332
CENPO		4560682	79172	0.001108978	2.224210106
APOOL		4250270	139322	4.52E-05	2.224034302
C6ORF155		20121	79940	0.001021901	2.22353766
C7ORF47		1240592	221908	3.92E-05	2.222914257
CNOT3		380309	4849	1.77E-06	2.222663593
CCNB1IP1		510114	57820	0.005185711	2.222393913
ANKRD16		3450274	54522	0.000123948	2.222032174
PHF5A		450598	84844	2.80E-06	2.220806765
MCM10		7570181	55388	0.005088017	2.220388478
C2ORF29		5700523	55571	8.26E-05	2.218964519
C1ORF181		150681	54680	0.002950757	2.218178712
OBFC2B		270196	79035	1.36E-06	2.216426482
AFTPH		2070600	54812	0.000108793	2.216138269
PABPC4		5310278	8761	0.000190034	2.216093861
ORAI1		5700717	84876	4.46E-05	2.215713956
MLL4		4060608	9757	4.43E-05	2.215539689
NUP93		5310068	9688	0.000452969	2.214549267
RBMX		6180537	27316	9.31E-06	2.212287217
C4ORF14		5220068	84273	1.15E-06	2.21124793
TMEM69		1230397	51249	1.45E-06	2.210561762
DGAT1		3610039	8694	2.03E-06	2.210085373
KLHL8		7100349	57563	0.00025144	2.20957524
E2F6		7510707	1876	0.000106451	2.208457394
COX15		4200100	1355	1.51E-05	2.207173316
AATF		6020372	26574	3.16E-05	2.206012608
FANCD2		2690240	2177	0.003152491	2.205984017
ABLIM1		3610315	3983	0.008036205	2.205516156
CRAMP1L		5340066	57585	2.17E-06	2.204871463
BLM		2450717	641	0.001185941	2.203216531
CMTM4		2120634	146223	0.001246602	2.201198957
CRSP2		6370563	9282	0.005657548	2.200853941
DFFA		2750639	1676	0.001562086	2.199735656
NOLC1		5960132	9221	3.26E-05	2.198414884
MID1IP1		6580121	58526	0.002332983	2.192309113
	Hs.92308	1340669	0	4.62E-06	2.191080045
IFRD2		4200152	7866	0.00010003	2.190839644
WBP11		5960278	51729	0.000157455	2.190503306
TCFL5		1510154	10732	2.72E-06	2.190248908
CHRAC1		610300	54108	9.81E-05	2.189916589
	Hs.369017	3940678	0	3.78E-06	2.189604909
DPM3		7320435	54344	0.000748545	2.188249417
BCDIN3D		7400246	144233	0.002093124	2.187389753
XRCC1		4590139	7515	5.79E-06	2.186977026
GPR172A		2140528	79581	0.00023258	2.186926816
NUP85		1430402	79902	5.98E-05	2.186354456
LOC440359		5870307	440359	3.22E-05	2.185713328
TOP3B		4900386	8940	0.000161528	2.185214431
LARP2		5910164	55132	0.002652212	2.185206356
ADSL		5870228	158	2.04E-06	2.18269039
C18ORF54		4920189	162681	0.005709156	2.182597258
AK2		5720669	204	2.44E-05	2.181721858
TRIM33		2450446	51592	0.000175043	2.180465895
GLTSCR2		3610286	29997	7.65E-06	2.180126528
MRTO4		130220	51154	0.000133632	2.180095979
NUP50		5890291	10762	0.001439241	2.179106723
MAD1L1		2630370	8379	0.005586843	2.17850093
C9ORF114		770692	51490	0.00147845	2.178393697
AGPAT5		830719	55326	0.000234995	2.17678758
TMEM9		1010110	252839	0.000888341	2.176087476
PAQR6		6550367	79957	0.001383108	2.175958664
C1ORF116		380026	79098	0.007554243	2.175696796
FAAH		1990471	2166	0.005217109	2.174480799
KIF15		5360386	56992	0.009674814	2.174211737
PRKDC		770390	5591	0.002451106	2.174094232
COMTD1		6960377	118881	0.000237313	2.172721
PNKP		7610184	11284	0.001613246	2.172654061
VWA1		3830100	64856	0.008086365	2.172087326
GCSH		60196	2653	0.002963263	2.171888867
BXDC2		2120445	55299	0.000143113	2.171559536
AFG3L2		1170538	10939	0.000524534	2.171366237
ZNF446		5810767	55663	7.32E-05	2.170628562
SLC1A4		6350392	6509	0.001687864	2.170164177
MKNK2		5050553	2872	0.002178032	2.169566393
MMAB		2140291	326625	0.003454657	2.169270655
LOC400214		4890079	400214	7.11E-05	2.163378885
ZNF823		6110048	55552	5.68E-05	2.162767582
ACD		1300154	65057	1.06E-05	2.16200676
