ProbeID	Gene Symbol	Gene Description	GenBank	GO	EntrezID	RefSeq	Cluster	p-value	log2(Moil_3h/DMSO)	log2(Moil_6h/DMSO)	log2(Moil_12h/DMSO)	log2(Moil_24h/DMSO)	log2(Moil_48h/DMSO)
scl54634.28.1_195-S	Drp2	dystrophin related protein 2	NM_010078	GO:0005198; GO:0005509; GO:0005515; GO:0005886; GO:0008270; GO:0046872	13497	NM_010078; NM_010078; NP_034208	2	0.00798615	0.186262036	-1.753432056	-0.796795983	-0.183174986	-3.867896464
GI_34996506-S	Ap1gbp1	AP1 gamma subunit binding protein 1	NM_194341	GO:0003674; GO:0005509; GO:0005575; GO:0006810; GO:0006897; GO:0008150; GO:0015031; GO:0016020	217030	NM_194341; NM_194341; NP_919322	3	0.010170846	-0.253356659	0.019155958	0.022306522	0.203377305	-0.046554702
GI_38050558-S	NA	NA	XM_356594	NA	NA	NA	3	0.03749243	-0.585990803	0.358811513	-0.013675878	-0.430409972	0.114356899
561-S	Prep	prolyl endopeptidase	AK007865	GO:0004252; GO:0004287; GO:0004287; GO:0005634; GO:0005737; GO:0006508; GO:0008233; GO:0008236; GO:0016787; GO:0019538	19072	NM_011156; NM_011156; NP_035286	3	0.037631917	-0.245587974	0.257766938	0.176652374	0.009926083	-0.217961496
2819-S	Gtdc1	glycosyltransferase-like domain containing 1	AK028468	GO:0003674; GO:0005575; GO:0006952; GO:0008150; GO:0009058	227835	NM_172662; NM_172662; NP_766250	3	0.038874181	-2.614474771	0.859999996	1.052897332	-0.799205255	0.620391502
2984-S	Mgat5	mannoside acetylglucosaminyltransferase 5	AK036567	GO:0006487; GO:0008375; GO:0016020; GO:0016021; GO:0016740; GO:0016757; GO:0030144	107895	XM_912670; XM_912670; XP_917763; NM_145128; NP_660110	3	0.033300496	-2.802207432	1.324934082	-0.42782872	-0.047595102	0.054929031
1731-S	NA	NA	AK037544	NA	NA	NA	3	0.037169476	-0.465740946	0.298527923	0.248228302	0.081569113	-0.18467471
4086-S	2610203E10Rik	RIKEN cDNA 2610203E10 gene	AK040509	GO:0008483; GO:0009058; GO:0016847	329470	NM_183220; NM_183220; NP_899043	3	0.034578597	-0.513325603	1.394073008	0.287654183	-0.327977462	-0.666518156
659-S	Usp14	ubiquitin specific peptidase 14	AK042356	GO:0004221; GO:0005625; GO:0006464; GO:0006511; GO:0006512; GO:0007268; GO:0008233; GO:0008234; GO:0016787; GO:0019717	59025	NM_001038589; NM_001038589; NP_001033678; NM_021522; NP_067497	3	0.045351908	-0.799709004	0.574676974	0.066204486	0.057373805	-0.430584749
3749-S	Helz	helicase with zinc finger domain	AK044226	GO:0003676; GO:0004386; GO:0008270	78455	NM_198298; NM_198298; NP_938040	3	0.048293171	-0.379823527	0.445275695	-0.074513238	-0.085337129	-0.287679792
3116-S	NA	NA	AK045609	NA	NA	NA	3	0.001521208	-3.308646184	0.056003218	0.971298844	0.603195107	-0.035380986
1192-S	5830428H23Rik	RIKEN cDNA 5830428H23 gene	AK045970	GO:0003676; GO:0005622; GO:0006355	414758	NM_001001737; NM_001001737; NP_001001737	3	0.036484244	-0.4585115	0.551342832	-0.160547279	-0.216758519	-0.432068197
2657-S	E130308A19Rik	RIKEN cDNA E130308A19 gene	AK047478	NA	230259	NM_001015681; NM_001015681; NP_001015681; NM_153158; NP_694798	3	0.015070291	-0.570029752	0.146464769	0.033255211	0.033740255	0.247771614
2132-S	Camk2g	calcium/calmodulin-dependent protein kinase II gamma	AK081969	GO:0000082; GO:0000166; GO:0004672; GO:0004674; GO:0004674; GO:0004674; GO:0004684; GO:0004685; GO:0004713; GO:0005516; GO:0005524; GO:0005524; GO:0006468; GO:0006468; GO:0006816; GO:0016301; GO:0016740; GO:0016740; GO:0046777	12325	XM_980738; XM_980738; XP_985832; NM_001039138; NP_001034227; NM_001039139; NP_001034228; NM_178597; NP_848712	3	0.016014571	-0.78104534	0.207657035	0.044983551	-0.131158578	0.455766915
2196-S	Dock4	dedicator of cytokinesis 4	AK049953	GO:0005085; GO:0016020	238130	NM_172803; NM_172803; NP_766391	3	0.007859441	-0.64865777	0.625873482	0.30573769	-0.032385066	0.262075774
2186-S	Vrk2	vaccinia related kinase 2	AK053297	GO:0000166; GO:0004672; GO:0004674; GO:0005524; GO:0005624; GO:0005783; GO:0006468; GO:0006468; GO:0016020; GO:0016021; GO:0016301; GO:0016740; GO:0046777	69922	NM_027260; NM_027260; NP_081536	3	0.0063083	-0.901741552	-0.038636572	0.341096115	0.296676737	0.250112712
scl0001001.1_58-S	Als2cr2	amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 2 (human)	NM_172656	GO:0000166; GO:0000902; GO:0004672; GO:0004674; GO:0005515; GO:0005524; GO:0005575; GO:0005634; GO:0005634; GO:0005737; GO:0006468; GO:0006611; GO:0006916; GO:0007010; GO:0007049; GO:0007254; GO:0032147	227154	NM_172656; NM_172656; NP_766244	3	0.005420687	-1.882767373	0.054638028	-0.089450262	0.137361316	0.889973731
scl0001158.1_35-S	D6Wsu163e	DNA segment, Chr 6, Wayne State University 163, expressed	NM_138594	NA	28040	NM_138594; NM_138594; NP_613060	3	0.029047428	-0.486103965	0.320284316	-0.530132509	-0.36707127	-0.157077071
scl0001350.1_72-S	Afmid	arylformamidase	NM_027827	GO:0004061; GO:0005634; GO:0005737; GO:0005829; GO:0006569; GO:0016787; GO:0019441	71562	NM_027827; NM_027827; NP_082103	3	0.013041967	-0.903468122	1.34223233	-1.354863116	-0.563141437	0.463077144
scl0001894.1_46-S	NA	NA	XM_147265	NA	NA	NA	3	0.00205129	-1.012264852	-0.279763873	0.352732517	0.419009585	0.659392436
scl0002112.1_25-S	Pdlim5	PDZ and LIM domain 5	NM_019809	GO:0005515; GO:0008150; GO:0008270; GO:0015629; GO:0030018; GO:0046872	56376	NM_019808; NM_019808; NP_062782; NM_019809; NP_062783; NM_022554; NP_072048	3	0.020346548	-0.536503218	0.566045824	0.161832723	-0.279453309	0.335669455
scl0002466.1_124-S	Fbxl6	F-box and leucine-rich repeat protein 6	NM_013909	GO:0005515; GO:0006512	30840	NM_013909; NM_013909; NP_038937	3	0.044226175	-0.479622951	0.077945156	0.100495474	-0.140756455	0.067278885
scl0002547.1_9-S	Enpp2	ectonucleotide pyrophosphatase/phosphodiesterase 2	AK088491	GO:0003676; GO:0003824; GO:0004519; GO:0004528; GO:0004528; GO:0004551; GO:0004551; GO:0005615; GO:0005887; GO:0008152; GO:0009117; GO:0016020; GO:0016021; GO:0016787	18606	NM_015744; NM_015744; NP_056559	3	0.004966198	-3.817052583	2.232334134	2.255322752	0.189358751	-0.442725391
scl0002680.1_6-S	Ybx1	Y box protein 1	NM_011732	GO:0003676; GO:0003677; GO:0003697; GO:0003723; GO:0005515; GO:0005634; GO:0006350; GO:0006355; GO:0006397; GO:0008380	22608	XM_977212; XM_977212; XP_982306; NM_011732; NP_035862	3	0.044588012	-0.293911002	0.106247436	0.107983125	-0.116143509	0.214683986
scl0002896.1_27-S	Ctps2	cytidine 5-triphosphate synthase 2	NM_018737	GO:0003824; GO:0003883; GO:0005575; GO:0006221; GO:0006541; GO:0016874	55936	NM_018737; NM_018737; NP_061207	3	0.03677242	-0.28113807	0.132756361	0.05463786	-0.237462873	0.1847993
scl000305.1_53-S	NA	NA	XM_127854	NA	NA	NA	3	0.016597734	-0.193905216	0.24860729	0.037189798	0.02771215	0.113813076
scl000307.1_98-S	Gmpr2	guanosine monophosphate reductase 2	NM_177992	GO:0003824; GO:0003920; GO:0003920; GO:0005575; GO:0008152; GO:0009117; GO:0016491; GO:0030224; GO:0030955; GO:0046038; GO:0046872	105446	NM_177992; NM_177992; NP_818773	3	0.037526397	-0.936842584	0.407130891	-0.048418575	-0.731240505	-0.567712381
scl0003223.1_29-S	Mrrf	mitochondrial ribosome recycling factor	NM_026422	GO:0005739; GO:0006412	67871	XM_982725; XM_982725; XP_987819; XM_993789; XP_998883; NM_026422; NP_080698	3	0.044997119	-0.236323513	0.344687459	-0.055294353	-0.06296499	0.281279503
scl0003291.1_0-S	Arfrp1	ADP-ribosylation factor related protein 1	NM_029702	GO:0000166; GO:0003924; GO:0005515; GO:0005525; GO:0005622; GO:0005624; GO:0007264; GO:0007369	76688	NM_029702; NM_029702; NP_083978	3	0.00951245	-0.173340337	0.212502687	0.1601748	-0.16047203	0.150324734
scl0003604.1_30-S	Etfa	electron transferring flavoprotein, alpha polypeptide	NM_145615	GO:0005739; GO:0005739; GO:0006118; GO:0006810; GO:0009055; GO:0009055; GO:0017133; GO:0050660	110842	NM_145615; NM_145615; NP_663590	3	0.011065514	-0.341697078	-0.082631155	0.022372925	-0.095052728	0.155477168
scl0003826.1_18-S	Ilvbl	ilvB (bacterial acetolactate synthase)-like	NM_173751	GO:0000287; GO:0005615; GO:0016740; GO:0030976	216136	NM_173751; NM_173751; NP_776112	3	0.005264518	-0.490235337	-0.058884652	-0.159254037	-0.216871049	0.108375878
scl0004026.1_20-S	Hadhb	hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/enoyl-Coenzyme A hydratase (trifunctional protein), beta subunit	NM_145558	GO:0003985; GO:0003988; GO:0005739; GO:0005739; GO:0005739; GO:0005743; GO:0006629; GO:0006631; GO:0006635; GO:0008415; GO:0016740	231086	NM_145558; NM_145558; NP_663533	3	0.036044161	-0.268485393	0.276935075	0.036130113	-0.260084087	0.313841573
scl000410.1_11-S	Glt8d1	glycosyltransferase 8 domain containing 1	NM_029626	GO:0016051; GO:0016740; GO:0016758	76485	NM_029626; NM_029626; NP_083902	3	0.026007971	-0.488437249	1.119068447	0.221758853	0.413672549	0.07142025
scl000875.1_0-S	Ncoa2	nuclear receptor coactivator 2	NM_008678	GO:0000122; GO:0003713; GO:0003713; GO:0004871; GO:0004872; GO:0005102; GO:0005509; GO:0005515; GO:0005634; GO:0005737; GO:0006350; GO:0006355; GO:0007165; GO:0016564; GO:0030374; GO:0030375; GO:0030518; GO:0030528; GO:0045449; GO:0045944	17978	NM_001077695; NM_001077695; NP_001071163; NM_008678; NP_032704	3	0.017499871	-1.892135654	0.017121736	-0.588902848	-0.333492526	0.739944875
scl00104252.2_200-S	Cdc42ep2	CDC42 effector protein (Rho GTPase binding) 2	NM_026772	GO:0001515; GO:0005100; GO:0005515; GO:0005737; GO:0005856; GO:0005886; GO:0008360; GO:0017049; GO:0030838; GO:0031274	104252	NM_026772; NM_026772; NP_081048	3	0.029785635	-0.309969041	0.094264422	-0.099822687	-0.274515109	0.167629074
scl00114713.2_158-S	Rasa2	RAS p21 protein activator 2	NM_053268	GO:0005096; GO:0005622; GO:0007242; GO:0008270; GO:0046872; GO:0051056	114713	NM_053268; NM_053268; NP_444498	3	0.036034472	-0.154346372	-0.035552438	0.080041337	0.206713823	0.113670594
scl0011717.2_283-S	Ampd3	AMP deaminase 3	NM_009667	GO:0003876; GO:0009117; GO:0009168; GO:0016787; GO:0019239	11717	NM_009667; NM_009667; NP_033797	3	0.000664119	-2.888419508	3.037873269	3.043077203	0.112700133	0.577501056
scl0014870.1_15-S	Gstp1	glutathione S-transferase, pi 1	NM_013541	GO:0004364; GO:0006749; GO:0008152; GO:0016740	14870	NM_013541; NM_013541; NP_038569	3	0.03269459	-0.282640607	0.020132627	0.104239219	-0.141128276	0.207513068
scl0016599.2_295-S	Klf3	Kruppel-like factor 3 (basic)	NM_008453	GO:0003676; GO:0003677; GO:0003677; GO:0005622; GO:0005634; GO:0006350; GO:0006355; GO:0008270; GO:0046872	16599	XM_994052; XM_994052; XP_999146; NM_008453; NP_032479	3	0.000620273	-0.351927442	0.042126421	-0.173302224	0.015012455	0.200515836
scl0017764.1_163-S	Mtf1	metal response element binding transcription factor 1	NM_008636	GO:0003676; GO:0003677; GO:0003700; GO:0005622; GO:0005634; GO:0006350; GO:0006355; GO:0006979; GO:0008270; GO:0042156; GO:0045944; GO:0046686; GO:0046872	17764	XM_622562; XM_622562; XP_622562; NM_008636; NP_032662	3	0.044867837	-1.650853629	-0.213045065	-0.553781424	0.165455319	0.213106196
scl0018230.2_224-S	Nxn	nucleoredoxin	NM_008750	GO:0004791; GO:0005634; GO:0006118; GO:0009055; GO:0015035; GO:0045454	18230	XM_983613; XM_983613; XP_988707; NM_008750; NP_032776	3	0.023811891	-0.202247967	0.14467836	-0.238721881	0.017902195	0.152985433
scl0020563.2_90-S	Slit2	slit homolog 2 (Drosophila)	NM_178804	GO:0001656; GO:0001657; GO:0004963; GO:0005102; GO:0005509; GO:0005515; GO:0005576; GO:0005615; GO:0006935; GO:0007186; GO:0007275; GO:0007399; GO:0007411; GO:0007411; GO:0007509; GO:0008347; GO:0016021; GO:0030154; GO:0050929	20563	NM_178804; NM_178804; NP_848919	3	0.029053175	-0.999594064	2.010120396	0	-0.023353993	0.177051029
scl00213484.2_217-S	Nudt18	nudix (nucleoside diphosphate linked moiety X)-type motif 18	NM_153136	GO:0016787	213484	NM_153136; NM_153136; NP_694776	3	0.031107369	-0.2991323	0.314685049	-0.131244248	-0.079772303	0.02199471
scl00242705.1_180-S	E2f2	E2F transcription factor 2	NM_177733	GO:0000074; GO:0003677; GO:0003700; GO:0005515; GO:0005634; GO:0005667; GO:0006350; GO:0006355; GO:0006915; GO:0007049; GO:0045449	242705	NM_177733; NM_177733; NP_808401	3	0.03958084	-0.465940962	0.124697754	0.118489991	0.138772032	0.133415709
scl00246316.2_198-S	Lgi2	leucine-rich repeat LGI family, member 2	NM_144945	GO:0005515	246316	NM_144945; NM_144945; NP_659194	3	0.015542646	-0.143666353	0.298555601	-0.221389444	-0.094803075	0.038241355
scl0026895.1_34-S	Cops7b	COP9 (constitutive photomorphogenic) homolog, subunit 7b (Arabidopsis thaliana)	NM_172974	GO:0003674; GO:0005575; GO:0005634; GO:0008150; GO:0008180	26895	NM_172974; NM_172974; NP_766562	3	0.035844762	-0.296112195	0.148456763	-0.045461724	0.205191899	0.030416815
scl0030052.2_159-S	Pcsk1n	proprotein convertase subtilisin/kexin type 1 inhibitor	NM_013892	GO:0004867; GO:0005615; GO:0005615; GO:0005802; GO:0007218; GO:0016486; GO:0030141	30052	NM_013892; NM_013892; NP_038920	3	0.018311487	-1.306712036	0.468435821	-0.062339993	0.055286456	0.250779831
scl0055991.2_6-S	Panx1	pannexin 1	NM_019482	GO:0005921; GO:0016020; GO:0016021	55991	NM_019482; NM_019482; NP_062355	3	0.019192998	-0.287751668	0.123710911	0.102400705	0.071180685	0.296072446
scl0068202.1_15-S	Ndufa5	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 5	NM_026614	GO:0003954; GO:0005739; GO:0005739; GO:0005743; GO:0006118; GO:0008137; GO:0016491; GO:0016651	68202	NM_026614; NM_026614; NP_080890	3	0.047682944	-0.227948091	0.216894772	-0.261119899	-0.10143395	0.009961016
scl0070686.2_11-S	Dusp16	dual specificity phosphatase 16	NM_130447	GO:0000188; GO:0005515; GO:0005634; GO:0005737; GO:0006470; GO:0016301; GO:0016787; GO:0016791; GO:0017017	70686	NM_181320; NM_181320; NP_851837; NM_001048054; NP_001041519; NM_130447; NP_569714	3	0.032433448	-0.111030566	0.091198444	-0.00019638	0.252771735	-0.048036202
scl0075099.2_115-S	Lysmd4	LysM, putative peptidoglycan-binding, domain containing 4	NM_175215	GO:0016020; GO:0016021; GO:0016998	75099	NM_175215; NM_175215; NP_780424	3	0.017676146	-0.641979584	-0.036144474	-0.090723275	-0.019103299	-0.111654137
scl0100669.2_129-S	NA	NA	NA	NA	NA	NA	3	0.01556517	-0.361553895	0.137528304	-0.090829463	0.043622188	-0.163009983
scl011737.7_8-S	Anp32a	acidic (leucine-rich) nuclear phosphoprotein 32 family, member A	NM_009672	GO:0005515; GO:0005634; GO:0016363	11737	NM_009672; NM_009672; NP_033802	3	0.025531357	-0.088261565	0.889327599	0.148003602	-0.022414993	0.391278461
scl014204.4_298-S	Il4i1	interleukin 4 induced 1	NM_010215	GO:0001716; GO:0005764; GO:0006118; GO:0009072; GO:0016491	14204	NM_010215; NM_010215; NP_034345	3	0.009381716	-0.726624041	0.252044344	0.280404988	-0.261514271	0.772614274
scl015903.3_124-S	Id3	inhibitor of DNA binding 3	NM_008321	GO:0000122; GO:0005515; GO:0005634; GO:0007507; GO:0016481; GO:0019904; GO:0030528; GO:0030855; GO:0043433; GO:0045449	15903	NM_008321; NM_008321; NP_032347	3	0.035162745	-0.650420625	-0.152770292	-0.018134589	-0.164071456	0.035240684
scl016453.30_17-S	Jak3	Janus kinase 3	NM_010589	GO:0000166; GO:0004672; GO:0004713; GO:0004718; GO:0005515; GO:0005524; GO:0005856; GO:0006468; GO:0007242; GO:0016301; GO:0016740; GO:0018108; GO:0045944; GO:0048535	16453	NM_010589; NM_010589; NP_034719	3	0.041706946	-0.605679839	0.203321535	-0.448975435	-0.008051785	0.050362836
scl016560.2_49-S	Kif1a	kinesin family member 1A	NM_008440	GO:0000166; GO:0003774; GO:0003777; GO:0005524; GO:0005871; GO:0005874; GO:0005875; GO:0007017; GO:0007018	16560	NM_008440; NM_008440; NP_032466	3	0.015300323	-0.638216131	0.825134429	-0.249821975	-0.117573255	0.782125565
scl020310.4_115-S	Cxcl2	chemokine (C-X-C motif) ligand 2	NM_009140	GO:0005125; GO:0005576; GO:0005615; GO:0006935; GO:0006954; GO:0006955; GO:0007165; GO:0008009	20310	NM_009140; NM_009140; NP_033166	3	0.031974669	-0.242590807	3.090286123	2.41063232	0.252804364	-0.141243942
scl0319182.1_4-S	Hist1h2bh	histone cluster 1, H2bh	NM_178197	GO:0000786; GO:0003677; GO:0005634; GO:0005694; GO:0006334; GO:0007001	319182	NM_178197; NM_178197; NP_835504	3	0.020105993	-0.396576153	0.012108087	-0.213360545	-0.104321035	0.052279954
scl0320174.2_81-S	NA	NA	NA	NA	NA	NA	3	0.039469683	-0.692748514	0.210837538	0.306263679	-0.046155206	-0.250725228
scl0320833.1_20-S	NA	NA	NA	NA	NA	NA	3	0.004212755	-2.076118164	0.553285832	0.286503483	-0.115918292	0.246490456
scl052184.9_19-S	Odf2l	outer dense fiber of sperm tails 2-like	NM_025714	NA	52184	NM_025714; NM_025714; NP_079990	3	0.035530155	-2.035548685	-0.354383571	-0.644881635	-0.128345172	-0.288906328
scl055982.1_158-S	Paxip1	PAX interacting (with transcription-activation domain) protein 1	NM_018878	GO:0005622; GO:0005634	55982	NM_018878; NM_018878; NP_061366	3	0.034803594	-1.651852532	0.036993364	0.143230656	-0.310511924	-0.025558054
scl056612.4_0-S	Pfdn5	prefoldin 5	NM_020031	GO:0005515; GO:0005737; GO:0006457; GO:0016272; GO:0051082	56612	NM_020031; NM_020031; NP_064415; NM_027044; NP_081320	3	0.041255748	-0.324150415	0.128207896	-0.095870741	-0.043776893	0.063814463
scl066177.1_13-S	Ubl5	ubiquitin-like 5	NM_025401	GO:0005737; GO:0006464; GO:0006512	66177	NM_025401; NM_025401; NP_079677	3	0.017469871	-0.336177587	0.317377212	-0.166370675	-0.10284504	0.358978828
scl072194.1_255-S	Fbxl20	F-box and leucine-rich repeat protein 20	XM_126674	GO:0005515; GO:0006512	72194	XM_001000358; XM_001000358; XP_001000358; XM_126674; XP_126674; XM_895145; XP_900238; XM_903026; XP_908119; XM_903028; XP_908121; XM_903031; XP_908124; XM_903032; XP_908125; XM_903033; XP_908126; XM_915017; XP_920110; XM_923494; XP_928587; XM_923501; XP_9	3	0.005945525	-0.456107407	0.037270411	0.141119478	0.124583527	0.187797913
scl075393.1_11-S	NA	NA	NA	NA	NA	NA	3	0.003402799	-3.809412976	1.148528994	0.294612264	-0.41118892	-0.668421036
scl075608.7_106-S	Chmp4b	chromatin modifying protein 4B	NM_029362	GO:0006810; GO:0015031	75608	XM_976588; XM_976588; XP_981682; NM_029362; NP_083638	3	0.015569724	-0.075846958	0.631041071	-0.020791397	-0.036065906	0.210955039
scl094281.1_62-S	Sfxn4	sideroflexin 4	NM_053198	GO:0005506; GO:0005739; GO:0005739; GO:0006810; GO:0006811; GO:0006812; GO:0006826; GO:0008113; GO:0008324; GO:0016020; GO:0016021; GO:0019538	94281	NM_053198; NM_053198; NP_444428	3	0.004265815	-0.279599777	0.36009092	-0.178134011	-0.165564686	-0.097807251
scl16761.8.1_216-S	Hecw2	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2	NM_172655	GO:0004842; GO:0005622; GO:0006512; GO:0016874	329152	NM_001001883; NM_001001883; NP_001001883; NM_172655; NP_766243	3	0.015996812	-0.457780095	0.740847537	-0.256038164	-0.258054144	0.125045545
scl17809.1.1_243-S	NA	NA	NA	NA	NA	NA	3	0.001600329	-2.636070242	-0.744506572	-1.010726407	-0.303537511	0.020127212
scl18103.10.1_14-S	Khdrbs2	KH domain containing, RNA binding, signal transduction associated 2	NM_133235	GO:0003676; GO:0003723; GO:0005070; GO:0005634; GO:0008143; GO:0008266; GO:0017124; GO:0042169; GO:0046982	170771	NM_133235; NM_133235; NP_573498	3	0.000667744	-0.952418655	3.088405163	0.521893398	0.449238074	0.254335915
scl18129.10.1_91-S	Efhc1	EF-hand domain (C-terminal) containing 1	XM_129694	GO:0005509; GO:0005929; GO:0005930; GO:0006874; GO:0008022; GO:0019861; GO:0043025; GO:0043065	71877	XM_129694; XM_129694; XP_129694; XM_897162; XP_902255; XM_907335; XP_912428; XM_920333; XP_925426; XM_990329; XP_995423; XM_990358; XP_995452	3	0.007540229	-4.764644695	0.282428594	-0.18796884	0.981598904	-0.658690292
scl18226.8.1_21-S	NA	NA	XM_205860	NA	NA	NA	3	1.06E-07	-2.516193723	2.033188133	0	0	0.714109284
scl19474.1.705_5-S	NA	NA	NA	NA	NA	NA	3	0.003042707	-1.247577095	3.851571119	0.260311109	0.003197862	0.142673632
scl20107.1_2-S	Id1	inhibitor of DNA binding 1	NM_010495	GO:0000122; GO:0005515; GO:0005634; GO:0007275; GO:0007507; GO:0016481; GO:0016564; GO:0030509; GO:0030528; GO:0043433; GO:0045449; GO:0045765	15901	NM_010495; NM_010495; NP_034625	3	0.018054684	-0.730892489	-0.243195788	-0.13337147	0.048925753	0.114095347
scl21001.2_655-S	Gpr21	G protein-coupled receptor 21	NM_177383	GO:0001584; GO:0004871; GO:0004872; GO:0004930; GO:0007165; GO:0007186; GO:0016020; GO:0016021	338346	NM_177383; NM_177383; NP_796357	3	0.043132657	-1.314578844	0.726677215	0.063926044	-1.118184054	0.791396194
scl21642.14.1_81-S	Fndc7	fibronectin type III domain containing 7	NM_177091	NA	320181	NM_177091; NM_177091; NP_796065	3	0.048478527	-1.559713908	1.167056817	0.759867439	0.660446457	0.099837541
scl21817.6.1_28-S	NA	NA	XM_131044	NA	NA	NA	3	0.027519351	-0.31917545	0.162358323	-0.146270337	-0.182369528	-0.015484568
scl22690.20.1_0-S	NA	NA	XM_131155	NA	NA	NA	3	0.010206888	-0.107791298	0.226058108	0.111762523	0.089220835	0.096194334
scl22978.7.1_18-S	Krtcap2	keratinocyte associated protein 2	NM_025327	GO:0004579; GO:0005615; GO:0008250; GO:0016020; GO:0016021; GO:0018279	66059	NM_025327; NM_025327; NP_079603	3	0.039785335	-0.160702735	0.194486782	0.163515	-0.008867708	0.275648989
scl24993.3_35-S	9130416B15	NA	NM_183163	NA	230726	NM_183163; NM_183163; NP_898986	3	0.000637542	-1.383996245	3.500225386	1.08368229	-0.009972494	0.196668837
scl25130.20.1_3-S	4922503N01Rik	RIKEN cDNA 4922503N01 gene	NM_153392	GO:0003676	230603	NM_153392; NM_153392; NP_700441	3	0.039038626	-1.202919344	0.179519021	-0.080510051	0.07588486	-0.259714121
scl28530.1.1_256-S	NA	NA	NM_175422	NA	NA	NA	3	0.038941016	-1.146579636	4.694880193	-0.996485158	1.179784226	0.155018775
scl29164.14.1_54-S	NA	NA	XM_145240	NA	NA	NA	3	0.038240405	-0.26017558	0.181518152	0.369783201	0.346943543	0.201875728
scl29537.12_355-S	Foxj2	forkhead box J2	NM_021899	GO:0003677; GO:0003700; GO:0005634; GO:0006350; GO:0006355; GO:0043565	60611	NM_021899; NM_021899; NP_068699	3	0.005450463	-0.079350003	0.387148615	-0.040271004	-0.057001492	-0.144553315
scl30490.6.1_1-S	Pddc1	Parkinson disease 7 domain containing 1	NM_172116	NA	213350	NM_172116; NM_172116; NP_742114	3	0.004092658	-0.715707578	0.167196542	-0.101122379	-0.10481861	0.283361035
scl31391.7.1_2-S	Rcn3	reticulocalbin 3, EF-hand calcium binding domain	NM_026555	GO:0005509; GO:0005515; GO:0005783	52377	NM_026555; NM_026555; NP_080831	3	0.018632965	-2.76802645	1.46760555	1.758924152	1.872942456	0.3766858
scl31800.2.1_30-S	2210411K11Rik	RIKEN cDNA 2210411K11 gene	XM_355846	NA	664968	XM_355846; XM_355846; XP_355846; XM_973716; XP_978810; XM_976155; XP_981249; NM_029384; NP_083660	3	0.028196546	-0.221306298	0.086373668	-0.045470083	-0.002297241	0.18808816
scl31893.12.1_41-S	Lrrc56	leucine rich repeat containing 56	NM_153777	GO:0005515	70552	NM_153777; NM_153777; NP_722472	3	0.04629863	-1.98264973	-0.682743678	0.074744863	-0.099035222	0.387668204
scl3244.1.1_306-S	NA	NA	XM_131355	NA	NA	NA	3	0.045095506	-1.308737906	0.450493332	-0.013772461	-0.026585094	0.44747279
scl32669.8.1_3-S	Car11	carbonic anhydrase 11	NM_009800	GO:0004089; GO:0006730; GO:0008270	12348	NM_009800; NM_009800; NP_033930	3	0.026250101	-0.507668934	0.560141768	-0.003925842	-0.18527074	0.346581853
scl33043.5.1_34-S	Gng8	guanine nucleotide binding protein (G protein), gamma 8 subunit	NM_010320	GO:0004871; GO:0005083; GO:0005834; GO:0007165; GO:0007186; GO:0016020	14709	NM_010320; NM_010320; NP_034450	3	0.020449263	-0.736541724	0.057458436	0.280174667	-0.261425322	0.333260193
scl34134.3_585-S	Zfp358	zinc finger protein 358	NM_080461	GO:0003676; GO:0005622; GO:0005634; GO:0008270; GO:0046872	140482	NM_080461; NM_080461; NP_536709	3	0.038208588	-0.54491802	-0.064978572	-0.34163339	-0.219573388	0.136521342
scl34198.15.1_2-S	NA	NA	XM_134461	NA	NA	NA	3	0.04690556	-2.567053998	0.512758541	-0.837779972	0.599450526	0.062340161
scl34403.14.1_53-S	Zdhhc1	zinc finger, DHHC domain containing 1	NM_175160	GO:0008270; GO:0008415; GO:0016020; GO:0016021; GO:0016409; GO:0016740; GO:0018345; GO:0046872	70796	NM_175160; NM_175160; NP_780369	3	0.000317054	-4.123156535	0.443173912	-0.459509563	-0.248690999	0.20095732
scl34507.6.1_110-S	Sall1	sal-like 1 (Drosophila)	NM_021390	GO:0001657; GO:0003674; GO:0003676; GO:0003677; GO:0005622; GO:0005634; GO:0006350; GO:0006355; GO:0008270; GO:0031129; GO:0046872	58198	NM_021390; NM_021390; NP_067365	3	0.015757097	-1.367882392	1.344728637	-0.515265714	-0.128838454	0.494657192
scl38249.1_394-S	NA	NA	NA	NA	NA	NA	3	0.033417408	-0.673432354	-0.313560794	0.111669239	0.430120112	0.007640648
scl38308.4.1_188-S	Rdh9	retinol dehydrogenase 9	NM_153133	GO:0008152; GO:0016491	103142	NM_153133; NM_153133; NP_694773	3	0.00045265	-3.004494392	5.108524457	0.501154972	-0.098987103	0.455183729
scl38321.1.1_170-S	NA	NA	NA	NA	NA	NA	3	0.039350018	-0.240832222	1.748697903	0.023233783	0.778230405	-0.074898365
scl40614.6.1_28-S	BC032265	cDNA sequence BC032265	NM_181420	GO:0016301; GO:0016740	238024	NM_181420; NM_181420; NP_852085	3	0.006247538	-2.09847898	-0.056305255	-0.844318131	0.436952619	1.017148075
