RefSeq	Definition	Gene ID	Symbol	Name	Synonyms	Chr	Fold Change	p Value	Cluster Id
NM_139046	Homo sapiens mitogen-activated protein kinase 8 (MAPK8), transcript variant JNK1-b1, mRNA.	5599	MAPK8	mitogen-activated protein kinase 8	JNK|JNK1|JNK1A2|JNK21B1/2|PRKM8|SAPK1	10	1.077	0.000442	1
NM_139047	Homo sapiens mitogen-activated protein kinase 8 (MAPK8), transcript variant JNK1-b2, mRNA.	5599	MAPK8	mitogen-activated protein kinase 8	JNK|JNK1|JNK1A2|JNK21B1/2|PRKM8|SAPK1	10	1.077	0.000442	1
NM_139049	Homo sapiens mitogen-activated protein kinase 8 (MAPK8), transcript variant JNK1-a2, mRNA.	5599	MAPK8	mitogen-activated protein kinase 8	JNK|JNK1|JNK1A2|JNK21B1/2|PRKM8|SAPK1	10	1.077	0.000442	1
NM_001031683	Homo sapiens interferon-induced protein with tetratricopeptide repeats 3 (IFIT3), transcript variant 2, mRNA.	3437	IFIT3	interferon-induced protein with tetratricopeptide repeats 3	CIG-49|GARG-49|IFI60|IFIT4|IRG2|ISG60|RIG-G	10	1.076	0.000709	1
NM_001549	Homo sapiens interferon-induced protein with tetratricopeptide repeats 3 (IFIT3), transcript variant 1, mRNA.	3437	IFIT3	interferon-induced protein with tetratricopeptide repeats 3	CIG-49|GARG-49|IFI60|IFIT4|IRG2|ISG60|RIG-G	10	1.076	0.000709	1
XM_933361							1.074	0.00000672	1
XM_944461							1.074	0.00000672	1
NM_004653	Homo sapiens jumonji, AT rich interactive domain 1D (JARID1D), mRNA.	8284	JARID1D	jumonji, AT rich interactive domain 1D	HY|HYA|KDM5D|KIAA0234|SMCY	Y	1.073	0.000744	1
XM_051017							1.073	0.000918	1
XM_938504							1.073	0.000918	1
NM_000960	Homo sapiens prostaglandin I2 (prostacyclin) receptor (IP) (PTGIR), mRNA.	5739	PTGIR	prostaglandin I2 (prostacyclin) receptor (IP)	IP|MGC102830|PRIPR	19	1.073	0.000311	1
NM_002425	Homo sapiens matrix metallopeptidase 10 (stromelysin 2) (MMP10), mRNA.	4319	MMP10	matrix metallopeptidase 10 (stromelysin 2)	SL-2|STMY2	11	1.073	0.000121	1
NM_000138	Homo sapiens fibrillin 1 (FBN1), mRNA.	2200	FBN1	fibrillin 1	FBN|MASS|MFS1|OCTD|SGS|WMS	15	1.073	0.000277	1
XM_933357							1.071	0.0000627	1
XM_944455							1.071	0.0000627	1
NM_014735	Homo sapiens PHD finger protein 16 (PHF16), transcript variant 1, mRNA.	9767	PHF16	PHD finger protein 16	JADE3|KIAA0215|MGC138748|MGC138749	X	1.071	0.00013	1
NM_002637	Homo sapiens phosphorylase kinase, alpha 1 (muscle) (PHKA1), transcript variant 1, mRNA.	5255	PHKA1	phosphorylase kinase, alpha 1 (muscle)	MGC132604|PHKA	X	1.07	0.000619	1
NM_000692	Homo sapiens aldehyde dehydrogenase 1 family, member B1 (ALDH1B1), nuclear gene encoding mitochondrial protein, mRNA.	219	ALDH1B1	aldehyde dehydrogenase 1 family, member B1	ALDH5|ALDHX|MGC2230	9	1.07	0.0000459	1
NM_004337	Homo sapiens oxidative stress induced growth inhibitor family member 2 (OSGIN2), transcript variant 2, mRNA.	734	OSGIN2	oxidative stress induced growth inhibitor family member 2	C8orf1|hT41	8	1.07	0.000545	1
NM_004360	Homo sapiens cadherin 1, type 1, E-cadherin (epithelial) (CDH1), mRNA.	999	CDH1	cadherin 1, type 1, E-cadherin (epithelial)	Arc-1|CD324|CDHE|ECAD|LCAM|UVO	16	1.07	0.000565	1
NM_007264	Homo sapiens G protein-coupled receptor 182 (GPR182), mRNA.	11318	GPR182	G protein-coupled receptor 182	7TMR|ADMR|AM-R|AMR|G10D|MGC34399|gamrh|hrhAMR	12	1.068	0.000412	1
NM_001311	Homo sapiens cysteine-rich protein 1 (intestinal) (CRIP1), mRNA.	1396	CRIP1	cysteine-rich protein 1 (intestinal)	CRHP|CRIP|CRP1|FLJ40971	14	1.067	0.000382	1
NM_006293	Homo sapiens TYRO3 protein tyrosine kinase (TYRO3), mRNA.	7301	TYRO3	TYRO3 protein tyrosine kinase	BYK|Brt|Dtk|FLJ16467|RSE|Sky|Tif	15	1.067	0.000129	1
NM_000723	Homo sapiens calcium channel, voltage-dependent, beta 1 subunit (CACNB1), transcript variant 1, mRNA.	782	CACNB1	calcium channel, voltage-dependent, beta 1 subunit	CAB1|CACNLB1|CCHLB1|MGC41896	17	1.065	0.000415	1
NM_007042	Homo sapiens ribonuclease P/MRP 14kDa subunit (RPP14), transcript variant 2, mRNA.	11102	RPP14	ribonuclease P/MRP 14kDa subunit	FLJ31508|P14	3	1.063	0.000462	1
NM_006867	Homo sapiens RNA binding protein with multiple splicing (RBPMS), transcript variant 4, mRNA.	11030	RBPMS	RNA binding protein with multiple splicing	HERMES	8	1.062	0.000403	1
NM_003656	Homo sapiens calcium/calmodulin-dependent protein kinase I (CAMK1), mRNA.	8536	CAMK1	calcium/calmodulin-dependent protein kinase I	CAMKI|MGC120317|MGC120318	3	1.06	0.000601	1
NM_000036	Homo sapiens adenosine monophosphate deaminase 1 (isoform M) (AMPD1), mRNA.	270	AMPD1	adenosine monophosphate deaminase 1 (isoform M)	MAD|MADA	1	1.06	0.000969	1
NM_015677	Homo sapiens SH3 domain containing, Ysc84-like 1 (S. cerevisiae) (SH3YL1), mRNA.	26751	SH3YL1	SH3 domain containing, Ysc84-like 1 (S. cerevisiae)	DKFZp586F1318|FLJ39121|Ray	2	1.06	0.000513	1
NM_001831	Homo sapiens clusterin (CLU), transcript variant 1, mRNA.	1191	CLU	clusterin	AAG4|APOJ|CLI|KUB1|MGC24903|SGP-2|SGP2|SP-40|TRPM-2|TRPM2	8	1.06	0.00082	1
NM_203339	Homo sapiens clusterin (CLU), transcript variant 2, mRNA.	1191	CLU	clusterin	AAG4|APOJ|CLI|KUB1|MGC24903|SGP-2|SGP2|SP-40|TRPM-2|TRPM2	8	1.06	0.00082	1
NM_001263	Homo sapiens CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 1 (CDS1), mRNA.	1040	CDS1	CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 1	CDS	4	1.059	0.000468	1
NM_000044	Homo sapiens androgen receptor (AR), transcript variant 1, mRNA.	367	AR	androgen receptor	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	X	1.057	0.000519	1
NM_001011645	Homo sapiens androgen receptor (AR), transcript variant 2, mRNA.	367	AR	androgen receptor	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	X	1.057	0.000519	1
NM_013279	Homo sapiens chromosome 11 open reading frame 9 (C11orf9), transcript variant 1, mRNA.	745	C11orf9	chromosome 11 open reading frame 9	KIAA0954|MGC10781	11	1.057	0.000532	1
NM_000479	Homo sapiens anti-Mullerian hormone (AMH), mRNA.	268	AMH	anti-Mullerian hormone	MIF|MIS	19	1.056	0.000323	1
NM_003215	Homo sapiens tec protein tyrosine kinase (TEC), mRNA.	7006	TEC	tec protein tyrosine kinase	MGC126760|MGC126762|PSCTK4	4	1.056	0.000528	1
NM_021969	Homo sapiens nuclear receptor subfamily 0, group B, member 2 (NR0B2), mRNA.	8431	NR0B2	nuclear receptor subfamily 0, group B, member 2	FLJ17090|SHP|SHP1	1	1.055	0.000854	1
NM_005159	Homo sapiens actin, alpha, cardiac muscle 1 (ACTC1), mRNA.	70	ACTC1	actin, alpha, cardiac muscle 1	ACTC|CMD1R|CMH11	15	1.054	0.000719	1
NM_145185	Homo sapiens mitogen-activated protein kinase kinase 7 (MAP2K7), mRNA.	5609	MAP2K7	mitogen-activated protein kinase kinase 7	Jnkk2|MAPKK7|MKK7|PRKMK7	19	1.048	0.000364	1
NM_004420	Homo sapiens dual specificity phosphatase 8 (DUSP8), mRNA.	1850	DUSP8	dual specificity phosphatase 8	C11orf81|FLJ42476|FLJ42958|HB5|HVH-5|HVH8	11	1.047	0.000446	1
NM_001708	Homo sapiens opsin 1 (cone pigments), short-wave-sensitive (OPN1SW), mRNA.	611	OPN1SW	opsin 1 (cone pigments), short-wave-sensitive	BCP|BOP|CBT	7	1.047	0.000863	1
NM_004378	Homo sapiens cellular retinoic acid binding protein 1 (CRABP1), mRNA.	1381	CRABP1	cellular retinoic acid binding protein 1	CRABP|CRABP-I|CRABPI|RBP5	15	1.044	0.000467	1
NM_001008711	Homo sapiens RNA binding protein with multiple splicing (RBPMS), transcript variant 2, mRNA.	11030	RBPMS	RNA binding protein with multiple splicing	HERMES	8	1.043	0.000794	1
NM_003253	Homo sapiens T-cell lymphoma invasion and metastasis 1 (TIAM1), mRNA.	7074	TIAM1	T-cell lymphoma invasion and metastasis 1	FLJ36302	21	1.041	0.000252	1
NM_002830	Homo sapiens protein tyrosine phosphatase, non-receptor type 4 (megakaryocyte) (PTPN4), mRNA.	5775	PTPN4	protein tyrosine phosphatase, non-receptor type 4 (megakaryocyte)	PTPMEG|PTPMEG1	2	0.962	0.000416	2
NM_000403	Homo sapiens UDP-galactose-4-epimerase (GALE), transcript variant 1, mRNA.	2582	GALE	UDP-galactose-4-epimerase	FLJ95174|FLJ97302|SDR1E1	1	0.96	0.00000296	2
NM_001008216	Homo sapiens UDP-galactose-4-epimerase (GALE), transcript variant 2, mRNA.	2582	GALE	UDP-galactose-4-epimerase	FLJ95174|FLJ97302|SDR1E1	1	0.96	0.00000296	2
NM_001790	Homo sapiens cell division cycle 25 homolog C (S. pombe) (CDC25C), transcript variant 1, mRNA.	995	CDC25C	cell division cycle 25 homolog C (S. pombe)	CDC25	5	0.96	0.000607	2
NM_022809	Homo sapiens cell division cycle 25 homolog C (S. pombe) (CDC25C), transcript variant 2, mRNA.	995	CDC25C	cell division cycle 25 homolog C (S. pombe)	CDC25	5	0.96	0.000607	2
NM_003688	Homo sapiens calcium/calmodulin-dependent serine protein kinase (MAGUK family) (CASK), transcript variant 1, mRNA.	8573	CASK	calcium/calmodulin-dependent serine protein kinase (MAGUK family)	CAGH39|CMG|FLJ22219|FLJ31914|LIN2|MICPCH|TNRC8	X	0.957	0.000203	2
NM_003113	Homo sapiens SP100 nuclear antigen (SP100), transcript variant 2, mRNA.	6672	SP100	SP100 nuclear antigen	DKFZp686E07254|FLJ00340|FLJ34579	2	0.956	0.000933	2
NM_002477	Homo sapiens myosin, light chain 5, regulatory (MYL5), mRNA.	4636	MYL5	myosin, light chain 5, regulatory	-	4	0.95	0.00000886	2
NM_003747	Homo sapiens tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase (TNKS), mRNA.	8658	TNKS	tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase	PARP-5a|PARP5A|PARPL|TIN1|TINF1|TNKS1	8	0.95	0.0000368	2
NM_014770	Homo sapiens ArfGAP with GTPase domain, ankyrin repeat and PH domain 2 (AGAP2), transcript variant 2, mRNA.	116986	AGAP2	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2	CENTG1|FLJ16430|GGAP2|KIAA0167|PIKE	12	0.949	0.0000124	2
XM_938923							0.948	0.00007	2
XM_371617							0.947	0.000236	2
XM_940859							0.947	0.000236	2
NM_015086	Homo sapiens dendrin (DDN), mRNA.	23109	DDN	dendrin	KIAA0749	12	0.947	0.000628	2
NM_004584	Homo sapiens RAD9 homolog A (S. pombe) (RAD9A), mRNA.	5883	RAD9A	RAD9 homolog A (S. pombe)	RAD9	11	0.945	0.0000799	2
NM_030794	Homo sapiens tudor domain containing 3 (TDRD3), mRNA.	81550	TDRD3	tudor domain containing 3	FLJ21007	13	0.942	0.000463	2
NM_001005415	Homo sapiens membrane-associated ring finger (C3HC4) 2 (MARCH2), transcript variant 2, mRNA.	51257	MARCH2	membrane-associated ring finger (C3HC4) 2	HSPC240|MARCH-II|RNF172	19	0.941	0.000893	2
NM_001005416	Homo sapiens membrane-associated ring finger (C3HC4) 2 (MARCH2), transcript variant 3, mRNA.	51257	MARCH2	membrane-associated ring finger (C3HC4) 2	HSPC240|MARCH-II|RNF172	19	0.941	0.000893	2
NM_016496	Homo sapiens membrane-associated ring finger (C3HC4) 2 (MARCH2), transcript variant 1, mRNA.	51257	MARCH2	membrane-associated ring finger (C3HC4) 2	HSPC240|MARCH-II|RNF172	19	0.941	0.000893	2
NM_013402	Homo sapiens fatty acid desaturase 1 (FADS1), mRNA.	3992	FADS1	fatty acid desaturase 1	D5D|FADS6|FADSD5|FLJ38956|FLJ90273|LLCDL1|TU12	11	0.938	0.000174	2
NM_032955	Homo sapiens allograft inflammatory factor 1 (AIF1), transcript variant 1, mRNA.	199	AIF1	allograft inflammatory factor 1	AIF-1|IBA1|IRT-1	6	0.937	0.000259	2
NM_002293	Homo sapiens laminin, gamma 1 (formerly LAMB2) (LAMC1), mRNA.	3915	LAMC1	laminin, gamma 1 (formerly LAMB2)	LAMB2|MGC87297	1	0.937	0.0000643	2
NM_003324	Homo sapiens tubby like protein 3 (TULP3), mRNA.	7289	TULP3	tubby like protein 3	MGC45295|TUBL3	12	0.935	0.00000656	2
NM_002535	Homo sapiens 2-5-oligoadenylate synthetase 2, 69/71kDa (OAS2), transcript variant 2, mRNA.	4939	OAS2	2-5-oligoadenylate synthetase 2, 69/71kDa	MGC78578	12	0.933	0.0000545	2
NM_021045	Homo sapiens zinc finger protein 248 (ZNF248), mRNA.	57209	ZNF248	zinc finger protein 248	KIAA0137|MGC131882|bA162G10.3	10	0.932	0.0000885	2
NM_003522	Homo sapiens histone cluster 1, H2bf (HIST1H2BF), mRNA.	8343	HIST1H2BF	histone cluster 1, H2bf	H2B/g|H2BFG	6	0.93	0.00021	2
NM_003432	Homo sapiens zinc finger protein 131 (ZNF131), mRNA.	7690	ZNF131	zinc finger protein 131	pHZ-10	5	0.93	0.000963	2
NM_005391	Homo sapiens pyruvate dehydrogenase kinase, isozyme 3 (PDK3), mRNA.	5165	PDK3	pyruvate dehydrogenase kinase, isozyme 3	-	X	0.93	0.0000174	2
NM_001032409	Homo sapiens 2,5-oligoadenylate synthetase 1, 40/46kDa (OAS1), transcript variant 3, mRNA.	4938	OAS1	2,5-oligoadenylate synthetase 1, 40/46kDa	IFI-4|OIAS|OIASI	12	0.929	0.000109	2
NM_001009932	Homo sapiens deoxyribonuclease I-like 1 (DNASE1L1), transcript variant 2, mRNA.	1774	DNASE1L1	deoxyribonuclease I-like 1	DNAS1L1|DNASEX|DNL1L|XIB	X	0.929	0.000489	2
NM_001009933	Homo sapiens deoxyribonuclease I-like 1 (DNASE1L1), transcript variant 3, mRNA.	1774	DNASE1L1	deoxyribonuclease I-like 1	DNAS1L1|DNASEX|DNL1L|XIB	X	0.929	0.000489	2
NM_001009934	Homo sapiens deoxyribonuclease I-like 1 (DNASE1L1), transcript variant 4, mRNA.	1774	DNASE1L1	deoxyribonuclease I-like 1	DNAS1L1|DNASEX|DNL1L|XIB	X	0.929	0.000489	2
NM_006730	Homo sapiens deoxyribonuclease I-like 1 (DNASE1L1), transcript variant 1, mRNA.	1774	DNASE1L1	deoxyribonuclease I-like 1	DNAS1L1|DNASEX|DNL1L|XIB	X	0.929	0.000489	2
NM_007013	Homo sapiens WW domain containing E3 ubiquitin protein ligase 1 (WWP1), mRNA.	11059	WWP1	WW domain containing E3 ubiquitin protein ligase 1	AIP5|DKFZp434D2111|Tiul1|hSDRP1	8	0.927	0.000388	2
NM_006540	Homo sapiens nuclear receptor coactivator 2 (NCOA2), mRNA.	10499	NCOA2	nuclear receptor coactivator 2	GRIP1|KAT13C|MGC138808|NCoA-2|TIF2|bHLHe75	8	0.926	0.000765	2
NM_006545	Homo sapiens tumor suppressor candidate 4 (TUSC4), mRNA.	10641	TUSC4	tumor suppressor candidate 4	NPR2L|NPRL2	3	0.926	0.00000113	2
NM_000662	Homo sapiens N-acetyltransferase 1 (arylamine N-acetyltransferase) (NAT1), mRNA.	9	NAT1	N-acetyltransferase 1 (arylamine N-acetyltransferase)	AAC1|NATI	8	0.923	0.00033	2
NM_016816	Homo sapiens 2,5-oligoadenylate synthetase 1, 40/46kDa (OAS1), transcript variant 1, mRNA.	4938	OAS1	2,5-oligoadenylate synthetase 1, 40/46kDa	IFI-4|OIAS|OIASI	12	0.921	0.0000733	2
NM_020432	Homo sapiens putative homeodomain transcription factor 2 (PHTF2), transcript variant 2, mRNA.	57157	PHTF2	putative homeodomain transcription factor 2	DKFZp564F013|FLJ33324|MGC86999	7	0.921	0.000466	2
NM_020425	Homo sapiens chromosome 6 open reading frame 162 (C6orf162), transcript variant 2, mRNA.	57150	C6orf162	chromosome 6 open reading frame 162	DKFZp586E1923|dJ102H19.2	6	0.919	0.0000132	2
XM_929770							0.918	0.00046	2
XM_936917							0.918	0.00046	2
NM_013296	Homo sapiens G-protein signaling modulator 2 (AGS3-like, C. elegans) (GPSM2), mRNA.	29899	GPSM2	G-protein signaling modulator 2 (AGS3-like, C. elegans)	LGN|Pins	1	0.915	0.000000766	2
NM_014214	Homo sapiens inositol(myo)-1(or 4)-monophosphatase 2 (IMPA2), mRNA.	3613	IMPA2	inositol(myo)-1(or 4)-monophosphatase 2	-	18	0.913	0.000494	2
NM_003282	Homo sapiens troponin I type 2 (skeletal, fast) (TNNI2), mRNA.	7136	TNNI2	troponin I type 2 (skeletal, fast)	AMCD2B|DA2B|FSSV	11	0.913	0.000182	2
NM_177483	Homo sapiens glycosylphosphatidylinositol specific phospholipase D1 (GPLD1), transcript variant 2, mRNA.	2822	GPLD1	glycosylphosphatidylinositol specific phospholipase D1	GPIPLD|GPIPLDM|MGC22590|PIGPLD|PIGPLD1	6	0.911	0.000384	2
NM_002498	Homo sapiens NIMA (never in mitosis gene a)-related kinase 3 (NEK3), transcript variant 1, mRNA.	4752	NEK3	NIMA (never in mitosis gene a)-related kinase 3	HSPK36|MGC29949	13	0.911	0.000242	2
NM_152720	Homo sapiens NIMA (never in mitosis gene a)-related kinase 3 (NEK3), transcript variant 2, mRNA.	4752	NEK3	NIMA (never in mitosis gene a)-related kinase 3	HSPK36|MGC29949	13	0.911	0.000242	2
NM_004760	Homo sapiens serine/threonine kinase 17a (STK17A), mRNA.	9263	STK17A	serine/threonine kinase 17a	DRAK1	7	0.911	0.00087	2
NM_003263	Homo sapiens toll-like receptor 1 (TLR1), mRNA.	7096	TLR1	toll-like receptor 1	CD281|DKFZp547I0610|DKFZp564I0682|KIAA0012|MGC104956|MGC126311|MGC126312|TIL|rsc786	4	0.911	0.0000631	2
NM_001488	Homo sapiens transcriptional adaptor 2 (ADA2 homolog, yeast)-like (TADA2L), transcript variant 1, mRNA.	6871	TADA2L	transcriptional adaptor 2 (ADA2 homolog, yeast)-like	ADA2|ADA2A|FLJ12705|KL04P|hADA2	17	0.91	0.000696	2
NM_015274	Homo sapiens mannosidase, alpha, class 2B, member 2 (MAN2B2), mRNA.	23324	MAN2B2	mannosidase, alpha, class 2B, member 2	KIAA0935	4	0.909	0.000111	2
NM_015058	Homo sapiens KIAA0564 (KIAA0564), transcript variant 1, mRNA.	23078	KIAA0564	KIAA0564	FLJ21779	13	0.909	0.00000682	2
NM_145231	Homo sapiens chromosome 14 open reading frame 143 (C14orf143), mRNA.	90141	C14orf143	chromosome 14 open reading frame 143	DKFZp547I1415|FLJ51529	14	0.908	0.000152	2
NM_004529	Homo sapiens myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3 (MLLT3), mRNA.	4300	MLLT3	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3	AF9|FLJ2035|YEATS3	9	0.908	0.0000344	2
NM_004740	Homo sapiens TGFB1-induced anti-apoptotic factor 1 (TIAF1), mRNA.	9220	TIAF1	TGFB1-induced anti-apoptotic factor 1	MAJN|MYO18A|MYSPDZ|SPR210	17	0.907	0.000126	2
NM_078471	Homo sapiens myosin XVIIIA (MYO18A), transcript variant 1, mRNA.	399687	MYO18A	myosin XVIIIA	DKFZp686L0243|KIAA0216|MYSPDZ|SPR210	17	0.907	0.000126	2
NM_203318	Homo sapiens myosin XVIIIA (MYO18A), transcript variant 2, mRNA.	399687	MYO18A	myosin XVIIIA	DKFZp686L0243|KIAA0216|MYSPDZ|SPR210	17	0.907	0.000126	2
NM_004866	Homo sapiens secretory carrier membrane protein 1 (SCAMP1), mRNA.	9522	SCAMP1	secretory carrier membrane protein 1	SCAMP|SCAMP37	5	0.906	0.000434	2
NM_052822							0.906	0.000434	2
NM_033358	Homo sapiens caspase 8, apoptosis-related cysteine peptidase (CASP8), transcript variant E, mRNA.	841	CASP8	caspase 8, apoptosis-related cysteine peptidase	ALPS2B|CAP4|FLICE|FLJ17672|MACH|MCH5|MGC78473	2	0.906	0.000000365	2
NM_001623	Homo sapiens allograft inflammatory factor 1 (AIF1), transcript variant 3, mRNA.	199	AIF1	allograft inflammatory factor 1	AIF-1|IBA1|IRT-1	6	0.905	0.00000221	2
NM_013306	Homo sapiens sorting nexin 15 (SNX15), transcript variant A, mRNA.	29907	SNX15	sorting nexin 15	HSAF001435	11	0.905	0.000507	2
NM_147777	Homo sapiens sorting nexin 15 (SNX15), transcript variant B, mRNA.	29907	SNX15	sorting nexin 15	HSAF001435	11	0.905	0.000507	2
NM_006286	Homo sapiens transcription factor Dp-2 (E2F dimerization partner 2) (TFDP2), mRNA.	7029	TFDP2	transcription factor Dp-2 (E2F dimerization partner 2)	DP2|Dp-2	3	0.905	0.000325	2
NM_021106	Homo sapiens regulator of G-protein signaling 3 (RGS3), transcript variant 2, mRNA.	5998	RGS3	regulator of G-protein signaling 3	C2PA|FLJ20370|FLJ31516|FLJ90496|PDZ-RGS3|RGP3	9	0.903	0.0000404	2
NM_130795	Homo sapiens regulator of G-protein signaling 3 (RGS3), transcript variant 1, mRNA.	5998	RGS3	regulator of G-protein signaling 3	C2PA|FLJ20370|FLJ31516|FLJ90496|PDZ-RGS3|RGP3	9	0.903	0.0000404	2
NM_134427	Homo sapiens regulator of G-protein signaling 3 (RGS3), transcript variant 4, mRNA.	5998	RGS3	regulator of G-protein signaling 3	C2PA|FLJ20370|FLJ31516|FLJ90496|PDZ-RGS3|RGP3	9	0.903	0.0000404	2
NM_144488	Homo sapiens regulator of G-protein signaling 3 (RGS3), transcript variant 6, mRNA.	5998	RGS3	regulator of G-protein signaling 3	C2PA|FLJ20370|FLJ31516|FLJ90496|PDZ-RGS3|RGP3	9	0.903	0.0000404	2
NM_144489	Homo sapiens regulator of G-protein signaling 3 (RGS3), transcript variant 5, mRNA.	5998	RGS3	regulator of G-protein signaling 3	C2PA|FLJ20370|FLJ31516|FLJ90496|PDZ-RGS3|RGP3	9	0.903	0.0000404	2
NM_014428	Homo sapiens tight junction protein 3 (zona occludens 3) (TJP3), mRNA.	27134	TJP3	tight junction protein 3 (zona occludens 3)	MGC119546|ZO-3	19	0.902	0.000479	2
NM_017512	Homo sapiens enolase superfamily member 1 (ENOSF1), transcript variant 1, mRNA.	55556	ENOSF1	enolase superfamily member 1	HSRTSBETA|RTS|TYMSAS	18	0.901	0.000043	2
NM_005345	Homo sapiens heat shock 70kDa protein 1A (HSPA1A), mRNA.	3303	HSPA1A	heat shock 70kDa protein 1A	FLJ54303|FLJ54370|FLJ54392|FLJ54408|FLJ75127|HSP70-1|HSP70-1A|HSP70I|HSP72|HSPA1|HSPA1B	6	0.901	0.000861	2
NM_006257	Homo sapiens protein kinase C, theta (PRKCQ), mRNA.	5588	PRKCQ	protein kinase C, theta	MGC126514|MGC141919|PRKCT|nPKC-theta	10	0.9	0.0000504	2
NM_014235	Homo sapiens ubiquitin-like 4A (UBL4A), mRNA.	8266	UBL4A	ubiquitin-like 4A	DX254E|DXS254E|G6PD|GDX|UBL4	X	0.898	0.000125	2
NM_005777	Homo sapiens RNA binding motif protein 6 (RBM6), mRNA.	10180	RBM6	RNA binding motif protein 6	3G2|DEF-3|DEF3|DKFZp686B0877|FLJ36517|HLC-11|NY-LU-12|g16	3	0.897	0.00057	2
NM_020456	Homo sapiens chromosome 13 open reading frame 1 (C13orf1), transcript variant 1, mRNA.	57213	C13orf1	chromosome 13 open reading frame 1	CLLD6	13	0.896	0.000226	2
NM_022782	Homo sapiens M-phase phosphoprotein 9 (MPHOSPH9), mRNA.	10198	MPHOSPH9	M-phase phosphoprotein 9	DKFZp434J034|FLJ12954|MPP-9|MPP9	12	0.896	0.00075	2
NM_001201	Homo sapiens bone morphogenetic protein 3 (BMP3), mRNA.	651	BMP3	bone morphogenetic protein 3	BMP-3A	4	0.896	0.000772	2
NM_014848	Homo sapiens synaptic vesicle glycoprotein 2B (SV2B), mRNA.	9899	SV2B	synaptic vesicle glycoprotein 2B	HsT19680|KIAA0735	15	0.895	0.000101	2
NM_001830	Homo sapiens chloride channel 4 (CLCN4), mRNA.	1183	CLCN4	chloride channel 4	CLC4|ClC-4|ClC-4A|MGC163150	X	0.893	0.000423	2
NM_033028	Homo sapiens Bardet-Biedl syndrome 4 (BBS4), mRNA.	585	BBS4	Bardet-Biedl syndrome 4	-	15	0.893	0.000282	2
NM_002399	Homo sapiens Meis homeobox 2 (MEIS2), transcript variant f, mRNA.	4212	MEIS2	Meis homeobox 2	HsT18361|MGC2820|MRG1	15	0.892	0.000437	2
NM_020149							0.892	0.000437	2
NM_170674	Homo sapiens Meis homeobox 2 (MEIS2), transcript variant b, mRNA.	4212	MEIS2	Meis homeobox 2	HsT18361|MGC2820|MRG1	15	0.892	0.000437	2
NM_170675	Homo sapiens Meis homeobox 2 (MEIS2), transcript variant c, mRNA.	4212	MEIS2	Meis homeobox 2	HsT18361|MGC2820|MRG1	15	0.892	0.000437	2
NM_170676	Homo sapiens Meis homeobox 2 (MEIS2), transcript variant d, mRNA.	4212	MEIS2	Meis homeobox 2	HsT18361|MGC2820|MRG1	15	0.892	0.000437	2
NM_170677	Homo sapiens Meis homeobox 2 (MEIS2), transcript variant a, mRNA.	4212	MEIS2	Meis homeobox 2	HsT18361|MGC2820|MRG1	15	0.892	0.000437	2
NM_172315	Homo sapiens Meis homeobox 2 (MEIS2), transcript variant g, mRNA.	4212	MEIS2	Meis homeobox 2	HsT18361|MGC2820|MRG1	15	0.892	0.000437	2
NM_172316	Homo sapiens Meis homeobox 2 (MEIS2), transcript variant h, mRNA.	4212	MEIS2	Meis homeobox 2	HsT18361|MGC2820|MRG1	15	0.892	0.000437	2
NM_002463	Homo sapiens myxovirus (influenza virus) resistance 2 (mouse) (MX2), mRNA.	4600	MX2	myxovirus (influenza virus) resistance 2 (mouse)	MXB	21	0.89	0.0000302	2
NM_000408	Homo sapiens glycerol-3-phosphate dehydrogenase 2 (mitochondrial) (GPD2), nuclear gene encoding mitochondrial protein, transcript variant 2, mRNA.	2820	GPD2	glycerol-3-phosphate dehydrogenase 2 (mitochondrial)	GDH2|GPDM|mGPDH	2	0.89	0.00000568	2
NM_170662	Homo sapiens Cas-Br-M (murine) ecotropic retroviral transforming sequence b (CBLB), mRNA.	868	CBLB	Cas-Br-M (murine) ecotropic retroviral transforming sequence b	DKFZp686J10223|DKFZp779A0729|DKFZp779F1443|FLJ36865|FLJ41152|Nbla00127|RNF56	3	0.888	0.00000056	2
XM_939071							0.888	0.0000399	2
NM_005635	Homo sapiens synovial sarcoma, X breakpoint 1 (SSX1), mRNA.	6756	SSX1	synovial sarcoma, X breakpoint 1	MGC150425|MGC5162|SSRC	X	0.887	0.000334	2
NM_000671	Homo sapiens alcohol dehydrogenase 5 (class III), chi polypeptide (ADH5), mRNA.	128	ADH5	alcohol dehydrogenase 5 (class III), chi polypeptide	ADH-3|ADHX|FDH|GSNOR	4	0.886	0.000292	2
