Probe Set ID	UniGene ID	Gene Title	Gene Symbol	Tstat	pval	FDR	Chromosomal Location
206629_at	Hs.200594	KIAA0605 gene product	KIAA0605	5.148922464	0.0002075757	0.014683839	chr9q34.2
213817_at	Hs.407903	LOC387866	LOC387866	5.146112151	0.0001435396	0.012115503	chr12q14.2
210075_at	Hs.331308	hypothetical protein LOC51257	LOC51257	5.137728907	0.0002675325	0.016792751	chr19p13.2
220675_s_at	Hs.266738	adiponutrin	ADPN	5.134769164	0.0001320431	0.011629713	chr22q13.31
223119_s_at	Hs.441028	ubiquitin specific protease 47	USP47	5.133858983	0.0001966939	0.031425421	chr11p15.3
219607_s_at	Hs.325960	membrane-spanning 4-domains, subfamily A, member 4	MS4A4A	5.133102917	0.0001310592	0.011629713	chr11q12
222749_at	Hs.21431	suppressor of fused homolog (Drosophila)	SUFU	5.126853945	0.0002940290	0.036081145	chr10q24.32
203923_s_at	Hs.88974	cytochrome b-245, beta polypeptide (chronic granulomatous disease)	CYBB	5.125660666	0.0005874956	0.025419738	chrxp21.1
219012_s_at	Hs.352588	chromosome 11 open reading frame 30	C11orf30	5.124073977	0.0002176553	0.015049878	chr11q13.3
201506_at	Hs.421496	transforming growth factor, beta-induced, 68kDa	TGFBI	5.121513337	0.0015337321	0.042349631	chr5q31
204985_s_at	Hs.386422	hypothetical protein MGC2650	MGC2650	5.121308248	0.0001876938	0.014026165	chr19q13.32
212559_at	Hs.1519	protein kinase, cAMP-dependent, regulatory, type I, beta	PRKAR1B	5.114631465	0.0001366786	0.011869292	chr7pter-p22
221267_s_at	Hs.374437	chromosome 19 open reading frame 27 /// chromosome 19 open reading frame 27	C19orf27	5.103708147	0.0010206902	0.033997069	chr19p13.3
243111_at	---	weakly similar to zinc finger protein 195	FLJ34077	5.099359626	0.0002329900	0.032499665	chr10q23-q24
201320_at	Hs.236030	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 2	SMARCC2	5.096376206	0.0001702963	0.013730954	chr12q13-q14
204007_at	---	Fc fragment of IgG, low affinity IIIa, receptor for (CD16)	FCGR3A	5.092487579	0.0001942876	0.014194459	chr1q23
239454_at	Hs.428715	scavenger receptor class F, member 2	SCARF2	5.091505227	0.0001719026	0.029490416	chr22q11.21
58308_at	Hs.15921	hypothetical protein FLJ10759	FLJ10759	5.079037371	0.0004808593	0.023242925	chr1p35.1
218417_s_at	Hs.438867	hypothetical protein FLJ20489	FLJ20489	5.075476432	0.0001369265	0.011869292	chr12q13.11
209356_x_at	Hs.381870	EGF-containing fibulin-like extracellular matrix protein 2	EFEMP2	5.071661505	0.0001414383	0.012029276	chr11q13
208958_at	Hs.154023	thioredoxin domain containing 4 (endoplasmic reticulum)	TXNDC4	5.070368668	0.0001660099	0.013650181	chr9q31.1
206046_at	Hs.432317	a disintegrin and metalloproteinase domain 23	ADAM23	5.069150507	0.0003505238	0.019684913	chr2q33
205823_at	Hs.434933	regulator of G-protein signalling 12	RGS12	5.061310147	0.0001689405	0.013730954	chr4p16.3
213641_at	Hs.101414	zinc finger protein 500	ZNF500	5.060917126	0.0003784247	0.020475691	chr16p13.3
204522_at	Hs.153299	dom-3 homolog Z (C. elegans)	DOM3Z	5.053023258	0.0003927334	0.020936072	chr6p21.3
242734_x_at	Hs.75641	galactose-1-phosphate uridylyltransferase	GALT	5.050090676	0.0002739945	0.034857334	chr9p13
227266_s_at	Hs.276506	FYN binding protein (FYB-120/130)	FYB	5.038990463	0.0005306510	0.042826712	chr5p13.1
213345_at	Hs.77810	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 4	NFATC4	5.035873326	0.0001846821	0.014026165	chr14q11.2
239006_at	Hs.354013	solute carrier family 26, member 7	SLC26A7	5.030549172	0.0002185108	0.03234102	chr8q23
212998_x_at	Hs.409934	major histocompatibility complex, class II, DQ beta 1	HLA-DQB1	5.022881318	0.0001868131	0.014026165	chr6p21.3
218345_at	Hs.12126	hepatocellular carcinoma-associated antigen 112	HCA112	5.022824231	0.0005711106	0.025002077	chr7q36.1
228676_at	Hs.406414	oral cancer overexpressed 1	ORAOV1	5.015177104	0.0001713672	0.029490416	chr11q13.3
220594_at	Hs.405410	O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase)	OGT	5.015083648	0.0001930922	0.014194459	chrxq13
230693_at	Hs.183075	ATPase, Ca++ transporting, cardiac muscle, fast twitch 1	ATP2A1	5.007636584	0.0005412962	0.043313259	chr16p12.1
240292_x_at	Hs.372732	E2a-Pbx1-associated protein	EB-1	4.996735461	0.0002019367	0.031689837	chr12q23.1
215661_at	Hs.101474	microtubule associated serine/threonine kinase 2	MAST2	4.993218203	0.0001744169	0.013870094	chr1p34.1
238481_at	Hs.365706	matrix Gla protein	MGP	4.981112546	0.0002043151	0.031689837	chr12p13.1-p12.3
208509_s_at	Hs.247717	olfactory receptor, family 7, subfamily A, member 17 /// olfactory receptor, family 7, subfamily A, member 17	OR7A17	4.979857569	0.0002940644	0.017617049	chr19p13.12
205937_at	Hs.159525	cell growth regulator with EF hand domain 1	CGREF1	4.965531505	0.0001877721	0.014026165	chr2p23.3
212488_at	Hs.528321	collagen, type V, alpha 1	COL5A1	4.964774539	0.0004861138	0.023309565	chr9q34.2-q34.3
239935_at	Hs.436380	MAM domain containing 1	MAMDC1	4.963330497	0.0002217243	0.03241535	chr14q21.3
216829_at	Hs.512131	immunoglobulin kappa constant	IGKC	4.961236836	0.0001801459	0.014026165	chr2p12
202803_s_at	Hs.375957	integrin, beta 2 (antigen CD18 (p95), lymphocyte function-associated antigen 1; macrophage antigen 1 (mac-1) beta subunit)	ITGB2	4.953884527	0.0009554979	0.032755937	chr21q22.3
209320_at	Hs.188402	adenylate cyclase 3	ADCY3	4.95090607	0.0002854205	0.017466087	chr2p24-p22
207122_x_at	Hs.389536	sulfotransferase family, cytosolic, 1A, phenol-preferring, member 2	SULT1A2	4.945299562	0.0002961002	0.017641715	chr16p12.1
232301_at	Hs.305834	ubiquitin protein ligase E3B	UBE3B	4.944877669	0.0001876719	0.030618626	chr12q24.11
210503_at	---	melanoma antigen, family A, 11	MAGEA11	4.942350879	0.0001832904	0.014026165	chrxq28
239609_s_at	Hs.352614	PLSC domain containing protein	LOC254531	4.937115553	0.0003415090	0.037434661	chr15q14
209906_at	Hs.155935	complement component 3a receptor 1	C3AR1	4.935654869	0.0008676017	0.03103173	chr12p13.31
210008_s_at	Hs.411125	mitochondrial ribosomal protein S12	MRPS12	4.934675295	0.0001867229	0.014026165	chr19q13.1-q13.2
213869_x_at	Hs.134643	Thy-1 cell surface antigen	THY1	4.929822726	0.0001816170	0.014026165	chr11q22.3-q23
212588_at	Hs.444324	protein tyrosine phosphatase, receptor type, C	PTPRC	4.922358709	0.0002070479	0.014683839	chr1q31-q32
232921_at	---	hypothetical protein LOC286025	LOC286025	4.919314369	0.0001852468	0.030618626	chr7q34
204620_s_at	Hs.434488	chondroitin sulfate proteoglycan 2 (versican)	CSPG2	4.913248159	0.0001885427	0.014026165	chr5q14.3
229080_at	Hs.27115	EMI domain containing 2	EMID2	4.910384081	0.0003624017	0.038083827	chr7q22.1
211212_s_at	Hs.153138	origin recognition complex, subunit 5-like (yeast)	ORC5L	4.909043758	0.0004123556	0.021441424	chr7q22.1
205212_s_at	Hs.337242	centaurin, beta 1	CENTB1	4.907929915	0.0002181533	0.015049878	chr17p13.1
221508_at	Hs.12040	STE20-like kinase	JIK	4.905812768	0.0001920890	0.014173243	chr12q
243708_at	Hs.186566	hypothetical protein LOC124842	LOC124842	4.904900443	0.0002122930	0.031753286	chr17q12
208940_at	Hs.124027	selenophosphate synthetase 1	SEPHS1	4.901024473	0.0003110779	0.018343184	chr10p14
221037_s_at	Hs.149030	hypothetical protein DKFZp434N1235 /// hypothetical protein DKFZp434N1235	DKFZP434N1235	4.900183622	0.0002018801	0.014565424	chr4q28.1
232152_at	Hs.375746	chromosome 6 open reading frame 182	C6orf182	4.894732947	0.0004195393	0.039917928	chr6q21
218821_at	Hs.378135	aminopeptidase-like 1	NPEPL1	4.894384822	0.0002624178	0.016659419	chr20q13.32
205523_at	Hs.2799	hyaluronan and proteoglycan link protein 1	HAPLN1	4.887815951	0.0002044732	0.014650406	chr5q14.3
213915_at	Hs.10306	natural killer cell group 7 sequence	NKG7	4.88607922	0.0002319605	0.015461705	chr19q13.41
206646_at	Hs.436288	glioma-associated oncogene homolog (zinc finger protein)	GLI	4.878638972	0.0013674959	0.039641877	chr12q13.2-q13.3
214211_at	Hs.446345	ferritin, heavy polypeptide 1	FTH1	4.874959827	0.0002413673	0.015818786	chr11q13
213543_at	Hs.131380	sarcoglycan, delta (35kDa dystrophin-associated glycoprotein)	SGCD	4.872309326	0.0002223528	0.015183774	chr5q33-q34
202282_at	Hs.171280	hydroxyacyl-Coenzyme A dehydrogenase, type II	HADH2	4.870522306	0.0004732738	0.023177933	chrxp11.2
228718_at	Hs.528732	hypothetical protein DKFZp686L21136	DKFZp686L21136	4.866381149	0.0002429441	0.032942933	chr19p13.2
222290_at	Hs.133517	olfactory receptor, family 2, subfamily A, member 20 pseudogene	OR2A20P	4.865693154	0.0002273377	0.015350804	chr7q35
39817_s_at	Hs.109752	chromosome 6 open reading frame 108	C6orf108	4.86368679	0.0002066760	0.014683839	chr6p21.1
204682_at	Hs.105689	latent transforming growth factor beta binding protein 2	LTBP2	4.862575698	0.0002071009	0.014683839	chr14q24
201746_at	Hs.408312	tumor protein p53 (Li-Fraumeni syndrome)	TP53	4.858098711	0.0012167359	0.037396588	chr17p13.1
231898_x_at	---	SOX2 overlapping transcript (non-coding RNA)	SOX2OT	4.856590448	0.0002295755	0.03241535	chr3q26.3-q27
202861_at	Hs.445534	period homolog 1 (Drosophila)	PER1	4.848585598	0.0010580919	0.034621822	chr17p13.1-17p12
210501_x_at	Hs.143773	eukaryotic translation initiation factor 3 subunit k	eIF3k	4.846183274	0.0006486506	0.026835112	chr19q13.2
210139_s_at	Hs.372031	peripheral myelin protein 22	PMP22	4.842271446	0.0002640261	0.016703794	chr17p12-p11.2
201792_at	Hs.439463	AE binding protein 1	AEBP1	4.837694189	0.0002646653	0.016703794	chr7p13
218953_s_at	Hs.257111	hypothetical protein MGC3265	MGC3265	4.825672711	0.0002309130	0.015461705	chr5q32
203083_at	Hs.458354	thrombospondin 2	THBS2	4.82437884	0.0002802257	0.017249365	chr6q27
204000_at	Hs.155090	guanine nucleotide binding protein (G protein), beta 5	GNB5	4.816801293	0.0008575483	0.030820561	chr15q21.2
205387_s_at	Hs.348402	chorionic gonadotropin, beta polypeptide 7	CGB7	4.812786015	0.0002785892	0.0172439	chr19q13.32
209285_s_at	Hs.23440	retinoblastoma-associated protein 140	RAP140	4.807883217	0.0002340764	0.015523582	chr3p14.3
60471_at	Hs.413374	Ras and Rab interactor 3	RIN3	4.806869542	0.0002897455	0.017503995	chr14q32.12
202555_s_at	Hs.386078	myosin, light polypeptide kinase	MYLK	4.802188601	0.0004419137	0.022278649	chr3q21
209829_at	Hs.389488	chromosome 6 open reading frame 32	C6orf32	4.792931931	0.0002371568	0.015634811	chr6p22.3-p21.32
209268_at	Hs.134231	vacuolar protein sorting 45A (yeast)	VPS45A	4.792349977	0.0003111665	0.018343184	chr1q21-q22
208272_at	Hs.176657	RAN binding protein 3	RANBP3	4.791504972	0.0002941050	0.017617049	chr19p13.3
227743_at	Hs.390817	myosin XVB, pseudogene	MYO15B	4.783328298	0.0003041653	0.036384363	chr17q25.1
204736_s_at	Hs.436301	chondroitin sulfate proteoglycan 4 (melanoma-associated)	CSPG4	4.781763847	0.0003102894	0.018343184	chr15q23
205582_s_at	Hs.437156	gamma-glutamyltransferase-like activity 1	GGTLA1	4.780891076	0.0003536571	0.019724939	chr22q11.23
206693_at	Hs.72927	interleukin 7	IL7	4.780718199	0.0003936943	0.020937207	chr8q12-q13
204861_s_at	Hs.79019	baculoviral IAP repeat-containing 1	BIRC1	4.759047961	0.0007789830	0.029321077	chr5q13.1
226930_at	Hs.334838	fibronectin type III domain containing 1	FNDC1	4.756831515	0.0003214679	0.036765866	chr6q25
210833_at	Hs.527970	prostaglandin E receptor 3 (subtype EP3)	PTGER3	4.752591284	0.0003264056	0.018955405	chr1p31.2
229764_at	Hs.338851	FLJ41238 protein	FLJ41238	4.750156028	0.0003649455	0.038083827	chr3q28
206650_at	Hs.274356	IQ motif containing C	IQCC	4.736897406	0.0006143988	0.02617715	chr1p36.11-p34.2
230469_at	Hs.58559	pleckstrin homology domain containing, family K member 1	PLEKHK1	4.732741096	0.0002920930	0.036081145	chr10q21.2
209492_x_at	Hs.85539	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit e	ATP5I	4.73063452	0.0014944036	0.041781424	chr4p16.3
224111_x_at	Hs.136280	Kruppel-like factor 16	KLF16	4.72875451	0.0003443035	0.037434661	chr19p13.3
227781_x_at	Hs.279307	hypothetical protein DKFZp434I2117	DKFZP434I2117	4.72590584	0.0002832236	0.035434251	chr16p11.2
202881_x_at	Hs.106346	nucleolar protein 7, 27kDa	NOL7	4.721405167	0.0006004383	0.025729936	chr6p23
230992_at	Hs.187628	butyrophilin-like 9	BTNL9	4.719320357	0.0003857457	0.038145032	chr5q35.3
55616_at	Hs.91668	per1-like domain containing 1	PERLD1	4.71820619	0.0003283573	0.018955405	chr17q12
205081_at	---	cysteine-rich protein 1 (intestinal)	CRIP1	4.71357497	0.0009150305	0.03188763	chr14q32.33
218985_at	Hs.179522	solute carrier family 2, (facilitated glucose transporter) member 8	SLC2A8	4.71173199	0.0002782767	0.0172439	chr9q33.3
212046_x_at	Hs.861	mitogen-activated protein kinase 3	MAPK3	4.710314031	0.0003731415	0.020279784	chr16p12-p11.2
201261_x_at	Hs.821	biglycan	BGN	4.705420666	0.0005724182	0.025010185	chrxq28
206402_s_at	Hs.104555	neuropeptide FF-amide peptide precursor	NPFF	4.702766445	0.0016474881	0.043912652	chr12q13.13
43977_at	Hs.26570	hypothetical protein FLJ20422	FLJ20422	4.698968267	0.0010956793	0.035246192	chr19p13.11
221064_s_at	Hs.161279	chromosome 16 open reading frame 28	C16orf28	4.69616814	0.0002868818	0.017466087	chr16p13.3
203865_s_at	Hs.148822	adenosine deaminase, RNA-specific, B1 (RED1 homolog rat)	ADARB1	4.695108026	0.0002938812	0.017617049	chr21q22.3
225355_at	Hs.91521	hypothetical protein DKFZP761M1511	DKFZP761M1511	4.692300452	0.0003167286	0.036765866	chr5q35.2
214269_at	Hs.334789	hypothetical protein FLJ22269	FLJ22269	4.68086415	0.0007929054	0.029694641	chr4p16.3
228056_s_at	Hs.322854	napsin B aspartic peptidase pseudogene	NAPSB	4.664755392	0.0003052784	0.036384363	chr19q13.33
214389_at	Hs.148907	hypothetical protein MGC52019	MGC52019	4.660252661	0.0003641186	0.019984371	chr11p14.3
206420_at	Hs.530902	immunoglobulin superfamily, member 6	IGSF6	4.656496451	0.0007021851	0.027535728	chr16p12-p13
219665_at	Hs.441321	hypothetical protein FLJ22494	FLJ22494	4.655044764	0.0003824376	0.020634036	chr8p21.3
210128_s_at	Hs.445013	leukotriene B4 receptor	LTB4R	4.653417804	0.0016117135	0.043374169	chr14q11.2-q12
230521_at	Hs.245342	chromosome 9 open reading frame 100	C9orf100	4.644794655	0.0005012163	0.042135808	chr9p13.3
203549_s_at	Hs.180878	lipoprotein lipase	LPL	4.643403541	0.0003663420	0.020057001	chr8p22
216167_at	Hs.26312	leucine rich repeat neuronal 5	LRRN5	4.643177269	0.0003186784	0.018736443	chr1q32.1
226906_s_at	Hs.437126	Rho GTPase activating protein 9	ARHGAP9	4.642290612	0.0003206214	0.036765866	chr12q14
203645_s_at	Hs.74076	CD163 antigen	CD163	4.639073738	0.0016766217	0.044214246	chr12p13.3
202990_at	Hs.282417	phosphorylase, glycogen; liver (Hers disease, glycogen storage disease type VI)	PYGL	4.638764497	0.0004675430	0.023060207	chr14q21-q22
231176_at	Hs.448935	hypothetical LOC284338	MGC70924	4.638303094	0.0003825463	0.038145032	chr19q13.31
36554_at	Hs.458420	acetylserotonin O-methyltransferase-like	ASMTL	4.637606858	0.0003237626	0.018885869	chrxp22.3; yp11.3
214574_x_at	Hs.436066	leukocyte specific transcript 1	LST1	4.63690394	0.0003279113	0.018955405	chr6p21.3
215026_x_at	Hs.446415	sodium channel, nonvoltage-gated 1 alpha	SCNN1A	4.63356507	0.0003341467	0.01913473	chr12p13
230852_at	Hs.417595	SH3 and cysteine rich domain 3	STAC3	4.631769146	0.0003303975	0.036817397	chr12q13.3
205728_at	Hs.349094	SH2 domain protein 1A, Duncans disease (lymphoproliferative syndrome)	SH2D1A	4.629080491	0.0003326129	0.019102096	chrXq25-q26
209405_s_at	Hs.289108	family with sequence similarity 3, member A	FAM3A	4.628773602	0.0005333320	0.024121155	chrxq28
210882_s_at	Hs.434971	trophinin	TRO	4.627350027	0.0004804534	0.023242925	chrxp11.22-p11.21
225588_s_at	Hs.436886	hypothetical protein BC009331	LOC92305	4.625995808	0.0003303205	0.036817397	chr4p16.3
223782_s_at	Hs.127011	tubulointerstitial nephritis antigen	TINAG	4.625041277	0.0005314333	0.042826712	chr6p11.2-p12
202403_s_at	Hs.232115	collagen, type I, alpha 2	COL1A2	4.620980717	0.0012339794	0.037512636	chr7q22.1
204134_at	Hs.154437	phosphodiesterase 2A, cGMP-stimulated	PDE2A	4.620801609	0.0005898303	0.025471297	chr11q13.4
204425_at	Hs.3109	Rho GTPase activating protein 4	ARHGAP4	4.619363583	0.0003373255	0.019175061	chrxq28
226237_at	Hs.114599	collagen, type VIII, alpha 1	COL8A1	4.614748852	0.0004438370	0.040787141	chr3q12.3
213493_at	Hs.471834	FLJ00133 protein	FLJ00133	4.609130316	0.0005000831	0.023509181	chr2q37.3
205381_at	Hs.288720	leucine rich repeat containing 17	LRRC17	4.608495117	0.0003535999	0.019724939	chr7q22.1
232830_at	Hs.146037	ring finger protein 32	RNF32	4.605452817	0.0003685607	0.038145032	chr7q36
205619_s_at	Hs.438	mesenchyme homeo box 1	MEOX1	4.605305305	0.0003507118	0.019684913	chr17q21
234496_x_at	Hs.302019	nyctalopin	NYX	4.602829664	0.0003466642	0.037434661	chrxp11.4
210307_s_at	Hs.301338	hypothetical protein FLJ12587	FLJ12587	4.596538053	0.0003571415	0.019724939	chr15q25.3
218610_s_at	Hs.200481	hypothetical protein FLJ11151	FLJ11151	4.595882483	0.0004094650	0.021441424	chr16p13.12
213290_at	Hs.420269	collagen, type VI, alpha 2	COL6A2	4.586082678	0.0004378042	0.02222643	chr21q22.3
218112_at	Hs.157160	mitochondrial ribosomal protein S34	MRPS34	4.582534458	0.0004774513	0.023242925	chr16p13.3
205050_s_at	Hs.356523	mitogen-activated protein kinase 8 interacting protein 2	MAPK8IP2	4.582325194	0.0003680573	0.020101523	chr22q13.33
230727_at	Hs.435390	hypothetical protein LOC284106	LOC284106	4.580094055	0.0004632522	0.041240996	chr17q12
230165_at	Hs.44269	shugoshin-like 2 (S. pombe)	SGOL2	4.580033206	0.0004674485	0.041240996	chr2q33.1
213592_at	Hs.438311	angiotensin II receptor-like 1	AGTRL1	4.576872753	0.0006833335	0.027435534	chr11q12
205407_at	Hs.388918	reversion-inducing-cysteine-rich protein with kazal motifs	RECK	4.566459489	0.0004120889	0.021441424	chr9p13-p12
224220_x_at	Hs.262960	transient receptor potential cation channel, subfamily C, member 4	TRPC4	4.562285756	0.0003743154	0.038145032	chr13q13.1-q13.2
219261_at	Hs.81057	chromosome 7 open reading frame 26	C7orf26	4.562183615	0.0006628433	0.027155222	chr7p22.1
208823_s_at	Hs.171834	PCTAIRE protein kinase 1	PCTK1	4.558275916	0.0003785839	0.020475691	chrxp11.3-p11.23
210892_s_at	Hs.408507	general transcription factor II, i	GTF2I	4.557401919	0.0004145753	0.021441424	chr7q11.23
226047_at	Hs.251385	murine retrovirus integration site 1 homolog	MRVI1	4.555138486	0.0003829551	0.038145032	chr11p15
207019_s_at	Hs.97633	A kinase (PRKA) anchor protein 4	AKAP4	4.553724377	0.0005581378	0.024923815	chrxp11.2
209361_s_at	Hs.20930	poly(rC) binding protein 4	PCBP4	4.543998018	0.0005532146	0.024753576	chr3p21
213502_x_at	Hs.272302	similar to bK246H3.1 (immunoglobulin lambda-like polypeptide 1, pre-B-cell specific)	LOC91316	4.536178932	0.0005520465	0.02475101	chr22q11.23
215731_s_at	Hs.445084	M-phase phosphoprotein 9	MPHOSPH9	4.535095739	0.0004131734	0.021441424	chr12q24.31
219851_at	Hs.183390	zinc finger protein 613	ZNF613	4.53490946	0.0004505145	0.022559134	chr19q13.41
228774_at	Hs.374421	chromosome 9 open reading frame 81	C9orf81	4.533756257	0.0004672352	0.041240996	chr9q21.32
220754_at	---	hypothetical protein FLJ12584	FLJ12584	4.532845274	0.0008655180	0.031006975	chr2q37.1
204787_at	Hs.8904	V-set and immunoglobulin domain containing 4	VSIG4	4.532729211	0.0012554295	0.037907847	chrxq12-q13.3
217818_s_at	Hs.323342	actin related protein 2/3 complex, subunit 4, 20kDa	ARPC4	4.531568722	0.0004253654	0.021789466	chr3p25.3
234233_s_at	Hs.20237	kelch repeat and BTB (POZ) domain containing 2	KBTBD2	4.526817717	0.0005401819	0.043313259	chr7p14.3
230619_at	Hs.131494	aryl hydrocarbon receptor nuclear translocator	ARNT	4.526365324	0.0005267714	0.042826712	chr1q21
202839_s_at	Hs.433482	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 7, 18kDa	NDUFB7	4.524277853	0.0004035707	0.021411349	chr19p13.12-p13.11
236290_at	Hs.303172	docking protein 5-like	DOK5L	4.52355524	0.0004094835	0.03912554	chr18q22.2
239996_x_at	Hs.374535	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2	ATP2A2	4.522919012	0.0005028824	0.042135808	chr12q23-q24.1
236496_at	Hs.159643	chromosome 14 open reading frame 66	C14orf66	4.521288713	0.0004058753	0.039110831	chr14q32.2
204950_at	Hs.446146	caspase recruitment domain family, member 8	CARD8	4.520677766	0.0011760181	0.036701975	chr19q13.32
206242_at	Hs.184194	transmembrane 4 superfamily member 5	TM4SF5	4.519669351	0.0004613064	0.022944845	chr17p13.3
241553_at	Hs.132337	germ cell associated 1	GSG1	4.517372857	0.0004303696	0.040438674	chr12p13.1
211719_x_at	Hs.418138	fibronectin 1	FN1	4.511499588	0.0009716217	0.033094236	chr2q34
213959_s_at	Hs.196470	KIAA1005 protein	KIAA1005	4.509673288	0.0004154380	0.021441424	chr16q12.2
227090_at	Hs.104888	BRAF35/HDAC2 complex (80 kDa)	BHC80	4.507402531	0.0004521484	0.0409556	chr11p11.2
202037_s_at	Hs.7306	secreted frizzled-related protein 1	SFRP1	4.507046994	0.0005246186	0.024037672	chr8p12-p11.1
213846_at	Hs.430075	cytochrome c oxidase subunit VIIc	COX7C	4.503370101	0.0004388830	0.02222643	chr5q14
209724_s_at	Hs.156000	zinc finger protein 161 homolog (mouse)	ZFP161	4.499920383	0.0012846780	0.038117815	chr18pter-p11.2
209926_at	Hs.78881	MADS box transcription enhancer factor 2, polypeptide B (myocyte enhancer factor 2B)	MEF2B	4.496607911	0.0004712850	0.023131372	chr19p12
229839_at	Hs.146246	hypothetical protein MGC45780	MGC45780	4.496510388	0.0006564771	0.046167466	chr8p21.1
214615_at	Hs.296433	purinergic receptor P2Y, G-protein coupled, 10	P2RY10	4.49591663	0.0004807792	0.023242925	chrxq21.1
202931_x_at	Hs.193163	bridging integrator 1	BIN1	4.493913407	0.0004675684	0.023060207	chr2q14
202927_at	---	protein (peptidyl-prolyl cis/trans isomerase) NIMA-interacting 1	PIN1	4.492164697	0.0004384230	0.02222643	chr19p13
232498_at	Hs.443139	hypothetical protein KIAA1833	KIAA1833	4.490562069	0.0004769705	0.041240996	chr8q24.3
228192_at	Hs.77515	inositol 1,4,5-triphosphate receptor, type 3	ITPR3	4.486671755	0.0007330772	0.048257365	chr6p21
236258_at	Hs.180374	chromosome 20 open reading frame 151	C20orf151	4.48443609	0.0004853123	0.041471306	chr20q13.33
244324_at	Hs.208701	hypothetical protein MGC33382	MGC33382	4.484027808	0.0005109675	0.042135808	chr18q21.2
211096_at	Hs.93728	pre-B-cell leukemia transcription factor 2	PBX2	4.480432096	0.0009013186	0.031578746	chr6p21.3
228909_at	Hs.11637	chromosome 21 open reading frame 86	C21orf86	4.479587819	0.0004412843	0.040787141	chr21q22.3
221290_s_at	Hs.454758	melanoma associated antigen (mutated) 1	MUM1	4.478048287	0.0010414251	0.034480306	chr19p13.3
206083_at	Hs.194654	brain-specific angiogenesis inhibitor 1	BAI1	4.478022553	0.0004477541	0.022522132	chr8q24
218002_s_at	Hs.24395	chemokine (C-X-C motif) ligand 14	CXCL14	4.474024509	0.0004677653	0.023060207	chr5q31
227486_at	Hs.153952	5-nucleotidase, ecto (CD73)	NT5E	4.469661	0.0006487201	0.046088891	chr6q14-q21
211622_s_at	Hs.119177	ADP-ribosylation factor 3 /// ADP-ribosylation factor 3	ARF3	4.463614483	0.0004571647	0.022789712	chr12q13
222786_at	Hs.25204	carbohydrate (chondroitin 4) sulfotransferase 12	CHST12	4.459129617	0.0004810863	0.041297692	chr7p22
204345_at	Hs.26208	collagen, type XVI, alpha 1	COL16A1	4.457768248	0.0005642654	0.024989134	chr1p35-p34
221582_at	Hs.348495	histone 3, H2a	HIST3H2A	4.456096208	0.0018910442	0.046595869	chr1q42.13
207347_at	---	excision repair cross-complementing rodent repair deficiency, complementation group 6	ERCC6	4.455594141	0.0004625587	0.022955891	chr10q11
231798_at	Hs.248201	noggin	NOG	4.453239073	0.0007852028	0.049806494	chr17q21-q22
230266_at	Hs.55405	RAB7B, member RAS oncogene family	RAB7B	4.453145145	0.0005594219	0.044357527	chr1q32
235839_at	Hs.133159	hypothetical protein LOC348645	LOC348645	4.452875604	0.0004686861	0.041240996	chr22q13.33
209735_at	Hs.194720	ATP-binding cassette, sub-family G (WHITE), member 2	ABCG2	4.448239374	0.0004943768	0.023428183	chr4q22
220536_at	Hs.196530	chromosome 14 open reading frame 115	C14orf115	4.442359133	0.0004828580	0.023289015	chr14q24.3
201743_at	Hs.163867	CD14 antigen	CD14	4.43892113	0.0012190117	0.037414929	chr5q31.1
202429_s_at	Hs.272458	protein phosphatase 3 (formerly 2B), catalytic subunit, alpha isoform (calcineurin A alpha)	PPP3CA	4.437685279	0.0005365450	0.02419838	chr4q21-q24
208588_at	Hs.302015	apoptosis inhibitor	FKSG2	4.435451123	0.0004920687	0.023428183	chr8p11.2
200714_x_at	Hs.76228	amplified in osteosarcoma	OS-9	4.435421892	0.0006304436	0.026559127	chr12q13
203912_s_at	Hs.77091	deoxyribonuclease I-like 1	DNASE1L1	4.43438917	0.0007595878	0.028836495	chrxq28
229487_at	Hs.120785	early B-cell factor	EBF	4.434121778	0.0006173710	0.045097954	chr5q34
222361_at	Hs.433616 /// Hs.528496 /// Hs.532659	Similar to beta-tubulin 4Q /// Similar to beta-tubulin 4Q /// tubulin, beta 8	TUBB8-pending	4.431377107	0.0005708614	0.025002077	chr9q34.3 /// chr1p36.33 /// chr10p15.3
211430_s_at	Hs.413826	immunoglobulin heavy constant gamma 1 (G1m marker)	IGHG1	4.4300043	0.0012130814	0.037335763	chr14q32.33
204287_at	Hs.414343	synaptogyrin 1	SYNGR1	4.429707292	0.0005080156	0.023670512	chr22q13.1
228532_at	Hs.288010	hypothetical protein MGC24133	MGC24133	4.429251729	0.0005721326	0.044644109	chr1p13.2
228126_x_at	Hs.250879	cortexin 1	CTXN1	4.421856812	0.0005058226	0.042135808	chr19p13.2
209740_s_at	Hs.264	patatin-like phospholipase domain containing 4	PNPLA4	4.420916444	0.0007900652	0.029638087	chrxp22.3
