RefSeq	Definition	Gene ID	Symbol	Name	Synonyms	Chr	Fold Change	p Value	Cluster Id
NM_000387	Homo sapiens solute carrier family 25 (carnitine/acylcarnitine translocase), member 20 (SLC25A20), nuclear gene encoding mitochondrial protein, mRNA.	788	SLC25A20	solute carrier family 25 (carnitine/acylcarnitine translocase), member 20	CAC|CACT	3	0.919	0.0000397	2
NM_001566	Homo sapiens inositol polyphosphate-4-phosphatase, type I, 107kDa (INPP4A), transcript variant b, mRNA.	3631	INPP4A	inositol polyphosphate-4-phosphatase, type I, 107kDa	INPP4	2	0.918	0.000895	2
NM_016346	Homo sapiens nuclear receptor subfamily 2, group E, member 3 (NR2E3), transcript variant 1, mRNA.	10002	NR2E3	nuclear receptor subfamily 2, group E, member 3	ESCS|MGC49976|PNR|RNR|RP37|rd7	15	0.914	0.000987	2
NM_144489	Homo sapiens regulator of G-protein signaling 3 (RGS3), transcript variant 5, mRNA.	5998	RGS3	regulator of G-protein signaling 3	C2PA|FLJ20370|FLJ31516|FLJ90496|PDZ-RGS3|RGP3	9	0.912	0.000215	2
NM_144488	Homo sapiens regulator of G-protein signaling 3 (RGS3), transcript variant 6, mRNA.	5998	RGS3	regulator of G-protein signaling 3	C2PA|FLJ20370|FLJ31516|FLJ90496|PDZ-RGS3|RGP3	9	0.912	0.000215	2
NM_134427	Homo sapiens regulator of G-protein signaling 3 (RGS3), transcript variant 4, mRNA.	5998	RGS3	regulator of G-protein signaling 3	C2PA|FLJ20370|FLJ31516|FLJ90496|PDZ-RGS3|RGP3	9	0.912	0.000215	2
NM_130795	Homo sapiens regulator of G-protein signaling 3 (RGS3), transcript variant 1, mRNA.	5998	RGS3	regulator of G-protein signaling 3	C2PA|FLJ20370|FLJ31516|FLJ90496|PDZ-RGS3|RGP3	9	0.912	0.000215	2
NM_021106	Homo sapiens regulator of G-protein signaling 3 (RGS3), transcript variant 2, mRNA.	5998	RGS3	regulator of G-protein signaling 3	C2PA|FLJ20370|FLJ31516|FLJ90496|PDZ-RGS3|RGP3	9	0.912	0.000215	2
NM_015178	Homo sapiens Rho-related BTB domain containing 2 (RHOBTB2), mRNA.	23221	RHOBTB2	Rho-related BTB domain containing 2	DBC2|KIAA0717	8	0.912	0.0000723	2
NM_002209	Homo sapiens integrin, alpha L (antigen CD11A (p180), lymphocyte function-associated antigen 1; alpha polypeptide) (ITGAL), transcript variant 1, mRNA.	3683	ITGAL	integrin, alpha L (antigen CD11A (p180), lymphocyte function-associated antigen 1; alpha polypeptide)	CD11A|LFA-1|LFA1A	16	0.912	0.000404	2
NM_006257	Homo sapiens protein kinase C, theta (PRKCQ), mRNA.	5588	PRKCQ	protein kinase C, theta	MGC126514|MGC141919|PRKCT|nPKC-theta	10	0.91	0.0000782	2
NM_032041	Homo sapiens neurocalcin delta (NCALD), transcript variant 8, mRNA.	83988	NCALD	neurocalcin delta	MGC33870|MGC74858	8	0.91	0.000942	2
NM_016513	Homo sapiens intestinal cell (MAK-like) kinase (ICK), transcript variant 2, mRNA.	22858	ICK	intestinal cell (MAK-like) kinase	KIAA0936|LCK2|MGC46090|MRK	6	0.908	0.000662	2
NM_014920	Homo sapiens intestinal cell (MAK-like) kinase (ICK), transcript variant 1, mRNA.	22858	ICK	intestinal cell (MAK-like) kinase	KIAA0936|LCK2|MGC46090|MRK	6	0.908	0.000662	2
NM_000027	Homo sapiens aspartylglucosaminidase (AGA), mRNA.	175	AGA	aspartylglucosaminidase	AGU|ASRG|GA	4	0.897	0.000189	2
NM_014309	Homo sapiens RNA binding motif protein 9 (RBM9), transcript variant 2, mRNA.	23543	RBM9	RNA binding motif protein 9	FOX2|Fox-2|HNRBP2|HRNBP2|RTA|dJ106I20.3|fxh	22	0.896	0.00000418	2
NM_005589	Homo sapiens aldehyde dehydrogenase 6 family, member A1 (ALDH6A1), nuclear gene encoding mitochondrial protein, mRNA.	4329	ALDH6A1	aldehyde dehydrogenase 6 family, member A1	MGC40271|MMSADHA|MMSDH	14	0.895	0.000318	2
NM_005059	Homo sapiens relaxin 2 (RLN2), transcript variant 2, mRNA.	6019	RLN2	relaxin 2	H2|RLXH2|bA12D24.1.1|bA12D24.1.2	9	0.895	0.000879	2
NM_020453	Homo sapiens ATPase, class V, type 10D (ATP10D), mRNA.	57205	ATP10D	ATPase, class V, type 10D	ATPVD|KIAA1487	4	0.894	0.00000352	2
NM_052940	Homo sapiens leucine rich repeat containing 42 (LRRC42), mRNA.	115353	LRRC42	leucine rich repeat containing 42	MGC8974|dJ167A19.4	1	0.894	0.000949	2
NM_002881	Homo sapiens v-ral simian leukemia viral oncogene homolog B (ras related; GTP binding protein) (RALB), mRNA.	5899	RALB	v-ral simian leukemia viral oncogene homolog B (ras related; GTP binding protein)	-	2	0.889	0.00096	2
NM_207585	Homo sapiens interferon (alpha, beta and omega) receptor 2 (IFNAR2), transcript variant 1, mRNA.	3455	IFNAR2	interferon (alpha, beta and omega) receptor 2	IFN-R|IFN-alpha-REC|IFNABR|IFNARB	21	0.889	0.00061	2
XM_938197							0.888	0.000331	2
XM_027236							0.888	0.000331	2
NM_000466	Homo sapiens peroxisomal biogenesis factor 1 (PEX1), mRNA.	5189	PEX1	peroxisomal biogenesis factor 1	ZWS1	7	0.886	0.00000513	2
NM_183422	Homo sapiens TSC22 domain family, member 1 (TSC22D1), transcript variant 1, mRNA.	8848	TSC22D1	TSC22 domain family, member 1	DKFZp686O19206|MGC17597|RP11-269C23.2|TGFB1I4|TSC22	13	0.885	0.000766	2
NM_006022	Homo sapiens TSC22 domain family, member 1 (TSC22D1), transcript variant 2, mRNA.	8848	TSC22D1	TSC22 domain family, member 1	DKFZp686O19206|MGC17597|RP11-269C23.2|TGFB1I4|TSC22	13	0.885	0.000766	2
NM_014656							0.884	0.000427	2
NM_014813	Homo sapiens leucine-rich repeats and immunoglobulin-like domains 2 (LRIG2), mRNA.	9860	LRIG2	leucine-rich repeats and immunoglobulin-like domains 2	DKFZp451C181|KIAA0806|LIG2	1	0.881	0.000349	2
XM_937409							0.872	0.000014	2
XM_496278							0.872	0.000014	2
NM_005582	Homo sapiens CD180 molecule (CD180), mRNA.	4064	CD180	CD180 molecule	LY64|Ly78|MGC126233|MGC126234|RP105	5	0.871	0.000788	2
NM_031988							0.87	0.000947	2
NM_002758	Homo sapiens mitogen-activated protein kinase kinase 6 (MAP2K6), mRNA.	5608	MAP2K6	mitogen-activated protein kinase kinase 6	MAPKK6|MEK6|MKK6|PRKMK6|SAPKK3	17	0.87	0.000947	2
NM_014393	Homo sapiens staufen, RNA binding protein, homolog 2 (Drosophila) (STAU2), mRNA.	27067	STAU2	staufen, RNA binding protein, homolog 2 (Drosophila)	39K2|39K3|DKFZp781K0371|MGC119606	8	0.868	0.000924	2
NM_020422	Homo sapiens transmembrane protein 159 (TMEM159), mRNA.	57146	TMEM159	transmembrane protein 159	PROMETHIN	16	0.866	0.00000135	2
NM_001830	Homo sapiens chloride channel 4 (CLCN4), mRNA.	1183	CLCN4	chloride channel 4	CLC4|ClC-4|ClC-4A|MGC163150	X	0.863	0.000381	2
NM_020319	Homo sapiens ankyrin repeat and MYND domain containing 2 (ANKMY2), mRNA.	57037	ANKMY2	ankyrin repeat and MYND domain containing 2	DKFZp564O043|ZMYND20	7	0.861	0.0000125	2
NM_033358	Homo sapiens caspase 8, apoptosis-related cysteine peptidase (CASP8), transcript variant E, mRNA.	841	CASP8	caspase 8, apoptosis-related cysteine peptidase	ALPS2B|CAP4|FLICE|FLJ17672|MACH|MCH5|MGC78473	2	0.859	0.000247	2
NM_001114	Homo sapiens adenylate cyclase 7 (ADCY7), mRNA.	113	ADCY7	adenylate cyclase 7	AC7|FLJ36387|KIAA0037	16	0.859	0.0000286	2
NM_015264	Homo sapiens chromosome 22 open reading frame 9 (C22orf9), transcript variant 1, mRNA.	23313	C22orf9	chromosome 22 open reading frame 9	-	22	0.854	0.0000358	2
NM_001009880	Homo sapiens chromosome 22 open reading frame 9 (C22orf9), transcript variant 2, mRNA.	23313	C22orf9	chromosome 22 open reading frame 9	-	22	0.854	0.0000358	2
NM_003284	Homo sapiens transition protein 1 (during histone to protamine replacement) (TNP1), mRNA.	7141	TNP1	transition protein 1 (during histone to protamine replacement)	TP1	2	0.851	0.000742	2
NM_173075	Homo sapiens amyloid beta (A4) precursor protein-binding, family B, member 2 (APBB2), mRNA.	323	APBB2	amyloid beta (A4) precursor protein-binding, family B, member 2	DKFZp434E033|FE65L|FE65L1|MGC35575	4	0.848	0.000334	2
NM_153613	Homo sapiens lysophosphatidylcholine acyltransferase 4 (LPCAT4), mRNA.	254531	LPCAT4	lysophosphatidylcholine acyltransferase 4	AGPAT7|AYTL3|FLJ10257|LPAAT-eta|LPEAT2	15	0.848	0.0000125	2
NM_139045	Homo sapiens SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2 (SMARCA2), transcript variant 2, mRNA.	6595	SMARCA2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2	BAF190|BRM|FLJ36757|MGC74511|SNF2|SNF2L2|SNF2LA|SWI2|Sth1p|hBRM|hSNF2a	9	0.848	0.000156	2
NM_003070	Homo sapiens SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2 (SMARCA2), transcript variant 1, mRNA.	6595	SMARCA2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2	BAF190|BRM|FLJ36757|MGC74511|SNF2|SNF2L2|SNF2LA|SWI2|Sth1p|hBRM|hSNF2a	9	0.848	0.000156	2
NM_006074	Homo sapiens tripartite motif-containing 22 (TRIM22), mRNA.	10346	TRIM22	tripartite motif-containing 22	GPSTAF50|RNF94|STAF50	11	0.845	0.00000278	2
NM_001037132	Homo sapiens neuronal cell adhesion molecule (NRCAM), transcript variant 1, mRNA.	4897	NRCAM	neuronal cell adhesion molecule	KIAA0343|MGC138845|MGC138846	7	0.841	0.000377	2
NM_006633	Homo sapiens IQ motif containing GTPase activating protein 2 (IQGAP2), mRNA.	10788	IQGAP2	IQ motif containing GTPase activating protein 2	-	5	0.84	0.000456	2
NM_014871	Homo sapiens PAN2 polyA specific ribonuclease subunit homolog (S. cerevisiae) (PAN2), transcript variant 1, mRNA.	9924	PAN2	PAN2 poly(A) specific ribonuclease subunit homolog (S. cerevisiae)	FLJ39360|KIAA0710|USP52|hPAN2	12	0.84	0.00000361	2
NM_024569	Homo sapiens myelin protein zero-like 1 (MPZL1), transcript variant 2, mRNA.	9019	MPZL1	myelin protein zero-like 1	FLJ21047|PZR|PZR1b|PZRa|PZRb	1	0.831	0.00052	2
NM_003953	Homo sapiens myelin protein zero-like 1 (MPZL1), transcript variant 1, mRNA.	9019	MPZL1	myelin protein zero-like 1	FLJ21047|PZR|PZR1b|PZRa|PZRb	1	0.831	0.00052	2
NM_145759	Homo sapiens TNF receptor-associated factor 5 (TRAF5), transcript variant 2, mRNA.	7188	TRAF5	TNF receptor-associated factor 5	MGC:39780|RNF84	1	0.831	0.000000312	2
NM_004619	Homo sapiens TNF receptor-associated factor 5 (TRAF5), transcript variant 1, mRNA.	7188	TRAF5	TNF receptor-associated factor 5	MGC:39780|RNF84	1	0.831	0.000000312	2
NM_001033910	Homo sapiens TNF receptor-associated factor 5 (TRAF5), transcript variant 3, mRNA.	7188	TRAF5	TNF receptor-associated factor 5	MGC:39780|RNF84	1	0.831	0.000000312	2
NM_004091	Homo sapiens E2F transcription factor 2 (E2F2), mRNA.	1870	E2F2	E2F transcription factor 2	E2F-2	1	0.83	0.000102	2
NM_005207	Homo sapiens v-crk sarcoma virus CT10 oncogene homolog (avian)-like (CRKL), mRNA.	1399	CRKL	v-crk sarcoma virus CT10 oncogene homolog (avian)-like	-	22	0.829	0.000781	2
NM_005903	Homo sapiens SMAD family member 5 (SMAD5), transcript variant 1, mRNA.	4090	SMAD5	SMAD family member 5	DKFZp781C1895|DKFZp781O1323|Dwfc|JV5-1|MADH5	5	0.826	0.000323	2
NM_001001420	Homo sapiens SMAD family member 5 (SMAD5), transcript variant 3, mRNA.	4090	SMAD5	SMAD family member 5	DKFZp781C1895|DKFZp781O1323|Dwfc|JV5-1|MADH5	5	0.826	0.000323	2
NM_001001419	Homo sapiens SMAD family member 5 (SMAD5), transcript variant 2, mRNA.	4090	SMAD5	SMAD family member 5	DKFZp781C1895|DKFZp781O1323|Dwfc|JV5-1|MADH5	5	0.826	0.000323	2
NM_002534	Homo sapiens 2,5-oligoadenylate synthetase 1, 40/46kDa (OAS1), transcript variant 2, mRNA.	4938	OAS1	2,5-oligoadenylate synthetase 1, 40/46kDa	IFI-4|OIAS|OIASI	12	0.826	0.000218	2
NM_021069	Homo sapiens sorbin and SH3 domain containing 2 (SORBS2), transcript variant 2, mRNA.	8470	SORBS2	sorbin and SH3 domain containing 2	ARGBP2|FLJ93447|KIAA0777|PRO0618	4	0.824	0.00000533	2
NM_003603	Homo sapiens sorbin and SH3 domain containing 2 (SORBS2), transcript variant 1, mRNA.	8470	SORBS2	sorbin and SH3 domain containing 2	ARGBP2|FLJ93447|KIAA0777|PRO0618	4	0.824	0.00000533	2
NM_032010							0.819	0.0000217	2
NM_005909	Homo sapiens microtubule-associated protein 1B (MAP1B), mRNA.	4131	MAP1B	microtubule-associated protein 1B	DKFZp686E1099|DKFZp686F1345|FLJ38954|FUTSCH|MAP5	5	0.819	0.0000217	2
NM_007229	Homo sapiens protein kinase C and casein kinase substrate in neurons 2 (PACSIN2), mRNA.	11252	PACSIN2	protein kinase C and casein kinase substrate in neurons 2	SDPII	22	0.814	0.0000482	2
NM_020749	Homo sapiens mitochondrial tumor suppressor 1 (MTUS1), nuclear gene encoding mitochondrial protein, transcript variant 5, mRNA.	57509	MTUS1	mitochondrial tumor suppressor 1	ATIP|DKFZp586D1519|DKFZp686F20243|FLJ14295|KIAA1288|MP44|MTSG1	8	0.813	0.000358	2
NM_001001931	Homo sapiens mitochondrial tumor suppressor 1 (MTUS1), nuclear gene encoding mitochondrial protein, transcript variant 4, mRNA.	57509	MTUS1	mitochondrial tumor suppressor 1	ATIP|DKFZp586D1519|DKFZp686F20243|FLJ14295|KIAA1288|MP44|MTSG1	8	0.813	0.000358	2
NM_001001927							0.813	0.000358	2
NM_001001925	Homo sapiens mitochondrial tumor suppressor 1 (MTUS1), nuclear gene encoding mitochondrial protein, transcript variant 2, mRNA.	57509	MTUS1	mitochondrial tumor suppressor 1	ATIP|DKFZp586D1519|DKFZp686F20243|FLJ14295|KIAA1288|MP44|MTSG1	8	0.813	0.000358	2
NM_001001924	Homo sapiens mitochondrial tumor suppressor 1 (MTUS1), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA.	57509	MTUS1	mitochondrial tumor suppressor 1	ATIP|DKFZp586D1519|DKFZp686F20243|FLJ14295|KIAA1288|MP44|MTSG1	8	0.813	0.000358	2
NM_012268	Homo sapiens phospholipase D family, member 3 (PLD3), transcript variant 2, mRNA.	23646	PLD3	phospholipase D family, member 3	HU-K4	19	0.812	0.000717	2
NM_001031696	Homo sapiens phospholipase D family, member 3 (PLD3), transcript variant 1, mRNA.	23646	PLD3	phospholipase D family, member 3	HU-K4	19	0.812	0.000717	2
NM_183048	Homo sapiens zinc finger, MYND-type containing 8 (ZMYND8), transcript variant 3, mRNA.	23613	ZMYND8	zinc finger, MYND-type containing 8	MGC31836|PRKCBP1|PRO2893|RACK7	20	0.811	0.0000187	2
NM_183047	Homo sapiens zinc finger, MYND-type containing 8 (ZMYND8), transcript variant 1, mRNA.	23613	ZMYND8	zinc finger, MYND-type containing 8	MGC31836|PRKCBP1|PRO2893|RACK7	20	0.811	0.0000187	2
NM_012408	Homo sapiens zinc finger, MYND-type containing 8 (ZMYND8), transcript variant 2, mRNA.	23613	ZMYND8	zinc finger, MYND-type containing 8	MGC31836|PRKCBP1|PRO2893|RACK7	20	0.811	0.0000187	2
NM_031412	Homo sapiens GABA(A) receptor-associated protein like 1 (GABARAPL1), mRNA.	23710	GABARAPL1	GABA(A) receptor-associated protein like 1	APG8-LIKE|APG8L|ATG8|ATG8L|GEC1	12	0.811	0.000175	2
NM_004318	Homo sapiens aspartate beta-hydroxylase (ASPH), transcript variant 1, mRNA.	444	ASPH	aspartate beta-hydroxylase	BAH|CASQ2BP1|HAAH|JCTN|junctin	8	0.809	6.65E-08	2
NM_175636	Homo sapiens runt-related transcription factor 1; translocated to, 1 (cyclin D-related) (RUNX1T1), transcript variant 4, mRNA.	862	RUNX1T1	runt-related transcription factor 1; translocated to, 1 (cyclin D-related)	AML1T1|CBFA2T1|CDR|ETO|MGC2796|MTG8|MTG8b|ZMYND2	8	0.809	0.000656	2
NM_175635	Homo sapiens runt-related transcription factor 1; translocated to, 1 (cyclin D-related) (RUNX1T1), transcript variant 3, mRNA.	862	RUNX1T1	runt-related transcription factor 1; translocated to, 1 (cyclin D-related)	AML1T1|CBFA2T1|CDR|ETO|MGC2796|MTG8|MTG8b|ZMYND2	8	0.809	0.000656	2
NM_175634	Homo sapiens runt-related transcription factor 1; translocated to, 1 (cyclin D-related) (RUNX1T1), transcript variant 2, mRNA.	862	RUNX1T1	runt-related transcription factor 1; translocated to, 1 (cyclin D-related)	AML1T1|CBFA2T1|CDR|ETO|MGC2796|MTG8|MTG8b|ZMYND2	8	0.809	0.000656	2
NM_004349	Homo sapiens runt-related transcription factor 1; translocated to, 1 (cyclin D-related) (RUNX1T1), transcript variant 1, mRNA.	862	RUNX1T1	runt-related transcription factor 1; translocated to, 1 (cyclin D-related)	AML1T1|CBFA2T1|CDR|ETO|MGC2796|MTG8|MTG8b|ZMYND2	8	0.809	0.000656	2
NM_139201	Homo sapiens G protein-coupled receptor kinase interacting ArfGAP 2 (GIT2), transcript variant 4, mRNA.	9815	GIT2	G protein-coupled receptor kinase interacting ArfGAP 2	CAT-2|DKFZp686G01261|KIAA0148|MGC760	12	0.808	0.000239	2
NM_006777	Homo sapiens zinc finger and BTB domain containing 33 (ZBTB33), mRNA.	10009	ZBTB33	zinc finger and BTB domain containing 33	ZNF-kaiso|ZNF348	X	0.807	0.000356	2
NM_001031806	Homo sapiens aldehyde dehydrogenase 3 family, member A2 (ALDH3A2), transcript variant 1, mRNA.	224	ALDH3A2	aldehyde dehydrogenase 3 family, member A2	ALDH10|DKFZp686E23276|FALDH|FLJ20851|SLS	17	0.806	0.00000342	2
NM_000382	Homo sapiens aldehyde dehydrogenase 3 family, member A2 (ALDH3A2), transcript variant 2, mRNA.	224	ALDH3A2	aldehyde dehydrogenase 3 family, member A2	ALDH10|DKFZp686E23276|FALDH|FLJ20851|SLS	17	0.806	0.00000342	2
NM_032814	Homo sapiens ring finger protein, transmembrane 2 (RNFT2), transcript variant 2, mRNA.	84900	RNFT2	ring finger protein, transmembrane 2	FLJ14627|TMEM118	12	0.797	0.0000371	2
NM_005611	Homo sapiens retinoblastoma-like 2 (p130) (RBL2), mRNA.	5934	RBL2	retinoblastoma-like 2 (p130)	FLJ26459|P130|Rb2	16	0.789	0.000796	2
NM_006417	Homo sapiens interferon-induced protein 44 (IFI44), mRNA.	10561	IFI44	interferon-induced protein 44	MTAP44|p44	1	0.786	0.0000272	2
NM_021822	Homo sapiens apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3G (APOBEC3G), mRNA.	60489	APOBEC3G	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3G	ARP9|CEM15|FLJ12740|MDS019|bK150C2.7|dJ494G10.1	22	0.782	0.000204	2
NM_001338	Homo sapiens coxsackie virus and adenovirus receptor (CXADR), mRNA.	1525	CXADR	coxsackie virus and adenovirus receptor	CAR|HCAR	21	0.78	0.000305	2
NM_138624							0.775	0.000888	2
NM_138621	Homo sapiens BCL2-like 11 (apoptosis facilitator) (BCL2L11), transcript variant 1, mRNA.	10018	BCL2L11	BCL2-like 11 (apoptosis facilitator)	BAM|BIM|BIM-alpha6|BIM-beta6|BIM-beta7|BOD|BimEL|BimL	2	0.775	0.000888	2
NM_006538	Homo sapiens BCL2-like 11 (apoptosis facilitator) (BCL2L11), transcript variant 6, mRNA.	10018	BCL2L11	BCL2-like 11 (apoptosis facilitator)	BAM|BIM|BIM-alpha6|BIM-beta6|BIM-beta7|BOD|BimEL|BimL	2	0.775	0.000888	2
NM_000408	Homo sapiens glycerol-3-phosphate dehydrogenase 2 (mitochondrial) (GPD2), nuclear gene encoding mitochondrial protein, transcript variant 2, mRNA.	2820	GPD2	glycerol-3-phosphate dehydrogenase 2 (mitochondrial)	GDH2|GPDM|mGPDH	2	0.77	0.000951	2
NM_138627							0.766	0.000677	2
NM_138626							0.766	0.000677	2
NM_207003							0.765	0.0005	2
NM_138623							0.765	0.0005	2
NM_138622							0.765	0.0005	2
NM_005156	Homo sapiens ROD1 regulator of differentiation 1 (S. pombe) (ROD1), mRNA.	9991	ROD1	ROD1 regulator of differentiation 1 (S. pombe)	DKFZp781I1117|PTBP3	9	0.765	0.0000375	2
NM_183380	Homo sapiens dystonin (DST), transcript variant 1, mRNA.	667	DST	dystonin	BP240|BPA|BPAG1|CATX-15|D6S1101|DKFZp564B2416|DMH|DT|FLJ46791|KIAA0465|KIAA1470|MACF2	6	0.756	0.000323	2
NM_197974	Homo sapiens butyrophilin, subfamily 3, member A3 (BTN3A3), transcript variant 2, mRNA.	10384	BTN3A3	butyrophilin, subfamily 3, member A3	BTF3	6	0.746	0.00000102	2
NM_006994	Homo sapiens butyrophilin, subfamily 3, member A3 (BTN3A3), transcript variant 1, mRNA.	10384	BTN3A3	butyrophilin, subfamily 3, member A3	BTF3	6	0.746	0.00000102	2
NM_005127	Homo sapiens C-type lectin domain family 2, member B (CLEC2B), mRNA.	9976	CLEC2B	C-type lectin domain family 2, member B	AICL|CLECSF2|HP10085|IFNRG1	12	0.74	0.0000504	2
NM_001490	Homo sapiens glucosaminyl (N-acetyl) transferase 1, core 2 (beta-1,6-N-acetylglucosaminyltransferase) (GCNT1), transcript variant 2, mRNA.	2650	GCNT1	glucosaminyl (N-acetyl) transferase 1, core 2 (beta-1,6-N-acetylglucosaminyltransferase)	C2GNT|C2GNT-L|C2GNT1|G6NT|MGC126335|MGC126336|NACGT2|NAGCT2	9	0.732	0.00000423	2
NM_016194	Homo sapiens guanine nucleotide binding protein (G protein), beta 5 (GNB5), transcript variant 2, mRNA.	10681	GNB5	guanine nucleotide binding protein (G protein), beta 5	FLJ37457|FLJ43714|GB5	15	0.719	0.0000126	2
NM_006578	Homo sapiens guanine nucleotide binding protein (G protein), beta 5 (GNB5), transcript variant 1, mRNA.	10681	GNB5	guanine nucleotide binding protein (G protein), beta 5	FLJ37457|FLJ43714|GB5	15	0.719	0.0000126	2
NM_001706	Homo sapiens B-cell CLL/lymphoma 6 (BCL6), transcript variant 1, mRNA.	604	BCL6	B-cell CLL/lymphoma 6	BCL5|BCL6A|LAZ3|ZBTB27|ZNF51	3	0.71	0.00000116	2
NM_018640	Homo sapiens LIM domain only 3 (rhombotin-like 2) (LMO3), transcript variant 1, mRNA.	55885	LMO3	LIM domain only 3 (rhombotin-like 2)	DAT1|MGC26081|RBTN3|RBTNL2|RHOM3|Rhom-3	12	0.704	0.000395	2
NM_001001395	Homo sapiens LIM domain only 3 (rhombotin-like 2) (LMO3), transcript variant 2, mRNA.	55885	LMO3	LIM domain only 3 (rhombotin-like 2)	DAT1|MGC26081|RBTN3|RBTNL2|RHOM3|Rhom-3	12	0.704	0.000395	2
NM_019903	Homo sapiens adducin 3 (gamma) (ADD3), transcript variant 2, mRNA.	120	ADD3	adducin 3 (gamma)	ADDL	10	0.701	0.00000932	2
NM_016824	Homo sapiens adducin 3 (gamma) (ADD3), transcript variant 1, mRNA.	120	ADD3	adducin 3 (gamma)	ADDL	10	0.701	0.00000932	2
NM_001121	Homo sapiens adducin 3 (gamma) (ADD3), transcript variant 3, mRNA.	120	ADD3	adducin 3 (gamma)	ADDL	10	0.701	0.00000932	2
NM_175870							0.695	0.00000383	2
NM_015548	Homo sapiens dystonin (DST), transcript variant 1eA, mRNA.	667	DST	dystonin	BP240|BPA|BPAG1|CATX-15|D6S1101|DKFZp564B2416|DMH|DT|FLJ46791|KIAA0465|KIAA1470|MACF2	6	0.681	0.0000992	2
NM_175566	Homo sapiens contactin 5 (CNTN5), transcript variant 2, mRNA.	53942	CNTN5	contactin 5	HNB-2s|MGC163491|NB-2	11	0.676	0.000000242	2
NM_014361	Homo sapiens contactin 5 (CNTN5), transcript variant 1, mRNA.	53942	CNTN5	contactin 5	HNB-2s|MGC163491|NB-2	11	0.676	0.000000242	2
NM_004063	Homo sapiens cadherin 17, LI cadherin (liver-intestine) (CDH17), mRNA.	1015	CDH17	cadherin 17, LI cadherin (liver-intestine)	CDH16|FLJ26931|HPT-1|HPT1|MGC138218|MGC142024	8	0.676	0.000139	2
NM_078488	Homo sapiens vanin 2 (VNN2), transcript variant 2, mRNA.	8875	VNN2	vanin 2	FOAP-4|GPI-80	6	0.673	0.00000517	2
NM_004665	Homo sapiens vanin 2 (VNN2), transcript variant 1, mRNA.	8875	VNN2	vanin 2	FOAP-4|GPI-80	6	0.673	0.00000517	2
NM_005544	Homo sapiens insulin receptor substrate 1 (IRS1), mRNA.	3667	IRS1	insulin receptor substrate 1	HIRS-1	2	0.672	0.0000255	2
NM_014034	Homo sapiens ASF1 anti-silencing function 1 homolog A (S. cerevisiae) (ASF1A), mRNA.	25842	ASF1A	ASF1 anti-silencing function 1 homolog A (S. cerevisiae)	CGI-98|CIA|DKFZp547E2110|HSPC146	6	0.668	0.000232	2
NM_004354	Homo sapiens cyclin G2 (CCNG2), mRNA.	901	CCNG2	cyclin G2	-	4	0.657	0.0000848	2
NM_182961	Homo sapiens spectrin repeat containing, nuclear envelope 1 (SYNE1), transcript variant 1, mRNA.	23345	SYNE1	spectrin repeat containing, nuclear envelope 1	8B|CPG2|DKFZp781J13156|FLJ30878|FLJ41140|KIAA0796|KIAA1262|KIAA1756|MYNE1|SCAR8	6	0.623	0.00000634	2
NM_133650	Homo sapiens spectrin repeat containing, nuclear envelope 1 (SYNE1), transcript variant 3, mRNA.	23345	SYNE1	spectrin repeat containing, nuclear envelope 1	8B|CPG2|DKFZp781J13156|FLJ30878|FLJ41140|KIAA0796|KIAA1262|KIAA1756|MYNE1|SCAR8	6	0.623	0.00000634	2
NM_033071	Homo sapiens spectrin repeat containing, nuclear envelope 1 (SYNE1), transcript variant 2, mRNA.	23345	SYNE1	spectrin repeat containing, nuclear envelope 1	8B|CPG2|DKFZp781J13156|FLJ30878|FLJ41140|KIAA0796|KIAA1262|KIAA1756|MYNE1|SCAR8	6	0.623	0.00000634	2
NM_015293	Homo sapiens spectrin repeat containing, nuclear envelope 1 (SYNE1), transcript variant 4, mRNA.	23345	SYNE1	spectrin repeat containing, nuclear envelope 1	8B|CPG2|DKFZp781J13156|FLJ30878|FLJ41140|KIAA0796|KIAA1262|KIAA1756|MYNE1|SCAR8	6	0.623	0.00000634	2
NM_006813	Homo sapiens proline-rich nuclear receptor coactivator 1 (PNRC1), mRNA.	10957	PNRC1	proline-rich nuclear receptor coactivator 1	B4-2|PNAS-145|PROL2|PRR2|RP11-63L7.5	6	0.615	0.000237	2
XM_941448							0.595	0.000943	2
NM_206943	Homo sapiens latent transforming growth factor beta binding protein 1 (LTBP1), transcript variant 1, mRNA.	4052	LTBP1	latent transforming growth factor beta binding protein 1	MGC163161	2	0.57	0.00000211	2
NM_000627	Homo sapiens latent transforming growth factor beta binding protein 1 (LTBP1), transcript variant 2, mRNA.	4052	LTBP1	latent transforming growth factor beta binding protein 1	MGC163161	2	0.57	0.00000211	2
