Probe Set	Gene Symbol	Gene Symbol before 2008	T:N Ratio	T Mean	N Mean	T SD	N SD
205866_at	FCN3	FCN3	0.068444251	-1.834294662	2.765834429	1.377153155	0.897208024
205883_at	ZBTB16	ZBTB16	0.176278479	-1.065405389	1.745658779	1.237605495	1.282787586
205896_at	SLC22A4	SLC22A4	0.324114572	-0.845915698	0.659997684	0.543561296	0.762203018
205898_at	CX3CR1	CX3CR1	0.172682529	-1.287695537	1.717256521	1.348633435	1.086766521
205909_at	POLE2	POLE2	4.154355728	0.760404673	-1.012141186	0.949089936	0.196915375
205935_at	FOXF1	FOXF1	0.171307461	-1.090499495	1.62283792	0.836379487	0.586172891
205952_at	KCNK3	KCNK3	0.315531061	-1.071903413	1.930027387	1.777800725	0.730942164
205978_at	KL	KL	0.301803618	-0.820329607	1.26022621	0.797143651	0.642450696
205982_x_at	SFTPC	SFTPC	0.118035378	-2.139240517	2.808240226	2.78109944	0.219474194
206030_at	ASPA	ASPA	0.213611208	-0.96957048	1.214577472	0.425384222	0.60339232
206049_at	SELP	SELP	0.260097174	-0.836080637	1.16179548	0.726908817	0.596707352
206068_s_at	ACADL	ACADL	0.146932852	-1.294060599	1.779178621	1.012575314	0.67243198
206069_s_at	ACADL	ACADL	0.108587867	-1.346159524	1.865908429	0.641801511	0.799574015
206093_x_at	TNXA /// TNXB	TNXB	0.153287413	-1.169483968	1.63593408	0.702953138	0.487136689
206101_at	ECM2	ECM2	0.278436649	-0.968958834	1.030915665	0.944697132	0.62680515
206102_at	GINS1	GINS1	15.94436631	1.47219293	-2.106973226	1.461457671	0.460576961
206159_at	GDF10	GDF10	0.117439338	-1.255426456	1.841629722	0.501659641	0.669705829
206167_s_at	ARHGAP6	ARHGAP6	0.224510608	-1.065474267	1.721265047	1.140413988	0.430922752
206170_at	ADRB2	ADRB2	0.161684808	-1.338640052	1.718617904	1.163328143	0.525234575
206208_at	CA4	CA4	0.172920925	-1.029072939	1.684808502	0.695976056	0.522086767
206209_s_at	CA4	CA4	0.082446823	-1.604947793	2.636346631	1.034507518	0.549471632
206236_at	GPR4	GPR4	0.344308701	-0.513226466	0.837163929	0.466194256	0.769216505
206283_s_at	TAL1	TAL1	0.251942133	-0.815998592	1.33169631	0.718907088	0.616170003
206311_s_at	PLA2G1B	PLA2G1B	0.125915317	-1.460757071	1.962563501	1.03887253	0.725270869
206316_s_at	KNTC1	KNTC1	3.9111657	0.679235473	-1.038266484	0.964160238	0.31428969
206331_at	CALCRL	CALCRL	0.219296984	-1.054650147	1.284057449	0.936915426	0.759146366
206364_at	KIF14	KIF14	9.371182696	1.16893214	-1.679110182	1.286607238	0.386002907
206377_at	FOXF2	FOXF2	0.319087655	-0.87400407	1.013119669	1.032629142	0.558794905
206481_s_at	LDB2	LDB2	0.178531676	-1.163735558	1.630972052	1.008278055	0.485405789
206488_s_at	CD36	CD36	0.189664698	-1.342654295	1.519535811	1.24595294	0.654240233
206618_at	IL18R1	IL18R1	0.228943221	-0.807608084	1.116548337	0.561964211	0.931519416
206637_at	P2RY14	P2RY14	0.323915718	-0.78474484	1.09547381	1.086874788	0.4947148
206651_s_at	CPB2	CPB2	0.305773491	-1.44553169	2.471346677	1.888859848	1.044644659
206658_at	UPK3B	UPK3B	0.183766155	-0.955165587	1.456852648	0.744085894	1.35023771
206701_x_at	EDNRB	EDNRB	0.100994871	-1.446141446	2.139722929	0.877431115	0.658708904
206702_at	TEK	TEK	0.131399061	-1.353474169	1.966056346	1.000178072	0.477554362
206726_at	PGDS	PGDS	0.241481468	-1.131681646	1.27952159	1.125269799	0.725002894
206742_at	FIGF	FIGF	0.081447995	-1.774263983	2.449902607	1.198934628	0.666615152
206754_s_at	CYP2B6 /// CYP2B7P1	CYP2B7P1	0.234793513	-1.424922644	1.947435164	1.877517893	0.533976103
206874_s_at	---	---	0.388875639	-0.637823654	0.886567989	0.771782333	0.282899367
206898_at	CDH19	CDH19	0.287541524	-0.771975432	1.239252886	0.778439336	0.619816836
206953_s_at	LPHN2	LPHN2	0.229963295	-0.939067033	1.425336427	0.934716297	0.477936346
207008_at	IL8RB	IL8RB	0.218238014	-0.889855456	1.076920677	0.721103593	1.141155754
207069_s_at	SMAD6	SMAD6	0.158422422	-1.098001448	1.609063225	0.871335623	0.975448801
207072_at	IL18RAP	IL18RAP	0.317436168	-0.718719107	0.824286348	0.602893273	0.776921341
207131_x_at	GGT1	GGT1	0.273341557	-0.803871294	1.120953724	0.828628733	0.73107198
207165_at	HMMR	HMMR	9.810643828	1.052365428	-1.857472562	1.271449483	0.485126741
207195_at	CNTN6	CNTN6	0.360751835	-0.542202864	0.829582739	0.341426066	0.597508387
207302_at	SGCG	SGCG	0.274002401	-0.748044965	1.289033095	0.705395833	0.618394051
207317_s_at	CASQ2	CASQ2	0.350795249	-0.704958462	1.058933739	0.710935794	0.523923806
207496_at	MS4A2	MS4A2	0.258711273	-0.86628774	0.976399072	0.581314498	0.890735121
207519_at	SLC6A4	SLC6A4	0.089800864	-1.263674582	2.342343655	0.921707877	1.34650095
207526_s_at	IL1RL1	IL1RL1	0.066373177	-1.413665108	2.068628973	0.95195696	1.658426141
207547_s_at	FAM107A	FAM107A	0.102910763	-1.281718491	2.077894117	0.689416832	0.691916027
207574_s_at	GADD45B	GADD45B	0.221652034	-1.012147273	1.198076484	1.007298842	0.982671431
207746_at	POLQ	POLQ	5.75423925	0.93181287	-1.112594081	1.232678525	0.185799731
207808_s_at	PROS1	PROS1	0.373141093	-0.705960388	0.973473688	0.925658367	0.247145509
207828_s_at	CENPF	CENPF	12.87822502	1.298626197	-1.935505409	1.421668017	0.408884655
207850_at	CXCL3	CXCL3	0.128135083	-1.42326697	1.6807349	1.376122769	1.406209184
207857_at	LILRA2	LILRA2	0.382034206	-0.721662098	0.861948228	0.780083178	0.592858564
207961_x_at	MYH11	MYH11	0.277053825	-0.941474134	1.22664525	0.941353836	0.386984341
208079_s_at	AURKA	AURKA	8.197210751	1.092513599	-1.640737084	1.259689806	0.51990797
208308_s_at	GPI /// LOC100133951	GPI	3.346348154	0.683152228	-0.921957213	0.768750311	0.459211286
208335_s_at	DARC	DARC	0.171507435	-1.174845032	1.499300264	1.082436699	0.877794038
208438_s_at	FGR	FGR	0.233364055	-1.042899581	1.307558509	0.951331872	0.470549051
208510_s_at	PPARG	PPARG	0.313685214	-0.803443239	1.163680062	1.020863859	0.560410237
208546_x_at	HIST1H2BH	HIST1H2BH	3.585421293	0.656280572	-0.953173433	0.897223469	0.359129049
208740_at	SAP18	SAP18	0.443031058	-0.562071006	0.825221806	0.800315053	0.279977132
208760_at	UBE2I	UBE2I	0.396480526	-0.565470797	0.855787598	0.636404061	0.332611118
208789_at	PTRF	PTRF	0.359745143	-0.697544251	0.922748029	0.819781487	0.447678029
208873_s_at	REEP5	REEP5	0.43194926	-0.639287863	0.741144319	0.808924645	0.248173432
208944_at	TGFBR2	TGFBR2	0.285745066	-0.904569137	1.119934539	0.845554115	0.279682511
208960_s_at	KLF6	KLF6	0.28093592	-0.89947271	0.991674691	0.86186376	0.771403101
208961_s_at	KLF6	KLF6	0.282867915	-0.903523875	1.0429963	0.805696567	0.508430174
208981_at	PECAM1	PECAM1	0.285486837	-0.840258297	1.144108359	0.774543797	0.303126103
208982_at	PECAM1	PECAM1	0.270334649	-0.833797261	1.253439195	0.890372136	0.401769521
208983_s_at	PECAM1	PECAM1	0.288508707	-0.924412301	1.118759507	0.975293014	0.530630396
209047_at	AQP1	AQP1	0.286729631	-1.194607268	1.670341936	1.763892141	0.307558434
209074_s_at	FAM107A	FAM107A	0.078141415	-1.637038903	2.668912026	1.210722138	0.71146482
209116_x_at	HBB	HBB	0.138727637	-1.567277413	2.001304763	1.727572192	0.752057475
209167_at	GPM6B	GPM6B	0.237888436	-1.100952941	1.325601855	1.078706172	0.401627761
209169_at	GPM6B	GPM6B	0.261148572	-0.919856702	1.2625597	0.848209039	0.430396009
209170_s_at	GPM6B	GPM6B	0.235721577	-1.116070693	1.413362346	1.197854334	0.381621261
209189_at	FOS	FOS	0.224476069	-1.096088315	1.279817487	1.181068031	0.939854784
209210_s_at	FERMT2	PLEKHC1	0.390507084	-0.654723133	0.874373171	0.818126609	0.347330193
209267_s_at	SLC39A8	SLC39A8	0.20191752	-1.34409344	1.586503724	1.520609997	0.312317681
209292_at	ID4	ID4	0.236595965	-1.190644348	1.510553583	1.298083454	0.532509889
209301_at	CA2	CA2	0.310585256	-1.096614449	1.222830604	1.363497589	0.550158822
209304_x_at	GADD45B	GADD45B	0.25770322	-0.87290168	1.057754457	0.859848294	0.951119725
209357_at	CITED2	CITED2	0.340532447	-0.868766837	0.948913682	1.063587709	0.491377489
209369_at	ANXA3	ANXA3	0.192705454	-1.469992123	1.73706972	1.811641262	0.445411645
209408_at	KIF2C	KIF2C	9.031808041	1.146228243	-1.701564576	1.200617015	0.381013613
209433_s_at	PPAT	PPAT	5.815676426	0.990785369	-1.297128552	1.169089868	0.705731794
209434_s_at	PPAT	PPAT	3.806614302	0.736199203	-0.951347991	0.914818669	0.406380087
209447_at	SYNE1	SYNE1	0.263839135	-0.943473521	1.21657739	0.915826398	0.329733131
209458_x_at	HBA1 /// HBA2	HBA1 /// HBA2	0.132622681	-1.538766315	2.101721366	1.678220091	0.728685757
209464_at	AURKB	AURKB	5.474302843	0.89086327	-1.212592159	1.082229017	0.270107864
209469_at	GPM6A	GPM6A	0.105441821	-1.578987883	2.402831267	1.12065601	0.47876985
209470_s_at	GPM6A	GPM6A	0.0939144	-1.749396974	2.623747525	1.245482427	0.575842171
209493_at	PDZD2	PDZD2	0.129161761	-1.696618948	1.853553247	1.288098101	0.435774356
209539_at	ARHGEF6	ARHGEF6	0.388527627	-0.806467862	0.819658577	0.956521027	0.27819363
209555_s_at	CD36	CD36	0.191396712	-1.301822731	1.554512587	1.343876771	0.720643378
209612_s_at	ADH1B	ADH1B	0.092202991	-2.291418156	2.691580047	2.19954254	0.550798024
209613_s_at	ADH1B	ADH1B	0.088680585	-2.320450348	2.808854679	2.286735811	0.458315569
209614_at	ADH1B	ADH1A /// ADH1B /// ADH1C	0.112610789	-1.494138292	1.784217592	0.748842989	0.609705201
209642_at	BUB1	BUB1	11.84256945	1.220999442	-1.762246968	1.477146211	0.398146843
209656_s_at	TMEM47	TMEM47	0.323155264	-0.823654124	1.14055347	1.116360097	0.326031384
209683_at	FAM49A	FAM49A	0.352841964	-0.872064978	0.863107491	0.989773406	0.454847562
209696_at	FBP1	FBP1	0.207323853	-1.123217861	1.550095584	1.359319018	0.674163171
209709_s_at	HMMR	HMMR	5.723133758	0.765596559	-1.327675669	1.143219306	0.257638877
209714_s_at	CDKN3	CDKN3	12.81308021	1.25170876	-1.919638332	1.422818669	0.434254868
209763_at	CHRDL1	CHRDL1	0.125764308	-1.615764252	1.981518063	1.470066539	0.566727136
209773_s_at	RRM2	RRM2	16.13786946	1.333432611	-2.407619899	1.562334399	0.824273446
209774_x_at	CXCL2	CXCL2	0.129359204	-1.744043875	1.967814199	2.081345225	1.276388165
209793_at	GRIA1	GRIA1 /// RGS12	0.227279908	-0.784991309	1.460530272	0.663850803	0.650270751
209821_at	IL33	C9orf26	0.25488613	-1.102047678	1.294150583	1.308394412	0.741061939
209825_s_at	UCK2	UCK2	4.053889965	0.773324469	-1.106491119	0.943573486	0.627376628
209875_s_at	SPP1	SPP1	20.94396959	1.584156935	-2.977658439	1.736621293	1.341306881
209894_at	LEPR	LEPR	0.193845802	-1.431500488	1.682663556	1.409132851	0.51309275
209897_s_at	SLIT2	SLIT2	0.272760054	-0.886041556	1.447074103	1.204206954	0.431103499
209904_at	TNNC1	TNNC1	0.120048959	-1.45055832	2.352486355	1.298796499	0.474651941
209911_x_at	HIST1H2BD	HIST1H2BD	4.637325491	0.71222862	-1.220101521	1.04082341	0.533082778
209919_x_at	GGT1	GGT1	0.27127853	-0.807049896	1.139470282	0.824784927	0.71035926
210002_at	GATA6	GATA6	0.225556536	-1.161773847	1.442061792	1.216044085	0.415633326
210004_at	OLR1	OLR1	0.166617252	-1.502941219	1.727794099	1.379602334	0.713537831
210052_s_at	TPX2	TPX2	17.02809637	1.376376717	-2.149328409	1.529126931	0.385438751
210066_s_at	AQP4	AQP4	0.218827892	-1.04557578	1.331907238	0.919948273	0.878108203
210067_at	AQP4	AQP4	0.188502367	-1.11396097	1.355208058	1.050970546	1.216141224
210068_s_at	AQP4	AQP4	0.188869761	-1.406965595	1.917091834	1.803708883	0.447171835
210081_at	AGER	AGER	0.062037399	-2.061667907	3.054197614	1.386605357	0.544291555
210096_at	CYP4B1	CYP4B1	0.08623047	-2.077842674	2.773739146	2.18213842	0.693694029
210139_s_at	PMP22	PMP22	0.366028317	-0.779422721	0.862902569	0.883031954	0.279989654
210170_at	PDLIM3	PDLIM3	0.310816253	-0.911973978	1.104554555	1.154504699	0.643644564
210190_at	STX11	STX11	0.30093806	-0.717973691	1.000956871	0.627697853	0.754386034
210258_at	RGS13	RGS13	0.273289096	-0.999451525	1.171085959	1.128363803	0.922548578
210272_at	CYP2B7P1	CYP2B7P1	0.270938846	-1.097682078	1.497000063	1.31780283	0.589148852
210298_x_at	FHL1	FHL1	0.188059901	-1.300512774	1.64413859	1.24000676	0.842511428
210299_s_at	FHL1	FHL1	0.110865148	-1.773767006	2.287325144	1.398653008	0.509618193
210334_x_at	BIRC5	BIRC5	3.687058193	0.740873442	-0.90679107	0.870948527	0.227432694
210383_at	SCN1A	SCN1A	0.25842376	-0.806922892	0.981106818	0.467321626	0.880807446
210423_s_at	SLC11A1	SLC11A1	0.303369904	-0.894843905	1.003882364	0.955337961	0.658230768
210517_s_at	AKAP12	AKAP12	0.262564023	-0.951927592	0.972830777	0.968819693	0.851490941
210548_at	CCL23	CCL23	0.325692488	-0.63666587	0.853933833	0.529797353	0.841379208
210549_s_at	CCL23	CCL23	0.318185017	-0.6509211	0.900775179	0.51179472	0.764483524
210550_s_at	RASGRF1	RASGRF1	0.272225825	-0.911703725	1.026091621	0.678785968	0.59067329
210559_s_at	CDC2	CDC2	9.628249464	1.091633411	-1.800244689	1.358979718	0.537236838
210571_s_at	CMAH	CMAH	0.235933913	-0.992243612	1.195501675	1.054327103	1.068233671
210619_s_at	HYAL1	HYAL1	0.323996071	-0.926391767	1.502682364	1.323849408	0.362286727
210762_s_at	DLC1	DLC1	0.185822382	-1.196689571	1.641893903	1.19031608	0.481832758
210815_s_at	CALCRL	CALCRL	0.223118366	-1.019369394	1.281074842	1.140772139	0.966758254
210838_s_at	ACVRL1	ACVRL1	0.351313929	-0.630985906	0.897883323	0.561144852	0.603648314
210906_x_at	AQP4	AQP4	0.227842098	-1.214926964	1.663751469	1.648826903	0.488346764
210944_s_at	CAPN3	CAPN3	0.313729377	-0.833861256	1.050319286	0.875371672	0.517483065
211026_s_at	MGLL	MGLL	0.352150059	-0.797500028	1.052697628	1.135029711	0.347991501
211056_s_at	SRD5A1	SRD5A1	3.231889284	0.64202907	-0.913322412	0.659776646	0.23091876
211316_x_at	CFLAR	CFLAR	0.41756562	-0.619239036	0.738786473	0.691751608	0.483702485
211343_s_at	COL13A1	COL13A1	0.214856847	-1.005443216	1.38454224	0.784214919	0.435987894
211416_x_at	GGTLC1	GGTLA4	0.187806183	-1.003432832	1.460098448	0.803691537	0.752554634
211434_s_at	CCRL2 /// LOC727811	CCRL2 /// LOC642312	0.364423233	-0.799557621	0.82365271	0.845552895	0.461018773
211519_s_at	KIF2C	KIF2C	5.086973573	0.839145675	-1.133723301	1.112119127	0.205798201
211548_s_at	HPGD	HPGD	0.106933864	-1.810270611	2.25949682	1.560321896	0.671918488
211549_s_at	HPGD	HPGD	0.186951764	-1.171275646	1.470320019	0.964628583	0.82706594
211696_x_at	HBB	HBB	0.158290569	-1.416034147	1.847589875	1.570093716	0.670585323
211699_x_at	HBA1 /// HBA2	HBA1 /// HBA2	0.115292621	-1.584954202	2.185067974	1.662813333	0.854651304
211726_s_at	FMO2	FMO2	0.151312927	-1.331395959	1.980534694	1.506236992	0.561852529
211734_s_at	FCER1A	FCER1A	0.207703328	-1.345917981	1.545421568	1.375924439	0.852111688
211735_x_at	SFTPC	SFTPC	0.116791208	-2.167036316	2.863254124	2.859199426	0.23774876
211745_x_at	HBA1 /// HBA2	HBA1	0.146492878	-1.492086185	2.031860688	1.671557065	0.625060927
211806_s_at	KCNJ15	KCNJ15	0.360447081	-0.824071004	0.890672337	0.932438837	0.435289852
211986_at	AHNAK	AHNAK	0.32176576	-0.85929048	1.011408231	0.902386603	0.248242183
211998_at	H3F3A /// H3F3B	H3F3B	0.268554838	-0.838357633	1.269758211	0.920288287	0.470848312
212020_s_at	MKI67	MKI67	4.401321723	0.764762633	-1.155187524	0.875750737	0.309849039
212021_s_at	MKI67	MKI67	6.599780462	0.872651631	-1.524710647	1.172415246	0.353273928
212022_s_at	MKI67	MKI67	7.330516674	0.92379455	-1.628670585	1.153974331	0.422552891
212023_s_at	MKI67	MKI67	4.007793112	0.740004853	-0.996923064	0.942700537	0.261135417
212097_at	CAV1	CAV1	0.163758696	-1.329147275	1.70315309	1.107154061	0.241774844
212099_at	RHOB	RHOB	0.38437359	-0.662198394	0.877108283	0.851297475	0.505812461
212141_at	MCM4	MCM4	5.432715326	0.950888381	-1.172685562	1.054762273	0.266938402
212179_at	SFRS18	C6orf111	0.442482356	-0.590365446	0.736636827	0.746902948	0.363832917
212195_at	IL6ST	IL6ST	0.421455187	-0.64578269	0.776061512	0.764108433	0.277847703
212230_at	PPAP2B	PPAP2B	0.308837569	-0.810763219	1.024181384	0.820993029	0.511213729
212254_s_at	DST	DST	0.351265178	-0.677028733	1.050331982	0.843928933	0.308310292
212327_at	LIMCH1	DKFZP686A01247	0.172374835	-1.346120079	1.98035267	1.680361706	0.299921238
212328_at	LIMCH1	DKFZP686A01247	0.205851281	-1.263187106	1.795645416	1.802111599	0.394696256
212372_at	MYH10	MYH10	0.293404107	-0.766282985	1.127088258	0.698085054	0.366097649
212444_at	---	---	0.226008274	-1.497838968	1.787357374	2.087218379	0.245891774
212463_at	CD59	CD59	0.403481439	-0.709247582	0.689779979	0.596137829	0.269632734
212510_at	GPD1L	GPD1L	0.349019681	-0.702610561	0.982751543	0.791105534	0.367104473
212538_at	DOCK9	DOCK9	0.359130675	-0.701421856	1.002051736	0.894149756	0.404580393
212636_at	QKI	QKI	0.295162965	-0.897739621	1.142254115	1.105286555	0.314046129
212646_at	RFTN1	RAFTLIN	0.398520195	-0.698235356	0.823451037	0.808118056	0.234578994
212647_at	RRAS	RRAS	0.381662887	-0.724236229	0.83693561	0.797822049	0.391086
212713_at	MFAP4	MFAP4	0.133740134	-1.425558358	1.85814483	1.080291499	0.674873515
212741_at	MAOA	MAOA	0.262266796	-0.973432538	1.390827516	1.34537233	0.355150369
212845_at	SAMD4A	SAMD4A	0.303821323	-0.810552228	1.114212644	0.965708668	0.490310108
212886_at	CCDC69	CCDC69	0.366122571	-0.726708773	0.990901053	0.999279349	0.339754628
212912_at	RPS6KA2	RPS6KA2	0.284749347	-0.922595184	1.271836385	1.094795817	0.29720466
212949_at	NCAPH	BRRN1	4.929341726	0.831131341	-1.151911151	1.035841413	0.227435861
212950_at	GPR116	GPR116	0.195276038	-1.269648851	1.741375731	1.422564139	0.312731919
212951_at	GPR116	GPR116	0.236936659	-1.097852591	1.568371503	1.39357845	0.360053762
212993_at	BTBD14A	---	0.391660598	-0.67719831	0.850631702	0.856003512	0.32591074
213006_at	CEBPD	CEBPD	0.243926826	-1.024856121	1.431956306	1.337986581	0.848512109
213007_at	FANCI	KIAA1794	7.988065227	1.165986956	-1.51588612	1.208490717	0.423556032
213008_at	FANCI	KIAA1794	5.400659257	0.946193013	-1.193123211	1.058780038	0.297830216
213056_at	FRMD4B	FRMD4B	0.357676105	-0.678245403	0.986584205	0.912542414	0.401098478
213058_at	TTC28	TTC28	0.384433888	-0.540725198	0.960169726	0.63576154	0.317728712
213060_s_at	CHI3L2	CHI3L2	0.212499475	-1.171675114	1.295293715	1.151402319	0.925026554
213069_at	HEG1	HEG1	0.278363687	-0.882644328	1.145758392	0.7847683	0.321704508
213094_at	GPR126	GPR126	0.295375856	-1.164969859	1.153039967	1.355281969	0.400045369
213142_x_at	PION	LOC54103	0.341364398	-0.829680343	0.916842336	1.031187621	0.439723393
213169_at	SEMA5A	---	0.206864334	-1.151032893	1.384467293	0.939577519	0.458030706
213226_at	CCNA2	CCNA2	4.364318255	0.730924383	-1.220444607	1.012276229	0.574225034
213240_s_at	KRT4	KRT4	0.378288352	-0.948098136	1.24679865	1.076573366	0.870161805
213258_at	TFPI	TFPI	0.306371063	-1.015503725	1.170739563	1.355826822	0.214387234
213316_at	KIAA1462	KIAA1462	0.191770573	-1.09036421	1.584670643	1.038650366	0.559359372
213317_at	CLIC5	CLIC5 /// LOC653816	0.082638159	-1.992108879	2.769982025	1.787096689	0.420680607
213397_x_at	RNASE4	RNASE4	0.364225215	-0.812802502	0.971144653	1.092270357	0.362789301
213436_at	CNR1	CNR1	0.29603617	-0.861786757	1.112340323	0.903054013	0.690842554
213451_x_at	TNXA /// TNXB	TNXB	0.140286554	-1.18521975	1.755243541	0.704705078	0.510666899
213478_at		KIAA1026	0.330527757	-0.859537868	0.961718974	0.965082228	0.455591578
213541_s_at	ERG	ERG	0.208615742	-0.997830317	1.473212852	0.917606073	0.481838596
213599_at	OIP5	OIP5	6.972607019	0.97105349	-1.282201301	1.320816308	0.195909802
213618_at	CENTD1	CENTD1	0.297787585	-0.933721254	1.139972737	1.244446085	0.413650908
213620_s_at	ICAM2	ICAM2	0.36251251	-0.672999257	0.955918232	0.850080843	0.423871375
213664_at	SLC1A1	SLC1A1	0.130860836	-1.652211823	1.916443851	1.413556265	0.5705758
213675_at	---	---	0.370714733	-0.725523829	0.899563883	0.819210355	0.321684561
213715_s_at	KANK3	ANKRD47	0.208526554	-0.86028612	1.429394993	0.595642505	0.588939
213817_at	---	---	0.274497206	-1.0830731	1.094726389	1.138785672	0.610320458
213844_at	HOXA5	HOXA5	0.263261914	-0.848035107	1.111023646	0.902149501	0.834153342
213895_at	EMP1	EMP1	0.113481236	-1.147921119	1.48613687	0.679797906	1.390252598
213900_at	C9orf61	C9orf61	0.145487757	-1.257556055	1.830458027	0.931448991	0.384354799
213960_at	NTRK3	---	0.436267791	-0.480212731	0.630863468	0.23700276	0.533549145
213974_at	ADAMTSL3	ADAMTSL3	0.180165242	-1.097380546	1.730088774	0.876095608	0.444670305
214053_at	ERBB4	ERBB4	0.310338408	-0.82030793	1.042467085	0.854420385	0.733284835
214091_s_at	GPX3	GPX3	0.196934424	-1.06722072	1.799947598	1.236933815	0.628617896
214135_at	CLDN18	CLDN18	0.07392984	-2.026186883	2.833822032	1.753037726	0.352300309
214146_s_at	PPBP	PPBP	0.120627776	-1.376698353	2.028175644	1.088683209	1.18182417
214199_at	SFTPD	SFTPD	0.142464549	-1.741936526	2.308148832	2.344216562	0.411989489
214265_at	ITGA8	ITGA8	0.208037129	-1.102963825	1.442829271	1.024235686	0.563396303
214318_s_at	FRY	FRY	0.359387545	-0.652631002	0.886277988	0.637191116	0.544991637
214366_s_at	ALOX5	ALOX5	0.245032474	-1.051824221	1.205991292	0.944564488	0.65918496
214387_x_at	SFTPC	SFTPC	0.123142895	-2.087860175	2.783159914	2.841440211	0.229860446
214414_x_at	HBA1 /// HBA2	HBA2	0.171045997	-1.430306527	1.906138606	1.719315684	0.462102417
214433_s_at	SELENBP1	SELENBP1	0.193205782	-1.357467644	1.58480751	1.504496087	0.427354284
214505_s_at	FHL1	FHL1	0.182355941	-1.249485222	1.723637439	1.229865918	0.783949916
214696_at	C17orf91	MGC14376	0.224970858	-0.94923287	1.361892037	0.971864959	0.615260819
214710_s_at	CCNB1	CCNB1	14.30767723	1.33008813	-2.177123526	1.322874588	0.478873545
214770_at	MSR1	MSR1	0.26520071	-1.03530509	1.288024229	1.321237667	0.631996323
215016_x_at	DST	DST	0.360341428	-0.649237154	1.024588121	0.8144017	0.280736934
215059_at	---	---	0.170631661	-1.34855215	1.874957383	1.494685689	0.415354649
215311_at	NTRK3	---	0.404676375	-0.565939322	0.710878104	0.336520958	0.432318815
215350_at	SYNE1	SYNE1	0.137254447	-1.159068777	1.531772763	0.610760435	0.999523304
215447_at	TFPI	---	0.303675061	-0.827813539	1.136180437	1.053339836	0.690137209
215454_x_at	SFTPC	SFTPC	0.086844706	-1.851452703	2.376364328	1.385555009	0.51327073
215626_at	---	DOCK9	0.307032853	-0.59702441	0.876497392	0.437613265	0.890632812
215702_s_at	CFTR	CFTR	0.351909472	-0.678950584	0.776610721	0.563379429	0.7864516
215703_at	CFTR	CFTR	0.319877194	-0.66999857	0.886104489	0.47025547	0.761965152
215918_s_at	SPTBN1	SPTBN1	0.162679402	-1.076247003	1.745155483	0.74036175	0.394765214
215942_s_at	GTSE1	GTSE1	4.14021005	0.734710413	-0.994394206	1.007107025	0.220191916
216333_x_at	TNXA /// TNXB	TNXB	0.144183216	-1.192788121	1.698396995	0.685561825	0.490536673
216620_s_at	ARHGEF10	ARHGEF10	0.350844163	-0.670406477	0.999824617	0.798977899	0.388331275
216782_at	---	KCNJ15	0.247890595	-0.908496419	1.107365051	0.743709699	0.799570831
216840_s_at	LAMA2	LAMA2	0.419627518	-0.625670424	0.697596037	0.657311506	0.442057566
217046_s_at	AGER	AGER	0.099816373	-1.413529204	2.252813658	0.861191572	0.51225896
217232_x_at	HBB	HBB	0.140858447	-1.51988565	1.953823446	1.597193456	0.730930088
217414_x_at	HBA1 /// HBA2	HBA1 /// HBA2	0.142217008	-1.480236113	2.035105966	1.640940901	0.686989011
217437_s_at	TACC1	TACC1	0.257193971	-0.941264297	1.20114367	0.884268589	0.44617888
217504_at	ABCA6	ABCA6	0.312575053	-0.687156366	0.819343241	0.358587287	0.804196315
217525_at	OLFML1	OLFML1	0.277895115	-0.97739446	1.018417859	0.787169278	0.488591374
217546_at	MT1M	MT1M	0.182457247	-1.580731838	1.954565751	1.610070322	1.489223702
217628_at	CLIC5	CLIC5 /// LOC653816	0.206795504	-0.926276663	1.394191127	0.592540285	0.674260447
217757_at	A2M	A2M	0.338261236	-0.771349414	1.040920477	0.905672649	0.207377724
218009_s_at	PRC1	PRC1	10.59015009	1.23396216	-1.827702202	1.316556678	0.521797731
218039_at	NUSAP1	NUSAP1	9.289659244	1.094545674	-1.842101389	1.325022779	0.685781614
218087_s_at	SORBS1	SORBS1	0.18504613	-1.313900181	1.788107516	1.259866234	0.423538527
218115_at	ASF1B	ASF1B	3.707235886	0.72976954	-0.990085113	0.815816281	0.314372099
218252_at	CKAP2	CKAP2	3.733254165	0.708966204	-1.063267369	0.822540833	0.623341683
218309_at	CAMK2N1	CAMK2N1	0.370244	-0.78818996	1.246649916	1.265615456	0.392203962
218349_s_at	ZWILCH	ZWILCH	3.990637501	0.757436141	-1.01821655	0.944984516	0.523410941
218355_at	KIF4A	KIF4A	11.68697961	1.285336882	-1.848920907	1.356710156	0.368256274
218392_x_at	SFXN1	SFXN1	3.144689189	0.684627979	-0.851095101	0.6810479	0.376940113
218418_s_at	KANK2	ANKRD25	0.281241712	-0.898028987	1.078795783	0.705649973	0.300871957
218468_s_at	GREM1	GREM1	17.62475028	1.308158242	-2.432800743	1.834034225	0.991141145
218469_at	GREM1	GREM1	18.0776289	1.468553915	-2.623885049	1.823712318	1.176228704
218542_at	CEP55	CEP55	12.45986666	1.252922395	-1.905909072	1.401204006	0.361062738
218574_s_at	LMCD1	LMCD1	0.371943969	-0.6922183	0.883181646	0.765463759	0.425269987
218627_at	DRAM	DRAM	0.31098925	-1.003599498	1.069048024	1.291400294	0.416068388
