Probe Set	FC(C)	P(C)	Gene	Gene ID	Unigene	Chromosome	Description
202348_s_at	4	0.01	TOR1A	1861	Hs.534312	9q34	dystonia 1, torsion (autosomal dominant; torsin A)
205474_at	4	0.01	CRLF3	51379	Hs.370168	17q11.2	cytokine receptor-like factor 3
206015_s_at	4	0.01	FOXJ3	22887	Hs.26023	1pTER-q31.3	forkhead box J3
209571_at	4	0.01	CIR	9541	Hs.470675	2q31.1	CBF1 interacting corepressor
209893_s_at	4	0.01	FUT4	2526	Hs.390420	11q21	fucosyltransferase 4
212591_at	4	0.01	KIAA0117	23029	Hs.535224	1q42.3	KIAA0117 protein
212753_at	4	0.01	PCGF3	10336	Hs.435065	4p16.3	polycomb group ring finger protein 3
212755_at	4	0.01	KIAA1040	23041	Hs.389378	12q14.1	KIAA1040 protein
221864_at	4	0.01	MGC13024	93129	Hs.460617	16p11.2	hypothetical protein MGC13024
35436_at	3	0.01	GOLGA2	2801	Hs.155827	9q34.13	golgi autoantigen, golgin subfamily a, 2
202529_at	3	0.01	PRPSAP1	5635	Hs.77498	17q24-q25	phosphoribosyl pyrophosphate synthetase-associated protein 1
206507_at	3	0.01	ZNF305	9753	Hs.134816	6p22.2-p21.3	zinc finger protein 305
209517_s_at	3	0.01	ASH2L	9070	Hs.521530	8p11.2	ash2 (absent, small, or homeotic)-like (Drosophila)
210905_x_at	3	0.01	POU5F1	5460	Hs.249184	6p21.31	POU domain, class 5, transcription factor 1
212114_at	3	0.01		387869	Hs.213541	12q21.1	similar to microtubule-associated proteins 1A/1B light chain 3
213929_at	3	0.01	LOC283585	283585	Hs.381998	14q31.3	Hypothetical protein LOC283585
218180_s_at	3	0.01	EPS8L2	64787	Hs.55016	11p15.5	EPS8-like 2
218422_s_at	3	0.01	C13orf10	64062	Hs.131715	13q22.2	chromosome 13 open reading frame 10
220078_at	3	0.01	USP48	84196	Hs.467524	1p36.12	ubiquitin specific protease 48
201071_x_at	2	0.01	SF3B1	23451	Hs.471011	2q33.1	splicing factor 3b, subunit 1, 155kDa
205342_s_at	2	0.01	SULT1C1	6819	Hs.436123	2q11.1-q11.2	sulfotransferase family, cytosolic, 1C, member 1
205934_at	2	0.01	PLCL1	5334	Hs.153322	2q33	phospholipase C-like 1
206185_at	2	0.01	CRYBB1	1414	Hs.37135	22q12.1	crystallin, beta B1
206464_at	2	0.01	BMX	660	Hs.495731	Xp22.2	BMX non-receptor tyrosine kinase
207606_s_at	2	0.01	ARHGAP12	94134	Hs.499264	10	Rho GTPase activating protein 12
208270_s_at	2	0.01	RNPEP	6051	Hs.497391	1q32	arginyl aminopeptidase (aminopeptidase B)
213811_x_at	2	0.01	TCF3	6929	Hs.371282	1q23	pre-B-cell leukemia transcription factor 1
214501_s_at	2	0.01	H2AFY	9555	Hs.420272	5q31.3-q32	H2A histone family, member Y
216835_s_at	2	0.01	DOK1	1796	Hs.103854	2p13	docking protein 1, 62kDa (downstream of tyrosine kinase 1)
218826_at	2	0.01	SLC35F2	54733	Hs.524014	11q23.1	solute carrier family 35, member F2
219148_at	2	0.01	TOPK	55872	Hs.104741	8p21.2	T-LAK cell-originated protein kinase
219359_at	2	0.01	FLJ22635	80162	Hs.353181	11p15.5	hypothetical protein FLJ22635
221061_at	2	0.01	PKD2L1	9033	Hs.159241	10q24	polycystic kidney disease 2-like 1
221919_at	2	0.01	HNRPA1	3178	Hs.534921	12q13.1	heterogeneous nuclear ribonucleoprotein A1
213310_at	27	0.02	EIF2C2	27161	Hs.449415	8q24	eukaryotic translation initiation factor 2C, 2
206752_s_at	24	0.02	DFFB	1677	Hs.133089	1p36.3	DNA fragmentation factor, 40kDa, beta polypeptide
221883_at	24	0.02	PKNOX1	5316	Hs.431043	21q22.3	PBX/knotted 1 homeobox 1
201927_s_at	23	0.02	PKP4	8502	Hs.407580	2q23-q31	plakophilin 4
205997_at	20	0.02	ADAM28	10863	Hs.528304	8p21.2	a disintegrin and metalloproteinase domain 28
208875_s_at	20	0.02	PAK2	5062	Hs.518530	3q29	p21 (CDKN1A)-activated kinase 2
218911_at	20	0.02	YEATS4	8089	Hs.4029	12q13-q15	glioma-amplified sequence-41
205120_s_at	18	0.02	SGCB	6443	Hs.438953	4q12	sarcoglycan, beta
213523_at	16	0.02	CCNE1	898	Hs.244723	19q12	cyclin E1
213268_at	15	0.02	CAMTA1	23261	Hs.397705	1p36.23	calmodulin binding transcription activator 1
219251_s_at	14	0.02	FLJ10300	55112	Hs.389945	7q36.3	hypothetical protein FLJ10300
219961_s_at	12	0.02	C20orf19	55857	Hs.187635	20pTER-q11.23	chromosome 20 open reading frame 19
201330_at	11	0.02	RARS	5917	Hs.506215	5q35.1	arginyl-tRNA synthetase
203988_s_at	11	0.02	FUT8	2530	Hs.118722	14q24.3	fucosyltransferase 8 (alpha (1,6) fucosyltransferase)
206298_at	11	0.02	ARHGAP22	58504	Hs.435063	10q11.23	Rho GTPase activating protein 22
214572_s_at	10	0.02	INSL3	3640	Hs.37062	19p13.2-p12	insulin-like 3 (Leydig cell)
219266_at	10	0.02	ZNF350	59348	Hs.407694	19q13.41	zinc finger protein 350
210262_at	9	0.02	CRISP2	7180	Hs.154163	6p21-qTER	cysteine-rich secretory protein 2
213808_at	9	0.02	ADAM23	8745	Hs.370287	2q33	a disintegrin and metalloproteinase domain 23
214681_at	9	0.02	GK	2710	Hs.1466	Xp21.3	glycerol kinase
219545_at	9	0.02	KCTD14	65987	Hs.17296	11q13.4	potassium channel tetramerisation domain containing 14
220206_at	9	0.02	ZMYM1	79830	Hs.471243	1p34.3	zinc finger, MYM domain containing 1
64418_at	8	0.02	AP1GBP1	11276	Hs.101480	17q21.1	AP1 gamma subunit binding protein 1
202267_at	8	0.02	LAMC2	3918	Hs.530509	1q25-q31	laminin, gamma 2
202670_at	8	0.02	MAP2K1	5604	Hs.145442	15q22.1-q22.33	mitogen-activated protein kinase kinase 1
203588_s_at	8	0.02	TFDP2	7029	Hs.379018	3q23	transcription factor Dp-2 (E2F dimerization partner 2)
204416_x_at	8	0.02	APOC1	341	Hs.110675	19q13.2	apolipoprotein C-I
204784_s_at	8	0.02	MLF1	4291	Hs.85195	3q25.1	myeloid leukemia factor 1
206370_at	8	0.02	PIK3CG	5294	Hs.32942	7q22.3	phosphoinositide-3-kinase, catalytic, gamma polypeptide
209647_s_at	8	0.02	SOCS5	9655	Hs.468426	2p21	suppressor of cytokine signaling 5
211052_s_at	8	0.02	TBCD	6904	Hs.464391	17q25.3	tubulin-specific chaperone d
214591_at	8	0.02	KLHL4	56062	Hs.49075	Xq21.3	kelch-like 4 (Drosophila)
221565_s_at	8	0.02	FAM26B	51063	Hs.241545	10pTER-q26.12	family with sequence similarity 26, member B
32128_at	7	0.02	CCL18	6362	Hs.143961	17q11.2	chemokine (C-C motif) ligand 18
40273_at	7	0.02	SPHK2	56848	Hs.528006	19q13.2	sphingosine kinase 2
203493_s_at	7	0.02	KIAA0092	9702	Hs.101014	11q21	translokin
205171_at	7	0.02	PTPN4	5775	Hs.469809	2q14.2	protein tyrosine phosphatase, non-receptor type 4
208096_s_at	7	0.02	COL21A1	81578	Hs.47629	6p12.3-p11.2	collagen, type XXI, alpha 1
209366_x_at	7	0.02	CYB5	1528	Hs.465413	18q23	cytochrome b-5
209623_at	7	0.02	MCCC2	64087	Hs.167531	5q12-q13	methylcrotonoyl-Coenzyme A carboxylase 2 (beta)
212771_at	7	0.02	C10orf38	221061	Hs.66762	10p13	chromosome 10 open reading frame 38
217140_s_at	7	0.02	VDAC1	7416	Hs.519320	5q31	voltage-dependent anion channel 1
218704_at	7	0.02	FLJ20315	54894	Hs.500398	17q23.2	hypothetical protein FLJ20315
219372_at	7	0.02	CDV1	28981	Hs.528382	12q24.13	carnitine deficiency-associated gene expressed in ventricle 1
219666_at	7	0.02	MS4A6A	64231	Hs.523702	11q12.1	membrane-spanning 4-domains, subfamily A, member 6A
202722_s_at	6	0.02	GFPT1	2673	Hs.468864	2p13	glutamine-fructose-6-phosphate transaminase 1
204069_at	6	0.02	MEIS1	4211	Hs.526754	2p14-p13	Meis1, myeloid ecotropic viral integration site 1 homolog
206985_at	6	0.02	HSD17B3	3293	Hs.477	9q22	hydroxysteroid (17-beta) dehydrogenase 3
212366_at	6	0.02	ZNF292	23036	Hs.485892	6q15	zinc finger protein 292
212663_at	6	0.02	KIAA0674	23307	Hs.522351	9q33.1	KIAA0674
212924_s_at	6	0.02	LSM4	25804	Hs.515255	19p13.11	LSM4 homolog, U6 small nuclear RNA associated
44822_s_at	5	0.02	KIAA1193	54531	Hs.101891	19p13.3	KIAA1193
202464_s_at	5	0.02	PFKFB3	5209	Hs.195471	10p14-p15	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3
203651_at	5	0.02	ZFYVE16	9765	Hs.482660	5p15.2-q14.3	zinc finger, FYVE domain containing 16
204060_s_at	5	0.02	PRKX	5613	Hs.390788	Xp22.3	protein kinase, X-linked
206119_at	5	0.02	BHMT	635	Hs.80756	5q13.1-q15	betaine-homocysteine methyltransferase
206964_at	5	0.02	CML2	51471	Hs.458287	2p13.1-p12	N-acetyltransferase 8 (camello like)
208999_at	5	0.02	8-Sep	23176	Hs.533017	5q31	septin 8
209094_at	5	0.02	DDAH1	23576	Hs.379858	1p22	dimethylarginine dimethylaminohydrolase 1
209560_s_at	5	0.02	DLK1	8788	Hs.533717	14q32	delta-like 1 homolog (Drosophila)
209654_at	5	0.02	KIAA0947	23379	Hs.449296	5p15.32	KIAA0947 protein
215407_s_at	5	0.02	ASTN2	23245	Hs.546352	9q33.2	astrotactin 2
217645_at	5	0.02	C14orf112	51241	Hs.137108	14q24.1	chromosome 14 open reading frame 112
218248_at	5	0.02	FLJ22794	63901	Hs.150651	11q12.2	FLJ22794 protein
218263_s_at	5	0.02	LOC58486	58486	Hs.25726	11p15.3	transposon-derived Buster1 transposase-like protein
220028_at	5	0.02	ACVR2B	93	Hs.517775	3p22	activin A receptor, type IIB
220898_at	5	0.02	FLJ11736	80037		8q13.2	Hypothetical protein FLJ11736
221536_s_at	5	0.02	FLJ11301	55341	Hs.518505	3q29	hypothetical protein FLJ11301
200734_s_at	4	0.02	ARF3	377	Hs.119177	12q13	ADP-ribosylation factor 3
203524_s_at	4	0.02	MPST	4357	Hs.248267	22q13.1	mercaptopyruvate sulfurtransferase
206240_s_at	4	0.02	ZNF136	7695	Hs.479874	19p13.2-p13.12	zinc finger protein 136 (clone pHZ-20)
207405_s_at	4	0.02	RAD17	5884	Hs.16184	5q13	RAD17 homolog (S. pombe)
207925_at	4	0.02	CST5	1473	Hs.121489	20p11.21	cystatin D
208854_s_at	4	0.02	STK24	8428	Hs.508514	13q31.2-q32.3	serine/threonine kinase 24 (STE20 homolog, yeast)
212310_at	4	0.02	FLJ39207	348477	Hs.118474	1q42.12	C219-reactive peptide
213288_at	4	0.02	OACT2	129642	Hs.467634	2p25.2	hypothetical protein BC016005
213293_s_at	4	0.02	TRIM22	10346	Hs.501778	11p15	tripartite motif-containing 22
213681_at	4	0.02	CYHR1	50626	Hs.459379	8q24.3	cysteine and histidine rich 1
214222_at	4	0.02	DNAH7	56171	Hs.97403	2q32.3	dynein, axonemal, heavy polypeptide 7
218330_s_at	4	0.02	NAV2	89797	Hs.502116	11p15.1	neuron navigator 2
218805_at	4	0.02	GIMAP5	55340	Hs.412331	7q36.1	immune associated nucleotide 4 like 1 (mouse)
220591_s_at	4	0.02	EFHC2	80258	Hs.521953	Xp11.4	hypothetical protein FLJ22843
221204_s_at	4	0.02	CRTAC1	55118	Hs.500741	10q22	cartilage acidic protein 1
221691_x_at	4	0.02	NPM1	4869	Hs.519452	17q21	anaplastic lymphoma kinase (Ki-1)
200606_at	3	0.02	DSP	1832	Hs.519873	6p24	desmoplakin
200731_s_at	3	0.02	PTP4A1	7803	Hs.227777	6q12	protein tyrosine phosphatase type IVA, member 1
202200_s_at	3	0.02	SRPK1	6732	Hs.443861	6p21.3-p21.2	SFRS protein kinase 1
202926_at	3	0.02	NAG	51594	Hs.467759	2p24	neuroblastoma-amplified protein
206267_s_at	3	0.02	MATK	4145	Hs.515069	19p13.3	megakaryocyte-associated tyrosine kinase
207555_s_at	3	0.02	TBXA2R	6915	Hs.442530	19p13.3	thromboxane A2 receptor
207874_s_at	3	0.02	CFHL4	10877	Hs.194776	1q32	complement factor H related 3
209061_at	3	0.02	NCOA3	8202	Hs.382168	20q12	nuclear receptor coactivator 3
212035_s_at	3	0.02	EXOC7	23265	Hs.533985	17q25.3	exocyst complex component 7
212057_at	3	0.02	KIAA0182	23199	Hs.461647	16q24.1	KIAA0182 protein
212834_at	3	0.02	DDX52	11056	Hs.408452	17q21.1	DEAD (Asp-Glu-Ala-Asp) box polypeptide 52
213660_s_at	3	0.02	TOP3B	8940	Hs.436401	22q11.22	topoisomerase (DNA) III beta
213835_x_at	3	0.02	GTPBP3	84705	Hs.334885	19p13.12	GTP binding protein 3 (mitochondrial)
217343_at	3	0.02	PNLIPRP2	5408	Hs.423598	10q26.12	pancreatic lipase-related protein 2
217905_at	3	0.02	C10orf119	79892	Hs.124246	10q26.13	chromosome 10 open reading frame 119
218592_s_at	3	0.02	CECR5	27440	Hs.26890	22	cat eye syndrome chromosome region, candidate 5
218817_at	3	0.02	FLJ22649	60559	Hs.42194	4q34.2	hypothetical protein FLJ22649 similar to signal peptidase SPC22/23
219554_at	3	0.02	RHCG	51458	Hs.459284	15q25	Rhesus blood group, C glycoprotein
219843_at	3	0.02	IPP	3652	Hs.157180	1p34-p32	intracisternal A particle-promoted polypeptide
221586_s_at	3	0.02	E2F5	1875	Hs.445758	8q21.2	E2F transcription factor 5, p130-binding
222058_at	3	0.02	RNF130	55819	Hs.484363	5q35.3	ring finger protein 130
222220_s_at	3	0.02	TSNAXIP1	55815	Hs.513679	16q22.1	translin-associated factor X interacting protein 1
200788_s_at	2	0.02	PEA15	8682	Hs.517216	1q21.1	phosphoprotein enriched in astrocytes 15
200943_at	2	0.02	HMGN1	3150	Hs.356285	21q22.3	high-mobility group nucleosome binding domain 1
201423_s_at	2	0.02	CUL4A	8451	Hs.339735	13q34	cullin 4A
203034_s_at	2	0.02	RPL27A	6157	Hs.523463	11p15	ribosomal protein L27a
204854_at	2	0.02	LEPREL2	10536	Hs.46458	12q13	leprecan-like 2
205432_at	2	0.02	OVGP1	5016	Hs.1154	1p13	oviductal glycoprotein 1, 120kDa (mucin 9, oviductin)
205859_at	2	0.02	LY86	9450	Hs.519866	6p24.3	lymphocyte antigen 86
207180_s_at	2	0.02	HTATIP2	10553	Hs.90753	11p15.1	HIV-1 Tat interactive protein 2, 30kDa
208022_s_at	2	0.02	CDC14B	8555	Hs.40582	9q22.33	CDC14 cell division cycle 14 homolog B (S. cerevisiae)
208704_x_at	2	0.02	APLP2	334	Hs.370247	11q24	amyloid beta (A4) precursor-like protein 2
208769_at	2	0.02	EIF4EBP2	1979	Hs.522995	10q21-q22	eukaryotic translation initiation factor 4E binding protein 2
212100_s_at	2	0.02	POLDIP3	84271	Hs.505802	22q13.31	polymerase (DNA-directed), delta interacting protein 3
212454_x_at	2	0.02	HNRPDL	9987	Hs.527105	4q13-q21	heterogeneous nuclear ribonucleoprotein D-like
212633_at	2	0.02	KIAA0776	23376	Hs.149367	6q16.3	KIAA0776
212836_at	2	0.02	POLD3	10714	Hs.82502	11q14	polymerase (DNA-directed), delta 3, accessory subunit
213587_s_at	2	0.02	C7orf32	155066	Hs.351612	7q36.1	chromosome 7 open reading frame 32
213636_at	2	0.02	KIAA1045	23349	Hs.7989	9p13.2	KIAA1045
215685_s_at	2	0.02	DLX2	1746	Hs.419	2q32	distal-less homeo box 2
216256_at	2	0.02	GRM8	2918	Hs.449625	7q31.3-q32.1	glutamate receptor, metabotropic 8
216817_s_at	2	0.02	OR2H1	81408	Hs.434715	6p21.3	olfactory receptor, family 2, subfamily H, member 1
218677_at	2	0.02	S100A14	57402	Hs.288998	1q21.1	S100 calcium binding protein A14
218876_at	2	0.02	CGI-38	51673	Hs.534458	16q22.1	brain specific protein
219812_at	2	0.02	STAG3	10734	Hs.521075	7q22.1	stromal antigen 3
221637_s_at	2	0.02	MGC2477	79081	Hs.9061	11q12.3	hypothetical protein MGC2477
221708_s_at	2	0.02	SMAP-1	55898	Hs.389461	15q26.1	smooth muscle cell associated protein-1
221927_s_at	2	0.02	WBSCR21	83451	Hs.182476	7q11.23	Williams Beuren syndrome chromosome region 21
222257_s_at	2	0.02	ACE2	59272	Hs.178098	Xp22	angiotensin I converting enzyme (peptidyl-dipeptidase A) 2
59999_at	1	0.02	HIF1AN	55662	Hs.500788	10q24	hypoxia-inducible factor 1, alpha subunit inhibitor
208645_s_at	1	0.02	RPS14	6208	Hs.381126	5q31-q33	ribosomal protein S14
211969_at	1	0.02	HSPCA	3320	Hs.523560	14q32.33	heat shock 90kDa protein 1, alpha
213453_x_at	1	0.02	GAPD	2597	Hs.479728	12p13	glyceraldehyde-3-phosphate dehydrogenase
221995_s_at	1	0.02	MRP63	78988	Hs.458367		mitochondrial ribosomal protein 63
206385_s_at	38	0.03	ANK3	288	Hs.499725	10q21	ankyrin 3, node of Ranvier (ankyrin G)
212875_s_at	35	0.03	C21orf25	25966	Hs.473894	21q22.3	chromosome 21 open reading frame 25
205399_at	33	0.03	DCAMKL1	9201	Hs.507755	13q13	doublecortin and CaM kinase-like 1
219549_s_at	23	0.03	RTN3	10313	Hs.473761	11q13	reticulon 3
208998_at	20	0.03	UCP2	7351	Hs.80658	11q13	uncoupling protein 2 (mitochondrial, proton carrier)
203868_s_at	18	0.03	VCAM1	7412	Hs.109225	1p32-p31	vascular cell adhesion molecule 1
204672_s_at	18	0.03	ANKRD6	22881	Hs.177275	6q14.2-q16.1	ankyrin repeat domain 6
212493_s_at	17	0.03	HYPB	29072	Hs.517941	3p21.31	huntingtin interacting protein B
202962_at	15	0.03	KIF13B	23303	Hs.444767	8p21.1	kinesin family member 13B
205258_at	14	0.03	INHBB	3625	Hs.1735	2CEN-q13	inhibin, beta B (activin AB beta polypeptide)
220643_s_at	14	0.03	FAIM	55179	Hs.173438	3q22.3	Fas apoptotic inhibitory molecule
214464_at	13	0.03	CDC42BPA	8476	Hs.35433	1q42.11	CDC42 binding protein kinase alpha (DMPK-like)
207624_s_at	12	0.03	RPGR	6103	Hs.61438	Xp11.4	retinitis pigmentosa GTPase regulator
211953_s_at	12	0.03	RANBP5	3843	Hs.513057	13q32.2	karyopherin (importin) beta 3
213720_s_at	12	0.03	SMARCA4	6597	Hs.327527	19p13.2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4
218096_at	12	0.03	AGPAT5	55326	Hs.490899	8p23.1	acid acyltransferase-epsilon
221081_s_at	12	0.03	FLJ22457	79961	Hs.154334	1p13.2	hypothetical protein FLJ22457
219087_at	11	0.03	ASPN	54829	Hs.435655	9q22	asporin (LRR class 1)
219836_at	11	0.03	ZBED2	79413	Hs.136912	3q13.13	zinc finger, BED domain containing 2
222307_at	11	0.03	LOC282997	282997	Hs.192249	10q25.3	hypothetical protein LOC282997
202989_at	10	0.03	RGS1	5996	Hs.75256	1q31	regulator of G-protein signalling 1
209160_at	10	0.03	AKR1C3	8644	Hs.78183	10p15-p14	aldo-keto reductase family 1, member C3
214930_at	10	0.03	SLITRK5	26050	Hs.58009	13q31.1	SLIT and NTRK-like family, member 5
215030_at	10	0.03	GRSF1	2926	Hs.309763	4q13	G-rich RNA sequence binding factor 1
217542_at	10	0.03	MGC5370	84825	Hs.484551	12q14.3	hypothetical protein MGC5370
219540_at	10	0.03	ZNF267	10308	Hs.460645	16p11.2	zinc finger protein 267
222153_at	10	0.03	MYEF2	50804	Hs.447521	15q15.2	myelin expression factor 2
205178_s_at	9	0.03	RBBP6	5930	Hs.188553	16p12.2	retinoblastoma binding protein 6
205546_s_at	9	0.03	TYK2	7297	Hs.75516	19p13.2	tyrosine kinase 2
209764_at	9	0.03	MGAT3	4248	Hs.276808	22q13.1	mannosyl (beta-1,4-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase
214352_s_at	9	0.03	KRAS2	3845	Hs.505033	11p15.5	v-Ha-ras Harvey rat sarcoma viral oncogene homolog
207696_at	8	0.03	FUT9	10690	Hs.200282	6q16	fucosyltransferase 9 (alpha (1,3) fucosyltransferase)
208072_s_at	8	0.03	DGKD	8527	Hs.471675	2q37.1	diacylglycerol kinase, delta 130kDa
213241_at	8	0.03	PLXNC1	10154	Hs.286229	12q23.3	plexin C1
217790_s_at	8	0.03	SSR3	6747	Hs.518346	3q25.31	signal sequence receptor, gamma
221823_at	8	0.03	LOC90355	90355	Hs.482976	5q21.2	hypothetical gene supported by AF038182; BC009203
202095_s_at	7	0.03	BIRC5	332	Hs.514527	17q25	baculoviral IAP repeat-containing 5 (survivin)
203103_s_at	7	0.03	PRP19	27339	Hs.502705	11q12.2	PRP19/PSO4 homolog (S. cerevisiae)
209273_s_at	7	0.03	HBLD2	81689	Hs.449291	9q22.1	HESB like domain containing 2
215012_at	7	0.03	ZNF451	26036	Hs.485628	6p12.1	zinc finger protein 451
217424_at	7	0.03	DKFZp434L098		Hs.541547		cDNA DKFZp434L098
202049_s_at	6	0.03	ZNF262	9202	Hs.269211	1p32-p34	zinc finger protein 262
203177_x_at	6	0.03	TFAM	7019	Hs.75133	10q21	transcription factor A, mitochondrial
203288_at	6	0.03	KIAA0355	9710	Hs.330073	19q13.12	KIAA0355
203660_s_at	6	0.03	PCNT2	5116	Hs.474069	21q22.3	pericentrin 2 (kendrin)
204259_at	6	0.03	MMP7	4316	Hs.2256	11q21-q22	matrix metalloproteinase 7 (matrilysin, uterine)
204642_at	6	0.03	EDG1	1901	Hs.154210	1p21	endothelial differentiation, sphingolipid G-protein-coupled receptor, 1
205181_at	6	0.03	ZNF193	7746	Hs.100921	6p21.3	zinc finger protein 193
205502_at	6	0.03	CYP17A1	1586	Hs.438016	10q24.3	cytochrome P450, family 17, subfamily A, polypeptide 1
214319_at	6	0.03	13CDNA73	10129	Hs.507669	13q12.3	hypothetical protein CG003
218098_at	6	0.03	ARFGEF2	10564	Hs.62578	20q13.13	synaptosomal-associated protein, 23kDa pseudogene
218500_at	6	0.03	LOC51337	51337	Hs.368402	8q24.3	mesenchymal stem cell protein DSCD75
221243_s_at	6	0.03	PRO1596	29013	Hs.269211	1p34.3	PRO1596 protein
201164_s_at	5	0.03	PUM1	9698	Hs.281707	1p35.2	pumilio homolog 1 (Drosophila)
202597_at	5	0.03	IRF6	3664	Hs.355827	1q32.3-q41	interferon regulatory factor 6
203143_s_at	5	0.03	KIAA0040	9674	Hs.518138	1q24-25	KIAA0040 gene product
203254_s_at	5	0.03	TLN1	7094	Hs.375001	9p13	talin 1
203738_at	5	0.03	FLJ11193	55322	Hs.519246	5p13.3	hypothetical protein FLJ11193
209192_x_at	5	0.03	HTATIP	10524	Hs.528299	11q13	HIV-1 Tat interacting protein, 60kDa
212970_at	5	0.03	FLJ14001	79730	Hs.479612	4p14	hypothetical protein FLJ14001
218218_at	5	0.03	DIP13B	55198	Hs.506603	12q24.1	DIP13 beta
218650_at	5	0.03	DGCR8	54487	Hs.533019	22q11.2	DiGeorge syndrome critical region gene 8
220711_at	5	0.03	FLJ12121	80043		5q35.3	Hypothetical protein FLJ12121
202469_s_at	4	0.03	CPSF6	11052	Hs.369606	12q14.3	cleavage and polyadenylation specific factor 6, 68kDa
203058_s_at	4	0.03	PAPSS2	9060	Hs.524491	10q23-q24	3-phosphoadenosine 5-phosphosulfate synthase 2
204437_s_at	4	0.03	FOLR1	2348	Hs.73769	11q13.3-q14.1	folate receptor 1 (adult)
205419_at	4	0.03	EBI2	1880	Hs.784	13q32.3	Epstein-Barr virus induced gene 2
206100_at	4	0.03	CPM	1368	Hs.334873	12q14.3	carboxypeptidase M
212267_at	4	0.03	KIAA0261	23063	Hs.203099	10q23.31	KIAA0261
212883_at	4	0.03	APOE	348	Hs.515465	19q13.2	apolipoprotein E
213417_at	4	0.03	TBX2	6909	Hs.531085	17q23	T-box 2
213924_at	4	0.03	MPPE1	65258	Hs.288147	18p11.21	metallophosphoesterase 1
214789_x_at	4	0.03	SRP46	10929	Hs.476680	11q22	Splicing factor, arginine/serine-rich, 46kD
215554_at	4	0.03	GPLD1	2822	Hs.512001	6p22.3-p22.2	glycosylphosphatidylinositol specific phospholipase D1
218053_at	4	0.03	FNBP3	55660	Hs.298735	2q24.1	formin binding protein 3
219052_at	4	0.03	HPS6	79803	Hs.125133	10q24.32	Hermansky-Pudlak syndrome 6
219440_at	4	0.03	RAI2	10742	Hs.446680	Xp22	retinoic acid induced 2
219717_at	4	0.03	FLJ20280	54876	Hs.518674	4p15.33	hypothetical protein FLJ20280
220305_at	4	0.03	MGC3260	78993	Hs.134883	20p13	hypothetical protein MGC3260
220335_x_at	4	0.03	FLJ21736	79984	Hs.268700	16q22.1	esterase 31
220400_at	4	0.03	COH1	157680	Hs.191540	8q22.2	Cohen syndrome 1
200910_at	3	0.03	CCT3	7203	Hs.491494	1q23	chaperonin containing TCP1, subunit 3 (gamma)
200992_at	3	0.03	IPO7	10527	Hs.523470	11p15.3	importin 7
201734_at	3	0.03	CLCN3	1182	Hs.481186	4q33	chloride channel 3
201873_s_at	3	0.03	ABCE1	6059	Hs.12013	4q31	ATP-binding cassette, sub-family E (OABP), member 1
201964_at	3	0.03	ALS4	23064	Hs.460317	9q34.3	senataxin
202198_s_at	3	0.03	MTMR3	8897	Hs.474536	22q12.2	myotubularin related protein 3
202304_at	3	0.03	FNDC3	22862	Hs.508010	13q14.12	fibronectin type III domain containing 3
202610_s_at	3	0.03	CRSP2	9282	Hs.407604	Xp11.4-p11.2	cofactor required for Sp1 transcriptional activation, subunit 2, 150kDa
202932_at	3	0.03	YES1	7525	Hs.194148	18p11.31-p11.21	v-yes-1 Yamaguchi sarcoma viral oncogene homolog 1
203135_at	3	0.03	TBP	6908	Hs.1100	6q27	TATA box binding protein
203314_at	3	0.03	GTPBP6	8225	Hs.437145	Yp11.32	pseudoautosomal GTP-binding protein-like
203855_at	3	0.03	WDR47	22911	Hs.546347	1p13.3	KIAA0893 protein
203870_at	3	0.03	USP46	64854	Hs.331478	4q12	ubiquitin specific protease 46
204299_at	3	0.03	FUSIP1	10772	Hs.3530	1p36.11	FUS interacting protein (serine-arginine rich) 1
204510_at	3	0.03	CDC7	8317	Hs.533573	1p22	CDC7 cell division cycle 7 (S. cerevisiae)
204537_s_at	3	0.03	GABRE	2564	Hs.22785	Xq28	gamma-aminobutyric acid (GABA) A receptor, epsilon
205218_at	3	0.03	POLR3F	10621	Hs.472227	20p11.23	polymerase (RNA) III (DNA directed) polypeptide F, 39 kDa
205677_s_at	3	0.03	DLEU1	10301	Hs.492218	13q14.3	deleted in lymphocytic leukemia, 1
205947_s_at	3	0.03	VIPR2	7434	Hs.490817	7q36.3	vasoactive intestinal peptide receptor 2
207842_s_at	3	0.03	CASC3	22794	Hs.350229	17q11-q21.3	cancer susceptibility candidate 3
208249_s_at	3	0.03	TGDS	23483	Hs.12393	13q32.1	TDP-glucose 4,6-dehydratase
208863_s_at	3	0.03	SFRS1	6426	Hs.68714	17q21.3-q22	splicing factor, arginine/serine-rich 1
209389_x_at	3	0.03	DBI	1622	Hs.78888	2q12-q21	diazepam binding inhibitor
210281_s_at	3	0.03	ZNF198	7750	Hs.507433	13q11-q12	zinc finger protein 198
211324_s_at	3	0.03	RANBP2L1	84220	Hs.469630	2q13	RAN binding protein 2-like 1
212013_at	3	0.03	D2S448	7837	Hs.332197	2p25	Melanoma associated gene
212653_s_at	3	0.03	EHBP1	23301	Hs.271667	2p15	NPF/calponin-like protein
