Acc	Symbol	name	Unigene	LLID	Function	Chromosome	Cytoband	0438gpr ST vs LT	4578LTSTgpr LT vs ST	4579LTSTgpr ST vs LT	5343gpr LT vs ST	5357gpr ST vs LT	5358gpr LT vs ST	Pass	Fold change	1/fold change	Score(d)	Numerator(r)	Denominator(s+s0)	q-value (%)
BG068324	Kif23	kinesin family member 23	Mm.259374	71819		9	9 C	1.6521	0.5041	0.8088	0.951	2.4984	0.1786	6	2.504746891	0.399241937	1.71435576	1.098833333	0.640959922	2.39159809
BG072778	Cd34	CD34 antigen	Mm.29798	12490		1		0.399	1.1924	1.0352	0.7756	0.2302	1.0233	6	1.761796616	0.567602407	1.712267214	0.77595	0.45317109	2.39159809
BG064948	2410030K01Rik	RIKEN cDNA 2410030K01 gene	Mm.295642	NA		NA		0.9428	0.9251	0.8637	0.6146	1.7076	0.136	6	1.922821387	0.520069106	1.71214214	0.864966667	0.505195595	2.39159809
AI851058	Rasgrp2	RAS, guanyl releasing protein 2	Mm.77017	NA		NA		0.5867	0.7404	0.5665	0.5094	0.7285		5	1.455624429	0.686990394	1.707282055	0.592021667	0.34676266	2.39159809
BG074438		Transcribed sequences	Mm.182718					0.9638	0.3064	0.7274	0.5262	1.5655	0.752	6	1.821128115	0.549110187	1.706533953	0.806883333	0.47281997	2.39159809
BG073856		Transcribed sequence with weak similarity to protein ref:NP_081764.1 (M.musculus) RIKEN cDNA 5730493B19 [Mus musculus]	Mm.182679					0.7885	0.4209	0.7907	0.4895	1.1524	0.5192	6	1.642650987	0.608772045	1.700725059	0.693533333	0.407786861	2.39159809
AV114229	2610311M19Rik	RIKEN cDNA 2610311M19 gene	Mm.33831	108912		14	14 D1	0.2093	0.5812	0.9314	0.9242	0.6187	1.1929	6	1.713097808	0.583737832	1.70003733	0.74295	0.437019815	2.39159809
BG063624	Pbk	PDZ binding kinase	Mm.24337	52033		14		1.6353	0.8441	0.9587	0.7006	1.7556	-0.0829	6	2.131871557	0.469071411	1.698610175	0.968566667	0.570211271	2.39159809
BG075576		13 days embryo forelimb cDNA, RIKEN full-length enriched library, clone:5930426L19 product:hypothetical protein, full insert sequence	Mm.102585					1.5946	0.4192	0.6247	0.8481		1.043	5	1.793303377	0.557630133	1.691460216	0.816963333	0.482992935	3.622057976
http://genome-www4.stanford.edu/cgi-bin/SMD/source/sourceResult?choice=Gene&option=Name&criteria=								0.6367	0.8555	0.9678	0.5183	0.2586	0.835	6	1.622075177	0.616494238	1.684442086	0.67865	0.402893044	3.622057976
BG074248	Kif22	kinesin family member 22	Mm.286488	110033		7		1.0244	0.2126	0.6922	0.6399	0.7946	1.7988	6	1.930126328	0.518100803	1.678539463	0.860416667	0.512598414	3.622057976
BG073257	Serpinb1a	serine (or cysteine) proteinase inhibitor, clade B, member 1a	Mm.20144	66222		13		0.4517	0.4755	0.6317	0.8415	1.0694	0.5152	6	1.604517578	0.62324029	1.677743594	0.664166667	0.395868993	3.622057976
AA105984	Alb1	albumin 1	Mm.16773	NA		NA		0.2727	1.5172	0.2658		1.6371	1.4283	5	2.01240212	0.496918578	1.674448744	0.94143	0.562232796	3.622057976
AV134141				NA	AA289540 EST:Spleen:Mus musculus	NA		1.1077	0.977	1.1942	0.1304	0.989	0.3651	6	1.796490349	0.556640897	1.673865043	0.7939	0.474291523	3.622057976
BG074967	2310047O13Rik	RIKEN cDNA 2310047O13 gene	Mm.34059	66960		2	2 A1	0.6544	0.7604	0.9982	1.1293	2.2738	0.1112	6	2.228171994	0.448798388	1.672632632	0.987883333	0.590615844	3.622057976
AI851012	Resp18	regulated endocrine-specific protein 18	Mm.4032	19711		1	1 C4	1.0341	1.6729	1.4087	0.7822	-0.294	1.1865	6	2.117125129	0.472338638	1.672509532	0.965066667	0.57701714	3.622057976
AV036516	Npm1	nucleophosmin 1	Mm.6343	18148	nucleophosmin 1	11	11 A4	0.5091	0.4555	0.5219	0.5316	0.5382	0.5393	6	1.430203883	0.69920101	1.670409404	0.515933333	0.308866396	3.622057976
BG063139				NA		NA		0.8103	0.261	0.4212	0.7888	1.4658	0.9359	6	1.782302077	0.561072117	1.665855438	0.7805	0.46852805	3.622057976
BG065338		Transcribed sequences	Mm.354220					0.5449	1.1128	1.128		2.3262	0.5613	5	2.216258316	0.451210941	1.664443775	0.992311667	0.596182149	3.622057976
http://genome-www4.stanford.edu/cgi-bin/SMD/source/sourceResult?choice=Gene&option=Name&criteria=								0.5354	0.4073	0.4208	0.7277	0.8002	0.9065	6	1.564341165	0.639246746	1.66128297	0.632983333	0.38102078	3.622057976
AA433546	Evi2a	ecotropic viral integration site 2a	Mm.164948	14017; 216984		11		0.719	0.5209	0.4502	0.5384	0.7464	0.4821	6	1.495643016	0.668608745	1.659910488	0.576166667	0.34710707	3.622057976
AV140824				NA	AU019727 EST:Mouse eight-cell stage embryo cDNA:Mus musculus	NA		0.5508	1.2659	0.9004	0.7343	0.098	1.0655	6	1.760504486	0.568019001	1.656341698	0.76915	0.464366743	3.622057976
NA	NA	NA	NA		NA			0.7589	1.0687	0.2869	1.4142	0.9603	0.2737	6	1.804916014	0.5540424	1.653594355	0.793783333	0.480035101	3.622057976
BG065007		Adult retina cDNA, RIKEN full-length enriched library, clone:A930001C09 product:TAIL FIBROBLAST RECEPTOR FOR FELINE LEUKEMIA VIRUS SUBGROUP C homolog [Mus dunni], full insert sequence	Mm.134053	NA		NA		0.5172	-0.0169	0.4728	1.4558	1.9245	2.0658	6	2.422188166	0.412849841	1.65156166	1.069866667	0.647790932	3.622057976
NA	NA	NA	NA		NA			0.6331	0.6603	0.5984		1.4153	0.9539	5	1.708265945	0.585388945	1.646782228	0.752248333	0.456798914	3.622057976
AV162133	Kif4	kinesin family member 4	Mm.3130	16571		X		0.1068	0.7601	0.9893	0.7661	0.6794	1.7001	6	1.884506866	0.5306428	1.644118466	0.833633333	0.5070397	3.622057976
BG063186		16 days embryo head cDNA, RIKEN full-length enriched library, clone:C130043L18 product:unknown EST, full insert sequence	Mm.292617					1.2526	0.4443	0.482	0.8818	3.487	0.9339	6	3.350893779	0.298427842	1.639330485	1.246933333	0.760635726	3.622057976
AV134133	Cdc25b	cell division cycle 25 homolog B (S. cerevisiae)	Mm.38444	12531		2		0.4345	0.6984	0.8733	0.7478	1.3429	0.291	6	1.70755333	0.585633246	1.638955433	0.731316667	0.446209001	3.622057976
http://genome-www4.stanford.edu/cgi-bin/SMD/source/sourceResult?choice=Gene&option=Name&criteria=								1.1013	0.8652	0.995	0.758	0.1468	0.4702	6	1.6906182	0.591499607	1.637575778	0.72275	0.441353621	3.622057976
AV018480		Transcribed sequences	Mm.347831					0.7132	0.937	0.6639	1.8169	0.1941	0.732	6	1.91108713	0.52326238	1.636634949	0.84285	0.514989614	3.622057976
BG069404	D2Ertd750e	DNA segment, Chr 2, ERATO Doi 750, expressed	Mm.252695	51944		2	2 E5	0.795	0.0973	1.1631	1.0821	1.8945	0.4036	6	2.033679843	0.491719483	1.636224833	0.905933333	0.553672891	3.622057976
AA175957	Hpse	heparanase	Mm.332888	15442		5	5 E3	0.9657	0.2187	0.6333	1.1378	0.383	1.4604	6	1.82069229	0.549241629	1.635910996	0.799816667	0.488912091	3.622057976
AA409233	Sgol1	shugoshin-like 1 (S. pombe)	Mm.153202	72415		17	17 C	1.0412	0.9476	0.7114	0.5105	1.0396	0.1154	6	1.697911554	0.588958829	1.635256923	0.727616667	0.444955564	3.622057976
AV084893	D12Ertd647e	DNA segment, Chr 12, ERATO Doi 647, expressed	Mm.2121	52668		12		0.3988	0.8455	0.6273	1.0753	0.285	0.8663	6	1.63475362	0.611712975	1.629213635	0.683033333	0.41924111	3.622057976
http://genome-www4.stanford.edu/cgi-bin/SMD/source/sourceResult?choice=Gene&option=Name&criteria=								1.308	0.3058	0.3759	1.2373	0.4732	0.988	6	1.789820151	0.558715354	1.62877627	0.781366667	0.47972621	3.622057976
AU022992	Centd1	centaurin, delta 1	Mm.244403	212285		5	5 C3.1	1.2327	0.6404	0.9073	0.3299	2.386	0.4221	6	2.26803685	0.440909944	1.626193508	0.9864	0.606569879	3.622057976
AV134127	Cdc2a	cell division cycle 2 homolog A (S. pombe)	Mm.281367	12534		10		0.9673	0.57	1.0617	0.3978	0.4491	0.5506	6	1.612411956	0.620188902	1.62546296	0.666083333	0.40978069	3.622057976
NA	NA	NA	NA		NA			0.7025	0.7054	0.6128	1.1962	0.9065	0.1408	6	1.67591757	0.596688058	1.621308695	0.7107	0.438349589	3.622057976
AV083350	Adrb2	adrenergic receptor, beta 2	Mm.5598	11555		18		0.5247	0.3114	0.6937	0.7985	0.6361	0.5666	6	1.511902534	0.661418298	1.617024753	0.5885	0.363940007	3.622057976
AV172658	Fbxo22	F-box only protein 22	Mm.276429	71999; 83961		9	9 B	0.8382	0.5896	0.809		0.6415	0.5942	5	1.519038285	0.658311255	1.612983022	0.618641667	0.383538858	3.622057976
AV016053	Cdkn2c	cyclin-dependent kinase inhibitor 2C (p18, inhibits CDK4)	Mm.1912	12580		4		1.4776	0.5428	0.7663	0.3915	0.9765	0.375	6	1.753138656	0.570405539	1.611594424	0.75495	0.468449126	3.622057976
BG068349	6430706D22Rik	RIKEN cDNA 6430706D22 gene	Mm.317041	381280; 381332		1	1 D	0.7497	0.7725	0.5578	0.4555	0.4709	0.4314	6	1.494577773	0.669085288	1.600526802	0.572966667	0.357986299	3.622057976
AA060966	Nsg2	neuron specific gene family member 2	Mm.3304	18197		11	11 A4	0.9792	1.5818	1.4068	0.2483	0.5488		5	1.87782698	0.532530425	1.599857641	0.844583333	0.527911554	3.622057976
AV253916	Ect2	ect2 oncogene	Mm.261453	13605		3	3 B	0.8017	0.529	2.8024	0.1285	1.4511	0.815	6	2.624783593	0.38098379	1.59633779	1.08795	0.681528688	4.281614817
AV051206	Mrpl24	mitochondrial ribosomal protein L24	Mm.196635	67707		3	3 F1	0.6913	0.4758	0.5689	0.7079	0.4193	0.4534	6	1.471464312	0.679595143	1.59467341	0.552766667	0.346633149	4.281614817
BG065909		Transcribed sequences	Mm.155607					0.6328	0.4076	1.0381	1.5007	0.1561	0.9909	6	1.810344218	0.552381138	1.593780835	0.7877	0.494233575	4.281614817
AW544349				NA		NA		0.5789	0.6733	0.6777	0.5672	0.5714	0.2993	6	1.481028549	0.675206431	1.593443849	0.5613	0.352255902	4.281614817
AV111515		Transcribed sequences	Mm.354278					0.5646	0.7386	0.724	1.2422	0.0514	1.4174	6	1.812030938	0.551866957	1.59197961	0.7897	0.496049067	4.281614817
BG074215	D3Ertd300e	DNA segment, Chr 3, ERATO Doi 300, expressed	Mm.37356	56790		3	3 C	0.459	0.186	0.6459	0.8284	0.9906	0.871	6	1.611427556	0.620567767	1.587107152	0.663483333	0.418045708	4.281614817
AV059766				NA	Rab6, kinesin-like	NA		0.7857	0.8749	0.6007	0.2621	0.4	0.9505	6	1.587589162	0.629885882	1.583760685	0.64565	0.407668915	4.281614817
BG067743	Blnk	B-cell linker	Mm.9749	17060		19		1.4155	0.2918	1.0376	0.8832		0.5998	5	1.717411098	0.58227177	1.580357139	0.753758333	0.476954427	4.281614817
BG064596	Smc2l1	SMC2 structural maintenance of chromosomes 2-like 1 (yeast)	Mm.2999	14211		4		0.9185	0.2637	0.5559	0.6413	0.9528	0.492	6	1.577090187	0.634079147	1.580326835	0.637366667	0.403313196	4.281614817
BG069637		Transcribed sequence with weak similarity to protein ref:NP_005992.1 (H.sapiens) tubulin, alpha 2 isoform 1 [Homo sapiens]	Mm.353703					0.5647	0.6581	0.7166	0.0481	1.9269	2.452	6	2.501400685	0.399776016	1.579490409	1.061066667	0.671777847	4.281614817
AI893233	Cd34	CD34 antigen	Mm.29798	12490		1		1.0725	0.5923	0.6008	1.3205	1.0275		5	1.77721592	0.562677832	1.565210195	0.767098333	0.490092855	4.281614817
BG072241		Adult male urinary bladder cDNA, RIKEN full-length enriched library, clone:9530027A09 product:unknown EST, full insert sequence	Mm.218934					1.3823	0.4413	0.3428	1.7306	2.9432	0.0857	6	2.883982229	0.346742775	1.561703841	1.154316667	0.739139289	4.281614817
AV134167	Exosc9	exosome component 9	Mm.116711	50911; 383841		3	3 B	0.6451	0.718	0.5876	0.4641	0.2745	0.8754	6	1.522506764	0.656811532	1.560121773	0.594116667	0.380814291	4.281614817
AV095264				NA	C79572 EST:blastocyst:Mus musculus	NA		0.2746	0.9901	1.2688	0.4145	0.4844	0.7726	6	1.674296372	0.597265823	1.553768696	0.700833333	0.451053838	4.281614817
BG074977	8430423A01Rik	RIKEN cDNA 8430423A01 gene	Mm.246869	98415		1	1 E4	0.6283	0.8421	0.672	0.3447	0.8864	0.3085	6	1.548090709	0.645956981	1.55279594	0.613666667	0.395201102	4.281614817
AA167963	Brca1	breast cancer 1	Mm.244975	12189		11		0.2064	0.6729	0.4421	0.6909	1.0987	0.8045	6	1.601517876	0.624407642	1.551024948	0.652583333	0.420743286	4.281614817
NA	NA	NA	NA		NA			1.2197	0.5659	0.7609	-0.1521	1.3193	1.1347	6	1.849159911	0.540786113	1.550867405	0.808066667	0.52104175	4.281614817
BG067141	2700049P18Rik	RIKEN cDNA 2700049P18 gene	Mm.31278	108900		1	1 E4	1.2627	0.3891	0.5851	1.9098	1.491	-0.0642	6	2.122340988	0.47117782	1.546558961	0.928916667	0.600634499	4.281614817
BG071364		Transcribed sequences	Mm.132782	NA		NA		0.6709	-0.084	0.3828	2.1217	1.7986	1.0419	6	2.288200156	0.437024706	1.543633505	0.98865	0.640469384	4.281614817
BG066499	Cdca3	cell division cycle associated 3	Mm.285723	14793		6		1.1513	1.0239	1.0899	0.3279	1.3535		5	1.865606443	0.536018732	1.542732593	0.809863333	0.524953797	4.281614817
AI385700	Scn1b	sodium channel, voltage-gated, type I, beta polypeptide	Mm.1418	20266		7		0.4554	1.0357	0.792	0.1521	1.9651	0.695	6	1.964535337	0.509026222	1.541914796	0.849216667	0.5507546	4.281614817
BG064926	Mki67	antigen identified by monoclonal antibody Ki 67	Mm.4078	17345		7	7 F3-F5	0.8527	1.1901	0.629	0.9312	-0.1893	1.5188	6	1.880579053	0.531751111	1.540790185	0.822083333	0.53354658	4.281614817
BG075542		Transcribed sequences	Mm.182810					1.3632	0.2764	-0.0779	1.7647	1.835	0.6127	6	2.204336972	0.453651149	1.540731477	0.96235	0.624605919	4.281614817
NA	NA	NA	NA		NA			0.5645	0.4352	0.4902	0.7082	1.0451		5	1.488814428	0.671675382	1.538301498	0.606756667	0.394432865	4.281614817
AA170528		Similar to Nucleophosmin (NPM) (Nucleolar phosphoprotein B23) (Numatrin) (Nucleolar protein NO38) (LOC385008), mRNA	Mm.334980	18148		11	11 A4	0.7543	0.3426	0.4918	0.5065	0.4961	0.8039	6	1.489643412	0.671301596	1.537620008	0.565866667	0.368014635	4.281614817
BG063957	Birc5	baculoviral IAP repeat-containing 5	Mm.8552	NA		NA		0.9063	0.9175	0.959	0.8025	1.5231	-0.2327	6	1.862712499	0.5368515	1.534250575	0.812616667	0.529650554	4.281614817
AV029347	Ssbp2	single-stranded DNA binding protein 2	Mm.208399	66970		13	13 C3	0.7939	0.3623	0.4229	0.8503	0.6565	0.4247	6	1.513545222	0.660700444	1.532878923	0.5851	0.381700075	4.281614817
NA	NA	NA	NA		NA			0.4335	0.4473	0.8953	0.7728	0.3103	1.4729	6	1.716388305	0.582618745	1.531351715	0.722016667	0.471489769	4.281614817
BG067148	Fbxo5	F-box only protein 5	Mm.197520	67141		10	10 A1	0.8876	0.507	0.4919		0.5779	0.4238	5	1.418602459	0.704919122	1.529988861	0.558448333	0.365001568	4.281614817
NA	NA	NA	NA		NA			0.5875	0.3779	0.4799	0.9175	0.7048	0.413	6	1.507824375	0.663207212	1.529584698	0.5801	0.379253271	4.281614817
BG069551	2810406C15Rik	RIKEN cDNA 2810406C15 gene	Mm.257590	68298		6	6 F3	0.5522	1.1705	0.8369	0.3064	0.9275	0.272	6	1.641583463	0.60916793	1.529572057	0.677583333	0.442988828	4.281614817
BG063759	Whsc1	Wolf-Hirschhorn syndrome candidate 1 (human)	Mm.136329	107823; 381632; 24116		5	5 B1	0.6535	0.3556	0.2669	0.523	2.555	1.9757	6	2.550420318	0.392092234	1.529531607	1.05495	0.689720955	4.281614817
BG072904	Rad51	RAD51 homolog (S. cerevisiae)	Mm.231	19361		2		1.4442	0.3529	0.4201	0.5005	1.002	0.5815	6	1.708357834	0.585357458	1.529322872	0.716866667	0.468747758	4.281614817
BG073741	1200015F23Rik	RIKEN cDNA 1200015F23 gene	Mm.330492	67809		2	2 E5	0.4355	0.5172	0.5111	1.9135	2.9528	0.3779	6	2.836310299	0.352570733	1.52435046	1.118	0.733427141	4.281614817
AI385623	Sntb2	syntrophin, basic 2	Mm.30228	20650		8		0.4075	0.659	0.4862	0.4681	1.5695	0.736	6	1.720496669	0.581227513	1.524187337	0.72105	0.473071769	4.281614817
NA	NA	NA	NA		NA			0.4939	1.7706	1.517		0.3783	1.0724	5	2.014149339	0.496487515	1.524136256	0.877768333	0.575911983	4.281614817
AV031241	Pkib	protein kinase inhibitor beta, cAMP dependent, testis specific	Mm.262135	18768		10		0.9149	1.1821	0.9317		0.2352	0.3132	5	1.580259906	0.632807297	1.522169903	0.686553333	0.45103594	4.281614817
AI325845	Kif22	kinesin family member 22	Mm.286488	110033		7		0.7346	0.6445	0.6206	0.7548	1.1222	0.08	6	1.614308383	0.619460328	1.521821082	0.65945	0.433329521	4.281614817
NA	NA	NA	NA		NA			0.5453	0.082	0.7641	1.1427	1.276	0.5266	6	1.714375559	0.583302763	1.520851517	0.722783333	0.475249112	4.281614817
BG063267		Transcribed sequence with moderate similarity to protein sp:Q15004 (H.sapiens) Y101_HUMAN Hypothetical protein KIAA0101	Mm.351273	68026		9	9 C	1.1594	0.6425	0.861	1.0376	3.7104	0.0135	6	3.627207813	0.275694157	1.513985997	1.2374	0.817312711	6.074290263
AA289559	Evi2a	ecotropic viral integration site 2a	Mm.164948	14017; 216984		11		0.2296	0.6641	0.4671	0.9557	0.575	0.6987	6	1.531942807	0.652765884	1.513960181	0.598366667	0.395232764	6.074290263
BG064688	Stk17b	serine/threonine kinase 17b (apoptosis-inducing)	Mm.25559	98267		1	1 C1.1	1.5786	0.686	0.5205	0.3423	0.9604	0.3491	6	1.752909823	0.570480002	1.513415251	0.739483333	0.488618925	6.074290263
NA	NA	NA	NA		NA			1.161	0.5057	0.4542	0.3444	0.5866	0.6939	6	1.569155934	0.637285293	1.509295901	0.6243	0.413636584	6.074290263
BG073723	2610300B10Rik	RIKEN cDNA 2610300B10 gene	Mm.248212	70454		1	1 H2.1	0.7068	0.1473	0.5065	1.0304	1.1451	0.5096	6	1.639689133	0.609871701	1.509265556	0.674283333	0.446762553	6.074290263
BG068146	Calmbp1	calmodulin binding protein 1	Mm.168523	12316		1	1 F	1.6281	0.7278	1.1018	0.5771	3.1611	-0.2396	6	3.029555591	0.330081416	1.507757583	1.159383333	0.76894545	6.074290263
BF100414	Itgb5	integrin beta 5	Mm.6424	16419		16	16 A1	0.4683	1.2148	0.8714	1.6164	-0.3324	1.6002	6	2.071026523	0.482852339	1.506009288	0.90645	0.601888718	6.074290263
NA	NA	NA	NA		NA			0.2176	0.6403	0.7166	0.724	1.2778	0.417	6	1.629391441	0.613726067	1.50428059	0.66555	0.442437405	6.074290263
NA	NA	NA	NA		NA			0.9657	0.7944	0.9961	0.159	0.7445	0.3001	6	1.617517302	0.618231408	1.50411423	0.659966667	0.438774299	6.074290263
BG073347	2810406C15Rik	RIKEN cDNA 2810406C15 gene	Mm.257590	68298		6	6 F3	0.1665	1.0849	0.8731	0.5427	1.0021	0.3626	6	1.636750936	0.610966506	1.502136359	0.671983333	0.447351753	6.074290263
BG066697	Hn1	hematological and neurological expressed sequence 1	Mm.1775	15374		11		0.3354	0.5479	0.7262	0.6253	0.4897	0.4357	6	1.446201784	0.691466441	1.49392602	0.5267	0.352560965	6.074290263
AV042229	Cenph	centromere autoantigen H	Mm.273502	26886		13		0.7881	0.5831	1.1146	0.4527	1.0904	0.0762	6	1.657063439	0.603477198	1.491677711	0.684183333	0.458666995	6.074290263
AI385608	Spag5	sperm associated antigen 5	Mm.24250	54141		11		0	0.8181	0.5669	0.9665	1.0493	0.6288	6	1.635719596	0.611351727	1.49144709	0.6716	0.450300922	6.074290263
AV171971	Kifc5a	kinesin family member C5A	Mm.335626	94116; 16580; 94117		17	17 A3.3	1.2367	0.2862	0.5424	1.0163	0.2548	0.7572	6	1.656418045	0.603712332	1.491095741	0.682266667	0.457560603	6.074290263
AV109439				NA	H3 histone, family 3A	NA		0.8236	0.5252	0.4989	1.2073	0.3339	0.4342	6	1.590452312	0.628751955	1.488157328	0.637183333	0.428169335	6.074290263
BG063979	Anln	anillin, actin binding protein (scraps homolog, Drosophila)	Mm.282751	68743		9	9 A3	2.3434	0.4268	0.8236	0.4909	2.5368	-0.047	6	2.72755175	0.366629157	1.487517472	1.09575	0.736630003	6.074290263
AI841233	Kcnc4	potassium voltage gated channel, Shaw-related subfamily, member 4	Mm.101976	99738		3		0.4483	0.9597	0.4828	0.3087	0.5075	0.8847	6	1.535557762	0.651229165	1.487325933	0.598616667	0.402478471	6.074290263
NA	NA	NA	NA		NA			0.1439	0.5299	0.823	1.3098	0.9414	0.4099	6	1.674309033	0.597261306	1.487222385	0.692983333	0.465958111	6.074290263
AI451781	Il10rb	interleukin 10 receptor, beta	Mm.4154	NA		NA		0.6984	0.8088	0.5865	1.958	0	0.9131	6	1.94072913	0.515270258	1.485499128	0.827466667	0.557029386	6.074290263
AV069834				NA		NA		0.7933	0.0218	0.967		0.4882	1.3485	5	1.60869948	0.621620142	1.484677203	0.711386667	0.479152415	6.074290263
AV074848				NA	Mus musculus pituitary tumor transforming gene protein (PTTG	NA		0.6016	0.7683	1.2221	0.7253	0.2918	0.2882	6	1.608674554	0.621629774	1.481809124	0.64955	0.438349305	6.074290263
AV040023				NA	budding uninhibited by benzimidazoles 1 homolog (S. cerevisi	NA		0.9076	0.377	0.5275		0.6013	0.5183	5	1.427556592	0.700497623	1.480381812	0.554548333	0.374598181	6.074290263
AV001847	Fbp1	fructose bisphosphatase 1	Mm.246512	14121; 14122		13	13 B3-C1	0.4721	0.4297	0.3784	0.5207	0.7164	0.5356	6	1.42687549	0.700831997	1.480256417	0.508816667	0.343735491	6.074290263
AA161825	Cxcl13	chemokine (C-X-C motif) ligand 13	Mm.10116	55985		5	5 E3	0.7338	0.2182	0.224	0.5459	1.5541	1.8161	6	1.985329678	0.503694681	1.477554404	0.848683333	0.574383814	6.074290263
NA	NA	NA	NA		NA			1.6376	0.0313	0.2335	1.3644	0.6554	0.9796	6	1.905126272	0.524899591	1.477195942	0.816966667	0.553052336	6.074290263
BG066477		4 days neonate male adipose cDNA, RIKEN full-length enriched library, clone:B430203I24 product:unknown EST, full insert sequence	Mm.52271					0.8199	-0.0131	0.4571	1.36	2.9771	0.7794	6	2.714385118	0.368407561	1.475213394	1.0634	0.720844865	6.074290263
AV114255	Pole2	polymerase (DNA directed), epsilon 2 (p59 subunit)	Mm.9199	18974		12	12 C2	0.7018	0.5865	0.6301	0.5269	0.2643	0.46	6	1.448871572	0.690192298	1.472717458	0.528266667	0.358701979	6.074290263
BI076650				NA		NA		0.893	0.4769	0.6253	0.3578	0.4592	0.4811	6	1.47389537	0.678474212	1.471207112	0.548883333	0.37308366	6.074290263
AV133894	Oazin	ornithine decarboxylase antizyme inhibitor	Mm.250214	54375		15	15 B3.1	1.0748	0.5209	0.2283	0.7814	0.3983	0.6893	6	1.560331131	0.640889604	1.47108223	0.6155	0.418399453	6.074290263
BG067491	Slc35a5	solute carrier family 35, member A5	Mm.264984	74102		16		0.5867	0.3199	0.3494		1.0319	0.704	5	1.449635457	0.689828601	1.467612629	0.590675	0.40247337	6.074290263
AU042813	Racgap1	Rac GTPase-activating protein 1	Mm.273804	26934		15	15 F1	0.304	0.439	1.2282	0.6443		0.4541	5	1.477646787	0.676751717	1.466663922	0.630578333	0.429940577	6.074290263
AV111418				NA	meiosis-specific nuclear structural protein 1	NA		0.4692	0.4392	0.7204	0.5598	0.2927	0.7435	6	1.460176792	0.684848578	1.465325649	0.537466667	0.366789912	6.074290263
AA000468	Cdc20	cell division cycle 20 homolog (S. cerevisiae)	Mm.289747	107995		4	4 D2.1	0.9877	0.5108	0.5091	0.5759	0.8987	0.1755	6	1.552561882	0.64409671	1.463736658	0.609616667	0.416479743	6.074290263
AV058696	Hist2h2aa1	histone 2, H2aa1	Mm.261670	15267; 15077; 97114; 319192		3		0.5173	0.6163	0.5168	0.3929	0.3758	1.0097	6	1.503178719	0.66525689	1.462211502	0.571466667	0.390823534	6.074290263
AV133901				NA	AA189224 EST:lymph node:Mus musculus	NA		1.0055	-0.047	0.0373	1.4638	1.0419	1.6054	6	1.976975937	0.505823051	1.459779185	0.85115	0.583067637	6.074290263
http://genome-www4.stanford.edu/cgi-bin/SMD/source/sourceResult?choice=Gene&option=Name&criteria=								0.5501	0.6084	0.703	0.8451	0.1236	1.9438	6	1.891609457	0.528650349	1.457227154	0.795666667	0.546014164	6.074290263
BG073617	Hba-a1	hemoglobin alpha, adult chain 1	Mm.196110	15122		11		1.2246	-0.2524	-0.0285	1.2144	1.9541	1.6916	6	2.26369594	0.441755442	1.452761738	0.9673	0.665835267	6.074290263
AV094471	Atp5h	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit d	Mm.182042	71679		11	11 E2	0.4775	0.5506	0.433	0.3499	0.6198	1.1281	6	1.533983826	0.651897356	1.448509747	0.59315	0.409489823	6.274615923
AV041579	Dnaja1	DnaJ (Hsp40) homolog, subfamily A, member 1	Mm.27897	15502	heat shock protein, DNAJ-like 2	4	4 A5	0.5702	0.7643	0.5601	0.8785	0.1748		5	1.437486196	0.695658854	1.446594463	0.571933333	0.395365355	6.274615923
AV093712				NA	high mobility group protein 2	NA		0.6924	0.4304	0.2281	0.3808	0.9976	1.006	6	1.57365708	0.63546246	1.446006997	0.62255	0.43053042	6.274615923
AV042917	Mthfd2	methylenetetrahydrofolate dehydrogenase (NAD+ dependent), methenyltetrahydrofolate cyclohydrolase	Mm.443	17768		6		0.4639	0.3613	0.6264	0.3447	0.5874	0.7749	6	1.448508523	0.690365286	1.445623605	0.526433333	0.36415657	6.274615923
AV091086				NA	CDC-like kinase 3	NA		0.4791	1.3622	1.7196	1.0745	0.1057	0.1737	6	1.928008278	0.518669972	1.443463871	0.819133333	0.567477545	6.274615923
AV089675	Cd34	CD34 antigen	Mm.29798	12490		1		0.487	0.8818	1.0644	0.4925	0.0123	1.082	6	1.644651993	0.608031367	1.437771591	0.67	0.465998914	6.274615923
http://genome-www4.stanford.edu/cgi-bin/SMD/source/sourceResult?choice=Gene&option=Name&criteria=								0.7088	0.0756	0.7677	0.6197	1.6206	0.5327	6	1.74150254	0.574216791	1.43597823	0.72085	0.50199229	6.274615923
AV003072	Haao	3-hydroxyanthranilate 3,4-dioxygenase	Mm.30100	107766		11	11	-0.1478	1.1191	1.2257	0.6454	0.8136	0.6079	6	1.709872153	0.584839047	1.434306092	0.71065	0.495466068	6.274615923
AV000596	2610300B10Rik	RIKEN cDNA 2610300B10 gene	Mm.248212	70454		1	1 H2.1	0.6057	0.3674	0.7097	0.579		0.3992	5	1.376632777	0.726410134	1.427190791	0.506365	0.354798394	6.274615923
AA221629	Map4k4	mitogen-activated protein kinase kinase kinase kinase 4	Mm.19073	15371; 242939		5		0.805	0.7891	1.2399		0.7168	0.1932	5	1.60396548	0.623454814	1.426182035	0.656541667	0.460349135	6.274615923
BG072955	Myo5a	myosin Va	Mm.3645	17918		9		1.4829	0.2724	0.39	0.5894	1.3814	0.3225	6	1.77893935	0.562132711	1.423608815	0.739766667	0.519641814	6.274615923
