Probe ID	Gene Symbol	Description	CM/ES Fold change	CM/EB Fold change	FH/ES Fold change	FH/EB Fold change	AH/ES Fold change	AH/EB Fold change
1570021	TRIM14	tripartite motif-containing 14	-56.77	-5.13	-56.77	-5.13	-1.35	-0.12
7380010	ARL8A	ADP-ribosylation factor-like 8A	-56.69	-105.08	-0.73	-1.35	-0.89	-1.65
7320440	LOC203427	similar to solute carrier family 25 , member 16	-56.52	-61.29	-17.95	-19.46	-61.62	-66.82
1260154	TFPI2	tissue factor pathway inhibitor 2	-56.32	-3.17	-36.34	-2.04	-466.03	-26.19
5860538	SIGLEC7	sialic acid binding Ig-like lectin 7	-55.92	-23.7	-12.27	-5.2	-15.53	-6.58
1660546	EPHA1	EPH receptor A1	-55.82	-6.68	-360.58	-43.16	-1933.7	-231.44
620066	OXCT2	3-oxoacid CoA transferase 2	-55.44	-2.65	-7.32	-0.35	-1.98	-0.09
3060056	HAS3	hyaluronan synthase 3	-54.15	-6.61	-15.56	-1.9	-104.58	-12.78
4230392	RTEL1	regulator of telomere elongation helicase 1	-53.69	-15.56	-12.15	-3.52	-21.18	-6.14
4540047	WBSCR1	Williams-Beuren syndrome chromosome region 1	-53.6	-5.82	-110.22	-11.96	-139.4	-15.13
2940373	UPK1A	uroplakin 1A	-53.54	-8.17	-150.82	-23.01	-106.44	-16.24
1050717	PLXNB3	plexin B3	-53.35	-12.87	-53.35	-12.87	-1.37	-0.33
1940594	TOP1MT	topoisomerase (DNA) I, mitochondrial	-52.85	-26.44	-42.39	-21.21	-1097.62	-549.07
3360592	CXorf15	chromosome X open reading frame 15	-52.15	-2.73	-20.62	-1.08	-456.59	-23.88
5420164	UGT8	UDP glycosyltransferase 8 (UDP-galactose ceramide galactosyltransferase)	-52.14	-13.29	-101.35	-25.83	-52.49	-13.38
6940379	PTPN2	protein tyrosine phosphatase, non-receptor type 2	-52.09	-3.35	-52.09	-3.35	-52.09	-3.35
4860142	TTLL6	tubulin tyrosine ligase-like family, member 6	-51.79	-5.2	-214.47	-21.53	-31.28	-3.14
1470019	FGR	Gardner-Rasheed feline sarcoma viral (v-fgr) oncogene homolog	-51.6	-12.71	-0.1	-0.03	-0.29	-0.07
6040553	PCSK1	proprotein convertase subtilisin/kexin type 1	-51.24	-4.37	-68	-5.81	-120.48	-10.29
5360674	HAPLN3	hyaluronan and proteoglycan link protein 3	-51.11	-9.1	-5.69	-1.01	-33.71	-6
7160706	INDO	indoleamine-pyrrole 2,3 dioxygenase	-50.74	-3.5	-65.62	-4.52	-33.42	-2.3
4490333	RLTPR	RGD, leucine-rich repeat, tropomodulin and proline-rich containing protein	-49.78	-4.86	-14.61	-1.43	-99.9	-9.75
3450280	BTBD11	BTB (POZ) domain containing 11	-49.55	-39.7	-4.36	-3.49	-23.88	-19.13
7320754	MMP14	matrix metallopeptidase 14 (membrane-inserted)	-49.48	-30.38	-2.47	-1.52	-136.62	-83.88
1400719	MRPL11	mitochondrial ribosomal protein L11	-49.22	-4.39	-63.98	-5.71	-520.45	-46.46
940246	FAM101B	family with sequence similarity 101, member B	-48.99	-15.62	-3.91	-1.25	-7.84	-2.5
2470296	GALNT12	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 12 (GalNAc-T12)	-48.71	-81.22	-14.29	-23.83	-12.12	-20.21
2630176	MMP16	matrix metallopeptidase 16 (membrane-inserted)	-48.42	-146.64	-14.23	-43.09	-14.79	-44.78
5690201	F2RL1	coagulation factor II (thrombin) receptor-like 1	-48.4	-24.64	-45.3	-23.06	-110.44	-56.22
4050612	TNFRSF8	tumor necrosis factor receptor superfamily, member 8	-48.29	-4.42	-14.09	-1.29	-12.22	-1.12
5130433	TIMP4	TIMP metallopeptidase inhibitor 4	-48.06	-12.33	-1.4	-0.36	-0.37	-0.09
3180079	TDRKH	tudor and KH domain containing	-47.64	-26.66	-14.74	-8.25	-223.69	-125.18
6400176	SYT13	synaptotagmin XIII	-47.61	-26.08	-14.51	-7.95	-5.08	-2.78
5860358	LOC56901	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4-like 2	-47.36	-11.97	-0.23	-0.06	-0.11	-0.03
6350189	ACSBG1	acyl-CoA synthetase bubblegum family member 1	-47.23	-4.1	-15.09	-1.31	-65.3	-5.66
240341	BGN	biglycan	-46.47	-11.03	-0.08	-0.02	-0.14	-0.03
5550082	CHST9	carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 9	-46.22	-29.56	-294.75	-188.53	-1.97	-1.26
2900242	RAB37	RAB37, member RAS oncogene family	-45.54	-54.63	-100.32	-120.35	-31.61	-37.92
4230750	COX4I2	cytochrome c oxidase subunit IV isoform 2 (lung)	-45.28	-48.86	-0.05	-0.05	-0.03	-0.03
4920719	TRIM22	tripartite motif-containing 22	-45.09	-5.82	-3.91	-0.51	-0.86	-0.11
4040202	DAZAP1	DAZ associated protein 1	-44.89	-4.31	-85.88	-8.24	-28.89	-2.77
4490368	HSPA12B	heat shock 70kD protein 12B	-44.87	-44.87	-0.25	-0.25	-0.25	-0.25
3310639	BNC2	basonuclin 2	-44.73	-43.41	-4.69	-4.55	-30.62	-29.71
6130576	CXCL1	chemokine (C-X-C motif) ligand 1 (melanoma growth stimulating activity, alpha)	-44.44	-2.96	-16.25	-1.08	-14.66	-0.98
870358	PYCARD	PYD and CARD domain containing	-44.37	-8.03	-4.58	-0.83	-6.19	-1.12
5080554	SCNN1A	sodium channel, nonvoltage-gated 1 alpha	-44.31	-6.99	-151.04	-23.82	-138.59	-21.85
4570630	ANKRD35	ankyrin repeat domain 35	-43.66	-8.11	-3.8	-0.71	-3.17	-0.59
5420184	PLAC9	placenta-specific 9	-43.11	-30.32	-0.17	-0.12	-0.22	-0.15
6450577	RTN1	reticulon 1	-43.09	-124.72	-0.59	-1.7	-116.45	-337.07
1850338	CYP26A1	cytochrome P450, family 26, subfamily A, polypeptide 1	-43.07	-27.18	-394.44	-248.91	-1119.7	-706.59
2710364	KRT25A	keratin 25	-43.05	-9.63	-3.44	-0.77	-5.14	-1.15
6020564	STK32A	serine/threonine kinase 32A	-42.99	-26.41	-130.14	-79.93	-38.58	-23.7
580110	INADL	InaD-like (Drosophila)	-42.94	-65.41	-21.63	-32.95	-1.12	-1.7
2060255	PAGE5	P antigen family, member 5 (prostate associated)	-42.87	-3.02	-198.1	-13.97	-2.21	-0.16
650437	ADAMTS4	ADAM metallopeptidase with thrombospondin type 1 motif, 4	-42.57	-37.31	-0.86	-0.75	-10.88	-9.54
1450451	LDHD	lactate dehydrogenase D	-42.45	-5.59	-1.41	-0.19	-0.54	-0.07
3520093	CKMT1B	creatine kinase, mitochondrial 1B	-42.43	-3.16	-1110.88	-82.85	-994.59	-74.18
5340288	CLEC2A	C-type lectin domain family 2, member A	-42.24	-7.79	-175.72	-32.42	-38.95	-7.19
6450168	GREM1	gremlin 1, cysteine knot superfamily, homolog (Xenopus laevis)	-41.96	-5.71	-151.08	-20.56	-694.25	-94.47
4210300	SLCO1A2	solute carrier organic anion transporter family, member 1A2	-41.63	-29.42	-102.96	-72.78	-102.96	-72.78
2690348	TFAP2C	transcription factor AP-2 gamma (activating enhancer binding protein 2 gamma)	-41.35	-17.66	-92.49	-39.51	-85.42	-36.49
6220278	C10orf129	chromosome 10 open reading frame 129	-41.27	-11.13	-39.83	-10.75	-11.89	-3.21
5260575	DSU	dilute suppressor	-41.07	-47.46	-76.84	-88.79	-171.8	-198.51
6270403	OTOA	otoancorin	-41.04	-8.74	-4.91	-1.05	-4.55	-0.97
5390102	RPRM	reprimo, TP53 dependent G2 arrest mediator candidate	-40.88	-22.36	-25.3	-13.84	-161.15	-88.15
1190019	LDHD	lactate dehydrogenase D	-40.81	-2.06	-0.92	-0.05	-0.29	-0.01
4780707	NNMT	nicotinamide N-methyltransferase	-40.71	-31.06	-0.98	-0.75	-0.93	-0.71
2370075	MGC20983	hypothetical protein MGC20983	-40.14	-12.06	-36.29	-10.91	-22.94	-6.89
2510148	UNQ470	chromosome 9 open reading frame 165	-40.13	-18.52	-78.86	-36.4	-712.83	-329.03
5490292	SYP	synaptophysin	-39.76	-71.55	-1.63	-2.94	-2.26	-4.07
6270202	PPM1E	protein phosphatase 1E (PP2C domain containing)	-39.55	-27.77	-4.72	-3.31	-11.59	-8.14
6980719	VWF	von Willebrand factor	-39.5	-40.61	-0.01	-0.01	-0.01	-0.01
1580368	COL6A3	collagen, type VI, alpha 3	-38.91	-48.52	-0.53	-0.66	-1.51	-1.88
10215	CD86	CD86 molecule	-38.66	-6.94	-0.1	-0.02	-0.15	-0.03
4120241	SLC39A4	solute carrier family 39 (zinc transporter), member 4	-38.51	-43.74	-0.63	-0.71	-0.88	-1
6560326	NR4A3	nuclear receptor subfamily 4, group A, member 3	-38.29	-61.71	-0.16	-0.26	-2.36	-3.81
7210408	COBL	cordon-bleu homolog (mouse)	-38.17	-6.26	-2.74	-0.45	-6.49	-1.06
4180369	RIS1	transmembrane protein 158	-38.16	-11.18	-14.65	-4.29	-89.17	-26.12
60332	ELK4	ELK4, ETS-domain protein (SRF accessory protein 1)	-38.13	-18.13	-3.4	-1.61	-0.96	-0.46
4040538	PPAP2C	phosphatidic acid phosphatase type 2C	-38.03	-8.67	-33.67	-7.68	-20.85	-4.75
1030368	DIAPH2	diaphanous homolog 2 (Drosophila)	-37.88	-8.15	-24.25	-5.22	-12.56	-2.7
5360347	QSCN6	quiescin Q6	-37.87	-9.52	-4.9	-1.23	-2.67	-0.67
1400121	CD97	CD97 molecule	-37.77	-2.46	-11.45	-0.75	-14.75	-0.96
5890113	TXNRD2	Thioredoxin reductase 2	-37.52	-3.59	-0.43	-0.04	-0.31	-0.03
2340670	FOXD3	forkhead box D3	-37.27	-21.16	-7.71	-4.38	-5.32	-3.02
3890356	LOX	lysyl oxidase	-37.19	-14.45	-3.14	-1.22	-451.97	-175.58
7650468	FLJ14834	chromosome 13 open reading frame 33	-37.1	-6.53	-1.46	-0.26	-1.68	-0.3
6400246	RESP18	regulated endocrine-specific protein 18	-35.94	-7.92	-21.82	-4.81	-35.94	-7.92
240576	NDP	Norrie disease (pseudoglioma)	-35.51	-85.26	-0.88	-2.1	-35.51	-85.26
2260477	MOBKL2B	MOB1, Mps One Binder kinase activator-like 2B (yeast)	-35.45	-24.2	-11.05	-7.54	-37.67	-25.71
2260735	SLC1A6	solute carrier family 1 (high affinity aspartate/glutamate transporter), member 6	-34.61	-13.65	-9.66	-3.81	-105.67	-41.69
2260148	NELL2	NEL-like 2 (chicken)	-34.38	-23.6	-16.68	-11.45	-658.86	-452.16
5670471	CLDN19	claudin 19	-34.23	-18.24	-13.28	-7.08	-7.96	-4.24
5720433	HIST1H2BH	histone 1, H2bh	-33.98	-3.7	-21.48	-2.34	-1666.07	-181.47
610072	C7orf16	chromosome 7 open reading frame 16	-33.86	-234.73	-121.32	-841.04	-121.32	-841.04
7160743	IL11	interleukin 11	-33.81	-15.01	-49.71	-22.06	-1719.28	-763.07
4920332	TPCN1	two pore segment channel 1	-33.54	-19.77	-1.46	-0.86	-0.4	-0.24
2810619	CLDN10	claudin 10	-33.4	-7.75	-13.21	-3.06	-32.77	-7.6
4560091	COL9A3	collagen, type IX, alpha 3	-33.25	-45.77	-2.52	-3.48	-7.14	-9.83
5130180	VENTX	VENT homeobox homolog (Xenopus laevis)	-33.03	-9.52	-13.68	-3.94	-5.93	-1.71
7330148	GALNAC4S-6S B cell RAG associated protein	-32.96	-32.05	-0.86	-0.84	-3.55	-3.45
510241	CILP2	cartilage intermediate layer protein 2	-32.79	-25.39	-158.08	-122.39	-23.73	-18.37
3840500	PIM2	pim-2 oncogene	-32.38	-2.26	-25.9	-1.81	-112.99	-7.9
5900692	MGLL	monoglyceride lipase	-32.37	-4.25	-0.27	-0.04	-0.15	-0.02
3190551	TNFRSF14	tumor necrosis factor receptor superfamily, member 14 (herpesvirus entry mediator)	-32.36	-15.83	-0.08	-0.04	-0.05	-0.03
6980296	DCN	decorin	-32.09	-38.3	-0.72	-0.86	-0.6	-0.71
3440669	ELAVL2	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 2 (Hu antigen B)	-31.59	-42.55	-133.22	-179.45	-11.12	-14.97
3120097	RGS7	regulator of G-protein signalling 7	-31.58	-49.39	-31.58	-49.39	-31.58	-49.39
1470270	C20orf152	chromosome 20 open reading frame 152	-31.49	-11.2	-3.32	-1.18	-8.31	-2.95
6270133	PTPN22	protein tyrosine phosphatase, non-receptor type 22 (lymphoid)	-31.46	-6.76	-5.78	-1.24	-0.92	-0.2
4540243	GABRB3	gamma-aminobutyric acid (GABA) A receptor, beta 3	-31.35	-5.13	-11.44	-1.87	-56.1	-9.17
3310577	MAST1	microtubule associated serine/threonine kinase 1	-31.17	-22.96	-153.57	-113.15	-450.14	-331.68
670201	HSPA2	heat shock 70kDa protein 2	-31.08	-3.64	-3.48	-0.41	-3.16	-0.37
6940551	RAB37	RAB37, member RAS oncogene family	-30.83	-47.78	-79.54	-123.29	-65.89	-102.12
2000136	TAGLN2	transgelin 2	-30.73	-13.69	-1.35	-0.6	-1.4	-0.63
6650273	ZNF695	zinc finger protein 695	-30.61	-21.53	-132.84	-93.43	-674.28	-474.22
1070494	B3GNT4	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 4	-30.55	-3.1	-41.26	-4.19	-263.7	-26.8
2630110	MX1	myxovirus (influenza virus) resistance 1, interferon-inducible protein p78 (mouse)	-30.27	-20.19	-0.76	-0.5	-0.1	-0.07
2230014	TAF1A	TATA box binding protein (TBP)-associated factor, RNA polymerase I, A, 48kDa	-29.74	-51.21	-63.11	-108.69	-14.62	-25.18
4200703	CNIH3	cornichon homolog 3 (Drosophila)	-29.66	-7.88	-910.96	-242.15	-240.88	-64.03
2140168	SYT6	synaptotagmin VI	-29.56	-4.95	-18.13	-3.04	-19.52	-3.27
4200193	MARVELD3	MARVEL domain containing 3	-29.53	-15.81	-717.34	-384.02	-246.84	-132.14
4070600	NT5E	5-nucleotidase, ecto (CD73)	-29.46	-5.71	-5.31	-1.03	-3.82	-0.74
5390300	LSR	lipolysis stimulated lipoprotein receptor	-29.4	-3.04	-4.52	-0.47	-34.71	-3.58
2760608	RAPH1	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1	-29.21	-10.98	-29.21	-10.98	-29.21	-10.98
5700278	NPFFR2	neuropeptide FF receptor 2	-29.16	-14.41	-326.04	-161.11	-103.72	-51.25
6590689	GSTO2	glutathione S-transferase omega 2	-29.08	-10.27	-28.37	-10.02	-25.28	-8.93
4590554	CORO2A	coronin, actin binding protein, 2A	-28.98	-12.93	-57.49	-25.64	-107.15	-47.79
5340246	CD9	CD9 molecule	-28.93	-16.4	-2.25	-1.28	-2.22	-1.26
780379	RHEBL1	Ras homolog enriched in brain like 1	-28.4	-6.86	-5.51	-1.33	-7.42	-1.79
5130703	FLJ20298	TBC1 domain family, member 8B (with GRAM domain)	-28.32	-56.67	-1.74	-3.49	-2.52	-5.04
6130328	GAL3ST1	galactose-3-O-sulfotransferase 1	-28.18	-11.17	-20.49	-8.12	-126.29	-50.05
1940528	VGF	VGF nerve growth factor inducible	-28.12	-8.29	-117.77	-34.7	-735.02	-216.59
2970240	TAP2	transporter 2, ATP-binding cassette, sub-family B (MDR/TAP)	-28.04	-5.38	-2.19	-0.42	-0.62	-0.12
4570309	CKMT1A	creatine kinase, mitochondrial 1A	-28	-2.33	-345.87	-28.72	-200.42	-16.64
7650687	CTSK	cathepsin K (pycnodysostosis)	-27.9	-4.37	-2.94	-0.46	-5.75	-0.9
6220537	CAPG	capping protein (actin filament), gelsolin-like	-27.89	-7.8	-10.78	-3.02	-17.54	-4.91
7000180	SLC16A9	solute carrier family 16, member 9 (monocarboxylic acid transporter 9)	-27.82	-11.15	-8.46	-3.39	-13.18	-5.28
4150661	RBM35A	RNA binding motif protein 35A	-27.63	-4.41	-5.36	-0.86	-268.13	-42.83
5290717	FLJ90805	transmembrane protein 145	-27.61	-8.07	-13.74	-4.02	-15.44	-4.51
5870192	SSTR1	somatostatin receptor 1	-27.57	-2.79	-103.99	-10.51	-4.15	-0.42
3440392	FLJ20273	RNA-binding protein	-27.5	-17.19	-717.99	-448.83	-717.99	-448.83
50731	ZIC3	Zic family member 3 heterotaxy 1 (odd-paired homolog, Drosophila)	-27.47	-11.95	-153.19	-66.66	-27.82	-12.1
4070592	LOC205251		-27.42	-3.55	-0.14	-0.02	-0.04	0
1240243	DKFZP564J086	DKFZP564J0863 protein	-27.26	-6.32	-6.02	-1.39	-14.24	-3.3
6100634	FGD5	FYVE, RhoGEF and PH domain containing 5	-27.19	-11.75	-0.71	-0.31	-1.19	-0.51
7550598	CACNA2D3	calcium channel, voltage-dependent, alpha 2/delta 3 subunit	-27.18	-6.44	-4.91	-1.16	-0.38	-0.09
5720255	ADAMTS2	ADAM metallopeptidase with thrombospondin type 1 motif, 2	-26.97	-3.96	-21.09	-3.1	-84.21	-12.36
1240136	OLIG2	oligodendrocyte lineage transcription factor 2	-26.97	-775.61	-1.06	-30.6	-26.97	-775.61
4120671	HIST1H3C	histone 1, H3c	-26.83	-10.12	-26.83	-10.12	-26.83	-10.12
7150717	PAGE4	P antigen family, member 4 (prostate associated)	-26.82	-122.62	-69.1	-315.9	-8.96	-40.94
6480440	JPH4	junctophilin 4	-26.76	-8.48	-4.82	-1.53	-25.36	-8.04
4250598	SFRP2	secreted frizzled-related protein 2	-26.76	-21.74	-6.76	-5.49	-41.74	-33.91
4260445	FCHO1	FCH domain only 1	-26.56	-9.69	-28.01	-10.22	-34.81	-12.71
7150450	CHST6	carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 6	-26.31	-8.07	-11.58	-3.55	-50.93	-15.62
5890204	GPC4	glypican 4	-26.14	-5.38	-14.17	-2.92	-17.34	-3.57
7380044	CDCA7	cell division cycle associated 7	-25.97	-32.19	-45.47	-56.36	-59.36	-73.58
6650196	DCN	decorin	-25.94	-64.67	-0.38	-0.94	-0.56	-1.4
60044	DEF6	differentially expressed in FDCP 6 homolog (mouse)	-25.93	-15.58	-3.84	-2.31	-26.54	-15.95
3890242	DKFZP586H21 regeneration associated muscle protease	-25.9	-31.18	-1.2	-1.44	-2.25	-2.71
4060088	CTH	cystathionase (cystathionine gamma-lyase)	-25.89	-14.1	-22.21	-12.1	-594.72	-323.91
4900717	SRPX2	sushi-repeat-containing protein, X-linked 2	-25.85	-6.66	-1.07	-0.27	-2.3	-0.59
4290725	PLEKHG4	pleckstrin homology domain containing, family G (with RhoGef domain) member 4	-25.83	-8.03	-7.02	-2.18	-35.41	-11.01
3990170	OSR2	odd-skipped related 2 (Drosophila)	-25.83	-73.54	-0.25	-0.72	-0.15	-0.43
5690370	IGFBP2	insulin-like growth factor binding protein 2, 36kDa	-25.78	-7.72	-5.97	-1.79	-14.17	-4.24
3800037	BCL6B	B-cell CLL/lymphoma 6, member B (zinc finger protein)	-25.67	-21.76	-0.45	-0.38	-0.57	-0.48
3840204	ZIC2	Zic family member 2 (odd-paired homolog, Drosophila)	-25.57	-21.4	-21.48	-17.98	-174.48	-146.01
830484	AIF1	allograft inflammatory factor 1	-25.55	-9.68	-1.13	-0.43	-1.39	-0.53
4290497	SPANXA1	sperm protein associated with the nucleus, X-linked, family member A1	-25.51	-213.37	-19.94	-166.75	-54.14	-452.81
4540500	PAPLN	papilin, proteoglycan-like sulfated glycoprotein	-25.47	-19.5	-0.92	-0.7	-1.74	-1.34
360291	ALDH1A3	aldehyde dehydrogenase 1 family, member A3	-25.39	-18.68	-1.76	-1.29	-4.39	-3.23
6940475	HIST1H1B	histone 1, H1b	-25.3	-7.07	-25.3	-7.07	-25.3	-7.07
6250327	CYP27B1	cytochrome P450, family 27, subfamily B, polypeptide 1	-25.22	-5.79	-576.79	-132.42	-287.17	-65.93
1070593	KIAA1244	KIAA1244	-25.16	-5.25	-12.72	-2.65	-3.5	-0.73
5720767	KCND2	potassium voltage-gated channel, Shal-related subfamily, member 2	-25.13	-9.22	-33.17	-12.17	-707.27	-259.53
4850397	OLIG3	oligodendrocyte transcription factor 3	-24.93	-36.91	-7.41	-10.97	-3.55	-5.26
2350040	FABP5	fatty acid binding protein 5 (psoriasis-associated)	-24.9	-4.67	-3.72	-0.7	-2.85	-0.53
2490390	EPB41L4B	erythrocyte membrane protein band 4.1 like 4B	-24.72	-8.3	-310.18	-104.18	-42.94	-14.42
150070	NTRK3	neurotrophic tyrosine kinase, receptor, type 3	-24.68	-23.2	-0.33	-0.31	-3.17	-2.98
4290066	SPI1	spleen focus forming virus (SFFV) proviral integration oncogene spi1	-24.66	-13.59	-0.24	-0.13	-0.29	-0.16
1940427	TNC	tenascin C (hexabrachion)	-24.62	-5.53	-9.1	-2.04	-49.58	-11.13
2850427	SLC8A2	solute carrier family 8 (sodium-calcium exchanger), member 2	-24.46	-20.09	-45.28	-37.19	-499.48	-410.22
3130129	ST14	suppression of tumorigenicity 14 (colon carcinoma)	-24.43	-6.11	-282.2	-70.55	-282.2	-70.55
2480327	HBQ1	hemoglobin, theta 1	-24.38	-8.41	-0.65	-0.22	-295.44	-101.9
7510360	CCL8	chemokine (C-C motif) ligand 8	-24.32	-8.92	-1.2	-0.44	-0.45	-0.16
6480711	SLC19A3	solute carrier family 19, member 3	-24.26	-11.93	-171.62	-84.43	-1.92	-0.94
5270072	ARHGEF19	Rho guanine nucleotide exchange factor (GEF) 19	-24.17	-12.45	-9.91	-5.1	-17.74	-9.14
7040450	CLDN7	claudin 7	-24.12	-7.88	-124.78	-40.77	-146.97	-48.02
6760487	FXYD5	FXYD domain containing ion transport regulator 5	-23.78	-11.28	-4.33	-2.06	-5.79	-2.75
4070324	FLJ36445	-23.74	-11	-1501.9	-695.63	-454.97	-210.73
940039	RAB25	RAB25, member RAS oncogene family	-23.66	-12.41	-148.8	-78.03	-186.75	-97.93
1740164	PLEKHK1	pleckstrin homology domain containing, family K member 1	-23.43	-9.43	-50.48	-20.33	-50.48	-20.33
1940221	SLC6A15	solute carrier family 6, member 15	-23.25	-14.04	-602.86	-364.18	-416.56	-251.64
2570259	GPM6B	glycoprotein M6B	-23.21	-20.68	-3.99	-3.55	-9.48	-8.45
160377	LGALS1	lectin, galactoside-binding, soluble, 1 (galectin 1)	-23.12	-15.71	-0.63	-0.43	-0.57	-0.39
2340402	CYP2S1	cytochrome P450, family 2, subfamily S, polypeptide 1	-23.11	-3.41	-21.52	-3.17	-33.13	-4.89
160019	DIRAS1	DIRAS family, GTP-binding RAS-like 1	-23.07	-11.68	-0.66	-0.34	-0.12	-0.06
5260102	PDE2A	phosphodiesterase 2A, cGMP-stimulated	-23.03	-26.11	-0.4	-0.46	-0.19	-0.22
6270156	COL12A1	collagen, type XII, alpha 1	-23	-16.04	-0.14	-0.1	-0.76	-0.53
2680692	HTR7	5-hydroxytryptamine (serotonin) receptor 7 (adenylate cyclase-coupled)	-22.88	-2.7	-17.64	-2.08	-185.68	-21.88
2750184	MSLN	mesothelin	-22.78	-66.41	-0.07	-0.2	-0.29	-0.84
5340327	ECM1	extracellular matrix protein 1	-22.66	-2.68	-1.93	-0.23	-1.79	-0.21
4730553	CPNE4	copine IV	-22.49	-13.54	-0.63	-0.38	-0.07	-0.04
2710348	STMN2	stathmin-like 2	-22.37	-200.94	-1.27	-11.44	-26.47	-237.7
4010246	PI15	peptidase inhibitor 15	-22.3	-29.07	-0.04	-0.06	-0.82	-1.07
2140497	PROK2	prokineticin 2	-22.23	-2.14	-6.56	-0.63	-14.25	-1.37
580537	CARD11	caspase recruitment domain family, member 11	-22.18	-3.4	-34.26	-5.25	-24.86	-3.81
7320373	EMR2	egf-like module containing, mucin-like, hormone receptor-like 2	-22.11	-3.43	-2.25	-0.35	-3.68	-0.57
870291	PAP2	phosphatidic acid phosphatase type 2	-22.09	-5.6	-75.73	-19.21	-19.52	-4.95
3710128	ATP8B3	ATPase, Class I, type 8B, member 3	-22.06	-17.82	-4.08	-3.3	-270.52	-218.5
2140468	CCNL2	cyclin L2	-22.02	-67.39	-2.09	-6.39	-0.17	-0.53
5130162	MCOLN2	mucolipin 2	-22.01	-21.68	-7.05	-6.94	-2.03	-2
6280689	DNHD3	dynein heavy chain domain 3	-21.99	-786.85	-21.99	-786.85	-21.99	-786.85
6980373	LHX6	LIM homeobox 6	-21.95	-3.93	-0.54	-0.1	-0.93	-0.17
2000576	MFAP5	microfibrillar associated protein 5	-21.82	-5.14	-0.05	-0.01	-0.07	-0.02
4830047	GALNT6	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 6 (GalNAc-T6)	-21.8	-21.59	-6.12	-6.06	-2.36	-2.33
6280450	MAD2L1BP	MAD2L1 binding protein	-21.74	-6.33	-46.84	-13.63	-16.39	-4.77
2680255	HSD11B2	hydroxysteroid (11-beta) dehydrogenase 2	-21.74	-4.28	-8.09	-1.6	-7.72	-1.52
4200167	FN1	fibronectin 1	-21.64	-6.37	-29.96	-8.83	-203.02	-59.8
6020768	LCP2	lymphocyte cytosolic protein 2 (SH2 domain containing leukocyte protein of 76kDa)	-21.63	-21.03	-0.17	-0.17	-0.19	-0.19
3360156	LRRN1	leucine rich repeat neuronal 1	-21.51	-10.91	-14.01	-7.11	-808.68	-410.28
6380196	BMF	Bcl2 modifying factor	-21.48	-84.23	-21.48	-84.23	-0.55	-2.17
2640463	GCNT2	glucosaminyl (N-acetyl) transferase 2, I-branching enzyme (I blood group)	-21.41	-23.38	-21.05	-22.99	-50.48	-55.14
1410487	ZNF342	zinc finger protein 342	-21.23	-2.82	-17.67	-2.35	-72.94	-9.71
5820008	FGL2	fibrinogen-like 2	-21.21	-4.89	-0.14	-0.03	-0.06	-0.01
2710605	SCN1B	sodium channel, voltage-gated, type I, beta	-21.13	-4.09	-4.83	-0.94	-0.26	-0.05
3520474	GYPE	glycophorin E	-21.1	-4.69	-0.01	0	-21.1	-4.69
3360082	PTPRE	protein tyrosine phosphatase, receptor type, E	-21.09	-4.39	-0.08	-0.02	-0.06	-0.01
4560360	KCTD14	potassium channel tetramerisation domain containing 14	-21.06	-10.46	-32.97	-16.37	-44.26	-21.99
3990296	CA4	carbonic anhydrase IV	-21.01	-32.28	-0.17	-0.26	-0.06	-0.1
2490025	GABRD	gamma-aminobutyric acid (GABA) A receptor, delta	-20.89	-9.75	-0.39	-0.18	-0.57	-0.27
4230673	MGC13170	chromosome 19 open reading frame 48	-20.85	-3.32	-20.85	-3.32	-20.85	-3.32
4730091	ING5	inhibitor of growth family, member 5	-20.64	-3.1	-10.65	-1.6	-179.95	-27.04
1470750	TJP3	tight junction protein 3 (zona occludens 3)	-20.55	-8.98	-135.67	-59.28	-72.32	-31.6
5550632	AP1M2	adaptor-related protein complex 1, mu 2 subunit	-20.51	-3.18	-75.68	-11.72	-47.83	-7.4
6370110	MYO10	myosin X	-20.49	-9.74	-10.62	-5.05	-19.66	-9.35
1850291	MGC26856	GLI pathogenesis-related 1 like 1	-20.46	-2.24	-12.26	-1.34	-144.74	-15.82
6130593	GUCA1A	guanylate cyclase activator 1A (retina)	-20.45	-14.21	-29.76	-20.68	-22.64	-15.74
360296	MGC35212	chromosome 16 open reading frame 73	-20.4	-6.09	-3.62	-1.08	-394.88	-117.86
2360678	SALL1	sal-like 1 (Drosophila)	-20.35	-5.95	-409.58	-119.77	-409.58	-119.77
2600458	CA7	carbonic anhydrase VII	-20.33	-15.2	-83.71	-62.6	-14.35	-10.73
1300445	CYB5R2	cytochrome b5 reductase 2	-20.06	-14.97	-17.78	-13.26	-40.08	-29.9
4480193	FAM46B	family with sequence similarity 46, member B	-19.99	-3.13	-19.45	-3.05	-3	-0.47
