GO ID	Go Term	P-Value	Probe Set ID	Gene Symbol	Fold Change	Gene Title
GO:0019219	regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism	0.0013	201693_s_at	EGR1	0.39	early growth response 1
GO:0019219	regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism	0.0013	219993_at	SOX17	0.40	SRY (sex determining region Y)-box 17
GO:0019219	regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism	0.0013	36711_at	MAFF	0.44	v-maf musculoaponeurotic fibrosarcoma oncogene homolog F (avian)
GO:0019219	regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism	0.0013	219371_s_at	KLF2	0.45	Kruppel-like factor 2 (lung)
GO:0019219	regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism	0.0013	221841_s_at	KLF4	0.47	Kruppel-like factor 4 (gut)
GO:0019219	regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism	0.0013	201694_s_at	EGR1	0.47	early growth response 1
GO:0019219	regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism	0.0013	209710_at	GATA2	0.49	GATA binding protein 2
GO:0019219	regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism	0.0013	216248_s_at	NR4A2	0.49	nuclear receptor subfamily 4, group A, member 2
GO:0019219	regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism	0.0013	207980_s_at	CITED2	0.53	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2
GO:0019219	regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism	0.0013	209211_at	KLF5	0.57	Kruppel-like factor 5 (intestinal)
GO:0019219	regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism	0.0013	203140_at	BCL6	0.58	B-cell CLL/lymphoma 6 (zinc finger protein 51)
GO:0019219	regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism	0.0013	213281_at	JUN	0.59	v-jun sarcoma virus 17 oncogene homolog (avian)
GO:0019219	regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism	0.0013	213844_at	HOXA5	0.59	homeo box A5
GO:0019219	regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism	0.0013	209290_s_at	NFIB	0.59	nuclear factor I/B
GO:0019219	regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism	0.0013	212642_s_at	HIVEP2	0.60	human immunodeficiency virus type I enhancer binding protein 2
GO:0019219	regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism	0.0013	212914_at	CBX7	0.60	chromobox homolog 7
GO:0019219	regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism	0.0013	209289_at	NFIB	0.61	nuclear factor I/B
GO:0019219	regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism	0.0013	216321_s_at	NR3C1	0.62	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)
GO:0019219	regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism	0.0013	213029_at	NFIB	0.63	nuclear factor I/B
GO:0019219	regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism	0.0013	204790_at	SMAD7	0.63	SMAD, mothers against DPP homolog 7 (Drosophila)
GO:0019219	regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism	0.0013	201417_at	SOX4	1.65	SRY (sex determining region Y)-box 4
GO:0019219	regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism	0.0013	218502_s_at	TRPS1	1.86	trichorhinophalangeal syndrome I
GO:0019219	regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism	0.0013	201416_at	SOX4	1.91	SRY (sex determining region Y)-box 4
GO:0019219	regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism	0.0013	205286_at	TFAP2C	2.00	transcription factor AP-2 gamma (activating enhancer binding protein 2 gamma)
GO:0019219	regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism	0.0013	213435_at	SATB2	2.37	SATB family member 2
GO:0019219	regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism	0.0013	202176_at	ERCC3	3.07	excision repair cross-complementing 3
GO:0006820	anion transport	0.0016	211964_at	COL4A2	1.51	collagen, type IV, alpha 2
GO:0006820	anion transport	0.0016	215076_s_at	COL3A1	1.57	collagen, type III, alpha 1 (Ehlers-Danlos syndrome type IV, autosomal dominant)
GO:0006820	anion transport	0.0016	201852_x_at	COL3A1	1.58	collagen, type III, alpha 1 (Ehlers-Danlos syndrome type IV, autosomal dominant)
GO:0006820	anion transport	0.0016	202310_s_at	COL1A1	1.64	collagen, type I, alpha 1
GO:0006820	anion transport	0.0016	213622_at	COL9A2	1.66	collagen, type IX, alpha 2
GO:0006820	anion transport	0.0016	211980_at	COL4A1	1.73	collagen, type IV, alpha 1
GO:0006820	anion transport	0.0016	221729_at	COL5A2	1.78	collagen, type V, alpha 2
GO:0005587	collagen type IV	0.0028	211964_at	COL4A2	1.51	collagen, type IV, alpha 2
GO:0005587	collagen type IV	0.0028	211980_at	COL4A1	1.73	collagen, type IV, alpha 1
GO:0003677	DNA binding	0.0028	202672_s_at	ATF3	0.20	activating transcription factor 3
GO:0003677	DNA binding	0.0028	205932_s_at	MSX1	0.36	msh homeo box homolog 1 (Drosophila)
GO:0003677	DNA binding	0.0028	209357_at	CITED2	0.38	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2
GO:0003677	DNA binding	0.0028	201693_s_at	EGR1	0.39	early growth response 1
GO:0003677	DNA binding	0.0028	219993_at	SOX17	0.40	SRY (sex determining region Y)-box 17
GO:0003677	DNA binding	0.0028	36711_at	MAFF	0.44	v-maf musculoaponeurotic fibrosarcoma oncogene homolog F (avian)
GO:0003677	DNA binding	0.0028	219371_s_at	KLF2	0.45	Kruppel-like factor 2 (lung)
GO:0003677	DNA binding	0.0028	221841_s_at	KLF4	0.47	Kruppel-like factor 4 (gut)
GO:0003677	DNA binding	0.0028	201694_s_at	EGR1	0.47	early growth response 1
GO:0003677	DNA binding	0.0028	209710_at	GATA2	0.49	GATA binding protein 2
GO:0003677	DNA binding	0.0028	216248_s_at	NR4A2	0.49	nuclear receptor subfamily 4, group A, member 2
GO:0003677	DNA binding	0.0028	207980_s_at	CITED2	0.53	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2
GO:0003677	DNA binding	0.0028	209211_at	KLF5	0.57	Kruppel-like factor 5 (intestinal)
GO:0003677	DNA binding	0.0028	203140_at	BCL6	0.58	B-cell CLL/lymphoma 6 (zinc finger protein 51)
GO:0003677	DNA binding	0.0028	213281_at	JUN	0.59	v-jun sarcoma virus 17 oncogene homolog (avian)
GO:0003677	DNA binding	0.0028	213844_at	HOXA5	0.59	homeo box A5
GO:0003677	DNA binding	0.0028	209290_s_at	NFIB	0.59	nuclear factor I/B
GO:0003677	DNA binding	0.0028	212642_s_at	HIVEP2	0.60	human immunodeficiency virus type I enhancer binding protein 2
GO:0003677	DNA binding	0.0028	212914_at	CBX7	0.60	chromobox homolog 7
GO:0003677	DNA binding	0.0028	209289_at	NFIB	0.61	nuclear factor I/B
GO:0003677	DNA binding	0.0028	216321_s_at	NR3C1	0.62	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)
GO:0003677	DNA binding	0.0028	213029_at	NFIB	0.63	nuclear factor I/B
GO:0003677	DNA binding	0.0028	201417_at	SOX4	1.65	SRY (sex determining region Y)-box 4
GO:0003677	DNA binding	0.0028	203409_at	DDB2	1.75	damage-specific DNA binding protein 2, 48kDa
GO:0003677	DNA binding	0.0028	218502_s_at	TRPS1	1.86	trichorhinophalangeal syndrome I
GO:0003677	DNA binding	0.0028	201416_at	SOX4	1.91	SRY (sex determining region Y)-box 4
GO:0003677	DNA binding	0.0028	205286_at	TFAP2C	2.00	transcription factor AP-2 gamma (activating enhancer binding protein 2 gamma)
GO:0003677	DNA binding	0.0028	213435_at	SATB2	2.37	SATB family member 2
GO:0003677	DNA binding	0.0028	202176_at	ERCC3	3.07	excision repair cross-complementing 3
GO:0030935	sheet-forming collagen	0.0028	211964_at	COL4A2	1.51	collagen, type IV, alpha 2
GO:0030935	sheet-forming collagen	0.0028	211980_at	COL4A1	1.73	collagen, type IV, alpha 1
GO:0050789	regulation of biological process	0.0035	202672_s_at	ATF3	0.20	activating transcription factor 3
GO:0050789	regulation of biological process	0.0035	210538_s_at	BIRC3	0.32	baculoviral IAP repeat-containing 3
GO:0050789	regulation of biological process	0.0035	205932_s_at	MSX1	0.36	msh homeo box homolog 1 (Drosophila)
GO:0050789	regulation of biological process	0.0035	209357_at	CITED2	0.38	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2
GO:0050789	regulation of biological process	0.0035	201693_s_at	EGR1	0.39	early growth response 1
GO:0050789	regulation of biological process	0.0035	219993_at	SOX17	0.40	SRY (sex determining region Y)-box 17
GO:0050789	regulation of biological process	0.0035	36711_at	MAFF	0.44	v-maf musculoaponeurotic fibrosarcoma oncogene homolog F (avian)
GO:0050789	regulation of biological process	0.0035	219371_s_at	KLF2	0.45	Kruppel-like factor 2 (lung)
GO:0050789	regulation of biological process	0.0035	207574_s_at	GADD45B	0.46	growth arrest and DNA-damage-inducible, beta
GO:0050789	regulation of biological process	0.0035	221841_s_at	KLF4	0.47	Kruppel-like factor 4 (gut)
GO:0050789	regulation of biological process	0.0035	201694_s_at	EGR1	0.47	early growth response 1
GO:0050789	regulation of biological process	0.0035	209710_at	GATA2	0.49	GATA binding protein 2
GO:0050789	regulation of biological process	0.0035	216248_s_at	NR4A2	0.49	nuclear receptor subfamily 4, group A, member 2
GO:0050789	regulation of biological process	0.0035	207980_s_at	CITED2	0.53	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2
GO:0050789	regulation of biological process	0.0035	209211_at	KLF5	0.57	Kruppel-like factor 5 (intestinal)
GO:0050789	regulation of biological process	0.0035	203140_at	BCL6	0.58	B-cell CLL/lymphoma 6 (zinc finger protein 51)
GO:0050789	regulation of biological process	0.0035	213281_at	JUN	0.59	v-jun sarcoma virus 17 oncogene homolog (avian)
GO:0050789	regulation of biological process	0.0035	213844_at	HOXA5	0.59	homeo box A5
GO:0050789	regulation of biological process	0.0035	209290_s_at	NFIB	0.59	nuclear factor I/B
GO:0050789	regulation of biological process	0.0035	212642_s_at	HIVEP2	0.60	human immunodeficiency virus type I enhancer binding protein 2
GO:0050789	regulation of biological process	0.0035	212914_at	CBX7	0.60	chromobox homolog 7
GO:0050789	regulation of biological process	0.0035	209289_at	NFIB	0.61	nuclear factor I/B
GO:0050789	regulation of biological process	0.0035	216321_s_at	NR3C1	0.62	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)
GO:0050789	regulation of biological process	0.0035	221087_s_at	APOL3	0.63	apolipoprotein L, 3
GO:0050789	regulation of biological process	0.0035	213029_at	NFIB	0.63	nuclear factor I/B
GO:0050789	regulation of biological process	0.0035	203837_at	MAP3K5	0.63	mitogen-activated protein kinase kinase kinase 5
GO:0050789	regulation of biological process	0.0035	204790_at	SMAD7	0.63	SMAD, mothers against DPP homolog 7 (Drosophila)
GO:0050789	regulation of biological process	0.0035	203139_at	DAPK1	0.64	death-associated protein kinase 1
GO:0050789	regulation of biological process	0.0035	217738_at	PBEF1	0.65	pre-B-cell colony enhancing factor 1
GO:0050789	regulation of biological process	0.0035	217739_s_at	PBEF1	0.66	pre-B-cell colony enhancing factor 1
GO:0050789	regulation of biological process	0.0035	201417_at	SOX4	1.65	SRY (sex determining region Y)-box 4
GO:0050789	regulation of biological process	0.0035	204464_s_at	EDNRA	1.80	endothelin receptor type A
GO:0050789	regulation of biological process	0.0035	218502_s_at	TRPS1	1.86	trichorhinophalangeal syndrome I
GO:0050789	regulation of biological process	0.0035	206638_at	HTR2B	1.88	5-hydroxytryptamine (serotonin) receptor 2B
GO:0050789	regulation of biological process	0.0035	201416_at	SOX4	1.91	SRY (sex determining region Y)-box 4
GO:0050789	regulation of biological process	0.0035	205286_at	TFAP2C	2.00	transcription factor AP-2 gamma (activating enhancer binding protein 2 gamma)
GO:0050789	regulation of biological process	0.0035	213435_at	SATB2	2.37	SATB family member 2
GO:0050789	regulation of biological process	0.0035	204463_s_at	EDNRA	2.57	endothelin receptor type A
GO:0050789	regulation of biological process	0.0035	202176_at	ERCC3	3.07	excision repair cross-complementing 3
GO:0007605	perception of sound	0.0038	203695_s_at	DFNA5	0.53	deafness, autosomal dominant 5
GO:0007605	perception of sound	0.0038	202908_at	WFS1	0.66	Wolfram syndrome 1 (wolframin)
GO:0007605	perception of sound	0.0038	202310_s_at	COL1A1	1.64	collagen, type I, alpha 1
GO:0007605	perception of sound	0.0038	202176_at	ERCC3	3.07	excision repair cross-complementing 3
GO:0050954	sensory perception of mechanical stimulus	0.0038	203695_s_at	DFNA5	0.53	deafness, autosomal dominant 5
GO:0050954	sensory perception of mechanical stimulus	0.0038	202908_at	WFS1	0.66	Wolfram syndrome 1 (wolframin)
GO:0050954	sensory perception of mechanical stimulus	0.0038	202310_s_at	COL1A1	1.64	collagen, type I, alpha 1
GO:0050954	sensory perception of mechanical stimulus	0.0038	202176_at	ERCC3	3.07	excision repair cross-complementing 3
GO:0019222	regulation of metabolism	0.004	202672_s_at	ATF3	0.20	activating transcription factor 3
GO:0019222	regulation of metabolism	0.004	205932_s_at	MSX1	0.36	msh homeo box homolog 1 (Drosophila)
GO:0019222	regulation of metabolism	0.004	209357_at	CITED2	0.38	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2
GO:0019222	regulation of metabolism	0.004	201693_s_at	EGR1	0.39	early growth response 1
GO:0019222	regulation of metabolism	0.004	219993_at	SOX17	0.40	SRY (sex determining region Y)-box 17
GO:0019222	regulation of metabolism	0.004	36711_at	MAFF	0.44	v-maf musculoaponeurotic fibrosarcoma oncogene homolog F (avian)
GO:0019222	regulation of metabolism	0.004	219371_s_at	KLF2	0.45	Kruppel-like factor 2 (lung)
GO:0019222	regulation of metabolism	0.004	221841_s_at	KLF4	0.47	Kruppel-like factor 4 (gut)
GO:0019222	regulation of metabolism	0.004	201694_s_at	EGR1	0.47	early growth response 1
GO:0019222	regulation of metabolism	0.004	209710_at	GATA2	0.49	GATA binding protein 2
GO:0019222	regulation of metabolism	0.004	216248_s_at	NR4A2	0.49	nuclear receptor subfamily 4, group A, member 2
GO:0019222	regulation of metabolism	0.004	207980_s_at	CITED2	0.53	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2
GO:0019222	regulation of metabolism	0.004	209211_at	KLF5	0.57	Kruppel-like factor 5 (intestinal)
GO:0019222	regulation of metabolism	0.004	203140_at	BCL6	0.58	B-cell CLL/lymphoma 6 (zinc finger protein 51)
GO:0019222	regulation of metabolism	0.004	213281_at	JUN	0.59	v-jun sarcoma virus 17 oncogene homolog (avian)
GO:0019222	regulation of metabolism	0.004	213844_at	HOXA5	0.59	homeo box A5
GO:0019222	regulation of metabolism	0.004	209290_s_at	NFIB	0.59	nuclear factor I/B
GO:0019222	regulation of metabolism	0.004	212642_s_at	HIVEP2	0.60	human immunodeficiency virus type I enhancer binding protein 2
GO:0019222	regulation of metabolism	0.004	212914_at	CBX7	0.60	chromobox homolog 7
GO:0019222	regulation of metabolism	0.004	209289_at	NFIB	0.61	nuclear factor I/B
GO:0019222	regulation of metabolism	0.004	216321_s_at	NR3C1	0.62	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)
GO:0019222	regulation of metabolism	0.004	213029_at	NFIB	0.63	nuclear factor I/B
GO:0019222	regulation of metabolism	0.004	204790_at	SMAD7	0.63	SMAD, mothers against DPP homolog 7 (Drosophila)
GO:0019222	regulation of metabolism	0.004	201417_at	SOX4	1.65	SRY (sex determining region Y)-box 4
GO:0019222	regulation of metabolism	0.004	218502_s_at	TRPS1	1.86	trichorhinophalangeal syndrome I
GO:0019222	regulation of metabolism	0.004	201416_at	SOX4	1.91	SRY (sex determining region Y)-box 4
GO:0019222	regulation of metabolism	0.004	205286_at	TFAP2C	2.00	transcription factor AP-2 gamma (activating enhancer binding protein 2 gamma)
GO:0019222	regulation of metabolism	0.004	213435_at	SATB2	2.37	SATB family member 2
GO:0019222	regulation of metabolism	0.004	202176_at	ERCC3	3.07	excision repair cross-complementing 3
GO:0050982	detection of mechanical stimulus	0.0042	203695_s_at	DFNA5	0.53	deafness, autosomal dominant 5
GO:0050982	detection of mechanical stimulus	0.0042	202908_at	WFS1	0.66	Wolfram syndrome 1 (wolframin)
GO:0050982	detection of mechanical stimulus	0.0042	202310_s_at	COL1A1	1.64	collagen, type I, alpha 1
GO:0050982	detection of mechanical stimulus	0.0042	202176_at	ERCC3	3.07	excision repair cross-complementing 3
GO:0006950	response to stress	0.0042	207574_s_at	GADD45B	0.46	growth arrest and DNA-damage-inducible, beta
GO:0006950	response to stress	0.0042	216248_s_at	NR4A2	0.49	nuclear receptor subfamily 4, group A, member 2
GO:0006950	response to stress	0.0042	203140_at	BCL6	0.58	B-cell CLL/lymphoma 6 (zinc finger protein 51)
GO:0006950	response to stress	0.0042	208747_s_at	C1S	0.60	complement component 1, s subcomponent
GO:0006950	response to stress	0.0042	200800_s_at	HSPA1A	0.62	heat shock 70kDa protein 1A
GO:0006950	response to stress	0.0042	216321_s_at	NR3C1	0.62	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)
GO:0006950	response to stress	0.0042	221087_s_at	APOL3	0.63	apolipoprotein L, 3
GO:0006950	response to stress	0.0042	203837_at	MAP3K5	0.63	mitogen-activated protein kinase kinase kinase 5
GO:0006950	response to stress	0.0042	204790_at	SMAD7	0.63	SMAD, mothers against DPP homolog 7 (Drosophila)
GO:0006950	response to stress	0.0042	212067_s_at	C1R	0.64	complement component 1, r subcomponent
GO:0006950	response to stress	0.0042	208690_s_at	PDLIM1	0.65	PDZ and LIM domain 1 (elfin)
GO:0006950	response to stress	0.0042	211719_x_at	FN1	1.72	fibronectin 1
GO:0006950	response to stress	0.0042	212464_s_at	FN1	1.75	fibronectin 1
GO:0006950	response to stress	0.0042	210495_x_at	FN1	1.75	fibronectin 1
GO:0006950	response to stress	0.0042	203409_at	DDB2	1.75	damage-specific DNA binding protein 2, 48kDa
GO:0006950	response to stress	0.0042	216442_x_at	FN1	1.79	fibronectin 1
GO:0006950	response to stress	0.0042	202176_at	ERCC3	3.07	excision repair cross-complementing 3
GO:0050791	regulation of physiological process	0.0052	202672_s_at	ATF3	0.20	activating transcription factor 3
GO:0050791	regulation of physiological process	0.0052	205932_s_at	MSX1	0.36	msh homeo box homolog 1 (Drosophila)
GO:0050791	regulation of physiological process	0.0052	209357_at	CITED2	0.38	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2
GO:0050791	regulation of physiological process	0.0052	201693_s_at	EGR1	0.39	early growth response 1
GO:0050791	regulation of physiological process	0.0052	219993_at	SOX17	0.40	SRY (sex determining region Y)-box 17
GO:0050791	regulation of physiological process	0.0052	36711_at	MAFF	0.44	v-maf musculoaponeurotic fibrosarcoma oncogene homolog F (avian)
GO:0050791	regulation of physiological process	0.0052	219371_s_at	KLF2	0.45	Kruppel-like factor 2 (lung)
GO:0050791	regulation of physiological process	0.0052	221841_s_at	KLF4	0.47	Kruppel-like factor 4 (gut)
GO:0050791	regulation of physiological process	0.0052	201694_s_at	EGR1	0.47	early growth response 1
GO:0050791	regulation of physiological process	0.0052	209710_at	GATA2	0.49	GATA binding protein 2
GO:0050791	regulation of physiological process	0.0052	216248_s_at	NR4A2	0.49	nuclear receptor subfamily 4, group A, member 2
GO:0050791	regulation of physiological process	0.0052	207980_s_at	CITED2	0.53	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2
GO:0050791	regulation of physiological process	0.0052	209211_at	KLF5	0.57	Kruppel-like factor 5 (intestinal)
GO:0050791	regulation of physiological process	0.0052	203140_at	BCL6	0.58	B-cell CLL/lymphoma 6 (zinc finger protein 51)
GO:0050791	regulation of physiological process	0.0052	213281_at	JUN	0.59	v-jun sarcoma virus 17 oncogene homolog (avian)
GO:0050791	regulation of physiological process	0.0052	213844_at	HOXA5	0.59	homeo box A5
GO:0050791	regulation of physiological process	0.0052	209290_s_at	NFIB	0.59	nuclear factor I/B
GO:0050791	regulation of physiological process	0.0052	212642_s_at	HIVEP2	0.60	human immunodeficiency virus type I enhancer binding protein 2
GO:0050791	regulation of physiological process	0.0052	212914_at	CBX7	0.60	chromobox homolog 7
GO:0050791	regulation of physiological process	0.0052	209289_at	NFIB	0.61	nuclear factor I/B
GO:0050791	regulation of physiological process	0.0052	216321_s_at	NR3C1	0.62	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)
GO:0050791	regulation of physiological process	0.0052	213029_at	NFIB	0.63	nuclear factor I/B
GO:0050791	regulation of physiological process	0.0052	204790_at	SMAD7	0.63	SMAD, mothers against DPP homolog 7 (Drosophila)
GO:0050791	regulation of physiological process	0.0052	201417_at	SOX4	1.65	SRY (sex determining region Y)-box 4
GO:0050791	regulation of physiological process	0.0052	218502_s_at	TRPS1	1.86	trichorhinophalangeal syndrome I
GO:0050791	regulation of physiological process	0.0052	201416_at	SOX4	1.91	SRY (sex determining region Y)-box 4
GO:0050791	regulation of physiological process	0.0052	205286_at	TFAP2C	2.00	transcription factor AP-2 gamma (activating enhancer binding protein 2 gamma)
GO:0050791	regulation of physiological process	0.0052	213435_at	SATB2	2.37	SATB family member 2
GO:0050791	regulation of physiological process	0.0052	202176_at	ERCC3	3.07	excision repair cross-complementing 3
GO:0005198	structural molecule activity	0.0065	208623_s_at	VIL2	0.41	villin 2 (ezrin)
GO:0005198	structural molecule activity	0.0065	207574_s_at	GADD45B	0.46	growth arrest and DNA-damage-inducible, beta
GO:0005198	structural molecule activity	0.0065	201753_s_at	ADD3	0.66	adducin 3 (gamma)
GO:0005198	structural molecule activity	0.0065	211964_at	COL4A2	1.51	collagen, type IV, alpha 2
GO:0005198	structural molecule activity	0.0065	215076_s_at	COL3A1	1.57	collagen, type III, alpha 1 (Ehlers-Danlos syndrome type IV, autosomal dominant)
GO:0005198	structural molecule activity	0.0065	201852_x_at	COL3A1	1.58	collagen, type III, alpha 1 (Ehlers-Danlos syndrome type IV, autosomal dominant)
GO:0005198	structural molecule activity	0.0065	202310_s_at	COL1A1	1.64	collagen, type I, alpha 1
GO:0005198	structural molecule activity	0.0065	213622_at	COL9A2	1.66	collagen, type IX, alpha 2
GO:0005198	structural molecule activity	0.0065	211719_x_at	FN1	1.72	fibronectin 1
GO:0005198	structural molecule activity	0.0065	211980_at	COL4A1	1.73	collagen, type IV, alpha 1
GO:0005198	structural molecule activity	0.0065	212464_s_at	FN1	1.75	fibronectin 1
GO:0005198	structural molecule activity	0.0065	210495_x_at	FN1	1.75	fibronectin 1
GO:0005198	structural molecule activity	0.0065	221729_at	COL5A2	1.78	collagen, type V, alpha 2
GO:0005198	structural molecule activity	0.0065	216442_x_at	FN1	1.79	fibronectin 1
GO:0005198	structural molecule activity	0.0065	203417_at	MFAP2	1.94	microfibrillar-associated protein 2
GO:0005198	structural molecule activity	0.0065	210198_s_at	PLP1	3.49	proteolipid protein 1 (Pelizaeus-Merzbacher disease, spastic paraplegia 2, uncomplicated)
GO:0004879	ligand-dependent nuclear receptor activity	0.0085	216248_s_at	NR4A2	0.49	nuclear receptor subfamily 4, group A, member 2
GO:0004879	ligand-dependent nuclear receptor activity	0.0085	210831_s_at	PTGER3	0.53	prostaglandin E receptor 3 (subtype EP3)
GO:0004879	ligand-dependent nuclear receptor activity	0.0085	210832_x_at	PTGER3	0.62	prostaglandin E receptor 3 (subtype EP3)
GO:0004879	ligand-dependent nuclear receptor activity	0.0085	216321_s_at	NR3C1	0.62	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)
GO:0009582	detection of abiotic stimulus	0.0088	203695_s_at	DFNA5	0.53	deafness, autosomal dominant 5
GO:0009582	detection of abiotic stimulus	0.0088	202908_at	WFS1	0.66	Wolfram syndrome 1 (wolframin)
GO:0009582	detection of abiotic stimulus	0.0088	202310_s_at	COL1A1	1.64	collagen, type I, alpha 1
GO:0009582	detection of abiotic stimulus	0.0088	202176_at	ERCC3	3.07	excision repair cross-complementing 3
GO:0043085	positive regulation of enzyme activity	0.0105	207574_s_at	GADD45B	0.46	growth arrest and DNA-damage-inducible, beta
GO:0043085	positive regulation of enzyme activity	0.0105	203837_at	MAP3K5	0.63	mitogen-activated protein kinase kinase kinase 5
GO:0043085	positive regulation of enzyme activity	0.0105	204464_s_at	EDNRA	1.80	endothelin receptor type A
GO:0043085	positive regulation of enzyme activity	0.0105	204463_s_at	EDNRA	2.57	endothelin receptor type A
GO:0007498	mesoderm development	0.0119	221841_s_at	KLF4	0.47	Kruppel-like factor 4 (gut)
GO:0007498	mesoderm development	0.0119	202016_at	MEST	2.58	mesoderm specific transcript homolog (mouse)
GO:0016763	transferase activity, transferring pentosyl groups	0.0144	217738_at	PBEF1	0.65	pre-B-cell colony enhancing factor 1
GO:0016763	transferase activity, transferring pentosyl groups	0.0144	217739_s_at	PBEF1	0.66	pre-B-cell colony enhancing factor 1
GO:0016763	transferase activity, transferring pentosyl groups	0.0144	207220_at	DO	1.98	Dombrock blood group
GO:0006139	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	0.0148	202672_s_at	ATF3	0.20	activating transcription factor 3
GO:0006139	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	0.0148	205932_s_at	MSX1	0.36	msh homeo box homolog 1 (Drosophila)
GO:0006139	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	0.0148	209357_at	CITED2	0.38	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2
GO:0006139	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	0.0148	201693_s_at	EGR1	0.39	early growth response 1
GO:0006139	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	0.0148	219993_at	SOX17	0.40	SRY (sex determining region Y)-box 17
GO:0006139	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	0.0148	36711_at	MAFF	0.44	v-maf musculoaponeurotic fibrosarcoma oncogene homolog F (avian)
GO:0006139	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	0.0148	219371_s_at	KLF2	0.45	Kruppel-like factor 2 (lung)
GO:0006139	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	0.0148	221841_s_at	KLF4	0.47	Kruppel-like factor 4 (gut)
GO:0006139	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	0.0148	201694_s_at	EGR1	0.47	early growth response 1
GO:0006139	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	0.0148	209710_at	GATA2	0.49	GATA binding protein 2
GO:0006139	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	0.0148	216248_s_at	NR4A2	0.49	nuclear receptor subfamily 4, group A, member 2
GO:0006139	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	0.0148	210831_s_at	PTGER3	0.53	prostaglandin E receptor 3 (subtype EP3)
GO:0006139	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	0.0148	207980_s_at	CITED2	0.53	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2
GO:0006139	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	0.0148	209211_at	KLF5	0.57	Kruppel-like factor 5 (intestinal)
GO:0006139	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	0.0148	203140_at	BCL6	0.58	B-cell CLL/lymphoma 6 (zinc finger protein 51)
